Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LBHD,IMU_B
109,0,0,0,0,0.0532701,0.0508764,0,0,0.0581306,0,0.0229109,0.0619928,0,0.0202465,0,0,0.0534807,0.0350409,0.0261241,0.00564267,0.0207498,0.0331428,0.0499456,0.025004,0.0369989,0.0624861,0.0503392,0.0653025,0.0608034,0.0606067,0.0603391,0.0204413,0.038522,0.0138526,0.0138669,0.0402358,0,0.0160522,0.0599027,0.0311819,0,0,0.020166,0,0,0.0403814,0.0458718,0.0233825,0.00794105,0.0184539,0.0449791,0.019774,0.0365033,0.029638,0.0552207,0.0597511,0.0667471,0.0449061,0.0440966,0.0677789,0.0146174,0.0145292,0.00929719,0.00830949,0.0279885,0.016782,0,0,0,0,0
110,0,0,0,0,0.0533694,0.0506511,0,0,0.0583098,0,0.0229526,0.0616192,0,0.0199767,0,0,0.0533466,0.0354982,0.026038,0.00525862,0.0203948,0.0331239,0.0499698,0.0249668,0.0367595,0.0622994,0.0502674,0.0653541,0.0608981,0.0606884,0.0603348,0.020593,0.0387689,0.0139613,0.0137599,0.0421633,0,0.015919,0.0604449,0.031211,0,0,0.019945,0,0,0.0402894,0.0459673,0.0222898,0.0082864,0.0182577,0.044774,0.0195519,0.0373374,0.0295416,0.0553738,0.0607238,0.0673607,0.0458042,0.0449252,0.0681965,0.0123667,0.0148,0.00936864,0.00825823,0.0278936,0.0166976,0,0,0,0,0
111,0,0,0,0,0.0535607,0.050569,0,0,0.058998,0,0.0229115,0.0612264,0,0.0196607,0,0,0.0532346,0.0361679,0.0260507,0.00472134,0.0199078,0.0329003,0.0499626,0.0250277,0.0364381,0.0620662,0.0503094,0.0653848,0.060995,0.0606279,0.0602756,0.0213214,0.039089,0.0139547,0.0137074,0.0427872,0,0.0164733,0.0611638,0.03118,0,0,0.019188,0,0,0.0405338,0.0458376,0.0214229,0.00871242,0.0185815,0.0445809,0.0189765,0.0381913,0.0289997,0.055546,0.061729,0.0677955,0.0464912,0.0457671,0.0684707,0.0110876,0.0151304,0.00946376,0.00891817,0.0277794,0.0166903,0,0,0,0,0
112,0,0,0,0,0.0536207,0.0506088,0,0,0.0593979,0,0.022872,0.060878,0,0.0194819,0,0,0.0531528,0.0365826,0.0260828,0.00435475,0.0195067,0.0327727,0.0500772,0.0250082,0.0362057,0.0617915,0.0502938,0.065417,0.0611061,0.0604969,0.0602933,0.021628,0.039278,0.013973,0.0137277,0.0440221,0,0.0166945,0.0616111,0.0311619,0,0,0.0193692,0,0,0.0400884,0.0459927,0.0210569,0.00958161,0.0185971,0.0444552,0.019104,0.0388189,0.0286674,0.055619,0.0624784,0.0682169,0.047071,0.0463641,0.0692596,0.00984456,0.0154302,0.00942141,0.00825554,0.027704,0.016604,0,0,0,0,0
113,0,0,0,0,0.0537263,0.0505913,0,0,0.0601082,0,0.0227901,0.0605965,0,0.0192985,0,0,0.053083,0.037056,0.0261465,0.00404787,0.0191536,0.0325409,0.0501552,0.0249951,0.0359427,0.0615193,0.0503104,0.0653612,0.0611877,0.0602243,0.0602294,0.0220116,0.0394433,0.0138269,0.0138687,0.0443897,0,0.0171792,0.0620146,0.031201,0,0,0.01922,0,0,0.0399219,0.0461637,0.0209959,0.0100636,0.0187693,0.0443994,0.0188913,0.0392415,0.0282921,0.0556638,0.0630363,0.0684678,0.0473549,0.0467797,0.0698704,0.00918929,0.0156762,0.00934312,0.00825096,0.0276338,0.0166118,0,0,0,0,0
114,0,0,0,0,0.0538278,0.0505709,0,0,0.06057,0,0.0227293,0.0604082,0,0.0191536,0,0,0.0530587,0.0374907,0.0263546,0.00387032,0.0187434,0.0322452,0.0502402,0.0249625,0.0356948,0.0612304,0.0502271,0.0651378,0.0612007,0.060096,0.0600835,0.0223721,0.0395481,0.0137803,0.0139291,0.0443602,0,0.017439,0.0623025,0.0312075,0,0,0.0191158,0,0,0.0397992,0.0462828,0.0210573,0.0102559,0.0188497,0.044378,0.0186977,0.0394528,0.0280221,0.0556675,0.0632794,0.0685981,0.0473976,0.0469784,0.0701165,0.00890639,0.015851,0.00934444,0.0082257,0.0275926,0.0166517,0,0,0,0,0
115,0,0,0,0,0.0538961,0.0505847,0,0,0.0606842,0,0.022636,0.0604164,0,0.0190299,0,0,0.05305,0.0377931,0.0267599,0.00382564,0.0183229,0.0318995,0.0503363,0.0248811,0.035536,0.0609622,0.0501729,0.0648459,0.0611525,0.0598788,0.05983,0.0226369,0.0396066,0.0137872,0.0139781,0.043944,0,0.0172555,0.0623677,0.0311555,0,0,0.0190835,0,0,0.0396736,0.0463414,0.0210972,0.0103005,0.0187295,0.044391,0.0185148,0.0394862,0.0279662,0.0555067,0.0631204,0.0686006,0.0473186,0.0469685,0.0701614,0.00910316,0.0159902,0.00933517,0.00820544,0.0275585,0.0167287,0,0,0,0,0
116,0,0,0,0,0.0538313,0.0506607,0,0,0.0606556,0,0.0225162,0.0606721,0,0.0189155,0,0,0.0530532,0.0378611,0.0274012,0.00391055,0.0177815,0.0315778,0.0504636,0.0246486,0.0355639,0.0607455,0.0501401,0.0646668,0.0611436,0.0597271,0.0595725,0.0229129,0.0396517,0.01367,0.0141521,0.0433643,0,0.0166512,0.0621065,0.0310717,0,0,0.0195789,0,0,0.0392529,0.0463593,0.0210512,0.010159,0.018223,0.0444684,0.0187578,0.0391096,0.0282516,0.055219,0.0624808,0.0685339,0.0471745,0.0467204,0.0698965,0.00975515,0.0161203,0.00940333,0.0073813,0.0275913,0.0166832,0,0,0,0,0
117,0,0,0,0,0.0537902,0.0506265,0,0,0.0600752,0,0.0225171,0.0610895,0,0.0188562,0,0,0.0529971,0.0380578,0.0280925,0.00396477,0.017473,0.0312266,0.0504127,0.0245175,0.035616,0.0607016,0.0501536,0.0643993,0.0608463,0.0594998,0.0593027,0.0225224,0.0396939,0.0135293,0.0143109,0.0414743,0,0.016451,0.0617324,0.0309734,0,0,0.0193392,0,0,0.0393176,0.0462259,0.0211323,0.00989374,0.0178479,0.0445184,0.0186115,0.0384751,0.0284043,0.0548619,0.061422,0.0683575,0.0469391,0.0464335,0.06944,0.0114464,0.0162289,0.00951732,0.0075088,0.0275887,0.0167252,0,0,0,0,0
118,0,0,0,0,0.0537318,0.050609,0,0,0.0594268,0,0.0224792,0.0615631,0,0.018855,0,0,0.0529501,0.0382151,0.0289751,0.00410017,0.0169826,0.030932,0.0503514,0.0243592,0.0357335,0.060729,0.0500823,0.0641028,0.0606663,0.0592007,0.0589364,0.0221758,0.0397159,0.0134536,0.0143648,0.0394567,0,0.0163209,0.0612035,0.0308787,0,0,0.0192171,0,0,0.0394041,0.0459658,0.0214632,0.00952485,0.0174327,0.044499,0.0185372,0.037674,0.0286438,0.0545285,0.0600742,0.0680675,0.0466439,0.0459609,0.0689819,0.0136669,0.0162177,0.00957235,0.00765647,0.0275787,0.0167011,0,0,0,0,0
119,0,0,0,0,0.0536838,0.0506148,0,0,0.0587416,0,0.0225079,0.0620433,0,0.0188488,0,0,0.052952,0.0383183,0.0299316,0.00436056,0.0163827,0.0307342,0.0503104,0.0241649,0.0359091,0.0607701,0.0500854,0.0637609,0.0604923,0.05893,0.0585385,0.0217794,0.0396731,0.0136151,0.0142516,0.0374865,0,0.0161632,0.0605954,0.0307977,0,0,0.0192052,0,0,0.0394425,0.0456446,0.0218811,0.00919381,0.0172318,0.0442813,0.0185129,0.0367962,0.0288084,0.0542502,0.0585896,0.0676677,0.0462045,0.0453434,0.0686611,0.0161162,0.016161,0.0095575,0.00776835,0.027554,0.0166938,0,0,0,0,0
120,0,0,0,0,0.053651,0.0506204,0,0,0.0581197,0,0.0226063,0.0625072,0,0.0188585,0,0,0.0529574,0.0383108,0.0310448,0.00472933,0.0157554,0.0305831,0.0501544,0.0239151,0.0360939,0.0606345,0.0499801,0.063396,0.0602444,0.0586364,0.0581396,0.0214573,0.0396488,0.0136986,0.0141976,0.0358718,0,0.0161323,0.0599912,0.0307508,0,0,0.0193173,0,0,0.0394874,0.0453417,0.0219678,0.00897767,0.0173344,0.0439487,0.0184648,0.0359813,0.0289436,0.0541112,0.0571508,0.0672583,0.0456251,0.0446709,0.0683027,0.0182936,0.0161108,0.00951241,0.00780712,0.0275072,0.0167271,0,0,0,0,0
121,0,0,0,0,0.053654,0.05066,0,0,0.0577255,0,0.0227756,0.0628763,0,0.0188619,0,0,0.0529139,0.03817,0.0323909,0.00518126,0.0150862,0.0304185,0.0499527,0.0236049,0.0361955,0.06043,0.0496557,0.0630785,0.0599279,0.0582976,0.057724,0.021348,0.0396516,0.013648,0.0141573,0.0346329,0,0.0158075,0.0594225,0.0307188,0,0,0.0193834,0,0,0.0395942,0.0450892,0.0211776,0.00889275,0.0178008,0.04359,0.0184546,0.0352876,0.0292802,0.05423,0.0559791,0.0669837,0.0450403,0.0440796,0.0680548,0.0199316,0.0161473,0.0095518,0.00781719,0.0274651,0.0167331,0,0,0,0,0
122,0,0,0,0,0.0536956,0.0507285,0,0,0.0571531,0,0.0230218,0.0631088,0,0.0188559,0,0,0.0528231,0.0378785,0.0340164,0.00572327,0.0142983,0.0302334,0.0497331,0.0232485,0.0362592,0.0601948,0.0491885,0.0627367,0.0595589,0.057905,0.0572155,0.0214367,0.0396993,0.0134404,0.0141756,0.0334857,0,0.014666,0.0590623,0.0307782,0,0,0.0194128,0,0,0.0397683,0.0448323,0.0195065,0.00898259,0.0184252,0.0433374,0.0185061,0.0345997,0.0300548,0.0547146,0.0552839,0.0669566,0.0447081,0.0437064,0.0679298,0.021211,0.0162017,0.00964045,0.00783915,0.0274603,0.0166625,0,0,0,0,0
123,0,0,0,0,0.0536125,0.0507937,0,0,0.0562886,0,0.0232683,0.0631343,0,0.0187814,0,0,0.0527023,0.0375,0.0357796,0.00628059,0.0134113,0.0301295,0.0495665,0.022906,0.0362552,0.0599631,0.0487483,0.0621788,0.0592013,0.0574425,0.0566684,0.0215262,0.0397518,0.0133416,0.0140961,0.0322273,0,0.0127939,0.0588667,0.0308673,0,0,0.019397,0,0,0.0399382,0.0446046,0.0178649,0.00916751,0.0188237,0.0433719,0.018607,0.0338233,0.0310475,0.0553777,0.0551396,0.0672152,0.0448964,0.043768,0.0678642,0.0224348,0.0161617,0.00968994,0.00797434,0.0274869,0.016455,0,0,0,0,0
124,0,0,0,0,0.0532249,0.0508991,0,0,0.0554912,0,0.0235432,0.0629911,0,0.018671,0,0,0.0526113,0.0370632,0.0379013,0.00678894,0.0122287,0.0304141,0.0495125,0.0225619,0.0362443,0.0597328,0.0482046,0.0614617,0.0589191,0.0569902,0.0561841,0.0216972,0.0398278,0.0131955,0.0140542,0.0311765,0,0.0123013,0.0586917,0.0308115,0,0,0.0199593,0,0,0.0397895,0.0443469,0.0164829,0.00909091,0.018898,0.0440041,0.019089,0.0331959,0.0316632,0.055843,0.055538,0.0675526,0.0454688,0.0442523,0.0678535,0.0235747,0.015975,0.00959086,0.00770389,0.0274511,0.015952,0,0,0,0,0
125,0,0,0,0,0.0526875,0.0507537,0,0,0.0537608,0,0.0240419,0.0626882,0,0.0189015,0,0,0.0526966,0.0368207,0.0399819,0.00698063,0.0112439,0.0307447,0.0495662,0.0224961,0.0362745,0.0598143,0.0479264,0.0606315,0.0585169,0.0565289,0.0556397,0.0213551,0.0395525,0.0130607,0.0142541,0.0307302,0,0.0128803,0.0587413,0.0303567,0,0,0.0200232,0,0,0.0401733,0.0441776,0.0159697,0.00914133,0.018515,0.0446105,0.0191954,0.0333013,0.0315376,0.0557122,0.0561137,0.0676568,0.0462094,0.0445743,0.0676268,0.0243642,0.0155274,0.00962992,0.00818205,0.0273152,0.0153381,0,0,0,0,0
126,0,0,0,0,0.0521986,0.0504963,0,0,0.0519672,0,0.0249606,0.0624411,0,0.019849,0,0,0.0526,0.0361172,0.0425501,0.0072415,0.0101641,0.031705,0.0496574,0.0221713,0.0364644,0.0597779,0.0473729,0.0602684,0.0581122,0.0560478,0.0550732,0.0206489,0.0391221,0.0129827,0.0138953,0.0290497,0,0.0135091,0.0583668,0.0297296,0,0,0.0195297,0,0,0.0410161,0.0439438,0.0173145,0.00882333,0.0184731,0.0453348,0.018894,0.0333596,0.0312963,0.0552496,0.0561626,0.0671759,0.0464121,0.0440004,0.0665941,0.0269269,0.0150093,0.0095057,0.00972627,0.0272032,0.014965,0,0,0,0,0
127,0,0,0,0,0.0517603,0.050316,0,0,0.0495556,0,0.0260214,0.0627709,0,0.0206327,0,0,0.0528978,0.0353732,0.0447529,0.00768961,0.009434,0.0325191,0.0495948,0.0218965,0.0366673,0.0598256,0.0470188,0.0596049,0.0573773,0.0554286,0.054441,0.019159,0.0384721,0.0130191,0.0140315,0.0260323,0,0.0142803,0.0574565,0.0292715,0,0,0.0200826,0,0,0.0413719,0.0433725,0.0198954,0.00809874,0.0189886,0.0454595,0.019128,0.0325772,0.0313193,0.0547865,0.0551725,0.0660821,0.0457851,0.042574,0.0650838,0.032014,0.0144074,0.00950011,0.0100174,0.0273025,0.0148306,0,0,0,0,0
128,0,0,0,0,0.051409,0.0501546,0,0,0.0468625,0,0.0269081,0.0635932,0,0.0208664,0,0,0.053547,0.0348669,0.0463556,0.00841164,0.00883253,0.0328918,0.049346,0.0218068,0.0368217,0.0599805,0.0469672,0.058529,0.056275,0.0546282,0.0537012,0.0175528,0.0377774,0.0130293,0.0147278,0.0227776,0,0.0155244,0.0562436,0.0288919,0,0,0.0204931,0,0,0.0418087,0.0424575,0.0227844,0.00712813,0.0196017,0.0451295,0.0190739,0.0311712,0.031404,0.0546264,0.0534007,0.0646941,0.0445695,0.0409615,0.0636277,0.0388432,0.0137683,0.00954398,0.010504,0.0273819,0.0151923,0,0,0,0,0
129,0,0,0,0,0.0507953,0.0500645,0,0,0.0442011,0,0.0278363,0.0644063,0,0.0216099,0,0,0.0537857,0.0344373,0.0477904,0.00927971,0.00816875,0.0331067,0.0494439,0.0217875,0.0368461,0.0601674,0.0469652,0.057237,0.0550273,0.0537767,0.0529419,0.0166252,0.0370978,0.013071,0.0148743,0.0210202,0,0.0166593,0.0550527,0.0284648,0,0,0.0207462,0,0,0.0422585,0.0418489,0.0255195,0.00631347,0.0201811,0.0447082,0.0190542,0.030079,0.0312754,0.0546101,0.0516457,0.0636617,0.0434126,0.0397011,0.0625499,0.0451282,0.0132459,0.0095778,0.0111806,0.0273271,0.0159176,0,0,0,0,0
130,0,0,0,0,0.0499927,0.0499088,0,0,0.0418226,0,0.0289985,0.0648445,0,0.0221856,0,0,0.0539681,0.0343189,0.0490399,0.0101868,0.00744407,0.0331738,0.0496204,0.0220285,0.0370297,0.0605316,0.0471699,0.0559289,0.0538474,0.0529025,0.0521549,0.0171256,0.0365738,0.0130391,0.0150571,0.0206973,0,0.0170971,0.0543505,0.0281433,0,0,0.0210628,0,0,0.0426647,0.0416152,0.0271216,0.00592921,0.0207736,0.0444225,0.0191618,0.0299221,0.0307759,0.0545272,0.0508265,0.063361,0.0427144,0.0390583,0.062009,0.0487209,0.0126574,0.00968818,0.0118189,0.0271166,0.0168143,0,0,0,0,0
131,0,0,0,0,0.0490176,0.0498133,0,0,0.0395248,0,0.0302294,0.0649053,0,0.0227894,0,0,0.0539441,0.0343845,0.0499716,0.0111095,0.00673334,0.0331396,0.0499591,0.0224766,0.0374676,0.0610405,0.04749,0.0549054,0.0526475,0.052014,0.0513145,0.0191316,0.0361979,0.0128916,0.0150426,0.0208323,0,0.0167335,0.0541255,0.0280951,0,0,0.022464,0,0,0.0424689,0.0415616,0.0271494,0.00598497,0.0209861,0.0443215,0.0203532,0.0302359,0.0300336,0.054403,0.0507631,0.063504,0.0424361,0.0389417,0.0618984,0.0494066,0.0118103,0.00982131,0.0113447,0.0269127,0.0174696,0,0,0,0,0
132,0,0,0,0,0.0483104,0.0495646,0,0,0.0378528,0,0.0313591,0.0647534,0,0.0232581,0,0,0.0538848,0.0345836,0.0499827,0.0117638,0.00612359,0.0331416,0.0502413,0.0232616,0.0380568,0.0618645,0.0480378,0.0542264,0.0514009,0.0512815,0.0503816,0.022207,0.0359455,0.0125895,0.0151028,0.0208323,0,0.0159526,0.0542089,0.0279687,0,0,0.0222422,0,0,0.0432162,0.0414489,0.0259251,0.006306,0.0210047,0.0444546,0.0204411,0.0303847,0.0293605,0.054439,0.0510316,0.0637667,0.0424713,0.0392759,0.0620925,0.0487648,0.0112346,0.00991689,0.0127257,0.0266175,0.018006,0,0,0,0,0
133,0,0,0,0,0.0476694,0.049424,0,0,0.0370248,0,0.0320966,0.064618,0,0.0233427,0,0,0.0541191,0.0348807,0.0487887,0.0121168,0.0054061,0.0331643,0.0504171,0.0242961,0.0386069,0.0628961,0.0487822,0.0537569,0.0504184,0.0508039,0.0498432,0.0266942,0.0357097,0.0126621,0.0154008,0.0207065,0,0.015226,0.0542756,0.0278347,0,0,0.0230366,0,0,0.0435155,0.0412897,0.0241928,0.00677589,0.0211232,0.0447849,0.0211719,0.0303595,0.0290754,0.0546383,0.0515089,0.0639666,0.0428858,0.0398472,0.0624474,0.0482172,0.0106553,0.0101661,0.0130202,0.0265026,0.0179866,0,0,0,0,0
134,0,0,0,0,0.0472061,0.0492573,0,0,0.0375117,0,0.0323925,0.0645038,0,0.0236252,0,0,0.0542869,0.0353023,0.0471573,0.0121721,0.0045345,0.0333201,0.0506253,0.0254883,0.0391093,0.063993,0.0496821,0.0536553,0.0499773,0.0510298,0.0500549,0.032553,0.0354941,0.0125679,0.0156512,0.0205214,0,0.0149092,0.0543638,0.0276831,0,0,0.0235009,0,0,0.0439769,0.0410324,0.0226188,0.00724258,0.0216732,0.0452001,0.0217203,0.030559,0.0290691,0.0550164,0.0521076,0.0642106,0.0435189,0.0404945,0.0628817,0.0484746,0.0103105,0.0103302,0.0137023,0.0264548,0.0177734,0,0,0,0,0
135,0,0,0,0,0.0468449,0.0490768,0,0,0.038022,0,0.0325493,0.0644292,0,0.0238502,0,0,0.0544336,0.0357418,0.0463897,0.0121775,0.00368782,0.0336745,0.0506847,0.0266792,0.0395437,0.0648627,0.0505539,0.0538118,0.0500557,0.0517197,0.0507093,0.0381803,0.0353434,0.0124788,0.0158279,0.0203463,0,0.0149406,0.0544452,0.0274978,0,0,0.0238853,0,0,0.0443498,0.0407208,0.0217749,0.00771395,0.0224423,0.0455879,0.0222614,0.0310444,0.0289069,0.0552378,0.0526333,0.0644079,0.0439666,0.0410309,0.0631373,0.0494441,0.0100262,0.0104539,0.014201,0.0264066,0.0173112,0,0,0,0,0
136,0,0,0,0,0.0465294,0.0489459,0,0,0.0371993,0,0.03268,0.0643861,0,0.0239907,0,0,0.0545351,0.0359882,0.0467684,0.0122337,0.00293088,0.034189,0.050659,0.0276524,0.0396521,0.0653706,0.0512282,0.0539656,0.0503221,0.0521387,0.0511027,0.0418251,0.0352705,0.012449,0.0159038,0.0202824,0,0.0151141,0.0545286,0.0271823,0,0,0.0241171,0,0,0.0446292,0.0405316,0.0219696,0.00807741,0.0232975,0.045713,0.0226543,0.0312797,0.0284736,0.0551105,0.0528369,0.0644569,0.0440077,0.0412208,0.0631122,0.0508118,0.00989751,0.0105525,0.014502,0.026323,0.0170609,0,0,0,0,0
137,0,0,0,0,0.0462949,0.0488822,0,0,0.0361451,0,0.0330054,0.0643335,0,0.0240444,0,0,0.0545868,0.0359452,0.0477008,0.0122839,0.00246553,0.0346921,0.0505774,0.0281846,0.0395032,0.0655612,0.0516079,0.0541785,0.0505884,0.0523485,0.0513367,0.0443404,0.0352556,0.0124792,0.015961,0.0203728,0,0.0153012,0.05466,0.0269742,0,0,0.0242227,0,0,0.044733,0.0405377,0.0227311,0.00815911,0.0239845,0.0454636,0.0228168,0.0312253,0.0282172,0.0549251,0.0527669,0.0643985,0.0437859,0.0410479,0.06304,0.05235,0.00984627,0.0105623,0.0146353,0.0261676,0.0172029,0,0,0,0,0
138,0,0,0,0,0.0461631,0.0489122,0,0,0.0354325,0,0.0334726,0.0642168,0,0.0240525,0,0,0.0545677,0.035703,0.0488664,0.0122286,0.00228304,0.0350446,0.0505051,0.0283828,0.0395044,0.0655063,0.0516809,0.0543891,0.050756,0.0527057,0.0517367,0.0466101,0.0352309,0.0124971,0.0160189,0.0206299,0,0.0154099,0.0548126,0.026851,0,0,0.0242344,0,0,0.0447064,0.0405095,0.0235396,0.00801021,0.0242271,0.0450138,0.0227816,0.0310866,0.0284116,0.0549203,0.052653,0.0642974,0.0432935,0.0407663,0.0628786,0.0536107,0.00972194,0.0105372,0.0146419,0.0259978,0.0175201,0,0,0,0,0
139,0,0,0,0,0.0461103,0.0489073,0,0,0.0348141,0,0.0338096,0.0640696,0,0.023748,0,0,0.0546945,0.0353284,0.050113,0.012148,0.00242463,0.0351857,0.0503397,0.0283529,0.0394936,0.0653207,0.051596,0.054586,0.0508647,0.0533099,0.0523938,0.0486966,0.0351788,0.01257,0.016312,0.0208446,0,0.015532,0.0549523,0.0269231,0,0,0.0248228,0,0,0.0442655,0.0401416,0.0240754,0.00788075,0.0241779,0.0445441,0.0229332,0.0309449,0.0289361,0.0550997,0.0526074,0.0642186,0.0430862,0.040548,0.0627742,0.0540658,0.00953988,0.0105735,0.0140074,0.0257716,0.0175365,0,0,0,0,0
140,0,0,0,0,0.0462168,0.0488451,0,0,0.0339079,0,0.0339667,0.0638893,0,0.023862,0,0,0.0544859,0.0349228,0.0513081,0.0119949,0.00279473,0.0351389,0.0503701,0.0283774,0.0392982,0.065189,0.0513815,0.0547637,0.0510029,0.0540056,0.0531442,0.0509313,0.0351859,0.0125727,0.016086,0.0207951,0,0.0156108,0.0551396,0.0267195,0,0,0.0237659,0,0,0.04452,0.0395095,0.0240552,0.00786773,0.0240776,0.0440531,0.0220008,0.0308509,0.0294958,0.0553537,0.0526954,0.0641731,0.0431581,0.040504,0.062575,0.0535512,0.00997609,0.0104323,0.0147557,0.0255512,0.0177278,0,0,0,0,0
141,0,0,0,0,0.0462568,0.0488691,0,0,0.033171,0,0.0341667,0.0636845,0,0.0237974,0,0,0.0544661,0.0344831,0.0523381,0.0120903,0.00338431,0.0348276,0.0503066,0.028443,0.039241,0.0650098,0.0510457,0.0548184,0.0511313,0.054547,0.0537623,0.0532072,0.0352358,0.0126138,0.0160112,0.0206176,0,0.0155562,0.0553926,0.0266746,0,0,0.0236591,0,0,0.0443055,0.0392683,0.0235315,0.00810945,0.0239933,0.0436483,0.021727,0.0309607,0.0298124,0.0555457,0.0530229,0.0640942,0.0433505,0.0405862,0.0626724,0.0524256,0.0100597,0.0103223,0.0144537,0.0254437,0.0179744,0,0,0,0,0
142,0,0,0,0,0.0462979,0.0489258,0,0,0.0325669,0,0.0345024,0.0634409,0,0.0237256,0,0,0.0544612,0.0339619,0.0532025,0.0123525,0.0040824,0.0344308,0.0501763,0.0283973,0.039316,0.0649104,0.0508949,0.0547676,0.051112,0.0548122,0.0541108,0.0550284,0.035305,0.012572,0.0159788,0.0204541,0,0.0155109,0.0557138,0.0265864,0,0,0.0235834,0,0,0.0440783,0.0393085,0.0228035,0.00845378,0.0239943,0.043277,0.021497,0.0312457,0.0297595,0.0556184,0.0534824,0.0640273,0.0435546,0.0407584,0.062696,0.0509771,0.0101278,0.0102582,0.0141632,0.0254169,0.0180017,0,0,0,0,0
143,0,0,0,0,0.0463758,0.0489617,0,0,0.0319435,0,0.0348206,0.0631834,0,0.0236617,0,0,0.0544534,0.0333345,0.053933,0.012782,0.00462256,0.0340942,0.0500131,0.0283605,0.0395778,0.0648576,0.050981,0.0544262,0.0509442,0.0547623,0.0541875,0.0566687,0.0353867,0.0125072,0.0159314,0.0203843,0,0.015516,0.0560978,0.0266096,0,0,0.0235669,0,0,0.0438901,0.0393735,0.0220403,0.00890446,0.0240632,0.0429389,0.0213686,0.0315533,0.0295136,0.0556166,0.0538144,0.0639366,0.0437221,0.0410492,0.062663,0.0493279,0.0102065,0.0102333,0.013947,0.0254742,0.0178749,0,0,0,0,0
144,0,0,0,0,0.046519,0.0489776,0,0,0.0312251,0,0.0351255,0.0629038,0,0.0235609,0,0,0.05443,0.0327922,0.0545652,0.0132402,0.00486606,0.0338647,0.0498192,0.0284,0.0399028,0.0648287,0.0509753,0.0539825,0.0506301,0.054443,0.0539739,0.0582632,0.0354886,0.0125346,0.0158132,0.0203099,0,0.01545,0.0565572,0.0267269,0,0,0.0236646,0,0,0.0437316,0.0393821,0.0213,0.00942686,0.0240961,0.0426007,0.0212907,0.0318421,0.0292482,0.0556166,0.0541011,0.0638111,0.0438234,0.0418609,0.062967,0.0475557,0.0103761,0.0102085,0.0137367,0.0255736,0.0177115,0,0,0,0,0
145,0,0,0,0,0.0467057,0.0489849,0,0,0.0305025,0,0.0355872,0.0626455,0,0.0234592,0,0,0.0543545,0.0324429,0.0552021,0.0135978,0.00493319,0.033787,0.0496192,0.0284051,0.0401449,0.0647556,0.0507155,0.0534784,0.0502429,0.0539975,0.0535695,0.0595932,0.0356251,0.0125197,0.0156966,0.0202124,0,0.0154801,0.0570461,0.0269057,0,0,0.023763,0,0,0.043635,0.0393355,0.0205877,0.00988784,0.0239659,0.0422144,0.0213439,0.0321169,0.0290714,0.0556059,0.0543634,0.0637854,0.0438855,0.0432629,0.0631488,0.0458275,0.0105083,0.0101813,0.0135401,0.0257016,0.0175006,0,0,0,0,0
146,0,0,0,0,0.0461874,0.04892,0,0,0.0299787,0,0.0359853,0.0621406,0,0.0241011,0,0,0.0545338,0.0319286,0.0558865,0.0133655,0.00505441,0.0345902,0.0503894,0.028058,0.0401024,0.0643814,0.050182,0.0530847,0.0499418,0.0536663,0.0532111,0.0610874,0.0352332,0.0123005,0.0158889,0.0194997,0,0.0160257,0.0572672,0.0263486,0,0,0.0238249,0,0,0.0437921,0.0390254,0.0168628,0.00840417,0.0222439,0.0412664,0.0211868,0.0309531,0.0279455,0.0542021,0.0529016,0.0653427,0.0457519,0,0.0651269,0.0441918,0.0104178,0.0101251,0.0138529,0.0256004,0.0179442,0,0,0,0,0
147,0,0,0,0,0.0463446,0.0489131,0,0,0.0295222,0,0.0362933,0.0619704,0,0.0239967,0,0,0.0544606,0.0316892,0.0564138,0.0134082,0.00519817,0.0349483,0.0502339,0.0278871,0.0400983,0.0641347,0.049896,0.0528261,0.0496528,0.0534918,0.0529284,0.06254,0.0352887,0.0124714,0.0157318,0.0195605,0,0.0160384,0.0576193,0.0264914,0,0,0.0242465,0,0,0.0435663,0.0390147,0.016531,0.00862084,0.0221111,0.0408431,0.0215444,0.0309722,0.028074,0.0543097,0.0529961,0.0652566,0.0453537,0,0.0652511,0.0431942,0.0103206,0.0102151,0.0133024,0.0257189,0.0176242,0,0,0,0,0
