Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,x79,RASI,,x80
173,0.114717,0,0,0,0,0.152944,0,0,0,0,0,0,0.0279525,0.0600875,0.00605157,0.0122656,0,0,0.184901,0,0.0631824,0.106321,0.0151698,0.0126753,0.0389617,0.00640677,0.046776,0.175831,0.00839271,0.0111179,0.00691115,0.0412353,0.00907605,0.0105862,0.00785782,0.0260217,0.0329099,0.153554,0.018084,0.140473,0.0239054,0.032755,0.0267147,0.112389,0,0,0.0602661,0,0.0265941,0.0295962,0.0608985,0.0394414,0.0479477,0.0191931,0.0387587,0.159811,0.0127253,0.0352641,0.0101375,0.0134033,0.0279469,0.0476315,0.0252214,0.030088,0.025515,0.0926121,0.0152915,0.0194223,0.146432,0.0730364,0,0,0,0.0210616,0,0
174,0.115229,0,0,0,0,0.152983,0,0,0,0,0,0,0.0278513,0.0601398,0.00653312,0.0124441,0,0,0.184541,0,0.0631319,0.106126,0.0153796,0.0116166,0.0389539,0.00638057,0.0464264,0.176159,0.00788529,0.0115099,0.00719568,0.0418024,0.00881314,0.010437,0.00770955,0.026397,0.0323216,0.153438,0.0181148,0.140442,0.0233164,0.0327872,0.0268266,0.112719,0,0,0.0602474,0,0.0264823,0.0296309,0.0609976,0.039103,0.0479247,0.0184415,0.0388804,0.159635,0.0131959,0.0353623,0.0103496,0.0140196,0.0277277,0.0479981,0.0252325,0.0296296,0.0249759,0.092398,0.0153974,0.0195853,0.146438,0.0735499,0,0,0,0.020641,0,0
175,0.115734,0,0,0,0,0.153009,0,0,0,0,0,0,0.0278033,0.0601643,0.00703639,0.0129014,0,0,0.184193,0,0.0631156,0.105954,0.0155681,0.0107269,0.0389535,0.00644743,0.0460737,0.176496,0.00754766,0.0119715,0.00743164,0.0421454,0.00866496,0.0103618,0.00766524,0.0267665,0.0318443,0.153286,0.018126,0.140419,0.0221605,0.0328173,0.0267357,0.113003,0,0,0.0602278,0,0.0264222,0.0295929,0.060977,0.0384419,0.0479197,0.0177624,0.0389917,0.159478,0.0136412,0.0355069,0.0106572,0.0145401,0.027163,0.0481337,0.0249083,0.0288416,0.0237035,0.0922899,0.0156799,0.0197032,0.146519,0.0740948,0,0,0,0.0205022,0,0
176,0.11631,0,0,0,0,0.153115,0,0,0,0,0,0,0.0277845,0.0601321,0.00753194,0.0135745,0,0,0.183929,0,0.0630375,0.105884,0.0157405,0.0100275,0.0389661,0.00657275,0.0457502,0.176793,0.0074128,0.0124757,0.00761722,0.0423155,0.00865069,0.0105036,0.00774404,0.027093,0.0314572,0.153142,0.0181246,0.140368,0.0206033,0.0328428,0.0264253,0.113325,0,0,0.0602122,0,0.0263226,0.0295834,0.0608767,0.0372439,0.0479275,0.0168724,0.0390741,0.15934,0.0138475,0.0356962,0.0110279,0.0148125,0.0261007,0.0480668,0.0243883,0.0276082,0.021994,0.092161,0.015857,0.01986,0.146536,0.0746591,0,0,0,0.0206816,0,0
177,0.116957,0,0,0,0,0.153244,0,0,0,0,0,0,0.0277958,0.060019,0.0079909,0.014491,0,0,0.183882,0,0.0629635,0.105879,0.0158973,0.00949317,0.0389335,0.00678485,0.0455616,0.177082,0.00739248,0.0129177,0.00780869,0.0423718,0.00878063,0.0107874,0.00791477,0.0273435,0.0311284,0.15306,0.0180651,0.140299,0.0185446,0.0328785,0.0254814,0.113671,0,0,0.0602486,0,0.0261886,0.0297393,0.0607831,0.035426,0.0479384,0.0157173,0.0391415,0.159209,0.0137079,0.0358906,0.0113103,0.014793,0.0246545,0.0479569,0.0236213,0.0259967,0.0198913,0.0919784,0.0159117,0.0200852,0.146588,0.0752576,0,0,0,0.0212338,0,0
178,0.117572,0,0,0,0,0.153385,0,0,0,0,0,0,0.0277738,0.0599027,0.0084592,0.0155143,0,0,0.184004,0,0.062916,0.105883,0.0160563,0.00915874,0.038879,0.00700709,0.04553,0.17733,0.00736469,0.0132673,0.00806044,0.0423957,0.00891681,0.0111155,0.00809491,0.0275747,0.0307454,0.152978,0.0179805,0.140293,0.0161707,0.032952,0.0240676,0.113985,0,0,0.0603569,0,0.0260672,0.0299837,0.0607207,0.0331748,0.047959,0.0144907,0.0391757,0.159093,0.0133074,0.0361239,0.011557,0.0144187,0.023009,0.0479123,0.0226406,0.0241022,0.0176276,0.0917429,0.0158999,0.0203552,0.146711,0.0758494,0,0,0,0.0220743,0,0
179,0.0996396,0,0,0,0,0.14491,0,0,0,0,0,0,0.028704,0.061637,0.0092086,0.019583,0,0,0.178657,0,0.062345,0.102935,0.0159697,0.00923564,0.040848,0.00730298,0.0520271,0.160753,0.00751306,0.0142647,0.00854586,0.0424165,0.00927796,0.0117948,0.00849262,0.0278563,0.0317333,0.148684,0.0176661,0.139809,0.013951,0.0274746,0.0225666,0.102818,0,0,0.0960533,0,0.0234019,0.0483099,0.0608285,0.0311218,0.049546,0.0135172,0.0449644,0.161532,0.0127495,0.03611,0.0115178,0.0137045,0.0215653,0.0477843,0.0216732,0.0223468,0.0155202,0.0934542,0.0340732,0.0357348,0.142944,0.0628016,0,0,0,0.0269676,0,0
180,0.117917,0,0,0,0,0.153712,0,0,0,0,0,0,0.0273123,0.0600324,0.00927131,0.0174734,0,0,0.182629,0,0.062584,0.105136,0.0163235,0.00914974,0.0386669,0.00740699,0.0459315,0.177699,0.00720677,0.0137207,0.00848253,0.0425281,0.00931725,0.0115678,0.00845852,0.0282248,0.0296897,0.152276,0.0177559,0.140283,0.0123393,0.0331392,0.0211464,0.114127,0,0,0.0610468,0,0.0254528,0.0303327,0.060712,0.0291977,0.0480271,0.0126891,0.0393604,0.159247,0.0125731,0.0364354,0.0112733,0.0129487,0.020081,0.0470599,0.020512,0.0207687,0.0155229,0.0917343,0.0158375,0.0210235,0.147275,0.0762084,0,0,0,0.024383,0,0
181,0.100198,0,0,0,0,0.144879,0,0,0,0,0,0,0.0280913,0.0613803,0.00987058,0.0212808,0,0,0.178904,0,0.062488,0.10323,0.0162784,0.00951484,0.0406295,0.00763888,0.0522871,0.160948,0.00721909,0.0144311,0.00882357,0.0424518,0.00962591,0.0119994,0.00873643,0.02865,0.0304915,0.148566,0.0173429,0.140008,0.010227,0.0274669,0.0191096,0.102938,0,0,0.0985177,0,0.023135,0.0491699,0.0607878,0.0273583,0.049477,0.0119423,0.0449274,0.161258,0.0117668,0.0363754,0.0113797,0.0119193,0.0185394,0.0464555,0.0192145,0.018897,0.0144109,0.0936158,0.034529,0.0363519,0.142966,0.063368,0,0,0,0.0290013,0,0
182,0.118695,0,0,0,0,0.153949,0,0,0,0,0,0,0.0269906,0.0598273,0.00988112,0.0191648,0,0,0.182798,0,0.0626647,0.105333,0.0167656,0.00949815,0.0384876,0.00768212,0.0461856,0.178441,0.00682784,0.0137791,0.00876321,0.0427271,0.00953538,0.0116369,0.00871813,0.0290428,0.028842,0.152219,0.0175591,0.140415,0.00909182,0.0332226,0.0171966,0.114405,0,0,0.0614162,0,0.0251578,0.0303069,0.0607613,0.0257709,0.047841,0.0116838,0.039225,0.15908,0.0115197,0.0367717,0.0115755,0.0110834,0.0169307,0.0453411,0.0177251,0.0171346,0.0158973,0.0916955,0.0157755,0.021373,0.147326,0.0768764,0,0,0,0.0264104,0,0
183,0.100371,0,0,0,0,0.145018,0,0,0,0,0,0,0.0279836,0.0612866,0.0105198,0.0227174,0,0,0.17895,0,0.0625537,0.10327,0.0167796,0.00979374,0.0405226,0.00798828,0.0524017,0.161332,0.00685512,0.0143602,0.00904659,0.0429284,0.00986191,0.0120297,0.00920628,0.0295208,0.0299095,0.148486,0.0172068,0.14006,0.00826282,0.0275817,0.0154745,0.102905,0,0,0.0998029,0,0.0228057,0.0500381,0.0608288,0.0246309,0.0492483,0.0120691,0.0448339,0.161238,0.0107743,0.0367663,0.0120717,0.0100065,0.0156031,0.0444051,0.0164455,0.0154975,0.0156661,0.0941035,0.0348944,0.0369509,0.142949,0.063534,0,0,0,0.0306703,0,0
184,0.119276,0,0,0,0,0.154217,0,0,0,0,0,0,0.0269536,0.0597479,0.0104856,0.0199761,0,0,0.182856,0,0.0626839,0.105308,0.0171502,0.00997083,0.0384825,0.00809253,0.0459607,0.179307,0.00651223,0.0134916,0.00894612,0.0432792,0.00985909,0.0117325,0.00933032,0.0299369,0.0283991,0.1523,0.0174436,0.140422,0.00848671,0.0335063,0.0141763,0.114613,0,0,0.0614297,0,0.0250304,0.0304805,0.0607177,0.0238367,0.0476986,0.0122971,0.0390845,0.159073,0.0105973,0.0371523,0.0121655,0.00938786,0.0144803,0.0431414,0.015221,0.0145503,0.0175597,0.0919319,0.0155551,0.0216694,0.14752,0.0772178,0,0,0,0.027399,0,0
185,0.100288,0,0,0,0,0.14501,0,0,0,0,0,0,0.0280871,0.0613937,0.0111742,0.0227748,0,0,0.178608,0,0.0624286,0.102964,0.0170031,0.0107396,0.0406632,0.00828556,0.0521433,0.161431,0.00673247,0.0140458,0.00922635,0.043443,0.010261,0.012326,0.00966684,0.0303394,0.029711,0.14833,0.017158,0.139981,0.00869678,0.027798,0.0125663,0.102847,0,0,0.1008,0,0.0224399,0.0510218,0.060705,0.0225831,0.0491645,0.0131819,0.0448375,0.161493,0.00978405,0.0371053,0.0124058,0.00862623,0.0134295,0.0420243,0.0139492,0.0134553,0.0177376,0.0948177,0.0352378,0.0375707,0.143058,0.0633829,0,0,0,0.0310739,0,0
186,0.119507,0,0,0,0,0.154443,0,0,0,0,0,0,0.0270495,0.0598352,0.0112291,0.0196507,0,0,0.182639,0,0.0625632,0.105112,0.0172395,0.0111008,0.038697,0.00840674,0.0455681,0.179622,0.00661216,0.0135045,0.00913321,0.0437194,0.0103658,0.0122205,0.0097163,0.0306109,0.0282997,0.152233,0.0174331,0.140323,0.00940607,0.0338368,0.0115926,0.114689,0,0,0.0613242,0,0.024836,0.0307649,0.0606343,0.0222681,0.0476061,0.0138995,0.0389786,0.159184,0.00979352,0.0374697,0.012198,0.008384,0.0125187,0.0405834,0.0128357,0.0129391,0.0194398,0.0918839,0.0153353,0.0219759,0.147597,0.0772288,0,0,0,0.0273346,0,0
187,0.100021,0,0,0,0,0.144963,0,0,0,0,0,0,0.0281282,0.0615605,0.0120167,0.0222731,0,0,0.178199,0,0.0623255,0.102772,0.0169955,0.0118112,0.0409063,0.00875737,0.0518047,0.16119,0.00693977,0.0142126,0.00943781,0.0437423,0.0109618,0.0129713,0.0102992,0.0309339,0.0296254,0.14805,0.0171999,0.139845,0.010153,0.027989,0.0104814,0.10272,0,0,0.101786,0,0.0220734,0.0520168,0.060645,0.0215963,0.0490768,0.0145406,0.0448598,0.161902,0.00934572,0.0373317,0.0122589,0.00785716,0.0116169,0.039351,0.0117666,0.012116,0.0195684,0.0952062,0.0353864,0.0381376,0.143003,0.0630037,0,0,0,0.0305967,0,0
188,0.119507,0,0,0,0,0.154469,0,0,0,0,0,0,0.0269583,0.0600379,0.0120072,0.0189633,0,0,0.18234,0,0.0624843,0.104979,0.0171043,0.0121262,0.0388697,0.00903465,0.0450756,0.179846,0.00694342,0.0137985,0.00942134,0.0438996,0.0111781,0.0129592,0.0104795,0.0311606,0.0280783,0.152267,0.0175307,0.140275,0.0109572,0.034084,0.0102751,0.114694,0,0,0.0614155,0,0.0246361,0.0309672,0.0605258,0.0224549,0.0475026,0.0146083,0.0390066,0.159397,0.00944233,0.0376019,0.0119899,0.00788056,0.0110066,0.0378118,0.0110741,0.0120114,0.0208777,0.0918703,0.0150574,0.0222462,0.147727,0.0770368,0,0,0,0.0262371,0,0
189,0.099453,0,0,0,0,0.144598,0,0,0,0,0,0,0.0280023,0.0618513,0.0127106,0.0216033,0,0,0.177569,0,0.0622068,0.102324,0.0168643,0.0128851,0.0410658,0.00926439,0.0514215,0.160901,0.00710847,0.0144929,0.00978463,0.0439336,0.0117783,0.0137031,0.0110525,0.0314594,0.0293441,0.147914,0.0173067,0.139749,0.0118766,0.0281796,0.00957677,0.102558,0,0,0.102881,0,0.0217565,0.0530976,0.0607455,0.0227404,0.0490313,0.0149609,0.0450916,0.162278,0.00877935,0.0374326,0.0120587,0.00767536,0.0103994,0.0366105,0.010437,0.0115171,0.0206409,0.0957286,0.035749,0.0387688,0.142906,0.0625173,0,0,0,0.0289755,0,0
190,0.119376,0,0,0,0,0.154315,0,0,0,0,0,0,0.0268058,0.0602996,0.0125757,0.0182615,0,0,0.182051,0,0.0624585,0.104668,0.0170135,0.0131969,0.0389212,0.00933848,0.0444641,0.179995,0.00682055,0.0137173,0.00982427,0.0441099,0.0118792,0.0135918,0.0111144,0.0316601,0.0277351,0.152391,0.0176141,0.140202,0.0126121,0.0343206,0.0102504,0.114681,0,0,0.0617564,0,0.0246309,0.0312801,0.060856,0.0245147,0.047387,0.0148382,0.0390812,0.159572,0.00896302,0.0377372,0.0117707,0.00803093,0.0102074,0.035171,0.0102699,0.0119564,0.0219031,0.0920858,0.0149554,0.0224723,0.147665,0.0768655,0,0,0,0.0242884,0,0
191,0.0989575,0,0,0,0,0.144162,0,0,0,0,0,0,0.0279077,0.0621438,0.0132261,0.0211418,0,0,0.177202,0,0.062222,0.102109,0.0167618,0.0139239,0.041105,0.00961298,0.050839,0.160583,0.0070014,0.0143915,0.010201,0.0440613,0.0123562,0.014292,0.0116192,0.0320034,0.0290637,0.147813,0.017347,0.139675,0.0136605,0.0285116,0.0106947,0.102398,0,0,0.106401,0,0.0213107,0.0545814,0.0610753,0.0253957,0.0490925,0.0151335,0.0453373,0.162858,0.00867075,0.0376209,0.0117861,0.00802556,0.010072,0.0340313,0.00997771,0.0122371,0.0222924,0.097448,0.0362927,0.0396207,0.142634,0.0621472,0,0,0,0.0271371,0,0
192,0.098627,0,0,0,0,0.143965,0,0,0,0,0,0,0.0278099,0.0622376,0.013503,0.0209646,0,0,0.17706,0,0.0622142,0.102047,0.0166937,0.0144915,0.0411042,0.00985409,0.0506423,0.160396,0.00672015,0.014544,0.0103079,0.0440969,0.0125547,0.0145397,0.0118598,0.0323185,0.0288933,0.147826,0.0173315,0.139662,0.0142156,0.0286206,0.0115036,0.102252,0,0,0.107509,0,0.021078,0.0553058,0.0612194,0.0270838,0.0491475,0.0152971,0.0455415,0.163109,0.00867062,0.0378475,0.0116522,0.00831438,0.0101601,0.0328087,0.00976666,0.0129791,0.0235488,0.098239,0.0365492,0.0400498,0.142549,0.0619096,0,0,0,0.0265667,0,0
193,0.0982872,0,0,0,0,0.14383,0,0,0,0,0,0,0.0276609,0.0622828,0.013812,0.0207572,0,0,0.177035,0,0.0622184,0.102007,0.0165813,0.0150921,0.0410822,0.0100759,0.0504505,0.160227,0.00609651,0.0147313,0.0103313,0.0441108,0.0127492,0.0147821,0.0121506,0.0326411,0.0286427,0.147828,0.0173149,0.139614,0.0150275,0.0287271,0.0123276,0.102124,0,0,0.108189,0,0.0208915,0.0560365,0.0613489,0.0289351,0.0491773,0.0155201,0.0457203,0.163312,0.00877319,0.0380784,0.0115324,0.00863749,0.0106071,0.0316245,0.00996238,0.0139889,0.0244248,0.0989231,0.0368418,0.0403782,0.142442,0.061707,0,0,0,0.0261759,0,0
194,0.0979387,0,0,0,0,0.143659,0,0,0,0,0,0,0.0274969,0.0623502,0.0141687,0.0208686,0,0,0.176973,0,0.0622158,0.101942,0.0164689,0.0156283,0.0410377,0.0103154,0.0503325,0.160087,0.00578733,0.0149486,0.0103788,0.0441139,0.0130123,0.0150111,0.0124664,0.0329799,0.0283642,0.147821,0.0173259,0.139539,0.0159642,0.0288437,0.0130979,0.10206,0,0,0.108676,0,0.020761,0.0567121,0.0614989,0.0306524,0.0492337,0.0156625,0.0459772,0.163429,0.00881657,0.0383622,0.011428,0.0089914,0.0111748,0.0306153,0.0104885,0.015018,0.0252755,0.0994827,0.0371364,0.0406993,0.142402,0.0615416,0,0,0,0.0258111,0,0
195,0.0976665,0,0,0,0,0.143549,0,0,0,0,0,0,0.0273108,0.0624081,0.0145139,0.0210627,0,0,0.177029,0,0.0622223,0.101959,0.0163606,0.0162224,0.0409114,0.01055,0.0502403,0.160011,0.00569575,0.0151744,0.0104717,0.0441305,0.0133133,0.0152409,0.0127624,0.03332,0.0280269,0.147905,0.0173403,0.139528,0.0166577,0.0290152,0.0135932,0.102057,0,0,0.110277,0,0.0205809,0.0574421,0.0616614,0.0319142,0.0491983,0.0157063,0.0462546,0.163616,0.00873466,0.0386767,0.0112849,0.00945849,0.0115645,0.0296273,0.0109225,0.0158984,0.0264689,0.100193,0.0372968,0.0410283,0.142429,0.0614817,0,0,0,0.0254397,0,0
196,0.0973691,0,0,0,0,0.143387,0,0,0,0,0,0,0.0271424,0.0624175,0.0149007,0.0213953,0,0,0.177202,0,0.0622091,0.102069,0.0162196,0.0169163,0.0407429,0.0108419,0.050161,0.159904,0.00561155,0.0153866,0.0105953,0.0441051,0.0136341,0.0155718,0.0131042,0.0336484,0.0276908,0.148038,0.0173302,0.139561,0.017326,0.0291696,0.0143096,0.101907,0,0,0.111427,0,0.0204243,0.058132,0.0617527,0.033145,0.0491407,0.0159302,0.0465534,0.163829,0.00883715,0.0389339,0.0112559,0.0101374,0.0122251,0.028591,0.0115987,0.0170071,0.0270731,0.100864,0.0374141,0.0413993,0.142461,0.061277,0,0,0,0.0250076,0,0
197,0.0970258,0,0,0,0,0.143193,0,0,0,0,0,0,0.0269644,0.0623793,0.0153315,0.0215424,0,0,0.177385,0,0.0622247,0.102158,0.0160178,0.0176714,0.0405527,0.0111387,0.0501498,0.15985,0.0055265,0.0156171,0.0107967,0.0440283,0.0139906,0.0159634,0.0134945,0.0339605,0.027372,0.148163,0.0172873,0.139589,0.0178906,0.0292928,0.0152106,0.101736,0,0,0.111905,0,0.0202995,0.0587017,0.0617977,0.0345602,0.0490878,0.016249,0.0469057,0.163944,0.00906276,0.0391797,0.0112983,0.0107337,0.0130881,0.0275197,0.0123846,0.0182765,0.027001,0.101305,0.0376893,0.0417786,0.142329,0.0610061,0,0,0,0.0247782,0,0
198,0.0967024,0,0,0,0,0.143084,0,0,0,0,0,0,0.026697,0.0623949,0.0157601,0.0216978,0,0,0.177473,0,0.0622932,0.102162,0.0158066,0.0184487,0.0403247,0.0114757,0.0500623,0.159765,0.00548556,0.0158345,0.0110242,0.0439212,0.0143679,0.0164027,0.0139113,0.0342861,0.0269233,0.148242,0.0172405,0.139617,0.0183288,0.0294091,0.0158443,0.101665,0,0,0.113225,0,0.0201297,0.0592515,0.061828,0.0358111,0.0490419,0.0162632,0.0471948,0.164022,0.00934954,0.0394988,0.0113435,0.0110933,0.0139027,0.0265829,0.0130631,0.0193698,0.0270284,0.101691,0.0378758,0.0421427,0.14216,0.0607601,0,0,0,0.0246012,0,0
199,0.0963624,0,0,0,0,0.14296,0,0,0,0,0,0,0.0263774,0.0624259,0.0161953,0.0220207,0,0,0.177647,0,0.0623528,0.102247,0.0157285,0.0192571,0.0400831,0.011813,0.0499638,0.159589,0.00551852,0.0160161,0.0112515,0.043764,0.0147534,0.0168689,0.0143348,0.0346282,0.0263753,0.148328,0.0172211,0.13966,0.018352,0.0295533,0.0164229,0.101684,0,0,0.114609,0,0.0199511,0.0599437,0.0618304,0.0366576,0.0490504,0.0159277,0.0475087,0.16412,0.00962689,0.0398072,0.0114617,0.0113677,0.0145397,0.0257215,0.01374,0.0201814,0.0265534,0.102101,0.038107,0.0425007,0.142015,0.0605551,0,0,0,0.0244236,0,0
200,0.0960146,0,0,0,0,0.142848,0,0,0,0,0,0,0.0259953,0.0624242,0.0166484,0.0223058,0,0,0.177868,0,0.0623909,0.102403,0.0156656,0.0201018,0.0397703,0.0121646,0.0498772,0.159347,0.00551994,0.0161844,0.0113731,0.0435593,0.0152017,0.0173043,0.0147579,0.0349966,0.0257235,0.148414,0.0172089,0.139703,0.0180738,0.0296898,0.017145,0.10171,0,0,0.115639,0,0.0197995,0.0606118,0.0617956,0.0372235,0.0490908,0.015467,0.0478644,0.164166,0.0101271,0.040055,0.0116377,0.0115208,0.0151725,0.0248115,0.014489,0.0209114,0.0250636,0.102426,0.0383807,0.0428683,0.142048,0.0603704,0,0,0,0.0242529,0,0
201,0.0956872,0,0,0,0,0.1428,0,0,0,0,0,0,0.0256316,0.0623827,0.0171253,0.0224314,0,0,0.178124,0,0.0625103,0.102578,0.0155776,0.0209657,0.0395281,0.0125266,0.0498964,0.159217,0.0055201,0.016402,0.0114108,0.0433816,0.0156584,0.0177322,0.0151902,0.0353552,0.0251045,0.148539,0.0171396,0.13977,0.0176459,0.0298229,0.0179203,0.101602,0,0,0.116614,0,0.0196292,0.0613382,0.0617693,0.0376635,0.0491558,0.0153465,0.0483401,0.164293,0.0106196,0.0402768,0.0117511,0.0117809,0.0156795,0.0238442,0.0151516,0.0214491,0.0227253,0.102861,0.038665,0.0433034,0.142129,0.0601956,0,0,0,0.0241494,0,0
202,0.0953188,0,0,0,0,0.142659,0,0,0,0,0,0,0.0252619,0.0623671,0.0176249,0.0225791,0,0,0.178273,0,0.0625798,0.102638,0.0154637,0.0218656,0.0393367,0.0129078,0.0499105,0.159021,0.005571,0.0165711,0.0113847,0.043243,0.0161006,0.0181268,0.0156691,0.0357389,0.0244984,0.148609,0.0170972,0.139829,0.0174287,0.0299595,0.0187493,0.101526,0,0,0.117137,0,0.0194833,0.061909,0.0617745,0.0380243,0.0492419,0.0151484,0.0488409,0.164384,0.0105363,0.0404256,0.0117732,0.0120646,0.015963,0.0227865,0.0159044,0.0216433,0.0200115,0.103199,0.0388847,0.0436699,0.142005,0.0599657,0,0,0,0.0240292,0,0
203,0.0949101,0,0,0,0,0.142497,0,0,0,0,0,0,0.0248701,0.0623481,0.0181383,0.0227682,0,0,0.178416,0,0.0625927,0.102736,0.0153465,0.022769,0.0391677,0.0132915,0.0498861,0.158736,0.00561586,0.0166797,0.0113731,0.0431215,0.0165205,0.0185505,0.016153,0.0361536,0.0238942,0.14865,0.0170631,0.139912,0.0175942,0.0301225,0.0195937,0.101418,0,0,0.117522,0,0.0193418,0.0625175,0.0618139,0.0382676,0.0493624,0.0149446,0.0493101,0.164504,0.0105074,0.0405177,0.0117596,0.0122141,0.0160275,0.0218364,0.0165376,0.0213736,0.017186,0.103549,0.039102,0.0439919,0.141804,0.0597151,0,0,0,0.0239108,0,0
204,0.0945932,0,0,0,0,0.142302,0,0,0,0,0,0,0.0244251,0.0624048,0.0186472,0.02293,0,0,0.178396,0,0.0626396,0.102793,0.0153451,0.0236777,0.0389673,0.0136454,0.0497709,0.158373,0.00543696,0.0166578,0.0113233,0.0429867,0.0169475,0.0189215,0.0166228,0.0365818,0.0232547,0.148612,0.0170399,0.139974,0.0180985,0.0303018,0.0204493,0.101461,0,0,0.118656,0,0.0192004,0.0631067,0.0619074,0.0383928,0.049526,0.0144882,0.0497228,0.164619,0.010783,0.0405268,0.0117115,0.0123372,0.015964,0.0210152,0.0171052,0.0208506,0.0144784,0.10393,0.0393417,0.0442806,0.14171,0.0595323,0,0,0,0.0237193,0,0
205,0.0942639,0,0,0,0,0.142087,0,0,0,0,0,0,0.0239863,0.0624629,0.0191481,0.0229723,0,0,0.178246,0,0.0626693,0.102848,0.0153398,0.0246068,0.0387872,0.0139712,0.0496417,0.157968,0.00505045,0.0165427,0.0112276,0.0429021,0.0173911,0.0192847,0.0170951,0.0370178,0.0225984,0.148577,0.0170087,0.139996,0.0188966,0.0304511,0.0211907,0.101425,0,0,0.119316,0,0.0190808,0.0636024,0.061985,0.0384521,0.0497129,0.0138479,0.0501048,0.164768,0.0113114,0.0404626,0.0116437,0.01248,0.0159107,0.020251,0.0175765,0.0202935,0.0121374,0.104301,0.0395439,0.0445009,0.141581,0.0593265,0,0,0,0.0233197,0,0
206,0.0939203,0,0,0,0,0.142007,0,0,0,0,0,0,0.0235208,0.0625067,0.0196372,0.0230215,0,0,0.178088,0,0.062711,0.102819,0.0153018,0.0255257,0.0386323,0.0143135,0.0495063,0.157599,0.00504147,0.0164176,0.0110954,0.0428904,0.0178278,0.0196463,0.0175757,0.0374685,0.0218951,0.148511,0.0169616,0.140004,0.0199891,0.0305951,0.0218883,0.101312,0,0,0.120251,0,0.0189653,0.0640823,0.0620712,0.0384759,0.0499108,0.0132354,0.0503807,0.164913,0.0114659,0.0403771,0.0116143,0.0125949,0.016017,0.0196242,0.0179835,0.0198413,0.0102645,0.104673,0.0396959,0.0447201,0.141435,0.0590826,0,0,0,0.022778,0,0
207,0.0935091,0,0,0,0,0.14182,0,0,0,0,0,0,0.0230241,0.0625584,0.0200932,0.023085,0,0,0.177906,0,0.0627323,0.102752,0.0152478,0.0264391,0.0385941,0.0146961,0.0494528,0.15727,0.00520393,0.0163216,0.0109385,0.0428965,0.018294,0.0200153,0.0180633,0.037901,0.0211904,0.148454,0.0169126,0.14002,0.021272,0.0307061,0.02251,0.10112,0,0,0.120176,0,0.0189024,0.0644449,0.0621634,0.0384107,0.0501569,0.0126585,0.0507025,0.165009,0.0113427,0.040314,0.0116617,0.012751,0.016279,0.019165,0.0182452,0.019513,0.00881498,0.104918,0.0399148,0.0449158,0.141277,0.0587336,0,0,0,0.0222186,0,0
208,0.0931076,0,0,0,0,0.141572,0,0,0,0,0,0,0.0224234,0.0626466,0.0204578,0.0231306,0,0,0.177807,0,0.0628048,0.102671,0.0153277,0.0273171,0.0385815,0.0150691,0.0493962,0.156994,0.00550211,0.016185,0.0107488,0.0428474,0.0187619,0.0203609,0.0185434,0.0382754,0.0203794,0.148374,0.0168915,0.140033,0.0224939,0.0308279,0.0231274,0.101073,0,0,0.120388,0,0.018866,0.064786,0.0622842,0.0384024,0.0504346,0.0120981,0.0510696,0.16507,0.0114018,0.0403236,0.0117928,0.0129401,0.0164419,0.0188548,0.0185349,0.0193465,0.00807572,0.105091,0.0401202,0.0450576,0.141049,0.0583688,0,0,0,0.0216822,0,0
209,0.0927357,0,0,0,0,0.141333,0,0,0,0,0,0,0.021786,0.0627385,0.0207893,0.0231419,0,0,0.177742,0,0.0628657,0.102613,0.0154201,0.0281972,0.0385968,0.0154357,0.049272,0.156751,0.00559638,0.0160054,0.0105815,0.0428233,0.0192105,0.0206933,0.0189887,0.0386343,0.0195076,0.148281,0.0168992,0.139998,0.0233744,0.0310479,0.0236034,0.101019,0,0,0.1212,0,0.0187449,0.0654848,0.0623887,0.0382633,0.0507047,0.0115067,0.051407,0.165282,0.0114839,0.0403911,0.0120436,0.0132139,0.016522,0.0185682,0.0187176,0.0191716,0.00890979,0.105549,0.0404661,0.0453325,0.140963,0.0580539,0,0,0,0.0210946,0,0
