Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
1551,0.00975902,0,0,0,0,0.0315604,0,0,0,0,0,0.00979025,0.0485708,0.00602462,0.0128113,0,0,0.0416787,0,0.0583888,0.0173638,0.0294535,0.00866144,0.0286275,0.00532488,0.0166926,0.0469172,0.00419236,0.00290523,0.00719001,0.0454985,0.00398061,0.00317818,0.00452367,0.0348338,0.0202212,0.0252552,0.0339797,0.012091,0.00657786,0.0410571,0.00983127,0.0145579,0.0112832,0,0,0.0210204,0,0.0367394,0,0.0482598,0.0157471,0.0250541,0.00270907,0.0119995,0.0258679,0.00757488,0.00805546,0.0079506,0.0360224,0.00709257,0.00955669,0.0134266,0.02343,0.0163153,0.0108367,0.0331261,0.00523551,0,0,0,0,0.00634782,0.0310717,0,0
1552,0.0107041,0,0,0,0,0.0325974,0,0,0,0,0,0.00923321,0.0484658,0.00587916,0.0130762,0,0,0.0410512,0,0.0582032,0.0171246,0.0295275,0.00895887,0.0285906,0.00527524,0.0171027,0.0472686,0.00420868,0.00292659,0.00725556,0.0454866,0.00405774,0.00326872,0.00456501,0.0348188,0.019652,0.0240648,0.0337071,0.0118457,0.00661012,0.0410043,0.00977955,0.0148683,0.0118235,0,0,0.0228936,0,0.0365663,0,0.0482144,0.0158744,0.0247744,0.00269255,0.0125879,0.0273403,0.00702453,0.00800426,0.00790147,0.0359436,0.00681818,0.00940578,0.0137505,0.0247296,0.016268,0.0119942,0.0340729,0.00487576,0,0,0,0,0.00658876,0.031228,0,0
1553,0.0110976,0,0,0,0,0.0326296,0,0,0,0,0,0.00859646,0.0484408,0.00579566,0.0131907,0,0,0.0400882,0,0.0580701,0.016643,0.029576,0.00925183,0.0284982,0.00524961,0.0172485,0.0468365,0.0042057,0.00302645,0.00731526,0.0454667,0.00419754,0.00335161,0.00458848,0.0347907,0.0190614,0.0229941,0.0334616,0.0117631,0.00672987,0.0410563,0.00973526,0.015083,0.0119918,0,0,0.0240973,0,0.0364472,0,0.0482426,0.0161491,0.0245519,0.00274262,0.0130339,0.0276282,0.00683796,0.00797678,0.00787726,0.035819,0.00663853,0.00929714,0.0137569,0.0252065,0.0160931,0.0128567,0.0340748,0.00489373,0,0,0,0,0.00687263,0.0313555,0,0
1554,0.0111683,0,0,0,0,0.0325626,0,0,0,0,0,0.00799764,0.0484362,0.00574975,0.0133569,0,0,0.0398715,0,0.0579227,0.0165228,0.0295994,0.00945348,0.0283518,0.00534447,0.0174126,0.046594,0.00427715,0.0031312,0.00729768,0.0454142,0.00437763,0.00342336,0.00460976,0.0347878,0.0183853,0.0226272,0.0332871,0.0115612,0.00669935,0.0410778,0.00957868,0.0154731,0.0121973,0,0,0.0250143,0,0.0364081,0,0.0483192,0.0163943,0.0243286,0.00281147,0.0135341,0.0278381,0.00625797,0.00802986,0.00784513,0.0358079,0.00663764,0.00916824,0.0138227,0.0255884,0.0160945,0.0136112,0.0342027,0.00512081,0,0,0,0,0.00716023,0.0315186,0,0
1555,0.0109871,0,0,0,0,0.0323166,0,0,0,0,0,0.00741647,0.0484443,0.00576348,0.013427,0,0,0.0397925,0,0.0577123,0.016389,0.0296271,0.00961696,0.0282836,0.00543589,0.0174627,0.0463927,0.00441837,0.00320108,0.00729737,0.0453765,0.00445921,0.00347773,0.00467108,0.0347596,0.0176539,0.0225521,0.0331195,0.0113515,0.00662802,0.0410761,0.00936343,0.0157908,0.0123935,0,0,0.0256119,0,0.036434,0,0.0483658,0.0166882,0.0241266,0.00295664,0.0139373,0.0278466,0.00603463,0.00808595,0.00783884,0.0358599,0.00665368,0.00904478,0.0138365,0.0257518,0.0161784,0.0143006,0.0342071,0.00542836,0,0,0,0,0.00736846,0.0316341,0,0
1556,0.0106664,0,0,0,0,0.0320511,0,0,0,0,0,0.00685204,0.0484589,0.00577667,0.0134526,0,0,0.0398067,0,0.0574683,0.0161863,0.029649,0.00977326,0.028391,0.00553989,0.0174689,0.0461683,0.00453474,0.0032461,0.00738051,0.0453771,0.00451745,0.00351411,0.0047405,0.0347017,0.01696,0.022736,0.0329264,0.0111612,0.00649765,0.0410846,0.00951421,0.0160281,0.0125032,0,0,0.0260461,0,0.0365058,0,0.0483933,0.017058,0.0240203,0.00330526,0.0142736,0.0277081,0,0.00800346,0.00791274,0.0359302,0.00671226,0.00897706,0.0136771,0.025777,0.0162188,0.014788,0.033954,0.00576785,0,0,0,0,0.00740415,0.0316734,0,0
1557,0.0102453,0,0,0,0,0.0318962,0,0,0,0,0,0.0063816,0.0484825,0.00570817,0.0134163,0,0,0.0398852,0,0.0572361,0.0159412,0.029703,0.00990708,0.028444,0.00566699,0.0174268,0.0460677,0.00467376,0.00333599,0.00754252,0.045411,0.0045826,0.00354112,0.00472469,0.0346615,0.0163214,0.0231131,0.032704,0.0109676,0.00625226,0.041122,0.00944801,0.0161847,0.0127431,0,0,0.0261579,0,0.0366972,0,0.0484104,0.0173036,0.023931,0.00360889,0.014594,0.0276376,0,0.00799108,0.00793466,0.0360178,0.00679599,0.00883509,0.0133778,0.0257875,0.0163329,0.0150769,0.0337938,0.00620864,0,0,0,0,0.00743849,0.0315921,0,0
1558,0.00979495,0,0,0,0,0.0316585,0,0,0,0,0,0.00592717,0.0484702,0.00565635,0.0133249,0,0,0.0400891,0,0.0570466,0.0158029,0.0297997,0.0100469,0.0284861,0.00584127,0.0173386,0.0462699,0.00485706,0.00347127,0.00773975,0.0454516,0.00465073,0.00356571,0.00473055,0.0346327,0.0156864,0.0236175,0.0324838,0.0107171,0.00584661,0.0411602,0.00924848,0.0162522,0.0130837,0,0,0.0258522,0,0.0369082,0,0.0483618,0.0174313,0.0238186,0.00372283,0.0148403,0.0275723,0.00718651,0.00808268,0.00794608,0.0361601,0.0069244,0.008649,0.0129718,0.0257192,0.0166236,0.0152791,0.0336146,0.0067066,0,0,0,0,0.00750938,0.0315031,0,0
1559,0.00942098,0,0,0,0,0.0316181,0,0,0,0,0,0.00555644,0.0484624,0.00570243,0.0132363,0,0,0.0403528,0,0.0568705,0.0157459,0.0298957,0.0101932,0.0286386,0.0060258,0.0172567,0.0466384,0.00504491,0.00364215,0.00786446,0.0455107,0.00469138,0.00360008,0.0047917,0.0345878,0.0151686,0.0241448,0.0322684,0.0104765,0.00558405,0.0411712,0.0091964,0.0162188,0.0135975,0,0,0.0252909,0,0.0371308,0,0.0482498,0.0176439,0.0239303,0.00381022,0.0149617,0.0275677,0,0.00809955,0.0080638,0.0362745,0.00704292,0.00862841,0.0126794,0.0255347,0.0168801,0.0153975,0.0333362,0.00722265,0,0,0,0,0.00741983,0.0315888,0,0
1560,0.00923672,0,0,0,0,0.0313216,0,0,0,0,0,0.00521551,0.0484783,0.00584415,0.0131622,0,0,0.0406633,0,0.0567422,0.0157707,0.0300227,0.0103628,0.0287953,0.00619923,0.017114,0.0472186,0.00520347,0.00381558,0.00784895,0.0456095,0.00474811,0.00370488,0.00482988,0.034567,0.0147049,0.0246651,0.0320674,0.0103545,0.00532626,0.0411805,0.00896949,0.0161283,0.0141404,0,0,0.0246934,0,0.0374215,0,0.0481307,0.0175209,0.0240491,0.00355641,0.0149892,0.0277722,0.00569571,0.00849549,0.00802876,0.0363828,0.00699743,0.00842438,0.0124195,0.0254962,0.0170354,0.0154251,0.0333159,0.00768783,0,0,0,0,0.0076119,0.0314897,0,0
1561,0.00915962,0,0,0,0,0.0312376,0,0,0,0,0,0.00509658,0.0485404,0.00590205,0.013109,0,0,0.0410587,0,0.0566824,0.0158402,0.0300597,0.0104572,0.0289278,0.00632752,0.0170468,0.0478556,0.00529635,0.00398685,0.00786152,0.0456149,0.00477838,0.00375693,0.00487231,0.0345471,0.0145143,0.0251583,0.0319076,0.0102724,0.00522235,0.0411623,0.00887512,0.0160398,0.0147515,0,0,0.0241425,0,0.0377045,0,0.0481325,0.0176194,0.0241931,0.00344186,0.015025,0.0281303,0,0.00874442,0.00802062,0.0364213,0.00696759,0.00844633,0.0121691,0.0254073,0.0170567,0.0153748,0.033681,0.00813408,0,0,0,0,0.007613,0.0314435,0,0
1562,0.00909031,0,0,0,0,0.0316817,0,0,0,0,0,0.00499319,0.0485966,0.00581595,0.0130611,0,0,0.0414815,0,0.0565981,0.0159041,0.0301651,0.0105813,0.0289056,0.00631275,0.0170087,0.0484966,0.00543572,0.00418751,0.00802438,0.0455767,0.00481705,0.00380005,0.00492237,0.0345658,0.0143595,0.0255941,0.0317702,0.0101282,0.00499902,0.041111,0.0086932,0.0159962,0.0153288,0,0,0.0236657,0,0.0379485,0,0.0480628,0.017751,0.0241283,0.00323938,0.0150618,0.0284719,0.00853269,0.00888215,0.00783181,0.036481,0.0070074,0.00845867,0.0118049,0.0252055,0.0168723,0.0152436,0.033914,0.008602,0,0,0,0,0.00764842,0.0314471,0,0
1563,0.00916659,0,0,0,0,0.0317564,0,0,0,0,0,0.00494357,0.0486305,0.00577342,0.013025,0,0,0.0419391,0,0.0565335,0.0160387,0.0302319,0.0106671,0.0290105,0.00617502,0.0169875,0.0491975,0.00557693,0.00431355,0.00811455,0.0455095,0.0048805,0.00385087,0.00489203,0.0346056,0.0143169,0.0260581,0.0316702,0.01006,0.00480809,0.0410529,0.00857249,0.0160133,0.015775,0,0,0.0234037,0,0.0381912,0,0.0479916,0.017919,0.0240858,0.0030977,0.0150845,0.0288915,0.0106263,0.00880827,0.00782434,0.0364378,0.00705347,0.00852288,0.0114742,0.0251701,0.0165852,0.0151056,0.0342202,0.00898724,0,0,0,0,0.00756167,0.0314928,0,0
1564,0.00931566,0,0,0,0,0.0321481,0,0,0,0,0,0.00496041,0.0486213,0.00582107,0.0129819,0,0,0.0423559,0,0.0565115,0.0162205,0.0302312,0.0107531,0.0290694,0.00610552,0.0170112,0.0497974,0.00564645,0.00431001,0.00808017,0.0455351,0.00492026,0.00388179,0.00477625,0.0346334,0.0144159,0.0264952,0.031573,0.0100514,0.00463463,0.041016,0.00855049,0.0160997,0.016099,0,0,0.0232832,0,0.0384406,0,0.0479846,0.0179667,0.0240562,0.00299175,0.0151831,0.0292691,0.00997345,0.00882079,0.00790686,0.036339,0.007082,0.00854034,0.0112501,0.0252966,0.0163187,0.0150404,0.0345569,0.0093149,0,0,0,0,0.00751957,0.0315089,0,0
1565,0.00951139,0,0,0,0,0.0323262,0,0,0,0,0,0.00509164,0.0486232,0.00594305,0.012914,0,0,0.0426334,0,0.0565245,0.0164541,0.0301822,0.010843,0.029064,0.00621597,0.016976,0.0503394,0.00552778,0.00427074,0.0080315,0.0455579,0.00492995,0.00389934,0.00480858,0.0346537,0.014674,0.0268689,0.0314662,0.0100653,0.00448191,0.0409775,0.00850323,0.0161515,0.0162374,0,0,0.0232014,0,0.0386364,0,0.0480141,0.0178753,0.0240255,0.00301599,0.0152957,0.0294738,0.0114987,0.00887022,0.00784714,0.0364225,0.00702964,0.00846958,0.0109568,0.025366,0.016156,0.0150111,0.0348847,0.00958981,0,0,0,0,0.00748335,0.0316315,0,0
1566,0.00976495,0,0,0,0,0.0324378,0,0,0,0,0,0.00526249,0.0486233,0.00588993,0.0129409,0,0,0.0426434,0,0.0565047,0.0166323,0.0300317,0.0108967,0.0290028,0.00622518,0.0169835,0.0507614,0.00536917,0.00421146,0.00798558,0.0454931,0.00495654,0.0038984,0.0048919,0.03469,0.0149678,0.0271194,0.0313985,0.0101068,0.0043567,0.0409382,0.00862031,0.0163657,0.0161085,0,0,0.0230472,0,0.038795,0,0.0481905,0.0181212,0.0240051,0.0034395,0.0154172,0.0293252,0,0.00875005,0.00799071,0.0365364,0,0.00866485,0.0109008,0.0251726,0.0160125,0.0150005,0.0350908,0.00977804,0,0,0,0,0.00714016,0.0317098,0,0
1567,0.0105703,0,0,0,0,0.032119,0,0,0,0,0,0.00514838,0.0483115,0.00676461,0.019766,0,0,0.0409179,0,0.0564855,0.0160298,0.0297007,0.0124666,0.0263239,0.00525351,0.0228669,0.053287,0.00448792,0.00372091,0.00672791,0.0439544,0.00618857,0.00552944,0.00637406,0.0357827,0.0157621,0.0270615,0.0310648,0.00995216,0.0197615,0.0409729,0.0237138,0.0274631,0.0155777,0,0,0.0233288,0,0.0388044,0,0.0481477,0.0324226,0.0228005,0.0132306,0.01715,0.0285358,0.0185424,0.0179267,0.0205733,0,0,0.0218328,0.0280616,0.0249804,0.016024,0.0151003,0.0345825,0.0107164,0,0,0,0,0.0162602,0.0241332,0,0
1568,0.0109593,0,0,0,0,0.033108,0,0,0,0,0,0.00520332,0.0482012,0.00654637,0.0194817,0,0,0.0428329,0,0.0563007,0.0167513,0.0296589,0.0124627,0.0263769,0.00516884,0.0224998,0.0542535,0.00456683,0.00376488,0.00667269,0.044029,0.00612288,0.00543131,0.00625233,0.0357804,0.0159217,0.0279445,0.0311184,0.00935265,0.0187158,0.0408724,0.0230229,0.02716,0.0160252,0,0,0.0233855,0,0.038933,0,0.0482424,0.0315849,0.0227764,0.0130334,0.0171323,0.0290833,0.0181196,0.0175273,0.0201788,0,0.020894,0.021398,0.0274536,0.0251275,0.0158812,0.0151907,0.0354611,0.011158,0,0,0,0,0.0160483,0.0243795,0,0
1569,0.0116886,0,0,0,0,0.0334939,0,0,0,0,0,0.00529443,0.04826,0.00645051,0.0194999,0,0,0.0435152,0,0.0562617,0.0166688,0.0295471,0.0125029,0.02635,0.00519162,0.0223869,0.0549927,0.00450275,0.00371838,0.00661745,0.044028,0.00620117,0.00540335,0.00619189,0.0358058,0.0161559,0.0284613,0.0310409,0.00924435,0.0189451,0.0408872,0.0232586,0.0272269,0.0156013,0,0,0.0239068,0,0.0388192,0,0.0484649,0.0317103,0.0228501,0.0131832,0.0171923,0.0289556,0,0.0175374,0.0203271,0,0.0210475,0.0215633,0.0276367,0.025367,0.0159245,0.015359,0.0358469,0.0112846,0,0,0,0,0.0159854,0.0243371,0,0
1570,0.0123674,0,0,0,0,0.0341633,0,0,0,0,0,0.00541372,0.0482457,0.00641932,0.0197306,0,0,0.0441354,0,0.0561566,0.0164329,0.029531,0.0125861,0.0263091,0.00510879,0.0224359,0.0563743,0.00450906,0.00383388,0.00663226,0.0440135,0.00620011,0.00539469,0.00617749,0.035843,0.0164634,0.0288715,0.0309394,0.00908207,0.0196498,0.0398913,0.0239333,0.0275542,0.0154636,0,0,0.0257245,0,0.0394937,0,0.0485172,0.0327899,0.0228138,0.0136613,0.0173121,0.030197,0,0.0177577,0.0208511,0,0,0.0221,0.02775,0.0267974,0,0.0157047,0.0370423,0.0112748,0,0,0,0,0.0161056,0.0241717,0,0
1571,0.0126523,0,0,0,0,0.0341525,0,0,0,0,0,0.00552956,0.0482053,0.00633307,0.0196825,0,0,0.0448049,0,0.0560985,0.0164374,0.0294926,0.0125454,0.0263066,0.00482292,0.0221693,0.0565629,0.00444819,0.00399717,0.00666338,0.0440133,0.00603958,0.00533893,0.00608733,0.0358424,0.0167663,0.0293459,0.0308867,0.00890969,0.0186068,0.0407725,0.0230323,0.0272151,0.0155211,0,0,0.0245068,0,0.0389306,0,0.04854,0.0321652,0.0229108,0.0134878,0.0172784,0.0291787,0,0.0176726,0.0204739,0,0.0211828,0.0215278,0.0266822,0.0258925,0.0157335,0.0154054,0.037262,0.0115277,0,0,0,0,0.0159285,0.0243985,0,0
1572,0.0123054,0,0,0,0,0.0335029,0,0,0,0,0,0.00564078,0.0488168,0.00518765,0.0131977,0,0,0.0425883,0,0.0563526,0.0153604,0.0297833,0.0110893,0.0288987,0.00548198,0.016435,0.053207,0.00507836,0.00450651,0.00791697,0.045594,0.00460639,0.00365915,0.00456086,0.0348155,0.0161516,0.0282607,0.030827,0.0102722,0.00263148,0.0407519,0.00876358,0.0161794,0.013825,0,0,0.0242602,0,0.0389784,0,0.0485929,0.0182273,0.0242778,0.00342453,0.0159915,0.0276079,0,0.00862304,0.00782697,0.036881,0.00723262,0.00839285,0.0100461,0.0252792,0.0153359,0.0152332,0.0362974,0.00997345,0,0,0,0,0.00690726,0.0322315,0,0
1573,0.0125615,0,0,0,0,0.033437,0,0,0,0,0,0.00574964,0.0486783,0.00510006,0.0136851,0,0,0.0427934,0,0.0563591,0.015781,0.0299123,0.0113013,0.0288984,0.00551321,0.016892,0.0532728,0.00509611,0.00463995,0.00794685,0.0457207,0.00456729,0.00364198,0.00453962,0.0348142,0.01634,0.0286842,0.0307429,0.00999109,0.00240058,0.0407987,0.00886732,0.0165893,0.0138288,0,0,0.023852,0,0.0390711,0,0.0483534,0.0183914,0.0241249,0.00348528,0.0162796,0.0270098,0.0114309,0.00865236,0.0079762,0.037047,0,0.00850846,0.00944991,0.0248277,0.0150952,0.0150264,0.0360048,0.010329,0,0,0,0,0.00683833,0.0321578,0,0
1574,0.0128421,0,0,0,0,0.0329961,0,0,0,0,0,0.00603518,0.0485643,0.00505321,0.0140105,0,0,0.0430833,0,0.0563473,0.0161504,0.0299974,0.011311,0.0287229,0.00568234,0.0171533,0.0534018,0.00513878,0.00478673,0.00804755,0.0458283,0.00445575,0.00360735,0.00433425,0.0347726,0.0167647,0.0291119,0.0307119,0.00969052,0.00244918,0.0408483,0.00895094,0.0167063,0.0139067,0,0,0.0234068,0,0.0391584,0,0.0482983,0.0184606,0.0241494,0.00353777,0.0164688,0.0266372,0.0114038,0.00874982,0.00796,0.0371148,0,0.00843722,0.00889447,0.0244098,0.0149421,0.0148133,0.036124,0.0107245,0,0,0,0,0.00689856,0.0321229,0,0
1575,0.0131256,0,0,0,0,0.0327111,0,0,0,0,0,0.00630626,0.0484771,0.00501796,0.0142634,0,0,0.0433103,0,0.0563367,0.0163059,0.030084,0.0112227,0.0285819,0.00578681,0.0174474,0.053535,0.00534552,0.0050349,0.00816494,0.0458833,0.00427011,0.00355029,0.00415843,0.0347429,0.0172004,0.0295064,0.0307202,0.00949332,0.00247558,0.0408771,0.00895383,0.0167311,0.0140114,0,0,0.0229494,0,0.0392371,0,0.0482543,0.0184091,0.0242192,0.0036472,0.0166722,0.0263707,0.0113224,0.00897516,0.007787,0.0370589,0.0073354,0.00822487,0.00852979,0.0239114,0.0147417,0.0145879,0.0361777,0.0111405,0,0,0,0,0.0071296,0.0321573,0,0
1576,0.0134387,0,0,0,0,0.0327081,0,0,0,0,0,0.00660373,0.0483877,0.00499165,0.0144721,0,0,0.0435959,0,0.0563206,0.0164385,0.0301642,0.0111726,0.0284683,0.00568939,0.0177389,0.0538826,0.00548173,0.00530986,0.00829462,0.0458707,0.00407212,0.00352693,0.00406307,0.0347435,0.0176759,0.0299442,0.0307306,0.00925344,0.002324,0.0409171,0.00897717,0.0169099,0.0141752,0,0,0.0223884,0,0.039306,0,0.0482242,0.018569,0.0242057,0.00367787,0.0168012,0.02614,0.0105239,0.00906243,0.00778339,0.0370006,0.0075718,0.00819162,0.00826527,0.0233424,0.014531,0.0143476,0.036246,0.0116217,0,0,0,0,0.00719788,0.0321829,0,0
1577,0.0138204,0,0,0,0,0.0328768,0,0,0,0,0,0.00689072,0.048319,0.00492276,0.0145306,0,0,0.0438855,0,0.0563212,0.0165791,0.0302452,0.0111826,0.0284481,0.0057185,0.0179822,0.054345,0.00549825,0.00550232,0.0084899,0.0459352,0.00394786,0.00352386,0.00401701,0.034738,0.0181557,0.0304216,0.0307183,0.00915747,0.00224973,0.0409792,0.00898337,0.01707,0.0143563,0,0,0.0219282,0,0.0393785,0,0.048227,0.018621,0.0241645,0.00362653,0.0169379,0.0259591,0.00904509,0.00910674,0.00780427,0.0369824,0.00811697,0.00821444,0.00799525,0.0229081,0.0142859,0.0141193,0.0364015,0.0121237,0,0,0,0,0.00722945,0.0322223,0,0
1578,0.0141963,0,0,0,0,0.0334305,0,0,0,0,0,0.00713837,0.0482026,0.00483559,0.0145194,0,0,0.0450917,0,0.0562177,0.0170584,0.030344,0.0112244,0.0285418,0.00578155,0.0181301,0.0553928,0.0055294,0.00568436,0.0087117,0.0460697,0.00392086,0.00351694,0.0039717,0.0347283,0.0185332,0.0313202,0.0307504,0.0088029,0.00233415,0.0410226,0.00903134,0.0171369,0.0150819,0,0,0.0214894,0,0.0395238,0,0.0482173,0.0187972,0.0241198,0.00353522,0.0170376,0.0264875,0.00855074,0.00906921,0.00783046,0.0370332,0.00811654,0.00826932,0.00762328,0.0227924,0.0141496,0.0139019,0.0371072,0.0128277,0,0,0,0,0.00722965,0.0322483,0,0
1579,0.0146978,0,0,0,0,0.0334339,0,0,0,0,0,0.00733257,0.0481941,0.00472817,0.0146153,0,0,0.0451504,0,0.0562901,0.0170442,0.0304286,0.0112914,0.0286057,0.00563534,0.0184293,0.0558335,0.0056526,0.00585776,0.00883541,0.0461284,0.0039583,0.00351604,0.00391884,0.0347756,0.0188752,0.031834,0.0307332,0.00884795,0.00254254,0.0410709,0.00907707,0.0172854,0.01515,0,0,0.0211365,0,0.0395254,0,0.0482153,0.0189484,0.0241439,0.00342325,0.0173484,0.0262638,0.00860347,0.00900823,0.00784711,0.0370876,0.00758004,0.00826758,0.00737685,0.0225292,0.0140734,0.0137065,0.0373316,0.013314,0,0,0,0,0.00726143,0.0323086,0,0
1580,0.0152566,0,0,0,0,0.0329098,0,0,0,0,0,0.00744846,0.0482287,0.00462359,0.0149094,0,0,0.0439723,0,0.0564607,0.0165918,0.0304999,0.0113402,0.0285332,0.00544773,0.0190806,0.0553957,0.00567915,0.00605663,0.00882163,0.0461706,0.00399132,0.00356478,0.00385992,0.034855,0.0192192,0.0319196,0.0306689,0.00927011,0.00253615,0.0411425,0.00904794,0.0176483,0.0145788,0,0,0.0208628,0,0.0394329,0,0.0481869,0.0187258,0.0242101,0.00334709,0.0179955,0.0250608,0.00870261,0.00906141,0.0078468,0.037134,0.00735444,0.0081658,0.00744795,0.021978,0.0140187,0.0135343,0.0367762,0.0135951,0,0,0,0,0.00732013,0.0323665,0,0
1581,0.0158166,0,0,0,0,0.033119,0,0,0,0,0,0.00767222,0.0480866,0.00451853,0.0148804,0,0,0.0441631,0,0.0564895,0.0168141,0.0305427,0.0113308,0.0285335,0.00550746,0.0192537,0.0558978,0.00577355,0.0062583,0.0087478,0.0462197,0.00397904,0.00366929,0.00387412,0.0349354,0.0196558,0.0325254,0.0307604,0.00915925,0.00253178,0.041171,0.00899235,0.017666,0.0145737,0,0,0.0206836,0,0.0394158,0,0.0481579,0.0185977,0.0242545,0.00335283,0.0182403,0.0248444,0.00860602,0.00909848,0.00782515,0.0371697,0.00737911,0.00810079,0.00724265,0.021893,0.0138522,0.0133206,0.0370461,0.0141214,0,0,0,0,0.00731439,0.032411,0,0
1582,0.0164204,0,0,0,0,0.033477,0,0,0,0,0,0.00801482,0.0479433,0.00443218,0.0148123,0,0,0.0444043,0,0.0565356,0.0170411,0.030546,0.0112833,0.0284495,0.00555954,0.0193324,0.0565129,0.00577921,0.0064265,0.00859891,0.0462041,0.00398665,0.00383064,0.00394215,0.0350722,0.0202195,0.0331677,0.0308302,0.00902001,0.0024814,0.0412434,0.0090128,0.0177263,0.0144709,0,0,0.0206141,0,0.0394214,0,0.0481203,0.0186159,0.0242439,0.00338993,0.0183302,0.0245902,0.00838134,0.00899677,0.00792602,0.0372962,0,0.00821431,0.00698129,0.0219138,0.0137837,0.0130848,0.0373094,0.0146343,0,0,0,0,0.00728715,0.0324222,0,0
1583,0.0169894,0,0,0,0,0.0337796,0,0,0,0,0,0.0084236,0.0478418,0.00439491,0.0146024,0,0,0.044709,0,0.0565824,0.0172704,0.0305769,0.0111834,0.0283336,0.00549396,0.0193261,0.0571041,0.00574228,0.00662323,0.00862573,0.046242,0.00396219,0.00397551,0.00395013,0.0351886,0.0208147,0.0337751,0.0308821,0.00879458,0.00266845,0.0413262,0.00897694,0.0175885,0.0143065,0,0,0.0206376,0,0.0394373,0,0.0480948,0.0186548,0.0243019,0.00334201,0.0184091,0.0243703,0.00832465,0.00898857,0.0079029,0.0373102,0,0.00815817,0.00663661,0.0220252,0.0139111,0.0128814,0.0376204,0.0150639,0,0,0,0,0.00753159,0.0324666,0,0
1584,0.0175788,0,0,0,0,0.0341159,0,0,0,0,0,0.00879286,0.0477341,0.0043337,0.0143685,0,0,0.0451358,0,0.0566239,0.0174636,0.0306404,0.0110721,0.0283262,0.00549042,0.0193851,0.0576292,0.00573286,0.00674883,0.00878425,0.0463298,0.00389669,0.0040645,0.00390137,0.0352618,0.0213165,0.0343699,0.0309419,0.00858581,0.00294105,0.0414008,0.00883392,0.0173743,0.0141675,0,0,0.0206958,0,0.0394391,0,0.0480425,0.0184657,0.0244253,0.00335558,0.0185838,0.0241809,0.00841798,0.00914029,0.00779647,0.037282,0.00826534,0.00792418,0.00620583,0.0221884,0.0140385,0.0127456,0.0379883,0.0154307,0,0,0,0,0.00756412,0.0325244,0,0
1585,0.018218,0,0,0,0,0.0345586,0,0,0,0,0,0.00914224,0.047619,0.00429317,0.0142439,0,0,0.0455654,0,0.056634,0.0176241,0.0306801,0.0110059,0.0283559,0.00548352,0.0195323,0.0582103,0.00572636,0.00677582,0.00880642,0.0463599,0.00386873,0.00413673,0.00390122,0.0353196,0.021738,0.0349592,0.0309996,0.00834985,0.00305344,0.0414715,0.00890219,0.0173445,0.0141006,0,0,0.0207187,0,0.0394375,0,0.0479306,0.0184682,0.024473,0.00335254,0.018731,0.0239242,0.00836866,0.00915056,0.00790527,0.0373512,0.00831244,0.00788984,0.0058913,0.022311,0.0140414,0.0126418,0.0382921,0.0158126,0,0,0,0,0.00743273,0.0325147,0,0
1586,0.0189361,0,0,0,0,0.0349284,0,0,0,0,0,0.00948079,0.0474754,0.00434147,0.0141247,0,0,0.0459615,0,0.0566522,0.0178511,0.030721,0.0109851,0.028645,0.00553395,0.0196887,0.0588873,0.00574789,0.00682172,0.00878197,0.0463248,0.00390589,0.00416353,0.00400427,0.0353775,0.0221102,0.0355392,0.031077,0.00813098,0.00319869,0.0415571,0.00905671,0.0173027,0.0140265,0,0,0.020752,0,0.0394802,0,0.0477951,0.0185705,0.0245174,0.0032783,0.018795,0.0236441,0.00825813,0.00912963,0.00795147,0.0374178,0.00811378,0.00789471,0.00572175,0.0224061,0.0139442,0.0125477,0.0387156,0.0161849,0,0,0,0,0.00731887,0.0325442,0,0
1587,0.0196785,0,0,0,0,0.0351164,0,0,0,0,0,0.00999582,0.0473073,0.00442527,0.013879,0,0,0.0463389,0,0.0567033,0.0181925,0.0307204,0.0109029,0.0286671,0.00547982,0.0196264,0.0596151,0.00572363,0.00677701,0.0087622,0.0462216,0.00397033,0.00415935,0.00400881,0.0354141,0.0227059,0.0360895,0.0311467,0.00800032,0.00325459,0.0416014,0.00917556,0.0171378,0.013911,0,0,0.0207463,0,0.0394918,0,0.0477811,0.0187002,0.0246004,0.00319481,0.0186611,0.0233454,0.00815178,0.00913196,0.00792203,0.0374364,0.00774948,0.00789696,0.00558372,0.0224889,0.0138388,0.0124517,0.0391484,0.0165826,0,0,0,0,0.00730107,0.0326228,0,0
