Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,RASI,x79,,x90
655,0.0788484,0,0,0,0,0.043146,0,0,0,0,0,0,0.0407577,0.0541388,0.019131,0.00913571,0,0,0.0995022,0,0.0591972,0.0562344,0.0327303,0.016718,0.0311085,0.0158006,0.00612667,0.0894312,0.0132623,0.0135053,0.0154963,0.0536647,0.00696683,0.0101466,0.00673334,0.03137,0.0576006,0.0888167,0.0209964,0.0336728,0.0059384,0.0137728,0.00604378,0.0704628,0,0,0.0392886,0,0,0.014356,0.0466094,0.0101605,0.0274086,0.00719187,0.01259,0.0447684,0.0068652,0.0303046,0.00916861,0.00878385,0.00548871,0.0368157,0.00414213,0.00386956,0.0137192,0.0413913,0.0619554,0.0116399,0.0330531,0.0618049,0,0,0.0114678,0,0,0
656,0.0221858,0,0,0,0,0.042126,0,0,0,0,0,0,0.0417102,0.0262385,0.019927,0.00690074,0,0,0.14391,0,0.0521403,0.0903788,0.0324225,0.0170845,0.0264007,0.0155823,0.00921863,0.0470315,0.0131299,0.0130605,0.0154548,0.0530053,0.00717661,0.0109795,0.00691895,0.0310927,0.058678,0.0955111,0.0304586,0.0693583,0.00669574,0.0139682,0.00634018,0.0202647,0,0,0.0386427,0,0,0.0138957,0.046553,0.0100676,0.0266655,0.00819275,0.0056548,0.0376669,0.00666707,0.0303099,0.00947349,0.0090162,0.00606885,0.0370365,0.00421763,0.00442627,0.014862,0.0378821,0.0565403,0.009882,0.0430473,0.00859084,0,0,0.0081743,0,0,0
657,0.0206983,0,0,0,0,0.0420112,0,0,0,0,0,0,0.0420307,0.0256364,0.0205109,0.00679748,0,0,0.14956,0,0.0528166,0.0931044,0.0325359,0.0173848,0.0262582,0.0149118,0.00990385,0.0498419,0.0130666,0.0128841,0.0155943,0.0528228,0.00747886,0.0117589,0.00713315,0.0307023,0.0587828,0.0996684,0.0314327,0.0706371,0.00708987,0.0140197,0.00652386,0.0183342,0,0,0.0384479,0,0,0.0137991,0.0464126,0.0104598,0.0264224,0.00828438,0.00572644,0.0366611,0.00633902,0.0302786,0.00966664,0.00893582,0.0060095,0.0369763,0.0043574,0.00435455,0.0155521,0.0373935,0.0564842,0.0100124,0.0434142,0.00703199,0,0,0.00784869,0,0,0
658,0.0227326,0,0,0,0,0.0472878,0,0,0,0,0,0,0.0418155,0.0254764,0.0206244,0.0068251,0,0,0.149767,0,0.0529154,0.0932466,0.0325684,0.0178829,0.0260365,0.0145401,0.0105035,0.0517348,0.0129834,0.0130626,0.0157044,0.0525782,0.00788392,0.0123829,0.0074718,0.030285,0.0582631,0.0986858,0.0309612,0.0709691,0.00748443,0.0132766,0.00668691,0.0220571,0,0,0.0396921,0,0,0.0145248,0.0461869,0.0106086,0.0262362,0.00896962,0.00606274,0.0407279,0.00628118,0.0300798,0.010231,0.00908982,0.00620147,0.0370708,0.00454204,0.00446847,0.0162106,0.0395632,0.0622994,0.0124249,0.0486102,0.00751475,0,0,0.00760793,0,0,0
659,0.0248417,0,0,0,0,0.0501337,0,0,0,0,0,0,0.0413931,0.0262569,0.0207196,0.00683511,0,0,0.145856,0,0.0523273,0.0911859,0.0325998,0.0182282,0.0260466,0.0141233,0.0106596,0.0514556,0.0127833,0.0131724,0.0157985,0.0525329,0.00828904,0.0129794,0.00788258,0.0298833,0.0574622,0.0951597,0.0302319,0.069694,0.0073664,0.0130207,0.00683024,0.0247265,0,0,0.0403876,0,0,0.0148719,0.0459557,0.0109742,0.026001,0.0092949,0.00625408,0.043576,0.00638638,0.029874,0.0102259,0.00924312,0.0064237,0.0371898,0.00480122,0.00467292,0.0165225,0.0410686,0.0620839,0.0125708,0.0510936,0.00876862,0,0,0.00754593,0,0,0
660,0.0256305,0,0,0,0,0.0520083,0,0,0,0,0,0,0.0407598,0.0263611,0.0209537,0.00692413,0,0,0.146123,0,0.0522773,0.0913597,0.0325869,0.0186297,0.0260605,0.0136314,0.0110296,0.0524383,0.0123661,0.0130335,0.0158676,0.0525667,0.0087291,0.0135761,0.00825091,0.0294715,0.0563887,0.0949247,0.0302316,0.0698024,0.00746276,0.0128604,0.0070616,0.0258968,0,0,0.0408321,0,0,0.0151611,0.0457883,0.0114409,0.0258131,0.00925453,0.00658575,0.0453385,0.00623179,0.0297669,0.0101617,0.0093357,0.00654127,0.0373361,0.00490714,0.00478531,0.0168582,0.0420074,0.0619682,0.0127715,0.052984,0.00893154,0,0,0.00762374,0,0,0
661,0.0236433,0,0,0,0,0.0499729,0,0,0,0,0,0,0.0398972,0.0262994,0.0210989,0.00701171,0,0,0.148369,0,0.0525971,0.092275,0.032451,0.0191145,0.0262054,0.0131204,0.0111059,0.0532341,0.0120484,0.0126667,0.0159419,0.0524951,0.00915345,0.0141351,0.00852852,0.0291058,0.0550375,0.0968473,0.031054,0.0697312,0.00746455,0.0130483,0.00741009,0.0232803,0,0,0.0401175,0,0,0.0149064,0.0457434,0.0122779,0.0258696,0.00916548,0.00674806,0.0428524,0.00617073,0.0297337,0.00962918,0.00939728,0.00667567,0.0375799,0.00506632,0.00495291,0.0172014,0.0407575,0.0562666,0.0109763,0.051347,0.00736803,0,0,0.00756155,0,0,0
662,0.0227743,0,0,0,0,0.0496318,0,0,0,0,0,0,0.0387585,0.0257169,0.0211261,0.00717182,0,0,0.151991,0,0.0531667,0.0939778,0.0323197,0.019696,0.026403,0.0125789,0.0111242,0.0548396,0.011771,0.0121312,0.0159715,0.0523369,0.00959404,0.0147184,0.00883057,0.0287847,0.0533384,0.0994661,0.0315655,0.0704497,0.00759302,0.0130218,0.00773316,0.0218766,0,0,0.0399086,0,0,0.0148436,0.04576,0.0132073,0.0259966,0.00887433,0.00690183,0.04214,0.00615685,0.0297603,0.00851462,0.00936213,0.0068272,0.0378715,0.00542749,0.00523882,0.0176877,0.0404349,0.0563718,0.0109267,0.0512903,0.00657659,0,0,0.00742572,0,0,0
663,0.0218606,0,0,0,0,0.0492427,0,0,0,0,0,0,0.0373476,0.0248704,0.0210889,0.00739706,0,0,0.157901,0,0.0540641,0.0966692,0.0322604,0.0203703,0.026609,0.0119723,0.0111951,0.0570267,0.0112375,0.0121895,0.015993,0.0521914,0.0100882,0.0152881,0.00909501,0.0284938,0.0511637,0.103586,0.032507,0.0714912,0.00762593,0.0130149,0.00796437,0.0201261,0,0,0.03966,0,0,0.0146481,0.0457581,0.0141542,0.0260962,0.00868537,0.00715235,0.0412582,0.00589269,0.0298352,0.00861826,0.00930136,0.00706577,0.0381825,0.00585241,0.00563876,0.0180394,0.0400012,0.0563737,0.0109097,0.0512393,0.00587141,0,0,0.00736721,0,0,0
664,0.0234697,0,0,0,0,0.0517727,0,0,0,0,0,0,0.0357104,0.0239584,0.0208789,0.00751491,0,0,0.175595,0,0.0580387,0.103943,0.0321585,0.0209067,0.0269435,0.0115047,0.0108163,0.0614901,0.0105798,0.0116522,0.0158265,0.0519511,0.0105035,0.0157831,0.00925537,0.0282715,0.0484938,0.113216,0.0355973,0.072533,0.00771986,0.0128067,0.00835231,0.0198473,0,0,0.040305,0,0,0.0149553,0.0457253,0.015026,0.0262333,0.00847571,0.00719491,0.0433465,0.0056285,0.0299345,0.00827717,0.00919311,0.00738165,0.0385413,0.00637687,0.00604223,0.0183647,0.0413234,0.0561771,0.0112828,0.0538628,0.00680205,0,0,0.00728896,0,0,0
665,0.0823145,0,0,0,0,0.0508549,0,0,0,0,0,0,0.033541,0.0552214,0.02083,0.00333844,0,0,0.100015,0,0.0587328,0.0570546,0.0329048,0.0214087,0.0328822,0.0102664,0.00614511,0.0943541,0.0104851,0.011377,0.0161388,0.0524445,0.0111674,0.0163731,0.00966369,0.0277743,0.0452183,0.0915268,0.020801,0.0345235,0.00766067,0.0124449,0.00911791,0.0733625,0,0,0.0409088,0,0,0.0155869,0.0454224,0.016388,0.0261771,0.00721041,0.00793763,0.0509692,0.0055976,0.0298471,0.00860272,0.00872895,0.00761112,0.0389568,0.00721643,0.00640403,0.017745,0.0449794,0.0561786,0.011648,0.038536,0.0623672,0,0,0.00727646,0,0,0
666,0.0820909,0,0,0,0,0.0505456,0,0,0,0,0,0,0.0316397,0.0552048,0.0206857,0.00304225,0,0,0.100149,0,0.0587987,0.0571753,0.0329269,0.0216864,0.0333407,0.00966712,0.00642875,0.0943905,0.0101785,0.0111557,0.016159,0.052378,0.0115634,0.0168331,0.00990573,0.0275327,0.0430844,0.0915441,0.0207815,0.0346355,0.00838358,0.012493,0.00966119,0.0732481,0,0,0.0406427,0,0,0.0155593,0.0454108,0.017208,0.0262874,0.00673805,0.00772325,0.0511543,0.00555383,0.0300625,0.00790137,0.00835637,0.0079869,0.0394017,0.00778508,0.00696982,0.0179913,0.0449678,0.0618192,0.0132044,0.0381953,0.0622549,0,0,0.00712993,0,0,0
667,0.0820106,0,0,0,0,0.0510208,0,0,0,0,0,0,0.029974,0.055302,0.0205019,0.00262643,0,0,0.0998693,0,0.0587259,0.057061,0.0329848,0.0214601,0.0336582,0.0092247,0.00644357,0.0943446,0.00981157,0.0109254,0.0162105,0.0522899,0.0119425,0.0171538,0.0101157,0.0272174,0.0409617,0.0914515,0.0208289,0.0346883,0.00881393,0.0123583,0.0101401,0.0732189,0,0,0.0406692,0,0,0.0156693,0.04532,0.0180663,0.0263453,0.00694357,0.00724311,0.051592,0.00550534,0.0301785,0.00625296,0.00822087,0.00845353,0.039945,0.00829087,0.00751289,0.0182448,0.0451202,0.0619202,0.01326,0.0385899,0.0621128,0,0,0.00676528,0,0,0
668,0.0821123,0,0,0,0,0.0517371,0,0,0,0,0,0,0.0284123,0.0554626,0.0202079,0.00222022,0,0,0.0995716,0,0.0586048,0.056927,0.0330212,0.0209349,0.0339304,0.00887643,0.00636127,0.0944961,0.00945243,0.0107811,0.0162573,0.0521904,0.0123611,0.0173769,0.0102973,0.0268454,0.0388637,0.091435,0.0208899,0.0346617,0.0090365,0.01222,0.0106729,0.0733655,0,0,0.0408064,0,0,0.0158392,0.0452228,0.0191057,0.0263859,0.0071819,0.00669028,0.0522629,0.00522087,0.0302454,0.00623946,0.00808963,0.00899612,0.0405242,0.00885872,0.00812769,0.0185183,0.0454226,0.0618083,0.0134182,0.0391908,0.0620873,0,0,0.00632166,0,0,0
669,0.0824043,0,0,0,0,0.0529152,0,0,0,0,0,0,0.0270335,0.0555925,0.019817,0.00181817,0,0,0.0991859,0,0.0584761,0.0567456,0.033003,0.0200693,0.0341588,0.00850326,0.00607886,0.094783,0.00910606,0.0107119,0.0162502,0.052091,0.0128132,0.0174837,0.0105095,0.0264203,0.0367535,0.0914638,0.0209735,0.0346649,0.00902571,0.0119746,0.0113284,0.0736746,0,0,0.0411335,0,0,0.0160783,0.0451554,0.0204564,0.0263951,0.00704853,0.0060065,0.0532722,0.00495714,0.030317,0.009001,0.00797867,0.0096461,0.0412381,0.00957979,0.0088775,0.0189337,0.0459194,0.0616898,0.0135934,0.0402422,0.0621579,0,0,0.00570214,0,0,0
670,0.0257759,0,0,0,0,0.0550268,0,0,0,0,0,0,0.0259277,0.026909,0.0192228,0.00844575,0,0,0.147257,0,0.0513349,0.0917493,0.0322622,0.0189618,0.0289028,0.00846122,0.0102626,0.0552538,0.00843813,0.0107065,0.0158214,0.0513854,0.0129014,0.0173718,0.0104575,0.0262928,0.0357155,0.0951972,0.0302478,0.0696443,0.00957799,0.0121186,0.0118712,0.0260655,0,0,0.040378,0,0,0.0155648,0.0454345,0.0215343,0.0268145,0.00730224,0.00918327,0.048108,0.00445738,0.0307993,0.0113911,0.00780674,0.0103268,0.0418726,0.0103329,0.00982684,0.0201476,0.042931,0.0582199,0.0124684,0.0563724,0.00856085,0,0,0.00641954,0,0,0
671,0.0265805,0,0,0,0,0.0565409,0,0,0,0,0,0,0.0248669,0.026808,0.0188341,0.00895999,0,0,0.147618,0,0.0512231,0.0919664,0.0323318,0.0179216,0.0291884,0.0079979,0.0106174,0.0557411,0.00808058,0.0107689,0.0157255,0.0511249,0.0132923,0.017467,0.0105894,0.0259364,0.0341535,0.0951963,0.0301343,0.069884,0.00982566,0.0119109,0.012543,0.0273256,0,0,0.0408047,0,0,0.0157952,0.0453515,0.0226133,0.0268707,0.0071411,0.00989768,0.0498543,0.00423208,0.0310166,0.0116688,0.00749643,0.0109551,0.0425721,0.0111025,0.0106024,0.0204723,0.0437421,0.0618364,0.0135795,0.0578661,0.00902453,0,0,0.00632393,0,0,0
672,0.0846441,0,0,0,0,0.0552261,0,0,0,0,0,0,0.0240541,0.0548004,0.018726,0.00157715,0,0,0.0951368,0,0.0567925,0.0532827,0.0331394,0.0173708,0.0352419,0.00755199,0.00551882,0.0956141,0.00823953,0.0109379,0.0159978,0.0512617,0.0140231,0.0178495,0.0110545,0.0252322,0.0319014,0.0906983,0.0205367,0.0296373,0.00989865,0.0115758,0.0134265,0.0761537,0,0,0.0420824,0,0,0.0168145,0.0449916,0.023979,0.0264951,0.00633824,0.00435754,0.0569379,0.00425116,0.0309376,0.00951058,0.00706668,0.0116311,0.0432209,0.0119769,0.0112759,0.0201057,0.0476771,0.0583317,0.0130455,0.0421896,0.0638141,0,0,0.00484478,0,0,0
673,0.0842017,0,0,0,0,0.0541412,0,0,0,0,0,0,0.023996,0.0548628,0.0189118,0.00226724,0,0,0.0952691,0,0.0569086,0.0536043,0.0333693,0.0176432,0.0354326,0.00748924,0.00506522,0.0952304,0.00807093,0.0109438,0.0158771,0.0508023,0.014421,0.0181905,0.0114153,0.02491,0.0306217,0.0903085,0.0205843,0.0302327,0.0102168,0.0116002,0.0139052,0.0759429,0,0,0.0416603,0,0,0.0166158,0.0449361,0.0250702,0.026574,0.00636691,0.00365769,0.0560189,0.00407468,0.0310621,0.00655183,0.00694125,0.0121196,0.0434692,0.012486,0.0116731,0.0209552,0.0470669,0.0582066,0.0130839,0.0412,0.0638283,0,0,0.00402946,0,0,0
674,0.0842429,0,0,0,0,0.0532304,0,0,0,0,0,0,0.0236471,0.0547309,0.0189702,0.00309399,0,0,0.0950474,0,0.05693,0.0535282,0.0335844,0.0182625,0.0354023,0.00770528,0.00456342,0.0950459,0.00799695,0.0111353,0.0158564,0.0505742,0.0145269,0.0184188,0.0114421,0.0251192,0.0297822,0.0898803,0.0204883,0.0299871,0.0110063,0.0115495,0.0147496,0.0761963,0,0,0.0414121,0,0,0.0166177,0.0449837,0.0265947,0.0266743,0.00576812,0.00310429,0.0554712,0.00373746,0.0312168,0.00717431,0.00659067,0.0127938,0.0437379,0.0132699,0.0124793,0.0217153,0.0467866,0.0582054,0.0131549,0.0402914,0.0642895,0,0,0.00315284,0,0,0
675,0.0824116,0,0,0,0,0.0517815,0,0,0,0,0,0,0.0227229,0.0559127,0.0194093,0.00394273,0,0,0.0976209,0,0.0578733,0.0562841,0.0339119,0.0199166,0.0354097,0.00770465,0.00431641,0.0942597,0.0079999,0.0112479,0.0158367,0.0504784,0.0146374,0.0187827,0.0118339,0.0254328,0.02886,0.089947,0.0211568,0.034775,0.0114433,0.0115514,0.0154012,0.074688,0,0,0.0404449,0,0,0.0161185,0.0448793,0.028026,0.0265969,0.00558994,0.00313309,0.0534617,0.00351843,0.0312782,0.00953251,0.00647449,0.0133284,0.044147,0.0138596,0.0130295,0.0222157,0.0454106,0.0582623,0.0129721,0.0391643,0.063164,0,0,0.00261185,0,0,0
676,0.0827204,0,0,0,0,0.0509971,0,0,0,0,0,0,0.022144,0.0558314,0.0194868,0.00501505,0,0,0.0984882,0,0.0583283,0.0570219,0.0339799,0.0203212,0.0352694,0.0081644,0.00419053,0.094222,0.00768921,0.0114288,0.0157063,0.0503134,0.0144216,0.0189309,0.0119144,0.0258007,0.0280618,0.0898941,0.0210032,0.0352969,0.0122941,0.0113832,0.0160647,0.075162,0,0,0.0403634,0,0,0.0160983,0.0448739,0.029429,0.0268737,0.00509416,0.00367963,0.0527637,0.00319544,0.0314074,0.008354,0.00621917,0.0139923,0.0446444,0.0145569,0.0138634,0.0228357,0.0451026,0.0583209,0.0131172,0.0383422,0.0639462,0,0,0.00241593,0,0,0
677,0.0831238,0,0,0,0,0.0506916,0,0,0,0,0,0,0.021502,0.0557516,0.0193645,0.00593409,0,0,0.0986358,0,0.0582987,0.0572763,0.0340297,0.0205488,0.0353546,0.00853565,0.00443739,0.094504,0.0075003,0.0115188,0.0155197,0.0500297,0.0144847,0.0191082,0.0123279,0.0257295,0.0272572,0.0897912,0.0209067,0.03545,0.0130234,0.0112361,0.0166329,0.0757435,0,0,0.0404295,0,0,0.0160913,0.0448252,0.0304499,0.0270185,0.00488754,0.00467576,0.0527006,0.00297173,0.0315278,0.00605425,0.0060206,0.0146181,0.0451279,0.0152069,0.0145663,0.0233999,0.0450389,0.0583344,0.0132243,0.0379582,0.0645993,0,0,0.00220592,0,0,0
678,0.0836401,0,0,0,0,0.0507941,0,0,0,0,0,0,0.0216604,0.055672,0.0186844,0.00688806,0,0,0.0985195,0,0.0581674,0.0574144,0.0339554,0.0202985,0.0353104,0.00912403,0.00503488,0.0947507,0.00734642,0.0117039,0.0154998,0.0496818,0.0147472,0.0192459,0.0126527,0.0255403,0.0257027,0.0896191,0.0208006,0.0355377,0.0145891,0.0110278,0.0174907,0.0764801,0,0,0.0406803,0,0,0.0162635,0.0448579,0.0313878,0.0270635,0.00491221,0.00612677,0.0529998,0.00262111,0.0317689,0.0062255,0.00550608,0.0154661,0.0455963,0.0160337,0.0156622,0.0243968,0.0451816,0.059612,0.0139303,0.0379244,0.0652608,0,0,0.00190427,0,0,0
679,0.0840493,0,0,0,0,0.0515709,0,0,0,0,0,0,0.0199412,0.0558898,0.0176685,0.00761809,0,0,0.0980228,0,0.0579868,0.0573208,0.0339182,0.020975,0.0352978,0.00938511,0.00568882,0.0947237,0.00715674,0.0115087,0.0154124,0.0493617,0.0149866,0.019042,0.0128128,0.0256951,0.0242621,0.0892868,0.0207722,0.0355325,0.0148974,0.0106721,0.017968,0.0770348,0,0,0.0408804,0,0,0.0164759,0.0447971,0.0325559,0.0270584,0.00514906,0.00737768,0.0534369,0.00246739,0.0319117,0.00560704,0.00534037,0.0160326,0.0460741,0.016597,0.0162611,0.02484,0.0452291,0.0592081,0.0142262,0.0385491,0.0656365,0,0,0.00167891,0,0,0
680,0.0254355,0,0,0,0,0.0574169,0,0,0,0,0,0,0.0189265,0.0280576,0.0162537,0.0150065,0,0,0.151662,0,0.0502551,0.092167,0.0333595,0.0216781,0.0302504,0.00921203,0.0170173,0.0562372,0.00633488,0.0109132,0.0148736,0.0485017,0.0146442,0.0183629,0.0124289,0.0261187,0.02286,0.098939,0.0301642,0.0677989,0.0156387,0.010668,0.0182976,0.0284562,0,0,0.0397822,0,0,0.0157286,0.0450797,0.0333948,0.0276779,0.00546901,0.0192701,0.0497494,0.00240283,0.0323593,0.00715925,0.00523884,0.0164076,0.0464408,0.0170066,0.0168205,0.0261255,0.0423966,0.0592413,0.014167,0.0595647,0.00824822,0,0,0.00792786,0,0,0
681,0.0852259,0,0,0,0,0.0522073,0,0,0,0,0,0,0.0176784,0.0550888,0.015933,0.00765079,0,0,0.0937418,0,0.0564277,0.054164,0.0336348,0.0231932,0.0359905,0.00923241,0.00541748,0.0945873,0.00653463,0.0099765,0.0145026,0.0485886,0.0147757,0.0177739,0.0125238,0.0259374,0.0213788,0.0879527,0.0200736,0.0307109,0.0159882,0.010218,0.0191641,0.0783492,0,0,0.040993,0,0,0.0169417,0.0449139,0.0346638,0.0273401,0.00574021,0.00789888,0.0543733,0.00191564,0.0324379,0.0068205,0.00456034,0.0173978,0.0469008,0.0180301,0.0179093,0.0260212,0.0453522,0.0592514,0.0145961,0.0385906,0.0666905,0,0,0.00139215,0,0,0
682,0.0827175,0,0,0,0,0.0501335,0,0,0,0,0,0,0.0166709,0.0560055,0.0159685,0.00743643,0,0,0.0968574,0,0.0573838,0.0570945,0.0334178,0.0247426,0.0362403,0.00873739,0.00533174,0.0934471,0.00642624,0.00909755,0.0138223,0.0480929,0.0147361,0.0170604,0.0126347,0.0255059,0.021121,0.0880469,0.020513,0.0353081,0.0161271,0.0103645,0.0194932,0.076115,0,0,0.0394556,0,0,0.0162633,0.0449257,0.0355969,0.0273652,0.00583883,0.00822281,0.0513871,0.00178916,0.0327311,0.00750319,0.00430393,0.017977,0.0472519,0.0186589,0.0185233,0.0263163,0.0431051,0.0591839,0.0144307,0.0367598,0.0650228,0,0,0.00117641,0,0,0
683,0.082049,0,0,0,0,0.048691,0,0,0,0,0,0,0.016315,0.0557703,0.0157642,0.00703734,0,0,0.0977014,0,0.0577644,0.0577377,0.0329847,0.0256721,0.0361956,0.00819793,0.00493314,0.0930086,0.00606611,0.00866814,0.013091,0.0475405,0.0144448,0.0162864,0.0125832,0.0252205,0.0206276,0.0880193,0.0202192,0.0356271,0.0166489,0.0103476,0.0199245,0.0755282,0,0,0.0387274,0,0,0.0159607,0.0449909,0.0365534,0.0276062,0.00604082,0.00826795,0.0497358,0.00180538,0.033089,0.00682419,0.00401177,0.0185744,0.0475532,0.0191284,0.0192873,0.0264095,0.0418321,0.0592394,0.014455,0.0353067,0.0648687,0,0,0.0011756,0,0,0
684,0.0814877,0,0,0,0,0.0472256,0,0,0,0,0,0,0.0169095,0.0555845,0.0152256,0.00617257,0,0,0.0981311,0,0.0577848,0.0580506,0.0325925,0.0262054,0.0362228,0.00768769,0.0046376,0.0927497,0.00578558,0.00897164,0.0125324,0.0472042,0.0140033,0.0156644,0.0124529,0.0252545,0.0189076,0.0881076,0.0199917,0.0356526,0.0183551,0.0104002,0.0208177,0.075064,0,0,0.0379609,0,0,0.0155845,0.0451634,0.0373393,0.0277026,0.00700437,0.00796373,0.0484416,0.00190265,0.0335958,0.00657124,0.0032573,0.0194786,0.0476362,0.0196025,0.0205741,0.027374,0.0406929,0.0559049,0.013342,0.0339353,0.0646198,0,0,0.00194171,0,0,0
685,0.0810369,0,0,0,0,0.0466318,0,0,0,0,0,0,0.0159241,0.0555584,0.0145619,0.00528097,0,0,0.0977462,0,0.0575891,0.0580179,0.0321838,0.02692,0.0363114,0.00714084,0.00455723,0.0924209,0.00549202,0.00878893,0.0120497,0.0470059,0.0133456,0.0150203,0.0120825,0.0256281,0.017677,0.087899,0.0198443,0.0355814,0.0189185,0.0102534,0.0211412,0.0746957,0,0,0.0373312,0,0,0.015322,0.0453796,0.0382344,0.0277746,0.00753623,0.00784854,0.0477808,0.00240124,0.0338911,0.00529352,0.0030083,0.0201294,0.0477867,0.0199732,0.021357,0.0277143,0.0398369,0.0554399,0.0133755,0.033431,0.0642791,0,0,0.00249449,0,0,0
686,0.0807203,0,0,0,0,0.0463477,0,0,0,0,0,0,0.0146489,0.0556374,0.01386,0.00415835,0,0,0.0969318,0,0.0570427,0.0576298,0.0320634,0.0277158,0.0363474,0.00682971,0.00476427,0.0921771,0.00523052,0.00832858,0.0117248,0.047007,0.0127979,0.0146483,0.0117202,0.0261243,0.0165163,0.0877281,0.0198172,0.0352585,0.0194375,0.0101519,0.0213392,0.0744618,0,0,0.0368454,0,0,0.0151838,0.0455981,0.0388644,0.0276305,0.00807204,0.0076217,0.0474926,0.00292406,0.0341366,0.00477173,0.00291873,0.0207358,0.0479347,0.020372,0.0220401,0.0280647,0.0391816,0.0549915,0.0134142,0.0330817,0.0638738,0,0,0.00305824,0,0,0
687,0.0823665,0,0,0,0,0.0467931,0,0,0,0,0,0,0.0129446,0.0545403,0.0130914,0.0031989,0,0,0.093469,0,0.0559964,0.0548661,0.0319059,0.0285072,0.0360857,0.0062883,0.0048533,0.0926795,0.00479249,0.00743035,0.0111247,0.0468264,0.0122003,0.0141246,0.0113474,0.0265778,0.0153954,0.0871394,0.0190599,0.0307795,0.0197114,0.00980799,0.0213066,0.0759948,0,0,0.0372132,0,0,0.0156053,0.0458905,0.0391957,0.0277442,0.00843468,0.00726594,0.0486525,0.00337279,0.0343147,0.00511201,0.00302377,0.0211497,0.0480472,0.0206752,0.0224911,0.02843,0.0395679,0.0589718,0.0150829,0.0332946,0.0650914,0,0,0.00364825,0,0,0
688,0.0805441,0,0,0,0,0.0452261,0,0,0,0,0,0,0.0125873,0.0556836,0.0125662,0.00240365,0,0,0.0972433,0,0.0568462,0.0579139,0.0318017,0.0289064,0.0357,0.00612775,0.00488505,0.0922383,0.00466137,0.00718297,0.0110161,0.0468311,0.0118998,0.0138318,0.0111304,0.0268639,0.0142688,0.0882543,0.0195869,0.0352458,0.0208538,0.00983174,0.0217697,0.0743766,0,0,0.0360113,0,0,0.01493,0.0462702,0.0400768,0.0274867,0.0100578,0.00759771,0.0465006,0.00361316,0.0346661,0.00506925,0.00285103,0.0219433,0.047922,0.02118,0.0235485,0.0291122,0.0377329,0.0541287,0.0135123,0.0322303,0.0636529,0,0,0.00386329,0,0,0
689,0.0822892,0,0,0,0,0.0459177,0,0,0,0,0,0,0.0112125,0.0545249,0.0118278,0.00184871,0,0,0.0940244,0,0.0558157,0.0554699,0.0314437,0.0293549,0.0353395,0.00555967,0.00479149,0.0929068,0.00422322,0.00660833,0.0106356,0.0464499,0.0115049,0.0131653,0.0108767,0.0270642,0.0131958,0.0877403,0.0188551,0.0312197,0.0207509,0.00944889,0.0215417,0.0759998,0,0,0.0363832,0,0,0.0153235,0.0466536,0.0404437,0.0275636,0.011005,0.00730684,0.0478109,0.00388594,0.0348586,0.0051919,0.0030918,0.0223363,0.0478958,0.0214303,0.0240706,0.0289727,0.0382055,0.0591174,0.0154944,0.0326535,0.0648948,0,0,0.00420931,0,0,0
690,0.0807309,0,0,0,0,0.044933,0,0,0,0,0,0,0.0104423,0.0555924,0.0114212,0.00163617,0,0,0.0975464,0,0.0566022,0.0583478,0.0312825,0.029649,0.0348894,0.00527526,0.00460977,0.0926511,0.00397358,0.00640425,0.010505,0.0461179,0.0113052,0.0126921,0.0107957,0.0270843,0.0123573,0.0888481,0.0193433,0.0354574,0.0205728,0.00937632,0.0212175,0.0746122,0,0,0.0350986,0,0,0.0146961,0.0470058,0.0404081,0.0273021,0.0120215,0.00765871,0.0460554,0.00427078,0.0351218,0.00504356,0.00339738,0.0226674,0.0478757,0.0215663,0.0244986,0.0289191,0.0365338,0.0589407,0.0155662,0.0319983,0.0636128,0,0,0.00415575,0,0,0
691,0.0807722,0,0,0,0,0.0441722,0,0,0,0,0,0,0.0100703,0.0553572,0.0107579,0.00175594,0,0,0.0984505,0,0.0568309,0.0589985,0.0309262,0.029256,0.0343613,0.00486009,0.00436254,0.0928883,0.00353878,0.00610367,0.010091,0.0454528,0.0108399,0.0119825,0.010492,0.02709,0.0115643,0.0893241,0.0191149,0.0358487,0.0208584,0.00914074,0.0211761,0.0747165,0,0,0.0346799,0,0,0.0145651,0.047519,0.0406149,0.0271892,0.0132762,0.00777428,0.0452853,0.00487317,0.035407,0.00518876,0.00378382,0.023094,0.0476602,0.0216912,0.0250561,0.0288334,0.0358033,0.0590307,0.0158464,0.0314235,0.0638497,0,0,0.00409782,0,0,0
