Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
29,0.0419852,0,0,0,0,0.06943,0,0,0,0,0,0,0.00804615,0.0242712,0.0062244,0.0251014,0,0,0.0400032,0,0.054816,0.0178643,0.0270311,0.00447633,0.0537441,0.00459361,0.0665448,0.059467,0.00469374,0.00538905,0.00389313,0.0395777,0.00296166,0.00455177,0.00092106,0.033744,0.0124946,0.0432516,0.0151275,0.014114,0.0123992,0.0210278,0.00702867,0.027484,0.0260522,0,0,0.0379921,0,0.0250293,0.0177036,0.0496211,0.0128912,0.0411549,0.00708618,0.0578331,0.0509015,0.00604625,0.0298392,0.00450976,0.0076213,0.00484678,0.0354686,0.00539211,0.00563328,0.0199191,0.0442273,0.0542991,0.0148494,0.0741045,0.0182143,0,0,0,0,0
30,0.0415839,0,0,0,0,0.0688674,0,0,0,0,0,0,0.00785673,0.0240095,0.00617452,0.0248381,0,0,0.040521,0,0.0546505,0.0176956,0.0270331,0.00442352,0.0534535,0.00466788,0.0660834,0.0592293,0.00469894,0.00530879,0.00406091,0.0393937,0.00303958,0.00454292,0.000995694,0.033848,0.012274,0.0435235,0.0151756,0.0146846,0.0123158,0.0210333,0.00705259,0.0271975,0.025973,0,0,0.037396,0,0.0251904,0.0181401,0.0496046,0.0129143,0.0410691,0.00716447,0.0573432,0.0502935,0.00605805,0.029857,0.00455402,0.00762216,0.00486381,0.0354929,0.00539545,0.00562472,0.0197366,0.0437849,0.0540003,0.0149184,0.0735702,0.0180508,0,0,0,0,0
31,0.0411259,0,0,0,0,0.0683891,0,0,0,0,0,0,0.00771644,0.0238468,0.00609808,0.0245322,0,0,0.0406988,0,0.0546646,0.0175515,0.0270295,0.00425708,0.0531399,0.00475704,0.0656263,0.0588658,0.00481733,0.00532961,0.00425759,0.0389703,0.00321452,0.00458651,0.0010771,0.0339809,0.0121029,0.0433428,0.0152863,0.015033,0.0121911,0.021001,0.00724331,0.0268522,0.0258953,0,0,0.0368046,0,0.0252964,0.0186272,0.0495854,0.0129841,0.0410168,0.00729536,0.0568816,0.0497635,0.00621324,0.0298617,0.00467499,0.00774415,0.00491833,0.0354954,0.00544214,0.00564299,0.0198394,0.0434363,0.0539192,0.0149999,0.073079,0.0179246,0,0,0,0,0
32,0.037976,0,0,0,0,0.0729647,0,0,0,0,0,0,0.00561865,0.0241788,0.00388056,0.030871,0,0,0.0413518,0,0.052825,0.0193701,0.0262253,0.00196167,0.0438623,0.00666349,0.0744844,0.0545566,0.00413685,0.00496895,0.00494347,0.0394842,0.00226913,0.00353062,0.00167334,0.03312,0.0100432,0.0421621,0.0157818,0.0151971,0.0131853,0.0246827,0.00899421,0.0372134,0.0310545,0,0,0.0392413,0,0.0215697,0.0250798,0.0482605,0.00861335,0,0.0159382,0.0799575,0.0531395,0.00550704,0.0314552,0.00689942,0.0113437,0.0127025,0.0380462,0.00624322,0.0111313,0.0178284,0.0476866,0.0578157,0.0170362,0.0792224,0.0208365,0,0,0,0,0
33,0.0377023,0,0,0,0,0.0727916,0,0,0,0,0,0,0.00593716,0.0240446,0.00393227,0.0307361,0,0,0.0414651,0,0.0527181,0.0193281,0.0262685,0.00205184,0.0436759,0.00655449,0.0742262,0.0541548,0.0041463,0.00505755,0.00493961,0.0395168,0.00222431,0.00362666,0.00164855,0.0331056,0.01041,0.0421904,0.0157166,0.0154206,0.0130479,0.0245951,0.00877252,0.0373304,0.0310074,0,0,0.0390492,0,0.0217714,0.0252975,0.0482252,0.00849133,0,0.0159673,0.0795468,0.0530353,0.00546204,0.0313561,0.00691715,0.0113364,0.0127439,0.0378835,0.00624072,0.0111861,0.0177337,0.0476792,0.0579132,0.0170472,0.0790472,0.0207753,0,0,0,0,0
34,0.0406018,0,0,0,0,0.0678995,0,0,0,0,0,0,0.0082617,0.0243936,0.00609622,0.0240616,0,0,0.0402,0,0.0545267,0.0169295,0.0271021,0.00415302,0.0524194,0.0048425,0.0646978,0.056985,0.00483826,0.00545219,0.00425683,0.0389318,0.00325476,0.00480468,0.00097973,0.0339729,0.0127536,0.0423877,0.0152068,0.0143659,0.0120221,0.0209664,0.00720378,0.0262978,0.0256696,0,0,0.0355379,0,0.0258865,0.0202924,0.0495588,0.0129786,0.0405649,0.00743667,0.0557678,0.0492651,0.00611412,0.0297254,0.00475493,0.00773821,0.00495522,0.0353363,0.00534619,0.00567306,0.0198465,0.0431926,0.0537445,0.0146852,0.0725202,0.0177294,0,0,0,0,0
35,0.0406277,0,0,0,0,0.0679061,0,0,0,0,0,0,0.00817839,0.0243747,0.00615335,0.0238999,0,0,0.0406231,0,0.0545952,0.0169087,0.0270791,0.00417423,0.0524716,0.00485085,0.0644717,0.0570283,0.00481456,0.0055065,0.00427036,0.0388586,0.00326315,0.00479884,0.00099041,0.0339711,0.0126786,0.0427143,0.0151148,0.0146099,0.0120644,0.0208912,0.0072854,0.0262479,0.0255923,0,0,0.0352977,0,0.0261003,0.0208308,0.0496799,0.0131861,0.0406251,0.00730772,0.0555949,0.0493037,0.00581006,0.0299484,0.00458551,0.00744209,0.00490601,0.0353296,0.00544132,0.00576178,0.0196904,0.0432075,0.0538397,0.014483,0.0724982,0.0177186,0,0,0,0,0
36,0.0403225,0,0,0,0,0.0673341,0,0,0,0,0,0,0.00826996,0.0243206,0.0060153,0.0233599,0,0,0.0407589,0,0.0546605,0.0169926,0.0269042,0.00408435,0.0526958,0.00486926,0.0639027,0.0567203,0.00492669,0.0056928,0.00433688,0.0387159,0.00324985,0.00480728,0.000980257,0.0339473,0.0128152,0.0426278,0.0152192,0.0148046,0.0121678,0.019552,0.00733016,0.0261607,0.0253127,0,0,0.0348487,0,0.0271164,0.0214021,0.0497848,0.0132597,0.0407583,0.00727783,0.0551701,0.0489234,0.00569693,0.0300221,0.00454674,0.00730876,0.00491812,0.0352942,0.0054883,0.00583483,0.0197116,0.0428126,0,0.0141059,0.0718064,0.0176196,0,0,0,0,0
37,0.0405035,0,0,0,0,0.0673937,0,0,0,0,0,0,0.0083575,0.0241564,0.00596265,0.0229824,0,0,0.040742,0,0.054849,0.0169455,0.026765,0.00402799,0.0527876,0.00490994,0.0636988,0.0569945,0.00500446,0.00586887,0.00441821,0.0386076,0.00327418,0.00481985,0.000951039,0.0339446,0.012924,0.042631,0.0152421,0.0150155,0.0122634,0.0193998,0.0072896,0.0262663,0.0253648,0,0,0.0346935,0,0.0274702,0.0220362,0.049818,0.0132186,0.0408152,0.00729349,0.0550104,0.0491308,0.00571184,0.0299647,0.00461149,0.00729493,0.00492903,0.0352968,0.00550933,0.00583213,0.0197451,0.0429439,0,0.0137951,0.0717837,0.0177507,0,0,0,0,0
38,0.0408095,0,0,0,0,0.0676912,0,0,0,0,0,0,0.00837088,0.0240059,0.00603118,0.0229513,0,0,0.0405636,0,0.0549603,0.0169301,0.026672,0.00405907,0.0529072,0.00496127,0.0637171,0.0573179,0.00505383,0.00597115,0.00449756,0.038529,0.00335173,0.00483038,0.000970328,0.0339582,0.0129478,0.0425425,0.0152679,0.0150685,0.0122921,0.0192902,0.00722847,0.026063,0.0254418,0,0,0.0346354,0,0.0277646,0.022645,0.0498351,0.0130998,0.0409212,0.00733513,0.0550079,0.0494551,0.00573387,0.029914,0.00462995,0.00730655,0.00493903,0.0353141,0.00547585,0.00580012,0.0197823,0.0431871,0,0.0134015,0.0720094,0.0179081,0,0,0,0,0
39,0.0411963,0,0,0,0,0.0680015,0,0,0,0,0,0,0.00849028,0.0237709,0.0060444,0.0230243,0,0,0.0403989,0,0.0551235,0.0171251,0.026581,0.00408071,0.0531604,0.00493464,0.0636827,0.0577614,0.00564494,0.00603503,0.0044719,0.0387134,0.00323138,0.0048507,0.000915803,0.0339149,0.0131141,0.0424744,0.015191,0.0153093,0.0123135,0.0190832,0.00719106,0.0259276,0.0254161,0,0,0.0345578,0,0.0279626,0.0232831,0.0498324,0.0129986,0.0410595,0.00740149,0.0549998,0.0496788,0.00572529,0.0298615,0.00458888,0.00734588,0.00497781,0.0353317,0.00540999,0.0057584,0.0197715,0.0433028,0,0.0129525,0.0722334,0.0180595,0,0,0,0,0
40,0.0414833,0,0,0,0,0.0682077,0,0,0,0,0,0,0.00864702,0.0237365,0.00606613,0.0230731,0,0,0.0402613,0,0.0549087,0.0171783,0.0265229,0.00410243,0.0535142,0.00487389,0.0636004,0.0580459,0.00566959,0.00606752,0.00440895,0.0389619,0.00307239,0.00487094,0.000858634,0.0338501,0.0132586,0.0422675,0.0150643,0.0153265,0.0122936,0.0189402,0.00713299,0.0258392,0.0254496,0,0,0.0345219,0,0.0281647,0.0238766,0.0497807,0.0129394,0.0411189,0.0074545,0.0550191,0.049955,0.00577899,0.0298161,0.00464166,0.00742283,0.00505195,0.0353199,0.00543777,0.00574446,0.0197318,0.0434847,0,0.0124318,0.0723592,0.0182192,0,0,0,0,0
41,0.0418728,0,0,0,0,0.0684223,0,0,0,0,0,0,0.00869093,0.0235719,0.0061634,0.0231939,0,0,0.0400797,0,0.054718,0.0174519,0.0265478,0.00411029,0.053589,0.00488247,0.0636587,0.0583307,0.00582593,0.00606373,0.00440827,0.0389607,0.00302586,0.00487649,0.000853982,0.0338453,0.0132235,0.0420098,0.0149506,0.0154017,0.0122024,0.0188124,0.0070336,0.0259239,0.0254418,0,0,0.034457,0,0.0283944,0.0242658,0.0497075,0.0128248,0.0411227,0.00754201,0.0550905,0.0502336,0.00588038,0.0299012,0.00471626,0.00756631,0.0051321,0.0353056,0.00545289,0.00572875,0.0196188,0.0437222,0,0.0118039,0.072519,0.0184251,0,0,0,0,0
42,0.0400889,0,0,0,0,0.0778492,0,0,0,0,0,0,0.0112359,0.0205853,0.00615249,0.0523108,0,0,0.0366503,0,0.0519244,0.0192564,0.0331076,0.00881885,0,0.00748016,0.0946611,0.052055,0.00702429,0.0052362,0.00293997,0.0346923,0.0091966,0.00781854,0.00528029,0.0380848,0.0176874,0.0380551,0.0167328,0.0188498,0.0111154,0.0222623,0.00718077,0.0451062,0.0339039,0,0,0.0408221,0,0.0247489,0.0299633,0.0538754,0.0138712,0.0302113,0.0115785,0.0663517,0.058296,0.00615923,0.0335355,0.00414693,0.00641409,0.00547805,0.0300441,0.00617155,0.00752197,0.0196602,0.0516961,0,0.0139611,0.0842778,0.0265459,0,0,0,0,0
43,0.0422772,0,0,0,0,0.0690062,0,0,0,0,0,0,0.00822358,0.0234515,0.00607004,0.0240444,0,0,0.0394138,0,0.0544244,0.0179719,0.02667,0.00419418,0.0520562,0.0048141,0.0646939,0.0581345,0.00511952,0.00583023,0.0043172,0.0391029,0.00324064,0.00489996,0.00100927,0.033924,0.012772,0.0412617,0.0149146,0.0154775,0.0120532,0.0186694,0.00689032,0.0270114,0.0255078,0,0,0.0346389,0,0.0286949,0.0250853,0.0497129,0.0128046,0.0406696,0.00752673,0.0554729,0.0509691,0.005848,0.0298892,0.00448129,0.00733989,0.00496369,0.0350919,0.0054315,0.005676,0.0195198,0.0444361,0,0.0106413,0.0728175,0.0187145,0,0,0,0,0
44,0.0423384,0,0,0,0,0.0690693,0,0,0,0,0,0,0.00822384,0.0232812,0.00615528,0.0242308,0,0,0.0397887,0,0.0543182,0.0181914,0.0266592,0.00437473,0.0517257,0.00476062,0.0649049,0.0579759,0.00513253,0.00583674,0.00431548,0.0391871,0.00332,0.00496767,0.0010088,0.0339361,0.0127874,0.0413245,0.0149372,0.0158885,0.0120865,0.0187322,0.00676425,0.0271349,0.0255534,0,0,0.0347098,0,0.0289919,0.0254005,0.0497084,0.012809,0.0405924,0.00702243,0.0555776,0.0512189,0.00559165,0.0301368,0,0.00667484,0.00472008,0.0350895,0.00547119,0.0056331,0.0196233,0.0446151,0,0.0101476,0.0726905,0.0188637,0,0,0,0,0
45,0.0424243,0,0,0,0,0.0690382,0,0,0,0,0,0,0.00818564,0.0234161,0.00611884,0.0243029,0,0,0.039622,0,0.0542285,0.0182813,0.026692,0.00436746,0.0517343,0.00484105,0.0648533,0.0579244,0.00517043,0.00578398,0.00439892,0.0390179,0.00333887,0.00496517,0.000984906,0.0339847,0.0126737,0.0411337,0.0148415,0.0157074,0.0120305,0.0186814,0.00698662,0.0271476,0.0253792,0,0,0.0345292,0,0.0290517,0.0256771,0.0497301,0.0128294,0.0405899,0.00736326,0.0554732,0.0513072,0.00590263,0.0299396,0.00438772,0.00691547,0.00489514,0.0351603,0.00545734,0.00563606,0.019324,0.0446372,0,0.0097269,0.072558,0.0189711,0,0,0,0,0
46,0.0424143,0,0,0,0,0.0688301,0,0,0,0,0,0,0.00829731,0.0235356,0.00609046,0.024221,0,0,0.0395635,0,0.0541375,0.0183655,0.0267023,0.00434456,0.051703,0.00491253,0.0646654,0.0577823,0.00524332,0.00577931,0.00444864,0.0389022,0.00336249,0.00496052,0.000987184,0.0340176,0.0127243,0.041085,0.014811,0.0155281,0.0119898,0.0186571,0.00701899,0.0272358,0.0252543,0,0,0.0343988,0,0.0291475,0.0258611,0.0496607,0.0128421,0.0405211,0.00739536,0.0552986,0.0513498,0.00587454,0.0299088,0.00441886,0.00723424,0.00491253,0.0351563,0.00545705,0.00564299,0.0192526,0.0446184,0,0.00928556,0.0722073,0.0191282,0,0,0,0,0
47,0.0423619,0,0,0,0,0.0685179,0,0,0,0,0,0,0.00840925,0.0237615,0.00613946,0.024109,0,0,0.0395035,0,0.0540332,0.0185129,0.0267138,0.00430204,0.0516929,0.0049702,0.0644248,0.0577066,0.00523388,0.00578427,0.004476,0.038867,0.00341963,0.00497214,0.000985232,0.0340485,0.0128932,0.0409614,0.0148185,0.0152412,0.0119655,0.0186926,0.00704393,0.0272901,0.0251288,0,0,0.0343771,0,0.0293072,0.0257495,0.0495934,0.0128901,0.0404507,0.0073843,0.0550836,0.0514074,0.00580692,0.0298538,0.00443277,0.00724773,0.00491564,0.0351365,0.00548169,0.00566307,0.0192672,0.0446149,0,0.00882275,0.0717972,0.0192833,0,0,0,0,0
48,0.0426508,0,0,0,0,0.0687878,0,0,0,0,0,0,0.00848068,0.0239612,0.00611163,0.0241184,0,0,0.0393222,0,0.0540908,0.0184948,0.026722,0.00419099,0.0517908,0.00500072,0.0644061,0.0580253,0.00515667,0.00580019,0.00450229,0.038822,0.0034211,0.00499064,0.000999625,0.0340603,0.0129359,0.0408642,0.0148271,0.0149648,0.01201,0.0198553,0.00704611,0.0273428,0.025291,0,0,0.0345867,0,0.0288576,0.0257965,0.0495407,0.0129699,0.0404438,0.00738968,0.0550745,0.051966,0.00605084,0.0297761,0.00446128,0.00722672,0.00491429,0.035166,0.00549231,0.00567088,0.0193411,0.0450957,0.0538324,0.00801777,0.0719569,0.0195414,0,0,0,0,0
49,0.0426497,0,0,0,0,0.0685441,0,0,0,0,0,0,0.0084441,0.0242445,0.00615368,0.024045,0,0,0.0390642,0,0.0540667,0.0185174,0.0266923,0.004176,0.0518408,0.00497641,0.0641421,0.0576747,0.00504897,0.00578035,0.00444456,0.0387929,0.00335868,0.00496368,0.000981924,0.0340198,0.0129714,0.0406461,0.014889,0.0145571,0.0120209,0.0200698,0.0069294,0.0271679,0.0252012,0,0,0.0343653,0,0.0290041,0.0258843,0.0495559,0.0129172,0.0404865,0.00740804,0.05487,0.0520801,0.00695232,0.029764,0.00448536,0.00728334,0.00492491,0.0351217,0.00545294,0.00568633,0.0195005,0.0451247,0.0531984,0.00748531,0.0716281,0.0196514,0,0,0,0,0
50,0.0426783,0,0,0,0,0.068277,0,0,0,0,0,0,0.00828377,0.0242844,0.00630847,0.0239035,0,0,0.0388235,0,0.0541542,0.0185566,0.0266139,0.00429401,0.0519121,0.00489365,0.0638102,0.0574285,0.00504594,0.00576495,0.00437392,0.0388192,0.00329502,0.00491475,0.000981201,0.033994,0.0128242,0.0405698,0.0149844,0.0143166,0.0120391,0.0202448,0.00682773,0.0268123,0.0250685,0,0,0.0342114,0,0.029303,0.0258577,0.0496028,0.0129199,0.040595,0.00741434,0.0546016,0.052161,0.00739646,0.0297252,0.00454022,0.00739422,0.00498302,0.0350795,0.00545148,0.00572763,0.0196495,0.0451287,0.0518182,0.00699135,0.0712777,0.0197504,0,0,0,0,0
51,0.0421643,0,0,0,0,0.0673342,0,0,0,0,0,0,0.00812796,0.0243372,0.00634941,0.0235932,0,0,0.0387226,0,0.0541145,0.0186383,0.0265623,0.00438505,0.0517071,0.00488622,0.0632506,0.0570004,0.00503651,0.0058334,0.00438582,0.0386759,0.00332836,0.00492162,0.00102476,0.0340467,0.0126181,0.0404385,0.0151189,0.014074,0.0121026,0.019029,0.00693594,0.0264852,0.0245771,0,0,0.0338769,0,0.0299658,0.0255759,0.0496211,0.0129928,0.0405479,0.00740246,0.0540132,0.0516722,0.00741443,0.029686,0.00455083,0.00732112,0.00497622,0.0351277,0.00544459,0.00572633,0.0196512,0.0445627,0,0.00715521,0.0702984,0.0195898,0,0,0,0,0
52,0.04204,0,0,0,0,0.0671106,0,0,0,0,0,0,0.00801864,0.0245152,0.00633645,0.0234626,0,0,0.0383448,0,0.0539675,0.0183229,0.0265272,0.00438363,0.0517994,0.00487968,0.0630462,0.0569015,0.00504101,0.00587338,0.00437799,0.0387961,0.00337218,0.0049666,0.00104788,0.0340864,0.0125051,0.0402008,0.015281,0.0135048,0.012172,0.0190182,0.00699344,0.0262157,0.0244981,0,0,0.0339798,0,0.0299571,0.0255981,0.049635,0.0128834,0.0406055,0.00743041,0.0537977,0.0518991,0.00735086,0.02964,0.00455813,0.00710242,0.0049989,0.0352149,0.0054434,0.00569739,0.0195726,0.0447138,0,0.00701594,0.0700954,0.0195233,0,0,0,0,0
53,0.04239,0,0,0,0,0.0676437,0,0,0,0,0,0,0.00803617,0.0245748,0.00627516,0.023494,0,0,0.0378993,0,0.0540952,0.017904,0.026517,0.0044375,0.0520905,0.00484011,0.0631329,0.0568673,0.00509099,0.00589846,0.00433886,0.0390604,0.00337605,0.0049952,0.00100897,0.0340596,0.01252,0.0401721,0.0153564,0.0131065,0.0122205,0.0200837,0.00702417,0.0261396,0.0247862,0,0,0.0343404,0,0.0295212,0.0260511,0.0496246,0.0128465,0.0407343,0.00745488,0.0539541,0.0527196,0.00736889,0.0295744,0.00460617,0.00697526,0.00507617,0.0353002,0.00543864,0.00569377,0.0195721,0.0454895,0.0533819,0.00660572,0.0706326,0.0196354,0,0,0,0,0
54,0.0423393,0,0,0,0,0.0675303,0,0,0,0,0,0,0.00806988,0.0246785,0.00621707,0.0234285,0,0,0.0374639,0,0.0539847,0.0177103,0.0265027,0.00443533,0.0519781,0.00480562,0.0630386,0.0562611,0.00510171,0.00591236,0.00433688,0.0391925,0.00338452,0.00500826,0.000984735,0.0340308,0.0125012,0.0399461,0.0154598,0.0127422,0.0122226,0.0201911,0.00704179,0.0261717,0.0248358,0,0,0.0344528,0,0.0296441,0.0261751,0.0496453,0.0129212,0.0407043,0.00749233,0.0538402,0.0529404,0.00730726,0.0296019,0.00461565,0.00707853,0.00510497,0.0353075,0.0053949,0.00570301,0.0195798,0.0456466,0.0534453,0.00648074,0.0704322,0.0196358,0,0,0,0,0
55,0.0414882,0,0,0,0,0.0663186,0,0,0,0,0,0,0.00806407,0.024815,0.00626122,0.0230325,0,0,0.0370315,0,0.0536663,0.0176926,0.0264946,0.00443489,0.0515482,0.00479401,0.0623932,0.0554122,0.00514832,0.00589507,0.00435525,0.0391988,0.00343117,0.00504323,0.00104331,0.0340558,0.0124588,0.0395519,0.0154987,0.0122301,0.0122239,0.0192338,0.00700112,0.0258791,0.0242206,0,0,0.0341397,0,0.0301261,0.0254858,0.0496513,0.012904,0.040512,0.00748586,0.0531737,0.0522424,0.00723204,0.0296455,0.00459558,0.0074845,0.00510987,0.0353023,0.00542012,0.0057128,0.0195746,0.044952,0,0.00649345,0.0692777,0.0192802,0,0,0,0,0
56,0.0418853,0,0,0,0,0.0669501,0,0,0,0,0,0,0.0081543,0.0247815,0.00627831,0.0230981,0,0,0.0365899,0,0.0538988,0.0172484,0.026432,0.00449514,0.0515753,0.00477384,0.0627823,0.0560014,0.0052494,0.00601537,0.00439641,0.0391559,0.00344278,0.00509351,0.00109623,0.034076,0.0126454,0.0396467,0.0156032,0.0120332,0.0122949,0.0201668,0.00694453,0.0259092,0.0247709,0,0,0.0345836,0,0.0296994,0.0260422,0.0496115,0.0129813,0.0406373,0.00713587,0.0535358,0.0531323,0.00698506,0.0298172,0,0.00726102,0.00496558,0.0352395,0.00548319,0.00574279,0.0199571,0.045751,0.0529803,0.0061973,0.0699489,0.0194951,0,0,0,0,0
57,0.0415845,0,0,0,0,0.0666306,0,0,0,0,0,0,0.00811738,0.0248943,0.00626211,0.023095,0,0,0.0364582,0,0.0539335,0.0170326,0.0264388,0.00453348,0.0515246,0.00477882,0.0627176,0.0556497,0.00537223,0.00600375,0.0044009,0.0391584,0.00341337,0.0050746,0.00111366,0.0340646,0.0126538,0.0396119,0.0157632,0.0118207,0.0123062,0.0203577,0.00703148,0.0258942,0.0247109,0,0,0.0345877,0,0.0298694,0.0260988,0.0495984,0.0129412,0.0406199,0.00752195,0.0533999,0.0530979,0.00726325,0.0295866,0.00467136,0.0073735,0.00513703,0.0352915,0.0054142,0.00576154,0.0197069,0.0457712,0.0524427,0.0062402,0.0696455,0.0193333,0,0,0,0,0
58,0.0412982,0,0,0,0,0.0662452,0,0,0,0,0,0,0.00808196,0.0248846,0.00622679,0.0230006,0,0,0.0364989,0,0.0540303,0.0167578,0.02642,0.00445774,0.0514205,0.00478275,0.0626136,0.055413,0.00541901,0.00603165,0.00446004,0.0389999,0.00342969,0.00508825,0.00112834,0.0340839,0.0125942,0.0396244,0.0158485,0.01178,0.0123175,0.0204941,0.00699727,0.0258019,0.024693,0,0,0.034724,0,0.0301397,0.0261973,0.0495494,0.0129221,0.0405916,0.00755197,0.0532762,0.0531381,0.00729243,0.0296008,0.00466706,0.007401,0.00514243,0.0353199,0.00537748,0.0057418,0.0197461,0.0458791,0.0524625,0.00645291,0.0694266,0.0191633,0,0,0,0,0
59,0.0403312,0,0,0,0,0.0647172,0,0,0,0,0,0,0.00788338,0.025005,0.00618808,0.0225706,0,0,0.0365708,0,0.0539519,0.0168192,0.0264295,0.00440324,0.0510373,0.00475957,0.0618513,0.0545632,0.00550784,0.00599585,0.00447673,0.0387502,0.00342684,0.005068,0.00114801,0.0340912,0.0122871,0.0393206,0.0158692,0.0118203,0.0122782,0.0198138,0.0067938,0.0253574,0.0240925,0,0,0.0346146,0,0.0307973,0.0255593,0.0494156,0.0128604,0.0403918,0.00713526,0.0525908,0.0521376,0.00699665,0.0297798,0,0.00718044,0.00495872,0.0352395,0.00538631,0.00567863,0.0199134,0.0450941,0,0.00687139,0.0679637,0.0186826,0,0,0,0,0
60,0.0397249,0,0,0,0,0.0643455,0,0,0,0,0,0,0.00791083,0.0252148,0.00625967,0.0223895,0,0,0.036281,0,0.0540236,0.0164574,0.0264195,0.00443183,0.0510549,0.00474732,0.061604,0.0542326,0.00558606,0.00612203,0.00448256,0.0388597,0.00345551,0.00511828,0.00117002,0.0340702,0.0122573,0.0391362,0.0158656,0.0115272,0.0124571,0.0199523,0.00706759,0.0251815,0.0239548,0,0,0.034409,0,0.0306975,0.0255306,0.0493608,0.012872,0.0403566,0.00762019,0.0523258,0.0517622,0.00732271,0.0294816,0.00466101,0.00770573,0.00520812,0.0353002,0.00534861,0.00570278,0.0198386,0.04476,0,0.00712429,0.0675825,0.0183535,0,0,0,0,0
61,0.0390142,0,0,0,0,0.0639002,0,0,0,0,0,0,0.0078626,0.0252051,0.00638564,0.0223354,0,0,0.0360567,0,0.0540235,0.016203,0.0264193,0.00447427,0.0509577,0.00474776,0.0614159,0.0539972,0.0055759,0.00615436,0.00448923,0.038871,0.0034747,0.00513201,0.00115836,0.0340788,0.0122805,0.0389638,0.0158812,0.0114775,0.0125177,0.0201829,0.00705344,0.0250197,0.0238701,0,0,0.0340555,0,0.0307066,0.0254001,0.0492696,0.0128104,0.0402435,0.00760605,0.0521384,0.0511476,0.00735642,0.0295052,0.00464709,0.00771341,0.00521291,0.0353498,0.00535814,0.00567759,0.0200204,0.0442328,0,0.00728515,0.0670572,0.0180328,0,0,0,0,0
62,0.0382387,0,0,0,0,0.0633233,0,0,0,0,0,0,0.00776946,0.0250325,0.00627535,0.0223588,0,0,0.0358975,0,0.0541253,0.0160462,0.0264385,0.00449002,0.0506654,0.00478626,0.0612252,0.0537185,0.00546326,0.00603777,0.00453638,0.0387733,0.00351181,0.0051307,0.00115329,0.034076,0.0122035,0.0388588,0.0159781,0.0117067,0.0125408,0.0204764,0.00701921,0.0248706,0.0237318,0,0,0.0339523,0,0.0308679,0.0249674,0.0491502,0.0127866,0.0400709,0.00761757,0.0519212,0.0503538,0.0072522,0.0294608,0.00462637,0.00773655,0.00518941,0.0353548,0.00532423,0.00563491,0.0201514,0.0435989,0,0.00708007,0.0665429,0.0176784,0,0,0,0,0
63,0.0373675,0,0,0,0,0.0625337,0,0,0,0,0,0,0.00770099,0.0249682,0.00610378,0.022357,0,0,0.0357903,0,0.0542,0.0159712,0.0264361,0.00444332,0.0504751,0.00479008,0.0609641,0.0532748,0.00544046,0.00586123,0.00453953,0.038818,0.00350399,0.00512861,0.00116237,0.034061,0.0121006,0.0387188,0.0161547,0.011825,0.0125861,0.0209121,0.00700393,0.0246745,0.0235938,0,0,0.0337775,0,0.0311188,0.0240623,0.0489891,0.0127212,0.0398856,0.00759277,0.0516397,0.0494181,0.00691793,0.0293493,0.00460989,0.00776966,0.00516611,0.0353468,0.00529129,0.00559181,0.0201566,0.0428845,0,0.00654013,0.066041,0.0173308,0,0,0,0,0
64,0.0365165,0,0,0,0,0.0614419,0,0,0,0,0,0,0.00777387,0.0247436,0.0061965,0.0220704,0,0,0.0358854,0,0.0539937,0.0160964,0.0264319,0.00439287,0.0504879,0.00478316,0.060437,0.052849,0.00545502,0.00569479,0.00455602,0.0388394,0.00351167,0.00517994,0.00117324,0.034074,0.0121293,0.0387681,0.0161062,0.0119335,0.0126333,0.021263,0.00700286,0.0243309,0.023321,0,0,0.0332177,0,0.0312263,0.0228334,0.0488168,0.0127367,0.039728,0.00755387,0.0511743,0.0480649,0.00683206,0.029259,0.00462176,0.00785632,0.0051727,0.0353912,0.00530525,0.00555186,0.0200568,0.0419094,0,0.00587766,0.0652397,0.0170609,0,0,0,0,0
65,0.0367268,0,0,0,0,0.0624072,0,0,0,0,0,0,0.00802032,0.0245232,0.00648231,0.0223998,0,0,0.0355902,0,0.0539653,0.0158162,0.026446,0.00441997,0.0508353,0.00479663,0.0611745,0.0531767,0.00571678,0.00579906,0.0045965,0.0388669,0.0034833,0.00527645,0.0011571,0.0340728,0.0122831,0.0390383,0.0160964,0.0118655,0.0127524,0.0221167,0.00706059,0.0246684,0.0242152,0,0,0.032415,0,0.0308384,0.0226881,0.0489722,0.0129077,0.0399129,0.00755576,0.0519044,0.0483659,0.00724158,0.0292831,0.00467302,0.00791701,0.00515226,0.0353903,0.00536791,0.0055909,0.0202216,0.0423579,0.0509356,0.00550634,0.0665833,0.0172551,0,0,0,0,0
