Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
759,0.00937817,0,0,0,0.0165935,0,0,0,0,0,0,0.0285938,0.0394447,0.0413193,0.0360002,0,0,0.0596137,0,0.044982,0.0409872,0.033354,0.0505433,0.0122745,0.00591964,0.0370539,0.0101958,0.0122376,0.012461,0.0124911,0.0377348,0.0129245,0.0158084,0.0255705,0.0195548,0.0433118,0.0450761,0.0235773,0.0310247,0.0382994,0.0342932,0.0296501,0.0385674,0.00733702,0,0,0.079889,0,0.0392678,0.0373061,0.0448612,0.0395317,0.0199834,0.0246322,0.0314605,0.0464449,0.0158656,0.023351,0.0192954,0.022818,0.0159871,0.0371178,0.00875452,0.0188448,0.0538149,0.062962,0.0314241,0.0202068,0.018816,0.0031869,0,0,0,0
760,0.0093989,0,0,0,0.0167782,0,0,0,0,0,0,0.0279406,0.0394148,0.040629,0.0345713,0,0,0.0596226,0,0.0449779,0.04098,0.0342836,0.0501638,0.0133153,0.00616017,0.0353812,0.0113584,0.0116432,0.012366,0.0126678,0.038679,0.0133225,0.0158228,0.0256857,0.0191433,0.0422111,0.0457365,0.0234711,0.0309367,0.0156891,0.0343052,0.0172342,0.0354497,0.00833074,0,0,0.080426,0,0.0393293,0.0377833,0.0396819,0.0179512,0.0206624,0.0142333,0.0315554,0.0475302,0.022263,0,0.0188553,0.0208845,0.0138586,0.0381905,0.0148655,0.0130291,0.0192028,0.0636328,0.0311531,0.0202353,0.0187914,0.00399974,0,0,0,0
761,0.00985056,0,0,0,0.0165834,0,0,0,0,0,0,0.0279117,0.0392806,0.0404582,0.0369196,0,0,0.0588748,0,0.0450254,0.0406942,0.0334423,0.0500256,0.0127312,0.00631183,0.0376935,0.0114531,0.0118696,0.0120931,0.0121574,0.0378341,0.0132683,0.015812,0.0256288,0.0192497,0.0426308,0.0450971,0.0231866,0.0310971,0.0376356,0.0343315,0.0292622,0.0394526,0.00771725,0,0,0.0806987,0,0.0393529,0.0380692,0.0442746,0.038981,0.0201266,0.0245601,0.0314257,0.047396,0.0163858,0.0231192,0.0192539,0.0232096,0.0163524,0.0370276,0.00899558,0.0194898,0.0533158,0.0636644,0.0308454,0.0202774,0.0186189,0.00384748,0,0,0,0
762,0.0101532,0,0,0,0.0167,0,0,0,0,0,0,0.0274337,0.0392383,0.0399137,0.0373578,0,0,0.0585656,0,0.045029,0.0405093,0.0335001,0.0499269,0.0127634,0.006415,0.0380639,0.0121461,0.0116632,0.0120144,0.0114045,0.0379387,0.0133748,0.0158609,0.0255715,0.0191365,0.0422469,0.0451106,0.0230466,0.031255,0.0375546,0.0343445,0.0293484,0.0396486,0.00799574,0,0,0.0811595,0,0.0393582,0.0383012,0.0439603,0.0388856,0.0200981,0.0244956,0.0314987,0.047916,0.0165959,0.0229083,0.0192454,0.023087,0.0165291,0.0369895,0.00906538,0.0197628,0.0533056,0.0641065,0.031177,0.0203195,0.0186515,0.00424705,0,0,0,0
763,0.0104304,0,0,0,0.0168555,0,0,0,0,0,0,0.0271717,0.0392049,0.0394936,0.0376684,0,0,0.0582608,0,0.0450013,0.0402967,0.0335965,0.0500003,0.0127547,0.00638309,0.038225,0.0127475,0.0113934,0.0118991,0.0110043,0.0380436,0.0134834,0.0157977,0.0255516,0.0190297,0.0419896,0.0450663,0.0228961,0.0313895,0.0375059,0.034349,0.029373,0.0396995,0.00812764,0,0,0.081506,0,0.039384,0.0384318,0.0437866,0.0386961,0.0200418,0.0241779,0.0314541,0.0481615,0.0168506,0.0228729,0.0192875,0.0231674,0.0164603,0.0368772,0.00899424,0.0197584,0.0533145,0.0644377,0.031369,0.0203855,0.0187275,0.00461494,0,0,0,0
764,0.0106474,0,0,0,0.0170775,0,0,0,0,0,0,0.026979,0.0391936,0.0391103,0.0380213,0,0,0.0578709,0,0.0450001,0.0400933,0.0336562,0.0500539,0.012738,0.00633964,0.0383299,0.013617,0.0111989,0.0117274,0.0108773,0.0382063,0.0135919,0.0158047,0.025525,0.0189264,0.0417504,0.0450175,0.0227352,0.0315462,0.0378637,0.0343686,0.0297691,0.0399698,0.00832638,0,0,0.0817347,0,0.0394387,0.0386121,0.0436847,0.0388257,0.0198099,0.0245398,0.0313607,0.0482808,0.017326,0.0227721,0,0.0237081,0.0165637,0.0367354,0.00877681,0.0197884,0.0536767,0.0646299,0.031213,0.0203939,0.018522,0.00507102,0,0,0,0
765,0.0110501,0,0,0,0.0168935,0,0,0,0,0,0,0.0267814,0.039136,0.0388031,0.0383338,0,0,0.0572833,0,0.0449506,0.0399076,0.0337361,0.0502052,0.012829,0.00638077,0.0383394,0.0142739,0.0110462,0.0116378,0.0105537,0.038404,0.0136271,0.015721,0.0255097,0.0188213,0.0415387,0.044976,0.0225949,0.031683,0.0378446,0.0343993,0.02983,0.0401066,0.00851722,0,0,0.0820644,0,0.0394982,0.0387812,0.0434869,0.0386205,0.0196649,0.0246651,0.031296,0.0485265,0.0176603,0.0227931,0,0.0239605,0.0165389,0.0365448,0.00874164,0.0196653,0.0536706,0.0649143,0.0306533,0.0203949,0.0183742,0.00561882,0,0,0,0
766,0.0125098,0,0,0,0.0145485,0,0,0,0,0,0,0.0268545,0.0393007,0.0383887,0.0374527,0,0,0.0568427,0,0.0448741,0.0397123,0.0323589,0.0493017,0.0104016,0.00677257,0.0339154,0.0167349,0.0109975,0.0109631,0.00952964,0.0380766,0.0137982,0.0159716,0.0254959,0.0184015,0.0405352,0.0460357,0.0225782,0.0315178,0.0375128,0.034461,0.0291696,0.0385181,0.0092448,0,0,0.0809487,0,0.0394683,0.0383959,0.0438661,0.0395855,0,0.0235999,0.0236435,0.0459096,0.0150965,0.0238734,0.0173965,0.0220576,0.01704,0.0344682,0.00903584,0.0211629,0.0544795,0.0625295,0.0310173,0.0203834,0.0148071,0.0088915,0,0,0,0
767,0.0112846,0,0,0,0.0124345,0,0,0,0,0,0,0.0276025,0.0390899,0.0391797,0.031293,0,0,0.0557996,0,0.0448169,0.0392979,0.0351478,0.0527723,0,0.0055945,0.0255641,0.0152933,0.0114709,0.0129406,0.0109985,0.0377968,0.0126987,0.0144302,0.0252464,0.0196063,0.0447038,0.0435953,0.0220376,0.0320516,0.0356786,0.0345535,0.0277343,0.0307868,0.00704822,0,0,0.0807958,0,0.0396303,0.0383726,0.0429034,0.0349902,0.0176992,0.0215931,0.0273764,0.0456705,0.0177981,0.0233167,0.0187176,0.0232488,0.01439,0.0358917,0.00842515,0.0170281,0.0504089,0.0625902,0.0314113,0.0201688,0.011813,0.00583688,0,0,0,0
768,0.0115615,0,0,0,0.0123566,0,0,0,0,0,0,0.0274559,0.0390555,0.0387871,0.0311704,0,0,0.0557666,0,0.044812,0.0392633,0.0352321,0.0529888,0,0.00542784,0.0249238,0.014438,0.0113719,0.0130467,0.0107378,0.0379769,0.0127096,0.0144443,0.0251884,0.0195619,0.0444737,0.0430145,0.0219796,0.0321394,0.0351055,0.0345858,0.0273791,0.0304049,0.0062793,0,0,0.0807124,0,0.0396606,0.0383068,0.0425522,0.0344555,0.0176282,0.0212432,0.0271519,0.0450326,0.0180474,0.023251,0.0188206,0.0238022,0.014088,0.0357894,0.00843958,0.0165342,0.049578,0.0622742,0.0313908,0.02009,0.0119824,0.00582051,0,0,0,0
769,0.0127975,0,0,0,0.0124109,0,0,0,0,0,0,0.0277855,0.0391622,0.0389177,0.0318964,0,0,0.0563527,0,0.0447962,0.0394835,0.0336299,0.0522291,0,0.0056216,0.021639,0.0142317,0.0118424,0.0124798,0.00991215,0.0373397,0.0128205,0.0148348,0.0251716,0.0193859,0.0434278,0.043853,0.0221586,0.0321312,0.0345403,0.0345905,0.0262464,0.0291265,0.00690997,0,0,0.0797002,0,0.0396216,0.037816,0.0427387,0.0347114,0,0.0197369,0.0219679,0.0425908,0.0157175,0.0240538,0.0166754,0.0217433,0.0141481,0.0338083,0.00844189,0.0175437,0.0498866,0.06016,0.031095,0.0200823,0.0118672,0.0084504,0,0,0,0
770,0.012452,0,0,0,0.0164203,0,0,0,0,0,0,0.0257222,0.039135,0.036978,0.0361302,0,0,0.0576374,0,0.0448371,0.0400854,0.0341879,0.0498921,0.0121673,0.00672507,0.031924,0.0129884,0.00966071,0.0109188,0.00892004,0.0399083,0.0142999,0.015931,0.0255148,0.017895,0.0387616,0.0451524,0.0225878,0.0319966,0.0130154,0.0345244,0.0132757,0.0341094,0.00771399,0,0,0.0809861,0,0.0396446,0.0383494,0.0386467,0.0152353,0,0.0136636,0.0260627,0.0458052,0.0209119,0,0,0.0198737,0.0127928,0.0344236,0.0133575,0.0123756,0.017648,0.0624973,0.0304793,0.0199977,0.0170311,0.00786616,0,0,0,0
771,0.0122141,0,0,0,0.0179363,0,0,0,0,0,0,0.025228,0.0388214,0.0366577,0.0368519,0,0,0.0572668,0,0.0447544,0.0400535,0.0354241,0.050564,0.0141114,0.00679416,0.0351294,0.0103482,0.00937044,0.0112589,0.00939867,0.0406104,0.0144529,0.0157512,0.0255901,0.0179795,0.0389465,0.0431972,0.022281,0.0325244,0.0136989,0.0345449,0.0157645,0.0360458,0.00679128,0,0,0.0817733,0,0.0397299,0.0386893,0.037335,0.0168623,0.0197386,0.0142823,0.0312619,0.047481,0.0229853,0,0.0188537,0.0219904,0.0139646,0.0371739,0.014982,0.0132552,0.0157822,0.0641528,0.0305682,0.019804,0.0193025,0.00463942,0,0,0,0
772,0.0124321,0,0,0,0.0181367,0,0,0,0,0,0,0.0248778,0.0388024,0.0361234,0.0372084,0,0,0.0573974,0,0.0446956,0.0401051,0.0355165,0.050605,0.0141639,0.00731329,0.0352502,0.00980629,0.00920466,0.0111307,0.00934948,0.0408001,0.0146546,0.0158482,0.0257005,0.0178876,0.038716,0.0429018,0.0222522,0.0327586,0.0140612,0.0345593,0.0159597,0.0362094,0.00665562,0,0,0.0814781,0,0.0397461,0.0385213,0.0373008,0.0169338,0.0197957,0.0140063,0.0314205,0.047337,0.0227005,0,0.0186535,0.0218975,0.0137493,0.0373341,0.0149749,0.0130678,0.0162123,0.0638973,0.0310417,0.0197132,0.0194108,0.00454591,0,0,0,0
773,0.0126176,0,0,0,0.0182553,0,0,0,0,0,0,0.0245829,0.0387955,0.035681,0.0374417,0,0,0.0574431,0,0.0446646,0.0402027,0.0356368,0.0506222,0.0142391,0.007565,0.0353661,0.00912534,0.00905645,0.0110136,0.00939201,0.0410284,0.0147979,0.0159701,0.0257716,0.0177748,0.0383786,0.0426223,0.0222322,0.0329281,0.0141739,0.0345553,0.0160305,0.0363974,0.00659928,0,0,0.0811881,0,0.0397804,0.0383727,0.037259,0.016943,0.0198333,0.0139551,0.031507,0.0472736,0.0225691,0,0.0185558,0.0218519,0.013635,0.0373613,0.0148578,0.012967,0.0164404,0.0636947,0.0304402,0.0196262,0.0194608,0.00453384,0,0,0,0
774,0.012813,0,0,0,0.0184081,0,0,0,0,0,0,0.0243688,0.0387811,0.0353439,0.0375278,0,0,0.0574247,0,0.0446643,0.0402823,0.0357697,0.0507223,0.0143475,0.00755278,0.0354768,0.00865633,0.00890027,0.0109194,0.00941143,0.0412722,0.0149087,0.0160112,0.0257817,0.0176946,0.0381177,0.0424,0.0222084,0.0330011,0.0140624,0.0345595,0.0160405,0.036638,0.00653729,0,0,0.0808464,0,0.0398105,0.0382089,0.0372527,0.016986,0.0198596,0.0140851,0.031461,0.0472276,0.0225352,0,0.01852,0.0217587,0.0136727,0.0369629,0.0144043,0.013007,0.016274,0.0635008,0.0301143,0.0196209,0.0195833,0.00458728,0,0,0,0
775,0.012957,0,0,0,0.0186227,0,0,0,0,0,0,0.0243482,0.0387589,0.0351602,0.0374977,0,0,0.0573821,0,0.0446891,0.0403143,0.0358813,0.0510746,0.0144297,0.00707401,0.0355398,0.00852942,0.00882675,0.0109061,0.00927561,0.0414503,0.0149722,0.0160113,0.0256176,0.0176552,0.0380979,0.0422339,0.0222057,0.0330185,0.0138973,0.034589,0.0160067,0.0367689,0.00651151,0,0,0.0804676,0,0.0398431,0.0380547,0.0371987,0.0170077,0.019975,0.0142551,0.0313671,0.0472909,0.0225582,0,0.0184987,0.0216378,0.0138177,0.0367929,0.014323,0.013154,0.0162126,0.0633446,0.0303674,0.0196498,0.0197071,0.00469453,0,0,0,0
776,0.0131578,0,0,0,0.0187774,0,0,0,0,0,0,0.0245127,0.0387183,0.0351069,0.0374207,0,0,0.0573875,0,0.0447254,0.0402805,0.0359569,0.0515516,0.0144602,0.00671607,0.0355524,0.00830632,0.00877498,0.010927,0.00927543,0.0415043,0.0148933,0.0159687,0.0253922,0.0176612,0.0381901,0.0420707,0.0221984,0.0329982,0.01398,0.0345945,0.0161334,0.0368274,0.00651451,0,0,0.0800674,0,0.0398274,0.0379234,0.0371001,0.0171539,0.0200437,0.0143678,0.0312208,0.04744,0.022747,0,0.0186681,0.0217329,0.0140846,0.036849,0,0.0134609,0.01614,0.0631503,0.0310686,0.0196864,0.0197819,0.00491739,0,0,0,0
777,0.0132441,0,0,0,0.0190351,0,0,0,0,0,0,0.0247594,0.0387227,0.0350487,0.037293,0,0,0.0574723,0,0.0448005,0.0402365,0.0360459,0.0520887,0.0144508,0.0065922,0.0355579,0.00780995,0.00872089,0.0109644,0.0092458,0.0415421,0.0148062,0.0158898,0.0255088,0.0177023,0.0384167,0.0421498,0.0222024,0.0329375,0.0138782,0.034583,0.016038,0.0367732,0.00654546,0,0,0.0796822,0,0.0398165,0.0378023,0.0369773,0.0170737,0.0200572,0.0143531,0.0312254,0.0477107,0.0228551,0,0.01875,0.0218402,0.0141888,0.0367653,0,0.0135953,0.0158309,0.0630459,0.0311571,0.0197605,0.0198502,0.0050735,0,0,0,0
778,0.0133428,0,0,0,0.0192318,0,0,0,0,0,0,0.0251022,0.0387393,0.0350397,0.0371882,0,0,0.0575871,0,0.0449111,0.0401988,0.0361307,0.0526788,0.0144555,0.00662132,0.0355546,0.00781354,0.00866329,0.0110267,0.0090612,0.041573,0.014596,0.0157077,0.0254958,0.0177756,0.0388442,0.0423343,0.0222474,0.0327165,0.0136829,0.0345951,0.0157451,0.0366969,0.00649904,0,0,0.0793334,0,0.0398319,0.0376982,0.0368474,0.0168312,0.0200902,0.0140298,0.0312396,0.0480114,0.0229189,0,0.018663,0.0219727,0.0140127,0.0366087,0.0148482,0.0134224,0.0153315,0.0629709,0.0310782,0.019879,0.0200519,0.00522317,0,0,0,0
779,0.0134443,0,0,0,0.0190223,0,0,0,0,0,0,0.0257129,0.0389308,0.0350847,0.0365614,0,0,0.0585575,0,0.0450794,0.0404815,0.035011,0.0527049,0.0129126,0.00678088,0.0332121,0.00892294,0.00874761,0.0107489,0.00836591,0.040934,0.0143215,0.0155027,0.0250794,0.0177338,0.0391142,0.0443263,0.0226921,0.0320514,0.0123992,0.034649,0.0130199,0.034319,0.00648636,0,0,0.0777482,0,0.0397887,0.0370297,0.0380933,0.0143247,0,0.0131849,0.0273975,0.0459687,0.0201721,0,0.0159985,0.0195854,0.0126026,0.0335036,0.0130831,0.0122666,0.015842,0.0606674,0.0317177,0.0200891,0.0191699,0.00730583,0,0,0,0
780,0.013647,0,0,0,0.0200262,0,0,0,0,0,0,0.026151,0.0385282,0.0353512,0.0366664,0,0,0.0580669,0,0.0451174,0.0403469,0.0363537,0.0541487,0.014141,0.00623139,0.0353993,0.00684618,0.00861686,0.0112301,0.00908494,0.0416293,0.0142028,0.0152593,0.0247747,0.0179614,0.0400161,0.0425372,0.0225243,0.0322002,0.0134616,0.0346549,0.0154934,0.0363283,0.00586518,0,0,0.0780562,0,0.0398617,0.0372674,0.0367924,0.0167926,0.0202774,0.0141978,0.0311539,0.0472512,0.0232795,0,0.018813,0.0221616,0.0143797,0.0364641,0.0149795,0.0138386,0.0147693,0.0618879,0.0314282,0.0202274,0.0208715,0.00560748,0,0,0,0
781,0.0140479,0,0,0,0.0201664,0,0,0,0,0,0,0.0266441,0.0384262,0.0354135,0.0364609,0,0,0.0583649,0,0.0452315,0.0404479,0.03645,0.0549953,0.0139005,0.00597656,0.0353683,0.00606987,0.00870193,0.0113367,0.00901946,0.041688,0.0139669,0.0149822,0.0245863,0.0181,0.0405831,0.0425455,0.022697,0.0319433,0.0137147,0.0346597,0.0157402,0.0361263,0.0054563,0,0,0.0774211,0,0.039852,0.03708,0.036867,0.017031,0.0203636,0.0144595,0.0310543,0.0469819,0.0234893,0,0.0189144,0.0221942,0.0147611,0.0364722,0,0.0142561,0.0152227,0.0614334,0.0315865,0.020516,0.0214273,0.00590441,0,0,0,0
782,0.0143455,0,0,0,0.020454,0,0,0,0,0,0,0.0272073,0.0383814,0.0355063,0.0362052,0,0,0.0587693,0,0.0454129,0.0405575,0.0365123,0.0558906,0.0137614,0.0054197,0.0353284,0.00544426,0.00876231,0.0114341,0.00873243,0.0419183,0.0137665,0.0148262,0.0247428,0.0182342,0.0411914,0.0426847,0.0228827,0.0316351,0.0136452,0.0346722,0.0156592,0.0358188,0.00506203,0,0,0.0767724,0,0.0398505,0.0368789,0.0369469,0.0170311,0.0204738,0.0144688,0.0309033,0.0468939,0.0235637,0,0.0188875,0.0221804,0.014933,0.0364755,0,0.0144917,0.0153377,0.061036,0.0319578,0.0208169,0.0218699,0.00612131,0,0,0,0
783,0.0144359,0,0,0,0.0205512,0,0,0,0,0,0,0.0277899,0.0382616,0.0357457,0.0358837,0,0,0.0592599,0,0.0455521,0.0406336,0.0365169,0.056853,0.013651,0.0060446,0.0353736,0.00475883,0.00879013,0.0115666,0.0083431,0.0422777,0.0136203,0.0146799,0.0246193,0.0184044,0.0418593,0.0428747,0.0230488,0.031324,0.0136298,0.0347055,0.0155459,0.0355178,0.00476476,0,0,0.076031,0,0.0398784,0.0366215,0.0370046,0.0169581,0.0205555,0.0144672,0.0308034,0.0469685,0.0235838,0,0.0189703,0.0221399,0.0150811,0.0364586,0,0.0147271,0.0154591,0.0607245,0.0326864,0.0210712,0.0221233,0.00621054,0,0,0,0
784,0.0146154,0,0,0,0.0207551,0,0,0,0,0,0,0.0283958,0.0382631,0.0361273,0.035665,0,0,0.0595776,0,0.0456214,0.0406531,0.0365119,0.0576928,0.0135969,0.00571033,0.0356407,0.00430639,0.00886806,0.0116863,0.00828168,0.0427215,0.0134846,0.0145491,0.024177,0.0185433,0.0424194,0.0429939,0.0232547,0.0309831,0.013296,0.0347424,0.0151504,0.0352836,0.00449593,0,0,0.0752878,0,0.0399134,0.0363277,0.0369888,0.0166479,0.020683,0.0142455,0.0307639,0.046994,0.023456,0,0.0190201,0.0219807,0.0148609,0.0364562,0.0147794,0.0145906,0.0153095,0.0605713,0.0336625,0.0212702,0.0224677,0.00638733,0,0,0,0
785,0.0148462,0,0,0,0.0210787,0,0,0,0,0,0,0.0289926,0.038448,0.036393,0.0354635,0,0,0.059756,0,0.0456046,0.0406715,0.0365023,0.0582327,0.0134454,0.00403163,0.0359906,0.00422269,0.00899448,0.0118259,0.00833498,0.0429091,0.0133,0.0144247,0.0241956,0.0185951,0.0429591,0.0430677,0.0233906,0.0306978,0.0133709,0.0347567,0.0152082,0.0351087,0.00425895,0,0,0.0745946,0,0.0399445,0.0360628,0.0369831,0.0167121,0.0207179,0.0146726,0.0306581,0.0469603,0.0236481,0,0.0193041,0.0220422,0.0153292,0.0365659,0,0.0151368,0.0157858,0.0603961,0.0342849,0.0214868,0.0228309,0.00658981,0,0,0,0
786,0.0150573,0,0,0,0.0214961,0,0,0,0,0,0,0.0295452,0.0384064,0.0363363,0.0352378,0,0,0.0599938,0,0.0457199,0.040715,0.0366054,0.0584934,0.0133142,0.00289623,0.036235,0.00418228,0.00909654,0.0118882,0.00850058,0.0431448,0.0131033,0.0143192,0.0248722,0.0186461,0.0434648,0.0431837,0.0235531,0.0304303,0.0131716,0.0347753,0.0149455,0.0347812,0.0040736,0,0,0.0740364,0,0.0399459,0.0357983,0.0369855,0.0165499,0.0208594,0.0145408,0.0304377,0.0470232,0.0236424,0,0.0191392,0.0220345,0.0152832,0.0366051,0.0148803,0.0151359,0.0158674,0.0601475,0.0346712,0.0216995,0.0230665,0.00676645,0,0,0,0
787,0.0150828,0,0,0,0.0216873,0,0,0,0,0,0,0.0300166,0.038234,0.0363689,0.0351025,0,0,0.0603501,0,0.045789,0.0407726,0.036775,0.0588099,0.0133147,0.00237867,0.0364882,0.00427098,0.00921569,0.0119931,0.00869667,0.0435336,0.0131036,0.0142932,0.0251904,0.0187007,0.0439662,0.0433643,0.0236691,0.0301598,0.0135472,0.0347924,0.0149568,0.0345339,0.00397863,0,0,0.0735908,0,0.0399701,0.0355424,0.0370199,0.0166115,0.020987,0.0145326,0.0300367,0.0471098,0.0237418,0,0.0191015,0.0221431,0.0155331,0.0366826,0.0149539,0.0154308,0.0161351,0.0598572,0.0349787,0.0218609,0.0233163,0.00680005,0,0,0,0
788,0.0150986,0,0,0,0.0215879,0,0,0,0,0,0,0.0304434,0.0381291,0.0364687,0.0351242,0,0,0.0606462,0,0.0458737,0.0408191,0.0369887,0.0591149,0.0132969,0.00204391,0.0366563,0.00435344,0.00936768,0.0121421,0.00885793,0.0438664,0.0131286,0.0142924,0.0248158,0.0187323,0.0444181,0.043495,0.0237755,0.0297776,0.0141074,0.0348084,0.0151296,0.0342274,0.00385489,0,0,0.0732452,0,0.039985,0.0353817,0.0370821,0.0168243,0.0210385,0.0148512,0.0294586,0.047221,0.0239213,0,0.0193147,0.0223288,0.0160812,0.0367587,0,0.0160157,0.0166469,0.0595797,0.0351984,0.0220666,0.0236136,0.00678154,0,0,0,0
789,0.0149267,0,0,0,0.0217397,0,0,0,0,0,0,0.0308588,0.0380878,0.0364822,0.035009,0,0,0.0609625,0,0.0459983,0.0408625,0.0371845,0.0594106,0.0132594,0.00197368,0.036764,0.0046921,0.00955739,0.0122412,0.00897447,0.044191,0.0131154,0.0142908,0.0239745,0.0187386,0.0449124,0.0436525,0.0239503,0.0294127,0.014026,0.0347877,0.0148712,0.0339023,0.00382362,0,0,0.0729029,0,0.039935,0.0353394,0.0371118,0.0166183,0.0211066,0.0146074,0.0288713,0.0474273,0.0237771,0,0.0192821,0.022222,0.0159979,0.0367202,0.015084,0.0159681,0.0169591,0.0594072,0.0352164,0.0223561,0.0237659,0.00660766,0,0,0,0
790,0.0147821,0,0,0,0.0220205,0,0,0,0,0,0,0.0312892,0.0380723,0.036387,0.0348366,0,0,0.0612658,0,0.0461453,0.0407945,0.0372344,0.0595915,0.0131622,0.00206491,0.0368064,0.00512888,0.0097637,0.0123517,0.00899281,0.0444416,0.0130035,0.01427,0.0236535,0.0187663,0.0455974,0.0438184,0.0241688,0.029034,0.0143458,0.0347968,0.0147961,0.0337059,0.00390199,0,0,0.0725802,0,0.0398655,0.0353285,0.037125,0.0165953,0.0210705,0.0146242,0.0282988,0.0476267,0.0237409,0,0.0194405,0.0221911,0.0162448,0.0366979,0.015167,0.0162696,0.0176117,0.0593656,0.0356998,0.0226551,0.0238159,0.00646598,0,0,0,0
791,0.0145624,0,0,0,0.0219864,0,0,0,0,0,0,0.0318036,0.0381124,0.0363621,0.0346498,0,0,0.0615619,0,0.0462685,0.0406706,0.0371548,0.0598335,0.0130935,0.00231187,0.0367539,0.00562005,0.00995359,0.0124998,0.00923819,0.0445822,0.0128589,0.014265,0.0236916,0.0187977,0.0465561,0.0440296,0.0244206,0.0286465,0.0146982,0.0348588,0.0146686,0.0335717,0.00408723,0,0,0.0722825,0,0.0398235,0.0353167,0.0371471,0.016552,0.0209861,0.0147173,0.0277286,0.0477685,0.0237048,0,0.0195239,0.0221127,0.0165386,0.0366903,0.0152631,0.0166509,0.0181261,0.0592458,0.0363192,0.0229957,0.0236382,0.00631476,0,0,0,0
792,0.0143812,0,0,0,0.0217985,0,0,0,0,0,0,0.032259,0.0382024,0.0363777,0.034433,0,0,0.0617127,0,0.0463134,0.040539,0.0369602,0.0602373,0.01299,0.00266396,0.0366071,0.00624733,0.0102279,0.0126094,0.00961347,0.0449857,0.012861,0.0142923,0.0237866,0.0188633,0.0474514,0.0441538,0.0247209,0.0282745,0.0149791,0.0349001,0.0145139,0.0334722,0.00439664,0,0,0.0720452,0,0.039771,0.0353396,0.0372123,0.0165097,0.020905,0.0148286,0.0271529,0.0478561,0.0237531,0,0.0195774,0.0220367,0.0168889,0.0366118,0.0154013,0.0171122,0.0184736,0.0592275,0.0373559,0.0233592,0.0233369,0.00618106,0,0,0,0
793,0.0141406,0,0,0,0.0216429,0,0,0,0,0,0,0.0325985,0.0383008,0.0363203,0.0343006,0,0,0.0617508,0,0.0463377,0.0404173,0.0368469,0.0607504,0.012796,0.00302962,0.0364571,0.00705373,0.010551,0.0127085,0.0100043,0.0454922,0.0129159,0.0143208,0.0240417,0.0189462,0.0485695,0.0442408,0.0250215,0.0279312,0.0151507,0.0349211,0.0143518,0.0334795,0.00488948,0,0,0.0717751,0,0.0397248,0.0355456,0.0372329,0.0165418,0.0208558,0.0150262,0.0266071,0.0478588,0.0238488,0,0.0196738,0.022005,0.0173001,0.0365049,0.0156154,0.0176635,0.0186524,0.059222,0.0380875,0.0237371,0.0229431,0.00602611,0,0,0,0
794,0.0139366,0,0,0,0.0212734,0,0,0,0,0,0,0.0328727,0.0383061,0.0358205,0.0341735,0,0,0.0618271,0,0.0463949,0.0403897,0.0368665,0.0612898,0.0125538,0.00344293,0.0363535,0.00693728,0.0109322,0.0128983,0.0103579,0.0460014,0.0129892,0.0143889,0.0239995,0.0190276,0.0499323,0.0441674,0.025262,0.0276771,0.0152976,0.0349509,0.0142215,0.0335082,0.00490368,0,0,0.071408,0,0.0396705,0.0356798,0.0372807,0.0165908,0.0207825,0.015286,0.0262058,0.0473414,0.0238798,0,0.0197521,0.0219699,0.0177428,0.0364418,0.0156835,0.0182636,0.018871,0.0587489,0.0386202,0.0241204,0.0227451,0.00580586,0,0,0,0
795,0.013524,0,0,0,0.0208961,0,0,0,0,0,0,0.0330832,0.0383036,0.0351519,0.0339188,0,0,0.0620026,0,0.0464238,0.0404128,0.03692,0.0617881,0.0123566,0.0038989,0.03633,0.00709468,0.0114059,0.0132233,0.0106995,0.0465083,0.0130463,0.01454,0.0240116,0.0191218,0.0514609,0.0442709,0.0254262,0.0274764,0.0155167,0.0350482,0.0141332,0.0335015,0.00500915,0,0,0.0710913,0,0.0396545,0.0357643,0.0373719,0.0166439,0.0207115,0.0155477,0.0259108,0.0467667,0.0238685,0,0.019852,0.0219176,0.0182649,0.0364675,0.0159105,0.0189187,0.0193458,0.0580402,0.0390159,0.0244612,0.0224296,0.00550351,0,0,0,0
