Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71
1340,0,0,0,0,0.00964072,0.00182847,0,0,0.0442167,0.0196039,0.0199955,0.00281656,0,0,0.0317762,0,0.020382,0.0139993,0.0422413,0.0240083,0.0154749,0.017573,0.00531157,0.0317801,0.0131852,0.0217486,0.0153292,0.0600728,0.0218792,0.0249135,0.0171466,0.0253402,0.0569032,0.028917,0.0167807,0.00495429,0.0153506,0.0274129,0.0135815,0.00342476,0.00886252,0,0,0.00546455,0,0.0138529,0.00339831,0.0599487,0.0148534,0.0129967,0.022466,0.00393853,0.0222093,0.0139819,0.0639041,0.0172511,0.024534,0.0141923,0.0160096,0.00513018,0.0134511,0.0151402,0.0115345,0.00413804,0.00665789,0.00124616,0.0094166,0,0,0,0,0
1341,0,0,0,0,0.0100029,0.00182297,0,0,0.0440509,0.0194981,0.0200542,0.00278805,0,0,0.0321232,0,0.0204252,0.01423,0.0421726,0.0247647,0.0154723,0.0176832,0.00531806,0.0323077,0.0132087,0.0218373,0.015581,0.060107,0.022036,0.0250619,0.0170648,0.0257246,0.0567253,0.0292998,0.016795,0.00496604,0.015024,0.0273494,0.0134445,0.00357725,0.00911827,0,0,0.00554518,0,0.0138879,0.00334841,0.0597422,0.0148738,0.0127872,0.0225391,0.0038549,0.0229472,0.0141062,0.0638933,0.0173835,0.0246358,0.0142955,0.0160724,0.00522986,0.0136086,0.0146856,0.0118046,0.00412768,0.00678797,0.00130255,0.00966879,0,0,0,0,0
1342,0,0,0,0,0.0103547,0.00186372,0,0,0.0440179,0.0194217,0.0201885,0.00301175,0,0,0.0324948,0,0.0204786,0.0144475,0.0419638,0.0253548,0.0154408,0.0177693,0.00549048,0.0329359,0.0134673,0.0220352,0.0157929,0.0600696,0.022309,0.0253752,0.0171666,0.0260411,0.0567381,0.0297355,0.0168165,0.00495204,0.0148297,0.0273096,0.0133244,0.00393369,0.00938181,0,0,0.0055206,0,0.0139356,0.00331819,0.0596663,0.0147778,0.0126115,0.0226649,0.0035345,0.0237036,0.0142356,0.063985,0.0174598,0.0248352,0.0144679,0.0161394,0.00534066,0.0137936,0.0143999,0.0121214,0.00415115,0.00693876,0.00140762,0.00996597,0,0,0,0,0
1343,0,0,0,0,0.0106639,0.00182111,0,0,0.044076,0.0194461,0.0203434,0.00296626,0,0,0.0327806,0,0.0205199,0.0146223,0.0417436,0.0257589,0.0154398,0.0178238,0.00593471,0.0334423,0.0136484,0.0221619,0.016006,0.0600512,0.0226301,0.0256915,0.0173441,0.0262642,0.0568207,0.0300404,0.0168276,0.00494338,0.0146971,0.0272195,0.0132369,0.00374706,0.0097944,0,0,0.00541391,0,0.0139676,0.00330529,0.0596971,0.0145305,0.0127963,0.0228865,0.00379774,0.0243346,0.0142768,0.0638667,0.0173237,0.0249935,0.0146368,0.0162911,0.0054716,0.0139868,0.0141191,0.0123564,0.00421682,0.00704385,0.00146765,0.0103325,0,0,0,0,0
1344,0,0,0,0,0.0109893,0.00188966,0,0,0.0439163,0.0194178,0.0203581,0.00322313,0,0,0.0330299,0,0.0204966,0.0147447,0.0416837,0.0264795,0.0155221,0.0178206,0.00619178,0.0339912,0.0136958,0.0222312,0.016195,0.0600766,0.0228241,0.0257867,0.0173381,0.0265376,0.0567629,0.0303443,0.0168287,0.00490965,0.0146534,0.0270983,0.0130551,0.0037044,0.0101913,0,0,0.00549803,0,0.0140365,0.00325395,0.0594434,0.014118,0.012653,0.0230221,0.00381888,0.0250181,0.0143236,0.0638829,0.0171739,0.0251875,0.0147563,0.0163503,0.00558356,0.0142205,0.0139975,0.0126234,0.00429786,0.00717689,0.00153625,0.0107331,0,0,0,0,0
1345,0,0,0,0,0.0113196,0.00194601,0,0,0.0439585,0.0193515,0.0203997,0.00346172,0,0,0.033301,0,0.0204513,0.0148656,0.0416925,0.0272915,0.0156162,0.0177627,0.00642374,0.0346227,0.0136745,0.0222874,0.0163681,0.0601694,0.0229799,0.0258266,0.017358,0.0267726,0.0568046,0.0307621,0.0168488,0.00484446,0.0145894,0.0270016,0.0128474,0.00332679,0.0107082,0,0,0.00555835,0,0.0140804,0.00328322,0.0591339,0.0139201,0.0125672,0.0231049,0.00386075,0.0256399,0.0143332,0.0638739,0.0170839,0.0253292,0.0149118,0.0164123,0.00571047,0.014475,0.0139097,0.0129059,0.00439386,0.00720575,0.00162554,0.0112332,0,0,0,0,0
1346,0,0,0,0,0.0117235,0.00204791,0,0,0.0442085,0.0193632,0.0204517,0.00327973,0,0,0.0335842,0,0.0204297,0.0150191,0.0416038,0.0277947,0.0156265,0.0178113,0.00630424,0.0353639,0.0137991,0.0224298,0.0166091,0.0602621,0.0231709,0.025938,0.0173706,0.0269696,0.0570737,0.0312211,0.0168698,0.0048086,0.014561,0.0268888,0.0127603,0.00284924,0.0111518,0,0,0.00575738,0,0.0140742,0.0033268,0.0591534,0.0140103,0.0125633,0.0232585,0.00393568,0.0262774,0.0143909,0.0638928,0.0171555,0.0254544,0.0151143,0.016495,0.00581701,0.0147501,0.0138661,0.0132796,0.00445836,0.00724299,0.00173317,0.0117086,0,0,0,0,0
1347,0,0,0,0,0.0121022,0.00212954,0,0,0.0445653,0.0193632,0.0205934,0.00311437,0,0,0.0337689,0,0.0204093,0.0151672,0.0415294,0.0279791,0.0156551,0.0179469,0.00619244,0.0359105,0.014025,0.022661,0.0168223,0.060311,0.0234663,0.0262159,0.0174326,0.0271266,0.0574793,0.0313741,0.0168913,0.00479087,0.0145979,0.0268109,0.0127344,0.00260978,0.0114724,0,0,0.00597294,0,0.0140755,0.00333558,0.0591984,0.0141789,0.0125459,0.0234297,0.00404531,0.0268944,0.0144936,0.0639244,0.017288,0.0256384,0.0153322,0.0165773,0.00589854,0.0151206,0.0138815,0.0136637,0.00457394,0.00726265,0.00177794,0.0120525,0,0,0,0,0
1348,0,0,0,0,0.012517,0.00219509,0,0,0.0448258,0.0193218,0.0207256,0.0030387,0,0,0.0338595,0,0.0203787,0.0152282,0.0414698,0.0281527,0.0156855,0.0180172,0.00645352,0.0362901,0.0142171,0.0228864,0.0169903,0.0603364,0.0237675,0.0264828,0.0174497,0.0273229,0.0578205,0.0314976,0.0169012,0.00480136,0.014634,0.0266384,0.0127386,0.00251899,0.0117972,0,0,0.00632584,0,0.0140904,0.00338752,0.0591532,0.0143474,0.0125069,0.0236324,0.0041321,0.0274266,0.0147227,0.0639595,0.0174289,0.025973,0.0154888,0.0166531,0.00598946,0.0156732,0.0139135,0.0140513,0.00465079,0.007331,0.00179772,0.0123488,0,0,0,0,0
1349,0,0,0,0,0.0129257,0.00230631,0,0,0.0451049,0.0192502,0.020811,0.00302391,0,0,0.0339147,0,0.0203471,0.0152102,0.041402,0.0285198,0.0157202,0.0180866,0.00661151,0.0367121,0.0143614,0.0231446,0.0171299,0.0603486,0.0241298,0.0267662,0.0175405,0.0275318,0.0581992,0.0317157,0.0169016,0.00485156,0.014699,0.0263994,0.0127449,0.00252192,0.0121348,0,0,0.0065803,0,0.0141506,0.0035911,0.0590693,0.0145144,0.0124902,0.0238061,0.00417271,0.027955,0.0150093,0.0639932,0.0175539,0.0264037,0.0156023,0.0167661,0.00609582,0.0160546,0.0140023,0.0143891,0.00471857,0.00738539,0.00180573,0.0126684,0,0,0,0,0
1350,0,0,0,0,0.0134977,0.00293496,0,0,0.0454742,0.0190375,0.0208687,0.00295963,0,0,0.0324442,0,0.0205978,0.0144234,0.0413091,0.028895,0.0157708,0.0182822,0.00654998,0.0372117,0.0145128,0.0234871,0.0172729,0.0603521,0.0243817,0.0270756,0.0175871,0.0277059,0.0587492,0.0309854,0.0169487,0.00516513,0.0145924,0.0259645,0.0127329,0.00254373,0.0124885,0,0,0.00691852,0,0.014182,0.00383885,0.0589991,0.0145407,0.01247,0.0239939,0.00419626,0.0271517,0.01524,0.0639959,0.017653,0.0268582,0.015773,0.0168611,0.00620524,0.0163078,0.0143728,0.0144486,0.00467821,0.00705439,0.00216224,0.0132417,0,0,0,0,0
1351,0,0,0,0,0.0138427,0.00318776,0,0,0.045813,0.0190174,0.0209737,0.00274833,0,0,0.0326048,0,0.0206025,0.0144667,0.0412555,0.0293896,0.0158394,0.0184314,0.00646468,0.0376648,0.014603,0.0237611,0.0173956,0.0603721,0.0245892,0.0273533,0.0175246,0.0279327,0.059224,0.0312231,0.0169305,0.00520573,0.0147547,0.0254997,0.0127728,0.00260267,0.0126962,0,0,0.00729538,0,0.0142272,0.00410737,0.0589221,0.0146533,0.0125248,0.0242248,0.00418805,0.0270998,0.0154507,0.0640192,0.0177736,0.0272958,0.0160749,0.0169436,0.00632449,0.0164504,0.0144968,0.0147235,0.00486693,0.00701888,0.0022383,0.0135675,0,0,0,0,0
1352,0,0,0,0,0.014125,0.00342264,0,0,0.046136,0.0190495,0.0211121,0.00258088,0,0,0.0326196,0,0.0205969,0.0144595,0.0412094,0.0298435,0.0158376,0.0185395,0.00645422,0.0379764,0.0146915,0.023971,0.0174797,0.0603796,0.0247914,0.0276045,0.0175117,0.0281594,0.0595562,0.0313523,0.0169031,0.00525511,0.0149512,0.0249682,0.0127871,0.002658,0.0129261,0,0,0.00786684,0,0.0142814,0.00443657,0.0588355,0.0147647,0.0125599,0.0243719,0.00424648,0.0269862,0.0156336,0.0640342,0.0179293,0.0276348,0.0165181,0.0170192,0.00643765,0.0165082,0.0146477,0.0149686,0.0050179,0.00701991,0.00227442,0.0139027,0,0,0,0,0
1353,0,0,0,0,0.0145424,0.00361608,0,0,0.0463715,0.0190951,0.021236,0.00245703,0,0,0.0326335,0,0.0206017,0.014449,0.0411835,0.0302323,0.0158266,0.0185907,0.00645896,0.0382001,0.0147793,0.0241104,0.01757,0.0603618,0.0249543,0.0278122,0.0175479,0.028351,0.0598366,0.0314683,0.0168651,0.00530434,0.0151691,0.0244865,0.0127646,0.00270231,0.0132558,0,0,0.00832073,0,0.0143876,0.00463067,0.0588034,0.0148322,0.0125445,0.024435,0.00430809,0.0267583,0.0158415,0.0640456,0.0180682,0.027957,0.0168127,0.0170944,0.00653772,0.0166996,0.0147903,0.0152086,0.00509683,0.00693916,0.00229357,0.0142594,0,0,0,0,0
1354,0,0,0,0,0.0149596,0.00375967,0,0,0.0465434,0.0190528,0.0213026,0.00244967,0,0,0.0326369,0,0.0205738,0.0144399,0.0411589,0.0305892,0.0158089,0.0186429,0.0064977,0.0383885,0.0148725,0.0242604,0.0176581,0.0603857,0.0251694,0.0279723,0.0175923,0.0285191,0.0601427,0.0315738,0.0168408,0.00535857,0.0153117,0.0239961,0.0127628,0.00273168,0.0136115,0,0,0.00875366,0,0.0145459,0.00462398,0.0587803,0.0149743,0.0125118,0.0244671,0.00435324,0.0263848,0.0160179,0.0640495,0.0181932,0.0282415,0.0169314,0.0171821,0.00661526,0.0169286,0.0149734,0.0153744,0.00524446,0.00681704,0.00230222,0.0145786,0,0,0,0,0
1355,0,0,0,0,0.015235,0.00387807,0,0,0.0467379,0.018957,0.0213387,0.00274688,0,0,0.0326252,0,0.0204867,0.0144144,0.0411518,0.0309465,0.0157932,0.0187389,0.00648093,0.0385084,0.0150037,0.024449,0.0177512,0.0604826,0.0253326,0.0280881,0.017619,0.0286659,0.0604462,0.0316297,0.0167918,0.00538806,0.0155375,0.0235421,0.0127847,0.00271908,0.0138948,0,0,0.00921478,0,0.0147203,0.00456879,0.0587098,0.0152851,0.0125155,0.0245125,0.00431922,0.0259847,0.0161903,0.0640718,0.0182868,0.0284687,0.0170491,0.0172644,0.00668659,0.0171391,0.0152153,0.0154781,0.00538113,0.00671717,0.00236931,0.0148324,0,0,0,0,0
1356,0,0,0,0,0.0154155,0.00398577,0,0,0.0468644,0.0189168,0.0214126,0.00277218,0,0,0.0325651,0,0.020453,0.0143529,0.0411307,0.0312889,0.015775,0.0188515,0.00639737,0.0385494,0.0150101,0.0245389,0.017837,0.0605218,0.0253745,0.0281493,0.0176101,0.0288085,0.0605494,0.0315963,0.0167296,0.00541621,0.0158309,0.0232008,0.012749,0.00264605,0.0141266,0,0,0.00961445,0,0.0148823,0.00469862,0.0586504,0.0155095,0.0124998,0.0245961,0.00427764,0.0256565,0.0163394,0.0641334,0.0183786,0.0286803,0.0172212,0.0173251,0.00676648,0.017339,0.0154792,0.0155467,0.00547814,0.00663351,0.00251366,0.0149962,0,0,0,0,0
1357,0,0,0,0,0.0155822,0.00409585,0,0,0.0468827,0.0188884,0.0214495,0.00266709,0,0,0.0323757,0,0.0204665,0.0142113,0.0411103,0.0315723,0.0157272,0.0188612,0.00633066,0.0385106,0.0149654,0.0245383,0.0179443,0.0605594,0.0253596,0.028149,0.0175573,0.0289261,0.060614,0.0314899,0.0166325,0.00552247,0.0159982,0.0228875,0.0127296,0.00253925,0.0142933,0,0,0.00988266,0,0.0150275,0.00494357,0.0586516,0.0155674,0.0124646,0.0246703,0.00430695,0.025312,0.0164615,0.0641924,0.0184342,0.0288728,0.0174565,0.0173788,0.00682573,0.0175342,0.0157492,0.0155851,0.00550752,0.00671831,0.0027043,0.0151427,0,0,0,0,0
1358,0,0,0,0,0.0157337,0.0041935,0,0,0.0468832,0.0188763,0.0214361,0.00269116,0,0,0.0319558,0,0.0204985,0.0139311,0.0410694,0.0316876,0.0156788,0.018818,0.00633987,0.0383252,0.0149667,0.0245109,0.0180478,0.0605938,0.0253854,0.0281088,0.0174947,0.02899,0.0606412,0.0311286,0.0164814,0.00571381,0.0161505,0.0226073,0.0126729,0.00241186,0.0143944,0,0,0.0100235,0,0.0151918,0.00519236,0.058648,0.0156047,0.0124129,0.0247336,0.00439294,0.0249726,0.0165045,0.0642266,0.0184928,0.0289575,0.0176542,0.0174126,0.00686838,0.0176517,0.0160266,0.0155937,0.00544006,0.00687248,0.00291156,0.0153136,0,0,0,0,0
1359,0,0,0,0,0.0159461,0.00437496,0,0,0.0469123,0.0188166,0.0214311,0.00274811,0,0,0.0315302,0,0.0205318,0.0136796,0.0410133,0.0315479,0.0156867,0.0188273,0.00643397,0.0381105,0.0150418,0.0245117,0.0181505,0.0605992,0.0254779,0.028077,0.0174368,0.0290342,0.0606854,0.0307516,0.0163885,0.00586815,0.0163467,0.0225333,0.0126071,0.00234426,0.0144581,0,0,0.0100676,0,0.01527,0.00536692,0.058636,0.0156474,0.012404,0.0248075,0.00445813,0.0248806,0.0165711,0.0642555,0.0185536,0.0290561,0.0178192,0.0174658,0.00695693,0.0176977,0.016259,0.0156362,0.00538407,0.00695992,0.00313038,0.0154791,0,0,0,0,0
1360,0,0,0,0,0.0161897,0.00458105,0,0,0.0469757,0.0188163,0.0214085,0.00281989,0,0,0.0310983,0,0.0205499,0.0134212,0.040998,0.0314516,0.0157026,0.0188787,0.00649648,0.0378003,0.0151457,0.024568,0.0182259,0.0606798,0.0255884,0.0280972,0.0174044,0.0290859,0.0607611,0.0304267,0.016307,0.00597754,0.0165495,0.0224654,0.012538,0.00230201,0.0145324,0,0,0.0101227,0,0.0153516,0.00559827,0.0586373,0.0155545,0.0124267,0.0248989,0.00448851,0.0247177,0.016664,0.0642456,0.0186084,0.0291916,0.0179319,0.0175225,0.00702547,0.0176721,0.0164777,0.0156663,0.00533055,0.00714929,0.003357,0.0156267,0,0,0,0,0
1361,0,0,0,0,0.01627,0.0047644,0,0,0.0469074,0.0188014,0.0213495,0.00300338,0,0,0.0307218,0,0.0205372,0.0132218,0.0409966,0.0315884,0.0156734,0.0189434,0.00653464,0.0374318,0.0152666,0.0247149,0.0183444,0.060816,0.0256608,0.0281471,0.0173985,0.0291581,0.0607944,0.0301,0.0162452,0.00603758,0.0167385,0.0223281,0.0125168,0.00230077,0.0145316,0,0,0.0102357,0,0.015342,0.00585725,0.0586446,0.015229,0.0124431,0.0249717,0.00454096,0.0245423,0.0167511,0.0642448,0.0186753,0.0293422,0.0180494,0.0175603,0.00707628,0.0176021,0.0166897,0.0157273,0.0053552,0.00735502,0.00364576,0.0156625,0,0,0,0,0
1362,0,0,0,0,0.0162548,0.00496412,0,0,0.0468475,0.0187524,0.0213404,0.00317303,0,0,0.0304451,0,0.020545,0.0130989,0.0409815,0.0319154,0.0156618,0.019009,0.00662649,0.0370374,0.0153685,0.0248412,0.0184378,0.0608989,0.0256676,0.028202,0.0174508,0.0292432,0.0608263,0.0296893,0.016231,0.00604747,0.0169175,0.0222018,0.0125204,0.00231143,0.0144747,0,0,0.0104378,0,0.0152712,0.00605659,0.0585985,0.0152627,0.0124529,0.0250242,0.0046114,0.0244214,0.016809,0.0642487,0.018755,0.0294891,0.0182236,0.0175789,0.00712286,0.0176948,0.0169063,0.0158392,0.00538276,0.00750399,0.00398716,0.0156304,0,0,0,0,0
1363,0,0,0,0,0.0163274,0.00520406,0,0,0.0468336,0.0187102,0.0213728,0.00306763,0,0,0.0302673,0,0.0205811,0.0130191,0.0409459,0.0323543,0.0156749,0.0190428,0.00673348,0.0366469,0.0154032,0.0248908,0.0184521,0.0609068,0.02568,0.0282423,0.0175167,0.0293327,0.0608598,0.0295299,0.0162569,0.00602145,0.0170848,0.0220191,0.0125064,0.00230399,0.0144338,0,0,0.0108921,0,0.0153367,0.00630728,0.0583825,0.0155203,0.0124028,0.0250491,0.00467583,0.0242879,0.0168624,0.0642279,0.0187904,0.0295854,0.0184183,0.0176141,0.00715839,0.0180953,0.0170826,0.0160019,0.00544202,0.00774623,0.00430071,0.0155431,0,0,0,0,0
1364,0,0,0,0,0.0163702,0.00541606,0,0,0.0468152,0.0186616,0.0214251,0.00301782,0,0,0.0301911,0,0.0206208,0.0130056,0.0408995,0.0325617,0.0156695,0.0190424,0.00680289,0.0362893,0.0154144,0.0249198,0.0184719,0.0609009,0.0257521,0.0282697,0.0174777,0.0294065,0.0609206,0.0294503,0.0163134,0.00597197,0.0172102,0.0217466,0.0124499,0.00231501,0.0144168,0,0,0.0112855,0,0.0155126,0.00656542,0.0581565,0.0153864,0.0123452,0.0250668,0.00475999,0.0239699,0.0169091,0.0642095,0.0187991,0.029683,0.0184294,0.0176546,0.00720162,0.018331,0.0172209,0.0160851,0.00559244,0.00787647,0.00459325,0.0154443,0,0,0,0,0
1365,0,0,0,0,0.0164143,0.00559321,0,0,0.04672,0.0185845,0.0214362,0.00313448,0,0,0.0302122,0,0.0206487,0.0130549,0.0408608,0.0326123,0.015601,0.0190363,0.00687533,0.0360151,0.0154501,0.0249442,0.0185517,0.0609835,0.0258159,0.0282301,0.0174119,0.0294886,0.0608931,0.0293976,0.0164068,0.00588598,0.0173679,0.0213396,0.0124598,0.00238885,0.0143118,0,0,0.0115601,0,0.0157939,0.00679211,0.0582934,0.0152997,0.0124167,0.0251581,0.00482999,0.0235356,0.017009,0.0642932,0.018863,0.02985,0.0183272,0.0176858,0.00725239,0.0184292,0.0173753,0.0160965,0.00581977,0.00807024,0.00490466,0.0153668,0,0,0,0,0
1366,0,0,0,0,0.0163774,0.00584239,0,0,0.0465612,0.0185412,0.0213972,0.00331502,0,0,0.0302495,0,0.0206185,0.0131046,0.0408221,0.0325815,0.015558,0.019027,0.00695971,0.0356693,0.0154507,0.0248798,0.0186263,0.0610728,0.0257761,0.028117,0.01733,0.0295625,0.0608152,0.0292264,0.0164701,0.00579984,0.0175636,0.021014,0.0124537,0.00244816,0.0140426,0,0,0.0117773,0,0.0161763,0.00695301,0.0583897,0.0154854,0.012477,0.0252297,0.004908,0.0230371,0.017103,0.064343,0.0189451,0.0299968,0.0182916,0.0177037,0.00727783,0.0185035,0.0175703,0.0160287,0.00613923,0.00830203,0.00519013,0.015209,0,0,0,0,0
1367,0,0,0,0,0.0161494,0.00615657,0,0,0.0466108,0.0185295,0.0214048,0.00334383,0,0,0.0303286,0,0.0205804,0.0131616,0.0407658,0.0325249,0.0155522,0.0190621,0.00709639,0.0350491,0.0154277,0.024835,0.0186571,0.061089,0.0257826,0.0281142,0.0173499,0.0295833,0.0608866,0.0292135,0.0165028,0.00570999,0.0177697,0.0208176,0.0124266,0.00243233,0.0135452,0,0,0.0120646,0,0.0165412,0.00728627,0.058267,0.0158652,0.0124547,0.0253006,0.00504015,0.0222772,0.0171398,0.0643405,0.0189774,0.030096,0.0183081,0.0177238,0.00731103,0.0186021,0.0177551,0.0158724,0.00658592,0.00882447,0.00552157,0.0148141,0,0,0,0,0
1368,0,0,0,0,0.0157278,0.00631217,0,0,0.0466437,0.0185463,0.0214053,0.00337457,0,0,0.0303463,0,0.0205268,0.013154,0.0406741,0.0326099,0.0155788,0.0190737,0.00731628,0.0346136,0.0153692,0.0247805,0.0186776,0.0611537,0.0257916,0.0280519,0.0174116,0.0296136,0.0609135,0.0290919,0.0165483,0.00559001,0.0179417,0.020936,0.0123819,0.00242641,0.0128871,0,0,0.0123852,0,0.0165787,0.00784367,0.0579971,0.0160129,0.0124291,0.0253234,0.00522919,0.0215292,0.0171352,0.0643031,0.0189649,0.0301453,0.018314,0.0177542,0.007347,0.0186871,0.0179427,0.0157629,0.00706975,0.00953736,0.00579972,0.014288,0,0,0,0,0
1369,0,0,0,0,0.0153169,0.00634528,0,0,0.0467081,0.0185731,0.0213984,0.00323692,0,0,0.0303094,0,0.0204953,0.0131021,0.0406157,0.0326524,0.015611,0.0191227,0.00759115,0.0342537,0.0153701,0.0247726,0.018707,0.0612632,0.0258357,0.0280602,0.017449,0.0296255,0.0609743,0.0289166,0.0165969,0.00548337,0.018057,0.0212036,0.012351,0.00247525,0.0122637,0,0,0.0128016,0,0.0164459,0.00856961,0.0579623,0.0159972,0.0124466,0.0253529,0.0054477,0.0205741,0.0172001,0.0643265,0.0190184,0.0302027,0.0183555,0.0177843,0.00740314,0.0187897,0.018133,0.0156704,0.00734423,0.0101409,0.00594089,0.0137518,0,0,0,0,0
1370,0,0,0,0,0.0150671,0.0063158,0,0,0.0468071,0.0186303,0.0214006,0.00306889,0,0,0.0302098,0,0.020488,0.0130109,0.0406021,0.0326648,0.0156154,0.0191554,0.00784837,0.0339994,0.0153973,0.0247988,0.0187147,0.0614055,0.0258448,0.0281095,0.0174133,0.0296311,0.0610917,0.0287675,0.0166394,0.00543561,0.0181359,0.0213609,0.0123164,0.00253901,0.0118433,0,0,0.0131507,0,0.016328,0.00909438,0.0581426,0.015981,0.0125208,0.0254334,0.0056457,0.0195202,0.0173049,0.0643973,0.0191418,0.0303282,0.0185536,0.0178182,0.00747616,0.0189345,0.0183142,0.0155265,0.00721073,0.0103506,0.00596658,0.0133275,0,0,0,0,0
1371,0,0,0,0,0.0149828,0.00632381,0,0,0.0469862,0.0187112,0.0214352,0.00305331,0,0,0.0300434,0,0.0204883,0.0128867,0.0406029,0.0325606,0.0156327,0.0192086,0.00803137,0.0338923,0.015454,0.0248531,0.0187254,0.0615217,0.0258791,0.0282276,0.0174603,0.029593,0.0613096,0.0286588,0.0166603,0.00544573,0.0182464,0.0213989,0.0122485,0.00259528,0.0115723,0,0,0.0134769,0,0.0163687,0.00930132,0.0582004,0.0159718,0.0125818,0.0254921,0.005805,0.0185096,0.0173629,0.064448,0.0191984,0.0304242,0.0189596,0.0178351,0.00751651,0.0190811,0.0185151,0.0152592,0.0069467,0.010316,0.00595505,0.0129865,0,0,0,0,0
1372,0,0,0,0,0.0149417,0.00628711,0,0,0.047078,0.0187905,0.021449,0.00332589,0,0,0.0298698,0,0.0204976,0.012761,0.040559,0.0325529,0.0156135,0.019254,0.00816361,0.0338724,0.0154633,0.0248651,0.0187673,0.0616214,0.0258582,0.0282765,0.0175277,0.0295551,0.0614683,0.0285397,0.0166631,0.00545698,0.0183794,0.0211787,0.0121208,0.00260062,0.0113981,0,0,0.0139273,0,0.0167706,0.00950214,0.0581811,0.0159768,0.0126481,0.0254951,0.00591393,0.0172126,0.017376,0.0644699,0.0191798,0.0304519,0.0191031,0.0178165,0.00743942,0.0191963,0.0187,0.0148317,0.00714496,0.0104848,0.00594093,0.0127438,0,0,0,0,0
1373,0,0,0,0,0.0149376,0.00613586,0,0,0.0471883,0.0188592,0.0214641,0.00346948,0,0,0.0297738,0,0.0204502,0.012678,0.04054,0.0325386,0.0155879,0.0192552,0.00826394,0.033978,0.0154595,0.0248765,0.0187497,0.0615925,0.0258892,0.0283266,0.0176134,0.0295821,0.0616568,0.0285287,0.0166682,0.00547007,0.0184998,0.0214178,0.0120253,0.00253951,0.0113928,0,0,0.0137012,0,0.0163564,0.0092474,0.0581707,0.0160391,0.0126583,0.0255237,0.0059313,0.0184601,0.0173845,0.0645069,0.0192249,0.0304798,0.018949,0.0178248,0.0072502,0.0192287,0.0188347,0.0147804,0.00680066,0.010098,0.00582514,0.0127006,0,0,0,0,0
1374,0,0,0,0,0.0149012,0.00598176,0,0,0.0473103,0.0188652,0.0214817,0.00352026,0,0,0.0297398,0,0.0204411,0.0126439,0.040518,0.0325914,0.0155492,0.0192185,0.00840708,0.0340612,0.0153755,0.0248901,0.0187446,0.0615653,0.0259432,0.0283512,0.0175989,0.0296148,0.0618191,0.0286141,0.0166689,0.00546611,0.0185935,0.0213915,0.0120856,0.00249549,0.0114512,0,0,0.0136193,0,0.0162599,0.00893742,0.0581991,0.016078,0.0126612,0.0255486,0.00593822,0.018806,0.0173935,0.0645194,0.0192683,0.0304985,0.0188153,0.0178251,0.00714264,0.0192105,0.0189028,0.0145666,0.00678719,0.00980515,0.00569305,0.0127624,0,0,0,0,0
1375,0,0,0,0,0.0149642,0.00583937,0,0,0.0474013,0.0188417,0.0214475,0.00358524,0,0,0.0297448,0,0.0204162,0.0126497,0.0404687,0.0327529,0.0155177,0.0192034,0.00856003,0.0341217,0.0152679,0.0248438,0.0187439,0.0615942,0.0260014,0.0283653,0.0175511,0.0296802,0.0620026,0.028745,0.0166615,0.00546709,0.0186887,0.0215003,0.0121329,0.00246084,0.0115502,0,0,0.0133524,0,0.0160247,0.00854122,0.0582377,0.0159476,0.0126428,0.0255919,0.0059656,0.0190765,0.0174512,0.0645257,0.0192979,0.0305364,0.0187894,0.0178342,0.00710104,0.0191929,0.018935,0.0143667,0.00657265,0.00944287,0.00560985,0.012893,0,0,0,0,0
1376,0,0,0,0,0.0150589,0.00568773,0,0,0.0474448,0.0188024,0.0214188,0.00367808,0,0,0.0297828,0,0.0203901,0.0126819,0.040377,0.0330148,0.0154866,0.0191974,0.00851581,0.0341634,0.01517,0.0247684,0.0187439,0.061646,0.0259528,0.0283742,0.0174587,0.0297855,0.0621766,0.028758,0.016676,0.00542114,0.0187496,0.021741,0.0121186,0.00246337,0.0116735,0,0,0.0130233,0,0.0156168,0.00827728,0.0582188,0.0156037,0.012645,0.0255882,0.00599519,0.0192052,0.0174996,0.0645147,0.0193191,0.0305841,0.0188637,0.0178486,0.00718905,0.0191846,0.0189558,0.0142287,0.00613007,0.00904908,0.00559635,0.0130212,0,0,0,0,0
