Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,x72
36,0,0,0,0,0.00940379,0.00428782,0,0,0.0270581,0.0215254,0.0209313,0.00938267,0,0,0.0129727,0,0.0210224,0.00790176,0.0452609,0.022235,0.0174532,0.0204091,0.00870614,0.00915403,0.0105235,0.0133701,0.0209314,0.0493417,0.0154855,0.0136562,0.012314,0.026135,0.0305238,0.0115569,0.0194299,0.0028665,0.0405234,0.0215549,0.0174109,0.00191927,0.0118128,0,0,0.10204,0,0.0176781,0.0739491,0.061806,0.0133181,0.0136419,0.0261286,0.00641557,0.118266,0.0178922,0.0553716,0.0230843,0.0284621,0.0177811,0.0109049,0.00769753,0.0192478,0.0450483,0.043626,0.0401241,0.0244444,0.00378694,0.0102968,0,0,0,0,0,0
37,0,0,0,0,0.0093178,0.00414966,0,0,0.0268052,0.0215959,0.0208714,0.00936747,0,0,0.0128878,0,0.0210154,0.00781813,0.0452517,0.0221639,0.0174486,0.0203212,0.00869305,0.00909255,0.0105597,0.0132975,0.0208691,0.0493626,0.0155546,0.0137231,0.0123642,0.0261095,0.0302317,0.0114534,0.0194451,0.00284746,0.0404863,0.0218846,0.0173877,0.00192629,0.0118492,0,0,0.102179,0,0.0177518,0.0741915,0.0617982,0.0132699,0.0136232,0.0260658,0.00638866,0.118236,0.0178443,0.0553926,0.023027,0.0284046,0.017739,0.0108756,0.00767724,0.0193241,0.0449327,0.0438594,0.0403948,0.0245895,0.00360894,0.0102458,0,0,0,0,0,0
38,0,0,0,0,0.00918666,0.00394728,0,0,0.0268237,0.0216968,0.0207335,0.00933531,0,0,0.0127702,0,0.020973,0.00768867,0.045229,0.0222388,0.0174269,0.0202191,0.0086463,0.00899943,0.0105069,0.0131979,0.0208312,0.0493876,0.0154465,0.0136292,0.0122098,0.0261816,0.0302131,0.0113216,0.0194324,0.00278458,0.0403801,0.0222446,0.017337,0.0019449,0.0118557,0,0,0.102323,0,0.0178248,0.0744267,0.0618039,0.0132431,0.0136015,0.0260011,0.00634201,0.118219,0.0177925,0.0554209,0.022968,0.0283595,0.0177137,0.0108356,0.00765597,0.0192622,0.0448001,0.0441119,0.0405952,0.024744,0.00340813,0.0101287,0,0,0,0,0,0
39,0,0,0,0,0.00907656,0.00377684,0,0,0.0265768,0.0217984,0.0206937,0.00929808,0,0,0.0126241,0,0.0209181,0.00751496,0.0452077,0.0222056,0.0173762,0.0200648,0.00859741,0.00890862,0.0104558,0.0131286,0.0207317,0.0494267,0.0155224,0.013712,0.0122833,0.026128,0.0299143,0.011204,0.0194041,0.0026528,0.0402033,0.0226616,0.0172423,0.00195921,0.0118639,0,0,0.102509,0,0.0179381,0.0746845,0.0618009,0.0131415,0.0136025,0.025955,0.00630458,0.118184,0.0177271,0.0554812,0.0229391,0.0283242,0.0177081,0.0107919,0.00765983,0.0193254,0.0446215,0.0443092,0.0408623,0.0249295,0.0032215,0.010046,0,0,0,0,0,0
40,0,0,0,0,0.00895538,0.00359371,0,0,0.0265868,0.0219459,0.0205943,0.00927631,0,0,0.0124663,0,0.0208937,0.00729714,0.0451364,0.022341,0.0173439,0.0199091,0.00853775,0.00881591,0.010362,0.013047,0.0208184,0.0494838,0.0154194,0.0136508,0.0121575,0.0261518,0.0298904,0.0110737,0.0193966,0.00248548,0.0400383,0.0231331,0.0172225,0.00192502,0.0118651,0,0,0.102816,0,0.0180681,0.0749094,0.0617552,0.0130585,0.0135916,0.0258957,0.00627719,0.118162,0.0176796,0.0555332,0.0228833,0.0282786,0.0176999,0.0107507,0.00766053,0.019394,0.0444655,0.0445001,0.0411676,0.0251249,0.00304689,0.00999177,0,0,0,0,0,0
41,0,0,0,0,0.00882807,0.00336537,0,0,0.0263264,0.0221312,0.0204294,0.0092583,0,0,0.0123592,0,0.0208604,0.00708143,0.0450992,0.0223009,0.0173226,0.0197919,0.00848463,0.00877034,0.0103317,0.0129128,0.021164,0.0495281,0.0154675,0.0136846,0.0120997,0.0262207,0.0295853,0.0109574,0.0193756,0.00238582,0.0398762,0.0236573,0.0173025,0.00187154,0.0118785,0,0,0.103059,0,0.018243,0.0751312,0.0617113,0.0129559,0.0136055,0.0257978,0.00624434,0.118099,0.0176132,0.0555824,0.0227997,0.0282099,0.0176883,0.0107007,0.00766818,0.0194319,0.0443042,0.0447008,0.0415082,0.0253432,0.00287847,0.00994938,0,0,0,0,0,0
42,0,0,0,0,0.00867731,0.00306557,0,0,0.0260854,0.0223698,0.0202036,0.00920988,0,0,0.0124097,0,0.0208071,0.00701284,0.0450678,0.0222858,0.0173423,0.0197117,0.00842153,0.00883794,0.0102998,0.012768,0.0212207,0.0495752,0.0154453,0.0136856,0.0120098,0.0263521,0.0293436,0.0108334,0.0193091,0.00246043,0.0396566,0.0242262,0.0172596,0.0018592,0.0119372,0,0,0.103191,0,0.0184472,0.0753968,0.0616799,0.0128136,0.0136105,0.0256978,0.00622936,0.118055,0.0175354,0.055641,0.0226931,0.0281295,0.017662,0.0106265,0.00769784,0.0193608,0.0440836,0.0449472,0.0418971,0.0255531,0.00266691,0.00988628,0,0,0,0,0,0
43,0,0,0,0,0.00850449,0.00286122,0,0,0.0259617,0.022613,0.0200081,0.00913258,0,0,0.0125575,0,0.0207908,0.00708748,0.0450102,0.0223222,0.0173827,0.0195765,0.00833452,0.0088924,0.0102209,0.0127757,0.0210551,0.0496348,0.0154382,0.0137195,0.0119318,0.0264052,0.0291792,0.0106504,0.0192688,0.00266199,0.039325,0.02481,0.0170921,0.00186729,0.012014,0,0,0.10324,0,0.0186959,0.0756724,0.0616541,0.0126662,0.0136099,0.0255888,0.0062063,0.118087,0.0174631,0.0556946,0.0225908,0.028016,0.0176234,0.0105553,0.00773184,0.0192692,0.0437427,0.0452575,0.0423442,0.0257838,0.00246798,0.00978458,0,0,0,0,0,0
44,0,0,0,0,0.00833488,0.00259982,0,0,0.0257972,0.0228608,0.0198245,0.00909468,0,0,0.0126647,0,0.0207874,0.00719111,0.0449792,0.0223665,0.0173286,0.0193802,0.00830765,0.00884243,0.0101691,0.0127759,0.0207967,0.0497067,0.0154824,0.0137932,0.0118734,0.0263896,0.0289483,0.0106893,0.0192408,0.0028891,0.0390393,0.0254111,0.0168871,0.00183687,0.0120736,0,0,0.103395,0,0.0189759,0.0758775,0.0616358,0.012494,0.0136054,0.0254846,0.00618084,0.118166,0.0173944,0.0557844,0.0225408,0.0279249,0.0176066,0.0105075,0.0077625,0.0193421,0.0434364,0.0455935,0.0427801,0.0259923,0.00229793,0.00969705,0,0,0,0,0,0
45,0,0,0,0,0.00539713,0.00273837,0,0,0.0257366,0.0235321,0.0196345,0.00885693,0,0,0.00398483,0,0.0211606,0.00180309,0.0449599,0.0225238,0.0172312,0.0191396,0.00811822,0.00725119,0.0101146,0.012701,0.0204374,0.0497833,0.0154214,0.0138151,0.0117644,0.0263856,0.0288612,0.00472392,0.0194745,0.00199362,0.0387355,0.0255299,0.0166334,0.00183632,0.0102939,0,0,0.101246,0,0.0190743,0.0740744,0.0615726,0.0122535,0.0134342,0.0253993,0.0058627,0.117898,0.0173486,0.0559263,0.0224749,0.0278511,0.0176057,0.0104113,0.00778154,0.0193486,0.0431111,0.0448534,0.0408996,0.0261085,0.0032443,0.00689487,0,0,0,0,0,0
46,0,0,0,0,0.00487558,0.00303405,0,0,0.0256201,0.0237695,0.0194546,0.00883162,0,0,0.00309081,0,0.0212062,0.00128063,0.044944,0.0225781,0.0171698,0.0189016,0.00828559,0.00752533,0.0100834,0.0126134,0.0200442,0.0498948,0.0154335,0.0139004,0.0117108,0.0264208,0.0286645,0.00419244,0.0194833,0.00202934,0.0383633,0.0259542,0.016421,0.00178999,0.00998554,0,0,0.10076,0,0.0191841,0.0736134,0.0615684,0.0121109,0.0133941,0.0252458,0.00574886,0.117961,0.0172755,0.056019,0.0223269,0.0277214,0.0175444,0.0103267,0.00776239,0.0191762,0.0427097,0.0448138,0.0401697,0.0263499,0.00358348,0.00627018,0,0,0,0,0,0
47,0,0,0,0,0.00445366,0.00345192,0,0,0.0255295,0.023972,0.0192326,0.00880412,0,0,0.00229181,0,0.0212097,0.00108927,0.044904,0.0226584,0.0171217,0.0186572,0.0081691,0.00795699,0.0100092,0.0125082,0.0199837,0.0499732,0.0154237,0.0139383,0.0115901,0.026492,0.0285034,0.00381241,0.0194868,0.00208226,0.0379438,0.0263662,0.0162951,0.00180982,0.00968341,0,0,0.100142,0,0.0192793,0.0730433,0.0615603,0.0120115,0.0134038,0.0250774,0.00563224,0.118064,0.0171629,0.0561157,0.0221647,0.0275378,0.0174154,0.0102354,0.00774735,0.0190586,0.0422498,0.0447177,0.039153,0.0265413,0.00402162,0.00562161,0,0,0,0,0,0
48,0,0,0,0,0.00401499,0.00407152,0,0,0.0253272,0.0241848,0.0189178,0.00867212,0,0,0.00149543,0,0.0212218,0.00135602,0.0448486,0.0226889,0.0170888,0.0184194,0.00778706,0.00863659,0.00992153,0.0124088,0.0198858,0.0500658,0.0154091,0.0139599,0.0114666,0.0265538,0.0282225,0.00350114,0.0195027,0.00218146,0.0374891,0.0266939,0.0162163,0.00189204,0.00936422,0,0,0.0992969,0,0.0193656,0.0723221,0.0615031,0.0119503,0.0134482,0.0249149,0.00553778,0.118134,0.0170468,0.0562101,0.0219824,0.0273185,0.0172711,0.0101371,0.00770393,0.0190251,0.0417501,0.0445641,0.0377074,0.0268721,0.00455699,0.00495687,0,0,0,0,0,0
49,0,0,0,0,0.00381947,0.0048231,0,0,0.0251284,0.0244379,0.01864,0.00839026,0,0,0.000859072,0,0.0212319,0.00200136,0.0447851,0.0227648,0.0170239,0.0181611,0.00751647,0.00955265,0.00979214,0.0123206,0.0196714,0.0501891,0.0153829,0.0140275,0.0113433,0.0266229,0.0279809,0.0033732,0.0195172,0.00239674,0.0370092,0.026842,0.0160469,0.00195126,0.00903468,0,0,0.098132,0,0.0193792,0.07126,0.0614154,0.0118005,0.0134527,0.0247411,0.00543121,0.118188,0.0169371,0.0563114,0.021815,0.0271292,0.0171439,0.010044,0.00765938,0.0189744,0.0412223,0.0443291,0.0357103,0.0272823,0.00513179,0.00436479,0,0,0,0,0,0
50,0,0,0,0,0.00403478,0.00550703,0,0,0.0249638,0.0247193,0.0185052,0.00800409,0,0,0.00109469,0,0.0212571,0.00288202,0.0446853,0.0228652,0.0168031,0.0178207,0.00742559,0.0105282,0.00955792,0.0121923,0.019333,0.0503619,0.0154111,0.0141701,0.011328,0.0266516,0.0277828,0.00337153,0.0195252,0.00273057,0.036495,0.0266953,0.0157726,0.00198503,0.0086838,0,0,0.0964392,0,0.0191592,0.0696489,0.0613192,0.0115586,0.0134016,0.0245756,0.00530449,0.118269,0.0168504,0.0564109,0.0216854,0.0269724,0.0170454,0.00996084,0.00764116,0.0189085,0.0406667,0.0439931,0.0329529,0.02766,0.00561694,0.00395001,0,0,0,0,0,0
51,0,0,0,0,0.00614955,0.00249449,0,0,0.0252574,0.0241405,0.0184823,0.0085455,0,0,0.0128785,0,0.0204504,0.00663662,0.0447472,0.0232666,0.0172837,0.0174212,0.0086458,0.00865066,0.00942042,0.0119586,0.0190205,0.0503818,0.0152699,0.0141924,0.0111681,0.026459,0.0280337,0.0105307,0.0194412,0.0029933,0.0363905,0.0317355,0.0155933,0.00156232,0.0127655,0,0,0.106151,0,0.024675,0.0786647,0.0613406,0.0113333,0.0138714,0.0244042,0.0062456,0.119568,0.0167967,0.0564825,0.021527,0.0269339,0.0170091,0.00985476,0.00764227,0.0189431,0.0405989,0.0490473,0.0471339,0.0281204,0.00387344,0.00872898,0,0,0,0,0,0
52,0,0,0,0,0.00564923,0.00323305,0,0,0.0250228,0.0243307,0.0182975,0.00869483,0,0,0.0130727,0,0.0203676,0.00663308,0.0447388,0.0232727,0.0172913,0.0170712,0.00851088,0.00882102,0.00932282,0.0117523,0.0186447,0.050505,0.0153311,0.0143216,0.0111197,0.026446,0.0276774,0.0106769,0.0194791,0.00303428,0.0359772,0.0326836,0.0154542,0.00151835,0.0128553,0,0,0.106383,0,0.0258848,0.0789358,0.0612638,0.0111712,0.0139466,0.0242143,0.00623271,0.119812,0.0166657,0.056608,0.0213403,0.0267252,0.0168973,0.00969279,0.00767479,0.018839,0.0401742,0.0496504,0.047624,0.0281576,0.0044912,0.00845354,0,0,0,0,0,0
53,0,0,0,0,0.00508117,0.00403245,0,0,0.0246395,0.0244886,0.0179662,0.00875029,0,0,0.0132958,0,0.0202731,0.00664345,0.0447497,0.0231324,0.0173119,0.0168103,0.00840498,0.00903962,0.00926767,0.0116622,0.0182454,0.0506021,0.0154121,0.0144023,0.0110369,0.0265033,0.0270907,0.0108741,0.0195472,0.00310192,0.0356034,0.0335868,0.0153567,0.0014791,0.0128705,0,0,0.106466,0,0.0271732,0.0790791,0.0611708,0.0110091,0.0140619,0.0240265,0.0062385,0.120028,0.0165129,0.0567327,0.0211625,0.0265136,0.0167854,0.00953469,0.00772427,0.0187799,0.039768,0.0501593,0.0480743,0.0282104,0.00512423,0.00812187,0,0,0,0,0,0
54,0,0,0,0,0.00437496,0.00488199,0,0,0.0237393,0.0246508,0.0175354,0.00873939,0,0,0.013654,0,0.0201658,0.0067281,0.0447594,0.0226672,0.0173365,0.0165871,0.00840045,0.00956582,0.0092652,0.0116921,0.0178899,0.0506923,0.0156789,0.0146168,0.0111035,0.026436,0.0260221,0.0112252,0.0195764,0.00321444,0.035226,0.0342273,0.0151965,0.00139589,0.0126736,0,0,0.106091,0,0.0283189,0.0787852,0.0610351,0.0107259,0.0142022,0.0238789,0.0062576,0.120152,0.0164016,0.0569019,0.0209902,0.0263418,0.016727,0.00934712,0.00779745,0.0187981,0.0393842,0.0504355,0.0483388,0.0280798,0.00568696,0.00762811,0,0,0,0,0,0
55,0,0,0,0,0.0291126,0.00682625,0,0,0.0205729,0.0266029,0.0181419,0.0101329,0,0,0.007731,0,0.0208543,0.00915757,0.042922,0.0207044,0.0159969,0.0166989,0.00841035,0.0388023,0.00890893,0.0123997,0.0173151,0.0531483,0.0179931,0.0169644,0.0133355,0.0287196,0.0221179,0.0118884,0.0191222,0.0055921,0.0332068,0.0182879,0.0147773,0.00154009,0.0309521,0,0,0.0206671,0,0.0233476,0.0128998,0.0595877,0.00985611,0.0151399,0.023498,0.00651777,0.0205813,0.0156093,0.0580744,0.0204485,0.0252032,0.0167154,0.00799758,0.00812768,0.0185317,0.0371298,0.0227137,0.00309115,0.00751837,0.0106535,0.0275936,0,0,0,0,0,0
56,0,0,0,0,0.0294625,0.00623174,0,0,0.0190116,0.0264978,0.0174208,0.0100338,0,0,0.00787718,0,0.0207986,0.00916339,0.0430558,0.0196527,0.0160996,0.0166822,0.00841323,0.0391737,0.00912875,0.0125683,0.0171365,0.053062,0.0183813,0.0171853,0.0134101,0.0283577,0.0203846,0.0120967,0.0190749,0.00559504,0.0327713,0.0178997,0.0145429,0.00158694,0.03188,0,0,0.0210346,0,0.0232314,0.0135861,0.0595232,0.00946324,0.0152331,0.0233983,0.00654408,0.0225911,0.0157578,0.0581645,0.0203864,0.0251453,0.0167767,0.00789554,0.00823722,0.0186811,0.0366323,0.0235524,0.00420806,0.00813333,0.0108548,0.0283236,0,0,0,0,0,0
57,0,0,0,0,0.0299001,0.00556804,0,0,0.0208058,0.0263997,0.0175943,0.00986651,0,0,0.0080674,0,0.02077,0.00915514,0.0429881,0.0211247,0.0163199,0.0161049,0.00845595,0.0396396,0.00867979,0.0119487,0.0167352,0.0529652,0.0177054,0.0167791,0.0127973,0.0283501,0.0222148,0.0123904,0.0190389,0.00558118,0.0325121,0.0175684,0.0143637,0.00158346,0.032968,0,0,0.0213719,0,0.023024,0.0143086,0.0594962,0.00912385,0.0152169,0.0233705,0.00652638,0.0248593,0.0158045,0.0582299,0.020321,0.0251458,0.0168434,0.00777566,0.00829165,0.0188127,0.0363399,0.0245365,0.00547191,0.00883152,0.0110753,0.0292126,0,0,0,0,0,0
58,0,0,0,0,0.0304201,0.00484901,0,0,0.0216762,0.026306,0.017599,0.00971382,0,0,0.00829183,0,0.0207154,0.00913993,0.0429344,0.0215215,0.0166067,0.0155893,0.00866886,0.0400915,0.00826948,0.0113249,0.0163508,0.0528013,0.0173072,0.0165218,0.0125211,0.0281996,0.0233243,0.0127597,0.0189858,0.00553664,0.0322507,0.0172578,0.0141799,0.00161321,0.0341728,0,0,0.0216483,0,0.0227371,0.0149829,0.0594415,0.00883258,0.0152468,0.0232922,0.00653093,0.0272943,0.0154239,0.0583519,0.0202208,0.0250854,0.0168778,0.00760293,0.00836628,0.0188409,0.0360729,0.0256411,0.00683134,0.009616,0.0113532,0.0302028,0,0,0,0,0,0
59,0,0,0,0,0.0309114,0.00410338,0,0,0.0221213,0.0262211,0.017554,0.00977544,0,0,0.00857099,0,0.0206461,0.00907836,0.0429127,0.0214091,0.0169231,0.015085,0.00871584,0.0404796,0.00781841,0.0107195,0.0159512,0.0526287,0.016951,0.0162856,0.0123634,0.028049,0.0240769,0.0131763,0.0189326,0.00545684,0.0320138,0.016928,0.0140201,0.00172902,0.035479,0,0,0.0218957,0,0.0223854,0.0157212,0.0593835,0.00860012,0.0153123,0.0231515,0.00640385,0.02985,0.0152275,0.0584984,0.0201006,0.0249847,0.0167595,0.00737116,0.00838337,0.0187772,0.0358237,0.0268516,0.00824357,0.010391,0.0116541,0.0312313,0,0,0,0,0,0
60,0,0,0,0,0.0313531,0.00329103,0,0,0.0221269,0.0261212,0.0173115,0.00972703,0,0,0.0088807,0,0.0205668,0.00896896,0.0429916,0.0212699,0.0172943,0.0146509,0.00854854,0.0406771,0.00754867,0.0102865,0.0155964,0.0524365,0.0166994,0.0160957,0.0121058,0.0278104,0.0242291,0.0136187,0.0188993,0.00536416,0.0316456,0.0166305,0.0138805,0.00193806,0.0368395,0,0,0.022375,0,0.0219918,0.0165348,0.0592854,0.00836117,0.0154317,0.023002,0.00603859,0.0323576,0.0151754,0.0586335,0.0199368,0.0248457,0.0166138,0.00715638,0.00843444,0.0186911,0.0354262,0.0281221,0.0096022,0.0111359,0.0119803,0.0322314,0,0,0,0,0,0
61,0,0,0,0,0.0318612,0.00257082,0,0,0.0219299,0.0260104,0.0169663,0.00950774,0,0,0.0094928,0,0.0204609,0.00882539,0.0431364,0.0211933,0.0176493,0.0142147,0.0085129,0.0409624,0.00740721,0.00995201,0.0152024,0.0522039,0.0165469,0.0159681,0.01184,0.0274685,0.024064,0.0142816,0.0188377,0.00520484,0.0312412,0.0164751,0.0137058,0.00214631,0.0382782,0,0,0.0227986,0,0.0215359,0.017383,0.0592075,0.0080578,0.0155136,0.0228722,0.00583778,0.0349109,0.0151493,0.0587573,0.019803,0.0247274,0.0165891,0.00697469,0.00853097,0.0186454,0.0350123,0.0294489,0.0111803,0.0119223,0.0123866,0.03327,0,0,0,0,0,0
62,0,0,0,0,0.0204429,0.00752415,0,0,0.0230525,0.0246173,0.0160175,0.00845901,0,0,0.00716661,0,0.0205169,0.00521247,0.0444049,0.0218045,0.0188405,0.0137174,0.00914077,0.0290415,0.00767979,0.00933596,0.0151278,0.0505721,0.0151664,0.0145762,0.0103661,0.0257845,0.0257326,0.0115194,0.0189954,0.00336749,0.0318685,0.0260229,0.0135603,0.00226188,0.0285755,0,0,0.0203214,0,0.0118904,0.0207232,0.0599873,0.0079483,0.0149791,0.0228082,0.00613641,0.0312795,0.0155194,0.058215,0.0199187,0.0251999,0.0165318,0.00756612,0.00840659,0.0187425,0.0357928,0.0234473,0.0179777,0.0137758,0.013042,0.0246389,0,0,0,0,0,0
63,0,0,0,0,0.0201668,0.00677113,0,0,0.0227633,0.024633,0.015614,0.00821578,0,0,0.0070659,0,0.0205229,0.00536593,0.0444722,0.0216134,0.0193747,0.0133574,0.00929397,0.0286103,0.00755767,0.00905007,0.0147105,0.05036,0.0150433,0.0144616,0.0101418,0.0254861,0.0255023,0.0113425,0.0189384,0.00345097,0.0313306,0.026289,0.0134032,0.00279433,0.0280712,0,0,0.0195696,0,0.0116008,0.0200921,0.0597518,0.00745122,0.0151227,0.0226366,0.00641643,0.0308628,0.0154651,0.0585263,0.0197736,0.0249762,0.016527,0.00719181,0.00861283,0.0185598,0.0352514,0.0231769,0.0171451,0.0134454,0.0121431,0.0245336,0,0,0,0,0,0
64,0,0,0,0,0.0199275,0.00601047,0,0,0.0228727,0.0246227,0.0154107,0.00773635,0,0,0.00704663,0,0.020526,0.00550597,0.0444375,0.0214087,0.0197155,0.0128953,0.00926004,0.0282711,0.00731133,0.0086251,0.0143816,0.0502016,0.0148594,0.0143397,0.0100137,0.0253035,0.0257862,0.011311,0.0188802,0.0034972,0.0308805,0.0264698,0.0132056,0.00304294,0.0275921,0,0,0.0187275,0,0.0113547,0.0193061,0.0595931,0.0069705,0.0151446,0.0224346,0.00646664,0.0305479,0.015381,0.0587446,0.0195686,0.0247468,0.0165065,0.00687323,0.00878907,0.0185016,0.0348093,0.0228895,0.0162513,0.0130338,0.0113466,0.0243681,0,0,0,0,0,0
65,0,0,0,0,0.0196676,0.00543234,0,0,0.0227233,0.0246375,0.0152384,0.00745171,0,0,0.00702697,0,0.0205159,0.00563817,0.0443953,0.0212537,0.0198571,0.0124194,0.00907869,0.0279068,0.00715809,0.00834254,0.0139718,0.0501079,0.014836,0.014327,0.00992682,0.0250375,0.025695,0.0111498,0.0188048,0.00352107,0.0305637,0.0266031,0.0129761,0.00308761,0.0270688,0,0,0.0177864,0,0.0111963,0.0183687,0.0595165,0.00641551,0.0150706,0.0222073,0.00639359,0.0302409,0.0151584,0.058902,0.0193285,0.0245224,0.0165564,0.00658976,0.0089553,0.018538,0.034499,0.0225303,0.0153496,0.0125347,0.0106854,0.0241061,0,0,0,0,0,0
66,0,0,0,0,0.0193749,0.00501872,0,0,0.0225318,0.0246414,0.0151617,0.007174,0,0,0.00693879,0,0.0205252,0.00575347,0.044361,0.021091,0.0198808,0.0119921,0.00863981,0.0274334,0.00693618,0.00808577,0.0135763,0.0500855,0.0148325,0.0143615,0.00989587,0.0248086,0.0255355,0.0108598,0.0187316,0.00351287,0.030165,0.0267118,0.0126941,0.00302031,0.026509,0,0,0.0168824,0,0.0110888,0.017433,0.0594855,0.00582552,0.0149535,0.0219591,0.00632049,0.0298327,0.0148433,0.0590232,0.019109,0.0242646,0.0166395,0.00643761,0.00910857,0.0186344,0.0340728,0.0221521,0.0145984,0.0120365,0.0101876,0.023749,0,0,0,0,0,0
67,0,0,0,0,0.0190368,0.00474418,0,0,0.022277,0.0246379,0.0149659,0.0066999,0,0,0.00684764,0,0.0205272,0.00591609,0.0443596,0.0208642,0.01991,0.011681,0.00812053,0.0269427,0.00672299,0.00785998,0.0132336,0.0500796,0.014842,0.0143741,0.00985733,0.0247045,0.0253175,0.0104794,0.0186512,0.00354197,0.0293431,0.0268246,0.012108,0.00286621,0.0259191,0,0,0.0161183,0,0.0110161,0.0165817,0.0594594,0.00476225,0.014761,0.0218745,0.00621306,0.0293393,0.0148559,0.0590958,0.0190197,0.0242117,0.017,0.00619251,0,0.0192028,0.0332712,0.0218014,0.0139135,0.011644,0.00978612,0.0233282,0,0,0,0,0,0
68,0,0,0,0,0.0188597,0.00436336,0,0,0.021705,0.0246093,0.01452,0.00614286,0,0,0.00682146,0,0.0205542,0.0060372,0.0444127,0.0206501,0.0199483,0.0114299,0.00806378,0.0266031,0.00664442,0.00773503,0.0128521,0.0499879,0.0149132,0.0143742,0.00969877,0.024533,0.0246824,0.0102276,0.0185592,0.00357147,0.0289531,0.0269575,0.0121618,0.00270617,0.0254029,0,0,0.0155476,0,0.0109968,0.0158354,0.0593734,0.00484912,0.0145461,0.0213512,0.00602941,0.0289315,0.0143955,0.0592382,0.0185497,0.0235127,0.0164385,0.00618191,0.00935887,0.0186881,0.0328261,0.0215468,0.0132048,0.0113858,0.00923064,0.0230533,0,0,0,0,0,0
69,0,0,0,0,0.0185942,0.00405849,0,0,0.0216976,0.0246081,0.0143443,0.00579288,0,0,0.00677333,0,0.0206235,0.00615383,0.0443672,0.0204037,0.0198871,0.0109476,0.00776363,0.0261148,0.00633447,0.00735594,0.0125065,0.0499705,0.0148619,0.014393,0.00966634,0.0244662,0.0248111,0.00989302,0.0184701,0.00359719,0.0284964,0.0270136,0.0118848,0.00246775,0.0248362,0,0,0.0149467,0,0.0109957,0.0150425,0.0593627,0.00434171,0.0142586,0.0209847,0.00572609,0.0286001,0.0141687,0.0593504,0.0182768,0.0231397,0.0161639,0.00602137,0.00939374,0.0186358,0.0324012,0.0212577,0.0124232,0.0109668,0.00883928,0.0226714,0,0,0,0,0,0
70,0,0,0,0,0.0181999,0.00378978,0,0,0.0213682,0.0246184,0.0141633,0.00533541,0,0,0.00665666,0,0.0207136,0.00628738,0.044335,0.0202385,0.0197314,0.0105488,0.00713343,0.0253836,0.00613989,0.00716511,0.0121361,0.049997,0.0149559,0.0145196,0.00963969,0.0243141,0.0244863,0.00948609,0.0183761,0.00361523,0.0277342,0.0269667,0.0112281,0.00216247,0.0242179,0,0,0.0142955,0,0.0110203,0.0141954,0.0593921,0.00336063,0.0140319,0.0207367,0.0052383,0.0282075,0.0141776,0.0593791,0.018098,0.0229952,0.0163852,0.00577575,0,0.0190362,0.0317308,0.0208891,0.0116255,0.0104371,0.00852806,0.0221738,0,0,0,0,0,0
71,0,0,0,0,0.0177679,0.00360962,0,0,0.0209254,0.0245667,0.013994,0.0046143,0,0,0.00651874,0,0.0207755,0.00643904,0.044325,0.0200592,0.0195106,0.0101879,0.00659596,0.0244453,0.00595135,0.00698214,0.011729,0.0500736,0.0150334,0.0146531,0.00965269,0.0241853,0.0239574,0.00907609,0.0182782,0.00363916,0.0272956,0.026918,0.0110769,0.0019719,0.023587,0,0,0.0137584,0,0.0110784,0.0134146,0.0593182,0.00344153,0.013919,0.0200005,0.00471304,0.0277734,0.0139574,0.0593971,0.0175412,0.0222093,0.0159306,0.0059341,0.00950072,0.0184061,0.0312576,0.0205011,0.0108704,0.00990961,0.00821932,0.0216019,0,0,0,0,0,0
72,0,0,0,0,0.0173096,0.00338273,0,0,0.0205775,0.0245081,0.0138544,0.00414822,0,0,0.00650239,0,0.0208394,0.00657825,0.0443442,0.0198699,0.0193241,0.00978255,0.00619046,0.023393,0.00576146,0.00675073,0.0112377,0.0501963,0.0150881,0.0147618,0.00971101,0.0240786,0.0235523,0.00863386,0.0181772,0.00369242,0.0265818,0.0269226,0.010624,0.0018207,0.0230195,0,0,0.013651,0,0.0111417,0.0127441,0.0593337,0.00311903,0.0137455,0.0194138,0.00432083,0.027463,0.0138711,0.0594433,0.01706,0.021703,0.0158012,0.00595001,0.0096407,0.0182457,0.0305868,0.0201612,0.0101537,0.00944109,0.00793668,0.0210318,0,0,0,0,0,0
