Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,RTIBA,RTIBI
1700,0,0,0,0,0.0118643,0.0047552,0,0,0.0342219,0.0212383,0.0161217,0.00492857,0,0,0.0164141,0,0.0208774,0.00841322,0.0452437,0.0153836,0.0169136,0.017007,0.00572224,0.0142118,0.00567142,0.0101868,0.0178532,0.0498602,0.0114632,0.0130234,0.0103666,0.0280167,0.0428694,0.0156397,0.0198375,0.0030312,0.0177042,0.0280132,0.0125912,0.00347194,0.0110064,0,0,0.00663254,0,0.0132911,0.00851427,0.0617658,0.0155044,0.0135491,0.0164176,0.00322603,0.0241919,0.0126477,0.0587669,0.0120042,0.0194389,0.0089633,0.00813727,0.0183962,0.00384808,0.00594316,0.00590107,0.00117643,0.00988853,0,0,0,0,0,0,0.00568876
1701,0,0,0,0,0.0119674,0.00491697,0,0,0.0337412,0.0212702,0.0158448,0.00464877,0,0,0.016584,0,0.0208704,0.00841969,0.0453096,0.0152735,0.0170796,0.0165799,0.00533381,0.0145888,0.00561552,0.00992025,0.0173766,0.0497564,0.0114167,0.0130564,0.01027,0.0278173,0.0423881,0.0157774,0.0198131,0.00302251,0.0164611,0.0282171,0.0117945,0.00344213,0.0111084,0,0,0.00655331,0,0.0131915,0.00853307,0.0616808,0.0144257,0.0133479,0.0161352,0.00307472,0.0239599,0.0125209,0.0589107,0.0116483,0.0191845,0.00912041,0.0083554,0.0171344,0.00369055,0.00599318,0.00591573,0.0011702,0.0100176,0,0,0,0,0,0,0.00369985
1702,0,0,0,0,0.0120045,0.00506397,0,0,0.0330644,0.0212594,0.0156158,0.0044484,0,0,0.016629,0,0.020875,0.00846244,0.0453661,0.015136,0.0171883,0.016081,0.00481601,0.0147609,0.00549058,0.00966943,0.0168518,0.0497084,0.0114348,0.0131117,0.0102531,0.0276578,0.0416393,0.0158236,0.0197906,0.0030076,0.0147735,0.0283664,0.0109815,0.00339748,0.0111304,0,0,0.00648598,0,0.0131141,0.00849793,0.0616113,0.013429,0.013156,0.0159048,0.0029423,0.0237743,0.0124335,0.0589654,0.0115585,0.0188797,0.009279,0.00846172,0.015355,0.00357413,0.00603135,0.00589647,0.00116166,0.0100754,0,0,0,0,0,0,0.00385934
1703,0,0,0,0,0.0119287,0.00517137,0,0,0.032227,0.0212321,0.0152175,0.00425621,0,0,0.0165511,0,0.0208421,0.00850342,0.0454034,0.0149742,0.0172168,0.0156152,0.00444178,0.0146991,0.00533576,0.00940017,0.0162509,0.0496817,0.0114657,0.0130623,0.0101899,0.0275991,0.0408208,0.0157313,0.0197728,0.00297032,0.0133556,0.0284746,0.0102449,0.00330526,0.0110347,0,0,0.00645806,0,0.0129785,0.0084259,0.0616045,0.012581,0.0129365,0.0154843,0.0028171,0.0237288,0.0122134,0.0590491,0.0111081,0.0184582,0.00923765,0.00839948,0.0138414,0.00354558,0.00606451,0.00587964,0.0012134,0.0100064,0,0,0,0,0,0,0.00420226
1704,0,0,0,0,0.0130154,0.0073384,0,0,0.0323017,0.0197832,0.0163919,0.00585781,0,0,0.0158225,0,0.0216816,0.0090048,0.044455,0.0145968,0.0196776,0.0150185,0.005427,0.0115978,0.00395241,0.00934783,0.0156573,0.0519197,0.0133302,0.0146244,0.0119572,0.0293308,0.041099,0.0153752,0.0196793,0.00290986,0.0647322,0.0259786,0.0328046,0.0111089,0.0130415,0,0,0.00642356,0,0.0146136,0.00769902,0.050352,0.0325923,0.0188089,0.0339005,0.00540712,0.0233107,0.0096453,0,0.0329616,0.0192601,0.0257645,0.0317646,0.0701735,0.00274215,0.0045197,0.00496875,0.00364837,0.0129648,0,0,0,0,0,0,0.0268881
1705,0,0,0,0,0.0127373,0.00725284,0,0,0.0313162,0.0198701,0.0160513,0.00590551,0,0,0.0157376,0,0.0216312,0.00889351,0.0443741,0.0144598,0.0197455,0.0144901,0.0052669,0.0112859,0.0037963,0.00903519,0.0150912,0.0520457,0.0133623,0.0146346,0.0119202,0.0291535,0.0399895,0.0152328,0.0196721,0.00290541,0.0607215,0.0259874,0.0314655,0.0110895,0.0127924,0,0,0.00636529,0,0.0145698,0.00751606,0.0502476,0.0327831,0.0185938,0.0332046,0.00530609,0.0234236,0.00966312,0,0.0322684,0.0190155,0.025451,0.0316097,0.0659669,0.00280143,0.00432772,0.00481493,0.00363008,0.0127142,0,0,0,0,0,0,0.0263513
1706,0,0,0,0,0.0123792,0.00716666,0,0,0.0306428,0.0199263,0.0158425,0.00579165,0,0,0.01562,0,0.0215607,0.00872064,0.0443543,0.0144144,0.019668,0.0138295,0.00552039,0.0109762,0.00365819,0.00878162,0.0146765,0.0521087,0.0134201,0.0147781,0.0118753,0.0288577,0.0392038,0.0150212,0.019652,0.00280567,0.0563568,0.026029,0.030717,0.0107964,0.0124771,0,0,0.00630715,0,0.0145161,0.00740843,0.0501168,0.0337569,0.018269,0.0343275,0.00514024,0.0234886,0.0102753,0,0,0.0196807,0.0260277,0.032022,0.0613721,0.00293362,0.0042049,0.00469706,0.00359485,0.0123467,0,0,0,0,0,0,0.0264441
1707,0,0,0,0,0.0121852,0.00727647,0,0,0.0297855,0.0198348,0.0155877,0.00566788,0,0,0.0155556,0,0.0215391,0.00857665,0.0443465,0.0143665,0.0196489,0.0131413,0.00538785,0.0108336,0.00341344,0.00855962,0.0139738,0.0522687,0.0135491,0.0149524,0.0118552,0.0287494,0.0382839,0.0149276,0.0195287,0.00270634,0.0550638,0.0259239,0.0297094,0.0106938,0.0123765,0,0,0.00622662,0,0.0145314,0.00727302,0.0498804,0.0325751,0.0183266,0.0319925,0.00525267,0.023444,0.0101112,0,0.0311042,0.017478,0.0248413,0.0307294,0.0600894,0.00300043,0.0040656,0.00459255,0.00368634,0.0121727,0,0,0,0,0,0,0.0259856
1708,0,0,0,0,0.0118666,0.00721574,0,0,0.0287606,0.0198664,0.0151727,0.00553886,0,0,0.0154281,0,0.0215325,0.00847109,0.0443833,0.014299,0.0196413,0.0124608,0.00484903,0.0105362,0.00319769,0.00831606,0.0130263,0.0524424,0.0136075,0.0149899,0.0117719,0.0286746,0.037272,0.0147519,0.0195051,0.00274676,0.0531464,0.0259197,0.0290576,0.0104714,0.0121063,0,0,0.0061038,0,0.0144153,0.00709662,0.0496686,0.0322272,0.0182654,0.0312971,0.00520061,0.02345,0.0103357,0,0.0307754,0.0163297,0.0244761,0.0301558,0.0581656,0.00315527,0.00396516,0.00444944,0.00368513,0.0118768,0,0,0,0,0,0,0.0259363
1709,0,0,0,0,0.0115261,0.00704742,0,0,0.0278201,0.0198218,0.0148765,0.00537552,0,0,0.0153164,0,0.0214904,0.00840152,0.0443676,0.014273,0.0195815,0.0116769,0.00459232,0.0101897,0.00324798,0.00810902,0.0122123,0.0526447,0.0137143,0.0150831,0.0117516,0.0284933,0.0363059,0.0145648,0.0195142,0.00278672,0.0514075,0.0260403,0.0285607,0.0102648,0.0118451,0,0,0.00596002,0,0.0141969,0.00694491,0.0494595,0.0321659,0.0181754,0.0308156,0.00509303,0.0235188,0.0107254,0,0.0309923,0.0153586,0.0241951,0.0297297,0.0564164,0.00331879,0.00393655,0.00440092,0.00369757,0.0115533,0,0,0,0,0,0,0.0259692
1710,0,0,0,0,0.0112198,0.00690026,0,0,0.0270585,0.0197901,0.0146928,0.00509399,0,0,0.0151761,0,0.0214627,0.00830505,0.0442701,0.0142954,0.0194747,0.0108027,0.00479853,0.00981757,0.00349866,0.00796365,0.0114973,0.0527979,0.0138628,0.0153164,0.0117648,0.0282212,0.0354553,0.0143609,0.0194962,0.0027629,0.0498453,0.0261289,0.0281789,0.010063,0.011614,0,0,0.00583517,0,0.0139893,0.00684076,0.049202,0.032226,0.0180173,0.0306673,0.00503875,0.0235633,0.0112425,0,0.0306494,0.0145496,0.0240455,0.0293237,0.0548163,0.00343944,0.00392161,0.00440422,0.00370787,0.0112502,0,0,0,0,0,0,0.0260283
1711,0,0,0,0,0.0109046,0.00675327,0,0,0.0260959,0.0198826,0.0143617,0.00475543,0,0,0.0149711,0,0.0214317,0.00817025,0.0441146,0.0143432,0.0194039,0.00987861,0.00505459,0.00934278,0.00375726,0.00782933,0.0105869,0.0529585,0.0140243,0.0154951,0.0117298,0.027989,0.0344684,0.0141097,0.0194911,0.00268492,0.0482046,0.026196,0.0278167,0.00986521,0.0112845,0,0,0.00574098,0,0.0138615,0.00670895,0.0489435,0.0324629,0.0177638,0.0305676,0.00513088,0.0234955,0.0118403,0,0.0307727,0.0138195,0.0240294,0.0289533,0.0531184,0.00360433,0.00389324,0.00430845,0.00368816,0.0109915,0,0,0,0,0,0,0.0260822
1712,0,0,0,0,0.0106305,0.00662788,0,0,0.025195,0.0199655,0.0139681,0.00458782,0,0,0.0147091,0,0.0214274,0.00793027,0.043972,0.0144367,0.0192827,0.00891615,0.00491294,0.00894475,0.00418616,0.0078111,0.00982214,0.0530981,0.0141694,0.0155792,0.0117308,0.0277857,0.0336136,0.0138451,0.0194183,0.0025534,0.0466002,0.0261767,0.0275243,0.0096301,0.0110038,0,0,0.00572308,0,0.0137682,0.00661007,0.0486938,0.0328064,0.0176429,0.0305385,0.00519255,0.0233433,0.0124551,0,0.0310065,0.0132631,0.023983,0.0286173,0.0515038,0.00368433,0.00386512,0.0042137,0.00358173,0.0107168,0,0,0,0,0,0,0.0261091
1713,0,0,0,0,0.0102968,0.00652173,0,0,0.0242757,0.0199565,0.0136969,0.0043982,0,0,0.0144167,0,0.021419,0.00770756,0.0439151,0.0145691,0.0191403,0.00786935,0.004447,0.00853742,0.00481827,0.0079702,0.00886489,0.0532577,0.0143366,0.0157587,0.011722,0.0274889,0.0326916,0.0134995,0.0193731,0.0024626,0.0453552,0.026216,0.0273232,0.00938479,0.0106916,0,0,0.00563505,0,0.0136147,0.00653206,0.0484918,0.0332757,0.0175742,0.0306865,0.00518264,0.0232656,0.0131713,0,0.0314208,0.0127559,0.023882,0.028272,0.0502783,0.00379284,0.00388053,0.00420795,0.00350073,0.0103938,0,0,0,0,0,0,0.0261004
1714,0,0,0,0,0.0101832,0.00614516,0,0,0.0236924,0.0199025,0.0133274,0.00377848,0,0,0.0134566,0,0.0215516,0.00706121,0.0439581,0.0147867,0.0189745,0.00709014,0.00416168,0.0084347,0.00576692,0.00860649,0.00811711,0.0533673,0.0144642,0.0159048,0.0116879,0.0272397,0.0321517,0.0127893,0.0192567,0.0022533,0.0440884,0.0260491,0.0272586,0.00893239,0.0105299,0,0,0.00542253,0,0.013293,0.00648837,0.048334,0.0336393,0.0174568,0.031065,0.00518731,0.0221537,0.01376,0,0.0319337,0.0125278,0.0239145,0.0280658,0.0489566,0.00365668,0.00360766,0.00407581,0.00290981,0.0102599,0,0,0,0,0,0,0.0261515
1715,0,0,0,0,0.00972884,0.00591549,0,0,0.0225185,0.0198491,0.0129782,0.00312622,0,0,0.0133072,0,0.0216058,0.00696789,0.043903,0.0151327,0.0188378,0.00609569,0.00405894,0.00802713,0.00655502,0.00896019,0.00708238,0.0535738,0.0146432,0.015996,0.0116171,0.0269312,0.0308912,0.0125558,0.0192212,0.00219574,0.0429057,0.0260518,0.0270469,0.00877127,0.010118,0,0,0.00525663,0,0.0130355,0.0064217,0.0480795,0.033973,0.0174026,0.0312347,0.00511179,0.0218227,0.0143913,0,0.0323289,0.0123831,0.023837,0.0276798,0.0478017,0.00373472,0.00351942,0.00407703,0.00282356,0.00979631,0,0,0,0,0,0,0.0260478
1716,0,0,0,0,0.00923096,0.00554454,0,0,0.0211761,0.0198365,0.0126456,0.00261422,0,0,0.0131447,0,0.0216884,0.00688392,0.0437595,0.0154919,0.0186679,0.00527312,0.00411121,0.00765167,0.00732997,0.00941126,0.00621889,0.0538196,0.0147905,0.0160624,0.0114648,0.0265433,0.0293912,0.0123636,0.0191724,0.00206237,0.0417361,0.0260551,0.0267319,0.00864845,0.00965704,0,0,0.00506247,0,0.0127207,0.00626478,0.0478409,0.0339803,0.017393,0.0313446,0.00502461,0.0212002,0.0151176,0,0.0326455,0.0123279,0.0237551,0.0271599,0.0466673,0.00373995,0.00344835,0.004066,0.00268231,0.00932377,0,0,0,0,0,0,0.0257832
1717,0,0,0,0,0.0078557,0.0023259,0,0,0.0196251,0.0213506,0.0103493,0.00151783,0,0,0.013984,0,0.0209541,0.0065029,0.0449116,0.015632,0.0159062,0.00651713,0.00340538,0.0102493,0.00973199,0.0112517,0.006567,0.0519831,0.0132988,0.0145555,0.00954946,0.024325,0.0275936,0.0123194,0.0191216,0.00207932,0.00478897,0.028683,0.00509812,0.0027346,0.00736731,0,0,0.00462295,0,0.0100804,0.00666351,0.0611867,0.00328234,0.0113951,0.00810194,0.00314957,0.0205082,0.00533993,0.0610709,0.00438993,0.00831921,0.00703116,0.00675261,0.00465235,0.0051361,0.00494196,0.00501808,0.00316614,0.00641109,0,0,0,0,0,0,0.00623189
1718,0,0,0,0,0.00749893,0.00201296,0,0,0.0183367,0.0213219,0.0101656,0.00172473,0,0,0.013768,0,0.0210673,0.00634306,0.0448561,0.0158353,0.0157221,0.00673493,0.00336863,0.00976007,0.0106213,0.0123452,0.00629429,0.0524032,0.0134674,0.014723,0.00940093,0.0239005,0.0261559,0.0120236,0.0191092,0.00181122,0.00533031,0.0284295,0.00536411,0.00278963,0.00706503,0,0,0.00443335,0,0.0102179,0.00666398,0.0611657,0.00333339,0.0113931,0.00746854,0.00319961,0.0191332,0.00452769,0.0612084,0.00395627,0.00728894,0.00678593,0.00635428,0.00526414,0.00496261,0.00464283,0.0047476,0.00328992,0.0062077,0,0,0,0,0,0,0.00620494
1719,0,0,0,0,0.00716778,0.00171996,0,0,0.0169013,0.021221,0.00994267,0.00203601,0,0,0.0134063,0,0.021197,0.00607083,0.044818,0.015977,0.0155776,0.00724679,0.00343079,0.00917035,0.0113785,0.0132498,0.00621687,0.0529234,0.0135487,0.014757,0.00924309,0.0234726,0.0245025,0.0115899,0.0191289,0.00156893,0.00566881,0.0280164,0.00544708,0.00285626,0.00682221,0,0,0.0043438,0,0.0104752,0.00664676,0.0611334,0.00321112,0.0114155,0.00674334,0.00317515,0.0176669,0.00377803,0.0613383,0.00339034,0.00624395,0.00670948,0.00569261,0.0057151,0.00475419,0.00428159,0.00435588,0.00342588,0.0060256,0,0,0,0,0,0,0.00604779
1720,0,0,0,0,0.00689646,0.00149109,0,0,0.0153729,0.0210557,0.00977691,0.0024241,0,0,0.0129376,0,0.0213293,0.00566134,0.0447266,0.0161754,0.0154524,0.00787205,0.00354368,0.0085295,0.0119287,0.0138788,0.00611229,0.0534701,0.0135471,0.014653,0.00904096,0.0231184,0.0226511,0.0110364,0.0191951,0.00151088,0.00595298,0.0275237,0.00543616,0.00291424,0.00666295,0,0,0.00434043,0,0.0108825,0.0065836,0.0612253,0.00301073,0.0114322,0.00599351,0.00325717,0.0160168,0.00307596,0.0614922,0.00275999,0.00525179,0.00652901,0.00525872,0.00610764,0.00446106,0.00382995,0.00384991,0.00353028,0.00593817,0,0,0,0,0,0,0.0106155
1721,0,0,0,0,0.00666486,0.00135038,0,0,0.0139069,0.0209545,0.00961137,0.00289004,0,0,0.0123701,0,0.0214307,0.00512828,0.044589,0.0162886,0.0153425,0.00861029,0.00366794,0.00784862,0.0123412,0.0143558,0.0063424,0.054061,0.0134786,0.0144734,0.00879804,0.022731,0.0207608,0.0103858,0.019288,0.00181398,0.00653374,0.0269485,0.00575439,0.00299037,0.00656872,0,0,0.00434646,0,0.0114354,0.00645817,0.0614287,0.00333919,0.0114569,0.00525208,0.0034703,0.0141917,0.00244062,0.0616638,0.00218065,0.00439894,0.00615765,0.00475631,0.00666498,0.00410367,0.0032902,0.00325851,0.00366955,0.00589962,0,0,0,0,0,0,0.0105037
1722,0,0,0,0,0.00645961,0.00130611,0,0,0.0125294,0.0207938,0.00946686,0.00314138,0,0,0.0118063,0,0.0214893,0.00465537,0.0444158,0.0162948,0.0153009,0.00938809,0.00408152,0.00705614,0.0127042,0.0147601,0.00683943,0.054671,0.0133007,0.0141847,0.00849284,0.0223218,0.0189217,0.00972285,0.0193888,0.00228807,0.00722546,0.026311,0.00613344,0.00306832,0.00651229,0,0,0.00429969,0,0.0121339,0.00638593,0.0616115,0.00380296,0.0114899,0.00446179,0.00370475,0.0122258,0.0018408,0.0618055,0.00161459,0.00361656,0.00548761,0.00429909,0.0072888,0.00372389,0.00267472,0.00263078,0.0037825,0.00587576,0,0,0,0,0,0,0.00698906
1723,0,0,0,0,0.00627409,0.0013768,0,0,0.0112614,0.0205476,0.00933033,0.00340811,0,0,0.011179,0,0.0215013,0.0043119,0.0442374,0.016092,0.0153079,0.0101707,0.00432374,0.00608862,0.0129083,0.0151475,0.00737631,0.0552854,0.0130007,0.0137946,0.00805101,0.0219805,0.0171968,0.00906079,0.0194849,0.00274049,0.00782878,0.0255806,0.00624694,0.00308952,0.00648489,0,0,0.00421542,0,0.0129728,0.00630631,0.0616903,0.00385067,0.0114825,0.00381467,0.00389197,0.0100106,0.00125501,0.0618441,0.000963653,0.00291563,0.00492437,0.00398782,0.00789405,0.00327425,0.00211988,0.00198535,0.00374883,0.00584007,0,0,0,0,0,0,0.00927854
1724,0,0,0,0,0.00611963,0.0016412,0,0,0.0102148,0.0203359,0.0091877,0.00360188,0,0,0.0106952,0,0.0215053,0.00417645,0.0440237,0.0154271,0.0153229,0.0110058,0.00446977,0.00489439,0.0129794,0.0155196,0.00802437,0.0559599,0.0126867,0.0133959,0.00753229,0.0216048,0.0155287,0.00851375,0.0196176,0.00296918,0.00863248,0.0248133,0.00651912,0.00303775,0.00644476,0,0,0.00416441,0,0.0139596,0.00624129,0.0615921,0.00400554,0.0114032,0.00319613,0.00409846,0.00747326,0.000782302,0.0617226,0.000440835,0.00238493,0.00435715,0.0032939,0.00859978,0.00280284,0.00174264,0.00144188,0.00361741,0.00574123,0,0,0,0,0,0,0.0113806
1725,0,0,0,0,0.00586566,0.00175789,0,0,0.00944279,0.0202154,0.00905629,0.00372974,0,0,0.00979683,0,0.0215218,0.00365669,0.0438732,0.0151016,0.0154378,0.0119171,0.004654,0.00389624,0.0130865,0.0159368,0.00874367,0.0566111,0.0123966,0.0129546,0.0071059,0.0211856,0.0141151,0.00789276,0.0197466,0.0032827,0.00941727,0.0252034,0.00682949,0.00295823,0.00668874,0,0,0.00372009,0,0.0132708,0.0058353,0.0612515,0.00419982,0.01124,0.00282619,0.0043123,0.0100083,0.000519932,0.0613693,0.000300838,0.00182173,0.0037508,0.002749,0.00931399,0.00355277,0.00167712,0.00188425,0.00319641,0.00557985,0,0,0,0,0,0,0.0115347
1726,0,0,0,0,0.00566587,0.00190953,0,0,0.00895987,0.0200724,0.00898405,0.00388604,0,0,0.00903329,0,0.0215079,0.00323193,0.043783,0.0152781,0.015498,0.0127919,0.00485484,0.00305701,0.013172,0.0162935,0.00946816,0.0572378,0.0121109,0.0124731,0.0066473,0.0208085,0.0130039,0.00746176,0.0198237,0.00359514,0.00990563,0.0254289,0.00706705,0.00295232,0.00693114,0,0,0.00327103,0,0.0128558,0.00540398,0.0608957,0.00451203,0.0110701,0.00288076,0.00455953,0.0120703,0.000382486,0.0610795,0.00084791,0.0013956,0.00303397,0.0031084,0.0097496,0.0042783,0.00158079,0.00230885,0.00285045,0.00542269,0,0,0,0,0,0,0.0111084
1727,0,0,0,0,0.00540536,0.00201903,0,0,0.00854305,0.0200485,0.00898912,0.0044777,0,0,0.00837294,0,0.0214802,0.00289894,0.0437507,0.0153871,0.0155059,0.0136059,0.00525623,0.00254975,0.0132506,0.016639,0.0102088,0.0577549,0.0117633,0.0119625,0.0061818,0.0205601,0.0120405,0.00694006,0.0198289,0.00395678,0.0100802,0.0256581,0.0072532,0.00293811,0.00717448,0,0,0.00293247,0,0.0124699,0.00501733,0.0608872,0.0047807,0.0110975,0.00306021,0.00474497,0.0140891,0.000741006,0.061028,0.00154588,0.00150894,0.00221078,0.00353389,0.00985786,0.00500221,0.001532,0.00275411,0.00253129,0.00521958,0,0,0,0,0,0,0.010853
1728,0,0,0,0,0.00512728,0.00210867,0,0,0.00830786,0.0200103,0.00899771,0.0051081,0,0,0.00784712,0,0.0214664,0.0026596,0.0437291,0.0152625,0.0154782,0.0144516,0.00545857,0.00243651,0.0134408,0.0171208,0.0110545,0.0582125,0.011438,0.011529,0.0056758,0.0203074,0.0113035,0.00649779,0.0198356,0.00428597,0.0100635,0.0256973,0.00735613,0.0029118,0.00735493,0,0,0.00278088,0,0.0122886,0.00475276,0.0609998,0.00518162,0.0111627,0.00356076,0.00488971,0.015798,0.00131593,0.0610714,0.0022229,0.00196052,0.00132042,0.00290734,0.00967671,0.00568784,0.00144092,0.0029622,0.00229689,0.00495281,0,0,0,0,0,0,0.0107642
1729,0,0,0,0,0.0048625,0.00215533,0,0,0.00800743,0.0199494,0.00897319,0.00570908,0,0,0.00721291,0,0.0214814,0.00244561,0.0437168,0.0151187,0.0154862,0.0154278,0.00543354,0.00277359,0.0138381,0.0178212,0.0120249,0.0586365,0.0111503,0.0110806,0.00513594,0.0200406,0.0107184,0.00608151,0.019814,0.00457132,0.00993705,0.0256064,0.00747872,0.0029108,0.00751389,0,0,0.00270742,0,0.0121865,0.00446314,0.0611508,0.00568357,0.0111865,0.00428381,0.00501619,0.0175908,0.00193341,0.0611846,0.00282443,0.00269585,0.000444879,0.00205452,0.00935703,0.00639864,0.00129809,0.00306397,0.0021436,0.00468757,0,0,0,0,0,0,0.0106466
1730,0,0,0,0,0.00461508,0.00218267,0,0,0.00760527,0.0199124,0.00888198,0.0059332,0,0,0.00667147,0,0.021499,0.00227154,0.0436713,0.0149411,0.0155147,0.0165449,0.00552247,0.00336297,0.0143413,0.018686,0.0131462,0.0590822,0.0108893,0.0106992,0.00468562,0.0197958,0.0101138,0.0057413,0.01977,0.00476081,0.00965348,0.0255766,0.00755577,0.0029168,0.00764071,0,0,0.00263027,0,0.0122138,0.00411666,0.0612437,0.00601232,0.011244,0.00513717,0.00515283,0.0192942,0.00260757,0.0613388,0.00366416,0.00372492,0.000832236,0.00312085,0.00891391,0.0070535,0.00107888,0.00324648,0.00202153,0.00445754,0,0,0,0,0,0,0.0103597
1731,0,0,0,0,0.00447444,0.00224771,0,0,0.00727561,0.0199968,0.0089232,0.00621123,0,0,0.00622037,0,0.0215832,0.00214648,0.0436051,0.0148847,0.0155901,0.0177132,0.00571669,0.00413447,0.0148269,0.0196053,0.0142016,0.0595337,0.0106011,0.0102726,0.00429828,0.0196157,0.00947896,0.00547897,0.01971,0.00492844,0.00929212,0.0255054,0.00762659,0.0029954,0.00776155,0,0,0.00246654,0,0.01229,0.00372609,0.0612907,0.00621837,0.011302,0.00590438,0.00534713,0.0208302,0.00339206,0.0614844,0.00541765,0.00487342,0.00192797,0.00361561,0.00852214,0.00769154,0.000840738,0.00353581,0.00196254,0.00428862,0,0,0,0,0,0,0.0101185
1732,0,0,0,0,0.00446545,0.00242349,0,0,0.00703442,0.0199258,0.0090162,0.0065684,0,0,0.00579577,0,0.0216265,0.00210792,0.0435108,0.0148777,0.015632,0.0190752,0.00593221,0.00495555,0.0152767,0.0205222,0.0153131,0.0598555,0.0104456,0.00995169,0.00385105,0.0194451,0.00890332,0.00531318,0.0196806,0.00508397,0.0087938,0.0254202,0.00762851,0.00307787,0.00788078,0,0,0.00209812,0,0.0122426,0.00337726,0.0612815,0.00645215,0.0113308,0.00696252,0.00558827,0.0223292,0.00428353,0.061657,0.00691183,0.00618093,0.00320069,0.00362263,0.00796803,0.00831826,0.000704198,0.00371163,0.00205011,0.0042301,0,0,0,0,0,0,0.00997668
1733,0,0,0,0,0.00454145,0.00264204,0,0,0.00684876,0.0198641,0.00907122,0.00689363,0,0,0.00543218,0,0.0216591,0.00208932,0.0434049,0.0148361,0.0156654,0.0205555,0.00611498,0.00576032,0.0156605,0.0214166,0.0166598,0.0602427,0.0105274,0.0098889,0.00346171,0.0192558,0.00834844,0.00527284,0.0196454,0.00517077,0.00829527,0.0253329,0.00735588,0.00314942,0.00801438,0,0,0.00169641,0,0.0122366,0.00310895,0.0613158,0.0068035,0.0114156,0.00815431,0.00576319,0.023739,0.00520803,0.0619555,0.00815891,0.00755442,0.00456257,0.00468955,0.00737787,0.00896178,0.000634938,0.00389736,0.00225304,0.0043043,0,0,0,0,0,0,0.00983372
1734,0,0,0,0,0.00468413,0.00287756,0,0,0.0069853,0.0198303,0.0093216,0.00715193,0,0,0.0050783,0,0.0216892,0.00210641,0.0432815,0.0148987,0.0157017,0.0217558,0.00625906,0.00658526,0.0158199,0.0220269,0.0178901,0.0606646,0.0105522,0.00969562,0.00318541,0.0190918,0.00779985,0.00531457,0.019591,0.00523478,0.00777292,0.0250582,0.00675959,0.00317096,0.00809447,0,0,0.00154822,0,0.0124007,0.00292677,0.0613411,0.00709585,0.0115128,0.00948089,0.00584701,0.0250418,0.00611609,0.062216,0.00938396,0.00894436,0.0058373,0.00610863,0.00679498,0.00957807,0.000508066,0.00407459,0.0025179,0.00445448,0,0,0,0,0,0,0.00973081
1735,0,0,0,0,0.00503563,0.00316386,0,0,0.0070446,0.0198653,0.00959232,0.00742753,0,0,0.00488943,0,0.021711,0.002188,0.0431763,0.01494,0.0157048,0.0229136,0.00638635,0.00740111,0.0160218,0.0226738,0.0190797,0.061102,0.0105871,0.00942928,0.00286941,0.0189768,0.00717526,0.00504869,0.0195467,0.00521683,0.00693901,0.0246791,0.00639635,0.00327106,0.00818155,0,0,0.00171805,0,0.0126313,0.00279883,0.0615722,0.00731385,0.0115907,0.0109987,0.00595238,0.0265137,0.00710077,0.0625194,0,0.0103636,0.00718022,0.00697638,0.00599253,0.0102178,0.000594069,0.00435493,0.00281692,0.00474155,0,0,0,0,0,0,0.00961561
1736,0,0,0,0,0.00532654,0.00339116,0,0,0.0074351,0.0198824,0.00980879,0.00754708,0,0,0.00471119,0,0.0217831,0.00219406,0.0429747,0.014864,0.0157476,0.0241187,0.00641273,0.00807185,0.0163622,0.0234605,0.0197758,0.0615697,0.0107294,0.00926592,0.00257232,0.0189224,0.00691893,0.00477294,0.019496,0.00519329,0.0065794,0.0241037,0.00618707,0.00321539,0.00821378,0,0,0.00206676,0,0.0130879,0.00279906,0.061678,0.00715355,0.0116314,0.0121712,0.00591424,0.0277909,0.00777876,0.062651,0.0117539,0.0115936,0.00840163,0.00810234,0.00559011,0.0107174,0.00112066,0.00469259,0.00302261,0.00496298,0,0,0,0,0,0,0.009641
1737,0,0,0,0,0.00585459,0.00368826,0,0,0.00746633,0.0198763,0.0100316,0.0077747,0,0,0.00458915,0,0.021807,0.00213046,0.0428059,0.0148516,0.0157863,0.0254322,0.00651056,0.00878762,0.0168531,0.0243746,0.0206139,0.0618907,0.0109393,0.00918191,0.00238834,0.0188902,0.00635509,0.00464183,0.0194474,0.00508524,0.00598819,0.0234404,0.00600409,0.0033465,0.00835358,0,0,0.00248609,0,0.0135678,0.00281594,0.0615456,0.0070153,0.0115557,0.013181,0.00598143,0.0292132,0.00846561,0.0626704,0.012733,0.0127042,0.0094501,0.00876387,0.00494345,0.011215,0.00167242,0.00515442,0.00318832,0.00540164,0,0,0,0,0,0,0.00977943
