Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
200,0,0,0,0,0,0.0373446,0.0397294,0,0,0,0.0320942,0.022883,0,0.0161864,0,0,0.0280954,0.0152099,0.0161875,0.0268126,0.0269593,0.0565256,0.0799086,0.0890309,0.0710342,0.042865,0.0366968,0.0279703,0.0128539,0.00912806,0.0247599,0,0.0287425,0.0398532,0,0,0.0200068,0,0,0.0320555,0.0747682,0.0335802,0.0173146,0.0244945,0.0379473,0.0362343,0.057392,0.0915779,0.080949,0.0436095,0.0648563,0.0385946,0.0453614,0.0798855,0.0397448,0.0113649,0.0106768,0.0171295,0.0215121,0.0206355,0,0,0,0,0.0461576,0.0153022,0,0,0.0898428,0,0.0178138,0.0412289
201,0,0,0,0,0,0.037335,0.0397246,0,0,0,0.0333625,0.0230357,0,0.0162763,0,0,0.028123,0.0144564,0.0172089,0.0266198,0.0270416,0.0564628,0.0791437,0.0888694,0.0712852,0.0428117,0.0364349,0.0248619,0.0128244,0.00912635,0.0248838,0,0.0286722,0.0398703,0,0,0.01993,0,0,0.0321243,0.0749424,0.0333189,0.0169647,0.0244258,0.0381277,0.0361045,0.0573709,0.0914018,0.0808487,0.0437825,0.0647552,0.0385564,0.0452869,0.0798652,0.0387681,0.0114839,0.0106134,0.0171587,0.021451,0.0205612,0,0,0,0,0.0456118,0.0148255,0,0,0.0896574,0,0.0178341,0.0405275
202,0,0,0,0,0,0.0373876,0.0397048,0,0,0,0.0348046,0.0232067,0,0.0163419,0,0,0.0280964,0.0140618,0.0183988,0.0264385,0.0270119,0.0563195,0.0783868,0.0887093,0.0714335,0.042853,0.0362895,0.0223587,0.0128711,0.00910359,0.0255368,0,0.0284452,0.0399498,0,0,0.0198406,0,0,0.0321696,0.0750846,0.0330444,0.0166796,0.0242631,0.038269,0.0358743,0.0572379,0.0912118,0.0806694,0.0437557,0.0647225,0.0386192,0.0452574,0.0798294,0.0373609,0.0115727,0.0105477,0.0171426,0.0214129,0.0204889,0,0,0,0,0.0451403,0.0143123,0,0,0.0894362,0,0.0178147,0.0401241
203,0,0,0,0,0,0.0370318,0.0396735,0,0,0,0.035972,0.0234704,0,0.016545,0,0,0.0281232,0.0138436,0.01995,0.026718,0.0275184,0.0559142,0.0773352,0.0882834,0.0712537,0.0431869,0.0364235,0.0204314,0.0127602,0.00912121,0.0344402,0,0.026496,0.039671,0,0,0.0198505,0,0,0.0321761,0.0730317,0.0351362,0.0171614,0.0258656,0.0383232,0.0356268,0.057399,0.0950158,0.0816704,0.041983,0.0633519,0.0409413,0.0431783,0.0771046,0.0232005,0.0115229,0.0105367,0.0171662,0.0212147,0.0209172,0,0,0,0,0.0448191,0.014496,0,0,0.0894949,0,0.0179576,0.0401999
204,0,0,0,0,0,0.0371182,0.0396981,0,0,0,0.0364724,0.0238697,0,0.0165583,0,0,0.0281141,0.0140221,0.0215267,0.0263783,0.0274617,0.0557267,0.0763298,0.0881533,0.0714249,0.0432506,0.0362614,0.0189973,0.0127579,0.00911761,0.0352082,0,0.0263032,0.0397287,0,0,0.0197993,0,0,0.0322198,0.0731641,0.0352235,0.0169381,0.0254997,0.0384403,0.0355289,0.0571145,0.0949398,0.0816737,0.0420132,0.0631373,0.0407842,0.0429671,0.0768483,0.0220425,0.0114277,0.0105963,0.0173079,0.0212325,0.0208753,0,0,0,0,0.0442433,0.0140757,0,0,0.0895303,0,0.0180056,0.0397748
205,0,0,0,0,0,0.0371873,0.0397297,0,0,0,0.0366263,0.0243932,0,0.0165377,0,0,0.0281064,0.0143532,0.0230845,0.0259985,0.027377,0.0555217,0.0753405,0.0880329,0.0715253,0.043276,0.0360637,0.0181798,0.0127633,0.00909539,0.0356943,0,0.0261962,0.0397548,0,0,0.0197495,0,0,0.0322666,0.0733211,0.0352155,0.0167911,0.0251675,0.0385276,0.0354897,0.0569017,0.0947785,0.0815818,0.0419851,0.0629919,0.0406218,0.0428321,0.076647,0.0212868,0.0114033,0.0106274,0.0173114,0.0212396,0.0208426,0,0,0,0,0.0436363,0.0137238,0,0,0.0896653,0,0.0180429,0.0391209
206,0,0,0,0,0,0.037182,0.0397267,0,0,0,0.0366957,0.024938,0,0.0164907,0,0,0.0281599,0.0148071,0.0245396,0.0256458,0.0272393,0.0552885,0.0744508,0.087902,0.0715758,0.0432679,0.0358708,0.0178101,0.0127941,0.00902458,0.0360592,0,0.026097,0.0397505,0,0,0.019636,0,0,0.0323573,0.0735206,0.0352702,0.0167329,0.0249164,0.0386035,0.035496,0.056697,0.0945319,0.0814292,0.0418698,0.0629492,0.0404711,0.0427315,0.0764919,0.0208267,0.0113963,0.0106306,0.0172673,0.0211886,0.0207716,0,0,0,0,0.0430418,0.013447,0,0,0.0897953,0,0.0179824,0.0383087
207,0,0,0,0,0,0.0370991,0.0396986,0,0,0,0.0370457,0.0251248,0,0.0164432,0,0,0.028333,0.0151596,0.0254343,0.0253865,0.0270626,0.0550572,0.0738682,0.0877633,0.0715975,0.0432351,0.0357444,0.0175583,0.0128242,0.00901308,0.0362372,0,0.0260527,0.0396913,0,0,0.01956,0,0,0.0322912,0.0737051,0.0353382,0.0167849,0.0247429,0.0386189,0.0355216,0.0564411,0.0942107,0.0812264,0.0416361,0.062958,0.0403328,0.0426477,0.0763618,0.0205863,0.0113757,0.0108841,0.0169673,0.0210618,0.020704,0,0,0,0,0.0425414,0.0132019,0,0,0.0898742,0,0.0177703,0.0379528
208,0,0,0,0,0,0.0369336,0.0396711,0,0,0,0.03633,0.0251149,0,0.0163871,0,0,0.0284413,0.0159217,0.0265285,0.0251745,0.0269069,0.0548772,0.0732473,0.0876565,0.071642,0.043142,0.0355097,0.0184972,0.0128636,0.00901767,0.0364097,0,0.0260318,0.039612,0,0,0.0194937,0,0,0.0323163,0.0739182,0.035459,0.0167923,0.0245661,0.0386693,0.035576,0.056121,0.0938679,0.0810646,0.0414192,0.0628276,0.0401479,0.0425799,0.0762045,0.0203664,0.0113252,0.010947,0.0169464,0.0208837,0.020719,0,0,0,0,0.0417545,0.0130959,0,0,0.0901058,0,0.0177111,0.0374968
209,0,0,0,0,0,0.0365137,0.0399435,0,0,0,0.0368949,0.0231259,0,0.0161301,0,0,0.028996,0.0167396,0.0240902,0.0242995,0.0269543,0.0544967,0.0734263,0.0874884,0.0714094,0.0438477,0.0367308,0.0215117,0.0131037,0.00895738,0.0360333,0,0.0257654,0.0393886,0,0,0.0191775,0,0,0.0326472,0.0740838,0.0356376,0.01739,0.0241507,0.0382704,0.0358158,0.0556821,0.0932458,0.0806808,0.0410168,0.0628679,0.0397459,0.0428785,0.0762974,0.0211793,0.011048,0.0106802,0.01663,0.0210589,0.0206501,0,0,0,0,0.0427049,0.0122093,0,0,0.0897285,0,0.0172287,0.0382141
210,0,0,0,0,0,0.0362697,0.0400153,0,0,0,0.0383629,0.0215126,0,0.0161016,0,0,0.0294215,0.0187422,0.0222654,0.0237157,0.0270515,0.0543581,0.0742247,0.0875989,0.0713337,0.0443914,0.037546,0.0240102,0.0131699,0.00898904,0.0359325,0,0.0258493,0.0392039,0,0,0.0191608,0,0,0.0327865,0.074189,0.0358041,0.0175381,0.024001,0.0379244,0.0359311,0.0553935,0.092934,0.0804909,0.0407498,0.0627591,0.0395161,0.042721,0.0760689,0.0211085,0.0109214,0.0104971,0.0164869,0.021032,0.0207527,0,0,0,0,0.0432425,0.011528,0,0,0.089251,0,0.0169293,0.0384926
211,0,0,0,0,0,0.036068,0.040154,0,0,0,0.0396922,0.0202013,0,0.016039,0,0,0.0298743,0.0208819,0.0210992,0.0231935,0.0271061,0.0544092,0.0752202,0.0879134,0.0714224,0.0448144,0.0381467,0.0264408,0.0132687,0.0089888,0.0356973,0,0.025794,0.0390172,0,0,0.0190468,0,0,0.0329972,0.0742341,0.0359831,0.0178612,0.0238633,0.0376071,0.0360116,0.0551224,0.0926103,0.0802348,0.0404431,0.0626343,0.0393227,0.0425103,0.0758407,0.0212005,0.0107668,0.0103025,0.0163859,0.0210474,0.020826,0,0,0,0,0.043685,0.0109778,0,0,0.0886355,0,0.0168032,0.0387183
212,0,0,0,0,0,0.0359279,0.0402194,0,0,0,0.0405981,0.019319,0,0.0159637,0,0,0.0302744,0.0226756,0.0204844,0.0228571,0.0270973,0.0545123,0.0762555,0.0882646,0.0715683,0.0452148,0.0386727,0.0285036,0.0133639,0.00889252,0.0355619,0,0.0257781,0.038866,0,0,0.0189192,0,0,0.0332226,0.0742778,0.0361645,0.0182319,0.0237636,0.0373277,0.0360723,0.0548579,0.0922554,0.0800275,0.0401029,0.0625232,0.0391948,0.0423596,0.0756545,0.0214626,0.0106245,0.0101153,0.0164617,0.0210061,0.0209078,0,0,0,0,0.0440168,0.0106818,0,0,0.0880972,0,0.0169017,0.0388278
213,0,0,0,0,0,0.0357803,0.0402132,0,0,0,0.0409927,0.0188622,0,0.0159525,0,0,0.0305751,0.0240329,0.0201796,0.0226081,0.0271145,0.0546347,0.0771178,0.0885381,0.0716725,0.045525,0.0391915,0.0301083,0.0133959,0.00894899,0.0355154,0,0.0257954,0.0387767,0,0,0.0190225,0,0,0.0333873,0.0743914,0.0363323,0.0183952,0.0237023,0.0370568,0.0361491,0.0546076,0.0919435,0.0798298,0.0398321,0.0624069,0.0390859,0.0422202,0.0755391,0.0215867,0.0104425,0.00987549,0.016504,0.0208894,0.0209857,0,0,0,0,0.0441548,0.0105047,0,0,0.0876891,0,0.0167967,0.0387928
214,0,0,0,0,0,0.0357396,0.0403629,0,0,0,0.0411939,0.0185405,0,0.0157347,0,0,0.0308514,0.0250225,0.0199118,0.0226243,0.0268256,0.054941,0.0779407,0.088773,0.0717859,0.045537,0.0393075,0.0311146,0.0136605,0.00900017,0.0357006,0,0.0255379,0.0387214,0,0,0.0182202,0,0,0.0337243,0.0744457,0.0364999,0.0190086,0.0238881,0.0368418,0.0360193,0.0542992,0.0915947,0.0793994,0.0392367,0.0624175,0.0391553,0.0422635,0.0754803,0.0217821,0.01033,0.0100449,0.0165927,0.0209293,0.020977,0,0,0,0,0.0441033,0.0104843,0,0,0.087242,0,0.0164653,0.0385267
215,0,0,0,0,0,0.0365599,0.0400908,0,0,0,0.040512,0.019149,0,0.0148916,0,0,0.0307014,0.0239422,0.020123,0.0240804,0.0254919,0.0549658,0.0784888,0.0883114,0.071114,0.0458916,0.0396328,0.0303569,0.0141827,0.00947332,0.0369041,0,0.0247667,0.039099,0,0,0.0151359,0,0,0.0342307,0.0747893,0.036633,0.0196726,0.0246135,0.0372818,0.0349688,0.053018,0.0908765,0.0785526,0.0376563,0.0629646,0.0396854,0.0426075,0.0756051,0.0226943,0.0109572,0.0124056,0.0168819,0.0205353,0.0212488,0,0,0,0,0.0444795,0.0116422,0,0,0.08723,0,0.016107,0.0389833
216,0,0,0,0,0,0.0356549,0.0401414,0,0,0,0.0398359,0.0194442,0,0.0156136,0,0,0.0305669,0.0249611,0.0197221,0.0230103,0.0266118,0.0551958,0.0786144,0.088657,0.0716207,0.0451172,0.0390032,0.0313699,0.0135862,0.00907736,0.0355104,0,0.0257858,0.0386586,0,0,0.0181781,0,0,0.0336005,0.0747908,0.0369292,0.0191558,0.02386,0.0368976,0.035976,0.0538162,0.0912419,0.0789564,0.0389404,0.0620461,0.0386416,0.0420277,0.0752491,0.022186,0.0102873,0.0103314,0.0164657,0.0206546,0.0210867,0,0,0,0,0.0440275,0.0110244,0,0,0.0869854,0,0.0164338,0.0386588
217,0,0,0,0,0,0.0356463,0.0398643,0,0,0,0.038173,0.0206653,0,0.0157982,0,0,0.0302117,0.0239478,0.019708,0.0232264,0.0266895,0.0551551,0.0784146,0.0883604,0.0714274,0.0447147,0.0384632,0.030555,0.0133286,0.00901751,0.0349949,0,0.0261484,0.0386485,0,0,0.0188199,0,0,0.0333163,0.0750208,0.0372859,0.0190794,0.0236871,0.037261,0.036087,0.0536486,0.091138,0.0789784,0.0391653,0.0616656,0.0381237,0.0417202,0.0749752,0.0224506,0.0103182,0.0102196,0.0165312,0.0203461,0.0212393,0,0,0,0,0.0439592,0.0117011,0,0,0.0870533,0,0.016825,0.0388264
218,0,0,0,0,0,0.0357707,0.0397491,0,0,0,0.0360789,0.0221656,0,0.0159528,0,0,0.0299598,0.0225184,0.0199307,0.0235892,0.0265802,0.0552638,0.0781752,0.0881313,0.0712558,0.0440182,0.0375118,0.029358,0.0132346,0.00905227,0.0349189,0,0.0261689,0.0387516,0,0,0.0186889,0,0,0.0332352,0.0751493,0.0377689,0.0192784,0.0238024,0.0376578,0.0359545,0.0534503,0.0909714,0.0787704,0.0390569,0.0614547,0.0377757,0.041431,0.0746807,0.0226634,0.0103796,0.0103084,0.0167461,0.0201566,0.0213484,0,0,0,0,0.0435501,0.0124272,0,0,0.087324,0,0.0170361,0.0386665
219,0,0,0,0,0,0.0359493,0.0396244,0,0,0,0.0336052,0.0239859,0,0.0161641,0,0,0.0296506,0.020881,0.0210122,0.0240119,0.0265078,0.0553987,0.0778069,0.0879459,0.0711548,0.0433017,0.0364424,0.0278727,0.013092,0.00905599,0.0347801,0,0.0264265,0.0388721,0,0,0.0187007,0,0,0.0330453,0.0753464,0.0383378,0.0195593,0.0239033,0.0380671,0.0357606,0.0531843,0.090737,0.0786071,0.0389299,0.0612043,0.0374002,0.0411178,0.0742886,0.0230253,0.0104262,0.0105952,0.0168513,0.0199407,0.0214526,0,0,0,0,0.0430567,0.0132673,0,0,0.0878701,0,0.0173347,0.0384454
220,0,0,0,0,0,0.0362947,0.0393578,0,0,0,0.0369336,0.0202619,0,0.0166453,0,0,0.0288474,0.0225981,0.0248054,0.024838,0.0263037,0.055766,0.0770041,0.0877643,0.071396,0.0421724,0.035406,0.0317953,0.0127621,0.00911191,0.034582,0,0.0265534,0.0391299,0,0,0.0187114,0,0,0.0327457,0.075612,0.0388346,0.0198953,0.0241561,0.0389087,0.0354687,0.0529129,0.0904996,0.0785069,0.0387396,0.0608974,0.0371387,0.0407566,0.073835,0.0233369,0.0105575,0.0110423,0.0171199,0.0195631,0.0216108,0,0,0,0,0.0385593,0.0149318,0,0,0.0887774,0,0.0180201,0.0340447
221,0,0,0,0,0,0.0363634,0.0393663,0,0,0,0.0295294,0.0274586,0,0.0166678,0,0,0.0287969,0.0178517,0.0243589,0.0247658,0.0264173,0.0557677,0.0769548,0.0876262,0.0711576,0.0422815,0.0347423,0.0249372,0.0127417,0.00911048,0.033939,0,0.0265921,0.0392031,0,0,0.0186595,0,0,0.0327559,0.0759562,0.0394759,0.0204521,0.0242849,0.0389244,0.0352851,0.0526,0.0901224,0.0783797,0.0384773,0.0606047,0.0367632,0.0404088,0.0734134,0.0245075,0.0106012,0.010953,0.0171354,0.0195578,0.0216768,0,0,0,0,0.0423962,0.0152218,0,0,0.0888608,0,0.0180954,0.0381857
222,0,0,0,0,0,0.0364126,0.0393875,0,0,0,0.0307183,0.0273407,0,0.0166858,0,0,0.028739,0.0175705,0.0233996,0.0245593,0.0265227,0.0559624,0.0771823,0.0874084,0.0708481,0.0418989,0.0345556,0.0244486,0.0127194,0.00912097,0.0332293,0,0.0266887,0.0392457,0,0,0.0185713,0,0,0.0326891,0.0764785,0.0402147,0.021167,0.024341,0.0389133,0.0350969,0.0522042,0.0896663,0.0782525,0.0382047,0.0602282,0.0363345,0.0400023,0.0729169,0.0260543,0.0106744,0.0110029,0.0169841,0.0195745,0.021757,0,0,0,0,0.0429137,0.0153756,0,0,0.0890361,0,0.0181745,0.0386453
