Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LBHD
109,0,0,0,0,0,0,0.0320108,0.0441235,0,0,0,0.0593068,0,0.030338,0,0.0159263,0,0,0.0274504,0.0995059,0.29633,0.0364607,0.0338958,0.0414976,0.026541,0.0761018,0.0898896,0.107329,0.0888667,0.0445023,0.0385481,0.0464258,0.0553151,0.257196,0.0139758,0.00896242,0.016692,0.029145,0,0.0238769,0.0365162,0,0,0.0186266,0,0,0.0366542,0.0770049,0.0262968,0.0205487,0.0227668,0.0580942,0.0398816,0.062427,0.100183,0.0905698,0.0416755,0.073056,0.0454035,0.053497,0.0870675,0.0426837,0.0106731,0.0119663,0.0180915,0.0208511,0.0266948,0,0,0,0,0
110,0,0,0,0,0,0,0.0328223,0.0440592,0,0,0,0.0551322,0,0.0284173,0,0.0165797,0,0,0.0264857,0.100645,0.295717,0.0363366,0.0371061,0.0417982,0.0254617,0.0751492,0.0881252,0.106182,0.0882744,0.047718,0.0433039,0.0485046,0.0574452,0.256863,0.0137368,0.00922973,0.0168491,0.0288079,0,0.0249452,0.0374292,0,0,0.017549,0,0,0.037175,0.0765082,0.0276396,0.0210066,0.0232568,0.0583802,0.0396189,0.0639051,0.101784,0.0912674,0.0421727,0.0718983,0.0453245,0.0521231,0.0855569,0.0407428,0.0107667,0.0115911,0.0174941,0.0210379,0.0257866,0,0,0,0,0
111,0,0,0,0,0,0,0.0330933,0.0439788,0,0,0,0.0540352,0,0.0296308,0,0.0164791,0,0,0.0263926,0.101239,0.296937,0.0358755,0.0378899,0.0421379,0.0252444,0.0744772,0.0875055,0.105715,0.0877552,0.0485113,0.0445184,0.0497355,0.0586142,0.255289,0.0137936,0.00921661,0.0168777,0.0280827,0,0.0253485,0.0375888,0,0,0.017362,0,0,0.0370006,0.0766925,0.0279728,0.020348,0.0232493,0.0577296,0.0391657,0.0644053,0.102446,0.091593,0.0423964,0.0717029,0.0454105,0.0518127,0.0853756,0.0421854,0.0107461,0.0116825,0.0173089,0.0210593,0.0252337,0,0,0,0,0
112,0,0,0,0,0,0,0.0332864,0.0439635,0,0,0,0.0525373,0,0.030781,0,0.0164966,0,0,0.0263465,0.102124,0.298065,0.0353232,0.0385091,0.0424738,0.0252176,0.0737037,0.0867377,0.105171,0.0872013,0.0490397,0.0453868,0.0507555,0.0595598,0.253901,0.0138538,0.00927743,0.0168404,0.0275236,0,0.0256245,0.0376998,0,0,0.0171948,0,0,0.0369075,0.0767363,0.0280763,0.0196863,0.0232655,0.0572152,0.0386969,0.0649677,0.103069,0.0920093,0.0427196,0.0716132,0.0454891,0.0514989,0.0852943,0.0431958,0.010759,0.0117452,0.0171798,0.0211592,0.0246805,0,0,0,0,0
113,0,0,0,0,0,0,0.0334723,0.0439997,0,0,0,0.0509073,0,0.0317268,0,0.0165117,0,0,0.0262639,0.102934,0.299008,0.0348705,0.0390097,0.0427464,0.0253584,0.0728334,0.0858197,0.104552,0.0866195,0.04936,0.0458671,0.0514184,0.0602701,0.25256,0.0138772,0.00932389,0.0168192,0.0271175,0,0.0257866,0.0377608,0,0,0.0170676,0,0,0.0368852,0.0767378,0.0280027,0.0190617,0.0232367,0.0567638,0.0382696,0.0655147,0.103565,0.0923938,0.0431209,0.0715603,0.045503,0.0512543,0.0851539,0.0436917,0.0107886,0.0117126,0.0171391,0.0212751,0.0241655,0,0,0,0,0
114,0,0,0,0,0,0,0.0337199,0.0440226,0,0,0,0.0492952,0,0.0325644,0,0.0164692,0,0,0.0260931,0.103573,0.299899,0.0344035,0.0393899,0.0429944,0.0255173,0.0718913,0.084829,0.103922,0.0860502,0.049609,0.0460555,0.0518286,0.0608463,0.251353,0.0138643,0.00933186,0.0167874,0.0269081,0,0.0258378,0.0378546,0,0,0.0169981,0,0,0.0368538,0.0766764,0.0278104,0.0185925,0.0231773,0.0563523,0.037874,0.0659271,0.103924,0.0927063,0.0435564,0.0715213,0.0454188,0.051249,0.0850161,0.0436965,0.0108157,0.0115866,0.0171291,0.0213738,0.02378,0,0,0,0,0
115,0,0,0,0,0,0,0.0339512,0.0441697,0,0,0,0.0478275,0,0.0332715,0,0.0163335,0,0,0.0259723,0.10394,0.300748,0.0336889,0.0393849,0.0431205,0.0257598,0.0711734,0.0840493,0.103422,0.0856337,0.049722,0.0460206,0.0519821,0.0612357,0.250353,0.0136088,0.00928976,0.0168095,0.0269797,0,0.0256677,0.0381382,0,0,0.0169457,0,0,0.0366986,0.0766851,0.0281228,0.0181339,0.0229629,0.0555345,0.0372166,0.0660273,0.104078,0.0930299,0.0439822,0.0715113,0.0451863,0.0514955,0.0848905,0.0439687,0.0107915,0.0115773,0.0167668,0.0215472,0.0234889,0,0,0,0,0
116,0,0,0,0,0,0,0.0343531,0.0439622,0,0,0,0.046322,0,0.0342738,0,0.0164173,0,0,0.0256882,0.104369,0.301423,0.0336581,0.0398037,0.0435322,0.0255514,0.0703365,0.0830079,0.102793,0.0851908,0.0501378,0.0464706,0.0525039,0.0616903,0.249095,0.013906,0.00926532,0.0166678,0.0268603,0,0.0258594,0.0381425,0,0,0.0169366,0,0,0.036615,0.0765899,0.0274544,0.0179936,0.022967,0.0555266,0.037123,0.0662145,0.104339,0.0931647,0.0443443,0.0715395,0.0450803,0.0515982,0.0850128,0.0423944,0.0109526,0.0114626,0.0169313,0.0214714,0.0232207,0,0,0,0,0
117,0,0,0,0,0,0,0.0346287,0.0438734,0,0,0,0.0452119,0,0.0349611,0,0.0164488,0,0,0.0256301,0.104549,0.30202,0.0335289,0.0398126,0.0437458,0.0254338,0.0697418,0.0822766,0.102322,0.0848555,0.050214,0.0465768,0.0527,0.061892,0.24806,0.01401,0.00922864,0.0166101,0.0268881,0,0.0258445,0.0382796,0,0,0.0168585,0,0,0.0364435,0.076693,0.0273874,0.0176943,0.0228534,0.0551075,0.0367874,0.0662479,0.104367,0.0933079,0.0447681,0.0714767,0.0450249,0.0515813,0.0851333,0.0414363,0.0110865,0.0115173,0.0167669,0.0215004,0.023002,0,0,0,0,0
118,0,0,0,0,0,0,0.0348306,0.0437856,0,0,0,0.0443917,0,0.0356909,0,0.0164409,0,0,0.0255954,0.104616,0.302363,0.0335281,0.0397468,0.043942,0.0252723,0.0692278,0.0816516,0.10188,0.0845636,0.0502274,0.0466132,0.0526978,0.0619341,0.247192,0.0141665,0.00921506,0.0165442,0.0270833,0,0.025694,0.0384044,0,0,0.0167747,0,0,0.0362618,0.0769001,0.0268742,0.0174681,0.0227144,0.0546951,0.0365358,0.0662898,0.104359,0.0934435,0.0452075,0.0712677,0.0449863,0.0515146,0.0852096,0.0404132,0.0112283,0.0116295,0.0165848,0.0215582,0.022859,0,0,0,0,0
119,0,0,0,0,0,0,0.0340294,0.0436905,0,0,0,0.0447849,0,0.0407012,0,0.0155351,0,0,0.0264406,0.103639,0.304117,0.032869,0.0371989,0.0445569,0.0263486,0.0690388,0.0823421,0.102098,0.0841701,0.0482505,0.0428852,0.0530148,0.0623497,0.2458,0.0144579,0.00904838,0.0162682,0.0311711,0,0.023106,0.0374493,0,0,0.0177028,0,0,0.0354046,0.0774328,0.0272759,0.013778,0.0258027,0.0527761,0.036098,0.0656542,0.105648,0.0940225,0.0443285,0.0709703,0.0457292,0.0507103,0.0842471,0.0335298,0.0111222,0.0119793,0.0169532,0.0212265,0.0237734,0,0,0,0,0
120,0,0,0,0,0,0,0.0348921,0.0431805,0,0,0,0.0444983,0,0.0412677,0,0.0140527,0,0,0.0169389,0.103647,0.304214,0.0328655,0.0365664,0.0439044,0.0242983,0.0690114,0.0820349,0.101945,0.084316,0.0478211,0.0424547,0.0529405,0.0618884,0.245703,0.0154962,0.0106665,0,0.0271431,0,0.0250453,0.0382838,0,0,0.0176481,0,0,0.0353362,0.0782838,0.0255364,0.015788,0.0216597,0.0525219,0.0360918,0.0655716,0.103347,0.0932645,0.0456525,0.0722732,0.0445603,0.0526266,0.0865448,0.0413456,0.0110405,0.0119458,0.0169136,0.0210727,0.0231749,0,0,0,0,0
121,0,0,0,0,0,0,0.0344751,0.043162,0,0,0,0.0439988,0,0.0421477,0,0.0140275,0,0,0.017062,0.103567,0.304427,0.0329199,0.0364332,0.0446264,0.0248134,0.068387,0.0814432,0.101314,0.0837565,0.0477044,0.042405,0.0529671,0.0618706,0.245071,0.0154089,0.0108571,0,0.0324081,0,0.0227526,0.0379639,0,0,0.0175489,0,0,0.0353679,0.0775485,0.0265181,0.0135367,0.0253374,0.0520642,0.035855,0.0660563,0.105858,0.0942863,0.0450931,0.0710506,0.0456041,0.0510305,0.0847141,0.0298209,0.0109108,0.0118894,0.0169015,0.0209022,0.0236589,0,0,0,0,0
122,0,0,0,0,0,0,0.0355196,0.0432631,0,0,0,0.0429816,0,0.038435,0,0.0147187,0,0,0.016533,0.10441,0.302906,0.0334392,0.0380771,0.0442758,0.0236399,0.0678225,0.0798218,0.100317,0.0837046,0.0492627,0.045713,0.0527141,0.061131,0.24557,0.0150645,0.0110067,0,0.0285855,0,0.0247449,0.039217,0,0,0.0163799,0,0,0.0361136,0.0776399,0.0245109,0.0165698,0.0220684,0.0531146,0.0356496,0.0668068,0.104462,0.0938657,0.0468066,0.0714335,0.0444647,0.0521169,0.0862199,0.035348,0.0109649,0.0115988,0.0162033,0.0213457,0.0223571,0,0,0,0,0
123,0,0,0,0,0,0,0.0352942,0.043206,0,0,0,0.0435477,0,0.0430162,0,0.0137838,0,0,0.017161,0.103561,0.304252,0.0328492,0.0348891,0.0442103,0.0239502,0.0678085,0.0806277,0.100726,0.0836839,0.0470743,0.0420223,0.0528251,0.0612922,0.244984,0.0156971,0.0109184,0,0.0281908,0,0.0246423,0.0384368,0,0,0.0172363,0,0,0.0354628,0.0785119,0.0235229,0.0154434,0.0214909,0.0518059,0.0355606,0.0663826,0.103889,0.0937774,0.0472161,0.0719359,0.0443319,0.0528645,0.0870799,0.0364189,0.0109162,0.0118501,0.0168663,0.0211552,0.0224771,0,0,0,0,0
124,0,0,0,0,0,0,0.0350108,0.0431729,0,0,0,0.0431117,0,0.0434847,0,0.0138972,0,0,0.0173217,0.103469,0.304393,0.0329667,0.0345735,0.0448484,0.0244846,0.0671578,0.0800602,0.100019,0.0831176,0.0471271,0.042269,0.0530339,0.0614081,0.244709,0.0155593,0.011025,0,0.0342553,0,0.0221994,0.0381523,0,0,0.0170457,0,0,0.0354518,0.0775064,0.0249954,0.0134099,0.0243842,0.0512474,0.0351972,0.0671248,0.106428,0.0949099,0.0466335,0.0709286,0.0456101,0.0512434,0.0851548,0.0253497,0.0108985,0.0119151,0.0167514,0.0208999,0.0228399,0,0,0,0,0
125,0,0,0,0,0,0,0.0361513,0.043225,0,0,0,0.042127,0,0.0397569,0,0.0145391,0,0,0.0168853,0.104494,0.303065,0.0333448,0.0365488,0.04435,0.0232676,0.0665414,0.0780757,0.0989357,0.0831209,0.0490121,0.0462087,0.0529788,0.0608675,0.244902,0.0156095,0.0110279,0,0.0293781,0,0.0246496,0.0392578,0,0,0.0160147,0,0,0.0361833,0.0777136,0.0224905,0.0162853,0.0218813,0.0522139,0.0351454,0.0681053,0.104914,0.0942157,0.0480832,0.0716085,0.0444114,0.0524967,0.0869699,0.0308823,0.0108263,0.011661,0.0161701,0.0213159,0.021735,0,0,0,0,0
126,0,0,0,0,0,0,0.0355598,0.0431551,0,0,0,0.0425633,0,0.0439902,0,0.0138674,0,0,0.0174603,0.103379,0.304286,0.0327974,0.0330727,0.04482,0.0242809,0.0663916,0.0789196,0.0992946,0.082837,0.0470863,0.0427628,0.0535029,0.0614136,0.24419,0.0157237,0.0111215,0,0.0353206,0,0.0219197,0.0384589,0,0,0.0168673,0,0,0.0354963,0.0773897,0.0246988,0.013328,0.02382,0.0505726,0.0346043,0.0673413,0.106751,0.095264,0.0474135,0.0709111,0.0455725,0.0513171,0.0854375,0.0225654,0.0109651,0.0117966,0.0166935,0.0210108,0.022315,0,0,0,0,0
127,0,0,0,0,0,0,0.0366092,0.0432467,0,0,0,0.0417818,0,0.0405937,0,0.0142112,0,0,0.0170723,0.104445,0.302692,0.0329945,0.0349,0.0441823,0.0231158,0.0656576,0.0768208,0.0982954,0.0829478,0.048939,0.0467516,0.0535267,0.0608035,0.244474,0.0157609,0.0110399,0,0.030102,0,0.0244289,0.0394426,0,0,0.0160016,0,0,0.036192,0.0776684,0.0219396,0.0160778,0.0221305,0.0514899,0.0345457,0.0680875,0.105122,0.0942955,0.0487004,0.0716031,0.0441868,0.0525825,0.0872883,0.0285812,0.0108071,0.0116276,0.0160528,0.0214789,0.0211957,0,0,0,0,0
128,0,0,0,0,0,0,0.0367372,0.0433018,0,0,0,0.0416233,0,0.0413049,0,0.0140894,0,0,0.0171653,0.104484,0.302216,0.0326714,0.0338242,0.0439098,0.0230505,0.06515,0.0761655,0.0979677,0.0829831,0.0489015,0.046945,0.0535558,0.0606691,0.24438,0.0157341,0.0110427,0,0.0303609,0,0.0245433,0.039437,0,0,0.0160746,0,0,0.0362573,0.0776222,0.0216265,0.0160236,0.0222408,0.0511419,0.0343765,0.0684214,0.105212,0.0943032,0.0490113,0.0715765,0.0440394,0.0525755,0.0873807,0.0275774,0.0108053,0.0116756,0.0160208,0.0216122,0.0212643,0,0,0,0,0
129,0,0,0,0,0,0,0.0364052,0.0433164,0,0,0,0.0422179,0,0.0456325,0,0.0135236,0,0,0.0175975,0.103491,0.30292,0.0318546,0.0300027,0.0438637,0.0233909,0.0649804,0.0770921,0.0985633,0.0831094,0.0465126,0.0429109,0.0535133,0.0608293,0.244397,0.0158735,0.0112054,0,0.0300964,0,0.0243953,0.0389342,0,0,0.0169235,0,0,0.0356537,0.078472,0.0216853,0.0146619,0.0218163,0.0501122,0.0341048,0.0679386,0.104766,0.0943598,0.0492267,0.0718751,0.0439862,0.0528714,0.0877031,0.0282016,0.011106,0.0118494,0.016636,0.0216051,0.0216614,0,0,0,0,0
130,0,0,0,0,0,0,0.0363315,0.0432685,0,0,0,0.0423329,0,0.0462498,0,0.0135605,0,0,0.0176691,0.103593,0.30174,0.0318872,0.0291475,0.0437935,0.023437,0.0644725,0.0765039,0.0984671,0.0832323,0.0457548,0.042437,0.0531223,0.0601007,0.244966,0.01582,0.0112673,0,0.0302515,0,0.0243682,0.0389167,0,0,0.0168893,0,0,0.0355675,0.0784038,0.0214497,0.0146642,0.0220132,0.0499709,0.0341487,0.0681919,0.10493,0.0943924,0.0494263,0.0718476,0.0438792,0.0528653,0.0878272,0.0270339,0.0111484,0.0118642,0.0166358,0.0216505,0.021482,0,0,0,0,0
131,0,0,0,0,0,0,0.0361988,0.0432916,0,0,0,0.0424845,0,0.0472133,0,0.0135429,0,0,0.0177234,0.103715,0.300521,0.0319573,0.0284269,0.043835,0.023384,0.0640484,0.0759464,0.0983781,0.0832829,0.0449056,0.0416929,0.0525729,0.0592206,0.245516,0.0157738,0.011304,0,0.0304913,0,0.024244,0.0388109,0,0,0.0168725,0,0,0.035551,0.0782689,0.0211447,0.0147052,0.0221538,0.0499713,0.0342253,0.0683286,0.105051,0.09438,0.0495036,0.0718176,0.043811,0.0528864,0.0879225,0.0258878,0.0112007,0.0119175,0.0166159,0.0216895,0.0215187,0,0,0,0,0
132,0,0,0,0,0,0,0.0359795,0.04332,0,0,0,0.0427026,0,0.048186,0,0.0135421,0,0,0.0176488,0.103875,0.299294,0.032161,0.0278333,0.0438459,0.0233467,0.0637274,0.0753937,0.0983223,0.0832939,0.0440321,0.0407652,0.0519026,0.0581947,0.24604,0.0156753,0.0112607,0,0.0308234,0,0.0241448,0.0386154,0,0,0.016888,0,0,0.035613,0.0781197,0.020965,0.0147747,0.0222161,0.0500665,0.0343794,0.068436,0.105034,0.094185,0.0495268,0.0717644,0.0437197,0.0528964,0.087986,0.0247888,0.0112538,0.01187,0.0166996,0.021637,0.0215268,0,0,0,0,0
133,0,0,0,0,0,0,0.0354954,0.0438782,0,0,0,0.0431203,0,0.049039,0,0.0147496,0,0,0.0273097,0.104018,0.298049,0.0326725,0.0274732,0.0440124,0.0245433,0.0634955,0.0749507,0.0982819,0.0832997,0.0431539,0.0397101,0.0511463,0.057091,0.246628,0.0149618,0.0087929,0.0162516,0.0312657,0,0.0240132,0.0380219,0,0,0.0169172,0,0,0.0356946,0.0779335,0.020927,0.0150027,0.022253,0.0504593,0.0345396,0.0685376,0.10504,0.093924,0.0495702,0.0716506,0.043515,0.0528286,0.0880114,0.0237541,0.0114521,0.0119154,0.0167496,0.0221079,0.0216922,0,0,0,0,0
134,0,0,0,0,0,0,0.035085,0.0438247,0,0,0,0.0437503,0,0.0493879,0,0.0149783,0,0,0.027354,0.104231,0.296788,0.0330966,0.0273798,0.0440408,0.0245858,0.0633424,0.0746876,0.0982763,0.0833378,0.0421057,0.0385256,0.0502722,0.0558688,0.247606,0.0148045,0.00903972,0.0160028,0.0317002,0,0.0238659,0.0377095,0,0,0.0170009,0,0,0.0357317,0.0778593,0.0208716,0.0151007,0.0223462,0.0506733,0.0347988,0.0684515,0.104925,0.0936638,0.0494951,0.0716161,0.0434618,0.0527617,0.0881171,0.0227889,0.0115115,0.0120255,0.0167374,0.0220352,0.0218927,0,0,0,0,0
135,0,0,0,0,0,0,0.034611,0.0437757,0,0,0,0.0445967,0,0.0491915,0,0.0150713,0,0,0.0273674,0.104459,0.295586,0.033568,0.0274585,0.0440796,0.0245765,0.0631886,0.0745474,0.0982587,0.083369,0.0410032,0.0373112,0.0493466,0.0546431,0.248922,0.014687,0.00914538,0.0159319,0.0320748,0,0.0236846,0.0373901,0,0,0.0170996,0,0,0.0357751,0.0777729,0.0207668,0.0152776,0.0224416,0.0509846,0.0351516,0.0683224,0.10469,0.0934731,0.0493646,0.0716202,0.0434677,0.0528182,0.0882139,0.0218875,0.0115709,0.0120604,0.0167982,0.0219477,0.0222656,0,0,0,0,0
136,0,0,0,0,0,0,0.0340739,0.0437197,0,0,0,0.0455482,0,0.0485779,0,0.0151325,0,0,0.0273189,0.104591,0.294309,0.0341846,0.0276785,0.0440062,0.0245449,0.063042,0.0744042,0.0982261,0.083308,0.0399484,0.0361231,0.0483371,0.0534723,0.250455,0.0145798,0.00918359,0.0159461,0.0324494,0,0.0234987,0.037086,0,0,0.0171967,0,0,0.0358254,0.0777108,0.020624,0.0154408,0.022529,0.0513477,0.0355805,0.0681143,0.104424,0.0933375,0.0491895,0.0716587,0.0434916,0.0528818,0.0882846,0.0209714,0.011623,0.0120039,0.0169695,0.0218375,0.022673,0,0,0,0,0
137,0,0,0,0,0,0,0.0334363,0.0436779,0,0,0,0.0468277,0,0.0478217,0,0.0151739,0,0,0.0273064,0.104658,0.292991,0.0349343,0.0280864,0.0438508,0.0245195,0.0629986,0.0742454,0.0981257,0.0831686,0.0390482,0.0351057,0.047148,0.0523503,0.252395,0.014457,0.00918686,0.0160443,0.0327944,0,0.0233869,0.0367568,0,0,0.0172973,0,0,0.0357881,0.0777231,0.0205397,0.0156134,0.0226447,0.0517885,0.0360477,0.0678447,0.104128,0.0931465,0.0490064,0.0716749,0.0435166,0.0528911,0.0881801,0.0200888,0.0116745,0.0119817,0.017145,0.0216915,0.0231255,0,0,0,0,0
138,0,0,0,0,0,0,0.032842,0.0436412,0,0,0,0.0487655,0,0.0466047,0,0.0152048,0,0,0.0272977,0.104631,0.292452,0.035489,0.0282569,0.0435412,0.0245419,0.0630595,0.0740888,0.0980023,0.0832178,0.0380448,0.0341489,0.0460698,0.0514497,0.25396,0.0143495,0.00915048,0.0162104,0.0331169,0,0.0233576,0.0364399,0,0,0.017294,0,0,0.0356781,0.077772,0.0205419,0.0157457,0.0227377,0.0521231,0.0363769,0.0675826,0.10378,0.0927808,0.0487683,0.0716953,0.0435377,0.0528685,0.0879303,0.0194058,0.0117601,0.0119031,0.0172995,0.0215378,0.0235529,0,0,0,0,0
139,0,0,0,0,0,0,0.0321686,0.0435724,0,0,0,0.0517987,0,0.0438236,0,0.0152055,0,0,0.0271518,0.104748,0.294151,0.0363817,0.0282784,0.0431882,0.024582,0.0629729,0.0738506,0.0977934,0.0834537,0.0367342,0.0330069,0.0438128,0.0492161,0.253242,0.0142234,0.00917263,0.0161666,0.033353,0,0.0231356,0.0360475,0,0,0.0173991,0,0,0.0355522,0.0778844,0.0204305,0.0159487,0.0227913,0.0525781,0.036829,0.0673186,0.10343,0.0924814,0.0485667,0.0717733,0.0435009,0.0528633,0.0877896,0.0188564,0.0118459,0.0119937,0.0172796,0.021347,0.0240745,0,0,0,0,0
140,0,0,0,0,0,0,0.0319756,0.0437083,0,0,0,0.0504114,0,0.037671,0,0.015031,0,0,0.0274624,0.104541,0.296444,0.036162,0.0281133,0.0417822,0.0245948,0.0624073,0.0720493,0.0964149,0.0833036,0.0397641,0.0388196,0.0448269,0.0500444,0.251546,0.0143147,0.00894504,0.0154284,0.0330262,0,0.0231068,0.0359533,0,0,0.0171822,0,0,0.0364416,0.0772077,0.0199685,0.0169048,0.0230999,0.0521528,0.0371633,0.0670313,0.102983,0.0915775,0.0477056,0.0722241,0.0436023,0.0532759,0.0882408,0.0187268,0.0114631,0.0116927,0.0164135,0.0214109,0.0237854,0,0,0,0,0
141,0,0,0,0,0,0,0.0311781,0.044714,0,0,0,0.0515737,0,0.0344231,0,0.0144696,0,0,0.0280918,0.103917,0.302295,0.0357244,0.0286658,0.0408365,0.0243533,0.0624322,0.0720295,0.0961895,0.0835733,0.0405697,0.0396806,0.04465,0.0504149,0.246904,0.0146067,0.00948547,0.0147611,0.033705,0,0.0221212,0.0355568,0,0,0.0168641,0,0,0.0368027,0.077315,0.0207357,0.0166428,0.0231073,0.0516281,0.0371394,0.0666025,0.102653,0.0913833,0.047487,0.0719206,0.0435966,0.0531083,0.0879472,0.0186919,0.0109096,0.0119109,0.0157277,0.0220761,0.0236184,0,0,0,0,0
142,0,0,0,0,0,0,0.0331669,0.044117,0,0,0,0.0368667,0,0.0345613,0,0.0143275,0,0,0.0284516,0.101479,0.316539,0.0309273,0.027292,0.0385545,0.024106,0.0655654,0.0740396,0.09922,0.0862934,0.0389003,0.038387,0.0453585,0.0533843,0.230527,0.014951,0.00918676,0.0144928,0.0323087,0,0.0228948,0.0364796,0,0,0.0164646,0,0,0.0365985,0.0763785,0.0206609,0.0170692,0.0226729,0.0489919,0.0355125,0.0665368,0.102543,0.0909228,0.0466598,0.0716298,0.0433589,0.0529879,0.0876795,0.0195831,0.0112947,0.0110502,0.0155772,0.0221223,0.0224245,0,0,0,0,0
143,0,0,0,0,0,0,0.0348255,0.0446663,0,0,0,0.0694767,0,0.046415,0,0.0136669,0,0,0.0290205,0.100742,0.317203,0.0252954,0.0301761,0.0360419,0.0232796,0.0704667,0.0766704,0.103546,0.0910133,0.0438149,0.0402828,0,0.0702204,0.204428,0.015822,0.00967982,0.0134708,0.0314424,0,0.0227372,0.0374341,0,0,0.0158085,0,0,0.0368942,0.074726,0.0214371,0.018767,0.0223647,0.0463471,0.0338782,0.0666746,0.102524,0.0901527,0.0452262,0.071551,0.0433287,0.052854,0.0872252,0.02135,0.0112082,0.010654,0.0145968,0.0230704,0.0208448,0,0,0,0,0
144,0,0,0,0,0,0,0.0379988,0.0437075,0,0,0,0.121839,0,0.0464541,0,0.0143954,0,0,0.0276883,0.0956769,0.308696,0.0157984,0.0307762,0.0323051,0.0226892,0.0763249,0.0827666,0.109274,0.0963332,0.0446422,0.0416462,0.0585287,0.0756765,0.177086,0.015829,0.00979124,0.014701,0.0296416,0,0.0234085,0.0395365,0,0,0.0168581,0,0,0.0355744,0.0737815,0.0228024,0.0199092,0.0215016,0.0421262,0.0323366,0.0663412,0.10184,0.0894802,0.0440299,0.0716275,0.0432788,0.0528409,0.0868641,0.0245793,0.0130102,0.0103318,0.0157407,0.0232554,0.0190782,0,0,0,0,0
145,0,0,0,0,0,0,0.0381381,0.0453213,0,0,0,0.155883,0,0.0575617,0,0.0142564,0,0,0.0280724,0.100209,0.29039,0.0185381,0.0378296,0.0349342,0.0206039,0.0823245,0.0879079,0.113072,0.10402,0.0544769,0.0489839,0.0709761,0.0966936,0.144291,0.0168424,0.0103459,0.0137214,0.030852,0,0.0219712,0.0401338,0,0,0.0134368,0,0,0.0373483,0.073085,0.0238031,0.0199517,0.0205602,0.0448425,0.0310824,0.0651447,0.101008,0.0881178,0.0416327,0.0722564,0.0441975,0.0532967,0.0868557,0.02443,0.0132888,0.00891985,0.0149958,0.0247163,0.018573,0,0,0,0,0
146,0,0,0,0,0,0,0.038212,0.0452748,0,0,0,0.156652,0,0.0579501,0,0.0143043,0,0,0.0280304,0.100051,0.289793,0.0181448,0.0368278,0.0351668,0.0205765,0.0821478,0.0876591,0.113137,0.104173,0.0538169,0.0484774,0.070606,0.096138,0.14462,0.0169399,0.0103698,0.0138138,0.0308555,0,0.0216585,0.0401489,0,0,0.0134764,0,0,0.0372334,0.0731933,0.0244861,0.0197912,0.0204922,0.0445863,0.0309536,0.0646828,0.100668,0.0877919,0.0413884,0.0720402,0.0439094,0.0530761,0.0864763,0.0242456,0.0133437,0.00898126,0.0149296,0.0246556,0.018788,0,0,0,0,0
147,0,0,0,0,0,0,0.0385365,0.0443389,0,0,0,0.151731,0,0.0569643,0,0.0151788,0,0,0.0268557,0.0949722,0.288971,0.0199289,0.0306619,0.0344389,0.0205311,0.0801282,0.0873137,0.112512,0.100591,0.0498716,0.045995,0.0682012,0.0905543,0.154238,0.016674,0.00978934,0.0150805,0.0309146,0,0.0210125,0.0402495,0,0,0.0150336,0,0,0.0354579,0.0744391,0.0260203,0.0189369,0.0194146,0.0439716,0.0317589,0.063814,0.0997448,0.0877079,0.0420027,0.0716554,0.043225,0.0526492,0.0858713,0.0256624,0.0139109,0.0104471,0.0166827,0.0240154,0.0190336,0,0,0,0,0
148,0,0,0,0,0,0,0.0386819,0.0445362,0,0,0,0.152866,0,0.058999,0,0.0147354,0,0,0.0272223,0.0994226,0.286579,0.016446,0.029969,0.0352031,0.020765,0.0800391,0.0863179,0.111487,0.101134,0.050338,0.0470514,0.0697284,0.0932692,0.150816,0.0169775,0.00978985,0.0146591,0.0309856,0,0.0212994,0.0402069,0,0,0.0147516,0,0,0.0358079,0.0745756,0.0263277,0.0176859,0.019622,0.0434046,0.0309624,0.063539,0.0996683,0.0875219,0.0418503,0.0712496,0.042922,0.0520281,0.0853825,0.0237094,0.0138317,0.00981094,0.0161149,0.0240899,0.0192786,0,0,0,0,0
149,0,0,0,0,0,0,0.0389892,0.0443383,0,0,0,0.149571,0,0.0604546,0,0.0149091,0,0,0.0270308,0.100278,0.284477,0.0149946,0.0258506,0.0352792,0.0209461,0.0785385,0.0852799,0.109927,0.0988626,0.047882,0.0458038,0.0692377,0.0916628,0.154704,0.0168294,0.00962167,0.0150351,0.0314397,0,0.0208451,0.0403225,0,0,0.0151692,0,0,0.0352648,0.0756246,0.0272731,0.0159401,0.0191592,0.0428516,0.0307156,0.0628851,0.0992025,0.0877156,0.042295,0.0706375,0.0422517,0.0513082,0.0846699,0.0231924,0.0139178,0.0102108,0.0164119,0.0240142,0.0194652,0,0,0,0,0
