Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,T10,x70,x71,x72,x73,RHEE,STRN,LASI,LWRB,R5HD,RWRB
38,0,0,0,0,0,0,0.0321051,0.0332647,0,0,0,0.0296212,0,0.0289315,0,0,0.0230508,0,0,0.0486122,0.0282169,0.0304957,0.0309303,0.0266973,0.0397188,0.0390459,0.0273243,0.0397791,0.0380341,0.0259637,0.0357216,0.0386728,0.0198465,0.0257524,0.0245537,0.0354892,0.0129391,0.031674,0.0264544,0.033211,0.0415926,0,0,0.0228375,0,0,0.0141623,0.0580726,0.0092934,0.0374097,0.0384223,0.0434211,0.0505931,0.0849694,0.0839411,0.0464806,0.073138,0.0459601,0.0346418,0.0743249,0.0774559,0.0315748,0.0132703,0.0754599,0,0,0,0,0.0661492,0.0353055,0.0340509,0.0128007,0,0
39,0,0,0,0,0,0,0.0321454,0.0331717,0,0,0,0.0295209,0,0.0293109,0,0,0.0227641,0,0,0.0485881,0.0281344,0.0311908,0.0308409,0.0262991,0.0396035,0.03907,0.0270363,0.0395265,0.0382653,0.026116,0.0354415,0.0382871,0.0195287,0.0257284,0.0245506,0.0354048,0.0130825,0.0320015,0.0257841,0.0337895,0.0415754,0,0,0.0228313,0,0,0.0141481,0.0579456,0.00952403,0.0369037,0.0385554,0.0435762,0.0505198,0.0852309,0.0840929,0.0466917,0.0737998,0.046665,0.0353628,0.0745236,0.0748679,0.0316432,0.0133242,0.0752626,0,0,0,0,0.0646247,0.0352247,0.0338495,0.012586,0,0
40,0,0,0,0,0,0,0.0323269,0.0331968,0,0,0,0.0290102,0,0.0298987,0,0,0.0218329,0,0,0.049022,0.0269302,0.033223,0.0333229,0.0242732,0.0396354,0.0393786,0.0259972,0.0407396,0.0400408,0.0248146,0.0336881,0.0361662,0.0180074,0.0253208,0.0260228,0.0357347,0.0125654,0.0388278,0.0177713,0.0347615,0.0411977,0,0,0.0235047,0,0,0.0136133,0.0597753,0.00973561,0.0356413,0.0388072,0.0436769,0.0502276,0.0834649,0.0823564,0.0472569,0.0741988,0.0511552,0.0372402,0.0716711,0.0842621,0.0315838,0.0133141,0.0748463,0,0,0,0,0.0597803,0.0353367,0,0.0119792,0,0
41,0,0,0,0,0,0,0.0332555,0.0324772,0,0,0,0.0304644,0,0.029679,0,0,0.0219714,0,0,0.0493811,0.0292455,0.0323752,0.0317115,0.0250108,0.0397884,0.0396046,0.0274824,0.0402992,0.0385269,0.0257511,0.0346386,0.0374921,0.0188828,0.0260413,0.0239278,0.0354621,0.012159,0.0395824,0.0192041,0.0352717,0.0415186,0,0,0.0236673,0,0,0.0140045,0.0574408,0.0086814,0.0350166,0.0382293,0.0428179,0.0509556,0.0837323,0.0820239,0.0473389,0.0759395,0.0526929,0.039496,0.0734018,0.0838527,0.0314314,0.0130133,0.0744005,0,0,0,0,0.0598434,0.0347264,0.0329928,0.0114388,0,0
42,0,0,0,0,0,0,0.0322871,0.0332123,0,0,0,0.0303785,0,0.0299222,0,0,0.022465,0,0,0.0485001,0.0277893,0.0332319,0.0302776,0.0250905,0.0392576,0.0390514,0.0258798,0.0395532,0.0389101,0.0265447,0.0348727,0.037653,0.0189578,0.0260136,0.0237495,0.0357721,0.0130573,0.0334422,0.0254782,0.0353206,0.0417155,0,0,0.0231035,0,0,0.014154,0.0569275,0.01041,0.0343746,0.0396306,0.0438231,0.0518959,0.0871922,0.0842537,0.04765,0.0772395,0.04896,0.0393942,0.0759887,0.0713474,0.0315645,0.01311,0.074458,0,0,0,0,0.0638478,0.0351647,0.0333354,0.0123849,0,0
43,0,0,0,0,0,0,0.0324295,0.0331753,0,0,0,0.030884,0,0.0300062,0,0,0.0224165,0,0,0.0486307,0.0276583,0.0337511,0.0300196,0.0248376,0.0391376,0.0389624,0.0254924,0.0391972,0.0391462,0.0268573,0.0348014,0.0373204,0.0189524,0.0262228,0.0232289,0.0359909,0.0132889,0.0333915,0.0253028,0.0358603,0.0418287,0,0,0.0231699,0,0,0.0141221,0.0564987,0.0108643,0.0332979,0.0401192,0.0438164,0.0524008,0.0881454,0.0843905,0.0478949,0.0780369,0.0498558,0.0400327,0.0759252,0.07075,0.0316731,0.013035,0.0743397,0,0,0,0,0.063449,0.035148,0.0339862,0.0122098,0,0
44,0,0,0,0,0,0,0.0327485,0.0330936,0,0,0,0.0321057,0,0.0302197,0,0,0.0215301,0,0,0.0490199,0.0284181,0.0341891,0.0303849,0.0246126,0.0394437,0.0394257,0.0258926,0.0390704,0.03915,0.0269297,0.0345738,0.036808,0.0188591,0.0263603,0.021877,0.0363884,0.0127086,0.0390494,0.0188568,0.0366483,0.0414742,0,0,0.0237322,0,0,0.0135904,0.0563191,0.0101491,0.0322602,0.0399407,0.043448,0.0520081,0.0866163,0.0822727,0.0475621,0.078265,0.0540166,0.0413721,0.0734181,0.0817562,0.0316716,0.0130422,0.0742354,0,0,0,0,0.0605391,0.0351744,0.0340887,0.0118168,0,0
45,0,0,0,0,0,0,0.0331714,0.0326237,0,0,0,0.0329663,0,0.0303288,0,0,0.0204298,0,0,0.0435167,0.0282543,0.0344429,0.0303595,0.0245232,0.0391449,0.0384646,0.0259653,0.0387652,0.0392022,0.0269959,0.034435,0.0364491,0.0188141,0.02635,0.020941,0.036772,0,0.038611,0.0184106,0.0370004,0.0417212,0,0,0.0235807,0,0,0.0140567,0.056081,0.0106155,0.0311949,0.0401481,0.043547,0.052442,0.08739,0.0826177,0.0480237,0.0783815,0.0540443,0.0413534,0.0731737,0.0811218,0.0315499,0.01284,0.0741221,0,0,0,0,0.0596009,0.0349064,0.0347407,0.0213209,0,0
46,0,0,0,0,0,0,0.0326611,0.0330964,0,0,0,0.0327537,0,0.0301453,0,0,0.0223923,0,0,0.0480897,0.0272216,0.0345217,0.0296755,0.0243994,0.0384422,0.0385589,0.0250873,0.0383204,0.039491,0.027564,0.0343895,0.0361156,0.0190452,0.0265109,0.0211236,0.0364378,0.012641,0.0319255,0.0234685,0.0371509,0.0421975,0,0,0.0232372,0,0,0.0141638,0.0556762,0.0120905,0.0300094,0.0409237,0.0438397,0.0540016,0.0910635,0.0853551,0.0490017,0.0783555,0.0503051,0.0402143,0.0747806,0.0688472,0.0318234,0.013156,0.0738191,0,0,0,0,0.0604161,0.0353124,0.0359518,0.0124336,0,0
47,0,0,0,0,0,0,0.0329847,0.0330339,0,0,0,0.0331648,0,0.030243,0,0,0.0225427,0,0,0.0478629,0.0273571,0.0347418,0.0297393,0.0241007,0.0383716,0.0383383,0.0248145,0.0384407,0.0395395,0.0278469,0.0340826,0.0358979,0.0189537,0.0267808,0.0206363,0.0366063,0.0123135,0.0312055,0.0224907,0.037613,0.0422272,0,0,0.0234081,0,0,0.0142669,0.0555433,0.0122981,0.0286092,0.0410169,0.0434773,0.0546838,0.0920891,0.0856593,0.0494971,0.0783491,0.0503319,0.0405639,0.0745288,0.0676305,0.0317407,0.0131001,0.0736544,0,0,0,0,0.0593757,0.0353218,0.0361147,0.0125007,0,0
48,0,0,0,0,0,0,0.0331033,0.0332088,0,0,0,0.034691,0,0.0307964,0,0,0.0219418,0,0,0.0481322,0.0281261,0.0347061,0.0302541,0.0239827,0.0385706,0.0389133,0.0255128,0.0387817,0.0393483,0.0277241,0.0338373,0.0358795,0.0185023,0.0264947,0.018837,0.0369624,0.0116501,0.0359524,0.0165652,0.0382168,0.0415318,0,0,0.0241159,0,0,0.0139952,0.0559955,0.0115973,0.0274565,0.0404332,0.043165,0.0538564,0.0899727,0.0833346,0.0498737,0.0785996,0.0543029,0.0422181,0.072878,0.0764333,0.0316591,0.012957,0.0735826,0,0,0,0,0.056418,0.0355066,0.0355735,0.012196,0,0
49,0,0,0,0,0,0,0.0332992,0.0332193,0,0,0,0.0353492,0,0.0310984,0,0,0.0218722,0,0,0.0483462,0.0281622,0.0350483,0.0300408,0.0242268,0.0384687,0.0387479,0.0252886,0.0382684,0.0393571,0.0279078,0.034058,0.0356796,0.0181943,0.0265413,0.0181087,0.0371333,0.0117412,0.0343649,0.016041,0.0387779,0.0414901,0,0,0.0240633,0,0,0.0136945,0.0560134,0.0119386,0.02593,0.0404541,0.0430814,0.0546191,0.0907846,0.0836023,0.0514065,0.0788217,0.0550078,0.0428669,0.0736881,0.0730934,0.0318241,0.0127687,0.0734883,0,0,0,0,0.0543718,0.0354659,0.036314,0.0121495,0,0
50,0,0,0,0,0,0,0.0334724,0.0332509,0,0,0,0.0360051,0,0.0311861,0,0,0.0218188,0,0,0.0484855,0.0282627,0.0356394,0.0298666,0.0244129,0.0384125,0.0385905,0.0254008,0.0375307,0.0393374,0.0282105,0.0339698,0.0353333,0.0179343,0.0271081,0.0176117,0.0373632,0.012237,0.0324786,0.0153895,0.0393393,0.0414899,0,0,0.0240289,0,0,0.0136903,0.0559333,0.0121125,0.0243648,0.0403313,0.0430273,0.055347,0.0916225,0.0840235,0.0519251,0.079161,0.0556389,0.0438076,0.0740248,0.0684639,0.0321991,0.0126842,0.0732689,0,0,0,0,0.052486,0.035469,0.0367579,0.0117331,0,0
51,0,0,0,0,0,0,0.03361,0.0332948,0,0,0,0.0363265,0,0.0314141,0,0,0.0218201,0,0,0.0484515,0.0284964,0.0366205,0.0296994,0.0246074,0.0383739,0.0384098,0.0255657,0.0371133,0.0392519,0.0284249,0.0339732,0.0349887,0.0178547,0.0274269,0.0175382,0.0375205,0.012622,0.0303897,0.0147198,0.0400035,0.0414976,0,0,0.023908,0,0,0.0135796,0.0558673,0.0123563,0.0227478,0.0401107,0.0429986,0.0559753,0.0923282,0.0843965,0.0525028,0.0794036,0.0560136,0.0446671,0.0738493,0.0625394,0.0320988,0.0128097,0.0730446,0,0,0,0,0.0500014,0.0355502,0.03696,0.011298,0,0
52,0,0,0,0,0,0,0.0337589,0.0334063,0,0,0,0.0355577,0,0.0316633,0,0,0.0217318,0,0,0.0481079,0.0265648,0.0389123,0.0322103,0.0236264,0.0374078,0.0379075,0.0248447,0.038597,0.0401148,0.0268767,0.0325431,0.0333934,0.0171978,0.0270068,0.0189791,0.0376918,0.0119745,0.0285147,0.0149051,0.0403297,0.0415773,0,0,0.0239005,0,0,0.0136109,0.0582821,0.0138142,0.0208939,0.0399583,0.0433543,0.0565475,0.0923892,0.0847768,0.0543355,0.078956,0.0554653,0.0448136,0.0729544,0.0527777,0.0319213,0.0129639,0.0725343,0,0,0,0,0.0470845,0.0358956,0,0.0116757,0,0
53,0,0,0,0,0,0,0.0334619,0.0335338,0,0,0,0.0375947,0,0.0315671,0,0,0.0217303,0,0,0.0479994,0.0292554,0.0370568,0.0292252,0.0248571,0.0383293,0.0381458,0.0255969,0.0365192,0.0389579,0.0291454,0.0334947,0.0351926,0.0185896,0.0279775,0.0167376,0.0377224,0.0117728,0.0283335,0.0145106,0.0406399,0.0413304,0,0,0.0236669,0,0,0.0134953,0.0557791,0.0122173,0.0203906,0.0393014,0.0430178,0.0568595,0.0929629,0.0846316,0.0537852,0.079546,0.0560158,0.0458469,0.0732693,0.0475359,0.0324152,0.0131293,0.0726249,0,0,0,0,0.0450123,0.0357741,0.0363224,0.0119183,0,0
54,0,0,0,0,0,0,0.0335147,0.033624,0,0,0,0.038603,0,0.0316261,0,0,0.0216946,0,0,0.0481512,0.0299291,0.0367324,0.0289269,0.0247505,0.0384758,0.0381366,0.0256716,0.0360329,0.0389045,0.0297201,0.0332655,0.0354852,0.0187111,0.0282361,0.0160926,0.0377362,0.0119414,0.0289451,0.0150026,0.040976,0.0412511,0,0,0.0236852,0,0,0.0135146,0.0553966,0.0121328,0.019531,0.0388782,0.0426923,0.0570886,0.0926743,0.0846848,0.0545815,0.0791972,0.0557655,0.0463878,0.072639,0.0388852,0.032355,0.0132665,0.0723483,0,0,0,0,0.0424625,0.0358602,0.035539,0.0120096,0,0
55,0,0,0,0,0,0,0.0336647,0.033673,0,0,0,0.0394416,0,0.0314667,0,0,0.0216799,0,0,0.0483219,0.0307484,0.0367131,0.0285111,0.0247286,0.0384131,0.0382117,0.0256898,0.0355113,0.0389876,0.0304293,0.0338253,0.0350532,0.01863,0.0284731,0.015226,0.0377764,0.0121854,0.0306544,0.0158122,0.0414604,0.0411728,0,0,0.0240277,0,0,0.0142934,0.0547418,0.0121728,0.0190304,0.038255,0.0424088,0.0571262,0.0917499,0.0847647,0.0556218,0.0779107,0.0553349,0.0466806,0.0718855,0.0304248,0.0322147,0.0134634,0.0720704,0,0,0,0,0.0398578,0.0359624,0.0346129,0.0116519,0,0
56,0,0,0,0,0,0,0.0339393,0.0337336,0,0,0,0.0403423,0,0.0313055,0,0,0.0215474,0,0,0.048131,0.0315084,0.0362339,0.0284698,0.0250422,0.0384862,0.0380817,0.026265,0.0353143,0.0386582,0.0307657,0.0342397,0.0347463,0.0189723,0.028802,0.0148411,0.0378298,0.0120104,0.0338556,0.0169673,0.0415016,0.041151,0,0,0.0236997,0,0,0.0135189,0.0541445,0.0119651,0.0197012,0.0376257,0.0419252,0.0566348,0.0900771,0.0844035,0.0562415,0.0762051,0.0551019,0.0470967,0.071465,0.0228543,0.0322745,0.0133593,0.0718999,0,0,0,0,0.0378399,0.0361199,0.0335381,0.0117522,0,0
57,0,0,0,0,0,0,0.0342449,0.0337749,0,0,0,0.0413681,0,0.0311346,0,0,0.0213968,0,0,0.0480282,0.0323187,0.0360299,0.0283526,0.02533,0.0384651,0.0378463,0.0266606,0.0349649,0.0384565,0.0312387,0.0343947,0.0346616,0.019118,0.0289638,0.0143321,0.0378905,0.0118729,0.0372611,0.0182898,0.04157,0.0412508,0,0,0.0235775,0,0,0.0134403,0.0533774,0.012067,0.0210278,0.0369309,0.0414065,0.0560692,0.0880641,0.0840708,0.0569601,0.0749003,0.0548986,0.0476136,0.0712703,0.0166839,0.032397,0.0133416,0.0717637,0,0,0,0,0.036193,0.0361689,0.032361,0.011828,0,0
58,0,0,0,0,0,0,0.0346018,0.0338542,0,0,0,0.0423427,0,0.0310905,0,0,0.0212596,0,0,0.0481417,0.0332081,0.0355945,0.0282494,0.0255189,0.0384567,0.0375809,0.0270378,0.0345394,0.0382777,0.0317929,0.0344412,0.0347713,0.019046,0.0291347,0.0138604,0.0380041,0.0120566,0.0400353,0.0194491,0.0417747,0.041446,0,0,0.0234325,0,0,0.0133313,0.0526111,0.012385,0.0229916,0.0362097,0.0408938,0.0553478,0.0855857,0.0837683,0.0577806,0.073911,0.054696,0.0480432,0.0711306,0.0122512,0.0325366,0.0132857,0.0715699,0,0,0,0,0.0355799,0.0362024,0.0311335,0.0117148,0,0
59,0,0,0,0,0,0,0.0344667,0.0341518,0,0,0,0.0433214,0,0.0311907,0,0,0.021111,0,0,0.048282,0.0341965,0.0349724,0.027787,0.0256955,0.0382384,0.0374181,0.0272314,0.0339245,0.038182,0.0325005,0.0344351,0.035141,0.0189931,0.0293115,0.0134565,0.0381639,0.0124331,0.0402363,0.0205512,0.0424965,0.0414791,0,0,0.0240162,0,0,0.0149158,0.0522808,0.0129416,0.0255011,0.0353396,0.0409951,0.0546793,0.0825568,0.0836229,0.0587222,0.0725766,0.0541004,0.0480966,0.0709835,0.0115239,0.0325647,0.0134431,0.071283,0,0,0,0,0.0359795,0.0364976,0.0300717,0.0114894,0,0
60,0,0,0,0,0,0,0.0344095,0.0345255,0,0,0,0.0439316,0,0.031227,0,0,0.0208215,0,0,0.0481924,0.0347807,0.0346221,0.0277966,0.0259937,0.0381452,0.0370761,0.0274033,0.0335213,0.0378918,0.0328683,0.0349053,0.0353695,0.0195609,0.0294763,0.0134793,0.0384057,0.0121287,0.0426873,0.0221116,0.0426792,0.0416205,0,0,0.0239875,0,0,0.0151087,0.0522823,0.0130878,0.027368,0.0345973,0.0410139,0.0539662,0.0801969,0.0832891,0.0593286,0.072079,0.0537248,0.0480436,0.0707188,0.00924284,0.0327416,0.0134391,0.0711984,0,0,0,0,0.0361207,0.036732,0.0291405,0.0117902,0,0
61,0,0,0,0,0,0,0.0341908,0.0349988,0,0,0,0.0415376,0,0.0291789,0,0,0.0207292,0,0,0.0484411,0.0352682,0.0341722,0.0277396,0.0268422,0.0372748,0.0368179,0.0275512,0.0320704,0.0377831,0.0339952,0.0359059,0.0353383,0.0215416,0.0312988,0.0142975,0.0383973,0.0114941,0.0435095,0.0217487,0.0428653,0.0419327,0,0,0.0229772,0,0,0.013721,0.0522882,0.013599,0.0287566,0.0333524,0.0416569,0.0523132,0.0777262,0.0823244,0.0595095,0.073609,0.055842,0.049122,0.0708711,0.0106361,0.0330106,0.0134467,0.070891,0,0,0,0,0.0378349,0.0370958,0.0282712,0.0116889,0,0
62,0,0,0,0,0,0,0.0340829,0.0352811,0,0,0,0.0436154,0,0.0282429,0,0,0.021489,0,0,0.0480925,0.035606,0.0336411,0.0277153,0.0269626,0.0368313,0.036712,0.0275919,0.0318766,0.0376067,0.0349283,0.0361377,0.0357529,0.0220472,0.0320452,0.0136193,0.038636,0.012901,0.0462072,0.0221559,0.0428431,0.0418146,0,0,0.0253751,0,0,0.020189,0.0518408,0.0139003,0.0295378,0.0326461,0.0421059,0.051957,0.0770434,0.0819966,0.0598573,0.0748048,0.0568518,0.0497196,0.0711311,0.0100984,0.0328693,0.0146687,0.070577,0,0,0,0,0.0385935,0.0373045,0.0271337,0.00986771,0,0
63,0,0,0,0,0,0,0.0341241,0.0354369,0,0,0,0.042667,0,0.0289211,0,0,0.0199016,0,0,0.0437193,0.0355573,0.0338802,0.0277209,0.0271187,0.0362916,0.0355721,0.0274054,0.0314166,0.0375826,0.0345315,0.0358756,0.0353671,0.0217018,0.0314867,0.0140259,0.0389514,0,0.046991,0.0223783,0.0433065,0.0420997,0,0,0.025256,0,0,0.0199581,0.0520741,0.0138021,0.0299741,0.0322616,0.0427505,0.051858,0.0766237,0.0818747,0.0600525,0.0752435,0.0573311,0.0498499,0.0711909,0.0110536,0.0329023,0.0144024,0.0704056,0,0,0,0,0.0394718,0.0373909,0.0273707,0.019897,0,0
64,0,0,0,0,0,0,0.0340959,0.0357267,0,0,0,0.0424933,0,0.0283729,0,0,0.0210506,0,0,0.048128,0.0356337,0.0338627,0.0273278,0.0271543,0.0364225,0.0358296,0.0270927,0.0313088,0.0377229,0.0344677,0.0355722,0.0349769,0.0216428,0.0313733,0.0145591,0.0388293,0.0126342,0.0466481,0.0218428,0.0432408,0.0423267,0,0,0.0252216,0,0,0.0194698,0.0521319,0.0135908,0.0297852,0.0326484,0.0430283,0.0520845,0.0769653,0.0816541,0.0595621,0.0749703,0.0572419,0.0498138,0.0712685,0.0106421,0.033107,0.0139951,0.0704441,0,0,0,0,0.0383132,0.0374217,0.027955,0.010272,0,0
65,0,0,0,0,0,0,0.0344565,0.0359664,0,0,0,0.0461056,0,0.0302111,0,0,0.0205608,0,0,0.0478324,0.0355008,0.034748,0.0273476,0.0263927,0.0375425,0.0347396,0.0266586,0.0324377,0.0377718,0.0333187,0.0344256,0.0345868,0.0196194,0.0292919,0.0146882,0.0391384,0.0109455,0.0502485,0.0248506,0.0428268,0.0427551,0,0,0.0234379,0,0,0.0135624,0.0519829,0.0132686,0.0289931,0.0340358,0.0424373,0.0535448,0.0788097,0.08209,0.0593676,0.0714572,0.0547984,0.0475122,0.0688484,0.00850431,0.0330398,0.0124708,0.0706395,0,0,0,0,0.0402001,0.0372229,0.0285414,0.0124166,0,0
66,0,0,0,0,0,0,0.0343513,0.036293,0,0,0,0.0462375,0,0.0303717,0,0,0.0206924,0,0,0.0476953,0.0353344,0.0349451,0.0272773,0.0262041,0.037342,0.0342264,0.0261515,0.0324696,0.0378856,0.0331055,0.0340498,0.0341808,0.0191917,0.0289551,0.0151024,0.039086,0.0106045,0.0473593,0.0214462,0.0421605,0.0429416,0,0,0.0236037,0,0,0.0136679,0.051577,0.013557,0.0278327,0.0343948,0.0428164,0.0533672,0.0798297,0.0817838,0.0582722,0.0732559,0.05516,0.0486241,0.0710992,0.00648116,0.0327157,0.0124067,0.0706444,0,0,0,0,0.0357796,0.0373993,0.0291055,0.0125452,0,0
67,0,0,0,0,0,0,0.0341636,0.0366088,0,0,0,0.0463499,0,0.0301641,0,0,0.0210327,0,0,0.0477559,0.035173,0.0351526,0.0271226,0.0259073,0.036948,0.0340114,0.0255203,0.0324039,0.0381235,0.0329145,0.0335001,0.033782,0.0186563,0.0285598,0.0156838,0.0389794,0.0112888,0.046745,0.0197984,0.041666,0.0427828,0,0,0.0255451,0,0,0.0182334,0.0510949,0.0138347,0.0264216,0.0346762,0.0434255,0.0537041,0.0811204,0.0817953,0.0576037,0.0737724,0.0547921,0.0487826,0.0718162,0.00765668,0.0323615,0.0132122,0.0704581,0,0,0,0,0.0355439,0.0376732,0.0296978,0.0116407,0,0
68,0,0,0,0,0,0,0.0341922,0.0369635,0,0,0,0.0462074,0,0.0298501,0,0,0.0209547,0,0,0.0479468,0.0350916,0.0354114,0.0272031,0.0256005,0.0366192,0.0335561,0.02518,0.0326615,0.0382911,0.0325619,0.0330287,0.0333964,0.0182259,0.0281619,0.0164462,0.0388487,0.0112839,0.0476811,0.0186094,0.0412046,0.0427427,0,0,0.0255593,0,0,0.0182465,0.0503964,0.0142181,0.0249418,0.0350493,0.043753,0.0544478,0.0827795,0.0818993,0.0570206,0.0744897,0.0540408,0.0489329,0.0728019,0.00777179,0.0325167,0.0131168,0.0703315,0,0,0,0,0.0339368,0.038,0.0302375,0.0118469,0,0
69,0,0,0,0,0,0,0.0344842,0.0372515,0,0,0,0.04569,0,0.0286284,0,0,0.0208688,0,0,0.0481703,0.0357604,0.0376507,0.0265207,0.0248477,0.0358982,0.0328792,0.0243024,0.0318987,0.0392908,0.0332288,0.0324701,0.033216,0.0177467,0.0270268,0.0139732,0.0387524,0.0109321,0.0465958,0.0184307,0.0412652,0.0429747,0,0,0.0241632,0,0,0.0149716,0.0493915,0.0153706,0.0243851,0.035229,0.0439216,0.0550161,0.0840218,0.0818898,0.0560083,0.0744595,0.0534477,0.0482039,0.0724344,0.00879766,0.0325724,0.0125175,0.0702504,0,0,0,0,0.0308114,0.0383456,0.0306937,0.0121188,0,0
70,0,0,0,0,0,0,0.0346425,0.0377983,0,0,0,0.0476966,0,0.0288589,0,0,0.0204999,0,0,0.0480596,0.0366408,0.035524,0.0261067,0.0248646,0.0358266,0.0323282,0.0252762,0.0330822,0.0386535,0.0323481,0.0324746,0.0329466,0.0177138,0.0273741,0.0180556,0.0390957,0.0110106,0.0417609,0.0197321,0.0419252,0.0426636,0,0,0.0238551,0,0,0.0140467,0.0489965,0.0160197,0.0258562,0.0357191,0.0435179,0.0536703,0.0825967,0.0806747,0.0541949,0.0735535,0.0538295,0.0473385,0.070747,0.0111571,0.0326848,0.0124617,0.0702748,0,0,0,0,0.0279569,0.0388782,0.0309066,0.012529,0,0
71,0,0,0,0,0,0,0.0347853,0.0380848,0,0,0,0.0481853,0,0.0282539,0,0,0.0202858,0,0,0.0480446,0.0376337,0.0353126,0.02552,0.024828,0.0353831,0.0320121,0.0252979,0.0331359,0.0385384,0.0321667,0.0323321,0.0330174,0.0175107,0.0269619,0.0191001,0.0392497,0.0111336,0.0383805,0.0200509,0.0425807,0.04254,0,0,0.023708,0,0,0.0139284,0.0484494,0.0164052,0.0273866,0.0355989,0.0430713,0.0515449,0.0804792,0.0794612,0.0530618,0.0722762,0.0541673,0.0464821,0.0685425,0.010093,0.0328064,0.0125507,0.0702423,0,0,0,0,0.0268957,0.039355,0.0302755,0.0123803,0,0
72,0,0,0,0,0,0,0.0346974,0.0383226,0,0,0,0.0480465,0,0.027703,0,0,0.0202046,0,0,0.0481366,0.0383598,0.0353611,0.0249675,0.0249962,0.0352103,0.0319863,0.0253928,0.0333147,0.0383045,0.0316965,0.0321865,0.0330034,0.0173725,0.0264363,0.0205558,0.0392331,0.011317,0.0376631,0.0189752,0.042956,0.0425194,0,0,0.0236694,0,0,0.0139414,0.0479704,0.0166316,0.0280935,0.0353001,0.0425112,0.0498466,0.078577,0.0790458,0.0542229,0.0717538,0.0539277,0.0461627,0.0678747,0.00754925,0.0328422,0.0125877,0.0702216,0,0,0,0,0.0259398,0.0398969,0.0292651,0.0122242,0,0
73,0,0,0,0,0,0,0.0345285,0.0385121,0,0,0,0.0483594,0,0.0270388,0,0,0.0201951,0,0,0.0482586,0.038848,0.0353214,0.0243757,0.0251867,0.0352272,0.0321157,0.0255198,0.0337729,0.0381146,0.0309864,0.0320709,0.0327205,0.0171639,0.0258117,0.022125,0.0390968,0.0114407,0.0361989,0.0183231,0.0432853,0.0425601,0,0,0.0238027,0,0,0.0141239,0.0477279,0.0169532,0.0274793,0.0352102,0.0421484,0.0493325,0.0778003,0.0794236,0.056597,0.0721936,0.0534998,0.0463639,0.0688322,0.00763455,0.032801,0.0126143,0.0702963,0,0,0,0,0.0253192,0.0405708,0.0283531,0.0123167,0,0
74,0,0,0,0,0,0,0.0344726,0.0386086,0,0,0,0.0490342,0,0.0264602,0,0,0.020245,0,0,0.0483903,0.0391016,0.0356622,0.0237572,0.0253178,0.0352335,0.0322585,0.0256455,0.0344634,0.037953,0.0299527,0.032227,0.0321978,0.0170193,0.0251119,0.0239423,0.0389616,0.0114874,0.0349102,0.0181607,0.0434409,0.0425683,0,0,0.0240259,0,0,0.0143794,0.0477733,0.0169603,0.026332,0.0354794,0.0421178,0.0495608,0.0783301,0.0795592,0.0569692,0.0732295,0.053549,0.0466153,0.069781,0.0085042,0.0327432,0.012623,0.0704552,0,0,0,0,0.0250532,0.0413031,0.0279789,0.0124719,0,0
75,0,0,0,0,0,0,0.0344666,0.0386153,0,0,0,0.0496804,0,0.026031,0,0,0.0203531,0,0,0.0484285,0.0393993,0.0363041,0.0231377,0.0253405,0.03523,0.0324188,0.0258719,0.0353961,0.0379202,0.0287235,0.0326009,0.0317172,0.0169939,0.0242558,0.0261835,0.0388176,0.0115248,0.0349207,0.0184114,0.0436268,0.042496,0,0,0.0242074,0,0,0.014629,0.0477562,0.0169636,0.0259874,0.0359989,0.0423012,0.0498217,0.0792647,0.0789218,0.0548436,0.0739473,0.0538914,0.0464828,0.0698333,0.00854462,0.0325399,0.0126186,0.0706694,0,0,0,0,0.0249708,0.0419363,0.0280283,0.0124761,0,0
76,0,0,0,0,0,0,0.0343955,0.038519,0,0,0,0.0496578,0,0.025331,0,0,0.0204293,0,0,0.0485176,0.0398762,0.0369116,0.022531,0.0253511,0.0353828,0.0325952,0.0263925,0.0363824,0.0379453,0.0275846,0.0325056,0.0315829,0.0170515,0.0232929,0.0289022,0.03861,0.0115293,0.0355464,0.0188991,0.0437159,0.0424512,0,0,0.0246316,0,0,0.0144437,0.0473046,0.0172345,0.0266208,0.0365763,0.0425575,0.0498075,0.0797001,0.0779212,0.0522317,0.0741648,0.0542387,0.0461134,0.0691275,0.007999,0.0324055,0.0127233,0.0707739,0,0,0,0,0.0252941,0.04229,0.0280575,0.0124698,0,0
