Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x97,LILC,x77,,x89
404,0.0205954,0.058385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200693,0,0.0214247,0.0580929,0,0,0.0129384,0,0,0.0454096,0.0521949,0.0426528,0.020697,0.0697761,0.0484386,0.0644873,0.083535,0.0575285,0.0317597,0.0536306,0.0569332,0.0275925,0.0325577,0.0324725,0.0133143,0.0299578,0.0289592,0,0.0234084,0.0446275,0.0445861,0,0,0.0304254,0,0,0.0402539,0.0771839,0,0.0169611,0.0274114,0.063179,0.0825777,0.0397138,0.0671806,0.0657038,0.0340037,0.0227586,0.0151899,0.00574144,0.0272823,0.0448147,0.0494747,0.0212407,0.0158022,0.0443202,0.0506009,0,0,0,0,0.0353721,0,0,0
405,0.0199006,0.0588845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194779,0,0.0216137,0.0585511,0,0,0.0133697,0,0,0.0454846,0.0518728,0.0427904,0.0207351,0.0698988,0.0492079,0.0643715,0.0835836,0.0575691,0.0317375,0.053482,0.0568975,0.0274974,0.0323973,0.0332541,0.0133237,0.0299612,0.0278832,0,0.0234233,0.0445602,0.0445361,0,0,0.0382615,0,0,0.032461,0.0773592,0,0.0172067,0.0273314,0.0633219,0.0831068,0.0398945,0.0672846,0.065778,0.034316,0.022783,0.0153272,0.00591575,0.0272132,0.0468999,0.0517488,0.0197387,0.015729,0.0447966,0.0504272,0,0,0,0,0.0352285,0,0,0
406,0.0198392,0.0589299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190577,0,0.0217202,0.0587957,0,0,0.0135344,0,0,0.045659,0.0516872,0.042923,0.0207122,0.0700169,0.0497325,0.0643063,0.0836833,0.0575777,0.0318355,0.0534921,0.0569555,0.0274974,0.0323225,0.033864,0.0133725,0.030003,0.0270328,0,0.0236491,0.0444731,0.0441027,0,0,0.0381042,0,0,0.0321885,0.0773694,0,0.0173165,0.027118,0.06345,0.0833153,0.0401174,0.0674973,0.0658467,0.0345897,0.0226186,0.0157006,0.00604653,0.0270738,0.0485874,0.051744,0.0192497,0.0160573,0.0450393,0.0504228,0,0,0,0,0.0351709,0,0,0
407,0.0198496,0.05897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186821,0,0.0218291,0.0590749,0,0,0.0136665,0,0,0.0457589,0.0515204,0.0431063,0.0207637,0.070075,0.0502826,0.0642341,0.0836991,0.0575517,0.0318662,0.0535501,0.0570303,0.0275156,0.0323118,0.0344055,0.0132551,0.0300803,0.0263703,0,0.0238892,0.0444112,0.0436135,0,0,0.0376585,0,0,0.0320711,0.0773029,0,0.0173988,0.0268546,0.063535,0.0835451,0.0403799,0.06765,0.0658766,0.0347536,0.0224023,0.0161044,0.00620416,0.0269497,0.0499799,0.0517574,0.0187123,0.0165048,0.0453655,0.0504525,0,0,0,0,0.0350639,0,0,0
408,0.0198834,0.059046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183936,0,0.0219239,0.0593569,0,0,0.0137693,0,0,0.0457986,0.0512964,0.043193,0.0208348,0.0699856,0.0508276,0.0641025,0.083626,0.0575223,0.0318328,0.0535574,0.0570834,0.0274795,0.0322517,0.0347125,0.0131797,0.0300758,0.0259348,0,0.0239073,0.0443504,0.0431433,0,0,0.0372223,0,0,0.0320987,0.077169,0,0.0174805,0.0267049,0.0635839,0.0836922,0.0404718,0.0676416,0.0658459,0.0349565,0.0223087,0.0163726,0.00637883,0.026944,0.0508984,0.0517822,0.0181625,0.0170239,0.0457223,0.050547,0,0,0,0,0.0350251,0,0,0
409,0.0199011,0.059157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181705,0,0.0219521,0.0596186,0,0,0.0138613,0,0,0.0458034,0.0509907,0.0432989,0.0209469,0.0699094,0.0514002,0.0639429,0.0835418,0.0575108,0.0316925,0.0535134,0.0570758,0.0274098,0.0321382,0.0348468,0.0131993,0.0299529,0.0258112,0,0.0239434,0.0442031,0.0426824,0,0,0.036686,0,0,0.0319366,0.0773178,0,0.017611,0.0266427,0.0635712,0.0836635,0.0403459,0.0676427,0.0657942,0.0351213,0.0224057,0.0165393,0.00651368,0.027048,0.0510681,0.0517475,0.0176168,0.0175065,0.0460676,0.0506702,0,0,0,0,0.0349439,0,0,0
410,0.0199532,0.0593251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179931,0,0.0219704,0.0598281,0,0,0.0139309,0,0,0.0458029,0.0509389,0.0433867,0.0210694,0.0698956,0.0519931,0.063738,0.0834557,0.05749,0.0313886,0.0534271,0.05706,0.0273305,0.0319653,0.0349183,0.0132043,0.0297619,0.0257178,0,0.0239261,0.0440069,0.0422293,0,0,0.0361767,0,0,0.0317829,0.0775807,0,0.017938,0.0264697,0.0635872,0.0833899,0.0400838,0.0676948,0.0657829,0.0351254,0.0225951,0.0166152,0.00624551,0.0272493,0.0508033,0.051673,0.0171853,0.017895,0.0463406,0.0507292,0,0,0,0,0.0347645,0,0,0
411,0.0200071,0.0595799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178266,0,0.0219934,0.0600485,0,0,0.0139263,0,0,0.0456611,0.0510267,0.04325,0.0211367,0.0698209,0.052505,0.0634837,0.0833044,0.0574792,0.0309162,0.0533206,0.0570217,0.0272439,0.0317112,0.0349511,0.0131235,0.029483,0.0256382,0,0.023819,0.0438691,0.0418529,0,0,0.0357681,0,0,0.0317492,0.0779146,0,0.0181253,0.0262309,0.0636678,0.082991,0.0398971,0.0676658,0.0657659,0.0349818,0.0227866,0.0166356,0.00600539,0.0275423,0.0504249,0.0516926,0.0167652,0.0180603,0.046588,0.0507154,0,0,0,0,0.0345123,0,0,0
412,0.0199157,0.0599309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017674,0,0.0219702,0.0602936,0,0,0.0145229,0,0,0.0452193,0.0509007,0.0431778,0.0212144,0.0695764,0.0533522,0.0631167,0.0831046,0.0575002,0.0304155,0.053243,0.057035,0.0271944,0.0315313,0.0348955,0.0136951,0.0283804,0.0255825,0,0.0237513,0.043872,0.0415662,0,0,0.0357394,0,0,0.0316661,0.0775857,0,0.018396,0.0260414,0.0636296,0.0824091,0.0398018,0.0674941,0.0656862,0.0348826,0.0230233,0.0165722,0.00596074,0.0278164,0.0501474,0.051876,0.0173797,0.0160695,0.0469743,0.0506181,0,0,0,0,0.0342154,0,0,0
413,0.019968,0.060065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174857,0,0.021907,0.0603929,0,0,0.0142771,0,0,0.0449487,0.0507463,0.042668,0.0212385,0.0693264,0.0537821,0.0627584,0.0829389,0.057471,0.029816,0.0532089,0.0571163,0.0272193,0.0314121,0.0349487,0.0135384,0.0280656,0.0254776,0,0.0234677,0.0437196,0.0411857,0,0,0.0351863,0,0,0.0311594,0.0775035,0,0.0184322,0.0259867,0.0635499,0.0816761,0.0398408,0.0673724,0.0655779,0.0348577,0.0231821,0.0166475,0.00578844,0.0280122,0.0498296,0.0517201,0.01719,0.0157396,0.0473435,0.0505351,0,0,0,0,0.0340066,0,0,0
414,0.0200859,0.0601974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172252,0,0.0218046,0.0603486,0,0,0.0139936,0,0,0.0446508,0.0503591,0.0420646,0.0212455,0.0690793,0.0541984,0.0624474,0.082811,0.0574232,0.0292307,0.0532111,0.0572323,0.0273227,0.0312754,0.0351259,0.0134005,0.0276855,0.0251781,0,0.0232372,0.0435289,0.0408466,0,0,0.0346408,0,0,0.0303734,0.0775325,0,0.0183288,0.0259042,0.0634206,0.0807439,0.0396508,0.0672773,0.0654822,0.0347777,0.0232324,0.0169134,0.00563319,0.0282085,0.0494461,0.0514042,0.0170541,0.015373,0.0478527,0.050487,0,0,0,0,0.0337877,0,0,0
415,0.0203214,0.0602796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170627,0,0.0216225,0.0601658,0,0,0.0133418,0,0,0.0444803,0.0499013,0.0416261,0.0212599,0.0688226,0.0544889,0.062169,0.0827163,0.0573406,0.0287414,0.053232,0.0573646,0.0274724,0.0311708,0.0352786,0.0131269,0.0275629,0.0247403,0,0.0231915,0.0436178,0.0405238,0,0,0.0338921,0,0,0.0296672,0.0776232,0,0.0181843,0.0258238,0.0633026,0.0796018,0.0393476,0.0671072,0.0653926,0.0346657,0.0231773,0.0172869,0.0057681,0.0283526,0.0490827,0.0509238,0.0161613,0.0158589,0.04838,0.0504943,0,0,0,0,0.0335378,0,0,0
416,0.0204984,0.0604498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169432,0,0.021479,0.059872,0,0,0.0136293,0,0,0.0439297,0.0497269,0.0411793,0.0212971,0.0685129,0.0551159,0.0619467,0.0826268,0.0572416,0.0283334,0.0532839,0.0575292,0.0275803,0.0311559,0.0354517,0.0133491,0.0267086,0.0242434,0,0.0232218,0.0436917,0.0401744,0,0,0.0336959,0,0,0.0286508,0.0777947,0,0.0179864,0.0256899,0.0632049,0.0782253,0.0391023,0.0669642,0.0653193,0.0346116,0.0230632,0.0177517,0.00615101,0.0282443,0.0488598,0.0504543,0.0160181,0.014853,0.0489966,0.0504639,0,0,0,0,0.0332225,0,0,0
417,0.0207523,0.0604367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167235,0,0.0212503,0.0594726,0,0,0.0126818,0,0,0.0439058,0.0496876,0.0410981,0.0213088,0.068229,0.0552924,0.0617384,0.0825937,0.0571268,0.0279778,0.0533994,0.0577297,0.0277137,0.031187,0.0356617,0.0128712,0.0269532,0.0238293,0,0.0232153,0.0436589,0.0397144,0,0,0.0329628,0,0,0.0281509,0.0777483,0,0.0178077,0.0254955,0.0633058,0.0767707,0.0388036,0.0668768,0.0652296,0.0346784,0.0229548,0.0182503,0.00669531,0.0281849,0.048745,0.0496219,0.0146275,0.0154087,0.049524,0.0504577,0,0,0,0,0.0328805,0,0,0
418,0.0207358,0.0605344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169849,0,0.0208155,0.0588819,0,0,0.0136541,0,0,0.0430773,0.0496353,0.0405419,0.0210583,0.0680242,0.056402,0.0615285,0.0827592,0.05699,0.0275581,0.0535794,0.0579408,0.0278551,0.0313203,0.0353307,0.0143054,0.0253141,0.0236894,0,0.0231516,0.0436018,0.0392688,0,0,0.0331043,0,0,0.0274255,0.0776838,0,0.0175535,0.0254426,0.0633755,0.0750269,0.0382768,0.0667496,0.0651023,0.034628,0.0228679,0.0186918,0.00707357,0.0282079,0.0485273,0.049057,0.0146023,0.0142714,0.050165,0.0504871,0,0,0,0,0.0324411,0,0,0
419,0.0210804,0.0607123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163937,0,0.0208454,0.0587235,0,0,0.0133804,0,0,0.0428588,0.0493866,0.040556,0.0212225,0.0676237,0.0564481,0.0612947,0.0825709,0.0568859,0.0272502,0.0535822,0.0580543,0.0279886,0.0311676,0.0360071,0.0134638,0.0255117,0.0234882,0,0.0229942,0.0436477,0.0386417,0,0,0.0324665,0,0,0.0272087,0.0778201,0,0.0175486,0.0252381,0.0634333,0.0735325,0.0376882,0.0665504,0.0650379,0.0346929,0.0228029,0.0191009,0.00733107,0.0283254,0.0480152,0.0484596,0.0143115,0.014452,0.0507483,0.0505722,0,0,0,0,0.0321098,0,0,0
420,0.0212398,0.0609098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016287,0,0.0207124,0.0584329,0,0,0.0126183,0,0,0.0428396,0.049437,0.0404063,0.0212218,0.067199,0.0564439,0.0610645,0.0824987,0.0567786,0.0269764,0.0536519,0.0582318,0.0281167,0.0312219,0.0361399,0.0130278,0.0257376,0.0233254,0,0.0229058,0.0436867,0.0382408,0,0,0.0320271,0,0,0.0267364,0.0778836,0,0.0175796,0.0250346,0.0633163,0.0720724,0.0373231,0.0663762,0.0650286,0.0346799,0.0228,0.019423,0.00749153,0.0284665,0.0474181,0.0478891,0.0132609,0.014386,0.0513659,0.0506114,0,0,0,0,0.0317676,0,0,0
421,0.0218999,0.0609639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163996,0,0.0205729,0.0580506,0,0,0.0117773,0,0,0.0430437,0.0496402,0.0401605,0.0212923,0.0669466,0.0559775,0.0608403,0.0823786,0.0566305,0.026877,0.0537762,0.0584006,0.0282798,0.0312938,0.0359494,0.012621,0.0261722,0.0232187,0,0.0230305,0.0436817,0.0377042,0,0,0.0281173,0,0,0.0186643,0.0779992,0,0.0175855,0.0249623,0.0631344,0.0699584,0.0368964,0.0660251,0.0648953,0.0346417,0.0229686,0.0197357,0.00768995,0.0287341,0.0464474,0.0446509,0,0.0158922,0.0517041,0.0507747,0,0,0,0,0.0314218,0,0,0
422,0.0213865,0.0619502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161129,0,0.0206287,0.0563527,0,0,0.0102959,0,0,0.0412714,0.0491316,0.0392023,0.0221151,0.0710262,0.0512673,0.0597461,0.0815679,0.0556819,0.0258106,0.0545361,0.0593336,0.0291738,0.0315569,0.0357265,0.0119902,0.0236978,0.0236417,0,0.0228157,0.0417725,0.0387809,0,0,0.0268857,0,0,0.01802,0.0779913,0,0.0218872,0.0235555,0,0.0684443,0.0379511,0.0667232,0.0660315,0.0364882,0.0224034,0.020324,0.00793527,0.0284481,0.0443544,0.0452545,0,0.0153912,0.0508816,0.0496402,0,0,0,0,0.031463,0,0,0
423,0.0217353,0.062138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162438,0,0.0206077,0.0562753,0,0,0.00995817,0,0,0.0413049,0.0492117,0.0390819,0.02219,0.0706915,0.0513299,0.0596248,0.0814794,0.0555512,0.0258809,0.0546961,0.059462,0.0293339,0.0316481,0.035551,0.0119837,0.0237885,0.0236445,0,0.0225348,0.041555,0.0386146,0,0,0.026512,0,0,0.0178779,0.0781953,0,0.0218925,0.0233883,0,0.067055,0.0375006,0.0663281,0.0659552,0.0367661,0.0226457,0.0206267,0.00802357,0.0288754,0.0430612,0.0450702,0,0.0153592,0.0513046,0.0494074,0,0,0,0,0.0311556,0,0,0
424,0.022232,0.0629658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166891,0,0.0204657,0.0548025,0,0,0.00953867,0,0,0.0414921,0.0497873,0.0406662,0.0208136,0,0.052751,0.0611136,0.0827351,0.057163,0.0275893,0.0534836,0.0578979,0.0280147,0.0312599,0.0360715,0.0121767,0.0240768,0.0230844,0,0.02254,0.0425509,0.0376633,0,0,0.0255926,0,0,0.0168469,0.0788238,0,0.0163958,0.0257631,0.0677807,0.0631586,0.0346776,0.0642797,0.0636843,0.0340204,0.0242791,0.0206262,0.00805701,0.0305237,0.042732,0.0452774,0,0.0146878,0.0515662,0.0502724,0,0,0,0,0.034769,0,0,0
425,0.0229904,0.0615502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166975,0,0.0207288,0.0579368,0,0,0.0106623,0,0,0.0429998,0.0497113,0.0395488,0.0216569,0.0653563,0.0565288,0.0602072,0.0819,0.0561511,0.0268085,0.0544006,0.0590018,0.0290647,0.0316615,0.0354183,0.012721,0.0263224,0.0232736,0,0.0223919,0.0426968,0.0369692,0,0,0.0269866,0,0,0.0175276,0.07853,0,0.0177046,0.0242146,0.0626162,0.0645477,0.035238,0.0647123,0.0648647,0.0353392,0.0237527,0.0211974,0.008496,0.0302897,0.0411978,0.0438153,0,0.0152104,0.0533316,0.0498368,0,0,0,0,0.0302214,0,0,0
426,0.0236023,0.0608102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166726,0,0.0209523,0.0579775,0,0,0.0110435,0,0,0.0429759,0.0495393,0.039574,0.0216326,0.0656421,0.0560651,0.0602822,0.081967,0.0563276,0.0267235,0.054329,0.0589334,0.0290927,0.0316009,0.0354259,0.0125995,0.0263913,0.0231507,0,0.0225932,0.0425696,0.0366601,0,0,0.0106675,0,0,0.0231815,0.0783642,0,0.0174106,0.0239662,0.0624822,0.0608994,0.0349017,0.0645318,0.0650866,0.03534,0.0239316,0.0216331,0.00897489,0.030711,0.0403963,0.0482762,0,0.0248861,0.0526226,0.0499606,0,0,0,0,0.0306041,0,0,0
427,0.0237508,0.0609597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167868,0,0.0211067,0.0581074,0,0,0.0109428,0,0,0.0429406,0.0494223,0.0393425,0.0218943,0.0653701,0.0561769,0.0599735,0.0817118,0.0561747,0.0263856,0.0545796,0.0591742,0.0294102,0.0317372,0.0348936,0.0126095,0.0263981,0.0231363,0,0.0226721,0.0423694,0.0363074,0,0,0.0103809,0,0,0.0232766,0.0783564,0,0.0172528,0.0240188,0.0624097,0.0589508,0.0345324,0.0642839,0.0651253,0.0355865,0.0241477,0.0222088,0.00947186,0.0312147,0.0391641,0.048381,0,0.0249915,0.0529939,0.0497613,0,0,0,0,0.0303874,0,0,0
428,0.0250902,0.060731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949,0,0.0213234,0.0583158,0,0,0.00970315,0,0,0.0431702,0.049352,0.0389948,0.0223401,0.0648244,0.0559622,0.059407,0.0812617,0.0559227,0.0260588,0.0549049,0.0595261,0.0298239,0.031859,0.0341332,0.0116748,0.0273568,0.0229634,0,0.022767,0.0422163,0.0354948,0,0,0.0203934,0,0,0.0151696,0.0784907,0,0.0171689,0.0240996,0.0623187,0.0366768,0.0341039,0.0638859,0.065069,0.0358323,0.0244945,0.0229044,0.00986074,0.0318163,0.0379554,0.0577886,0,0.0453513,0.0531144,0.0500588,0,0,0,0,0.0300372,0,0,0
429,0.0258491,0.0607359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169962,0,0.0215203,0.058412,0,0,0.00947023,0,0,0.043243,0.0491398,0.0385596,0.0228271,0.064375,0.0560003,0.058879,0.0808365,0.0555298,0.0254887,0.0552983,0.0599967,0.0302992,0.0320182,0.0337222,0.011656,0.027433,0.0247691,0,0.0278537,0.041619,0.0354733,0,0,0.0187563,0,0,0.0143929,0.079435,0,0.0173035,0.0236065,0.0622949,0.035647,0.033446,0.0625045,0.0650493,0.0358692,0.023644,0.0257225,0.0118627,0.0304099,0.0353683,0.0568889,0,0.04049,0.0532685,0.0501572,0,0,0,0,0.0297949,0,0,0
430,0.0267043,0.0607596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174973,0,0.0217338,0.0583239,0,0,0.00929669,0,0,0.0433068,0.0492573,0.0381328,0.0232165,0.0638656,0.0560207,0.0582829,0.0803111,0.0552528,0.025449,0.0555827,0.0603055,0.030594,0.0321808,0.0325854,0.0116456,0.0274984,0.0235846,0,0.0225317,0.0417318,0.0355707,0,0,0.0174273,0,0,0.0139822,0.07861,0,0.0176701,0.0242258,0.0620898,0.0345914,0.0334307,0.0632682,0.0652721,0.0364479,0.0247391,0.0244064,0.0110344,0.0330547,0.0342724,0.0562824,0,0.0362076,0.0536515,0.0503905,0,0,0,0,0.0292745,0,0,0
431,0.0270368,0.0609615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179171,0,0.0218519,0.0580431,0,0,0.00953129,0,0,0.0431886,0.0494265,0.0378361,0.0234842,0.063496,0.0564009,0.0579375,0.0799145,0.0549382,0.0254028,0.0558628,0.060588,0.0308623,0.0323759,0.0318563,0.0128059,0.0265334,0.0246478,0,0.022335,0.0415027,0.0359335,0,0,0.0182695,0,0,0.0176554,0.0785563,0,0.01784,0.0243063,0.0619168,0.0340861,0.0331248,0.0628553,0.0653906,0.0370475,0.0249893,0.025012,0.0117665,0.0336867,0.0316514,0.0557002,0,0.0280554,0.0540236,0.0503795,0,0,0,0,0.0289224,0,0,0
432,0.0281388,0.0608632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018392,0,0.0220256,0.0577806,0,0,0.00935723,0,0,0.0431352,0.0497369,0.0375462,0.0237726,0.0628912,0.0562211,0.0575564,0.0794395,0.0546126,0.0254301,0.0561364,0.0608605,0.0311355,0.0325686,0.0311511,0.0128843,0.0264464,0.0261808,0,0.0222533,0.0414388,0.0358884,0,0,0.0162939,0,0,0.0163365,0.0785058,0,0.0181986,0.0241639,0.0617335,0.0327508,0.0328196,0.0622865,0.0654296,0.0376546,0.0254427,0.0254486,0.0120546,0.0342526,0.02868,0.0554843,0,0.0277779,0.0541147,0.0506517,0,0,0,0,0.0284378,0,0,0
433,0.029187,0.0607309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189398,0,0.022215,0.0574535,0,0,0.00883323,0,0,0.0431789,0.0501935,0.037318,0.0240026,0.0622865,0.0557085,0.0572597,0.0790208,0.0543856,0.0254958,0.0563316,0.0610563,0.0313598,0.0327568,0.0303462,0.0114455,0.0274888,0.0280111,0,0.0223729,0.0416393,0.0359526,0,0,0.0147139,0,0,0.0142775,0.0784057,0,0.0187186,0.0237739,0.0615256,0.0311478,0.0326106,0.0616132,0.0654031,0.0383816,0.0259874,0.0257121,0.0121244,0.0347442,0.0256856,0.0555385,0,0.0274339,0.0542193,0.050937,0,0,0,0,0.0280404,0,0,0
434,0.0297787,0.0606649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196402,0,0.0222852,0.0569222,0,0,0.00875416,0,0,0.0431097,0.050594,0.0370224,0.0241121,0.0617946,0.0554879,0.0570795,0.0787161,0.0542035,0.0256548,0.0565632,0.0612682,0.0315873,0.033001,0.0294306,0.0113559,0.0274449,0.0302275,0,0.0223279,0.0419015,0.0362228,0,0,0.0145904,0,0,0.0146771,0.0782686,0,0.0192406,0.0237893,0.0613187,0.0300302,0.0324877,0.0609805,0.0653166,0.0390247,0.0264727,0.0258783,0.0125534,0.0351527,0.0225086,0.0555212,0,0.0258187,0.054247,0.0510779,0,0,0,0,0.0277295,0,0,0
435,0.0304938,0.0605713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209358,0,0.0221074,0.0562307,0,0,0.00873771,0,0,0.0431117,0.0509906,0.0363797,0.0240286,0.061267,0.0552315,0.0568997,0.0786198,0.0540368,0.0261996,0.0568846,0.0615359,0.0317761,0.0333601,0.0279343,0.0114522,0.0273091,0.0322437,0,0.0224773,0.0422443,0.0365504,0,0,0.0147221,0,0,0.0147901,0.0781447,0,0.0195508,0.0238634,0.0611645,0.0289695,0.0325325,0.0603656,0.0652868,0.0395505,0.0266692,0.025972,0.0128955,0.0354984,0.019837,0.0555438,0,0.0247097,0.0541985,0.0511715,0,0,0,0,0.0273886,0,0,0
436,0.0310415,0.0603018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255522,0,0.02194,0.0557686,0,0,0.00868416,0,0,0.0433364,0.0511407,0.0352573,0.0231682,0.0608118,0.0549915,0.0569946,0.0802565,0.0540115,0.0258684,0.0569804,0.0616555,0.0313182,0.0339427,0.0218923,0.0119772,0.0271029,0.0357218,0,0.0260334,0.0416192,0.0369746,0,0,0.0150746,0,0,0.0147064,0.0789099,0,0.0194832,0.0236482,0.0611242,0.0281132,0.0325443,0.0591765,0.0651227,0.0397473,0.0258169,0.0276215,0.0136579,0.0338758,0.0165019,0.0557614,0,0.0237688,0.0540965,0.0512944,0,0,0,0,0.0268112,0,0,0
437,0.0300451,0.06013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022245,0,0.0223723,0.0555453,0,0,0.00872701,0,0,0.0432466,0.0512534,0.0355973,0.0244931,0.0607704,0.0547313,0.0562858,0.0780636,0.0536657,0.0262699,0.057336,0.0619518,0.0322175,0.0336241,0.0262813,0.0125269,0.0265163,0.0360767,0,0.0226584,0.0426427,0.0369776,0,0,0.0151093,0,0,0.0139851,0.0781974,0,0.0194723,0.0242373,0.060766,0.0272161,0.032649,0.0593433,0.065295,0.0403287,0.0265794,0.0264015,0.0133861,0.0354584,0.0149779,0.0562668,0,0.0226798,0.0539592,0.0514596,0,0,0,0,0.027124,0,0,0
438,0.0269564,0.0599188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021717,0,0.0228985,0.0557341,0,0,0.00813697,0,0,0.0434624,0.0511276,0.0358413,0.0250842,0.060679,0.0538472,0.0559777,0.0774099,0.0535855,0.0255686,0.0572803,0.0619326,0.0323901,0.0333334,0.026627,0.0114953,0.0275025,0.0368218,0,0.0230078,0.0429752,0.0366847,0,0,0.0160713,0,0,0.0156652,0.0784792,0,0.0196938,0.0241232,0.0603912,0.0275876,0.0327619,0.0588669,0.0653913,0.0407452,0.0266934,0.0266061,0.0136733,0.0355076,0.0139528,0.0561896,0,0.0217332,0.0537002,0.0517489,0,0,0,0,0.0271972,0,0,0
439,0.0264256,0.0598748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224671,0,0.0228264,0.0555422,0,0,0.0079824,0,0,0.0436264,0.0512948,0.0353665,0.0251496,0.0607133,0.0533486,0.0558366,0.0772755,0.0535919,0.0251024,0.0573776,0.0620549,0.0324852,0.0334117,0.025627,0.011758,0.0274467,0.0371659,0,0.0230997,0.0431172,0.0372041,0,0,0.0169517,0,0,0.0160891,0.078372,0,0.0198374,0.0242003,0.0600938,0.0270311,0.0328182,0.0586661,0.0655002,0.0409463,0.0267621,0.0267168,0.013846,0.035585,0.0131714,0.0561351,0,0.0211028,0.0534432,0.0517311,0,0,0,0,0.0270849,0,0,0
440,0.0287834,0.0599978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236332,0,0.0225385,0.0550801,0,0,0.00804175,0,0,0.0437737,0.0515575,0.0346533,0.024955,0.0609983,0.0529015,0.0558081,0.0773895,0.0535899,0.024858,0.0575333,0.0622257,0.0325443,0.0336481,0.0242458,0.0119363,0.0274542,0.0368724,0,0.0229186,0.0430607,0.038504,0,0,0.0175433,0,0,0.0164604,0.0778546,0,0.0199536,0.024394,0.0600845,0.0258578,0.0328456,0.058645,0.0655663,0.0409217,0.026862,0.0266993,0.0139886,0.0357807,0.0128353,0.056178,0,0.0205753,0.0532266,0.0513356,0,0,0,0,0.0269977,0,0,0
441,0.0316284,0.0611975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028469,0,0.0219338,0.051797,0,0,0.00843367,0,0,0.0424687,0.0515672,0.0340616,0.0231515,0,0.0497402,0.0564777,0.0797385,0.0544129,0.0241894,0.0568305,0.0614979,0.0312699,0.0338446,0.0183396,0.0113975,0.0254143,0.0370215,0,0.0258209,0.0414223,0.0399424,0,0,0.0171657,0,0,0.0173706,0.0785785,0,0.0173589,0.0251299,0.0645308,0.0223117,0.0316806,0.0572128,0.0643339,0.0395419,0.0271899,0.0279167,0.0148094,0.0353837,0.0123931,0.0580014,0,0.0178392,0.0514034,0.0512121,0,0,0,0,0.0305329,0,0,0
