Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LTHII,,LILC
304,0.0297198,0.0654419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387432,0,0.0121366,0.0786037,0,0,0.00943291,0,0,0.0406892,0.0716818,0.0180337,0.0326379,0.0896116,0.0329948,0.0396785,0.0716006,0.0186494,0.0552757,0.0625954,0,0.0318719,0.0202945,0.0379353,0.012553,0.0175298,0.0420328,0,0.0273011,0.080641,0.0477982,0,0,0.0219356,0,0,0.03491,0.100648,0.0132958,0,0.0329978,0.111668,0.0305977,0.0430966,0.0497496,0.0654555,0.0659879,0.0258334,0.0333227,0.01522,0.0357137,0.0111308,0.0410701,0.0163262,0.0193257,0.0461546,0.0669119,0,0,0,0,0.0624849,0,0.0411632
305,0.0303506,0.0650315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382371,0,0.0124163,0.0788318,0,0,0.00919435,0,0,0.0407151,0.0712199,0.0178515,0.0326013,0.0895865,0.0338361,0.0405228,0.0721605,0.0186098,0.0540278,0.064092,0,0.0322267,0.0216593,0.0385098,0.0125268,0.017754,0.0432071,0,0.0264986,0.0798431,0.0471485,0,0,0.0220877,0,0,0.0340082,0.100541,0.0124821,0,0.0336329,0.111038,0.0308495,0.0437303,0.0496898,0.0654822,0.0663672,0.0259991,0.0330977,0.0160252,0.0363131,0.0126057,0.0414031,0.017336,0,0.0457186,0.0672255,0,0,0,0,0.0628491,0,0.0420926
306,0.0301633,0.0654025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402961,0,0.0119264,0.0790439,0,0,0.00907229,0,0,0.0407681,0.0673499,0.0192884,0.0336023,0.0896187,0.0343729,0,0.0761954,0.0185296,0.0532396,0.0643783,0,0.0315063,0.0248386,0.0389088,0.0126221,0.0178408,0.0446694,0,0.0256341,0.0786147,0.0466344,0,0,0.0212298,0,0,0.0335426,0.100689,0.0112802,0,0.0342805,0.109907,0.0296032,0.0443764,0.0501252,0.0660321,0.0673595,0.0262643,0.0329022,0.016258,0.0369609,0.0148973,0.0428308,0.0175121,0,0.0460547,0.0663574,0,0,0,0,0.0642222,0,0.0430933
307,0.0296828,0.0652927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035345,0,0.0138818,0.0781308,0,0,0.00875987,0,0,0.0409654,0.0708823,0.0177804,0.0318048,0.0905558,0.0356079,0.042687,0.0743506,0.0191798,0.0512951,0.0670843,0,0.0328455,0.0251408,0.038931,0.0124508,0.0182313,0.0457256,0,0.0255506,0.0789915,0.0467951,0,0,0.0206668,0,0,0.0344512,0.100352,0.0101224,0,0.034499,0.110368,0.0294258,0.0442421,0.0502986,0.066511,0.0679497,0.0266853,0.0328656,0.0162848,0.0375036,0.0168832,0.0429862,0.0166326,0.0189004,0.0459458,0.0664126,0,0,0,0,0.0644611,0,0.0443699
308,0.0297099,0.0649318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035344,0,0.0146198,0.0780574,0,0,0.00841946,0,0,0.0407979,0.0697694,0.0188785,0.0304855,0.090951,0.0362253,0.0439346,0.0767943,0.0195818,0.050203,0.0680801,0,0.0327726,0.0265626,0.0392625,0.0122799,0.0185264,0.0466743,0,0.0258814,0.0787112,0.0465848,0,0,0.020607,0,0,0.0343615,0.100466,0.00930544,0,0.0341765,0.110131,0.0293129,0.0445497,0.0505751,0.0670799,0.0686196,0.0270419,0.0326864,0.0163818,0.0379056,0.0185119,0.0432869,0.0164873,0.0189906,0.0458783,0.0659253,0,0,0,0,0.0658139,0,0.044825
309,0.0298857,0.0636106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293668,0,0.0168709,0.0781383,0,0,0.00518149,0,0,0.0304286,0.0691273,0.0167962,0.0311592,0.0919982,0.0283769,0.0448114,0.076347,0.0203903,0.0485497,0.0699225,0,0.033687,0.0309403,0.0411306,0,0.0223366,0.0475885,0,0.0251101,0.078772,0.0465406,0,0,0.0209049,0,0,0.0344444,0.100475,0.00826225,0,0.0335221,0.110008,0.0290266,0.0446412,0.0507776,0.0675542,0.0693307,0.0275973,0.0323396,0.0167552,0.0386347,0.0203623,0.0430098,0.0163599,0.0191372,0.0446109,0.0657418,0,0,0,0,0.0663402,0,0.0463532
310,0.0300381,0.0625794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246689,0,0.0193281,0.0792691,0,0,0.00435045,0,0,0.0310021,0,0.0181012,0.0297075,0.0951733,0.0300844,0.0405574,0.0724652,0.0246501,0.0478036,0.0715536,0,0.0349239,0.0390661,0.0415379,0,0.0230313,0.0486092,0,0.0250301,0.0815683,0.0467096,0,0,0.0218578,0,0,0.0346803,0.10095,0.00813095,0,0.0329482,0.11209,0.0303829,0.0446309,0.0499601,0.0679545,0.070461,0.0279038,0.03231,0.0172299,0.038798,0.0219934,0.0418602,0.0161152,0.0195608,0.0436355,0.0671076,0,0,0,0,0.0677504,0,0.0534278
311,0.0297659,0.0630445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234484,0,0.0199164,0.0773715,0,0,0.00498867,0,0,0.0307931,0.0701703,0.0151687,0.0309029,0.0929585,0.0293348,0.0471394,0.0789595,0.0214282,0.0467437,0.0718473,0,0.0360955,0.0409642,0.0419559,0,0.0226709,0.0478107,0,0.0250821,0.079109,0.0462622,0,0,0.0211673,0,0,0.034282,0.100448,0.00898275,0,0.0329777,0.110338,0.0293597,0.0452376,0.0502451,0.0675455,0.0700891,0.0276774,0.0317069,0.0167461,0.0384826,0.0209081,0.0427836,0.0159461,0.0192884,0.0445154,0.0649538,0,0,0,0,0.0683174,0,0.0482823
312,0.0297076,0.0629403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230641,0,0.0216536,0.0769126,0,0,0.00484101,0,0,0.0309835,0.073398,0.0159022,0.0316677,0.0936937,0.0298719,0.0482308,0.0804135,0.0215378,0.0464508,0.0728656,0,0.0376446,0.0486907,0.0422126,0,0.0227695,0.0477205,0,0.0250214,0.0791002,0.0461692,0,0,0.021208,0,0,0.034146,0.100343,0.00955643,0,0.0327621,0.110252,0.0299298,0.0455214,0.050084,0.0674503,0.0702873,0.027647,0.0315604,0.0166901,0.0385642,0.0209518,0.0425046,0.0157706,0.0194053,0.0445544,0.0646104,0,0,0,0,0.0690406,0,0.0490626
313,0.0297607,0.0629227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02561,0,0.0236399,0.07651,0,0,0.00466929,0,0,0.0311055,0.0737845,0.0182937,0.0326166,0.0947618,0.0304449,0.048996,0.0813063,0.0215758,0.0465671,0.0739407,0,0.0392961,0.0564735,0.0423179,0,0.0227434,0.0476923,0,0.0248207,0.0791622,0.0460653,0,0,0.0211358,0,0,0.0340184,0.100282,0.0101433,0,0.032458,0.10958,0.0307193,0.045335,0.0499082,0.0675557,0.0702173,0.0276998,0.0315292,0.0167831,0.0387747,0.0212087,0.0422147,0.0156547,0.0195343,0.0444953,0.0644205,0,0,0,0,0.0693629,0,0.0500058
314,0.0304169,0.0629136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241734,0,0.0265399,0.0754758,0,0,0.00404529,0,0,0.0315432,0.0719437,0.0242638,0.0355252,0.0957804,0.0312075,0.0514985,0.0836856,0.0225215,0.0472867,0.073486,0,0.040526,0.0541531,0.0423167,0,0.0223056,0.041567,0,0.0224334,0.0793508,0.0454108,0,0,0.0214406,0,0,0.0335003,0.101026,0.00996637,0,0.0347497,0.108069,0.0308816,0.0452904,0.0482867,0.0674665,0.0702774,0.0300922,0.0279623,0.016153,0.0414357,0.0153758,0.042194,0.0154941,0.0198852,0.0442161,0.0643354,0,0,0,0,0.0707595,0,0.0497859
315,0.0306296,0.0624874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242991,0,0.0302686,0.0779452,0,0,0.00305534,0,0,0.0318524,0,0.034126,0.0321231,0.0996293,0.0332791,0.0460414,0.0785432,0.0245886,0.0482477,0.0745779,0,0.0429596,0.0607686,0.0418045,0,0.0225117,0.0419886,0,0.0221512,0.0818499,0.0454527,0,0,0.0221127,0,0,0.0336883,0.102037,0.0106741,0,0.0339023,0.109142,0.0323496,0.0454039,0.0479133,0.0681206,0.0710719,0.0302303,0.0281556,0.0167287,0.0418461,0.0163034,0.0411852,0.01549,0.0202822,0.0432021,0.0657842,0,0,0,0,0.0702578,0,0.0580502
316,0.0303787,0.0634097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241508,0,0.0294226,0.0756971,0,0,0.00411459,0,0,0.0313314,0.0757157,0.0301265,0.034486,0.0970313,0.0318455,0.0517163,0.083069,0.0224135,0.0496541,0.0746773,0,0.0441313,0.062866,0.0420458,0,0.0218967,0.0416696,0,0.0224875,0.0781268,0.045155,0,0,0.021256,0,0,0.033442,0.101562,0.0113868,0,0.0339469,0.106029,0.0314893,0.0453741,0.0483732,0.0679407,0.0701914,0.0301211,0.0277061,0.0163244,0.04148,0.0156865,0.042141,0.0153674,0.0200978,0.0441894,0.063596,0,0,0,0,0.070225,0,0.0520179
317,0.0303123,0.0638636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023074,0,0.0288348,0.0759103,0,0,0.0043047,0,0,0.0313165,0.073598,0.0315531,0.0337525,0.0972525,0.0320411,0.0506986,0.0817546,0.0221108,0.0513312,0.0748722,0,0.0451373,0.0645111,0.0421946,0,0.0216735,0.042368,0,0.0222947,0.0773438,0.0450602,0,0,0.0212098,0,0,0.0334578,0.102073,0.0117909,0,0.0337436,0.105415,0.0313796,0.0448789,0.0486248,0.0681303,0.0701675,0.0301785,0.0273689,0.0163038,0.0416971,0.016309,0.0424078,0.0152832,0.0200715,0.0445025,0.0632917,0,0,0,0,0.0693393,0,0.0529098
318,0.0301597,0.064214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228627,0,0.0279784,0.0763361,0,0,0.00457036,0,0,0.0312147,0.0722219,0.032066,0.0336255,0.097088,0.0321575,0.0494387,0.0803788,0.0217331,0.052693,0.0748335,0,0.0459174,0.0638559,0.0423408,0,0.0215041,0.0429198,0,0.0223676,0.0765178,0.0450332,0,0,0.0212282,0,0,0.0335368,0.102932,0.0123656,0,0.0335643,0.104656,0.0313148,0.0441946,0.0487212,0.0683551,0.0700925,0.0302933,0.0269957,0.0162683,0.0418552,0.0167424,0.0426753,0.0153217,0.0200815,0.0448627,0.063049,0,0,0,0,0.0684298,0,0.0538317
319,0.0298959,0.0645458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234012,0,0.0274023,0.0768314,0,0,0.00488004,0,0,0.0311564,0.0723747,0.0323117,0.033106,0.0968485,0.0320855,0.048645,0.079322,0.0212197,0.0536194,0.0748887,0,0.0465728,0.0623098,0.0424826,0,0.0212936,0.043572,0,0.0222293,0.0756842,0.0450191,0,0,0.0211475,0,0,0.0335452,0.103683,0.0128492,0,0.033615,0.103706,0.0312639,0.0441005,0.0487467,0.068542,0.0700026,0.0305058,0.0266665,0.0163269,0.0419782,0.0172116,0.0429778,0.0153703,0.0199803,0.0452387,0.0628361,0,0,0,0,0.0673671,0,0.0547287
320,0.0296999,0.0648577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239752,0,0.0273014,0.0772023,0,0,0.00508694,0,0,0.0312689,0.073145,0.0325187,0.0324512,0.0964769,0.0321235,0.0482779,0.0785911,0.0205284,0.0542612,0.0750012,0,0.0470017,0.0612225,0.0427372,0,0.0211666,0.0442933,0,0.0220408,0.074906,0.0449863,0,0,0.0209554,0,0,0.0334785,0.103886,0.0133548,0,0.033676,0.103025,0.0311608,0.0443488,0.0487449,0.0686707,0.0700556,0.0306849,0.0264404,0.0164174,0.042117,0.0177217,0.0433181,0.0154061,0.0198451,0.0455109,0.0626095,0,0,0,0,0.0663241,0,0.0556413
321,0.0296532,0.0651134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242865,0,0.0270542,0.0773116,0,0,0.00525998,0,0,0.031332,0.07405,0.0329447,0.0319275,0.0961654,0.0322083,0.0484717,0.078051,0.0195936,0.0553352,0.0748749,0,0.0469824,0.0602864,0.0430405,0,0.0211202,0.0450199,0,0.0219843,0.0742535,0.0449238,0,0,0.020678,0,0,0.0333832,0.104116,0.0139097,0,0.0336929,0.102551,0.0310169,0.044678,0.0487573,0.0688771,0.0700555,0.03084,0.0263412,0.0165478,0.0423616,0.0182323,0.0436746,0.0154133,0.0197911,0.0456154,0.0624322,0,0,0,0,0.0652947,0,0.0566577
322,0.0295776,0.0652831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242488,0,0.0266037,0.0772156,0,0,0.00541426,0,0,0.0312857,0.0748906,0.0335025,0.0315291,0.0960387,0.0322912,0.0488255,0.0777439,0.0184097,0.0565155,0.0744119,0,0.0466663,0.0595764,0.0431783,0,0.0210638,0.0457904,0,0.0219448,0.0735605,0.044874,0,0,0.0204184,0,0,0.0333832,0.10448,0.0144605,0,0.0337883,0.102253,0.030914,0.0451235,0.0488841,0.0692134,0.0700172,0.0310203,0.0262143,0.0167407,0.0426573,0.0187665,0.0439866,0.0153519,0.0197616,0.0456927,0.0621976,0,0,0,0,0.0644635,0,0.0577108
323,0.0293457,0.0652906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242022,0,0.0261376,0.0772963,0,0,0.00536695,0,0,0.0312082,0.0757858,0.0341388,0.0313194,0.0961389,0.0324399,0.0489775,0.077476,0.0171026,0.0574028,0.0736898,0,0.0465976,0.0593632,0.0434385,0,0.021052,0.0464618,0,0.0219077,0.0729146,0.0447718,0,0,0.020249,0,0,0.0334733,0.104888,0.0149642,0,0.033887,0.101864,0.0308623,0.0452178,0.0490108,0.0695861,0.0700719,0.0312223,0.0260847,0.0169129,0.0428587,0.0192333,0.0442385,0.0152758,0.0197469,0.0458648,0.0619973,0,0,0,0,0.0636131,0,0.0587467
324,0.0289703,0.065181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243146,0,0.0258086,0.0774195,0,0,0.00533484,0,0,0.0312356,0.076385,0.0344138,0.0312764,0.0962943,0.0326699,0.048954,0.0772736,0.0161409,0.0577971,0.0729658,0,0.046491,0.0586277,0.0437075,0,0.0211243,0.047033,0,0.0218993,0.0721041,0.0446419,0,0,0.0201261,0,0,0.0336001,0.105175,0.0156046,0,0.033923,0.101408,0.0308948,0.0452888,0.0490696,0.0698845,0.0701006,0.0313549,0.0259428,0.0170572,0.0429416,0.0197741,0.0444257,0.0152028,0.0197616,0.0459892,0.0617587,0,0,0,0,0.0627937,0,0.0597026
325,0.0287694,0.0651089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245547,0,0.0255078,0.0774312,0,0,0.00533478,0,0,0.0313047,0.0766743,0.0346752,0.0313675,0.0965168,0.0330004,0.0489754,0.0770942,0.0152449,0.0573501,0.0726635,0,0.0463505,0.0575784,0.0439503,0,0.0212332,0.0475613,0,0.0218398,0.0711063,0.0445355,0,0,0.0199288,0,0,0.0336374,0.105223,0.0163067,0,0.0339439,0.100993,0.0309857,0.0457224,0.0491798,0.0701543,0.0701292,0.0314984,0.0257688,0.0171926,0.0427928,0.0204158,0.0445878,0.0151696,0.0197815,0.046066,0.0615009,0,0,0,0,0.0621463,0,0.060671
326,0.0286252,0.065074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251634,0,0.0252568,0.0772467,0,0,0.00534772,0,0,0.0312982,0.0769539,0.0350201,0.031356,0.0968963,0.033391,0.0500466,0.0769731,0.0144313,0.0588016,0.0728484,0,0.0463335,0.0564672,0.0441867,0,0.0213186,0.0480667,0,0.0216295,0.0701731,0.044439,0,0,0.0196062,0,0,0.0335708,0.105414,0.0168998,0,0.0339928,0.100637,0.0310318,0.0462726,0.0493211,0.0705454,0.0701746,0.0316531,0.025581,0.0173027,0.0426712,0.0210945,0.0447681,0.0151872,0.019731,0.0460157,0.0612332,0,0,0,0,0.0615082,0,0.0619928
327,0.0287065,0.065024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256438,0,0.0251206,0.0772069,0,0,0.00530988,0,0,0.0311048,0.0768876,0.0353851,0.0314294,0.0972655,0.0339093,0.050745,0.0770394,0.013589,0.0600458,0.0725007,0,0.0465685,0.0559337,0.0442848,0,0.0213299,0.0485027,0,0.0214686,0.0692395,0.0443604,0,0,0.0193192,0,0,0.0334631,0.105746,0.0174545,0,0.0340123,0.100308,0.0310178,0.0468069,0.0494893,0.0709605,0.0702399,0.0317872,0.0254456,0.0174681,0.0425831,0.0216453,0.044913,0.0152215,0.0196107,0.0459593,0.0608858,0,0,0,0,0.0608032,0,0.0633553
328,0.0287075,0.0649256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254634,0,0.0248107,0.0772645,0,0,0.00530159,0,0,0.0305115,0.0766384,0.0355235,0.0316178,0.097642,0.0343796,0.0509599,0.0769881,0.0126588,0.0602853,0.0721878,0,0.046989,0.0557884,0.0443733,0,0.0211721,0.0488605,0,0.0214267,0.0683294,0.0442421,0,0,0.0193028,0,0,0.0333943,0.106133,0.0181827,0,0.0339803,0.0999744,0.0310667,0.047257,0.049662,0.0713323,0.0703161,0.0319137,0.0253643,0.0176428,0.0425543,0.02213,0.0450373,0.0152884,0.0195103,0.0459026,0.0605428,0,0,0,0,0.0600996,0,0.0646659
329,0.0286322,0.0648023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253554,0,0.0245261,0.0772793,0,0,0.00540915,0,0,0.0302921,0.0761009,0.0359923,0.0318144,0.0981569,0.0347347,0.0509847,0.0768614,0.0118315,0.0586285,0.0722586,0,0.0476509,0.0562336,0.044575,0,0.0211358,0.0491582,0,0.0213848,0.0675322,0.0440839,0,0,0.0192468,0,0,0.0333175,0.106535,0.0189108,0,0.0339077,0.0995132,0.0311753,0.0476109,0.0498442,0.0716719,0.0703836,0.0321101,0.0253514,0.0178249,0.0425579,0.0225603,0.0451857,0.0153727,0.0194042,0.0458183,0.0602163,0,0,0,0,0.0596144,0,0.0657872
330,0.0289025,0.0697493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271491,0,0.0227755,0.0796573,0,0,0.0110172,0,0,0,0.0786329,0.0400484,0.0310198,0,0.0312431,0.0480249,0.075736,0.0129671,0,0.0677204,0,0.0489668,0.0565833,0.0440016,0,0.00789908,0.049942,0,0.0222805,0.0713615,0.042993,0,0,0.015626,0,0,0.0317125,0.108201,0.0176223,0,0.0345593,0.109775,0.0253348,0.0467166,0.0481983,0.0704818,0.0695568,0.032532,0.0254743,0.0177849,0.0427071,0.0232955,0.0511919,0.0157602,0.0176114,0.0485773,0.0622389,0,0,0,0,0.0604789,0,0.0768974
331,0.0282695,0.0646088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308839,0,0.0198091,0.0758006,0,0,0.00547705,0,0,0.0307814,0.075071,0.0457477,0.0305773,0.0990527,0.0346445,0.0497305,0.0771335,0.0125282,0,0.0641601,0.0365476,0.0479479,0.0575281,0.0450946,0,0.0212188,0.0495478,0,0.0210697,0.06606,0.0439415,0,0,0.0188232,0,0,0.0333174,0.106598,0.019835,0,0.033883,0.0982972,0.0310316,0.0477093,0.0502896,0.0720802,0.0699728,0.0320682,0.0250325,0.0179639,0.042308,0.0228451,0.0458774,0.0155799,0.0191817,0.0457182,0.059181,0,0,0,0,0.0605015,0,0.0661814
332,0.0281321,0.0644173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311888,0,0.0200648,0.0759968,0,0,0.00579864,0,0,0.0306592,0.0749865,0.0460901,0.0310167,0.0989296,0.0353373,0.050335,0.0774306,0.0106431,0,0.0641742,0.0364567,0.0483875,0.0578323,0.0447431,0,0.0213101,0.0495283,0,0.0211457,0.0655457,0.043967,0,0,0.0188278,0,0,0.0333022,0.107112,0.0206093,0,0.0338453,0.0978241,0.0310814,0.0480363,0.0504938,0.0724665,0.0700731,0.0318375,0.0248794,0.0180162,0.0422126,0.0228763,0.0461314,0.0156113,0.0190689,0.0455624,0.0590853,0,0,0,0,0.0598108,0,0.0677831
333,0.0280288,0.0643716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313588,0,0.0203618,0.0761517,0,0,0.00603123,0,0,0.0306112,0.0740434,0.0468063,0.0312607,0.0991544,0.0356899,0.0506769,0.0776923,0.0090121,0,0.0640891,0.0365961,0.0487152,0.0583087,0.0444647,0,0.0213142,0.0496335,0,0.0212871,0.0648984,0.043976,0,0,0.0186909,0,0,0.0333834,0.10745,0.0213589,0,0.033894,0.0976041,0.0310491,0.0482536,0.0506634,0.0727654,0.0702135,0.0316595,0.0247367,0.0180226,0.0420853,0.0231218,0.0465135,0.0156639,0.0189819,0.0454946,0.0590003,0,0,0,0,0.0591662,0,0.0692816
334,0.02756,0.0644586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03118,0,0.0207382,0.0762379,0,0,0.0102326,0,0,0,0.0724622,0.0474579,0.0314488,0.0992888,0.0365131,0.0511237,0.077935,0.00802361,0,0.0640659,0.0366967,0.0489325,0.0588157,0.0423755,0,0.0105923,0.0497366,0,0.021474,0.0642899,0.0441855,0,0,0.0183285,0,0,0.0334239,0.108251,0.0218781,0,0.0338566,0.0969296,0.031175,0.0482792,0.0505637,0.0728107,0.0703882,0.0318033,0.024692,0.0181296,0.0420133,0.023363,0.0472404,0.0157488,0.0188809,0.0456728,0.0587991,0,0,0,0,0.058453,0,0.0703029
335,0.0276648,0.0645019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314391,0,0.0208809,0.0764798,0,0,0.0063453,0,0,0.0303431,0.0721148,0.0478627,0.0314149,0.100265,0.0355202,0.0517874,0.0784125,0.00700066,0,0.0639601,0.0367538,0.0490225,0.0589557,0.0449385,0,0.0210521,0.0497532,0,0.0214525,0.063478,0.0441049,0,0,0.0181509,0,0,0.0335769,0.108577,0.0228744,0,0.0335511,0.0967533,0.0309981,0.0486394,0.0509594,0.0731744,0.0707129,0.0319223,0.024609,0.0181643,0.0417555,0.0234475,0.047409,0.015932,0.0187781,0.0455533,0.0586775,0,0,0,0,0.0578183,0,0.0711365
336,0.0274654,0.064621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314702,0,0.0209136,0.0764844,0,0,0.00679125,0,0,0.0292265,0.0717792,0.0480165,0.0315158,0.100633,0.0355333,0.0525396,0.0788938,0.00620313,0,0.0638075,0.037013,0.0491641,0.0589679,0.0447835,0,0.0204893,0.0498501,0,0.0215214,0.0626754,0.0441932,0,0,0.0178355,0,0,0.0336831,0.10899,0.0235287,0,0.0336189,0.0960334,0.0309934,0.0488584,0.0511168,0.0733914,0.0707675,0.0317569,0.0244808,0.0181545,0.0415428,0.0235857,0.0478047,0.0161592,0.018598,0.0456157,0.0587446,0,0,0,0,0.0572651,0,0.0721928
337,0.0270335,0.0647601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311171,0,0.0210658,0.0765106,0,0,0.0102198,0,0,0,0.0712356,0.0479706,0.0318102,0.10061,0.036099,0.0531379,0.0792552,0.00559927,0,0.0637331,0.0372058,0.0492921,0.0589555,0.0426994,0,0.0101123,0.049976,0,0.021821,0.0619161,0.0444973,0,0,0.0174025,0,0,0.0337832,0.109419,0.0238932,0,0.0338922,0.0949253,0.0311537,0.0489499,0.0510266,0.0734946,0.070359,0.031573,0.0244051,0.0182084,0.0415141,0.0237733,0.048443,0.0163593,0.01838,0.045736,0.058677,0,0,0,0,0.0567613,0,0.0729882
338,0.0269742,0.0647873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309519,0,0.0212051,0.0766288,0,0,0.0100354,0,0,0,0.0705634,0.0479226,0.0320605,0.100629,0.0355267,0.0535256,0.0795936,0.00518173,0,0.0649399,0.0371341,0.0493121,0.0587705,0.0427516,0,0.0101776,0.0500633,0,0.0220433,0.0610977,0.0446209,0,0,0.0171202,0,0,0.0339093,0.1098,0.0245399,0,0.0339831,0.0943681,0.0311476,0.0490452,0.0511096,0.0737572,0.0699342,0.0315684,0.0244559,0.0183187,0.041366,0.0240033,0.0487853,0.0166036,0.0181796,0.0456762,0.0584489,0,0,0,0,0.0564222,0,0.0738634
339,0.0272522,0.0649216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308291,0,0.021279,0.0766674,0,0,0.0076333,0,0,0.0302946,0.0698304,0.0475736,0.0320984,0.101001,0.0349401,0.0538907,0.0799117,0.00498648,0,0.0649483,0.0368043,0.0489815,0.05852,0.0445325,0,0.0208314,0.0505694,0,0.0217676,0.0601669,0.044524,0,0,0.0169498,0,0,0.0341094,0.109781,0.0255127,0,0.0341928,0.0941658,0.0309597,0.0494001,0.0515481,0.0742572,0.0700662,0.0318152,0.0243617,0.0184869,0.0412346,0.0246073,0.0488833,0.0168493,0.0179559,0.0456878,0.0580426,0,0,0,0,0.0562339,0,0.0747409
340,0.0270881,0.0649723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311063,0,0.0208472,0.0760535,0,0,0.00809627,0,0,0.0303708,0.0688806,0.0464143,0.0319942,0.100963,0.0351034,0.0544125,0.0803487,0.00509709,0,0.0647461,0.0364342,0.0483031,0.0577341,0.0444735,0,0.0210594,0.0505577,0,0.0214959,0.0593983,0.0445563,0,0,0.0165582,0,0,0.0342558,0.109732,0.0267662,0,0.0344254,0.0930753,0.030658,0.0495443,0.0518037,0.0746222,0.0700744,0.0316083,0.0241451,0.018488,0.0406528,0.023682,0.0492986,0.0171946,0.0173532,0.0457126,0.0575226,0,0,0,0,0.0559653,0,0.0750183
341,0.0273849,0.0648868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304235,0,0.020172,0.0762521,0,0,0.00818762,0,0,0.0298043,0.0695578,0.0455727,0.0317425,0.0997154,0.0345321,0.0534903,0.0798818,0.00464369,0,0.0647106,0.0359998,0.0476941,0.056665,0.0444819,0,0.0205576,0.0512634,0,0.0211783,0.0562308,0.0441413,0,0,0.0168314,0,0,0.0345362,0.106338,0.0261137,0.0358633,0.0338754,0.0903775,0.03115,0.0479998,0.0519707,0.0738335,0.0680894,0.0316588,0.0242015,0.0183955,0.0409598,0.0255235,0.0488816,0.0171002,0.0178128,0.0460887,0.0561078,0,0,0,0,0.0557909,0,0.0778039
342,0.0264648,0.0654992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303067,0,0.0200204,0.0757113,0,0,0.0120016,0,0,0.0369793,0.0681293,0.0439476,0.031556,0.0991761,0.0395601,0.0544009,0.0807625,0.00491013,0,0.0648342,0.0360164,0.0467985,0.0540773,0.0438032,0.0127238,0.0143605,0.0503622,0,0.020295,0.0557275,0.0445162,0,0,0.0156035,0,0,0.0345474,0.106313,0.0275062,0.0358449,0.0343437,0.0892497,0.0309601,0.0481078,0.0520378,0.0741602,0.0681015,0.0315973,0.0237493,0.0183571,0.0406377,0.0232955,0.0503952,0.0173295,0.0167296,0.0470527,0.0553623,0,0,0,0,0.0558107,0,0.0773906
