Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LTIB,FTL,LGTR,,LILC,x77
290,0.0361941,0.051231,0,0,0,0,0,0,0,0,0,0,0,0,0.0313845,0,0.025985,0.0440887,0,0.0161172,0,0,0.0431283,0.0172062,0.0303047,0.0640119,0.0492238,0.048187,0.0706384,0.0598627,0.0201819,0.0599074,0.0328387,0.0295549,0.00858296,0.0344705,0.0124652,0.0228308,0.0242013,0,0.0261021,0.0553436,0.0437607,0,0,0.0327686,0,0,0.0258998,0.0660372,0.0286865,0.0150144,0.0237067,0.0629006,0.031943,0.0400738,0.0695269,0.0718769,0.0471223,0.0288066,0.0227762,0.0118044,0.0371276,0.0336236,0.0378639,0.0139008,0,0.0406424,0.0567028,0,0,0,0,0.0562414,0,0,0,0.0265145,0
291,0.035834,0.0513285,0,0,0,0,0,0,0,0,0,0,0,0,0.0316397,0,0.025868,0.0442156,0,0.015959,0,0,0.0431742,0.0172322,0.0300304,0.0639231,0.0494861,0.0480184,0.070595,0.0599154,0.020085,0.0599597,0.0327004,0.0295322,0.00847957,0.0346233,0.0124207,0.0229409,0.0227111,0,0.0260257,0.0551626,0.0436227,0,0,0.0328325,0,0,0.0259155,0.0660855,0.0292701,0.0149549,0.0236579,0.0627425,0.0315569,0.0398992,0.069685,0.0716816,0.0470896,0.0285941,0.0228914,0.0116282,0.0369359,0.0356414,0.0378909,0.0141278,0,0.0408584,0.0564394,0,0,0,0,0.0561954,0,0,0,0.0263147,0
292,0.0354781,0.0514602,0,0,0,0,0,0,0,0,0,0,0,0,0.0319469,0,0.0257113,0.0444164,0,0.015873,0,0,0.0431997,0.0173529,0.0298056,0.0638515,0.0498185,0.0479487,0.0706503,0.059987,0.020026,0.060035,0.032724,0.0294567,0.00842672,0.0347987,0.0124222,0.0230238,0.0212806,0,0.0259042,0.0549342,0.0435248,0,0,0.0329442,0,0,0.0260558,0.0661779,0.0300601,0.0149638,0.0236026,0.0626841,0.0312371,0.0398549,0.0699315,0.0713795,0.0468741,0.0283506,0.022898,0.0114158,0.0366381,0.0378894,0.0378851,0.0142152,0,0.0410994,0.0561845,0,0,0,0,0.0561377,0,0,0,0.0260772,0
293,0.0351595,0.0516182,0,0,0,0,0,0,0,0,0,0,0,0,0.0323231,0,0.0255069,0.0446796,0,0.0158042,0,0,0.0432345,0.0175249,0.0295736,0.0637258,0.0501637,0.0479714,0.0707607,0.0601378,0.0200173,0.0600558,0.0328808,0.0293676,0.00828055,0.0350019,0.0124553,0.0230667,0.020308,0,0.0259467,0.0546189,0.0434711,0,0,0.03303,0,0,0.0261286,0.0662953,0.0307967,0.0149756,0.0234943,0.0627388,0.0309509,0.0397827,0.0698822,0.0710182,0.0466324,0.0280765,0.0227634,0.0111392,0.0363011,0.0399603,0.0378472,0.0142815,0,0.041371,0.0559244,0,0,0,0,0.0560885,0,0,0,0.025829,0
294,0.0348292,0.0518577,0,0,0,0,0,0,0,0,0,0,0,0,0.0326269,0,0.025276,0.0449656,0,0.0157197,0,0,0.0432694,0.0176192,0.0292736,0.0634875,0.0505039,0.0477727,0.0708951,0.0602745,0.019965,0.0600472,0.032937,0.0293105,0.00811258,0.0351831,0.0124771,0.0230954,0.0195918,0,0.0264698,0.0543111,0.0434819,0,0,0.0330396,0,0,0.0261377,0.0663746,0.0307682,0.0151318,0.0233034,0.0627762,0.0306855,0.0395783,0.0696903,0.070631,0.0462144,0.0276793,0.0224779,0.010655,0.0358994,0.0420159,0.0378752,0.0142646,0,0.0415616,0.0556039,0,0,0,0,0.0560121,0,0,0,0.0255394,0
295,0.0345286,0.05216,0,0,0,0,0,0,0,0,0,0,0,0,0.0328278,0,0.0249824,0.0452561,0,0.0156532,0,0,0.0432854,0.0176753,0.0288866,0.0631056,0.0507,0.0476423,0.0710847,0.0603994,0.0199443,0.0600158,0.0329146,0.029315,0.00803752,0.0353019,0.0124725,0.0231377,0.0184196,0,0.0266407,0.0540243,0.0434898,0,0,0.0330151,0,0,0.0261718,0.066378,0.029633,0.0154501,0.0231334,0.0626596,0.0304583,0.0393731,0.0694188,0.0702192,0.0456859,0.0267891,0.0222161,0.00976768,0.0351987,0.0440064,0.0380579,0.0141793,0,0.0412905,0.055232,0,0,0,0,0.0558241,0,0,0,0.0251698,0
296,0.0342258,0.0525259,0,0,0,0,0,0,0,0,0,0,0,0,0.033118,0,0.0246456,0.0455305,0,0.0155457,0,0,0.043263,0.0176347,0.0284313,0.06263,0.0508639,0.0475886,0.0714042,0.0605832,0.0199328,0.060008,0.0328759,0.0293583,0.00813116,0.0354008,0.0124695,0.0231727,0.0174428,0,0.0266518,0.0537577,0.0435171,0,0,0.0329834,0,0,0.0263152,0.0662311,0.0274332,0.016039,0.0231881,0.0624221,0.0302226,0.0392585,0.0690794,0.0698492,0.0449486,0.0259915,0.0221058,0.00900628,0.0344123,0.045191,0.0384289,0.0140348,0,0.0407452,0.0548076,0,0,0,0,0.0555017,0,0,0,0.0247648,0
297,0.0339993,0.05284,0,0,0,0,0,0,0,0,0,0,0,0,0.0336487,0,0.0242289,0.0457352,0,0.0152691,0,0,0.0431612,0.017413,0.0278619,0.0622295,0.050904,0.0476706,0.0717757,0.0607559,0.0199432,0.0601046,0.0328672,0.0294494,0.00798367,0.0355772,0.0124639,0.02306,0.0164831,0,0.0260953,0.0539914,0.0435561,0,0,0.0329496,0,0,0.026471,0.0659049,0.024933,0.016844,0.0235335,0.0622955,0.0299411,0.0391555,0.0687686,0.0696695,0.0440573,0.0259763,0.0218853,0.00911516,0.0337818,0.0444832,0.0388404,0.0140792,0,0.0411878,0.0543681,0,0,0,0,0.0554361,0,0,0,0.0242837,0
298,0.0338165,0.052898,0,0,0,0,0,0,0,0,0,0,0,0,0.0341634,0,0.023819,0.0456783,0,0.0148246,0,0,0.0429971,0.0171336,0.0272097,0.061885,0.0507554,0.048119,0.0722585,0.0609215,0.0199373,0.0603705,0.0329147,0.0296646,0.00782346,0.0357676,0.0124943,0.0228104,0.0150662,0,0.0248998,0.0546641,0.0435514,0,0,0.0327737,0,0,0.0265947,0.0655405,0.0227566,0.0176712,0.0246629,0.0623744,0.0296312,0.0387335,0.0684953,0.0695545,0.043464,0.026456,0.0221101,0.0100363,0.0338248,0.0421919,0.039341,0.0142714,0,0.0424294,0.0539818,0,0,0,0,0.0556185,0,0,0,0.0237724,0
299,0.0337384,0.0532658,0,0,0,0,0,0,0,0,0,0,0,0,0.0348898,0,0.0233833,0.0454495,0,0.0143049,0,0,0.0427866,0.0167928,0.0265142,0.0614793,0.0502188,0.04855,0.0727797,0.0610884,0.0199206,0.0607718,0.0330326,0.0299784,0.0074964,0.0359594,0.0125305,0.0224902,0.0141678,0,0.024301,0.0554578,0.0434512,0,0,0.0324364,0,0,0.0266862,0.0654952,0.0211587,0.018261,0.0261621,0.062516,0.029337,0.037926,0.0674649,0.0692493,0.0436908,0.0269964,0.0233186,0.0113858,0.0342157,0.0394268,0.0398755,0.0145971,0,0.0430399,0.0536333,0,0,0,0,0.0559417,0,0,0,0.0233716,0
300,0.0336471,0.0535841,0,0,0,0,0,0,0,0,0,0,0,0,0.0360061,0,0.0228738,0.0449433,0,0.0137976,0,0,0.0425843,0.0166019,0.025751,0.0611729,0.0495671,0.0489095,0.0733855,0.0612287,0.0198821,0.0612039,0.0333774,0.0302543,0.00719322,0.0362024,0.0125355,0.0221857,0.0139833,0,0.0247265,0.0557939,0.0432907,0,0,0.0319482,0,0,0.0267854,0.0659402,0.0201948,0.0184239,0.0273572,0.0623464,0.0290479,0.0367603,0.0655779,0.0687686,0.0444932,0.0271845,0.0249852,0.0128391,0.0341024,0.0379813,0.0404454,0.0149884,0,0.0433573,0.0533131,0,0,0,0,0.0563549,0,0,0,0.0230393,0
301,0.0334987,0.0539105,0,0,0,0,0,0,0,0,0,0,0,0,0.037389,0,0.0221545,0.0444279,0,0.0132979,0,0,0.0424099,0.0165569,0.0249416,0.0610424,0.0491552,0.0491344,0.073998,0.061339,0.0196925,0.0615962,0.0336227,0.0305634,0.0071792,0.0364697,0.0125249,0.0219283,0.013758,0,0.0252066,0.0558165,0.0431482,0,0,0.0312485,0,0,0.0268973,0.0667031,0.0200678,0.018292,0.0275333,0.0617966,0.0288148,0.0355938,0.0640453,0.0682358,0.0449801,0.0268272,0.0263213,0.0134392,0.0344995,0.0381317,0.0409901,0.0153626,0,0.0439112,0.0531529,0,0,0,0,0.056788,0,0,0,0.0224739,0
302,0.0332031,0.0543427,0,0,0,0,0,0,0,0,0,0,0,0,0.0389712,0,0.0212315,0.044292,0,0.0129046,0,0,0.0423071,0.0167157,0.0241721,0.0611617,0.0488713,0.0493117,0.0745695,0.0615541,0.0192453,0.0619364,0.033718,0.0309139,0.00747741,0.0367181,0.0125162,0.0217317,0.0134623,0,0.0248174,0.0554934,0.0431964,0,0,0.0233124,0,0,0.0304956,0.0675062,0.0208307,0.0179326,0.0268507,0.0611233,0.028348,0.0348823,0.0636458,0.0676994,0.0443634,0.0262405,0.0264306,0.0130081,0.0344388,0.0393229,0.041284,0.0163512,0,0.0446626,0.0530731,0,0,0,0,0.0569416,0,0,0,0.0218818,0
303,0.033126,0.0545887,0,0,0,0,0,0,0,0,0,0,0,0,0.0404732,0,0.0202069,0.0442797,0,0.0125541,0,0,0.0422505,0.0172973,0.0235994,0.0611148,0.0487759,0.0495205,0.0750355,0.0617558,0.0186571,0.0623969,0.0337543,0.031249,0.00810351,0.03708,0.0124945,0.0216237,0.0136195,0,0.0242167,0.0549517,0.0430653,0,0,0.0222734,0,0,0.0305012,0.0680419,0.0221892,0.0174962,0.0259599,0.0603571,0.0279074,0.0349297,0.0640283,0.0672271,0.0430866,0.0258678,0.025295,0.0119978,0.033965,0.040498,0.0419746,0.016972,0,0.0453965,0.0531613,0,0,0,0,0.0571231,0,0,0,0.0211233,0
304,0.033014,0.0548815,0,0,0,0,0,0,0,0,0,0,0,0,0.0416295,0,0.0192099,0.0438972,0,0.0122589,0,0,0.0422053,0.0185112,0.0230194,0.0608732,0.0488464,0.0495995,0.075559,0.0620423,0.0180528,0.0627995,0.0338124,0.0314192,0.00928118,0.0374949,0.0124214,0.0215918,0.014159,0,0.0237281,0.054379,0.0429175,0,0,0.0217159,0,0,0.0304536,0.0682782,0.0236517,0.0172632,0.0255272,0.059723,0.0274121,0.0355298,0.0644311,0.0668661,0.0420961,0.0258311,0.0236523,0.0109423,0.0335955,0.0408685,0.0427775,0.0171761,0,0.0459913,0.0532456,0,0,0,0,0.0571872,0,0,0,0.0205845,0
305,0.0329198,0.0552495,0,0,0,0,0,0,0,0,0,0,0,0,0.0424564,0,0.0182936,0.0432971,0,0.0119918,0,0,0.0421714,0.0199965,0.0224396,0.0604246,0.0489506,0.0497112,0.0761633,0.0623506,0.0175594,0.0630176,0.0337497,0.0314871,0.0110323,0.0378577,0.0123649,0.0215849,0.0145542,0,0.0232982,0.0538371,0.0427794,0,0,0.0212556,0,0,0.0303953,0.0683673,0.0246502,0.0174694,0.0256991,0.0592098,0.0269336,0.0361403,0.0644479,0.0663417,0.041546,0.0258527,0.0225369,0.0103973,0.0333648,0.0404661,0.043617,0.0173268,0,0.0463933,0.0532886,0,0,0,0,0.0573111,0,0,0,0.0203168,0
306,0.0328534,0.0555015,0,0,0,0,0,0,0,0,0,0,0,0,0.0430733,0,0.0174926,0.042398,0,0.0118156,0,0,0.0421434,0.0216614,0.0219654,0.0597724,0.049188,0.0500257,0.0768532,0.0625998,0.0169883,0.0631664,0.0335485,0.0315601,0.013231,0.0382196,0.0123009,0.0216321,0.0145622,0,0.0233866,0.0533712,0.0425468,0,0,0.0208232,0,0,0.0303398,0.0683775,0.0249736,0.0180633,0.0261433,0.0588247,0.0265283,0.0361981,0.064188,0.0658134,0.0411624,0.0256834,0.0222985,0.0102021,0.0331118,0.0397743,0.0443997,0.0174974,0,0.0466207,0.0532944,0,0,0,0,0.0575116,0,0,0,0.0197251,0
307,0.032782,0.0555658,0,0,0,0,0,0,0,0,0,0,0,0,0.0433359,0,0.0168703,0.0411578,0,0.0117334,0,0,0.0422208,0.023444,0.0217215,0.0593227,0.0498425,0.0506446,0.0776226,0.0627815,0.0164294,0.0632765,0.0332282,0.0316424,0.015911,0.0385802,0.012411,0.0217059,0.0142747,0,0.023744,0.0531029,0.0422923,0,0,0.0204026,0,0,0.030304,0.0684398,0.0246496,0.018804,0.0265699,0.0586295,0.0262118,0.0358477,0.0640119,0.0655513,0.040804,0.0255145,0.0225607,0.0105238,0.0329774,0.0390446,0.0450777,0.0177114,0,0.046758,0.0532551,0,0,0,0,0.0574597,0,0,0,0.0187847,0
308,0.0326443,0.055412,0,0,0,0,0,0,0,0,0,0,0,0,0.0428931,0,0.0164288,0.0397775,0,0.011796,0,0,0.0423087,0.025353,0.0218817,0.0591444,0.0506524,0.0515481,0.0785424,0.0629938,0.0159894,0.0633246,0.0328829,0.0318235,0.0190687,0.0389437,0.0125153,0.0218395,0.0140103,0,0.02399,0.0529518,0.0420349,0,0,0.0200464,0,0,0.030304,0.0687035,0.0238685,0.0194489,0.0267099,0.0585176,0.0260752,0.0353989,0.0640025,0.0656644,0.0405935,0.0256648,0.0229639,0.0110275,0.0330995,0.0380931,0.0456,0.0179409,0,0.0468694,0.0531799,0,0,0,0,0.057459,0,0,0,0.0182106,0
309,0.0325408,0.0554597,0,0,0,0,0,0,0,0,0,0,0,0,0.0416813,0,0.0143479,0.0428328,0,0.0117456,0,0,0.0420163,0.0280773,0.0225842,0.0590312,0.0501388,0.0544634,0.0823108,0.0641266,0.013002,0.0620679,0.0313798,0.0314215,0.0227763,0.0393145,0.0124576,0.0216442,0.0149056,0,0.0239229,0.0497751,0.042105,0,0,0.0196712,0,0,0.0301949,0.0710312,0.0230065,0.0183001,0.0269944,0.0589475,0.0259119,0.0363055,0.0640404,0.065952,0.0413195,0.0259663,0.0232181,0.0111991,0.03327,0.0351321,0.0461736,0.0182006,0,0.0474988,0.0523015,0,0,0,0,0.056198,0,0.0553365,0,0.0185448,0
310,0.0327888,0.0542171,0,0,0,0,0,0,0,0,0,0,0,0,0.0393861,0,0.0140069,0.0411608,0,0.00707226,0,0,0.0339577,0.0300968,0.0232228,0.059366,0.0446258,0.055515,0.0834738,0.064598,0.0122366,0.0617942,0.0308197,0.0317688,0.0270637,0.0406279,0,0.0277975,0.0146659,0,0.0240399,0.0496904,0.0419464,0,0,0.0197515,0,0,0.030402,0.0710895,0.0222038,0.0189094,0.0266966,0.0595769,0.0261093,0.0358084,0.0639384,0.0661922,0.0413499,0.026178,0.0233437,0.0115154,0.0333659,0.0342698,0.0456705,0.0183893,0,0.046944,0.0523476,0,0,0,0,0.0560729,0,0.0551037,0,0.0182686,0
311,0.0325278,0.0538318,0,0,0,0,0,0,0,0,0,0,0,0,0.036082,0,0.0139085,0.0397889,0,0.0072778,0,0,0.0343786,0.0315067,0.02314,0.0596179,0.0455708,0.0566359,0.0846063,0.0651984,0.011875,0.06145,0.0303902,0.0321852,0.0323571,0.0410001,0,0.0282829,0.0144284,0,0.0241939,0.0498621,0.0416923,0,0,0.0197709,0,0,0.0304789,0.0709601,0.0217202,0.0195461,0.0264854,0.0600846,0.0265287,0.0352681,0.0636105,0.0661912,0.0414348,0.0261106,0.0233547,0.0116966,0.0334211,0.0337038,0.0452919,0.0184866,0,0.0473771,0.0519532,0,0,0,0,0.0560355,0,0.0547652,0,0.0182628,0
312,0.0322238,0.0535532,0,0,0,0,0,0,0,0,0,0,0,0,0.0326107,0,0.0138078,0.0385599,0,0.00774495,0,0,0.0347282,0.0328282,0.0228447,0.0602396,0.0463394,0.0579492,0.0858304,0.065905,0.0119084,0.0611333,0.0301998,0.0329003,0.0389057,0.0412496,0,0.028611,0.0142377,0,0.0243767,0.0500223,0.041611,0,0,0.0199839,0,0,0.0305175,0.0707122,0.0216626,0.0201374,0.026431,0.0606821,0.0271086,0.034784,0.0632175,0.0659453,0.0411841,0.0260956,0.0233367,0.0116399,0.0333739,0.0333159,0.0446593,0.0185606,0,0.0477815,0.0517584,0,0,0,0,0.056187,0,0.0553031,0,0.0183916,0
313,0.0312819,0.0536808,0,0,0,0,0,0,0,0,0,0,0,0,0.0300832,0,0.0135695,0.0373479,0,0.00854769,0,0,0.0349471,0.0348154,0.0228147,0.0618143,0.0466912,0.0595448,0.0873,0.066931,0.0125734,0.0608056,0.0301049,0.0338245,0.0474453,0.0413178,0,0.028637,0.0139889,0,0.024204,0.0503431,0.0420362,0,0,0.0196846,0,0,0.032762,0.0704713,0.0217443,0.0203766,0.0263849,0.0611829,0.0271193,0.0343292,0.0628429,0.0656276,0.0406623,0.0260673,0.0232956,0.0115251,0.0332987,0.033171,0.044209,0.0165487,0.0169119,0.0480712,0.051281,0,0,0,0,0.0564247,0,0.0568959,0,0.018857,0
314,0.0309863,0.0535336,0,0,0,0,0,0,0,0,0,0,0,0,0.0295832,0,0.0135013,0.0361509,0,0.00944959,0,0,0.034971,0.0381205,0.0231448,0.0630923,0.0471821,0.0610175,0.0884352,0.0677664,0.0131757,0.0607702,0.0301733,0.0351136,0.0575978,0.0414296,0,0.0284641,0.0137326,0,0.0238992,0.0507556,0.0420252,0,0,0.0202295,0,0,0.0330292,0.0704455,0.0218764,0.0206353,0.0262584,0.0611343,0.0279508,0.0338279,0.0626199,0.0653536,0.0403131,0.0260408,0.0232738,0.0114454,0.033287,0.0331951,0.0434398,0.0162499,0.0173658,0.0481538,0.051169,0,0,0,0,0.0567767,0,0.0574399,0,0.0191025,0
315,0.0306506,0.0536425,0,0,0,0,0,0,0,0,0,0,0,0,0.0314405,0,0.013947,0.0350206,0,0.0102777,0,0,0.0349324,0.0429295,0.0232809,0.064184,0.0479821,0.0624749,0.0893038,0.0681754,0.0136315,0.060832,0.0303533,0.0362469,0.0683444,0.0410236,0,0.0282896,0.0135262,0,0.0238813,0.0511742,0.0419656,0,0,0.0207195,0,0,0.0331109,0.070241,0.0220655,0.0208607,0.026184,0.0607441,0.0288778,0.033532,0.0626811,0.0651578,0.0401576,0.025966,0.0233017,0.0114695,0.0333912,0.0331565,0.0427684,0.0158928,0.0176464,0.0481859,0.0510765,0,0,0,0,0.0571269,0,0.0571808,0,0.0195052,0
316,0.0308182,0.0538247,0,0,0,0,0,0,0,0,0,0,0,0,0.0278975,0,0.0221545,0.0333161,0,0.0103267,0,0,0.0351425,0.0521839,0.0259487,0.0658587,0.0488652,0.0648987,0.0920569,0.0702694,0.0148685,0.0591962,0.0303686,0.038759,0.0679001,0.0412794,0,0.0281463,0.0150987,0,0.0251735,0.0524315,0.0415986,0,0,0.0214681,0,0,0.0325983,0.0698747,0.0228006,0.0204633,0.0259504,0.0595016,0.0292159,0.032995,0.0631522,0.0651132,0.0394105,0.0249956,0.0249086,0.0118714,0.0326361,0.0300782,0.0425087,0.0157202,0.0181551,0.0478625,0.0511749,0,0,0,0,0.0564602,0,0.0571857,0,0.0210753,0
317,0.030642,0.0541122,0,0,0,0,0,0,0,0,0,0,0,0,0.0294238,0,0.0248863,0.0324552,0,0.0106903,0,0,0.0353784,0.0576969,0.026695,0.0669192,0.0493181,0.0657763,0.0925044,0.0705669,0.0153282,0.0590712,0.0310957,0.0411138,0.0761321,0.0413204,0,0.028023,0.0149973,0,0.025195,0.0528904,0.0416924,0,0,0.0217919,0,0,0.0325452,0.069692,0.0225301,0.0205521,0.0257204,0.0587145,0.0297969,0.0326791,0.0630759,0.0651069,0.0394083,0.0250075,0.0249099,0.0120778,0.0324773,0.029792,0.0421242,0.0155867,0.0187081,0.0476314,0.0510781,0,0,0,0,0.057291,0,0.0574092,0,0.0219664,0
318,0.0305623,0.0543165,0,0,0,0,0,0,0,0,0,0,0,0,0.0307466,0,0.0262501,0.0318317,0,0.0114799,0,0,0.034951,0.0621496,0.0274481,0.0676012,0.0497854,0.06579,0.0923466,0.0705747,0.0152946,0.0585883,0.0311643,0.0430498,0.0825334,0.0411261,0,0.0275072,0.0149288,0,0.0252182,0.0532199,0.041685,0,0,0.0220297,0,0,0.0324174,0.0696139,0.0222306,0.0205731,0.0254898,0.0580396,0.0302099,0.0322452,0.0630393,0.0651226,0.0392962,0.0250693,0.0251104,0.0121001,0.032358,0.029493,0.041923,0.0155974,0.0190239,0.0475435,0.0509651,0,0,0,0,0.0577279,0,0.0572057,0,0.0228499,0
319,0.0304724,0.0543428,0,0,0,0,0,0,0,0,0,0,0,0,0.0322956,0,0.0268891,0.0315595,0,0.0117796,0,0,0.0346629,0.0655661,0.0278343,0.067942,0.0497596,0.0655875,0.0919905,0.0703484,0.0149838,0.0581364,0.0310467,0.0442557,0.0863253,0.041218,0,0.0271289,0.0148632,0,0.0252698,0.0535385,0.0416434,0,0,0.0219514,0,0,0.0322837,0.0697259,0.0218808,0.0205905,0.0253048,0.0575115,0.0304826,0.0320751,0.0630543,0.0651399,0.0389579,0.0251829,0.0254227,0.0120505,0.0323812,0.0291587,0.0419294,0.0155885,0.0190642,0.0475592,0.0508715,0,0,0,0,0.0581765,0,0.0565709,0,0.0237393,0
320,0.0304088,0.0548325,0,0,0,0,0,0,0,0,0,0,0,0,0.0335908,0,0.0278171,0.0340309,0,0.0117633,0,0,0.0344945,0.0680947,0.0286636,0.068577,0.0485111,0.0676888,0.095534,0,0.017627,0.0553333,0.0298726,0.0451262,0.0852814,0.0413674,0,0.0265157,0.0150646,0,0.024773,0.055296,0.0418946,0,0,0.0203693,0,0,0.0320151,0.0695692,0.0217899,0.0201144,0.0243334,0.0559036,0.0289453,0.0327075,0.0634518,0.0656988,0.0395082,0.0250538,0.0253433,0.0123773,0.0321888,0.0288201,0.0435633,0.0154657,0.0181958,0.0479865,0.0496716,0,0,0,0,0.0562827,0,0.054276,0,0.0275243,0
321,0.0303389,0.0543258,0,0,0,0,0,0,0,0,0,0,0,0,0.035366,0,0.0278213,0.0315772,0,0.0117932,0,0,0.0342316,0.068542,0.0273326,0.0672203,0.0489537,0.0652992,0.09123,0.0692659,0.0138107,0.057942,0.0310932,0.0463912,0.0861596,0.0417437,0,0.0265459,0.0150964,0,0.0255378,0.0539158,0.0415499,0,0,0.0212742,0,0,0.0316965,0.0702001,0.0214485,0.0207377,0.0250405,0.0565725,0.0306963,0.0319831,0.0629351,0.0651764,0.0386888,0.0252084,0.0252869,0.0120854,0.0323254,0.028076,0.0422974,0.0155637,0.0187912,0.0475576,0.0506325,0,0,0,0,0.0585628,0,0.0566589,0,0.0250359,0
322,0.0303304,0.054533,0,0,0,0,0,0,0,0,0,0,0,0,0.0356224,0,0.0273934,0.0317357,0,0.0116101,0,0,0.0341066,0.0677907,0.0270118,0.0663489,0.0484387,0.0651144,0.0907823,0.0688171,0.013823,0.0579291,0.031161,0.0469042,0.0833076,0.0420682,0,0.0262562,0.0152818,0,0.0252883,0.054028,0.0416841,0,0,0.0207624,0,0,0.031468,0.0704972,0.0211195,0.0207596,0.0249815,0.0562191,0.0305774,0.0318979,0.0626598,0.0650328,0.0387324,0.0251735,0.0252415,0.0119704,0.032403,0.0275146,0.0426827,0.0155505,0.0188046,0.047614,0.0504749,0,0,0,0,0.0589461,0,0.0569297,0,0.0255927,0
323,0.0302405,0.0548345,0,0,0,0,0,0,0,0,0,0,0,0,0.0349534,0,0.0263494,0.0317181,0,0.0115916,0,0,0.0336006,0.0659615,0.0266985,0.0656833,0.0478406,0.0650142,0.0902043,0.0682683,0.0140266,0.0577613,0.0310299,0.0468331,0.0796559,0.0423779,0,0.0258063,0.0155757,0,0.0251663,0.0542358,0.0418297,0,0,0.0202925,0,0,0.0313153,0.0707027,0.0208647,0.0208147,0.0249876,0.0557838,0.0304337,0.0317309,0.0623697,0.0647342,0.0387732,0.0251389,0.0252686,0.0121689,0.0325205,0.0268887,0.0430806,0.0155227,0.0187744,0.0479567,0.0503433,0,0,0,0,0.0591047,0,0.057266,0,0.0261125,0
324,0.0296735,0.0551292,0,0,0,0,0,0,0,0,0,0,0,0,0.0415399,0,0.0162711,0.0326641,0,0.0123978,0,0,0.0326669,0.0583366,0.0247129,0.0648762,0.0475344,0.0645409,0.0876372,0.0653489,0.0128191,0.0608042,0.0306158,0.0439107,0.0887927,0.0415762,0,0.0253781,0.0122337,0,0.0245751,0.0528213,0.0422535,0,0,0.0195239,0,0,0.0320207,0.0723285,0.016372,0.0201651,0.0259455,0.0558647,0.0308267,0.0315781,0.0606994,0.0634037,0.0392518,0.0281837,0.0227188,0.0128856,0,0.0296574,0.0432039,0.0151456,0.0184522,0.0482946,0.0503213,0,0,0,0,0.0601122,0,0.0575366,0,0.0257544,0
325,0.0293738,0.055559,0,0,0,0,0,0,0,0,0,0,0,0,0.0385609,0,0.0158752,0.0325346,0,0.0121877,0,0,0.0314041,0.0563156,0.0242315,0.0642299,0.0467415,0.0654218,0.0878009,0.065304,0.0129992,0.0600392,0.0301843,0.043858,0.0826209,0.0413809,0,0.0245081,0.0151252,0,0.0246316,0.0535661,0.0425108,0,0,0.0192452,0,0,0.0320299,0.0713606,0.020175,0.0215638,0.0255137,0.0557812,0.0307541,0.0313722,0.0613769,0.0646995,0.0400376,0.0259751,0.0243983,0.0125337,0.0333993,0.0269557,0.0437298,0.0151222,0.0184481,0.0487538,0.049741,0,0,0,0,0.0592282,0,0.0579912,0,0.0258901,0
326,0.0291178,0.0559166,0,0,0,0,0,0,0,0,0,0,0,0,0.0359529,0,0.015553,0.0323954,0,0.0120138,0,0,0.0311175,0.0543187,0.0238538,0.0640115,0.0465132,0.0657203,0.0880651,0.0650961,0.0131625,0.0592036,0.0296373,0.0433904,0.0760031,0.041505,0,0.0241894,0.0156077,0,0.0247417,0.053659,0.0425697,0,0,0.0191119,0,0,0.0321063,0.0714921,0.0199977,0.021612,0.0256015,0.0555015,0.0307777,0.0311549,0.0611324,0.0646727,0.0400803,0.0261371,0.0245972,0.0127042,0.0334438,0.0260756,0.0442559,0.01523,0.0184439,0.0490762,0.0494529,0,0,0,0,0.0580409,0,0.0587632,0,0.0263795,0
327,0.0288862,0.0563668,0,0,0,0,0,0,0,0,0,0,0,0,0.0342453,0,0.0153211,0.032271,0,0.0119596,0,0,0.0313116,0.0523981,0.02356,0.064071,0.0462025,0.0659423,0.0883496,0.0648173,0.0135004,0.0582213,0.0290366,0.0426403,0.0694086,0.0418143,0,0.0241718,0.0162049,0,0.0246706,0.0536241,0.0426345,0,0,0.018923,0,0,0.0321757,0.0716632,0.0198093,0.0216631,0.025473,0.0552073,0.0308143,0.0310605,0.0608572,0.0645255,0.0394963,0.0261304,0.024692,0.0127798,0.0336501,0.0252569,0.0446997,0.0154269,0.0183806,0.0494186,0.0491832,0,0,0,0,0.0571178,0,0.0593326,0,0.0268571,0
