Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x74,x75,x76,RWRA,,x77,LILC
37,0.0289265,0.0561975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243815,0,0.0245326,0.0477314,0,0,0.0133974,0,0,0.0398516,0.0564599,0.0273815,0.0254143,0.05786,0.0406102,0.0566858,0.0771257,0.0544018,0.0208634,0.0570802,0.0608318,0.0327204,0.0320936,0.0175628,0.0346882,0.0117256,0.0211511,0.0277386,0,0.0246247,0.0533335,0.0454866,0,0,0.00777227,0,0,0.0354047,0.0742113,0.0167933,0.0236971,0.0241398,0.0523581,0.0359242,0.0288167,0.0565474,0.0638571,0.0390658,0.0265668,0.0301844,0.0158404,0.0351488,0.0169532,0.0501844,0.0157576,0.0470855,0.0466488,0,0,0,0.010584,0,0,0
38,0.0290273,0.0561566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248157,0,0.0245642,0.0476313,0,0,0.013422,0,0,0.0397777,0.056445,0.0273625,0.025509,0.0577053,0.0409281,0.0565221,0.0768979,0.0542624,0.0208126,0.0571984,0.0608448,0.0327281,0.0319688,0.0170627,0.0346171,0.011419,0.0214449,0.0272237,0,0.0244906,0.0531891,0.0453745,0,0,0.00759638,0,0,0.0349207,0.0742324,0.0173317,0.021623,0.0238254,0.0526705,0.035565,0.029239,0.0569665,0.0641743,0.039016,0.0262892,0.0300749,0.0156422,0.0349403,0.0175764,0.0501487,0.0164086,0.0473638,0.0467384,0,0,0,0.0102167,0,0,0
39,0.0290746,0.0556834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241885,0,0.0245374,0.0484781,0,0,0.0139186,0,0,0.0398076,0.0556368,0.0278515,0.0254432,0.059067,0.0418574,0.0569147,0.0770286,0.0544721,0.0204994,0.05687,0.0603083,0.0324362,0.0317201,0.0176884,0.0338102,0.0113445,0.0218543,0.027936,0,0.0246633,0.0512284,0.045452,0,0,0.00643982,0,0,0.0225355,0.0753558,0.0169452,0.0323856,0.0244444,0.0523916,0.03113,0.0287488,0.056237,0.0637188,0.0389617,0.0267159,0.0304594,0.0159179,0.0354,0.0167254,0.0504441,0.0155663,0.0468775,0.0477484,0,0,0,0,0,0,0
40,0.0291787,0.0556941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025103,0,0.0247578,0.0465994,0,0,0.0139707,0,0,0.0396351,0.0562633,0.0279531,0.0255498,0.0569184,0.0412045,0.0570633,0.0766383,0.0544753,0.0212849,0.0567775,0.0600437,0.0323988,0.0319175,0.016363,0.0336052,0.0112424,0.0217842,0.025418,0,0.0243698,0.0556275,0.0457191,0,0,0.00668908,0,0,0.0225171,0.0729559,0.0182359,0,0.0237834,0.0533489,0.0317744,0.0302837,0.0582491,0.0645501,0.0379885,0.0257604,0.0296494,0.0150021,0.0341657,0.0197832,0.0500277,0.0158623,0.0475886,0.0467247,0,0,0,0,0,0,0
41,0.0296023,0.0548925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166548,0,0.0241112,0.0496645,0,0,0.0146803,0,0,0.0411415,0.0572786,0.0227254,0.0274095,0.0656358,0.0481762,0.0555055,0.0736914,0.0522853,0.0210931,0,0.0637474,0,0.0372588,0.0243894,0.0331265,0.0111388,0.024344,0.0307523,0,0.0269892,0.0442073,0.0431539,0,0,0.00670696,0,0,0.0222919,0.0826218,0.0134171,0.110838,0.0289823,0.0520835,0.0295894,0.023544,0.0505897,0.0595653,0.0379171,0.030565,0.032657,0.0185353,0.0389852,0.0128853,0.0502231,0.0150891,0.0447701,0.0528944,0,0,0,0,0,0,0
42,0.0291835,0.0555927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226562,0,0.0252124,0.0460832,0,0,0.0139931,0,0,0.0399721,0.0571232,0.0258778,0.0273554,0.0566644,0.0422946,0.0558767,0.074325,0.0527518,0.0217361,0.0577167,0.0620616,0,0.0339487,0.0175153,0.033344,0.0114575,0.022069,0.0242864,0,0.0241247,0.0539172,0.0454235,0,0,0.00671264,0,0,0.0224535,0.0735556,0.0191465,0,0.0235017,0.0541993,0.0318436,0.0309733,0.0590074,0.0648327,0.0376267,0.0252223,0.0292274,0.0145365,0.0334583,0.0209701,0.0496213,0.0160727,0.0477033,0.0473317,0,0,0,0,0,0,0
43,0.0293756,0.0559689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255588,0,0.0252083,0.0482526,0,0,0.0136013,0,0,0.0397479,0.0554875,0.0282656,0.0261715,0.0563268,0.0428351,0.0557717,0.0757319,0.053954,0.0212072,0.0560055,0.060298,0.0325304,0.0319955,0.0152318,0.0339605,0.0114116,0.0219877,0.0241133,0,0.0239168,0.0538451,0.0448659,0,0,0.00798968,0,0,0.0345864,0.0744385,0.0197119,0,0.0230623,0.0542492,0.0351639,0.0317574,0.0595996,0.0651973,0.0377941,0.024721,0.0288259,0.0142318,0.0328843,0.0210879,0.0495998,0.0158587,0.0482104,0.0470046,0,0,0,0.010632,0,0,0
44,0.0295109,0.0559458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263737,0,0.0246856,0.0492148,0,0,0.0135277,0,0,0.0399418,0.0558091,0.026592,0.0267603,0.0581968,0.0441734,0.0562292,0.0757589,0.0535006,0,0.0573786,0.0604394,0.0326791,0.0320268,0.0134656,0.0339394,0.0113879,0.0224248,0.0239468,0,0.0238245,0.0510409,0.0442668,0,0,0.00812195,0,0,0.034832,0.0759254,0.0193989,0.0235178,0.0230975,0.0532784,0.0340259,0.0307516,0.0589521,0.0649506,0.0379968,0.0249548,0.0288227,0.0143454,0.0329723,0.0207732,0.0502408,0.0152718,0.0474181,0.0481545,0,0,0,0.0106082,0,0,0
45,0.0291498,0.0553155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236735,0,0.0263009,0.0416302,0,0,0.0142318,0,0,0.0403664,0,0.0239266,0.0301696,0.0570822,0.0446891,0.0519645,0.0698096,0.0499673,0.0248093,0,0.0669678,0.038755,0.0379262,0.0166022,0.0327313,0.0114243,0.0229785,0.0204463,0,0.0237546,0.0520855,0.0446588,0,0,0.00673386,0,0,0.0223604,0.0733727,0.0197528,0.017739,0.0226318,0.0542804,0.0317097,0.0306472,0.0602233,0.0653099,0.0366601,0.0245421,0.027587,0.0136173,0.0320822,0.025308,0.0491199,0.0163668,0.0466137,0.049113,0,0,0,0,0,0,0
46,0.0294774,0.055988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260299,0,0.025768,0.0505662,0,0,0.0134399,0,0,0.0399348,0.0554547,0.0290152,0.0264601,0.0575012,0.0443039,0.0560646,0.0754319,0.0537817,0.0215579,0.057406,0.0604342,0.0325414,0.0318227,0.0145585,0.0337431,0.0113968,0.0225266,0.023178,0,0.0232823,0.0499643,0.0442761,0,0,0.00825532,0,0,0.0349909,0.0760407,0.0195951,0.0194368,0.0227622,0.0541928,0.0340988,0.0318398,0.0601709,0.065288,0.0374822,0.0243738,0.0274249,0.0134611,0.031898,0.0223393,0.0501211,0.0156477,0.0470499,0.0481085,0,0,0,0.0102265,0,0,0
47,0.029322,0.055843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230873,0,0.0250519,0.0481453,0,0,0.0134368,0,0,0.0401051,0.0576843,0.0250233,0.0279174,0.0567894,0.0447867,0.0539242,0.0728501,0.0515312,0.0218713,0,0.0639873,0.0364515,0.0359231,0.0170858,0.0335035,0.0113405,0.0228846,0.0223516,0,0.0231589,0.0487668,0.0442034,0,0,0.00837687,0,0,0.0350462,0.075891,0.0197763,0.020156,0.0231911,0.0546289,0.0347527,0.0317296,0.0605613,0.0650008,0.0364279,0.0243341,0.0266318,0.0130131,0.0316277,0.0241842,0.0493964,0.0161825,0.0469366,0.0485493,0,0,0,0.00988978,0,0,0
48,0.0294521,0.0557953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263035,0,0.0272947,0.0471994,0,0,0.0133768,0,0,0.0402205,0,0.0292044,0.0289161,0.0572284,0.0456874,0.0533733,0.0719649,0.050996,0.0228654,0.0583012,0.0624267,0.0349983,0.0329183,0.0143391,0.0334786,0.0113459,0.0231767,0.020578,0,0.0229786,0.0519863,0.0438641,0,0,0.00831759,0,0,0.0348994,0.0750312,0.0208307,0.0200703,0.022663,0.0543093,0.0342017,0.0314583,0.061232,0.0653663,0.0360213,0.0241371,0.0259747,0.0126375,0.0312213,0.0279352,0.0495906,0.0161894,0.0467128,0.0490568,0,0,0,0.00978368,0,0,0
49,0.0297576,0.0558956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271185,0,0.0253379,0.0505478,0,0,0.0131467,0,0,0.0402498,0,0.029999,0.0262013,0.058303,0.0462211,0.0529902,0.0739405,0,0,0.056709,0.0587313,0.0316369,0.0319054,0.0133992,0.0336145,0.0113737,0.0232872,0.019671,0,0.0226986,0.0550904,0.0435462,0,0,0.00818095,0,0,0.0344678,0.0749518,0.0221967,0.0198473,0.0219347,0.0538576,0.0330522,0.0315843,0.0619516,0.0658615,0.0361498,0.0238876,0.0255451,0.012354,0.0308953,0.0311412,0.0503976,0.0157079,0.0465566,0.0492247,0,0,0,0.0100172,0,0,0
50,0.0294044,0.055571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250932,0,0.0263344,0.043055,0,0,0.013457,0,0,0.0405897,0,0.0218825,0.0321416,0.0565216,0.0467623,0.0517314,0.0682914,0.0534836,0,0,0.0673167,0.0376279,0.0386121,0.0138997,0.0328667,0.0113286,0.0237981,0.0184939,0,0.0227445,0.0506929,0.0436492,0,0,0.00862776,0,0,0.0344936,0.0740773,0.0234676,0.0185674,0.0227895,0.0544412,0.0348089,0.0318114,0.0629277,0.0652986,0.034233,0.0239856,0.0242318,0.0116715,0.0306588,0.0357581,0.0487281,0.0168055,0.0464233,0.0499729,0,0,0,0.00934779,0,0,0
51,0.0293005,0.0556105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023644,0,0.0271783,0.0445947,0,0,0.0132899,0,0,0.0406761,0,0.024735,0.0316863,0.0561875,0.0467204,0.0513433,0.0680316,0.0587117,0.0243456,0,0.0674498,0.0355335,0.0382145,0.0165077,0.0328822,0.0114033,0.0238287,0.0186887,0,0.0224917,0.0486884,0.0437876,0,0,0.00890153,0,0,0.0344652,0.0744918,0.0246405,0.0176846,0.022933,0.0550271,0.0351552,0.0323481,0.0635096,0.0651386,0.0338878,0.0238447,0.023658,0.0112873,0.0303832,0.0379338,0.0484473,0.0167811,0.0463746,0.0500458,0,0,0,0.0093588,0,0,0
52,0.0297493,0.0560565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288873,0,0.0248232,0.0558305,0,0,0.0124334,0,0,0.0405386,0.0532664,0.0295597,0.0255868,0.0575952,0.0460453,0.0568047,0.0769983,0.0321149,0,0.0551882,0.057169,0.0399539,0.030343,0.0107154,0.033753,0.0115431,0.0234344,0.0199256,0,0.0219847,0.0489285,0.0437905,0,0,0.00844427,0,0,0.0341704,0.0765943,0.0255779,0.0173545,0.022177,0.0544966,0.033023,0.0335769,0.063965,0.0655907,0.0352836,0.0233252,0.0238146,0.0112261,0.0299394,0.0378057,0.0502842,0.0156296,0.0467826,0.0489579,0,0,0,0.0100557,0,0,0
53,0.0294083,0.0556058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210923,0,0.0242272,0.0459392,0,0,0.0128288,0,0,0.0412367,0,0.0218701,0.0300332,0.0571975,0.0474945,0.0484269,0.0682886,0,0,0,0.0661127,0,0.0399892,0.0179539,0.0332815,0.0116696,0.0242513,0.0182452,0,0.0225161,0.0527122,0.0435736,0,0,0.0088499,0,0,0.0343294,0.074008,0.0276219,0.0171161,0.0223513,0.0551044,0.0344636,0.0329811,0.0648029,0.0655424,0.0337481,0.0234409,0.022517,0.0106929,0.0296846,0.0463515,0.0486276,0.0165539,0.0463977,0.0506656,0,0,0,0.00952511,0,0,0
54,0.0307965,0.0564194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385559,0,0.0264043,0.0722104,0,0,0.0117749,0,0,0.0407159,0,0.0427941,0.0132545,0.0614911,0.047007,0.0605826,0.089124,0.195551,0,0,0.0416187,0.101548,0.0297455,0.00990853,0.0347692,0.0117228,0.0235888,0.0190193,0,0.0225532,0.0599869,0.0432968,0,0,0.00910094,0,0,0.0338034,0.0774245,0.0283847,0.0199449,0.0201409,0.0533522,0.0293588,0.0342754,0.0654977,0.0671285,0.0370029,0.0225844,0.0232287,0.0110383,0.0291874,0.0459957,0.0530626,0.0141745,0.0469583,0.0488536,0,0,0,0.011039,0,0,0
55,0.0293552,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198056,0,0.0252802,0.0485975,0,0,0.0126504,0,0,0.0408835,0,0.0253582,0.0298316,0.0567194,0.0465059,0.0477868,0.068272,0,0.0258962,0,0.0653168,0,0.038682,0.0197653,0.0334088,0.0115222,0.0240908,0.0186557,0,0.0238056,0.0504417,0.0437204,0,0,0.00886507,0,0,0.0341108,0.0755574,0.0299918,0.0163793,0.0228094,0.0556829,0.0346307,0.0342963,0.0658353,0.0653595,0.0334121,0.0233002,0.0216695,0.0099605,0.029561,0.0524848,0.0484824,0.0166881,0.0460247,0.0506967,0,0,0,0.00938082,0,0,0
56,0.0296019,0.0559066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256482,0,0.0231493,0.0564295,0,0,0.0121471,0,0,0.0401768,0.054404,0.0291034,0.0239945,0.0567993,0.0454337,0.0520306,0.0750337,0,0.0221636,0,0.0593066,0.0421111,0.034595,0.0144231,0.033819,0.0114306,0.0234942,0.0185882,0,0.0241279,0.047698,0.0438695,0,0,0.00863231,0,0,0.033834,0.0774935,0.0302191,0.0162452,0.0228812,0.0554057,0.0334725,0.0355912,0.0659949,0.0654361,0.0345454,0.0230408,0.0219393,0.00976061,0.0294012,0.0513759,0.0495898,0.0159968,0.0464132,0.0496705,0,0,0,0.00979063,0,0,0
57,0.0295926,0.055836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245713,0,0.0271081,0.0546775,0,0,0.0120021,0,0,0.0407237,0,0.034933,0.0276461,0.0573046,0.0458043,0.0517165,0.071965,0,0.0238095,0.056113,0.0580505,0.0269527,0.030446,0.0165123,0.0338345,0.0115194,0.0239327,0.0181699,0,0.024454,0.0514399,0.0437574,0,0,0.00879493,0,0,0.0338578,0.0765138,0.0308792,0.0160128,0.0231128,0.0558689,0.0334638,0.0351203,0.0660602,0.0655303,0.0343912,0.023135,0.0214481,0.0096427,0.0293616,0.0544859,0.0494036,0.0161021,0.0461472,0.0503317,0,0,0,0.00975897,0,0,0
58,0.0297136,0.0559939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282088,0,0.025126,0.0590359,0,0,0.0117227,0,0,0.0408405,0.0531301,0.0334748,0.0244413,0.0567348,0.0450708,0.0546088,0.0761032,0,0.0221104,0.0538762,0.0560722,0.0270136,0.0302362,0.0124496,0.0341019,0.0116639,0.0237063,0.0180659,0,0.0243505,0.0485414,0.0439496,0,0,0.00892941,0,0,0.0337655,0.0783821,0.0310936,0.016446,0.0233489,0.0555555,0.0329267,0.0362604,0.0663546,0.0655384,0.0350397,0.022845,0.0215323,0.00962335,0.0292371,0.053237,0.0500793,0.015875,0.0465405,0.0495687,0,0,0,0.00994335,0,0,0
59,0.0293418,0.055655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228375,0,0.0246047,0.052066,0,0,0.0118664,0,0,0.041032,0.0584246,0.0231541,0.0301877,0.0550063,0.045092,0.0512663,0.0698611,0.0459595,0.0225472,0,0.0653933,0,0.0382371,0.0154693,0.033627,0.0115985,0.0240958,0.0181936,0,0.0246003,0.0454935,0.0440982,0,0,0.00927702,0,0,0.0338473,0.077637,0.0320397,0.0162575,0.0242921,0.0561151,0.0347256,0.0364337,0.0668174,0.0649602,0.0336607,0.0231689,0.0209119,0.00934245,0.0296389,0.0556481,0.0485935,0.0168644,0.0464214,0.0502291,0,0,0,0.00946938,0,0,0
60,0.029493,0.0555719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268163,0,0.0262379,0.0503573,0,0,0.0117358,0,0,0.0410441,0,0.0268204,0.0327964,0.0560623,0.0454688,0.0520044,0.0688113,0.0412591,0,0.0588776,0.0629789,0,0.0341268,0.0112118,0.0337396,0.0115382,0.0243469,0.0184668,0,0.024879,0.0508172,0.0438167,0,0,0.00917367,0,0,0.0336434,0.0760334,0.0326551,0.0153268,0.0239922,0.0555836,0.0339151,0.0355437,0.0669998,0.0651966,0.0333918,0.0233754,0.0204637,0.00933194,0.0297386,0.0586422,0.0490392,0.0164212,0.0461655,0.0506818,0,0,0,0.00960698,0,0,0
61,0.0298129,0.0559565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324223,0,0.0245836,0.0610662,0,0,0.0111374,0,0,0.0406928,0.0522608,0.031506,0.0275143,0.0566457,0.0442432,0.0568144,0.0772753,0.0322665,0,0.0502757,0.0542585,0.0279462,0.0283913,0.00732164,0.0343638,0.0115266,0.0238739,0.0179598,0,0.0246266,0.0494,0.0440653,0,0,0.00900635,0,0,0.0334383,0.0788271,0.0319565,0.0157258,0.0236161,0.0552217,0.0322483,0.036457,0.0668297,0.065411,0.0349064,0.0230515,0.021008,0.0094174,0.0293621,0.05481,0.0506057,0.0156129,0.046781,0.0493463,0,0,0,0.00994131,0,0,0
62,0.0297191,0.0558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302338,0,0.0264938,0.0585542,0,0,0.0109086,0,0,0.0408946,0,0.034099,0.0308517,0.0572357,0.044851,0.0550131,0.0742378,0.048988,0,0.0507486,0.0541625,0.0281029,0.0272962,0.00894142,0.0343446,0.0115616,0.0242284,0.0180346,0,0.0248755,0.0533257,0.0439675,0,0,0.00909015,0,0,0.0334307,0.0773648,0.0322322,0.0150509,0.0236263,0.0555959,0.032328,0.0354999,0.0666746,0.0653122,0.0343013,0.0232502,0.0206667,0.00938292,0.0297164,0.0566901,0.0503951,0.0157771,0.0468896,0.0499224,0,0,0,0.00983786,0,0,0
63,0.0298109,0.0559781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335773,0,0.024789,0.0627595,0,0,0.0106757,0,0,0.0407268,0.0514437,0.033329,0.0279444,0.0566499,0.0442059,0.0577102,0.0779913,0.0457807,0,0.0497845,0.0521737,0.0265328,0.0270887,0.00706643,0.0345818,0.0116517,0.0239457,0.0178178,0,0.0247315,0.0499625,0.0442581,0,0,0.00911345,0,0,0.0333677,0.078961,0.0319716,0.0156576,0.0238129,0.055599,0.0321184,0.036401,0.066736,0.0651434,0.0349167,0.023086,0.0208131,0.00929953,0.0297181,0.0539588,0.0508828,0.0156885,0.0474921,0.0490584,0,0,0,0.00995841,0,0,0
64,0.0295754,0.0557525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292126,0,0.0251825,0.0567908,0,0,0.0107016,0,0,0.0409451,0,0.0311642,0.0318662,0.0566183,0.0447053,0.0546082,0.072194,0.0481605,0,0.0534924,0.0565177,0,0.029619,0.00956926,0.0343315,0.0116221,0.0243808,0.0179695,0,0.0250196,0.0526288,0.0441533,0,0,0.00924222,0,0,0.0335313,0.076723,0.032487,0.0149241,0.0241413,0.0560882,0.0329774,0.0353313,0.0667138,0.064845,0.0337447,0.0234568,0.020025,0.00911765,0.0299663,0.0569398,0.0500832,0.0161758,0.0471647,0.0498404,0,0,0,0.00969896,0,0,0
65,0.0297869,0.0559994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348142,0,0.0245753,0.0632918,0,0,0.0105553,0,0,0.0407418,0.0517424,0.0334739,0.0284021,0.0563363,0.0438906,0.057978,0.0773357,0.0433775,0,0.0490234,0.0526346,0.0267319,0.0272311,0.00672513,0.0346135,0.0116564,0.0239862,0.017748,0,0.0248692,0.0498459,0.0444442,0,0,0.00923549,0,0,0.0334452,0.0785058,0.0321595,0.0155273,0.0241694,0.0559565,0.0324036,0.0362454,0.0666624,0.0647816,0.0346408,0.0232902,0.0202069,0.00900491,0.0298806,0.0543202,0.0508513,0.0158326,0.0475585,0.0488641,0,0,0,0.00988321,0,0,0
66,0.0297518,0.05605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352715,0,0.0244999,0.0637091,0,0,0.0105181,0,0,0.0407143,0.0517016,0.0336431,0.0285063,0.0562063,0.0438006,0.0575819,0.0771954,0.0438016,0,0.0488967,0.0524333,0.0268105,0.0271879,0.00659918,0.0346249,0.0116649,0.0239523,0.0178528,0,0.0249243,0.0497191,0.0445181,0,0,0.00920907,0,0,0.0334305,0.0785027,0.0322423,0.0154912,0.0242647,0.0560453,0.0324294,0.0363734,0.066755,0.0646136,0.0346661,0.0233413,0.0200919,0.0088392,0.0300016,0.054297,0.0508994,0.0159639,0.0474665,0.0487747,0,0,0,0.00981703,0,0,0
67,0.0297058,0.0561116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353709,0,0.024512,0.0640146,0,0,0.0105109,0,0,0.0406788,0.0515742,0.0339324,0.0287657,0.0560123,0.043732,0.0569657,0.0770019,0.0439332,0,0.0488049,0.0522574,0.0269652,0.0270497,0.00653294,0.0346296,0.0116446,0.0239511,0.0179342,0,0.0249244,0.0494802,0.0445472,0,0,0.0091864,0,0,0.0333882,0.0786065,0.0324477,0.015522,0.0243055,0.0561464,0.0325017,0.0365156,0.0669889,0.0644833,0.0347578,0.0233166,0.0201011,0.00870233,0.0300591,0.0544802,0.0509338,0.0160311,0.0471407,0.048682,0,0,0,0.00978911,0,0,0
68,0.0293296,0.0560085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315124,0,0.025824,0.0596298,0,0,0.010627,0,0,0.040701,0,0.0365083,0.0329307,0.0553657,0.043555,0.0537122,0.0723522,0.0468031,0,0.0499376,0.0539575,0.0283342,0.0260002,0.0092039,0.0343938,0.011605,0.0240325,0.0183838,0,0.0250513,0.0527536,0.0446534,0,0,0.00926662,0,0,0.0334749,0.0765231,0.0335711,0,0.0234641,0.0574558,0.0338286,0.0365967,0.0678684,0.0650722,0.0345724,0.0230536,0.0196655,0.00854298,0.0298747,0.0575253,0.0499669,0.0165758,0.0468565,0.0490341,0,0,0,0.00954688,0,0,0
69,0.029682,0.0561855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035606,0,0.0246917,0.064477,0,0,0.0104439,0,0,0.0406105,0.051554,0.0346303,0.0295108,0.0556577,0.0436429,0.0565709,0.0764734,0.0436994,0,0.0486447,0.0522692,0.0270377,0.0266754,0.00647668,0.0346607,0.0116411,0.0239233,0.0180216,0,0.0249251,0.049136,0.0445908,0,0,0.00922125,0,0,0.0332537,0.0788055,0.0328689,0.0155621,0.0243204,0.0564045,0.0327262,0.0365189,0.0673489,0.0642091,0.0346034,0.0233366,0.0197491,0.00839088,0.0302967,0.0553433,0.0509563,0.015991,0.0470381,0.0486722,0,0,0,0.00979326,0,0,0
70,0.0296913,0.0562451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364377,0,0.0244879,0.0649455,0,0,0.0104184,0,0,0.0406127,0.0514948,0.0345493,0.0294408,0.0555346,0.0436636,0.0564599,0.0763879,0.0437321,0,0.0487042,0.0522227,0.0270141,0.0267694,0.0063142,0.034632,0.0116577,0.0238888,0.0181069,0,0.0249492,0.0490756,0.0446221,0,0,0.00914732,0,0,0.0331646,0.0787958,0.0329821,0.0155562,0.024393,0.0565178,0.0326809,0.0364878,0.0675647,0.0640296,0.0345184,0.023593,0.0195966,0.00825753,0.0304695,0.0558285,0.0510356,0.0160769,0.047011,0.0487122,0,0,0,0.00973598,0,0,0
71,0.0297028,0.0562773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036513,0,0.0244859,0.0651931,0,0,0.0103801,0,0,0.0406151,0.0514159,0.0347113,0.0297363,0.0552575,0.0436328,0.0564811,0.0761256,0.0437938,0,0.0486188,0.0521015,0.0268952,0.026653,0.00627492,0.0347699,0.0116462,0.0238849,0.0181266,0,0.0249579,0.0490139,0.0446604,0,0,0.00910985,0,0,0.0330713,0.0788406,0.0329804,0.0156785,0.0244694,0.0566672,0.0327258,0.0364606,0.0675361,0.063866,0.0345214,0.0240448,0.0196973,0.00825893,0.0306254,0.0558413,0.0510739,0.0160815,0.0470138,0.0487117,0,0,0,0.00980965,0,0,0
72,0.0297187,0.0563201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365318,0,0.0244851,0.0651398,0,0,0.0103212,0,0,0.0406233,0.0513626,0.0349316,0.0299139,0.0549705,0.0435351,0.0567949,0.075869,0.0439483,0,0.0488216,0.0520564,0.0270432,0.0264827,0.0062801,0.0349256,0.0116767,0.0238355,0.018096,0,0.0250246,0.0489718,0.0447065,0,0,0.00915039,0,0,0.0330952,0.078905,0.0329009,0.0157821,0.0245743,0.056799,0.0327442,0.0363605,0.0675246,0.0637114,0.0345658,0.0242576,0.019765,0.00833013,0.0307817,0.0556205,0.0511449,0.0160656,0.0469908,0.0486986,0,0,0,0.0098058,0,0,0
73,0.0297475,0.0563599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367769,0,0.0245653,0.0653657,0,0,0.0103257,0,0,0.0405861,0.0513938,0.0352162,0.0302231,0.0547213,0.043248,0.056882,0.0756573,0.0440506,0,0.0494153,0.0519939,0.02705,0.0262613,0.00625428,0.0350442,0.0117115,0.0236575,0.0179654,0,0.0250902,0.0489688,0.0447576,0,0,0.0091555,0,0,0.0330846,0.0789338,0.0326688,0.015842,0.0246606,0.0569,0.0327045,0.0361989,0.0674703,0.0635566,0.0346643,0.0244032,0.0198329,0.00843497,0.0309797,0.055188,0.0512396,0.0160231,0.047017,0.0487141,0,0,0,0.00974293,0,0,0
74,0.0297659,0.0564191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371059,0,0.024579,0.0657853,0,0,0.0103739,0,0,0.0405332,0.051576,0.0353155,0.0304819,0.0545153,0.0430019,0.0565406,0.0754863,0.0440614,0,0.0496615,0.0519714,0.026987,0.0261505,0.00619974,0.035125,0.011703,0.0235077,0.0177581,0,0.0250771,0.0490361,0.0447978,0,0,0.00907566,0,0,0.0329759,0.0790122,0.0323115,0.0158118,0.0247172,0.0569854,0.0325945,0.0359936,0.0674803,0.0633663,0.0348387,0.0245561,0.0199492,0.00852865,0.0311828,0.0544999,0.0513031,0.0159764,0.0471152,0.0487694,0,0,0,0.00971191,0,0,0
75,0.0295594,0.0560598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379191,0,0.0229144,0.0612573,0,0,0.0106651,0,0,0.0407994,0,0.0410505,0.0336904,0.0552519,0.0434842,0.0533788,0.0715649,0.046921,0,0.0503124,0.0545982,0.0274925,0.02299,0.010141,0.0345841,0.0117007,0.0238009,0.0176097,0,0.0251366,0.052513,0.0449401,0,0,0.00573561,0,0,0.0201795,0.0772189,0.0320924,0.0154288,0.0245064,0.0575781,0.030308,0.0349025,0.0676111,0.0632874,0.0340865,0.0247407,0.020017,0.0087255,0.0314433,0.055969,0.0509096,0.0156237,0.0465157,0.0498238,0,0,0,0,0,0,0
