Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,x80,LILC
221,0.0432948,0.0446635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309673,0,0.0098709,0.0385405,0,0,0.0145415,0,0,0.0387942,0.0545238,0.0416834,0.0264823,0.0585717,0.0366777,0.0708761,0,0.0626578,0.0175946,0.0598881,0.0613895,0.0333829,0.0412329,0.0446406,0.0361584,0.0116676,0.0185526,0.00191046,0,0.0281155,0.0578075,0.044255,0,0,0.0135966,0,0,0.0285451,0.0726569,0.0240961,0.0169508,0.0282304,0.0436475,0.0418604,0.0302649,0.055206,0.0571913,0.0367652,0.0281017,0.026214,0.0166026,0.0347523,0.0406768,0.0441423,0.01275,0.0074955,0.0377639,0.0668814,0,0,0,0,0,0.0318949
222,0.0432001,0.0447353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306932,0,0.00993193,0.0385948,0,0,0.0145786,0,0,0.0387042,0.0545016,0.0414091,0.0266687,0.058434,0.0368542,0.0712025,0,0.0626018,0.0181083,0.0596944,0.061435,0.0332436,0.0409541,0.0441378,0.0361615,0.0117828,0.0184081,0.00193152,0,0.0281127,0.0579933,0.0441759,0,0,0.0134242,0,0,0.0285293,0.0728892,0.0241776,0.0169536,0.0281571,0.043605,0.0414975,0.0302699,0.0551497,0.0571797,0.0367566,0.0280316,0.0263244,0.0165859,0.0346762,0.0407268,0.0442177,0.0127031,0.00756867,0.0377516,0.066867,0,0,0,0,0,0.0321605
223,0.0430174,0.0448018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030502,0,0.00993732,0.0386731,0,0,0.0144891,0,0,0.0386919,0.0546545,0.0411109,0.0267806,0.0582213,0.036997,0.0714618,0,0.0624564,0.0185515,0.0594566,0.0612725,0.0330709,0.0406991,0.0437143,0.0361722,0.0117276,0.0185022,0.00199183,0,0.0280924,0.0580428,0.0440938,0,0,0.0134434,0,0,0.0282998,0.073064,0.0241777,0.0170416,0.0280679,0.0436968,0.0412143,0.0302524,0.055086,0.0571763,0.0367577,0.0279584,0.0264242,0.0165642,0.0346304,0.0407046,0.0443105,0.0127073,0.00722053,0.0376874,0.0668243,0,0,0,0,0,0.0322958
224,0.0428139,0.0448512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303684,0,0.00993662,0.0387816,0,0,0.0144058,0,0,0.0387496,0.0546412,0.0408372,0.0268946,0.0581486,0.0371806,0.0719602,0,0.0622795,0.0190513,0.0593433,0.0611801,0.0329007,0.0404375,0.0428736,0.0361673,0.011783,0.01855,0.00205728,0,0.0280698,0.058101,0.0440104,0,0,0.0133988,0,0,0.028221,0.0730725,0.0242178,0.0172469,0.0279581,0.043886,0.0409831,0.030179,0.0549926,0.0571924,0.03677,0.027877,0.0264948,0.0166205,0.0345377,0.0408756,0.0443571,0.0126775,0.00704226,0.0376313,0.0667699,0,0,0,0,0,0.0324421
225,0.0425595,0.0449006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307358,0,0.00958463,0.0384951,0,0,0.0144061,0,0,0.0389409,0.0545891,0.0408304,0.0281122,0.0580307,0.0374606,0.0726756,0,0.0622955,0.0193194,0.0590594,0.0608818,0.0323791,0.0403007,0.0398712,0.0361213,0.0119836,0.0185579,0.00213045,0,0.0281162,0.0582658,0.0438961,0,0,0.0135573,0,0,0.0285064,0.0729893,0.0241809,0.0173326,0.0278138,0.04421,0.0409165,0.0300341,0.0548513,0.0572296,0.0368094,0.027803,0.026589,0.0169002,0.0344383,0.0410515,0.0443801,0.0125081,0.00712258,0.0374771,0.066815,0,0,0,0,0,0.0322322
226,0.0423525,0.0450166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312542,0,0.00936081,0.0383973,0,0,0.0143837,0,0,0.0389194,0.0546047,0.0406361,0.0287469,0.0580035,0.0376247,0.0733293,0,0.0621836,0.0198428,0.0587472,0.0606158,0.0319653,0.0400456,0.037668,0.0360606,0.0117578,0.0187831,0.00213917,0,0.0282101,0.0584026,0.0438414,0,0,0.0137956,0,0,0.0287861,0.0730077,0.0240872,0.0173813,0.0276564,0.0444685,0.0407924,0.0299654,0.0547561,0.0573237,0.0369243,0.0277098,0.0267662,0.0171947,0.0343576,0.0412168,0.0445038,0.0123634,0.0072377,0.0373828,0.0668109,0,0,0,0,0,0.0322476
227,0.0421444,0.0452089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319091,0,0.00919631,0.0384877,0,0,0.0143048,0,0,0.0389154,0.0546552,0.0401286,0.0290404,0.057978,0.0377276,0.0738804,0,0.0619793,0.0204936,0.0584482,0.0603059,0.0315693,0.0397734,0.0353445,0.0359933,0.01161,0.0189811,0.00211446,0,0.0282519,0.0584974,0.043809,0,0,0.0140222,0,0,0.0289293,0.0731236,0.0239613,0.0173942,0.0275208,0.0447232,0.040641,0.02988,0.0546425,0.0573611,0.037066,0.0276944,0.0271171,0.0169218,0.0343815,0.0413447,0.0445888,0.0121964,0.00729798,0.0373108,0.0668102,0,0,0,0,0,0.0324336
228,0.0419426,0.0454351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328418,0,0.00909245,0.0386437,0,0,0.0142412,0,0,0.0389572,0.0547591,0.0396085,0.0291845,0.0579071,0.0378037,0.0744513,0,0.0617562,0.0212349,0.0581598,0.0601167,0.0312772,0.0395212,0.0325912,0.0359412,0.0115463,0.0191102,0.00215998,0,0.0282778,0.0585584,0.0437444,0,0,0.0142032,0,0,0.0290207,0.0732405,0.0238634,0.0173896,0.027408,0.0449921,0.0404997,0.0298452,0.0545008,0.0573565,0.037018,0.0276867,0.0272916,0.0167289,0.0343885,0.0412986,0.044639,0.0120004,0.00739463,0.0372348,0.0668278,0,0,0,0,0,0.0326233
229,0.0417345,0.0456158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334827,0,0.00904149,0.0388397,0,0,0.0142249,0,0,0.0389893,0.0549019,0.0393949,0.0291614,0.0577969,0.0378307,0.0749981,0,0.0614517,0.0220253,0.0579174,0.0600599,0.030997,0.0393137,0.0298255,0.0358776,0.0115775,0.0191477,0.00225963,0,0.0283693,0.0585985,0.0437272,0,0,0.0143891,0,0,0.0290725,0.0733701,0.0238353,0.0174099,0.0273611,0.0452361,0.0403422,0.0297732,0.0543676,0.0573583,0.0369862,0.0276759,0.0272433,0.0167153,0.0343682,0.0411088,0.0447062,0.0118422,0.00747706,0.0371796,0.0668565,0,0,0,0,0,0.0328358
230,0.0415647,0.0457478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341948,0,0.00902631,0.0391555,0,0,0.0142201,0,0,0.0390213,0.0550988,0.0389875,0.0286484,0.0576871,0.0378119,0.0753821,0,0.0610508,0.0228483,0.0577183,0.0599069,0.0308371,0.0391414,0.0276897,0.0358507,0.0117612,0.0190486,0.00244462,0,0.0284976,0.0585974,0.04375,0,0,0.0145496,0,0,0.0291052,0.0735141,0.0238584,0.0174838,0.0273481,0.0454024,0.0401955,0.0296777,0.0542469,0.0573429,0.0370417,0.0276655,0.0269763,0.016772,0.034336,0.0407866,0.0448034,0.0117642,0.00757748,0.0371596,0.0669071,0,0,0,0,0,0.0331284
231,0.0414458,0.0458376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352737,0,0.00896294,0.0395285,0,0,0.0142435,0,0,0.0391276,0.055333,0.0384131,0.0280247,0.057578,0.0378371,0.0757394,0,0.0606267,0.023732,0.0575805,0.0595663,0.0306974,0.0389747,0.0257795,0.0358368,0.0119603,0.0189588,0.00267378,0,0.0286241,0.0585827,0.0437611,0,0,0.0146268,0,0,0.0291147,0.0737012,0.0238563,0.0175518,0.0273433,0.0454915,0.0401217,0.0296275,0.0540799,0.0573291,0.0371496,0.0276956,0.0269243,0.016834,0.0343229,0.0404796,0.0448365,0.011659,0.00770301,0.0371574,0.0669884,0,0,0,0,0,0.0333929
232,0.0413123,0.0458704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360587,0,0.00891269,0.0399428,0,0,0.0142243,0,0,0.0390586,0.0555808,0.0382789,0.0274761,0.0574903,0.0378994,0.0761486,0,0.0602485,0.024683,0.0574268,0.0595527,0.0305686,0.0388471,0.0235079,0.0357995,0.0116987,0.0191354,0.00292508,0,0.028719,0.0585531,0.0437701,0,0,0.0146341,0,0,0.0291183,0.073907,0.0238301,0.0175616,0.0273127,0.0455652,0.0400829,0.0295952,0.0538849,0.0573054,0.0371649,0.0276753,0.0270017,0.016872,0.0343313,0.0402075,0.0448578,0.011533,0.00788253,0.037089,0.0670531,0,0,0,0,0,0.0335843
233,0.0411952,0.0458909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371843,0,0.00893573,0.0402865,0,0,0.0142,0,0,0.0390214,0.0558435,0.0378584,0.0268801,0.0573869,0.037897,0.0765026,0,0.0598993,0.0255419,0.0572544,0.0596333,0.0304293,0.0387444,0.0210374,0.0358114,0.0115895,0.019239,0.00315081,0,0.028759,0.0584307,0.0437711,0,0,0.0146247,0,0,0.0291478,0.0741304,0.0238443,0.0175776,0.0272893,0.0456495,0.0400602,0.029567,0.0537082,0.0572647,0.0372506,0.0276349,0.027065,0.0168901,0.0343476,0.0398813,0.0447942,0.0115025,0.00807819,0.0369416,0.0670246,0,0,0,0,0,0.0337435
234,0.0410962,0.0459208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383592,0,0.00904363,0.0407083,0,0,0.0141556,0,0,0.0390146,0.0561229,0.0374259,0.0262088,0.0572678,0.037873,0.0767139,0,0.0595966,0.0263265,0.0571354,0.0596324,0.0302642,0.0386437,0.0184949,0.0358652,0.0115825,0.0192595,0.00336278,0,0.0288405,0.0582697,0.0438153,0,0,0.0146349,0,0,0.0292257,0.0743978,0.0238497,0.0176038,0.027259,0.0457585,0.0400332,0.0295751,0.0535661,0.0572312,0.0372886,0.027603,0.0270949,0.0168978,0.0343405,0.039581,0.0447295,0.0115521,0.0082736,0.0368228,0.0671289,0,0,0,0,0,0.033953
235,0.0409622,0.0460108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393854,0,0.00910962,0.0411142,0,0,0.0143038,0,0,0.0390413,0.0564396,0.0370923,0.0254924,0.0571699,0.0379684,0.0767599,0,0.0594245,0.0269919,0.0570334,0.0595812,0.0301666,0.0384788,0.0162216,0.0358354,0.0117269,0.0191075,0.00363089,0,0.0289611,0.0580732,0.0438542,0,0,0.0143567,0,0,0.0293858,0.0746661,0.0237935,0.0176365,0.0272423,0.0458824,0.0399833,0.0296246,0.05342,0.0571928,0.0372572,0.0275449,0.0270928,0.0168886,0.0343327,0.0392197,0.044775,0.0112963,0.00916719,0.0367788,0.0675021,0,0,0,0,0,0.0341166
236,0.0408524,0.0460906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408048,0,0.00919195,0.0414624,0,0,0.014253,0,0,0.0390313,0.0567277,0.0364375,0.0247969,0.0570886,0.0380481,0.0766661,0,0.059455,0.0274924,0.056836,0.0594424,0.0303096,0.0383495,0.014036,0.0358488,0.0117189,0.0191243,0.00406036,0,0.0289981,0.0578599,0.0438886,0,0,0.0144158,0,0,0.0295414,0.0749348,0.0237373,0.0176948,0.0272737,0.045995,0.0399344,0.0296104,0.053268,0.0571192,0.0371843,0.0274991,0.0270808,0.0168705,0.0343348,0.0388726,0.0447979,0.011394,0.00935886,0.0367523,0.0679187,0,0,0,0,0,0.034171
237,0.0408117,0.0461594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042568,0,0.00925777,0.0418097,0,0,0.0142336,0,0,0.0389959,0.0569569,0.0358526,0.0240896,0.0570586,0.0380374,0.076521,0,0.0592587,0.0279351,0.0565802,0.0591836,0.030463,0.0382637,0.0117923,0.0358707,0.0116335,0.0191667,0.00453944,0,0.0290464,0.0576219,0.0439227,0,0,0.0143644,0,0,0.0297491,0.0752055,0.0236782,0.0177268,0.0273105,0.0461265,0.0397842,0.0296153,0.0531111,0.0570397,0.037078,0.0275158,0.0270658,0.0168563,0.034359,0.0385083,0.0448065,0.0114334,0.00977223,0.036765,0.0680048,0,0,0,0,0,0.0342537
238,0.0407838,0.0461995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447353,0,0.00946635,0.0421634,0,0,0.0142113,0,0,0.039038,0.0571705,0.0353728,0.0233957,0.0570596,0.0381041,0.0763796,0,0.0588548,0.0283875,0.0565261,0.0590863,0.0305315,0.0383009,0.00977693,0.0359413,0.0116001,0.0192133,0.00475984,0,0.0292059,0.0573582,0.0439803,0,0,0.0144417,0,0,0.0298206,0.0754491,0.023649,0.017771,0.0273117,0.0462768,0.0395774,0.0296852,0.0530008,0.0569567,0.0369645,0.0276,0.0270367,0.0168231,0.0344091,0.0380161,0.0448662,0.0114696,0.00992793,0.0367814,0.0679282,0,0,0,0,0,0.0343401
239,0.0407314,0.0462397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465185,0,0.00977833,0.0426403,0,0,0.0141897,0,0,0.0391791,0.0573031,0.0350559,0.0224686,0.0570383,0.0382015,0.0761144,0,0.0585795,0.0288713,0.0566259,0.0591716,0.0306467,0.0383792,0.00828175,0.035997,0.011715,0.0192145,0.00506371,0,0.0295711,0.0570703,0.0440922,0,0,0.014612,0,0,0.0298089,0.0756733,0.0236044,0.0177757,0.0273208,0.0464052,0.0393304,0.0297163,0.0528901,0.0568854,0.0368935,0.0278142,0.0269985,0.0167465,0.0344632,0.0374183,0.0449439,0.0115587,0.00983934,0.0367761,0.0678688,0,0,0,0,0,0.0344966
240,0.0407199,0.0462813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464364,0,0.0101437,0.0434073,0,0,0.0141623,0,0,0.0393792,0.0572234,0.0346667,0.020999,0.0570521,0.0383139,0.0756914,0,0.0584391,0.0294561,0.0567385,0.0593131,0.03103,0.0382278,0.00764026,0.0360828,0.0120837,0.0190883,0.00557703,0,0.0300248,0.0567975,0.044246,0,0,0.0146007,0,0,0.0298436,0.0758991,0.0235475,0.0177961,0.0273559,0.0464742,0.0389955,0.0297437,0.0527886,0.0568581,0.0368651,0.0279803,0.027015,0.0166094,0.0345517,0.0367387,0.0450043,0.0117038,0.00978735,0.0367375,0.0677788,0,0,0,0,0,0.0349492
241,0.0407797,0.0463646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438364,0,0.0111636,0.0446374,0,0,0.0140838,0,0,0.039238,0.0566908,0.0335399,0.0189334,0.0572595,0.0381836,0.0752789,0,0.057952,0.0310172,0.0567954,0.0596438,0.031729,0.0372498,0.00993612,0.0361619,0.0118775,0.0191629,0.0061364,0,0.030058,0.0565202,0.044443,0,0,0.0146707,0,0,0.0299182,0.0761217,0.0236282,0.017967,0.0274359,0.0463229,0.0383865,0.0298955,0.0527216,0.0568362,0.0368219,0.0280605,0.0270235,0.0164186,0.0346235,0.036085,0.0451343,0.0117913,0.00951456,0.0367617,0.0674933,0,0,0,0,0,0.0360561
242,0.0408011,0.0463549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451208,0,0.0114341,0.0449361,0,0,0.0140212,0,0,0.0391784,0.0568252,0.0330938,0.0186247,0.0571965,0.0381768,0.0750951,0,0.057902,0.0313521,0.056828,0.0596886,0.0316849,0.0372205,0.00843096,0.0361728,0.011673,0.0193085,0.0069654,0,0.0299744,0.0562435,0.0445722,0,0,0.0149097,0,0,0.0299483,0.0762916,0.0233741,0.0180143,0.0275893,0.0464688,0.0380474,0.0298047,0.0526398,0.0567516,0.0367563,0.0281002,0.0268299,0.0163456,0.0347914,0.0349165,0.0452308,0.0118189,0.00931013,0.0367073,0.0674112,0,0,0,0,0,0.0360899
243,0.0407937,0.0463593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463663,0,0.0116535,0.0452934,0,0,0.0139646,0,0,0.0392216,0.0568746,0.032741,0.0183736,0.0571043,0.038177,0.0749376,0,0.0577586,0.0316231,0.0568617,0.0597246,0.0317054,0.0372161,0.00718238,0.0362098,0.0116681,0.0193309,0.00914563,0,0.0294995,0.0558264,0.0446883,0,0,0.015041,0,0,0.0301679,0.0764076,0.0222233,0.0180206,0.0285107,0.0466467,0.0377394,0.0294471,0.0528041,0.056794,0.0370262,0.0279965,0.0265181,0.0159918,0.0351539,0.0318797,0.0452954,0.0118617,0.00955377,0.0366857,0.0673621,0,0,0,0,0,0.0361329
244,0.0407639,0.0463641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047596,0,0.0117377,0.0456069,0,0,0.0138833,0,0,0.0392729,0.0569034,0.032758,0.0181097,0.057057,0.0381625,0.0748066,0,0.0575488,0.0318381,0.0569314,0.0597697,0.0318173,0.0372611,0.00618465,0.0362242,0.0117027,0.0193519,0.0124579,0,0.0285332,0.0552964,0.0447933,0,0,0.0151236,0,0,0.0303182,0.0764826,0.0206976,0.0180862,0.0300302,0.0467952,0.0374979,0.0288796,0.053229,0.0569931,0.0374718,0.0278856,0.0263018,0.0153852,0.0355964,0.0276814,0.0452649,0.0119054,0.00968014,0.0366838,0.0673489,0,0,0,0,0,0.0361898
245,0.0407146,0.0463216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488244,0,0.0118322,0.0457169,0,0,0.0138314,0,0,0.039311,0.0570174,0.0327268,0.0179163,0.0570271,0.0380998,0.0746291,0,0.0575494,0.03194,0.0570364,0.0598314,0.0319732,0.0373857,0.00528226,0.036193,0.011678,0.0194475,0.0172562,0,0.027161,0.0548194,0.044862,0,0,0.0153677,0,0,0.030162,0.0764136,0.019401,0.0182796,0.032502,0.0468993,0.037377,0.0279063,0.0542875,0.0575249,0.0380528,0.0275198,0.0263107,0.0141198,0.0357402,0.022016,0.0452235,0.0119962,0.00952837,0.0366617,0.0673792,0,0,0,0,0,0.0362702
246,0.040706,0.0463116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500108,0,0.0120609,0.0457734,0,0,0.0138429,0,0,0.0393401,0.0572542,0.0326117,0.017781,0.0570068,0.0379648,0.0744242,0,0.057493,0.0320049,0.0571713,0.0598792,0.0321046,0.037606,0.00448159,0.0361532,0.0116454,0.0194974,0.0173631,0,0.0269434,0.0545615,0.0449339,0,0,0.0156009,0,0,0.0298702,0.0766472,0.0194163,0.0183696,0.0324061,0.0469666,0.0372334,0.0278378,0.0541322,0.0574019,0.0378465,0.0276018,0.02644,0.0140481,0.0357168,0.0218955,0.0451726,0.0121324,0.00923287,0.0366238,0.0673834,0,0,0,0,0,0.0362249
247,0.0406737,0.0463028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568399,0,0.011887,0.0451117,0,0,0.0139977,0,0,0.039371,0.0583258,0.0329919,0.019153,0.056675,0.0380541,0.0751343,0,0.0577176,0.0310164,0.0570433,0.0596458,0.0309276,0.0384074,0.00989816,0.0360172,0.0117842,0.0193588,0.0176252,0,0.0269661,0.05403,0.0449841,0,0,0.0158426,0,0,0.0295866,0.0768981,0.0193004,0.0183962,0.0323535,0.0474307,0.0374098,0.0277039,0.0539166,0.0572041,0.0375955,0.027755,0.0263824,0.0140459,0.0358006,0.0216301,0.0450444,0.0122887,0.00903354,0.036572,0.0675654,0,0,0,0,0,0.0351258
248,0.0407412,0.0463189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575991,0,0.0123756,0.0454283,0,0,0.0136399,0,0,0.0395308,0.0583018,0.0328622,0.0190395,0.0566224,0.0379479,0.0751853,0,0.0576443,0.0312464,0.0568469,0.0595943,0.0307368,0.0381452,0.0107762,0.0360348,0.0114029,0.0198441,0.0180054,0,0.0269357,0.0536266,0.0451202,0,0,0.0156043,0,0,0.0294201,0.0771341,0.0192959,0.01856,0.0323069,0.0476766,0.0373087,0.0277935,0.0538245,0.0571005,0.0374962,0.0277979,0.0260814,0.0140219,0.0358282,0.0212694,0.0450166,0.0122278,0.0094058,0.036606,0.0674964,0,0,0,0,0,0.0352961
249,0.0407956,0.0463546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579324,0,0.0127304,0.045843,0,0,0.0136508,0,0,0.0397035,0.0583473,0.0327601,0.0189277,0.056604,0.0381071,0.0751202,0,0.057631,0.0314204,0.0567725,0.0596431,0.030717,0.0379779,0.0109526,0.0359466,0.011517,0.019852,0.0182118,0,0.0269916,0.053398,0.0452263,0,0,0.0155773,0,0,0.0295552,0.0773049,0.0192979,0.0187481,0.0322455,0.0479416,0.0371563,0.0278114,0.0537505,0.0570316,0.0373502,0.0278055,0.0259116,0.0140146,0.0358248,0.0209819,0.0450064,0.0123262,0.0095023,0.0366581,0.0674272,0,0,0,0,0,0.0354243
250,0.0407289,0.0463837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581757,0,0.0130613,0.0464336,0,0,0.0136895,0,0,0.039969,0.0584142,0.0327034,0.0188724,0.056668,0.0382323,0.0751186,0,0.0576372,0.0316807,0.0567533,0.0595326,0.0307521,0.0378737,0.0109065,0.0358712,0.0119095,0.0197155,0.0184067,0,0.0270182,0.0532501,0.0453156,0,0,0.015574,0,0,0.0295077,0.0774497,0.0192792,0.0188448,0.03219,0.0480295,0.0369582,0.0277783,0.0536462,0.0569595,0.0371947,0.027811,0.0258602,0.0140136,0.03585,0.0207738,0.045061,0.0124712,0.00947264,0.0366868,0.0673699,0,0,0,0,0,0.0355316
251,0.0407111,0.0464117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582534,0,0.0133085,0.0473061,0,0,0.0137676,0,0,0.0400168,0.0584864,0.0327514,0.018769,0.056802,0.0382001,0.0751605,0,0.0577043,0.0320373,0.0567951,0.0594704,0.0308605,0.0378458,0.0107377,0.0357779,0.011846,0.0197959,0.0186556,0,0.0268584,0.0532258,0.0453773,0,0,0.0154397,0,0,0.0292098,0.0775305,0.019292,0.0189343,0.032109,0.047956,0.0367921,0.027655,0.0535105,0.056873,0.0369812,0.0277897,0.0258486,0.0140104,0.0358398,0.0205795,0.0450711,0.0125378,0.00926272,0.0367088,0.0673059,0,0,0,0,0,0.0356444
252,0.0407345,0.0464537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582266,0,0.0134633,0.0477078,0,0,0.0137686,0,0,0.0400955,0.0584576,0.032903,0.018679,0.0569884,0.0380601,0.0752775,0,0.0576423,0.0323059,0.0568154,0.0594597,0.0309077,0.0378502,0.0107314,0.0357339,0.0118121,0.0198935,0.0188835,0,0.0266854,0.0531538,0.0454228,0,0,0.0154466,0,0,0.0291362,0.077637,0.019321,0.0190598,0.0320103,0.0478801,0.036693,0.0275054,0.053332,0.0567801,0.0367941,0.0277793,0.0258429,0.0139907,0.0357821,0.0202892,0.0450712,0.0126358,0.0090909,0.0367654,0.0672523,0,0,0,0,0,0.0357407
253,0.0408075,0.046481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155426,0.0478962,0,0,0.0140008,0,0,0.039823,0.0575766,0.0362539,0.0183775,0.0572727,0.0381139,0.0744898,0,0.0584306,0.0308638,0.0553861,0.0588087,0.0282046,0.0353251,0.0192114,0.0355327,0.0117927,0.0196708,0.0189709,0,0.0265132,0.0531647,0.0454949,0,0,0.0155039,0,0,0.029327,0.0776071,0.0194161,0.0190977,0.0318439,0.0474436,0.0364236,0.0273747,0.0532647,0.0566741,0.0364919,0.0277373,0.0257627,0.0139059,0.0356987,0.0201782,0.045161,0.0126355,0.00940459,0.0368482,0.0671249,0,0,0,0,0,0.036122
254,0.0407754,0.0464948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576335,0,0.0136648,0.0477886,0,0,0.0140435,0,0,0.039708,0.0583454,0.0332337,0.0186057,0.0570932,0.0379849,0.0754324,0,0.0575777,0.0327214,0.0568454,0.0594395,0.0307192,0.0377842,0.0103451,0.0353603,0.0115388,0.0197652,0.0196416,0,0.0264291,0.0529391,0.0455186,0,0,0.0156106,0,0,0.0295867,0.0779191,0.0193634,0.0191182,0.0318447,0.0479226,0.0365747,0.0273705,0.0530356,0.056584,0.036574,0.027791,0.0256006,0.0138879,0.0357537,0.0195039,0.0451042,0.0126031,0.00965688,0.0367236,0.0672878,0,0,0,0,0,0.0359273
255,0.0407926,0.0465408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572108,0,0.0137795,0.0477085,0,0,0.0141207,0,0,0.0398128,0.0583879,0.0333666,0.0184362,0.0573025,0.0379499,0.0756127,0,0.0576019,0.0330179,0.05678,0.0593723,0.0309673,0.0377589,0.0096029,0.0352252,0.0116118,0.0197272,0.0200923,0,0.026368,0.052964,0.0455616,0,0,0.0155787,0,0,0.0295022,0.0780024,0.0193981,0.01928,0.0317826,0.0479739,0.0365162,0.0273199,0.0529219,0.0565157,0.0364368,0.0277983,0.0253932,0.0138427,0.0357133,0.0190588,0.0450945,0.0126239,0.009694,0.0366198,0.0673095,0,0,0,0,0,0.035996
256,0.0409785,0.0465004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566265,0,0.0137771,0.0476814,0,0,0.0142152,0,0,0.0399835,0.0586096,0.0335369,0.0183778,0.0570499,0.0378719,0.0758068,0,0.0575316,0.0330992,0.0568159,0.0593467,0.0313042,0.0378537,0.00900211,0.0350084,0.0116644,0.0197891,0.020586,0,0.0262567,0.0531578,0.0456444,0,0,0.0171154,0,0,0.0248582,0.0780453,0.0194462,0.0195512,0.0317249,0.0480369,0.0368532,0.0272768,0.0528024,0.0564647,0.0362995,0.0277803,0.0252316,0.0137878,0.0356405,0.0186222,0.0446261,0.0147411,0,0.0365696,0.0674877,0,0,0,0,0,0.0358981
257,0.0409331,0.0466698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015286,0.0475262,0,0,0.0144361,0,0,0.0396276,0.0582881,0.0369352,0.0180576,0.056974,0.0379084,0.0748709,0,0.058356,0.0314087,0.055508,0.0587002,0.0284753,0.0356362,0.0185202,0.0348097,0.0116635,0.0194681,0.0208003,0,0.0260061,0.0534584,0.0456091,0,0,0.0163024,0,0,0.0301053,0.0779255,0.0195468,0.0193439,0.0315511,0.0474739,0.0361556,0.0270677,0.0527584,0.05641,0.0359728,0.0277198,0.0250981,0.0137688,0.0355617,0.0184913,0.0450871,0.0129259,0.00937882,0.03628,0.0673498,0,0,0,0,0,0.0362142
258,0.0408881,0.0466874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550577,0,0.0135718,0.0472691,0,0,0.014356,0,0,0.0393636,0.0593471,0.0340383,0.018297,0.0563284,0.0379155,0.0758254,0,0.0573513,0.0331167,0.0568579,0.0592527,0.0309125,0.0380337,0.00772252,0.0344498,0.0114769,0.0195115,0.0216104,0,0.0259087,0.0535415,0.0456164,0,0,0.016054,0,0,0.0296128,0.0782115,0.0195688,0.0193225,0.0314851,0.0478081,0.0362136,0.0270021,0.0525288,0.0563983,0.036307,0.0276863,0.0251058,0.0138397,0.0355261,0.0178304,0.0450448,0.0128743,0.00927351,0.0358411,0.0675879,0,0,0,0,0,0.0359978
