Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTIB
305,0.0444413,0.0448314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041065,0,0.0210222,0.0523353,0,0,0.0209596,0,0,0.0427516,0.0541142,0.0159555,0.0313206,0.0254516,0.0569516,0.0552117,0.0529783,0.0760547,0.05441,0.0155361,0.0634672,0.0341004,0.0346143,0.00731716,0.0358313,0.0130604,0.0225566,0.021382,0,0.0219477,0.0491345,0.0393977,0,0,0.0123706,0,0,0.0155064,0.0771675,0.0373728,0.0129492,0.025511,0.0545911,0.0265503,0.0435525,0.068588,0.0655562,0.0372879,0.0227807,0.019264,0.00852279,0.0276428,0.0535822,0.0540806,0,0.00991346,0.0371538,0.0679539,0,0,0,0.0589489
306,0.0444986,0.0448243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401404,0,0.0210812,0.0526616,0,0,0.0208351,0,0,0.042536,0.0538937,0.0156645,0.031016,0.0254021,0.0565359,0.0549705,0.0527677,0.0762039,0.0546532,0.0152085,0.0632804,0.0339461,0.0343581,0.00685681,0.0356808,0.0128921,0.022486,0.0209037,0,0.0224229,0.049078,0.0395587,0,0,0.0120443,0,0,0.0154783,0.0768266,0.0370783,0.0129361,0.0262581,0.0545315,0.0266315,0.0429868,0.0683559,0.065723,0.0367676,0.0231886,0.0188219,0.00835619,0.0279873,0.0545111,0.0539332,0,0.0100054,0.0370649,0.0678236,0,0,0,0.0586444
307,0.045195,0.0443741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392608,0,0.0211683,0.0531452,0,0,0.020626,0,0,0.0424512,0.0535817,0.0154228,0.0305945,0.0253961,0.0559548,0.0546181,0.0525195,0.0762234,0.0548312,0.0148458,0.0631584,0.0338278,0.0340859,0.00646519,0.035587,0.0128435,0.0224428,0.0206252,0,0.0229693,0.0489694,0.0396962,0,0,0.0103609,0,0,0.00580779,0.076486,0.0365067,0.0130154,0.0269931,0.0545431,0.02797,0.0424993,0.0681728,0.0658502,0.036461,0.0236118,0.0182207,0.00793283,0.0283908,0.0547439,0.0529915,0,0,0.0369152,0.0681083,0,0,0,0.0584116
308,0.0443777,0.044942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381405,0,0.0214497,0.0535029,0,0,0.02064,0,0,0.0424926,0.0532726,0.0155783,0.0305837,0.0253144,0.056033,0.0542558,0.0524035,0.0761228,0.0550624,0.0146547,0.0628557,0.0336407,0.0337159,0.00582282,0.0354073,0.0128762,0.0223855,0.0204297,0,0.0230755,0.0489485,0.0399261,0,0,0.0121197,0,0,0.0156314,0.0761164,0.0360208,0.0130704,0.0275613,0.054842,0.0270794,0.0419116,0.0678111,0.0657814,0.0362866,0.0241079,0.0177331,0.0074407,0.0287686,0.0548897,0.0533856,0,0.00974695,0.0369765,0.0674089,0,0,0,0.0580605
309,0.0442994,0.0449912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363284,0,0.0220058,0.0540624,0,0,0.0206938,0,0,0.0425375,0.0531081,0.0159058,0.0305524,0.0254785,0.0559446,0.0540295,0.0523067,0.0757469,0.0551756,0.0144768,0.0625216,0.0334429,0.0333289,0.00493327,0.0353003,0.0128727,0.0224172,0.0201439,0,0.0230991,0.0489371,0.0400844,0,0,0.0120156,0,0,0.0157053,0.0760401,0.035931,0.0134726,0.0280516,0.0552014,0.0273511,0.0414339,0.0674051,0.0656347,0.0363403,0.0246488,0.0172525,0.00700776,0.0290245,0.0554634,0.0530284,0,0.00974717,0.037002,0.0671887,0,0,0,0.05763
310,0.0442927,0.0450685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304153,0,0.0227513,0.054689,0,0,0.0206405,0,0,0.0425234,0.0538278,0.0165646,0.0310432,0.0272873,0.0562082,0.0538478,0.0524374,0.0739891,0.0546766,0.014877,0.0622305,0.0337299,0.0323186,0.007581,0.0352373,0.0126864,0.0225389,0.0199431,0,0.0232197,0.049293,0.0403116,0,0,0.0120029,0,0,0.0154135,0.0759616,0.0361757,0.0136474,0.0282933,0.0555709,0.0274687,0.0412147,0.0671799,0.0657288,0.0365257,0.0251559,0.0169241,0.00663067,0.0292653,0.0566519,0.0529078,0,0.00961055,0.0370016,0.0669189,0,0,0,0.0570919
311,0.044238,0.0450878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375229,0,0.0213791,0.0539955,0,0,0.0209684,0,0,0.0424401,0.0526988,0.0155753,0.0293336,0.0250063,0.0562064,0.0541389,0.05206,0.0763615,0.0556628,0.0146235,0.0624069,0.0329288,0.0333453,0.0062771,0.0351094,0.0129306,0.0222782,0.020104,0,0.0236781,0.0487833,0.0403272,0,0,0.0121581,0,0,0.0162071,0.0759265,0.0368846,0.0142254,0.0286728,0.0559726,0.0277862,0.0411786,0.0670448,0.0654868,0.0363078,0.0254541,0.0166879,0.00628871,0.0295269,0.0583269,0.0524664,0,0.00969577,0.0369925,0.066875,0,0,0,0.0571371
312,0.0451227,0.0445812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037269,0,0.0215271,0.0543899,0,0,0.0210529,0,0,0.0424422,0.052673,0.015418,0.0288201,0.024925,0.0561044,0.05426,0.0517832,0.0762827,0.055797,0.0147285,0.0622548,0.0328669,0.0332311,0.00629228,0.0351007,0.0128309,0.022348,0.0203909,0,0.0239011,0.0488577,0.0404109,0,0,0.0098754,0,0,0.00598157,0.0761668,0.037587,0.0148019,0.0288578,0.0563196,0.0294533,0.041388,0.0670371,0.0652473,0.0364399,0.0252628,0.0163497,0.00598198,0.0297752,0.0597687,0.051469,0,0,0.0369096,0.0673499,0,0,0,0.0568978
313,0.0443141,0.045087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371406,0,0.0216233,0.0546718,0,0,0.0212356,0,0,0.0423783,0.0526811,0.015438,0.0284918,0.0247545,0.0563285,0.0542508,0.0516573,0.0762524,0.0559968,0.0149922,0.0620065,0.0327151,0.033081,0.00639904,0.0350672,0.0130344,0.0221185,0.0208626,0,0.0239527,0.0489965,0.0405365,0,0,0.0121978,0,0,0.0158969,0.0764837,0.0383359,0.0152266,0.0291341,0.0567194,0.0284044,0.0417121,0.0672307,0.0649528,0.0365614,0.0252682,0.0158415,0.00565354,0.0300716,0.0610579,0.0519775,0,0.00970288,0.0371058,0.0667136,0,0,0,0.0567035
314,0.0455942,0.0440421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372779,0,0.0217011,0.0551754,0,0,0.0198703,0,0,0.0350637,0.0527488,0.01544,0.027942,0.0247225,0.0560378,0.0503219,0.0514909,0.0760372,0.0561203,0.0152188,0.0619354,0.032654,0.0329771,0.00652241,0.0351276,0,0.0283805,0.0213544,0,0.0238936,0.0491319,0.0405235,0,0,0.00970339,0,0,0.00623827,0.0769911,0.0389565,0.0156198,0.0293957,0.0570017,0.0301888,0.0421371,0.067536,0.0646884,0.0367493,0.025454,0.0153921,0.0053097,0.0303013,0.0619802,0.0508175,0,0,0.03658,0.0673764,0,0,0,0.0566646
315,0.0447716,0.0445239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037291,0,0.0217968,0.0556389,0,0,0.0198171,0,0,0.0350455,0.0528403,0.0154843,0.027568,0.0247032,0.056044,0.0502693,0.0513863,0.0759478,0.0562813,0.015538,0.0618167,0.032521,0.0327753,0.00654854,0.0351287,0,0.0282987,0.0216524,0,0.0238454,0.0494029,0.0406892,0,0,0.0119454,0,0,0.0159713,0.0774885,0.0393508,0.016045,0.0296177,0.0573152,0.0290837,0.0425454,0.0679185,0.0643937,0.036828,0.0256898,0.0149404,0.0049109,0.030238,0.0622502,0.0514528,0,0.00949012,0.0368077,0.066717,0,0,0,0.0563463
316,0.0448017,0.0445028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374934,0,0.0218882,0.0561712,0,0,0.0196862,0,0,0.0349698,0.0529322,0.0153796,0.0270284,0.0247904,0.0557748,0.0502934,0.0511765,0.0758753,0.0563786,0.0158593,0.0615955,0.0323817,0.0326025,0.00666204,0.0352052,0,0.0282626,0.0217526,0,0.0237242,0.049699,0.0408135,0,0,0.0118785,0,0,0.0159373,0.078051,0.0394972,0.0163793,0.0298358,0.0575554,0.0290552,0.0428721,0.0686025,0.0641169,0.0368096,0.0258955,0.0144362,0.00448481,0.0301031,0.06167,0.0513229,0,0.00935913,0.0367868,0.066673,0,0,0,0.0561964
317,0.0444433,0.0450572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299282,0,0.0232697,0.0575793,0,0,0.0207706,0,0,0.0422935,0.0544224,0.0163564,0.0275859,0.0277799,0.0554848,0.0542492,0.0511846,0.0733364,0.0556471,0.01639,0.060842,0.03268,0.0310654,0.00792982,0.0353628,0.012675,0.0222315,0.0217298,0,0.0235341,0.0505476,0.0410509,0,0,0.0119531,0,0,0.0160849,0.0786979,0.0392143,0.0163429,0.0298703,0.0577657,0.0283609,0.0431248,0.0688733,0.0639909,0.0372143,0.0260761,0.014234,0.00416467,0.0302327,0.0602342,0.0514751,0,0.0092261,0.0370071,0.0663568,0,0,0,0.0558614
318,0.0449228,0.0445284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037738,0,0.0221798,0.0572551,0,0,0.0193833,0,0,0.0349009,0.053166,0.0152953,0.0260869,0.0248599,0.0551287,0.050258,0.0507399,0.0754659,0.0564917,0.0163575,0.061163,0.0320188,0.0322329,0.00666455,0.0353531,0,0.0282082,0.0218647,0,0.0235211,0.0500577,0.0410036,0,0,0.0121473,0,0,0.0163396,0.0789891,0.0391405,0.0167454,0.0300625,0.057955,0.0290125,0.0435058,0.0686495,0.0638018,0.0374299,0.0263916,0.0139255,0.00372157,0.0306145,0.0590974,0.0511658,0,0.00920374,0.0361854,0.0665937,0,0,0,0.0561616
319,0.0446036,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378137,0,0.0223784,0.0577662,0,0,0.0205015,0,0,0.0423486,0.0532138,0.0152295,0.0256386,0.0249063,0.0547195,0.0544002,0.0505147,0.0751823,0.0565354,0.0165492,0.0609826,0.0318659,0.0320563,0.00658778,0.0354932,0.0127323,0.022161,0.0219538,0,0.0235927,0.0501143,0.0411556,0,0,0.0121721,0,0,0.0164384,0.0792062,0.0386969,0.0171631,0.0300282,0.0580337,0.0285226,0.0435538,0.0680883,0.0636369,0.0378046,0.0267233,0.0136876,0.00335784,0.0310335,0.0580159,0.0512263,0,0.00905651,0.0366836,0.0663616,0,0,0,0.055901
320,0.044757,0.0449215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380275,0,0.0225247,0.0581085,0,0,0.0203554,0,0,0.0422754,0.0531915,0.0151111,0.0252457,0.0249247,0.0544089,0.054425,0.0502726,0.0749286,0.0565927,0.0168259,0.0608517,0.0317195,0.031898,0.00680603,0.0355216,0.0128252,0.0220027,0.0220898,0,0.0236858,0.0500759,0.0412049,0,0,0.0121505,0,0,0.0163563,0.0792012,0.038193,0.0173275,0.0300749,0.0581766,0.0285463,0.0434047,0.0678221,0.0634573,0.0380239,0.0270157,0.0135078,0.00344752,0.0314305,0.0570579,0.0510872,0,0.00891069,0.0366066,0.0663771,0,0,0,0.0555179
321,0.0453105,0.0443608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381798,0,0.0227377,0.0583611,0,0,0.0188336,0,0,0.0347517,0.053193,0.0150471,0.0249782,0.0249798,0.0542057,0.0502868,0.050015,0.0746356,0.0566339,0.0171127,0.0606716,0.0315635,0.031682,0.00687909,0.0356508,0,0.0281687,0.0220324,0,0.0234569,0.0500509,0.0411599,0,0,0.0122058,0,0,0.0162935,0.0791925,0.037844,0.0174438,0.0300541,0.0583138,0.0291314,0.043369,0.0676883,0.0632675,0.038047,0.0272107,0.013554,0.00356755,0.0317797,0.0560415,0.0508372,0,0.00874622,0.0358921,0.0665998,0,0,0,0.0552826
322,0.0454605,0.0442901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382556,0,0.0230075,0.0586132,0,0,0.0187554,0,0,0.0347426,0.0531797,0.0150629,0.0247779,0.0250765,0.0539765,0.0502335,0.0497526,0.0743087,0.0566455,0.0173602,0.0604783,0.0314093,0.031455,0.00688254,0.0357321,0,0.0281678,0.021766,0,0.0232377,0.0500326,0.0411491,0,0,0.0123104,0,0,0.0164731,0.0792393,0.0375316,0.0176421,0.0300548,0.0584071,0.0291791,0.0431756,0.0675882,0.0630468,0.0379286,0.0272887,0.0137812,0.00373465,0.0319562,0.0552668,0.050726,0,0.00860306,0.035743,0.0666059,0,0,0,0.0552418
323,0.0455823,0.0442167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385546,0,0.0231954,0.0587709,0,0,0.0187194,0,0,0.0347505,0.0530914,0.0150535,0.0245845,0.0251353,0.0538214,0.0502823,0.0495381,0.0740792,0.0566736,0.01755,0.0603693,0.0312945,0.0313317,0.00708953,0.0358041,0,0.0282499,0.0215074,0,0.0230691,0.0499836,0.0411533,0,0,0.0122546,0,0,0.0163345,0.0792134,0.0371031,0.0178219,0.0300889,0.0584978,0.0292115,0.0427831,0.0674188,0.0628282,0.0376379,0.0272646,0.0140469,0.00395955,0.032026,0.0542276,0.050612,0,0.00844576,0.0356656,0.0666132,0,0,0,0.0553168
324,0.0452111,0.0446972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038605,0,0.0233912,0.0589885,0,0,0.0199405,0,0,0.0424316,0.0529713,0.0150683,0.0244622,0.0252812,0.0536095,0.0545278,0.049365,0.0738645,0.0566717,0.0175971,0.0602829,0.0312724,0.0312566,0.00707669,0.0359516,0.0126003,0.0225257,0.021287,0,0.0228974,0.0499991,0.0412757,0,0,0.0121051,0,0,0.0160508,0.0791072,0.0365064,0.0180249,0.0300282,0.0585626,0.0287789,0.0423554,0.0667632,0.0626772,0.0373429,0.027265,0.0142475,0.00431688,0.0321371,0.0533986,0.0506349,0,0.00833564,0.0361783,0.0663331,0,0,0,0.0554079
325,0.0458396,0.0441761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030845,0,0.0246575,0.0584342,0,0,0.0184933,0,0,0.0347432,0.0550393,0.0167508,0.0248254,0.0291391,0.0536555,0.050144,0.0496689,0.0712391,0.0557878,0.0180596,0.0595838,0.031601,0.0298053,0.00590095,0.0359263,0,0.0283131,0.0253289,0,0.0218261,0.0517446,0.0413503,0,0,0.0122311,0,0,0.016138,0.0785658,0.0329878,0.0181324,0.0302628,0.0584929,0.0292473,0.0416501,0.0651601,0.0624195,0.0377543,0.0289316,0.0108673,0.00499987,0.0335619,0,0.0504419,0,0.0082152,0.0357792,0.0662609,0,0,0,0.0548325
326,0.0453352,0.0446274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383818,0,0.0236124,0.0587248,0,0,0.0196924,0,0,0.0425315,0.0526678,0.0150459,0.0243686,0.0256439,0.0533791,0.0545178,0.049065,0.0734394,0.0566074,0.0174972,0.0601063,0.0312754,0.0310859,0.00684943,0.0361026,0.0125831,0.0227067,0.0211263,0,0.0231616,0.0508641,0.0413895,0,0,0.012264,0,0,0.01628,0.078918,0.035125,0.0183292,0.0296816,0.0589178,0.0291032,0.041189,0.0654867,0.0624659,0.0368039,0.0273843,0.0149452,0.00518835,0.0324349,0.0519419,0.0502541,0,0.00821782,0.0362065,0.0661029,0,0,0,0.0551034
327,0.045798,0.0440959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384475,0,0.023702,0.0587285,0,0,0.0183714,0,0,0.0348482,0.0525449,0.0150623,0.0243774,0.0257598,0.0534144,0.0501807,0.0489156,0.0731736,0.0565707,0.0175055,0.0599259,0.0312319,0.0309366,0.00681555,0.0359774,0,0.0284947,0.0209844,0,0.0228743,0.0508418,0.0413825,0,0,0.0125088,0,0,0.0164699,0.0786801,0.0341874,0.018509,0.0294799,0.0590771,0.0298476,0.0406732,0.06491,0.0623296,0.0362623,0.0275536,0.0153824,0.0055209,0.0327244,0.0507129,0.0499024,0,0.00816191,0.0356836,0.0662038,0,0,0,0.0550449
328,0.0458704,0.0440356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386608,0,0.0238754,0.0589167,0,0,0.0181731,0,0,0.0349751,0.0525705,0.0155521,0.0242892,0.0258646,0.0533701,0.0501698,0.0486075,0.0727956,0.0566181,0.0175175,0.0598765,0.0310648,0.0306133,0.00661276,0.0360805,0,0.0285493,0.020825,0,0.0229092,0.0493783,0.0413889,0,0,0.0127389,0,0,0.0177254,0.0784003,0.0334245,0.0185415,0.0293608,0.0591071,0.0297384,0.0401259,0.0645043,0.0622133,0.0356109,0.0275201,0.0156728,0.00566866,0.032845,0.0492499,0.0496363,0,0.00824762,0.0356437,0.0661423,0,0,0,0.0548162
329,0.0463043,0.043767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389718,0,0.0239332,0.0594122,0,0,0.0180659,0,0,0.0349199,0.0525203,0.0148921,0.0238465,0.0261652,0.0527754,0.0505678,0.0483346,0.0723841,0.0564566,0.0175961,0.0599368,0.0311241,0.0307103,0.00707628,0.0363352,0,0.0286404,0.0208764,0,0.0236647,0.0484409,0.0409202,0,0,0.0187231,0,0,0.0297318,0.0784073,0.0328549,0.0188569,0.0293403,0.0588601,0.027918,0.03964,0.0640979,0.0619248,0.035465,0.0274841,0.0159655,0.00580351,0.032926,0.0479859,0.0487715,0.017024,0.00755152,0.0357748,0.0663313,0,0,0,0.0546302
330,0.0458506,0.044275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392521,0,0.0240138,0.0596132,0,0,0.0191704,0,0,0.0428541,0.0524608,0.0149236,0.0236922,0.0261832,0.0526381,0.0549488,0.048114,0.0720845,0.0564754,0.017706,0.0598877,0.0310121,0.0306095,0.00731283,0.036508,0.0126436,0.0230722,0.0209859,0,0.0241055,0.0481729,0.0410782,0,0,0.0185833,0,0,0.0296331,0.078253,0.0325536,0.0189079,0.0292358,0.058827,0.0275115,0.0392099,0.0640858,0.0616434,0.0353235,0.0273306,0.0161752,0.00596149,0.032864,0.0470662,0.0486148,0.0169184,0.00745873,0.0362942,0.0660411,0,0,0,0.0545292
331,0.046375,0.0437439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039597,0,0.0241102,0.0596631,0,0,0.0179641,0,0,0.0349603,0.0523673,0.0150225,0.0236079,0.0261583,0.0526321,0.0503627,0.047955,0.0719129,0.0565101,0.0178165,0.0598699,0.0309029,0.0305009,0.00760202,0.0363047,0,0.0287371,0.0210224,0,0.0240199,0.0479998,0.0410213,0,0,0.0184958,0,0,0.0294341,0.078029,0.0323775,0.0188048,0.029098,0.0589736,0.0281878,0.0390577,0.0639023,0.0613996,0.035338,0.027243,0.0162835,0.00609743,0.0328018,0.0458183,0.0481306,0.0170119,0.00760042,0.0358272,0.0661964,0,0,0,0.0547222
332,0.0459421,0.0442822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314869,0,0.0250329,0.060038,0,0,0.0190701,0,0,0.0429259,0.0543903,0.016908,0.0238902,0.0302686,0.0526186,0.0547954,0.0482187,0.0695446,0.0556402,0.0176197,0.0589981,0.0309444,0.0287764,0.00496974,0.0364424,0.0125691,0.0231936,0.0210853,0,0.0238783,0.0485408,0.0411579,0,0,0.0182883,0,0,0.0293351,0.0777597,0.0320501,0.0187622,0.0290459,0.0590881,0.0277468,0.0386401,0.0640453,0.0611891,0.0353338,0.0272241,0.016383,0.00608252,0.0328563,0.0446905,0.048045,0.016889,0.00756604,0.0363983,0.0659216,0,0,0,0.0542301
333,0.0459567,0.0443122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371817,0,0.0250184,0.0601364,0,0,0.0190192,0,0,0.0428688,0.0530094,0.0161418,0.0234747,0.0271178,0.0524349,0.0549904,0.0477552,0.0709982,0.0563688,0.017784,0.0593634,0.0307021,0.0297622,0.00505201,0.0364728,0.0127472,0.0230939,0.0212468,0,0.0241649,0.0478302,0.0410814,0,0,0.0182174,0,0,0.0295406,0.0778085,0.0322105,0.018681,0.0291168,0.0590795,0.0278808,0.0386709,0.0642866,0.0609629,0.0355709,0.0273009,0.0164349,0.00589293,0.0328694,0.0439308,0.0477381,0.0167342,0.00756155,0.0364996,0.0658618,0,0,0,0.0543327
334,0.0459801,0.0443502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392766,0,0.0244377,0.059824,0,0,0.0188101,0,0,0.0427951,0.0527199,0.0153427,0.0230807,0.0262417,0.0523414,0.0549191,0.0477526,0.0715071,0.0564988,0.018124,0.0594481,0.0307182,0.0302601,0.00694047,0.0365459,0.0127667,0.0230407,0.0210149,0,0.0244525,0.0480621,0.0410973,0,0,0.0182355,0,0,0.0295517,0.0776355,0.0324972,0.0186231,0.0289565,0.0590267,0.0278785,0.0387829,0.06394,0.0607596,0.0358184,0.0274969,0.0164205,0.0059276,0.0329254,0.0438327,0.0475331,0.016707,0.00747505,0.0364947,0.0657532,0,0,0,0.0545286
335,0.0458944,0.0444251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400951,0,0.0241137,0.059594,0,0,0.0186613,0,0,0.0427743,0.0525313,0.0150007,0.0227978,0.0258179,0.0522006,0.054748,0.0478079,0.0717927,0.0565457,0.018211,0.0595038,0.030702,0.0304803,0.0076765,0.0366121,0.0128728,0.0229539,0.0208848,0,0.0246001,0.0482694,0.0411753,0,0,0.0182417,0,0,0.0296166,0.0775936,0.032669,0.0186909,0.0287385,0.0590403,0.0279602,0.0386822,0.0633103,0.0605554,0.0361236,0.0276236,0.0162544,0.00619937,0.033149,0.0441203,0.0473201,0.0165712,0.0074936,0.0366378,0.0655775,0,0,0,0.0544632
336,0.0462503,0.0442163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411139,0,0.0238224,0.0593615,0,0,0.0186008,0,0,0.0427341,0.0525039,0.0145988,0.0223311,0.0254306,0.0519762,0.0546987,0.0477422,0.072047,0.0566221,0.0183669,0.0596697,0.0306957,0.0306743,0.00860995,0.0366649,0.0129015,0.0228897,0.0210993,0,0.0245124,0.0485346,0.0411657,0,0,0.019198,0,0,0.0280114,0.0775321,0.0329494,0.0185608,0.0287907,0.0589654,0.0282438,0.0383053,0.063686,0.0603109,0.0362258,0.0274538,0.0161534,0.00619787,0.033224,0.0441381,0.046552,0.0168211,0,0.0366947,0.0657559,0,0,0,0.0546037
337,0.0457669,0.0445615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404909,0,0.0239552,0.0592017,0,0,0.018313,0,0,0.0428457,0.0527835,0.0146747,0.0222454,0.0254509,0.0521364,0.0546707,0.0477401,0.0719608,0.0566756,0.0184041,0.059551,0.0306337,0.0304912,0.00777171,0.0368061,0.0126475,0.0232223,0.0214576,0,0.0245608,0.0489618,0.0412714,0,0,0.0180048,0,0,0.0296317,0.0775269,0.0332531,0.018319,0.0289451,0.058981,0.028134,0.037703,0.0644679,0.0599374,0.0362,0.0273598,0.0161888,0.00615106,0.0333489,0.043758,0.046931,0.0161497,0.00763747,0.0368533,0.0653472,0,0,0,0.0543436
338,0.0457258,0.0446871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385736,0,0.0244374,0.0593068,0,0,0.0182119,0,0,0.042869,0.0531066,0.0150839,0.0223298,0.0258666,0.052072,0.0546795,0.0477415,0.0716071,0.05662,0.0181142,0.0593427,0.0306276,0.0301035,0.00565144,0.0368456,0.0127358,0.0231953,0.0212951,0,0.0248585,0.0493405,0.0412854,0,0,0.0180614,0,0,0.0297088,0.0775871,0.0333541,0.0183996,0.0287641,0.0589835,0.0282397,0.0369812,0.0645743,0.05967,0.0362526,0.0275112,0.016201,0.00665133,0.0337019,0.0432077,0.0467365,0.0160776,0.00768443,0.0370137,0.0652266,0,0,0,0.0541507
339,0.0457255,0.0448313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325491,0,0.0246222,0.0592515,0,0,0.0180741,0,0,0.042769,0.0544547,0.0156513,0.0227575,0.028693,0.0521952,0.0544605,0.0481545,0.0700024,0.0558888,0.0178899,0.0590834,0.0310593,0.0291419,0.00465508,0.0368755,0.0127251,0.023088,0.0214368,0,0.0282895,0.0498622,0.041312,0,0,0.0182738,0,0,0.0298754,0.0774222,0.0375365,0.0182128,0.0282535,0.0589711,0.028086,0.035728,0.0633208,0.0594913,0.0358787,0.0269726,0.0178755,0.00746466,0.0326637,0.0418983,0.0466801,0.0160455,0.0077193,0.0370883,0.0650937,0,0,0,0.0541695
340,0.0456168,0.0449369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383139,0,0.0243039,0.0592788,0,0,0.0180526,0,0,0.0426992,0.0530931,0.0148147,0.0222636,0.0256535,0.0520192,0.0544657,0.0477184,0.0715995,0.0566195,0.0177588,0.0595053,0.0307773,0.0301184,0.00511027,0.036913,0.0126768,0.0230447,0.0210118,0,0.0248411,0.0495643,0.0412822,0,0,0.018434,0,0,0.0300108,0.0773242,0.0334262,0.0180421,0.028491,0.0589189,0.0281499,0.0360729,0.0641261,0.059466,0.0363977,0.0277955,0.0161608,0.00744544,0.0334949,0.0443578,0.0465197,0.0159491,0.00783481,0.0372198,0.065041,0,0,0,0.0542907
341,0.0455722,0.0451635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397084,0,0.0237788,0.0585357,0,0,0.0177096,0,0,0.0425793,0.0524859,0.0143379,0.0220633,0.0250514,0.0515515,0.0540473,0.0479657,0.0722106,0.0564822,0.0175757,0.060007,0.0309585,0.0306389,0.00619644,0.0369949,0.0128041,0.0227654,0.020285,0,0.0323937,0.0492731,0.0415666,0,0,0.0183565,0,0,0.0299823,0.0763461,0,0.018458,0.0294825,0.0588637,0.0281272,0.0340698,0.0615275,0.0602298,0.0357621,0.0236015,0.0199202,0.009652,0.0273795,0.0467207,0.0465078,0.015874,0.00790913,0.0376093,0.0645871,0,0,0,0.0548314
342,0.0460195,0.0447417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407496,0,0.0234015,0.0582499,0,0,0.0162962,0,0,0.0344641,0.0523131,0.0140459,0.0218879,0.0247431,0.0515022,0.0494895,0.0478022,0.072719,0.0565006,0.0175609,0.0601611,0.0309478,0.0308334,0.00713271,0.036886,0,0.0283486,0.0194135,0,0.032787,0.0492294,0.0414924,0,0,0.0181059,0,0,0.0300002,0.0760078,0,0.0182785,0.0292759,0.058894,0.0284739,0.033869,0.0614118,0.0601912,0.0356804,0.0237501,0.019935,0.00992585,0.0274363,0.048292,0.0462566,0.0157599,0.00806485,0.0370512,0.0647372,0,0,0,0.0550201
