Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHIP,LTIB,LILC,
42,0.0289754,0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340832,0,0.0233576,0.05296,0,0,0.00611987,0,0,0.0310082,0.057021,0.0292987,0.0272527,0.0598821,0.0239263,0.0413315,0.0710699,0,0.0656571,0.0369592,0.0368251,0.0155678,0.0383228,0,0.0199883,0.0205337,0,0.0278684,0.0498423,0.0468506,0,0,0.010501,0,0,0.0348872,0.0780599,0.0159512,0.0283739,0.0263139,0.0656217,0.0454952,0.0337601,0.0544898,0.0620287,0.0443536,0.0286283,0.0261736,0.0147198,0.0372754,0.0210275,0.0444298,0.00705322,0.0207081,0.0454967,0.0501674,0,0,0,0,0.0612138,0.129294,0
43,0.0290567,0.0545145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335683,0,0.0248181,0.0515991,0,0,0.00599313,0,0,0.0315765,0.056986,0.0306864,0.0288597,0.0587306,0.0235561,0.0420426,0.0699743,0.0512607,0.0669528,0.0377615,0.035633,0.0188556,0.0382086,0,0.0193473,0.0204692,0,0.0285687,0.0475383,0.0467234,0,0,0.0108809,0,0,0.0350423,0.0783712,0.0160383,0.0285343,0.026834,0.0653432,0.0462623,0.0339174,0.0542307,0.0616033,0.0439734,0.0288396,0.0261458,0.0147226,0.0373118,0.0211543,0.0440236,0.00695082,0.0212753,0.0459255,0.0499935,0,0,0,0.0205287,0.0615837,0.129185,0
44,0.0286058,0.0547125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329566,0,0.0234129,0.0520136,0,0,0.00625896,0,0,0.03077,0.0572402,0.028485,0.0275848,0.0599553,0.025234,0.0418436,0.0710597,0,0.0657352,0.0369295,0.0361664,0.0155705,0.0381747,0,0.0205554,0.0211964,0,0.0277006,0.0493419,0.0469391,0,0,0.0120527,0,0,0.0337973,0.0778349,0.0156845,0.0285653,0.0267084,0.0653627,0.0463421,0.0338127,0.0544968,0.0620484,0.0445056,0.028762,0.0259826,0.0146498,0.0374468,0.020347,0.0444834,0.0107299,0.0175855,0.0457408,0.049963,0,0,0,0,0.0615417,0.129545,0
45,0.0285818,0.0551093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334973,0,0.0245787,0.0485023,0,0,0.0067887,0,0,0.031151,0.0579133,0.0262117,0.0304361,0.0600134,0.0249551,0.0431994,0.069111,0.0546145,0.0676364,0.0389903,0.0361624,0.0151724,0.0379709,0,0.0200621,0.0229603,0,0.0272695,0.0471155,0.0468579,0,0,0.0117273,0,0,0.0342981,0.0774784,0.01404,0.0289759,0.028047,0.0657151,0.0468367,0.0332831,0.0546794,0.0613365,0.0435554,0.0292494,0.0260083,0.0149391,0.0380156,0.0184748,0.0443268,0.0132048,0.0168021,0.0458856,0.0499655,0,0,0,0,0.0635074,0.128725,0
46,0.0287773,0.0547117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332662,0,0.0242066,0.0493017,0,0,0.00605852,0,0,0.0313727,0.0583551,0.0267439,0.0297403,0.0591269,0.0234206,0.0428978,0.0691708,0.0538094,0.0670814,0.0384437,0.0356847,0.0156936,0.0383246,0,0.0196303,0.0206721,0,0.0281239,0.048522,0.0468344,0,0,0.0106242,0,0,0.0355357,0.077246,0.0161222,0.0290129,0.0264456,0.0650293,0.0461615,0.0337245,0.0545752,0.0616757,0.0436167,0.0288183,0.0263713,0.0151635,0.0372291,0.020981,0.0440071,0.00634408,0.0212701,0.0459682,0.0499848,0,0,0,0,0.0621875,0.128977,0
47,0.0286181,0.0540489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288458,0,0.024464,0.0463927,0,0,0.00594528,0,0,0.0305684,0.0612602,0.0195867,0.032845,0.0593458,0.0237608,0.0416934,0.0660645,0.0513391,0.0704456,0.042652,0.0399129,0.0146473,0.038009,0,0.0207281,0.0198967,0,0.0285574,0.0479502,0.047303,0,0,0.0114587,0,0,0.0354732,0.0767767,0.0157072,0.0284873,0.0267574,0.0657964,0.0473527,0.0329163,0.0542903,0.0612919,0.0429931,0.0290131,0.0261273,0.0148279,0.0375714,0.021683,0.043492,0.00720172,0.022261,0.0453408,0.0510375,0,0,0,0,0,0.12642,0
48,0.0288657,0.0544052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03062,0,0.0248004,0.0493381,0,0,0.00629377,0,0,0.0308839,0.0588486,0.0276003,0.0298984,0.059364,0.0230555,0.0439943,0.0686763,0.0536371,0.0668433,0.0382898,0.0349388,0.017488,0.0382052,0,0.0198305,0.0205791,0,0.0285761,0.0478704,0.0470148,0,0,0.0110911,0,0,0.0354328,0.0774504,0.0161777,0.0285653,0.0269566,0.0653151,0.046688,0.0337388,0.0542536,0.0616775,0.0440165,0.0289977,0.0259858,0.0146832,0.0375166,0.0211211,0.0438868,0.00708121,0.0216493,0.0457559,0.050265,0,0,0,0.0176418,0.0611952,0.129192,0
49,0.0288493,0.054637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300627,0,0.0248789,0.0490716,0,0,0.00632662,0,0,0.0306961,0.0591336,0.0273523,0.0302563,0.0593798,0.0231609,0.0444501,0.0683833,0.0534007,0.0665524,0.0381324,0.034582,0.0173017,0.0381769,0,0.0198857,0.0205696,0,0.0285771,0.0481042,0.0470871,0,0,0.0111662,0,0,0.0353575,0.0772698,0.016257,0.0284777,0.0268997,0.0652407,0.0467349,0.0337044,0.0542696,0.0617074,0.0440413,0.0290004,0.0259536,0.0146641,0.0375583,0.0211753,0.0438812,0.00698759,0.0217561,0.0457402,0.0503098,0,0,0,0.0174562,0.0613609,0.129385,0
50,0.0289124,0.0552285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297623,0,0.0250556,0.0487738,0,0,0.00647438,0,0,0.0304807,0.0593531,0.0269849,0.0306076,0.0596673,0.0229489,0.0442456,0.0682197,0.0529418,0.0661865,0.0380177,0.0343498,0.0168675,0.0383546,0,0.019948,0.0205217,0,0.0286249,0.0480756,0.0472051,0,0,0.0111672,0,0,0.0352695,0.0771319,0.0163034,0.0284412,0.0269257,0.0653441,0.0467308,0.0336822,0.0543122,0.0616545,0.0440405,0.0290375,0.0258964,0.0146474,0.0375975,0.0212693,0.0438512,0.00705358,0.0216092,0.0455582,0.0503672,0,0,0,0.0177786,0.0621425,0.129479,0
51,0.0286986,0.0552584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259548,0,0.0255757,0.0459627,0,0,0.00652095,0,0,0.0299717,0.0615773,0.02082,0.0336283,0.0596311,0.0231788,0.0434702,0.0656131,0.0501096,0.0687386,0.0415345,0.0379496,0.0163692,0.0380346,0,0.0206176,0.0200244,0,0.0288002,0.0471958,0.0475871,0,0,0.01152,0,0,0.0355251,0.0766631,0.0161322,0.0286361,0.0269239,0.065945,0.0475469,0.0332083,0.0542847,0.0612,0.0432917,0.0291944,0.0260371,0.0149034,0.0376585,0.0217776,0.0434541,0.00737701,0.022068,0.045295,0.0509319,0,0,0,0.0202747,0,0.127418,0
52,0.0286683,0.0550069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264289,0,0.0252639,0.0449691,0,0,0.00651357,0,0,0.0297118,0.0626339,0.0175835,0.0345527,0.0600996,0.0236009,0.0438404,0.0651017,0.0493937,0.0689609,0.042077,0.038854,0.0137485,0.037734,0,0.0211733,0.0196609,0,0.0286543,0.0481542,0.0476759,0,0,0.0114292,0,0,0.0353553,0.0760258,0.0159623,0.0284157,0.0267526,0.0659121,0.0475005,0.0327566,0.054337,0.0612616,0.0431365,0.0290443,0.0258917,0.0147615,0.0377116,0.0221287,0.0435185,0.00724778,0.0224299,0.0450124,0.0513028,0,0,0,0,0,0.126784,0
53,0.0289245,0.0553059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292943,0,0.0248403,0.0475527,0,0,0.00668256,0,0,0.0300677,0.0606021,0.0234454,0.0320476,0.0604878,0.0232775,0.0453188,0.0677572,0.0515262,0.0656599,0.0380826,0.0346062,0.0133678,0.0380139,0,0.0205967,0.0203688,0,0.0285211,0.0490239,0.0473048,0,0,0.0108973,0,0,0.0352152,0.0762135,0.0163342,0.0281305,0.0266508,0.0652919,0.0464628,0.0332809,0.0544632,0.0616934,0.0438884,0.0287747,0.0258501,0.0146618,0.0375299,0.0214999,0.0439487,0.00705752,0.0217566,0.0452964,0.0506218,0,0,0,0,0.062206,0.129224,0
54,0.0290171,0.0553047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285916,0,0.0241264,0.0496998,0,0,0.00699565,0,0,0.0296517,0.0598939,0.0243373,0.0299273,0.0612934,0.0233211,0.0453879,0.0692586,0,0.063463,0.0360936,0.0337428,0.0131069,0.0383487,0,0.0209662,0.0206684,0,0.0281727,0.050337,0.0473357,0,0,0.0106077,0,0,0.0351456,0.0762097,0.0164977,0.027895,0.0264184,0.0651616,0.0457306,0.0335926,0.0545675,0.0621403,0.0445232,0.0286535,0.0257412,0.0145465,0.0374799,0.0212927,0.0444456,0.00738903,0.0212396,0.0450954,0.050465,0,0,0,0,0.0603202,0.130706,0
55,0.0286534,0.0550698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282433,0,0.0248589,0.0455658,0,0,0.00705667,0,0,0.029164,0.062918,0.0231267,0.0363055,0.0608389,0.0232296,0.0457583,0.0646875,0.047719,0.0682788,0.0405543,0.0345867,0.019018,0.0380863,0,0.0216079,0.0196591,0,0.0287519,0.0473623,0.0479374,0,0,0.0118001,0,0,0.0354204,0.0763786,0.0158624,0.0282058,0.0271893,0.0665955,0.0476453,0.0329776,0.0539199,0.0611754,0.0433497,0.0294148,0.0255904,0.0147414,0.0380452,0.022274,0.0435059,0.00757944,0.0224947,0.0446901,0.0514509,0,0,0,0.0194941,0,0.126884,0
56,0.0288746,0.0553586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277551,0,0.0253945,0.0473875,0,0,0.00687856,0,0,0.0298125,0.0613084,0.0222234,0.0334087,0.0608624,0.0231042,0.0469162,0.0674845,0.0503476,0.0648722,0.0379048,0.0341798,0.0130002,0.03823,0,0.0208849,0.0205182,0,0.0283707,0.0494017,0.0474837,0,0,0.0111407,0,0,0.0355295,0.0759153,0.0162966,0.0282523,0.0265254,0.0654305,0.0464074,0.033247,0.0543755,0.0616597,0.0437,0.0290531,0.025906,0.0148352,0.0376035,0.0215012,0.0439772,0.00728882,0.0215213,0.0450916,0.0507315,0,0,0,0,0.0600088,0.12911,0
57,0.0289563,0.0549682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330307,0,0.0243344,0.0470155,0,0,0.0072006,0,0,0.0290851,0.0619351,0.0267689,0.0356689,0.0614083,0.0231565,0.0489373,0.0672313,0.0492662,0.0651307,0.0371351,0.030361,0.0169983,0.0383772,0,0.0215212,0.020054,0,0.0283959,0.049508,0.0476343,0,0,0.0110944,0,0,0.0349252,0.0761988,0.0161756,0.0279945,0.0266847,0.065739,0.0462685,0.0330649,0.0541317,0.0616297,0.0438167,0.0292236,0.0255926,0.0146289,0.0377849,0.0219773,0.0439173,0.00718895,0.022022,0.0446186,0.0511464,0,0,0,0,0.0589173,0.128331,0
58,0.0292316,0.0548018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288743,0,0.0242515,0.0489433,0,0,0.00705924,0,0,0.0291005,0.0610104,0.0243442,0.0322465,0.0618922,0.023178,0.0483819,0.0692046,0,0.0625285,0.0351108,0.0314058,0.013426,0.03792,0,0.0215796,0.0204758,0,0.0281626,0.0510162,0.0477394,0,0,0.00888963,0,0,0.0233937,0.0763305,0.016606,0.0280656,0.0262703,0.0653006,0.0405673,0.0333939,0.0543727,0.062112,0.0444308,0.0289807,0.0255353,0.0145286,0.0375174,0.0216627,0.0453854,0,0.0212436,0.0444839,0.0510243,0,0,0,0,0.0587033,0.129608,0
59,0.0289281,0.0549036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246534,0,0.0265737,0.0437269,0,0,0.00691388,0,0,0.0291658,0.0639924,0.015979,0.0360923,0.0608106,0.0236808,0.0468674,0.0653767,0.0474389,0.0681998,0.0413954,0.0379584,0.0134644,0.038021,0,0.0216932,0.0196751,0,0.028547,0.0489906,0.0477288,0,0,0.0117447,0,0,0.035495,0.0757271,0.0158876,0.0283284,0.0266246,0.0658416,0.0470043,0.0323897,0.0540511,0.0612436,0.0428613,0.0294828,0.0254108,0.014743,0.0378795,0.0224484,0.0433792,0.00745547,0.0221524,0.0444579,0.0516907,0,0,0,0,0,0.126077,0
60,0.0289057,0.0549159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022672,0,0.0271264,0.0445341,0,0,0.00712346,0,0,0.0292194,0.0635059,0.0183779,0.0355772,0.0606725,0.0233214,0.0463823,0.0655028,0.0477432,0.0677552,0.0409157,0.0371961,0.0164965,0.0380652,0,0.021603,0.020164,0,0.028823,0.048007,0.0478186,0,0,0.0118396,0,0,0.035629,0.0761914,0.0159616,0.0285667,0.0268774,0.0661188,0.0471426,0.0327218,0.0538213,0.0611822,0.0430924,0.0296335,0.025343,0.0147986,0.0380566,0.0219919,0.0433337,0.00779653,0.0219267,0.0444727,0.051604,0,0,0,0.0203786,0,0.126271,0
61,0.0290547,0.0546814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246466,0,0.0265947,0.0468651,0,0,0.00713899,0,0,0.0292835,0.0620779,0.0236867,0.0352429,0.0611667,0.0228988,0.0484061,0.0674015,0.0493313,0.0640708,0.03714,0.0322002,0.0163666,0.0376272,0,0.0216007,0.0208451,0,0.028739,0.0488391,0.0479779,0,0,0.00960577,0,0,0.0236491,0.0764529,0.0164613,0.0285126,0.0267085,0.065885,0.0414873,0.0332861,0.0538931,0.0615914,0.0438908,0.0294105,0.0253613,0.0147063,0.0378977,0.0214285,0.044746,0,0.0216167,0.0443193,0.0514559,0,0,0,0.0188209,0.0585886,0.1277,0
62,0.0290898,0.0546639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233874,0,0.0273538,0.0467275,0,0,0.00704255,0,0,0.0293118,0.0621984,0.0229159,0.0351486,0.0611255,0.0228305,0.0490853,0.0675035,0.0493343,0.0639322,0.0372963,0.0328541,0.0161805,0.0377987,0,0.0216135,0.0209015,0,0.0287005,0.0488918,0.0479358,0,0,0.00961894,0,0,0.0235759,0.0762573,0.0165058,0.0283246,0.0266984,0.0657797,0.0413173,0.0332446,0.0539687,0.0616159,0.0437989,0.0293226,0.0252881,0.0146378,0.0379037,0.0214485,0.044744,0,0.0215392,0.0442553,0.0515076,0,0,0,0.0183814,0.0590996,0.127309,0
63,0.0293819,0.0549692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268676,0,0.0251468,0.0487084,0,0,0.00717867,0,0,0.0291908,0.0606878,0.021977,0.0312094,0.0615118,0.0235141,0.0489495,0.0702329,0,0.0624144,0.0354339,0.0327111,0.012666,0.0385877,0,0.0215226,0.0238859,0,0.0312492,0.0504596,0.047261,0,0,0.0106697,0,0,0.0346877,0.0758793,0.0199971,0.0276371,0.0252447,0.0648522,0.0447836,0.03282,0.0541987,0.0620801,0.0433881,0.0272744,0.0273535,0.0148363,0.0354818,0.0187402,0.0440251,0.00746638,0.0209003,0.0443663,0.0511136,0,0,0,0,0.0591485,0.128934,0
64,0.0292541,0.0549053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261941,0,0.0267385,0.0466557,0,0,0.00704806,0,0,0.0291472,0.0622022,0.0204014,0.0348564,0.0608975,0.0237708,0.0491676,0.0682345,0.0491478,0.0641816,0.0373842,0.0333369,0.0121902,0.0384437,0,0.0215474,0.0207332,0,0.0285177,0.0497819,0.0473738,0,0,0.0110372,0,0,0.0350535,0.0753631,0.0165258,0.0282023,0.0263555,0.0651366,0.0454255,0.0328093,0.0540511,0.0618064,0.0433555,0.0291297,0.0253027,0.0145857,0.0379174,0.0218459,0.0436216,0.00771479,0.0210457,0.0443202,0.0514055,0,0,0,0,0.0611522,0.126695,0
65,0.0288605,0.0549532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236837,0,0.0271682,0.0472846,0,0,0.00783286,0,0,0.0288525,0.061655,0.0221285,0.0345553,0.0594516,0.0221748,0.0486033,0.0681873,0.0492703,0.064055,0.0372245,0.0329519,0.0157185,0.0385496,0,0.0209656,0.0206196,0,0.0285343,0.0505006,0.0482104,0,0,0.0116867,0,0,0.0352473,0.0751001,0.0175781,0,0.0264087,0.0679322,0.0471976,0.0346263,0.0553902,0.062349,0.043282,0.028738,0.0246485,0.0139054,0.0375163,0.0224948,0.0429951,0.00740486,0.0220642,0.0452871,0.0502598,0,0,0,0.0174568,0.0603769,0.123879,0
66,0.029267,0.0547759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259032,0,0.0265469,0.0465855,0,0,0.00677049,0,0,0.0293544,0.0622909,0.019895,0.0343115,0.0607986,0.0238162,0.0495798,0.0684542,0.0492336,0.0643595,0.0375078,0.033702,0.0124307,0.0386752,0,0.021736,0.0211426,0,0.0284953,0.0493941,0.0472535,0,0,0.0107775,0,0,0.0345215,0.0750289,0.0165075,0.0287135,0.0262697,0.0649967,0.0449164,0.0328586,0.0539611,0.0618503,0.0432148,0.0291017,0.0253685,0.0145078,0.0379521,0.0216363,0.0436466,0.0070041,0.0212782,0.0441753,0.0515642,0,0,0,0,0.0596846,0.125778,0
67,0.0292639,0.0544725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265104,0,0.0264026,0.0465966,0,0,0.0066143,0,0,0.0294674,0.0622193,0.0195396,0.0339336,0.0608357,0.0237668,0.0495833,0.0685745,0.0492683,0.0645402,0.0375938,0.0338825,0.0117599,0.0379522,0,0.0218349,0.021265,0,0.0284414,0.0493003,0.0475335,0,0,0.00925532,0,0,0.0232652,0.0746714,0.0165092,0.0282571,0.0262577,0.0649972,0.0404739,0.0328426,0.0540611,0.0619061,0.0430783,0.0291343,0.0252654,0.014442,0.0378676,0.021615,0.0446466,0,0.0210311,0.0440248,0.0518054,0,0,0,0,0.0594505,0.125489,0
68,0.0292577,0.0547173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248938,0,0.0269838,0.0473127,0,0,0.00692188,0,0,0.029257,0.0618675,0.0216107,0.0336617,0.0605379,0.023876,0.0486911,0.0684695,0.0494763,0.064395,0.0373214,0.0333957,0.0142686,0.0385433,0,0.0215951,0.0217781,0,0.0286231,0.0482716,0.0472594,0,0,0.0109691,0,0,0.0342188,0.0750649,0.0164339,0.0281095,0.0265468,0.0652599,0.0447396,0.0331004,0.0540209,0.0618465,0.0432298,0.0293668,0.025151,0.0144824,0.0379575,0.0211579,0.0434669,0.00768322,0.0205711,0.0442112,0.0515707,0,0,0,0.0180463,0.0591126,0.125228,0
69,0.0292261,0.0546413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250598,0,0.0264975,0.04491,0,0,0.00640263,0,0,0.029273,0.0633099,0.0165917,0.034904,0.0600752,0.0248454,0.0482763,0.0671686,0.0476939,0.0667702,0,0.0363646,0.0128347,0.0383441,0,0.0219629,0.0213097,0,0.0284763,0.0484081,0.0472519,0,0,0.011195,0,0,0.0343988,0.0742132,0.0162493,0.027965,0.0264087,0.0652577,0.0450953,0.0324194,0.0542598,0.0616086,0.0424038,0.0294167,0.0251939,0.0145059,0.0379692,0.0217505,0.0431367,0.00773333,0.0206322,0.0441158,0.0519667,0,0,0,0,0.061817,0.123356,0
70,0.0290414,0.054724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260875,0,0.02614,0.0468122,0,0,0.0072011,0,0,0.0292231,0.0614493,0.019114,0.0337906,0.058986,0.0235442,0.0493133,0.0690709,0.0491063,0.064398,0.0375075,0.033904,0.0122321,0.0385139,0,0.0214141,0.0237479,0,0.0311469,0.0502753,0.0478277,0,0,0.0115347,0,0,0.0350691,0.074326,0.0207227,0,0.0254174,0.0675475,0.0460822,0.0338223,0.0559395,0.0624538,0.0418421,0.0270376,0.0268368,0.0141932,0.0351126,0.0200389,0.0428445,0.00747635,0.0214729,0.0450302,0.0506545,0,0,0,0,0.0592717,0.122232,0
71,0.0293696,0.054614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257559,0,0.0268935,0.0471071,0,0,0.00655199,0,0,0.029518,0.0618065,0.0213154,0.0332672,0.0598812,0.0248504,0.0486206,0.068625,0.0494945,0.064377,0.0371332,0.0336025,0.0132885,0.0385594,0,0.0218886,0.0222355,0,0.0283118,0.0486467,0.0470745,0,0,0.0109618,0,0,0.0348393,0.0756154,0.0163545,0.0271588,0.0270334,0.0653252,0.0441675,0.0330406,0.0549064,0.0621035,0.0427406,0.0291588,0.0253908,0.0144542,0.0379536,0.0210985,0.0434465,0.00775712,0.0204106,0.0441581,0.0516166,0,0,0,0.0177328,0.059102,0.124006,0
72,0.0294609,0.0545175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276159,0,0.0263836,0.046389,0,0,0.00613471,0,0,0.0295722,0.0621058,0.0193553,0.0334965,0.0598578,0.0255686,0.0489598,0.0685723,0.0493034,0.0645529,0.0374669,0.0340439,0.0104527,0.0384236,0,0.0221398,0.0217861,0,0.028055,0.0494134,0.0468655,0,0,0.0106866,0,0,0.0342936,0.0753261,0.0165497,0.0269027,0.0267665,0.064945,0.0434813,0.0327706,0.0554156,0.062296,0.0422934,0.0288725,0.0254453,0.0144187,0.0377829,0.0217484,0.0434574,0.00687504,0.0206771,0.0440579,0.0518081,0,0,0,0,0.0593219,0.12353,0
73,0.0293768,0.0540937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313451,0,0.0258189,0.0433037,0,0,0.00556728,0,0,0.0299414,0.0629623,0.014107,0.032711,0.0592795,0.0259122,0.0472329,0.0684664,0.048318,0.0689564,0.0410518,0.0392003,0.00610785,0.0375536,0,0.0225583,0.0213238,0,0.0279817,0.0475238,0.0472617,0,0,0.00968171,0,0,0.0232167,0.0750315,0.016156,0.0269042,0.02699,0.0655469,0.0403968,0.0323211,0.0557955,0.0618661,0.0411666,0.0289526,0.0253759,0.0144661,0.0378816,0.0223657,0.0438156,0,0.0210586,0.0437923,0.052634,0,0,0,0,0,0.121005,0
74,0.0295507,0.0544106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264045,0,0.0268545,0.0475449,0,0,0.00595589,0,0,0.0298313,0.0614949,0.0211784,0.0331061,0.0597174,0.0258829,0.0487769,0.0684937,0.0494957,0.0643075,0.0373001,0.0336686,0.012228,0.03841,0,0.0222952,0.0224809,0,0.0276451,0.0474124,0.0467511,0,0,0.0107776,0,0,0.0339976,0.0763222,0.016733,0.026803,0.0268757,0.0657311,0.0432393,0.0334856,0.0563226,0.0624854,0.0425082,0.0284779,0.0253308,0.0142378,0.0376203,0.0213905,0.0432559,0.00766033,0.0199845,0.0439905,0.0520533,0,0,0,0.0173839,0.0591556,0.123374,0
75,0.0297409,0.0541597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335287,0,0.0250022,0.0491957,0,0,0.0056116,0,0,0.0299434,0.0587535,0.0217601,0.0278338,0.0600542,0.0260897,0.0478278,0.0726268,0,0.0632813,0.0348317,0.0340686,0.00666454,0.037934,0,0.0224832,0.0225179,0,0.0272068,0.0474879,0.0467951,0,0,0.00839947,0,0,0.0225063,0.0766336,0.0174502,0.026776,0.0264872,0.0655607,0.038383,0.0340988,0.0570969,0.0629488,0.0428049,0.0278096,0.0253537,0.0139528,0.0372612,0.0217098,0.0447309,0,0.0198756,0.0437779,0.0520484,0,0,0,0.0167579,0.0585665,0.124986,0
76,0.0296689,0.0543027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268751,0,0.0269057,0.0480321,0,0,0.00534587,0,0,0.0300594,0.0612025,0.0211917,0.033158,0.0597616,0.0270265,0.0483996,0.068439,0.0495582,0.0643827,0.0371053,0.033611,0.0117725,0.0381312,0,0.0226579,0.0221129,0,0.026971,0.0465415,0.0464673,0,0,0.0108655,0,0,0.0345685,0.0768749,0.0177049,0.0268747,0.026367,0.0661717,0.0428029,0.0340371,0.0574511,0.0629066,0.042318,0.0275625,0.0253812,0.0138059,0.0370959,0.0223938,0.0432544,0.00765945,0.0199944,0.0437276,0.0525076,0,0,0,0.016945,0.060338,0.123085,0
77,0.0297311,0.0542391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269843,0,0.026829,0.0481896,0,0,0.00499423,0,0,0.0301598,0.0611826,0.0209609,0.033125,0.059737,0.0274842,0.0479615,0.0683863,0.0495148,0.0643515,0.0373302,0.0336628,0.011478,0.0380393,0,0.0228751,0.0215133,0,0.0266243,0.0460089,0.0463526,0,0,0.0108997,0,0,0.0346209,0.0772265,0.0184683,0.0266631,0.0259051,0.0663855,0.0425478,0.034402,0.0580659,0.0631772,0.0421857,0.0271991,0.0252503,0.0135095,0.0366698,0.0234025,0.0431089,0.00752936,0.0200334,0.0435625,0.0527639,0,0,0,0.0166055,0.0596019,0.122955,0
78,0.0298249,0.0541444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268157,0,0.0268396,0.0483483,0,0,0.00464779,0,0,0.0303023,0.0611504,0.0209048,0.0332005,0.0597019,0.0280516,0.0478457,0.0683594,0.0494137,0.0641521,0.0374135,0.0336574,0.011252,0.0379025,0,0.0231233,0.0207624,0,0.0262141,0.0454353,0.0462064,0,0,0.0107546,0,0,0.0342091,0.0776568,0.0192037,0.026352,0.0254011,0.0666475,0.042217,0.0348272,0.0587438,0.0634415,0.0420626,0.0268065,0.0249647,0.0130984,0.0361416,0.02447,0.0430495,0.00717639,0.020311,0.043356,0.0530533,0,0,0,0.0163418,0.0594656,0.122963,0
79,0.0299457,0.0537517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028321,0,0.0263537,0.0481484,0,0,0.00418642,0,0,0.0305223,0.0610483,0.0192538,0.0334213,0.0598812,0.0287062,0.0481925,0.0684573,0.0491992,0.0642731,0.0375773,0.0340968,0.00884561,0.0372141,0,0.0235536,0.0193684,0,0.0257763,0.0458555,0.0463133,0,0,0.00923608,0,0,0.0227248,0.0774657,0.020008,0.0258208,0.0244735,0.0667816,0.0383745,0.0350416,0.0596345,0.0637812,0.0416383,0.026323,0.0246286,0.0126985,0.035457,0.0262722,0.0439564,0,0.0203366,0.0429376,0.0535794,0,0,0,0,0.060348,0.122731,0
80,0.0299078,0.0537602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194212,0,0.0298669,0.0467118,0,0,0.00377515,0,0,0.0308045,0,0.0261491,0.0372111,0.0603753,0.0299503,0.0436147,0.0623672,0.0480087,0.0654879,0.038824,0.0336678,0.0203867,0.0370615,0,0.0239629,0.0180825,0,0.0253799,0.047168,0.0461439,0,0,0.0117849,0,0,0.0345325,0.0771522,0.0204327,0.0253376,0.0236875,0.0682514,0.042934,0.0345089,0.0600762,0.0639836,0.0412251,0.0259605,0.0241512,0.0122699,0.0348919,0.0282491,0.0420146,0.00690005,0.0210639,0.042675,0.0548226,0,0,0,0.0168162,0.0606761,0.119046,0
