Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,LTHII,LTHIP,RANK,RTHII,RTIBI,RTHIP,IMU_B,RTIBA,x73,
148,0,0,0,0,0.0159502,0.0132168,0,0,0.0516522,0.013439,0.0191389,0.00243085,0,0,0.00613302,0,0.016801,0.00132458,0.0466731,0.0175448,0.0335368,0.0160453,0.00291281,0.0134957,0.0059984,0.0087835,0.0084743,0.0126964,0.00642275,0.0199144,0.0610377,0.00578527,0.00618477,0.00315013,0.0387416,0.0140038,0.00534243,0.0154533,0,0,0.00122462,0,0.0129274,0.00209045,0.0692927,0.0389394,0.0238498,0.0155549,0.0010655,0.00574077,0.0229835,0.0463955,0.0154168,0.0076913,0.0414835,0.00235695,0.00265819,0.00290949,0.0114962,0.0148381,0,0,0,0,0,0.0170628,0.0436102,0.031962,0,0.0207256,0.0681525,0,0.0277587,0,0
149,0,0,0,0,0.0162078,0.0135364,0,0,0.0519071,0.0134461,0.0187134,0.00216762,0,0,0.00631703,0,0.0167774,0.00141063,0.0465446,0.0184944,0.0331603,0.015341,0.00277105,0.0137854,0.00566412,0.00862283,0.00854326,0.0130209,0.00671776,0.0198154,0.0611682,0.00585349,0.00615371,0.00306131,0.0445556,0.014037,0.00551973,0.015661,0,0,0.00120666,0,0.012907,0.00218087,0.0686492,0.0432837,0.0241236,0.0165637,0.00093708,0.00604075,0.0250072,0.0472236,0.0175361,0.00891284,0.0469683,0.00233233,0.00254853,0.00300071,0.0119717,0.0148725,0,0,0,0,0,0.0162344,0.0433965,0.036441,0,0.0225799,0.066583,0,0.0298779,0,0
150,0,0,0,0,0.0163577,0.01371,0,0,0.0515822,0.0134171,0.0180703,0.00213014,0,0,0.00654656,0,0.0167466,0.00153327,0.0463273,0.0192122,0.0328614,0.0143083,0.00264875,0.0139396,0.00523662,0.00836524,0.00876003,0.013407,0.00682385,0.0196516,0.061046,0.00597265,0.00615193,0.00283724,0.047144,0.0140547,0.00534973,0.0157927,0,0,0.00118021,0,0.012891,0.00233379,0.0682516,0.0451092,0.024273,0.0169101,0.000799513,0.00624841,0.0259685,0.0475499,0.018728,0.00992473,0.0494769,0.00234496,0.0026749,0.00311344,0.0122389,0.0147968,0,0,0,0,0,0.0150367,0.0432506,0.0383104,0,0.0233779,0.0659821,0,0.0311129,0,0
151,0,0,0,0,0.0166051,0.0138788,0,0,0.0503487,0.0133667,0.0172726,0.00222317,0,0,0.00667253,0,0.0167302,0.00160414,0.0459986,0.0197854,0.0326428,0.0130403,0.00260308,0.014026,0.00479591,0.00807727,0.00910734,0.0137989,0.00680489,0.0194208,0.060541,0.00618359,0.00620328,0.00250636,0.0460591,0.0141433,0.00487985,0.0160001,0,0,0.00135468,0,0.0128807,0.00271614,0.0682152,0.0439727,0.0242318,0.0163461,0.000713602,0.00596774,0.0257215,0.0472925,0.0187314,0.0102608,0.0484301,0.00188094,0.00293018,0.00326737,0.0123909,0.0147651,0,0,0,0,0,0.0135498,0.0432164,0.0372368,0,0.0228222,0.066166,0,0.0310712,0,0
152,0,0,0,0,0.0166725,0.0139,0,0,0.0492525,0.0133816,0.0165463,0.00241294,0,0,0.00674126,0,0.016727,0.0016466,0.0456093,0.0207494,0.0324359,0.011953,0.00260793,0.0139655,0.00453396,0.00832236,0.00953783,0.0143549,0.00702305,0.0192139,0.0600928,0.00609883,0.00622086,0.00234605,0.0413413,0.0141393,0.00412456,0.0160016,0,0,0.00147693,0,0.0128353,0.00284934,0.0685529,0.0398012,0.023956,0.0151143,0.000714797,0.00602768,0.0245075,0.0465661,0.0180238,0.0101439,0.0439512,0.00181796,0.00289882,0.00333396,0.0124001,0.0146132,0,0,0,0,0,0.0119569,0.0432637,0.0333339,0,0.0211574,0.0670974,0,0.0299477,0,0
153,0,0,0,0,0.0165417,0.0138374,0,0,0.0487659,0.0134394,0.0159388,0.00253113,0,0,0.00666192,0,0.0167597,0.00166054,0.0452105,0.0218429,0.0326202,0.0110101,0.00260104,0.0137866,0.00464738,0.00902376,0.0100766,0.0151525,0.00725305,0.0189327,0.0597802,0.00582829,0.00621627,0.00229549,0.0331846,0.0141106,0.0032763,0.0158288,0,0,0.00170203,0,0.0128065,0.00296514,0.0691237,0.032367,0.0235781,0.0137339,0.000831935,0.00597055,0.0227346,0.0455552,0.0167563,0.0104632,0.0361364,0.00176823,0.00290355,0.0034179,0.0123291,0.0143322,0,0,0,0,0,0.0102766,0.0435269,0.0268639,0,0.0186439,0.0684957,0,0.028177,0,0
154,0,0,0,0,0.0163306,0.0137304,0,0,0.0486098,0.0134983,0.0156022,0.00256282,0,0,0.00650119,0,0.0167876,0.00165588,0.0447974,0.0231781,0.0330229,0.0106615,0.00253903,0.0136882,0.00542135,0.0105777,0.0106906,0.0162249,0.00758771,0.0186109,0.0600153,0.00549105,0.00619315,0.00228408,0.023219,0.0140975,0.00243902,0.015568,0,0,0.00194286,0,0.0128132,0.00313843,0.0697629,0.0228171,0.0231597,0.0125864,0.00101014,0.00583324,0.0207379,0.0444456,0.0153414,0.0117603,0.0259432,0.00177772,0.00289148,0.00347078,0.0121274,0.0139676,0,0,0,0,0,0.00859656,0.0439615,0.0185529,0,0.0158583,0.0704249,0,0.0262261,0,0
155,0,0,0,0,0.0156318,0.0132635,0,0,0.0504927,0.0135706,0.01641,0.00241495,0,0,0.00667314,0,0.0167611,0.00177659,0.0444366,0.0267735,0.0335,0.0134217,0.00233002,0.0133644,0.0079845,0.0152529,0.0117085,0.0185557,0.00847122,0.0186007,0.0629187,0.00552398,0.00611909,0.00234753,0.0138073,0.0140104,0.00142776,0.014951,0,0,0.00131895,0,0.0127837,0.00235659,0.0703324,0.0131811,0.0227941,0.011903,0.000937161,0.00646044,0.018647,0.0434896,0.0143523,0.0137766,0.0163241,0.00231139,0.0024507,0.00340221,0.0115326,0.0131398,0,0,0,0,0,0.00823867,0.0443911,0.010164,0,0.0136434,0.0729419,0,0.0246587,0,0
156,0,0,0,0,0.0151622,0.0130186,0,0,0.0489956,0.0134675,0.0161753,0.00248268,0,0,0.00659335,0,0.0167825,0.00173806,0.0441295,0.0280824,0.0337357,0.0146131,0.00247072,0.0131914,0.00981533,0.017631,0.012705,0.0195883,0.00876499,0.0181282,0.0623519,0.00544477,0.00617245,0.00240538,0.00662309,0.0139346,0.000653268,0.0145258,0,0,0.00134576,0,0.0127633,0.00253911,0.0707327,0.00635485,0.022397,0.0118118,0.00104974,0.00610813,0.0164427,0.0429238,0.0132569,0.0164984,0.00793663,0.00218049,0.00249097,0.00346292,0.0111132,0.012571,0,0,0,0,0,0.0080526,0.0450757,0.00286411,0,0.0118965,0.0752874,0,0.0240304,0,0
157,0,0,0,0,0.0136171,0.012328,0,0,0.0465259,0.0134169,0.0158313,0.00260594,0,0,0.00709479,0,0.0168035,0.00193918,0.0438155,0.0293722,0.0339051,0.0160821,0.00273906,0.0123739,0.0117843,0.0199644,0.0136596,0.0203198,0.0088546,0.0175769,0.0607801,0.00548015,0.00617577,0.00250647,0.00513226,0.0138191,0.000879015,0.013085,0,0,0.00149005,0,0.0127573,0.00258981,0.0707479,0.00648924,0.0221519,0.0119149,0.00113969,0.00632239,0.0141396,0.0429051,0.0127208,0.0181218,0.0057895,0.00215963,0.0025142,0.00355627,0.0105779,0.011086,0,0,0,0,0,0.0087663,0.0459849,0.00303278,0,0.0108242,0.0764884,0,0.024658,0,0
158,0,0,0,0,0.0124376,0.0117114,0,0,0.0429421,0.013283,0.0154303,0.00267842,0,0,0.00707302,0,0.0167829,0.00193624,0.0436066,0.029798,0.0340759,0.0177199,0.00297321,0.0116565,0.0138364,0.0221401,0.0144452,0.0206633,0.0086911,0.0167511,0.0580135,0.00523384,0.00622125,0.00254101,0.00641106,0.0136993,0.00187109,0.0120517,0,0,0.00190493,0,0.0127476,0.00290426,0.070628,0.00961802,0.0222605,0.0122332,0.00132808,0.00621125,0.0127502,0.0428607,0.0132213,0.0188709,0.00537934,0.00206656,0.00262722,0.00369401,0.0100112,0.00995808,0,0,0,0,0,0.010459,0.0471235,0.0055263,0,0.00996502,0.0761439,0,0.0256823,0,0
159,0,0,0,0,0.0112652,0.0110086,0,0,0.0407185,0.0131657,0.0137562,0.00252782,0,0,0.0070126,0,0.0168244,0.00191113,0.0434305,0.0237443,0.0342854,0.0187898,0.0030261,0.0107977,0.0156872,0.0233601,0.0161016,0.0221826,0.00744458,0.0137343,0.0575243,0.00494284,0.0062957,0.0025774,0.00914547,0.0135404,0.00265514,0.0111396,0,0,0.00266434,0,0.0127371,0.00335553,0.0704691,0.013867,0.0228456,0.0129033,0.00150034,0.00603601,0.0123231,0.0426018,0.0147602,0.0192586,0.00624748,0.00228615,0.00278918,0.00390516,0.00943772,0.00888366,0,0,0,0,0,0.013029,0.0488342,0.00773612,0,0.0100731,0.0749108,0,0.026298,0,0
160,0,0,0,0,0.0103458,0.0103218,0,0,0.0363256,0.0130161,0.0125355,0.00260398,0,0,0.00701019,0,0.0167831,0.00195622,0.0432992,0.0194292,0.0344096,0.0205059,0.00311339,0.00993063,0.0175205,0.0248153,0.016934,0.0223155,0.00712065,0.0125253,0.0551703,0.00470507,0.00631623,0.00255296,0.0127514,0.0133906,0.00326692,0.0104637,0,0,0.00326539,0,0.0127298,0.00370873,0.070473,0.0183833,0.0235442,0.0134561,0.00145125,0.00580347,0.0129117,0.042266,0.0167882,0.019724,0.00954403,0.00269253,0.00293415,0.004051,0.00884993,0.00801274,0,0,0,0,0,0.0164389,0.0506601,0.0103174,0,0.0111804,0.0733085,0,0.0263933,0,0
161,0,0,0,0,0.00984812,0.00989186,0,0,0.0336243,0.0128919,0.0119332,0.00294522,0,0,0.0069329,0,0.0167857,0.00198784,0.0430766,0.0139228,0.0343746,0.0227065,0.00324,0.00926714,0.0190607,0.025839,0.017901,0.0223414,0.00880192,0.0133853,0.055103,0.00445662,0.0063313,0.00250144,0.0167369,0.0133285,0.00368315,0.0102378,0,0,0.00362428,0,0.0127541,0.00387446,0.0705503,0.0223213,0.0242112,0.0134001,0.00128037,0.00573671,0.0134041,0.0422335,0.0187518,0.020778,0.013866,0.00303642,0.00305139,0.00401485,0.00838552,0.00753458,0,0,0,0,0,0.0204779,0.0530423,0.0130133,0,0.0124461,0.072245,0,0.0261493,0,0
