Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTIB,RTHII,RTIBA,LASI,RTIBI,IMU_B
103,0,0,0,0,0.0269154,0.0386577,0,0,0.076501,0.0078307,0.0375497,0,0,0.0140709,0,0.023585,0.0060917,0.0392267,0.0466467,0.0213177,0.0247317,0.0230122,0.0364103,0.0144228,0.0177812,0.027179,0.0632469,0.00694306,0.0186206,0.00966028,0.0175313,0.0949062,0.0168004,0.0115948,0.00265887,0.0261042,0.0104254,0.0256132,0.00633304,0.00999635,0,0,0.0435963,0,0.013907,0.030446,0.0671985,0.0281797,0.0216879,0.006863,0.0188115,0.0273108,0.00147004,0.0566663,0.00570908,0.017209,0.0314313,0.0255077,0.0148881,0.0137356,0.037342,0.00957201,0,0,0,0,0,0.00526441,0.00633968,0,0.0122035,0,0
104,0,0,0,0,0.027085,0.038571,0,0,0.0687747,0.0078658,0.0352275,0,0,0.0139633,0,0.0234009,0.00598374,0.0395269,0.0435723,0.0211342,0.028569,0.022642,0.0365782,0.0171509,0.0216005,0.028808,0.0629511,0.00645434,0.0141427,0.00814112,0.0169218,0.084198,0.0168266,0.0115151,0.00258716,0.0275812,0.0106029,0.025337,0.00612401,0.010005,0,0,0.0425643,0,0.0137529,0.0296761,0.0672618,0.0284301,0.0219277,0.0061367,0.0181199,0.0262754,0.00158315,0.0568236,0.00618849,0.0172931,0.03385,0.0248919,0.0145296,0.0133149,0.0372522,0.00923799,0,0,0,0,0,0.00843211,0.00508858,0,0.0123434,0,0
105,0,0,0,0,0.0271636,0.0385221,0,0,0.0606526,0.00791484,0.0326828,0,0,0.0137831,0,0.0233114,0.00589752,0.0400422,0.0404806,0.0210651,0.0312186,0.0229461,0.0367918,0.0192173,0.0247825,0.0295928,0.0623241,0.00708761,0.0106945,0.00706806,0.0163263,0.073453,0.0169518,0.0114835,0.00255354,0.029046,0.0107826,0.0249472,0.00600642,0.00994936,0,0,0.0417607,0,0.0136367,0.0290864,0.0672236,0.0284384,0.0221604,0.00649385,0.0176233,0.0253963,0.00169207,0.0569594,0.00677279,0.0177699,0.0361937,0.0243915,0.0142676,0.0129268,0.0372527,0.00882998,0,0,0,0,0,0.0089944,0.00500317,0,0.0125699,0,0
106,0,0,0,0,0.0271469,0.0385515,0,0,0.0522119,0.00795622,0.0299495,0,0,0.0136142,0,0.0232931,0.00581415,0.0407638,0.0372026,0.0210253,0.0326014,0.0231325,0.0371056,0.0205989,0.0271353,0.0295377,0.0614003,0.00822471,0.0086776,0.00632782,0.0157737,0.062514,0.0170985,0.0115004,0.00252744,0.0309819,0.010921,0.0244947,0.00599738,0.00988186,0,0,0.0412042,0,0.0135562,0.02865,0.0669095,0.0284001,0.0223195,0.00671841,0.0172727,0.0246896,0.00468295,0.0567552,0.00731235,0.017214,0.0390461,0.0239478,0.0140267,0.0126127,0.0373497,0.00844979,0,0,0,0,0,0.00808222,0.00513267,0,0.0129771,0,0
107,0,0,0,0,0.0272287,0.0386619,0,0,0.0441344,0.00796222,0.0274966,0,0,0.0134667,0,0.0232325,0.00569411,0.041678,0.0343124,0.0209714,0.032587,0.0231036,0.0374853,0.0212211,0.0283557,0.0284404,0.0601614,0.00951432,0.00879012,0.00622309,0.0154515,0.0521408,0.0172429,0.0115038,0.002485,0.0336779,0.0109977,0.024287,0.00610677,0.00983669,0,0,0.0408787,0,0.0134473,0.0283452,0.0664359,0.0284436,0.0223913,0.00684506,0.0170208,0.024366,0.00467783,0.0561545,0.00784168,0.0172419,0.0428288,0.0235749,0.0139633,0.0123667,0.0375352,0.00812973,0,0,0,0,0,0.0098443,0.0053089,0,0.0132736,0,0
108,0,0,0,0,0.0273323,0.0387662,0,0,0.0369966,0.00797859,0.0256946,0,0,0.0132866,0,0.02315,0.00554404,0.0427387,0.032247,0.020984,0.0311272,0.0231262,0.03789,0.0210572,0.0283863,0.0262575,0.0586283,0.0105124,0.00998906,0.00670997,0.015311,0.0428691,0.0172829,0.011472,0.00242527,0.035897,0.0111298,0.0243504,0.00628996,0.00970333,0,0,0.0407292,0,0.0134265,0.0281362,0.0661728,0.0283867,0.0224821,0.00704357,0.0168142,0.0240147,0.0024169,0.0558459,0.00862988,0.0179277,0.0458962,0.0233339,0.0139489,0.0122201,0.037728,0.00781997,0,0,0,0,0,0.0112694,0.00538011,0,0.0133671,0,0
109,0,0,0,0,0.0273514,0.0389356,0,0,0.0319338,0.00802054,0.0249279,0,0,0.0131006,0,0.0230974,0.00542488,0.0438216,0.0308353,0.0210894,0.0283072,0.0231926,0.0383768,0.019981,0.0270762,0.0231534,0.0569943,0.0112761,0.0114918,0.00768296,0.0153347,0.0358451,0.0172475,0.0114471,0.00237841,0.0377068,0.011215,0.0245069,0.0065239,0.00951129,0,0,0.0407245,0,0.0134088,0.0280781,0.0659641,0.0283804,0.0225055,0.0075065,0.0167446,0.0236676,0.00266305,0.0557498,0.00945803,0.0180281,0.0482104,0.023267,0.0139244,0.0121037,0.0379871,0.00748708,0,0,0,0,0,0.011572,0.0055933,0,0.0134236,0,0
110,0,0,0,0,0.0273133,0.0391672,0,0,0.0295839,0.00805807,0.0254755,0,0,0.0130524,0,0.0231166,0.00542701,0.0448848,0.0302893,0.0212613,0.0241601,0.0233086,0.0388253,0.0179341,0.0244485,0.0190829,0.0553831,0.011634,0.0126621,0.00883811,0.0154951,0.0321864,0.0173897,0.0114734,0.0023451,0.0392821,0.0112259,0.0246496,0.00682904,0.00932981,0,0,0.040824,0,0.0133582,0.0281625,0.0657315,0.0284411,0.0224365,0.00799908,0.0168832,0.0234101,0.00315952,0.0556419,0.0102916,0.0184414,0.0501165,0.0233016,0.0140381,0.0119626,0.0383539,0.00712963,0,0,0,0,0,0.0113828,0.0059532,0,0.0134985,0,0
111,0,0,0,0,0.0273961,0.0394677,0,0,0.0300908,0.00802285,0.0270934,0,0,0.0130682,0,0.0231683,0.00542878,0.0459261,0.0309568,0.0215043,0.0189863,0.0235018,0.0392494,0.0148444,0.0204612,0.0140565,0.0539247,0.0116245,0.0132754,0.00999146,0.0157722,0.0322372,0.0175265,0.011496,0.00233565,0.0409166,0.0112449,0.0250789,0.00722373,0.00917204,0,0,0.04105,0,0.0133639,0.0284179,0.0655225,0.0281878,0.0222787,0.00843353,0.0173033,0.0232976,0.0037263,0.0554267,0.0110971,0.0182014,0.0519949,0.02344,0.0142248,0.0119337,0.0388043,0.00671558,0,0,0,0,0,0.0111637,0.00630208,0,0.0131287,0,0
112,0,0,0,0,0.0274994,0.0398302,0,0,0.0324182,0.00795119,0.0292599,0,0,0.0131,0,0.0232591,0.00544249,0.0468248,0.0331037,0.0218414,0.0132668,0.0238043,0.0396842,0.010832,0.0150755,0.00848441,0.0527435,0.0113561,0.0133429,0.0109801,0.016072,0.0347618,0.017641,0.0115386,0.00233383,0.0424696,0.0112612,0.0255822,0.00773831,0.00900681,0,0,0.0414533,0,0.0134323,0.0288078,0.0653626,0.0277022,0.0220392,0.00878635,0.0179653,0.0233094,0.00432042,0.0551377,0.0117801,0.0181418,0.053718,0.0236891,0.0144923,0.0120196,0.0393578,0.00630931,0,0,0,0,0,0.0105345,0.00663623,0,0.0127188,0,0
113,0,0,0,0,0.0276264,0.0402947,0,0,0.0345963,0.00790914,0.031584,0,0,0.0132787,0,0.0233467,0.00558787,0.0473919,0.0368032,0.0222652,0.00810866,0.0242237,0.0401254,0.00644947,0.00874359,0.00499597,0.0521372,0.0110176,0.0130378,0.0117574,0.0162515,0.0377798,0.0177987,0.0116089,0.00237899,0.0438185,0.0112497,0.0260264,0.00839726,0.00888572,0,0,0.0419834,0,0.0135002,0.029282,0.065221,0.0271627,0.0216255,0.00907591,0.0188292,0.0234257,0.00491636,0.0548254,0.0123361,0.0186642,0.0550756,0.0240144,0.0148632,0.0121259,0.0400051,0.00596423,0,0,0,0,0,0.00935808,0.00681366,0,0.0124584,0,0
114,0,0,0,0,0.0277087,0.0407531,0,0,0.0352821,0.00790208,0.0334552,0,0,0.0136097,0,0.0234617,0.00574833,0.0476006,0.0413068,0.0227592,0.00818408,0.0245976,0.0405242,0.00580151,0.00589978,0.00858067,0.0523539,0.0111108,0.012968,0.0121563,0.0160779,0.0396225,0.0181014,0.0116784,0.00238765,0.044942,0.0112285,0.0264605,0.00898346,0.00884182,0,0,0.0422973,0,0.0135246,0.0296461,0.065111,0.0266033,0.0210554,0.00932163,0.0195744,0.0234961,0.00541136,0.0545379,0.0129408,0.0199346,0.0561572,0.0242303,0.0153208,0.0122263,0.0405681,0.00577522,0,0,0,0,0,0.00769257,0.00675707,0,0.0123538,0,0
115,0,0,0,0,0.0279453,0.0410353,0,0,0.0349194,0.00790937,0.0346498,0,0,0.0139766,0,0.0235578,0.00589896,0.0475638,0.0449267,0.0233368,0.0132533,0.0247236,0.0408967,0.0107876,0.0117834,0.013756,0.0532055,0.0118878,0.0135952,0.0124137,0.0157547,0.0401689,0.0184076,0.0117245,0.00235299,0.0458686,0.0112625,0.0268347,0.00938698,0.00892983,0,0,0.04225,0,0.0135399,0.029791,0.0649037,0.0260638,0.020301,0.00960286,0.019972,0.0233495,0.005863,0.0542266,0.0135258,0.0205896,0.0571593,0.0242245,0.0157072,0.0123043,0.0409987,0.00577622,0,0,0,0,0,0.0060189,0.00671436,0,0.0124219,0,0
116,0,0,0,0,0.0282486,0.0413034,0,0,0.0344253,0.00787004,0.0354457,0,0,0.014232,0,0.0236551,0.0059617,0.0474703,0.047517,0.0238713,0.0180636,0.0247865,0.0412038,0.0166991,0.0188839,0.0181415,0.0543409,0.0129251,0.0144582,0.0126548,0.0154359,0.0402657,0.0188018,0.0117865,0.00236015,0.046997,0.0112646,0.0274887,0.00980534,0.00895767,0,0,0.0422578,0,0.0135391,0.0299686,0.0646316,0.0258656,0.0196479,0.0101212,0.0205012,0.023148,0.00631567,0.0539411,0.014217,0.0198957,0.0585555,0.0243037,0.0159821,0.0124161,0.0414317,0.00572168,0,0,0,0,0,0.00610238,0.00723276,0,0.012712,0,0
117,0,0,0,0,0.0285484,0.0416079,0,0,0.0341077,0.0078603,0.0362725,0,0,0.0144794,0,0.0237847,0.00605105,0.0472702,0.0497007,0.0242145,0.0216644,0.0248169,0.0414086,0.022023,0.0251588,0.0213993,0.0555197,0.0137628,0.015052,0.0130219,0.0149133,0.0403331,0.0191108,0.0118785,0.00243568,0.0481103,0.0112439,0.0280736,0.0101649,0.00897444,0,0,0.0424682,0,0.0135543,0.0302147,0.064363,0.0256622,0.0190938,0.0105967,0.021078,0.0229772,0.00722928,0.0537485,0.0147842,0.0196422,0.0600545,0.0245036,0.0161561,0.0125543,0.0419089,0.00562912,0,0,0,0,0,0.00610542,0.00756661,0,0.0129762,0,0
118,0,0,0,0,0.0285343,0.0418898,0,0,0.0419388,0.00790371,0.0425941,0,0,0.0147916,0,0.0238142,0.00620108,0.0472115,0.0567778,0.0243882,0.023167,0.0246867,0.0415854,0.0257979,0.0289007,0.023533,0.0565642,0.0161313,0.0181904,0.0168026,0.012451,0.0507924,0.019393,0.0119216,0.00249521,0.0491624,0.0112461,0.0285358,0.0102856,0.00921017,0,0,0.0426904,0,0.0135589,0.0304585,0.0640449,0.0255846,0.0186595,0.0108594,0.0213758,0.0228659,0.00869722,0.0535851,0.0151229,0.0197798,0.0613712,0.0246402,0.0163432,0.0126609,0.04234,0.0056949,0,0,0,0,0,0.00548429,0.00745954,0,0.012936,0,0
119,0,0,0,0,0.0284485,0.0420844,0,0,0.0477641,0.00788309,0.046952,0,0,0.0148818,0,0.0238446,0.00623598,0.0472484,0.0616731,0.0244556,0.0241485,0.0246922,0.0416497,0.0280575,0.0308242,0.0244361,0.0571597,0.0171013,0.0199044,0.0192785,0.0115938,0.0574416,0.0192801,0.0118964,0.00262564,0.049678,0.0111836,0.028394,0.0104194,0.0092861,0,0,0.0429064,0,0.0135784,0.0306523,0.0635772,0.0249135,0.0181705,0.0112087,0.0216211,0.0227832,0.00847808,0.0533602,0.0154671,0.0200417,0.0622269,0.0249276,0.0163758,0.0127656,0.0427699,0.00555844,0,0,0,0,0,0.00463621,0.00768158,0,0.0127871,0,0
120,0,0,0,0,0.0284662,0.0422343,0,0,0.0497192,0.00792032,0.0478963,0,0,0.014935,0,0.0238438,0.00627031,0.0474659,0.0629617,0.024431,0.0246637,0.0247035,0.041643,0.0286495,0.0312286,0.0245839,0.0571261,0.0168609,0.0200203,0.0195734,0.0114485,0.0592993,0.0192285,0.0118659,0.00267482,0.0498788,0.0111693,0.0280082,0.01041,0.00938181,0,0,0.0432063,0,0.0135849,0.0308258,0.0632463,0.0242095,0.0178983,0.011106,0.0215781,0.0228167,0.00777491,0.0532994,0.0154851,0.020039,0.0626214,0.0252384,0.0163886,0.0128483,0.0430443,0.00554058,0,0,0,0,0,0.0059169,0.00772439,0,0.0121288,0.0247492,0
121,0,0,0,0,0.0285798,0.0424729,0,0,0.0476296,0.00792119,0.0455472,0,0,0.0149403,0,0.0237928,0.00628293,0.0478574,0.06049,0.0244002,0.0247342,0.0248467,0.0415876,0.0280751,0.0308893,0.0238263,0.0564761,0.0159668,0.0188778,0.0180105,0.0118023,0.0564863,0.019263,0.011851,0.00273033,0.0500293,0.0111057,0.0282162,0.00999108,0.00941313,0,0,0.0436866,0,0.0136063,0.0311097,0.0629834,0.024256,0.0179497,0.0113055,0.0215477,0.0230444,0.00723764,0.0534779,0.0154396,0.0205253,0.0630691,0.0256632,0.0163337,0.0129482,0.0432824,0.00573788,0,0,0,0,0,0.00536008,0.00801844,0,0.0111499,0,0
122,0,0,0,0,0.0286117,0.0429418,0,0,0.043361,0.00781175,0.0415214,0,0,0.0148179,0,0.0237798,0.00623951,0.0480572,0.0554477,0.0248194,0.0244087,0.0244471,0.0418763,0.0274774,0.0302926,0.0230426,0.0560159,0.0152017,0.0171169,0.0156259,0.0130274,0.0504142,0.0191227,0.01183,0.00296274,0.0340328,0.010964,0.0167566,0.00643803,0.00920141,0,0,0.0448116,0,0.0136846,0.0318553,0.0618688,0.0263189,0.0182637,0.0115114,0.0219184,0.0233471,0.00911532,0.0530266,0.017355,0.024147,0.048332,0.0265037,0.0163793,0.0132366,0.043757,0.00669981,0,0,0,0,0,0.0127221,0.00647878,0.0228092,0.0089425,0.0234688,0
123,0,0,0,0,0.0285399,0.0425652,0,0,0.0384242,0.00787745,0.0368989,0,0,0.0143266,0,0.0236351,0.00592242,0.0486272,0.0493055,0.0245802,0.0231568,0.0246462,0.0412264,0.0260456,0.0287993,0.0210125,0.0547371,0.0140017,0.0152028,0.0131984,0.0145001,0.0433046,0.0187563,0.0117076,0.00297387,0.0346153,0.0108791,0.0162013,0.00605057,0.00894645,0,0,0.0450936,0,0.0136932,0.0320436,0.0616425,0.0268113,0.0187488,0.0110533,0.0213076,0.023528,0.00859305,0.0534017,0.0167556,0.0238287,0.0492773,0.0268851,0.0161412,0.0133327,0.0432539,0.00709311,0,0,0,0,0,0.0126282,0.00579781,0.0222734,0.00814992,0.0236112,0
124,0,0,0,0,0.0282622,0.0422861,0,0,0.038798,0.0079533,0.0358467,0,0,0.0139619,0,0.0235119,0.00565877,0.0491649,0.045793,0.0243683,0.0201332,0.024987,0.0406806,0.0239951,0.0260144,0.018282,0.0536002,0.0140709,0.0151945,0.013015,0.0143141,0.0434741,0.018487,0.0116262,0.00296087,0.0351548,0.0107401,0.0161617,0.00575332,0.00880937,0,0,0.0455242,0,0.0136853,0.0323761,0.0612628,0.0268265,0.0192151,0.0105626,0.0207359,0.0239413,0.00775997,0.0537564,0.0157928,0.0231232,0.050278,0.0272289,0.0161115,0.0134694,0.0428586,0.00750436,0,0,0,0,0,0.0125662,0.00566813,0.0221123,0.00774428,0.024114,0
125,0,0,0,0,0.0276447,0.0417669,0,0,0.0391643,0.00814767,0.0340861,0,0,0.0134449,0,0.0233865,0.00529567,0.0497229,0.0417642,0.023518,0.0163489,0.0260262,0.0396763,0.0209942,0.0226545,0.0146529,0.0519677,0.0138725,0.0149195,0.0124227,0.013864,0.0436435,0.0179918,0.0115734,0.00287892,0.0513061,0.0106418,0.0260783,0.00908385,0.00877126,0,0,0.0458404,0,0.0136828,0.0325635,0.0620386,0.02411,0.0200494,0.0105986,0.0196642,0.0245454,0.00533219,0.0545521,0.0130949,0.0194418,0.0660736,0.0273658,0.0161272,0.0135251,0.0420433,0.00719252,0,0,0,0,0,0.00581763,0.00806673,0,0.00888984,0.025951,0
126,0,0,0,0,0.0273597,0.0421016,0,0,0.041546,0.00804801,0.0333468,0,0,0.0137427,0,0.0235893,0.005431,0.0494072,0.0387617,0.0237754,0.0127132,0.0253671,0.0397876,0.0186685,0.0196597,0.0121466,0.0515923,0.014024,0.0151592,0.0124414,0.0138121,0.0455506,0.0177371,0.0116964,0.00299264,0.0345052,0.0104653,0.016283,0.00574729,0.0086013,0,0,0.0470211,0,0.0138227,0.0334951,0.0607005,0.026624,0.020077,0.0094107,0.0198318,0.0253865,0.00555181,0.0543509,0.0131273,0.0213669,0.0505434,0.0280267,0.0166003,0.0138871,0.0422477,0.00803967,0,0,0,0,0,0.0116893,0.00538952,0.0224475,0.0076123,0.0249989,0
127,0,0,0,0,0.0272014,0.0419353,0,0,0.0418793,0.00808885,0.032499,0,0,0.0138362,0,0.0237842,0.00549548,0.0492135,0.035485,0.0233984,0.0100202,0.025092,0.0392518,0.0160656,0.0172319,0.01019,0.0508361,0.0134624,0.0151807,0.0122177,0.0136155,0.0460951,0.0171963,0.0118123,0.00311429,0.0339678,0.0103033,0.0167736,0.00587345,0.00817262,0,0,0.0480425,0,0.0139522,0.0342307,0.0608544,0.0265644,0.0205457,0.00863787,0.019427,0.0261383,0.00417865,0.0545946,0.0116595,0.020599,0.0500877,0.0286784,0.0168409,0.0142489,0.041993,0.00813107,0,0,0,0,0,0.0108871,0.00529146,0.0225456,0.0075657,0.0252927,0
128,0,0,0,0,0.0272723,0.0419996,0,0,0.0391015,0.00802457,0.0304229,0,0,0.0139239,0,0.0240579,0.00562042,0.0487987,0.0304728,0.0229581,0.0084243,0.0248951,0.0388353,0.0136492,0.0153161,0.00915182,0.0502683,0.013115,0.0154634,0.0123423,0.0127927,0.0435909,0.016819,0.0119904,0.00340267,0.0334557,0.0100508,0.0168112,0.00615648,0.00778075,0,0,0.0497181,0,0.0141067,0.0352117,0.0612055,0.0258443,0.0210293,0.00827613,0.0192816,0.0270655,0.00263652,0.0549801,0.0101986,0.0196935,0.0495863,0.0296464,0.0171068,0.0147128,0.0420954,0.00825542,0,0,0,0,0,0.00995142,0.00562028,0.022735,0.00756411,0.0253806,0
129,0,0,0,0,0.0275331,0.0421705,0,0,0.033824,0.00788164,0.0262217,0,0,0.0138077,0,0.0243046,0.00569076,0.0481396,0.0248573,0.0226296,0.00692218,0.0248488,0.038538,0.0113451,0.0134612,0.0087497,0.0501265,0.014005,0.0166358,0.0129698,0.0109306,0.0383522,0.0164032,0.0121308,0.0037937,0.0328977,0.00978409,0.0163686,0.00661316,0.00759048,0,0,0.0518257,0,0.0142865,0.0363441,0.0616145,0.0246566,0.0215369,0.00872217,0.0194254,0.0281326,0.00131719,0.0554907,0.00909645,0.0189069,0.0487196,0.0307936,0.0173704,0.0152639,0.0423478,0.00838304,0,0,0,0,0,0.00890648,0.00654351,0.022992,0.00745565,0.0253322,0
130,0,0,0,0,0.0277408,0.0424183,0,0,0.028364,0.00775339,0.0221638,0,0,0.0134524,0,0.0245376,0.00571289,0.0475582,0.0219918,0.0225103,0.00491731,0.0249154,0.0383982,0.00948668,0.011658,0.00882391,0.0507253,0.0159208,0.0185757,0.0138577,0.0087465,0.0328549,0.0160784,0.0122412,0.00426371,0.0323135,0.00951905,0.0159721,0.00726045,0.00769514,0,0,0.0538528,0,0.0144662,0.0373743,0.0620835,0.0233831,0.0220131,0.00960692,0.0199523,0.0291638,0.00215895,0.0560189,0.00880692,0.0186112,0.0473467,0.0318429,0.0174921,0.0157267,0.0425902,0.00854893,0,0,0,0,0,0.00808809,0.00772165,0.0233013,0.00738649,0.0253033,0
131,0,0,0,0,0.0278848,0.0424913,0,0,0.0244468,0.00770027,0.0205021,0,0,0.0129191,0,0.0247089,0.00568984,0.0475159,0.0217353,0.0226345,0.00366841,0.024671,0.0383081,0.00842873,0.00982572,0.0087282,0.0518541,0.0176635,0.0203677,0.0145413,0.00727042,0.0288203,0.0159227,0.0123313,0.00467226,0.0322076,0.00930803,0.0158987,0.00802386,0.00772464,0,0,0.0548458,0,0.0145447,0.03788,0.062544,0.0224247,0.0222724,0.0101449,0.0204127,0.0296779,0.00394595,0.0565415,0.00939218,0.0190723,0.0460743,0.0324229,0.0173661,0.01588,0.0425861,0.00901506,0,0,0,0,0,0.00840236,0.00837948,0.023497,0.00730164,0.0254755,0
132,0,0,0,0,0.0281984,0.0425952,0,0,0.0228027,0.00764357,0.020305,0,0,0.0123166,0,0.0248365,0.00561356,0.0478194,0.0223753,0.0228151,0.00408847,0.0246007,0.038298,0.00748705,0.00787253,0.00797673,0.0526183,0.0184066,0.021252,0.0147514,0.00689631,0.0267312,0.0158309,0.0123723,0.00502685,0.0323325,0.00915224,0.0163196,0.00901137,0.0080132,0,0,0.0550741,0,0.0145851,0.0381044,0.0629157,0.0229618,0.0224153,0.0106418,0.0207342,0.0300975,0.00526313,0.0571885,0.0104087,0.0206981,0.0453193,0.0325976,0.0172384,0.0159096,0.0425591,0.00984535,0,0,0,0,0,0.00977941,0,0.0235268,0.00741909,0.0258638,0
133,0,0,0,0,0.0284158,0.0424595,0,0,0.0222373,0.00761062,0.020219,0,0,0.0119624,0,0.0249318,0.00546807,0.0480157,0.022309,0.0228353,0.00518312,0.0246437,0.0382703,0.00575788,0.00627715,0.00631089,0.0523849,0.0183146,0.0212719,0.0145873,0.00739754,0.0258484,0.0158176,0.0123806,0.00522754,0.0324451,0.00908934,0.0170297,0.0100232,0.00833779,0,0,0.0547932,0,0.0146487,0.038175,0.0633556,0.0241234,0.0226585,0.0116907,0.0206931,0.0303372,0.00610898,0.0579879,0.0117207,0.0229183,0.044613,0.0324715,0.0172714,0.0159173,0.0422389,0.0106786,0,0,0,0,0,0.0116701,0,0.0234941,0.00765644,0.0264637,0
134,0,0,0,0,0.0285957,0.0422652,0,0,0.0212129,0.00759915,0.019445,0,0,0.0121735,0,0.0249759,0.00539529,0.0482365,0.0217876,0.0226388,0.00676073,0.0250039,0.0382594,0.00424681,0.00621793,0.00428843,0.0513545,0.0179326,0.0208961,0.01424,0.00825431,0.0249315,0.0160623,0.0123538,0.00523597,0.0317031,0.00901031,0.0172736,0.0111629,0.00860125,0,0,0.054443,0,0.0147272,0.0383571,0.0635845,0.0256055,0.0230897,0.0131875,0.0207342,0.0307518,0.00696664,0.0589545,0.0132624,0.0248439,0.0433184,0.0321735,0.017461,0.0160197,0.041825,0.0109023,0,0,0,0,0,0.0142806,0,0.0239405,0.00801648,0.0270866,0
135,0,0,0,0,0.0288453,0.041644,0,0,0.0192258,0.00779123,0.0177182,0,0,0.0124758,0,0.0247817,0.00512745,0.0491224,0.0214219,0.0214497,0.00785077,0.0263092,0.0376062,0.00455726,0.0068652,0.00297338,0.0497968,0.0171117,0.0198301,0.0137205,0.00895584,0.0240491,0.0163161,0.0122041,0.00492517,0.0560424,0.0090695,0.0333831,0.0165709,0.00867562,0,0,0.0533764,0,0.0147018,0.0380549,0.0650376,0.0466694,0.0246661,0.0178889,0.0203424,0.0313974,0.0113125,0.0593166,0.0200408,0.0396146,0.0662492,0.0312184,0.0174857,0.0159757,0.040836,0.00996138,0,0,0,0,0,0.0284279,0,0,0.0101327,0.0368192,0
136,0,0,0,0,0.0288679,0.041299,0,0,0.0182122,0.00791794,0.0158601,0,0,0.0133476,0,0.0246837,0.0052617,0.0495782,0.0203184,0.0212334,0.00875057,0.0268167,0.0376421,0.00559501,0.00762048,0.00361661,0.0491951,0.0167251,0.0192034,0.0133611,0.00958855,0.0239641,0.0169049,0.0121142,0.00457056,0.0565836,0.00912741,0.034261,0.017766,0.00873204,0,0,0.0523957,0,0.0146466,0.0377624,0.0647843,0.0509647,0.0250284,0.0202591,0.0202677,0.031691,0.0128229,0.060272,0.0214259,0.0417574,0.0661386,0.0304414,0.0175626,0.0159464,0.0403673,0.00900673,0,0,0,0,0,0.0308219,0,0,0.0106975,0.0382235,0
137,0,0,0,0,0.0286464,0.0408141,0,0,0.0181359,0.00816664,0.014751,0,0,0.0141828,0,0.0244897,0.00548621,0.0500127,0.0195269,0.0209947,0.00931062,0.0271897,0.0375569,0.00608479,0.00781977,0.00448868,0.0488923,0.0163295,0.0185797,0.0130082,0.01006,0.0248767,0.0174699,0.0119896,0.00402802,0.0571172,0.00927857,0.0362384,0.0188035,0.00875787,0,0,0.051069,0,0.014518,0.0369821,0.0643528,0.0566919,0.0252641,0.0224657,0.0199631,0.0315837,0.014711,0.0612596,0.023287,0.0432538,0.0654926,0.0294836,0.0172435,0.0157074,0.0398501,0.00808441,0,0,0,0,0,0.0302553,0,0,0.0111879,0.0398073,0
138,0,0,0,0,0.0283357,0.0402972,0,0,0.0190614,0.0084537,0.014355,0,0,0.0148712,0,0.0242119,0.00576891,0.0502686,0.0191525,0.0207099,0.00975368,0.0274304,0.0374443,0.0062179,0.00776726,0.00507321,0.048701,0.0158726,0.0179384,0.0126362,0.0103271,0.02624,0.0180192,0.0118177,0.00348302,0.0569181,0.0095085,0.0381379,0.0196623,0.00889333,0,0,0.0495497,0,0.0143214,0.0358056,0.0637509,0.0630822,0.0253775,0.0244003,0.0195855,0.0311713,0.0168728,0.0622546,0.0255287,0.0437965,0.0627627,0.0283142,0.0166538,0.0152928,0.039304,0.00763591,0,0,0,0,0,0.0297715,0,0,0.0116418,0.0408705,0
139,0,0,0,0,0.0281324,0.0398931,0,0,0.0202278,0.00874307,0.0140727,0,0,0.0152906,0,0.0239283,0.00597917,0.0504281,0.0187087,0.0204517,0.00998232,0.027482,0.037352,0.0059949,0.00741882,0.00534382,0.0486997,0.015495,0.017338,0.0121946,0.0102837,0.0272597,0.018581,0.0116211,0.00298852,0.0589082,0.00973854,0.0389389,0.0203685,0.00928015,0,0,0.0479051,0,0.0140366,0.034496,0.0632663,0.0642863,0.0253174,0.0256552,0.0192967,0.0307463,0.0191212,0.0631367,0.028119,0.0436626,0.0599734,0.0270106,0.0160247,0.0147462,0.0388461,0.00759785,0,0,0,0,0,0.0293372,0,0,0.0120243,0.0407943,0
140,0,0,0,0,0.0282296,0.0395569,0,0,0.0209013,0.00895955,0.0135714,0,0,0.0157775,0,0.0236729,0.00614238,0.0504574,0.018065,0.0201911,0.00995463,0.027364,0.037378,0.0055283,0.0068466,0.00528199,0.0488728,0.0153627,0.017047,0.0117851,0.00995568,0.0274712,0.019376,0.0114478,0.00258694,0.0606703,0.00997002,0.040125,0.020843,0.00969034,0,0,0.0462483,0,0.0137355,0.0331706,0.0629337,0.0657301,0.0251184,0.0266326,0.0190975,0.0299854,0.0214383,0.0638613,0.03128,0.0434998,0.0585959,0.0259122,0.0153341,0.0141448,0.0384909,0.00797925,0,0,0,0,0,0.0293103,0,0,0.0122293,0.0408543,0
