Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,RTHI,RTIBI,LTHII,
110,0,0,0,0,0.0436636,0.05415,0,0,0,0.0303593,0.00930685,0.0208001,0.0147058,0,0,0.0151729,0,0.0197834,0.00741565,0.0512174,0.0170832,0.0282992,0.0174358,0.0235084,0.0620796,0.00950974,0.0153723,0.0459823,0.0152501,0.0158191,0.0108772,0.0107598,0.0327839,0.0273884,0.00970499,0.00377884,0.041264,0.0114615,0.0218946,0.00295919,0.0179156,0,0,0.0409695,0,0.0128183,0.028778,0.0597221,0.0171979,0.0254039,0.0184383,0.0314508,0.0218295,0.0567132,0.0206473,0.0119032,0.0102272,0.0270154,0.0283976,0.0419227,0.0258066,0.0116862,0.0123095,0.052317,0.019375,0,0,0,0,0,0.0121663,0.0184841,0.016087,0
111,0,0,0,0,0.0435988,0.0542666,0,0,0,0.0324204,0.00930581,0.0220074,0.0151773,0,0,0.014841,0,0.0197727,0.00723738,0.0513484,0.0177295,0.0282004,0.0181343,0.0237892,0.0620327,0.00985832,0.0158179,0.0455057,0.0151959,0.0158332,0.011162,0.0107967,0.0348392,0.0272769,0.00972812,0.00380249,0.0378723,0.011323,0.0207555,0.00366705,0.0180755,0,0,0.0417014,0,0.0129009,0.0293498,0.0604599,0.0206412,0.0252067,0.0204191,0.0316239,0.0222522,0.0560012,0.0216545,0.0123082,0.00923616,0.0259989,0,0.0381914,0.026232,0.0118599,0.012591,0.0522875,0.0196207,0,0,0,0,0,0.011957,0.0171639,0.0164399,0
112,0,0,0,0,0.0435718,0.0544124,0,0,0,0.0346182,0.00932863,0.0231512,0.0153833,0,0,0.0145454,0,0.0197867,0.00710091,0.0514043,0.0182676,0.0282948,0.0187222,0.0238855,0.0619744,0.0101841,0.0161888,0.0452238,0.0152109,0.0159948,0.0113421,0.0108329,0.0372537,0.0271632,0.00973836,0.00385845,0.0365135,0.011236,0.0211379,0.00390011,0.0182116,0,0,0.0423171,0,0.0130331,0.0298066,0.0606662,0.0218889,0.0249175,0.0223027,0.0317748,0.0226307,0.0556885,0.0226196,0.0130868,0.00878255,0.0245903,0,0.0357812,0.0265331,0.012032,0.012714,0.0523193,0.0198879,0,0,0,0,0,0.0115706,0.0158866,0.0168111,0
113,0,0,0,0,0.0436528,0.0544833,0,0,0,0.0364022,0.00933405,0.0241078,0.0153977,0,0,0.0143038,0,0.0197158,0.00699406,0.0513343,0.0186602,0.0283512,0.0192979,0.0238924,0.0618732,0.0105624,0.0166887,0.0449845,0.0151156,0.0160623,0.0113943,0.0107424,0.0394335,0.0271529,0.00973518,0.00386425,0.0349459,0.0110686,0.0211525,0.00412599,0.0183566,0,0,0.0428576,0,0.0130858,0.0301879,0.0607642,0.0229089,0.0245812,0.0237499,0.0318319,0.0229189,0.055399,0.0234685,0.0139972,0.00864747,0.022949,0.023131,0.0331291,0.0267362,0.0122155,0.012793,0.052299,0.0201585,0,0,0,0,0,0.0106258,0.014159,0.0172318,0
114,0,0,0,0,0.0437711,0.054471,0,0,0,0.0377768,0.00936099,0.0248872,0.0155643,0,0,0.0141556,0,0.019663,0.00694429,0.0513045,0.0190346,0.0282031,0.0197717,0.0240036,0.0616694,0.010949,0.0171346,0.044664,0.0150478,0.0160376,0.0115281,0.0105909,0.0414172,0.0271014,0.00974161,0.00386913,0.0322209,0.0108566,0.020956,0.00503518,0.0186057,0,0,0.0433268,0,0.0131056,0.0305857,0.0611512,0.0252675,0.0239808,0.0240125,0.0317204,0.0231694,0.0546896,0.0234693,0.0141943,0.00834724,0.0216833,0.0222123,0.0294273,0.0268996,0.0123896,0.0130261,0.0521392,0.0203657,0,0,0,0,0,0.00949683,0.0131548,0.0176095,0
115,0,0,0,0,0.0439255,0.0544014,0,0,0,0.039437,0.00941364,0.0257258,0.015646,0,0,0.0140802,0,0.0196514,0.00680356,0.0512627,0.0194335,0.0279848,0.0201504,0.0240591,0.061485,0.0113922,0.0175282,0.0443162,0.0150978,0.0160279,0.0116943,0.0104905,0.0434644,0.0270707,0.00973474,0.00387839,0.0297356,0.01081,0.0204783,0.00603433,0.0188954,0,0,0.043712,0,0.0131795,0.0308364,0.0614093,0.026449,0.0232773,0.023282,0.0314891,0.0234507,0.0539898,0.0224315,0.012885,0.00796581,0.020264,0.0210715,0.0257493,0.0270379,0.012455,0.0131878,0.0519113,0.0205181,0,0,0,0,0,0.00868208,0.0142629,0.0179709,0
116,0,0,0,0,0.0440807,0.0542717,0,0,0,0.041326,0.00948937,0.0265281,0.0156536,0,0,0.0140534,0,0.0196235,0.00669956,0.0512573,0.019757,0.0277816,0.0204377,0.0240466,0.0612894,0.0118701,0.0178411,0.0440053,0.0150737,0.0159941,0.0118182,0.0102747,0.0454901,0.0270497,0.00970827,0.00389251,0.0268286,0.0107994,0.0195309,0.007053,0.0192249,0,0,0.0440424,0,0.0132455,0.0309884,0.061577,0.0271699,0.0225003,0.022086,0.0311367,0.0236714,0.0534073,0.0203106,0.00977582,0.00801127,0.0191505,0.0195393,0.0219036,0.0271115,0.0124622,0.0132482,0.0516353,0.0206761,0,0,0,0,0,0.00768689,0.0159483,0.0182859,0
117,0,0,0,0,0.0442086,0.0541537,0,0,0,0.0433383,0.00957304,0.0271666,0.0156555,0,0,0.0140774,0,0.0195691,0.00663661,0.0512965,0.0199196,0.0276876,0.0205287,0.0241173,0.0611061,0.0122745,0.0179247,0.0437353,0.0149925,0.0159827,0.011956,0.00999683,0.0477009,0.0271611,0.00965869,0.0038803,0.023669,0.0107935,0.0190426,0.00816044,0.0195657,0,0,0.0443131,0,0.013288,0.031027,0.0616429,0.0275696,0.021621,0.0204837,0.0307104,0.0238365,0.0529519,0.016792,0.00718169,0.00821124,0.0183874,0.0180821,0.0181101,0.0271362,0.0124576,0.0132292,0.051376,0.0207959,0,0,0,0,0,0.00649736,0.0176253,0.0184667,0
118,0,0,0,0,0.0443599,0.0540143,0,0,0,0.0451503,0.00967279,0.0277481,0.0156527,0,0,0.014197,0,0.0194771,0.00660601,0.0511997,0.0200769,0.027496,0.0204503,0.0241505,0.0609777,0.0125629,0.017788,0.0434341,0.0148889,0.0160715,0.0121856,0.00982356,0.0497921,0.0272293,0.00958108,0.00386687,0.0204728,0.0107671,0.0187957,0.00916754,0.0199288,0,0,0.0442733,0,0.0132612,0.0309102,0.0615423,0.0275422,0.0207213,0.0186181,0.0301709,0.0238525,0.0527144,0.0140665,0.00482293,0.00821672,0.0178339,0.0167483,0.0145716,0.0270203,0.0124027,0.0132117,0.0511084,0.020902,0,0,0,0,0,0.00627773,0.0189393,0.0185113,0
119,0,0,0,0,0.0444652,0.0539439,0,0,0,0.0465296,0.00975214,0.0280087,0.0156756,0,0,0.0141297,0,0.0194053,0.0064807,0.0509679,0.0201458,0.0271741,0.0202763,0.0243224,0.0609585,0.0128022,0.0175218,0.0430683,0.0147442,0.0161485,0.0120879,0.00958922,0.0513812,0.0273151,0.00955429,0.00381226,0.013656,0.010705,0.01701,0.0101967,0.0202852,0,0,0.0443831,0,0.0132785,0.0309803,0.0612412,0.0269707,0.0201536,0.0163093,0.0298364,0.0239481,0.0525428,0.0120857,0.00371957,0.00912324,0.0174232,0.0139918,0.0130126,0.0270747,0.0123881,0.0132369,0.0509383,0.0209762,0,0,0,0,0,0.00737609,0.019914,0.0184753,0
120,0,0,0,0,0.0446462,0.0541038,0,0,0,0.0473229,0.00978534,0.0279967,0.0156101,0,0,0.0144985,0,0.0193452,0.00665114,0.0507042,0.0201197,0.0268697,0.0200202,0.0246688,0.0609842,0.0130513,0.0172575,0.0426178,0.014641,0.0160197,0.0117597,0.00932816,0.0521237,0.0276414,0.00950464,0.00386851,0.0150851,0.0106448,0.0205836,0.0112697,0.0205758,0,0,0.0449716,0,0.0133646,0.0313457,0.0606269,0.0316492,0.0197788,0.0139214,0.0298325,0.0243241,0.0526751,0.0115262,0.00705816,0.011749,0.0185606,0.00939832,0.0237021,0.0273101,0.0124662,0.0133846,0.0509882,0.0209652,0,0,0,0,0,0.00997543,0.0220398,0.0183759,0
121,0,0,0,0,0.0448072,0.0542549,0,0,0,0.0479957,0.00982779,0.0278996,0.0154979,0,0,0.0146758,0,0.0193136,0.00673921,0.0504581,0.0200561,0.0265351,0.0195832,0.0248919,0.061105,0.0132471,0.0168426,0.0420984,0.0145725,0.0158765,0.0113664,0.00922158,0.0528524,0.0277773,0.00945698,0.00389794,0.0268758,0.0105605,0.0286055,0.0119385,0.0208622,0,0,0.0453934,0,0.0134045,0.031632,0.0599092,0.0399601,0.019567,0.0128173,0.0297615,0.0246913,0.0531994,0.0134876,0.0115011,0.0144433,0.0213858,0.00590224,0.0358281,0.0274589,0.0125485,0.0135166,0.0510439,0.0209653,0,0,0,0,0,0.0131378,0.0246669,0.0181585,0
122,0,0,0,0,0.0449366,0.0543807,0,0,0,0.0482388,0.00989173,0.0275899,0.0152044,0,0,0.0148443,0,0.0192694,0.00683613,0.050229,0.0198635,0.0261811,0.0190116,0.0249198,0.0611668,0.0133317,0.0163408,0.0416074,0.0144186,0.0157678,0.0112512,0.00915911,0.0531696,0.0279188,0.00942443,0.0039351,0.0371971,0.0104374,0.0361018,0.0120826,0.0211024,0,0,0.0457328,0,0.0134225,0.031921,0.0591903,0.0477568,0.0194821,0.0126025,0.0296255,0.0250109,0.0539209,0.0164935,0.0154684,0.016921,0.0246339,0.00494858,0.0456158,0.0275914,0.0127182,0.013616,0.051052,0.0209966,0,0,0,0,0,0.0161203,0.0272409,0.017781,0
123,0,0,0,0,0.0450328,0.0544817,0,0,0,0.0478666,0.00994677,0.0270403,0.0147701,0,0,0.0150427,0,0.0192002,0.00695584,0.0499819,0.0196141,0.0258897,0.0182575,0.0248877,0.0611717,0.0131904,0.0156931,0.0412244,0.0142498,0.015711,0.0113792,0.00913324,0.052949,0.0281066,0.00939647,0.00397231,0.0444602,0.0103132,0.0418397,0.011979,0.0212752,0,0,0.0461627,0,0.0134633,0.0322889,0.058624,0.0536028,0.0194942,0.0125922,0.0295092,0.02536,0.0545562,0.0188903,0.0182373,0.0188053,0.0272938,0.00617355,0.0526108,0.0278006,0.0129662,0.0137807,0.0510842,0.0210356,0,0,0,0,0,0.0183238,0.0293936,0.0172024,0
124,0,0,0,0,0.0450407,0.0545727,0,0,0,0.0471407,0.00998888,0.0260935,0.0143708,0,0,0.0152184,0,0.019159,0.00711245,0.0497347,0.0192724,0.0257204,0.0173269,0.0247569,0.0611726,0.0128214,0.014875,0.0409051,0.0140878,0.0155418,0.0113103,0.0092414,0.0523864,0.0282341,0.00933633,0.00402033,0.0482042,0.0101482,0.0450949,0.0115782,0.0213379,0,0,0.0466807,0,0.0134764,0.0327106,0.0583243,0.0570479,0.0196096,0.0125134,0.0293892,0.0257686,0.0547589,0.0196675,0.0193085,0.0198317,0.0287834,0.0074987,0.056729,0.0280246,0.0132095,0.0139817,0.0512134,0.0209984,0,0,0,0,0,0.0192252,0.0306999,0.0164669,0
125,0,0,0,0,0.0449507,0.0546983,0,0,0,0.0464913,0.0100938,0.024961,0.0139883,0,0,0.015213,0,0.0191749,0.00719733,0.0494604,0.0189134,0.0257206,0.0162098,0.0245087,0.0612087,0.0122111,0.0138972,0.040731,0.0139143,0.0153395,0.0112085,0.0094807,0.051363,0.0282308,0.00928822,0.00407741,0.0475224,0.00999756,0.0448366,0.0109071,0.0212662,0,0,0.0472644,0,0.013498,0.0331353,0.0583446,0.056927,0.0198031,0.0121723,0.0292745,0.0261013,0.0544684,0.0187659,0.0186542,0.0196755,0.0286569,0.00819252,0.0568458,0.0282337,0.0134517,0.0141742,0.0514375,0.0208836,0,0,0,0,0,0.0187978,0.0306851,0.015493,0
126,0,0,0,0,0.0449099,0.0549275,0,0,0,0.0449677,0.0100676,0.0235263,0.0136764,0,0,0.0150097,0,0.0190875,0.00717009,0.0492033,0.0184282,0.0257816,0.0150428,0.0242978,0.0613104,0.011529,0.0129352,0.0406766,0.0137763,0.0150148,0.0108748,0.00986537,0.0497552,0.0283119,0.00922168,0.00399654,0.0422697,0.00987545,0.0410324,0.0102874,0.0211271,0,0,0.0479067,0,0.013567,0.033563,0.0586766,0.0523189,0.0200448,0.0115456,0.0293066,0.0262949,0.0537424,0.0167249,0.0166682,0.0184579,0.0270948,0.00846104,0.0521068,0.0284953,0.0136291,0.0143119,0.0517642,0.0207003,0,0,0,0,0,0.0172364,0.0292358,0.0143506,0
127,0,0,0,0,0.0447648,0.055077,0,0,0,0.0430077,0.0100213,0.0220516,0.013487,0,0,0.0149118,0,0.0189723,0.00724781,0.0489116,0.0182349,0.0260406,0.0136685,0.0238754,0.0615028,0.0105967,0.0118077,0.0408988,0.013802,0.0147167,0.0104699,0.0102329,0.0475794,0.028477,0.00912453,0.00400216,0.0338927,0.00977967,0.0341278,0.00962015,0.0208659,0,0,0.0484857,0,0.0135802,0.0339022,0.0592157,0.0445501,0.0203714,0.0110122,0.0292959,0.0262314,0.052776,0.0141969,0.0138817,0.0169694,0.0247223,0.00880931,0.0436228,0.0287924,0.0139044,0.0143824,0.0520268,0.0204467,0,0,0,0,0,0.015005,0.0269817,0.0129006,0
128,0,0,0,0,0.0446071,0.0551896,0,0,0,0.0403712,0.00997657,0.0205234,0.0134415,0,0,0.0148643,0,0.0188687,0.0073439,0.0485976,0.0182841,0.0263857,0.0121546,0.023334,0.0617117,0.00950139,0.0106022,0.0413562,0.0138318,0.0144042,0.0100257,0.0105518,0.0446818,0.0284936,0.00905265,0.00407204,0.0250016,0.00964275,0.0257376,0.00901748,0.020545,0,0,0.0488909,0,0.0135147,0.0342114,0.059883,0.0359727,0.0207153,0.0110268,0.0292693,0.025911,0.0518934,0.0117389,0.0104983,0.015319,0.022323,0.0100086,0.0344414,0.029051,0.0140983,0.0144107,0.0522299,0.0201668,0,0,0,0,0,0.0123803,0.0246308,0.0111491,0
129,0,0,0,0,0.044348,0.0552686,0,0,0,0.0368594,0.00995946,0.0191482,0.0134236,0,0,0.0146458,0,0.0188793,0.00735635,0.048253,0.0186743,0.026726,0.0106427,0.0226663,0.0620025,0.00833015,0.00940136,0.0419331,0.013799,0.0140436,0.00981865,0.0109314,0.0408774,0.028313,0.00901276,0.00418384,0.019374,0.00952747,0.018634,0.00822906,0.0201321,0,0,0.0491675,0,0.0134892,0.0345269,0.0604015,0.0282205,0.0211035,0.011637,0.0292428,0.0256567,0.0514311,0.00999645,0.00677097,0.0135482,0.0210089,0.0120127,0.0285977,0.029322,0.0142204,0.0144729,0.0524747,0.0198847,0,0,0,0,0,0.00967172,0.0223625,0.00925947,0
130,0,0,0,0,0.044032,0.0553636,0,0,0,0.0326041,0.0099264,0.0182902,0.0133677,0,0,0.0142471,0,0.0190435,0.0072683,0.0478795,0.0196304,0.0270735,0.00926658,0.021888,0.0622501,0.00717866,0.00838223,0.0427415,0.0136404,0.0137134,0.00982109,0.0114031,0.0359916,0.0280472,0.00903346,0.00431043,0.0171087,0.00939745,0.0141066,0.0069794,0.0195884,0,0,0.0494129,0,0.0134883,0.0348159,0.0605228,0.0222578,0.0216784,0.0119295,0.0291184,0.0254942,0.0514981,0.00904882,0.0042144,0.0124137,0.0214295,0.0140562,0.0267817,0.0296588,0.0142737,0.0146077,0.0528448,0.0195552,0,0,0,0,0,0.00727005,0.0200362,0.00747457,0
131,0,0,0,0,0.043642,0.0553876,0,0,0,0.0278977,0.0097953,0.0184705,0.0135326,0,0,0.0137543,0,0.0190931,0.00708025,0.0476125,0.0209768,0.0274321,0.00830115,0.0210923,0.0624192,0.00611319,0.00774761,0.0437664,0.0132509,0.0136346,0.0100324,0.011875,0.0297855,0.0279962,0.00905374,0.00434123,0.0173226,0.00932616,0.0103647,0.00565479,0.019105,0,0,0.0497813,0,0.0135629,0.0351484,0.0604689,0.0192303,0.0225061,0.0117141,0.0287634,0.0255337,0.051658,0.00840545,0.00508008,0.0128925,0.0228521,0.0153975,0.0252575,0.0301143,0.0143671,0.0148269,0.0532111,0.0191901,0,0,0,0,0,0.00535715,0.017767,0.00600754,0
132,0,0,0,0,0.0433476,0.0553073,0,0,0,0.0231539,0.00965712,0.019752,0.01413,0,0,0.013033,0,0.0189991,0.00681126,0.0475536,0.0223066,0.0277875,0.0082174,0.0204333,0.0624001,0.00527838,0.00760644,0.0449621,0.0126385,0.0140034,0.0105392,0.0122213,0.0222148,0.0278548,0.00904319,0.00426213,0.023005,0.00924323,0.00881373,0.0048503,0.0188432,0,0,0.0500921,0,0.0136059,0.0353918,0.0606825,0.0212554,0.0234555,0.0125493,0.0283529,0.025672,0.0511886,0.00841349,0.00653425,0.0140725,0.0236005,0.0160177,0.0257075,0.0305958,0.0144249,0.0150593,0.0534345,0.0188066,0,0,0,0,0,0.00456177,0.0162864,0.00540876,0
133,0,0,0,0,0.0433423,0.0553857,0,0,0,0.019378,0.00959262,0.0225729,0.015458,0,0,0.0114898,0,0.0190552,0.00614679,0.0477881,0.0239655,0.0281931,0.0091854,0.0202781,0.0624916,0.00488166,0.00831001,0.0462048,0.0119744,0.0151264,0.0114409,0.0123838,0.0136177,0.0268297,0.00908983,0.00402532,0.0331528,0.00916436,0.015608,0.00498336,0.0187034,0,0,0.0501359,0,0.0136463,0.0355244,0.0611943,0.0280045,0.0242813,0.0149831,0.0285632,0.02602,0.0503215,0.00946827,0.00720708,0.0145741,0.023341,0.0170514,0.0304415,0.0309323,0.0144566,0.01535,0.0536812,0.0184173,0,0,0,0,0,0.00466577,0.0156936,0.00608616,0
134,0,0,0,0,0.0433094,0.0553337,0,0,0,0.0189917,0.00960815,0.0261838,0.0166614,0,0,0.0107543,0,0.0191125,0.00577382,0.0478986,0.0257108,0.0287326,0.0109515,0.0201859,0.0625939,0.00504489,0.00991983,0.0477762,0.0114368,0.0170977,0.0122837,0.0125627,0.00612606,0.0261751,0.00908496,0.00399083,0.042311,0.00917027,0.0219373,0.00531495,0.0186248,0,0,0.0495679,0,0.0136456,0.0353729,0.0620616,0.0348793,0.0247598,0.0175586,0.0288433,0.0260859,0.0498465,0.0109945,0.00538661,0.014723,0.0227532,0.0175178,0.03723,0.0307433,0.0143305,0.0153991,0.0536184,0.0182866,0,0,0,0,0,0.0043582,0.0153336,0.00782476,0
135,0,0,0,0,0.0432333,0.0552107,0,0,0,0.0230292,0.00954628,0.0303868,0.0176791,0,0,0.0101231,0,0.0191156,0.00539194,0.0478119,0.0274761,0.0293169,0.0128239,0.020175,0.0627808,0.00579946,0.0123363,0.0494084,0.011349,0.0202406,0.013102,0.0126364,0.00914695,0.0257393,0.00911793,0.00399676,0.0458107,0.00919499,0.0233731,0.00560162,0.0185724,0,0,0.0483359,0,0.013602,0.0348994,0.0628379,0.0370787,0.0249386,0.0192481,0.0292698,0.0259591,0.0500455,0.0121285,0.00343153,0.0151354,0.022387,0.0166061,0.0414246,0.0300074,0.0142569,0.0152887,0.0534153,0.0184015,0,0,0,0,0,0.003574,0.0152123,0.00967137,0
136,0,0,0,0,0.0431617,0.055044,0,0,0,0.0295582,0.00947946,0.0342254,0.0185195,0,0,0.00976413,0,0.0192488,0.00515954,0.0474545,0.0285939,0.0299098,0.0144252,0.0201582,0.0629718,0.00697538,0.0150138,0.0509255,0.0118707,0.0239733,0.0138423,0.0126832,0.0182876,0.0254872,0.0092513,0.0040967,0.0482777,0.00926378,0.0246513,0.00579146,0.0184269,0,0,0.0469695,0,0.0135486,0.0342802,0.0634074,0.0380046,0.0250975,0.0198424,0.029675,0.0255267,0.0504268,0.013928,0.00342756,0.014166,0.0219538,0.016053,0.0450869,0.0292068,0.0141862,0.0151604,0.0532097,0.0185441,0,0,0,0,0,0.00364931,0.0149887,0.011178,0
137,0,0,0,0,0.043245,0.0548345,0,0,0,0.0361389,0.00942746,0.0373998,0.0195881,0,0,0.00950688,0,0.0194148,0.00500585,0.0469079,0.0291774,0.030444,0.0155936,0.0201613,0.0632248,0.00827186,0.0174485,0.0523124,0.012654,0.0272767,0.0143709,0.0128871,0.0282263,0.0250729,0.00936197,0.00426295,0.0502253,0.00934771,0.0257828,0.00595336,0.0182701,0,0,0.0458195,0,0.0134854,0.0337246,0.0638204,0.0378247,0.0252829,0.0197137,0.030063,0.0250672,0.0509095,0.0157535,0.00483763,0.0119848,0.0217014,0.0158666,0.0484352,0.0286376,0.0140317,0.0150484,0.0530276,0.0185684,0,0,0,0,0,0,0.0150177,0.0121159,0
138,0,0,0,0,0.0433473,0.0545843,0,0,0,0.0427058,0.00939421,0.0397304,0.0209805,0,0,0.0094754,0,0.0195789,0.00486464,0.046229,0.0300552,0.0309425,0.0162363,0.020237,0.0635763,0.00947877,0.0195321,0.0536397,0.013343,0.0297043,0.0145909,0.013245,0.0383774,0.0246909,0.00947604,0.00437394,0.0518414,0.00947699,0.0266906,0.00603522,0.0181275,0,0,0.0449893,0,0.0134464,0.03326,0.0641143,0.0369573,0.0255937,0.0196498,0.0305824,0.0247373,0.0512616,0.0170858,0.00648052,0.00903649,0.0215342,0.0160024,0.0513287,0.028148,0.0137692,0.0150143,0.0529109,0.0183485,0,0,0,0,0,0.00820108,0.0151248,0.0125397,0
139,0,0,0,0,0.0432707,0.0543104,0,0,0,0.0490575,0.00940361,0.0412636,0.0222359,0,0,0.00970978,0,0.0197353,0.00471053,0.0454692,0.0310489,0.0313952,0.0164828,0.0202756,0.0637472,0.0104771,0.0212659,0.0548524,0.0140315,0.0313935,0.0146383,0.01363,0.0488981,0.0243492,0.00961355,0.00432253,0.0528539,0.00964834,0.0276004,0.00593808,0.0181608,0,0,0.044266,0,0.0133793,0.0327012,0.0644201,0.0359779,0.0258606,0.01991,0.0310459,0.0245071,0.0516682,0.0180484,0.00727468,0.00785415,0.0215702,0.0166416,0.0530312,0.0277203,0.013428,0.0148425,0.0527824,0.0179811,0,0,0,0,0,0.0100002,0.0147843,0.0129703,0
140,0,0,0,0,0.0428389,0.0540791,0,0,0,0.054812,0.00943874,0.0419543,0.0230523,0,0,0.0101642,0,0.0198678,0.00468149,0.0447101,0.0316197,0.0317892,0.0166659,0.0200739,0.0637263,0.0112302,0.0227807,0.0559536,0.0146784,0.0324314,0.0146113,0.0139844,0.0602763,0.0242734,0.00971657,0.00416266,0.0531187,0.00982537,0.0285625,0.00553491,0.0184263,0,0,0.0435239,0,0.0132813,0.0320555,0.064638,0.0350938,0.0260676,0.0202515,0.031275,0.0242582,0.052141,0.018285,0.00779711,0.00806143,0.0218237,0.017748,0.0538483,0.0273312,0.0131119,0.0146914,0.0526412,0.0176757,0,0,0,0,0,0.0106199,0.0139942,0.0129931,0
