Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIP
144,0.00965479,0.0115522,0,0,0,0,0,0,0.0065459,0.0229182,0.00877963,0.00233606,0,0,0.0028253,0,0.0147701,0.00331827,0.0391787,0.00865753,0.0145106,0.00487571,0.00511369,0.00405906,0.00266055,0.00170323,0.00399655,0.000949343,0.004535,0.00320022,0.0144728,0.00718813,0.00201433,0.0127344,0.00273352,0.0201124,0.0184883,0.0156649,0.006926,0.0152939,0,0,0.00942949,0,0.0164154,0.0118972,0.0659897,0.0235048,0.0139464,0.0171547,0.00568076,0.0187734,0.00865004,0.0354455,0.0195086,0.0118376,0.00659257,0.000852562,0.0106567,0.0186282,0.0270346,0.0124287,0.0162811,0.00662844,0.0114504,0.0129255,0,0,0,0,0,0,0,0,0.0137784
145,0.0116866,0.0132316,0,0,0,0,0,0,0.0070671,0.0231453,0.00914134,0.00224905,0,0,0.00461244,0,0.0151104,0.00386405,0.0393585,0.00888534,0.0145837,0.00420231,0.00502398,0.00517064,0.00306411,0.00175123,0.00406022,0.00118741,0.00399287,0.00305118,0.0145332,0.00811186,0.00370109,0.0128523,0.00265806,0.0189428,0.0179466,0.0151509,0.00726222,0.0177519,0,0,0.0161514,0,0.0153039,0.0133513,0.0652089,0.0226839,0.0134913,0.0167106,0.00585174,0.0231551,0.00897208,0.0353801,0.019298,0.0112919,0.00686917,0.00104281,0.010817,0.0187418,0.0258873,0.0170163,0.0189046,0.00684183,0.0131399,0.0147729,0,0,0,0,0,0,0,0,0.0139583
146,0.0100178,0.0121592,0,0,0,0,0,0,0.00750146,0.0232982,0.00936858,0.00228185,0,0,0.00347224,0,0.0148288,0.00361301,0.0396145,0.00931984,0.0147256,0.00354994,0.00522076,0.004511,0.0036869,0.00204822,0.00394831,0.00154609,0.00341522,0.00298669,0.0145071,0.00895665,0.00249573,0.0128814,0.00283195,0.0178312,0.0186264,0.0145835,0.00780283,0.015945,0,0,0.0114861,0,0.0164028,0.0126955,0.0643562,0.0216266,0.0129379,0.015822,0.00642655,0.0202811,0.00901534,0.0352512,0.0188198,0.0107415,0.00708797,0.00133063,0.0108937,0.0186265,0.0242589,0.0137603,0.0170163,0.00696981,0.0118981,0.0133565,0,0,0,0,0,0,0,0,0.0140373
147,0.0100281,0.0123664,0,0,0,0,0,0,0.00832121,0.0235104,0.00938133,0.00246733,0,0,0.00367004,0,0.0148016,0.00374612,0.0397521,0.0096935,0.0148328,0.00346746,0.0053291,0.00470419,0.00360238,0.00218395,0.00371702,0.00193017,0.00314966,0.00295297,0.0142859,0.0103147,0.00274991,0.012899,0.00288578,0.0168479,0.0188364,0.0139098,0.00829054,0.0160222,0,0,0.0112891,0,0.0165129,0.0126196,0.0635658,0.0204992,0.0124076,0.0147595,0.00710572,0.0206595,0.00895507,0.0350853,0.0176472,0.0103114,0.00723318,0.00174505,0.0107789,0.0181749,0.0232963,0.0136245,0.0167016,0.00716448,0.012092,0.0134232,0,0,0,0,0,0,0,0,0.014057
148,0.0101104,0.0126386,0,0,0,0,0,0,0.00884868,0.0237276,0.00950147,0.00268226,0,0,0.00386434,0,0.0147141,0.0039259,0.0400903,0.0101617,0.0149421,0.0030964,0.00532479,0.00493181,0.00267534,0.00227019,0.00351014,0.0023089,0.00292378,0.00281725,0.0141921,0.0112575,0.00305641,0.0128005,0.0029046,0.0163633,0.0189142,0.0131004,0.00862642,0.0162537,0,0,0.0120226,0,0.0166135,0.0128273,0.0629553,0.0193027,0.0119814,0.0137767,0.00751825,0.0213199,0.008727,0.0348071,0.0150769,0.0100226,0.00735864,0.00206816,0.0105281,0.0174279,0.023036,0.01396,0.0168092,0.00730796,0.012346,0.0135328,0,0,0,0,0,0,0,0,0.0140369
149,0.009433,0.0123923,0,0,0,0,0,0,0.00916499,0.0238832,0.00974202,0.00286329,0,0,0.00356153,0,0.0142673,0.00388272,0.0405198,0.0105355,0.0150644,0.00258278,0.00530268,0.00435934,0.00255295,0.00193436,0.00320066,0.00259028,0.00284864,0.00286887,0.0141902,0.0119218,0.00233696,0.0124667,0.00289999,0.0164221,0.0192139,0.012077,0.0088927,0.0156102,0,0,0.0118034,0,0.0171544,0.0132537,0.0624194,0.0178663,0.0116197,0.012859,0.00780071,0.0205995,0.00830209,0.0344651,0.0131759,0.0100078,0.00736453,0.00238294,0.0100873,0.0164332,0.0235777,0.013455,0.0161923,0.00774092,0.0120513,0.0129498,0,0,0,0,0,0,0,0,0.013917
150,0.0110226,0.0138222,0,0,0,0,0,0,0.00968931,0.0240973,0.00988376,0.00304951,0,0,0.0047259,0,0.0145364,0.00424937,0.0408353,0.010683,0.0151547,0.00244192,0.00529736,0.00545384,0.00261011,0.00169348,0.00296341,0.00274762,0.0029202,0.00296832,0.0141501,0.012807,0.00369012,0.012433,0.00285035,0.017005,0.0187516,0.0110344,0.0091097,0.0175846,0,0,0.0166622,0,0.0162506,0.0139445,0.0619857,0.016368,0.0114237,0.0119294,0.00800573,0.0240496,0.00772386,0.0339888,0.013984,0.00943704,0.00729916,0.00264585,0.00956248,0.0153974,0.024462,0.0167581,0.0181253,0.00717488,0.013603,0.0143152,0,0,0,0,0,0,0,0,0.013756
151,0.0127016,0.0153624,0,0,0,0,0,0,0.0102211,0.0242792,0.00994415,0.00313926,0,0,0.00518903,0,0.0145067,0.00461256,0.0410469,0.0108409,0.0152429,0.0021774,0.00521858,0.00582034,0.00247697,0.00148011,0.00278764,0.0029126,0.00296179,0.00293232,0.0141231,0.0136909,0.00413071,0.0126791,0.00310414,0.0178437,0.0181634,0.0100347,0.00928975,0.0196513,0,0,0.0230284,0,0.0152196,0.0155611,0.0616665,0.015056,0.0113559,0.0110195,0.00815019,0.0273563,0.00704963,0.033392,0.0147988,0.00867156,0.00717511,0.00275402,0.00903301,0.0143939,0.0257485,0.0213036,0.0197669,0.00728835,0.0152344,0.0157695,0,0,0,0,0,0,0,0,0.0135633
152,0.0143195,0.0169281,0,0,0,0,0,0,0.0106628,0.0244146,0.00991735,0.00318481,0,0,0.00536338,0,0.0144624,0.00478574,0.0411593,0.0108827,0.0153142,0.00190929,0.00505371,0.00600844,0.00200108,0.00136209,0.00262473,0.00317048,0.00299752,0.0028679,0.0141207,0.014521,0.00430108,0.0127627,0.00330175,0.0184039,0.017583,0.00901265,0.00944675,0.0216585,0,0,0.0288825,0,0.0142128,0.0174015,0.0614221,0.01339,0.0113294,0.00995502,0.00824774,0.0302959,0.00629295,0.0327025,0.0138959,0.00800224,0.00691757,0.00272289,0.00839776,0.0134033,0.0270348,0.0257627,0.02096,0.00770086,0.0168799,0.0172669,0,0,0,0,0,0,0,0,0.0133906
153,0.0158064,0.0184692,0,0,0,0,0,0,0.0110448,0.0245119,0.0100619,0.00319075,0,0,0.00544633,0,0.014393,0.00482529,0.0411707,0.0109365,0.0153641,0.00173909,0.00495654,0.00612125,0.00124195,0.00129978,0.00247049,0.00345378,0.00311173,0.00290378,0.01408,0.0152606,0.00435799,0.0126398,0.00323803,0.0187195,0.0169867,0.00791062,0.00957589,0.0234948,0,0,0.0338163,0,0.013263,0.0191395,0.0612519,0.0115771,0.0113065,0.00879553,0.00830287,0.0327486,0.00552618,0.0318525,0.0121515,0.00759553,0.00648266,0.00259631,0.00774542,0.012414,0.0276737,0.0297159,0.0214595,0.00833512,0.0184509,0.0185258,0,0,0,0,0,0,0,0,0.0132509
154,0.0157338,0.0188229,0,0,0,0,0,0,0.0116134,0.0246229,0.0104151,0.00321209,0,0,0.00566506,0,0.0143454,0.00489545,0.0410797,0.0111272,0.015415,0.00165112,0.00488325,0.00612873,0.00088154,0.00131729,0.0023812,0.00374715,0.00337364,0.00305993,0.0139669,0.0161427,0.00454554,0.0125769,0.00316096,0.0188542,0.0169225,0.00672187,0.00978102,0.0235236,0,0,0.0342876,0,0.0131618,0.0193108,0.0611379,0.00997565,0.0112616,0.00793273,0.0084993,0.0332736,0.00484543,0.0308923,0.0102927,0.00715634,0.00594575,0.00251514,0.00702954,0.0114222,0.0279807,0.0304195,0.0213546,0.008398,0.0186966,0.0183811,0,0,0,0,0,0,0,0,0.0131022
155,0.00878496,0.0139927,0,0,0,0,0,0,0.0120161,0.0247234,0.0108072,0.00322357,0,0,0.00501024,0,0.0136609,0.00478851,0.0410708,0.0115367,0.0153735,0.00172203,0.00505603,0.00393384,0.000762413,0.0011988,0.00236115,0.00418978,0.00381798,0.00335137,0.0137669,0.0167771,0.00337904,0.0124283,0.00326151,0.018712,0.0195197,0.00556852,0.010436,0.015032,0,0,0.01427,0,0.0172322,0.0144261,0.0611031,0.00857042,0.0109941,0.00732989,0.00940834,0.022746,0.00427419,0.0298378,0.00834992,0.00676519,0.00537612,0.00257728,0.00631132,0.0106249,0.0276778,0.0160623,0.0164783,0.00806181,0.0133251,0.0119599,0,0,0,0,0,0,0,0,0.0128844
156,0.0156647,0.0194631,0,0,0,0,0,0,0.0129149,0.0248951,0.011112,0.00335914,0,0,0.00563183,0,0.014287,0.00510315,0.040767,0.0119541,0.0154867,0.00247029,0.00456225,0.00576984,0.000952866,0.0014653,0.00241916,0.00450136,0.0041429,0.00350281,0.0136938,0.0179799,0.00444053,0.0125705,0.00334089,0.0182393,0.0169208,0.00449688,0.0101806,0.0235263,0,0,0.0356456,0,0.0130326,0.0195632,0.0612241,0.00699557,0.0112706,0.00677466,0.0087963,0.0343388,0.00381156,0.0288123,0.00669659,0.00633567,0.00470237,0.00300901,0.00532313,0.00976787,0.0268375,0.0318802,0.0215864,0.00853696,0.0190924,0.0181144,0,0,0,0,0,0,0,0,0.0127886
157,0.0153387,0.0195752,0,0,0,0,0,0,0.0135285,0.0250434,0.011432,0.00361089,0,0,0.0058483,0,0.0143848,0.00531016,0.0406365,0.0124657,0.0154734,0.00301584,0.00469697,0.00580777,0.00106726,0.00155754,0.0025123,0.0048552,0.00449686,0.0037139,0.0135795,0.0188741,0.00459851,0.0124294,0.00337576,0.0173744,0.0170851,0.00375817,0.0104556,0.0232272,0,0,0.0353688,0,0.0131933,0.0194595,0.061366,0.00537879,0.0112883,0.006363,0.00903431,0.0345326,0.00351111,0.027797,0.00508004,0.00603228,0.00419417,0.00380188,0.00438195,0.00905356,0.0256025,0.0318712,0.0217158,0.00848394,0.0191165,0.0176962,0,0,0,0,0,0,0,0,0.0126964
158,0.0164177,0.0207945,0,0,0,0,0,0,0.0141993,0.0252055,0.0118665,0.00371796,0,0,0.00582829,0,0.0142652,0.00539783,0.0405002,0.0129708,0.0154392,0.00333038,0.00469822,0.00583734,0.00123973,0.00168202,0.00271266,0.00514011,0.00481266,0.0039108,0.0134715,0.0197919,0.00444586,0.012602,0.0034811,0.016111,0.0167664,0.00316556,0.0105857,0.0246748,0,0,0.0386352,0,0.0126285,0.0206843,0.0615264,0.00398275,0.0113809,0.00590031,0.00908643,0.0360007,0.00351602,0.0266914,0.00397799,0.00602902,0.00393162,0.0050112,0.00352579,0.008313,0.0238246,0.0341565,0.0217965,0.00903184,0.0202749,0.0185859,0,0,0,0,0,0,0,0,0.0127304
159,0.0166794,0.0213599,0,0,0,0,0,0,0.0147584,0.0253097,0.012344,0.0037101,0,0,0.00592754,0,0.0142221,0.00545686,0.0403695,0.0135441,0.015386,0.00381158,0.00468567,0.00582686,0.00141853,0.00195731,0.00292827,0.00542606,0.00513968,0.00414794,0.0133555,0.0204585,0.00437287,0.0126813,0.00351034,0.0145309,0.0167034,0.00304401,0.0105844,0.0250712,0,0,0.039495,0,0.0124974,0.0210013,0.0617601,0.00370111,0.0114705,0.0053088,0.00906676,0.0365174,0.00390966,0.0254931,0.00380425,0.00567353,0.003979,0.00668541,0.00305859,0.00752418,0.0217589,0.0347635,0.0217848,0.00911993,0.0207204,0.0185919,0,0,0,0,0,0,0,0,0.0127248
160,0.0169579,0.0218811,0,0,0,0,0,0,0.0154954,0.0253793,0.0128854,0.00386466,0,0,0.00606212,0,0.0142698,0.00549889,0.0402122,0.0141924,0.0153274,0.00451954,0.00457849,0.00586857,0.00153962,0.00218612,0.00314228,0.00576296,0.00555782,0.0044375,0.0132299,0.0213508,0.00434938,0.0126204,0.00341259,0.0124699,0.0165914,0.00370458,0.0104116,0.0254608,0,0,0.0403392,0,0.0123578,0.0212527,0.0620917,0.00396947,0.0115029,0.0046978,0.00886064,0.0369569,0.00455335,0.0244832,0.00427085,0.00497255,0.00467913,0.0086029,0.00372562,0.00698354,0.018717,0.0352832,0.0216452,0.00913149,0.021157,0.0186796,0,0,0,0,0,0,0,0,0.0127094
161,0.0102818,0.0172422,0,0,0,0,0,0,0.0164126,0.025712,0.0134467,0.00388834,0,0,0.00601868,0,0.0137475,0.00538831,0.0402543,0.0147811,0.0152641,0.00533792,0.00506143,0.00514463,0.00145529,0.00226194,0.00329966,0.00626447,0.00632017,0.00498596,0.0131368,0.0223818,0.00412601,0.0127215,0.00300742,0.00968718,0.0188525,0.00465348,0.010705,0.017279,0,0,0.0221143,0,0.016147,0.0160166,0.0624063,0.00428218,0.0113392,0.00388763,0.00942265,0.0282681,0.0052974,0.0236417,0.0049733,0.0036552,0.00590069,0.0105664,0.00531522,0.00699742,0.0149939,0.0223493,0.019274,0.00775027,0.016289,0.012656,0,0,0,0,0,0,0,0,0.0125328
162,0.0165663,0.0220096,0,0,0,0,0,0,0.0173746,0.0254253,0.0146234,0.00388242,0,0,0.00639315,0,0.0143247,0.00574417,0.0400212,0.0156549,0.0152808,0.00572294,0.00461733,0.00593711,0.00183468,0.00268005,0.00344001,0.00640812,0.00648162,0.00504258,0.0128624,0.0235579,0.00416764,0.0127017,0.00342804,0.00644108,0.016638,0.00566584,0.0102022,0.0249958,0,0,0.0398401,0,0.0125199,0.0209199,0.0627825,0.00562744,0.011896,0.00305489,0.00880922,0.0366416,0.00606701,0.023035,0.00595721,0.00255392,0.00742678,0.01251,0.00717116,0.00786107,0.00965126,0.0348241,0.0217815,0.00888894,0.0212514,0.0182566,0,0,0,0,0,0,0,0,0.0127792
163,0.0163424,0.0220827,0,0,0,0,0,0,0.0184633,0.0254433,0.0155356,0.00368068,0,0,0.00665288,0,0.0143148,0.00580767,0.0400301,0.0163253,0.0151759,0.00598498,0.0047587,0.00594033,0.00208215,0.00289167,0.00386611,0.0067238,0.00684317,0.00529764,0.0125494,0.0248064,0.00419901,0.0127703,0.00349833,0.00519941,0.016712,0.00781898,0.0101175,0.0246437,0,0,0.0391649,0,0.0126156,0.0206945,0.0630788,0.00844544,0.0121166,0.00222207,0.00904373,0.0364104,0.00685554,0.0224155,0.00697486,0.00353501,0.00934633,0.014419,0.00927817,0.00997849,0.0058711,0.0344247,0.0218732,0.00882177,0.0213145,0.0181146,0,0,0,0,0,0,0,0,0.0124529
164,0.0161691,0.0221867,0,0,0,0,0,0,0.0197002,0.0255385,0.0162756,0.00347174,0,0,0.00676688,0,0.0143601,0.00592109,0.0399565,0.0169616,0.0150876,0.00600316,0.00507595,0.00595289,0.00234929,0.00314041,0.00454322,0.00691457,0.00714467,0.00554627,0.0123287,0.026254,0.00446628,0.0128116,0.00352162,0.0062996,0.0168634,0.0100446,0.0100936,0.0243487,0,0,0.0387143,0,0.0127347,0.0205384,0.0634326,0.0114424,0.0122868,0.0032779,0.00935399,0.0362766,0.00772766,0.0218331,0.00830404,0.0059738,0.0116809,0.016141,0.0117309,0.0130269,0.00470687,0.0341442,0.0219474,0.00877648,0.021442,0.0178696,0,0,0,0,0,0,0,0,0.0123109
165,0.0158819,0.0222863,0,0,0,0,0,0,0.0209884,0.0256352,0.0169173,0.0032698,0,0,0.00677942,0,0.01431,0.00604747,0.0399049,0.0175789,0.0150924,0.00597364,0.00560541,0.00593424,0.00258013,0.00336139,0.00502299,0.00706656,0.00744519,0.00578599,0.0121741,0.0277354,0.00469963,0.0128264,0.00341787,0.00892721,0.0169463,0.0117369,0.0101316,0.0238667,0,0,0.037997,0,0.0128698,0.0202194,0.0639818,0.0138951,0.0124834,0.00398736,0.00989317,0.0360829,0.00853846,0.0213747,0.00954684,0.0087933,0.0139135,0.0177508,0.0138711,0.0158186,0.00724754,0.033603,0.0219069,0.00862221,0.0215821,0.0173194,0,0,0,0,0,0,0,0,0.0124238
166,0.0161395,0.0227026,0,0,0,0,0,0,0.0222681,0.0257239,0.0175945,0.00289828,0,0,0.00693248,0,0.0142636,0.00616018,0.0399591,0.018229,0.0151351,0.00594171,0.00553644,0.00605538,0.00269851,0.00351134,0.00510342,0.00722791,0.00778702,0.00600358,0.0121186,0.0292092,0.00500066,0.0129023,0.00348084,0.0117239,0.0167695,0.0128033,0.00973243,0.0241127,0,0,0.0385452,0,0.0126733,0.0204902,0.0647574,0.0157089,0.0124728,0.00401655,0.0101986,0.0363225,0.0091546,0.0211116,0.0104596,0.010625,0.0157394,0.0192883,0.0155421,0.0179602,0.0109976,0.0341927,0.022039,0.00861869,0.0220512,0.0173718,0,0,0,0,0,0,0,0,0.0126663
167,0.0102951,0.0188653,0,0,0,0,0,0,0.023056,0.0257404,0.0183869,0.00245907,0,0,0.00742597,0,0.0143181,0.00647417,0.0401604,0.0191393,0.0151347,0.00611568,0.00580955,0.0058828,0.00273256,0.0034668,0.00507817,0.00734268,0.00798499,0.00611203,0.0120574,0.0301276,0.00545829,0.0128139,0.00377143,0.0140226,0.0189967,0.0137527,0.00935821,0.016694,0,0,0.0217823,0,0.0160662,0.0160788,0.0655291,0.0167478,0.0122718,0.00415638,0.0108895,0.0276324,0.00946827,0.0211128,0.0108648,0.0114622,0.0170149,0.0206705,0.016694,0.0194773,0.014285,0.0221034,0.0192259,0.00703909,0.0179952,0.0119502,0,0,0,0,0,0,0,0,0.0132593
168,0.013287,0.0208259,0,0,0,0,0,0,0.0242981,0.025832,0.0188064,0.0020434,0,0,0.00774288,0,0.0143995,0.00639729,0.0402764,0.0194327,0.0153759,0.00608586,0.00524786,0.00642138,0.00267121,0.00354005,0.0050001,0.00774288,0.0086336,0.00647411,0.0121872,0.0316045,0.00580472,0.012699,0.0032916,0.0146507,0.0177625,0.0149343,0.00844172,0.0204439,0,0,0.0311831,0,0.0142408,0.0183933,0.0661595,0.0175709,0.0122377,0.0047316,0.010821,0.0324955,0.00940079,0.0211183,0.0110673,0.0120846,0.0182344,0.0216837,0.0178158,0.0208872,0.0151843,0.0291626,0.0216286,0.00755388,0.0201825,0.0145891,0,0,0,0,0,0,0,0,0.0133638
169,0.0131475,0.0204379,0,0,0,0,0,0,0.0253172,0.0258549,0.0192256,0.00178866,0,0,0.00771925,0,0.01437,0.0063296,0.0405247,0.0198033,0.0154627,0.00600168,0.00479404,0.00623568,0.00277483,0.00360574,0.00495295,0.00791821,0.00896823,0.00665549,0.0121305,0.0328901,0.00557106,0.0126045,0.00312464,0.0151766,0.0179244,0.0158683,0.00769303,0.0199801,0,0,0.029927,0,0.0144769,0.018119,0.0665543,0.0197196,0.0121577,0.0049928,0.010812,0.0315537,0.00904272,0.0211844,0.0112541,0.0121652,0.0187174,0.0222314,0.0182644,0.0213751,0.0155269,0.0281499,0.0214808,0.00748406,0.0198953,0.0141866,0,0,0,0,0,0,0,0,0.0132556
170,0.0137292,0.0204344,0,0,0,0,0,0,0.0266272,0.0258675,0.0195686,0.00190255,0,0,0.00774592,0,0.0143515,0.00621882,0.0408763,0.0200886,0.0156812,0.0057242,0.00431732,0.00618246,0.00290212,0.00377669,0.00492079,0.0079593,0.00926758,0.00679372,0.0120679,0.0344853,0.00533187,0.0126488,0.00319709,0.0157663,0.0177826,0.0156917,0.00726468,0.020315,0,0,0.0304324,0,0.0142968,0.0182879,0.0665848,0.0220809,0.0122126,0.00505924,0.0107072,0.0314641,0.00858639,0.0212471,0.011307,0.0115322,0.0186586,0.0223913,0.0182967,0.0210917,0.0156363,0.0284003,0.0217628,0.00743058,0.0200492,0.0145801,0,0,0,0,0,0,0,0,0.013018
171,0.0143345,0.0204256,0,0,0,0,0,0,0.0280973,0.0258563,0.0197967,0.00230138,0,0,0.00790642,0,0.0143792,0.00619677,0.0413429,0.0201635,0.0159801,0.00516377,0.00397748,0.00629078,0.00307132,0.00416647,0.00474508,0.0079681,0.00947485,0.00683777,0.0120345,0.0362928,0.00533312,0.0126822,0.00351266,0.0155641,0.0176401,0.015302,0.00743022,0.0206046,0,0,0.0308073,0,0.0141492,0.0184522,0.0662536,0.0193418,0.0121566,0.0051687,0.0105906,0.03126,0.00824837,0.0211895,0.0112891,0.0102531,0.0181901,0.0221552,0.0179025,0.0202606,0.0151474,0.0285867,0.0221244,0.00745537,0.0201514,0.01505,0,0,0,0,0,0,0,0,0.0127997
172,0.0102053,0.0171815,0,0,0,0,0,0,0.0283636,0.025781,0.0195839,0.00278253,0,0,0.0069038,0,0.0138038,0.00584998,0.0419835,0.0198021,0.0164624,0.00488075,0.00471558,0.00557565,0.00331566,0.00443992,0.0046309,0.00789733,0.00920395,0.00676069,0.0121919,0.0366011,0.00471403,0.0124061,0.00359288,0.0144245,0.0191978,0.0145904,0.00887962,0.0136676,0,0,0.0160419,0,0.0174088,0.0160666,0.0655827,0.0163214,0.0124255,0.00557682,0.011183,0.0204894,0.00804632,0.0207385,0.0115408,0.00933506,0.0170066,0.0214093,0.0166762,0.0183259,0.0142058,0.0163722,0.017695,0.00734873,0.0165063,0.0100883,0,0,0,0,0,0,0,0,0.0126011
