Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,
1657,0,0,0,0,0,0,0.0177159,0.0395525,0,0,0,0.0539365,0,0.0340863,0.0246608,0,0,0.00692639,0,0,0.0509525,0.0366396,0.0426299,0.0254015,0.0221313,0.0274989,0.0390409,0.0292814,0.038168,0.0390261,0.0327156,0.0430653,0.0397518,0.0309251,0.0421061,0.0240129,0.0533567,0.0106888,0.0135116,0.0528012,0,0.0282788,0.0442528,0.0362904,0,0,0.00796563,0,0,0.029244,0.048573,0.0434956,0.0199752,0.0237853,0.0244897,0.0428001,0.0397872,0.0663075,0.0577635,0.035345,0.0775388,0.0543824,0.0449586,0.070024,0.0357151,0.047524,0.0177216,0.00943789,0.0513621,0.0645347,0,0,0,0,0,0
1658,0,0,0,0,0,0,0.0176799,0.0395398,0,0,0,0.0538637,0,0.0340465,0.0246195,0,0,0.00694631,0,0,0.0510602,0.0368605,0.0426193,0.0254109,0.022206,0.0276859,0.0391537,0.0293303,0.0384434,0.0390291,0.0325851,0.043151,0.0398156,0.0310667,0.0421885,0.0240189,0.0534218,0.0107366,0.0133475,0.0527005,0,0.0281848,0.0441387,0.0363145,0,0,0.00814138,0,0,0.0293065,0.0485698,0.0433677,0.0198454,0.0237764,0.0244739,0.0428668,0.039834,0.0662442,0.057739,0.0352409,0.0775218,0.054462,0.0450526,0.0701336,0.0356501,0.0476153,0.0176064,0.00943239,0.051378,0.0645302,0,0,0,0,0,0
1659,0,0,0,0,0,0,0.0176412,0.039524,0,0,0,0.0537962,0,0.0340454,0.0246509,0,0,0.00704363,0,0,0.0511717,0.0369833,0.0426321,0.0254867,0.0222518,0.0278386,0.0392171,0.0292742,0.0385131,0.0390367,0.0326012,0.0432038,0.0398501,0.0311527,0.0422469,0.0239756,0.0534972,0.0108906,0.0130834,0.0526581,0,0.0281081,0.0440307,0.036364,0,0,0.00841519,0,0,0.0294722,0.0485838,0.0432819,0.0198265,0.0238589,0.0244408,0.0429748,0.0398557,0.0661415,0.057713,0.0351694,0.0776375,0.0546339,0.0451717,0.070189,0.0356426,0.0477858,0.0175204,0.00936493,0.0515076,0.0645448,0,0,0,0,0,0
1660,0,0,0,0,0,0,0.0175328,0.0395697,0,0,0,0.0538672,0,0.0340231,0.0247657,0,0,0.00714463,0,0,0.0512752,0.0370217,0.042673,0.0255078,0.0222503,0.0277926,0.0391858,0.0292437,0.0384887,0.0390207,0.0325392,0.0431404,0.0397902,0.0311122,0.0421977,0.0239924,0.0536014,0.0110811,0.0126782,0.052766,0,0.0281505,0.043945,0.0363992,0,0,0.00858084,0,0,0.0296532,0.0485583,0.0433405,0.02004,0.0238816,0.0243479,0.0430331,0.0397545,0.0661432,0.0577181,0.0351004,0.077755,0.0547633,0.0451717,0.0701756,0.0357049,0.0480048,0.0173998,0.0092264,0.0518635,0.0645293,0,0,0,0,0,0
1661,0,0,0,0,0,0,0.0173541,0.0396124,0,0,0,0.0538765,0,0.0341006,0.0249602,0,0,0.00701842,0,0,0.0514109,0.03698,0.042704,0.0252523,0.0222177,0.0277106,0.0391603,0.0292314,0.0385473,0.0389757,0.0324082,0.0430945,0.0397334,0.0310316,0.0421487,0.02396,0.0536224,0.0112106,0.0128566,0.0529041,0,0.0281058,0.0438377,0.0365322,0,0,0.00874789,0,0,0.0297481,0.048541,0.0433629,0.0202388,0.0239495,0.024302,0.0430519,0.0395625,0.0661265,0.0577104,0.0350712,0.0776984,0.0547915,0.0451589,0.07012,0.0358226,0.0483067,0.0172366,0.00897416,0.0520675,0.0645037,0,0,0,0,0,0
1662,0,0,0,0,0,0,0.017619,0.039512,0,0,0,0.0536517,0,0.0337787,0.0247723,0,0,0.00696339,0,0,0.0515149,0.0373863,0.0423567,0.0249077,0.0222639,0.0279746,0.0393509,0.0296304,0.0384754,0.0388532,0.0325062,0.0432146,0.0397288,0.0311483,0.0423263,0.0242126,0.0539927,0.0114013,0.0127003,0.052849,0,0.0282011,0.0440819,0.0363591,0,0,0.00864044,0,0,0.0293636,0.0479514,0.0431233,0.0202119,0.0237811,0.0240053,0.0430558,0.0393021,0.066261,0.0576998,0.0346527,0.0777796,0.0547667,0.0452636,0.0702951,0.035307,0.048279,0.0171155,0.00967528,0.0519475,0.0644786,0,0,0,0,0,0
1663,0,0,0,0,0,0,0.0172312,0.0396593,0,0,0,0.0536271,0,0.0341223,0.0250326,0,0,0.00695401,0,0,0.0517125,0.0371205,0.0426892,0.0245609,0.0221636,0.0279583,0.0390926,0.029572,0.0385584,0.0388819,0.0324155,0.0431356,0.0397347,0.0310568,0.0421711,0.024064,0.0539184,0.0113229,0.0127288,0.0528716,0,0.028062,0.0439521,0.0366346,0,0,0.00873821,0,0,0.0297854,0.0480014,0.0432758,0.0199647,0.0240165,0.0241676,0.0431024,0.0391305,0.0660232,0.0576557,0.0348164,0.0776919,0.0549066,0.0453394,0.070006,0.0358032,0.0486673,0.0166615,0.00963284,0.0521034,0.0643964,0,0,0,0,0,0
1664,0,0,0,0,0,0,0.0171256,0.0396868,0,0,0,0.0535728,0,0.0342738,0.0250317,0,0,0.00697598,0,0,0.0518482,0.0371093,0.042778,0.0245558,0.0221661,0.0279467,0.0389704,0.0296807,0.0386292,0.0388498,0.0324141,0.0430959,0.0397085,0.0310344,0.0421606,0.02403,0.0540569,0.0113845,0.0127698,0.052886,0,0.02804,0.0440403,0.0367621,0,0,0.0088546,0,0,0.029911,0.0479477,0.0432578,0.0198765,0.0240748,0.024141,0.0431825,0.0389796,0.0659607,0.0576261,0.0348931,0.0776536,0.0549743,0.0454612,0.0700322,0.0358602,0.0489119,0.0164449,0.00989142,0.0523041,0.0645667,0,0,0,0,0,0
1665,0,0,0,0,0,0,0.0169895,0.0397422,0,0,0,0.0535888,0,0.0343903,0.0249958,0,0,0.00697396,0,0,0.0519792,0.0370736,0.0427834,0.0246826,0.0221453,0.027877,0.038796,0.0296979,0.0386112,0.0388022,0.0323782,0.0430362,0.0396346,0.03095,0.0420894,0.0239964,0.0542459,0.0114374,0.0127946,0.0530067,0,0.0280578,0.0441336,0.0369023,0,0,0.00896626,0,0,0.0299964,0.0479609,0.0432848,0.0198889,0.0241168,0.0241176,0.0432674,0.0388813,0.0658597,0.0576209,0.0349251,0.0775657,0.0549887,0.0454059,0.0702257,0.0359305,0.0491163,0.0163804,0.0100673,0.0525852,0.0647185,0,0,0,0,0,0
1666,0,0,0,0,0,0,0.0168379,0.0398083,0,0,0,0.0535929,0,0.034465,0.0250398,0,0,0.00697965,0,0,0.0520886,0.0371514,0.0427231,0.0248024,0.0220926,0.0278259,0.0386163,0.029703,0.0384757,0.038788,0.0323371,0.0429824,0.0395688,0.0308765,0.042012,0.0239345,0.0544634,0.0114749,0.0128411,0.0530775,0,0.0280989,0.0441792,0.0370186,0,0,0.00906434,0,0,0.0299821,0.0480014,0.0432807,0.0199216,0.0241614,0.0240616,0.043356,0.0387857,0.0656741,0.0576254,0.0349648,0.0775705,0.0549769,0.045438,0.0703225,0.0359574,0.0492067,0.0163144,0.0102187,0.0526225,0.0648566,0,0,0,0,0,0
1667,0,0,0,0,0,0,0.0165134,0.0401391,0,0,0,0.0534322,0,0.0344481,0.0250189,0,0,0.0110417,0,0,0.0511568,0.0373434,0.0425273,0.0247831,0.0221847,0.0278986,0.0406486,0.0297367,0.0383396,0.0388056,0.0324601,0.0430635,0.0396011,0.030974,0.0420982,0.0238365,0.0542463,0.017595,0.00475028,0.0530221,0,0.0280312,0.0441292,0.0369369,0,0,0.00967245,0,0,0.0295964,0.0480064,0.0430198,0.01977,0.024281,0.0240559,0.0437595,0.0385611,0.0654717,0.0575134,0.0349317,0.0777543,0.0550942,0.0456377,0.0704401,0.0357349,0.0491687,0.0177344,0.0060263,0.0528872,0.0651027,0,0,0,0,0,0
1668,0,0,0,0,0,0,0.0169829,0.0392876,0,0,0,0.0531311,0,0.0343024,0.0245922,0,0,0.00906654,0,0,0.0513101,0.0378881,0.0417021,0.0251833,0.02252,0.029011,0.0416127,0.0304497,0.0382334,0.0380909,0.0324256,0.0433573,0.0399049,0.0311692,0.0421124,0.0235088,0.0541104,0.0242855,0.0095776,0.0538495,0,0.0273902,0.0427342,0.0374237,0,0,0.00893152,0,0,0.0312941,0.0481604,0.0407105,0.018502,0.0246425,0.024257,0.0430474,0.0388173,0.0655456,0.0568766,0.0350803,0.078082,0.0552861,0.0461159,0.0705028,0.0338575,0.0498123,0.0216859,0.00385805,0.0521213,0.0653167,0,0,0,0,0,0
1669,0,0,0,0,0,0,0.016313,0.0401592,0,0,0,0.0533571,0,0.0345058,0.0248924,0,0,0.0110113,0,0,0.0511709,0.0374295,0.0425479,0.0248605,0.0221842,0.0279393,0.0407315,0.0298063,0.0382897,0.0388721,0.0324878,0.0430918,0.039577,0.0309793,0.04213,0.0236628,0.0546424,0.01809,0.00488292,0.0528891,0,0.0279667,0.0441025,0.0372592,0,0,0.00985061,0,0,0.0295939,0.0480385,0.0429167,0.0196858,0.0244603,0.0242677,0.043932,0.0384119,0.0653754,0.0574702,0.034944,0.07813,0.0551126,0.0457046,0.0703063,0.0357024,0.0492973,0.0175178,0.00636883,0.0532894,0.0653133,0,0,0,0,0,0
1670,0,0,0,0,0,0,0.0164895,0.0399601,0,0,0,0.053501,0,0.0345323,0.024685,0,0,0.00728334,0,0,0.0522144,0.0374339,0.0426955,0.0251701,0.0220975,0.0279633,0.038255,0.0298587,0.0383377,0.0388751,0.0320191,0.0430021,0.0395289,0.0308835,0.0420514,0.023651,0.0553813,0.0120348,0.0122763,0.0528851,0,0.0280786,0.0441589,0.0374737,0,0,0.00944781,0,0,0.0299796,0.0479791,0.043033,0.0198411,0.0243801,0.0243561,0.0437305,0.0385341,0.0654706,0.0575708,0.0347851,0.0780037,0.0549869,0.0455067,0.0700764,0.0358846,0.0494102,0.0160393,0.0108946,0.0531879,0.0654067,0,0,0,0,0,0
1671,0,0,0,0,0,0,0.0168847,0.0395665,0,0,0,0.0529536,0,0.0345019,0.0245763,0,0,0.00774352,0,0,0.05195,0.0375069,0.0421055,0.0249831,0.0222999,0.0282073,0.0386841,0.0297556,0.0381602,0.0389882,0.0320922,0.0433136,0.0397503,0.0313458,0.0425402,0.0234634,0.0555886,0.012635,0.0122558,0.0524393,0,0.0277786,0.0440973,0.0375219,0,0,0.00979616,0,0,0.0294331,0.0478609,0.0423533,0.0195995,0.0245992,0.0244818,0.0439936,0.0382694,0.0653635,0.0575024,0.0346736,0.0782633,0.0552826,0.0457634,0.070457,0.035198,0.0493472,0.0159693,0.0115881,0.0527739,0.0657297,0,0,0,0,0,0
1672,0,0,0,0,0,0,0.0164195,0.0400382,0,0,0,0.0534508,0,0.0346017,0.0248643,0,0,0.00742178,0,0,0.0523508,0.0374476,0.0425349,0.0251778,0.0220855,0.0280506,0.0384276,0.0299926,0.0384569,0.0387517,0.0316926,0.0429628,0.0395339,0.0308679,0.0420013,0.0236769,0.0555937,0.0124305,0.0118019,0.0529743,0,0.0280459,0.0440828,0.037488,0,0,0.00967677,0,0,0.0298495,0.0478569,0.0429738,0.0197577,0.0243911,0.0242521,0.0439136,0.0385357,0.0655525,0.0575629,0.0347115,0.0777902,0.0549023,0.0452854,0.0700649,0.0357952,0.049489,0.0159528,0.0113717,0.053283,0.0655445,0,0,0,0,0,0
1673,0,0,0,0,0,0,0.0164739,0.0400063,0,0,0,0.0533485,0,0.0345936,0.0248222,0,0,0.00757016,0,0,0.052419,0.0372399,0.0424124,0.0251586,0.022044,0.028215,0.0385546,0.0300015,0.0386498,0.0387136,0.0317281,0.0429488,0.0394923,0.0309287,0.0420329,0.0235568,0.0556316,0.0126203,0.0116858,0.0527853,0,0.0279339,0.043953,0.0375641,0,0,0.00998732,0,0,0.0296087,0.0478392,0.0428772,0.0196743,0.024403,0.0242954,0.0440137,0.0385787,0.0655288,0.0575324,0.0347423,0.077675,0.0549187,0.0453636,0.0701875,0.0357397,0.0495409,0.0158327,0.0116,0.0534867,0.0656436,0,0,0,0,0,0
1674,0,0,0,0,0,0,0.0165777,0.0400444,0,0,0,0.0533539,0,0.0345656,0.0248049,0,0,0.00765748,0,0,0.0526015,0.0371026,0.04236,0.0252819,0.0219194,0.0285001,0.0387007,0.0298647,0.0387769,0.0386079,0.0319674,0.0428403,0.0393729,0.0308574,0.0419498,0.0236,0.0557032,0.0128665,0.0113466,0.0526862,0,0.0279991,0.0438982,0.0374916,0,0,0.0108323,0,0,0.0294277,0.0476942,0.0429021,0.0196714,0.0242956,0.0242565,0.043989,0.0387532,0.0655941,0.0575483,0.034791,0.0776595,0.0548429,0.0453437,0.0702453,0.0357185,0.0496571,0.0157295,0.0120134,0.0536679,0.065737,0,0,0,0,0,0
1675,0,0,0,0,0,0,0.0165355,0.0401984,0,0,0,0.0534287,0,0.0346525,0.0249428,0,0,0.00765198,0,0,0.0528511,0.0370094,0.0424877,0.0254135,0.0217657,0.0287046,0.0388419,0.0296306,0.0390394,0.0384888,0.0321279,0.0426901,0.0392058,0.0306651,0.04175,0.0237152,0.0556901,0.0132638,0.0108998,0.0527654,0,0.0280725,0.0438554,0.0374195,0,0,0.010798,0,0,0.0296307,0.0475541,0.0429576,0.0197693,0.0241961,0.0242427,0.0440342,0.0390402,0.0656926,0.0575636,0.0348787,0.0777173,0.0547379,0.04521,0.0700134,0.0358257,0.0495854,0.0159317,0.0120043,0.0538827,0.0657459,0,0,0,0,0,0
1676,0,0,0,0,0,0,0.0166398,0.0401828,0,0,0,0.0532601,0,0.0346928,0.0249199,0,0,0.00772405,0,0,0.0530799,0.036969,0.0425224,0.0252517,0.0217886,0.0290174,0.0391572,0.0298286,0.039061,0.0385648,0.0323412,0.0426878,0.0391598,0.0307075,0.0417865,0.0238511,0.0556833,0.013682,0.0107001,0.0526968,0,0.028019,0.0438425,0.0373536,0,0,0.0108104,0,0,0.0295812,0.0474002,0.042855,0.0197,0.0242361,0.0243863,0.0441479,0.039036,0.0656778,0.0575473,0.0348785,0.0777568,0.0547632,0.0452119,0.0699202,0.0357257,0.0494472,0.0160481,0.0121434,0.0539045,0.0658546,0,0,0,0,0,0
1677,0,0,0,0,0,0,0.0175379,0.0396228,0,0,0,0.0525357,0,0.0339543,0.024066,0,0,0.00819474,0,0,0.0530337,0.0374537,0.0415444,0.0248055,0.02218,0.0298592,0.0401825,0.0301907,0.0386003,0.0387714,0.0329035,0.0431638,0.039325,0.0313617,0.0425975,0.0242593,0.0561683,0.0141628,0.0105766,0.0521055,0,0.0281347,0.0440937,0.0368606,0,0,0.0107142,0,0,0.0284434,0.0467244,0.0422443,0.0192857,0.0241018,0.0244846,0.0443573,0.0384095,0.0656774,0.0574682,0.0343043,0.0781408,0.0549306,0.0456354,0.0706973,0.0343702,0.0487859,0.0163703,0.0131943,0.0534025,0.0663679,0,0,0,0,0,0
1678,0,0,0,0,0,0,0.0167093,0.0401836,0,0,0,0.0530807,0,0.0346924,0.024504,0,0,0.00780519,0,0,0.0532942,0.0367376,0.0422842,0.0248921,0.0217531,0.0291634,0.0397002,0.030297,0.0390387,0.0385339,0.0317951,0.0426143,0.0390447,0.0307064,0.0418084,0.0236919,0.055636,0.013927,0.0106397,0.0526734,0,0.0280411,0.043704,0.0372566,0,0,0.0108741,0,0,0.0294876,0.0473843,0.042742,0.0197389,0.0242614,0.0246395,0.0442454,0.0390553,0.065706,0.0575743,0.0349317,0.0773643,0.0547032,0.0451716,0.0699241,0.0356205,0.0493078,0.0162647,0.0121808,0.0539112,0.0661064,0,0,0,0,0,0
1679,0,0,0,0,0,0,0.0167323,0.0402371,0,0,0,0.0530348,0,0.034715,0.0244126,0,0,0.00783149,0,0,0.0534086,0.0366174,0.0422036,0.0248367,0.0217519,0.0289993,0.039957,0.0306393,0.0388864,0.0384523,0.0319267,0.0425379,0.0389557,0.0306666,0.0417598,0.0235931,0.0556483,0.0140255,0.0106258,0.0526427,0,0.0280465,0.0436357,0.0371872,0,0,0.0108789,0,0,0.0295459,0.0474463,0.0426991,0.0197139,0.024241,0.0247695,0.0442568,0.0391035,0.0657393,0.0576111,0.0348955,0.077329,0.0546986,0.0451777,0.0699389,0.0355487,0.0492609,0.0163097,0.0121765,0.0538348,0.0662243,0,0,0,0,0,0
1680,0,0,0,0,0,0,0.0168089,0.0402612,0,0,0,0.0530018,0,0.0346955,0.0243494,0,0,0.00783749,0,0,0.0535158,0.0366176,0.042051,0.0248359,0.0217806,0.0286524,0.0403001,0.0305791,0.0387815,0.0383779,0.0319004,0.0424815,0.0388956,0.0306259,0.0417129,0.0234957,0.055673,0.0141835,0.0105641,0.0526315,0,0.0280368,0.0436039,0.0370931,0,0,0.0108865,0,0,0.029556,0.0474554,0.0426971,0.0196453,0.024217,0.0249134,0.0442594,0.0390751,0.0657454,0.0576232,0.0348969,0.0773585,0.0546921,0.0451915,0.0699168,0.0354638,0.0492305,0.0164601,0.012175,0.0539516,0.0663163,0,0,0,0,0,0
1681,0,0,0,0,0,0,0.0168763,0.0402859,0,0,0,0.0529024,0,0.0347328,0.0243247,0,0,0.00782895,0,0,0.0535763,0.0365775,0.0419388,0.0248107,0.0217756,0.0284318,0.0405984,0.0305085,0.0387517,0.0383164,0.0317435,0.0424221,0.038887,0.0305701,0.0416751,0.0233598,0.0556727,0.014338,0.010579,0.05264,0,0.027978,0.0435524,0.0370573,0,0,0.0109901,0,0,0.0295505,0.0475205,0.0426463,0.019611,0.024254,0.0250635,0.0442843,0.038991,0.0657319,0.0576153,0.0350007,0.0773097,0.0546917,0.0452008,0.0699469,0.0354288,0.0492831,0.0166177,0.0121427,0.054021,0.0662532,0,0,0,0,0,0
1682,0,0,0,0,0,0,0.0168906,0.0404323,0,0,0,0.0528242,0,0.0347264,0.0242334,0,0,0.00758862,0,0,0.0538334,0.0366433,0.0420329,0.0246717,0.0217174,0.0282565,0.0407373,0.0306841,0.0387607,0.0381775,0.0320427,0.042299,0.0387817,0.0304357,0.0415323,0.0235177,0.0557691,0.0146878,0.0104665,0.0527257,0,0.0280574,0.0435135,0.0369398,0,0,0.0109318,0,0,0.0292533,0.0475508,0.0427155,0.0196794,0.0241649,0.0250497,0.0443229,0.0388824,0.0658131,0.0576356,0.0350725,0.0771613,0.054565,0.0450909,0.0697671,0.0353897,0.0492294,0.0168856,0.0113895,0.0541061,0.0659835,0,0,0,0,0,0
1683,0,0,0,0,0,0,0.0169253,0.0404552,0,0,0,0.0526042,0,0.0348553,0.0240557,0,0,0.00760131,0,0,0.0538616,0.0366906,0.0421044,0.0243637,0.0217508,0.0282373,0.0410532,0.0307254,0.0387085,0.0381419,0.0322177,0.0422666,0.038724,0.0304656,0.0415072,0.0235751,0.0556837,0.0146972,0.0106165,0.0526891,0,0.0280368,0.0434671,0.0369109,0,0,0.0110296,0,0,0.0292765,0.0476381,0.0426063,0.0196509,0.0242145,0.025163,0.0443342,0.0388954,0.0658068,0.0576583,0.0352244,0.0771251,0.0545475,0.0450939,0.0698229,0.0353349,0.0492135,0.0169193,0.0113568,0.0542584,0.0660887,0,0,0,0,0,0
1684,0,0,0,0,0,0,0.0169431,0.0405347,0,0,0,0.0525532,0,0.034862,0.024018,0,0,0.00756154,0,0,0.0539446,0.0367877,0.0420993,0.0241266,0.0217629,0.02834,0.0413463,0.0307565,0.0386857,0.0380991,0.0321827,0.0422045,0.0386482,0.030416,0.0414349,0.0236571,0.0556895,0.0146449,0.0106695,0.0526835,0,0.0281288,0.043505,0.0368354,0,0,0.0110513,0,0,0.0293919,0.0476276,0.042622,0.0196353,0.0241931,0.025207,0.0442884,0.0396823,0.0658345,0.0577061,0.0352345,0.077032,0.0544774,0.0450216,0.0698648,0.0353353,0.0491719,0.0169505,0.0113887,0.0544274,0.0664387,0,0,0,0,0,0
1685,0,0,0,0,0,0,0.0169608,0.0406134,0,0,0,0.0525523,0,0.0349083,0.0241975,0,0,0.00753343,0,0,0.0539555,0.0367632,0.0420631,0.0238764,0.0217421,0.0284221,0.0415542,0.0307412,0.0386862,0.0380816,0.0321164,0.0421458,0.0386489,0.0303917,0.0413708,0.0236059,0.0557285,0.014634,0.0107577,0.0526239,0,0.0281401,0.0434541,0.036841,0,0,0.0111461,0,0,0.0295222,0.0477234,0.0426719,0.0196002,0.0242603,0.025301,0.0442469,0.0406501,0.0658004,0.0577378,0.0353253,0.0769637,0.0545006,0.0449766,0.0696934,0.0354104,0.0492222,0.0169408,0.0114103,0.0544955,0.066687,0,0,0,0,0,0
1686,0,0,0,0,0,0,0.0170321,0.0406943,0,0,0,0.0525657,0,0.034816,0.0242124,0,0,0.00749815,0,0,0.0539977,0.0368579,0.0420237,0.02371,0.0217545,0.0284794,0.0417664,0.0308755,0.0386503,0.0380215,0.0321568,0.0420994,0.0386179,0.030373,0.041338,0.0237164,0.0558443,0.0145803,0.0107465,0.0526419,0,0.028241,0.0435106,0.0367489,0,0,0.0111849,0,0,0.0296221,0.0476884,0.0427747,0.0195928,0.0241891,0.0252482,0.044215,0.0409746,0.0658674,0.057775,0.0353268,0.0769349,0.0544482,0.0449433,0.0695365,0.0353553,0.0491931,0.0170946,0.0115094,0.0545616,0.0667804,0,0,0,0,0,0
1687,0,0,0,0,0,0,0.0170373,0.0407249,0,0,0,0.0525627,0,0.0348472,0.0242595,0,0,0.00743842,0,0,0.0539591,0.0368497,0.0420484,0.0235722,0.0217357,0.02844,0.0419562,0.0309513,0.0386796,0.0379809,0.0321826,0.0420814,0.0386112,0.0303721,0.041317,0.023692,0.055806,0.0143997,0.0108784,0.0526751,0,0.028226,0.0435687,0.0367565,0,0,0.0113522,0,0,0.0298647,0.0477417,0.0427912,0.0195923,0.024178,0.0252217,0.0441853,0.0410159,0.0658985,0.057805,0.0353903,0.0769195,0.0544027,0.0450368,0.0695171,0.0353697,0.0493027,0.0170777,0.0120991,0.0546395,0.0668534,0,0,0,0,0,0
1688,0,0,0,0,0,0,0.0170554,0.0407138,0,0,0,0.0525174,0,0.0349172,0.0243124,0,0,0.00735648,0,0,0.0539769,0.0367917,0.0420383,0.0234532,0.0217272,0.0284139,0.0420117,0.030911,0.0387468,0.0380057,0.0322241,0.0421306,0.0386225,0.0304389,0.041342,0.023649,0.0557705,0.0144477,0.0109821,0.0526547,0,0.0281384,0.0435663,0.0367905,0,0,0.0115675,0,0,0.0299477,0.0478216,0.0427276,0.0195608,0.0242347,0.025258,0.0442466,0.0409606,0.0659187,0.0578313,0.0354775,0.076937,0.0544309,0.0451088,0.0696059,0.0353533,0.0493633,0.0172632,0.0120087,0.0546962,0.0669542,0,0,0,0,0,0
1689,0,0,0,0,0,0,0.0171818,0.0406597,0,0,0,0.0524173,0,0.0348145,0.0242539,0,0,0.0073767,0,0,0.0539468,0.0368305,0.0418981,0.0233671,0.0217627,0.0285209,0.0421608,0.0308416,0.0387231,0.0380755,0.032378,0.0422828,0.0386664,0.0305836,0.0414962,0.0236922,0.0557896,0.0144358,0.0111375,0.0525441,0,0.0281153,0.0435381,0.0367483,0,0,0.0116474,0,0,0.0298218,0.0477912,0.0425993,0.0194272,0.0242726,0.0253116,0.0443193,0.0408402,0.0659206,0.0578382,0.0354565,0.0770846,0.0544909,0.0451835,0.0698758,0.0351751,0.0493039,0.0173121,0.0120822,0.0546597,0.067097,0,0,0,0,0,0
1690,0,0,0,0,0,0,0.0174952,0.0405434,0,0,0,0.0523549,0,0.0344923,0.0240895,0,0,0.00750437,0,0,0.0537606,0.0371293,0.0415933,0.0234655,0.0217914,0.0286872,0.0424046,0.0309666,0.0387199,0.0380548,0.0325151,0.0423955,0.0387415,0.030725,0.0417263,0.023819,0.055993,0.0143853,0.0114103,0.052475,0,0.02818,0.0436669,0.0365812,0,0,0.0115267,0,0,0.0294307,0.0475323,0.0422821,0.0194433,0.0241471,0.0251423,0.0443564,0.0408274,0.0660914,0.0578556,0.0353013,0.0771981,0.0544484,0.0452211,0.0701518,0.034718,0.0491192,0.0173155,0.0124716,0.0546132,0.0671426,0,0,0,0,0,0
1691,0,0,0,0,0,0,0.0170875,0.0409049,0,0,0,0.0527485,0,0.0346737,0.0243641,0,0,0.00709572,0,0,0.0539478,0.0369545,0.042068,0.0236376,0.0216366,0.0284966,0.0421243,0.0308836,0.0388809,0.0380418,0.032305,0.0421584,0.0387428,0.0304221,0.0414023,0.0237839,0.0556991,0.0140422,0.0113935,0.0528169,0,0.0282486,0.0435535,0.0366968,0,0,0.0114645,0,0,0.0299058,0.047744,0.042671,0.019553,0.0241672,0.02512,0.0443729,0.0410033,0.0660844,0.0578937,0.0354733,0.0769105,0.0543138,0.0449628,0.0698256,0.0353502,0.0492761,0.0170669,0.0120231,0.0549754,0.0669335,0,0,0,0,0,0
1692,0,0,0,0,0,0,0.0171156,0.0408745,0,0,0,0.0527248,0,0.0347569,0.0243695,0,0,0.00711108,0,0,0.0538554,0.0369017,0.0420361,0.0236565,0.0216238,0.028535,0.0421274,0.0307184,0.0388386,0.0381871,0.0323647,0.0422257,0.0388114,0.0305222,0.0415345,0.0237032,0.0556184,0.014063,0.0115412,0.0527211,0,0.0281407,0.0434773,0.0367862,0,0,0.0115045,0,0,0.0299031,0.0478005,0.0425741,0.0194505,0.0242416,0.0252084,0.0445076,0.0409991,0.0660273,0.0578789,0.03543,0.0769734,0.0544023,0.0450321,0.0698728,0.0352882,0.0492615,0.0169157,0.0121155,0.0549462,0.0668471,0,0,0,0,0,0
1693,0,0,0,0,0,0,0.0171075,0.0409369,0,0,0,0.0528238,0,0.0347454,0.0243462,0,0,0.00703844,0,0,0.0537667,0.0369051,0.0420536,0.02383,0.0216038,0.0286395,0.0420897,0.0306761,0.0388233,0.0382926,0.0323492,0.0422457,0.0387956,0.0305545,0.0415967,0.0237696,0.0556068,0.0139119,0.0116383,0.0527108,0,0.0281593,0.0434705,0.0367932,0,0,0.0115576,0,0,0.0299353,0.0477962,0.0425988,0.0194278,0.0242314,0.0252414,0.0445925,0.0410466,0.066099,0.057911,0.035304,0.076927,0.0543825,0.0449963,0.0698726,0.0352875,0.0491993,0.0169849,0.0120625,0.0549853,0.0668912,0,0,0,0,0,0
1694,0,0,0,0,0,0,0.0171206,0.0409869,0,0,0,0.0528893,0,0.034689,0.0243892,0,0,0.00699346,0,0,0.0536962,0.0368688,0.0420743,0.0239907,0.0215676,0.0291518,0.0420524,0.0307329,0.0389012,0.0383566,0.0323013,0.0422488,0.0387874,0.0306388,0.0416413,0.0237823,0.0555755,0.0137715,0.0117737,0.0526552,0,0.0281376,0.0434527,0.0368354,0,0,0.0116798,0,0,0.0299304,0.047815,0.042574,0.019431,0.0242229,0.025258,0.0447118,0.0410779,0.0661776,0.0579439,0.0352603,0.0769102,0.0543859,0.0449893,0.0699118,0.0352935,0.049115,0.0169771,0.0120552,0.0550598,0.0669487,0,0,0,0,0,0
