Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LEAR,RTHIA,
38,0.0406481,0.064864,0,0,0,0,0,0,0.0308077,0,0.0298086,0.0654409,0,0.0153169,0,0,0.0530729,0.0479304,0.0387568,0.0306599,0.0285173,0.0553862,0.0539156,0.0334645,0,0.0553311,0.015398,0.0414307,0,0.0264322,0.0239309,0.0547452,0.0391487,0.012679,0.0151653,0.0450998,0,0.0232078,0.0724621,0.0202297,0,0,0.0317546,0,0,0.0310885,0.0530073,0.0349973,0.0309848,0.0166801,0.0537252,0.0644977,0,0.0653037,0.0448779,0.0547034,0.0344724,0.0397852,0.0630607,0.0113843,0.0233093,0.0057213,0.0173805,0.0554227,0.0574805,0,0,0,0,0,0,0,0,0,0
39,0.040317,0.064866,0,0,0,0,0,0,0.030371,0,0.029244,0.0653553,0,0.0148026,0,0,0.0535539,0.0486206,0.0382,0.0310335,0.0283671,0.0555045,0.0541758,0.0340153,0,0.0552383,0.0153596,0.0412747,0,0.026381,0.0237351,0.055344,0.0396951,0.0126378,0.0152313,0.0455079,0,0.0239221,0.0726316,0.0196642,0,0,0.0317801,0,0,0.0309542,0.0527962,0.0351278,0.0305527,0.016179,0.0533746,0.0645584,0,0.0657342,0.0444344,0.0542484,0.0339107,0.0395985,0.0629071,0.0114591,0.0228544,0.0058145,0.0169047,0.0553994,0.0577383,0,0,0,0,0,0,0,0,0,0
40,0.0396857,0.0645936,0,0,0,0,0,0,0.029238,0,0.0325501,0.064996,0,0.0153434,0,0,0.0539326,0.0476355,0.0432179,0.0298471,0.0222205,0.0556152,0.0543016,0.0294674,0.0576132,0.0540042,0.0183681,0.0388284,0.0379024,0.0261737,0.0250271,0.0601783,0.0391263,0.0128561,0.0150819,0.0449376,0,0.0234161,0.0726597,0.0201303,0,0,0.031227,0,0,0.030832,0.0533119,0.0348376,0.030689,0.0168084,0.0539645,0.0646805,0,0.0663426,0.0444726,0.0543134,0.0342176,0.0401968,0.0628917,0.0111814,0.0232326,0.00556304,0.0172309,0.0549635,0.0584823,0,0,0,0,0,0,0,0,0,0
41,0.0397781,0.0644472,0,0,0,0,0,0,0.0287656,0,0.0328146,0.0664208,0,0.0153577,0,0,0.0534809,0.046837,0.0433016,0.0301249,0.0226023,0.0549771,0.0533175,0.0293944,0.0581321,0.0543064,0.0180847,0.0387459,0.0375066,0.0262304,0.0248177,0.0607442,0.0391263,0.0125234,0.0149476,0.0469797,0,0.0239105,0.0742158,0.0202593,0,0,0.0310741,0,0,0.0307845,0.0548646,0.0369552,0.0320697,0.0195627,0.0543062,0.0647949,0,0.0685561,0,0.0524547,0.0330686,0.0387891,0.0607562,0.0131841,0.023391,0.00550473,0.0172765,0.0551528,0.0582612,0,0,0,0,0,0,0,0,0,0
42,0.0390591,0.0642502,0,0,0,0,0,0,0.028959,0,0.0327086,0.0652591,0,0.0165657,0,0,0.0529247,0.0468579,0.042752,0.0304301,0.0228534,0.0559492,0.0543159,0.0297043,0.0574806,0.0536317,0.0179165,0.0385121,0.0375599,0.026322,0.0248885,0.0595538,0.0388727,0.0122668,0.0150795,0.0447978,0,0.0236177,0.0728114,0.0198657,0,0,0.0308893,0,0,0.0308663,0.0536995,0.0346933,0.0299893,0.0170465,0.0538997,0.0644681,0,0.0663937,0.044723,0.0539595,0.0340165,0.0396107,0.062738,0.0109942,0.0233347,0.00544442,0.0171444,0.054741,0.0590986,0,0,0,0,0,0,0,0,0,0
43,0.038866,0.064199,0,0,0,0,0,0,0.028608,0,0.032679,0.0653274,0,0.0171506,0,0,0.0524749,0.0464037,0.0423098,0.0308385,0.0228473,0.0560412,0.0543358,0.0297209,0.0569831,0.053347,0.0179765,0.038308,0.0375118,0.0261922,0.0249815,0.0590352,0.0386934,0.0119027,0.0153147,0.0446123,0,0.0236802,0.0727331,0.0197644,0,0,0.0308756,0,0,0.0308842,0.0538832,0.0352035,0.029628,0.0171603,0.0538116,0.0643926,0,0.0661008,0.0448642,0.0537214,0.033962,0.0394932,0.0625828,0.01116,0.0232809,0.00540061,0.0171678,0.0544068,0.0593033,0,0,0,0,0,0,0,0,0,0
44,0.038738,0.0640603,0,0,0,0,0,0,0.028426,0,0.032579,0.0654526,0,0.0172648,0,0,0.0522666,0.0462645,0.0417165,0.0311476,0.0228049,0.0561059,0.0542464,0.0298308,0.0562604,0.0531674,0.0179536,0.038011,0.0375805,0.0259018,0.0248422,0.0582311,0.038435,0.0113471,0.0158924,0.0453019,0,0.023671,0.072579,0.0197045,0,0,0.0308692,0,0,0.0308584,0.0539963,0.0356361,0.0292207,0.0172145,0.0536904,0.0643827,0,0.0661044,0.0448944,0.0537887,0.0339547,0.039482,0.0624305,0.010996,0.0233473,0.00537595,0.0172058,0.0541476,0.0595125,0,0,0,0,0,0,0,0,0,0
45,0.0384014,0.0638628,0,0,0,0,0,0,0.026951,0,0.0321729,0.0649925,0,0.0170351,0,0,0.0521302,0.0453525,0.0378087,0.0302553,0.0251912,0.0560159,0.0539919,0.0306862,0.0553308,0.0510346,0.0165456,0,0.0401923,0.0281253,0.0264713,0.0570095,0.0383172,0.0111968,0.0159889,0.0467037,0,0.0235465,0.0720792,0.0197954,0,0,0.0311118,0,0,0.0309543,0.0543093,0.0358835,0.0291326,0.0172938,0.05397,0.0647498,0,0.0658831,0.0447718,0.0540769,0.0342787,0.0397411,0.0625283,0.0103437,0.0234322,0.00534993,0.0172835,0.0537927,0.0600653,0,0,0,0,0,0,0,0,0,0
46,0.0386881,0.0637186,0,0,0,0,0,0,0.0288901,0,0.0323985,0.0655241,0,0.0165351,0,0,0.0522723,0.0458207,0.0404749,0.0316131,0.0227526,0.0561417,0.053833,0.030018,0.0575677,0.0526034,0.0177532,0.0374362,0.0369228,0.0255891,0.0250794,0.0566235,0.0385215,0.0114858,0.0157421,0.0467854,0,0.0237655,0.0723099,0.0196432,0,0,0.0308414,0,0,0.0310052,0.0541241,0.0365209,0.0282494,0.0170867,0.0533541,0.0644533,0,0.0659548,0.0446872,0.0537938,0.0341284,0.0394736,0.0622084,0.010417,0.0237626,0.00540857,0.0170421,0.0536997,0.0598966,0,0,0,0,0,0,0,0,0,0
47,0.0389257,0.063693,0,0,0,0,0,0,0.0276865,0,0.0301309,0.0656043,0,0.0165275,0,0,0.05196,0.0444312,0.0389812,0.03152,0.0206396,0.0557451,0.0530092,0.0288831,0.0555766,0.0514352,0.0191898,0.0372154,0.0368337,0.026544,0.0261402,0.0623574,0.0387063,0.0119545,0.0159363,0.0520081,0,0.028449,0.0720432,0.0200457,0,0,0.030724,0,0,0.0318377,0.05354,0.036605,0.0281041,0.0167275,0.0531521,0.0647527,0,0.0673344,0.0455466,0.0512695,0.0306779,0.0363083,0.060515,0.0157335,0.0242974,0.00516868,0.0169842,0.0535291,0.0595248,0,0,0,0,0,0,0,0,0,0
48,0.0391214,0.0635486,0,0,0,0,0,0,0.0286358,0,0.0327279,0.066464,0,0.0154177,0,0,0.0530132,0.0442614,0.0396165,0.0318138,0.0227767,0.0551073,0.0521367,0.0298075,0.0582219,0.05229,0.017791,0.0363172,0.0360279,0.0252803,0.0246512,0.0550982,0.0391091,0.0119967,0.0151362,0.0459863,0,0.0249411,0.0734936,0.0199843,0,0,0.0308938,0,0,0.0313184,0.0558445,0.0396451,0.029382,0.0184757,0.0533742,0.0650721,0,0.0682957,0,0.0516425,0.0329336,0.0380603,0.0598717,0.0129037,0.0243389,0.00526859,0.0170406,0.0534675,0.0593529,0,0,0,0,0,0,0,0,0,0
49,0.0388208,0.063406,0,0,0,0,0,0,0.0269898,0,0.0307212,0.0656025,0,0.0154208,0,0,0.0530616,0.0438996,0.0384991,0.031827,0.0211197,0.0554306,0.0524063,0.029067,0.0559488,0.050775,0.0194945,0.0361666,0.0358051,0.0261013,0.0259517,0.0585732,0.0389419,0.0125643,0.0156189,0,0,0.0316662,0.0716369,0.0202552,0,0,0.0308123,0,0,0.031806,0.0538092,0.0368156,0.0274266,0.014724,0.0529097,0.0652399,0,0.0675713,0.0451905,0.0502624,0.0294319,0.0347766,0.0594934,0.0218031,0.0245102,0.00504888,0.017325,0.0531521,0.0597151,0,0,0,0,0,0,0,0,0,0
50,0.038711,0.0634504,0,0,0,0,0,0,0.0271696,0,0.0308874,0.0654042,0,0.0150841,0,0,0.0533469,0.0436653,0.0380223,0.0318875,0.0212699,0.0553129,0.052325,0.0292614,0.0559225,0.0505287,0.0195984,0.0358591,0.0349781,0.025581,0.0259952,0.0563638,0.0388403,0.0124216,0.0158991,0,0,0.0318591,0.0711644,0.0203606,0,0,0.030994,0,0,0.0318287,0.0538395,0.0369097,0.0269584,0.0151141,0.0527542,0.0654332,0,0.0670807,0.0449405,0.0504696,0.0294591,0.0346825,0.0595614,0.0227384,0.0245667,0.00505191,0.0174099,0.0529394,0.059793,0,0,0,0,0,0,0,0,0,0
51,0.038472,0.063541,0,0,0,0,0,0,0.0275122,0,0.0308149,0.0649903,0,0.0152298,0,0,0.0532047,0.0434255,0.0373458,0.0318062,0.0213524,0.0552308,0.0523152,0.0293139,0.0556934,0.0502904,0.0196896,0.0354217,0.0344678,0.0249078,0.0257914,0.0542119,0.0386891,0.0123276,0.0158343,0,0,0.0319354,0.070786,0.020348,0,0,0.0312162,0,0,0.031964,0.0540076,0.0372705,0.0265813,0.0155274,0.0526051,0.0656721,0,0.0668215,0.04473,0.0506513,0.0294741,0.034696,0.0594776,0.0227479,0.0246252,0.00510913,0.0173456,0.0528167,0.0599242,0,0,0,0,0,0,0,0,0,0
52,0.0382291,0.0635238,0,0,0,0,0,0,0.028214,0,0.0309867,0.0645707,0,0.0158362,0,0,0.0525253,0.0432161,0.0371705,0.0317617,0.0215555,0.0552255,0.0521682,0.029247,0.0551925,0.0498403,0.0198531,0.034952,0.0343522,0.0243704,0.0254201,0.0514856,0.0386535,0.0120679,0.0158097,0,0,0.0319532,0.0706036,0.0202783,0,0,0.031233,0,0,0.0321298,0.0541651,0.0375869,0.0262872,0.0157414,0.0525171,0.065821,0,0.066693,0.0444895,0.0505221,0.0294812,0.0348655,0.0593403,0.0221191,0.0246805,0.00516538,0.0172607,0.0528373,0.0601949,0,0,0,0,0,0,0,0,0,0
53,0.0380265,0.0637229,0,0,0,0,0,0,0.0292322,0,0.0311268,0.0636574,0,0.0160533,0,0,0.0518192,0.0435744,0.0372941,0.0314868,0.0215879,0.0551885,0.0519977,0.0293498,0.0547194,0.0495958,0.0200325,0.03434,0.0338134,0.0239155,0.0253212,0.0482887,0.0387104,0.0120044,0.0156112,0.0532255,0,0.030297,0.0700976,0.0202212,0,0,0.0310477,0,0,0.0321349,0.0541558,0.0396911,0.0260658,0.0175097,0.052308,0.0658711,0,0.0662642,0.0443389,0.0505975,0.0307548,0.0358413,0.0593248,0.0148123,0.0247479,0.00523543,0.017163,0.0528608,0.0604455,0,0,0,0,0,0,0,0,0,0
54,0.0377885,0.0637262,0,0,0,0,0,0,0.0311152,0,0.0310242,0.0632277,0,0.0159771,0,0,0.0513329,0.0446038,0.0371,0.0312904,0.021696,0.0548743,0.0516287,0.0292984,0.0549978,0.0498724,0.0199513,0.0335915,0.0330765,0.0233521,0.0254073,0.0442709,0.0388049,0.0118552,0.0155435,0,0,0.0321198,0.06963,0.0202609,0,0,0.0309488,0,0,0.0319377,0.0543138,0.0373788,0.0259705,0.0158422,0.0522929,0.0660913,0,0.0662678,0.0440791,0.0503723,0.0295213,0.0349672,0.0592719,0.0224994,0.0248023,0.00522982,0.0170162,0.0528352,0.0607031,0,0,0,0,0,0,0,0,0,0
55,0.0375551,0.0636761,0,0,0,0,0,0,0.033986,0,0.0310079,0.0627175,0,0.0156687,0,0,0.0513057,0.044259,0.0365852,0.03096,0.0215903,0.0546677,0.0515732,0.0291591,0.0553738,0.0496278,0.0202665,0.0327873,0.0324775,0.0228257,0.0256925,0.0395291,0.0389667,0.0117769,0.0156955,0,0,0.0320764,0.0693234,0.0203661,0,0,0.0307518,0,0,0.0316113,0.0544717,0.0370496,0.0255936,0.0160589,0.0521378,0.066334,0,0.0659162,0.0439419,0.0501984,0.0295237,0.0348212,0.0592799,0.0223605,0.0248617,0.00514349,0.0169004,0.0527664,0.0609746,0,0,0,0,0,0,0,0,0,0
56,0.0371415,0.063518,0,0,0,0,0,0,0.0375577,0,0.0310371,0.0615283,0,0.01533,0,0,0.052053,0.0425312,0.0362368,0.0304196,0.0216016,0.0543522,0.0518854,0.0299531,0.055192,0.0492483,0.0206101,0.0324406,0.0320442,0.0221127,0.0256433,0.0336355,0.0389903,0.011694,0.0150277,0.0459885,0,0.0248022,0.0690816,0.0201328,0,0,0.0306042,0,0,0.0314109,0.0551137,0.0377294,0.0249503,0.0174008,0.0515954,0.0665712,0,0.0640017,0.04277,0.0533663,0.0342599,0.0391812,0.0617864,0.0105615,0.0248164,0.0049845,0.0167143,0.0526168,0.0614102,0,0,0,0,0,0,0,0,0,0
57,0.0369703,0.0635205,0,0,0,0,0,0,0.0401775,0,0.0307706,0.0609739,0,0.0151547,0,0,0.0522621,0.0414354,0.0363718,0.0299993,0.0208921,0.0539122,0.0518119,0.0310523,0.0539024,0.0489816,0.0216091,0.032264,0.031689,0.0219812,0.0264608,0.0297486,0.0390323,0.0118163,0.0149624,0.0466763,0,0.0248358,0.0688382,0.0202508,0,0,0.0305885,0,0,0.0315408,0.0552629,0.0378023,0.0246649,0.017494,0.0513628,0.066801,0,0.0636597,0.0426216,0.0534703,0.0343162,0.039217,0.0618233,0.0102578,0.0248608,0.00491778,0.0166999,0.0525221,0.0615465,0,0,0,0,0,0,0,0,0,0
58,0.036847,0.0635745,0,0,0,0,0,0,0.0432165,0,0.0305318,0.0606719,0,0.0150706,0,0,0.0523943,0.0411122,0.0365293,0.0297341,0.0197983,0.0534539,0.0517056,0.0337433,0.0528743,0.0489005,0.0226616,0.0323496,0.0313656,0.0220415,0.0276939,0.0260604,0.0391119,0.0118203,0.0150693,0.0471205,0,0.0248018,0.0683902,0.0204174,0,0,0.0307089,0,0,0.0316736,0.0555809,0.0377171,0.0244077,0.0177382,0.051154,0.0670007,0,0.0632989,0.0426851,0.0536119,0.0344196,0.039315,0.0619122,0.01027,0.02489,0.00477577,0.0168617,0.0524244,0.061562,0,0,0,0,0,0,0,0,0,0
59,0.0375929,0.0641489,0,0,0,0,0,0,0.0482895,0,0.0302193,0.0596652,0,0.0149788,0,0,0.0518397,0.0421039,0.0344861,0.0301143,0.0206289,0.0531662,0.0513135,0,0.0543514,0.0484939,0.0222702,0.0321466,0.0314686,0.0208007,0.0275597,0.0177422,0.039381,0.012237,0.015425,0.0561452,0,0.0307611,0.0679602,0.0204424,0,0,0.0303397,0,0,0.0313445,0.0541017,0.0401425,0.024574,0.0180713,0.0503958,0.0662998,0,0.0643888,0.0434143,0.0504306,0.0309975,0.035233,0.059179,0.0139072,0.0251765,0.00508391,0.016951,0.0527529,0.0607323,0,0,0,0,0,0,0,0,0,0
60,0.0368652,0.0640224,0,0,0,0,0,0,0.043877,0,0.0288635,0.0603766,0,0.0147421,0,0,0.0522345,0.040946,0.0315318,0.0301552,0.0168811,0.0524985,0.051498,0.0339369,0.0520077,0.0494801,0.0244258,0.0321123,0.0316064,0.0212953,0.0289665,0.0203034,0.039177,0.0117643,0.0150481,0.0474381,0,0.0245569,0.0673277,0.0205001,0,0,0.0311035,0,0,0.0316498,0.055876,0.0373872,0.0237721,0.0182549,0.0502736,0.0670345,0,0.06277,0.0428754,0.0538632,0.034614,0.0393079,0.0620685,0.0104366,0.0252138,0.00475029,0.0171188,0.0525275,0.0612506,0,0,0,0,0,0,0,0,0,0
61,0.0376865,0.0643311,0,0,0,0,0,0,0.0426132,0,0.0277917,0.0608651,0,0.0141542,0,0,0.0520165,0.0413867,0.029748,0.031139,0.0169545,0.0512212,0.0508086,0,0.0533468,0.0500053,0.0241623,0.031614,0.0323936,0.0195347,0.0279038,0.0187611,0.0393298,0.0116526,0.0148757,0.0493707,0,0.0248859,0.0682609,0.0204898,0,0,0.0308685,0,0,0.0317064,0.0559797,0.0397388,0.0254409,0.0200495,0.0493762,0.0666313,0,0.064613,0,0.052602,0.0338305,0.0384156,0.0601762,0.012722,0.0256212,0.00493185,0.0170093,0.0531759,0.0602254,0,0,0,0,0,0,0,0,0,0
62,0.0374314,0.0645764,0,0,0,0,0,0,0.0431811,0,0.030616,0.0602731,0,0.0141343,0,0,0.0514584,0.0414401,0.0298864,0.0302842,0.0159244,0.0523948,0.0512024,0.0306241,0.0516069,0.0516331,0.0271026,0.0324265,0.0348382,0.0188974,0.0264212,0.0197084,0.0394796,0.0120872,0.0153729,0.0555589,0,0.030034,0.0668363,0.0205757,0,0,0.0302887,0,0,0.031661,0.0544202,0.0386866,0.0235289,0.0182027,0.0495034,0.0660834,0,0.063722,0.0437356,0.051212,0.031219,0.0356465,0.0598104,0.014516,0.0259482,0.00556681,0.0169496,0.0532129,0.0607138,0,0,0,0,0,0,0,0,0,0
63,0.0376821,0.0646668,0,0,0,0,0,0,0.041479,0,0.0312029,0.0605234,0,0.0139804,0,0,0.0512635,0.0416113,0.0309146,0.0302484,0.0185248,0.0522734,0.051302,0.0298171,0.0514137,0.0524374,0.028141,0.0337083,0.0357609,0.0195526,0.026095,0.0199041,0.0398172,0.0120411,0.0153854,0.0548194,0,0.0295576,0.0671307,0.0205326,0,0,0.0294824,0,0,0.0316922,0.0541405,0.0382649,0.0229627,0.0179609,0.0489508,0.0656603,0,0.0636519,0.0435677,0.0514418,0.0311634,0.0359778,0.0602827,0.0148208,0.0262439,0.00574902,0.016751,0.0533496,0.0602939,0,0,0,0,0,0,0,0,0,0
64,0.0378068,0.0643991,0,0,0,0,0,0,0.0409888,0,0.0300477,0.060604,0,0.013659,0,0,0.0512573,0.0418515,0.031951,0.0301006,0.0211894,0.0520574,0.0514353,0.0300575,0.0509727,0.0521855,0.0276658,0.0342604,0.0356647,0.0207194,0.0263343,0.0214811,0.0403059,0.0120175,0.0154692,0.0541735,0,0.0290312,0.0677669,0.0204566,0,0,0.0287065,0,0,0.031421,0.0539903,0.0380012,0.0223922,0.0176588,0.0486036,0.0652492,0,0.0637213,0.0433204,0.0516586,0.0310734,0.0363046,0.0606498,0.0154032,0.0266546,0.00583564,0.0165914,0.0532834,0.0600378,0,0,0,0,0,0,0,0,0,0
65,0.0377041,0.0641784,0,0,0,0,0,0,0.0411348,0,0.0294746,0.0603066,0,0.0134487,0,0,0.0512429,0.0420005,0.0325614,0.0298946,0.0219955,0.0515933,0.0517351,0.0298254,0.0505896,0.0508039,0.0258243,0.0340228,0.0350772,0.0215339,0.0268461,0.0235219,0.0407245,0.01251,0.0151859,0.0536495,0,0.0286024,0.0685991,0.0203949,0,0,0.0281878,0,0,0.0310142,0.0539725,0.0378383,0.0219301,0.0173602,0.0484288,0.0648443,0,0.0640157,0.0431511,0.0519049,0.0309805,0.0364724,0.0609004,0.0159917,0.0270448,0.00582105,0.0166002,0.0530545,0.0602634,0,0,0,0,0,0,0,0,0,0
66,0.0374797,0.0640835,0,0,0,0,0,0,0.04107,0,0.0295727,0.059659,0,0.0132638,0,0,0.0510926,0.0415306,0.032639,0.0295764,0.0210421,0.0510119,0.0519023,0.0276166,0.0507141,0.0493632,0.0243412,0.0331987,0.0344358,0.0214542,0.0270194,0.0248569,0.0411852,0.0122722,0.0154537,0.0530438,0,0.0282398,0.0692152,0.0202758,0,0,0.0278041,0,0,0.030789,0.0540126,0.0375005,0.0216889,0.0171013,0.0482828,0.0643619,0,0.063995,0.0431244,0.0521858,0.0309383,0.0367568,0.0611889,0.0167183,0.0275657,0.00555452,0.0168739,0.0528414,0.0605911,0,0,0,0,0,0,0,0,0,0
67,0.0371302,0.064198,0,0,0,0,0,0,0.041236,0,0.0299231,0.0591542,0,0.0132586,0,0,0.050724,0.040527,0.0326938,0.0292124,0.01974,0.0504254,0.0519455,0.0265993,0.0507216,0.0485716,0.0238615,0.0325492,0.0337793,0.0209647,0.0269629,0.0249718,0.0416345,0.0122028,0.0154333,0.0523966,0,0.0279227,0.0689957,0.0201931,0,0,0.0274631,0,0,0.0308521,0.0541759,0.0371783,0.0215319,0.01692,0.0481864,0.0638108,0,0.0640137,0.0431338,0.0522696,0.0309442,0.0370682,0.0614477,0.0174132,0.028159,0.00578638,0.0168957,0.0526984,0.0607701,0,0,0,0,0,0,0,0,0,0
68,0.0367635,0.06435,0,0,0,0,0,0,0.0413999,0,0.030258,0.0583665,0,0.0128359,0,0,0.0502858,0.0394969,0.0327835,0.0289797,0.0188363,0.049806,0.0516714,0.0262912,0.0503884,0.0484517,0.0240145,0.0325829,0.0335322,0.0205882,0.0269172,0.023946,0.0421546,0.0122217,0.0152557,0.0519678,0,0.0277478,0.067475,0.0201744,0,0,0.0269548,0,0,0.0310378,0.0544919,0.0372739,0.0214273,0.0167475,0.0481349,0.0631702,0,0.064056,0.0431553,0.0519822,0.0310134,0.0372222,0.0615229,0.0176009,0.0288813,0.00618778,0.0166897,0.052684,0.0608501,0,0,0,0,0,0,0,0,0,0
69,0.0364147,0.0642822,0,0,0,0,0,0,0.0421226,0,0.0304478,0.0577316,0,0.0122826,0,0,0.0497844,0.0389036,0.0328983,0.0290133,0.0185329,0.0489075,0.051241,0.0259323,0.0500641,0.0486265,0.0244835,0.0328839,0.0338717,0.0204733,0.0269452,0.0224906,0.0426057,0.0122256,0.015151,0.0522587,0,0.0275707,0.0665654,0.0202912,0,0,0.0262418,0,0,0.0312166,0.0547467,0.0373876,0.0211787,0.0166153,0.0477999,0.0625567,0,0.0640224,0.0430385,0.0518624,0.0310972,0.0372634,0.0616926,0.0177569,0.0295125,0.00645743,0.0165916,0.0526532,0.0608956,0,0,0,0,0,0,0,0,0,0
70,0.0360333,0.0640691,0,0,0,0,0,0,0.0431686,0,0.0304502,0.0574897,0,0.0118425,0,0,0.0491564,0.0389832,0.0329184,0.0291836,0.0186389,0.0478258,0.0508253,0.0257514,0.0499194,0.049143,0.0250662,0.0333327,0.0342652,0.02047,0.0269396,0.0210424,0.043253,0.0122565,0.015202,0.0519045,0,0.0274822,0.0661939,0.0204997,0,0,0.0253072,0,0,0.031294,0.0550447,0.0373489,0.0208458,0.0166037,0.0473143,0.062143,0,0.063979,0.0428907,0.0519236,0.0311925,0.0372263,0.0619632,0.0179105,0.0301995,0.00625129,0.0169759,0.0525544,0.0608492,0,0,0,0,0,0,0,0,0,0
71,0.0355724,0.0638699,0,0,0,0,0,0,0.0443748,0,0.0304339,0.0575684,0,0.0113965,0,0,0.0485707,0.0395996,0.0327311,0.0292072,0.0188971,0.0468068,0.0503637,0.0260793,0.0496502,0.049798,0.0256331,0.0333968,0.0343286,0.0203747,0.0269839,0.0195777,0.0438806,0.0121036,0.0152536,0.0515671,0,0.0273817,0.0659204,0.0207295,0,0,0.0245826,0,0,0.0310795,0.0553654,0.0372278,0.0205134,0.016715,0.0467668,0.0618376,0,0.0639086,0.0427906,0.0520536,0.0313347,0.037262,0.0621474,0.018019,0.0307459,0.00648158,0.0167542,0.0524103,0.0606078,0,0,0,0,0,0,0,0,0,0
72,0.0350463,0.0635729,0,0,0,0,0,0,0.0453687,0,0.0304628,0.0579035,0,0.0110435,0,0,0.0481121,0.040158,0.0323754,0.0289155,0.018972,0.0460873,0.0497506,0.0264389,0.0492245,0.0500798,0.0258376,0.0331703,0.0342877,0.0201768,0.0270916,0.0183527,0.0445276,0.0120763,0.015197,0.0516364,0,0.0273127,0.0657397,0.020987,0,0,0.0240596,0,0,0.0307484,0.0556581,0.0370598,0.0201284,0.0168218,0.0461635,0.0616083,0,0.0637945,0.0425903,0.0521658,0.0314994,0.0373843,0.0623131,0.0182032,0.0312988,0.00666652,0.0165757,0.0522292,0.0603512,0,0,0,0,0,0,0,0,0,0
73,0.0346265,0.0631327,0,0,0,0,0,0,0.0462705,0,0.0304351,0.0583201,0,0.0109814,0,0,0.0477663,0.0402785,0.0320387,0.0285777,0.0187712,0.0456958,0.0489134,0.0266658,0.0488768,0.0499735,0.0257374,0.0332253,0.0343401,0.0203004,0.0272553,0.0173227,0.0451498,0.0121548,0.0148745,0.0523555,0,0.0276251,0.065693,0.0212728,0,0,0.0236574,0,0,0.0304348,0.0558718,0.0374517,0.0196559,0.0169051,0.0455216,0.0613373,0,0.0636548,0.0424189,0.0521558,0.0316756,0.0372462,0.0621208,0.0175535,0.0317755,0.00701999,0.016509,0.0522904,0.0600992,0,0,0,0,0,0,0,0,0,0
74,0.0345079,0.0627218,0,0,0,0,0,0,0.0464282,0,0.030499,0.0600636,0,0.010944,0,0,0.0472477,0.0393843,0.0323131,0.028545,0.0187147,0.0448461,0.0472044,0.0265083,0.0488481,0.050036,0.0251646,0.0331949,0.0339395,0.0204114,0.0271067,0.017246,0.0461378,0.012065,0.0147708,0.0582681,0,0.0305201,0.067183,0.0218262,0,0,0.0235128,0,0,0.0304012,0.0572148,0.0422727,0.0209168,0.0198338,0.0455206,0.0613567,0,0.0658295,0,0.0495568,0.0306465,0.0348895,0.0584485,0.019194,0.0324745,0.00737249,0.0167522,0.0524108,0.0595854,0,0,0,0,0,0,0,0,0,0
75,0.0337253,0.0618614,0,0,0,0,0,0,0.0473886,0,0.0306533,0.0591299,0,0.0110397,0,0,0.0467763,0.0398282,0.031626,0.0283973,0.0188516,0.045376,0.0471779,0.0278065,0.0480462,0.0495515,0.0260857,0.0335176,0.0342648,0.0210796,0.0273551,0.0163079,0.0468829,0.0117919,0.0151929,0.0542818,0,0.0287644,0.0658804,0.0219048,0,0,0.0229225,0,0,0.0304473,0.0562255,0.0388967,0.018248,0.0172048,0.0443099,0.0605953,0,0.0637159,0.0424759,0.0518801,0.0319676,0.0368876,0.0613546,0.0157106,0.0334627,0.0074326,0.0170322,0.0520231,0.059827,0,0,0,0,0,0,0,0,0,0
76,0.0331019,0.0611284,0,0,0,0,0,0,0.0478986,0,0.0308254,0.0593137,0,0.0113129,0,0,0.045958,0.0396591,0.031433,0.0283953,0.0190101,0.0452659,0.0463016,0.0289667,0.0476055,0.0495019,0.0268167,0.033324,0.0342169,0.0212978,0.0274538,0.0160911,0.0477564,0.0117144,0.0151263,0.0550485,0,0.0294908,0.0660857,0.0221407,0,0,0.02233,0,0,0.0304757,0.0563493,0.0397713,0.0175483,0.017352,0.0437668,0.0599756,0,0.0635392,0.0424305,0.0517309,0.0320963,0.0366012,0.0609816,0.0150318,0.0345089,0.0078338,0.0168542,0.0519602,0.0597164,0,0,0,0,0,0,0,0,0,0
