Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
38,0.0300783,0.074979,0,0,0,0,0,0,0.0340178,0,0.0233295,0.0489463,0,0,0.0216861,0,0,0.0575315,0.0377093,0.0251398,0.02581,0.0230158,0.0494194,0.0439552,0.0320815,0.0448044,0.0416732,0.0256636,0.0437404,0.0451491,0.0309368,0.0314668,0.016591,0.0557147,0.0214694,0.0125377,0.0306866,0,0.0244221,0.0493237,0.021007,0,0,0.0395286,0,0,0.0321164,0.0478274,0.034567,0.0237497,0.0172453,0.0484032,0.0640117,0.0429782,0.0658351,0.0545602,0.0381655,0.0681219,0.0463812,0.0503751,0.077412,0.022897,0.0210571,0.00923268,0.0181507,0.0578164,0.0605555,0,0,0,0,0,0,0,0
39,0.0301485,0.0744596,0,0,0,0,0,0,0.0333422,0,0.0244591,0.0485906,0,0,0.0216873,0,0,0.0572993,0.0380251,0.0242813,0.0260901,0.0228925,0.0490974,0.043668,0.0309051,0.0447444,0.0429854,0.0263944,0.0444628,0.0460467,0.0313478,0.0312025,0.0179333,0.0562778,0.0215122,0.0123621,0.0305287,0,0.0243254,0.0490472,0.0211448,0,0,0.0387845,0,0,0.0319376,0.0474907,0.0346846,0.0236466,0.0172068,0.0479053,0.0633906,0.0429834,0.0658851,0.0544963,0.0379106,0.0680987,0.0463627,0.050533,0.0775195,0.023257,0.0215983,0.00925088,0.0180441,0.0579095,0.0603838,0,0,0,0,0,0,0,0
40,0.030183,0.074049,0,0,0,0,0,0,0.0333106,0,0.0252987,0.048404,0,0,0.0216668,0,0,0.0571751,0.0381238,0.0239969,0.0263786,0.0242268,0.048794,0.0433432,0.0298135,0.0445673,0.0439495,0.0268858,0.0451481,0.0464459,0.0321048,0.0317773,0.018637,0.0569057,0.02184,0.012061,0.0302311,0,0.0241741,0.0489582,0.0211312,0,0,0.0379334,0,0,0.0316706,0.0473631,0.0348965,0.023461,0.0171881,0.0474389,0.0627383,0.0430892,0.0659101,0.0545258,0.0376439,0.0682675,0.0464449,0.0506787,0.077607,0.0237483,0.022226,0.00927646,0.0179735,0.0580064,0.0601821,0,0,0,0,0,0,0,0
41,0.0300613,0.0732383,0,0,0,0,0,0,0.0333216,0,0.0250058,0.0485647,0,0,0.0218599,0,0,0.0568182,0.0379141,0.0244384,0.026561,0.0264324,0.0484394,0.0430967,0.0292021,0.0441571,0.0438198,0.026504,0.0455295,0.0464487,0.0329701,0.0327322,0.0191234,0.0576088,0.0213987,0.0123365,0.0298881,0,0.0239892,0.0493005,0.0211122,0,0,0.0368852,0,0,0.0315509,0.0474725,0.0351558,0.0231456,0.0172148,0.0469951,0.0618898,0.0432564,0.0658439,0.0545194,0.0373358,0.0683353,0.0463988,0.0506873,0.0775694,0.0241728,0.0229408,0.00958507,0.0178713,0.0578722,0.0601418,0,0,0,0,0,0,0,0
42,0.0297553,0.0723066,0,0,0,0,0,0,0.032779,0,0.0246889,0.0487368,0,0,0.0221471,0,0,0.0562504,0.037488,0.0253872,0.0264513,0.0279752,0.0480441,0.0428967,0.0294,0.0438443,0.0425333,0.0251334,0.0456362,0.0464196,0.033659,0.0334021,0.0198548,0.0583886,0.0202868,0.0130361,0.0296592,0,0.0237855,0.0499521,0.0211435,0,0,0.0357989,0,0,0.0313721,0.0476076,0.0353471,0.0228013,0.0172335,0.0465607,0.0608995,0.0431216,0.0657518,0.0545221,0.0369307,0.0682199,0.0461998,0.0505853,0.0774729,0.024328,0.0237172,0.00971963,0.0178223,0.0574285,0.0603681,0,0,0,0,0,0,0,0
43,0.0291826,0.0720398,0,0,0,0,0,0,0.0317898,0,0.0248408,0.0487037,0,0,0.0221473,0,0,0.0562029,0.0368449,0.0263752,0.0261081,0.0282194,0.0474252,0.0425037,0.0299699,0.04382,0.0411175,0.0236115,0.0455081,0.0463361,0.0336965,0.033642,0.0207298,0.0589449,0.0206948,0.0126414,0.0295378,0,0.0236044,0.0505723,0.0211074,0,0,0.0347117,0,0,0.031099,0.047768,0.0354382,0.0224435,0.0172799,0.0459938,0.0599403,0.0427468,0.065737,0.0545605,0.0366195,0.06809,0.0459013,0.0504849,0.0774248,0.0243206,0.0246459,0.00974486,0.0178168,0.0570105,0.0608221,0,0,0,0,0,0,0,0
44,0.0285532,0.0715782,0,0,0,0,0,0,0.0315262,0,0.0253032,0.048586,0,0,0.0221773,0,0,0.0561506,0.0360582,0.0270969,0.0257379,0.0278516,0.0466861,0.0421552,0.0302854,0.0438437,0.0401246,0.0229925,0.0452984,0.0461616,0.0332749,0.0335777,0.0213988,0.0595924,0.0215258,0.0121115,0.0294754,0,0.0234302,0.050916,0.0210811,0,0,0.0336453,0,0,0.0308128,0.0478818,0.0354611,0.0220659,0.0173805,0.045379,0.0589618,0.0423652,0.065655,0.0546741,0.0364361,0.0679558,0.0456708,0.0505054,0.077434,0.024282,0.0256006,0.00974426,0.0178207,0.0567285,0.0612942,0,0,0,0,0,0,0,0
45,0.0279155,0.070836,0,0,0,0,0,0,0.0314991,0,0.0259043,0.0483739,0,0,0.0223457,0,0,0.0558088,0.0351797,0.0275681,0.0255226,0.0275452,0.0458701,0.0416786,0.0300464,0.0436939,0.039711,0.0233935,0.0451943,0.0460119,0.032823,0.0334988,0.0214334,0.060255,0.0216943,0.0120213,0.0294136,0,0.0232721,0.0509437,0.0211007,0,0,0.0325528,0,0,0.0306714,0.0479649,0.0355082,0.0215917,0.0174451,0.044728,0.0578808,0.0420816,0.0655048,0.0549299,0.0364001,0.0677516,0.0455927,0.0505789,0.0774604,0.0242365,0.0265878,0.00986998,0.0177548,0.0564452,0.0616903,0,0,0,0,0,0,0,0
46,0.0273502,0.0698908,0,0,0,0,0,0,0.0318435,0,0.0262752,0.0483576,0,0,0.0226599,0,0,0.0552867,0.034327,0.0276197,0.025442,0.0272861,0.044976,0.0411884,0.0295585,0.0432469,0.0396722,0.0243822,0.0452611,0.0460717,0.032658,0.0335285,0.0209946,0.0609579,0.0211405,0.0122975,0.0294832,0,0.0231815,0.0506994,0.0212199,0,0,0.0314431,0,0,0.030564,0.0479492,0.0355166,0.0212532,0.0173093,0.0440736,0.0566768,0.0419326,0.0653363,0.0550058,0.0363721,0.0677177,0.0456151,0.0506787,0.0774905,0.0240915,0.0275705,0.00997849,0.0177257,0.0560045,0.0620548,0,0,0,0,0,0,0,0
47,0.029383,0,0,0,0,0,0,0,0.0317772,0,0.0264089,0.0483907,0,0,0.0231764,0,0,0.054314,0.0336019,0.0279415,0.0263928,0.02697,0.0486543,0.0311577,0.0292562,0.0431768,0.0400296,0.02473,0.045056,0.0458209,0.0323786,0.0332388,0.0209841,0.0614255,0.0196079,0.0126287,0.0297601,0,0.0232687,0.0490595,0.0182938,0,0,0.027204,0,0,0.0292807,0.048268,0.0357795,0.0224656,0.0172739,0.047614,0.0499807,0.042182,0.0652597,0.0552101,0.0367405,0.0675148,0.0454525,0.0505168,0.077303,0.0237703,0.0298036,0.00896456,0.0173864,0.0632822,0.0583541,0,0,0,0,0,0,0,0
48,0.0263497,0.0688672,0,0,0,0,0,0,0.0327302,0,0.0262877,0.0490122,0,0,0.0233952,0,0,0.0544134,0.0333547,0.0274408,0.0261154,0.0271977,0.0430036,0.0397986,0.0293334,0.042665,0.0399595,0.0254956,0.0453459,0.046205,0.0326557,0.0334365,0.0198115,0.0621472,0.0196102,0.013137,0.0300549,0,0.023374,0.0500251,0.0215983,0,0,0.0293401,0,0,0.0304116,0.0483915,0.0355404,0.0205002,0.0175526,0.0426161,0.0546366,0.0421681,0.0648135,0.0548506,0.036576,0.067754,0.045648,0.0508017,0.0775773,0.0232305,0.0294028,0.0101506,0.0178898,0.0550156,0.0625861,0,0,0,0,0,0,0,0
49,0.0259019,0.068956,0,0,0,0,0,0,0.0333507,0,0.0263301,0.0495214,0,0,0.0235756,0,0,0.0544352,0.0337684,0.0272086,0.0262004,0.0272987,0.0422455,0.0391822,0.029638,0.0426035,0.0400162,0.0255923,0.0453501,0.0462511,0.0327451,0.0334502,0.0190526,0.0624984,0.0200207,0.0129074,0.0303597,0,0.0235113,0.0499413,0.0218987,0,0,0.028542,0,0,0.0304438,0.0486855,0.0356566,0.0201396,0.0177785,0.0419576,0.0539268,0.0420778,0.064454,0.0546763,0.0366975,0.0677315,0.0455513,0.0508592,0.0776381,0.0227585,0.030041,0.0103297,0.0178578,0.0543952,0.0629499,0,0,0,0,0,0,0,0
50,0.0255508,0.06888,0,0,0,0,0,0,0.0336059,0,0.026409,0.0501678,0,0,0.0238993,0,0,0.0542688,0.034528,0.026904,0.0261292,0.0273247,0.0417115,0.0387132,0.0302151,0.0425502,0.0400419,0.0254345,0.0453771,0.0462036,0.0328041,0.0333895,0.0184809,0.0626005,0.0196434,0.013207,0.0306262,0,0.0236505,0.0497498,0.0222188,0,0,0.0278592,0,0,0.0304429,0.0490342,0.0357662,0.0198354,0.0181605,0.0413972,0.0534188,0.0418376,0.0641609,0.0545282,0.0368414,0.0675557,0.0454084,0.0508989,0.0777002,0.022366,0.0304886,0.0104558,0.0179221,0.0538686,0.0631903,0,0,0,0,0,0,0,0
51,0.0253038,0.0684956,0,0,0,0,0,0,0.0337631,0,0.0264719,0.050866,0,0,0.0241149,0,0,0.0542871,0.0351307,0.0264988,0.0259997,0.0273968,0.0413615,0.0383757,0.0306995,0.0423909,0.0399849,0.0252701,0.0453854,0.0461561,0.0328774,0.03329,0.0182363,0.0626021,0.0196776,0.013167,0.0307746,0,0.0237904,0.049701,0.02239,0,0,0.0273598,0,0,0.0303997,0.0493603,0.0358459,0.0195711,0.0186542,0.0409885,0.053058,0.0416679,0.0639787,0.0544317,0.0369387,0.0673621,0.045277,0.0509284,0.0777051,0.0220966,0.0307422,0.0105718,0.0180274,0.0534362,0.0632481,0,0,0,0,0,0,0,0
52,0.0251809,0.0680825,0,0,0,0,0,0,0.0338391,0,0.0265145,0.051304,0,0,0.0243278,0,0,0.0541357,0.0352932,0.0261098,0.0260291,0.0276093,0.0411607,0.0382301,0.030622,0.0420114,0.0399269,0.0251331,0.0452921,0.046157,0.0328917,0.0331836,0.0182248,0.0625992,0.0191496,0.0134771,0.0307787,0,0.0238718,0.0497537,0.0224442,0,0,0.0270345,0,0,0.0304024,0.0496048,0.0359323,0.0192793,0.0190042,0.040653,0.0528049,0.0416762,0.0638382,0.0543472,0.0369603,0.0671882,0.0451508,0.0509283,0.0776324,0.0219928,0.0309534,0.0107921,0.0181336,0.0531241,0.0631534,0,0,0,0,0,0,0,0
53,0.0251716,0.0677616,0,0,0,0,0,0,0.0337831,0,0.0266073,0.0513807,0,0,0.0244159,0,0,0.0541424,0.0350339,0.0257786,0.0261102,0.0278833,0.0410343,0.0382499,0.0299981,0.0415087,0.0399453,0.0250411,0.0452253,0.0461519,0.032818,0.0330654,0.0182258,0.062631,0.0191677,0.0134748,0.0306794,0,0.0238743,0.0498492,0.0223861,0,0,0.0268564,0,0,0.030338,0.0497555,0.0360563,0.0189039,0.019224,0.0404205,0.0526954,0.041809,0.0636519,0.0542196,0.0368979,0.0670476,0.0450556,0.0507066,0.0775783,0.0219479,0.031122,0.0109777,0.0182757,0.0528318,0.0629647,0,0,0,0,0,0,0,0
54,0.0251747,0.0675047,0,0,0,0,0,0,0.0336372,0,0.0266944,0.0511307,0,0,0.0245964,0,0,0.05388,0.0345995,0.0255353,0.0262063,0.0281405,0.0409067,0.0382455,0.0293312,0.0410617,0.0400338,0.0249756,0.0452181,0.0460983,0.0327184,0.0329553,0.0182604,0.0626632,0.0183123,0.0140323,0.0305074,0,0.0238088,0.0499514,0.022287,0,0,0.0267245,0,0,0.0303824,0.0498467,0.036152,0.0185295,0.0193969,0.0402707,0.0527223,0.0418697,0.0634446,0.0540457,0.0367905,0.066897,0.0449967,0.0500417,0.0775422,0.0220212,0.0312661,0.0112544,0.0183667,0.0525172,0.062677,0,0,0,0,0,0,0,0
55,0.0251704,0.0672262,0,0,0,0,0,0,0.0334924,0,0.0267727,0.0508277,0,0,0.0247603,0,0,0.0537971,0.0341695,0.0253552,0.0263778,0.0284088,0.0407121,0.0382325,0.0289214,0.0407421,0.0401048,0.0248677,0.0452794,0.0460584,0.032694,0.0329709,0.0183117,0.0626676,0.0177418,0.0144446,0.030505,0,0.023789,0.0500501,0.0221703,0,0,0.0266503,0,0,0.0304569,0.0498446,0.0361844,0.0182963,0.0195139,0.0401851,0.05286,0.0417221,0.0632481,0.0538794,0.0367041,0.0667135,0.0449494,0.049756,0.0774682,0.0220045,0.0313341,0.0115628,0.0184111,0.0523947,0.0623784,0,0,0,0,0,0,0,0
56,0.0251828,0.0669904,0,0,0,0,0,0,0.0335886,0,0.0268186,0.0504985,0,0,0.0249227,0,0,0.0538191,0.0337996,0.0252866,0.0264793,0.0285761,0.0404773,0.0381963,0.0288765,0.0406084,0.0401313,0.0247162,0.0453405,0.0460047,0.0326705,0.0329696,0.0182017,0.0626204,0.0174916,0.0146416,0.0306184,0,0.0238228,0.0501351,0.0220434,0,0,0.0266624,0,0,0.0304838,0.0497744,0.0360985,0.0181596,0.0196097,0.0401227,0.0530124,0.0415313,0.0630045,0.0536241,0.0366421,0.0665839,0.0449363,0.0497627,0.0773688,0.0218986,0.0313527,0.0119625,0.0183931,0.0523765,0.0620806,0,0,0,0,0,0,0,0
57,0.0252316,0.0667897,0,0,0,0,0,0,0.0338205,0,0.0268418,0.050148,0,0,0.0250478,0,0,0.0538947,0.0335012,0.0253678,0.0264624,0.028664,0.0401807,0.0381491,0.0290996,0.0405612,0.0401465,0.0246023,0.0454389,0.0459667,0.0326282,0.0329772,0.0179466,0.0625974,0.0172583,0.0148546,0.0307423,0,0.0238986,0.0502054,0.0219015,0,0,0.0267515,0,0,0.0304206,0.0497434,0.0359681,0.0180641,0.0197993,0.0400111,0.0531183,0.0412205,0.0629378,0.0533342,0.0366147,0.0664352,0.0449095,0.0497901,0.0772771,0.0217403,0.0313814,0.0124315,0.0182742,0.0524321,0.061828,0,0,0,0,0,0,0,0
58,0.0251172,0.0664999,0,0,0,0,0,0,0.0340252,0,0.0269338,0.0498815,0,0,0.0252116,0,0,0.0538576,0.0332638,0.025503,0.0264269,0.0287965,0.0396655,0.0382417,0.0289809,0.0404675,0.0400724,0.0246204,0.0454752,0.0459582,0.0326202,0.0330309,0.0178025,0.0627735,0.0169473,0.0151205,0.0307978,0,0.023986,0.0503629,0.0217521,0,0,0.0292799,0,0,0.0282121,0.0498309,0.0359771,0.0178754,0.0200841,0.0397263,0.0535223,0.0408799,0.0628293,0.053198,0.0366435,0.0662722,0.0448251,0.0497126,0.0772042,0.0216169,0.0309249,0.0136409,0.0167646,0.0525429,0.0617018,0,0,0,0,0,0,0,0
59,0.02527,0.0663371,0,0,0,0,0,0,0.0342734,0,0.0271066,0.0495956,0,0,0.0251775,0,0,0.0539549,0.0332567,0.0257269,0.026445,0.0288226,0.039592,0.0378408,0.028955,0.0404732,0.0399563,0.0246601,0.0454257,0.0459016,0.0325988,0.0330654,0.0179249,0.0625344,0.0166252,0.0153578,0.03069,0,0.0240251,0.050308,0.0218378,0,0,0.0268854,0,0,0.029828,0.0499983,0.0362492,0.017556,0.0203467,0.0396401,0.0534065,0.04075,0.062582,0.0533809,0.0366084,0.0661904,0.0446726,0.049646,0.0771823,0.0216258,0.031381,0.0134079,0.0177191,0.052544,0.0614508,0,0,0,0,0,0,0,0
60,0.0250159,0.0661961,0,0,0,0,0,0,0.0341322,0,0.0272632,0.0496902,0,0,0.0254152,0,0,0.0539205,0.0331802,0.025831,0.0263145,0.0288638,0.0391724,0.0380155,0.0289279,0.0404838,0.0397376,0.0247497,0.045473,0.0459278,0.0326154,0.0331307,0.0181384,0.062745,0.0162485,0.0156211,0.030577,0,0.0241093,0.0503031,0.0217447,0,0,0.0348696,0,0,0.0238845,0.0502143,0.0367433,0.0172023,0.0205374,0.0392765,0.0537103,0.0407215,0.0622908,0.0534417,0.0366548,0.066112,0.0443309,0.0495929,0.0772223,0.0216666,0.0318766,0.0144407,0.0151362,0.0526264,0.0612959,0,0,0,0,0,0,0,0
61,0.0252595,0.0659006,0,0,0,0,0,0,0.0330128,0,0.027249,0.0496082,0,0,0.0253885,0,0,0.0540006,0.0332753,0.0260336,0.0263143,0.0288078,0.0392392,0.0373775,0.0289958,0.0405629,0.039583,0.0248397,0.0454269,0.0459129,0.0324888,0.0330335,0.0181571,0.0623304,0.0160389,0.0157581,0.0305258,0,0.0241691,0.0502693,0.0218286,0,0,0.0271111,0,0,0.029376,0.0502989,0.0369355,0.0169235,0.0207487,0.0392038,0.0536172,0.0407257,0.0619689,0.0533817,0.0366629,0.0660231,0.0441753,0.0494656,0.0771858,0.0217077,0.0313126,0.0145445,0.0172205,0.0524715,0.0611267,0,0,0,0,0,0,0,0
62,0.0251176,0.0657931,0,0,0,0,0,0,0.0321417,0,0.0272135,0.0495761,0,0,0.0255681,0,0,0.0540242,0.0332924,0.0261836,0.0261927,0.0287792,0.0389748,0.0374863,0.0289713,0.0406035,0.0394764,0.0249007,0.0453967,0.0459298,0.0324187,0.0329497,0.01819,0.0624949,0.01587,0.0159173,0.0307384,0,0.02423,0.0504098,0.0218327,0,0,0.0352549,0,0,0.0240395,0.0503766,0.036784,0.0166978,0.0210119,0.0389183,0.0537493,0.0408134,0.0615515,0.0532756,0.036685,0.065898,0.0442155,0.0492322,0.0770545,0.0215177,0.0321043,0.0150313,0.015229,0.0524659,0.0609339,0,0,0,0,0,0,0,0
63,0.0253896,0.0655272,0,0,0,0,0,0,0.03205,0,0.027307,0.0495803,0,0,0.02545,0,0,0.0542067,0.0333269,0.0263087,0.0261465,0.0287603,0.0390839,0.0368555,0.0289683,0.0406,0.0394138,0.0249235,0.0453158,0.0458915,0.0323721,0.0328998,0.0182507,0.0621498,0.0157426,0.0160472,0.0322731,0,0.0249746,0.0504582,0.0219242,0,0,0.0281285,0,0,0.0288615,0.050429,0.0378255,0.0165109,0.0212674,0.0388713,0.0536446,0.0408573,0.0614156,0.0531408,0.0366878,0.0654784,0.0441981,0.0485669,0.0763366,0.0215621,0.0310974,0.01543,0.016625,0.052045,0.0607459,0,0,0,0,0,0,0,0
64,0.0253232,0.0653793,0,0,0,0,0,0,0.0321057,0,0.0274272,0.0497242,0,0,0.0255978,0,0,0.0545958,0.0332237,0.0263353,0.0261468,0.0288459,0.0389574,0.0368587,0.0289166,0.040483,0.0393153,0.0249035,0.0453198,0.0459383,0.0323975,0.0329294,0.0182024,0.0622017,0.0156918,0.0161362,0.0332488,0,0.0256614,0.0505629,0.0219602,0,0,0.0354258,0,0,0.0237854,0.0505516,0.0388667,0.0163012,0.0214873,0.0386969,0.0536838,0.0408348,0.0616125,0.0530881,0.0367051,0.0651844,0.0440258,0.048205,0.075803,0.0221009,0.0320354,0.0152449,0.0151884,0.0518112,0.0605057,0,0,0,0,0,0,0,0
65,0.0254535,0.0649983,0,0,0,0,0,0,0.0319824,0,0.0275435,0.0497567,0,0,0.025717,0,0,0.0551636,0.0331348,0.0263279,0.0261116,0.0289312,0.0389491,0.0367244,0.0289339,0.0404036,0.0392948,0.0248801,0.0453833,0.0459991,0.0324369,0.0329891,0.017976,0.0620331,0.0157318,0.0162514,0.0341116,0,0.0263655,0.050672,0.0221019,0,0,0.0311326,0,0,0.0265688,0.0505957,0.0397777,0.0160952,0.0216334,0.0385871,0.0536187,0.0407525,0.0617317,0.0530477,0.036698,0.0650636,0.0438277,0.047986,0.0754249,0.0225587,0.0307773,0.0161628,0.0149912,0.0514702,0.0603807,0,0,0,0,0,0,0,0
66,0.025567,0.0647838,0,0,0,0,0,0,0.0317584,0,0.0276692,0.0497794,0,0,0.0256858,0,0,0.0554017,0.0330069,0.0263074,0.0260832,0.0290165,0.0389426,0.0363066,0.0289227,0.040302,0.0392549,0.0248539,0.0454264,0.0459883,0.0324733,0.032987,0.0179057,0.0617345,0.0155004,0.016455,0.035128,0,0.0271912,0.0507504,0.0220922,0,0,0.0349264,0,0,0.0238528,0.0506531,0.0407503,0.0158279,0.0217379,0.0384841,0.0535813,0.0406726,0.0617014,0.0530275,0.0366785,0.0649345,0.043623,0.0476833,0.0750085,0.0229309,0.0317492,0.0150913,0.0153739,0.0513589,0.0603128,0,0,0,0,0,0,0,0
67,0.0256617,0.0644313,0,0,0,0,0,0,0.031766,0,0.0276684,0.0497925,0,0,0.0257434,0,0,0.0550296,0.0328317,0.0262153,0.0260924,0.0290916,0.0387911,0.0361389,0.0287932,0.0401909,0.0391992,0.0248861,0.0454857,0.0460245,0.0325256,0.0330048,0.0179867,0.0615151,0.0153385,0.0165691,0.0360125,0,0.0280033,0.0508292,0.0223349,0,0,0.0310901,0,0,0.0260726,0.0507289,0.0416516,0.0155855,0.0218061,0.038319,0.0534574,0.0406276,0.061649,0.0530206,0.0366516,0.0647261,0.0435455,0.0474173,0.0746289,0.0233204,0.0305082,0.0156556,0.0148798,0.050895,0.0603117,0,0,0,0,0,0,0,0
68,0.0257204,0.0642233,0,0,0,0,0,0,0.031836,0,0.0276811,0.0497943,0,0,0.0256608,0,0,0.0544262,0.0327867,0.026187,0.0260988,0.0291596,0.0386118,0.035409,0.0287311,0.0400704,0.039189,0.0249988,0.0455491,0.0460903,0.032539,0.0331576,0.0179974,0.0612963,0.0151277,0.016642,0.0370235,0,0.0288543,0.0509251,0.0224652,0,0,0.0342269,0,0,0.0231872,0.0507302,0.0425764,0.0153098,0.0218659,0.0380976,0.0534067,0.0405639,0.0616381,0.052978,0.0365806,0.0645299,0.0435756,0.0472733,0.0742806,0.0238371,0.0315411,0.0145156,0.0153203,0.0504077,0.0603255,0,0,0,0,0,0,0,0
69,0.0257405,0.0636323,0,0,0,0,0,0,0.031256,0,0.0274098,0.0497867,0,0,0.0257406,0,0,0.0541736,0.0327192,0.0261515,0.0261441,0.0291082,0.0377535,0.0351383,0.0287307,0.0399565,0.0392778,0.0250359,0.0456126,0.0461287,0.0326271,0.0334066,0.0186135,0.0612847,0.0140276,0.0170355,0.0316466,0,0.0251159,0.0512601,0.0229198,0,0,0.0303181,0,0,0.0259032,0.0506869,0.0383356,0.0154694,0.0206344,0.0373334,0.0534908,0.0392057,0.0610591,0.0525908,0.0358155,0.0666427,0.0448709,0.0497568,0.0766472,0.0212457,0.0303432,0.0153678,0.0142944,0.0501817,0.0602822,0,0,0,0,0,0,0,0
70,0.0258805,0.0631691,0,0,0,0,0,0,0.0309234,0,0.0274569,0.0497008,0,0,0.0260678,0,0,0.0544408,0.0326886,0.0261396,0.0260742,0.0290601,0.0373283,0.0344941,0.0287388,0.0399378,0.0392898,0.0250279,0.0456382,0.0462088,0.0325945,0.0333755,0.0185378,0.0615128,0.0134102,0.0175318,0.0319696,0,0.0252773,0.0512258,0.0231655,0,0,0.0331094,0,0,0.0233674,0.0507081,0.0385575,0.0152422,0.0206021,0.036955,0.0534945,0.0389052,0.060984,0.0524737,0.0355981,0.0668184,0.0452987,0.0497424,0.0766445,0.0210665,0.0313201,0.0143642,0.0146136,0.0504204,0.0602647,0,0,0,0,0,0,0,0
71,0.0261208,0.0625876,0,0,0,0,0,0,0.0308019,0,0.0274607,0.0496155,0,0,0.0264812,0,0,0.0548773,0.0326431,0.0260579,0.0260839,0.0290077,0.0369073,0.0341763,0.0286587,0.0398855,0.0392645,0.0250543,0.0456357,0.0462657,0.0326088,0.0332502,0.0186072,0.0619097,0.0131536,0.0178042,0.0322937,0,0.0254704,0.0511315,0.0236041,0,0,0.0295036,0,0,0.0256741,0.0508013,0.0388204,0.0150617,0.0205445,0.0366136,0.0532666,0.0385979,0.0608354,0.0524047,0.0353928,0.0669196,0.0455697,0.0496994,0.0765957,0.0209079,0.0305033,0.0152836,0.0138832,0.0502715,0.0602744,0,0,0,0,0,0,0,0
72,0.0262719,0.0621451,0,0,0,0,0,0,0.0308577,0,0.0274163,0.0495986,0,0,0.0267027,0,0,0.0551551,0.0326638,0.0259953,0.026116,0.0289583,0.0365207,0.0336757,0.0286767,0.0397502,0.0393006,0.0250976,0.045618,0.0462587,0.0326043,0.0331372,0.0186935,0.0622413,0.0129223,0.0179385,0.0326035,0,0.025677,0.0512879,0.0237527,0,0,0.031884,0,0,0.0232212,0.0507944,0.0390068,0.0149423,0.0205508,0.0362473,0.0532209,0.0383185,0.0606804,0.0523577,0.0351978,0.0670624,0.0457469,0.0497288,0.076544,0.0207297,0.0313169,0.0142724,0.0143389,0.0500531,0.0603844,0,0,0,0,0,0,0,0
73,0.0264313,0.0617112,0,0,0,0,0,0,0.0309217,0,0.0274127,0.0497368,0,0,0.0268363,0,0,0.0552671,0.0327065,0.0259205,0.0260999,0.0290294,0.0361698,0.0335069,0.0286632,0.0395681,0.0393015,0.0251912,0.0455925,0.0462402,0.0325881,0.0330301,0.0187177,0.0623554,0.0128827,0.0179941,0.032937,0,0.0258886,0.0518432,0.0240276,0,0,0.0292244,0,0,0.0250147,0.0507324,0.0390785,0.0148666,0.0207792,0.0359115,0.0529928,0.0380745,0.060652,0.0523487,0.0349951,0.0672516,0.0458958,0.049829,0.0765451,0.0206318,0.0306712,0.0150375,0.0137826,0.0497022,0.0605637,0,0,0,0,0,0,0,0
74,0.0265685,0.0613054,0,0,0,0,0,0,0.0309809,0,0.027454,0.0498104,0,0,0.0268019,0,0,0.0553361,0.0327928,0.0258481,0.0260609,0.0290318,0.0359504,0.0331602,0.0286489,0.0395279,0.0393402,0.0251892,0.0456027,0.046273,0.0325652,0.0330299,0.0186166,0.0622171,0.0130228,0.0179219,0.0333575,0,0.0261054,0.0522151,0.0242469,0,0,0.029506,0,0,0.0247763,0.0506861,0.0390682,0.0147646,0.0208817,0.0356576,0.0529102,0.0378301,0.0606743,0.0522814,0.0348092,0.0673611,0.0461441,0.0498858,0.0765207,0.0204678,0.0307111,0.0148136,0.0138146,0.0494115,0.0607687,0,0,0,0,0,0,0,0
75,0.0267152,0.0608915,0,0,0,0,0,0,0.0311177,0,0.0274174,0.0497982,0,0,0.0267429,0,0,0.0552403,0.0328708,0.0257786,0.0259654,0.0289789,0.0357984,0.0328156,0.0286388,0.0393853,0.0393603,0.0251046,0.0456204,0.0463364,0.0325115,0.0330558,0.0186122,0.0620533,0.0126858,0.0181293,0.0337021,0,0.0262888,0.0524304,0.0245496,0,0,0.0311651,0,0,0.023675,0.0506719,0.0392404,0.0146812,0.0208868,0.0354438,0.0528304,0.0375842,0.0606965,0.0520676,0.03463,0.0675428,0.0463631,0.0499167,0.0764687,0.0203588,0.0310644,0.0140935,0.0139764,0.0490446,0.0608957,0,0,0,0,0,0,0,0
