Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,
37,0.048153,0.0418062,0,0,0,0,0,0,0.0369059,0,0.0251343,0.0608489,0,0,0.0199665,0,0,0.0431826,0.0375918,0.0291378,0.0328459,0.0219035,0.0396944,0.0349427,0.0224643,0.0424858,0.04949,0.0261154,0.0384132,0.0399089,0.0260173,0.0307732,0.0153697,0.04536,0.013773,0.0119716,0.0503791,0,0.0327718,0.0676294,0.03802,0,0,0.00859415,0,0,0.0260316,0.0614562,0.044842,0.008921,0.0271204,0.042384,0.0672728,0.0304419,0.0620844,0.0625675,0.041052,0.0688779,0.0490061,0.0493246,0.0716804,0.0143016,0.033287,0.0206863,0.0121873,0.032899,0.0665143,0,0,0,0,0,0,0,0,0
38,0.0481538,0.0413686,0,0,0,0,0,0,0.0363027,0,0.0255173,0.0611007,0,0,0.0208828,0,0,0.0429057,0.0375521,0.0294798,0.0324448,0.0223451,0.039443,0.0356905,0.0224885,0.0423334,0.0494111,0.0258473,0.0385412,0.0397512,0.0262257,0.0305006,0.0155818,0.0452407,0.0142282,0.00928882,0.0504763,0,0.0329139,0.0677147,0.0377422,0,0,0.0110849,0,0,0.0250906,0.0617049,0.0450782,0.00881024,0.0272878,0.0424395,0.0691568,0.0305624,0.0620858,0.062706,0.0412859,0.0688614,0.0490015,0.0493104,0.071632,0.0143164,0.0327828,0.020146,0.00363562,0.0324224,0.0668041,0,0,0,0,0,0,0,0,0
39,0.0482514,0.0413894,0,0,0,0,0,0,0.0363434,0,0.0255676,0.0610452,0,0,0.0206088,0,0,0.0430908,0.0375553,0.0294631,0.0324045,0.0223737,0.0394703,0.0357211,0.0225336,0.0423636,0.0494211,0.0258481,0.0386119,0.0397182,0.0262365,0.0304914,0.0155383,0.0453135,0.0141504,0.00933657,0.0505167,0,0.0329676,0.0676935,0.0378131,0,0,0.0110317,0,0,0.0250321,0.0617447,0.0452039,0.00889411,0.0273805,0.0424118,0.0695025,0.0306205,0.0620765,0.062739,0.0414059,0.0688953,0.049054,0.0493442,0.0716147,0.0143385,0.0329323,0.0202612,0.00355938,0.0323491,0.0668542,0,0,0,0,0,0,0,0,0
40,0.048361,0.0414301,0,0,0,0,0,0,0.0365322,0,0.0255879,0.0610886,0,0,0.0203699,0,0,0.0432363,0.0376739,0.0293991,0.0329172,0.0223953,0.0396137,0.0355762,0.0225039,0.0422829,0.0494779,0.0259569,0.0385488,0.0396775,0.0262584,0.0305464,0.015441,0.045377,0.0140416,0.00941389,0.0505156,0,0.0329883,0.067763,0.037898,0,0,0.0109807,0,0,0.0249783,0.0617074,0.0453232,0.00893698,0.0274383,0.0424536,0.0698027,0.0306203,0.0620947,0.06275,0.0415251,0.0689751,0.0491179,0.0493676,0.0716344,0.0144836,0.0331517,0.0203163,0.00357142,0.0322749,0.0668845,0,0,0,0,0,0,0,0,0
41,0.0485136,0.0413769,0,0,0,0,0,0,0.0366794,0,0.0256104,0.0611521,0,0,0.0201592,0,0,0.0432965,0.0376979,0.0294814,0.0330726,0.0223627,0.039621,0.0355121,0.0224943,0.0422591,0.0494886,0.0259229,0.0384486,0.0396198,0.0263213,0.0305551,0.01543,0.0453211,0.0139198,0.00957958,0.0505339,0,0.0330333,0.0677659,0.0379697,0,0,0.0109066,0,0,0.0248785,0.061716,0.0454124,0.00895567,0.0275255,0.0424464,0.070139,0.0306595,0.0621214,0.0627996,0.0415672,0.0690387,0.0491906,0.0493913,0.0716852,0.0145964,0.0333911,0.0202241,0.00370312,0.032148,0.0669418,0,0,0,0,0,0,0,0,0
42,0.0487391,0.041257,0,0,0,0,0,0,0.0366238,0,0.0256422,0.0611833,0,0,0.0200725,0,0,0.043277,0.0376574,0.0295539,0.0327494,0.0223772,0.0395619,0.0354409,0.0225692,0.0422366,0.049448,0.0259312,0.0384461,0.0396645,0.0264404,0.030547,0.0154594,0.0451642,0.0137939,0.00974955,0.0505991,0,0.0330842,0.0676756,0.0380399,0,0,0.0108409,0,0,0.0247101,0.0617525,0.0454867,0.00900653,0.0276331,0.0424161,0.070491,0.0307341,0.0621294,0.0628367,0.0414091,0.0690827,0.0492692,0.0494121,0.0717434,0.0146291,0.0336055,0.0200604,0.00378526,0.0320269,0.0669944,0,0,0,0,0,0,0,0,0
43,0.0489316,0.0411757,0,0,0,0,0,0,0.0365373,0,0.0257279,0.061242,0,0,0.0200808,0,0,0.0432706,0.037684,0.0296234,0.0326389,0.0224817,0.03958,0.0353398,0.0225577,0.0422059,0.0494323,0.0258844,0.0384402,0.0397389,0.0265711,0.0305383,0.0154692,0.04506,0.013735,0.00971385,0.0506687,0,0.0331178,0.0675896,0.0380874,0,0,0.010765,0,0,0.0245209,0.0618191,0.045583,0.00905586,0.0277189,0.0423998,0.0708386,0.0307878,0.0621143,0.0628136,0.0412235,0.0691327,0.0493251,0.0494383,0.0717805,0.0146354,0.0337254,0.0199393,0.00381464,0.0320465,0.0670465,0,0,0,0,0,0,0,0,0
44,0.0490023,0.0411012,0,0,0,0,0,0,0.0357737,0,0.026202,0.0614482,0,0,0.0200125,0,0,0.0433068,0.0378647,0.0300293,0.0326977,0.0230367,0.0395606,0.035409,0.0225562,0.0420839,0.0494091,0.0255504,0.0383744,0.0393682,0.0264179,0.0302944,0.0157491,0.0449059,0.0136669,0.00971132,0.0507116,0,0.0332324,0.0677545,0.0381128,0,0,0.0106533,0,0,0.0243456,0.0620472,0.0458105,0.0089401,0.0278259,0.0425063,0.0713436,0.0308527,0.0621037,0.0628607,0.0415447,0.0691362,0.0493382,0.0494056,0.0716728,0.0146964,0.0338379,0.0198598,0.00388303,0.0318041,0.0671848,0,0,0,0,0,0,0,0,0
45,0.0497493,0.0401286,0,0,0,0,0,0,0.0324523,0,0.02885,0,0,0,0.0209077,0,0,0.0426917,0.0394421,0.0342127,0.0370242,0,0.0388464,0.0352231,0.0241394,0.0436114,0.0504984,0.0232285,0.0366371,0.0358333,0.0236545,0.0277643,0.0193056,0.0446676,0.0138248,0.0103102,0.051872,0,0.0328107,0.0672982,0.0382794,0,0,0.0115015,0,0,0.0225228,0.0625732,0.0434968,0.00614408,0.0285431,0.0432149,0.0730073,0.0320132,0.062125,0.062842,0.0428259,0.0693296,0.0493544,0.0497153,0.0717108,0.0115264,0.0334772,0.0191821,0.00538085,0.0308632,0.0675977,0,0,0,0,0,0,0,0,0
46,0.0493034,0.041066,0,0,0,0,0,0,0.0361279,0,0.0261686,0.0612289,0,0,0.020103,0,0,0.0434149,0.0381385,0.0298288,0.0334144,0.0228801,0.0398044,0.0351921,0.0225594,0.0418055,0.0494507,0.0259808,0.0384172,0.0392426,0.0266096,0.0304617,0.0156245,0.0448524,0.0136597,0.00971421,0.0506358,0,0.033266,0.0677713,0.038327,0,0,0.0102292,0,0,0.0243551,0.0619009,0.0460855,0.00909661,0.0278218,0.04266,0.0717271,0.0308642,0.0620781,0.0628857,0.0417414,0.0691578,0.0493648,0.0493732,0.071641,0.0147685,0.0339776,0.0199264,0.00409614,0.0315285,0.0673716,0,0,0,0,0,0,0,0,0
47,0.0490951,0.0408164,0,0,0,0,0,0,0.0374073,0,0.0267535,0,0,0,0.0199113,0,0,0.0436124,0.0397513,0.0336626,0.0383589,0.0214851,0.040058,0.0351375,0.0223889,0.0448508,0.0527542,0.0265086,0.0350993,0.0356366,0.0238534,0.0292695,0.0164535,0.044855,0.0135742,0.00986009,0.0516222,0,0.0340938,0.0678607,0.0382293,0,0,0.00980205,0,0,0.0245896,0.0643535,0.0468761,0.0059697,0.02888,0.0445112,0.0724477,0.0313679,0.0616219,0.0636412,0.0435715,0.068848,0.0491443,0.0489461,0.071023,0.0147533,0.0344115,0.0199718,0.00403371,0.0315659,0.0674077,0,0,0,0,0,0,0,0,0
48,0.0497355,0.0412668,0,0,0,0,0,0,0.037329,0,0.0257489,0.0611203,0,0,0.0199682,0,0,0.0436445,0.0382334,0.029313,0.0342169,0.0224892,0.0400042,0.0346418,0.0225771,0.0417423,0.0495882,0.0264627,0.0384598,0.0394307,0.0272406,0.0307874,0.0152638,0.0447823,0.0134695,0.00995054,0.0503981,0,0.0331766,0.0677244,0.0384643,0,0,0.00998764,0,0,0.024517,0.0616085,0.0460938,0.00927704,0.0277517,0.0425533,0.0717863,0.0307925,0.0620594,0.0628061,0.041219,0.0691579,0.0494068,0.0494698,0.0716706,0.0146967,0.0341596,0.0198762,0.00413506,0.0317217,0.0673975,0,0,0,0,0,0,0,0,0
49,0.0498323,0.0412777,0,0,0,0,0,0,0.0373829,0,0.0259128,0.0611119,0,0,0.0199474,0,0,0.0436699,0.0382332,0.0294555,0.0342052,0.0225931,0.0400064,0.0344738,0.0226525,0.0417787,0.0496409,0.0261857,0.0385308,0.0392925,0.0280186,0.0305527,0.0152839,0.0446984,0.0133835,0.00993738,0.0502865,0,0.0332324,0.0677503,0.0385029,0,0,0.0098994,0,0,0.024637,0.0616704,0.0462209,0.00930334,0.0277761,0.0425272,0.0720105,0.0308378,0.0620905,0.0628295,0.0413608,0.0691226,0.0493809,0.0494422,0.0716903,0.0147608,0.0342408,0.0198687,0.00419634,0.0317403,0.0674685,0,0,0,0,0,0,0,0,0
50,0.0498751,0.0411693,0,0,0,0,0,0,0.0373875,0,0.0258704,0.0611312,0,0,0.020127,0,0,0.0435939,0.0381125,0.0294344,0.0340061,0.0226139,0.0400022,0.0344022,0.0226493,0.0418451,0.0496336,0.0257359,0.0385029,0.0393154,0.0278457,0.0303253,0.0152663,0.044622,0.0134154,0.00963196,0.0502467,0,0.0332719,0.0678142,0.038556,0,0,0.0098355,0,0,0.0247098,0.0617014,0.0463395,0.00937727,0.0278261,0.0425337,0.0722563,0.0308833,0.0621149,0.0628472,0.0414589,0.0690847,0.0493866,0.0494109,0.0717038,0.0148323,0.0343304,0.0199448,0.00421094,0.0316206,0.0675561,0,0,0,0,0,0,0,0,0
51,0.0499739,0.0411182,0,0,0,0,0,0,0.0374016,0,0.0259546,0.0612817,0,0,0.0202118,0,0,0.0436839,0.0379836,0.0295405,0.0338143,0.0225712,0.0399778,0.0342546,0.0225235,0.0419013,0.0496307,0.0257251,0.0383767,0.0393752,0.0284744,0.0301863,0.0152349,0.0445707,0.0133988,0.00961038,0.0502196,0,0.0333097,0.0678722,0.0385812,0,0,0.00977512,0,0,0.0247021,0.0616739,0.0464722,0.00943308,0.0277718,0.0425309,0.0723371,0.0309059,0.0621543,0.0628389,0.0416608,0.0691027,0.0494087,0.0494237,0.0716714,0.0148819,0.0344095,0.0200483,0.00420567,0.0316104,0.0676336,0,0,0,0,0,0,0,0,0
52,0.05009,0.0411292,0,0,0,0,0,0,0.0373427,0,0.0260255,0.0614179,0,0,0.0202871,0,0,0.0438664,0.0379526,0.0296047,0.0338,0.0225692,0.0399724,0.0342323,0.0225694,0.0418764,0.0495423,0.0261882,0.0383121,0.0392751,0.0281502,0.0302359,0.01528,0.0445446,0.0134203,0.00963352,0.0502512,0,0.0333648,0.0678712,0.038616,0,0,0.00966035,0,0,0.0246841,0.0616753,0.0465718,0.00944575,0.0277514,0.0424996,0.0725005,0.0308705,0.0621567,0.0628132,0.0417356,0.0691528,0.0494755,0.0494323,0.0716721,0.014887,0.0344738,0.0201809,0.00436834,0.031578,0.0677681,0,0,0,0,0,0,0,0,0
53,0.0501741,0.0411238,0,0,0,0,0,0,0.0372201,0,0.0259656,0.0614775,0,0,0.0203832,0,0,0.0440347,0.0379701,0.0296383,0.0338773,0.0226401,0.0400285,0.0342268,0.0226338,0.0416959,0.0494925,0.0264402,0.0383507,0.0392956,0.0267563,0.0304177,0.0153688,0.0445286,0.0133583,0.00975258,0.0503211,0,0.033428,0.067847,0.0386614,0,0,0.00949694,0,0,0.0246569,0.0617009,0.0466487,0.00949069,0.0278005,0.0424956,0.0726515,0.0307523,0.0621352,0.0628165,0.0416041,0.0692166,0.049563,0.0494382,0.0716862,0.0148774,0.0345294,0.0202783,0.00459665,0.031416,0.0679211,0,0,0,0,0,0,0,0,0
54,0.0502983,0.0409391,0,0,0,0,0,0,0.0371475,0,0.0259509,0.0613959,0,0,0.0205401,0,0,0.0440338,0.0379272,0.0297403,0.033865,0.0226817,0.0400867,0.0341136,0.0226756,0.0416208,0.0494837,0.0264217,0.0382837,0.0394156,0.0264131,0.0305257,0.0153725,0.0444788,0.0132739,0.00979006,0.0503961,0,0.0334965,0.0678375,0.0387149,0,0,0.00930651,0,0,0.0245871,0.0617873,0.0467332,0.00951099,0.0278985,0.042484,0.0728005,0.0306642,0.0620631,0.0628596,0.0413299,0.0692709,0.0496425,0.0494789,0.0717403,0.0149201,0.0345541,0.0203825,0.00464843,0.0313298,0.0680647,0,0,0,0,0,0,0,0,0
55,0.049879,0.0403601,0,0,0,0,0,0,0.0372678,0,0.0272067,0,0,0,0.0202847,0,0,0.0442042,0.0395347,0.0343552,0.0382415,0.021555,0.0402413,0.0343387,0.0225601,0.0447024,0.0527695,0.0265281,0.0346314,0.0354712,0.023995,0.0290868,0.016544,0.0445218,0.0132298,0.009844,0.0515949,0,0.034539,0.0679682,0.0385471,0,0,0.00880054,0,0,0.0247188,0.0647078,0.0477403,0.00615014,0.0291575,0.0444792,0.0738279,0.0312567,0.0615657,0.0638251,0.0432202,0.0689465,0.0494313,0.0489747,0.0710851,0.0150601,0.0349666,0.0205332,0.0046019,0.0311679,0.06828,0,0,0,0,0,0,0,0,0
56,0.0505137,0.0407525,0,0,0,0,0,0,0.0371004,0,0.0261295,0.0613461,0,0,0.0201645,0,0,0.044461,0.0378436,0.0299461,0.0337439,0.0225578,0.0400924,0.0332888,0.0227175,0.0416341,0.0494556,0.0264458,0.0377964,0.0394915,0.0274978,0.030684,0.0153914,0.0447173,0.0130283,0.0102744,0.0504867,0,0.0336466,0.0677849,0.0387791,0,0,0.00897068,0,0,0.0245337,0.0618895,0.047025,0.00955702,0.0279746,0.0424145,0.0730222,0.0309542,0.0619522,0.0629594,0.0414743,0.0692982,0.049716,0.0494959,0.0717934,0.0151049,0.0345848,0.0204632,0.00475113,0.0313477,0.0682535,0,0,0,0,0,0,0,0,0
57,0.0505109,0.0406434,0,0,0,0,0,0,0.0370389,0,0.0262273,0.0615259,0,0,0.0198001,0,0,0.0447875,0.0378857,0.0300083,0.0336713,0.0224886,0.0401671,0.032519,0.0227947,0.0416629,0.0494805,0.026579,0.037683,0.0394967,0.0279733,0.0305691,0.0154087,0.0449166,0.0130116,0.0103729,0.050471,0,0.0336748,0.0678344,0.0387542,0,0,0.00903621,0,0,0.0245677,0.0618446,0.0470958,0.00952719,0.0279225,0.0423741,0.0730974,0.0310275,0.0619699,0.0629234,0.0415782,0.0693444,0.0497426,0.0495126,0.071762,0.0152026,0.0345553,0.0203935,0.00470952,0.031439,0.0682896,0,0,0,0,0,0,0,0,0
58,0.0504499,0.040618,0,0,0,0,0,0,0.0368292,0,0.0262682,0.062202,0,0,0.0190223,0,0,0.0453499,0.0379699,0.0300037,0.0334912,0.0225142,0.0403408,0.0324976,0.0228487,0.0416529,0.0494715,0.0267205,0.037761,0.0394404,0.0275679,0.0304553,0.0154177,0.0455073,0.0127587,0.00936978,0.050461,0,0.0336726,0.0678925,0.0385381,0,0,0.00934388,0,0,0.0245629,0.0617674,0.0470872,0.00951717,0.0278482,0.0424079,0.0732529,0.0309464,0.0619963,0.0629004,0.0414136,0.0693649,0.0497668,0.0495367,0.0717529,0.0152501,0.0345084,0.0202199,0.00459112,0.0315809,0.0683244,0,0,0,0,0,0,0,0,0
59,0.0504217,0.0404784,0,0,0,0,0,0,0.0368274,0,0.0263223,0.062516,0,0,0.0191625,0,0,0.0450969,0.0380058,0.0300647,0.0334885,0.0225096,0.040372,0.0316053,0.0228249,0.0416108,0.0494481,0.0267369,0.0378756,0.0393061,0.0276706,0.030333,0.0154136,0.0454218,0.0126131,0.0096608,0.0504228,0,0.0337116,0.0678959,0.0385267,0,0,0.00969817,0,0,0.0243574,0.0617947,0.0470743,0.00956728,0.0278043,0.0424343,0.0732155,0.0308709,0.062011,0.0629245,0.041351,0.0693258,0.0497874,0.0495257,0.071775,0.0152842,0.0346041,0.019971,0.00466658,0.0315144,0.0683683,0,0,0,0,0,0,0,0,0
60,0.0504553,0.0402526,0,0,0,0,0,0,0.036829,0,0.0263331,0.062501,0,0,0.0194322,0,0,0.0448036,0.0379448,0.0301475,0.0333594,0.0226458,0.0403629,0.0311873,0.0228277,0.0416355,0.0494146,0.0264155,0.0379242,0.0392165,0.0270668,0.0302873,0.0154581,0.045158,0.012464,0.00980472,0.050391,0,0.033767,0.0678497,0.0385268,0,0,0.0103471,0,0,0.0239955,0.0619042,0.0471394,0.00967833,0.0277885,0.0424338,0.0733683,0.0308555,0.0619973,0.0629369,0.0413217,0.0693197,0.0498029,0.0494988,0.0717946,0.0152986,0.0344982,0.0197621,0.00468329,0.0314093,0.0684004,0,0,0,0,0,0,0,0,0
61,0.0505584,0.0399084,0,0,0,0,0,0,0.0367194,0,0.0263276,0.0624236,0,0,0.0197598,0,0,0.0445146,0.0377558,0.0302404,0.0330189,0.0227213,0.0402688,0.0316114,0.0228329,0.0417415,0.0493612,0.0258701,0.0379145,0.0391928,0.0267011,0.0302102,0.0155808,0.044752,0.0123692,0.00984111,0.050375,0,0.0337744,0.06776,0.0385498,0,0,0.0111747,0,0,0.0238415,0.0620099,0.0472305,0.00982284,0.0278055,0.042325,0.0736043,0.0309187,0.061989,0.0629596,0.041401,0.06929,0.0497778,0.0494266,0.0717766,0.015308,0.0343183,0.0195117,0.00460813,0.0312352,0.0684147,0,0,0,0,0,0,0,0,0
62,0.0506104,0.0398407,0,0,0,0,0,0,0.0366535,0,0.0263076,0.0624249,0,0,0.0192783,0,0,0.045148,0.0376192,0.0302849,0.0329868,0.0226459,0.040355,0.0323588,0.0228946,0.0418536,0.0492899,0.0260113,0.037831,0.0392064,0.0264345,0.030143,0.0156838,0.045038,0.0120726,0.00926899,0.0503531,0,0.0337514,0.067626,0.0383611,0,0,0.0119869,0,0,0.023749,0.0620345,0.0472874,0.00999534,0.0278334,0.0422697,0.0736822,0.0309816,0.0619479,0.0630091,0.0414661,0.0692027,0.0497334,0.0493362,0.0716896,0.0152808,0.0339871,0.0191898,0.00447336,0.0312148,0.0684102,0,0,0,0,0,0,0,0,0
63,0.0507162,0.0398049,0,0,0,0,0,0,0.0366592,0,0.0262851,0.0626775,0,0,0.0199966,0,0,0.045219,0.0376426,0.030313,0.0332576,0.022628,0.0406599,0.0326491,0.0227324,0.0418344,0.0492873,0.026296,0.0377803,0.0393328,0.026184,0.0302239,0.0157454,0.0448783,0.0120755,0.00919336,0.0502906,0,0.0337071,0.0675711,0.0384602,0,0,0.0126432,0,0,0.0235217,0.0619748,0.0472309,0.0101479,0.0278136,0.0423153,0.0733539,0.0309943,0.0618586,0.063002,0.0413403,0.0691107,0.0497159,0.0493045,0.0715672,0.015195,0.0336262,0.0189782,0.00437098,0.0311566,0.0684525,0,0,0,0,0,0,0,0,0
64,0.050802,0.0399417,0,0,0,0,0,0,0.0367346,0,0.02623,0.0630626,0,0,0.0206249,0,0,0.0453014,0.0378414,0.0304133,0.0338067,0.02259,0.041117,0.0325769,0.0225309,0.0417714,0.0493442,0.0265448,0.0378234,0.0393028,0.0258141,0.0304782,0.0157512,0.0448225,0.0121009,0.00896235,0.0501582,0,0.0336327,0.0676258,0.0385535,0,0,0.0130347,0,0,0.0231891,0.0618472,0.0471549,0.0102621,0.0277161,0.0424424,0.073305,0.0309402,0.061901,0.0629136,0.041201,0.0690678,0.0496789,0.0492928,0.0715129,0.0152519,0.0333934,0.0189071,0.00422069,0.0312686,0.06847,0,0,0,0,0,0,0,0,0
65,0.0507984,0.0398956,0,0,0,0,0,0,0.0366025,0,0.0262089,0.0625214,0,0,0.0213408,0,0,0.0452319,0.0378603,0.0305403,0.0338023,0.0225042,0.0412709,0.0327831,0.0226063,0.0417032,0.0493124,0.0265745,0.0377887,0.039079,0.0255751,0.0305147,0.0158628,0.0446283,0.0122197,0.00882255,0.0499921,0,0.0335591,0.0676412,0.0386054,0,0,0.0130368,0,0,0.0228197,0.0619169,0.0471475,0.0103507,0.02766,0.0425226,0.0740603,0.0309256,0.0619019,0.0628386,0.0413153,0.0690363,0.0496258,0.0492528,0.0714949,0.01545,0.0333312,0.0188663,0.00414929,0.0314222,0.068488,0,0,0,0,0,0,0,0,0
66,0.0508184,0.0398908,0,0,0,0,0,0,0.0365423,0,0.0261654,0.0620514,0,0,0.0218643,0,0,0.0448364,0.0378194,0.0305769,0.0337997,0.0223532,0.0414521,0.033172,0.0228126,0.0417036,0.0492642,0.0265309,0.0376875,0.0390317,0.0255709,0.0303777,0.0159447,0.0442829,0.0122959,0.00918852,0.0499045,0,0.0335739,0.0675339,0.0387453,0,0,0.0126259,0,0,0.0225964,0.0619798,0.0471794,0.0105175,0.0275702,0.0425634,0.0745786,0.0309818,0.061901,0.0627741,0.0413546,0.0689197,0.0495261,0.0491594,0.0713783,0.0151861,0.0333819,0.0188179,0.00433429,0.0316167,0.0684263,0,0,0,0,0,0,0,0,0
67,0.0507193,0.040113,0,0,0,0,0,0,0.0362896,0,0.0262001,0.0619568,0,0,0.0209242,0,0,0.0449333,0.037692,0.0306563,0.0335301,0.0222556,0.0417608,0.0335373,0.022918,0.0420205,0.0491947,0.0263558,0.0375898,0.0389711,0.0254561,0.0301618,0.016105,0.0445389,0.0117079,0.00908914,0.0500284,0,0.0337194,0.0672975,0.0386584,0,0,0.0127738,0,0,0.0220063,0.0620795,0.0472132,0.0108286,0.0273881,0.0426923,0.0752526,0.0311141,0.0619001,0.0627419,0.0413501,0.0687331,0.0493614,0.048976,0.071174,0.0144022,0.0332572,0.0187143,0.00429189,0.0319894,0.0682541,0,0,0,0,0,0,0,0,0
68,0.0506599,0.0400889,0,0,0,0,0,0,0.0359693,0,0.0262713,0.0621122,0,0,0.0226385,0,0,0.0435594,0.0376743,0.0307214,0.0335759,0.0222515,0.0422043,0.0344314,0.0228754,0.0421018,0.0491464,0.0263723,0.0375521,0.0389095,0.0251814,0.0298484,0.0163071,0.0438862,0.0118135,0.00808333,0.0501161,0,0.0337727,0.0672873,0.038694,0,0,0.0134816,0,0,0.0211211,0.0621421,0.0471752,0.0110796,0.0271789,0.0429558,0.0763124,0.0310441,0.0619073,0.0627309,0.0413749,0.0686261,0.0492632,0.0488602,0.071082,0.0140034,0.0331264,0.0185774,0.00359574,0.0322389,0.0681725,0,0,0,0,0,0,0,0,0
69,0.0504516,0.0406658,0,0,0,0,0,0,0.0357397,0,0.0262068,0.0620088,0,0,0.0204359,0,0,0.0440365,0.0376202,0.0307446,0.0337152,0.0220908,0.0427779,0.034584,0.0229076,0.0421726,0.0491139,0.0263888,0.037457,0.0390253,0.0250083,0.0293953,0.0164559,0.0441373,0.0108934,0.00902405,0.0500367,0,0.0337443,0.0672357,0.0383645,0,0,0.0132696,0,0,0.0208473,0.0621507,0.0471333,0.0115167,0.0270367,0.0432146,0.077008,0.0310441,0.0619191,0.0627374,0.0412925,0.0685702,0.0492404,0.0488376,0.0710872,0.0139043,0.0331246,0.0182924,0.00407531,0.0330297,0.0677914,0,0,0,0,0,0,0,0,0
70,0.0501952,0.0407884,0,0,0,0,0,0,0.0352588,0,0.0263106,0.0619408,0,0,0.0218092,0,0,0.0434496,0.0375819,0.0308996,0.0336267,0.0221166,0.0430942,0.0358356,0.0229706,0.0422835,0.0490132,0.0262474,0.0373206,0.0391429,0.0248248,0.0291308,0.0166402,0.0435937,0.011379,0.00656584,0.0500267,0,0.0337953,0.0671662,0.0380961,0,0,0.0141369,0,0,0.0202526,0.0622643,0.0471308,0.0117254,0.0270249,0.0433756,0.0783423,0.0310683,0.0619314,0.0627755,0.0412879,0.0684641,0.0491974,0.0487741,0.0710248,0.0137885,0.0328051,0.0180164,0.0030689,0.0335654,0.0676073,0,0,0,0,0,0,0,0,0
71,0.0499574,0.0410601,0,0,0,0,0,0,0.0348584,0,0.0263742,0.0619486,0,0,0.0219994,0,0,0.0436781,0.0376529,0.0309437,0.0336285,0.0221041,0.0436141,0.0366269,0.0228449,0.0423636,0.0489873,0.0262193,0.0372255,0.0390452,0.0247457,0.0292435,0.0166767,0.0433371,0.0114085,0.0062778,0.0499754,0,0.0338027,0.0670109,0.037884,0,0,0.0147028,0,0,0.019863,0.0623299,0.0471162,0.0120426,0.0270929,0.0436263,0.0792951,0.0310745,0.0619296,0.0627637,0.0413488,0.0683611,0.0491814,0.0487165,0.0709114,0.013717,0.032567,0.0175897,0.00268643,0.0342632,0.0673972,0,0,0,0,0,0,0,0,0
72,0.0495602,0.0412815,0,0,0,0,0,0,0.0345617,0,0.0263934,0.0618587,0,0,0.0224627,0,0,0.0441481,0.0376786,0.0309815,0.0336366,0.0221398,0.0440722,0.0373385,0.0225905,0.0425564,0.0489479,0.0262007,0.0371204,0.0389344,0.0245378,0.0291997,0.016777,0.0431236,0.0114664,0.00624394,0.0499923,0,0.0338588,0.0669575,0.0376711,0,0,0.0155512,0,0,0.0195082,0.0624139,0.0471375,0.0123313,0.0272756,0.043858,0.0801728,0.031011,0.0618948,0.0627598,0.041392,0.0682914,0.0491406,0.0486055,0.070773,0.0136124,0.0323041,0.0169522,0.00213711,0.0349157,0.0671996,0,0,0,0,0,0,0,0,0
73,0.0490183,0.041514,0,0,0,0,0,0,0.0342677,0,0.0264098,0.0617003,0,0,0.0227412,0,0,0.0442538,0.037607,0.0310639,0.0335598,0.0220896,0.0443595,0.0378811,0.0225632,0.0426334,0.0488387,0.0262173,0.036964,0.0389199,0.0243149,0.0290464,0.0170022,0.0428788,0.0112664,0.0064459,0.0500249,0,0.0339532,0.0668813,0.0374868,0,0,0.0167591,0,0,0.019256,0.0625457,0.0470905,0.0125996,0.0273998,0.0440242,0.0807213,0.0310487,0.0618751,0.0628033,0.0414821,0.0682111,0.0490724,0.0485081,0.070734,0.0134806,0.0319554,0.0160994,0.00148946,0.0355418,0.0670249,0,0,0,0,0,0,0,0,0
74,0.0483216,0.0419339,0,0,0,0,0,0,0.0339974,0,0.0264493,0.0616863,0,0,0.0210982,0,0,0.0446752,0.0374896,0.0311987,0.0336378,0.0219859,0.0446353,0.0381075,0.0226437,0.0426505,0.048692,0.0260621,0.0368251,0.0388054,0.0241849,0.0288659,0.0172249,0.0432317,0.011154,0.00636957,0.0500728,0,0.0339582,0.0667049,0.0371222,0,0,0.0182258,0,0,0.0192682,0.0626271,0.0470261,0.0128982,0.0273152,0.0441489,0.0814332,0.031009,0.0618828,0.0628003,0.0415303,0.0681044,0.0489993,0.0484118,0.0706825,0.0132416,0.031463,0.0151865,0.000923667,0.0361099,0.0668065,0,0,0,0,0,0,0,0,0
