Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
36,0,0,0,0,0.00349002,0.00360808,0,0,0,0.0136015,0.022532,0.00406323,0,0,0.00265344,0,0.0148788,0.00208548,0.0398817,0.00961955,0.0186346,0.0101349,0.00580477,0.00155023,0.00612442,0.0116003,0.00848042,0.0271296,0.00594176,0.0103205,0.00401574,0.0083911,0.0163971,0.00256806,0.00409858,0.00140192,0.0334768,0.0235855,0.012589,0.00447749,0.00758164,0,0,0.00842032,0,0.0167678,0.0045768,0.0390513,0.0173631,0.0146955,0.0198654,0.0027525,0.00561524,0.00843736,0.0231948,0.00790236,0.00952579,0.0196207,0.0175462,0.0427079,0.00174538,0.0079328,0.00418033,0.00724931,0.00258268,0,0,0,0.0109682,0.00313648,0.0123982
37,0,0,0,0,0.00419585,0.00331504,0,0,0,0.0140085,0.0223713,0.00413875,0,0,0.00276412,0,0.0149193,0.00270338,0.0394548,0.00875249,0.0186273,0.0097831,0.00538208,0.00223106,0.00589543,0.0114409,0.00806264,0.027159,0.00576585,0.0102279,0.00411604,0.00818514,0.0172284,0.00378828,0.00401838,0.00124442,0.037316,0.023365,0.0122209,0.00452318,0.00701066,0,0,0.00291617,0,0.0161599,0.00267111,0.0388687,0.0170333,0.0150837,0.0217764,0.00280335,0.00323964,0.00874108,0.0234239,0.00841953,0.00965225,0.020106,0.0192293,0.0487954,0.00180013,0.00517257,0.00277012,0.00734188,0.00335759,0,0,0,0.012349,0.00282329,0.0124123
38,0,0,0,0,0.00429155,0.00358645,0,0,0,0.0145381,0.0223206,0.004178,0,0,0.00319167,0,0.0149525,0.00285539,0.0390095,0.00776573,0.0186564,0.00924942,0.00519614,0.00235012,0.00553966,0.0111268,0.0075191,0.0274184,0.00554757,0.0102312,0.00407338,0.00795365,0.0181141,0.0042241,0.00402164,0.00112964,0.0399084,0.0235596,0.0120318,0.00444575,0.0072766,0,0,0.00305707,0,0.0163063,0.00308553,0.0387797,0.0169652,0.0157686,0.0235738,0.00306108,0.00314113,0.00864012,0.0233803,0.00870332,0.00927676,0.0205057,0.0210491,0.052782,0.00200563,0.00557226,0.00307967,0.0072335,0.00360625,0,0,0,0.0139705,0.00272394,0.0124092
39,0,0,0,0,0.00422951,0.00357928,0,0,0,0.0151443,0.0222631,0.00433975,0,0,0.003284,0,0.0150461,0.00283378,0.0386318,0.00665013,0.0186781,0.00854619,0.00472727,0.00240663,0.00503414,0.0106245,0.00690484,0.0278896,0.00528479,0.0101874,0.00401809,0.00773474,0.0189664,0.00432115,0.0040615,0.000980366,0.0410513,0.0235194,0.0114878,0.00448328,0.00729385,0,0,0.00231246,0,0.0161718,0.00317481,0.0387752,0.0177764,0.016671,0.0250169,0.00337772,0.00240728,0.00839161,0.0231453,0.0085539,0.00887596,0.0208254,0.0229719,0.054695,0.00250249,0.00494135,0.00291866,0.00691675,0.00383217,0,0,0,0.0156236,0.0025242,0.012604
40,0,0,0,0,0.0040723,0.00367887,0,0,0,0.0155855,0.0221793,0.00461527,0,0,0.00347011,0,0.0150049,0.00301225,0.0383651,0.00551708,0.0186207,0.00767324,0.00426238,0.00251961,0.00456321,0.00994273,0.00632717,0.0284771,0.00489818,0.0100412,0.00390614,0.00743899,0.0196477,0.0043776,0.00409536,0.00096484,0.0412134,0.0235277,0.0107804,0.00477702,0.00753525,0,0,0.00240478,0,0.016151,0.00333904,0.038721,0.0191181,0.0176342,0.0263676,0.00370996,0.00212964,0.00815044,0.0229333,0.00820205,0.00894148,0.0211733,0.0247941,0.0555617,0.00259414,0.00474582,0.00290269,0.00675072,0.0041762,0,0,0,0.0174834,0.00240117,0.0136411
41,0,0,0,0,0.00371926,0.00358428,0,0,0,0.0162376,0.022096,0.00508648,0,0,0.00370902,0,0.0149592,0.0032788,0.0382153,0.00454238,0.0186988,0.00677857,0.00395207,0.00290134,0.00411637,0.00922142,0.00573116,0.0288831,0.0045643,0.0099924,0.00382487,0.0072175,0.0205691,0.00461119,0.00409494,0.0009085,0.0407686,0.023451,0.0106794,0.00494506,0.0077099,0,0,0.00265657,0,0.0161149,0.00340515,0.0386486,0.0194592,0.0185062,0.0278527,0.00405394,0.00184516,0.00799685,0.022585,0.00790216,0.00923828,0.0215277,0.0264613,0.0560723,0.00268189,0.00436378,0.00282338,0.00647111,0.00454559,0,0,0,0.0198198,0.00237482,0.01494
42,0,0,0,0,0.00343038,0.00343898,0,0,0,0.0168316,0.022064,0.00549485,0,0,0.00361209,0,0.0149638,0.00326649,0.0381584,0.00386001,0.0187846,0.00592361,0.00368146,0.00316122,0.00377523,0.00852842,0.00521558,0.0291863,0.00422133,0.00961471,0.00362413,0.0070376,0.0213192,0.00451794,0.00408801,0.000955092,0.0402378,0.0234331,0.0112744,0.00500083,0.0079375,0,0,0.00291426,0,0.0160812,0.00346886,0.0386112,0.0202213,0.0193291,0.0290675,0.0042935,0.0017074,0.00802694,0.0220749,0.007712,0.00956667,0.0218864,0.0279706,0.0558694,0.00276495,0.00410765,0.00276589,0.00625133,0.00501477,0,0,0,0.0220762,0.00234347,0.00991623
43,0,0,0,0,0.00319941,0.00333112,0,0,0,0.0169709,0.0220569,0.00586307,0,0,0.00341374,0,0.0150033,0.00312373,0.0381495,0.00325842,0.0186405,0.00497759,0.00332248,0.00345956,0.00344308,0.00766631,0.00472884,0.0294326,0.00391644,0.0090648,0.00342469,0.00692479,0.0216669,0.00434765,0.00402264,0.000912933,0.0389468,0.0234467,0.0123166,0.0050762,0.00815679,0,0,0.00330661,0,0.0160268,0.00360279,0.0386633,0.0211684,0.0200337,0.0307302,0.00436824,0.00156371,0.0083428,0.0214213,0.00779839,0.0100152,0.0217049,0.0296484,0.0544012,0.00292541,0.0039504,0.00271167,0.0060924,0.00545212,0,0,0,0,0.00228034,0
44,0,0,0,0,0.00314075,0.00325987,0,0,0,0.017353,0.0220479,0.00642687,0,0,0.0032881,0,0.0150483,0.00307181,0.0381132,0.00280671,0.0185774,0.00416567,0.00286716,0.00365777,0.00319399,0.00699065,0.00437209,0.0297412,0.0037743,0.00874956,0.00334916,0.00674255,0.022157,0.00419194,0.00401894,0.000952377,0.0377728,0.0235094,0.0123326,0.00482363,0.00850773,0,0,0.00352568,0,0.0160158,0.00372417,0.03884,0.020922,0.0208647,0.0309993,0.00425908,0.00148184,0.00843319,0.0208875,0.00745991,0.0100196,0.0219982,0.0298659,0.0521479,0.00306991,0.00394118,0.00277413,0.00604847,0.00598941,0,0,0,0,0.00229683,0
45,0,0,0,0,0.00320053,0.00429617,0,0,0,0.0173849,0.0221498,0.00702156,0,0,0.00242949,0,0.0149122,0.00248851,0.038102,0.00316734,0.0185969,0.00335579,0.00323488,0.00510706,0.00299456,0.00618739,0.00407321,0.0299736,0.00361023,0.0084518,0.00325252,0.0065913,0.022275,0.00409899,0.00407832,0.000925507,0.0375202,0.0241439,0.0154416,0.00446779,0.00893098,0,0,0.00776621,0,0.017103,0.00555262,0.039032,0.0233226,0.021751,0.0325107,0.00520601,0.004472,0.007692,0.0196569,0.00764525,0.0100289,0.020385,0.030089,0.0519009,0.00257932,0.00856522,0.00526219,0.00684147,0.00573238,0,0,0,0,0.00211928,0.088538
46,0,0,0,0,0.00321018,0.00363937,0,0,0,0.0180621,0.0218647,0.00786524,0,0,0.00266064,0,0.0149677,0.00274422,0.0381152,0.00405449,0.0187194,0.00274787,0.003015,0.00518391,0.00303425,0.00552628,0.0039984,0.0302231,0.00353307,0.00856324,0.00328678,0.0063998,0.0231511,0.00410673,0.00400932,0.00091672,0.0358977,0.0238584,0.0155547,0.00397902,0.00927297,0,0,0.00360342,0,0.0165315,0.0038387,0.0393123,0.0234576,0.022463,0.032407,0.00541513,0.00300112,0.00782407,0.0194465,0.00674732,0.00969184,0.0198507,0.0298026,0.049651,0.00195042,0.00637907,0.0040267,0.0061057,0.00661419,0,0,0,0,0.00210447,0.0954342
47,0,0,0,0,0.00347593,0.00356152,0,0,0,0.0188627,0.0218558,0.00878421,0,0,0.00265949,0,0.0150279,0.00267477,0.038048,0.00505583,0.018832,0.00220203,0.00270392,0.00545312,0.00322229,0.00510485,0.00405464,0.0304978,0.00366962,0.00886943,0.00351581,0.00625089,0.0241443,0.00411092,0.00405255,0.000901829,0.0339156,0.0237792,0.0154157,0.00371684,0.00954594,0,0,0.00332097,0,0.0164666,0.0036592,0.0396352,0.0235696,0.0230403,0.0322522,0.0057274,0.00297303,0.00794931,0.0195185,0.00540685,0.00919078,0.0193235,0.0292608,0.0468047,0.00186171,0.00609395,0.00383032,0.00604415,0.00709434,0,0,0,0,0.0020395,0.0935146
48,0,0,0,0,0.00367,0.00351101,0,0,0,0.0196865,0.0218593,0.00961966,0,0,0.00260543,0,0.0151261,0.00248234,0.0379901,0.00603027,0.0189779,0.00163758,0.00263333,0.00586727,0.00330588,0.00480973,0.00416702,0.0308615,0.00384135,0.00894132,0.00382893,0.0061691,0.0251627,0.00416847,0.00405829,0.000796762,0.0320642,0.0237087,0.0153728,0.00381775,0.00969871,0,0,0.00315943,0,0.0164027,0.00345748,0.0398716,0.0237531,0.0235651,0.0322582,0.00654643,0.00296476,0.00626263,0.0196207,0.00476191,0.00853434,0.0189054,0.0285094,0.0443487,0.00173167,0.00585056,0.00345999,0.00595155,0.00752947,0,0,0,0,0.00184891,0.0920473
49,0,0,0,0,0.00382242,0.00336861,0,0,0,0.0204237,0.0218724,0.0102356,0,0,0.00254912,0,0.0152138,0.00229709,0.0378752,0.00680999,0.0189618,0.00102557,0.00258804,0.00638081,0.003421,0.00449464,0.00421953,0.0311684,0.00388071,0.00884638,0.00380853,0.00611386,0.026079,0.00427376,0.00406091,0.000726085,0.0306281,0.0236859,0.0155713,0.00371604,0.00980775,0,0,0.0030166,0,0.0163551,0.00326299,0.0400261,0.0241786,0.0241218,0.0324346,0.00747471,0.00293021,0.00561966,0.0197203,0.00432487,0.0076304,0.01857,0.0276065,0.0426212,0.00165861,0.00566187,0.00322634,0.00591948,0.0079316,0,0,0,0,0.00180368,0.0918146
50,0,0,0,0,0.00392978,0.00331598,0,0,0,0.0212897,0.0218321,0.0107523,0,0,0.00260836,0,0.0151625,0.00221097,0.0377405,0.00754926,0.0189794,0.000686337,0.00265646,0.00708422,0.00359157,0.00417504,0.00431386,0.031383,0.00389032,0.00871589,0.0038818,0.00599952,0.0269993,0.00447771,0.00407234,0.00067683,0.0297628,0.0236372,0.0158529,0.00347225,0.00987724,0,0,0.0026691,0,0.0162966,0.00304236,0.0399517,0.0244056,0.0246716,0.0326632,0.00847143,0.0028148,0.00511335,0.01989,0.00389277,0.00664135,0.0183902,0.0267552,0.041456,0.00169048,0.00561152,0.00313944,0.00594453,0.00830243,0,0,0,0,0.0021556,0.0917945
51,0,0,0,0,0.00391009,0.00332936,0,0,0,0.0221938,0.021757,0.0113759,0,0,0.00277896,0,0.0151177,0.0021876,0.0375752,0.00833049,0.0191026,0.000922995,0.00265904,0.00793371,0.00380303,0.00400496,0.00452703,0.0317238,0.00399265,0.00867253,0.0040644,0.00596672,0.0280291,0.00478571,0.00410581,0.000588711,0.0280263,0.0235913,0.0118407,0.00344533,0.00990364,0,0,0.00217606,0,0.0162197,0.00294708,0.0398128,0.0196414,0.0251421,0.0309135,0.00939122,0.00258468,0.00469922,0.0207621,0.00284281,0.00504316,0.0203933,0.025347,0.0383737,0.00184332,0.00547702,0.00305215,0.00600768,0.00852551,0,0,0,0,0.002548,0
52,0,0,0,0,0.00388503,0.00342111,0,0,0,0.0229493,0.0216455,0.0119597,0,0,0.0029652,0,0.0151031,0.0021705,0.037367,0.00897008,0.0192409,0.00149707,0.00292922,0.00879377,0.00405728,0.00411115,0.00480187,0.0320452,0.0041374,0.00865845,0.00424979,0.00595519,0.0289166,0.00508514,0.00413129,0.000454175,0.0277524,0.0235491,0.0118307,0.00379659,0.00994356,0,0,0.00214451,0,0.0161948,0.0029409,0.0397345,0.0197141,0.0255286,0.0306564,0.0104711,0.00241984,0.00452423,0.0211191,0.00278437,0.00393994,0.0206928,0.0250117,0.0375776,0.0019448,0.00542636,0.00299834,0.00608345,0.00870305,0,0,0,0,0.00273562,0
53,0,0,0,0,0.00381753,0.00352728,0,0,0,0.0237171,0.0215397,0.0125716,0,0,0.00320058,0,0.0151038,0.00219158,0.0370465,0.00963859,0.0194701,0.00196995,0.0033034,0.00968182,0.0043722,0.00438046,0.00504251,0.0323408,0.00430973,0.00873774,0.00442439,0.00591729,0.0298084,0.00541033,0.00409001,0.000343367,0.0300774,0.0235583,0.0161223,0.00403118,0.00993124,0,0,0.00222328,0,0.0161875,0.00295782,0.0398033,0.0241485,0.0259135,0.0327992,0.0114125,0.00234873,0.0041875,0.0219331,0.00396034,0.00353941,0.0195997,0.025391,0.0402264,0.00211114,0.00551647,0.00297072,0.00616664,0.00878968,0,0,0,0,0.00297805,0.0917682
54,0,0,0,0,0.00450516,0.00443551,0,0,0,0.0242631,0.0215126,0.0132056,0,0,0.00296203,0,0.0150473,0.00196089,0.0368913,0.0104154,0.0196466,0.00243025,0.00385531,0.0109567,0.00470457,0.00455184,0.00536644,0.0325738,0.0043517,0.00874909,0.00450819,0.0059145,0.0302431,0.00577338,0.0041396,0.000355921,0.0281609,0.023983,0.0165412,0.00402881,0.0099584,0,0,0.00829924,0,0.0170868,0.00542924,0.0399631,0.0257065,0.0263463,0.0331206,0.0127187,0.00469965,0.00394973,0.0217911,0.00395622,0.00325427,0.0197903,0,0.0391802,0.00210146,0.00957509,0.00505653,0.00709803,0.00867892,0,0,0,0,0.00291066,0.0931543
55,0,0,0,0,0.00385695,0.00362246,0,0,0,0.0250482,0.021377,0.0138978,0,0,0.00389389,0,0.0151055,0.00227633,0.0366391,0.0111161,0.0197645,0.0028664,0.00376953,0.011297,0.00505035,0.00465335,0.00568658,0.0328056,0.00443315,0.00892448,0.00460982,0.00577776,0.03091,0.00594979,0.00410836,0.000170855,0.0287847,0.0234328,0.0155956,0.00409698,0.00996225,0,0,0.00280578,0,0.016082,0.00310155,0.0403226,0.0246765,0.0268561,0.0322881,0.012882,0.00212194,0.00411022,0.0224302,0.00378062,0.00229989,0.0213761,0,0.0393338,0.00261526,0.00528836,0.00269676,0.00615039,0.00887157,0,0,0,0,0.00370357,0.0867563
56,0,0,0,0,0.00394168,0.00377298,0,0,0,0.0257145,0.021348,0.0145409,0,0,0.00422193,0,0.0150413,0.00230892,0.0364616,0.0119605,0.0198791,0.00334645,0.00357239,0.0124166,0.00537762,0.00476237,0.00597616,0.0330031,0.00461252,0.00898617,0.00488435,0.00565059,0.0316439,0.00626697,0.00413611,0.000203386,0.0290229,0.0234501,0.0102288,0.00455965,0.00989841,0,0,0.00259888,0,0.0161091,0.00312709,0.0407223,0.0184447,0.0275147,0.0287997,0.0131187,0.00237831,0.00514179,0.023591,0.00221083,0.00274812,0.0250604,0.0254306,0.0381458,0.00267402,0.00527324,0.00283609,0.0062961,0.00892409,0,0,0,0,0.00417725,0
57,0,0,0,0,0.00419556,0.0038935,0,0,0,0.0262273,0.0213761,0.0150594,0,0,0.00441531,0,0.0149805,0.00229848,0.0363802,0.0128219,0.0200754,0.00376715,0.00369861,0.0134406,0.00551265,0.0049861,0.00621379,0.0331191,0.00480621,0.00908311,0.00517743,0.00564301,0.0323523,0.00642959,0.00421934,0.000416581,0.0293066,0.0234098,0.00888864,0.0047897,0.00990943,0,0,0.00242471,0,0.0161415,0.0030079,0.0410137,0.0176512,0.028057,0.027624,0.0136092,0.00255596,0.00550897,0.0237977,0.00173559,0.00391058,0.0268003,0.0257953,0.0385871,0.00266292,0.00473654,0.00292575,0.00627668,0.00910885,0,0,0,0,0.00410476,0
58,0,0,0,0,0.004436,0.00415544,0,0,0,0.0269984,0.0212803,0.0156453,0,0,0.00456668,0,0.0149734,0.00222592,0.0361889,0.0138492,0.0204323,0.00429911,0.00357602,0.0143919,0.00563793,0.00528282,0.00633656,0.0334175,0.00518121,0.00935702,0.00536218,0.00569207,0.0332547,0.00665176,0.00425626,0.000537613,0.0319419,0.0234025,0.00746821,0.00533027,0.00989324,0,0,0.00244516,0,0.0162171,0.00293102,0.0413231,0.0134163,0.028717,0.0252139,0.013471,0.00278131,0.00687991,0.0253697,0.0021196,0.0057698,0.0295867,0.0248862,0.0400972,0.0027098,0.00492173,0.00307792,0.00652934,0.00934415,0,0,0,0.0161773,0.00395375,0.011014
59,0,0,0,0,0.00482307,0.00430629,0,0,0,0.0275717,0.0211183,0.0162014,0,0,0.00451359,0,0.0150898,0.00210768,0.0362104,0.014772,0.0206003,0.00476752,0.00371977,0.0149415,0.00573968,0.00546011,0.00652169,0.0334968,0.00540076,0.00950631,0.0055088,0.00570894,0.0339376,0.00665715,0.00423021,0.000486094,0.0313059,0.0233707,0.00508517,0.00534461,0.0100421,0,0,0.00293731,0,0.0163019,0.00267619,0.0414032,0.0132651,0.0292614,0.0232516,0.01363,0.00299095,0.00710675,0.0256337,0.00192267,0.00635481,0.0315807,0.0255,0.0395092,0.00266659,0.00504877,0.00319238,0.00661319,0.0097029,0,0,0,0.0154212,0.0040219,0.0135261
60,0,0,0,0,0.00533643,0.00445974,0,0,0,0.0280149,0.0210025,0.0169066,0,0,0.00438506,0,0.0152287,0.00202164,0.0362239,0.0156998,0.0207647,0.00520356,0.00395712,0.0154105,0.00578276,0.00554416,0.00668364,0.0335693,0.00554969,0.00937823,0.00567661,0.00571899,0.0343627,0.00651019,0.00418924,0.000594843,0.0303401,0.0233477,0.00204263,0.00525708,0.0102746,0,0,0.00374187,0,0.0163805,0.00233418,0.0413225,0.0139278,0.0299947,0.0199342,0.0139878,0.00321714,0.0076141,0.0253548,0.00268782,0.00700631,0.0336293,0.0255542,0.0385094,0.0024994,0.00495914,0.00327048,0.00668885,0.0101867,0,0,0,0.0148112,0.00437402,0.0108311
61,0,0,0,0,0.00587968,0.00468998,0,0,0,0.0285265,0.0209773,0.0176351,0,0,0.00422233,0,0.0154072,0.00183121,0.0362463,0.0166296,0.0207638,0.00566159,0.00402595,0.0158382,0.00587504,0.00571979,0.00692111,0.0336701,0.00566969,0.00927697,0.00588266,0.00572187,0.0347972,0.00632998,0.00413631,0.000687618,0.0294462,0.0233499,0.00389867,0.00534404,0.0106123,0,0,0.0050748,0,0.0163781,0.00214782,0.0410359,0.0146872,0.0308589,0.0151065,0.0144201,0.00387587,0.0084949,0.0259026,0.00471839,0.00808415,0.0361282,0,0.0365965,0.0019717,0.00477225,0.00350979,0.00668621,0.0107225,0,0,0,0.0149495,0.0048487,0.0101299
62,0,0,0,0,0.00595953,0.00458708,0,0,0,0.0290249,0.0210785,0.0179959,0,0,0.00397024,0,0.0154741,0.00163615,0.0361994,0.0173228,0.0206535,0.00590134,0.00416054,0.0157935,0.00597287,0.00584913,0.00708662,0.0336194,0.0056093,0.00921893,0.00586515,0.00565814,0.0352223,0.00612255,0.00413654,0.00066397,0.0265938,0.0232552,0.00562303,0.00496978,0.0105599,0,0,0.0046505,0,0.0162911,0.00181083,0.0410297,0.0200485,0.0309193,0.0123085,0.0143265,0.0040847,0.00783646,0.0251756,0.00514851,0.00743276,0.0369886,0.0279476,0.0355462,0.00235804,0.00414604,0.0033595,0.00636714,0.0108438,0,0,0,0.0150949,0.00514748,0.0091142
63,0,0,0,0,0.00603287,0.00453373,0,0,0,0.0297129,0.0210788,0.0182968,0,0,0.00373484,0,0.0154009,0.00150153,0.0362808,0.0179958,0.0206482,0.00609023,0.00419809,0.0158412,0.00623866,0.0061107,0.00733062,0.0336834,0.00559395,0.00945944,0.00589817,0.00558638,0.0359191,0.0059984,0.00414128,0.000535213,0.0238396,0.0231474,0.0094957,0.00466566,0.0105209,0,0,0.00455703,0,0.0161915,0.0014912,0.0411555,0.0245623,0.0310608,0.0088603,0.0142687,0.00433246,0.00748419,0.0249418,0.0063816,0.00728336,0.0381474,0.0299918,0.0333802,0.00269167,0.00385186,0.00317534,0.00596822,0.0109294,0,0,0,0.0162774,0.00519904,0.00984393
64,0,0,0,0,0.00657149,0.00488844,0,0,0,0.030619,0.0210531,0.018718,0,0,0.00326524,0,0.015165,0.00126722,0.0366215,0.0188244,0.0206583,0.00617541,0.00384501,0.0164808,0.00677679,0.00654018,0.00769547,0.034014,0.00569979,0.00964559,0.00598134,0.00558341,0.036865,0.00615388,0.0041848,0.00029963,0.0237105,0.0235183,0.015169,0.00465525,0.0104403,0,0,0.0106482,0,0.0170204,0.00462608,0.0413024,0.0280297,0.031339,0.0080134,0.0142034,0.00656934,0.00810337,0.0257665,0.00961893,0.00912436,0.0396494,0,0.0295935,0.000893076,0.00768065,0.00524002,0.00657955,0.0108736,0,0,0,0.0204634,0.00512692,0.0131289
65,0,0,0,0,0.0060109,0.00464379,0,0,0,0.0316762,0.0210632,0.0191196,0,0,0.0027563,0,0.0150966,0.00110134,0.0372132,0.0193676,0.0204706,0.00610525,0.00339434,0.0163295,0.00749361,0.00699435,0.00807149,0.0342869,0.00559909,0.00977892,0.00590701,0.00561632,0.0379841,0.00583926,0.00426184,0.000168574,0.0266276,0.0231714,0.0198715,0.0041922,0.0100365,0,0,0.00538266,0,0.0163235,0.00155712,0.0417358,0.0304205,0.0309856,0.0128176,0.0137896,0.00524916,0.00825908,0.0258775,0.0124563,0.0103181,0.0404031,0,0.028201,0.00285504,0.00431971,0.00349106,0.00545062,0.0104606,0,0,0,0,0.00491279,0.015824
66,0,0,0,0,0.00592803,0.00477437,0,0,0,0.031813,0.0212725,0.0190447,0,0,0.00195231,0,0.0151372,0.00086507,0.0376167,0.0192939,0.020283,0.0059,0.00394669,0.0164899,0.00771867,0.00722536,0.00818035,0.0341378,0.00517426,0.00954225,0.00547113,0.00561206,0.0382492,0.00558307,0.00441758,0.000259719,0.0173979,0.0232233,0.0188722,0.0028344,0.00973948,0,0,0.00561926,0,0.0164226,0.0016244,0.042449,0.0349309,0.0299589,0.0109787,0.0141266,0.00552374,0.0059576,0.0226419,0.00933403,0.00633791,0.0388775,0.0358465,0.0251948,0.00289282,0.00458349,0.00368203,0.00514317,0.0100928,0,0,0,0,0.00450732,0.0146365
67,0,0,0,0,0.00569439,0.00490793,0,0,0,0.0326797,0.0215647,0.0194213,0,0,0.00148522,0,0.0151516,0.000739512,0.0385846,0.0197592,0.0197078,0.00600351,0.00359422,0.0170677,0.00826503,0.00775732,0.00852458,0.0342865,0.00486589,0.00947304,0.00523169,0.00569115,0.0391775,0.00557602,0.00460321,0.000457085,0.0262104,0.0233654,0.0252889,0.0027479,0.00916816,0,0,0.00677066,0,0.0166322,0.00223586,0.0428787,0.0365728,0.0292366,0.0199901,0.0139437,0.00636795,0.00827964,0.023297,0.0135568,0.00819647,0.0388256,0,0.0244967,0.00270317,0.00554694,0.00423783,0.00484336,0.00935172,0,0,0,0,0.00428063,0.0178961
68,0,0,0,0,0.00558656,0.00524009,0,0,0,0.0328906,0.021775,0.0192584,0,0,0.00113628,0,0.0151504,0.00056437,0.0393059,0.0198582,0.0192713,0.00595983,0.00472995,0.017513,0.0086288,0.00789127,0.00851084,0.0340534,0.00443541,0.00916073,0.00482908,0.00571098,0.0392798,0.0054054,0.00482696,0.000676304,0.0143541,0.0233214,0.0274218,0.00299847,0.00867853,0,0,0.00628357,0,0.0165531,0.00178546,0.0429085,0.0438464,0.0282492,0.0191681,0.0146332,0.00638126,0.00615805,0.0203783,0.00993927,0.00570582,0.0373123,0.0397123,0.0178265,0.00315348,0.00515738,0.00406387,0.00433541,0.00889026,0,0,0,0,0.00404279,0.0199087
69,0,0,0,0,0.00553378,0.0055898,0,0,0,0.032905,0.0217452,0.018952,0,0,0.00106588,0,0.0150672,0.000786474,0.0396624,0.0198701,0.0191758,0.00589219,0.00554191,0.017952,0.00888892,0.00783417,0.0084669,0.0338654,0.00432476,0.00891152,0.00462249,0.005701,0.0392462,0.00538708,0.0050106,0.000787245,0.0101807,0.0233157,0.0265634,0.00373154,0.00836259,0,0,0.00607822,0,0.0165427,0.00158826,0.0430506,0.0412956,0.0275873,0.019461,0.0150398,0.00636522,0.00484659,0.0182735,0.00823313,0.0051662,0.0371465,0.0386536,0.0154213,0.00340692,0.00500488,0.00401147,0.00409602,0.00863318,0,0,0,0,0.00403313,0.0200169
70,0,0,0,0,0.00549348,0.00564743,0,0,0,0.0328775,0.0216597,0.0186454,0,0,0.00102886,0,0.0149858,0.000984305,0.0397915,0.0198305,0.0190053,0.00566068,0.00618254,0.0180239,0.00900095,0.00790885,0.00827531,0.0336305,0.00427288,0.00887508,0.00443893,0.00563208,0.0390313,0.00526368,0.00519366,0.00089848,0.0100202,0.0232926,0.0276561,0.00442786,0.00828875,0,0,0.00573084,0,0.0164871,0.00117803,0.042635,0.0403148,0.0271684,0.0166739,0.0154058,0.00624631,0.00589579,0.0159961,0.00528379,0.00535407,0.0377248,0.0356284,0.0200773,0.00372626,0.0046075,0.00386,0.00377711,0.00863971,0,0,0,0,0.00412324,0.0202998
71,0,0,0,0,0.00538217,0.00562086,0,0,0,0.0328534,0.0216058,0.0181871,0,0,0.0011189,0,0.0150086,0.00110538,0.0397744,0.0197516,0.0189319,0.00506601,0.00615315,0.0180469,0.00898605,0.00782439,0.00797159,0.0334577,0.00430545,0.00919167,0.00432006,0.00550519,0.0391619,0.00522728,0.0053018,0.000907635,0.0207733,0.0232831,0.0269991,0.00480306,0.0081653,0,0,0.00567509,0,0.0164852,0.0010202,0.0420251,0.0360615,0.0267564,0.0154048,0.0154046,0.0061434,0.00654201,0.0150172,0.00587807,0.00546076,0.0388086,0,0.0271905,0.00398399,0.0044192,0.00381896,0.00362497,0.008584,0,0,0,0,0.0041642,0.0194255
72,0,0,0,0,0.00549532,0.00576098,0,0,0,0.0323186,0.0216032,0.0173245,0,0,0.000967402,0,0.015052,0.00121086,0.0397702,0.0194546,0.0189124,0.00453109,0.00656459,0.0179787,0.00873676,0.00754415,0.00749663,0.0331821,0.00430283,0.00930255,0.00408126,0.00542605,0.0388722,0.00506899,0.00542071,0.000848727,0.0241021,0.0232746,0.0332182,0.0050941,0.00817816,0,0,0.00583248,0,0.0164863,0.000899991,0.0412679,0.0442465,0.0267636,0.0141314,0.0159874,0.00600939,0.0070375,0.013724,0.00641319,0.00705526,0.0389035,0.030767,0.0311393,0.00406023,0.00434448,0.00381105,0.00371326,0.00878922,0,0,0,0,0.00436094,0.0217483
73,0,0,0,0,0.00593826,0.00642245,0,0,0,0.0320744,0.0216509,0.0165066,0,0,0.00167327,0,0.0151074,0.00173574,0.0398548,0.019155,0.0186994,0.0039916,0.00676284,0.0196755,0.00839343,0.00719261,0.00704333,0.0330293,0.00435633,0.00961158,0.0039637,0.00530894,0.0386987,0.00574777,0.00537849,0.00047396,0.021888,0.0237606,0.032773,0.00527516,0.00852128,0,0,0.0134539,0,0.0178076,0.00542851,0.0410365,0.0441922,0.02681,0.0147727,0.0165143,0.00824893,0.00713621,0.0134555,0.00673042,0.00719344,0.0388856,0.0304783,0.0288828,0.000989785,0.00937201,0.00667989,0.00600162,0.00874465,0,0,0,0,0.00460315,0.0217802
