Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
147,0,0,0,0,0.00511652,0.00199908,0,0,0.0155992,0.0214099,0.00605532,0.00425955,0,0,0.000443239,0,0.0159643,0.00194273,0.0394738,0.0128984,0.0192645,0.0137806,0.00642267,0.00831463,0.00845353,0.0171084,0.0123911,0.0260253,0.00889581,0.0145106,0.00486265,0.00727597,0.0170417,0.00201973,0.00448588,0.00118325,0.0242161,0.0210423,0.0198442,0.00318749,0.00397039,0,0,0.00297824,0,0.0144744,0.000914279,0.0396095,0.0226965,0.0157128,0.0135366,0.00366996,0.00150494,0.0212953,0.00293168,0.00712686,0.0182809,0.0147844,0.00888838,0.00146254,0.00429827,0.00308216,0.00534291,0.00538051,0,0,0,0.00529072,0.0102832,0.0135022,0,0
148,0,0,0,0,0.00476908,0.0025247,0,0,0.0149116,0.021722,0.00498798,0.00417585,0,0,0.00123545,0,0.0158882,0.00225201,0.0394236,0.0120007,0.0192429,0.012507,0.00650798,0.00840345,0.00809972,0.0157361,0.0114899,0.0257948,0.00822693,0.0137609,0.00464215,0.0074999,0.0166859,0.00172354,0.00434902,0.00130096,0.0250286,0.0214555,0.0192647,0.00304497,0.00447165,0,0,0.00678518,0,0.0149629,0.00214526,0.0391383,0.0229449,0.0153511,0.0146314,0.00351492,0.00297465,0.0214071,0.00334612,0.00695799,0.0183651,0.0147582,0.0162314,0.00223383,0.00221459,0.00189621,0.00551053,0.00573642,0,0,0,0.0052211,0.0105074,0.0137633,0,0
149,0,0,0,0,0.00517995,0.00261842,0,0,0.0147065,0.0218484,0.00432148,0.00393658,0,0,0.00157316,0,0.0158109,0.0023948,0.0395602,0.0110925,0.019386,0.0108404,0.00628349,0.0091067,0.00748624,0.0141291,0.0105221,0.0258918,0.00756377,0.0128811,0.00439604,0.00770922,0.0168823,0.00192664,0.00430616,0.00148924,0.0265862,0.0213041,0.0185744,0.00327977,0.0042497,0,0,0.00330804,0,0.0145863,0.000549567,0.0388173,0.0221052,0.014958,0.0152728,0.00363376,0.00190114,0.0214304,0.00411259,0.00709017,0.0185475,0.014927,0.0221556,0.0019981,0.00355185,0.0027971,0.0068215,0.00584338,0,0,0,0.00553258,0.0107243,0.0137334,0,0
150,0,0,0,0,0.00542073,0.00300248,0,0,0.0150114,0.0220376,0.00393562,0.00371431,0,0,0.00201906,0,0.0158708,0.00257689,0.0397611,0.010254,0.0195629,0.00992759,0.0061139,0.0093769,0.00677724,0.0126391,0.00959198,0.0261131,0.00683618,0.0118899,0.00401733,0.00779969,0.0174912,0.00189433,0.00427902,0.00165274,0.0285718,0.0213836,0.0174354,0.00373181,0.00457124,0,0,0.00309167,0,0.0146271,0.000390853,0.0386804,0.0196047,0.0147056,0.0159638,0.003582,0.00201822,0.0213603,0.00498119,0.00760103,0.0188549,0.015333,0.0273782,0.00243455,0.00350256,0.00268072,0.00735386,0.00596081,0,0,0,0.00611328,0.0107655,0.0134021,0,0
151,0,0,0,0,0.00571111,0.00338037,0,0,0.0156777,0.0221783,0.00404142,0.00353001,0,0,0.00233379,0,0.0158695,0.00272939,0.0398253,0.00954585,0.019633,0.00973739,0.0058794,0.00965929,0.00616808,0.0115225,0.00889402,0.0262487,0.00612909,0.0108464,0.00353726,0.00775743,0.0184704,0.00186071,0.00430771,0.00171179,0.0303763,0.0214539,0.0160933,0.00419969,0.00494612,0,0,0.00301773,0,0.0146767,0.000680354,0.038694,0.01678,0.0147272,0.0169252,0.00335247,0.0021303,0.0214647,0.0056575,0.00844695,0.0192555,0.0159202,0.0334029,0.00299683,0.00346621,0.00253887,0.00763218,0.00591936,0,0,0,0.0067208,0.0108165,0.0128965,0,0
152,0,0,0,0,0.00602877,0.0037721,0,0,0.0166526,0.0221302,0.00455297,0.00331877,0,0,0.0027025,0,0.015844,0.00305673,0.0396362,0.00892636,0.0195683,0.00952454,0.0054858,0.00973736,0.00575084,0.0107782,0.00850942,0.0263428,0.00562655,0.0102379,0.00326924,0.0076231,0.0197222,0.00183444,0.00445584,0.00195044,0.03256,0.0216059,0.0153366,0.00454283,0.00532146,0,0,0.00311257,0,0.0147851,0.00122016,0.0387036,0.014352,0.0149388,0.0184177,0.00304632,0.00224355,0.0216718,0.00591555,0.00874334,0.0196554,0.0166998,0.0398372,0.00364287,0.00338412,0.00248383,0.00761681,0.00576056,0,0,0,0.00693653,0.0110895,0.0125824,0,0
153,0,0,0,0,0.00629286,0.00415977,0,0,0.0178321,0.0219494,0.00508348,0.00304781,0,0,0.00306372,0,0.0158205,0.00345396,0.0392437,0.00822607,0.0194265,0.00910182,0.00500137,0.00953846,0.00545398,0.0104239,0.00827773,0.0265369,0.00539539,0.01022,0.00324384,0.00746814,0.0212626,0.00188162,0.00465819,0.00226774,0.0351487,0.0217874,0.0154596,0.00473228,0.00558024,0,0,0.00347336,0,0.0149186,0.00175574,0.0386841,0.0129268,0.0153637,0.01953,0.00276845,0.00248745,0.0216992,0.00587349,0.0083462,0.0195552,0.016741,0.0443766,0.00426871,0.00328098,0.0023816,0.00733461,0.00564212,0,0,0,0.00668102,0.0110446,0.0122161,0,0
154,0,0,0,0,0.00648908,0.00449435,0,0,0.0193519,0.0219885,0.0057018,0.00264998,0,0,0.00308179,0,0.0157509,0.00340833,0.0387856,0.00742086,0.0193261,0.00865189,0.0045372,0.00944206,0.0052152,0.0103609,0.00799889,0.0269055,0.00532948,0.0105784,0.0033738,0.00733155,0.0230432,0.0019151,0.00453788,0.00206999,0.0364133,0.0218811,0.015549,0.00487695,0.00566693,0,0,0.00376617,0,0.0149516,0.00208685,0.0384627,0.0128711,0.0159874,0.0205056,0.00262598,0.0027265,0.0214857,0.00574553,0.00810425,0.0194039,0.0165566,0.0454331,0.00468301,0.00343634,0.00236652,0.00697261,0.00557763,0,0,0,0.00629777,0.0111429,0.0118603,0,0
155,0,0,0,0,0.0064771,0.00454266,0,0,0.0205371,0.0221116,0.00651285,0.002208,0,0,0.00308412,0,0.0159343,0.00336207,0.0384047,0.00657177,0.0193431,0.00776379,0.00427185,0.00882359,0.00499902,0.00989018,0.0075691,0.0273859,0.00521341,0.0107613,0.00354427,0.00721696,0.0246339,0.00189553,0.00441534,0.00182255,0.0362343,0.021903,0.0155713,0.00514871,0.00561153,0,0,0.00399606,0,0.0149937,0.00220952,0.0380299,0.0132167,0.0166482,0.0215316,0.00277818,0.00286285,0.021119,0.00534398,0.00814703,0.0193052,0.0165045,0.0443296,0.00476167,0.00355786,0.00235934,0.0061456,0.00538865,0,0,0,0.00609888,0.0115325,0.0116175,0,0
156,0,0,0,0,0.00635263,0.00442612,0,0,0.0216497,0.0221126,0.0074202,0.00196417,0,0,0.0030346,0,0.0160815,0.00339433,0.0381701,0.00575488,0.0194508,0.00634144,0.0039991,0.00813523,0.00481126,0.00910241,0.00698504,0.0279794,0.00502331,0.0106898,0.0035965,0.00710571,0.0260862,0.00173559,0.00450818,0.0017418,0.0351585,0.0219324,0.0153959,0.00549342,0.00542419,0,0,0.00412869,0,0.0150074,0.00228969,0.037605,0.0134498,0.0172531,0.0227658,0.00304394,0.00291675,0.0208586,0.00488689,0.00849245,0.0192469,0.0166906,0.0426425,0.00471204,0.00359466,0.00246563,0.00522098,0.00505034,0,0,0,0.00619294,0.0118479,0.01151,0,0
157,0,0,0,0,0.00593262,0.00458483,0,0,0.022504,0.0219746,0.00815017,0.00223362,0,0,0.00310844,0,0.015848,0.00348604,0.0380714,0.00498948,0.0195117,0.00526677,0.00364204,0.00714984,0.00460689,0.00820888,0.00631193,0.0284469,0.00469315,0.0102561,0.00347202,0.00695509,0.0271775,0.00156267,0.00462055,0.00180476,0.0338928,0.0222332,0.0152311,0.0057857,0.00508905,0,0,0.00484922,0,0.0154248,0.00286276,0.0373762,0.0136073,0.0177625,0.0240178,0.00328966,0.00304915,0.0207438,0.00493258,0.0089442,0.0193928,0.0169466,0.0411736,0.00487956,0.00235182,0.00184755,0.00409255,0.00438796,0,0,0,0.00659708,0.0121892,0.0114581,0,0
158,0,0,0,0,0.00583157,0.00407661,0,0,0.0230954,0.021757,0.00869885,0.00218022,0,0,0.00287186,0,0.0158347,0.00346705,0.0380601,0.00434115,0.0194984,0.00479498,0.00295055,0.00670558,0.0044244,0.0073435,0.00569511,0.0287282,0.00424953,0.00953585,0.00330019,0.00680402,0.0279852,0.00131578,0.00479393,0.001931,0.0327665,0.0220128,0.0153471,0.00596018,0.00496019,0,0,0.00439222,0,0.0149896,0.00252971,0.037449,0.0139743,0.0182612,0.0250014,0.0032239,0.00302024,0.0206001,0.00550672,0.00917385,0.0196106,0.0171895,0.0399067,0.00470309,0.00344338,0.00251359,0.00366002,0.00407634,0,0,0,0.00685928,0.0125933,0.0119424,0,0
159,0,0,0,0,0.00568967,0.00404988,0,0,0.0237233,0.0216564,0.00921951,0.00188595,0,0,0.00292827,0,0.0160543,0.00368023,0.0380788,0.00376171,0.0194353,0.00422785,0.00225928,0.0062101,0.00430254,0.00659037,0.00523706,0.0289041,0.00376277,0.00884058,0.00317007,0.00664349,0.0287149,0.00136033,0.00508319,0.00225518,0.0315628,0.0220967,0.0154137,0.00592153,0.00473193,0,0,0.00430333,0,0.015041,0.00249128,0.0377406,0.0146525,0.0188709,0.0259413,0.00313985,0.00292483,0.0203783,0.00563345,0.00898622,0.0198177,0.0174185,0.0383883,0.00469267,0.0031651,0.00241181,0.00319143,0.0037236,0,0,0,0.00592232,0.0129777,0.0126426,0,0
160,0,0,0,0,0.00547028,0.00391957,0,0,0.0241851,0.0217519,0.00984336,0.00161531,0,0,0.00285501,0,0.0160115,0.00359449,0.0381698,0.00364101,0.0193303,0.00363444,0.00178911,0.00580378,0.00433206,0.00596607,0.00494966,0.0291371,0.00344515,0.00827408,0.00319371,0.00656633,0.0291576,0.00133992,0.0048965,0.00214405,0.0304859,0.0221729,0.0156207,0.00574728,0.00444212,0,0,0.0042032,0,0.0151211,0.00243669,0.0381451,0.015777,0.0195635,0.0273053,0.00312249,0.00271844,0.0201154,0.00560303,0.00913771,0.0194249,0.017787,0.037046,0.00469961,0.00293651,0.00228783,0.00292119,0.00346608,0,0,0,0.00531521,0.0135749,0,0,0
161,0,0,0,0,0.00511377,0.0036689,0,0,0.0247263,0.0219617,0.0105141,0.00135039,0,0,0.00269019,0,0.0156304,0.00329029,0.0381857,0.00405594,0.019267,0.00358979,0.00150198,0.00539968,0.00439109,0.00546593,0.00485918,0.0294394,0.00336957,0.00808942,0.0033213,0.00650164,0.02973,0.00128946,0.00455043,0.00179005,0.0281126,0.022238,0.0141799,0.00545672,0.00412178,0,0,0.0041779,0,0.0152097,0.00246029,0.0385791,0.0145953,0.0202347,0.0274641,0.00317249,0.00247076,0.0204182,0.00511019,0.00925295,0.0194205,0.0179677,0.0340487,0.0047707,0.00275587,0.00214777,0.00282454,0.00322742,0,0,0,0.00582869,0.0137939,0.0120211,0,0
