Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LWRA,RTHI,RTIBI,RTIBA,
112,0,0,0,0,0.0128812,0.00761487,0,0,0,0.0407789,0.0205882,0.020505,0.0119205,0,0,0.0194607,0,0.0165915,0.0114925,0.042501,0.0172921,0.0125833,0.0177268,0.00810803,0.0160291,0.021953,0.0251841,0.0210499,0.024508,0.00849274,0.00464964,0.0048023,0.0157758,0.0482317,0.0177092,0.00268892,0.0489306,0.019919,0.0391783,0.00966043,0.0130519,0,0,0.0236922,0,0.0174749,0.0130142,0.03844,0.0328561,0.0266421,0.0385506,0.00571192,0.00920919,0.0316908,0.0170855,0.0201862,0,0.0241635,0.0477875,0.00672454,0.0109782,0.0107069,0.00797538,0.0104434,0,0,0,0.00643576,0.0142909,0.0359606,0.0831347,0
113,0,0,0,0,0.012778,0.00707153,0,0,0,0.0346658,0.0205743,0.0176829,0.0117517,0,0,0.0215056,0,0.0166607,0.0130149,0.043446,0.0158007,0.0131997,0.016078,0.00886065,0.0156478,0.0213844,0.024411,0.0189278,0.0236143,0.00866314,0.00389041,0.00465446,0.0156142,0.0417341,0.0191381,0.00341282,0.0488877,0.0201368,0.0392166,0.00950063,0.0140839,0,0,0.0267937,0,0.0173479,0.0138177,0.0386664,0.0317197,0.0267103,0.0381131,0.00517008,0.00974033,0.03156,0.0170817,0.0199543,0,0.0238995,0.0482461,0.00768322,0.00990545,0.0109502,0.00838554,0.0112974,0,0,0,0.00646111,0.0138476,0.0358109,0.0834077,0
114,0,0,0,0,0.00932089,0.00814252,0,0,0,0.0293135,0.0223942,0.016958,0.0119324,0,0,0.0142525,0,0.0155179,0.0089402,0.0445361,0.0175218,0.0130605,0.0164154,0.00999773,0.00626748,0.0191691,0.0230297,0.0149159,0.021959,0.0106745,0.00542165,0.0063082,0.014553,0.0349071,0.00932032,0.00158504,0.0284174,0.0235638,0.0211377,0.011261,0.0112983,0,0,0.02963,0,0.0171253,0.0139094,0.0410846,0.0216679,0.0243726,0.0312202,0.00983817,0.0128172,0.02229,0.0124929,0.0158434,0,0.0206759,0.0327846,0.00847012,0.00439208,0.00887682,0.0120665,0.0113435,0,0,0,0.00524178,0.0125382,0.024116,0.0960591,0
115,0,0,0,0,0.0200706,0.013055,0,0,0,0.0196254,0.0193404,0.0103835,0.0101752,0,0,0.0145165,0,0.0175743,0.00829776,0.0449729,0.0124389,0.0146572,0.0111088,0.00906554,0.0213591,0.0185505,0.0199604,0.01307,0.0225664,0.00737271,0.002219,0.00400515,0.0148767,0.0245304,0.0162675,0.00279374,0.0452538,0.0184615,0.0370326,0.0091062,0.0143554,0,0,0.0248024,0,0.0174815,0.0122355,0.0392375,0.0340092,0.0270421,0.0365348,0.00394025,0.0082304,0.031171,0.016632,0.0197241,0,0.0225488,0.0435672,0.00956684,0.0108539,0.00876251,0.00920469,0.0133728,0,0,0,0.00473249,0.0140483,0.0340078,0.0851445,0
116,0,0,0,0,0.0206753,0.0132928,0,0,0,0.0139766,0.0192992,0.00830401,0.00898722,0,0,0.0160258,0,0.0175769,0.00950876,0.0451315,0.0117995,0.0155699,0.00713002,0.00926161,0.0216266,0.0152683,0.0153335,0.00867133,0.0228031,0.00552111,0.00138445,0.00443842,0.0147384,0.018245,0.017431,0.00316548,0.0440769,0.0183397,0.0363522,0.00880433,0.0153417,0,0,0.026063,0,0.017554,0.0125481,0.0396507,0.0336114,0.0271734,0.0368034,0.0038416,0.00915418,0.0312245,0.0168926,0.019853,0,0.0221317,0.0423251,0.0101667,0.011007,0.00887992,0.00944431,0.0140476,0,0,0,0.00470659,0.014518,0.0335061,0.0855108,0
117,0,0,0,0,0.0207227,0.0130929,0,0,0,0.012464,0.01898,0.00895704,0.00762265,0,0,0.0173667,0,0.0175803,0.0104761,0.0447109,0.014545,0.0167137,0.00225012,0.00966453,0.0213865,0.0113224,0.0088927,0.00455773,0.0240595,0.00105481,0.00273768,0.00365373,0.0141031,0.0168432,0.018269,0.00343468,0.0429803,0.0181842,0.0358229,0.0086015,0.0161685,0,0,0.0272647,0,0.0178004,0.0127517,0.039871,0.0332633,0.0274918,0.0373751,0.0038418,0.00997185,0.031676,0.017537,0.020081,0,0.0217682,0.0411265,0.0105923,0.0112765,0.0090016,0.00942588,0.0145085,0,0,0,0.00502095,0.0147495,0.0330693,0.0857379,0
118,0,0,0,0,0.0217776,0.0140491,0,0,0,0.0158013,0.0199055,0.0128827,0.00703286,0,0,0.0191759,0,0.0163058,0.0121119,0.0460495,0.0174725,0.0161058,0.00464245,0.010172,0.0223544,0.00818669,0.007148,0.00207534,0.0259764,0.00320729,0.00224159,0.00411174,0.0131333,0.0166832,0.0198606,0.00389484,0.0425821,0.0185475,0.0352208,0.00839359,0.0177801,0,0,0.0274116,0,0.0176863,0.0118988,0.0394671,0.0320986,0.0274985,0.0368011,0.00509757,0.0117361,0.0317557,0.0172625,0.0195502,0,0.0205324,0.0409667,0.0104944,0.010023,0.00794099,0.01025,0.0158343,0,0,0,0.00441007,0,0.0320106,0.0862487,0
119,0,0,0,0,0.0214532,0.0137758,0,0,0,0.0220579,0.0192031,0.0176965,0.00537229,0,0,0.0210959,0,0.0171381,0.0131769,0.0449301,0.0238023,0.0176255,0.00516596,0.0103726,0.0221245,0.00716867,0.00609604,0.00490588,0.0280004,0.00312711,0.00410716,0.00621241,0.0152164,0.0221939,0.0210804,0.00454964,0.0407987,0.0183605,0.0343627,0.00819702,0.0181675,0,0,0.0290611,0,0.0179,0.013423,0.0407285,0.0309125,0.0279481,0.0375102,0.00502215,0.0118025,0.0321799,0.0186245,0.0205273,0,0.0209262,0.0388548,0.011544,0.0111387,0.00926001,0.0108393,0.0157011,0,0,0,0.00527478,0.0149992,0.0319824,0.0866449,0
120,0,0,0,0,0.0216233,0.0138866,0,0,0,0.0260382,0.0188209,0.0200985,0.00427462,0,0,0.0231764,0,0.017905,0.0143084,0.0446351,0.0271531,0.0186757,0.0065124,0.0112474,0.0222554,0.00855376,0.00660605,0.00760146,0.0301645,0.00327727,0.00509764,0.0069285,0.0162628,0.0256288,0.0226048,0.00506983,0.0398264,0.0182864,0.0333135,0.00792754,0.0194728,0,0,0.0308035,0,0.0180375,0.0139423,0.0410273,0.0286268,0.0280627,0.0376136,0.0058608,0.0128668,0.0326681,0.0192297,0.0208977,0,0.0206393,0.0379065,0.012447,0.0109271,0.00944187,0.0115655,0.0162299,0,0,0,0.00640403,0.0151782,0.0316404,0.0871193,0
121,0,0,0,0,0.0220835,0.0140694,0,0,0,0.0286146,0.0186286,0.0218125,0.00351122,0,0,0.0254619,0,0.0183094,0.0156689,0.0445467,0.0287165,0.0194405,0.00799754,0.0125158,0.0225175,0.0110761,0.00879373,0.00921048,0.0314828,0.00402505,0.00637525,0.00769,0.017063,0.0279341,0.0243067,0.00543867,0.0398656,0.0183074,0.0318581,0.00770578,0.0210586,0,0,0.0327998,0,0.0180395,0.0145605,0.0414447,0.0254174,0.0279629,0.0379364,0.00684777,0.0141744,0.0336162,0.019943,0.0221133,0,0.0210406,0.0384177,0.0134256,0.0102641,0.00966837,0.0123534,0.0170764,0,0,0,0.00735105,0.0162817,0.0313918,0.0874542,0
122,0,0,0,0,0.0197587,0.0120603,0,0,0,0.0304988,0.0187835,0.0228278,0.00308516,0,0,0.0264304,0,0.0181836,0.0164231,0.044781,0.028967,0.0200473,0.00974427,0.0135189,0.0200969,0.0126029,0.0110421,0.0105633,0.0321814,0.00463647,0.00724741,0.00813783,0.0170665,0.0294908,0.024094,0.00524721,0.0441816,0.018689,0.0340756,0.00773697,0.0207416,0,0,0.0351408,0,0.017774,0.0156431,0.0419133,0.0259619,0.0276046,0.0366488,0.00765906,0.0139133,0.0337659,0.0191706,0.0225086,0,0.0221944,0.0427399,0.0135559,0.00899768,0.0103101,0.01214,0.0167529,0,0,0,0.00745722,0.0171737,0.0323953,0.0871309,0
123,0,0,0,0,0.0132975,0.00826949,0,0,0,0.0316099,0.0190843,0.0232457,0.00354085,0,0,0.0240124,0,0.017829,0.0156136,0.0452511,0.0289497,0.0202264,0.0114914,0.0151312,0.0133058,0.0125795,0.0129198,0.0127117,0.032531,0.00512119,0.00749973,0.00818417,0.0161374,0.0303036,0.0196636,0.00396071,0.0529737,0.0196219,0.0398212,0.00804615,0.0179117,0,0,0.0382953,0,0.0177439,0.0174482,0.0425166,0.0288443,0.0268833,0.0356979,0.00965299,0.013175,0.0337968,0.0182793,0.02281,0,0.0245528,0.0512205,0.0127506,0.00648614,0.0117857,0.0125398,0.0153119,0,0,0,0.00694909,0.0175045,0.0354981,0.0852253,0
124,0,0,0,0,0.0253699,0.0162666,0,0,0,0.0335366,0.0189797,0.0259384,0.0029114,0,0,0.0183375,0,0.0174769,0.0110367,0.0453949,0.0315104,0.0207502,0.0105259,0.0130842,0.0233925,0.0113668,0.012732,0.0132157,0.0325778,0.0043228,0.00768287,0.00948841,0.0153293,0.0342262,0.0194568,0.00417229,0.0486622,0.01735,0.040568,0.00816833,0.0200355,0,0,0.0295907,0,0.0178156,0.0135644,0.0426848,0.0366121,0.0272092,0.0296591,0.00658449,0.0136213,0.0325384,0.0143464,0.0206726,0,0.0240509,0.0442755,0.0137056,0.00966203,0.00817072,0.0120654,0.0180138,0,0,0,0.00418526,0.016977,0.0335114,0.0876521,0
125,0,0,0,0,0.0247623,0.0159369,0,0,0,0.0344022,0.0191061,0.026023,0.00315543,0,0,0.018564,0,0.0171343,0.0112651,0.0454656,0.031992,0.0203592,0.0101243,0.0129807,0.0232374,0.0103829,0.0127448,0.0145621,0.0331985,0.0038757,0.00781723,0.0089923,0.0139604,0.0354169,0.0196145,0.00400755,0.0532168,0.0175492,0.0453858,0.00806374,0.0202871,0,0,0.0295363,0,0.0178366,0.0131812,0.0426566,0.0416299,0.0266936,0.0262265,0.00651745,0.0139297,0.0322121,0.0121812,0.0192385,0,0.0250716,0.0475892,0.0133732,0.00927577,0.00780555,0.0118952,0.0180423,0,0,0,0.00434077,0.0164811,0.034835,0.0871482,0
126,0,0,0,0,0.0234957,0.01502,0,0,0,0.0362569,0.0190466,0.0263575,0.00368672,0,0,0.0188706,0,0.0170593,0.0115326,0.0446429,0.0319483,0.0204908,0.00853029,0.0124316,0.0227331,0.00873617,0.0115738,0.0138279,0.0331343,0.0035611,0.00857515,0.00926846,0.0138066,0.0374817,0.0196101,0.00403695,0.0557473,0.0176559,0.0491204,0.00835756,0.0197787,0,0,0.0294247,0,0.0180108,0.0134727,0.0431453,0.0464475,0.0263842,0.0231303,0.0057193,0.0134057,0.0319036,0.0105423,0.018257,0,0.026771,0.0485639,0.0127892,0.00985555,0.00845997,0.0112806,0.0173617,0,0,0,0.00441527,0.0163147,0.0358921,0.0870993,0
127,0,0,0,0,0.0224385,0.0142963,0,0,0,0.0369059,0.0191296,0.0249979,0.00410442,0,0,0.0194679,0,0.0170354,0.0118386,0.0438992,0.0284275,0.020298,0.00795932,0.0118467,0.022542,0.00737773,0.0102768,0.0124038,0.0323398,0.00365723,0.00823304,0.00828877,0.0132956,0.0382569,0.0199408,0.00403418,0.0591207,0.0178294,0.053532,0.00833579,0.0196111,0,0,0.0293342,0,0.0180209,0.0135432,0.0431082,0.0516722,0.0258026,0.020299,0.00503768,0.0132793,0.0319102,0.00944062,0.0168915,0,0.0283063,0.0502224,0.0124104,0.0100233,0.00861281,0.0109051,0.0169779,0,0,0,0.00449957,0.0155712,0.0371491,0.0866133,0
128,0,0,0,0,0.021139,0.0134096,0,0,0,0.0373713,0.0189215,0.023569,0.00439704,0,0,0.0202506,0,0.0176059,0.0119624,0.0430712,0.025466,0.0201786,0.00742699,0.0111914,0.0222455,0.00594162,0.00845746,0.0100334,0.0307297,0.00380893,0.00716758,0.00685664,0.0127605,0.0386566,0.0205044,0.00397092,0.0623027,0.0179555,0.0578112,0.00820359,0.019398,0,0,0.0294105,0,0.0180829,0.0137355,0.0429283,0.0568481,0.0251388,0.0180937,0.0042429,0.0131176,0.0320931,0.00915787,0.015554,0,0.029863,0.0514079,0.0122125,0.0102808,0.00878683,0.0106176,0.0165594,0,0,0,0.00513853,0.0149237,0.0381756,0.0860772,0
129,0,0,0,0,0.0197307,0.0123387,0,0,0,0.0373242,0.0188354,0.0228945,0.0045731,0,0,0.0211699,0,0.0177157,0.0122649,0.0422019,0.0239831,0.0200917,0.00680117,0.0106187,0.0216563,0.00484853,0.00654984,0.00748248,0.0289083,0.00400714,0.00595111,0.00536271,0.0121056,0.0383197,0.0209823,0.00394222,0.0655216,0.01817,0.0619524,0.00799875,0.0191725,0,0,0.0294546,0,0.0181034,0.0139685,0.0427073,0.0617561,0.0244269,0.0167332,0.00367073,0.0130068,0.0323211,0.00965953,0.0143293,0,0.0313745,0.0522871,0.0118462,0.0104907,0.00897282,0.0103114,0.0159231,0,0,0,0.00571503,0.0142228,0.0394968,0.0851391,0
130,0,0,0,0,0.0180427,0.0109472,0,0,0,0.0361943,0.0190117,0.0227613,0.00464997,0,0,0.0222043,0,0.0176146,0.0128036,0.0413746,0.0227049,0.0201222,0.00680406,0.0100872,0.0207088,0.00398294,0.00534664,0.005884,0.0274648,0.00447255,0.00553724,0.00456296,0.0115387,0.0369801,0.0214926,0.003936,0.0687627,0.0184248,0.0658939,0.00778232,0.0188296,0,0,0.0296147,0,0.0179829,0.0141627,0.0425197,0.066227,0.0237447,0.0161494,0.00347328,0.0127931,0.032467,0.010583,0.0131217,0,0.0327285,0.0529688,0.011446,0.0105692,0.00913411,0.00993787,0.0150526,0,0,0,0.00581494,0.0134769,0.0413669,0.0838292,0
131,0,0,0,0,0.0158236,0.0092252,0,0,0,0.0336606,0.0191787,0.0212323,0.00462093,0,0,0.0233606,0,0.0177948,0.0135083,0.0407667,0.0204263,0.0202799,0.00824359,0.00953244,0.0193652,0.00276692,0.00575975,0.00630169,0.0267984,0.0046517,0.00609121,0.00471269,0.0110799,0.0345809,0.0219385,0.00398045,0.0719161,0.0187157,0.0695204,0.00754549,0.0183357,0,0,0.0301917,0,0.017769,0.0144568,0.0423049,0.0700015,0.0231852,0.0162014,0.00352968,0.0123182,0.0324607,0.011494,0.0121566,0,0.033701,0.0536297,0.011322,0.0103809,0.00935951,0.00964971,0.0143816,0,0,0,0.00620765,0.0128206,0.0426764,0.0825189,0
132,0,0,0,0,0.0131636,0.00735435,0,0,0,0.0308866,0.0192915,0.0187159,0.00455322,0,0,0.0245715,0,0.0178503,0.0143014,0.0403721,0.0179533,0.0205768,0.0102853,0.0091662,0.0175793,0.00150347,0.00799292,0.00855067,0.0273178,0.00439687,0.00754212,0.00575547,0.0107347,0.0322844,0.0222457,0.00402723,0.0743428,0.0192702,0.0720882,0.00735364,0.0180645,0,0,0.0315515,0,0.0174249,0.0151135,0.0420463,0.0720704,0.0228099,0.0166108,0.0035736,0.0118076,0.032245,0.0119989,0.0117035,0,0.0342668,0.0538863,0.0115309,0.0097252,0.00981452,0.0096101,0.0136466,0,0,0,0.00663999,0.0123925,0.0439032,0.0813031,0
133,0,0,0,0,0.0100015,0.00990756,0,0,0,0.0280739,0.0212412,0.0150383,0.00498814,0,0,0.0177204,0,0.0165781,0.0103216,0.0397085,0.0149554,0.0210718,0.0128443,0.00752212,0.00676638,0.00384561,0.0126394,0.0134454,0.0299086,0.00564901,0.00970224,0.00573364,0.0101095,0.0308979,0.0126086,0.000486736,0.0609926,0.023036,0.0590379,0.00797541,0.0144718,0,0,0.0319963,0,0.0167095,0.0148585,0.0429052,0.0588966,0.0208236,0.0182698,0.0078351,0.0128084,0.0262458,0.0121975,0.0105819,0,0.0312339,0.0389678,0.00950164,0.00522893,0.0078161,0.0133247,0.0117178,0,0,0,0.00536984,0.0108144,0.035136,0.0892117,0
134,0,0,0,0,0.00115542,0.00215192,0,0,0,0.0279641,0.0203509,0.0132744,0.00549865,0,0,0.00457828,0,0.0165442,0.00171302,0.0394528,0.0141444,0.0216102,0.0119328,0.00305182,0.0068233,0.00608588,0.0170058,0.0156978,0.0312278,0.0075831,0.0137997,0.00662833,0.00931574,0.0309864,0.00423987,0.00116349,0.0661188,0.0205704,0.065795,0.00776151,0.00381188,0,0,0.00332603,0,0.0145694,0.00432144,0.0429876,0.0675403,0.0195196,0.0246965,0.0109311,0.00207255,0.0250552,0.0175094,0.0115462,0,0.036379,0.0412284,0.0041009,0.00280321,0.00248253,0.00327886,0.00498745,0,0,0,0.00414758,0,0.0372354,0.0892963,0
135,0,0,0,0,0.00133869,0.00228447,0,0,0,0.0259116,0.020336,0.011906,0.00559114,0,0,0.00432382,0,0.0165417,0.00139659,0.038985,0.013868,0.0216204,0.0110748,0.00288964,0.00702495,0.00676154,0.0179036,0.0158791,0.0317253,0.00840504,0.0149029,0.00666568,0.00896903,0.028885,0.00430959,0.00101669,0.0786347,0.0206705,0.0766012,0.00726346,0.00406983,0,0,0.00303497,0,0.0145606,0.00400822,0.042662,0.0767724,0.0193857,0.0228077,0.0104294,0.0019781,0.0253337,0.0157132,0.0110272,0,0.0382518,0.053113,0.00400872,0.00267118,0.00229963,0.00325022,0.0047954,0,0,0,0.00420923,0.0111915,0.0432077,0.0824014,0
136,0,0,0,0,0.00168338,0.00271339,0,0,0,0.0243684,0.020235,0.0107041,0.00548602,0,0,0.00379989,0,0.0168,0.00101382,0.0383889,0.0134008,0.0213795,0.0115527,0.00260318,0.00714125,0.00673936,0.0176385,0.0146843,0.031138,0.00834364,0.0147581,0.00602486,0.00819038,0.027078,0.00415706,0.000833961,0.0904969,0.0208459,0.0872422,0.00686507,0.00413635,0,0,0.00277291,0,0.0145079,0.00369854,0.0423338,0.0872748,0.0195393,0.0208727,0.00989717,0.0021035,0.0249155,0.0135602,0.0116785,0,0.0420657,0.0659959,0.00388996,0.00259793,0.00207132,0.00355172,0.00441811,0,0,0,0.00451137,0.0108563,0.0496657,0.0765845,0
137,0,0,0,0,0.00174346,0.00298103,0,0,0,0.0232011,0.0203571,0.00929527,0.00524551,0,0,0.00345178,0,0.0166948,0.000851969,0.0379728,0.0124825,0.0211303,0.0117875,0.00244063,0.00695079,0.00677,0.0168784,0.0129854,0.0299796,0.00769051,0.0140025,0.00516182,0.00725299,0.025591,0.00396337,0.000695407,0.0989611,0.0209817,0.0950428,0.00648492,0.00417662,0,0,0.00264229,0,0.0144432,0.0034443,0.042284,0.0958756,0.0198363,0.0182889,0.00924618,0.00203738,0.0240063,0.0112597,0.0134487,0,0.0467245,0.0769455,0.00372852,0.00259858,0.00186006,0.00386753,0.00398368,0,0,0,0.0045056,0,0.0552198,0.0731988,0
138,0,0,0,0,0.0019741,0.00320066,0,0,0,0.0219834,0.0205808,0.00801857,0.00493359,0,0,0.00295503,0,0.0167384,0.00049752,0.0376129,0.0115927,0.0209136,0.0116569,0.00224689,0.00705793,0.00731844,0.016162,0.0115329,0.0287065,0.00707748,0.0133889,0.00466671,0.00673736,0.0244878,0.00371815,0.000685423,0.104997,0.0210643,0.100207,0.00544752,0.00438494,0,0,0.00249606,0,0.0145181,0.00300826,0.0416905,0.101868,0.0192874,0.0203353,0.0088691,0.00171935,0.0243971,0.0122145,0.0126458,0,0.0494948,0.0824999,0.00338127,0.00247174,0.0016722,0.00410713,0.00402285,0,0,0,0.00459688,0.00826419,0.0571975,0.0709134,0
139,0,0,0,0,0.0018942,0.00323067,0,0,0,0.0208251,0.0207812,0.00709639,0.0044243,0,0,0.0027109,0,0.0166248,0.000365042,0.0374159,0.0106907,0.0207467,0.0110481,0.00194585,0.00713689,0.00758053,0.0152028,0.0105086,0.0279076,0.00671014,0.0129981,0.00448349,0.00659501,0.0233477,0.00358989,0.000684346,0.108834,0.0210099,0.103079,0.00444652,0.00430333,0,0,0.00257584,0,0.0144059,0.00252433,0.0412049,0.105584,0.0190719,0.0232337,0.00819059,0.00190183,0.0236982,0.0129154,0.0125416,0,0.0521727,0.0869895,0.00297731,0.00281937,0.00173555,0.00432183,0.00388627,0,0,0,0.00456346,0.00774486,0.058843,0.0691735,0
140,0,0,0,0,0.00181929,0.00329024,0,0,0,0.0199897,0.0209194,0.0063273,0.00382338,0,0,0.00243837,0,0.0164081,0.000358997,0.0374544,0.00997488,0.020552,0.0102145,0.00202973,0.00721657,0.00742279,0.0140886,0.00989595,0.0276317,0.00657942,0.0126924,0.00435012,0.00668256,0.0226386,0.00339517,0.000711074,0.111361,0.0209758,0.104813,0.00351309,0.00425595,0,0,0.0030911,0,0.0142954,0.00219605,0.0406303,0.107817,0.0187785,0.0264572,0.0075065,0.00211054,0.0229672,0.0138312,0.012739,0,0.0546843,0.0918073,0.00267048,0.00314979,0.00178408,0.00468876,0.00387345,0,0,0,0.00444828,0.00825902,0.0605136,0.0675408,0
141,0,0,0,0,0.00185047,0.00344761,0,0,0,0.0196876,0.0211054,0.00577529,0.00324993,0,0,0.00218563,0,0.0163207,0.000458168,0.037802,0.00954852,0.0203731,0.00931908,0.00239889,0.00738058,0.00700779,0.0129037,0.0094446,0.0277275,0.00639277,0.0122007,0.00412054,0.00694691,0.02254,0.00316821,0.000709759,0.11222,0.0209913,0.105156,0.00295857,0.00424062,0,0,0.00376086,0,0.0142436,0.00192452,0.0400765,0.108237,0.0184851,0.0297228,0.00695994,0.00231676,0.0222103,0.0149424,0.0131672,0,0.0569855,0.0981715,0.0023485,0.00333827,0.00183314,0.00517661,0.0042312,0,0,0,0.00433426,0.0107496,0.0617463,0.0661236,0
142,0,0,0,0,0.00224782,0.00336143,0,0,0,0.0195157,0.0212334,0.00568285,0.00275588,0,0,0.00183339,0,0.0162245,0.000527113,0.038251,0.00916925,0.0202597,0.00838685,0.00300815,0.00732725,0.00643884,0.0116295,0.00894557,0.0278824,0.00600209,0.011361,0.00389956,0.00730855,0.0226697,0.00271145,0.000819117,0.111966,0.0218521,0.104639,0.00302836,0.0046835,0,0,0.0042867,0,0.0148442,0.00361433,0.0395997,0.107612,0.0182955,0.0326016,0.00580893,0.00180959,0.0214888,0.0161912,0.0137761,0,0.0590104,0.106644,0.00337692,0.00156488,0.00136552,0.00524792,0.00475619,0,0,0,0.00431106,0.0128308,0.0625777,0.0649915,0
143,0,0,0,0,0.00181919,0.00336719,0,0,0,0.0193506,0.0213254,0.00544988,0.00242347,0,0,0.00206651,0,0.0162075,0.000627335,0.038592,0.00888935,0.0201624,0.00771315,0.00346856,0.00734556,0.00601124,0.0107407,0.00852753,0.0279193,0.00529192,0.0103071,0.00345436,0.00729819,0.0227741,0.00276448,0.000837166,0.111585,0.0212759,0.103929,0.00332156,0.00415949,0,0,0.00320868,0,0.0143779,0.00168189,0.0393602,0.106867,0.0183894,0.0353488,0.00507715,0.00220527,0.0211075,0.0175552,0.0145918,0,0.0604929,0.116378,0.00211787,0.00270432,0.00163802,0.00574712,0.00431997,0,0,0,0.00418685,0.0139815,0.0631542,0.0641185,0
144,0,0,0,0,0.00228831,0.0037333,0,0,0,0.0201729,0.0213396,0.00579181,0.00207003,0,0,0.00186698,0,0.0164332,0.000738479,0.0385553,0.00835818,0.0202148,0.00733657,0.00345315,0.00766742,0.00576816,0.0103336,0.00827326,0.0279515,0.00484695,0.00979661,0.00327942,0.00726665,0.0235051,0.00258104,0.00105038,0.111926,0.0212961,0.103587,0.00353103,0.00403679,0,0,0.00412149,0,0.0143739,0.0012492,0.0393464,0.106473,0.0186747,0.0379686,0.00456264,0.00259677,0.0208459,0.0190083,0.0157396,0,0.061055,0.12359,0.00169436,0.00268765,0.00162868,0.00632572,0.00393746,0,0,0,0.00434028,0.0135995,0.063673,0.0637662,0
145,0,0,0,0,0.00235654,0.00371632,0,0,0,0.0206903,0.0211974,0.00627104,0.00184027,0,0,0.00182364,0,0.0165477,0.00071069,0.0382888,0.00771785,0.0202748,0.00689259,0.00357076,0.00733092,0.00543702,0.00986657,0.0080489,0.0280165,0.00448064,0.00951831,0.00319778,0.00717153,0.0242508,0.00241604,0.00111361,0.112706,0.0212843,0.10413,0.00381567,0.00393083,0,0,0.00492872,0,0.0143451,0.00122717,0.0393337,0.107032,0.0192377,0.0404143,0.0036633,0.00311063,0.0204469,0.0204597,0.0170238,0,0.0614685,0.126394,0.00140585,0.00282795,0.0017185,0.00646334,0.00345361,0,0,0,0.00444063,0.0119495,0.0641115,0.0634103,0
146,0,0,0,0,0.00241513,0.00364527,0,0,0,0.021607,0.0210756,0.00708919,0.001817,0,0,0.00159678,0,0.0163163,0.000575795,0.0379526,0.00704362,0.0202975,0.00622648,0.00359044,0.00689046,0.00504036,0.00939254,0.0078921,0.0282679,0.00430788,0.00961095,0.00326225,0.00706068,0.0254456,0.00221763,0.000921967,0.112785,0.0213329,0.104299,0.00399676,0.0036848,0,0,0.00549158,0,0.0143822,0.00130908,0.0392073,0.107573,0.0198849,0.0422955,0.00319143,0.00355061,0.0199332,0.0217647,0.0182464,0,0.0618148,0.125699,0.00114013,0.00294861,0.00176103,0.00632586,0.00298769,0,0,0,0.004354,0.0111475,0.0643097,0.0629324,0
147,0,0,0,0,0.00233259,0.00340749,0,0,0,0.0227614,0.0210358,0.00817626,0.00212951,0,0,0.00159441,0,0.0161562,0.000570494,0.0377136,0.00649543,0.0203043,0.0054564,0.00365891,0.00633448,0.00463355,0.00890813,0.00782153,0.0286877,0.004255,0.00979634,0.00348522,0.00699731,0.0268933,0.00207532,0.00069412,0.112007,0.021338,0.104086,0.00426934,0.00331439,0,0,0.00597968,0,0.0143751,0.00148381,0.0389761,0.10767,0.0205284,0.0439091,0.00348143,0.00394869,0.0194591,0.022861,0.0192622,0,0.0621493,0.123515,0.000998006,0.00301343,0.0018188,0.0057586,0.0025694,0,0,0,0.00418297,0.0112098,0.0644122,0.0623946,0
148,0,0,0,0,0.00226897,0.00322977,0,0,0,0.0239921,0.0209745,0.00931962,0.0026039,0,0,0.00182469,0,0.0161455,0.000658329,0.0376281,0.00605291,0.0203249,0.00459535,0.00355654,0.00593047,0.00429802,0.00846495,0.00776258,0.0291724,0.0042159,0.00987005,0.00376585,0.00695271,0.0282356,0.00192019,0.000604329,0.111061,0.021353,0.103845,0.00460979,0.00292913,0,0,0.0063297,0,0.0143762,0.00161747,0.0387124,0.107708,0.0211232,0.0451601,0.00419855,0.00431314,0.0191546,0.0233846,0.0202201,0,0.0621703,0.121088,0.00100784,0.00301022,0.00183893,0.00498886,0.00220429,0,0,0,0.00409483,0.0115586,0.0657449,0.0621803,0
149,0,0,0,0,0.0021289,0.00313515,0,0,0,0.0248999,0.0206673,0.0102039,0.00298661,0,0,0.00193087,0,0.0162339,0.000641524,0.0377216,0.00573606,0.0203309,0.00371391,0.00338411,0.00563081,0.00395912,0.00777886,0.00763508,0.0295154,0.0040685,0.00955753,0.00393803,0.00693346,0.0289909,0.00172564,0.000715181,0.116349,0.021383,0.109856,0.0050893,0.00263403,0,0,0.00659208,0,0.0143891,0.00175635,0.038561,0.113852,0.0216073,0.0468751,0.00486492,0.00473316,0.0190751,0.0240965,0.0216416,0,0.0651135,0.124953,0.00109192,0.00304903,0.00185671,0.00429639,0.00190951,0,0,0,0.00423195,0.0119922,0,0.059527,0
