Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,x70,x71,x72,LTIBP,RWRB,RASI,T10,x73,LILC,LTHIA
All Timesteps RMSE,0,0,0,0,0,0,0.0096862,0.0149514,0,0,0,0.0268173,0.018371,0.0197254,0,0,0.00518248,0,0.0227164,0.00253626,0.0369983,0.0237641,0.00927196,0.0149648,0.00589683,0.0522074,0.0079565,0.0203182,0.0119199,0.013872,0.00680183,0.0303387,0.0035597,0.00782966,0.0170532,0.0212045,0.0138563,0.0150627,0,0,0.0109522,0,0.0226982,0.00757439,0.0538215,0.0204072,0.0282875,0.0136686,0.00626316,0.0377449,0.00757251,0.0442076,0.0134658,0.00986219,0.00884477,0.00814425,0.00957862,0.0133547,0.0171024,0.0191693,0.00694969,0.0174151,0,0,0,0.0194889,0.00106356,0.051286,0.0114508,0,0.0267104,0.00968379
0,0,0,0,0,0,0,0.0102878,0.0151235,0,0,0,0.026519,0.0189125,0.0238835,0,0,0.010035,0,0.022256,0.0046674,0.0333477,0.0254471,0.0114041,0.0286563,0.00654299,0.0641208,0.00898466,0.0248761,0.0114979,0.00747645,0.00664371,0.0310008,0.00392184,0.00785715,0.0190273,0.0206554,0.0113034,0.0150445,0,0,0.0229356,0,0.0223709,0.0144987,0.0487833,0.0158434,0.0168149,0.00345874,0.00859795,0.0454739,0.00594352,0.0340387,0.0111499,0.0100361,0.0148998,0.0154025,0.0146352,0.0181161,0.0180502,0.0291252,0.0144714,0.0200216,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0109809,0.0149863,0,0,0,0.0271411,0.0189154,0.0248644,0,0,0.00913457,0,0.0222438,0.00432406,0.0333757,0.0266188,0.0121659,0.0292803,0.00615589,0.064141,0.00928184,0.0249281,0.0110872,0.0075336,0.00733629,0.0289364,0.00381445,0.00768591,0.0236821,0.0206055,0.0121666,0.0154641,0,0,0.02203,0,0.0223343,0.0139672,0.0489504,0.0165592,0.0178407,0.0047608,0.00947929,0.0443208,0.00668512,0.0330448,0.0124633,0.0120937,0.0160783,0.0167934,0.0157175,0.0197684,0.0234826,0.0284039,0.0137302,0.0195609,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.010177,0.0149704,0,0,0,0.0216652,0.0190663,0.0118773,0,0,0.00843711,0,0.022253,0.00402628,0.0330192,0.0133126,0.00609084,0.0289405,0.00779744,0.0671307,0.00748026,0.0254671,0.00857188,0.00746297,0.00156735,0.0268814,0.00344609,0.00748361,0.0281724,0.0205746,0.0127888,0.0148716,0,0,0.020452,0,0.022253,0.0130677,0.0500571,0.0179425,0.0198382,0.00604875,0.0109594,0.0428376,0.00786813,0.0321803,0.0136829,0.0146559,0.0172526,0.0176967,0.0167079,0.0220995,0.0291976,0.0268183,0.0137175,0.0193975,0,0,0,0.0172361,0,0,0,0,0,0
3,0,0,0,0,0,0,0.00997865,0.0150312,0,0,0,0.0222901,0.0192078,0.0117492,0,0,0.00806051,0,0.0222425,0.00400649,0.0332519,0.0135008,0.00598429,0.0288131,0.00831133,0.0670045,0.00753035,0.0254417,0.00853956,0.00765314,0.00160452,0.0289524,0.00322,0.0073298,0.0302087,0.0205968,0.0135451,0.014774,0,0,0.0199759,0,0.0222732,0.0128264,0.0501815,0.0189539,0.019838,0.00694664,0.0109151,0.0423465,0.00814115,0.0318276,0.0144972,0.0155654,0.018397,0.0188745,0.0176785,0.023319,0.0317449,0.0264468,0.0137685,0.0195335,0,0,0,0.0171992,0,0,0,0,0,0
4,0,0,0,0,0,0,0.00970419,0.0151217,0,0,0,0.0225789,0.019195,0.0117026,0,0,0.00780546,0,0.0221072,0.00394584,0.0332934,0.0133982,0.00571029,0.0288333,0.0065912,0.0669224,0.00738828,0.0253261,0.00860918,0.00763972,0.00164006,0.0301022,0.00293304,0.00716242,0.030937,0.0206114,0.0141692,0.014512,0,0,0.0196817,0,0.0223102,0.0126054,0.0504087,0.0198083,0.0198653,0.0075792,0.0108218,0.0417356,0.00835786,0.0317549,0.014856,0.0157861,0.0192963,0.0197173,0.0183529,0.023808,0.0326401,0.0260766,0.0137047,0.0201576,0,0,0,0.0173339,0,0,0,0,0,0
5,0,0,0,0,0,0,0.00948832,0.0152253,0,0,0,0.0226447,0.0191358,0.0115713,0,0,0.00765252,0,0.0220349,0.00378341,0.033382,0.01321,0.0052931,0.028886,0.00601485,0.0668627,0.00707222,0.0250898,0.00867562,0.0076326,0.00168328,0.0306496,0.00273027,0.00707274,0.0304192,0.0206034,0.0144689,0.0142478,0,0,0.019386,0,0.0223132,0.0124335,0.0504441,0.0199472,0.0197453,0.00783679,0.0107048,0.0411521,0.00828617,0.0318491,0.0148315,0.0156212,0.019485,0.0200755,0.0185047,0.0233263,0.0319504,0.0256471,0.0135845,0.0205408,0,0,0,0.0174957,0,0,0,0,0,0
6,0,0,0,0,0,0,0.00930746,0.0152177,0,0,0,0.0231028,0.0190961,0.0110058,0,0,0.00751043,0,0.0220591,0.00368021,0.0332648,0.0129344,0.00497725,0.0290264,0.00620573,0.0668555,0.0067402,0.0248116,0.00859773,0.00764749,0.00175155,0.0310547,0.00262973,0.00712365,0.0292775,0.0205857,0.0144357,0.0139945,0,0,0.0191389,0,0.0223148,0.0123464,0.050517,0.0196786,0.0197542,0.00764849,0.0104835,0.0404608,0.00808109,0.0322166,0.0144423,0.0154101,0.0191696,0.0200254,0.0183112,0.0225427,0.0304513,0.0252626,0.0134456,0.0202621,0,0,0,0.0176492,0,0,0,0,0,0
7,0,0,0,0,0,0,0.00925198,0.0153527,0,0,0,0.0234373,0.019143,0.010555,0,0,0.00753191,0,0.0220769,0.00370344,0.0332253,0.0126124,0.00470561,0.0293128,0.00638253,0.0669528,0.00652088,0.0245138,0.00853684,0.00772307,0.00188067,0.03139,0.00254919,0.00714203,0.0266032,0.0205751,0.0140833,0.0139471,0,0,0.0189308,0,0.0223482,0.012191,0.0505532,0.0190176,0.0194826,0.00711062,0.010511,0.040306,0.00764684,0.0326819,0.013815,0.0144297,0.0184416,0.0195795,0.017836,0.0213425,0.0271525,0.0252058,0.0132731,0.0200145,0,0,0,0.0177832,0,0,0,0,0,0
8,0,0,0,0,0,0,0.00924082,0.0155937,0,0,0,0.0232324,0.0191614,0.00999409,0,0,0.00768751,0,0.0219863,0.00377307,0.0333069,0.0124038,0.00428983,0.0297287,0.00636447,0.067111,0.00631677,0.0242191,0.00861317,0.00775636,0.00202063,0.0316956,0.00245224,0.00708999,0.0229585,0.0208798,0.0134325,0.0139846,0,0,0.0184059,0,0.0219495,0.0118476,0.0504492,0.017816,0.0189744,0.00641004,0.010655,0.0406936,0.00698197,0.0331924,0.0130041,0.0130201,0.0174092,0.0188092,0.01691,0.0197563,0.0227742,0.0250931,0.0120333,0.0200149,0,0,0,0.0178955,0.00273665,0,0,0,0,0
9,0,0,0,0,0,0,0.00928085,0.0157363,0,0,0,0.0222594,0.0192029,0.00919739,0,0,0.0078782,0,0.021917,0.00393451,0.0329294,0.0125481,0.00411099,0.0301341,0.0064157,0.0672968,0.00594198,0.0239226,0.00861,0.00768404,0.00206264,0.0315592,0.0025258,0.0070045,0.0193351,0.0206275,0.0126089,0.0140839,0,0,0.0188772,0,0.0224579,0.0121419,0.050489,0.0162428,0.0188203,0.00599806,0.0104437,0.0410366,0.00643198,0.0337861,0.0122852,0.0117245,0.0162634,0.0179724,0.0158237,0.0179742,0.0181015,0.0255413,0.0123343,0.0204399,0,0,0,0.0179736,0,0,0,0,0,0
10,0,0,0,0,0,0,0.0093202,0.0160325,0,0,0,0.0218215,0.0191931,0.00886134,0,0,0.0080259,0,0.0218625,0.00412142,0.0325077,0.0130193,0.00421627,0.0306335,0.00672918,0.0674482,0.00559832,0.0234781,0.00834896,0.00747163,0.00192768,0.0312011,0.00270304,0.00698263,0.0157635,0.021078,0.0115659,0.0142528,0,0,0.0182376,0,0.0223708,0.0116981,0.0504232,0.0144981,0.0185055,0.00568988,0.0102678,0.0414379,0.00586674,0.034439,0.0114835,0.0104655,0.0148713,0.0169708,0.0145669,0.0159427,0.0130544,0.0253246,0.0097684,0.0204972,0,0,0,0.0179646,0.00166578,0,0,0,0,0
11,0,0,0,0,0,0,0.00936945,0.0162633,0,0,0,0.0215029,0.0192247,0.00847361,0,0,0.00818196,0,0.0218513,0.0042355,0.0322892,0.012253,0.00443669,0.0312507,0.00700423,0.067669,0.00535515,0.0229394,0.00803394,0.00722377,0.0019215,0.0310644,0.00275674,0.00696428,0.0124625,0.0210285,0.0102662,0.0143295,0,0,0.0187809,0,0.0222096,0.0120608,0.0502142,0.0126885,0.0179869,0.00527859,0.0102136,0.0416985,0.00526582,0.0351237,0.0105168,0.00890514,0.0132826,0.0157644,0.0131861,0.0138507,0.00852009,0.0260301,0.0108779,0.0203439,0,0,0,0.0179986,0.00189845,0,0,0,0,0
12,0,0,0,0,0,0,0.00948167,0.016377,0,0,0,0.021601,0.0193174,0.00796729,0,0,0.00837205,0,0.0219606,0.00429622,0.0322865,0.0115235,0.00461708,0.03192,0.00713217,0.0679363,0.0050987,0.022439,0.00781642,0.00704386,0.00202222,0.0314138,0.00286037,0.00700336,0.00933811,0.0210109,0.0090338,0.0143652,0,0,0.0189475,0,0.0221598,0.0122063,0.0500158,0.0112016,0.0173971,0.00455553,0.0102985,0.0415622,0.00470466,0.0358875,0.00924028,0.00741712,0.0117701,0.0144369,0.0117651,0.0120243,0.00537251,0.0261656,0.0112782,0.0208292,0,0,0,0.0180889,0.00201265,0,0,0,0,0
13,0,0,0,0,0,0,0.00954564,0.0165012,0,0,0,0.0212078,0.0192654,0.00736348,0,0,0.00846006,0,0.0218413,0.00418814,0.0324948,0.010874,0.00460386,0.0327051,0.00713567,0.0681539,0.00493246,0.0218389,0.00765093,0.00669715,0.00217764,0.0311435,0.0029987,0.00696568,0.00693144,0.0207142,0.00887695,0.0143223,0,0,0.0193033,0,0.0225597,0.0124514,0.0498844,0.0116109,0.016778,0.00389947,0.0104722,0.0413841,0.00413454,0.0367294,0.00793735,0.0059639,0.0105769,0.0134334,0.0104613,0.0104416,0.00591502,0.0261081,0.0122108,0.0214525,0,0,0,0.0181828,0,0,0,0,0,0
14,0,0,0,0,0,0,0.00954263,0.0167795,0,0,0,0.0200586,0.0192494,0.00668174,0,0,0.00868258,0,0.0218159,0.0042309,0.0328044,0.0102015,0.00483629,0.0339414,0.00736573,0.068457,0.00486017,0.0212238,0.00740354,0.00622214,0.00236836,0.0303024,0.00307233,0.00698302,0.00533576,0.0207578,0.0108998,0.0142873,0,0,0.0191991,0,0.0226329,0.0123714,0.0500825,0.0161523,0.016012,0.00376288,0.0105785,0.0412875,0.00353884,0.0375296,0.00722688,0.00480895,0.0105624,0.0135729,0.00996047,0.010007,0.00910005,0.0260082,0.0119362,0.0214792,0,0,0,0.0182493,0,0,0,0,0,0
15,0,0,0,0,0,0,0.00963646,0.016774,0,0,0,0.0185775,0.0191945,0.00564019,0,0,0.00835008,0,0.0217969,0.00420434,0.0331213,0.00921345,0.00520366,0.0348514,0.00759558,0.0687969,0.0048811,0.0205946,0.00697916,0.00562073,0.002347,0.0291008,0.00305437,0.00700531,0.00464346,0.0207832,0.013394,0.0141751,0,0,0.0189253,0,0.0226666,0.0122963,0.0505318,0.0197043,0.0154065,0.00520392,0.0104629,0.0407253,0.00287463,0.0379357,0.00775686,0.00435909,0.0117383,0.0145824,0.0106627,0.0115647,0.011477,0.0256445,0.0116562,0.0215837,0,0,0,0.0183852,0,0,0,0,0,0
16,0,0,0,0,0,0,0.0102001,0.0169312,0,0,0,0.0167689,0.019101,0.00439847,0,0,0.00825375,0,0.0217554,0.00435191,0.033515,0.00795229,0.0056515,0.0360573,0.00796321,0.06918,0.00504171,0.0200987,0.00647656,0.00509489,0.00267106,0.0277276,0.00317703,0.00701682,0.00280282,0.0208025,0.013213,0.0141159,0,0,0.018965,0,0.0226676,0.0122878,0.0508125,0.019998,0.0150749,0.0075379,0.0107802,0.0402688,0.00262022,0.0378609,0.00864615,0.00480195,0.0117386,0.0147942,0.0111046,0.0116151,0.0114032,0.0255082,0.0116553,0.021767,0,0,0,0.0186792,0,0,0,0,0,0
17,0,0,0,0,0,0,0.0109452,0.0172594,0,0,0,0.0154453,0.0190792,0.00325954,0,0,0.00826637,0,0.0218739,0.00451762,0.0340508,0.00679889,0.00629143,0.0371387,0.00835529,0.0695117,0.00541659,0.019627,0.00602595,0.00465868,0.0035449,0.025872,0.00344449,0.00707991,0.00457434,0.0211523,0.011713,0.0139625,0,0,0.0187605,0,0.0223245,0.0122014,0.0504893,0.0194754,0.015177,0.00878281,0.0113513,0.0400642,0.00280207,0.0373599,0.00903359,0.00559111,0.0103295,0.0135861,0.0103032,0.00999448,0.00893407,0.0252508,0.0104825,0.020857,0,0,0,0.0190806,0.00173897,0,0,0,0,0
18,0,0,0,0,0,0,0.0111105,0.0173616,0,0,0,0.0146131,0.0189387,0.0036085,0,0,0.00803257,0,0.0218577,0.00450176,0.0346662,0.00660337,0.00708078,0.0372791,0.00861966,0.0698135,0.00599623,0.0192799,0.00559695,0.00434192,0.00480204,0.0242533,0.00368027,0.00713224,0.00659987,0.0209035,0.0106425,0.0134163,0,0,0.0190911,0,0.022852,0.0125864,0.0498463,0.018869,0.015372,0.00677639,0.0114033,0.040037,0.00306022,0.0370961,0.00874273,0.00605818,0.00909399,0.0118926,0.00935415,0.00920246,0.00707467,0.0252125,0.0109384,0.0201642,0,0,0,0.0194219,0,0,0,0,0,0
19,0,0,0,0,0,0,0.0107426,0.0171349,0,0,0,0.014884,0.0188248,0.00563322,0,0,0.00745674,0,0.0218764,0.00436582,0.0356312,0.00722122,0.00804747,0.0362834,0.00863327,0.069918,0.00695335,0.0193441,0.00538984,0.00467855,0.00517729,0.0234189,0.00363138,0.00721116,0.00653309,0.0213397,0.00979724,0.0126713,0,0,0.0175505,0,0.022858,0.0117258,0.04926,0.0176381,0.0157215,0.00235775,0.0105564,0.0386006,0.00293501,0.0372995,0.00804893,0.00570263,0.00827752,0.0108337,0.00849431,0.00855947,0.00747929,0.023919,0.00796627,0.0195612,0,0,0,0.0197687,0.00112265,0,0,0,0,0
20,0,0,0,0,0,0,0.013001,0.0198152,0,0,0,0.0175249,0.0188238,0.00775341,0,0,0.00811488,0,0.0218209,0.00482474,0.0393368,0.00804052,0.00997483,0.0355281,0.00853205,0.0697576,0.00792947,0.0198937,0.00546074,0.00638418,0.00539468,0.0255246,0.00420816,0.00719512,0.00791284,0.0215019,0.00790718,0.0173519,0,0,0.017015,0,0.0228617,0.0113326,0.0485008,0.0158995,0.0178445,0.00282628,0.0103071,0.0473513,0.00270907,0.0372442,0.00691887,0.00403032,0.00658117,0.00948968,0.00655354,0.00657838,0.0120778,0.0264342,0.00770028,0.0230188,0,0,0,0.0199076,0.000890375,0.114398,0.0122674,0,0,0
21,0,0,0,0,0,0,0.0131575,0.0195482,0,0,0,0.0161073,0.0186225,0.0107172,0,0,0.00784707,0,0.0217863,0.00469316,0.0401145,0.0109305,0.0116632,0.035223,0.00850559,0.0704043,0.0089767,0.0197218,0.00615398,0.0078172,0.00585244,0.0241004,0.00420103,0.00726662,0.00908326,0.0214893,0.00643558,0.0171584,0,0,0.0168637,0,0.0228511,0.0112278,0.0488757,0.0148124,0.0181836,0.00344837,0.00966252,0.0465861,0.00253142,0.0379883,0.00564524,0.00327977,0.00536586,0.00852084,0.00495955,0.00482392,0.0139588,0.0258749,0.00773467,0.0227856,0,0,0,0.0202064,0.000905287,0.114112,0.012227,0,0,0
22,0,0,0,0,0,0,0.0132641,0.0191825,0,0,0,0.00999267,0.0185739,0.0144196,0,0,0.00754766,0,0.0217913,0.00473554,0.0404066,0.0145814,0.0104643,0.0354114,0.00838752,0.0703406,0.0089661,0.0193578,0.00693676,0.00796767,0.00695964,0.0179909,0.00417397,0.00728587,0.010626,0.0214407,0.00554029,0.0168066,0,0,0.0166562,0,0.0228285,0.0110429,0.0488412,0.0139859,0.0182921,0.00329141,0.00974099,0.0452229,0.00244337,0.0383968,0.00492881,0.00356411,0.00425875,0.00717537,0.00353433,0.00352779,0.015798,0.0252042,0.00793355,0.0225718,0,0,0,0.0203446,0.000855478,0.114718,0.0122551,0,0,0
23,0,0,0,0,0,0,0.0134676,0.0188608,0,0,0,0.00587452,0.0187034,0.0180674,0,0,0.00760339,0,0.0219099,0.0048138,0.0407284,0.0185271,0.0097765,0.0358543,0.00824839,0.070165,0.00905751,0.0189358,0.00795566,0.00896821,0.007905,0.0123631,0.00433613,0.00728691,0.0118877,0.0213897,0.00546968,0.0165665,0,0,0.0167164,0,0.022791,0.0110795,0.0479446,0.0135373,0.0180549,0.00340359,0.00998656,0.0439453,0.0023184,0.0381251,0.00478803,0.00435609,0.00340096,0.00609058,0.00275025,0.00262209,0.0161039,0.0251576,0.00839397,0.0223315,0,0,0,0.0204185,0.000864804,0.115629,0.0126639,0,0,0
24,0,0,0,0,0,0,0.0136914,0.0185693,0,0,0,0.00862439,0.0187936,0.0210817,0,0,0.00780141,0,0.0219146,0.00476884,0.0410307,0.0228614,0.00929895,0.0359884,0.00817818,0.0700925,0.00898373,0.0184623,0.00889187,0.0103612,0.00821572,0.00828312,0.00446953,0.00722495,0.013273,0.0213538,0.00610956,0.0166226,0,0,0.0171903,0,0.0227415,0.0113293,0.0467221,0.0136374,0.0176942,0.00321148,0.0100135,0.0429046,0.00243108,0.0373394,0.00537584,0.0050526,0.00288195,0.00561704,0.00250321,0.00222952,0.0160261,0.0252605,0.00900951,0.0219988,0,0,0,0.0204097,0.00085281,0.114692,0.013145,0,0,0
25,0,0,0,0,0,0,0.0137996,0.0182798,0,0,0,0.0118641,0.0188162,0.0233547,0,0,0.00797931,0,0.0217401,0.00473783,0.0414149,0.0266328,0.00901678,0.0355273,0.00822343,0.0702271,0.00879788,0.0180066,0.00981253,0.0116407,0.00855115,0.00855865,0.00468545,0.00709865,0.0149251,0.0213222,0.00704509,0.0167961,0,0,0.0178576,0,0.0226765,0.0116531,0.045752,0.0142754,0.0174433,0.00329353,0.00970154,0.0419562,0.00280052,0.0367506,0.00602513,0.00555081,0.00251716,0.00545101,0.0026224,0.00287871,0.0172025,0.0255086,0.00965752,0.0215151,0,0,0,0.0203177,0.000969428,0.113558,0.0135417,0,0,0
26,0,0,0,0,0,0,0.0138595,0.0180022,0,0,0,0.0155666,0.0189643,0.0247681,0,0,0.00828057,0,0.0216858,0.00482867,0.0418628,0.0281532,0.00888974,0.0345113,0.0082441,0.0704157,0.00869951,0.0176748,0.0105814,0.0125569,0.00876608,0.0122994,0.00495667,0.00699016,0.0166089,0.0212877,0.00778076,0.0169555,0,0,0.018499,0,0.0226095,0.011996,0.0455821,0.0149161,0.0173882,0.00370352,0.00911167,0.0410638,0.00316219,0.0368099,0.00599662,0.00589043,0.00223207,0.00518968,0.00292952,0.00406433,0.0188778,0.0258254,0.0102272,0.0209435,0,0,0,0.0202296,0.00112113,0.1125,0.0137901,0,0,0
27,0,0,0,0,0,0,0.0140787,0.0178208,0,0,0,0.01949,0.0192938,0.0249949,0,0,0.00882824,0,0.0218413,0.00492317,0.0423835,0.0269609,0.00880924,0.0331572,0.00826067,0.070692,0.00870881,0.0175327,0.010947,0.012951,0.00869233,0.0168421,0.00524294,0.00689009,0.0185098,0.0212569,0.00783799,0.0170939,0,0,0.0190172,0,0.0225381,0.0123023,0.046265,0.0147307,0.0175178,0.00371102,0.00849204,0.0406281,0.00339426,0.0375446,0.00527389,0.00604474,0.00205772,0.0046296,0.00295133,0.00474326,0.0207745,0.0261225,0.0106796,0.0205867,0,0,0,0.0200725,0.00148543,0.111402,0.0139055,0,0,0
28,0,0,0,0,0,0,0.0143367,0.0176957,0,0,0,0.0235328,0.0194973,0.0243567,0,0,0.00920488,0,0.0219168,0.00510499,0.042878,0.024665,0.00880936,0.0315275,0.00834033,0.0710746,0.00893566,0.0174124,0.0110991,0.0127849,0.00806017,0.0223295,0.00558078,0.00679597,0.0208043,0.0209886,0.00774346,0.0170553,0,0,0.0197987,0,0.022961,0.0127205,0.0474403,0.0142805,0.0178415,0.00304138,0.00799106,0.0404122,0.00370987,0.0385087,0.00452082,0.00635841,0.00182788,0.00415029,0.00283369,0.00500403,0.0229518,0.0263399,0.0115028,0.0203199,0,0,0,0.0199409,0,0.110412,0.0139474,0,0,0
29,0,0,0,0,0,0,0.0149228,0.0180391,0,0,0,0.0277168,0.0194916,0.0246383,0,0,0.00908231,0,0.021795,0.00528782,0.0431618,0.0235003,0.00919365,0.0294642,0.00843932,0.0713227,0.0094061,0.0175134,0.0115919,0.0127509,0.00713592,0.0291104,0.00578364,0.00665901,0.0224732,0.0213849,0.00766152,0.0177482,0,0,0.0200207,0,0.0225773,0.0127306,0.0483255,0.0137412,0.018322,0.00291198,0.00746324,0.0419931,0.00424259,0.0391931,0.00410056,0.00693953,0.00147001,0.00378976,0.00268794,0.00508173,0.025438,0.0267521,0.0109963,0.0205982,0,0,0,0.0198793,0.00206982,0.109614,0.0144802,0,0,0
30,0,0,0,0,0,0,0.0152674,0.0182334,0,0,0,0.0322883,0.0195702,0.0262334,0,0,0.00924895,0,0.0215978,0.00548291,0.0430844,0.025166,0.00967484,0.0274359,0.00840921,0.0716187,0.00978126,0.0176317,0.0128393,0.0136221,0.00692568,0.0354673,0.00581356,0.0064831,0.0241074,0.0211796,0.00772294,0.0181396,0,0,0.0207087,0,0.0231001,0.0130761,0.0488062,0.0132171,0.0189155,0.00440486,0.0071165,0.0428798,0.00483115,0.039542,0.00395972,0.00758196,0.000923396,0.00353711,0.00256126,0.00485186,0.0268216,0.0274438,0.0116867,0.0207095,0,0,0,0.0200002,0,0.108648,0.0148332,0,0,0
31,0,0,0,0,0,0,0.0154189,0.0184561,0,0,0,0.0370047,0.0197498,0.0287437,0,0,0.0097407,0,0.021487,0.00574939,0.0426473,0.0284031,0.0101749,0.0259113,0.00836238,0.0715937,0.0100474,0.0178097,0.0147929,0.0156929,0.00767945,0.0403199,0.00564423,0.0063326,0.0258325,0.0214808,0.00785554,0.0184271,0,0,0.0205286,0,0.0227268,0.0128858,0.0490049,0.0126327,0.0195869,0.00566939,0.00705484,0.0434384,0.00534028,0.03962,0.00397274,0.00795805,0.000649413,0.00320034,0.00222856,0.0041578,0.0276017,0.0277693,0.0107067,0.020807,0,0,0,0.0202972,0.0015377,0.107809,0.0150608,0,0,0
32,0,0,0,0,0,0,0.015424,0.0186076,0,0,0,0.0405881,0.0199551,0.032231,0,0,0.0100302,0,0.0216742,0.00591353,0.0418395,0.0322205,0.010432,0.0246134,0.00821645,0.0715239,0.0104659,0.0180643,0.0169478,0.0184538,0.0093176,0.0430239,0.00545378,0.00633788,0.0264259,0.021506,0.00780546,0.018693,0,0,0.0207379,0,0.0226767,0.0128924,0.0490426,0.0118035,0.0203452,0.00595427,0.00706325,0.044336,0.00572538,0.0394978,0.00404482,0.00829693,0.00118151,0.0028511,0.00181107,0.003371,0.0287705,0.0283398,0.0106996,0.0209529,0,0,0,0.0206833,0.00172279,0.107213,0.0151849,0,0,0
33,0,0,0,0,0,0,0.0152772,0.0185772,0,0,0,0.0431707,0.0199255,0.035751,0,0,0.0100523,0,0.021704,0.00576301,0.0406409,0.0365321,0.0104597,0.0237444,0.00798567,0.0717056,0.0107394,0.0182868,0.018862,0.0212171,0.0102637,0.0440632,0.00511995,0.00639544,0.0271784,0.0215064,0.00785111,0.0187013,0,0,0.0208026,0,0.0226007,0.0128829,0.0492841,0.0109755,0.0211097,0.00620091,0.00728807,0.044875,0.00605855,0.0393373,0.00412635,0.00864565,0.00195323,0.00264956,0.00154735,0.00293013,0.029284,0.0285079,0.0109442,0.0209923,0,0,0,0.0210499,0.00258012,0.10667,0.0151268,0,0,0
34,0,0,0,0,0,0,0.0151073,0.0185085,0,0,0,0.0446162,0.0196982,0.0388281,0,0,0.00957242,0,0.0215329,0.00548129,0.0392147,0.0406153,0.0103655,0.0230628,0.0078454,0.071882,0.0108432,0.0183861,0.0204625,0.0236302,0.012063,0.0445942,0.004668,0.00639782,0.0276526,0.0211955,0.00803569,0.0187327,0,0,0.0209599,0,0.0230347,0.0129793,0.0498166,0.010254,0.0218712,0.00666741,0.00761326,0.0448434,0.0062556,0.0392303,0.00418668,0.00898274,0.00265268,0.00259798,0.00153429,0.00295397,0.0292345,0.0285045,0.0115939,0.0209054,0,0,0,0.0214608,0,0.105993,0.0150632,0,0,0
35,0,0,0,0,0,0,0.0149565,0.0183244,0,0,0,0.0455174,0.0196002,0.0409702,0,0,0.00890198,0,0.0215306,0.00512382,0.0376799,0.0443747,0.0100754,0.0224199,0.00777689,0.0721415,0.0108647,0.0183612,0.0219263,0.0254988,0.0134871,0.0445938,0.00417052,0.00640027,0.0277139,0.0211609,0.00832435,0.0187407,0,0,0.0205152,0,0.0229884,0.0126534,0.0505231,0.00965843,0.0226325,0.00728138,0.00795449,0.0448259,0.00648331,0.0392072,0.00421132,0.00935886,0.00327937,0.0026692,0.00174712,0.00328147,0.028748,0.0281932,0.0114174,0.0208185,0,0,0,0.021768,0,0.105394,0.01502,0,0,0
36,0,0,0,0,0,0,0.0148535,0.0181641,0,0,0,0.0460502,0.0195514,0.0420815,0,0,0.00820977,0,0.0216304,0.00470812,0.0363653,0.0468926,0.00973504,0.0218247,0.0077334,0.0724963,0.0109831,0.0181976,0.0231522,0.0266588,0.0140843,0.0441953,0.00392069,0.0064382,0.027587,0.0211932,0.00869904,0.0187829,0,0,0.0202559,0,0.0230111,0.0124585,0.0512939,0.00930265,0.0233345,0.00800442,0.00832553,0.0449388,0.00666236,0.0392698,0.00421669,0.00967033,0.00398404,0.00281856,0.00214292,0.00380632,0.0279722,0.0278052,0.0113774,0.0208131,0,0,0,0.021915,0,0.105026,0.0150096,0,0,0
37,0,0,0,0,0,0,0.0147952,0.0181587,0,0,0,0.0463598,0.0194001,0.0422646,0,0,0.0076166,0,0.0216671,0.00444927,0.0354447,0.0478021,0.00939067,0.0212219,0.00763603,0.0729565,0.0109854,0.0179433,0.0234778,0.0268586,0.0140333,0.0441084,0.00392009,0.0065393,0.0276926,0.0211913,0.00931049,0.0189508,0,0,0.0202828,0,0.0229829,0.0124409,0.0520738,0.0093948,0.0239314,0.0087916,0.00873525,0.0451181,0.00671586,0.0393387,0.00419167,0.00977531,0.00484323,0.00302398,0.00275253,0.00458853,0.0269195,0.0276922,0.0113882,0.0209316,0,0,0,0.0219155,0,0.104092,0.0150716,0,0,0
38,0,0,0,0,0,0,0.014623,0.0179653,0,0,0,0.0463649,0.0192652,0.0414947,0,0,0.00712429,0,0.0216951,0.00431779,0.0349925,0.0475295,0.00904536,0.0204503,0.00736405,0.0731888,0.0111047,0.0176733,0.0230461,0.0263381,0.0135872,0.0443668,0.00378444,0.00668993,0.02727,0.0210741,0.0100792,0.0188904,0,0,0.0200501,0,0.0229,0.0122722,0.0527826,0.00999649,0.0244756,0.00945303,0.00904015,0.0447329,0.00666894,0.0394774,0.00407989,0.00963796,0.00576051,0.00326942,0.00355391,0.00566951,0.026205,0.0272674,0.0110232,0.020699,0,0,0,0.0217923,0,0.103426,0.0149616,0,0,0
