Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RWRA,STRN,T10,x71,x72,x70,R5FT,LHEE,L5HD,REAR,RHEE,RFHD,RUPA,LTIBP,LTIBI,LTHI,LWRB
127,0,0,0,0,0,0,0.054376,0.0375763,0,0,0,0.0274148,0.0244068,0.0717362,0,0,0.0334408,0,0.0205374,0.0130867,0.0365844,0.0126009,0.00938538,0.0344222,0.0282751,0.00955147,0.0102543,0.0180066,0.0164911,0.0184467,0.0327534,0.0312234,0.00666257,0.0183692,0.0118148,0.0108091,0.0616102,0,0.0413398,0.017463,0.0268243,0.0535676,0.0102251,0.0103777,0.0370155,0.0827834,0.0169521,0.0380516,0.0165622,0.0165973,0.00996444,0.00672809,0.0118525,0.0170754,0.0278874,0.0175266,0.041583,0.0508239,0,0,0,0.0172046,0.0200676,0.0198326,0,0.0193634,0,0.0434685,0.00712976,0.0130967,0.00622852,0
128,0,0,0,0,0,0,0.0542925,0.037428,0,0,0,0.0279221,0.0246017,0.0718612,0,0,0.0334041,0,0.0205091,0.0131302,0.0363963,0.012745,0.00934964,0.0342578,0.0281506,0.00961188,0.0103036,0.0179673,0.0167714,0.0187265,0.0334749,0.031153,0.0067371,0.0183544,0.0116944,0.010679,0.0614916,0,0.0413316,0.0174609,0.0268593,0.053114,0.0102411,0.00996827,0.0372366,0.0826033,0.016705,0.037457,0.0155902,0.0157671,0.0100792,0.00676738,0.0120265,0.017614,0.0267098,0.0175827,0.0414428,0.0506903,0,0,0,0.0161472,0.0204693,0.0197097,0,0.0193657,0,0.043318,0.00706429,0.0131142,0.00633885,0
129,0,0,0,0,0,0,0.0542632,0.0372943,0,0,0,0.028351,0.0248076,0.071933,0,0,0.0333415,0,0.0204904,0.0130685,0.0361097,0.0128606,0.00927065,0.0341911,0.0280578,0.00964127,0.0103339,0.017879,0.0171532,0.0191167,0.0340481,0.0308047,0.00681176,0.0183229,0.0115203,0.0106828,0.0613997,0,0.0413133,0.017436,0.0268728,0.0527283,0.0103493,0.0097665,0.0373476,0.0824759,0.0161964,0.0368191,0.0149496,0.0148711,0.009916,0.00672478,0.0121228,0.0178386,0.0253273,0.0176037,0.0413288,0.0505911,0,0,0,0.0150787,0.0205079,0.0196091,0,0.0190711,0,0.0431728,0.00699274,0.0132843,0.00649499,0
130,0,0,0,0,0,0,0.0542747,0.0371906,0,0,0,0.028613,0.0249184,0.0719494,0,0,0.0333351,0,0.0204998,0.0129893,0.035792,0.0129492,0.00920152,0.0341877,0.0279868,0.00969427,0.0102866,0.0177542,0.0174404,0.0196332,0.0344195,0.0305989,0.00689322,0.0182935,0.0112232,0.0108065,0.0613417,0,0.0412666,0.0174192,0.0269257,0.0524039,0.0104815,0.0096413,0.0374027,0.0823927,0.0158044,0.0361329,0.014236,0.0140032,0.00966858,0.00660394,0.0120338,0.0177896,0.0239455,0.0176156,0.0412863,0.0505345,0,0,0,0.0142394,0.0204986,0.0195226,0,0.0185885,0,0.0429773,0.00694726,0.0134467,0.00649904,0
131,0,0,0,0,0,0,0.0543069,0.037117,0,0,0,0.0287435,0.024882,0.0719165,0,0,0.0333227,0,0.0204997,0.0129382,0.0354841,0.0129916,0.00925454,0.0342483,0.0279321,0.00978094,0.0101424,0.0176525,0.0175568,0.0199683,0.0346999,0.0304871,0.0069805,0.0182711,0.0107094,0.0109262,0.0613164,0,0.0411706,0.0174078,0.0269537,0.0521082,0.0105771,0.00953572,0.0375792,0.0822987,0.0155397,0.0354334,0.0136662,0.0131664,0.00960346,0.00645334,0.0117149,0.0173047,0.0227059,0.0176027,0.0412089,0.0504998,0,0,0,0.0136573,0.020561,0.0194189,0,0.0181673,0,0.0428578,0.00696031,0.0132685,0.00659703,0
132,0,0,0,0,0,0,0.0543338,0.0370734,0,0,0,0.0287075,0.0247918,0.0718245,0,0,0.0332964,0,0.0204654,0.0128755,0.035262,0.0130182,0.00923449,0.0342979,0.0278831,0.0097966,0.0100329,0.0175654,0.0176136,0.0198664,0.0349998,0.0304676,0.00702332,0.0182155,0.00999373,0.011015,0.0613103,0,0.0410024,0.0173571,0.0268849,0.0517987,0.0106302,0.00945688,0.0377138,0.0822068,0.0153139,0.0347154,0.0132202,0.0123309,0.0095399,0.00637006,0.0110418,0.0161367,0.0217258,0.0175723,0.041009,0.0504421,0,0,0,0.0132916,0.020742,0.0193136,0,0.0173376,0,0.0427597,0.00700899,0.0130765,0.00676953,0
133,0,0,0,0,0,0,0.054353,0.0370739,0,0,0,0.0284457,0.0246863,0.0717286,0,0,0.0332453,0,0.020457,0.0128232,0.0351339,0.0131085,0.0090323,0.0343402,0.0278726,0.0097828,0.00991534,0.0174747,0.0176806,0.0197255,0.0351253,0.0305506,0.00705459,0.0181586,0.00946635,0.0111046,0.0612891,0,0.0407727,0.0173098,0.02685,0.0515284,0.0106332,0.009478,0.0378175,0.0821591,0.0150903,0.0339871,0.0129398,0.0115786,0.00920059,0.00628529,0.010118,0.014335,0.0207739,0.0174996,0.0408496,0.0503792,0,0,0,0.0128112,0.0209601,0.019247,0,0.0162756,0,0.0426409,0.00704996,0.0131836,0.00691688,0
134,0,0,0,0,0,0,0.0543775,0.0371069,0,0,0,0.0281948,0.0245513,0.0716193,0,0,0.0332005,0,0.0204561,0.0128098,0.0350832,0.0131499,0.00890409,0.0343919,0.0278691,0.00978164,0.00983761,0.0172992,0.0177414,0.0198662,0.0350897,0.0306382,0.0071236,0.0180972,0.00925255,0.0113075,0.0612706,0,0.040582,0.0172575,0.026877,0.051323,0.0106987,0.00970588,0.0378241,0.0821714,0.0148759,0.0331979,0.0127786,0.0108201,0.00856733,0.00611814,0.00922322,0.012243,0.0193325,0.0174476,0.0407667,0.0503136,0,0,0,0.0121597,0.0211377,0.019197,0,0.0150418,0,0.0424922,0.00703648,0.0132722,0.00677673,0
135,0,0,0,0,0,0,0.0543889,0.0371709,0,0,0,0.0280256,0.024429,0.0714919,0,0,0.0331646,0,0.0204729,0.0128251,0.0351182,0.0131441,0.00896667,0.0344615,0.0278577,0.00972075,0.00974893,0.0171008,0.0177438,0.0200206,0.0350561,0.03036,0.0071983,0.0180608,0.00912734,0.0115459,0.0612742,0,0.0404702,0.0172306,0.0269278,0.0511947,0.0107474,0.0101593,0.0378035,0.082225,0.0146748,0.0323624,0.0128445,0.0100899,0.00792211,0.00583787,0.00835912,0.0101343,0.017151,0.0174247,0.0407374,0.0502559,0,0,0,0.0111936,0.0213084,0.0191869,0,0.0142112,0,0.0422855,0.00702837,0.0132198,0.00672754,0
136,0,0,0,0,0,0,0.0543983,0.0372458,0,0,0,0.0278275,0.0243651,0.0713377,0,0,0.0331718,0,0.0204429,0.0128253,0.0351724,0.0130945,0.009049,0.0345056,0.0278517,0.00963776,0.00966647,0.0169071,0.0177748,0.0201207,0.0350513,0.0300228,0.00724111,0.0180254,0.00910458,0.0117655,0.0612897,0,0.040402,0.0172028,0.0269729,0.0511179,0.0107516,0.0106836,0.0378748,0.0822372,0.0145057,0.0315014,0.0131443,0.00944909,0.00716831,0.00560766,0.00729834,0.0084265,0.0145141,0.0173926,0.040804,0.0502155,0,0,0,0.0103263,0.0214924,0.01915,0,0.013301,0,0.0420463,0.00701326,0.0131025,0.00693351,0
137,0,0,0,0,0,0,0.0544121,0.0373254,0,0,0,0.0276759,0.0244102,0.0711986,0,0,0.033136,0,0.0203848,0.0127773,0.0352127,0.0130818,0.00899455,0.0346531,0.0278955,0.00959875,0.00957877,0.0167286,0.0178998,0.0203008,0.0351039,0.0299093,0.00728275,0.0179818,0.00917289,0.0120387,0.0613072,0,0.0403121,0.0171577,0.0269954,0.0511531,0.010707,0.0112152,0.0378787,0.0822531,0.0144172,0.030559,0.0136551,0.00894941,0.00627001,0.00529414,0.00622703,0.00704994,0.0114238,0.0173729,0.0409227,0.0502199,0,0,0,0.010064,0.0217654,0.0190915,0,0.0124229,0,0.0419426,0.00696855,0.0130089,0.00715367,0
138,0,0,0,0,0,0,0.0544652,0.0374342,0,0,0,0.0276664,0.0245452,0.0710229,0,0,0.0330461,0,0.0203689,0.0127027,0.0352465,0.0130692,0.00892706,0.0348314,0.0279973,0.00962318,0.0095106,0.016563,0.0180665,0.0205779,0.0352527,0.0299977,0.00733829,0.0179066,0.0092404,0.012374,0.0613444,0,0.0401832,0.0170782,0.0269386,0.051321,0.0106265,0.011777,0.0379859,0.082301,0.0143678,0.0295394,0.0143771,0.00867113,0.00534809,0.00493466,0.00514567,0.00601754,0.00843298,0.0173512,0.0410662,0.0502815,0,0,0,0.0108768,0.0221754,0.0190132,0,0.0114699,0,0.0418737,0.00688375,0.013238,0.00730919,0
139,0,0,0,0,0,0,0.0545204,0.0376224,0,0,0,0.0277594,0.0247382,0.0708213,0,0,0.0328667,0,0.0203486,0.0125788,0.0352428,0.0129652,0.00893384,0.0349925,0.0280678,0.00959775,0.00949085,0.0164138,0.0182334,0.0206743,0.0355064,0.0301004,0.00738597,0.0178113,0.00934021,0.012745,0.0614023,0,0.0399986,0.0169651,0.0268461,0.0516167,0.0105218,0.012373,0.038197,0.0823712,0.014327,0.0284852,0.0153752,0.00868248,0.00453891,0.00488192,0.00385958,0.00527548,0.00761122,0.0172962,0.0412785,0.0503537,0,0,0,0.0133803,0.0226911,0.0189653,0,0.010851,0,0.0417549,0.00681256,0.0134741,0.00742691,0
140,0,0,0,0,0,0,0.054603,0.03787,0,0,0,0.0277898,0.0248725,0.0705871,0,0,0.0325511,0,0.0203256,0.0124153,0.0352003,0.0128344,0.00891228,0.0352525,0.0281525,0.00957468,0.00944815,0.0162899,0.0183946,0.0207098,0.035702,0.0299559,0.00744728,0.0177472,0.00935846,0.0132241,0.0615028,0,0.0398632,0.0168995,0.0267764,0.0520109,0.0104018,0.0129406,0.0385054,0.0824457,0.0143233,0.0274538,0.0163561,0.00914208,0.00397644,0.00529213,0.00258991,0.00493936,0.0101637,0.0172485,0.041607,0.0504568,0,0,0,0.0169816,0.0232085,0.0189533,0,0.0101037,0,0.0416016,0.00677555,0.0136006,0.0075216,0
141,0,0,0,0,0,0,0.0547489,0.0381,0,0,0,0.0277773,0.0249286,0.0702643,0,0,0.0323124,0,0.0203429,0.0122998,0.0351735,0.0126776,0.00885431,0.0356124,0.028239,0.00951355,0.00938518,0.0161539,0.0185171,0.0209385,0.0358497,0.0297333,0.00754566,0.0177028,0.00929377,0.0137183,0.0616608,0,0.0397876,0.0168689,0.0268224,0.052441,0.0102793,0.0134802,0.0388495,0.0825308,0.0144234,0.0264788,0.0173919,0.0100545,0.00392733,0.00608412,0.00191909,0.00524737,0.0140906,0.0172772,0.0419524,0.0506071,0,0,0,0.0205719,0.0236172,0.0189301,0,0.0091394,0,0.0414719,0.00671782,0.013671,0.00760803,0
142,0,0,0,0,0,0,0.0549137,0.0383191,0,0,0,0.0277362,0.0249582,0.0697567,0,0,0.0322096,0,0.0203392,0.0122311,0.0351765,0.0125302,0.00884174,0.0359053,0.0283802,0.00932777,0.00929965,0.0159901,0.0186171,0.0211168,0.0359931,0.0295444,0.00763338,0.0176498,0.00931941,0.0141824,0.0618467,0,0.039705,0.0168138,0.0268667,0.0528573,0.0101495,0.0139912,0.0392357,0.0826128,0.0147226,0.0255863,0.0184313,0.0112252,0.00447685,0.00711957,0.00231131,0.006154,0.0181857,0.017357,0.042262,0.0507995,0,0,0,0.0238093,0.0239415,0.0188534,0,0.00824324,0,0.0413983,0.00663577,0.0137211,0.00766985,0
143,0,0,0,0,0,0,0.0550374,0.0385553,0,0,0,0.0277123,0.0250335,0.069029,0,0,0.0320789,0,0.0203055,0.0121604,0.035177,0.0124248,0.00886085,0.0361343,0.028509,0.00919314,0.0091807,0.0158102,0.018749,0.0212461,0.0361826,0.0292797,0.0076554,0.0175893,0.00929799,0.0145707,0.0619991,0,0.0396352,0.0167253,0.0267916,0.0532422,0.0100175,0.0144038,0.0396597,0.082697,0.0151565,0.0247464,0.0194661,0.0124805,0.00547366,0.0082994,0.00331442,0.00739385,0.0219117,0.0173665,0.0425889,0.0509551,0,0,0,0.0265263,0.0242883,0.0187875,0,0.00790859,0,0.0414053,0.00654498,0.0138433,0.00767881,0
144,0,0,0,0,0,0,0.0551145,0.0387791,0,0,0,0.0278144,0.0251374,0.0685887,0,0,0.0318993,0,0.0202777,0.0120862,0.035171,0.0123202,0.00886768,0.0363456,0.028618,0.00915259,0.00906544,0.0156596,0.0189098,0.021432,0.0364696,0.0292098,0.00765378,0.0175424,0.00945351,0.0148859,0.0621119,0,0.0396634,0.016668,0.0267728,0.0536324,0.0098925,0.014768,0.0399953,0.0827539,0.0155936,0.0239979,0.0203366,0.0138283,0.00652814,0.00948567,0.00451525,0.00844491,0.0249256,0.0173943,0.0429188,0.0510803,0,0,0,0.0286829,0.0247593,0.0187649,0,0.00778134,0,0.0414506,0.00645484,0.0140169,0.00764216,0
145,0,0,0,0,0,0,0.0551614,0.0389825,0,0,0,0.0279649,0.0253321,0.0684082,0,0,0.0317879,0,0.0202541,0.01202,0.0351704,0.0122808,0.0088906,0.0365372,0.0286987,0.00917005,0.00901213,0.0155486,0.0190549,0.0216345,0.0367992,0.0290882,0.00770391,0.0174908,0.00987087,0.0151623,0.0621907,0,0.0396808,0.0166055,0.0268612,0.053993,0.00982786,0.0151084,0.0403337,0.0827876,0.0159377,0.0234728,0.0209343,0.0147938,0.00734082,0.0105062,0.00551644,0.00906449,0.027108,0.0174475,0.0431969,0.051177,0,0,0,0.0300945,0.025359,0.0187146,0,0.00802959,0,0.0415327,0.00638507,0.0141846,0.00765774,0
146,0,0,0,0,0,0,0.0552064,0.0391892,0,0,0,0.0281659,0.0254804,0.0683242,0,0,0.031507,0,0.0202433,0.0118626,0.0351475,0.0123085,0.00893675,0.036639,0.0287569,0.00917691,0.00898968,0.0154427,0.019148,0.0217682,0.0369558,0.0291702,0.00776963,0.0174236,0.0101657,0.015352,0.0622413,0,0.0396188,0.0165323,0.0269177,0.0543268,0.00976709,0.0152348,0.0406646,0.0828285,0.0161799,0.0232768,0.0211859,0.0151853,0.00779463,0.0111765,0.00599371,0.00917872,0.0281632,0.017506,0.0434296,0.0512798,0,0,0,0.0304139,0.025718,0.0186581,0,0.00832336,0,0.0415603,0.00633442,0.0142457,0.00794389,0
147,0,0,0,0,0,0,0.0552489,0.0393415,0,0,0,0.0283366,0.0255158,0.0683239,0,0,0.0311941,0,0.0202084,0.011696,0.0350638,0.0123886,0.00893814,0.0366277,0.0287607,0.00919868,0.00893243,0.0153001,0.0192363,0.0218279,0.0370351,0.0291962,0.00783392,0.0173672,0.0103751,0.0154594,0.0622128,0,0.0395369,0.016478,0.0268415,0.0546008,0.00973668,0.0151434,0.0409385,0.0828122,0.0162626,0.023389,0.0210305,0.015096,0.00784744,0.0114309,0.00605305,0.0087569,0.0279108,0.0175531,0.043586,0.051352,0,0,0,0.0297793,0.0257821,0.0186072,0,0.00880422,0,0.0414713,0.00627318,0.0142868,0.00822742,0
148,0,0,0,0,0,0,0.0553251,0.0394413,0,0,0,0.0283446,0.0254188,0.06842,0,0,0.0308824,0,0.0201878,0.0115864,0.0349522,0.0124999,0.00893274,0.0365564,0.0287518,0.0092621,0.00885577,0.0151812,0.0194484,0.0218554,0.0372032,0.0290026,0.00788489,0.01731,0.0104353,0.0154542,0.0621953,0,0.0393564,0.0164204,0.0268088,0.0548109,0.00968795,0.0148225,0.041148,0.0827951,0.0161902,0.0237885,0.0205507,0.0146362,0.0075576,0.0112741,0.00576311,0.00791594,0.0264381,0.017552,0.0436657,0.0513934,0,0,0,0.0282474,0.0258851,0.0185476,0,0.0093254,0,0.0413151,0.00623285,0.0144064,0.00815005,0
149,0,0,0,0,0,0,0.0554631,0.0394651,0,0,0,0.0283081,0.0252247,0.0686084,0,0,0.0306756,0,0.0201813,0.0115225,0.0348343,0.0126485,0.00902204,0.0364334,0.0288028,0.00931553,0.00878618,0.0150647,0.0194349,0.0219192,0.0374204,0.0285278,0.0079409,0.0172431,0.0102669,0.0153282,0.0622416,0,0.0390147,0.0163526,0.026713,0.0549004,0.00961334,0.0145168,0.0412734,0.0827328,0.0159626,0.0243297,0.0199069,0.0139062,0.00700686,0.0107548,0.00520149,0.00684707,0.0240464,0.0175498,0.0436731,0.0514296,0,0,0,0.0260676,0.0259612,0.0184504,0,0.00969011,0,0.0410674,0.00623025,0.0146191,0.00785903,0
150,0,0,0,0,0,0,0.0556702,0.0394393,0,0,0,0.0281721,0.0249985,0.0688996,0,0,0.0305651,0,0.0201116,0.0114452,0.0346807,0.0128166,0.00904066,0.0362287,0.0288837,0.00943391,0.00871291,0.0148729,0.0193967,0.0218912,0.0374361,0.0284935,0.00796356,0.0171737,0.00999355,0.015125,0.0623569,0,0.0385146,0.0162671,0.0268511,0.0548393,0.00950683,0.014335,0.0411523,0.0826863,0.0156494,0.0249955,0.0191801,0.0129699,0.00631497,0.00997123,0.00435384,0.00572264,0.0210884,0.0175323,0.0436305,0.0514864,0,0,0,0.0235181,0.0259788,0.0183715,0,0.0101845,0,0.0407272,0.00622698,0.0147187,0.00766676,0
151,0,0,0,0,0,0,0.0559389,0.0393521,0,0,0,0.0279922,0.0247451,0.0691502,0,0,0.0305619,0,0.0200357,0.0114151,0.0345613,0.0130001,0.00912171,0.0359539,0.0290034,0.00967296,0.00872718,0.0145855,0.0194389,0.0218116,0.037463,0.0285448,0.00796303,0.0171014,0.00974265,0.0149,0.0624895,0,0.0379595,0.0161756,0.0266962,0.0546095,0.00938096,0.0141864,0.040969,0.0825731,0.0152795,0.0257847,0.0183552,0.0117971,0.00558179,0.00904868,0.00321738,0.00456622,0.0177583,0.0175635,0.0435228,0.0515412,0,0,0,0.0205795,0.0260105,0.0183367,0,0.0108244,0,0.0403126,0.00621019,0.0147306,0.00769336,0
152,0,0,0,0,0,0,0.0562492,0.0392195,0,0,0,0.027731,0.0243915,0.0694052,0,0,0.030648,0,0.0199497,0.0115054,0.0344535,0.0132172,0.00925796,0.035567,0.0292148,0.0100528,0.00883743,0.014266,0.0194938,0.0217112,0.0375149,0.028666,0.00794489,0.0170456,0.00965566,0.0146375,0.0626682,0,0.0374644,0.0161003,0.0264273,0.0542296,0.00925072,0.0139773,0.0407988,0.0824441,0.0148065,0.0265763,0.0174565,0.0104194,0.00497182,0.00805213,0.00201803,0.00386047,0.0145296,0.0176859,0.0433178,0.0516744,0,0,0,0.0172244,0.026058,0.0183236,0,0.0112996,0,0.0399227,0.00619672,0.0147033,0.00775241,0
153,0,0,0,0,0,0,0.056599,0.0390901,0,0,0,0.0272441,0.0238441,0.0696349,0,0,0.0307153,0,0.0198818,0.011633,0.034447,0.0135023,0.00960674,0.0351217,0.0296434,0.0104724,0.00903682,0.0139061,0.0195551,0.021612,0.0374034,0.028799,0.00790032,0.0170127,0.00939853,0.0143365,0.062893,0,0.0370562,0.0160601,0.0262263,0.0537232,0.00913482,0.0134238,0.0406248,0.0823469,0.0142293,0.0273839,0.0164114,0.00892783,0.00457356,0.00694995,0.00126756,0.00400097,0.0117704,0.0178742,0.0430652,0.0518868,0,0,0,0.0134208,0.0257113,0.0183474,0,0.0120054,0,0.0396509,0.00619199,0.0147031,0.00792969,0
154,0,0,0,0,0,0,0.0569269,0.0390603,0,0,0,0.0265125,0.0231189,0.0698298,0,0,0.0307382,0,0.0198098,0.0116973,0.03456,0.013802,0.0100886,0.0346539,0.0300818,0.0108622,0.0093683,0.0135435,0.0195268,0.0215624,0.0370515,0.02888,0.00785131,0.016971,0.00903194,0.0139701,0.0631141,0,0.0367317,0.0159962,0.0261138,0.0531499,0.00898073,0.0125044,0.040434,0.0822584,0.0137063,0.0282422,0.0152417,0.00752261,0.00450449,0.00587792,0.00192714,0.00476113,0.0103521,0.0180563,0.042839,0.0521983,0,0,0,0.00945757,0.025205,0.018365,0,0.0134689,0,0.039479,0.00621891,0.0145892,0.00817343,0
155,0,0,0,0,0,0,0.0572019,0.03914,0,0,0,0.0254505,0.0222627,0.070012,0,0,0.0307386,0,0.0197641,0.0116524,0.0347733,0.0139652,0.010722,0.0341947,0.0304527,0.0112436,0.00981778,0.0131644,0.0190986,0.0213548,0.0363538,0.028999,0.00784482,0.0169221,0.00913805,0.0135672,0.0633655,0,0.0365003,0.0159082,0.0260883,0.0526823,0.00866111,0.0114962,0.04031,0.0821316,0.0132429,0.0291853,0.0141243,0.00647941,0.00540038,0.00532153,0.00327863,0.00641294,0.0124432,0.0182375,0.0426966,0.0526806,0,0,0,0.0062634,0.024734,0.0183638,0,0.0169645,0,0.0394042,0.00628202,0.0143636,0.00838821,0
156,0,0,0,0,0,0,0.0573188,0.039357,0,0,0,0.0239501,0.0211387,0.0701802,0,0,0.0306723,0,0.0197336,0.0115391,0.0350903,0.0141819,0.0114745,0.0340643,0.0306075,0.0116613,0.0103762,0.0127779,0.0185119,0.0209198,0.0350624,0.0289652,0.00786593,0.0168855,0.010868,0.0133314,0.0637006,0,0.0363988,0.0158298,0.0261052,0.0526127,0.00806587,0.0113415,0.0405941,0.0820169,0.012724,0.030027,0.0134492,0.0056067,0.00788951,0.00565583,0.00487123,0.010012,0.0192384,0.0184274,0.0427383,0.0533196,0,0,0,0.00737113,0.0241961,0.0183547,0,0.0215481,0,0.0394571,0.00634627,0.0140867,0.00852084,0
157,0,0,0,0,0,0,0.0572251,0.0395901,0,0,0,0.0218213,0.0195987,0.0703836,0,0,0.0305375,0,0.0196746,0.0114104,0.0353633,0.0143992,0.0121527,0.0343339,0.0304119,0.0122391,0.0110558,0.0124777,0.0177209,0.0201718,0.0329548,0.0288102,0.00790985,0.0168483,0.0139621,0.0133742,0.0641429,0,0.0363413,0.0157509,0.0262086,0.0530816,0.00746198,0.0127068,0.0410854,0.0818305,0.0119298,0.0304473,0.0135914,0.00462099,0.0107316,0.00649084,0.00688887,0.0152348,0.0267435,0.0186585,0.0428569,0.053903,0,0,0,0.0107603,0.023365,0.0183106,0,0.0239469,0,0.0395924,0.00650228,0.013728,0.00851407,0
158,0,0,0,0,0,0,0.0570394,0.0396183,0,0,0,0.0192051,0.0179166,0.0704349,0,0,0.0304531,0,0.0196145,0.011345,0.0357245,0.0145028,0.0125879,0.0346495,0.0300277,0.012844,0.0117278,0.012262,0.0167094,0.0190898,0.030276,0.0285643,0.00795183,0.0167919,0.0147062,0.0136882,0.0645011,0,0.0361743,0.0156549,0.0262633,0.0533554,0.00724002,0.0141888,0.0413677,0.0814649,0.0111186,0.0304725,0.0140647,0.00449829,0.011236,0.00663625,0.00754192,0.0169948,0.0301016,0.0188941,0.0427931,0.0541423,0,0,0,0.0130866,0.0222333,0.0182512,0,0.0231741,0,0.0396816,0.00675614,0.0132039,0.0079777,0
159,0,0,0,0,0,0,0.056987,0.0395018,0,0,0,0.0163788,0.0164435,0.070163,0,0,0.0304891,0,0.0195396,0.0113516,0.0362782,0.0144773,0.0131757,0.0348438,0.0297687,0.0133123,0.0123526,0.0119893,0.0156063,0.0177919,0.027315,0.0284511,0.00796867,0.0167441,0.0126514,0.0138643,0.0646302,0,0.0358543,0.0155711,0.0261946,0.0528855,0.00736567,0.0137902,0.0413882,0.0811195,0.0104661,0.030362,0.0138673,0.00463477,0.00987307,0.00526707,0.00685388,0.0153293,0.0268777,0.0190578,0.0425344,0.0538887,0,0,0,0.0123727,0.0211452,0.0182311,0,0.0206052,0,0.0396103,0.00703352,0.0127205,0.00735618,0
160,0,0,0,0,0,0,0.0570767,0.0394131,0,0,0,0.0132319,0.0152622,0.0696701,0,0,0.0305522,0,0.0194972,0.0114473,0.0367655,0.0143344,0.0139515,0.0350327,0.0298458,0.0134913,0.0129613,0.0116271,0.0144616,0.0164251,0.0239961,0.0285983,0.00799575,0.0167051,0.0106862,0.0141115,0.0646412,0,0.0355216,0.0155277,0.0261177,0.0521783,0.00761841,0.0113525,0.0412064,0.0810879,0.0102194,0.0306461,0.0128737,0.00439286,0.00827903,0.00362392,0.00645029,0.0133036,0.0225024,0.0190914,0.0422487,0.0533755,0,0,0,0.0101808,0.0200853,0.0182685,0,0.0183498,0,0.0393671,0.00731,0.0122083,0.0069429,0
161,0,0,0,0,0,0,0.0572164,0.039356,0,0,0,0.00978531,0.0144201,0.0691499,0,0,0.0305332,0,0.0194733,0.0114467,0.0370337,0.0140924,0.0145902,0.0351917,0.0301292,0.0133985,0.0135131,0.0113041,0.0131651,0.0149058,0.0201166,0.0288497,0.00800212,0.0166959,0.0100053,0.0145269,0.0644626,0,0.035374,0.0156068,0.0261937,0.0519068,0.00787665,0.0102475,0.041063,0.0813293,0.0105224,0.0314952,0.0116367,0.00437673,0.00778443,0.00303788,0.00673432,0.0123411,0.021346,0.0190951,0.0421481,0.052908,0,0,0,0.00960959,0.018994,0.0183207,0,0.0173425,0,0.0392085,0.00768009,0.0116347,0.00673411,0
162,0,0,0,0,0,0,0.0573511,0.0393289,0,0,0,0.00676284,0.0141553,0.068728,0,0,0.030431,0,0.0194406,0.0113727,0.0372321,0.0138417,0.0148968,0.0351949,0.0303303,0.0129882,0.0140353,0.0111805,0.0116868,0.0131428,0.0160272,0.0287652,0.00800004,0.0166678,0.0101,0.0149967,0.0641459,0,0.0352318,0.0156048,0.0262278,0.0523208,0.00803033,0.0107854,0.0408855,0.0817941,0.011148,0.0327335,0.0103955,0.00474988,0.00787327,0.00325578,0.00715075,0.0119505,0.0235146,0.0191587,0.0421693,0.0526666,0,0,0,0.0122562,0.0179804,0.0183244,0,0.0170155,0,0.0391527,0.00820896,0.0111139,0.0065236,0
163,0,0,0,0,0,0,0.0574275,0.0393476,0,0,0,0.00654787,0.0144953,0.068618,0,0,0.0302142,0,0.019421,0.0113162,0.0375079,0.0137535,0.0151892,0.0349443,0.0302677,0.0124243,0.0145074,0.0112004,0.0101528,0.0112656,0.0134603,0.0286344,0.00802122,0.0166398,0.0104079,0.015225,0.063908,0,0.0350237,0.01552,0.0261958,0.0529089,0.00796443,0.0112475,0.0405785,0.0822876,0.0115975,0.0339448,0.00929968,0.00498434,0.00863305,0.00364992,0.00770616,0.0119801,0.0264427,0.0192707,0.0421746,0.0527263,0,0,0,0.0159247,0.017222,0.0183023,0,0.0172804,0,0.0391719,0.008912,0.0105477,0.00619576,0
164,0,0,0,0,0,0,0.0574677,0.0393995,0,0,0,0.00993057,0.0155442,0.0687968,0,0,0.0299016,0,0.0194245,0.0113589,0.0379171,0.0139069,0.0153567,0.0345964,0.0301548,0.0118086,0.0149234,0.0113305,0.00864737,0.00967808,0.0138771,0.0282928,0.00809063,0.0166112,0.0108674,0.0151046,0.0640158,0,0.0348623,0.0154444,0.0261789,0.0528039,0.00768919,0.0115451,0.040164,0.0826039,0.0114272,0.0345524,0.00846161,0.00470471,0.00918074,0.00403768,0.00813663,0.0121194,0.0278791,0.01931,0.0421265,0.0530348,0,0,0,0.0167803,0.0168392,0.0182598,0,0.0177271,0,0.0392206,0.00971382,0.0100704,0.00609693,0
