Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x72,x73,LHEE,LILC,LTHI,R5HD,RWRB
182,0,0,0,0,0,0,0.0192537,0.0192499,0,0,0,0.0229062,0.0193902,0.0179393,0,0,0.0110506,0,0.0224778,0.00206994,0.0341417,0.0128046,0.0149459,0.00883786,0.0101431,0.00733532,0.0214123,0.00482512,0.00604449,0.00523608,0.0227219,0.019232,0.0107854,0.00781254,0.00709842,0.00967453,0.02865,0,0,0.0247666,0,0.0219624,0.016577,0.0628809,0.0157353,0.0311735,0.00471062,0.00442126,0.0720003,0.00653896,0.0525081,0.00791311,0.00300353,0.00372605,0.00327784,0.00600425,0.00690354,0.0120521,0.0392797,0.0170965,0.0227636,0.022929,0,0,0,0.0205496,0.0187299,0.0116702,0.0195476,0.00806154
183,0,0,0,0,0,0,0.0191378,0.019064,0,0,0,0.0228571,0.0194035,0.0171902,0,0,0.0110352,0,0.0224416,0.00216532,0.0340501,0.010755,0.0150022,0.00880765,0.00785685,0.00571489,0.0207307,0.0038433,0.00513392,0.00545595,0.0220817,0.0194302,0.0107795,0.0077831,0.00684319,0.00995024,0.0285211,0,0,0.0247675,0,0.0219641,0.0165832,0.0636668,0.0154077,0.0316527,0.00398873,0.00433251,0.0716764,0.00650195,0.0527406,0.00744328,0.00211145,0.00377804,0.00315586,0.00579898,0.00584812,0.0117239,0.0391338,0.0171421,0.0225054,0.0228232,0,0,0,0.0202567,0.0178677,0.0107577,0.0195443,0.0081379
184,0,0,0,0,0,0,0.0192001,0.0188972,0,0,0,0.0224507,0.0194059,0.0171881,0,0,0.0111691,0,0.0224158,0.00218132,0.0338913,0.00960214,0.0151894,0.00886829,0.00585088,0.00469573,0.0208629,0.00252473,0.00407612,0.00631099,0.0216222,0.0188923,0.0108624,0.00779064,0.00677201,0.0103187,0.0287094,0,0,0.0250398,0,0.0219516,0.0167512,0.0646154,0.0150706,0.0322682,0.00391501,0.00416548,0.071643,0.00630962,0.0527112,0.00706561,0.0015529,0.00397469,0.00324442,0.00572257,0.00496616,0.0115269,0.0392222,0.0172527,0.0223577,0.0229622,0,0,0,0.0217386,0.0167629,0.0109995,0.0195405,0.00819559
185,0,0,0,0,0,0,0.0193886,0.018777,0,0,0,0.0215672,0.0193715,0.0172114,0,0,0.0113579,0,0.0224083,0.00215674,0.033868,0.00957492,0.0152232,0.00896423,0.00551532,0.00544198,0.0224372,0.00206263,0.00379432,0.00681499,0.0218496,0.0179229,0.010993,0.00781712,0.00699291,0.0107346,0.0293054,0,0,0.0257003,0,0.021843,0.0171198,0.0658996,0.0147018,0.0331256,0.0043741,0.00378992,0.0720879,0.00587727,0.0523214,0.00682814,0.00174923,0.0042682,0.00348536,0.00569155,0.00427545,0.0113276,0.0397455,0.0174312,0.0222833,0.0235162,0,0,0,0.0244755,0.015581,0.0120731,0.0194718,0.00828242
186,0,0,0,0,0,0,0.0188853,0.0182222,0,0,0,0.0219291,0.0193236,0.0156496,0,0,0.0113514,0,0.0223959,0.00225957,0.0339111,0.010043,0.014984,0.00893757,0.00552494,0.0073639,0.0240364,0.00334314,0.00490576,0.00673703,0.0224118,0.0185253,0.0109526,0.00785096,0.00738911,0.0109976,0.0292536,0,0,0.0261837,0,0.0217404,0.0173385,0.0673893,0.0140477,0.0339498,0.00499599,0.00343321,0.0712341,0.00540382,0.0519632,0.00687632,0.00230844,0.00446348,0.00366385,0.00550233,0.00373598,0.0109982,0.0398413,0.0175453,0.0216698,0.023659,0,0,0,0.0267416,0.0148381,0.0125311,0.0193964,0.00843452
187,0,0,0,0,0,0,0.0189568,0.0180582,0,0,0,0.0238418,0.0192459,0.0143643,0,0,0.0110151,0,0.022458,0.00228967,0.0337217,0.00849872,0.0144423,0.00879882,0.00516624,0.00796869,0.0241045,0.00507827,0.00642877,0.00693592,0.0217885,0.020685,0.0106753,0.00790428,0.00831738,0.0109252,0.0298045,0,0,0.0265983,0,0.0216557,0.0176172,0.0687245,0.0125928,0.0344743,0.00544287,0.00328766,0.0718424,0.00505595,0.0518823,0.00718789,0.00279109,0.00443338,0.00366194,0.0050759,0.00337652,0.0106391,0.0403224,0.0177946,0.0214443,0.024287,0,0,0,0.0268812,0.0148453,0.0120227,0.0193254,0.00863722
188,0,0,0,0,0,0,0.01932,0.0180285,0,0,0,0.0237506,0.0190884,0.0142766,0,0,0.0103544,0,0.0225279,0.00231694,0.0336032,0.00558754,0.0139386,0.00847376,0.00376851,0.00621593,0.0224963,0.00562504,0.00800476,0.00734323,0.0199211,0.0210532,0.010121,0.0079821,0.00965346,0.0104266,0.0299355,0,0,0.0266612,0,0.0216405,0.0177367,0.0695857,0.0104503,0.0346176,0.00602008,0.00319754,0.0725021,0.00480096,0.0519832,0.00771149,0.0033069,0.00428174,0.00357982,0.0044956,0.0040524,0.0105316,0.0404922,0.0179053,0.0213359,0.0243244,0,0,0,0.0256452,0.0152147,0.0105301,0.0192789,0.00893748
189,0,0,0,0,0,0,0.019393,0.0179729,0,0,0,0.0211064,0.0188802,0.0151476,0,0,0.00955686,0,0.0225725,0.00226883,0.0337792,0.00551095,0.0134974,0.00815032,0.00357613,0.00366318,0.0202711,0.00548632,0.00939144,0.00776542,0.0178496,0.0203755,0.00960789,0.00807022,0.0112144,0.00955878,0.0294028,0,0,0.0264219,0,0.0216281,0.0175973,0.0699395,0.00789555,0.0344371,0.00695636,0.00322301,0.0724085,0.00463075,0.0520075,0.00832192,0.00404436,0.00425388,0.0034446,0.00396612,0.00572797,0.0111346,0.0402381,0.0177868,0.0212874,0.0240827,0,0,0,0.0242649,0.0155659,0.00890938,0.0192293,0.00931739
190,0,0,0,0,0,0,0.0199101,0.0186442,0,0,0,0.0200361,0.0187018,0.0160442,0,0,0.00873117,0,0.022665,0.00208667,0.0343094,0.0084018,0.0131044,0.00817228,0.00660269,0.00325272,0.0188294,0.00591097,0.0107142,0.00802151,0.0161791,0.0212161,0.00935788,0.0081955,0.0115463,0.00853982,0.0298878,0,0,0.0266048,0,0.0215648,0.0176287,0.0699187,0.00515609,0.0341954,0.00838315,0.0034245,0.0741147,0.00443985,0.0517401,0.00898944,0.0049371,0.00412488,0.00342995,0.00359929,0.00754445,0.0132556,0.0409014,0.0180469,0.0221191,0.0241615,0,0,0,0.0226123,0.0156705,0.00833328,0.0191347,0.00956326
191,0,0,0,0,0,0,0.0194047,0.0189113,0,0,0,0.0211789,0.0186095,0.0166352,0,0,0.00817708,0,0.0227418,0.0019438,0.0349622,0.0106419,0.0127293,0.0083098,0.00870438,0.00406387,0.0185562,0.00620879,0.0119427,0.00835676,0.0152752,0.0232147,0.00905323,0.00827626,0.0110791,0.00752917,0.0294591,0,0,0.0261743,0,0.0215868,0.0173291,0.0697812,0.00244262,0.0340597,0.0102519,0.00361083,0.0737305,0.00419115,0.0510815,0.00967675,0.0060485,0.00410381,0.00341442,0.00354635,0.00921999,0.0166486,0.0406001,0.0181052,0.022589,0.0234,0,0,0,0.0209878,0.0153737,0.00918753,0.0191187,0.00906134
192,0,0,0,0,0,0,0.0190253,0.0189757,0,0,0,0.0218961,0.0185804,0.0171371,0,0,0.00798248,0,0.0227727,0.0017658,0.035508,0.0118673,0.0123366,0.00859678,0.00896429,0.00490616,0.0191536,0.00646857,0.0132981,0.00884869,0.0149399,0.0246024,0.00889444,0.0083007,0.0122082,0.00652426,0.0289829,0,0,0.0254356,0,0.0216971,0.0169236,0.0695086,0.00240238,0.0341224,0.012249,0.00358409,0.0729866,0.00392795,0.0502003,0.0105243,0.00740421,0.00398898,0.00341115,0.00365675,0.0104693,0.0182292,0.0399985,0.0180735,0.0228125,0.022583,0,0,0,0.0201903,0.0148881,0.0102004,0.0191745,0.0082427
193,0,0,0,0,0,0,0.0188837,0.0189954,0,0,0,0.0221482,0.01861,0.0170179,0,0,0.00804225,0,0.0227067,0.00160037,0.0356813,0.0126716,0.0120595,0.00887562,0.00827486,0.00582266,0.019961,0.00717946,0.0144163,0.00894217,0.015113,0.0248287,0.00894183,0.00826159,0.0126249,0.00570179,0.0285385,0,0,0.0247068,0,0.0217398,0.0165516,0.0690688,0.00544535,0.0342509,0.014038,0.00333391,0.0724391,0.00367345,0.0493273,0.0115471,0.00877092,0.00368551,0.00335613,0.00380025,0.011234,0.0184829,0.0392651,0.0176873,0.0228788,0.0219787,0,0,0,0.0197268,0.0145957,0.0103458,0.0192304,0.0080778
194,0,0,0,0,0,0,0.0181999,0.0186014,0,0,0,0.0223648,0.0187212,0.0161877,0,0,0.00829414,0,0.0226185,0.00175063,0.0356542,0.0135084,0.0117609,0.00915395,0.00816538,0.00671764,0.0204562,0.00800421,0.0149526,0.0085542,0.0155281,0.0253838,0.00917585,0.00819402,0.0117266,0.00526027,0.0274072,0,0,0.0238127,0,0.0218716,0.0159518,0.0685531,0.00898303,0.0341767,0.015287,0.00297252,0.0706176,0.00351178,0.0485925,0.0125921,0.00983089,0.00331457,0.00318961,0.0040254,0.0115843,0.017507,0.0378809,0.0173559,0.022497,0.0210941,0,0,0,0.018862,0.0145878,0.00995212,0.0193367,0.00758056
195,0,0,0,0,0,0,0.018006,0.0185012,0,0,0,0.0221866,0.0188621,0.0148552,0,0,0.0087212,0,0.0225439,0.00202507,0.0357321,0.0145027,0.0112287,0.00941657,0.00905424,0.00716203,0.020326,0.008318,0.0149396,0.0081369,0.0158068,0.0255968,0.0097162,0.00811223,0.0105933,0.00558694,0.027429,0,0,0.0232066,0,0.0219531,0.01543,0.0680921,0.0121775,0.033885,0.0158519,0.00258028,0.0701463,0.00344826,0.0479973,0.0134422,0.0103794,0.00314518,0.00297907,0.00434551,0.011805,0.0158265,0.0370832,0.0170425,0.0224806,0.0212714,0,0,0,0.0171554,0.0148237,0.00973607,0.019418,0.00726337
196,0,0,0,0,0,0,0.0180048,0.0185197,0,0,0,0.0213783,0.0190211,0.0134692,0,0,0.009216,0,0.022472,0.00234207,0.0360764,0.0152944,0.0106658,0.00966323,0.0102541,0.00722371,0.0196452,0.00824335,0.0146015,0.00802809,0.0157217,0.0250895,0.0100776,0.00798917,0.0102368,0.00622132,0.0277871,0,0,0.0225491,0,0.0220316,0.014946,0.0677886,0.0146978,0.033528,0.0160686,0.0022459,0.0701549,0.00333923,0.0475527,0.0140922,0.0104369,0.00307347,0.00269622,0.00441251,0.0116748,0.0141096,0.0364335,0.0169448,0.0224937,0.0218924,0,0,0,0.0146908,0.0150167,0.00993792,0.0195012,0.00710933
197,0,0,0,0,0,0,0.017519,0.0181998,0,0,0,0.0206082,0.0191992,0.0122987,0,0,0.00966381,0,0.0223904,0.00266738,0.0366334,0.0159056,0.0100801,0.00984429,0.0113046,0.00734861,0.0189012,0.00780129,0.0138642,0.00770665,0.0156031,0.024341,0.0103344,0.00786253,0.0114728,0.00714579,0.0274031,0,0,0.0216356,0,0.0221953,0.0143964,0.0676583,0.0165991,0.0331171,0.016371,0.00180002,0.0690956,0.00326283,0.0472288,0.0146421,0.0103239,0.00343424,0.0024309,0.00427283,0.0111828,0.0121456,0.0354194,0.0168342,0.0220929,0.0217593,0,0,0,0.0124345,0.01499,0.0103286,0.0196232,0.0069616
198,0,0,0,0,0,0,0.0175129,0.0182218,0,0,0,0.0202364,0.0193557,0.011621,0,0,0.010021,0,0.0223251,0.00287386,0.0372466,0.0165564,0.00970186,0.0099856,0.0120358,0.00768317,0.0185296,0.00736764,0.0131901,0.00737715,0.0155625,0.0239489,0.0105889,0.00774481,0.0136573,0.00859245,0.0275468,0,0,0.0210699,0,0.0223526,0.014145,0.067414,0.018197,0.0327102,0.0169546,0.00145451,0.069173,0.00329331,0.047022,0.0151992,0.0102414,0.00362292,0.00215244,0.00422493,0.0104424,0.0131547,0.0350455,0.016817,0.0221359,0.0217662,0,0,0,0.0110219,0.0148741,0.0106214,0.0197558,0.00677222
199,0,0,0,0,0,0,0.0174839,0.0183062,0,0,0,0.0203945,0.0194931,0.0116292,0,0,0.0101987,0,0.0222816,0.00304122,0.0376654,0.0168799,0.00926969,0.0101544,0.0123147,0.00803432,0.0185169,0.00725612,0.013165,0.00714919,0.0155338,0.0239906,0.0107781,0.0076356,0.0156892,0.0103995,0.0275896,0,0,0.0206375,0,0.0224916,0.0139054,0.066858,0.0197175,0.0322058,0.0178138,0.00138464,0.069288,0.00343845,0.0469275,0.0158426,0.010298,0.00378984,0.00182009,0.0043925,0.00988801,0.0174583,0.0348571,0.016827,0.0221476,0.0215181,0,0,0,0.0107729,0.0148859,0.0106103,0.0198735,0.00658713
200,0,0,0,0,0,0,0.0175631,0.0185439,0,0,0,0.0210345,0.0195715,0.012622,0,0,0.0103856,0,0.0222469,0.00332705,0.0377811,0.0171267,0.00845897,0.0101718,0.0122319,0.00848222,0.018655,0.00786171,0.0142469,0.00722433,0.0153638,0.0250248,0.0107866,0.00753899,0.0189343,0.0117032,0.0277785,0,0,0.0203851,0,0.0225539,0.0137883,0.065969,0.0208699,0.0316041,0.0187714,0.00143992,0.0698805,0.00359405,0.0470033,0.0165037,0.0104325,0.00401063,0.00157594,0.00472881,0.00963911,0.0202033,0.0350483,0.0165987,0.0222244,0.0212992,0,0,0,0.0112423,0.0151165,0.0104424,0.0199242,0.00643951
201,0,0,0,0,0,0,0.0172999,0.0184399,0,0,0,0.0220991,0.0196352,0.0135213,0,0,0.0104247,0,0.0222194,0.00351092,0.0377303,0.0174391,0.00764053,0.010171,0.011842,0.00896428,0.0187568,0.00877842,0.0157337,0.00748209,0.0151282,0.0265463,0.0107703,0.00746382,0.0206331,0.0122233,0.0274137,0,0,0.0199005,0,0.0226425,0.0134803,0.0649538,0.0217309,0.0309425,0.0193458,0.00166612,0.0694137,0.00374515,0.047021,0.0169736,0.0105515,0.00415973,0.00136463,0.0053909,0.0102154,0.0231075,0.0348647,0.016438,0.0218182,0.0206708,0,0,0,0.0120431,0.0155142,0.0103613,0.0199939,0.00629383
202,0,0,0,0,0,0,0.0170284,0.0182689,0,0,0,0.0231873,0.0196834,0.014031,0,0,0.0103748,0,0.0222114,0.00360261,0.0376599,0.0178487,0.00710228,0.0101238,0.0115683,0.00928109,0.0188027,0.0094985,0.0169624,0.00769989,0.0149338,0.0281657,0.0107097,0.00741285,0.0212402,0.0123765,0.0269792,0,0,0.0195595,0,0.0227038,0.0132203,0.0639429,0.0224856,0.0302658,0.0193945,0.00204418,0.06868,0.00392429,0.0469512,0.0171917,0.0106198,0.00459166,0.0012777,0.00634884,0.0119275,0.0252974,0.0347174,0.0162407,0.0216135,0.020142,0,0,0,0.0125754,0.0158997,0.0104818,0.0200468,0.00617845
203,0,0,0,0,0,0,0.0167365,0.0180866,0,0,0,0.0241585,0.0196976,0.0141112,0,0,0.0102471,0,0.0222276,0.00365529,0.0376726,0.0183017,0.00663332,0.0100131,0.0116689,0.00937832,0.0187852,0.00979958,0.0176409,0.00765058,0.0148451,0.0295952,0.0105574,0.00738547,0.0212723,0.0125784,0.0265627,0,0,0.0193648,0,0.0227526,0.0130423,0.0630387,0.0231932,0.029649,0.0190392,0.00234187,0.06789,0.00416087,0.0467501,0.0172441,0.0107531,0.00548684,0.00129324,0.00739903,0.0143635,0.0262871,0.0346652,0.0160383,0.0216231,0.0198414,0,0,0,0.0125242,0.0162233,0.0106673,0.0200724,0.00610963
204,0,0,0,0,0,0,0.0166425,0.0180837,0,0,0,0.0249432,0.0197064,0.0139818,0,0,0.0101211,0,0.0222505,0.00367731,0.0377618,0.0187458,0.00616544,0.00996684,0.0120773,0.00918478,0.0187604,0.00986921,0.0178833,0.00746282,0.0148324,0.0307668,0.0103305,0.00739425,0.0206354,0.0129433,0.0264501,0,0,0.0192938,0,0.0227556,0.0129939,0.0622129,0.0238055,0.0291639,0.0187832,0.00241439,0.067636,0.00443477,0.0464555,0.017251,0.0110001,0.00639951,0.0013569,0.00843709,0.0166075,0.0260349,0.0348133,0.0159188,0.0215926,0.0198537,0,0,0,0.0121798,0.0165703,0.0107366,0.0200746,0.0061727
205,0,0,0,0,0,0,0.0162974,0.0179655,0,0,0,0.0256151,0.0197033,0.0138375,0,0,0.0100567,0,0.0222558,0.0037339,0.0378667,0.0191758,0.00573037,0.0099289,0.0125311,0.00934646,0.0187025,0.00991259,0.0179582,0.00731206,0.0148451,0.0317268,0.010049,0.00739525,0.0191511,0.0132943,0.0260439,0,0,0.0191276,0,0.0227926,0.0129267,0.0613328,0.0242896,0.0287326,0.0186309,0.00244381,0.0669437,0.00468555,0.0461992,0.0172385,0.0112932,0.00698596,0.00140607,0.0094133,0.0184127,0.0249035,0.0346525,0.0158479,0.0212364,0.0195914,0,0,0,0.0120302,0.0169969,0.0107676,0.0200907,0.006668
206,0,0,0,0,0,0,0.0162219,0.0179548,0,0,0,0.0264582,0.0196692,0.0140075,0,0,0.0100603,0,0.0222436,0.00375398,0.037913,0.0196624,0.00531209,0.00992933,0.0129541,0.00975859,0.0186571,0.0102379,0.018361,0.00742789,0.0148108,0.0326461,0.00978938,0.00741882,0.0168575,0.0135624,0.0259169,0,0,0.0190822,0,0.0228126,0.0128877,0.0603093,0.0243275,0.02831,0.0183328,0.00252166,0.0668417,0.00490338,0.0459611,0.0171694,0.0114399,0.00710855,0.00146585,0.0103897,0.0198242,0.0236846,0.0345999,0.0157971,0.0211845,0.0195053,0,0,0,0.0122539,0.0174683,0.0105677,0.0200757,0.00733896
207,0,0,0,0,0,0,0.0164058,0.0180711,0,0,0,0.0270843,0.0196598,0.0144484,0,0,0.00998367,0,0.0222825,0.00376067,0.0378546,0.0200046,0.00499202,0.010011,0.0133631,0.0100637,0.0186113,0.0108018,0.0189631,0.00772015,0.0147666,0.0334609,0.00962188,0.00742812,0.0148353,0.0137357,0.0261189,0,0,0.0191375,0,0.02275,0.0128799,0.0591569,0.0242937,0.0279133,0.0178303,0.00261458,0.067295,0.00508359,0.0458295,0.0170923,0.0114326,0.00730102,0.00161898,0.0111455,0.020851,0.0220123,0.0346705,0.0157451,0.0213178,0.0195532,0,0,0,0.0128292,0.0179516,0.0102771,0.0200327,0.00724307
208,0,0,0,0,0,0,0.0161258,0.0179391,0,0,0,0.0274,0.0196578,0.014867,0,0,0.00985601,0,0.0223037,0.00378522,0.0377209,0.0200177,0.00479793,0.0100541,0.0136761,0.0101102,0.0185021,0.0112155,0.0192949,0.00754761,0.0146942,0.0340055,0.00952589,0.00743565,0.0132594,0.0139392,0.0257806,0,0,0.019027,0,0.0227026,0.0127948,0.0579223,0.0244574,0.0275041,0.0171945,0.00276683,0.0667069,0.00527901,0.0458218,0.0170523,0.0113337,0.00765763,0.00173522,0.0116206,0.0214552,0.0206457,0.0342596,0.0156465,0.0212202,0.019114,0,0,0,0.0139039,0.0183848,0.0105359,0.0200102,0.00625419
209,0,0,0,0,0,0,0.0161833,0.0180371,0,0,0,0.0275363,0.0196634,0.0151867,0,0,0.00978136,0,0.0223105,0.00374789,0.0375294,0.0198801,0.00451526,0.0101123,0.0138276,0.00999805,0.0183683,0.0110402,0.0194222,0.00723717,0.0146112,0.034335,0.00956222,0.00742837,0.0125736,0.0141477,0.0258515,0,0,0.0190662,0,0.0226905,0.0128393,0.0566467,0.0247199,0.0271514,0.0165079,0.00292481,0.0668017,0.00555411,0.045961,0.0170233,0.0112276,0.00808452,0.00173101,0.0118166,0.0216127,0.0200197,0.0341778,0.0160047,0.0213037,0.0191199,0,0,0,0.0146453,0.0188491,0.0105268,0.0199979,0.00631601
210,0,0,0,0,0,0,0.0164884,0.0182758,0,0,0,0.0278396,0.0196561,0.0153794,0,0,0.0100121,0,0.022309,0.00380384,0.037385,0.0198727,0.00441466,0.0100615,0.0139811,0.00989107,0.0181894,0.0109875,0.0197159,0.00749172,0.0146012,0.0346642,0.00961807,0.00746958,0.0123289,0.014435,0.0262385,0,0,0.0192706,0,0.0226344,0.0130094,0.0553259,0.0249954,0.0268332,0.0158835,0.00306077,0.0675282,0.0059797,0.046089,0.017064,0.0112464,0.00817673,0.0016571,0.0118668,0.02148,0.0203242,0.0343867,0.016072,0.0216253,0.0192463,0,0,0,0.0144065,0.0192947,0.0108917,0.019962,0.00589096
211,0,0,0,0,0,0,0.0161665,0.01819,0,0,0,0.0281867,0.0196407,0.0157117,0,0,0.0101816,0,0.0222527,0.00389831,0.0373086,0.0197453,0.00446284,0.0101656,0.0138889,0.00970479,0.0180518,0.0113257,0.0199057,0.00786799,0.0146306,0.0351,0.00976543,0.00747445,0.0126223,0.0146411,0.0259838,0,0,0.0192972,0,0.0226244,0.0130786,0.0539673,0.0252488,0.0265338,0.015396,0.00317457,0.06705,0.00663449,0.0462443,0.0171997,0.0114769,0.00792384,0.00167209,0.0119734,0.0212044,0.0212618,0.0341034,0.016096,0.0214309,0.019244,0,0,0,0.0143217,0.0197592,0.0107462,0.0199394,0.00624966
212,0,0,0,0,0,0,0.0162972,0.0182495,0,0,0,0.0287508,0.0196445,0.0162145,0,0,0.0103607,0,0.0222196,0.00394035,0.0372805,0.019372,0.00460688,0.0101696,0.0136407,0.0094423,0.0180231,0.0116228,0.0199412,0.00782557,0.0145679,0.0359524,0.0100022,0.00747253,0.0131717,0.014676,0.0262342,0,0,0.0194674,0,0.0225773,0.0132314,0.0526245,0.0253005,0.0263295,0.0149573,0.00322745,0.0673602,0.00747353,0.0464056,0.0173148,0.0118579,0.00787467,0.00199242,0.012009,0.0206347,0.0226864,0.0341804,0.0161438,0.0213411,0.0195399,0,0,0,0.0148179,0.0202887,0.0100481,0.019907,0.00648996
213,0,0,0,0,0,0,0.0161736,0.0180587,0,0,0,0.0295015,0.0196541,0.0168933,0,0,0.0105753,0,0.0221739,0.00398624,0.0372569,0.0185164,0.00484717,0.0101685,0.0132931,0.00915486,0.0180011,0.0119248,0.0200423,0.00786794,0.014515,0.0370247,0.0102702,0.00746841,0.0138484,0.0148775,0.0260767,0,0,0.0195914,0,0.0225615,0.0133362,0.0513794,0.0256185,0.0262444,0.0142968,0.00332722,0.0671019,0.00824909,0.0464432,0.0171741,0.0122001,0.0082513,0.00253273,0.0122108,0.020298,0.0240589,0.0340523,0.0161763,0.021086,0.0192529,0,0,0,0.0155997,0.0207906,0.0100446,0.0198896,0.00648711
214,0,0,0,0,0,0,0.01583,0.0176898,0,0,0,0.0302586,0.0196728,0.0173883,0,0,0.0108655,0,0.022143,0.00411551,0.0373375,0.0178256,0.005021,0.0101424,0.0129537,0.0088526,0.0180148,0.0119171,0.0200831,0.00785368,0.0145642,0.0379995,0.0105611,0.00746071,0.0147049,0.0150495,0.0256103,0,0,0.0196684,0,0.0225491,0.013421,0.0501777,0.025886,0.0260957,0.0133751,0.00340532,0.0663601,0.00877027,0.0463663,0.0167555,0.0123977,0.00882234,0.00317808,0.0125335,0.0201353,0.0253682,0.0337594,0.0162456,0.0206573,0.0185957,0,0,0,0.0165451,0.0212081,0.0107314,0.0198796,0.00652919
215,0,0,0,0,0,0,0.0160626,0.0176269,0,0,0,0.0312715,0.0196734,0.018062,0,0,0.0110785,0,0.0221382,0.00411329,0.0374716,0.017361,0.00520314,0.0102183,0.0126508,0.00852634,0.0180914,0.0119979,0.020333,0.00803846,0.0145464,0.0392039,0.0106844,0.00746968,0.015383,0.0153913,0.0260584,0,0,0.0199965,0,0.0225159,0.0136552,0.0490387,0.0263886,0.0259871,0.0118951,0.00341548,0.0668871,0.00897776,0.0460623,0.0159054,0.0123109,0.00968251,0.00378042,0.013073,0.0202582,0.0264369,0.0340822,0.0164055,0.0205851,0.0189696,0,0,0,0.0174916,0.0216096,0.0110673,0.0198547,0.00663163
216,0,0,0,0,0,0,0.0154565,0.0171119,0,0,0,0.0320535,0.0196975,0.0187467,0,0,0.0114222,0,0.0221163,0.00423156,0.0374631,0.0166411,0.00535667,0.0102705,0.0121216,0.00808532,0.0181544,0.012159,0.0204291,0.00808182,0.014613,0.0401898,0.010797,0.00745493,0.016062,0.0153057,0.0253498,0,0,0.0200318,0,0.0225761,0.0136435,0.0480101,0.0264414,0.025922,0.0100962,0.00356091,0.0656905,0.0092661,0.0456264,0.0147318,0.012078,0.0105288,0.0045415,0.0135077,0.020293,0.0273007,0.033812,0.0168613,0.0199306,0.0182867,0,0,0,0.0184124,0.0219243,0.0111053,0.0198738,0.00701666
217,0,0,0,0,0,0,0.0155042,0.0170564,0,0,0,0.0332788,0.0197113,0.0194637,0,0,0.0117073,0,0.0220884,0.00424596,0.0373063,0.0164121,0.00555668,0.0104061,0.012091,0.00793619,0.0183123,0.0125007,0.0207981,0.00839142,0.0145088,0.0417308,0.0109543,0.00744548,0.016037,0.0148092,0.0256801,0,0,0.0203419,0,0.02254,0.0138647,0.0470155,0.0257219,0.0259865,0.00751738,0.00379982,0.066071,0.00927441,0.045227,0.0129942,0.0115496,0.0116844,0.00584462,0.0140291,0.0205079,0.0278248,0.0342004,0.0166008,0.0198193,0.0185025,0,0,0,0.0189261,0.0222047,0.0113292,0.0198412,0.00723712
218,0,0,0,0,0,0,0.0157341,0.0171513,0,0,0,0.0342201,0.0197678,0.0201297,0,0,0.0119557,0,0.022081,0.00437833,0.0367839,0.0157144,0.00583565,0.0105681,0.0120853,0.00778941,0.018438,0.0129571,0.0211064,0.00843353,0.0145573,0.0430445,0.0111744,0.00741026,0.0153093,0.0138992,0.0261019,0,0,0.0208126,0,0.0225769,0.0141405,0.0458559,0.0236998,0.026198,0.00405967,0.00420402,0.0669671,0.00919024,0.0452258,0.0108315,0.0107378,0.0137862,0.008216,0.0150662,0.0212725,0.0268945,0.0349563,0.0171562,0.019874,0.0187609,0,0,0,0.0194823,0.0224638,0.0116979,0.0198556,0.00724382
219,0,0,0,0,0,0,0.0150456,0.0167591,0,0,0,0.0351659,0.0197871,0.020869,0,0,0.0122511,0,0.0220402,0.00469837,0.0360133,0.0153486,0.00623651,0.0107778,0.0122846,0.00774556,0.0185064,0.0136155,0.0215316,0.00835058,0.0146073,0.0443425,0.011343,0.00737076,0.0133758,0.0135381,0.0258576,0,0,0.0207349,0,0.0226364,0.014072,0.0445204,0.0209252,0.0263739,0.00806317,0.00477662,0.0658815,0.010312,0.0464828,0.0114672,0.0105088,0.0168923,0.0114489,0.0167438,0.0226085,0.0235993,0.0347255,0.0171776,0.0194127,0.0185675,0,0,0,0.019877,0.0228196,0.0120641,0.0198822,0.00752291
220,0,0,0,0,0,0,0.0153589,0.0169668,0,0,0,0.0360413,0.0197641,0.0214686,0,0,0.0122713,0,0.022082,0.00467736,0.0356196,0.0149878,0.0063903,0.0108734,0.0122837,0.00753532,0.0185512,0.0136836,0.0216254,0.00851075,0.0145726,0.0455465,0.0115218,0.00738567,0.0122311,0.013757,0.0266781,0,0,0.0210967,0,0.0226181,0.0142836,0.0439405,0.0204402,0.0265142,0.0105248,0.00494022,0.0668842,0.0107589,0.0465633,0.0120419,0.00988454,0.0177903,0.0123018,0.0170776,0.0229817,0.0217449,0.0354172,0.0173243,0.0196455,0.0191319,0,0,0,0.0202967,0.0232068,0.0120962,0.0198779,0.00752134
