Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
224,0,0,0,0,0,0,0.011696,0.0135861,0,0,0,0.0198351,0.0170599,0.0125219,0,0,0.00914409,0,0.0231905,0.00278452,0.0365054,0.0159563,0.00981095,0.00403446,0.00524444,0.00797714,0.00670426,0.0115474,0.0121277,0.00469142,0.0153848,0.0298742,0.00847202,0.00798343,0.007572,0.0217524,0.015908,0.0208608,0,0,0.0163546,0,0.023082,0.00988432,0.048598,0.0234973,0.0261542,0.0127725,0.00406183,0.0487819,0.00153432,0.0383803,0.0094608,0.00843878,0.0143075,0.0156025,0.0105158,0.0154173,0.0238208,0.0279104,0.0103635,0.0158102,0.0160458,0,0,0,0.0183408,0,0.0125564,0.0296689
225,0,0,0,0,0,0,0.0117634,0.0135936,0,0,0,0.0168775,0.0168624,0.0106535,0,0,0.0096171,0,0.0232849,0.00287576,0.0371434,0.0142655,0.0104879,0.00378667,0.00494583,0.00779564,0.00735471,0.010571,0.0104742,0.00445919,0.0159793,0.0264859,0.00859206,0.0081693,0.00599871,0.0217123,0.0137559,0.0207238,0,0,0.0165064,0,0.023111,0.0101303,0.0482446,0.0225162,0.0260974,0.0129871,0.00399337,0.0487893,0.00178105,0.0386178,0.00887227,0.00812545,0.012244,0.013988,0.00935529,0.01366,0.019805,0.0279593,0.0102278,0.015653,0.0161896,0,0,0,0.0173409,0,0.0120435,0.029982
226,0,0,0,0,0,0,0.0115431,0.0138344,0,0,0,0.0141332,0.0166835,0.00898934,0,0,0.0100793,0,0.0234083,0.00299666,0.0377332,0.0129818,0.0113205,0.00347926,0.00467261,0.00764263,0.00826989,0.00949637,0.00877883,0.00447723,0.016543,0.0230277,0.00870549,0.00831297,0.0051881,0.0217243,0.0115519,0.0204329,0,0,0.0170493,0,0.0231321,0.0104871,0.0478675,0.0205019,0.026277,0.0101944,0.00403501,0.049399,0.00166077,0.0390248,0.00746794,0.00699421,0.00966713,0.0117004,0.00795989,0.0113212,0.015452,0.0286107,0.0105407,0.0157625,0.0162942,0,0,0,0.0161908,0,0.0116434,0.0301189
227,0,0,0,0,0,0,0.0112894,0.0141788,0,0,0,0.0111956,0.0165129,0.00799809,0,0,0.0106074,0,0.0235348,0.00309995,0.0381515,0.0119397,0.0119586,0.00290823,0.00442577,0.00746808,0.00890255,0.00819499,0.00709925,0.00472902,0.0170673,0.0195588,0.00899288,0.00840282,0.00623578,0.0218335,0.0103444,0.0201492,0,0,0.01688,0,0.0232867,0.0104051,0.0478282,0.0188455,0.0266549,0.00711603,0.0042764,0.05009,0.00195347,0.0395281,0.00610097,0.00596543,0.00824393,0.0100031,0.00678968,0.00980897,0.0152381,0.0290371,0.00973438,0.0161075,0.015841,0,0,0,0.0148259,0,0.0113354,0.0300061
228,0,0,0,0,0,0,0.0112349,0.0144149,0,0,0,0.00903835,0.0163133,0.00861271,0,0,0.0110457,0,0.0235979,0.00317767,0.0384249,0.0118685,0.0124132,0.00234754,0.00440879,0.00719304,0.00930371,0.00676264,0.00537138,0.00520156,0.0175627,0.0167522,0.00938763,0.00846355,0.00865446,0.0219081,0.0093363,0.0200108,0,0,0.0165373,0,0.0233448,0.0103047,0.0481545,0.0174249,0.0269665,0.00643822,0.0043623,0.0506913,0.00327945,0.0400273,0.00473984,0.00528959,0.00763861,0.00892049,0.00542838,0.0085113,0.0173044,0.0292136,0.00939303,0.01644,0.0152716,0,0,0,0.013184,0,0.01112,0.0299248
229,0,0,0,0,0,0,0.0113585,0.0144252,0,0,0,0.00970286,0.016159,0.0109744,0,0,0.0113706,0,0.0236522,0.00321956,0.0387646,0.0132852,0.0126658,0.00234282,0.00452726,0.00681043,0.00966231,0.00549914,0.00429527,0.00575837,0.0180133,0.0159235,0.0097186,0.00860762,0.0110722,0.0219406,0.00840597,0.0199794,0,0,0.0162104,0,0.0233934,0.0102085,0.0482692,0.0163821,0.026843,0.00714614,0.0041204,0.0509123,0.00461591,0.0404308,0.00376232,0.00514322,0.00707737,0.00810538,0.00403068,0.00708749,0.0193516,0.0290557,0.00916456,0.0165934,0.0147463,0,0,0,0.0111328,0,0.0108874,0.0302208
230,0,0,0,0,0,0,0.0115982,0.0144098,0,0,0,0.0132733,0.0160268,0.0142024,0,0,0.0116254,0,0.0236681,0.00329004,0.039252,0.0158863,0.0124574,0.00275844,0.00475118,0.00630693,0.00985439,0.00457377,0.00470738,0.00632583,0.0183253,0.0177367,0.00991732,0.00866809,0.0120838,0.0219491,0.00782464,0.0199944,0,0,0.0159593,0,0.0234483,0.0100572,0.0474639,0.0155923,0.0263424,0.00775657,0.00378359,0.0510215,0.0043528,0.0405063,0.00403255,0.00547684,0.00627242,0.00749762,0.00329587,0.00613887,0.0200746,0.0287032,0.00920402,0.0167174,0.0146277,0,0,0,0.00886847,0,0.0107061,0.0308567
231,0,0,0,0,0,0,0.0117796,0.0144016,0,0,0,0.018515,0.0159266,0.0176727,0,0,0.0118708,0,0.0236587,0.0034271,0.0397409,0.01918,0.0119294,0.00325756,0.00502338,0.00563305,0.00998778,0.00423781,0.00638179,0.00677744,0.018496,0.0216635,0.0098931,0.0086452,0.0127088,0.021909,0.00768628,0.0199616,0,0,0.015777,0,0.0235059,0.0099684,0.0460067,0.0147979,0.0258164,0.00748378,0.00339821,0.0509653,0.00354274,0.0400928,0.00492397,0.00588065,0.00512159,0.00716381,0.00329897,0.00523473,0.0193542,0.0282996,0.00943765,0.0167985,0.0149275,0,0,0,0.0068908,0,0.0104859,0.0316085
232,0,0,0,0,0,0,0.0119664,0.0143875,0,0,0,0.0244061,0.0159111,0.0207155,0,0,0.0119997,0,0.0236262,0.00351199,0.0400856,0.0226578,0.0110806,0.00360215,0.00523053,0.00471924,0.0100308,0.0047304,0.00848957,0.00710791,0.0187489,0.026818,0.00967202,0.00866363,0.0132367,0.0218727,0.00796291,0.0200733,0,0,0.0157051,0,0.0234791,0.0100004,0.0446747,0.0143542,0.0256262,0.00629675,0.00300816,0.0508282,0.00293083,0.0396144,0.00559812,0.00616869,0.00423825,0.00703069,0.00375524,0.00483776,0.0188254,0.0281036,0.00969038,0.0167818,0.0153584,0,0,0,0.00599663,0,0.0102695,0.0321932
233,0,0,0,0,0,0,0.0120958,0.0144125,0,0,0,0.0298019,0.0159776,0.0232076,0,0,0.011895,0,0.0235633,0.00352148,0.0403597,0.0259034,0.0100594,0.00367786,0.00537453,0.00408063,0.0098769,0.00586046,0.0105959,0.00724173,0.0190253,0.0323875,0.00933875,0.00862525,0.0137392,0.0218422,0.00839556,0.0203528,0,0,0.0157159,0,0.0233955,0.00993113,0.0441127,0.0146063,0.0257168,0.00472975,0.00274882,0.050732,0.00260369,0.0394533,0.00562048,0.00597727,0.00401595,0.00690395,0.00434708,0.00557117,0.0185294,0.0280725,0.00984716,0.0166913,0.0156584,0,0,0,0.00594281,0,0.0101101,0.0325159
234,0,0,0,0,0,0,0.0122222,0.0145004,0,0,0,0.0345431,0.0160673,0.0249314,0,0,0.0115247,0,0.0235398,0.00347006,0.040588,0.0282016,0.00889267,0.00353136,0.00540408,0.00381348,0.00961179,0.00714242,0.012387,0.00738845,0.0192955,0.0381816,0.00890174,0.0086319,0.0141012,0.0218638,0.00888372,0.0207579,0,0,0.015829,0,0.0233417,0.00983635,0.0446465,0.0149568,0.0259453,0.00344269,0.00263905,0.0507852,0.00241867,0.0397738,0.00511594,0.00542234,0.00414784,0.00667634,0.00485983,0.00673879,0.0187419,0.0281501,0.00997479,0.0166492,0.0158371,0,0,0,0.00607559,0,0.0100864,0.03247
235,0,0,0,0,0,0,0.0122918,0.0146266,0,0,0,0.0391287,0.0161832,0.0258751,0,0,0.0110602,0,0.0235238,0.00332674,0.0407522,0.0288876,0.00760196,0.00317476,0.00526298,0.00387952,0.00935803,0.00821798,0.0134766,0.00749334,0.0195877,0.0443553,0.0084544,0.00860873,0.014566,0.0219105,0.00932665,0.0212494,0,0,0.0160166,0,0.0233605,0.00981444,0.04605,0.0151017,0.0262193,0.00278966,0.00268845,0.0509625,0.00252211,0.040492,0.00448294,0.00491005,0.00421797,0.0064589,0.00518991,0.00752335,0.0190837,0.0283057,0.0101234,0.0166974,0.0159995,0,0,0,0.00624725,0,0.0102978,0.0321156
236,0,0,0,0,0,0,0.0124521,0.014809,0,0,0,0.0444544,0.0163257,0.0263808,0,0,0.0104677,0,0.0234537,0.00307156,0.0408652,0.0277057,0.0071391,0.00269711,0.00496212,0.00410118,0.00916409,0.00904124,0.0139826,0.0074724,0.0198828,0.0511519,0.00788523,0.00856184,0.0154035,0.0219,0.00955646,0.0217111,0,0,0.0160458,0,0.0233728,0.00985439,0.0476116,0.0148993,0.026442,0.00255544,0.00279476,0.0514031,0.00268839,0.0412615,0.0039889,0.00470206,0.00410086,0.00635777,0.00512278,0.00741336,0.0192872,0.0285388,0.0100849,0.0168318,0.0162891,0,0,0,0.00620002,0,0.0106033,0.0316815
237,0,0,0,0,0,0,0.0127503,0.0151013,0,0,0,0.0498703,0.0164786,0.0272147,0,0,0.00969639,0,0.0233457,0.00276292,0.0408201,0.0258098,0.0073537,0.00210628,0.00471485,0.00456018,0.00905919,0.00986209,0.0145189,0.00743358,0.0201522,0.0579168,0.00731828,0.00844895,0.0161374,0.0217444,0.00963196,0.0222425,0,0,0.017517,0,0.0230011,0.0106237,0.0485663,0.0142733,0.0265736,0.00214218,0.00285545,0.0527482,0.00269243,0.0417496,0.00377069,0.00467024,0.00366031,0.00626451,0.00466944,0.0064322,0.0197081,0.029919,0.0121281,0.0170593,0.0167411,0,0,0,0.00608163,0,0.0110277,0.0313488
238,0,0,0,0,0,0,0.0128204,0.0152312,0,0,0,0.0544181,0.0166283,0.0286479,0,0,0.00905343,0,0.0232269,0.00247983,0.0405854,0.0255509,0.00791943,0.00155437,0.00452986,0.0051996,0.0090114,0.0108538,0.0153489,0.00763141,0.0203788,0.0631501,0.00692584,0.00830571,0.0174647,0.0217255,0.00954911,0.0224692,0,0,0.0180886,0,0.0229405,0.010887,0.0488904,0.0133895,0.026626,0.00153486,0.00264695,0.0534198,0.00255748,0.0418058,0.00381876,0.00455057,0.00301736,0.00616629,0.00414017,0.00514166,0.0199332,0.0305746,0.0123396,0.0170731,0.0171346,0,0,0,0.00600339,0,0.0115573,0.0309431
239,0,0,0,0,0,0,0.0128896,0.0154105,0,0,0,0.057661,0.0167876,0.0307482,0,0,0.00860699,0,0.0231532,0.00224447,0.0401752,0.0268176,0.0084169,0.00114602,0.00453461,0.00603314,0.00891207,0.0120673,0.0166909,0.00815322,0.0205836,0.066642,0.00670141,0.00819104,0.0186155,0.0217306,0.00943862,0.0226747,0,0,0.0185805,0,0.022903,0.0110964,0.0490585,0.0127331,0.0266817,0.00128638,0.00216048,0.0541766,0.00239734,0.0416323,0.00396968,0.00440719,0.00278217,0.00615144,0.00381814,0.00402127,0.0200747,0.0312229,0.0124746,0.0171599,0.0173427,0,0,0,0.0061042,0,0.0122051,0.0305561
240,0,0,0,0,0,0,0.01294,0.0155838,0,0,0,0.0596289,0.0169365,0.0329077,0,0,0.00845675,0,0.023117,0.0021152,0.0396636,0.0286097,0.00874953,0.000873424,0.00472643,0.00694032,0.0087834,0.0133458,0.0184668,0.00882666,0.020796,0.0686648,0.00690491,0.00806651,0.0192833,0.0217775,0.0093884,0.0227612,0,0,0.0187663,0,0.022896,0.0110795,0.0494687,0.0122761,0.0268282,0.00166893,0.00154529,0.05477,0.00227253,0.0415025,0.00405453,0.00432677,0.00310279,0.00619018,0.00375379,0.00358089,0.0200106,0.0316567,0.0125434,0.0173302,0.0172858,0,0,0,0.0062866,0,0.0128722,0.0300611
241,0,0,0,0,0,0,0.0130405,0.0156953,0,0,0,0.0605643,0.0169703,0.0347899,0,0,0.00856942,0,0.0231416,0.00210451,0.0391056,0.0303989,0.00890913,0.000722587,0.00499528,0.00787572,0.00860711,0.0145097,0.020246,0.00958972,0.0209833,0.0694208,0.00756201,0.00805191,0.0194802,0.0217808,0.00973335,0.0228603,0,0,0.0189139,0,0.0229171,0.0111853,0.0502067,0.012212,0.0270583,0.00242713,0.000970734,0.0551894,0.00220477,0.0416566,0.00404979,0.00416663,0.00366078,0.00632967,0.0040207,0.0039795,0.019792,0.0319397,0.0126798,0.0174729,0.0172465,0,0,0,0.00636814,0,0.0133664,0.0296497
242,0,0,0,0,0,0,0.0131908,0.0157138,0,0,0,0.0605075,0.0169591,0.0362151,0,0,0.00889237,0,0.0231893,0.00221234,0.038522,0.0319188,0.00913008,0.000806428,0.00535301,0.00881368,0.00848314,0.0155027,0.0218855,0.0102973,0.0210932,0.0692172,0.00812598,0.00806219,0.0195017,0.021776,0.0100978,0.0229393,0,0,0.0190377,0,0.0228723,0.0113019,0.051115,0.0122274,0.0273862,0.00313351,0.000546709,0.0553922,0.00218164,0.0419267,0.00393837,0.0039872,0.00425866,0.00655463,0.00433773,0.00452456,0.0194062,0.0321262,0.0126971,0.0174809,0.0175911,0,0,0,0.00632379,0,0.0136863,0.0292597
243,0,0,0,0,0,0,0.0134366,0.0157398,0,0,0,0.0597706,0.0169685,0.0371752,0,0,0.00931411,0,0.0232415,0.00234341,0.0379995,0.0329791,0.00929831,0.000685843,0.00570099,0.0095638,0.00836146,0.0162373,0.0231523,0.0107677,0.0211541,0.0682715,0.00873966,0.00803487,0.0197124,0.0217919,0.0104254,0.0230928,0,0,0.019228,0,0.0228487,0.0114553,0.0519401,0.0122503,0.0277158,0.00385641,0.000453289,0.0556689,0.00213779,0.0421871,0.00377171,0.00387141,0.00504755,0.00682672,0.00468189,0.0050311,0.0191472,0.032318,0.0126,0.0174211,0.0179125,0,0,0,0.0061519,0,0.0138087,0.0288869
244,0,0,0,0,0,0,0.0134309,0.0157886,0,0,0,0.0586544,0.0169254,0.0375762,0,0,0.00978246,0,0.0232896,0.00250771,0.0375813,0.0339504,0.00920107,0.000897184,0.00598693,0.00993238,0.00825938,0.0165419,0.0238386,0.0109797,0.0211761,0.0670351,0.00938941,0.00801317,0.0203358,0.0218194,0.0108261,0.023362,0,0,0.0194185,0,0.0228832,0.0115384,0.0524847,0.0123049,0.028088,0.00476432,0.000765259,0.0560742,0.00204787,0.0423601,0.00362282,0.00382621,0.00592317,0.00712216,0.00514875,0.00570926,0.0191815,0.0324959,0.0124612,0.0173057,0.0180688,0,0,0,0.00582442,0,0.0136575,0.0286086
245,0,0,0,0,0,0,0.013391,0.0157232,0,0,0,0.0575843,0.0168675,0.0374276,0,0,0.0102237,0,0.0233222,0.00266054,0.0371938,0.0345571,0.00891457,0.000969276,0.00614007,0.0100328,0.00815027,0.0164152,0.0239939,0.0109342,0.0211325,0.0660101,0.00986386,0.00799458,0.0211267,0.0218343,0.0114161,0.0236101,0,0,0.0195567,0,0.022941,0.0116006,0.0528411,0.0125401,0.0284647,0.00586382,0.00123657,0.0563506,0.00189034,0.0424102,0.0034955,0.00370694,0.00693043,0.00741035,0.00574575,0.00674919,0.01924,0.0325988,0.0123615,0.0170404,0.0183611,0,0,0,0.00547102,0,0.0133881,0.0282895
246,0,0,0,0,0,0,0.0134386,0.0155585,0,0,0,0.0568998,0.0168042,0.0369895,0,0,0.0106538,0,0.0233623,0.00283038,0.0365266,0.0344682,0.00857099,0.00091502,0.0061704,0.00998719,0.00794664,0.0163467,0.0238234,0.0106397,0.0210586,0.0651721,0.00996095,0.0079727,0.0217908,0.0218447,0.012111,0.0238199,0,0,0.0195815,0,0.0230036,0.0115984,0.0531844,0.0130892,0.0288674,0.00711836,0.00171927,0.0565606,0.00178952,0.0424208,0.00338134,0.00351082,0.00796423,0.00771834,0.00634314,0.00791507,0.0191367,0.0325626,0.0121557,0.0167526,0.0183845,0,0,0,0.00532242,0,0.0131621,0.0280004
247,0,0,0,0,0,0,0.0136537,0.0154499,0,0,0,0.056433,0.0168212,0.0361518,0,0,0.0109052,0,0.0233917,0.0029423,0.0354697,0.0337053,0.00822361,0.000908619,0.00616983,0.00987924,0.00786347,0.0161617,0.0233181,0.0101469,0.0209459,0.06476,0.00990731,0.00798652,0.022241,0.0217989,0.0129873,0.0241225,0,0,0.0204093,0,0.022805,0.0119981,0.0537865,0.0141406,0.0292806,0.00873196,0.00242255,0.0573562,0.0016609,0.0425335,0.00339174,0.00326786,0.00912591,0.00803353,0.007012,0.00922995,0.0187514,0.0331538,0.0132519,0.0166652,0.0186448,0,0,0,0.0053743,0,0.0128605,0.0277743
248,0,0,0,0,0,0,0.0138045,0.0153927,0,0,0,0.0559125,0.0168121,0.0350419,0,0,0.0111965,0,0.0233994,0.00308283,0.0343633,0.0325682,0.00781474,0.000693296,0.00606487,0.00979068,0.00794964,0.0158174,0.0226021,0.00948425,0.0207351,0.0645345,0.00980002,0.00799196,0.0222789,0.0218179,0.0137174,0.024364,0,0,0.0206958,0,0.0228009,0.0120897,0.0545143,0.0151235,0.0296293,0.0101618,0.00296744,0.0577727,0.00143385,0.0427344,0.00355351,0.00313086,0.0101809,0.00828202,0.00767553,0.0104365,0.0180406,0.0333213,0.0132595,0.0166001,0.0184971,0,0,0,0.00562789,0,0.0125185,0.0273831
249,0,0,0,0,0,0,0.0138644,0.0153485,0,0,0,0.0549088,0.0168084,0.0338823,0,0,0.0113914,0,0.0234401,0.00320423,0.0334858,0.0313267,0.00734351,8.38212e-05,0.00595073,0.00965195,0.00816865,0.0154346,0.0217785,0.00878786,0.0204379,0.0639243,0.00959684,0.00805569,0.0221318,0.0218336,0.0144868,0.0244908,0,0,0.0208881,0,0.0228059,0.0121563,0.0553222,0.0162542,0.0298827,0.0114601,0.0034752,0.0580626,0.00115924,0.0429988,0.0038292,0.00309955,0.0112199,0.00851156,0.0083995,0.0116915,0.0171232,0.0334852,0.013306,0.0165576,0.0185504,0,0,0,0.00597709,0,0.0121944,0.0269993
250,0,0,0,0,0,0,0.0139539,0.0154051,0,0,0,0.0537525,0.0168297,0.0323881,0,0,0.0115647,0,0.023496,0.00323017,0.0328156,0.0300004,0.00691749,0.000742507,0.00586432,0.00954644,0.00828866,0.0150685,0.020915,0.00816137,0.0200931,0.063041,0.00952084,0.00808286,0.0219251,0.0218532,0.015306,0.0247819,0,0,0.0210938,0,0.0228208,0.0122313,0.0561917,0.0173787,0.0300573,0.0126056,0.00397159,0.0584885,0.00097082,0.0432987,0.00416694,0.00309855,0.0122654,0.00880012,0.00910998,0.0129958,0.0161539,0.0337245,0.0133673,0.0166128,0.0185768,0,0,0,0.00646959,0,0.0118376,0.0266464
251,0,0,0,0,0,0,0.0138901,0.0154,0,0,0,0.0527869,0.0168598,0.0307314,0,0,0.0115901,0,0.0235889,0.00328634,0.0324971,0.0288365,0.00671636,0.00088737,0.00583916,0.00939913,0.00835303,0.0145251,0.0201261,0.0077263,0.0197735,0.0620898,0.00946439,0.00816368,0.0216953,0.0218342,0.016132,0.0249093,0,0,0.0212532,0,0.0228025,0.0123075,0.0570807,0.0187309,0.030185,0.0136442,0.00437847,0.0586452,0.000870647,0.0436143,0.004568,0.00313815,0.0132466,0.00913793,0.00973517,0.014272,0.0153093,0.0339171,0.0133322,0.0165876,0.01906,0,0,0,0.00710419,0,0.0115999,0.0262676
252,0,0,0,0,0,0,0.0138591,0.0154478,0,0,0,0.051696,0.0168229,0.0291596,0,0,0.0117235,0,0.0236321,0.00334481,0.0325968,0.0278546,0.00650762,0.000849154,0.00588058,0.00926755,0.00838141,0.0140236,0.0193345,0.00734949,0.019464,0.0609628,0.00941413,0.00822632,0.0215325,0.0218385,0.016978,0.0250439,0,0,0.0213887,0,0.0228028,0.012245,0.0579383,0.0204087,0.0303244,0.0146243,0.00474347,0.0588648,0.000828911,0.0439543,0.00505147,0.00325172,0.0141906,0.00940344,0.0102838,0.015487,0.0147151,0.0340836,0.0134512,0.0165834,0.0194093,0,0,0,0.00772985,0,0.0115948,0.0259332
253,0,0,0,0,0,0,0.0139509,0.0154726,0,0,0,0.0502949,0.0167729,0.0276768,0,0,0.0120575,0,0.0236611,0.00349558,0.0327123,0.0268988,0.00624127,0.00140415,0.00587085,0.00915466,0.00823475,0.0138279,0.0185989,0.00702596,0.0191897,0.0598548,0.00946635,0.0082654,0.021232,0.021893,0.0176212,0.0251189,0,0,0.0212788,0,0.022869,0.0120165,0.0587109,0.0216346,0.030478,0.0153814,0.00498983,0.0589131,0.000531782,0.044299,0.0054372,0.00337489,0.0150193,0.00960018,0.0107161,0.0164142,0.0142753,0.0339939,0.0132701,0.0165482,0.0193591,0,0,0,0.00817873,0,0.0117775,0.025556
254,0,0,0,0,0,0,0.0141876,0.0155994,0,0,0,0.0489153,0.0167584,0.0264786,0,0,0.0121854,0,0.0236721,0.00355165,0.0329262,0.0261914,0.00589871,0.00149176,0.00585921,0.00885863,0.00790185,0.0137834,0.0179835,0.00686819,0.0190391,0.0587251,0.00953961,0.00825546,0.021615,0.021902,0.0186285,0.025499,0,0,0.0216202,0,0.0228569,0.0121906,0.0596027,0.0232608,0.0306497,0.0166735,0.00550345,0.0596225,0.000307766,0.0447622,0.0060607,0.00371413,0.0160485,0.00974686,0.0112305,0.0175965,0.0141548,0.0343555,0.0132142,0.0167234,0.0192019,0,0,0,0.00823841,0,0.0119927,0.0253109
255,0,0,0,0,0,0,0.0142369,0.0155066,0,0,0,0.0479602,0.016725,0.0255924,0,0,0.0124031,0,0.0236842,0.00362537,0.033082,0.0254026,0.00595441,0.0014935,0.00587243,0.00878844,0.00743316,0.013737,0.0178317,0.00700971,0.0189493,0.0577598,0.00978217,0.0082696,0.0218083,0.0218952,0.0192816,0.02561,0,0,0.0215752,0,0.0228786,0.0121721,0.0603358,0.0240727,0.0308029,0.017782,0.00568306,0.0596582,0.000507759,0.0451975,0.00656774,0.00406497,0.0168619,0.00991217,0.0116278,0.0186404,0.0144633,0.0343113,0.0128869,0.0166932,0.0192934,0,0,0,0.00834437,0,0.0124028,0.0249454
256,0,0,0,0,0,0,0.0141693,0.0154175,0,0,0,0.0470321,0.0166806,0.0246482,0,0,0.0122532,0,0.0237194,0.0036754,0.033347,0.0246706,0.00640993,0.00172448,0.00591344,0.00867655,0.00710924,0.0132151,0.0177302,0.0070857,0.0188107,0.0569121,0.00991649,0.00836697,0.0219902,0.0218715,0.0199518,0.0256058,0,0,0.0218873,0,0.022848,0.0122246,0.0611658,0.0251677,0.0308848,0.0191477,0.00587928,0.0597579,0.000323398,0.0455869,0.00723466,0.00452651,0.0177336,0.00997356,0.0119933,0.0197125,0.0149755,0.0344445,0.0132511,0.0167011,0.0196436,0,0,0,0.00843896,0,0.0126982,0.0244876
257,0,0,0,0,0,0,0.0142841,0.0154544,0,0,0,0.045781,0.0166234,0.0237305,0,0,0.0121743,0,0.023736,0.0037301,0.0336549,0.0240559,0.00697704,0.00213531,0.0059204,0.0085761,0.00687717,0.0127083,0.0176026,0.00712878,0.0187412,0.0559369,0.00995259,0.00839643,0.0223457,0.0218784,0.0207186,0.0257366,0,0,0.0219673,0,0.0228762,0.0122028,0.0619557,0.0263708,0.0309805,0.0205589,0.00618318,0.0599403,0.000355605,0.0459693,0.00798531,0.00508174,0.018615,0.00993936,0.012248,0.0206154,0.015738,0.0344426,0.0134121,0.0168004,0.0194509,0,0,0,0.00838837,0,0.0129389,0.0241302
258,0,0,0,0,0,0,0.014453,0.015546,0,0,0,0.043512,0.0165352,0.0224048,0,0,0.0122895,0,0.0237532,0.00380422,0.0342891,0.0233596,0.00698241,0.00211818,0.00598468,0.00832678,0.00656154,0.012241,0.0171191,0.00704438,0.018769,0.0536442,0.0100443,0.00835456,0.0231659,0.0218901,0.0216458,0.0258492,0,0,0.0216137,0,0.0228889,0.0121913,0.0624154,0.0275387,0.0313476,0.0219052,0.00626304,0.0598851,0.000407202,0.0465676,0.00867214,0.00560866,0.0194552,0.00993737,0.0124281,0.0213445,0.0167074,0.0342306,0.0133552,0.0168944,0.0191729,0,0,0,0.00841227,0,0.0134506,0.0242595
259,0,0,0,0,0,0,0.0144306,0.0155062,0,0,0,0.0414205,0.0164991,0.0209913,0,0,0.0124115,0,0.0237571,0.00387864,0.0347286,0.0228025,0.00721455,0.0022386,0.00611588,0.00833216,0.00641417,0.011829,0.0166746,0.00685824,0.0188673,0.0514422,0.0100428,0.00832621,0.0240981,0.0218839,0.022506,0.0257402,0,0,0.0213063,0,0.0228767,0.0121613,0.0629576,0.0285719,0.0315948,0.0232025,0.00652698,0.0595803,0.000284553,0.0471828,0.00947834,0.00612513,0.0201769,0.00986787,0.0124935,0.0220571,0.0176192,0.0340024,0.0131878,0.0168763,0.0191473,0,0,0,0.00844418,0,0.013928,0.0241626
260,0,0,0,0,0,0,0.014297,0.015354,0,0,0,0.0398862,0.0165243,0.0195103,0,0,0.012418,0,0.0237746,0.00388765,0.0348731,0.0216248,0.00803227,0.00240715,0.00628185,0.00862957,0.00659924,0.0112438,0.0165782,0.00647309,0.0189567,0.0497663,0.00998696,0.00833361,0.0248024,0.0218729,0.0231901,0.0256205,0,0,0.0212785,0,0.0229151,0.0121956,0.0636161,0.0294232,0.0316227,0.0244298,0.00689195,0.0590917,0.00048529,0.0477455,0.0102954,0.00668678,0.0207596,0.00984301,0.0123886,0.0225179,0.0183736,0.033768,0.013074,0.0168038,0.019467,0,0,0,0.0084493,0,0.0142471,0.0237364
261,0,0,0,0,0,0,0.0144532,0.0156314,0,0,0,0.0411556,0.0165321,0.019094,0,0,0.0119331,0,0.0237888,0.00379572,0.0331519,0.0208017,0.00994019,0.00502558,0.00642157,0.00899422,0.00616946,0.011427,0.0179312,0.00672995,0.0194468,0.0515884,0.00984296,0.00836388,0.0131653,0.021851,0.0102534,0.0257003,0,0,0.0211921,0,0.0227745,0.0122109,0.0577859,0.019208,0.0349502,0.016514,0.00718545,0.0593304,0.00720935,0.0475451,0.014533,0.00743646,0.00432309,0.00833164,0.00820696,0.0152197,0.0159319,0.0336755,0.0134932,0.0172301,0.0199678,0,0,0,0.00891086,0,0.015341,0.0218113
262,0,0,0,0,0,0,0.0150527,0.0173158,0,0,0,0.0451534,0.017254,0.0179518,0,0,0.00795345,0,0.0231237,0.00138303,0.036401,0.0214079,0.0160034,0.0148162,0.00692017,0.0141735,0.00780098,0.0139575,0.0216758,0.0074145,0.0202064,0.0580823,0.00807562,0.00786308,0.0175444,0.0220437,0.0160218,0.0277324,0,0,0.0276525,0,0.0231571,0.0156987,0.0592983,0.0271383,0.0292657,0.0219603,0.0124735,0.0653033,0.00801642,0.0491375,0.0185704,0.00824016,0.00761736,0.00961885,0.0119491,0.0197101,0.0206891,0.0398886,0.0149825,0.0192588,0.0211287,0,0,0,0.0122227,0,0.0186331,0
