Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M,IMUL_M
All Timesteps RMSE,0.0486402,0.0391662,0,0,0,0,0.0409963,0,0.0309568,0.0427595,0,0,0.0215331,0,0,0.05989,0.0377769,0.0268699,0.0245849,0.0187762,0.0483242,0.0295145,0.030705,0.0359343,0.037471,0.0290143,0.0357605,0.0389146,0.0266601,0.0273018,0.029814,0.044054,0.01825,0.0246154,0.0508266,0,0.0222078,0.0518007,0.04103,0,0,0.0140595,0,0,0.0180977,0.0504821,0.0407556,0.0317915,0.0250311,0.0512068,0.0411621,0.0402917,0.0626562,0.0489841,0.0338055,0.0615871,0.0429367,0.0470499,0.0716679,0.036377,0.0336612,0.0108645,0.00904394,0.0457756,0.0673841,0,0,0,0,0,0,0,0,0,0
0,0.0478569,0.0395821,0,0,0,0,0.0471477,0,0.0305236,0.0438551,0,0,0.0235221,0,0,0.0568359,0.0439714,0.0323884,0.0243064,0.0160169,0.0491394,0.0191343,0.0386998,0.0407654,0.0397638,0.0361296,0.0417859,0.0430547,0.0333941,0.0339277,0.0235933,0.0465035,0.0180673,0.0212116,0.0459236,0,0.0313135,0.0599343,0.0416378,0,0,0.0149131,0,0,0.0172467,0.0493984,0.038276,0.0266343,0.0202058,0.0461348,0.0432126,0.0401696,0.0570037,0.0450378,0.0348399,0.0587521,0.0391631,0.0453162,0.0669804,0.0223703,0.0325979,0.0093104,0.00888496,0.0455461,0.0661717,0,0,0,0,0,0,0,0,0,0
1,0.0477089,0.0397633,0,0,0,0,0.0473826,0,0.0314921,0.0449865,0,0,0.0231532,0,0,0.0567992,0.043378,0.0338502,0.0270817,0.0165418,0.0490089,0.019214,0.0363445,0.0392449,0,0.036002,0.0407147,0.0420959,0.0327813,0.0334198,0.0230182,0.046952,0.0178995,0.0210577,0.0451819,0,0.0312708,0.0603193,0.0411117,0,0,0.014537,0,0,0.0170409,0.0497234,0.0389932,0.0258745,0.019805,0.0449162,0.0423475,0.0407932,0.0571206,0.0452633,0.03476,0.0583743,0.0391921,0.0452477,0.0668073,0.0216436,0.033187,0.00965763,0.00829321,0.0457095,0.0651451,0,0,0,0,0,0,0,0,0,0
2,0.0472782,0.0399615,0,0,0,0,0.048006,0,0.0295991,0.0455296,0,0,0.0231237,0,0,0.0564359,0.0426715,0.0344636,0.0266506,0,0.0482753,0.018963,0.04051,0.0377067,0,0.0360444,0.0407902,0.0426446,0.031055,0.0311799,0.0277536,0.0473729,0.0173613,0.0204831,0.0455054,0,0.0321875,0.0628249,0.0414039,0,0,0.0143723,0,0,0.0170324,0.050359,0.04119,0.0278966,0.0191729,0.0449735,0.0425313,0.0420518,0.0596897,0,0.0360687,0.055714,0.0368062,0.0431086,0.0646604,0.021544,0.033325,0.00962094,0.00827904,0.0464274,0.0646058,0,0,0,0,0,0,0,0,0,0
3,0.0477681,0.0403916,0,0,0,0,0.0463257,0,0.0314503,0.044703,0,0,0.0227903,0,0,0.0573089,0.0411898,0.0337453,0.0270425,0.0177894,0.0480796,0.0189515,0.040398,0.036598,0.0429698,0.0359738,0.0424836,0.0440867,0.033923,0.0345231,0.0245554,0.0469238,0.0171257,0.0208157,0.0439573,0,0.0291293,0.0584924,0.0414394,0,0,0.0148713,0,0,0.0175309,0.0514313,0.0385809,0.0255141,0.0208089,0.0447104,0.0434399,0.0405772,0.0564574,0.0443196,0.0352179,0.0599744,0.0416801,0.0467022,0.0675874,0.0205757,0.0326866,0.00887393,0.00884502,0.0468702,0.0653264,0,0,0,0,0,0,0,0,0,0
4,0.0477845,0.0407741,0,0,0,0,0.0473199,0,0.031079,0.0450903,0,0,0.0226399,0,0,0.0577573,0.0411231,0.0348204,0.0277102,0.0165592,0.0479664,0.0188782,0.0398099,0.0364784,0.0438103,0.0366268,0.0430527,0.0448122,0.0342428,0.0352451,0.0267573,0.0469063,0.0170706,0.0209539,0.0439556,0,0.028932,0.0584638,0.0412747,0,0,0.015049,0,0,0.017575,0.0518558,0.0390735,0.0251393,0.0205685,0.0442849,0.0436928,0.0404402,0.0565794,0.0442446,0.0350727,0.0599169,0.0418124,0.0466944,0.0676432,0.0207814,0.0327179,0.00862744,0.00895674,0.0473901,0.0652266,0,0,0,0,0,0,0,0,0,0
5,0.0480483,0.0412113,0,0,0,0,0.0466193,0,0.0298543,0.0461131,0,0,0.0220939,0,0,0.058435,0.0417373,0.0366303,0.0294838,0,0.0486253,0.0190562,0.0380993,0.0364372,0,0.0377799,0.0427217,0.0443461,0.034109,0.0355692,0.0308979,0.0467458,0.0170586,0.0213063,0.0441207,0,0.028789,0.0599792,0.0403793,0,0,0.014796,0,0,0.0175218,0.0516708,0.040247,0.0239842,0.0198768,0.0434182,0.043175,0.039906,0.0571336,0.0445976,0.0342738,0.0594289,0.0409641,0.0460534,0.0670778,0.0209544,0.0329686,0.00849604,0.00861904,0.0479237,0.0648396,0,0,0,0,0,0,0,0,0,0
6,0.047575,0.0418105,0,0,0,0,0.0465032,0,0.0295668,0.0452604,0,0,0.0223116,0,0,0.0588181,0.04087,0.0346504,0.0281126,0,0.0480498,0.019222,0.0370528,0.0357986,0.0420521,0.03685,0.0430349,0.0449058,0.0341384,0.0348552,0.0302248,0.046203,0.0173019,0.0218491,0.0443277,0,0.0283025,0.0593623,0.0412107,0,0,0.0151169,0,0,0.0178089,0.0526215,0.0400899,0.0241686,0.0198852,0.0437702,0.0443493,0.0398747,0.0569406,0.0445001,0.0343736,0.0599605,0.0409654,0.0462757,0.06717,0.0203815,0.0326276,0.00797703,0.00934243,0.048589,0.0652312,0,0,0,0,0,0,0,0,0,0
7,0.0474225,0.0418586,0,0,0,0,0.0445134,0,0.0297462,0.0452816,0,0,0.0224951,0,0,0.058842,0.0402891,0.0325001,0.0281079,0,0.048786,0.0195871,0.0369995,0.0358188,0.0399072,0.0356226,0.0421813,0.0439034,0.0333572,0.0337783,0.028642,0.0460398,0.0176221,0.0218391,0.044618,0,0.0275991,0.0595298,0.0411971,0,0,0.0152437,0,0,0.0175325,0.053069,0.0402077,0.0237384,0.0195061,0.0441787,0.0443256,0.0396241,0.0575854,0.0448863,0.0341291,0.0598825,0.0407363,0.0460742,0.0667473,0.0197709,0.0326386,0.0081108,0.00911678,0.0487165,0.0652863,0,0,0,0,0,0,0,0,0,0
8,0.0476851,0.0407675,0,0,0,0,0.0449183,0,0.0309417,0.0453856,0,0,0.0232622,0,0,0.0576457,0.0396825,0.0303963,0.0280874,0.0208781,0.0506538,0.020194,0.0384505,0.0367538,0.0372518,0.0336449,0.0408369,0.0423732,0.031396,0.0316161,0.0253259,0.0464935,0.0183933,0.0213237,0.0466376,0,0.0291402,0.0593313,0.0408599,0,0,0.0156798,0,0,0.0168123,0.0534673,0.0406223,0.0235672,0.0177747,0.0457255,0.0437591,0.0398654,0.0596159,0.0458925,0.0338279,0.0587424,0.0389713,0.0446622,0.0660063,0.0204446,0.0328539,0.00865895,0.00839468,0.047755,0.0654502,0,0,0,0,0,0,0,0,0,0
9,0.0474635,0.0409711,0,0,0,0,0.0410464,0,0.0309688,0.0463118,0,0,0.0230783,0,0,0.0574855,0.0390585,0.0290996,0.0295316,0,0.0511316,0.0202626,0.0394642,0.0377725,0,0.0316866,0.0393176,0.0402075,0.0299741,0.0307432,0.0275243,0.0468563,0.0181722,0.0214535,0.0481682,0,0.0276943,0.0599366,0.0405817,0,0,0.0155562,0,0,0.0166014,0.0531148,0.0392439,0.0233928,0.0154216,0.0451958,0.0432877,0,0.0631416,0.0473606,0.0351719,0.0574118,0.0375782,0.0435405,0.065016,0.0205626,0.0332941,0.0089572,0.00787432,0.0481615,0.0646638,0,0,0,0,0,0,0,0,0,0
10,0.0477331,0.0413522,0,0,0,0,0.0397042,0,0.0319035,0.0463945,0,0,0.0230705,0,0,0.058039,0.0379726,0.0261033,0.0295821,0.024462,0.051345,0.0206628,0.0389528,0.0383097,0.0358285,0.0305789,0.0392768,0.0407716,0.0307,0.0316583,0.0245303,0.0464185,0.0183907,0.0238766,0.0474787,0,0.0279107,0.0594791,0.0406885,0,0,0.015545,0,0,0.0166671,0.0549599,0.0409942,0.0220599,0.0175601,0.0456283,0.0434503,0.0393176,0.0608191,0.0456289,0.0331872,0.0581185,0.0384229,0.0437008,0.0653868,0.0191456,0.0330802,0.0087663,0.00800944,0.048333,0.0653437,0,0,0,0,0,0,0,0,0,0
11,0.048219,0.0414211,0,0,0,0,0.0360957,0,0.031236,0.0475586,0,0,0.0227953,0,0,0.0581556,0.0372762,0.0253481,0.0312449,0,0.0522274,0.0210536,0.0382839,0.0383014,0,0.029545,0.0383693,0.0396671,0.0295802,0.0300605,0.027511,0.0464234,0.0186887,0.0241194,0.0472817,0,0.0271659,0.0600556,0.0401478,0,0,0.0153809,0,0,0.016353,0.0554817,0.0415181,0.0208876,0.0172116,0.0453017,0.0426852,0.0387278,0.0611667,0.0465024,0.032562,0.0577277,0.0378084,0.043413,0.064985,0.0182834,0.033511,0.00906407,0.00738492,0.0484685,0.0654179,0,0,0,0,0,0,0,0,0,0
12,0.0482053,0.0416407,0,0,0,0,0.0368229,0,0.0329088,0.0545989,0,0,0.0223207,0,0,0.0578282,0.0366196,0.0314882,0.0397305,0.0946164,0.0532245,0.0214358,0.03559,0.0426876,0,0.0258068,0.0320549,0.0339734,0.0229424,0.024501,0.0271712,0.0468808,0.0188919,0.0221106,0.0477714,0,0.0272569,0.059648,0.0389412,0,0,0.0145996,0,0,0.0157165,0.0583304,0.0424583,0.0178344,0.0177848,0.043226,0.0404535,0.0388698,0.0611679,0.0476298,0.0335838,0.0570577,0.0370198,0.0426737,0.0640378,0.0178481,0.034996,0.0102169,0.00575494,0.0491411,0.0638673,0,0,0,0,0,0,0,0,0,0
13,0.0482179,0.0419922,0,0,0,0,0.0342533,0,0.0333095,0.0540562,0,0,0.0222954,0,0,0.0581653,0.0356695,0.0315226,0.0387928,0.0840952,0.0527485,0.0219333,0.0337588,0.0416966,0,0.0263328,0.0322194,0.0353133,0.0227062,0.0246622,0.0290788,0.0463498,0.0193507,0.0219144,0.0477559,0,0.0266005,0.0592204,0.0391421,0,0,0.01447,0,0,0.015788,0.0588123,0.0426206,0.0176941,0.0178426,0.0426418,0.0403609,0.0384052,0.0616789,0.047724,0.032684,0.0569028,0.0367183,0.0422177,0.0637214,0.0166904,0.0352525,0.010254,0.00555008,0.0494014,0.0643753,0,0,0,0,0,0,0,0,0,0
14,0.0489455,0.0418134,0,0,0,0,0.0322476,0,0.0322866,0.0488623,0,0,0.0220919,0,0,0.0584323,0.035361,0.028001,0.0332193,0.0317003,0.0524302,0.0226655,0.0321185,0.0385597,0,0.0297422,0.0353664,0.0399586,0.025931,0.0282017,0.0313601,0.0461234,0.019241,0.0225096,0.0469699,0,0.0252306,0.0582673,0.0391807,0,0,0.0144266,0,0,0.0161826,0.0573249,0.0422323,0.0186871,0.0177248,0.043258,0.0405619,0.0376381,0.0624223,0.0475385,0.0303742,0.0573316,0.0369595,0.0423381,0.0640028,0.0148452,0.0351261,0.0102456,0.00574252,0.0489708,0.0656705,0,0,0,0,0,0,0,0,0,0
15,0.050388,0.0427309,0,0,0,0,0.0310428,0,0.0320189,0.0461953,0,0,0.0218758,0,0,0.0582646,0.0351813,0.0270576,0.0302638,0.0136181,0.0518377,0.022154,0.0316002,0.036711,0,0.0315328,0.0365913,0.0418317,0.0272048,0.0298045,0.0330614,0.0464532,0.019042,0.022808,0.0459656,0,0.0241741,0.0572972,0.0382072,0,0,0.0146088,0,0,0.0164134,0.0566643,0.0421876,0.0188768,0.0178276,0.0433426,0.0407643,0.0369661,0.0627154,0.0473184,0.02864,0.0574408,0.0370251,0.0422047,0.0641881,0.0130064,0.0347417,0.010083,0.00604812,0.0496682,0.0665386,0,0,0,0,0,0,0,0,0,0
16,0.0496095,0.0419997,0,0,0,0,0.0302025,0,0.0319645,0.0461251,0,0,0.0221198,0,0,0.0586953,0.0343595,0.0269397,0.0294392,0.0131038,0.0511515,0.0236808,0.0314269,0.0364719,0,0.0307952,0.0360959,0.0415611,0.0266914,0.0295849,0.0343568,0.0459623,0.0195569,0.0232769,0.0452562,0,0.023545,0.0564642,0.0391504,0,0,0.0141537,0,0,0.0162381,0.0570853,0.0427099,0.0192819,0.01813,0.0434052,0.0402113,0.0366738,0.0628202,0.0472317,0.0278503,0.0570591,0.0367426,0.041639,0.0641665,0.011317,0.0355938,0.0105464,0.00550315,0.0491188,0.0669146,0,0,0,0,0,0,0,0,0,0
17,0.0498013,0.041968,0,0,0,0,0.0299131,0,0.0319233,0.0460507,0,0,0.0219338,0,0,0.0588874,0.0335945,0.0269085,0.0292808,0.0141258,0.0507396,0.024036,0.0315074,0.0367884,0,0.0298194,0.0352111,0.0409008,0.0257294,0.0289396,0.0350221,0.0460231,0.0199688,0.0234663,0.0450135,0,0.0229766,0.0554316,0.039093,0,0,0.0140639,0,0,0.0161823,0.0573839,0.0432384,0.0191211,0.0188974,0.0434514,0.0398263,0.036235,0.0632308,0.0471413,0.0271379,0.0567236,0.0366141,0.0410363,0.0641998,0.0100256,0.0361247,0.0106557,0.00522885,0.0490572,0.0671835,0,0,0,0,0,0,0,0,0,0
18,0.0498435,0.0420662,0,0,0,0,0.0292472,0,0.0322772,0.0452401,0,0,0.0220353,0,0,0.059252,0.032571,0.0259583,0.0286127,0,0.0501922,0.0244294,0.0320889,0.0367767,0,0.0290933,0.0352541,0.0410535,0.0255599,0.0282886,0.034462,0.0456829,0.0203368,0.0238102,0.0452193,0,0.0225886,0.0541929,0.0395274,0,0,0.0140832,0,0,0.0164692,0.0576025,0.0436809,0.0193019,0.0195505,0.0438741,0.0401341,0.0358343,0.063807,0.0477994,0.0265726,0.0567444,0.0370426,0.0406803,0.0637077,0.00957029,0.0363885,0.0106422,0.00525386,0.0489775,0.0675733,0,0,0,0,0,0,0,0,0,0
19,0.0496963,0.041932,0,0,0,0,0.0292484,0,0.0320885,0.0453805,0,0,0.0218639,0,0,0.0589918,0.0323224,0.0254672,0.0284487,0,0.0496915,0.024598,0.0313809,0.0365315,0,0.0288332,0.034378,0.040293,0.0248514,0.0274346,0.0336855,0.0462977,0.0200351,0.0231448,0.0465995,0,0.0230081,0.0561122,0.0396091,0,0,0.0139168,0,0,0.0165709,0.0580459,0.0450024,0.021029,0.0185867,0.0447215,0.0401083,0.0375315,0.068349,0,0.0277125,0.0545464,0.0348498,0.0387212,0.0624327,0.00861484,0.0367816,0.0109461,0.00502146,0.0487847,0.0671797,0,0,0,0,0,0,0,0,0,0
20,0.0502324,0.0419106,0,0,0,0,0.0286846,0,0.0317052,0.0442579,0,0,0.0219815,0,0,0.0597319,0.0316934,0.0243923,0.0293891,0,0.0504042,0.0258259,0.0307085,0.0364894,0,0.0277026,0.0343733,0.0400709,0.0247801,0.0265748,0.0342775,0.0455806,0.0206178,0.0242933,0.0466554,0,0.0223266,0.0516636,0.0396542,0,0,0.0140065,0,0,0.0168122,0.0580736,0.0448252,0.0192801,0.0207388,0.0449837,0.0402427,0.0357261,0.0651677,0.0478778,0.0254667,0.0576569,0.0388057,0.0409037,0.0649203,0.0145998,0.0365178,0.0108578,0.0052838,0.0482343,0.0680995,0,0,0,0,0,0,0,0,0,0
21,0.049891,0.0418594,0,0,0,0,0.0286647,0,0.0315987,0.0450072,0,0,0.0218891,0,0,0.0595711,0.031641,0.0231941,0.0294075,0,0.0497949,0.0256764,0.0296041,0.0364616,0,0.026888,0.0338296,0.0393396,0.0242916,0.025614,0.0336882,0.0459942,0.0204825,0.0238747,0.0473982,0,0.0226647,0.0535244,0.0398326,0,0,0.0138996,0,0,0.0169625,0.0588653,0.0457469,0.0212181,0.0210069,0.0458699,0.0403807,0.0375274,0.069467,0,0.0271374,0.0563224,0.0366883,0.0389995,0.0651037,0.0180489,0.0366953,0.0109008,0.00537159,0.0483833,0.067551,0,0,0,0,0,0,0,0,0,0
22,0.0496988,0.0417786,0,0,0,0,0.0289603,0,0.0313854,0.0445085,0,0,0.0218266,0,0,0.0598434,0.0322787,0.0221888,0.0300438,0.0134838,0.0498304,0.0261218,0.0286366,0.036487,0,0.027181,0.0332472,0.0384848,0.0239575,0.0252174,0.0339286,0.0460556,0.0208672,0.0240813,0.0554919,0,0.0235434,0.0537039,0.0396423,0,0,0.0139803,0,0,0.0169017,0.0584084,0.0417626,0.0222597,0.0239361,0.0459329,0.0401739,0.0363584,0.0682382,0,0.0265653,0.0557836,0.0377648,0.0376842,0.0659715,0,0.0368012,0.010872,0.00531184,0.0486777,0.0669162,0,0,0,0,0,0,0,0,0,0
23,0.0498606,0.0416206,0,0,0,0,0.0289116,0,0.0311209,0.0451518,0,0,0.0219081,0,0,0.0603966,0.0307647,0.0221244,0.0315313,0.0141989,0.0506121,0.0268534,0.0279211,0.0366588,0,0.0264929,0.0332749,0.0381984,0.0240867,0.0249507,0.0340234,0.0455365,0.0214359,0.0247955,0.0486697,0,0.0218932,0.0507834,0.0397493,0,0,0.0142071,0,0,0.0170764,0.0593453,0.044234,0.0216484,0.0252225,0.0470758,0.0404667,0.037159,0.0698292,0,0.0266406,0.0563435,0.0366721,0.0383587,0.0689321,0.028802,0.0364838,0.0105821,0.00568683,0.0487471,0.0672792,0,0,0,0,0,0,0,0,0,0
24,0.0503896,0.041526,0,0,0,0,0.0290758,0,0.0315628,0.043021,0,0,0.0221574,0,0,0.0614679,0.0306968,0.0212991,0.0316508,0,0.0518642,0.0284706,0.0292855,0.036499,0,0.0263141,0.0343683,0.0391823,0.024819,0.0251697,0.0328022,0.0444324,0.0223443,0.026439,0.0577174,0,0.0225991,0.046986,0.0394532,0,0,0.014631,0,0,0.0170996,0.0580581,0.0399356,0.0207451,0.0296826,0.0473755,0.0407002,0.0343912,0.0642555,0.0492493,0.024352,0.0558954,0.0392539,0.0377763,0.0669866,0,0.0359865,0.0101431,0.005999,0.0489186,0.0679744,0,0,0,0,0,0,0,0,0,0
25,0.050583,0.0413809,0,0,0,0,0.0295285,0,0.03181,0.0429162,0,0,0.0221784,0,0,0.062053,0.0299768,0.0209132,0.0319868,0,0.052502,0.0300818,0.0292409,0.036164,0,0.0262905,0.0343511,0.0390584,0.0248052,0.0254381,0.0324889,0.0436834,0.0221206,0.0275971,0.0579717,0,0.0217295,0.045179,0.0391856,0,0,0.0146655,0,0,0.0173065,0.0581909,0.0383845,0.0207706,0.0324157,0.048328,0.0407648,0.0345568,0.0642614,0.049389,0.0243939,0.0548637,0.0379103,0.0371001,0.0651039,0,0.0357004,0.00983527,0.00639002,0.0491621,0.0682244,0,0,0,0,0,0,0,0,0,0
26,0.0501079,0.0412702,0,0,0,0,0.0300264,0,0.0323416,0.0439037,0,0,0.0220361,0,0,0.0618184,0.0293927,0.0211189,0.0316551,0,0.0519762,0.030106,0.0289308,0.0358477,0,0.026289,0.0337912,0.0384966,0.0243424,0.0255257,0.0317424,0.0438154,0.0215844,0.0275058,0.0571641,0,0.0211002,0.0461776,0.039109,0,0,0.014641,0,0,0.0173667,0.0590865,0.0366774,0.0228784,0.0350505,0.0498545,0.0407248,0.036178,0.0680755,0,0.0258136,0.0521677,0.0336879,0.034656,0.0633805,0,0.035523,0.00977984,0.0065484,0.049493,0.0674996,0,0,0,0,0,0,0,0,0,0
27,0.0502503,0.0412863,0,0,0,0,0.0301975,0,0.0329783,0.0438303,0,0,0.0221751,0,0,0.0621577,0.0289885,0.0213641,0.0318622,0,0.0519167,0.0309126,0.0289683,0.0357826,0,0.0264728,0.0336548,0.038359,0.0241545,0.0257655,0.0313395,0.043294,0.0217325,0.0284617,0.057134,0,0.0204085,0.0444232,0.0390294,0,0,0.0148768,0,0,0.0174821,0.0593661,0.0358083,0.0230339,0.0377933,0.0511528,0.0407638,0.0360831,0.0683218,0,0.0257935,0.0507953,0.032022,0.0335316,0.0628851,0,0.0351204,0.00951193,0.0068484,0.0493215,0.0677226,0,0,0,0,0,0,0,0,0,0
