Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,RTOE,IMUR_M
All Timesteps RMSE,0.0475556,0.0385084,0,0,0,0,0,0.0470053,0,0.0291125,0.0424584,0,0,0.0287986,0,0,0.0641126,0.0395923,0.030915,0.0263588,0.0167547,0.0434409,0.0345232,0.0329626,0.0408436,0.0385684,0.0278272,0.0359852,0.0382647,0.0280221,0.0287338,0.0317149,0.0345386,0.0176144,0.0297818,0.0486025,0,0.0213201,0.0531933,0.0415584,0,0,0.011809,0,0,0.0172214,0.0492579,0.03761,0.0342117,0.0215177,0.0461395,0.0406414,0.0418429,0.0585651,0.0342186,0.0619671,0.0447726,0.0484389,0.072424,0.0352871,0.0132778,0.00848642,0.0455527,0.0683814,0,0,0,0,0,0,0,0,0.0482634,0.0323906,0
0,0.048296,0.0390232,0,0,0,0,0,0.0382239,0,0.0357762,0.0470177,0,0,0.0283714,0,0,0.0672861,0.0312658,0.028647,0.0316255,0.0169996,0.0413709,0.0415657,0.0335542,0.0375735,0.0343656,0.0258438,0.0346069,0.0373108,0.0257049,0.0295282,0.0247502,0.0340923,0.0203381,0.0343212,0.0587039,0,0.0149342,0.0395771,0.0397356,0,0,0.0121359,0,0,0.0158992,0.0560937,0.0439291,0.0349627,0.0371534,0.0527684,0.0377273,0.0364875,0.0619374,0.0288811,0.0549995,0.0411665,0.0399509,0.0694897,0.0368488,0.0130377,0.00606621,0.0469924,0.0686644,0,0,0,0,0,0,0,0,0,0,0
1,0.0482448,0.0393024,0,0,0,0,0,0.0379769,0,0.03612,0.0475517,0,0,0.0283845,0,0,0.0672187,0.0308187,0.0295722,0.0314006,0.0175694,0.0412746,0.0411999,0.0331529,0.0381241,0.0340793,0.026308,0.0348543,0.0373706,0.0259823,0.0296173,0.0244251,0.0341473,0.0199909,0.0346079,0.0595046,0,0.0154225,0.0396614,0.0395675,0,0,0.0118679,0,0,0.0159122,0.0559622,0.0445663,0.035449,0.0362396,0.0534799,0.0377904,0.036877,0.062527,0.0291727,0.0556327,0.0417758,0.0409105,0.0700637,0.0366795,0.0131372,0.00590997,0.0473658,0.0678892,0,0,0,0,0,0,0,0,0,0,0
2,0.0481544,0.0393129,0,0,0,0,0,0.0379089,0,0.0364335,0.0479993,0,0,0.0283847,0,0,0.0673978,0.0305125,0.0302882,0.0312298,0.0179005,0.0413122,0.0409605,0.0329552,0.0380654,0.0341125,0.02638,0.0348833,0.0375571,0.0260657,0.0295527,0.0245478,0.0341336,0.0199646,0.0346735,0.0599223,0,0.0157829,0.0400385,0.0394532,0,0,0.0118104,0,0,0.0160532,0.0557807,0.0454063,0.0359951,0.0350428,0.054211,0.0377919,0.0373098,0.0631604,0.0294811,0.0564113,0.0424081,0.0417394,0.0705476,0.0367056,0.0130194,0.00619134,0.0474474,0.067598,0,0,0,0,0,0,0,0,0,0,0
3,0.0481007,0.0392716,0,0,0,0,0,0.0379609,0,0.0368103,0.0482122,0,0,0.0284675,0,0,0.0678246,0.030134,0.0306744,0.0309598,0.0180458,0.0413351,0.0410584,0.0331021,0.038638,0.034227,0.0263538,0.0349029,0.0377457,0.026017,0.0294755,0.0247905,0.0340838,0.0200565,0.0346496,0.060046,0,0.0161341,0.0405622,0.0393509,0,0,0.0118458,0,0,0.0162131,0.0555649,0.0463137,0.0365304,0.0336259,0.0549236,0.0378267,0.0377572,0.0636327,0.0298596,0.0572593,0.0429906,0.0422907,0.0709852,0.0366879,0.0129566,0.00644353,0.0473867,0.067493,0,0,0,0,0,0,0,0,0,0,0
4,0.047991,0.0392632,0,0,0,0,0,0.0383096,0,0.03679,0.0487792,0,0,0.0286305,0,0,0.067884,0.0298402,0.0309585,0.0309991,0.0180952,0.0411352,0.0412965,0.0334161,0.0372496,0.0341995,0.026289,0.0348928,0.0378254,0.0259888,0.0294928,0.0244599,0.0340694,0.0201294,0.0344859,0.0604319,0,0.0164585,0.0409719,0.0392658,0,0,0.0118732,0,0,0.0164235,0.0553621,0.0470398,0.0370454,0.0320157,0.0554895,0.037993,0.0380206,0.0641845,0.0304256,0.0582562,0.0435763,0.0427744,0.0714208,0.036621,0.0129809,0.00656123,0.0471191,0.0673271,0,0,0,0,0,0,0,0,0,0,0
5,0.0478545,0.039274,0,0,0,0,0,0.0387241,0,0.0367493,0.0494495,0,0,0.0287807,0,0,0.0675444,0.0297764,0.0313044,0.0309021,0.0182074,0.0407799,0.0414264,0.032736,0.0364957,0.0340917,0.0262115,0.0348943,0.0377725,0.0260689,0.0296004,0.0242029,0.0340244,0.0201985,0.0342893,0.0612924,0,0.0168214,0.041381,0.0391196,0,0,0.011671,0,0,0.0164678,0.0551772,0.0476295,0.037589,0.0302051,0.0559467,0.038125,0.0380399,0.0649279,0.0311117,0.0593569,0.0443105,0.0434964,0.0719665,0.0365599,0.0130055,0.0066427,0.0466446,0.0671734,0,0,0,0,0,0,0,0,0,0,0
6,0.048406,0.0391684,0,0,0,0,0,0.0384251,0,0.0364839,0.0516356,0,0,0.0303555,0,0,0.0677487,0.0273442,0.0316342,0.0317582,0.0183996,0.041255,0.0431252,0.0311516,0.0364438,0.0342341,0.0253628,0.0346112,0.0373309,0.0259491,0.0295209,0.0241869,0.0328081,0.0202326,0.0348596,0.0485601,0,0.0146471,0.0382682,0.0393605,0,0,0.0117656,0,0,0.0165555,0.0566415,0.0519833,0.0344081,0.0269267,0.0563426,0.0387331,0.0374541,0.0635744,0.0305444,0.065087,0.0487158,0.0505351,0.0785588,0.0358213,0.0125433,0.00710647,0.0453015,0.0689948,0,0,0,0,0,0,0,0,0.0526541,0.0724586,0
7,0.0483262,0.0391981,0,0,0,0,0,0.038596,0,0.0364801,0.0518,0,0,0.0305769,0,0,0.0675187,0.027221,0.0319434,0.0316545,0.0184904,0.0408882,0.0429102,0.0310935,0.0364225,0.0342552,0.0253193,0.034639,0.037293,0.0260495,0.0296105,0.0240078,0.0327613,0.0200115,0.0345235,0.0492288,0,0.014684,0.0388052,0.0393144,0,0,0.0115721,0,0,0.016588,0.0563973,0.0523555,0.0348975,0.0253561,0.0564869,0.0387905,0.0382667,0.0642611,0.0311581,0.0650527,0.0495113,0.0507954,0.0793383,0.0357131,0.0125807,0.00704006,0.0447938,0.0689052,0,0,0,0,0,0,0,0,0.0521791,0.0710205,0
8,0.0482534,0.0392479,0,0,0,0,0,0.0386596,0,0.0364695,0.0520822,0,0,0.0307051,0,0,0.0673886,0.0271379,0.0322681,0.0315032,0.0186257,0.0405806,0.0427605,0.0310069,0.0362534,0.0343268,0.0251646,0.0346543,0.0372208,0.0260451,0.0296841,0.0238138,0.0327652,0.0199122,0.034209,0.0494189,0,0.0143711,0.0393567,0.0392596,0,0,0.0114449,0,0,0.0167108,0.0561853,0.0521558,0.0353588,0.0237544,0.0566261,0.038888,0.0389932,0.0652462,0.0317274,0.0661547,0.0502122,0.0513976,0.0796432,0.0356254,0.0126138,0.00725706,0.0445925,0.0687221,0,0,0,0,0,0,0,0,0.0522964,0.0706168,0
9,0.0482183,0.0392826,0,0,0,0,0,0.0388353,0,0.0364865,0.0525097,0,0,0.0307833,0,0,0.0672125,0.0270454,0.0326134,0.0314389,0.0187791,0.0402798,0.0426011,0.0307267,0.0360804,0.0343487,0.0248873,0.0347596,0.0372409,0.0260251,0.029767,0.0236041,0.0328887,0.0198532,0.0338798,0.0492148,0,0.0139532,0.0400655,0.0392164,0,0,0.011463,0,0,0.0166918,0.0560227,0.0519037,0.0358156,0.022011,0.0568052,0.0389517,0.0397033,0.0664524,0.0323934,0.0673779,0.0506652,0.0526468,0.0803947,0.0357066,0.0125873,0.00743268,0.0446406,0.0685894,0,0,0,0,0,0,0,0,0.0529045,0.0704334,0
10,0.0481644,0.0393217,0,0,0,0,0,0.0392131,0,0.0363955,0.0528614,0,0,0.0308067,0,0,0.0670179,0.0270287,0.0330447,0.0312803,0.0189429,0.0399807,0.0422798,0.0302657,0.0360722,0.034332,0.0247712,0.0348656,0.0372733,0.0260737,0.0298954,0.0233508,0.0329986,0.0197359,0.0336338,0.0487159,0,0.013679,0.0407381,0.0392038,0,0,0.0114403,0,0,0.0166393,0.05584,0.0513843,0.0361523,0.0202074,0.0569072,0.0390695,0.0406021,0.0674314,0.0331485,0.0680011,0.0510247,0.0533634,0.0807603,0.0357531,0.01258,0.00750309,0.044819,0.0684611,0,0,0,0,0,0,0,0,0.0533546,0.0689202,0
11,0.0481362,0.039297,0,0,0,0,0,0.0398433,0,0.0363166,0.0531694,0,0,0.0307187,0,0,0.0668357,0.0270335,0.0333089,0.0309871,0.0191616,0.0397141,0.041956,0.0298915,0.0360442,0.0343478,0.0248489,0.0349327,0.0372256,0.0261462,0.0300638,0.0229674,0.0329868,0.0196616,0.0334096,0.0477094,0,0.0135321,0.0413552,0.039155,0,0,0.0113591,0,0,0.0166588,0.0556332,0.0506078,0.0364199,0.0184097,0.0569385,0.0391437,0.0414643,0.0682939,0.0339992,0.0681744,0.0510854,0.0534307,0.0805734,0.0357459,0.01264,0.0074416,0.0450491,0.0683202,0,0,0,0,0,0,0,0,0.0536058,0.0658553,0
12,0.0481219,0.0392143,0,0,0,0,0,0.0405935,0,0.0361211,0.0534297,0,0,0.0306596,0,0,0.0666755,0.0271411,0.0333412,0.0306998,0.0193615,0.0394456,0.0416984,0.0296803,0.0356899,0.0343911,0.0249525,0.0349636,0.0371467,0.0262438,0.0302083,0.0225777,0.0330489,0.0196346,0.0332077,0.0463309,0,0.0135761,0.0419635,0.0390736,0,0,0.0112167,0,0,0.0167361,0.0554444,0.0496584,0.0366315,0.0166694,0.0568722,0.0391583,0.0423101,0.0692294,0.0349548,0.0681296,0.0508831,0.0532905,0.0800489,0.0357413,0.0127313,0.00742806,0.0453501,0.0682388,0,0,0,0,0,0,0,0,0.0536621,0.0612771,0
13,0.0481253,0.0390988,0,0,0,0,0,0.0412896,0,0.0360351,0.053375,0,0,0.0305936,0,0,0.0665355,0.0273358,0.0334224,0.0306218,0.0196316,0.0392848,0.0414308,0.0295641,0.0349112,0.0343468,0.025204,0.0351451,0.037231,0.0264699,0.0304116,0.0217712,0.0331293,0.0195709,0.03301,0.044933,0,0.013988,0.042308,0.0389914,0,0,0.0109504,0,0,0.0167533,0.0552035,0.0487568,0.0367066,0.0151839,0.056753,0.039069,0.0435696,0.0699645,0.0358777,0.0681102,0.0504961,0.0531809,0.0793741,0.0359235,0.0128344,0.00744541,0.0455432,0.0681515,0,0,0,0,0,0,0,0,0.0534602,0.055807,0
14,0.0481681,0.0389927,0,0,0,0,0,0.0419661,0,0.036052,0.0531358,0,0,0.0305272,0,0,0.0664563,0.0276218,0.0338363,0.0304315,0.0198785,0.0390601,0.0411137,0.0293853,0.0344203,0.0342705,0.0256385,0.0353453,0.0372699,0.026741,0.0305759,0.0208226,0.0331629,0.0195424,0.0329018,0.0435598,0,0.0146141,0.0430656,0.0388948,0,0,0.0107379,0,0,0.0166474,0.0549013,0.0477984,0.0368908,0.0136124,0.0565436,0.0389067,0.045469,0.0703989,0.0369426,0.0680788,0.0500955,0.0532328,0.0786474,0.0360632,0.0129301,0.00735736,0.0456846,0.0680421,0,0,0,0,0,0,0,0,0.0533569,0.0491461,0
15,0.048248,0.0389083,0,0,0,0,0,0.0426233,0,0.0359704,0.0529454,0,0,0.030499,0,0,0.0664129,0.0280182,0.0340955,0.0300471,0.0201223,0.0388188,0.0409037,0.0293468,0.0341838,0.0342279,0.0261353,0.0356079,0.0372654,0.0270773,0.0307703,0.0200509,0.0331221,0.0195956,0.0328924,0.042894,0,0.0156281,0.0438464,0.0387458,0,0,0.0106266,0,0,0.0165587,0.054483,0.0465645,0.0370438,0.0123706,0.0561662,0.0386336,0.0465832,0.0706022,0.0381343,0.0679327,0.0498392,0.0532933,0.0777476,0.036181,0.0131206,0.00719594,0.0458612,0.0679519,0,0,0,0,0,0,0,0,0.0533563,0.0419634,0
16,0.0483263,0.0388637,0,0,0,0,0,0.0432807,0,0.0359021,0.0525323,0,0,0.0305459,0,0,0.0662992,0.0286264,0.0340401,0.0292976,0.0203063,0.0385005,0.040829,0.0295447,0.0334261,0.0341861,0.0266904,0.035941,0.0370191,0.027458,0.0310959,0.0196187,0.0331135,0.0197372,0.0328767,0.0431159,0,0.0169828,0.0445232,0.038562,0,0,0.0106018,0,0,0.0165387,0.053993,0.0453402,0.0370554,0.011979,0.0555929,0.0383658,0.0471919,0.0703718,0.0395495,0.0677897,0.0495062,0.0534181,0.0769233,0.0364124,0.0134119,0.00715333,0.0460101,0.0677547,0,0,0,0,0,0,0,0,0.0532455,0.0354646,0
17,0.0483592,0.0388317,0,0,0,0,0,0.0438549,0,0.0359971,0.0517555,0,0,0.0306293,0,0,0.0660746,0.0294807,0.034153,0.0287326,0.0203735,0.0382694,0.0408594,0.0297415,0.0325696,0.0340996,0.0274665,0.036342,0.0371057,0.0277671,0.0314502,0.0193476,0.0331605,0.0197962,0.0327979,0.0442528,0,0.0183778,0.0454626,0.0384237,0,0,0.0104219,0,0,0.0164202,0.0533603,0.044194,0.0371562,0.0126299,0.0549934,0.0380374,0.0477507,0.0694294,0.0411813,0.0676938,0.0492869,0.0536416,0.0764576,0.0364109,0.0136971,0.00700537,0.0460198,0.0675479,0,0,0,0,0,0,0,0,0.0526919,0.0297512,0
18,0.0484135,0.0388501,0,0,0,0,0,0.044694,0,0.0360488,0.0508682,0,0,0.0307188,0,0,0.0658547,0.0304142,0.0341436,0.028254,0.0205318,0.0379761,0.040886,0.030038,0.0319774,0.0339835,0.0282264,0.0368645,0.0374451,0.0279463,0.0317214,0.0190752,0.0332398,0.0196871,0.0326998,0.046991,0,0.0197691,0.0463097,0.0382225,0,0,0.0103528,0,0,0.0161272,0.0527806,0.0430216,0.0372019,0.014622,0.0542904,0.0377611,0.0481117,0.0678831,0.0428242,0.0675059,0.0490754,0.0537324,0.076223,0.0366239,0.0138746,0.00668015,0.0459284,0.0675274,0,0,0,0,0,0,0,0,0.0516448,0.0239001,0
19,0.0484999,0.0388569,0,0,0,0,0,0.0455213,0,0.0361029,0.0499704,0,0,0.0307251,0,0,0.0657784,0.0313894,0.0343025,0.0279974,0.0208244,0.0377861,0.0409241,0.0303847,0.0316078,0.0339264,0.0290173,0.0373776,0.0377664,0.0281337,0.0319386,0.0187007,0.0334097,0.0195533,0.0325448,0.049762,0,0.0208286,0.0472118,0.0379911,0,0,0.0102932,0,0,0.0158388,0.0522708,0.0419837,0.0373275,0.0170955,0.0536393,0.037446,0.0483355,0.0658712,0.0443624,0.0673609,0.0489771,0.0538776,0.0763523,0.0369803,0.0139695,0.00633999,0.0457535,0.0674912,0,0,0,0,0,0,0,0,0.0507654,0.0208736,0
20,0.0480951,0.0389424,0,0,0,0,0,0.0464147,0,0.0363684,0.0489207,0,0,0.0298343,0,0,0.0651287,0.0332524,0.0348696,0.0272555,0.021068,0.0367386,0.0394571,0.0313717,0.0316781,0.0338209,0.0299769,0.0377631,0.0381691,0.0285438,0.0323185,0.0182144,0.0342404,0.0191838,0.0317097,0.051546,0,0.0229767,0.0505626,0.0379324,0,0,0.0101316,0,0,0.0157818,0.0514916,0.0433246,0.0406672,0.0194841,0.053212,0.0370373,0.0508812,0.0665473,0.0474392,0.0639476,0.0458981,0.0514864,0.0744407,0.0374649,0.0142098,0.00593618,0.0460654,0.0660668,0,0,0,0,0,0,0,0,0,0.0194497,0
21,0.0481433,0.0389525,0,0,0,0,0,0.0472227,0,0.0363438,0.0484409,0,0,0.0298371,0,0,0.0651282,0.0340707,0.0348887,0.0266119,0.0213172,0.0366916,0.039379,0.0318053,0.0314452,0.033685,0.0305997,0.0380638,0.0385315,0.0288691,0.0325725,0.0180343,0.0342567,0.0190624,0.0318417,0.052024,0,0.0241568,0.0511576,0.0378552,0,0,0.0101793,0,0,0.0158232,0.0515319,0.0432591,0.0407605,0.021837,0.0525798,0.0366575,0.0508278,0.0639751,0.0482443,0.0633849,0.0456097,0.0512467,0.0745568,0.0373948,0.0142889,0.00573313,0.0458493,0.065684,0,0,0,0,0,0,0,0,0,0.0192621,0
22,0.0481616,0.0388879,0,0,0,0,0,0.048081,0,0.0360662,0.0480171,0,0,0.0298493,0,0,0.0651229,0.0349776,0.0345507,0.026552,0.0213931,0.036745,0.0394163,0.0321513,0.0312914,0.0335908,0.0310138,0.0382752,0.0388483,0.0289241,0.0326395,0.0180098,0.034185,0.01884,0.0321421,0.0518341,0,0.0252013,0.0513825,0.0377896,0,0,0.0102368,0,0,0.0158228,0.0515869,0.0438063,0.0407572,0.0233356,0.0520518,0.0363174,0.0507862,0.0618888,0.0487605,0.0627481,0.0450882,0.0509152,0.0745971,0.0371167,0.0142548,0.00546835,0.045779,0.0654404,0,0,0,0,0,0,0,0,0,0.0190377,0
23,0.0483053,0.038827,0,0,0,0,0,0.04863,0,0.0358734,0.0476254,0,0,0.0296488,0,0,0.0650071,0.0355885,0.0344794,0.0269237,0.0216122,0.0369806,0.039563,0.0322874,0.0311382,0.0335812,0.031215,0.0384108,0.0389355,0.0289366,0.0326784,0.0176112,0.0343558,0.0187536,0.0320838,0.055977,0,0.0272533,0.0514693,0.0375862,0,0,0.0101811,0,0,0.0158661,0.051413,0.0453119,0.0406137,0.0239538,0.0517215,0.0359119,0.0506453,0.0606441,0.049281,0.0616205,0.0439333,0.0490219,0.0730277,0.0370409,0.0141741,0.00530522,0.045687,0.0653884,0,0,0,0,0,0,0,0,0,0.0230712,0
24,0.0482361,0.0391274,0,0,0,0,0,0.0461212,0,0.0340058,0.0472729,0,0,0.0298485,0,0,0.0653273,0.0358365,0.0332204,0.0268212,0.0221035,0.0363498,0.0397284,0.0324628,0.0301823,0.0336775,0.0319703,0.0395091,0.0396222,0.0303396,0.0341599,0.0186524,0.0340649,0.0188581,0.0321028,0.0519334,0,0.0239169,0.0519336,0.0376532,0,0,0.00995866,0,0,0.016416,0.0513015,0.043962,0.0407103,0.0248314,0.0509274,0.0361135,0.0490002,0.0582662,0.0489816,0.0644646,0.0475753,0.0522278,0.0748273,0.0368402,0.013705,0.00533181,0.0459765,0.0654231,0,0,0,0,0,0,0,0,0,0.0192582,0
25,0.0481281,0.0391399,0,0,0,0,0,0.046395,0,0.0336208,0.0471816,0,0,0.0298347,0,0,0.0652122,0.0361214,0.0331728,0.0266741,0.021968,0.0362456,0.0397218,0.0326656,0.0302109,0.0336709,0.0319471,0.0395923,0.0397468,0.0303794,0.0342913,0.0183272,0.0341295,0.0189205,0.0317746,0.0521376,0,0.0238443,0.0522574,0.0377785,0,0,0.0100516,0,0,0.016391,0.0510419,0.0439422,0.0408381,0.0247492,0.0508735,0.0361082,0.0492136,0.0582262,0.049222,0.0643596,0.0475747,0.0522075,0.0747912,0.0368226,0.0136878,0.00543108,0.0460199,0.0653621,0,0,0,0,0,0,0,0,0,0.0189737,0
26,0.0480174,0.0388829,0,0,0,0,0,0.0495177,0,0.0348484,0.0474093,0,0,0.0296572,0,0,0.0647079,0.0363673,0.0342875,0.0265637,0.0211857,0.0366281,0.0394906,0.032412,0.0311759,0.0336106,0.0312162,0.0385288,0.0391823,0.0287481,0.0328501,0.0166705,0.0343061,0.0187785,0.0311838,0.0563648,0,0.0270577,0.052181,0.0378743,0,0,0.01035,0,0,0.0158737,0.0506248,0.0453099,0.0410025,0.0237298,0.0515185,0.0358332,0.0508439,0.0602132,0.0497847,0.0614842,0.0440509,0.0490989,0.0730308,0.036928,0.0141241,0.00537148,0.0458085,0.0652473,0,0,0,0,0,0,0,0,0,0.0221316,0
27,0.0478336,0.0389138,0,0,0,0,0,0.0499921,0,0.0343113,0.0477114,0,0,0.0296463,0,0,0.0646175,0.0362844,0.0340794,0.0264498,0.0208632,0.0362253,0.0393653,0.0321319,0.0314522,0.033562,0.0314585,0.038378,0.0390402,0.0285602,0.0327914,0.0162181,0.0342496,0.018643,0.0307788,0.0528458,0,0.0251892,0.052202,0.0380117,0,0,0.0103084,0,0,0.0159384,0.0504269,0.0438301,0.0412442,0.0229295,0.0516773,0.0359856,0.0509614,0.060871,0.0493387,0.0622539,0.044964,0.0507293,0.0743011,0.0368574,0.0141419,0.00530398,0.0459146,0.0651136,0,0,0,0,0,0,0,0,0,0.0180633,0
28,0.0476719,0.0388997,0,0,0,0,0,0.0505457,0,0.0337248,0.0480585,0,0,0.0296168,0,0,0.0645225,0.0361789,0.0339941,0.0263995,0.020406,0.0357229,0.0392805,0.0319631,0.0318758,0.0336371,0.031442,0.0380289,0.0388736,0.0283456,0.0326804,0.0157914,0.0343231,0.0185222,0.0303373,0.052638,0,0.0239643,0.0522403,0.0381697,0,0,0.0102799,0,0,0.0160653,0.0502101,0.0427304,0.0415325,0.021644,0.0519036,0.0362637,0.0511612,0.0621252,0.0489143,0.062352,0.0451724,0.0510088,0.074261,0.0369005,0.0141669,0.00527533,0.0460404,0.0649952,0,0,0,0,0,0,0,0,0,0.0178457,0
29,0.0475521,0.0388597,0,0,0,0,0,0.0511055,0,0.0330627,0.0484333,0,0,0.0294956,0,0,0.0643521,0.0359859,0.0340181,0.0264581,0.0199257,0.0352419,0.0391839,0.0316915,0.0322405,0.033606,0.03124,0.0376265,0.038738,0.0281147,0.0325709,0.0152356,0.034502,0.018386,0.0299746,0.0530987,0,0.0226625,0.0521339,0.038352,0,0,0.0102531,0,0,0.0161691,0.0500023,0.04158,0.0418734,0.0200995,0.0521214,0.0365016,0.0515372,0.0637973,0.048522,0.062719,0.0454083,0.0516094,0.0746369,0.0370063,0.0142092,0.00526262,0.0461782,0.0648212,0,0,0,0,0,0,0,0,0,0.0178564,0
30,0.0474158,0.0388156,0,0,0,0,0,0.051478,0,0.0323594,0.048658,0,0,0.0293523,0,0,0.0641865,0.0358602,0.0339774,0.026446,0.0194767,0.0347857,0.0390497,0.0315207,0.032585,0.0335548,0.0310514,0.0373105,0.03858,0.0279046,0.0324371,0.0142753,0.034555,0.0181768,0.0297663,0.0537697,0,0.0219537,0.0520653,0.0385185,0,0,0.0101993,0,0,0.0161366,0.049703,0.0399616,0.0422194,0.0188236,0.0522476,0.0365981,0.0521733,0.0653311,0.0481823,0.0631715,0.0455612,0.0522556,0.0751565,0.0371645,0.0142196,0.00522091,0.0463478,0.064699,0,0,0,0,0,0,0,0,0,0.0178295,0
31,0.0473216,0.0388078,0,0,0,0,0,0.05206,0,0.0314992,0.0487125,0,0,0.0291748,0,0,0.0639735,0.0360507,0.0334647,0.0263544,0.0190332,0.0343673,0.0388603,0.0313559,0.0329671,0.0336334,0.0309214,0.0371297,0.0383727,0.0276319,0.0321357,0.0135575,0.0347378,0.0179352,0.0295196,0.053168,0,0.0217618,0.0521697,0.0385475,0,0,0.0101408,0,0,0.0161052,0.0492099,0.0374126,0.0425401,0.0183279,0.0522335,0.0364959,0.0526874,0.0663891,0.0477921,0.063421,0.0456389,0.0523127,0.0751522,0.0372639,0.0143061,0.00509661,0.0465968,0.0645684,0,0,0,0,0,0,0,0,0,0.017376,0
32,0.0472441,0.0387794,0,0,0,0,0,0.0528284,0,0.0305412,0.0484776,0,0,0.0289115,0,0,0.0637443,0.0365529,0.0328914,0.026105,0.0185128,0.0341327,0.0387129,0.0311934,0.0334195,0.033654,0.0308726,0.0369831,0.0382054,0.0273738,0.0318552,0.012863,0.0349697,0.017824,0.0292131,0.0507908,0,0.0218583,0.052378,0.0384536,0,0,0.0101338,0,0,0.0161132,0.0485721,0.0354045,0.0426055,0.0185715,0.0519693,0.0363628,0.0527132,0.0665676,0.0472841,0.0632987,0.0456149,0.051514,0.0743648,0.0374209,0.014439,0.00498459,0.0468185,0.0644852,0,0,0,0,0,0,0,0,0,0.0172432,0
33,0.0476087,0.0386538,0,0,0,0,0,0.0535533,0,0.0295246,0.0482238,0,0,0.029311,0,0,0.0641629,0.0361421,0.032392,0.0258056,0.0180374,0.0350105,0.0399082,0.0306314,0.0338147,0.033592,0.0306573,0.0368415,0.0380831,0.0270217,0.0314915,0.0118869,0.0343657,0.0181167,0.0296574,0.0482061,0,0.0206511,0.0500107,0.03831,0,0,0.0102343,0,0,0.0162735,0.0485543,0.0326152,0.0394795,0.0191685,0.051391,0.0364417,0.049793,0.0628691,0.0445712,0.06591,0.048265,0.052756,0.0754614,0.0371284,0.0142809,0.00510908,0.0464968,0.0656492,0,0,0,0,0,0,0,0,0.0497673,0.0187439,0
34,0.0470623,0.0386022,0,0,0,0,0,0.0541716,0,0.028751,0.047224,0,0,0.0287085,0,0,0.0634981,0.0373352,0.0322108,0.0252994,0.0175381,0.0338849,0.0390774,0.0314242,0.0345937,0.0334162,0.0308177,0.0365852,0.0382053,0.0267539,0.031194,0.0108079,0.0352007,0.0175907,0.0285543,0.0472508,0,0.0209033,0.0524964,0.038541,0,0,0.0100373,0,0,0.0163592,0.0472259,0.033065,0.0424466,0.0192332,0.0510801,0.0363615,0.0511485,0.0650831,0.0456892,0.0622083,0.0444628,0.0492968,0.0725347,0.0374416,0.0145462,0.00505539,0.0470788,0.0645176,0,0,0,0,0,0,0,0,0,0.0196959,0
35,0.0470653,0.0385736,0,0,0,0,0,0.0547159,0,0.0276155,0.0463738,0,0,0.0286002,0,0,0.0635467,0.0377003,0.0316116,0.0246866,0.016986,0.0337286,0.0391187,0.031561,0.0348207,0.0332951,0.0307568,0.035881,0.0381736,0.0264181,0.0307086,0.0097928,0.0353151,0.0174868,0.0285179,0.0460188,0,0.02035,0.0527829,0.0386147,0,0,0.00999272,0,0,0.0164965,0.0466392,0.0319418,0.042711,0.0189986,0.0506004,0.036286,0.0499449,0.0642521,0.045632,0.061665,0.0434324,0.0486938,0.0725928,0.0374474,0.0146133,0.005171,0.0472674,0.0645582,0,0,0,0,0,0,0,0,0,0.0200294,0
36,0.0471407,0.03858,0,0,0,0,0,0.0548885,0,0.0265486,0.0454858,0,0,0.0285686,0,0,0.0636343,0.0383093,0.0312293,0.0240307,0.0164438,0.0336278,0.0392382,0.0317152,0.0352761,0.0331076,0.0305256,0.0350196,0.038169,0.0260769,0.0300768,0.00852485,0.0352978,0.0173856,0.0287924,0.0454721,0,0.0201138,0.0532841,0.0386272,0,0,0.00999705,0,0,0.016536,0.0460833,0.0306497,0.0430316,0.0181845,0.0503298,0.0362072,0.0489537,0.0637233,0.0457882,0.0615841,0.042732,0.048362,0.0728621,0.037461,0.014644,0.00523207,0.0474594,0.0646379,0,0,0,0,0,0,0,0,0,0.0205284,0
37,0.0472004,0.0385619,0,0,0,0,0,0.0547445,0,0.0255735,0.0445705,0,0,0.0285999,0,0,0.063769,0.0391279,0.0308792,0.0234627,0.0158276,0.0336057,0.0393153,0.0316275,0.0360384,0.0330481,0.0300547,0.0349699,0.0379895,0.0255861,0.0292296,0.00718517,0.0351932,0.0172813,0.0290935,0.0453199,0,0.0201645,0.0537738,0.0386735,0,0,0.00999084,0,0,0.0165048,0.0454915,0.0299815,0.0432791,0.017189,0.0502621,0.0362271,0.0484523,0.0635334,0.0453272,0.0616512,0.0424484,0.0481129,0.0729419,0.0375295,0.0145482,0.0052896,0.0475831,0.0648142,0,0,0,0,0,0,0,0,0,0.0214135,0
