Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,LTIB,,LASI,IMUR_M
172,0.0541528,0.032997,0,0,0,0,0,0.0549835,0,0.0252414,0,0,0.019475,0,0,0.0571345,0.0450593,0.0238689,0.0158681,0.0502663,0.0267052,0.0361093,0.0465303,0.0339006,0.0287236,0.0354584,0.0287549,0.0289522,0.0200253,0.0506204,0.0195199,0.0186358,0.044263,0,0.0265062,0.0669206,0.036229,0,0,0.0125045,0,0,0.0162594,0.0480105,0.0446468,0.0313722,0.0206141,0.0418747,0.031512,0.0448396,0.051417,0.0411732,0.0331787,0.0577844,0.0417487,0.0461194,0.0675699,0.0222893,0.0398536,0.0149914,0.00426846,0.0435326,0.0699552,0,0,0,0,0,0,0,0,0.0351097,0.0335699,0,0.0442307,0
173,0.0538515,0.0329656,0,0,0,0,0,0.0575208,0,0.0254499,0,0,0.0194514,0,0,0.0568265,0.0447178,0.0246133,0.0145955,0.0497585,0.0262974,0.0367432,0.0467471,0.0336915,0.0290938,0.0357996,0.0287863,0.0295852,0.0177863,0.0508583,0.019308,0.0182424,0.0443318,0,0.0257766,0.0655392,0.0365015,0,0,0.0123799,0,0,0.0162825,0.0475356,0.042852,0.0313207,0.0210734,0.0413948,0.0316681,0,0.0539853,0.0431553,0.0360763,0.0572351,0.0411803,0.0460624,0.0678912,0.0218993,0.0397895,0.0149619,0.00437117,0.0439527,0.0695116,0,0,0,0,0,0,0,0,0.0350041,0.0336673,0,0.0441776,0
174,0.0537985,0.0329403,0,0,0,0,0,0.0601466,0,0.0257615,0,0,0.0193986,0,0,0.0568332,0.0445769,0.025333,0.013392,0.0495692,0.026255,0.0370489,0.0459938,0.0335627,0.030106,0.0363844,0.0289062,0.0303467,0.0151938,0.050885,0.019283,0.0184408,0.0444671,0,0.0260751,0.0653298,0.0365212,0,0,0.0123373,0,0,0.0163608,0.0483046,0.0430346,0.0310552,0.021323,0.0412866,0.0315383,0,0.0537495,0.0431054,0.0362699,0.0572921,0.0412896,0.0461426,0.0679753,0.0220451,0.0397838,0.0148554,0.00448427,0.0440854,0.0693817,0,0,0,0,0,0,0,0,0.0345562,0.0339387,0,0.0447132,0
175,0.0536874,0.0329257,0,0,0,0,0,0.0588701,0,0.0272572,0,0,0.0193518,0,0,0.0567975,0.0437041,0.0277463,0.0135868,0.0493611,0.0262184,0.0379614,0.0430452,0.0336022,0.0312071,0.037227,0.03006,0.0309429,0.0158968,0.0511948,0.0190209,0.0187056,0.0446278,0,0.0264838,0.0651633,0.0362822,0,0,0.012181,0,0,0.0164733,0.0493254,0.0434003,0.0305132,0.0218995,0.0407143,0.0310842,0,0.0534441,0.0430329,0.0367183,0.0573694,0.041432,0.0462397,0.0679328,0.0221045,0.0400271,0.0149464,0.00461793,0.0442275,0.0687152,0,0,0,0,0,0,0,0,0.0330421,0.0352876,0,0.0463899,0
176,0.0536868,0.0328818,0,0,0,0,0,0.0618914,0,0.0283927,0,0,0.0192393,0,0,0.0568193,0.0438727,0.0301061,0.0120736,0.0493995,0.0263576,0.0375463,0.0424511,0,0.0318731,0.0362432,0.0295634,0.0314197,0.0148208,0.05135,0.0188351,0.0186983,0.0447126,0,0.026765,0.0655003,0.0358869,0,0,0.012105,0,0,0.0166431,0.0499287,0.0439202,0.0302618,0.0222752,0.0399764,0.0304813,0,0.0535898,0.042982,0.0368942,0.0574062,0.0415116,0.0463179,0.0678454,0.0221048,0.0403844,0.0153937,0.00477317,0.0441513,0.0680718,0,0,0,0,0,0,0,0,0.0351387,0.0345264,0,0.0478337,0
177,0.0536287,0.0328436,0,0,0,0,0,0.0642539,0,0.028414,0,0,0.0193542,0,0,0.0568122,0.0433175,0.0289229,0.0137901,0.0489779,0.0263737,0.0387983,0.0410561,0.0344759,0.0332527,0.0379692,0.0307146,0.0323294,0.0142738,0.0511214,0.0186421,0.0185219,0.0449353,0,0.0270223,0.0647891,0.0362827,0,0,0.0117083,0,0,0.0167686,0.0509341,0.0438759,0.0304262,0.0226805,0.040659,0.0311198,0,0.0533507,0.0428416,0.0372607,0.0579253,0.0418574,0.0467008,0.0681624,0.0222352,0.0398667,0.0150272,0.00510043,0.0434772,0.0685508,0,0,0,0,0,0,0,0,0.0333642,0.0362855,0,0.0473284,0
178,0.0536116,0.0329048,0,0,0,0,0,0.0649931,0,0.029299,0,0,0.0194159,0,0,0.0566455,0.0430793,0.0297094,0.0153771,0.0486477,0.026547,0.0389811,0.0400263,0.0349654,0.0339706,0.0383759,0.0309573,0.0326399,0.0145356,0.0510593,0.018248,0.0184446,0.045552,0,0.0274083,0.064698,0.0362814,0,0,0.0114021,0,0,0.0169629,0.0517317,0.0440983,0.0300751,0.023077,0.0404612,0.0311191,0,0.0531874,0.0429357,0.0377747,0.0580808,0.0421246,0.046663,0.0682206,0.0225811,0.0398478,0.0150632,0.00541137,0.0428233,0.0683623,0,0,0,0,0,0,0,0,0.0335141,0.0366229,0,0.0479725,0
179,0.0535632,0.0329824,0,0,0,0,0,0.0649652,0,0.0300583,0,0,0.0195643,0,0,0.0564481,0.0430601,0.0302634,0.0159174,0.0482508,0.0267788,0.0390856,0.0390998,0.0354926,0.0345775,0.0389432,0.0310613,0.0326222,0.0148447,0.0509975,0.0175271,0.0186582,0.046579,0,0.0277151,0.0646181,0.0362819,0,0,0.0110887,0,0,0.0171366,0.0524604,0.044404,0.0301092,0.0234112,0.0402912,0.031151,0,0.0529795,0.0428126,0.038259,0.0581694,0.0423406,0.0465483,0.0681365,0.0230653,0.0398787,0.0150669,0.00579309,0.041976,0.0682352,0,0,0,0,0,0,0,0,0.033622,0.0369395,0,0.0481002,0
180,0.0535072,0.0331165,0,0,0,0,0,0.0612804,0,0.0318945,0,0,0.0194308,0,0,0.0566254,0.0425035,0.0312243,0.0179023,0.0478398,0.0255251,0.039246,0.0380608,0.0361613,0.0346774,0.039167,0.0310944,0.0320808,0.0151305,0.0511914,0.0192954,0.0179427,0.0480844,0,0.0282345,0.0647055,0.0362179,0,0,0.0122188,0,0,0.0159279,0.0538234,0.0449878,0.0300112,0.0238958,0.0400927,0.0315255,0,0.0525019,0.04259,0.038817,0.0578799,0.042393,0.046214,0.0676576,0.0238832,0.0397086,0.0150839,0.00416444,0.0412835,0.0681125,0,0,0,0,0,0,0,0,0.034759,0.0371768,0,0.0486476,0
181,0.0535121,0.0331376,0,0,0,0,0,0.0581783,0,0.0330756,0,0,0.0194011,0,0,0.0565601,0.0423352,0.0316146,0.0191402,0.0475506,0.025488,0.0392975,0.0372828,0.0367188,0.0350958,0.0393979,0.0310419,0.0318921,0.0162611,0.05123,0.0192294,0.0180342,0.0487016,0,0.0284683,0.0648207,0.036192,0,0,0.0121501,0,0,0.0159554,0.0547971,0.0453107,0.0299123,0.0241174,0.0400515,0.0315317,0,0.0522266,0.0425001,0.0390342,0.0578156,0.0427353,0.046402,0.0676536,0.0242131,0.0395778,0.0150915,0.00425683,0.0408603,0.068106,0,0,0,0,0,0,0,0,0.0365571,0.0374497,0,0.048534,0
182,0.0537928,0.0331482,0,0,0,0,0,0.0563194,0,0.0343196,0,0,0.0193119,0,0,0.0568727,0.0427885,0.0314588,0.0202731,0.0475691,0.0258643,0.0393724,0.0361102,0.0374471,0.0364878,0.0401753,0.031084,0.0321061,0.0169845,0.0510083,0.0195743,0.0183699,0.0465853,0,0.0293661,0.0661773,0.0358683,0,0,0.0121706,0,0,0.0159865,0.0559938,0.0469624,0.0293904,0.0234642,0.0401112,0.031198,0.0459255,0.0492938,0.0403433,0.036544,0.0588087,0.044205,0.047921,0.0686573,0.023356,0.0396396,0.0152562,0.00427863,0.0407088,0.0684169,0,0,0,0,0,0,0,0,0.038566,0.0379502,0,0.0486709,0
183,0.0538337,0.0331166,0,0,0,0,0,0.0576868,0,0.0316773,0,0,0.0192731,0,0,0.0570138,0.0429292,0.0317091,0.0202802,0.0473686,0.0259166,0.0394629,0.0359449,0.0377816,0.0372375,0.0410769,0.0292298,0.0302975,0.0248166,0.0509817,0.019748,0.0184022,0.0468753,0,0.0294745,0.0662264,0.0357801,0,0,0.0121657,0,0,0.0161423,0.05629,0.047001,0.0294265,0.0235518,0.0399423,0.0311541,0.0462139,0.0492661,0.040344,0.0366241,0.0588908,0.0444951,0.0480977,0.0687785,0.0233516,0.0396953,0.0153264,0.0042784,0.0410135,0.0684197,0,0,0,0,0,0,0,0,0.0390966,0.0379163,0,0.0485973,0
184,0.0540966,0.0336499,0,0,0,0,0,0.0532561,0,0.0327977,0,0,0.0183635,0,0,0.0580547,0.0432796,0.0326556,0.0176546,0.0466569,0.0258896,0.0380075,0.0352399,0.039244,0.0385934,0.0421684,0.0321372,0.0343973,0.0239084,0.0507413,0.0190134,0.0182654,0.0457983,0,0.0271477,0.0663388,0.0351899,0,0,0.0115326,0,0,0.0166999,0.0564531,0.0461762,0.0290738,0.0245446,0.0387281,0.0313288,0.0465366,0.048331,0.0394452,0.0366898,0.0601105,0.0466114,0.0491142,0.0690201,0.0216864,0.0394849,0.0150147,0.00468822,0.04205,0.0682096,0,0,0,0,0,0,0,0,0.0385596,0.0395291,0,0.0485914,0
185,0.0542134,0.0335768,0,0,0,0,0,0.0530624,0,0.0331392,0,0,0.0183051,0,0,0.0582284,0.0433092,0.0328624,0.0171995,0.0465701,0.0260535,0.0376003,0.0350914,0.0393309,0.0391098,0.0425012,0.0322911,0.0347756,0.0252185,0.0505044,0.0191507,0.018325,0.0460923,0,0.0269779,0.0665148,0.0350256,0,0,0.0114078,0,0,0.0167322,0.0566734,0.046215,0.0289685,0.0246106,0.0383816,0.0313098,0.0464366,0.0480924,0.0392456,0.0365397,0.0602481,0.0469536,0.0493075,0.0690689,0.0216023,0.0395126,0.0150134,0.00482047,0.0423151,0.0681918,0,0,0,0,0,0,0,0,0.0392091,0.0399123,0,0.0485601,0
186,0.0542855,0.033645,0,0,0,0,0,0.0518036,0,0.0333178,0,0,0.0182072,0,0,0.0583284,0.0433896,0.0327915,0.0172821,0.0466161,0.0259572,0.0378014,0.0355383,0.0388997,0.0390304,0.0423113,0.0320258,0.0343995,0.0258661,0.0503926,0.0193405,0.0180791,0.0462259,0,0.0268809,0.0668684,0.0347341,0,0,0.0114943,0,0,0.0165821,0.0566901,0.0465845,0.0287301,0.0243893,0.037963,0.0312114,0.0463637,0.04837,0.0393248,0.0363396,0.0600362,0.0468943,0.0491822,0.0688326,0.0213393,0.0396052,0.0151204,0.00458496,0.0427123,0.0680412,0,0,0,0,0,0,0,0,0.0392826,0.0396619,0,0.0485138,0
187,0.0542949,0.0334795,0,0,0,0,0,0.0498558,0,0.0338734,0,0,0.0183456,0,0,0.0581804,0.0432168,0.0323423,0.0177785,0.046793,0.0261081,0.0383724,0.0361046,0.0379505,0.03849,0.0416351,0.0316458,0.0337833,0.0257919,0.050467,0.0194158,0.0181535,0.0465944,0,0.0266941,0.067142,0.0345982,0,0,0.0115625,0,0,0.0165072,0.0566834,0.0467523,0.0284844,0.0242791,0.037808,0.0311013,0.0460474,0.0483192,0.0389766,0.0361791,0.0601099,0.0473033,0.0492897,0.0685519,0.0212242,0.0396498,0.0152865,0.00455902,0.0427314,0.0680584,0,0,0,0,0,0,0,0,0.038628,0.0390972,0,0.0483913,0
188,0.054279,0.0331937,0,0,0,0,0,0.0476107,0,0.0347128,0,0,0.0184908,0,0,0.057843,0.0429402,0.0321034,0.0189318,0.0469685,0.0271487,0.039364,0.0367637,0.0366912,0.0376522,0.040441,0.0309704,0.0329881,0.0252808,0.0503997,0.0182564,0.0189176,0.0473656,0,0.0266206,0.0673746,0.0345988,0,0,0.0107817,0,0,0.0170185,0.0566805,0.0466815,0.0280291,0.0242074,0.037781,0.0308938,0.045594,0.0480844,0.0385766,0.0359785,0.0603271,0.047887,0.0494291,0.06838,0.0214439,0.0397112,0.0154107,0.0055907,0.0425288,0.0681588,0,0,0,0,0,0,0,0,0.0375973,0.038196,0,0.0483786,0
189,0.0540322,0.0329003,0,0,0,0,0,0.0465863,0,0.0366843,0,0,0.0191156,0,0,0.0572834,0.0425795,0.0315303,0.0199301,0.0473278,0.0271573,0.0403633,0.0376107,0.0353791,0.0367653,0.0393298,0.030156,0.0321498,0.02337,0.0505194,0.0193993,0.019056,0.0505622,0,0.0295281,0.0677647,0.0349192,0,0,0.0110869,0,0,0.0166543,0.0566564,0.0476149,0.028254,0.0223834,0.0383082,0.0307687,0.0453494,0.049505,0.0394671,0.0356386,0.0589947,0.0454581,0.0478182,0.0679725,0.0250938,0.0399278,0.015662,0.00520356,0.0421654,0.0682233,0,0,0,0,0,0,0,0,0.0371175,0.0372527,0,0.0484202,0
190,0.0540522,0.0330332,0,0,0,0,0,0.0453535,0,0.0366693,0,0,0.0189361,0,0,0.0574118,0.0425408,0.0316426,0.0190632,0.0473793,0.0271329,0.0407337,0.0382497,0.034906,0.0363843,0.0389904,0.029869,0.0322782,0.0234095,0.0504219,0.0198222,0.0189668,0.051496,0,0.0294203,0.0678716,0.0348264,0,0,0.0112428,0,0,0.0165457,0.056799,0.0476306,0.0280857,0.0219732,0.0380484,0.0307207,0.0449416,0.0498112,0.0394091,0.035521,0.0589585,0.0452715,0.0476308,0.0678265,0.0256381,0.039985,0.0157027,0.00502709,0.0422087,0.0681592,0,0,0,0,0,0,0,0,0.0354443,0.0368105,0,0.0486907,0
191,0.0540451,0.0332175,0,0,0,0,0,0.0443003,0,0.0361502,0,0,0.0187734,0,0,0.0574721,0.0424821,0.0319195,0.0179592,0.047419,0.0271643,0.0409637,0.0388495,0.0345116,0.0361544,0.0390571,0.0293998,0.0322149,0.0229377,0.0502062,0.0198918,0.0188381,0.0524328,0,0.0291287,0.0678025,0.034748,0,0,0.0113816,0,0,0.0165134,0.0569792,0.0475448,0.028035,0.0214717,0.0376646,0.0306211,0.0445605,0.0500654,0.0392648,0.0353754,0.0588503,0.0450587,0.0474644,0.0675709,0.0261496,0.0400223,0.0157621,0.00488113,0.04227,0.0680774,0,0,0,0,0,0,0,0,0.0332506,0.0364478,0,0.0491414,0
192,0.0540037,0.0334311,0,0,0,0,0,0.0427815,0,0.0356304,0,0,0.0185927,0,0,0.057529,0.0422048,0.0322398,0.0171129,0.0473136,0.0271782,0.0410022,0.039251,0.0341264,0.0358724,0.039391,0.0286269,0.0317795,0.0226849,0.050129,0.0200317,0.0186071,0.0531497,0,0.028663,0.0678579,0.0347461,0,0,0.0115071,0,0,0.0164849,0.0570673,0.0474338,0.0267292,0.0208473,0.0371467,0.0306097,0.0442435,0.0501816,0.0391577,0.0351453,0.0587159,0.0448279,0.0472024,0.0672779,0.0264709,0.0400527,0.0157384,0.00473539,0.0424134,0.0679621,0,0,0,0,0,0,0,0,0.0313021,0.0361338,0,0.0493198,0
193,0.0539484,0.0336543,0,0,0,0,0,0.0405957,0,0.035313,0,0,0.0184346,0,0,0.0576026,0.0417637,0.032482,0.0164405,0.0472796,0.0272568,0.0406849,0.0391837,0.0337231,0.0355371,0.0395413,0.0277491,0.0311212,0.023412,0.0501569,0.0202689,0.018473,0.0537987,0,0.0280619,0.0676738,0.0347645,0,0,0.0115133,0,0,0.0164734,0.0572514,0.0472846,0.0258982,0.0201609,0.036886,0.0306061,0.0438693,0.0503265,0.0391729,0.034751,0.0585198,0.0445338,0.0469628,0.0668717,0.0266424,0.0399894,0.0157908,0.00462711,0.0425191,0.0679441,0,0,0,0,0,0,0,0,0.0298371,0.0358256,0,0.0493386,0
194,0.0539556,0.0338516,0,0,0,0,0,0.0382298,0,0.0349033,0,0,0.0183519,0,0,0.0575908,0.0411623,0.0327446,0.015865,0.047432,0.0273863,0.0398831,0.038906,0.0335824,0.0352709,0.0394448,0.0267972,0.0302984,0.0245521,0.050216,0.0202548,0.0185244,0.0540738,0,0.0275476,0.0671779,0.0347536,0,0,0.0116022,0,0,0.016614,0.0576125,0.0470846,0.0263621,0.0194677,0.0367753,0.0306146,0.0433371,0.0505375,0.039135,0.0342052,0.0582391,0.0441874,0.0465938,0.0665156,0.026622,0.0399754,0.0158746,0.00460276,0.0425494,0.0680439,0,0,0,0,0,0,0,0,0.0288656,0.035401,0,0.0491849,0
195,0.0539333,0.0340505,0,0,0,0,0,0.0365797,0,0.0347526,0,0,0.0183404,0,0,0.0574975,0.0405925,0.0329828,0.0152612,0.0474658,0.0274627,0.038927,0.0389633,0.0338187,0.0352855,0.0395918,0.0258803,0.0296356,0.0253342,0.0502571,0.0202038,0.0185063,0.0538202,0,0.0270337,0.0667705,0.0347907,0,0,0.0116657,0,0,0.0167128,0.057797,0.0470079,0.0256556,0.0187647,0.0366249,0.0306938,0.04274,0.0509239,0.039134,0.033387,0.058035,0.0438626,0.0460792,0.0662069,0.0260575,0.040002,0.0158497,0.00461052,0.0426499,0.0681103,0,0,0,0,0,0,0,0,0.0281403,0.0348865,0,0.0490519,0
196,0.0539235,0.0342703,0,0,0,0,0,0.0357629,0,0.0346734,0,0,0.0183616,0,0,0.0574242,0.0399508,0.0332254,0.0149966,0.0475736,0.0275592,0.0380762,0.0390806,0.0339114,0.0354175,0.0396945,0.0251725,0.0293282,0.0257804,0.050273,0.0201676,0.0184042,0.0531819,0,0.0265524,0.0661252,0.0348886,0,0,0.0116627,0,0,0.0166633,0.05804,0.0469785,0.0257021,0.0181024,0.0365774,0.0307834,0.0419261,0.0512496,0.0390796,0.0324297,0.0577823,0.0434538,0.0455301,0.0660046,0.0250615,0.0400498,0.0158241,0.00458243,0.0427489,0.0682517,0,0,0,0,0,0,0,0,0.0275355,0.0344508,0,0.0492727,0
197,0.0539346,0.0344125,0,0,0,0,0,0.035824,0,0.0344401,0,0,0.0183726,0,0,0.057282,0.0394182,0.0332902,0.0142921,0.0476351,0.0281018,0.0376743,0.0393026,0.0335187,0.0354301,0.0397075,0.0247303,0.0294404,0.0258228,0.0501494,0.0193552,0.0185381,0.0525626,0,0.0262534,0.065243,0.0351182,0,0,0.0108499,0,0,0.0172468,0.0580491,0.0470855,0.0249336,0.0177033,0.0366721,0.0309098,0.0411968,0.0515216,0.0387955,0.0311614,0.057498,0.0430472,0.0449585,0.0659088,0.02373,0.0400957,0.0158074,0.00550302,0.0427931,0.0684774,0,0,0,0,0,0,0,0,0.0269532,0.0340972,0,0.0495763,0
198,0.054015,0.0345539,0,0,0,0,0,0.0352594,0,0.0347372,0,0,0.0184461,0,0,0.0572749,0.0385571,0.0332626,0.0137576,0.0477475,0.0280672,0.0375692,0.0390637,0.0325137,0.0350169,0.0394697,0.0244452,0.0295254,0.0263906,0.0501874,0.0196753,0.0183477,0.0511704,0,0.0258512,0.064211,0.0352559,0,0,0.0109876,0,0,0.0171301,0.0583265,0.0468153,0.0257572,0.0172358,0.0369571,0.0310433,0.0410328,0.0517489,0.0390088,0.0300437,0.0570025,0.042631,0.0445127,0.0656419,0.021552,0.0400458,0.0159598,0.00529235,0.0428007,0.0689538,0,0,0,0,0,0,0,0,0.0270275,0.0337675,0,0.0499862,0
199,0.0540802,0.034607,0,0,0,0,0,0.0351822,0,0.0347827,0,0,0.0185243,0,0,0.0572995,0.0378551,0.033201,0.0141455,0.047741,0.0280251,0.0374873,0.0390157,0.0312749,0.0344097,0.0389706,0.0239183,0.0293868,0.0264793,0.0502337,0.0198874,0.0182219,0.0500647,0,0.0257622,0.0629286,0.0353588,0,0,0.0111503,0,0,0.0169977,0.0586193,0.0466355,0.0261032,0.0171208,0.0374606,0.0311721,0.0403598,0.0519494,0.0393035,0.0288907,0.0567669,0.0425041,0.0440766,0.0652842,0.0192588,0.0400551,0.0158396,0.00511315,0.0427887,0.0693753,0,0,0,0,0,0,0,0,0.0271964,0.0331667,0,0.0501678,0
200,0.0541137,0.0346186,0,0,0,0,0,0.0362361,0,0.0340874,0,0,0.0185848,0,0,0.0573347,0.0376738,0.0327527,0.0141159,0.0474861,0.0279027,0.0371592,0.0393931,0.0306298,0.0342229,0.0386232,0.0232027,0.0293402,0.0252135,0.050185,0.0200478,0.01815,0.0490555,0,0.0256881,0.061577,0.035617,0,0,0.0113376,0,0,0.0168727,0.0588934,0.0463634,0.0259981,0.0170858,0.0381064,0.0314287,0.0393217,0.0521448,0.0397662,0.0276892,0.0567304,0.0426673,0.0437508,0.0654541,0.016394,0.0400135,0.0155692,0.00486293,0.042657,0.0697444,0,0,0,0,0,0,0,0,0.0272059,0.0324191,0,0.0496613,0
201,0.0540831,0.0346589,0,0,0,0,0,0.036327,0,0.033726,0,0,0.0186075,0,0,0.0574032,0.0375281,0.032814,0.0138865,0.0473039,0.0277575,0.0368875,0.0394164,0.03067,0.0339215,0.0381707,0.0225733,0.0288042,0.024805,0.0500996,0.0202076,0.0180602,0.0483835,0,0.0257096,0.0600369,0.0358745,0,0,0.0115341,0,0,0.0168413,0.0592547,0.0459953,0.0259352,0.0173318,0.0389681,0.0318167,0.0382414,0.0522478,0.0399951,0.0264925,0.0567663,0.0429947,0.0434224,0.0659902,0.0130873,0.0398919,0.0153406,0.00463488,0.042444,0.0699576,0,0,0,0,0,0,0,0,0.0273022,0.0317601,0,0.0489693,0
202,0.0539728,0.0347222,0,0,0,0,0,0.0359805,0,0.033669,0,0,0.018604,0,0,0.0575003,0.0375535,0.0332246,0.0133076,0.0474872,0.0276533,0.0365059,0.039172,0.0313892,0.033241,0.0376574,0.0221731,0.0281517,0.0245798,0.0499634,0.0204182,0.0180201,0.0482863,0,0.0259427,0.057967,0.0361138,0,0,0.0118,0,0,0.0167936,0.05946,0.0454641,0.0259701,0.0185212,0.0398757,0.0322547,0.0372067,0.0522046,0.0401919,0.0253605,0.0568356,0.0432241,0.0429321,0.0665054,0.00973263,0.0396467,0.0151792,0.00442977,0.0422821,0.0700188,0,0,0,0,0,0,0,0,0.0270446,0.0312593,0,0.0484399,0
203,0.0538521,0.0347921,0,0,0,0,0,0.0356334,0,0.0336448,0,0,0.0186851,0,0,0.0577088,0.0375549,0.0338328,0.0130335,0.047894,0.0277645,0.0359933,0.0387367,0.0318975,0.0323926,0.0370688,0.0220491,0.0277481,0.0241647,0.0497602,0.0207084,0.0182443,0.0481624,0,0.02601,0.0559736,0.0362099,0,0,0.0120654,0,0,0.0167488,0.0595183,0.0443612,0.0261737,0.0204626,0.0409239,0.0326792,0.0361162,0.0519511,0.0404566,0.0244076,0.0566229,0.0429553,0.0420583,0.0667389,0.00712672,0.0392787,0.0147936,0.00430323,0.0424048,0.0699816,0,0,0,0,0,0,0,0,0.0265789,0.0309167,0,0.0479345,0
204,0.0538341,0.0347935,0,0,0,0,0,0.0352854,0,0.0336032,0,0,0.0187428,0,0,0.0579169,0.0372745,0.0346981,0.0129751,0.0486249,0.0282848,0.0357268,0.0384744,0.0317995,0.0315665,0.0366202,0.0220377,0.0274094,0.0240729,0.0493313,0.02048,0.0188626,0.0482386,0,0.0254937,0.0539336,0.0361608,0,0,0.011942,0,0,0.017001,0.0596111,0.0428687,0.0265606,0.0227858,0.0420015,0.0329657,0.0350328,0.0516039,0.0406859,0.0237061,0.0561529,0.0422645,0.0412011,0.0667615,0.00698933,0.0389384,0.0144115,0.00478335,0.0425718,0.0699557,0,0,0,0,0,0,0,0,0.0261809,0.0307435,0,0.0475137,0
205,0.0539223,0.0347849,0,0,0,0,0,0.03493,0,0.0336614,0,0,0.0188292,0,0,0.0582229,0.0366046,0.0357008,0.0130074,0.0494791,0.0288625,0.0358434,0.0384393,0.0309427,0.0309216,0.0363744,0.0220328,0.0271933,0.0242478,0.0487635,0.0203698,0.0195727,0.0483848,0,0.024337,0.0520698,0.0360607,0,0,0.0119059,0,0,0.0170935,0.06004,0.0413074,0.0269145,0.0251311,0.0431535,0.0332452,0.0341325,0.0511739,0.0409699,0.023577,0.0554288,0.0413412,0.0404502,0.066873,0.00965797,0.0386381,0.0140545,0.00513137,0.042764,0.0700073,0,0,0,0,0,0,0,0,0.025997,0.0305962,0,0.0473039,0
206,0.0540601,0.0347627,0,0,0,0,0,0.0347721,0,0.0337755,0,0,0.0189698,0,0,0.058518,0.0358012,0.0365235,0.0131626,0.0502842,0.0298003,0.0359533,0.0384292,0.030176,0.030597,0.0362508,0.0220343,0.0271185,0.0241689,0.0482435,0.0199014,0.0205185,0.0482744,0,0.0229031,0.0503946,0.0358636,0,0,0.0117978,0,0,0.0173503,0.0603615,0.039686,0.0270713,0.0274371,0.0442237,0.033393,0.0336957,0.0508463,0.0415684,0.0236121,0.0547276,0.0404348,0.0398515,0.0671457,0.0137314,0.0384031,0.013758,0.00569586,0.0429665,0.0701728,0,0,0,0,0,0,0,0,0.0258493,0.0305368,0,0.0472612,0
207,0.0542004,0.034786,0,0,0,0,0,0.0347785,0,0.0339783,0,0,0.0188472,0,0,0.0589502,0.0350507,0.0370676,0.0134025,0.0508931,0.0298073,0.0359898,0.0382886,0.0298582,0.0305833,0.0360673,0.0220311,0.0272064,0.0240777,0.0479925,0.0210178,0.0208476,0.0474768,0,0.0216093,0.0488763,0.0357682,0,0,0.0127107,0,0,0.0166579,0.0603103,0.038053,0.0272537,0.0297792,0.0452769,0.0336064,0.0333617,0.0505924,0.0421682,0.0240056,0.0539925,0.0396604,0.0392666,0.0673949,0.018836,0.0381686,0.0135757,0.0047577,0.0432048,0.0703758,0,0,0,0,0,0,0,0,0.0258694,0.030562,0,0.0473407,0
208,0.0543562,0.034772,0,0,0,0,0,0.0349075,0,0.0342105,0,0,0.0188872,0,0,0.0591846,0.0344662,0.0373454,0.0135971,0.0511469,0.0302223,0.036211,0.0381402,0.0300747,0.0307146,0.0357912,0.0220761,0.027519,0.0241796,0.0476604,0.0212005,0.0214001,0.0460529,0,0.0203087,0.0474485,0.0357346,0,0,0.012977,0,0,0.0166733,0.0603251,0.0362151,0.0275529,0.0320094,0.0464711,0.0337052,0.0330469,0.0503831,0.0423074,0.0244522,0.0533001,0.0390635,0.0385282,0.0673909,0.0243415,0.0380404,0.0133082,0.00487738,0.0433872,0.0706166,0,0,0,0,0,0,0,0,0.0261693,0.0306362,0,0.0474896,0
209,0.0539174,0.0348075,0,0,0,0,0,0.0351514,0,0.0345182,0,0,0.0189655,0,0,0.0587161,0.034008,0.0371189,0.0134154,0.0501448,0.0296793,0.0364088,0.0381583,0.030138,0.0306453,0.0352624,0.021839,0.0277511,0.0242619,0.0480537,0.0206835,0.0209075,0.0441775,0,0.0183916,0.0489636,0.03589,0,0,0.0130401,0,0,0.016751,0.0608814,0.0342178,0.0303948,0.0324214,0.048025,0.0338323,0.0335853,0.0534841,0,0.0252863,0.0518662,0.0366816,0.0371716,0.0671975,0.029025,0.0380618,0.0132206,0.00500738,0.0438014,0.0698765,0,0,0,0,0,0,0,0,0.0270694,0.0303005,0,0.0485397,0
