Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
38,0.0484552,0.0404344,0,0,0,0.0400976,0,0.0346472,0,0,0.0215102,0,0,0.0608183,0.0293661,0.0311293,0.0334361,0.0433408,0.0298404,0.0284833,0.0363505,0.0244481,0.0334698,0.0349048,0.0255559,0.0292101,0.0193977,0.0449882,0.0220545,0.0251577,0.0429131,0,0.0128277,0.0443462,0.0401118,0,0,0.0148104,0,0,0.0180621,0.0529198,0.0451429,0.0331943,0.0102431,0.056229,0.0397247,0.046479,0.0732462,0.0382206,0.0681255,0.050631,0.0536613,0.0533779,0.0340821,0.00913753,0.00702829,0.0467514,0.0653742,0,0,0,0,0,0,0,0,0,0.0519083,0.0183189,0.0793918,0,0,0.0372444,0.0583684
39,0.0485793,0.0402043,0,0,0,0.0408046,0,0.0346888,0,0,0.0214801,0,0,0.0609551,0.0298333,0.0310348,0.0330715,0.0431331,0.0296905,0.0286866,0.036148,0.0248784,0.0337527,0.034769,0.0258343,0.0294582,0.0189277,0.0449191,0.0221432,0.0251807,0.0412782,0,0.014122,0.0449132,0.039933,0,0,0.0145758,0,0,0.0179302,0.0523572,0.043735,0.0332522,0.00943313,0.055921,0.039343,0.0472854,0.0734127,0.0395732,0.0677041,0.0499137,0.0534935,0.0448428,0.0340462,0.00927498,0.00695893,0.0467838,0.0651042,0,0,0,0,0,0,0,0,0,0.0516591,0.0187588,0.0784397,0,0,0.0370322,0.0583999
40,0.0486234,0.0400716,0,0,0,0.0417082,0,0.0346817,0,0,0.0214747,0,0,0.0610923,0.0304587,0.0306228,0.0326456,0.0429639,0.0296106,0.0288361,0.0356258,0.0254073,0.0340153,0.0348581,0.0260926,0.0296553,0.0184418,0.044814,0.0222863,0.0252541,0.0410917,0,0.0157516,0.0455283,0.0397598,0,0,0.0143434,0,0,0.0178592,0.0518767,0.0425791,0.0332695,0.00991497,0.055585,0.039056,0.0478676,0.0728958,0.0409077,0.0673216,0.0493826,0.0535396,0.036309,0.0336882,0.00933062,0.00691446,0.046766,0.0651102,0,0,0,0,0,0,0,0,0,0.0512743,0.0191549,0.0776932,0,0,0.0368516,0.0581826
41,0.0486725,0.0399971,0,0,0,0.0423287,0,0.0349063,0,0,0.0214805,0,0,0.0611442,0.0312373,0.0305499,0.0321317,0.0428141,0.0296814,0.029104,0.0350658,0.0261121,0.0344001,0.035079,0.0263964,0.0298759,0.0178907,0.0447178,0.0223134,0.0254506,0.042197,0,0.0175311,0.046342,0.0395564,0,0,0.0142288,0,0,0.0178165,0.051532,0.0418797,0.0334703,0.0117729,0.055208,0.0388627,0.0481893,0.071577,0.0420508,0.0670698,0.0491485,0.0537653,0.0291343,0.0336441,0.0094008,0.00683264,0.0465671,0.0648654,0,0,0,0,0,0,0,0,0,0.0506448,0.0197232,0.0772807,0,0,0.0367475,0.0577647
42,0.0482774,0.0399845,0,0,0,0.0431307,0,0.0350631,0,0,0.0212838,0,0,0.0605433,0.0327932,0.0307848,0.0316293,0.0418967,0.0289277,0.0298446,0.0347824,0.0268899,0.0347983,0.0353906,0.026625,0.0302111,0.0176473,0.0452855,0.0216455,0.0246924,0.0451319,0,0.0204657,0.0492468,0.0393764,0,0,0.0139919,0,0,0.0175009,0.0505587,0.0426792,0.0364237,0.0145264,0.0548061,0.038461,0.0512323,0.0735594,0.0451687,0.0640254,0.0459155,0.0515744,0.0219738,0.0340358,0.00973328,0.00636564,0.0467412,0.0635125,0,0,0,0,0,0,0,0,0,0.0497216,0.0200655,0.0750068,0,0,0.0367158,0
43,0.0483959,0.0399446,0,0,0,0.0438952,0,0.0349665,0,0,0.0212813,0,0,0.0606743,0.0335016,0.0306171,0.0314164,0.0419334,0.0290458,0.0301239,0.034195,0.0274251,0.0351917,0.0356716,0.0269013,0.030431,0.0174215,0.0451635,0.0216419,0.0248697,0.0480641,0,0.0220624,0.0497935,0.03913,0,0,0.0139693,0,0,0.0172169,0.0502839,0.0423953,0.036424,0.0177805,0.0544088,0.0382076,0.0511081,0.0712531,0.0460524,0.0638727,0.0459908,0.0517028,0.0200815,0.0339869,0.00981167,0.00601651,0.0464475,0.0634934,0,0,0,0,0,0,0,0,0,0.0491854,0.0205413,0.0750111,0,0,0.0366201,0
44,0.0485004,0.0398603,0,0,0,0.0447264,0,0.0349456,0,0,0.0213049,0,0,0.0608013,0.0341506,0.0304375,0.0310756,0.0419887,0.0292464,0.0304721,0.0332317,0.0278935,0.0355601,0.0359169,0.0273045,0.0306326,0.017038,0.0450115,0.0215866,0.0250709,0.0506728,0,0.0231828,0.0503439,0.0389306,0,0,0.0139397,0,0,0.0170358,0.050285,0.0420927,0.0365299,0.020561,0.0540986,0.0379509,0.050931,0.0686862,0.0472438,0.0637346,0.0461978,0.0517705,0.0193231,0.0338823,0.0098652,0.00576849,0.0462025,0.0634833,0,0,0,0,0,0,0,0,0,0.0487236,0.0208913,0.0751287,0,0,0.0364317,0
45,0.048623,0.0396676,0,0,0,0.0454956,0,0.0348365,0,0,0.0212888,0,0,0.0608977,0.0347545,0.0306598,0.0308322,0.0420423,0.029473,0.0306213,0.032577,0.0283546,0.0358738,0.0361465,0.0277136,0.030836,0.0166171,0.0448398,0.0215779,0.0252689,0.0525451,0,0.0238869,0.0507706,0.0387159,0,0,0.0140164,0,0,0.0168887,0.0503998,0.0419757,0.0365911,0.0226888,0.0536882,0.0376794,0.0507403,0.0662952,0.0487012,0.0636866,0.046477,0.0518947,0.0190779,0.033891,0.00993647,0.00561871,0.0459602,0.0634855,0,0,0,0,0,0,0,0,0,0.0483112,0.0211968,0.0753899,0,0,0.0363052,0
46,0.0487724,0.0394011,0,0,0,0.0461889,0,0.0346712,0,0,0.0212648,0,0,0.0610367,0.0352864,0.0306562,0.0308186,0.0420983,0.0297094,0.0308966,0.0323155,0.0287272,0.0361116,0.0363464,0.0279147,0.030999,0.0163787,0.0446597,0.0216111,0.0254537,0.0572862,0,0.0257807,0.0510583,0.0385207,0,0,0.014008,0,0,0.0168591,0.050555,0.0432197,0.0366594,0.0239213,0.053416,0.0373754,0.0508183,0.0646526,0.0497703,0.0628675,0.0458848,0.050445,0.0234033,0.0339115,0.0100247,0.00569779,0.0457392,0.0634994,0,0,0,0,0,0,0,0,0,0.0479995,0.0214189,0.0742329,0,0,0.0362383,0
47,0.0487366,0.0395325,0,0,0,0.0440335,0,0.0327127,0,0,0.0212315,0,0,0.0616604,0.0357092,0.029673,0.0307873,0.0413888,0.0299685,0.031085,0.0313804,0.0298018,0.0374271,0.0372592,0.0295067,0.032639,0.0170555,0.0440704,0.0215565,0.0258311,0.055201,0,0.0229017,0.051515,0.0384131,0,0,0.01367,0,0,0.0174812,0.0506057,0.0423555,0.0368585,0.024933,0.0526618,0.0374047,0.0490786,0.0618662,0.0494164,0.0662009,0.0501813,0.0538151,0.0214794,0.0335178,0.00946567,0.00581698,0.045962,0.0634331,0,0,0,0,0,0,0,0,0,0.0477115,0.0220463,0.076021,0,0,0.0362394,0
48,0.0487582,0.0396826,0,0,0,0.04476,0,0.0322269,0,0,0.0210542,0,0,0.0619678,0.0361618,0.0296913,0.0309333,0.0411039,0.0300637,0.0313164,0.0314344,0.0300224,0.0375158,0.0374329,0.029447,0.0325433,0.0170604,0.0438235,0.0212427,0.0258751,0.0572815,0,0.0236015,0.0518926,0.0381462,0,0,0.0133712,0,0,0.0177041,0.0503738,0.043107,0.0373709,0.0250613,0.0523663,0.0371845,0.0493273,0.0614845,0.0496642,0.0663946,0.050602,0.0537963,0.0223903,0.0331665,0.00930061,0.00580362,0.0462063,0.0631578,0,0,0,0,0,0,0,0,0,0.0475758,0.0223257,0.0758163,0,0,0.0360489,0
49,0.0488828,0.0395566,0,0,0,0.0452878,0,0.0317459,0,0,0.0212027,0,0,0.0621072,0.0363545,0.029806,0.0307129,0.0411193,0.030336,0.031239,0.0311776,0.0302819,0.0375842,0.0373898,0.0295453,0.0326913,0.0163928,0.0434323,0.0212143,0.0261291,0.0578492,0,0.0236756,0.0519198,0.0380548,0,0,0.0135322,0,0,0.0174877,0.0501351,0.0431398,0.0378576,0.0249764,0.0526612,0.0370546,0.0500439,0.0615318,0.0500188,0.066333,0.0507204,0.053871,0.0222195,0.0328851,0.00926428,0.00582198,0.0460861,0.0631686,0,0,0,0,0,0,0,0,0,0.0475827,0.0221983,0.0757896,0,0,0.0361401,0
50,0.0489959,0.0394758,0,0,0,0.0458274,0,0.0311738,0,0,0.0213324,0,0,0.0622075,0.0363704,0.0300577,0.0305054,0.0411586,0.0305287,0.0313633,0.030899,0.0304031,0.0375444,0.0372375,0.0295447,0.0328123,0.0156562,0.0430725,0.0211418,0.02646,0.0577575,0,0.0233859,0.0517846,0.0379476,0,0,0.0137889,0,0,0.0172417,0.0498531,0.0427622,0.0384658,0.0248448,0.0531783,0.0369015,0.051247,0.0620879,0.0505362,0.0657662,0.0503608,0.053647,0.0213551,0.0328167,0.00931548,0.00580078,0.0459407,0.0631604,0,0,0,0,0,0,0,0,0,0.0478112,0.0220303,0.0755911,0,0,0.0362536,0
