Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,,x76
37,0.0362809,0.036941,0,0,0,0,0,0.0384388,0,0.0322326,0.038227,0,0,0.0210888,0,0,0.0525134,0.0433834,0.0354985,0.0180391,0.0244989,0.0515595,0.0296496,0.0358114,0.0543441,0.0498184,0.0222259,0.0377414,0.0389461,0.0247742,0.0294874,0.0360468,0.0485917,0.0115653,0.0143396,0.0393918,0,0.0181814,0.0382149,0.0325542,0,0,0.0190513,0,0,0.021994,0.0489138,0.0328876,0.0173023,0.0143533,0.052335,0.0481777,0.0411863,0.0718181,0.0757629,0.050881,0.067803,0.0469347,0.0519323,0.077629,0.0120999,0.0271901,0.00415186,0.0107385,0.0406361,0.0725751,0,0,0,0,0,0,0,0,0,0,0
38,0.0363727,0.0368765,0,0,0,0,0,0.0375906,0,0.0322706,0.0383642,0,0,0.0211652,0,0,0.0525836,0.0433137,0.0356144,0.0179621,0.0240103,0.0517703,0.0295988,0.0359028,0.054716,0.0502242,0.0224553,0.0376169,0.0388999,0.0246042,0.0291503,0.037123,0.04849,0.0115955,0.014381,0.0389785,0,0.0178246,0.037871,0.0324129,0,0,0.0191787,0,0,0.0220496,0.0489483,0.033124,0.0174101,0.0142165,0.0525853,0.0482472,0.0409868,0.0721222,0.0758891,0.0507826,0.0678785,0.0470238,0.0520612,0.0777591,0.012546,0.0270106,0.00411501,0.0108399,0.040454,0.0726948,0,0,0,0,0,0,0,0,0,0,0
39,0.0364658,0.0367914,0,0,0,0,0,0.0369038,0,0.0323463,0.0385336,0,0,0.0212055,0,0,0.0526224,0.0433277,0.0357781,0.0177775,0.0235676,0.0520382,0.0295164,0.0360827,0.0550409,0.0505501,0.0226518,0.0374138,0.038758,0.0243916,0.0287741,0.0381785,0.0484355,0.0116,0.0143996,0.0384744,0,0.0174997,0.0374661,0.0322618,0,0,0.0192915,0,0,0.0220851,0.049079,0.0333933,0.0173838,0.0141629,0.0528277,0.0483397,0.0407925,0.072446,0.076039,0.0507403,0.0679608,0.0470825,0.052043,0.0778396,0.0131352,0.0269058,0.00410671,0.0109029,0.0402185,0.072831,0,0,0,0,0,0,0,0,0,0,0
40,0.0365708,0.0367386,0,0,0,0,0,0.0362323,0,0.03224,0.0387247,0,0,0.0212182,0,0,0.0526461,0.0433684,0.0360637,0.0175836,0.0232398,0.0522952,0.029445,0.0361649,0.0553117,0.0509081,0.0225721,0.0372563,0.038499,0.0241603,0.0284899,0.0392707,0.0483717,0.0116068,0.0144493,0.0378887,0,0.017186,0.0372434,0.0324568,0,0,0.0193687,0,0,0.0221285,0.0493513,0.0337022,0.0172412,0.0140943,0.0530792,0.0484037,0.0406635,0.0724081,0.0762321,0.0508259,0.0680117,0.0470815,0.0520157,0.0777932,0.0137653,0.026804,0.00408449,0.010964,0.0400049,0.0729305,0,0,0,0,0,0,0,0,0,0,0
41,0.0365832,0.0366494,0,0,0,0,0,0.0356114,0,0.0321808,0.038931,0,0,0.0212232,0,0,0.0526896,0.0433714,0.0364667,0.0173912,0.0229713,0.0525445,0.0294206,0.036328,0.0556389,0.0511537,0.0221223,0.0370652,0.0383573,0.0239803,0.0282854,0.0402453,0.0483248,0.011638,0.0145115,0.0373024,0,0.0168772,0.0371173,0.0325864,0,0,0.0194479,0,0,0.0221469,0.0496854,0.0340907,0.0170762,0.0140373,0.0533452,0.0484383,0.0405251,0.0724581,0.0764268,0.0509279,0.0680443,0.0470997,0.0519533,0.0777541,0.0144929,0.0267216,0.00407984,0.0110423,0.039831,0.07305,0,0,0,0,0,0,0,0,0,0,0
42,0.0365393,0.0365374,0,0,0,0,0,0.0353875,0,0.0320359,0.038986,0,0,0.0211267,0,0,0.0528222,0.0434827,0.0368493,0.0170186,0.0226585,0.0528742,0.029351,0.0366021,0.0560067,0.0513381,0.0218315,0.0368221,0.038264,0.0238014,0.0280559,0.0408852,0.0482818,0.011634,0.0146033,0.0369011,0,0.0166893,0.0367633,0.0326874,0,0,0.0196052,0,0,0.0221115,0.0499519,0.0346156,0.0169499,0.0142421,0.0536857,0.0484815,0.0403506,0.0726202,0.0765668,0.050875,0.0681307,0.0471229,0.0518234,0.077704,0.0153786,0.0265591,0.00411525,0.0109258,0.0396821,0.0732132,0,0,0,0,0,0,0,0,0,0,0
43,0.0370236,0.0365422,0,0,0,0,0,0.0394996,0,0.0314509,0.0384064,0,0,0.0212891,0,0,0.0530092,0.0448902,0.0383802,0.0144671,0.0216846,0.0528889,0.0293434,0.0353768,0.0576854,0.0519719,0.0217608,0.0348012,0.0371598,0.0222785,0.028486,0.0351673,0.0478202,0.01165,0.0146732,0.0360254,0,0.0162131,0.0367647,0.0332757,0,0,0.0199507,0,0,0.0225391,0.0498546,0.0348615,0.0175787,0.0146205,0.0544782,0.0491521,0.0398506,0.0726295,0.0764226,0.0504946,0.0684632,0.047363,0.0519134,0.077846,0.0164391,0.0260968,0.00413269,0.0116315,0.039419,0.073864,0,0,0,0,0,0,0,0,0,0,0
44,0.0369579,0.0365084,0,0,0,0,0,0.038813,0,0.0315926,0.0391652,0,0,0.0215171,0,0,0.0529755,0.0449108,0.0387103,0.0145181,0.0215292,0.0531874,0.0294319,0.0355014,0.0577869,0.0522208,0.0217065,0.0344888,0.0369232,0.0222012,0.0282113,0.0362228,0.0476307,0.0117798,0.0144711,0.0353519,0,0.0160889,0.0366254,0.0332011,0,0,0.0200224,0,0,0.0225592,0.0502404,0.0354318,0.0174739,0.0148693,0.0548708,0.0491612,0.0397835,0.072753,0.0765338,0.0504706,0.0684568,0.0473003,0.0516615,0.0777384,0.0174278,0.0259732,0.00407518,0.0116883,0.0392877,0.0739898,0,0,0,0,0,0,0,0,0,0,0
45,0.0368913,0.0364608,0,0,0,0,0,0.0380864,0,0.0317151,0.0401278,0,0,0.0214516,0,0,0.053063,0.0449769,0.0390018,0.0148234,0.0213376,0.053424,0.0294201,0.035587,0.0578435,0.0524049,0.0215888,0.0343891,0.0367763,0.0222472,0.0279989,0.0373287,0.0475298,0.0117517,0.0146394,0.0346314,0,0.0160024,0.0367295,0.0331159,0,0,0.0200886,0,0,0.0225523,0.0505082,0.0360212,0.017433,0.0151028,0.0552295,0.0491341,0.0396843,0.0728091,0.0766143,0.0504106,0.0684174,0.0472215,0.0514318,0.0777168,0.0185508,0.0258927,0.00406608,0.0116764,0.0391392,0.0740914,0,0,0,0,0,0,0,0,0,0,0
46,0.0367734,0.0363879,0,0,0,0,0,0.0373536,0,0.0317748,0.0405661,0,0,0.0214045,0,0,0.0531676,0.0449514,0.0392788,0.015055,0.0211993,0.0536983,0.0294231,0.0356101,0.0579152,0.0526018,0.0214124,0.0344838,0.0366761,0.0223136,0.0278208,0.0384529,0.0475087,0.0117387,0.0148128,0.0340806,0,0.0160338,0.037117,0.0330256,0,0,0.0201498,0,0,0.0225295,0.0508017,0.0367272,0.0172627,0.01553,0.0555332,0.0490537,0.039668,0.0729853,0.0766331,0.0502519,0.0684277,0.0471651,0.0512932,0.0777931,0.019683,0.0258449,0.00405472,0.0116428,0.03901,0.0741353,0,0,0,0,0,0,0,0,0,0,0
47,0.0367172,0.0363177,0,0,0,0,0,0.0366559,0,0.0317734,0.0411209,0,0,0.0213714,0,0,0.0531979,0.04485,0.0393802,0.015057,0.0211438,0.0540032,0.0294597,0.0356563,0.0580208,0.0527129,0.0212598,0.034602,0.0365468,0.0223765,0.0276748,0.0394744,0.047492,0.011702,0.0149067,0.0336847,0,0.016131,0.037357,0.0330049,0,0,0.0201818,0,0,0.0224511,0.0511791,0.037442,0.0171599,0.0159846,0.0558481,0.0489326,0.0396495,0.0731264,0.0766644,0.0500906,0.068521,0.0470581,0.0512406,0.0775944,0.0206921,0.0257739,0.00400578,0.0115563,0.0389506,0.074183,0,0,0,0,0,0,0,0,0,0,0
48,0.0366436,0.0362239,0,0,0,0,0,0.0359513,0,0.0317369,0.0416511,0,0,0.0213042,0,0,0.0531811,0.0447154,0.0392716,0.0150771,0.0211496,0.0542826,0.0294495,0.035604,0.0579183,0.0527716,0.0210937,0.0346431,0.0363856,0.0223642,0.0274867,0.0404439,0.0474817,0.0116409,0.0149455,0.0332652,0,0.0162018,0.0374629,0.0332382,0,0,0.02012,0,0,0.0223273,0.0516084,0.0381065,0.0171126,0.0163915,0.056197,0.0487756,0.0395568,0.0731397,0.0767291,0.0499746,0.0686117,0.0469811,0.0510981,0.077458,0.0216877,0.025757,0.00395407,0.0114381,0.0388845,0.074198,0,0,0,0,0,0,0,0,0,0,0
49,0.036549,0.0361068,0,0,0,0,0,0.0352597,0,0.0316298,0.042042,0,0,0.0212258,0,0,0.0531365,0.0445334,0.0389775,0.0151566,0.0211265,0.0544985,0.0294363,0.0355007,0.0577501,0.0528491,0.0208189,0.0347154,0.036288,0.0223973,0.0273112,0.04137,0.0474386,0.0115678,0.0149873,0.0327384,0,0.0161664,0.0376925,0.0332854,0,0,0.0200643,0,0,0.0222199,0.051983,0.0387214,0.0170746,0.0167522,0.056513,0.0485963,0.0395927,0.0730557,0.0768212,0.0500602,0.0683144,0.0469163,0.0508958,0.0774705,0.0228635,0.0257935,0.00388624,0.0112677,0.0387715,0.0742811,0,0,0,0,0,0,0,0,0,0,0
50,0.0365189,0.0359423,0,0,0,0,0,0.0345341,0,0.0315092,0.0424056,0,0,0.0211639,0,0,0.053087,0.0441893,0.0387263,0.0152474,0.0210733,0.0547031,0.0294801,0.0352802,0.0573649,0.0529253,0.0203915,0.0348286,0.0363715,0.022578,0.027228,0.0423843,0.0474466,0.0114909,0.0150472,0.0323059,0,0.0160781,0.0380749,0.0329873,0,0,0.0199992,0,0,0.0220956,0.0524331,0.0391874,0.017154,0.0171892,0.0568894,0.0483758,0.0394318,0.0729338,0.0769333,0.050467,0.06805,0.046789,0.0506421,0.0772222,0.023867,0.0258279,0.0038002,0.0110355,0.0385999,0.074481,0,0,0,0,0,0,0,0,0,0,0
51,0.0365584,0.0357749,0,0,0,0,0,0.0336555,0,0.0314387,0.0429231,0,0,0.0211359,0,0,0.0529823,0.0441103,0.0384628,0.0152812,0.0209834,0.0549223,0.029546,0.0350012,0.0571373,0.0530374,0.0202515,0.035005,0.0365224,0.0228047,0.0270961,0.0436556,0.0474412,0.0113564,0.0150906,0.0320425,0,0.0160198,0.0386377,0.0326718,0,0,0.019937,0,0,0.0219252,0.0527662,0.0395726,0.0172653,0.0177481,0.057289,0.0481545,0.0393636,0.0727706,0.0770536,0.0507555,0.0678542,0.0465782,0.050406,0.0770569,0.024511,0.0258983,0.00375444,0.0107999,0.0384414,0.0746771,0,0,0,0,0,0,0,0,0,0,0
52,0.0365573,0.0356293,0,0,0,0,0,0.0325646,0,0.0314085,0.0434669,0,0,0.0211036,0,0,0.052925,0.0440421,0.038257,0.0154101,0.0209165,0.0551195,0.0295765,0.0347213,0.0569912,0.0531278,0.0201926,0.0352922,0.0365628,0.0229726,0.0269076,0.0453579,0.0474915,0.0113695,0.0150513,0.031853,0,0.0159278,0.0390817,0.0326159,0,0,0.0199058,0,0,0.0217433,0.05297,0.0399159,0.0172741,0.0182657,0.0576493,0.047972,0.039232,0.072583,0.077145,0.0501966,0.0676018,0.0464374,0.0502163,0.0770854,0.0251863,0.0260264,0.00370086,0.0105929,0.0382999,0.0747915,0,0,0,0,0,0,0,0,0,0,0
53,0.0365117,0.035456,0,0,0,0,0,0.031401,0,0.0313573,0.0439579,0,0,0.0210768,0,0,0.0528336,0.0439535,0.038304,0.0155662,0.0209211,0.0553364,0.0295911,0.0345065,0.0567701,0.0531202,0.0201785,0.0354882,0.0364633,0.0230952,0.026687,0.047304,0.0475427,0.0114278,0.0149613,0.031505,0,0.0157785,0.03873,0.0324568,0,0,0.0199316,0,0,0.0215786,0.0530803,0.0402731,0.017219,0.0189393,0.0580429,0.0478124,0.0390833,0.0723393,0.0771973,0.0495445,0.0674098,0.0464068,0.0501302,0.0771823,0.0261178,0.026085,0.00363666,0.0104318,0.0381193,0.0749116,0,0,0,0,0,0,0,0,0,0,0
54,0.036437,0.0353812,0,0,0,0,0,0.0302964,0,0.0313867,0.0442414,0,0,0.0210586,0,0,0.0527394,0.0439702,0.0384801,0.0157607,0.0209061,0.0555714,0.0296432,0.0343577,0.0564987,0.0531151,0.0202031,0.0354532,0.0361816,0.0230628,0.026408,0.0492475,0.0475464,0.011506,0.0148857,0.0310068,0,0.0156706,0.0383174,0.0323599,0,0,0.0198648,0,0,0.0213729,0.0529812,0.0407513,0.0170297,0.0197383,0.0583984,0.047658,0.0388483,0.0721524,0.0772182,0.0493189,0.067297,0.0463497,0.0500421,0.0771749,0.027302,0.0262086,0.00359038,0.0102247,0.0380584,0.0749013,0,0,0,0,0,0,0,0,0,0,0
55,0.0363389,0.0352937,0,0,0,0,0,0.0293624,0,0.0316224,0.0444235,0,0,0.0210483,0,0,0.0526801,0.0439347,0.0386657,0.0159002,0.0208466,0.0558109,0.0297272,0.0342663,0.0563187,0.0530569,0.0202248,0.0353782,0.0361199,0.0229001,0.0261423,0.0510106,0.0475467,0.0115308,0.0148551,0.0304271,0,0.0156606,0.037979,0.03219,0,0,0.0198248,0,0,0.0211932,0.0529983,0.041359,0.0167188,0.0206061,0.0586846,0.0475356,0.0386349,0.0719539,0.0772357,0.0492153,0.0672827,0.0462419,0.0498683,0.0770222,0.0286576,0.0262899,0.0035462,0.010085,0.0380229,0.0749219,0,0,0,0,0,0,0,0,0,0,0
56,0.036279,0.0351802,0,0,0,0,0,0.028579,0,0.0318562,0.0445343,0,0,0.0210258,0,0,0.0526677,0.0437655,0.0387442,0.0159775,0.0208412,0.0560609,0.0298472,0.0342206,0.0562033,0.0530249,0.0201161,0.035431,0.0360474,0.0228967,0.0259409,0.0525556,0.0475983,0.0114978,0.0148601,0.0299664,0,0.0157811,0.0376561,0.0320084,0,0,0.019811,0,0,0.0210608,0.0532162,0.0419201,0.0163727,0.0215123,0.0589872,0.0473763,0.0383197,0.0716698,0.0772589,0.049291,0.0671181,0.0461222,0.0496663,0.0767939,0.029849,0.0263429,0.00349227,0.00994548,0.0379835,0.0749358,0,0,0,0,0,0,0,0,0,0,0
57,0.0362074,0.0350512,0,0,0,0,0,0.0279829,0,0.031771,0.0446012,0,0,0.0209204,0,0,0.0527046,0.0435208,0.0387834,0.016058,0.0209144,0.0563188,0.0299464,0.0341272,0.0561221,0.0530065,0.0199308,0.0354916,0.0359033,0.0230751,0.0258506,0.0538343,0.0475652,0.011511,0.014912,0.0297296,0,0.0159639,0.0374234,0.031801,0,0,0.0198094,0,0,0.0209842,0.0534432,0.0425565,0.0160698,0.0225027,0.0594136,0.0471768,0.0378552,0.0715925,0.0772102,0.0494535,0.0670448,0.0460048,0.0494676,0.0767454,0.0308844,0.0263737,0.00344787,0.0098458,0.0379742,0.0749777,0,0,0,0,0,0,0,0,0,0,0
58,0.0362098,0.0349497,0,0,0,0,0,0.027442,0,0.0316292,0.0448496,0,0,0.0208188,0,0,0.0527154,0.0432392,0.038767,0.0161946,0.0209453,0.0565246,0.030033,0.0339721,0.0560235,0.0530259,0.0198722,0.0356211,0.0356886,0.0231854,0.0258717,0.0549326,0.0475683,0.0115264,0.0149606,0.0293997,0,0.0160683,0.037328,0.0316053,0,0,0.0197915,0,0,0.0208866,0.0535984,0.0431258,0.0159016,0.0233794,0.0598703,0.0470094,0.0378251,0.0714757,0.0770688,0.0490307,0.0668535,0.0460031,0.0493573,0.0767619,0.0320674,0.0264102,0.00340716,0.00977365,0.038019,0.0750441,0,0,0,0,0,0,0,0,0,0,0
59,0.0362315,0.0348743,0,0,0,0,0,0.0269861,0,0.0315469,0.0450859,0,0,0.0207489,0,0,0.0527172,0.0430714,0.0387099,0.0163485,0.0209351,0.0566898,0.0300794,0.033833,0.055796,0.0531355,0.020038,0.0357065,0.0355403,0.023307,0.0258628,0.0558123,0.047538,0.0114966,0.0149863,0.0291117,0,0.0161833,0.037195,0.0314393,0,0,0.0197401,0,0,0.0207552,0.0537252,0.0436516,0.0158269,0.0241684,0.0602644,0.0468834,0.038012,0.0713275,0.0769626,0.0483967,0.0669022,0.0460078,0.0493108,0.0767692,0.0334292,0.0264661,0.0033568,0.00965206,0.0380192,0.075085,0,0,0,0,0,0,0,0,0,0,0
60,0.0362077,0.0348279,0,0,0,0,0,0.0266309,0,0.031547,0.0452322,0,0,0.0207087,0,0,0.0527247,0.0430925,0.0387088,0.0164556,0.0208779,0.056804,0.0301146,0.0337745,0.0556451,0.0533125,0.020192,0.0356857,0.0355491,0.0233563,0.0258588,0.0565864,0.0475403,0.0114967,0.0149434,0.0288315,0,0.0161701,0.0371118,0.0312787,0,0,0.0197125,0,0,0.0206034,0.0537188,0.044117,0.0160459,0.0248821,0.0604977,0.0467295,0.038369,0.071185,0.0769097,0.0477735,0.0669704,0.0459659,0.0493572,0.0767319,0.035023,0.0265102,0.00330523,0.0095036,0.0380578,0.0750355,0,0,0,0,0,0,0,0,0,0,0
61,0.0361515,0.0347804,0,0,0,0,0,0.0262828,0,0.0315383,0.0454175,0,0,0.0206736,0,0,0.0527301,0.0431046,0.0387266,0.0165699,0.0208849,0.0569514,0.0301376,0.0336896,0.0556602,0.0532692,0.0198962,0.0357272,0.0355819,0.0234488,0.0259003,0.0574004,0.0475879,0.0115037,0.0149184,0.0284932,0,0.0160448,0.0371804,0.03113,0,0,0.0196779,0,0,0.0205108,0.0538645,0.0444728,0.0160907,0.0256427,0.0606796,0.0465766,0.0386998,0.0709515,0.0766635,0.0476432,0.0669563,0.0459204,0.0493353,0.076709,0.0364759,0.0266107,0.00325565,0.00938832,0.0380802,0.07502,0,0,0,0,0,0,0,0,0,0,0
62,0.0361198,0.0347536,0,0,0,0,0,0.0259834,0,0.0314756,0.0455668,0,0,0.0206437,0,0,0.0527484,0.0430664,0.0387403,0.0166577,0.0209287,0.0570992,0.030128,0.0335783,0.0556736,0.0530799,0.019345,0.035797,0.0355636,0.0236425,0.0259417,0.0581697,0.0475977,0.0114988,0.0149322,0.0281974,0,0.0160513,0.0376334,0.0309936,0,0,0.0196642,0,0,0.0204693,0.0540839,0.0448214,0.01583,0.0264556,0.0607465,0.0464529,0.0383048,0.0706106,0.0765376,0.0478095,0.0668828,0.0458811,0.0492896,0.0766155,0.0378107,0.0267129,0.00323064,0.00929677,0.0381144,0.0749887,0,0,0,0,0,0,0,0,0,0,0
63,0.0359426,0.0346468,0,0,0,0,0,0.0259021,0,0.0316508,0.0457256,0,0,0.0208315,0,0,0.0525422,0.0429784,0.0390697,0.0168232,0.0209698,0.0573167,0.0302529,0.0334781,0.0555185,0.0530374,0.018934,0.0357559,0.0355276,0.0234982,0.0256311,0.0581827,0.0477873,0.0115552,0.0145849,0.0283603,0,0.0157518,0.0378038,0.0307598,0,0,0.0198733,0,0,0.0204315,0.0543366,0.0450797,0.0154248,0.0270497,0.0608217,0.0464846,0.0381702,0.0702725,0.076327,0.0478773,0.0667479,0.0460689,0.0491946,0.0764456,0.0391847,0.0264981,0.00313222,0.00910916,0.0381278,0.0750311,0,0,0,0,0,0,0,0,0,0,0
64,0.0361094,0.0347427,0,0,0,0,0,0.0254229,0,0.0314171,0.0456616,0,0,0.0205038,0,0,0.052742,0.0430474,0.0386412,0.016711,0.0210084,0.0574193,0.0300453,0.0334181,0.0549513,0.0527868,0.0188141,0.0358933,0.0354983,0.0238508,0.0259039,0.0592983,0.0476751,0.0113586,0.0150181,0.0280747,0,0.015932,0.0378825,0.0308681,0,0,0.0195417,0,0,0.0202647,0.0543476,0.0452711,0.0152301,0.0279296,0.0609214,0.0461966,0.0375626,0.0701234,0.0764579,0.0477824,0.0664895,0.0457525,0.0488669,0.0765398,0.0394591,0.0267438,0.00314809,0.0090674,0.0382642,0.074905,0,0,0,0,0,0,0,0,0,0,0
65,0.0361315,0.0347261,0,0,0,0,0,0.0251667,0,0.0314241,0.0456117,0,0,0.0202331,0,0,0.0527054,0.0427944,0.0385675,0.0167393,0.0211551,0.0575835,0.0299479,0.0333523,0.0549717,0.0525612,0.0185474,0.0357518,0.0354187,0.0238841,0.025867,0.0598146,0.0477873,0.0113501,0.0151073,0.0280627,0,0.0159174,0.0379568,0.0308091,0,0,0.0194697,0,0,0.0201445,0.0543876,0.0455987,0.0150997,0.0287509,0.061091,0.0460422,0.0374001,0.0698764,0.0765029,0.0474577,0.0664209,0.045643,0.0487506,0.0767072,0.0402645,0.0267028,0.00307913,0.00897817,0.038315,0.0749209,0,0,0,0,0,0,0,0,0,0,0
66,0.0357987,0.0347181,0,0,0,0,0,0.0245895,0,0.0315726,0.0467236,0,0,0.0203343,0,0,0.0520584,0.0412376,0.0386691,0.0172254,0.0207415,0.0569117,0.0283507,0.0329944,0.0553484,0.0530559,0.0184001,0.0354965,0.0351839,0.0238366,0.0256008,0.0612706,0.0484997,0.0111903,0.01433,0.0277272,0,0.0166863,0.0388488,0.0307972,0,0,0.0191657,0,0,0.0200148,0.0550455,0.0465962,0.0174711,0.0280681,0.0616442,0.0459336,0.0394842,0.0705256,0.0781859,0,0.0651208,0.0448765,0.0479398,0.0755543,0.0421532,0.0269553,0.00322684,0.00888011,0.0388993,0.0736115,0,0,0,0,0,0,0,0,0,0,0
67,0.035844,0.0346899,0,0,0,0,0,0.0243885,0,0.0316432,0.0466622,0,0,0.0203371,0,0,0.0519833,0.0409001,0.0386529,0.0171412,0.0211024,0.0570792,0.028377,0.0330423,0.0552342,0.0528526,0.0181746,0.0354427,0.0350407,0.0238053,0.0255818,0.061884,0.0485978,0.0111403,0.0143408,0.0276818,0,0.0168796,0.0389792,0.0308045,0,0,0.0191402,0,0,0.0199368,0.0549821,0.0469915,0.0172466,0.0286755,0.061927,0.0457948,0.0392738,0.0703505,0.0780609,0,0.0650605,0.0447874,0.0478564,0.075439,0.0431827,0.0271249,0.00321915,0.00872418,0.0389621,0.07369,0,0,0,0,0,0,0,0,0,0,0
68,0.0362472,0.0346775,0,0,0,0,0,0.0245189,0,0.0316051,0.0454554,0,0,0.0200724,0,0,0.0524871,0.0418762,0.0383875,0.016551,0.0220056,0.0581942,0.0298772,0.0335076,0.0547061,0.0518485,0.0178796,0.0354964,0.0350498,0.0238139,0.0257536,0.0614659,0.0480792,0.0112021,0.0151369,0.027773,0,0.0163061,0.0384355,0.0307473,0,0,0.01929,0,0,0.0198074,0.0542637,0.0465577,0.01453,0.0305856,0.0619139,0.0455955,0.036595,0.069303,0.0762003,0.0474635,0.0661853,0.0452996,0.0485097,0.0762011,0.0432113,0.0271006,0.00311291,0.00846666,0.0385614,0.0751638,0,0,0,0,0,0,0,0,0,0,0
69,0.0363049,0.0346533,0,0,0,0,0,0.024351,0,0.0316351,0.0455209,0,0,0.0200216,0,0,0.0524529,0.0418369,0.0383228,0.016474,0.0220753,0.0584309,0.0296972,0.033348,0.0547095,0.0517198,0.0177032,0.0354669,0.0349177,0.0238044,0.0256969,0.0618246,0.0482663,0.0111775,0.0151079,0.027557,0,0.0163518,0.0383889,0.0307468,0,0,0.0192344,0,0,0.0197127,0.0541507,0.0467173,0.0143929,0.0311905,0.062092,0.0455239,0.0361174,0.0691582,0.0761714,0.046552,0.0658687,0.0450362,0.0481462,0.0760459,0.0439621,0.0272144,0.00315671,0.00834817,0.038652,0.0752034,0,0,0,0,0,0,0,0,0,0,0
70,0.036386,0.0346306,0,0,0,0,0,0.0242175,0,0.0316464,0.0456337,0,0,0.0200224,0,0,0.0524187,0.0418276,0.038369,0.0164707,0.0220802,0.0586685,0.0294698,0.0331574,0.0546301,0.0516765,0.0175148,0.035335,0.0347766,0.0237509,0.0256539,0.062175,0.048444,0.0111761,0.0149712,0.0274457,0,0.0162629,0.0382157,0.0307818,0,0,0.0192422,0,0,0.0196313,0.0538309,0.0468051,0.0142522,0.0317587,0.0621424,0.0454469,0.0361695,0.0690266,0.0760547,0.0450171,0.0655345,0.0447073,0.047751,0.0756986,0.0443939,0.0273186,0.00315483,0.00818783,0.0387255,0.0752432,0,0,0,0,0,0,0,0,0,0,0
71,0.0364862,0.0345879,0,0,0,0,0,0.0241403,0,0.0316838,0.0458448,0,0,0.0200309,0,0,0.0523969,0.0418675,0.0384567,0.0164804,0.0221621,0.0587357,0.029259,0.0330082,0.0544764,0.0516293,0.0172918,0.035156,0.0346757,0.0236973,0.0256211,0.0625016,0.0485643,0.0112007,0.0148548,0.0274575,0,0.0162913,0.0380326,0.0308461,0,0,0.0191952,0,0,0.01951,0.0537081,0.0469642,0.014073,0.0324162,0.0620641,0.045313,0.0360286,0.068762,0.0757323,0.0448932,0.0652999,0.0444946,0.0475626,0.0756469,0.0448634,0.027441,0.00311741,0.00801013,0.038794,0.0753591,0,0,0,0,0,0,0,0,0,0,0
72,0.0365966,0.0344677,0,0,0,0,0,0.0240352,0,0.0317996,0.0459871,0,0,0.0200408,0,0,0.0523499,0.0418845,0.0385521,0.0164453,0.0222683,0.0584986,0.0290293,0.032915,0.0544136,0.0514642,0.0171779,0.0349334,0.0347231,0.0236963,0.025608,0.0628753,0.0487336,0.0112123,0.0147104,0.0274808,0,0.0163791,0.0378208,0.0309297,0,0,0.0191422,0,0,0.0193347,0.0536868,0.0470757,0.0139355,0.0327057,0.0619721,0.0451658,0.0356503,0.0686758,0.0755862,0.0434851,0.0651197,0.0443433,0.0473288,0.0759641,0.0452731,0.0275808,0.00311837,0.00777042,0.0388441,0.0754324,0,0,0,0,0,0,0,0,0,0,0
73,0.0366052,0.0343446,0,0,0,0,0,0.023902,0,0.0319663,0.0458922,0,0,0.0200841,0,0,0.0523002,0.0419381,0.0386482,0.0163434,0.0224704,0.0583357,0.0289135,0.0329934,0.0542777,0.05113,0.0172979,0.0345895,0.0348048,0.0238283,0.0256328,0.0632367,0.0488508,0.0111781,0.0145809,0.0275248,0,0.0164645,0.0376945,0.030964,0,0,0.0190666,0,0,0.0191164,0.0537559,0.047212,0.0137885,0.0332443,0.0618926,0.0450226,0.0351795,0.0684697,0.075417,0.0429993,0.0650244,0.0443756,0.0473095,0.075763,0.045631,0.0276872,0.00311894,0.0074747,0.0388175,0.0755375,0,0,0,0,0,0,0,0,0,0,0
74,0.0365084,0.0342348,0,0,0,0,0,0.0238057,0,0.0320313,0.0457549,0,0,0.0201831,0,0,0.0522613,0.0419511,0.0388403,0.0163181,0.022788,0.0583133,0.0288815,0.0330582,0.0540921,0.050824,0.0172529,0.0347818,0.0346559,0.0237598,0.02549,0.0634428,0.0488476,0.0111435,0.0144998,0.0276182,0,0.0165686,0.0377841,0.0308956,0,0,0.0190733,0,0,0.0189505,0.0538503,0.0474758,0.0136916,0.0339775,0.0618846,0.0449714,0.0344853,0.0682868,0.0751833,0.0438411,0.0648954,0.044495,0.0474693,0.0754117,0.0459005,0.0278282,0.00313239,0.00716461,0.0387667,0.0756178,0,0,0,0,0,0,0,0,0,0,0
