Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
460,0.023993,0.0469124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439491,0,0.030822,0.0688356,0,0,0.0109061,0,0,0.0429484,0.0327056,0.0398864,0.0102643,0.0245064,0.0351183,0.0451235,0.0317555,0.0469025,0.0734355,0.0614276,0.0609741,0.0566452,0.0576257,0.0582681,0.0115025,0.0421826,0.0236576,0.0105705,0.0270004,0,0.018592,0.0596235,0.0162838,0,0,0.01685,0,0,0.03799,0.0407533,0.0427693,0.00504172,0.0206209,0.0489503,0.0332073,0.0771255,0.0912753,0.0521221,0,0.0621192,0.0402269,0.0388401,0.0635725,0.0347861,0.0231041,0.0170232,0.0176499,0.0276773,0.0245781,0,0,0,0
461,0.0242704,0.0468783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044063,0,0.0309529,0.0688021,0,0,0.0108592,0,0,0.0426334,0.0332281,0.040055,0.00986486,0.0243113,0.0352166,0.0446568,0.031722,0.0468199,0.0732394,0.0613993,0.0608718,0.0567585,0.0575095,0.0582545,0.0113914,0.0426215,0.0239015,0.0107631,0.0274602,0,0.0180601,0.0597888,0.0166338,0,0,0.0167823,0,0,0.0379354,0.0415212,0.0424161,0.00459816,0.0200523,0.0486398,0.0332076,0.0774357,0.0908234,0.0515436,0,0.0625718,0.0408774,0.0393133,0.0640365,0.0334231,0.0231886,0.0170739,0.017729,0.0277296,0.024049,0,0,0,0
462,0.0254732,0.046588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440979,0,0.0310476,0.0689953,0,0,0.0111795,0,0,0.0427454,0.0336575,0.0402737,0.00988851,0.0240071,0.0352069,0.0438328,0.0316086,0.0468859,0.0731392,0.0613678,0.0607655,0.056887,0.0574421,0.0582311,0.0113675,0.0421749,0.0236109,0.0104767,0.0273944,0,0.0184035,0.0597354,0,0,0,0.0164189,0,0,0.0376827,0.0419817,0.0422696,0.00456494,0.0196004,0.0485555,0.0329286,0.0777928,0.0906343,0.0511977,0,0.0627063,0.0410785,0.0395105,0.0642047,0.0331958,0.0235488,0.0174798,0.0181537,0.0275659,0.0224884,0,0,0,0
463,0.0254468,0.0465299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441132,0,0.0311209,0.0689808,0,0,0.0110479,0,0,0.0425581,0.0340875,0.0405381,0.00972055,0.0235661,0.0352067,0.0433637,0.0314559,0.0470287,0.0730916,0.0613298,0.0607062,0.0570172,0.0573752,0.0581363,0.0113986,0.0424532,0.0238079,0.0106253,0.0270015,0,0.0185939,0.0598064,0,0,0,0.0164726,0,0,0.0375995,0.0422761,0.0422274,0.00458357,0.0194362,0.0480133,0.0330131,0.077603,0.0904776,0.0510466,0,0.0628812,0.0412091,0.0397124,0.0643457,0.0335759,0.0236175,0.0174935,0.0181474,0.0274951,0.0219968,0,0,0,0
464,0.0241995,0.0467657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441233,0,0.0311728,0.0687439,0,0,0.0108945,0,0,0.0420701,0.0344608,0.0410103,0.0092822,0.0230549,0.0351927,0.0433024,0.0312763,0.0472081,0.0730444,0.0612599,0.0606672,0.0570563,0.0572733,0.0579484,0.0115771,0.0434905,0.0243806,0.0112712,0.0264243,0,0.0184722,0.0600235,0.017581,0,0,0.0167634,0,0,0.0377846,0.0424134,0.0419199,0.00452778,0.0192356,0.047157,0.0335134,0.0773648,0.0902924,0.0510172,0,0.0630303,0.0413666,0.0398807,0.0644841,0.0344138,0.0234386,0.0172025,0.0176177,0.0275795,0.0226492,0,0,0,0
465,0.0253273,0.0463944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439341,0,0.0312498,0.0688705,0,0,0.011354,0,0,0.0424748,0.0345505,0.0417371,0.00947838,0.0225611,0.0349183,0.042856,0.0310157,0.0474522,0.0729807,0.0611032,0.0605594,0.0569088,0.0571127,0.0577037,0.0120643,0.0426356,0.0236869,0.0109355,0.0257904,0,0.0186407,0.0598994,0,0,0,0.0163906,0,0,0.0376552,0.0425056,0.0413013,0.00494662,0.0195138,0.0472293,0.0334532,0.077417,0.0906278,0.0513531,0,0.0625351,0.0408041,0.039403,0.0640794,0.0356767,0.0238677,0.0177917,0.0177408,0.0274147,0.0213125,0,0,0,0
466,0.0241884,0.0467199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438701,0,0.0313895,0.0686683,0,0,0.0108843,0,0,0.0421308,0.0346076,0.0426574,0.00917228,0.0218827,0.0348357,0.0429988,0.0308039,0.0476881,0.0729252,0.0609381,0.0603725,0.0568735,0.0568898,0.057413,0.0126392,0.0433662,0.0240992,0.0116623,0.0250529,0,0.0184813,0.0600462,0.0175998,0,0,0.0168339,0,0,0.0378583,0.0423233,0.0399841,0.00500178,0.0195446,0.0467358,0.0340699,0.0775049,0.0907211,0.0512246,0,0.0625888,0.0405567,0.0393682,0.0642649,0.0374857,0.0236939,0.0174325,0.0170759,0.0276022,0.022018,0,0,0,0
467,0.0252524,0.0464758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437002,0,0.0316323,0.0688713,0,0,0.0112384,0,0,0.0425315,0.0345286,0.0436319,0.00956619,0.0211375,0.0346043,0.0426975,0.0305896,0.0478085,0.0729462,0.0607414,0.0600971,0.0565393,0.0565562,0.0570189,0.0135141,0.0423632,0.0233704,0.0112886,0.0242136,0,0.0178148,0.0598824,0,0,0,0.0165354,0,0,0.0377717,0.0423181,0.038504,0.00575634,0.0198608,0.0471264,0.0341487,0.0785384,0.0913053,0.0509091,0,0.0624123,0.0400601,0.0391139,0.0643983,0.0400131,0.0240782,0.0179368,0.0171559,0.0275928,0.0208197,0,0,0,0
468,0.0241081,0.0468618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435812,0,0.0319676,0.068657,0,0,0.010749,0,0,0.0421741,0.0345946,0.0447427,0.00938669,0.0201903,0.0346535,0.0429363,0.0305199,0.0477762,0.0730215,0.0606634,0.05982,0.0562865,0.056198,0.0565886,0.0145971,0.0430619,0.0238872,0.0120639,0.0233685,0,0.0163345,0.0601328,0.0174539,0,0,0.0170089,0,0,0.0380062,0.0425265,0.0364765,0.00624428,0.0196709,0.0468285,0.0348649,0.0795579,0.0916585,0.050613,0,0.0629003,0.0404628,0.0395376,0.0650135,0.0426921,0.0239019,0.0175304,0.016526,0.0280115,0.0216938,0,0,0,0
469,0.0250404,0.0466124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430606,0,0.0323025,0.0685838,0,0,0.0112235,0,0,0.0425012,0.0344665,0.0460259,0.00952164,0.0192173,0.0346393,0.0427704,0.0304078,0.0478077,0.0730978,0.0606212,0.0596431,0.0562406,0.0558348,0.056156,0.0162297,0.0421379,0.0232519,0.0116004,0.0228186,0,0.0155437,0.0601621,0,0,0,0.0166978,0,0,0.0379607,0.0430551,0.0357707,0.00690218,0.0195575,0.0473129,0.0349042,0.0801281,0.0922293,0.0512334,0,0.0629188,0.0406603,0.039692,0.065021,0.0445247,0.024261,0.0178684,0.0167017,0.0283162,0.0207537,0,0,0,0
470,0.0237016,0.046904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422811,0,0.0327557,0.068083,0,0,0.0107642,0,0,0.0421348,0.0343886,0.0476733,0.00895498,0.0181872,0.0349114,0.0429857,0.0303621,0.0478989,0.0731807,0.0604138,0.0595165,0.0560689,0.0554488,0.0556989,0.018397,0.0427894,0.0237524,0.0121737,0.0226075,0,0.0154032,0.0605015,0.0177313,0,0,0.0171732,0,0,0.038255,0.0431674,0.0361119,0.0067831,0.0190447,0.0470898,0.0356078,0.0795823,0.092059,0.0521433,0,0.0632306,0.0413398,0.0401132,0.0649233,0.0452505,0.0240773,0.0172534,0.016242,0.0289479,0.0216523,0,0,0,0
471,0.0234038,0.0467977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410922,0,0.033325,0.0677713,0,0,0.0108635,0,0,0.0422332,0.0343361,0.049847,0.00897731,0.01742,0.0351969,0.0430618,0.0302648,0.0481604,0.0732869,0.0600291,0.0592802,0.0557226,0.0550006,0.0551789,0.021421,0.0424293,0.0235263,0.0121356,0.0223897,0,0.0157163,0.0604583,0.0179303,0,0,0.0172234,0,0,0.0385033,0.0429791,0.037586,0.00680277,0.0189329,0.0472294,0.0360538,0.0787348,0.091677,0.0529381,0,0.0629897,0.0415675,0.0399444,0.0644178,0.0458682,0.0241984,0.0170513,0.0161407,0.0293635,0.0216431,0,0,0,0
472,0.0242312,0.0463861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394672,0,0.0338777,0.0677439,0,0,0.0114338,0,0,0.0429747,0.0342443,0.0523202,0.009837,0.0170277,0.0354899,0.0429774,0.0301858,0.0485571,0.0734528,0.0598113,0.0586369,0.0552521,0.0544092,0.0544776,0.0253781,0.040932,0.0226309,0.0114373,0.0219662,0,0.0163389,0.0600003,0,0,0,0.0171167,0,0,0.0386185,0.0424277,0.039454,0.00711332,0.0190495,0.047647,0.0361092,0.0781998,0.0912789,0.0531053,0,0.0622775,0.0412269,0.0393153,0.0635293,0.0474202,0.0245083,0.0170267,0.016346,0.0294237,0.0207121,0,0,0,0
473,0.022895,0.0465918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037523,0,0.0344315,0.0676044,0,0,0.0109825,0,0,0.0431615,0.0339608,0.0548991,0.0100667,0.0165648,0.035998,0.0435028,0.0303034,0.0490299,0.0736857,0.0597919,0.0575678,0.0545596,0.053517,0.0534725,0.0298047,0.0408417,0.0228401,0.0117053,0.0214496,0,0.01692,0.0596473,0.017804,0,0,0.0178541,0,0,0.0391216,0.0414936,0.0409661,0.0073688,0.0189264,0.047197,0.0369402,0.0775807,0.0906948,0.052706,0,0.0618759,0.0409885,0.0389408,0.0630574,0.0499878,0.0242926,0.0161625,0.015888,0.0294542,0.0220214,0,0,0,0
474,0.0226032,0.0465339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035231,0,0.034816,0.0677778,0,0,0.0113087,0,0,0.0437588,0.0333123,0.0570572,0.0103966,0.0158428,0.0363193,0.044179,0.0304028,0.0493398,0.0739256,0.0598271,0.0564483,0.0535243,0.0523537,0.0522342,0.0340306,0.0397994,0.0223607,0.0115188,0.0209185,0,0.0175113,0.0590023,0.0175943,0,0,0.0181545,0,0,0.0394697,0.0407587,0.0421789,0.00776451,0.0190032,0.0471889,0.0374446,0.0774459,0.0904817,0.052443,0,0.0613858,0.0404503,0.0384735,0.062737,0.052648,0.0241522,0.0158177,0.0157846,0.0292918,0.0226592,0,0,0,0
475,0.022277,0.0464167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331931,0,0.0352166,0.0678298,0,0,0.0117277,0,0,0.0444207,0.0328269,0.0583581,0.0107159,0.0151301,0.0365829,0.0449301,0.0306356,0.0495339,0.0743122,0.0600008,0.0552092,0.052207,0.0512603,0.0511528,0.0380032,0.0386925,0.0219196,0.0113054,0.0200297,0,0.0176761,0.0585417,0.0172862,0,0,0.0185906,0,0,0.0397712,0.0401954,0.0427788,0.00827361,0.0192021,0.0472304,0.037913,0.0776321,0.0905306,0.0529111,0,0.0610203,0.0399204,0.0380622,0.0625019,0.054344,0.0239886,0.015351,0.0157937,0.0291598,0.0234142,0,0,0,0
476,0.0218908,0.0463547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315721,0,0.0356891,0.0676602,0,0,0.0123077,0,0,0.0450222,0.0326055,0.0591693,0.0110655,0.014695,0.0367682,0.0458447,0.0311124,0.0497547,0.0748262,0.0603323,0.0535989,0.0508791,0.0506368,0.050584,0.0426832,0.0376476,0.0215541,0.0109864,0.0189932,0,0.0174813,0.0583505,0.0168655,0,0,0.0189983,0,0,0.0400641,0.0397396,0.0427628,0.00855513,0.0194406,0.0473633,0.0383561,0.0776863,0.0908629,0.0537866,0,0.0606745,0.0395626,0.0377015,0.0621759,0.0551589,0.0239563,0.0147992,0.0159404,0.0291286,0.0241547,0,0,0,0
477,0.0214611,0.0463631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302108,0,0.0362094,0.0674146,0,0,0.0129945,0,0,0.0454895,0.0326657,0.0599583,0.0113949,0.0144515,0.0368425,0.0466829,0.0318309,0.0499179,0.0754723,0.0607949,0.051603,0.0498647,0.0504542,0.0504244,0.048525,0.0368038,0.0212865,0.0105989,0.0181319,0,0.0172314,0.0583135,0.0164845,0,0,0.0192527,0,0,0.0403609,0.0393841,0.0423341,0.00855408,0.0196049,0.0475604,0.0388693,0.0773945,0.091375,0.0547522,0,0.0604073,0.0395242,0.0375536,0.0618415,0.0560837,0.0239534,0.014211,0.0162011,0.0292156,0.0248425,0,0,0,0
478,0.0209626,0.0463743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028827,0,0.0369496,0.0672547,0,0,0.0136085,0,0,0.0457721,0.0330915,0.060832,0.0116539,0.014195,0.0368621,0.0474448,0.0327233,0.0500094,0.0762567,0.0615197,0.0504656,0.0490213,0.0502252,0.0502251,0.0546635,0.036209,0.0211424,0.0102088,0.0176605,0,0.0172728,0.0582651,0.016188,0,0,0.0194322,0,0,0.0405965,0.039072,0.0417288,0.00856544,0.0197623,0.0477991,0.0393783,0.0769289,0.091863,0.055563,0,0.0602637,0.0397951,0.0376416,0.0616928,0.0575593,0.0239003,0.0136328,0.0165338,0.0294387,0.0254346,0,0,0,0
479,0.0203398,0.0463788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280807,0,0.0377702,0.0671645,0,0,0.0140683,0,0,0.0459187,0.0337838,0.0615624,0.0119055,0.0138937,0.0369082,0.0481328,0.0337116,0.0501149,0.0770737,0.0624002,0.0498688,0.0481994,0.0497034,0.049723,0.0607334,0.0359007,0.0211064,0.00980866,0.0174463,0,0.0174436,0.0582028,0.0161397,0,0,0.0195349,0,0,0.0407804,0.038718,0.0412357,0.00863384,0.020016,0.0480441,0.0398661,0.0765775,0.0920723,0.0560213,0,0.0603297,0.0402085,0.0379319,0.061831,0.0591942,0.0239003,0.013066,0.0169673,0.029756,0.0258807,0,0,0,0
480,0.0197555,0.0464141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283914,0,0.0385877,0.0670052,0,0,0.0143234,0,0,0.0459187,0.0346174,0.062015,0.0122166,0.0135638,0.0370857,0.0484757,0.0347179,0.0502365,0.0778623,0.0632928,0.0493873,0.0473984,0.049112,0.0491075,0.0662212,0.0358255,0.0211172,0.00942218,0.0174496,0,0.017574,0.0582507,0.0162586,0,0,0.0195843,0,0,0.0409386,0.0384093,0.0409247,0.00866936,0.0204478,0.0482305,0.0402841,0.0761947,0.091883,0.0563147,0,0.0606107,0.0406121,0.0383627,0.062265,0.0604736,0.023901,0.0126059,0.017358,0.0301046,0.0261346,0,0,0,0
481,0.0192897,0.046462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028871,0,0.0391635,0.0667691,0,0,0.0144476,0,0,0.0458164,0.0352969,0.0627839,0.0125101,0.0131868,0.0373462,0.0484379,0.0356123,0.0502674,0.078455,0.0640501,0.0490295,0.0466977,0.0486729,0.0486063,0.0706083,0.0358655,0.0211861,0.00906774,0.0175766,0,0.0175297,0.0584294,0.0163538,0,0,0.0195913,0,0,0.0410669,0.038055,0.0408125,0.00882787,0.0208319,0.0482578,0.0405512,0.075697,0.0914333,0.0562487,0,0.0610355,0.0408691,0.0387342,0.0626976,0.0610908,0.0239268,0.0123395,0.0175931,0.0303797,0.0263012,0,0,0,0
482,0.0189249,0.0465211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290581,0,0.0393748,0.0665748,0,0,0.0144577,0,0,0.0457559,0.0353768,0.0640024,0.0126547,0.0126393,0.037597,0.0483512,0.0362926,0.0500995,0.0787545,0.0645427,0.0488192,0.0462748,0.0484202,0.0483387,0.073654,0.0359075,0.0213004,0.00880489,0.0176526,0,0.0175672,0.0586535,0.0164854,0,0,0.0195967,0,0,0.0411135,0.0377545,0.0407304,0.00912497,0.020904,0.0481796,0.0407777,0.0752733,0.0909923,0.055874,0,0.0614446,0.0409405,0.039,0.062996,0.0608518,0.0238486,0.0122946,0.0176084,0.0305191,0.0264587,0,0,0,0
483,0.0185801,0.0465866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291762,0,0.0393293,0.0663989,0,0,0.0144133,0,0,0.0457615,0.0352633,0.0651821,0.0126709,0.011965,0.0378163,0.0483657,0.0367586,0.0497964,0.078844,0.0647706,0.0487543,0.0461222,0.0485798,0.0484766,0.0760705,0.0359295,0.021326,0.00872554,0.0174249,0,0.0174128,0.0588996,0.0166492,0,0,0.0194973,0,0,0.0409114,0.0376132,0.0405358,0.00946692,0.0207636,0.0479108,0.0407532,0.0752477,0.0907097,0.0553218,0,0.061669,0.0409095,0.0390813,0.0631741,0.0598281,0.0236589,0.0123824,0.0174034,0.0305091,0.026621,0,0,0,0
484,0.0182622,0.0466623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294796,0,0.0391814,0.0661826,0,0,0.0143727,0,0,0.04581,0.0351003,0.0659195,0.0127076,0.0112282,0.0380274,0.0485052,0.0370188,0.0494627,0.0787796,0.0647559,0.0489479,0.0462561,0.0490492,0.0490766,0.078297,0.0358976,0.0212913,0.00872624,0.0170178,0,0.0174064,0.059151,0.0165221,0,0,0.0192937,0,0,0.0405786,0.0374998,0.0402952,0.00941312,0.0206686,0.0475988,0.0404476,0.0752174,0.0905929,0.0551354,0,0.0616751,0.0408601,0.0391175,0.0632232,0.0585379,0.0233746,0.0124976,0.017169,0.030342,0.0268044,0,0,0,0
485,0.0180204,0.046735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300019,0,0.0388994,0.0658774,0,0,0.0143787,0,0,0.0458871,0.0348458,0.0664038,0.012797,0.0105032,0.0381537,0.0486324,0.0371164,0.0490893,0.0786032,0.0646222,0.0492568,0.0466314,0.0497541,0.0499335,0.0803796,0.035804,0.0212115,0.00869536,0.016645,0,0.0175946,0.059443,0.0161852,0,0,0.0190453,0,0,0.0401392,0.0373725,0.0399892,0.00926548,0.020727,0.0473788,0.0399949,0.0750523,0.0905964,0.0553339,0,0.0615054,0.040758,0.0390542,0.0631148,0.0571057,0.0230197,0.0126169,0.0169152,0.0301025,0.0269911,0,0,0,0
486,0.0178627,0.046806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306005,0,0.0386514,0.0655746,0,0,0.0144417,0,0,0.0460042,0.0345666,0.0667585,0.0129593,0.00992503,0.0382044,0.0488562,0.03709,0.0486494,0.0783872,0.0644235,0.0496326,0.0471185,0.0504655,0.0507717,0.0821782,0.0356413,0.0210895,0.00872883,0.0163662,0,0.0178277,0.0597458,0.0157646,0,0,0.0189216,0,0,0.0398009,0.0372787,0.0396159,0.00919203,0.0209727,0.0470717,0.0394449,0.0747579,0.0905926,0.0556855,0,0.061291,0.040624,0.0389734,0.062929,0.0556787,0.0226489,0.0127766,0.01666,0.0298203,0.0271376,0,0,0,0
487,0.0177807,0.0468585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311748,0,0.0384642,0.0652772,0,0,0.0145491,0,0,0.0461468,0.0342321,0.067081,0.0132494,0.00950997,0.0381588,0.0491643,0.0370621,0.0482292,0.0782133,0.0642131,0.0502642,0.0475679,0.050894,0.0513832,0.0835765,0.0354395,0.0209412,0.00881403,0.0161337,0,0.0180791,0.0600299,0.0154801,0,0,0.0189273,0,0,0.0396482,0.0372289,0.0392878,0.0092443,0.0213079,0.0467623,0.0388754,0.0744764,0.0906029,0.0561227,0,0.0610456,0.040565,0.0389064,0.0627347,0.0542909,0.0223231,0.0129448,0.0164302,0.0295389,0.0272709,0,0,0,0
488,0.0177615,0.0469492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315927,0,0.0384251,0.0649742,0,0,0.0146869,0,0,0.0463413,0.0337315,0.0673953,0.0136797,0.00919419,0.0380232,0.0493741,0.0370888,0.0479613,0.0780884,0.0640838,0.0509289,0.0479356,0.0510957,0.0517374,0.0844626,0.0352005,0.0207655,0.0089098,0.0159378,0,0.0183307,0.0603051,0.0150912,0,0,0.018936,0,0,0.0396842,0.0371609,0.0389532,0.00936721,0.0215193,0.0467369,0.0382879,0.0742964,0.0906679,0.0565051,0,0.0607929,0.0405262,0.0388821,0.062635,0.0529189,0.0220631,0.01309,0.0162768,0.0292848,0.0273959,0,0,0,0
489,0.0178064,0.0470218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319198,0,0.0384227,0.0647091,0,0,0.0148605,0,0,0.0465521,0.0330855,0.0674672,0.0141837,0.00889781,0.0379238,0.0496207,0.0371297,0.0477112,0.0779456,0.0639584,0.0505087,0.0481753,0.0512023,0.0519177,0.0852734,0.0349541,0.0206341,0.00900923,0.015852,0,0.018454,0.0605984,0.0147808,0,0,0.0188819,0,0,0.0396204,0.0370894,0.0385639,0.00932942,0.0217708,0.0470947,0.0377546,0.0740928,0.0906814,0.0566261,0,0.0606418,0.0404842,0.0389026,0.0626677,0.051552,0.0218124,0.0131649,0.0161415,0.0290973,0.0274837,0,0,0,0
490,0.0179075,0.0470598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320676,0,0.0385446,0.0645118,0,0,0.0150339,0,0,0.0466957,0.0326411,0.0674871,0.0147059,0.00870506,0.0378953,0.0499496,0.0371412,0.0475163,0.0778074,0.0639041,0.0501784,0.0482055,0.0512381,0.0519806,0.0856991,0.0347284,0.0205272,0.00904901,0.015922,0,0.0184572,0.060848,0.0145281,0,0,0.0188158,0,0,0.0395024,0.0370699,0.0380669,0.00936824,0.0220489,0.0473005,0.0372811,0.0738053,0.0906551,0.0565497,0,0.0605667,0.0404529,0.038949,0.0627297,0.0500255,0.0216165,0.0132176,0.0160162,0.028995,0.0275414,0,0,0,0
491,0.017997,0.0470877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320577,0,0.0386359,0.0643581,0,0,0.0152032,0,0,0.0467955,0.0321828,0.0675894,0.0152056,0.00862723,0.0380038,0.0501973,0.0371271,0.0473968,0.0776541,0.0638641,0.0501179,0.0480811,0.0512437,0.0520237,0.0857107,0.0345699,0.0204107,0.00905327,0.0161809,0,0.0183875,0.0610924,0.0143465,0,0,0.0187456,0,0,0.0393233,0.0371128,0.0375658,0.00948438,0.0222349,0.0473321,0.0368984,0.0736059,0.0906015,0.0564734,0,0.0605335,0.0404476,0.0389612,0.0627587,0.0483015,0.0214833,0.013303,0.0158712,0.028944,0.0276074,0,0,0,0
492,0.0180698,0.0470686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319441,0,0.0387476,0.0641444,0,0,0.0153093,0,0,0.0468783,0.0316417,0.0677496,0.015723,0.00863704,0.038251,0.0502864,0.0370396,0.0472718,0.0774573,0.0637716,0.0501271,0.0479851,0.0513499,0.0521317,0.0854863,0.0344863,0.0203444,0.00903851,0.0164576,0,0.0183329,0.0614284,0.0142513,0,0,0.0186433,0,0,0.0390568,0.0371718,0.037182,0.00953712,0.0224383,0.0473092,0.0365576,0.0736615,0.0905311,0.0564994,0,0.0604738,0.0403594,0.0389186,0.0627686,0.0465837,0.0213403,0.0132891,0.0158295,0.0288616,0.0276868,0,0,0,0
493,0.0181234,0.0470906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318661,0,0.0389088,0.0638939,0,0,0.0153503,0,0,0.0469373,0.0314846,0.0679098,0.0162151,0.00871984,0.0386308,0.0502753,0.0369162,0.0472795,0.0772554,0.0635889,0.0501349,0.0480197,0.051575,0.0523083,0.0851854,0.034465,0.0203219,0.00903035,0.0167835,0,0.0183706,0.0617742,0.0142191,0,0,0.0185648,0,0,0.0389533,0.0372819,0.0368096,0.00945179,0.0227268,0.0472336,0.0362449,0.0733646,0.0905341,0.0564651,0,0.0603417,0.0402022,0.0390082,0.0627574,0.0449826,0.0211693,0.0132866,0.0157767,0.0287999,0.0277023,0,0,0,0
494,0.018189,0.0471199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318684,0,0.0391661,0.0636114,0,0,0.0153546,0,0,0.0469569,0.0314894,0.0680811,0.0166431,0.00883526,0.0392069,0.0501695,0.0368155,0.0474282,0.0770832,0.0633292,0.0502258,0.0482006,0.0518314,0.0525109,0.0848527,0.0344696,0.0203369,0.00901656,0.0171317,0,0.0184632,0.0621297,0.0142558,0,0,0.0185283,0,0,0.0390307,0.0373706,0.036542,0.00935728,0.0230079,0.0470683,0.0359895,0.0731485,0.0904895,0.0564785,0,0.0601649,0.0400295,0.0389817,0.0626605,0.0435796,0.0211085,0.0132905,0.0157706,0.0287714,0.0276773,0,0,0,0
495,0.0182787,0.0471313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319603,0,0.0394452,0.0632656,0,0,0.0153529,0,0,0.0469355,0.0312718,0.0683488,0.0170298,0.00898633,0.0398923,0.0501229,0.0366202,0.0476567,0.0768808,0.0629877,0.0504791,0.0483925,0.0521091,0.0527396,0.0845646,0.0345104,0.020391,0.00890209,0.0173766,0,0.0185322,0.0625626,0.0143848,0,0,0.0184935,0,0,0.0391624,0.0373932,0.0363866,0.00924183,0.0232748,0.0470107,0.0357942,0.0730683,0.0903876,0.0566216,0,0.0599232,0.0398738,0.0387774,0.0624089,0.0423688,0.0210768,0.0132021,0.0158886,0.0287645,0.0276626,0,0,0,0
496,0.0183963,0.0471281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321223,0,0.0396247,0.0628741,0,0,0.0153535,0,0,0.0468584,0.0308519,0.0687271,0.0175021,0.00922833,0.0405497,0.0500947,0.0363057,0.0479192,0.0766214,0.0625649,0.0507953,0.0485713,0.0524153,0.0530531,0.0843192,0.0345827,0.0204468,0.00873384,0.0175332,0,0.0185316,0.0630448,0.0144096,0,0,0.0184164,0,0,0.0390269,0.0376035,0.0361657,0.00904971,0.0235134,0.0469196,0.0356153,0.0730146,0.0903374,0.0568407,0,0.0595865,0.0398438,0.038546,0.0620719,0.0413422,0.0209904,0.0130471,0.0160472,0.0287427,0.0276067,0,0,0,0
497,0.0185548,0.0471225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032425,0,0.0395738,0.0624682,0,0,0.0153033,0,0,0.0467656,0.0304545,0.0691673,0.0180178,0.00952564,0.0411246,0.049851,0.0359142,0.0482018,0.0763416,0.0620954,0.0509649,0.0488943,0.0528318,0.0534838,0.0843769,0.0346974,0.0205244,0.00862546,0.0176909,0,0.0186893,0.063548,0.014331,0,0,0.0183596,0,0,0.0388364,0.0379322,0.0357417,0.00887107,0.0235999,0.0467633,0.0354929,0.072622,0.0903301,0.0570304,0,0.0592138,0.0399842,0.0384449,0.0620353,0.040424,0.0208962,0.0131526,0.0160197,0.0287037,0.0275029,0,0,0,0
