Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB
37,0.0630868,0.054652,0,0,0,0,0,0,0.0454698,0,0.0267577,0.0735486,0,0,0.0188382,0,0,0.0309059,0.0711715,0.0304797,0.0402176,0.0139986,0.0742777,0.058492,0.0356385,0.0447925,0.0547345,0.0405292,0.01926,0.0179509,0.0373311,0.0397745,0.032555,0.017629,0.00926197,0.0165096,0.0607948,0,0.0273314,0.0709189,0.0225468,0,0,0.0190811,0,0,0.0356308,0.0627749,0.0283817,0.0544552,0.0233795,0.0808925,0.0674374,0.0411994,0.069556,0.0663603,0.0272289,0,0.0553191,0.0929686,0.0276123,0.0293405,0.00875911,0.0200441,0.0327322,0.0266429,0,0,0,0,0,0,0,0,0,0.076802
38,0.0631242,0.0546529,0,0,0,0,0,0,0.045431,0,0.0267257,0.0735183,0,0,0.0188927,0,0,0.0308714,0.0711759,0.0304149,0.0402413,0.0139917,0.0743218,0.0584476,0.0355971,0.0448001,0.0547257,0.0404925,0.0192465,0.0179392,0.0373039,0.0397819,0.0325443,0.0176089,0.00925216,0.0164617,0.0608054,0,0.0272747,0.0709177,0.0225877,0,0,0.0191732,0,0,0.0356228,0.0627786,0.0283054,0.0544147,0.0232881,0.0808667,0.0674424,0.041187,0.0695857,0.0663871,0.0272012,0,0.0552619,0.092993,0.0276292,0.02933,0.0087423,0.0200483,0.0327226,0.0267761,0,0,0,0,0,0,0,0,0,0.076793
39,0.0642308,0.0547624,0,0,0,0,0,0,0.0451019,0,0.0265795,0.0725812,0,0,0.0195586,0,0,0.03079,0.0714419,0.0297635,0.0407006,0.0139153,0.0741487,0.0606598,0.0347172,0.0443,0.0539458,0.0395278,0.0191765,0.0176635,0.0369576,0.0393898,0.0325374,0.0189827,0.00859525,0.0178763,0.0583847,0,0.0272265,0.069074,0.0224465,0,0,0.0195431,0,0,0.0357974,0.0656117,0.0253441,0.051065,0.0262978,0.0789642,0.0680649,0.0397115,0.0665755,0.063415,0.0255435,0,0.0581757,0.0962456,0.0258481,0.0291882,0.00870524,0.0205576,0.0319631,0.0286246,0,0,0,0,0,0,0,0,0,0
40,0.0636902,0.0546639,0,0,0,0,0,0,0.0453593,0,0.026675,0.0733742,0,0,0.0188827,0,0,0.0308438,0.0712196,0.030287,0.0402363,0.0140108,0.0744575,0.0582779,0.0355975,0.0447685,0.0547106,0.0404869,0.0192625,0.0179398,0.0373108,0.0396688,0.0325364,0.0175541,0.00922502,0.0164944,0.0606962,0,0.0270517,0.0708733,0.022672,0,0,0.0191307,0,0,0.0356458,0.0627838,0.0282597,0.0543453,0.0232333,0.0808509,0.0674091,0.0412525,0.0696241,0.0664111,0.0272402,0,0.0550637,0.0930225,0.0275419,0.0293548,0.00873142,0.020138,0.0327349,0.0269809,0,0,0,0,0,0,0,0,0,0.076743
41,0.0637373,0.054632,0,0,0,0,0,0,0.0452877,0,0.0266657,0.0733206,0,0,0.018932,0,0,0.0308367,0.0712431,0.0302224,0.0402421,0.0139987,0.0744983,0.0581866,0.0355997,0.0447766,0.05471,0.0404504,0.0192426,0.0179768,0.0373113,0.0396586,0.0325179,0.0175845,0.00917294,0.0164835,0.0608974,0,0.0268719,0.0707953,0.0227199,0,0,0.0191779,0,0,0.0356663,0.0627689,0.0281595,0.0542979,0.0230892,0.0808479,0.0674526,0.0413149,0.0696856,0.0664896,0.027306,0,0.0549948,0.092945,0.0277063,0.0293729,0.00872079,0.02014,0.0326963,0.0268865,0,0,0,0,0,0,0,0,0,0.0766908
42,0.0634696,0.054549,0,0,0,0,0,0,0.0452922,0,0.0266354,0.0732195,0,0,0.0189358,0,0,0.0308095,0.0712555,0.0301496,0.040215,0.0139786,0.0745372,0.0582513,0.0356017,0.0447736,0.054722,0.0404428,0.0192092,0.0179849,0.0373001,0.0396461,0.0324875,0.0174532,0.00923767,0.0163493,0.0606599,0,0.0269495,0.0707881,0.02276,0,0,0.019278,0,0,0.0356376,0.0627789,0.0281677,0.0542534,0.0231692,0.0808378,0.067515,0.0412444,0.06965,0.0664431,0.0272881,0,0.0550339,0.0929613,0.0275475,0.0293361,0.0087696,0.0200232,0.0326189,0.0266822,0,0,0,0,0,0,0,0,0,0.07674
43,0.064254,0.0546052,0,0,0,0,0,0,0.0449832,0,0.026477,0.0723173,0,0,0.0195537,0,0,0.0307439,0.0715003,0.0295069,0.0406544,0.0138723,0.074352,0.0605269,0.0346912,0.0442716,0.0539807,0.0394832,0.0190922,0.0177077,0.036953,0.0392919,0.0324719,0.0188162,0.00857263,0.0177908,0.0582585,0,0.027075,0.0689333,0.0226229,0,0,0.0196306,0,0,0.0358276,0.0656062,0.0252045,0.0509062,0.026198,0.0789319,0.0681897,0.0397052,0.0666342,0.0634849,0.0256789,0,0.0580593,0.0962162,0.0257878,0.0292121,0.00870889,0.0205719,0.031807,0.0283114,0,0,0,0,0,0,0,0,0,0
44,0.0643012,0.0545958,0,0,0,0,0,0,0.044972,0,0.0264395,0.0722915,0,0,0.01957,0,0,0.0307276,0.0715068,0.0294655,0.0406301,0.0138376,0.0743821,0.0605279,0.0347095,0.0442522,0.0539884,0.0394846,0.0190522,0.0176996,0.0369408,0.0392727,0.0324672,0.0187394,0.00857645,0.0177557,0.0582584,0,0.0270139,0.0689157,0.0226444,0,0,0.019628,0,0,0.035846,0.0655878,0.0251644,0.050867,0.0261621,0.0788994,0.0682074,0.039687,0.066663,0.0635101,0.025694,0,0.058047,0.0962253,0.0257775,0.0292464,0.00870184,0.020603,0.0318239,0.0283544,0,0,0,0,0,0,0,0,0,0
45,0.0644786,0.0546052,0,0,0,0,0,0,0.0449596,0,0.0264128,0.0722065,0,0,0.0195845,0,0,0.0307031,0.0715021,0.0294229,0.0406476,0.0138105,0.0744154,0.0603977,0.0347232,0.0442327,0.0539963,0.0394968,0.0190523,0.0177004,0.0369258,0.0392813,0.0324534,0.018647,0.00857065,0.0177267,0.058241,0,0.0269713,0.0688825,0.0226994,0,0,0.0196218,0,0,0.0358574,0.0655692,0.0251043,0.0508214,0.0261384,0.078903,0.0682271,0.0397399,0.066682,0.0635363,0.0257079,0,0.058042,0.0962085,0.0257535,0.0292579,0.00870361,0.0206207,0.0318301,0.0284186,0,0,0,0,0,0,0,0,0,0
46,0.0646875,0.0546096,0,0,0,0,0,0,0.0449302,0,0.0263866,0.0721671,0,0,0.0196092,0,0,0.0306629,0.0714936,0.0293814,0.0406185,0.0137838,0.0743987,0.0602993,0.0347063,0.0442585,0.0540292,0.0394813,0.0190425,0.0176737,0.0369158,0.039326,0.0324556,0.0185805,0.00856215,0.0176692,0.058192,0,0.0269368,0.0688554,0.022736,0,0,0.0196507,0,0,0.0358578,0.0655618,0.0250791,0.0507643,0.0260915,0.0788579,0.0682768,0.0398893,0.0667058,0.0635646,0.0257257,0,0.0580456,0.0961785,0.0257293,0.029264,0.0087125,0.0206193,0.0318304,0.0283958,0,0,0,0,0,0,0,0,0,0
47,0.064613,0.0545913,0,0,0,0,0,0,0.0449289,0,0.0263672,0.0721023,0,0,0.0196107,0,0,0.0305957,0.0714972,0.0293337,0.0406084,0.0137504,0.0743801,0.0602286,0.0346826,0.0442863,0.0540504,0.0394511,0.0190007,0.0176543,0.0369105,0.0393658,0.0324467,0.0185281,0.00857792,0.017599,0.0581356,0,0.0269118,0.0688288,0.0227804,0,0,0.0196925,0,0,0.0358786,0.0655586,0.0250385,0.0507009,0.0260488,0.0788355,0.0683075,0.0399451,0.0667309,0.0635854,0.0257374,0,0.0580443,0.0961816,0.0257169,0.0292691,0.00873234,0.0206246,0.031829,0.0283884,0,0,0,0,0,0,0,0,0,0
48,0.0637436,0.0544901,0,0,0,0,0,0,0.0452189,0,0.0264508,0.0728572,0,0,0.0189574,0,0,0.0306589,0.0712639,0.0298786,0.0401437,0.0137818,0.0745993,0.0578359,0.035573,0.0448122,0.0547934,0.0403541,0.0190068,0.0178576,0.0372532,0.0396442,0.0324423,0.0170465,0.0092251,0.0162142,0.0604849,0,0.0266916,0.0706125,0.0230092,0,0,0.0192719,0,0,0.0357144,0.0627407,0.0278898,0.0539437,0.0229754,0.0807086,0.0676431,0.0414169,0.0697848,0.0665668,0.0273778,0,0.0550059,0.0929808,0.0274573,0.0294047,0.00877154,0.0202027,0.0326287,0.0267376,0,0,0,0,0,0,0,0,0,0.076754
49,0.0637013,0.0544545,0,0,0,0,0,0,0.0452377,0,0.026403,0.0727546,0,0,0.0189814,0,0,0.0306978,0.0712923,0.0298485,0.0401583,0.0137242,0.0745573,0.0577574,0.0355308,0.0448299,0.0547533,0.0402628,0.0189743,0.017787,0.0372503,0.0396698,0.0324332,0.0169704,0.00926275,0.0161716,0.0604786,0,0.0266443,0.0705782,0.023041,0,0,0.0193289,0,0,0.0356624,0.062763,0.0278341,0.0538548,0.0229056,0.0806685,0.0676582,0.0414153,0.0698251,0.0665947,0.0273393,0,0.0549979,0.0929705,0.0274576,0.0293962,0.00875777,0.0202011,0.0326204,0.0267207,0,0,0,0,0,0,0,0,0,0.0766876
50,0.064838,0.0545682,0,0,0,0,0,0,0.0450075,0,0.0262558,0.0717823,0,0,0.0196082,0,0,0.0305815,0.0715863,0.0292428,0.0406401,0.0136127,0.0743427,0.0599305,0.0345477,0.0443172,0.0539456,0.0392193,0.0188935,0.0174972,0.036896,0.0392998,0.0323875,0.0182946,0.00858118,0.0175616,0.058022,0,0.0268617,0.0687241,0.0229079,0,0,0.0197132,0,0,0.0358022,0.0655982,0.0249224,0.0504917,0.0259263,0.0787929,0.0682876,0.0399611,0.0668353,0.0636528,0.0256791,0,0.0579873,0.0961538,0.0256774,0.0292164,0.00874659,0.0206681,0.0318779,0.028377,0,0,0,0,0,0,0,0,0,0
51,0.0649551,0.0545724,0,0,0,0,0,0,0.0450794,0,0.0262348,0.0716573,0,0,0.0196241,0,0,0.0305921,0.0716592,0.0292155,0.040656,0.0135749,0.0743528,0.0598577,0.0344669,0.0442944,0.0538929,0.0390698,0.0188606,0.01745,0.0369019,0.0392593,0.0323568,0.0182239,0.00859283,0.0175147,0.0579715,0,0.026835,0.0687227,0.0229283,0,0,0.0197192,0,0,0.035765,0.0656236,0.0249151,0.0504463,0.0258765,0.0788006,0.0682665,0.0400083,0.0668788,0.0636841,0.0257059,0,0.0579434,0.0961166,0.0256577,0.0292044,0.00876124,0.0206476,0.0318815,0.0283699,0,0,0,0,0,0,0,0,0,0
52,0.0648212,0.0545625,0,0,0,0,0,0,0.0451234,0,0.0262236,0.0715814,0,0,0.0196593,0,0,0.0306535,0.0717816,0.0291611,0.0405805,0.0135503,0.0743507,0.0597819,0.0343909,0.0442573,0.0538292,0.0388963,0.0188155,0.0173903,0.0368922,0.039231,0.0323335,0.0181612,0.00862019,0.0174981,0.0579118,0,0.026807,0.0686968,0.0229152,0,0,0.0197315,0,0,0.0357629,0.0656372,0.0249185,0.0503877,0.0258328,0.078776,0.0682455,0.0400603,0.0669161,0.0637132,0.0257437,0,0.057919,0.0960675,0.0256359,0.029232,0.00873119,0.0206174,0.0318855,0.0284441,0,0,0,0,0,0,0,0,0,0
53,0.0644837,0.0545467,0,0,0,0,0,0,0.0451647,0,0.0261628,0.0715042,0,0,0.0196977,0,0,0.0306812,0.0718734,0.0291038,0.0405344,0.0135488,0.0743621,0.059699,0.0342803,0.0441916,0.0537607,0.0387171,0.0187396,0.0173065,0.0368536,0.0391978,0.0322733,0.0181091,0.00863002,0.0174969,0.057848,0,0.0267891,0.068663,0.0229279,0,0,0.019718,0,0,0.0357549,0.065647,0.0248864,0.0503284,0.0257849,0.0787902,0.0682111,0.040084,0.0669501,0.0637406,0.025773,0,0.0578939,0.0960415,0.0256049,0.029223,0.00873079,0.020552,0.0318947,0.0286552,0,0,0,0,0,0,0,0,0,0
54,0.0635667,0.0544483,0,0,0,0,0,0,0.0455221,0,0.0262145,0.0722522,0,0,0.0190847,0,0,0.0307672,0.0716677,0.029635,0.0400702,0.0135753,0.0746425,0.05736,0.0350346,0.0446461,0.0544665,0.0394491,0.0187226,0.0174881,0.0371518,0.0394481,0.0322175,0.016673,0.00929864,0.0161186,0.0601893,0,0.0265093,0.0704469,0.0231101,0,0,0.0192562,0,0,0.0355971,0.0628649,0.0277181,0.0535678,0.0227036,0.0807099,0.0675115,0.0415657,0.0700132,0.0667372,0.0274274,0,0.0548621,0.092797,0.0273127,0.0292926,0.0087688,0.0200738,0.0326868,0.0270168,0,0,0,0,0,0,0,0,0,0.076524
55,0.0648178,0.0545266,0,0,0,0,0,0,0.0453551,0,0.0260563,0.0713255,0,0,0.0197092,0,0,0.030716,0.0719835,0.0289366,0.0405402,0.0134034,0.0745042,0.0596053,0.0340554,0.0440992,0.0536723,0.0383511,0.0186249,0.0171869,0.0367717,0.0391091,0.0321565,0.018016,0.00869001,0.0174003,0.0577459,0,0.0267996,0.0686347,0.0229657,0,0,0.0197503,0,0,0.0357577,0.0656599,0.0248728,0.0502351,0.0257113,0.0788522,0.0681203,0.040119,0.0670112,0.0638197,0.0258166,0,0.057901,0.0959463,0.0255639,0.0290668,0.00875254,0.0204916,0.0319015,0.0285004,0,0,0,0,0,0,0,0,0,0
56,0.0649904,0.0545,0,0,0,0,0,0,0.0454364,0,0.0260108,0.0712261,0,0,0.0197086,0,0,0.0307347,0.0720574,0.0288551,0.0405197,0.0133536,0.0745962,0.0595517,0.0340037,0.0440716,0.0536525,0.0381813,0.0185769,0.0172093,0.0367552,0.039077,0.032113,0.0179847,0.00867052,0.0174287,0.0576861,0,0.0268033,0.0686108,0.0229753,0,0,0.0197162,0,0,0.0357525,0.0656858,0.0248713,0.0501974,0.0256914,0.0788988,0.0680792,0.0401634,0.0670228,0.0638471,0.0258384,0,0.0579094,0.0959228,0.0255528,0.0289157,0.00873168,0.0205228,0.0318845,0.0284527,0,0,0,0,0,0,0,0,0,0
57,0.0650149,0.0545002,0,0,0,0,0,0,0.0455215,0,0.0259367,0.0711219,0,0,0.019727,0,0,0.0307375,0.0721067,0.028782,0.040483,0.0133543,0.0746926,0.0595035,0.0339743,0.0440692,0.0536449,0.0380117,0.018509,0.0171937,0.0367427,0.0390394,0.0320575,0.0179732,0.00866457,0.017435,0.0576299,0,0.0267203,0.0685653,0.0229952,0,0,0.0197036,0,0,0.035701,0.0657377,0.0248385,0.0501527,0.0256762,0.0789881,0.0680279,0.0401978,0.0670472,0.0638519,0.0258584,0,0.0576808,0.0959259,0.025531,0.02883,0.0087365,0.0204988,0.0318654,0.0285171,0,0,0,0,0,0,0,0,0,0
58,0.0650441,0.0544719,0,0,0,0,0,0,0.0455937,0,0.0258545,0.0710356,0,0,0.0197442,0,0,0.0307509,0.0721468,0.0287097,0.0404705,0.0133298,0.074744,0.059488,0.0338692,0.0440637,0.0536424,0.0378531,0.0184518,0.0171619,0.0367522,0.0390244,0.032032,0.0179715,0.00869008,0.0174,0.0575787,0,0.0266631,0.0685801,0.0229852,0,0,0.0196948,0,0,0.0356811,0.0657735,0.0248391,0.0501328,0.0256243,0.0790705,0.0679792,0.0401798,0.0670958,0.0638668,0.0258767,0,0.0575183,0.0959066,0.0254983,0.0288175,0.00872267,0.0204626,0.0318273,0.0285455,0,0,0,0,0,0,0,0,0,0
59,0.0641081,0.0543793,0,0,0,0,0,0,0.04585,0,0.0259356,0.0717234,0,0,0.0191493,0,0,0.0308365,0.071934,0.0292394,0.0400001,0.0133726,0.0750391,0.0571431,0.034576,0.0445566,0.0543832,0.0386269,0.0184601,0.0173751,0.0370786,0.0392937,0.0320184,0.0165876,0.00937697,0.0160333,0.0599339,0,0.0264282,0.0703766,0.0231556,0,0,0.0192223,0,0,0.0355394,0.0630251,0.0277846,0.0534055,0.0225086,0.0811048,0.0672566,0.0415605,0.070188,0.0668713,0.0275268,0,0.0546643,0.0926245,0.027176,0.0289122,0.00879463,0.0199668,0.0326086,0.026915,0,0,0,0,0,0,0,0,0,0.0762846
60,0.06494,0.0544148,0,0,0,0,0,0,0.0456164,0,0.0257735,0.0708256,0,0,0.0197265,0,0,0.0307688,0.0722422,0.0285737,0.0404413,0.0132587,0.0748375,0.0594338,0.033641,0.0440319,0.0536024,0.037633,0.0183386,0.017055,0.0367006,0.0389733,0.0319487,0.0179857,0.00872054,0.0173594,0.0574638,0,0.0267289,0.0685646,0.0230094,0,0,0.0196857,0,0,0.0356931,0.0658303,0.0249727,0.0500968,0.0254943,0.0793102,0.0678676,0.0399851,0.0671909,0.0639279,0.0258984,0,0.0577103,0.095726,0.0254494,0.0287749,0.00873608,0.0203279,0.0317806,0.0285798,0,0,0,0,0,0,0,0,0,0
61,0.0647625,0.0543847,0,0,0,0,0,0,0.0456289,0,0.0257534,0.0707121,0,0,0.0197231,0,0,0.0307558,0.0722837,0.028517,0.0404084,0.0132047,0.0748696,0.0594097,0.0335625,0.0440141,0.0535886,0.0375864,0.0182341,0.0169677,0.0366283,0.0389086,0.0319124,0.018007,0.00870369,0.017362,0.0573652,0,0.026736,0.0685041,0.0230161,0,0,0.0196303,0,0,0.0357151,0.0658866,0.0249989,0.0500487,0.0254748,0.0793741,0.0678107,0.0400401,0.0672196,0.0639581,0.0259504,0,0.0576725,0.0956433,0.0254112,0.0287915,0.00874509,0.0202993,0.0317464,0.0285972,0,0,0,0,0,0,0,0,0,0
62,0.0648244,0.0543955,0,0,0,0,0,0,0.0456563,0,0.0257065,0.0706076,0,0,0.0196845,0,0,0.0307223,0.0723127,0.0284561,0.0403674,0.0131448,0.0748707,0.0593682,0.0334872,0.0439719,0.0536189,0.0375629,0.0181701,0.0168712,0.0365498,0.0388381,0.031862,0.0180382,0.00868302,0.0173735,0.0573011,0,0.0267105,0.0684217,0.0230143,0,0,0.0196056,0,0,0.0356822,0.0659345,0.0250292,0.0500157,0.025446,0.0793949,0.0677272,0.0400529,0.0672576,0.0639975,0.0260259,0,0.0576123,0.0956054,0.0253887,0.0288237,0.00873332,0.0202508,0.031769,0.0286033,0,0,0,0,0,0,0,0,0,0
63,0.0648104,0.0544234,0,0,0,0,0,0,0.0456895,0,0.0256592,0.0705259,0,0,0.0196672,0,0,0.0307145,0.0723451,0.0283637,0.040333,0.0131233,0.0748339,0.0593755,0.0333953,0.0439029,0.053655,0.0375668,0.0181057,0.0167623,0.0364908,0.0387689,0.031801,0.0180594,0.00868732,0.0173714,0.0572271,0,0.026753,0.0683053,0.0230169,0,0,0.0195331,0,0,0.0356374,0.0659909,0.0250194,0.0499689,0.0254115,0.0793806,0.0676403,0.0401578,0.0672946,0.0640574,0.0260804,0,0.0575619,0.0955487,0.025358,0.0288649,0.00873703,0.0202027,0.0318023,0.0286227,0,0,0,0,0,0,0,0,0,0
64,0.0640488,0.0543982,0,0,0,0,0,0,0.0459441,0,0.0257594,0.0711949,0,0,0.0190791,0,0,0.0308077,0.0721108,0.0288969,0.0398364,0.013215,0.0750679,0.0570458,0.034165,0.0443731,0.054465,0.038487,0.0180449,0.016908,0.0367637,0.0389718,0.0317909,0.0166838,0.00933208,0.0160467,0.0595854,0,0.026434,0.0699712,0.0231813,0,0,0.0190018,0,0,0.0354961,0.0633052,0.0278864,0.0532103,0.0223123,0.0812976,0.0668797,0.041692,0.0703953,0.0671041,0.0277423,0,0.0545167,0.0922902,0.0270151,0.0289777,0.00888521,0.0196822,0.0326162,0.0269997,0,0,0,0,0,0,0,0,0,0.0760243
65,0.0640878,0.054311,0,0,0,0,0,0,0.046028,0,0.0256932,0.0711053,0,0,0.0189329,0,0,0.0309359,0.0721304,0.0287971,0.0397739,0.013114,0.0750291,0.0570405,0.0341063,0.0444314,0.0545314,0.0385529,0.0179984,0.0168268,0.0367437,0.0389665,0.0317725,0.0167635,0.00920529,0.0162943,0.0595783,0,0.0263195,0.0699315,0.023207,0,0,0.0190476,0,0,0.0355044,0.0633643,0.0278803,0.0532089,0.0222383,0.0812774,0.0667847,0.0417044,0.0704557,0.0671597,0.0277704,0,0.0544105,0.0922361,0.0270332,0.028994,0.0085976,0.0197525,0.0325058,0.0269958,0,0,0,0,0,0,0,0,0,0.0759485
66,0.0648888,0.0544191,0,0,0,0,0,0,0.0457994,0,0.0255587,0.0702902,0,0,0.0196305,0,0,0.03087,0.0724198,0.0281257,0.0401115,0.0129679,0.0748317,0.0592548,0.0332857,0.0439571,0.0538458,0.0377694,0.0179177,0.0165353,0.0363867,0.0386509,0.0316921,0.01809,0.00855696,0.0175795,0.0572129,0,0.0264942,0.0679854,0.0231033,0,0,0.0193613,0,0,0.0357187,0.066191,0.0249949,0.0499101,0.0253426,0.079373,0.0673277,0.0402251,0.0673924,0.0641851,0.0261662,0,0.0572645,0.0954638,0.0253417,0.0287729,0.00867068,0.0201127,0.0317227,0.0287666,0,0,0,0,0,0,0,0,0,0
67,0.0651126,0.0544323,0,0,0,0,0,0,0.0457929,0,0.0255014,0.0702134,0,0,0.0198508,0,0,0.0308241,0.0724386,0.0280706,0.040036,0.0128281,0.0748842,0.0591779,0.033325,0.0440629,0.0539189,0.0378646,0.0178672,0.0165149,0.0363587,0.0386169,0.0316675,0.0179713,0.00872139,0.0172167,0.0572749,0,0.0264346,0.0679119,0.0231288,0,0,0.0193416,0,0,0.0356615,0.0662706,0.0249573,0.0498741,0.0253395,0.0793609,0.0672051,0.0402274,0.0673915,0.0642058,0.0261693,0,0.0571826,0.0955898,0.0253608,0.0287316,0.00878066,0.0199359,0.0317344,0.0288491,0,0,0,0,0,0,0,0,0,0
68,0.0653038,0.0544164,0,0,0,0,0,0,0.0458127,0,0.0254618,0.0701083,0,0,0.0200149,0,0,0.0308166,0.0724602,0.0280017,0.0399852,0.012698,0.0750245,0.0589774,0.0333575,0.0441849,0.0540139,0.037983,0.0178171,0.016443,0.0363305,0.0386125,0.0316523,0.01785,0.00875165,0.0170845,0.0573448,0,0.0263305,0.0678286,0.02322,0,0,0.0193169,0,0,0.0355763,0.0663312,0.024926,0.0498729,0.0253585,0.0794533,0.0670665,0.0401797,0.0673974,0.0642075,0.0261576,0,0.0571655,0.095883,0.0253972,0.028694,0.00879045,0.0198817,0.0317035,0.0289891,0,0,0,0,0,0,0,0,0,0
69,0.0653149,0.0543583,0,0,0,0,0,0,0.0458462,0,0.0254575,0.0699562,0,0,0.0202325,0,0,0.0307899,0.0725089,0.0279211,0.0399564,0.0125681,0.0752274,0.0587754,0.0334126,0.0443031,0.0541163,0.0380958,0.0177589,0.0163367,0.0363036,0.0386228,0.0316528,0.017612,0.0087855,0.0168755,0.0573847,0,0.0262546,0.0677243,0.0233582,0,0,0.0193278,0,0,0.0355441,0.0663872,0.0249303,0.0498968,0.0253616,0.0795979,0.0669381,0.0400163,0.0673952,0.0642102,0.0261544,0,0.0572676,0.0958795,0.025426,0.02861,0.00880631,0.0198677,0.0316206,0.0292352,0,0,0,0,0,0,0,0,0,0
70,0.0643637,0.0541913,0,0,0,0,0,0,0.0460193,0,0.0255313,0.0703631,0,0,0.02007,0,0,0.0307802,0.0723057,0.0284545,0.0394526,0.0125668,0.0758098,0.0562117,0.0343394,0.0448928,0.0549375,0.0390247,0.0176918,0.016442,0.0365653,0.0388392,0.0316518,0.0157774,0.00940431,0.0152518,0.0598166,0,0.0258896,0.0693344,0.0236987,0,0,0.0188753,0,0,0.035427,0.0637439,0.0277338,0.0531115,0.0222233,0.081746,0.0662111,0.0414537,0.0704149,0.0672102,0.0278021,0,0.0543385,0.0922629,0.0271325,0.0285921,0.00896278,0.0193916,0.0322309,0.027843,0,0,0,0,0,0,0,0,0,0.0760258
71,0.0657876,0.0540271,0,0,0,0,0,0,0.0458538,0,0.0253244,0.0694971,0,0,0.0200186,0,0,0.0307654,0.0725338,0.0277763,0.0399289,0.0122952,0.0758883,0.0578503,0.033534,0.044394,0.0542642,0.038248,0.0176107,0.0160538,0.036208,0.0385556,0.0315691,0.0173228,0.0079378,0.0177674,0.0574508,0,0.0262761,0.0673417,0.0239559,0,0,0.0194227,0,0,0.0355901,0.0665111,0.0248875,0.0498132,0.0253223,0.0800766,0.0668153,0.0400829,0.0673425,0.0642603,0.0262527,0,0.0573329,0.0952261,0.0254023,0.0283944,0.00869264,0.0199182,0.031141,0.0296445,0,0,0,0,0,0,0,0,0,0
72,0.0661595,0.0539203,0,0,0,0,0,0,0.0458574,0,0.0253254,0.069198,0,0,0.020237,0,0,0.0304847,0.0724728,0.0277279,0.0399654,0.0121674,0.0762665,0.0573692,0.0336027,0.0444026,0.0543187,0.0383032,0.0175552,0.0159687,0.036167,0.0385397,0.031555,0.0169726,0.00779964,0.0174611,0.0574996,0,0.0263784,0.067204,0.0243458,0,0,0.0195148,0,0,0.0355992,0.0665542,0.0248314,0.0496701,0.0253079,0.0803257,0.0667938,0.0400397,0.0673388,0.0642594,0.0262672,0,0.0573636,0.0951723,0.0254133,0.0283146,0.00866912,0.0199283,0.0309663,0.0299302,0,0,0,0,0,0,0,0,0,0
73,0.0664265,0.0538233,0,0,0,0,0,0,0.0458468,0,0.0252929,0.0689241,0,0,0.0205242,0,0,0.0303531,0.0724284,0.0276887,0.0400286,0.0120868,0.0767208,0.0569127,0.033657,0.0444004,0.0543788,0.0383358,0.0175127,0.0159283,0.0361368,0.038539,0.0315445,0.0166169,0.00772002,0.0171736,0.0575433,0,0.0263422,0.0670277,0.0247544,0,0,0.0196542,0,0,0.0355169,0.0666064,0.024833,0.0495247,0.0252902,0.0806013,0.0667868,0.0397659,0.0673484,0.064237,0.0262688,0,0.0573782,0.0951914,0.0254205,0.0282218,0.00864153,0.0199157,0.0308258,0.030232,0,0,0,0,0,0,0,0,0,0
74,0.0655966,0.0537153,0,0,0,0,0,0,0.0459944,0,0.0253883,0.0692047,0,0,0.0210456,0,0,0.0301903,0.0721561,0.0282608,0.0396469,0.0121561,0.0774991,0.0544638,0.0345774,0.0450248,0.0552141,0.0391909,0.0175018,0.0161742,0.0364301,0.0387185,0.0315612,0.014355,0.00860924,0.0147964,0.0600255,0,0.0258392,0.0685824,0.0252484,0,0,0.0190811,0,0,0.0354569,0.0639571,0.0276634,0.0526076,0.0221665,0.0828189,0.066135,0.0409634,0.0703801,0.0671702,0.0277814,0,0.054467,0.0919854,0.0272103,0.0283556,0.00861497,0.0196674,0.0315882,0.0288848,0,0,0,0,0,0,0,0,0,0.0761878
75,0.0658398,0.0535342,0,0,0,0,0,0,0.0460244,0,0.0253539,0.0689747,0,0,0.0206026,0,0,0.030484,0.0720532,0.0282224,0.0397735,0.0120036,0.0779848,0.0538979,0.0345873,0.0452137,0.0553282,0.0391799,0.0174743,0.0161728,0.0364282,0.0386906,0.0315695,0.0147031,0.00849194,0.0154245,0.0603496,0,0.0256492,0.0682907,0.0259167,0,0,0.0197855,0,0,0.0353146,0.0639848,0.0275918,0.0524768,0.0219213,0.0831541,0.0662765,0.0411995,0.07047,0.0673058,0.027824,0,0.0544324,0.0918398,0.0274735,0.0281547,0.00868722,0.0194362,0.0313599,0.0289312,0,0,0,0,0,0,0,0,0,0.0761026
