Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIBI,LWRB,x79,x81,
171,0.0333483,0.0231581,0,0,0,0,0,0,0.0406466,0.0157614,0.033161,0.0492081,0,0,0.0299637,0,0.034539,0.0153626,0.0387123,0.0364886,0.0219452,0.0196363,0.05744,0.0290361,0.0629937,0.0637907,0.0630509,0.0569107,0.0209243,0.0248738,0.0176014,0.0454943,0.0219683,0.02175,0.0158447,0.00949601,0.021725,0.10836,0.0300554,0,0,0.0194098,0,0.00836646,0.0156662,0.0466646,0.0420791,0.0296189,0.0712156,0.033869,0.0227395,0.0326188,0.0223208,0.0339459,0.0370765,0.0268515,0.0170864,0.0192007,0.0268303,0.013035,0.0162564,0.015317,0.00579162,0.0218198,0.0333484,0,0,0,0,0,0,0,0,0.0238913,0.00702556,0,0,0
172,0.0341607,0.0233978,0,0,0,0,0,0,0.0392127,0.0158022,0.0325673,0.050346,0,0,0.030357,0,0.034497,0.0153804,0.0388975,0.0364264,0.0207686,0.0196724,0.0570733,0.0294746,0.0620789,0.0629858,0.0619219,0.0561986,0.0206012,0.0240112,0.0173796,0.044092,0.0223908,0.0217161,0.0158244,0.00941012,0.0225889,0.10845,0.0307897,0,0,0.019652,0,0.00828222,0.0156881,0.04711,0.0439962,0.0288498,0.0725302,0.0335426,0.0228958,0.0339507,0.0223458,0.0338849,0.0380988,0.0276671,0.0168606,0.0198774,0.028052,0.0141989,0.0166043,0.0151537,0.00570625,0.0219157,0.0338869,0,0,0,0,0,0,0,0,0.0237486,0.00705722,0,0,0
173,0.0350635,0.0237172,0,0,0,0,0,0,0.037515,0.0158404,0.0314271,0.0514907,0,0,0.0308135,0,0.0345055,0.0154861,0.0390561,0.0358649,0.0198048,0.0196737,0.0564255,0.0299499,0.0610856,0.0622686,0.0609061,0.055578,0.0203908,0.0230897,0.0169962,0.0424761,0.0228699,0.0217102,0.0158389,0.00931131,0.0235083,0.108437,0.0315924,0,0,0.0199841,0,0.00818831,0.0156842,0.0476084,0.0457868,0.0281427,0.0737885,0.0333677,0.0230941,0.0342867,0.0223251,0.0337776,0.0389726,0.0284476,0.0166419,0.0205891,0.029311,0.0149356,0.0171082,0.0149286,0.00572167,0.0221521,0.0345793,0,0,0,0,0,0,0,0,0.0236604,0.00707243,0,0,0
174,0.0360452,0.024124,0,0,0,0,0,0,0.0356867,0.0158968,0.0300034,0.0525231,0,0,0.0312918,0,0.0346671,0.0156311,0.0391889,0.0350605,0.0190239,0.0197306,0.0555624,0.0304195,0.0602007,0.0616414,0.0599711,0.0550733,0.020262,0.0221561,0.0165321,0.041061,0.0233727,0.0218105,0.0157897,0.0091911,0.0240866,0.108303,0.0325068,0,0,0.0204116,0,0.00808039,0.0156866,0.0480777,0.0472674,0.0275567,0.0751251,0.0331323,0.0233701,0.0341553,0.0220953,0.03389,0.0396957,0.0291738,0.0164507,0.0210515,0.0303944,0.0161507,0.0177209,0.014648,0.00593406,0.022459,0.0354207,0,0,0,0,0,0,0,0,0.0234944,0.00702954,0,0,0
175,0.0371181,0.0246549,0,0,0,0,0,0,0.0339893,0.0160011,0.0286641,0.0533951,0,0,0.0317835,0,0.0349646,0.0157308,0.0393268,0.0342542,0.0183998,0.0193911,0.0545848,0.0309103,0.0594293,0.0611624,0.0591195,0.0546868,0.020125,0.0212115,0.0160533,0.0398729,0.0238802,0.022007,0.0156639,0.00905996,0.0244458,0.108206,0.0335312,0,0,0.0209102,0,0.00799406,0.0157359,0.0485063,0.0484376,0.027154,0.0764245,0.0328901,0.0237251,0.0343204,0.0219572,0.0341442,0.0403932,0.0298563,0.0162595,0.0214178,0.0312751,0.0175256,0.0184796,0.0143131,0.00598396,0.0227918,0.0363602,0,0,0,0,0,0,0,0,0.0232392,0.00704282,0,0,0
176,0.0382308,0.0252326,0,0,0,0,0,0,0.0325477,0.0160461,0.0273924,0.0540795,0,0,0.0323402,0,0.0351097,0.0158191,0.0394932,0.0334586,0.0178339,0.0188306,0.0534818,0.0315325,0.0587768,0.0606132,0.0583496,0.0543806,0.0198418,0.0202982,0.0155818,0.0390003,0.0244295,0.0220653,0.0155389,0.0089161,0.0246808,0.10813,0.0345919,0,0,0.0214197,0,0.00792368,0.0158513,0.0488554,0.0493841,0.0269543,0.07768,0.0325548,0.0240617,0.0346573,0.0218573,0.0345686,0.0410553,0.0305657,0.0160825,0.0217952,0.0320454,0.0186971,0.019217,0.0139774,0.00585203,0.0230712,0.0372983,0,0,0,0,0,0,0,0,0.0229608,0.00726388,0,0,0
177,0.0393799,0.0258421,0,0,0,0,0,0,0.0315016,0.0160505,0.0262472,0.0546043,0,0,0.032983,0,0.0351809,0.0159092,0.0396445,0.0328187,0.0172973,0.0184456,0.052262,0.0322075,0.0582438,0.0600628,0.0576721,0.0541677,0.0193663,0.0194614,0.0151609,0.0386826,0.0249948,0.0220736,0.015353,0.00875554,0.0246979,0.108076,0.0356698,0,0,0.0218731,0,0.00784993,0.0159646,0.0492817,0.0495845,0.0269813,0.0785612,0.0321538,0.0244467,0.0353213,0.0222672,0.0345718,0.0417584,0.0307985,0.0157225,0.0220982,0.0322101,0.0189445,0.0199499,0.0136986,0.00566707,0.023347,0.0382585,0,0,0,0,0,0,0,0,0.0226694,0.00742815,0,0,0
178,0.0405452,0.0264771,0,0,0,0,0,0,0.0310146,0.0160521,0.0255716,0.0550146,0,0,0.0336403,0,0.0352292,0.0161226,0.0397953,0.0331523,0.0167698,0.0183117,0.0510292,0.032889,0.0577961,0.0595959,0.0571643,0.054079,0.0189235,0.0188232,0.0148856,0.0391904,0.0255297,0.0220812,0.0149866,0.00858277,0.0245768,0.108136,0.0367649,0,0,0.0223126,0,0.00776976,0.0160438,0.0496223,0.0492964,0.0272077,0.0791695,0.0316784,0.0248919,0.0360134,0.0227827,0.0344435,0.0423943,0.0307718,0.015317,0.0223,0.0321337,0.0190715,0.0206495,0.0134851,0.00569745,0.0235809,0.039242,0,0,0,0,0,0,0,0,0.0223565,0.00754507,0,0,0
179,0.0414872,0.0268389,0,0,0,0,0,0,0.0313359,0.016102,0.0254043,0.0554953,0,0,0.0338186,0,0.0351771,0.0163207,0.0400047,0.0345458,0.0161099,0.0184078,0.0502497,0.033343,0.0575204,0.0593141,0.0568903,0.0541254,0.018514,0.0185381,0.0148691,0.0406432,0.0257637,0.0220696,0.0146878,0.00848826,0.0244136,0.1084,0.0376888,0,0,0.0225445,0,0.0077041,0.0160985,0.0496797,0.0488167,0.027264,0.0795939,0.0315888,0.0250738,0.0364854,0.0230492,0.0345448,0.0427888,0.030614,0.0150128,0.0224226,0.0321274,0.0197142,0.0209532,0.0132983,0.00571681,0.0234375,0.040036,0,0,0,0,0,0,0,0,0.0220121,0.00750567,0,0,0
180,0.0420969,0.0267424,0,0,0,0,0,0,0.032886,0.0161803,0.0261616,0.0560019,0,0,0.0335528,0,0.0349845,0.0162662,0.0402704,0.0360598,0.0152729,0.0184494,0.050118,0.0335155,0.0573969,0.0591174,0.0567014,0.0543793,0.018176,0.0187067,0.015229,0.0432476,0.025704,0.0219983,0.0143508,0.00848826,0.0242495,0.108791,0.0382397,0,0,0.022396,0,0.00770327,0.0160573,0.0494599,0.0483289,0.0270181,0.0798775,0.0319557,0.0249706,0.0367996,0.0231573,0.0346822,0.0431752,0.0304785,0.0147995,0.0224684,0.0319338,0.0205579,0.0207275,0.0132968,0.00575195,0.0229042,0.0404758,0,0,0,0,0,0,0,0,0.0216573,0.0072999,0,0,0
181,0.0428526,0.0268083,0,0,0,0,0,0,0.0356355,0.0161932,0.0279906,0.0563675,0,0,0.033487,0,0.0348946,0.0162159,0.0405393,0.0376876,0.0145234,0.0188102,0.04968,0.0338339,0.0573252,0.0588995,0.0564969,0.0548027,0.0178799,0.019325,0.0160097,0.0469721,0.0258688,0.0219679,0.0139355,0.00844726,0.0241138,0.109147,0.0389283,0,0,0.0223663,0,0.00766741,0.0160246,0.0494622,0.0481421,0.027071,0.0803477,0.0321796,0.0251233,0.0371694,0.023381,0.0347489,0.0436143,0.0304576,0.0145633,0.022669,0.0319046,0.0219663,0.0207763,0.0132909,0.00575176,0.0226188,0.0410283,0,0,0,0,0,0,0,0,0.0212067,0.00711786,0,0,0
182,0.0436878,0.026999,0,0,0,0,0,0,0.039196,0.0161892,0.0305084,0.0566479,0,0,0.0336331,0,0.0348387,0.0162058,0.0408384,0.0394386,0.013837,0.0192751,0.0489988,0.0341694,0.0573153,0.0587893,0.0563674,0.0551896,0.0176473,0.0203734,0.0170608,0.051315,0.0262326,0.021937,0.0140027,0.00839172,0.0242814,0.109501,0.0397383,0,0,0.0225013,0,0.00761492,0.0160173,0.04975,0.048277,0.0272872,0.0808422,0.032056,0.0254318,0.0374958,0.0237882,0.0349804,0.0440305,0.0303764,0.0142431,0.0229607,0.0320097,0.0215444,0.0210375,0.0132571,0.00574961,0.0225151,0.0416353,0,0,0,0,0,0,0,0,0.0206848,0.00741101,0,0,0
183,0.0444298,0.0271073,0,0,0,0,0,0,0.042854,0.0162025,0.0331545,0.0570378,0,0,0.0337331,0,0.0347481,0.0160683,0.0411897,0.0415135,0.0132323,0.0196009,0.0484285,0.0344396,0.057363,0.058762,0.0562944,0.0555287,0.0174952,0.0215967,0.0182114,0.0559761,0.0264313,0.021892,0.0142592,0.0084086,0.0248299,0.110024,0.0404403,0,0,0.0226586,0,0.00763238,0.0161799,0.0497925,0.048346,0.0274626,0.0814248,0.0317343,0.0256566,0.0378031,0.0240516,0.0353305,0.0444799,0.0303415,0.0138764,0.0230381,0.0320595,0.0198147,0.0211755,0.0131866,0.00576203,0.0224411,0.0421721,0,0,0,0,0,0,0,0,0.02014,0.00740389,0,0,0
184,0.0450062,0.0270981,0,0,0,0,0,0,0.0460641,0.0162422,0.0355505,0.0574245,0,0,0.0336554,0,0.0346566,0.0158795,0.0415551,0.0437086,0.0127238,0.0200754,0.0479595,0.034667,0.0575114,0.0587689,0.0563053,0.0557865,0.0174598,0.0227534,0.0193209,0.0605135,0.0265371,0.0218715,0.0144806,0.00844032,0.0250738,0.110546,0.0409682,0,0,0.022825,0,0.00764062,0.0163241,0.0496535,0.0482457,0.0275644,0.0820335,0.0315957,0.0257588,0.0380932,0.0241337,0.0356615,0.0450148,0.030309,0.0134764,0.0229926,0.0319125,0.0192896,0.021189,0.0131252,0.00576498,0.0223276,0.0425663,0,0,0,0,0,0,0,0,0.0197235,0.0070734,0,0,0
185,0.0454335,0.0270498,0,0,0,0,0,0,0.0486042,0.0162889,0.0375628,0.0577145,0,0,0.033548,0,0.0345738,0.0156858,0.0418767,0.0452695,0.0123546,0.0206582,0.0474787,0.0348548,0.0577489,0.0588618,0.0564143,0.0559249,0.017567,0.0237225,0.020275,0.0640891,0.0266104,0.0218348,0.0144639,0.00846245,0.0250551,0.110909,0.0413009,0,0,0.0230408,0,0.00763096,0.0164071,0.0495244,0.0480387,0.0276597,0.0824535,0.0313787,0.0257764,0.0382849,0.0241553,0.0359392,0.045462,0.030367,0.0130841,0.0228919,0.0315379,0.0197743,0.0211878,0.0131016,0.00575691,0.0222083,0.0428544,0,0,0,0,0,0,0,0,0.0195447,0.00715362,0,0,0
186,0.0457931,0.0270003,0,0,0,0,0,0,0.050188,0.0162949,0.038798,0.0578601,0,0,0.0334288,0,0.0345406,0.0155127,0.0420977,0.046059,0.0121655,0.0212566,0.0469857,0.0350601,0.0580562,0.0591117,0.0566635,0.0559692,0.0178737,0.0244044,0.0210418,0.0663844,0.0266535,0.0218009,0.0145648,0.0084713,0.0251152,0.111053,0.041498,0,0,0.0232117,0,0.00760115,0.0164399,0.0494508,0.0478752,0.0277054,0.0826529,0.0310694,0.0257288,0.0384089,0.0241619,0.0361909,0.0456243,0.030411,0.0127368,0.0227693,0.031209,0.0204225,0.0211769,0.0131494,0.00573198,0.0221427,0.0430524,0,0,0,0,0,0,0,0,0.0195811,0.00724199,0,0,0
187,0.0460837,0.0269145,0,0,0,0,0,0,0.0504683,0.0163133,0.0387511,0.0578876,0,0,0.0332362,0,0.0345423,0.0153687,0.0421726,0.045627,0.0121766,0.0219537,0.0465888,0.0350978,0.058421,0.0594554,0.0570781,0.0558374,0.0184655,0.0249202,0.0215916,0.066961,0.0265951,0.0217929,0.0150744,0.00845539,0.0256561,0.110963,0.0416116,0,0,0.0233192,0,0.00753011,0.0164004,0.0493298,0.0481034,0.0275858,0.0826952,0.0308649,0.0256152,0.0383133,0.024089,0.036471,0.0454736,0.0305124,0.0125041,0.0228575,0.0311264,0.0207813,0.0210479,0.0132856,0.00570856,0.0221124,0.0432382,0,0,0,0,0,0,0,0,0.0198493,0.00729299,0,0,0
188,0.0463468,0.0268274,0,0,0,0,0,0,0.0497092,0.0163187,0.0382154,0.0578344,0,0,0.0330157,0,0.0345853,0.0153391,0.0421395,0.0451443,0.0123812,0.022456,0.0462751,0.0349931,0.0588686,0.0599242,0.0576648,0.0555568,0.01922,0.02538,0.0221786,0.0662234,0.0264757,0.0218192,0.0156975,0.00849574,0.0263114,0.110608,0.0417049,0,0,0.0235084,0,0.00759047,0.0164519,0.0491254,0.0484147,0.027292,0.0826226,0.0308035,0.0254814,0.0380339,0.0239427,0.0368286,0.045255,0.0305582,0.012319,0.02301,0.0310191,0.0211463,0.0209344,0.0132964,0.00573663,0.0221079,0.0434343,0,0,0,0,0,0,0,0,0.0206243,0.00739661,0,0,0
189,0.0465409,0.0266583,0,0,0,0,0,0,0.0484814,0.0163266,0.0377624,0.057742,0,0,0.0328439,0,0.0345889,0.0154026,0.0420798,0.0442719,0.0127116,0.0228428,0.046109,0.0348957,0.0594951,0.0605755,0.0584618,0.0553382,0.0202138,0.0259333,0.0230428,0.0645138,0.0263174,0.0218345,0.015952,0.00855221,0.0266587,0.110091,0.0417896,0,0,0.0235025,0,0.00765698,0.0164837,0.0488882,0.048661,0.0267631,0.0824346,0.030773,0.0253679,0.0377525,0.0237712,0.0372181,0.0450207,0.0305713,0.0121467,0.0231543,0.0309017,0.0221554,0.0207667,0.0133208,0.00581078,0.0220374,0.0436015,0,0,0,0,0,0,0,0,0.0217377,0.00750168,0,0,0
190,0.0468059,0.0266985,0,0,0,0,0,0,0.047178,0.0163172,0.037446,0.0574574,0,0,0.0329571,0,0.0346259,0.0155548,0.0420537,0.0428106,0.0132465,0.0236179,0.0453981,0.0348812,0.0603732,0.0614931,0.0594673,0.0553978,0.0215309,0.0267527,0.0243146,0.0621981,0.0262682,0.0218505,0.0161394,0.0085355,0.0269198,0.109357,0.0420171,0,0,0.0237826,0,0.0076734,0.0167237,0.0487911,0.0490867,0.026726,0.0821124,0.0301314,0.0255364,0.0374684,0.0236729,0.0376699,0.0448183,0.0306628,0.0119792,0.0232496,0.0308999,0.0231772,0.0210761,0.0132438,0.00574397,0.0220453,0.0438156,0,0,0,0,0,0,0,0,0.0230897,0.00754498,0,0,0
191,0.0470117,0.0268049,0,0,0,0,0,0,0.0458441,0.0163136,0.0373973,0.0570716,0,0,0.0330232,0,0.0346319,0.0156931,0.0420001,0.0406588,0.0138781,0.0250665,0.0445114,0.0349027,0.0614281,0.0626085,0.0606431,0.05577,0.0232398,0.0277919,0.0259769,0.0599319,0.0263075,0.0218554,0.0164821,0.00853539,0.0271321,0.108496,0.0421193,0,0,0.0241864,0,0.00768249,0.0169494,0.0487225,0.0494607,0.026645,0.0817169,0.0297234,0.0257459,0.0370278,0.0235595,0.0380752,0.0445522,0.0307061,0.0118352,0.0232634,0.0308147,0.0242958,0.0214485,0.0133496,0.0057819,0.0220279,0.0439852,0,0,0,0,0,0,0,0,0.024733,0.00745768,0,0,0
192,0.0470877,0.0268138,0,0,0,0,0,0,0.0435873,0.0163568,0.0369693,0.0575612,0,0,0.0329894,0,0.0346472,0.0157064,0.0416968,0.0372529,0.014056,0.0271996,0.0438551,0.0347707,0.0625856,0.0640131,0.0621444,0.0568464,0.0252119,0.0287653,0.0276838,0.0555618,0.0263602,0.0218691,0.0169161,0.0085532,0.0275296,0.108167,0.0421587,0,0,0.0242797,0,0.00764758,0.0169201,0.0488619,0.0502503,0.0266599,0.0817341,0.0295483,0.0259534,0.0366375,0.0233423,0.0384173,0.0443645,0.0310858,0.0116514,0.0235372,0.0311326,0.0260007,0.0217431,0.0136547,0.00580021,0.0219843,0.0440269,0,0,0,0,0,0,0,0,0.026355,0.00737648,0,0,0
193,0.0470307,0.0268052,0,0,0,0,0,0,0.0415955,0.016361,0.0367973,0.0575842,0,0,0.0330178,0,0.0345704,0.0156262,0.0415414,0.0344339,0.0143735,0.0290366,0.0432447,0.0346342,0.0637686,0.0653774,0.0636403,0.0583406,0.0271429,0.0297428,0.0293827,0.0509193,0.0264613,0.0218337,0.0175189,0.00856281,0.0280475,0.107594,0.0420967,0,0,0.0244274,0,0.007651,0.0168822,0.0488627,0.0510915,0.0266767,0.0817155,0.0293281,0.0261361,0.0362236,0.0230916,0.0388472,0.0440992,0.0315015,0.0115575,0.0238153,0.031458,0.0279178,0.021987,0.0135903,0.00550999,0.0220646,0.0439567,0,0,0,0,0,0,0,0,0.0281075,0.00736637,0,0,0
194,0.0467409,0.0266881,0,0,0,0,0,0,0.0400843,0.0163546,0.0362954,0.057351,0,0,0.0330209,0,0.0344294,0.0154741,0.0414492,0.0323338,0.0146476,0.0308157,0.0428336,0.0343906,0.0650481,0.0665335,0.0651451,0.0599602,0.0290858,0.0307736,0.0310411,0.0466086,0.0265358,0.021757,0.0181079,0.00867818,0.028575,0.106847,0.0418555,0,0,0.0247865,0,0.00779496,0.0170979,0.0486725,0.0519652,0.0264949,0.0816414,0.029361,0.0261183,0.0362114,0.0227999,0.0393217,0.0438349,0.0318895,0.0115209,0.0240677,0.031819,0.0296097,0.0220681,0.0131552,0.00547283,0.0220457,0.0436911,0,0,0,0,0,0,0,0,0.0299298,0.0073433,0,0,0
195,0.0464284,0.0265522,0,0,0,0,0,0,0.0430991,0.0163407,0,0.0568805,0,0,0.0330332,0,0.0343321,0.0153955,0.0413345,0.0356868,0.0151305,0.0322012,0.0425322,0.0342106,0.0663941,0.0674545,0.0665516,0.0611898,0.0315894,0.03323,0.0322448,0.0484081,0.0265949,0.0217375,0.0187121,0.00872659,0.0290344,0.105957,0.0415666,0,0,0.0250624,0,0.00783696,0.0172849,0.048411,0.0527129,0.0261483,0.0814327,0.0297031,0.0260653,0.0360986,0.0226477,0.039721,0.0436225,0.0321392,0.0114738,0.0242591,0.031896,0.0308313,0.0221449,0.0129428,0.00549659,0.02201,0.0433646,0,0,0,0,0,0,0,0,0.0328904,0.00735067,0,0,0
196,0.0459961,0.0264631,0,0,0,0,0,0,0.0368665,0.016329,0.0349127,0.0566034,0,0,0.0330326,0,0.0342963,0.0154703,0.0409665,0.0302556,0.0152301,0.0334749,0.0422884,0.033922,0.0671797,0.0680196,0.0675461,0.0624016,0.0322773,0.0326394,0.0340768,0.0405986,0.0265929,0.0217565,0.0191574,0.00870557,0.0296699,0.105299,0.0412041,0,0,0.0253034,0,0.00781615,0.0174391,0.0482405,0.0537699,0.0260703,0.081504,0.029903,0.0261088,0.0358266,0.0226776,0.040083,0.0435362,0.0324885,0.0113167,0.024572,0.0319996,0.0320318,0.0223507,0.0128999,0.0055241,0.021997,0.0429056,0,0,0,0,0,0,0,0,0.0322888,0.00728403,0,0,0
197,0.0401888,0.0213159,0,0,0,0,0,0,0.0384505,0.0168992,0.0375536,0.0616708,0,0,0.0273767,0,0.0325974,0.0132078,0.0391283,0.0329771,0.0124739,0.0342984,0.0623568,0.0305552,0.0668698,0.0680589,0.0678318,0.0622058,0.034405,0.0352734,0.0329703,0.0408912,0.0225621,0.0211069,0.0173785,0.0106901,0.0283373,0.111336,0.0349419,0,0,0.0226492,0,0.00934602,0.0164426,0.0471107,0.0495104,0,0.0788566,0.0530067,0.0203799,0.0339931,0.021635,0.0403491,0.0427034,0.030347,0.0115433,0.0236873,0.028345,0.028442,0.0105846,0.0157554,0.00619151,0.0196625,0.0391074,0,0,0,0,0,0,0,0,0.0348259,0.00630033,0,0,0
198,0.0394993,0.0211947,0,0,0,0,0,0,0.0403143,0.0169282,0.039161,0.0612169,0,0,0.0271384,0,0.0325532,0.013355,0.0388429,0.0348718,0.012739,0.0339614,0.0621616,0.030347,0.0671724,0.0683995,0.0683019,0.062447,0.0349531,0.0365622,0.0325074,0.0430472,0.0224665,0.0211069,0.0180263,0.0107217,0.0289562,0.110674,0.0346078,0,0,0.0230707,0,0.00938842,0.0167429,0.0471619,0.0504133,0,0.0788421,0.0532026,0.0202861,0.0338209,0.0217868,0.0407354,0.0426149,0.0306546,0.0114721,0.0239804,0.0285209,0.0298399,0.0110365,0.0159752,0.00623693,0.0194672,0.0386794,0,0,0,0,0,0,0,0,0.035729,0.0063932,0,0,0
199,0.0389044,0.0209799,0,0,0,0,0,0,0.0377309,0.0169213,0.0368136,0.0609996,0,0,0.0268049,0,0.032498,0.0133596,0.0386865,0.031939,0.0126998,0.0338438,0.0620351,0.0301235,0.0671381,0.0682893,0.0683022,0.0625775,0.0345498,0.0358484,0.0328091,0.040509,0.0223195,0.0210776,0.0192184,0.0107417,0.0296774,0.110075,0.0342486,0,0,0.0233567,0,0.00936395,0.0170038,0.0472638,0.0514457,0,0.0789105,0.0535669,0.0201982,0.0338709,0.0219056,0.0411082,0.0425632,0.0310752,0.0114121,0.0244445,0.0287896,0.0320211,0.011319,0.0158478,0.00628606,0.0191434,0.0382115,0,0,0,0,0,0,0,0,0.0347539,0.0063671,0,0,0
200,0.0382899,0.0206984,0,0,0,0,0,0,0.0321326,0.0169328,0.0320634,0.0609821,0,0,0.0264246,0,0.0324579,0.0131959,0.0387245,0.0262225,0.0124283,0.0337421,0.0620332,0.0297728,0.0667202,0.0677246,0.0678084,0.062482,0.033434,0.0337556,0.0335493,0.0344233,0.0221535,0.021086,0.0201993,0.0107995,0.0306178,0.109632,0.0337493,0,0,0.0236193,0,0.00943848,0.0170632,0.0474044,0.0527566,0,0.0790778,0.0539991,0.020029,0.033765,0.0220512,0.0414742,0.0425362,0.0317029,0.011462,0.0251385,0.0292603,0.0335398,0.0115234,0.015744,0.00631276,0.0188536,0.0376533,0,0,0,0,0,0,0,0,0.0325197,0.00610515,0,0,0
201,0.043869,0.0267018,0,0,0,0,0,0,0.0355265,0.0163417,0.0349263,0.0550642,0,0,0.0321504,0,0.034111,0.0157041,0.0407038,0.0309578,0.0156562,0.0319762,0.0407698,0.0329173,0.0668347,0.0672798,0.0674141,0.0626794,0.031629,0.0337934,0.0328753,0.0388453,0.0263521,0.0217851,0.0233441,0.0085582,0.0340662,0.102737,0.0400558,0,0,0.0274001,0,0.00803114,0.0186365,0.0486532,0.0591317,0.0281274,0.0831,0.0300632,0.0274605,0.035624,0.0231486,0.041949,0.0440356,0.0350028,0.010959,0.0270858,0.0335084,0.0389326,0.0243654,0.0139568,0.00569206,0.0218911,0.0410565,0,0,0,0,0,0,0,0,0.0308667,0.00697772,0,0,0
202,0.0372952,0.0202338,0,0,0,0,0,0,0.0379884,0.0170987,0.0368188,0.0603178,0,0,0.0260386,0,0.0322488,0.0129603,0.039656,0.0347856,0.011899,0.0322293,0.0616697,0.0289649,0.0648848,0.0652536,0.065592,0.0612575,0.0309618,0,0.0319126,0.0411475,0.0218794,0.0210941,0.0216057,0.0107542,0.0326194,0.108506,0.032798,0,0,0.022955,0,0.00945583,0.0164928,0.047602,0.0548943,0,0.0792917,0.0543082,0.0201146,0.033381,0.0224496,0.0422916,0.0426261,0.0329305,0.0116185,0.0264285,0.0300812,0.0343048,0.0117208,0.0154957,0.00599423,0.018549,0.0366024,0,0,0,0,0,0,0,0,0.0305772,0.00566959,0,0,0
203,0.0429627,0.0265502,0,0,0,0,0,0,0.042387,0.0165319,0.0388959,0.0551306,0,0,0.0322304,0,0.0340581,0.015847,0.0417226,0.0412303,0.0142418,0.0311265,0.0404509,0.0322283,0.0643395,0.0634989,0.0643631,0.0612719,0.0282238,0,0.0307953,0.0473752,0.0262426,0.0219448,0.0252324,0.008403,0.0367445,0.102158,0.0393582,0,0,0.0276295,0,0.00798821,0.0186444,0.0494169,0.0615596,0.0292774,0.0844301,0.0296861,0.0278144,0.0359116,0.0233745,0.0426876,0.0448316,0.0366578,0.011357,0.028548,0.0346822,0.0411409,0.0248562,0.0133972,0.00543189,0.0218103,0.0402457,0,0,0,0,0,0,0,0,0.0281076,0.00684407,0,0,0
204,0.0355917,0.0193576,0,0,0,0,0,0,0.0431387,0.0171902,0.0406011,0.0612275,0,0,0.0248607,0,0.0319538,0.0128704,0.04064,0.0435048,0.00995032,0.030691,0.0627072,0.0275814,0.0622152,0.0609788,0.0623797,0.0595477,0.027134,0,0.0295011,0.0474841,0.0209916,0.0210549,0.0235234,0.0107476,0.0350872,0.108327,0.0313265,0,0,0.0227503,0,0.00948546,0.0164731,0.0483125,0.0570273,0,0.0799389,0.0552644,0.019721,0.0334607,0.0229214,0.0431863,0.0430169,0.0345267,0.012253,0.027735,0.0312375,0.0377357,0.0113507,0.0150382,0.0059105,0.0179524,0.034945,0,0,0,0,0,0,0,0,0.027434,0.00565899,0,0,0
205,0.0416912,0.0255151,0,0,0,0,0,0,0.0459197,0.0163583,0.0441707,0.0542182,0,0,0.0313285,0,0.0338868,0.0160915,0.043082,0.0486197,0.0135763,0.0276017,0.0416431,0.0313306,0.0615041,0.0587742,0.060825,0.0586129,0.0255938,0,0.0289395,0.0524048,0.0256165,0.0217832,0.0273195,0.00840863,0.0391727,0.101166,0.0384666,0,0,0.0272997,0,0.0080213,0.0187406,0.0489929,0.0626022,0.0273109,0.0847076,0.0302906,0.027576,0.0360217,0.0237685,0.0437881,0.0454025,0.0376314,0.0124466,0.0294575,0.0347386,0.0435962,0.0244196,0.0130896,0.00537048,0.0206304,0.0389651,0,0,0,0,0,0,0,0,0.026275,0.00716703,0,0,0
206,0.041182,0.0256101,0,0,0,0,0,0,0.0460257,0.0162983,0.0458728,0.0533823,0,0,0.0320984,0,0.0341145,0.0166309,0.0430108,0.0504755,0.013149,0.0252166,0.0405222,0.0312911,0.0604591,0.0571877,0.0596239,0.0566144,0.0251794,0,0.0284861,0.0530606,0.0259673,0.0218531,0.0286101,0.00826925,0.0406404,0.100107,0.0384197,0,0,0.0281163,0,0.00776933,0.0189536,0.0491368,0.0634371,0.0270623,0.0849376,0.0298942,0.02792,0.0359475,0.0239492,0.0443601,0.0458429,0.0385207,0.0133102,0.0301412,0.0352731,0.0455259,0.0252837,0.012191,0.00524488,0.0207253,0.0387197,0,0,0,0,0,0,0,0,0.0267716,0.00729154,0,0,0
