Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII
All Timesteps RMSE,0.0453303,0.0334046,0,0,0,0,0,0,0.0388861,0.0224568,0.0305435,0.0548992,0,0,0.0443129,0,0.0209011,0.0175038,0.0334205,0.0338543,0.019541,0.0309165,0.0274994,0.0425709,0.0199,0.0221493,0.0168007,0.0460001,0.0284415,0.0287203,0.0262672,0.0204487,0.0411759,0.0416248,0.0175092,0.00394382,0.0379433,0.00919867,0.0383774,0.100551,0.0443765,0,0,0.0321519,0,0.0111396,0.0168703,0.0480774,0.0457413,0.0256682,0.076901,0.0420309,0.024381,0.037095,0.0240112,0.0448945,0.0333596,0.017027,0.021607,0.0282074,0.0431622,0.0266153,0.0118355,0.00508622,0.0317808,0.0486217,0,0,0,0,0,0,0,0,0.0371196
0,0.0419202,0.0361763,0,0,0,0,0,0,0.0243827,0.0190993,0.0320969,0.0452227,0,0,0.050747,0,0.0252809,0.0227221,0.0380462,0.0432558,0.0209646,0.0466407,0.0262202,0.044853,0.0226308,0.0257949,0.0176811,0.0356451,0.0429361,0.0422696,0.033917,0.0141494,0.0447262,0.0452138,0.0190767,0.00568225,0.0303724,0.00842828,0.0247095,0.0983749,0.0377496,0,0,0.0335137,0,0.00931852,0.0186582,0.0418899,0.0342549,0.0294759,0.0610239,0.0535316,0.0245962,0.035244,0.0202125,0.037045,0.0200061,0.0183009,0.0147714,0.0187611,0.0368485,0.0269581,0.00604358,0.00275942,0.0352983,0.0460598,0,0,0,0,0,0,0,0,0
1,0.041725,0.036459,0,0,0,0,0,0,0.0244028,0.0189508,0.0304989,0.0450539,0,0,0.0515317,0,0.02495,0.0230437,0.0386442,0.0398988,0.0208327,0.0451371,0.0260167,0.0451755,0.022067,0.0255256,0.0185719,0.0361552,0.0424443,0.0413522,0.0330962,0.0136564,0.0420305,0.0456969,0.0189389,0.00593905,0.0313111,0.00839607,0.0250371,0.0976457,0.0373361,0,0,0.0329658,0,0.00952762,0.0184932,0.0420095,0.033623,0.0289285,0.0615866,0.0536996,0.0242238,0.0338996,0.0191841,0.0358031,0.0207275,0.0174231,0.0154275,0.0191687,0.0376507,0.0266216,0.00610809,0.00281852,0.0354299,0.0458158,0,0,0,0,0,0,0,0,0
2,0.0414746,0.0366104,0,0,0,0,0,0,0.0236978,0.0188817,0.0294518,0.0452268,0,0,0.0518539,0,0.025086,0.0231431,0.0392397,0.0362611,0.0205289,0.0437774,0.0258616,0.0451884,0.0210412,0.0249934,0.0192518,0.0366679,0.0416433,0.0405701,0.0321612,0.0132876,0.0391999,0.045785,0.0189849,0.00602078,0.0313375,0.00825108,0.0254695,0.0974071,0.0369551,0,0,0.0326589,0,0.00954303,0.0182489,0.0420189,0.0338543,0.028291,0.0624764,0.0536073,0.0239246,0.0329949,0.0188094,0.0348646,0.021828,0.016882,0.0153995,0.0199186,0.037138,0.0262771,0.0062222,0.00290805,0.0355966,0.0454742,0,0,0,0,0,0,0,0,0
3,0.0411129,0.0364178,0,0,0,0,0,0,0.0238949,0.0189029,0.0284513,0.0456411,0,0,0.0517382,0,0.0251212,0.0230508,0.0397406,0.0321621,0.0201869,0.042401,0.0259712,0.0449794,0.0201609,0.0241537,0.0198824,0.0371371,0.0407089,0.039749,0.0310868,0.0130073,0.0356616,0.0455028,0.0190302,0.00590732,0.0307647,0.00817516,0.0257666,0.0974561,0.0365323,0,0,0.032241,0,0.00951608,0.01795,0.0419937,0.0347289,0.0276872,0.0635657,0.0530794,0.0234581,0.0325344,0.018611,0.0344155,0.0227582,0.0164878,0.0156473,0.0205898,0.0358087,0.0256997,0.00615671,0.00298491,0.0354868,0.0450248,0,0,0,0,0,0,0,0,0
4,0.0406413,0.0359197,0,0,0,0,0,0,0.0245969,0.019002,0.0273296,0.046005,0,0,0.051412,0,0.0249076,0.0228918,0.0401807,0.0281414,0.0197086,0.041042,0.0262706,0.0446644,0.0194284,0.0229392,0.0201187,0.0374737,0.0399736,0.0388667,0.0301807,0.012896,0.0318462,0.045077,0.0189547,0.00572336,0.029743,0.00819653,0.0257753,0.0975537,0.0360336,0,0,0.0315626,0,0.00947952,0.0176577,0.0419053,0.0357375,0.0269955,0.0648128,0.0522905,0.0228597,0.0326238,0.0185097,0.0346329,0.0232313,0.0161672,0.0160968,0.0208918,0.0339976,0.025016,0.00595294,0.00300393,0.0350088,0.0445,0,0,0,0,0,0,0,0,0
5,0.040271,0.0352973,0,0,0,0,0,0,0.025671,0.0191235,0.0260204,0.0463411,0,0,0.0509414,0,0.0247387,0.0224683,0.040503,0.0240905,0.0190757,0.0397213,0.0266928,0.0444615,0.0186016,0.0217187,0.0199459,0.03771,0.0394269,0.0380474,0.0293781,0.0130359,0.0284433,0.0446538,0.0188376,0.00547278,0.0284903,0.00822836,0.0255535,0.0977304,0.0357073,0,0,0.0306938,0,0.00944018,0.0171757,0.0418099,0.0365748,0.026341,0.0659979,0.0512686,0.0222391,0.0332356,0.0184973,0.0353907,0.0236092,0.015922,0.0159156,0.0210074,0.0317692,0.0242774,0.00560011,0.00284867,0.0342726,0.0441157,0,0,0,0,0,0,0,0,0
6,0.0399659,0.0347472,0,0,0,0,0,0,0.0273344,0.0193162,0.0247971,0.0467022,0,0,0.0505827,0,0.0244216,0.0221236,0.040561,0.0199076,0.0182421,0.0382298,0.0269298,0.0444078,0.0177907,0.020595,0.0196864,0.0379192,0.0388405,0.0373908,0.0285434,0.0134621,0.026089,0.0444744,0.0186798,0.00521694,0.0272873,0.00832551,0.0254017,0.0979248,0.0354927,0,0,0.0297669,0,0.00945638,0.016671,0.0417861,0.0374707,0.0259616,0.0669603,0.0500551,0.0216663,0.034127,0.0185309,0.0364051,0.0239964,0.0157853,0.0158646,0.0212788,0.0296094,0.0234944,0.00519783,0.00266311,0.0335128,0.0437645,0,0,0,0,0,0,0,0,0
7,0.0383554,0.0353434,0,0,0,0,0,0,0.0303368,0.0187366,0.0243691,0.0468753,0,0,0.0541698,0,0.0256913,0.0236653,0.040728,0.0159614,0.0171681,0.036926,0.026214,0.0462053,0.0171531,0.0194807,0.0196932,0.0384039,0.0383243,0.0367803,0.0276331,0.014192,0.0266923,0.0470312,0.0193218,0.00617472,0.0264994,0.00936262,0.0253642,0.0975611,0.0324622,0,0,0.0256877,0,0.00969715,0.0140915,0.0417989,0.0381392,0.0254103,0.0672901,0.04868,0.020373,0.0350162,0.018425,0.0372808,0.0243152,0.0157752,0.0160373,0.0217155,0.0279477,0.0197616,0.00436404,0.00179397,0.0341521,0.0414852,0,0,0,0,0,0,0,0,0
8,0.0379795,0.0350677,0,0,0,0,0,0,0.0332501,0.0188567,0.0245455,0.0468521,0,0,0.0548916,0,0.0258032,0.0238487,0.0409922,0.0145282,0.0166786,0.0350376,0.0261729,0.0465569,0.0162704,0.0176435,0.0191517,0.0387684,0.0377989,0.0363192,0.0272391,0.0149007,0.031995,0.0474547,0.0192361,0.00607036,0.0260008,0.0093904,0.0259302,0.0974933,0.0312865,0,0,0.0246405,0,0.00993026,0.0132768,0.0418521,0.0398438,0.025675,0.0678589,0.0476929,0.0194263,0.0355566,0.0183638,0.038009,0.0251726,0.0158051,0.0165329,0.0229379,0.0265039,0.0191469,0.00362676,0.00154587,0.0337882,0.0405443,0,0,0,0,0,0,0,0,0
9,0.037827,0.0347853,0,0,0,0,0,0,0.0365577,0.0188664,0.0228701,0.0469426,0,0,0.0547116,0,0.0255344,0.0240878,0.0412137,0.0141139,0.0161037,0.0333793,0.0261543,0.0466196,0.0154195,0.0159951,0.018899,0.0394279,0.0371486,0.0360471,0.0268189,0.015539,0.0363876,0.0474522,0.0191415,0.00599817,0.0259979,0.00950014,0.0266765,0.0974848,0.0306883,0,0,0.0239127,0,0.0100746,0.0125232,0.0420267,0.0415133,0.0260381,0.0684098,0.0466553,0.018663,0.0357263,0.0182063,0.0381559,0.026161,0.015811,0.0171443,0.0243965,0.0256418,0.0187151,0.00339857,0.00143899,0.0334143,0.0400069,0,0,0,0,0,0,0,0,0
10,0.0386317,0.0356212,0,0,0,0,0,0,0.039077,0.0207434,0.021319,0.047429,0,0,0.0440366,0,0.0220258,0.0189045,0.0408349,0.0137386,0.0151839,0.0311882,0.0269599,0.0410453,0.0146846,0.0148902,0.0187954,0.040173,0.0360585,0.035104,0.0264648,0.0162385,0.039029,0.0379805,0.0177876,0.00353163,0.0260846,0.00758503,0.0278052,0.0982405,0.0349217,0,0,0.0327091,0,0.00909174,0.0180175,0.0424778,0.043182,0.027145,0.0694735,0.0462398,0.0231233,0.0357296,0.0182884,0.038201,0.0273037,0.0156357,0.0179041,0.0260196,0.0250577,0.0267375,0.00575749,0.00337157,0.0353312,0.0415798,0,0,0,0,0,0,0,0,0
11,0.0390219,0.035077,0,0,0,0,0,0,0.039532,0.020228,0.0209209,0.0478245,0,0,0.0474708,0,0.0227261,0.0207225,0.0407832,0.0144462,0.0141736,0.029105,0.0262217,0.042845,0.0133874,0.014023,0.0190426,0.0411322,0.0347788,0.034068,0.026041,0.0170918,0.0410752,0.0414033,0.0181163,0.00427863,0.0258709,0.00829067,0.0285013,0.0983673,0.0349031,0,0,0.029964,0,0.00921671,0.0162145,0.042785,0.0438464,0.0272869,0.0703748,0.0459481,0.0214665,0.0356813,0.0185532,0.0381243,0.0279483,0.0154335,0.0185439,0.026974,0.0245312,0.0243833,0.00507001,0.00276757,0.0344011,0.0420693,0,0,0,0,0,0,0,0,0
12,0.0390339,0.0352093,0,0,0,0,0,0,0.0395319,0.0196736,0.0208484,0.0484093,0,0,0.0510603,0,0.0236252,0.0224474,0.0407031,0.0160806,0.0137783,0.026888,0.025662,0.0446417,0.012005,0.0134157,0.0190013,0.0419304,0.0337897,0.0334478,0.0258873,0.0176726,0.0412927,0.0446018,0.0185383,0.00516873,0.0251379,0.00897479,0.0285441,0.0988162,0.0340773,0,0,0.0271495,0,0.00956383,0.0143756,0.0428005,0.0436358,0.0270895,0.0713806,0.0454373,0.0200472,0.0356878,0.0187796,0.0382107,0.0281387,0.0151949,0.0189634,0.0272584,0.0235092,0.0217876,0.00452218,0.00219778,0.0342892,0.041898,0,0,0,0,0,0,0,0,0
13,0.0383119,0.0369888,0,0,0,0,0,0,0.0388964,0.0188142,0.0209774,0.0494354,0,0,0.0556691,0,0.0254773,0.0248434,0.0406186,0.0185916,0.0139287,0.0248712,0.0250863,0.0469424,0.0110264,0.013118,0.0188059,0.042656,0.0332519,0.0332495,0.0260772,0.0179581,0.0401786,0.0477419,0.0193971,0.00639152,0.0239466,0.0100133,0.0280482,0.0994053,0.0309104,0,0,0.0232839,0,0.0101105,0.012064,0.0425642,0.0432885,0.026286,0.0720554,0.0442395,0.0193648,0.035662,0.0189346,0.0383125,0.0281158,0.0149818,0.019063,0.0271008,0.0219862,0.0181617,0.00403716,0.00156178,0.0362533,0.0398758,0,0,0,0,0,0,0,0,0
14,0.0395954,0.0346595,0,0,0,0,0,0,0.0388949,0.0200826,0.0206969,0.0508362,0,0,0.050626,0,0.0232742,0.0221275,0.0398195,0.0210206,0.0138764,0.0228289,0.0265589,0.0447515,0.0110859,0.0136606,0.0184652,0.0432195,0.0326179,0.0326152,0.0259998,0.0179841,0.0362079,0.0447659,0.01827,0.00498894,0.0225933,0.00892929,0.0277677,0.101004,0.0348082,0,0,0.0269648,0,0.0100452,0.0141525,0.0424309,0.043299,0.0267351,0.0735733,0.0442398,0.0194689,0.0357867,0.0192016,0.0390347,0.028308,0.0144777,0.0191051,0.0269815,0.0202217,0.0219803,0.00414094,0.0020686,0.0335764,0.0425999,0,0,0,0,0,0,0,0,0
15,0.0401852,0.0343644,0,0,0,0,0,0,0.0367578,0.0203014,0.0203176,0.0522588,0,0,0.0502118,0,0.0229602,0.0214572,0.0393218,0.0235388,0.0139678,0.021427,0.0269769,0.0447046,0.0120646,0.014424,0.0184924,0.0439161,0.0320103,0.031901,0.0255856,0.0179268,0.0329578,0.0448242,0.0181628,0.00484224,0.0210905,0.00902286,0.0273728,0.101987,0.0357956,0,0,0.0268243,0,0.0102322,0.0138822,0.0425195,0.0434372,0.0262283,0.0743779,0.0436237,0.0194222,0.0360031,0.0194326,0.0395467,0.0282867,0.0140989,0.0192824,0.0268972,0.0182793,0.0221048,0.00410613,0.00204612,0.0332595,0.0433788,0,0,0,0,0,0,0,0,0
16,0.0408276,0.033996,0,0,0,0,0,0,0.0343723,0.0205099,0.0198784,0.0536558,0,0,0.049816,0,0.0226644,0.0208603,0.0384875,0.0254873,0.0139021,0.0202404,0.0273259,0.0445492,0.0127617,0.0153483,0.0185722,0.0447567,0.0315083,0.0313612,0.0253246,0.0177876,0.0291811,0.044941,0.0180573,0.00459954,0.0198145,0.00907241,0.0274536,0.102872,0.0367988,0,0,0.0264789,0,0.0103009,0.0136976,0.0431713,0.0446743,0.0257916,0.0752603,0.0430771,0.0194417,0.0362634,0.0195456,0.040075,0.0287387,0.013878,0.0197434,0.0275763,0.0162521,0.0222956,0.00412729,0.00213102,0.0330368,0.0441734,0,0,0,0,0,0,0,0,0
17,0.0414495,0.0336985,0,0,0,0,0,0,0.0321509,0.0207049,0.0192562,0.0550267,0,0,0.0493139,0,0.0224259,0.0205473,0.0375707,0.0271062,0.0139709,0.0189133,0.0275606,0.0443952,0.0118747,0.0161457,0.0186112,0.0456409,0.031121,0.0308657,0.0252431,0.017582,0.0254597,0.0450123,0.0179511,0.0044838,0.0188905,0.0090947,0.0278274,0.103573,0.0377326,0,0,0.0262935,0,0.0103947,0.0136065,0.0437846,0.0459939,0.0254489,0.076142,0.0425631,0.0195127,0.0366407,0.0194816,0.0406828,0.0294033,0.0138087,0.0202562,0.0286365,0.0147172,0.0225562,0.00432439,0.00220735,0.0328299,0.0448999,0,0,0,0,0,0,0,0,0
18,0.0420624,0.0333827,0,0,0,0,0,0,0.0301496,0.0208432,0.0186362,0.0561451,0,0,0.0490281,0,0.0222481,0.0202413,0.0366903,0.0284015,0.0141988,0.017891,0.0276756,0.044257,0.0123477,0.0170606,0.0185976,0.0464591,0.0310953,0.0306315,0.0257151,0.0172776,0.0219323,0.0450274,0.0178766,0.00459182,0.0180978,0.00901905,0.0283068,0.104125,0.0385844,0,0,0.0267711,0,0.0103728,0.0135514,0.0442298,0.0471575,0.0251579,0.0770387,0.0420174,0.0196559,0.0370857,0.0193028,0.0413419,0.0301052,0.0137979,0.0207449,0.0297938,0.0137617,0.0228433,0.00459682,0.00227436,0.0325553,0.0455758,0,0,0,0,0,0,0,0,0
19,0.0425685,0.0330125,0,0,0,0,0,0,0.028181,0.020959,0.018165,0.0574295,0,0,0.048517,0,0.0220681,0.0198591,0.0358573,0.0293271,0.0144808,0.0169863,0.0278534,0.0440969,0.0135582,0.0183086,0.0185005,0.0471795,0.0314824,0.0308656,0.0261151,0.0169235,0.0187443,0.0449608,0.0178699,0.00468343,0.0173709,0.00897929,0.0284935,0.104588,0.0392883,0,0,0.0276481,0,0.0104886,0.0135456,0.0442484,0.0482139,0.0248044,0.0778944,0.0414035,0.0197331,0.0376292,0.0190081,0.0420806,0.0306462,0.0137688,0.0211557,0.0306736,0.0132328,0.0230407,0.00478396,0.00236345,0.0321727,0.0461178,0,0,0,0,0,0,0,0,0
20,0.0431406,0.0327761,0,0,0,0,0,0,0.0263673,0.0210703,0.0182156,0.0587721,0,0,0.0478628,0,0.0219336,0.0194111,0.0350538,0.0301502,0.0147668,0.0164539,0.0279045,0.0439991,0.0147312,0.0196472,0.0183578,0.0477488,0.0318139,0.0311647,0.0265732,0.0166484,0.0162142,0.0448449,0.0179004,0.00447776,0.0168246,0.00896708,0.0284997,0.104881,0.0401882,0,0,0.027933,0,0.0105672,0.0137543,0.0443242,0.04925,0.0245891,0.0786293,0.0407416,0.019867,0.0381641,0.0187475,0.0427967,0.0311156,0.0136808,0.0214882,0.0313614,0.0129819,0.0232702,0.00476816,0.0025091,0.0317943,0.0466821,0,0,0,0,0,0,0,0,0
21,0.0437982,0.0325119,0,0,0,0,0,0,0.0250328,0.021128,0.0185131,0.059954,0,0,0.0475481,0,0.0217433,0.0192315,0.034297,0.0310382,0.0149851,0.0162519,0.0278005,0.0439923,0.0158039,0.0210236,0.0182464,0.0481869,0.0319344,0.0314768,0.0272163,0.0165637,0.0143946,0.0447985,0.0178112,0.0040859,0.0161801,0.00893475,0.0283846,0.105013,0.0411763,0,0,0.0279977,0,0.0105518,0.0140005,0.0447298,0.049972,0.0245685,0.0790371,0.0401249,0.0200493,0.0387984,0.0185367,0.0435049,0.0312358,0.0134884,0.0218228,0.0317252,0.0127304,0.0235258,0.00484097,0.0026126,0.0312713,0.0472717,0,0,0,0,0,0,0,0,0.0238495
22,0.0444451,0.0322612,0,0,0,0,0,0,0.0240555,0.0211922,0.0192342,0.0608812,0,0,0.0473114,0,0.0215557,0.0190252,0.0335857,0.0320893,0.0153271,0.0161051,0.0276069,0.0440314,0.0169524,0.0224419,0.0182136,0.0487064,0.0321025,0.0318452,0.0281071,0.0167798,0.013057,0.0447106,0.0177406,0.00439687,0.0156629,0.00889398,0.0282229,0.104931,0.0421424,0,0,0.028377,0,0.0105243,0.0141468,0.045062,0.0506491,0.0245961,0.0796044,0.0395909,0.0202952,0.0391274,0.0184925,0.0439663,0.0315032,0.0133918,0.0221335,0.0321941,0.0129375,0.0238747,0.00499368,0.00267972,0.0307549,0.0478108,0,0,0,0,0,0,0,0,0.024319
23,0.0450919,0.0321624,0,0,0,0,0,0,0.0231362,0.0212958,0.0199948,0.0615907,0,0,0.0470658,0,0.0213862,0.0188283,0.0330477,0.0333431,0.01577,0.0159612,0.0274888,0.0440967,0.0181558,0.0235445,0.0183304,0.0493128,0.0323803,0.0321468,0.0288117,0.017256,0.0120102,0.0446144,0.0177106,0.00472563,0.015157,0.0088557,0.028022,0.104803,0.0430427,0,0,0.0289802,0,0.0105149,0.014173,0.0452826,0.0511034,0.0246691,0.0802022,0.03917,0.0205401,0.0394544,0.0185579,0.0443571,0.0317495,0.0132707,0.0225093,0.0325651,0.013211,0.0241666,0.00510763,0.0027162,0.0304645,0.0483629,0,0,0,0,0,0,0,0,0.0246315
24,0.0458508,0.0320421,0,0,0,0,0,0,0.0234788,0.0214045,0.0205905,0.0620962,0,0,0.04697,0,0.0213294,0.0186107,0.0326365,0.0348586,0.0162491,0.0161754,0.0273239,0.0442831,0.019363,0.0244606,0.0186009,0.0499901,0.0323109,0.0322204,0.0291835,0.0180717,0.0111325,0.0445943,0.0176964,0.00476024,0.0151325,0.00879992,0.0280486,0.104703,0.0439768,0,0,0.0295761,0,0.0105167,0.0142626,0.0454506,0.0517213,0.0248514,0.0807972,0.0388137,0.0208006,0.0398383,0.0186146,0.0447113,0.0318681,0.0130884,0.0227678,0.0327777,0.0139215,0.0244489,0.00516539,0.00275998,0.030211,0.0490707,0,0,0,0,0,0,0,0,0.0247408
25,0.0467014,0.0318807,0,0,0,0,0,0,0.0249461,0.0214225,0.0212396,0.0626017,0,0,0.0469145,0,0.0212122,0.018529,0.0322565,0.0365971,0.0167533,0.0166734,0.0271476,0.0444664,0.020425,0.0258526,0.0187919,0.0507866,0.0314956,0.0318036,0.0292459,0.0192715,0.0109226,0.0447275,0.0176709,0.00461989,0.0153669,0.00874747,0.02826,0.10471,0.0450066,0,0,0.0300388,0,0.0105119,0.0144423,0.0456186,0.0523619,0.0251663,0.081312,0.038458,0.0210262,0.0403036,0.0186905,0.0451079,0.0320488,0.0128854,0.0229593,0.0330272,0.0148177,0.0246599,0.00521409,0.00277642,0.0299613,0.0498859,0,0,0,0,0,0,0,0,0.024958
26,0.0475406,0.0319198,0,0,0,0,0,0,0.0274033,0.0214591,0.0220797,0.0631195,0,0,0.0468174,0,0.0210393,0.0184355,0.0320126,0.0383081,0.0173941,0.0170493,0.0269626,0.0446739,0.0213807,0.0281932,0.0190218,0.0516577,0.0302345,0.0309774,0.0292165,0.0207094,0.011625,0.0448352,0.0176478,0.00458034,0.015618,0.00869393,0.028478,0.104771,0.0460602,0,0,0.0304512,0,0.0104839,0.0146634,0.0457773,0.0527931,0.025487,0.0817933,0.0382017,0.0212897,0.0406126,0.0189119,0.0455224,0.0321563,0.0126575,0.0230866,0.0331827,0.0156377,0.0249354,0.00525576,0.00282575,0.0298607,0.0507142,0,0,0,0,0,0,0,0,0.0249043
27,0.0483311,0.0320831,0,0,0,0,0,0,0.0298225,0.0215936,0.0232616,0.0635389,0,0,0.0468517,0,0.0209331,0.0183552,0.0319951,0.0397016,0.0181461,0.01705,0.0268037,0.0449877,0.0222203,0.0299544,0.019195,0.0525897,0.029077,0.0298799,0.0291073,0.0221722,0.0134576,0.0449918,0.0175933,0.00463688,0.0157711,0.00867807,0.0286961,0.104977,0.0470345,0,0,0.0307397,0,0.0105103,0.014867,0.0460134,0.0531921,0.0257865,0.0823517,0.0379968,0.02154,0.0406583,0.0191345,0.0459258,0.0325114,0.0123906,0.0234047,0.0335132,0.0162567,0.025244,0.00531538,0.00290969,0.0298651,0.0515146,0,0,0,0,0,0,0,0,0.0244818
28,0.0490139,0.0320987,0,0,0,0,0,0,0.0318893,0.0217421,0.0243471,0.0638701,0,0,0.0467611,0,0.0208974,0.0182499,0.0320213,0.0405937,0.0188795,0.0168289,0.026599,0.0452053,0.0228139,0.030858,0.0196103,0.0535607,0.0280318,0.0285882,0.0287868,0.0235205,0.0156681,0.0451122,0.017527,0.00411176,0.0159485,0.00866016,0.0287899,0.105295,0.0478931,0,0,0.0311356,0,0.0105631,0.0149823,0.0464731,0.0532352,0.0261308,0.0828664,0.037666,0.0217378,0.040831,0.0194827,0.0463507,0.032729,0.0120801,0.0236266,0.0336465,0.0168231,0.0254917,0.00552862,0.00301584,0.0297494,0.0521829,0,0,0,0,0,0,0,0,0.0243856
29,0.0494956,0.0321291,0,0,0,0,0,0,0.0335508,0.0218774,0.024836,0.0641438,0,0,0.0465231,0,0.0207599,0.0181929,0.0321325,0.0409746,0.0195565,0.0165962,0.0264149,0.0452811,0.0231774,0.0312184,0.0199282,0.0543807,0.0271223,0.0274577,0.028583,0.0246065,0.018163,0.0451328,0.017472,0.00367564,0.016163,0.00865914,0.0288939,0.105687,0.0485538,0,0,0.0314776,0,0.0105903,0.0150651,0.0469538,0.0531045,0.0264238,0.0833085,0.0372961,0.0219027,0.0410969,0.0198408,0.0467217,0.0327312,0.0118216,0.0236847,0.0335748,0.0173069,0.0257093,0.0058063,0.0031322,0.0297655,0.0526269,0,0,0,0,0,0,0,0,0.0245539
30,0.0498519,0.0319755,0,0,0,0,0,0,0.0347047,0.0220892,0.0251371,0.0646572,0,0,0.0461224,0,0.0205303,0.0180117,0.0323719,0.0407774,0.0202714,0.0166839,0.0267452,0.0453605,0.0232557,0.0312411,0.019883,0.0549385,0.026367,0.0265021,0.0283764,0.0253202,0.0203417,0.0450944,0.0174145,0.00401565,0.0161732,0.0087168,0.0289141,0.106317,0.0490818,0,0,0.0313758,0,0.0105965,0.0150416,0.0472601,0.0527851,0.0262336,0.08366,0.037159,0.0218184,0.0413393,0.0200978,0.047072,0.032615,0.0116237,0.0236762,0.0332824,0.0174512,0.0255483,0.00593325,0.00320357,0.0295867,0.0530012,0,0,0,0,0,0,0,0,0.0248475
31,0.0503077,0.0319934,0,0,0,0,0,0,0.0353573,0.0222851,0.0254109,0.0650912,0,0,0.0460273,0,0.0203874,0.0178803,0.0327236,0.0399857,0.0211655,0.017066,0.026727,0.0456603,0.0230431,0.0309282,0.019608,0.0553742,0.0256375,0.025608,0.0280035,0.0257241,0.0221007,0.045229,0.0173781,0.00421336,0.0159113,0.00871461,0.0289893,0.106745,0.049623,0,0,0.0313247,0,0.0105415,0.0151323,0.047491,0.0527704,0.0262329,0.0840425,0.0369389,0.0218607,0.0413723,0.0202244,0.0472635,0.0328594,0.011456,0.0240155,0.0333685,0.0173957,0.0256691,0.00593237,0.00329955,0.0296445,0.05342,0,0,0,0,0,0,0,0,0.0252606
32,0.0508442,0.0321541,0,0,0,0,0,0,0.0357198,0.0224176,0.0255886,0.0653752,0,0,0.0461045,0,0.0203633,0.0179943,0.0330036,0.038602,0.0221458,0.0175922,0.026406,0.0461162,0.0225759,0.0300972,0.0190675,0.0557384,0.0245414,0.0244796,0.0273503,0.0258475,0.0236927,0.0455561,0.0173396,0.0039434,0.0158775,0.00869695,0.029038,0.106884,0.050186,0,0,0.0316878,0,0.0105564,0.0152808,0.0475715,0.0525854,0.0263067,0.0842215,0.0367456,0.0220363,0.0413589,0.0203228,0.0473741,0.0328568,0.0113048,0.0242558,0.033241,0.0173294,0.0259728,0.00600156,0.00338947,0.0299611,0.0538835,0,0,0,0,0,0,0,0,0.0254937
33,0.0514589,0.0323872,0,0,0,0,0,0,0.0357516,0.0225186,0.0255039,0.0656935,0,0,0.0463965,0,0.02018,0.0181854,0.033139,0.0369312,0.0233054,0.0174212,0.0259178,0.0466347,0.0215769,0.0284328,0.0186555,0.0560659,0.0230354,0.0229255,0.0265001,0.0257184,0.0253937,0.0459989,0.0172804,0.00385256,0.0160175,0.00867418,0.0288971,0.10685,0.0508353,0,0,0.0322207,0,0.0106024,0.0154705,0.047529,0.0520744,0.0262735,0.0843037,0.0365801,0.0222874,0.0413159,0.0203368,0.047438,0.032685,0.0111448,0.0240705,0.0328169,0.0171013,0.0262758,0.00613001,0.00349476,0.0303763,0.0544318,0,0,0,0,0,0,0,0,0.0257658
34,0.051953,0.0325298,0,0,0,0,0,0,0.0356533,0.0226633,0.0254465,0.0660623,0,0,0.046584,0,0.0199875,0.0181699,0.0332727,0.0361719,0.0244176,0.0179646,0.0253812,0.0469837,0.0202681,0.0260677,0.0184478,0.0563577,0.0214392,0.0212236,0.0255725,0.0255605,0.0273294,0.0462465,0.0172321,0.00366887,0.0160164,0.00870298,0.0286653,0.106782,0.0514651,0,0,0.032437,0,0.0106699,0.0155653,0.0474163,0.0515383,0.0261312,0.0843827,0.0362522,0.0224898,0.0412183,0.0202195,0.047453,0.0324439,0.0110078,0.0238304,0.0322235,0.0169646,0.0265074,0.00629996,0.00357458,0.0305933,0.0549309,0,0,0,0,0,0,0,0,0.0261605
35,0.0521109,0.0323075,0,0,0,0,0,0,0.0360458,0.0228862,0.0261254,0.0663014,0,0,0.0464392,0,0.0197561,0.0179255,0.0336215,0.0369236,0.0249979,0.0186246,0.0251218,0.0469793,0.0191298,0.0238941,0.018126,0.0565293,0.0201049,0.0198986,0.0246467,0.0255849,0.0290776,0.0461249,0.0171617,0.00395501,0.0161023,0.00879722,0.0285589,0.106846,0.05182,0,0,0.0323594,0,0.0107235,0.0154994,0.0472652,0.0511686,0.0258951,0.0845998,0.0357961,0.0224251,0.0411035,0.0200225,0.0474572,0.0322297,0.0108874,0.0237428,0.0316728,0.0171168,0.0264142,0.00644481,0.00360102,0.0303847,0.0551362,0,0,0,0,0,0,0,0,0.0265653
