Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
193,0.0164851,0.00861797,0,0,0.0380753,0.0257737,0.00830591,0.00616901,0,0,0.0161364,0,0.0146528,0.00370468,0.0295444,0.0407995,0.0231201,0.00688544,0.0188624,0.0240522,0.0120308,0.0102302,0.0213631,0.0090586,0.0102129,0.00884391,0.0231198,0.0665117,0.0205898,0.0169872,0.00289422,0.0234786,0.00878229,0.0454173,0.00708886,0.0193537,0,0,0.0127635,0,0.00939008,0.00646602,0.0856606,0.0170844,0.00991116,0.0114267,0.0188711,0.0146188,0.0216392,0.052251,0,0.0494212,0.0578608,0.015522,0.00756547,0.0126615,0.0092364,0.00779538,0.0156269,0,0,0,0,0,0,0,0,0,0.0817962,0.0777097,0,0,0.0137675,0.257319,0,0,0,0
194,0.0158348,0.0090417,0,0,0.0363455,0.0257379,0.00888821,0.00707149,0,0,0.016123,0,0.0147249,0.00386011,0.0295386,0.041323,0.0230476,0.006245,0.0184977,0.0229672,0.0121033,0.00983716,0.0210063,0.00977606,0.0107558,0.00937528,0.0225446,0.0656006,0.0199806,0.0170209,0.00297966,0.0230588,0.00887666,0.046537,0.006424,0.0184062,0,0,0.0130342,0,0.00951709,0.00628902,0.0858099,0.0181666,0.0101846,0.0106574,0.0185802,0.0153139,0.0221513,0.0516314,0,0.0489526,0.0575799,0.0141821,0.00752084,0.0125983,0.0087813,0.00818302,0.0147516,0,0,0,0,0,0,0,0,0,0.0818488,0.0805605,0,0,0.0138853,0.257599,0,0,0,0
195,0.015881,0.00923469,0,0,0.0339922,0.0255416,0.00933777,0.00809377,0,0,0.0159747,0,0.014956,0.00396986,0.029592,0.0411241,0.0232446,0.00550272,0.0181184,0.0224188,0.0119899,0.00910289,0.0208023,0.0104977,0.0111248,0.00980173,0.0221202,0.0638596,0.0193847,0.0170804,0.00298594,0.0225362,0.00889303,0.0479225,0.00596009,0.0183754,0,0,0.012973,0,0.0096149,0.00604378,0.0861512,0.018821,0.00982626,0.0106569,0.0183215,0.0154274,0.0217098,0.0511013,0,0.04872,0.0575147,0.0119957,0.0069038,0.0123434,0.00827432,0.00836026,0.0145379,0,0,0,0,0,0,0,0,0,0.0820517,0.0832974,0,0,0.0137597,0.25779,0,0,0,0
196,0.0154031,0.00916034,0,0,0.0309517,0.0253421,0.00956343,0.00923341,0,0,0.0158969,0,0.0151407,0.00415173,0.0296804,0.0404233,0.023278,0.00446628,0.0177661,0.0214854,0.0118158,0.00815725,0.0207177,0.0111824,0.0115046,0.0102705,0.0218212,0.061533,0.0186542,0.0171103,0.00293384,0.0224556,0.00866501,0.0491417,0.00567908,0.0172599,0,0,0.0133825,0,0.00924696,0.00549706,0.0865537,0.0197406,0.00953187,0.00934365,0.0178616,0.0150668,0.020829,0.0504998,0,0.0485407,0.0572225,0.00925951,0.00720231,0.0114308,0.00804657,0.00827828,0.0139712,0,0,0,0,0,0,0,0,0,0.0822552,0.085132,0,0,0.0134948,0.258078,0,0,0,0
197,0.0154643,0.00921101,0,0,0.0271521,0.0250571,0.00942319,0.0103473,0,0,0.0156552,0,0.015354,0.00412056,0.0297967,0.0388041,0.0229448,0.00307285,0.0173963,0.0209433,0.0116225,0.00665489,0.0207777,0.0116622,0.0117144,0.0106059,0.0218256,0.0579365,0.0181768,0.0171655,0.0028368,0.0231323,0.00839383,0.0500573,0.00547435,0.017169,0,0,0.013144,0,0.00898258,0.00515512,0.0867979,0.0205873,0.00938884,0.00929678,0.0169552,0.0147992,0.0200109,0.0495579,0,0.0481166,0.0562073,0.00781293,0.00679055,0.0111163,0.00785443,0.00835982,0.0140027,0,0,0,0,0,0,0,0,0,0.0825536,0.0854848,0,0,0.0129367,0.258601,0,0,0,0
198,0.0154049,0.00905046,0,0,0.0227091,0.0247827,0.00919375,0.011536,0,0,0.0152746,0,0.0156167,0.00406393,0.0299818,0.0363332,0.0227051,0.00155189,0.0167228,0.0205048,0.0114505,0.00480823,0.0210011,0.011897,0.0117176,0.0107707,0.0221353,0.0531033,0.0178194,0.0172409,0.00278935,0.0241738,0.0081917,0.0503978,0.0053757,0.0170596,0,0,0.0130136,0,0.00889914,0.00483966,0.0868938,0.0213383,0.00939376,0.00918648,0.0159452,0.0151165,0.0194883,0.0481206,0,0.0472418,0.0545286,0.00838422,0.00647151,0.0109369,0.00749119,0.00821551,0.0139798,0,0,0,0,0,0,0,0,0,0.083064,0.084438,0,0,0.0122568,0.25958,0,0,0,0
199,0.0152913,0.00878774,0,0,0.0179527,0.0245802,0.00890534,0.0126636,0,0,0.0149777,0,0.0158636,0.00416658,0.0301416,0.033041,0.0224817,0.000712193,0.0157694,0.0201919,0.0114351,0.00358534,0.0214137,0.011875,0.0115334,0.0108678,0.0227244,0.0471639,0.0175631,0.0172823,0.00276739,0.0251627,0.00802252,0.0504914,0.00533459,0.0169573,0,0,0.01296,0,0.00876054,0.00468524,0.086992,0.0218255,0.00929299,0.00916255,0.0149444,0.0159191,0.0193285,0.0463881,0,0.0459991,0.0526469,0.0093653,0.00623423,0.0105508,0.00719157,0.00797833,0.0138482,0,0,0,0,0,0,0,0,0,0.0835475,0.0827245,0,0,0.0117144,0.260954,0,0,0,0
200,0.0151689,0.00844988,0,0,0.0133897,0.0244604,0.00893187,0.013582,0,0,0.014855,0,0.0160007,0.00441404,0.0302702,0.0292028,0.0221583,0.00175759,0.0146062,0.0200119,0.011628,0.00383153,0.0220115,0.0117121,0.0113421,0.0109527,0.0235588,0.0402768,0.0174184,0.0172861,0.00268102,0.02604,0.00797784,0.0503891,0.00547704,0.0168508,0,0,0.0129377,0,0.00873208,0.00472412,0.087059,0.0219238,0.00910158,0.00911017,0.0139213,0.0168171,0.0191331,0.0447763,0,0.0448288,0.0509881,0.0105244,0.00613475,0.0102405,0.00685018,0.0076734,0.0137626,0,0,0,0,0,0,0,0,0,0.0839505,0.0810812,0,0,0.0114817,0.26238,0,0,0,0
201,0.0149937,0.00809224,0,0,0.00972003,0.0243736,0.00951298,0.0141329,0,0,0.0147808,0,0.0160755,0.00457626,0.0304173,0.0251381,0.0216895,0.00319618,0.0134639,0.0200376,0.0119141,0.00518426,0.0227522,0.0115093,0.0112508,0.0110021,0.0245668,0.0325252,0.0174077,0.0172919,0.00267361,0.0268165,0.0079669,0.0504387,0.00579478,0.0166341,0,0,0.0130923,0,0.0087917,0.00484381,0.0870825,0.0218455,0.00879911,0.00898688,0.0129002,0.017586,0.0186888,0.0435631,0,0.0440679,0.0498944,0.0118885,0.00622005,0.00999261,0.00653987,0.00736227,0.013738,0,0,0,0,0,0,0,0,0,0.0842835,0.0798239,0,0,0.0115452,0.263604,0,0,0,0
202,0.0147612,0.00776567,0,0,0.00822602,0.024302,0.0104096,0.0142213,0,0,0.014668,0,0.0161682,0.00476034,0.0306062,0.0209259,0.0211303,0.00479132,0.0126409,0.0201924,0.0123143,0.00682952,0.0236511,0.0113555,0.0113167,0.0110485,0.0256703,0.0238312,0.0176081,0.0173076,0.00275402,0.0276755,0.0079043,0.0508812,0.00621398,0.0162422,0,0,0.0132423,0,0.00878732,0.00487864,0.0872998,0.0217886,0.0084775,0.00889049,0.0120402,0.0181067,0.0180786,0.0428349,0,0.0437252,0.0495204,0.0134285,0.00636716,0.00968816,0.00647737,0.00711015,0.0137334,0,0,0,0,0,0,0,0,0,0.0844774,0.0792034,0,0,0.0118226,0.264476,0,0,0,0
203,0.0145123,0.00755702,0,0,0.00893693,0.0242352,0.0109783,0.0140047,0,0,0.0145513,0,0.0162819,0.004882,0.0307872,0.0165338,0.0205267,0.00648164,0.0118206,0.020443,0.0127408,0.00837897,0.0247219,0.0113726,0.0116129,0.0112156,0.0268081,0.0142341,0.0178435,0.0173175,0.00290103,0.0285784,0.00781523,0.0513964,0.00665446,0.0158534,0,0,0.0134107,0,0.00862066,0.00463153,0.0875319,0.0215531,0.0081904,0.0088364,0.0115827,0.0183057,0.0174121,0.0425267,0,0.0436271,0.0495106,0.0155105,0.00655108,0.00927091,0.00633437,0.00695973,0.0137726,0,0,0,0,0,0,0,0,0,0.0846141,0.0789384,0,0,0.0122133,0.264877,0,0,0,0
204,0.0143541,0.00754132,0,0,0.0109916,0.0241808,0.0109144,0.0136278,0,0,0.0144766,0,0.0164006,0.00482392,0.0309195,0.0118251,0.0200089,0.00811414,0.0109272,0.0206673,0.0131267,0.00970366,0.0259226,0.0115509,0.0120518,0.0115165,0.0278739,0.00474493,0.0181037,0.0173152,0.00303833,0.029693,0.00774611,0.0519257,0.00706217,0.0154327,0,0,0.0135994,0,0.0084774,0.00448546,0.0878671,0.0211708,0.00793516,0.00882429,0.0118842,0.0180506,0.0167134,0.0425197,0,0.0436923,0.0495639,0.0183633,0.00679711,0.0090708,0.00632764,0.00699904,0.0138046,0,0,0,0,0,0,0,0,0,0.0846879,0.0785459,0,0,0.012573,0.264838,0,0,0,0
205,0.0142444,0.00766599,0,0,0.013672,0.0241204,0.0107471,0.0131997,0,0,0.0145007,0,0.0165408,0.00464657,0.0309701,0.00917791,0.019543,0.00955914,0.00991374,0.0208672,0.0134894,0.0108522,0.0272183,0.0118132,0.0125349,0.0119181,0.0288893,0.00805621,0.0184369,0.0173127,0.00290209,0.0308413,0.00773464,0.0519631,0.00740379,0.0150482,0,0,0.0138496,0,0.00839768,0.00446583,0.0879755,0.0208138,0.00767497,0.00897481,0.0115648,0.0178682,0.0162878,0.0424257,0,0.0436031,0.0492571,0.0213735,0.00712508,0.00907525,0.00643518,0.00720577,0.013813,0,0,0,0,0,0,0,0,0,0.0848071,0.0774452,0,0,0.0128197,0.264534,0,0,0,0
206,0.0139778,0.00781868,0,0,0.017009,0.0240858,0.010912,0.0125906,0,0,0.0145361,0,0.016651,0.00447934,0.030939,0.0122352,0.0190485,0.0108421,0.00893306,0.0210006,0.0137329,0.0117383,0.0287224,0.0120888,0.0130068,0.0122555,0.0298279,0.016738,0.0187591,0.0173176,0.00286323,0.0320278,0.00769775,0.0518978,0.00755155,0.014602,0,0,0.0140437,0,0.00823258,0.00446315,0.0880503,0.0205627,0.00750165,0.00923303,0.011458,0.0178099,0.0164427,0.042343,0,0.0435227,0.0487708,0.024112,0.00750196,0.00916076,0.00642196,0.0075054,0.0138327,0,0,0,0,0,0,0,0,0,0.0847974,0.0763,0,0,0.0131515,0.264153,0,0,0,0
207,0.0139628,0.00729413,0,0,0.0214276,0.0240363,0.0112447,0.0119766,0,0,0.0147059,0,0.0167158,0.00443647,0.0309228,0.0166862,0.0186657,0.0121775,0.00798092,0.021274,0.0139085,0.0123142,0.0303168,0.0122971,0.0135115,0.0126205,0.0307024,0.0237973,0.0190037,0.0172646,0.00279245,0.0330758,0.00761544,0.0517098,0.0075991,0.0143872,0,0,0.0147501,0,0.00797266,0.00433962,0.0880803,0.0203105,0.00759174,0.00913415,0.0116742,0.0177935,0.0167632,0.0420929,0,0.0433397,0.0479526,0.0267318,0.00821565,0.00880441,0.00645318,0.00723744,0.013944,0,0,0,0,0,0,0,0,0,0.0847805,0.0751408,0,0,0.0135538,0.263931,0,0,0,0
208,0.0135613,0.00712568,0,0,0.0250405,0.0240219,0.0116232,0.0113224,0,0,0.0147174,0,0.0167311,0.00442538,0.0310135,0.0198715,0.0183872,0.0136601,0.00705218,0.0212381,0.0141916,0.0125496,0.031922,0.0125321,0.0140322,0.0130433,0.0317596,0.0294545,0.0190927,0.0172554,0.00284806,0.0343516,0.00763676,0.0516982,0.00756207,0.0138659,0,0,0.0150775,0,0.00778383,0.00433375,0.0881537,0.0200138,0.00783833,0.00930027,0.0121047,0.0178117,0.0171821,0.0418252,0,0.0430876,0.0470934,0.0293456,0.00863795,0.00864032,0.00637781,0.00740902,0.0136084,0,0,0,0,0,0,0,0,0,0.0848046,0.074112,0,0,0.0140713,0.263833,0,0,0,0
209,0.0130577,0.00694194,0,0,0.0272993,0.023996,0.0121778,0.010703,0,0,0.0146036,0,0.0167651,0.0044001,0.0312745,0.0213308,0.0181275,0.0154501,0.00606736,0.0209446,0.0144819,0.0125693,0.0335081,0.0128259,0.0146554,0.0134215,0.0329076,0.0331169,0.0189083,0.0172673,0.00277839,0.0357617,0.00761264,0.0516091,0.00751119,0.0133053,0,0,0.0152612,0,0.00759789,0.00443616,0.0881577,0.0196462,0.00794661,0.00942644,0.0124298,0.0179614,0.017409,0.0414979,0,0.042826,0.0462734,0.0319652,0.00894594,0.00855298,0.00646504,0.00734393,0.0130582,0,0,0,0,0,0,0,0,0,0.0848269,0.072996,0,0,0.0145838,0.264052,0,0,0,0
210,0.0125264,0.00675797,0,0,0.0285657,0.0239557,0.0127636,0.0100093,0,0,0.0143906,0,0.0167916,0.00434626,0.0315681,0.0216478,0.0178886,0.0175113,0.00510903,0.0204496,0.0142908,0.0125982,0.0348895,0.0131808,0.0155435,0.0137653,0.0337984,0.0346379,0.0185711,0.0172498,0.00262254,0.0373973,0.00769266,0.0515312,0.00717513,0.0127653,0,0,0.0155085,0,0.00769481,0.00457418,0.0881727,0.0191858,0.00793226,0.00945714,0.0124517,0.0181134,0.0173552,0.0412286,0,0.0426787,0.0457186,0.0342985,0.00914239,0.0086878,0.00651258,0.00705963,0.0122643,0,0,0,0,0,0,0,0,0,0.0846547,0.0718957,0,0,0.0149533,0.264304,0,0,0,0
211,0.0119139,0.00658128,0,0,0.0287282,0.0239223,0.0132528,0.00932227,0,0,0.014157,0,0.0168372,0.00421471,0.0318238,0.0215058,0.0177046,0.0195334,0.00426506,0.0197951,0.0140777,0.0125035,0.03618,0.0137197,0.0165198,0.0141088,0.0342416,0.0345366,0.0181581,0.0172406,0.00255701,0.0385984,0.00777572,0.0514817,0.0065588,0.0121717,0,0,0.015522,0,0.00780468,0.00464045,0.0880926,0.0187512,0.00782709,0.00946154,0.012374,0.0181582,0.017231,0.0410864,0,0.0426236,0.0454146,0.0364149,0.00913955,0.00882284,0.00647648,0.00677746,0.0112537,0,0,0,0,0,0,0,0,0,0.0845885,0.070923,0,0,0.0151077,0.264602,0,0,0,0
212,0.0112404,0.00629706,0,0,0.0280346,0.0238594,0.0138236,0.0086623,0,0,0.0138352,0,0.0169396,0.0040625,0.0320885,0.0212886,0.017582,0.0210829,0.00361966,0.0190999,0.014012,0.012525,0.0376292,0.0144235,0.0173348,0.0145606,0.0343372,0.0331365,0.0176957,0.0172562,0.00250391,0.0396761,0.00782252,0.051148,0.00629534,0.0115699,0,0,0.0153058,0,0.00779605,0.00452931,0.0878419,0.0184599,0.00780985,0.00940441,0.0124709,0.01822,0.0170711,0.0409903,0,0.0425111,0.0451303,0.0386191,0.00894674,0.00869854,0.00638624,0.00646355,0.0101817,0,0,0,0,0,0,0,0,0,0.0849118,0.069841,0,0,0.0151222,0.264829,0,0,0,0
213,0.0105662,0.00604679,0,0,0.0269061,0.0237951,0.014517,0.00794776,0,0,0.0135248,0,0.0170268,0.00394387,0.0324766,0.0212268,0.0174487,0.022186,0.00332719,0.0184412,0.0141076,0.0127104,0.0391757,0.0152228,0.0179582,0.0151304,0.0342626,0.0307788,0.0172138,0.0172967,0.00260446,0.0409258,0.00780824,0.0508861,0.00599755,0.0109936,0,0,0.015088,0,0.00775543,0.0044154,0.0876554,0.0181701,0.00774375,0.00936305,0.012858,0.0181642,0.0170189,0.0409777,0,0.0424246,0.0449585,0.0409407,0.00871535,0.00861635,0.00638613,0.00618902,0.00924648,0,0,0,0,0,0,0,0,0,0.0852797,0.0687522,0,0,0.0150396,0.264716,0,0,0,0
214,0.00992371,0.00580393,0,0,0.0256664,0.0237689,0.0152244,0.00715727,0,0,0.0132493,0,0.0171038,0.00382191,0.0331129,0.0213814,0.0172365,0.0228929,0.0032867,0.0178248,0.0144,0.0131127,0.0403426,0.0160583,0.0185323,0.015742,0.03405,0.0281817,0.0168235,0.0173385,0.00260826,0.0422568,0.00773134,0.0506904,0.0056255,0.0103878,0,0,0.0148003,0,0.00775491,0.0043703,0.0874862,0.0179309,0.00766208,0.00928935,0.0128771,0.0180312,0.017061,0.0409608,0,0.0423618,0.0447612,0.0432641,0.00850846,0.0087353,0.00639879,0.00588781,0.00858871,0,0,0,0,0,0,0,0,0,0.0856496,0.0675676,0,0,0.0149351,0.26479,0,0,0,0
215,0.00937245,0.00554948,0,0,0.0244429,0.0237577,0.0158936,0.00627677,0,0,0.0130061,0,0.0171597,0.00377408,0.0339779,0.0218307,0.0168868,0.0232769,0.00336711,0.0173623,0.0152004,0.013704,0.0411967,0.0169142,0.019071,0.0163347,0.0337313,0.0255124,0.016559,0.0173782,0.00255446,0.0434336,0.0077451,0.0503081,0.00531777,0.00982171,0,0,0.0144796,0,0.00789641,0.00435033,0.0872253,0.0177141,0.00754878,0.00917895,0.0128148,0.0181054,0.0173284,0.0408044,0,0.0422029,0.0442954,0.0453579,0.00833982,0.00893354,0.00637519,0.00561183,0.00822095,0,0,0,0,0,0,0,0,0,0.0861192,0.0660803,0,0,0.0148549,0.265035,0,0,0,0
216,0.0089158,0.00536484,0,0,0.0229405,0.0237446,0.0164425,0.00530834,0,0,0.012799,0,0.0171698,0.0037568,0.034919,0.0226931,0.0164453,0.0234352,0.00354882,0.017046,0.0168583,0.0144672,0.0419913,0.0177113,0.0195167,0.0169499,0.0333812,0.0228072,0.0164489,0.0173865,0.00258127,0.0444502,0.00783404,0.0496737,0.00511936,0.00930839,0,0,0.0142658,0,0.00809657,0.00433972,0.086905,0.0175051,0.00748361,0.00916138,0.0131549,0.0182362,0.0176823,0.0405643,0,0.041964,0.0436623,0.0472825,0.00820975,0.00900493,0.0064094,0.00554732,0.00806188,0,0,0,0,0,0,0,0,0,0.0867032,0.0644881,0,0,0.014734,0.265408,0,0,0,0
217,0.0083889,0.00473726,0,0,0.0213427,0.0237226,0.0168976,0.00431604,0,0,0.0127397,0,0.0171895,0.00379755,0.0358529,0.0239999,0.0159564,0.0233943,0.00382741,0.016663,0.018066,0.0154326,0.0427863,0.0184622,0.0197413,0.0175846,0.0330037,0.0205026,0.0163568,0.017356,0.00249401,0.045299,0.00785239,0.0492902,0.00497291,0.00857188,0,0,0.0145625,0,0.00815481,0.00438304,0.0867644,0.0174604,0.00738477,0.00881261,0.0138653,0.0182206,0.0181493,0.0404874,0,0.041873,0.043249,0.0488928,0.00865254,0.00888983,0.00656288,0.00506665,0.00775902,0,0,0,0,0,0,0,0,0,0.08722,0.0632952,0,0,0.0146115,0.265913,0,0,0,0
218,0.00804706,0.0043893,0,0,0.0202181,0.0237004,0.0173851,0.00349342,0,0,0.0126414,0,0.0172664,0.00388017,0.0368055,0.0254538,0.015497,0.0231667,0.00422057,0.0165324,0.0190789,0.0166092,0.043457,0.0191263,0.0198215,0.0181978,0.0327454,0.0186256,0.0164379,0.0173646,0.00250616,0.0461064,0.00785964,0.049167,0.00487422,0.00809247,0,0,0.0145573,0,0.00820777,0.00448127,0.0866934,0.0174901,0.00749726,0.00882556,0.0144302,0.0182298,0.0186122,0.0405418,0,0.0418234,0.0430216,0.0502504,0.00880828,0.00879514,0.00654694,0.00510742,0.00757262,0,0,0,0,0,0,0,0,0,0.0877047,0.0623395,0,0,0.0145602,0.266082,0,0,0,0
219,0.00774752,0.00408913,0,0,0.0195659,0.0236376,0.017978,0.00291242,0,0,0.0124731,0,0.0173391,0.00387998,0.0377128,0.0268846,0.0150899,0.0227905,0.00479449,0.0164623,0.0202548,0.0179428,0.0439755,0.0196369,0.0198083,0.0187735,0.0326301,0.0171068,0.0165014,0.017367,0.00247478,0.0468624,0.00787759,0.0490161,0.00483616,0.00766602,0,0,0.0145472,0,0.00831815,0.00447793,0.0866814,0.0174811,0.00766951,0.00883014,0.0147713,0.0183986,0.018954,0.0406264,0,0.0418737,0.042856,0.051458,0.00897608,0.00872533,0.00639692,0.00520833,0.00742389,0,0,0,0,0,0,0,0,0,0.0881737,0.0614152,0,0,0.0145968,0.265906,0,0,0,0
220,0.0074742,0.00390772,0,0,0.0190433,0.0235801,0.0186879,0.00258692,0,0,0.0122237,0,0.0174066,0.00377844,0.038551,0.0282412,0.0147072,0.0223128,0.00543097,0.0163789,0.0214906,0.0197486,0.0442627,0.019995,0.019721,0.0193995,0.0326442,0.0157951,0.0165828,0.0173797,0.00252325,0.0474746,0.00791138,0.0488929,0.00470047,0.00727246,0,0,0.0144194,0,0.00842572,0.00447877,0.0867508,0.0173699,0.00776197,0.00891375,0.0150935,0.0186974,0.0192826,0.0407341,0,0.04194,0.0427948,0.0525305,0.00914659,0.00866353,0.00647797,0.00529262,0.00734285,0,0,0,0,0,0,0,0,0,0.0885199,0.0606432,0,0,0.0148603,0.265687,0,0,0,0
221,0.00722393,0.00382407,0,0,0.0182,0.0235401,0.0197091,0.00263797,0,0,0.0120085,0,0.0174746,0.00364337,0.0394906,0.0300239,0.0143112,0.0220197,0.00606386,0.0162428,0.0234512,0.0227574,0.0442567,0.0204833,0.0198058,0.0202572,0.0328401,0.0141143,0.0166401,0.0174102,0.00246974,0.047855,0.00796737,0.048842,0.00441425,0.00691037,0,0,0.0143648,0,0.00852495,0.00446559,0.0868327,0.0172929,0.00772209,0.00904991,0.0154657,0.0190971,0.0196894,0.0409476,0,0.0420612,0.0428822,0.0534153,0.00935754,0.00866824,0.00651389,0.00529459,0.00734542,0,0,0,0,0,0,0,0,0,0.0887485,0.059977,0,0,0.0158089,0.265524,0,0,0,0
222,0.00707249,0.00374503,0,0,0.0160238,0.0234848,0.0213488,0.0032427,0,0,0.0119074,0,0.0175189,0.00357782,0.0409341,0.0333064,0.0139399,0.0227242,0.00677557,0.016102,0.0274763,0.0287793,0.0439881,0.0215984,0.0206749,0.0216933,0.0332785,0.0103653,0.0166631,0.0174561,0.00244205,0.0479934,0.00795301,0.0488181,0.00396424,0.00669806,0,0,0.0143347,0,0.00860932,0.0044016,0.0867931,0.0172255,0.00799867,0.009135,0.0160276,0.0197309,0.0202965,0.0413013,0,0.0422921,0.0431161,0.053972,0.00957566,0.00881543,0.00638907,0.00524436,0.00743783,0,0,0,0,0,0,0,0,0,0.0891719,0.0592819,0,0,0.018916,0.265258,0,0,0,0
223,0.00690655,0.00366779,0,0,0.014334,0.0233827,0.0220703,0.00360619,0,0,0.0117904,0,0.0176256,0.00353862,0.0424243,0.0354736,0.0138169,0.0239014,0.00736203,0.0160258,0.0306094,0.0337412,0.0440024,0.0224604,0.021402,0.022466,0.0338436,0.00765253,0.0166994,0.0174933,0.00220478,0.0480355,0.007894,0.0488525,0.00353149,0.0064462,0,0,0.0142029,0,0.00871753,0.00432227,0.0867622,0.0171732,0.00858096,0.00909132,0.0165175,0.020293,0.0208123,0.0416046,0,0.042527,0.0433139,0.0543738,0.00971088,0.00903904,0.00629625,0.00515724,0.00742516,0,0,0,0,0,0,0,0,0,0.0895087,0.058655,0,0,0.0218633,0.265018,0,0,0,0
224,0.00665567,0.00366549,0,0,0.0140108,0.023279,0.0222866,0.0040283,0,0,0.0117334,0,0.0177176,0.00347536,0.0436976,0.0357274,0.013924,0.0245407,0.00778305,0.0159618,0.0317338,0.0360207,0.0440879,0.0226437,0.0212669,0.0225037,0.0346924,0.00742451,0.0167218,0.0175243,0.0020826,0.0480516,0.0078048,0.0488226,0.00338653,0.00613159,0,0,0.0139934,0,0.00874796,0.00422203,0.0867372,0.0171936,0.00881156,0.00901773,0.0169145,0.0207195,0.0212072,0.0418404,0,0.0427364,0.043401,0.0546769,0.00977771,0.00913132,0.00624643,0.00510483,0.00723171,0,0,0,0,0,0,0,0,0,0.0897159,0.0581815,0,0,0.023035,0.26476,0,0,0,0
225,0.00634563,0.00369304,0,0,0.0144699,0.0232148,0.0219807,0.00430451,0,0,0.0118249,0,0.0177651,0.00346314,0.0448972,0.0352158,0.0141344,0.0247289,0.00822017,0.0158519,0.0328742,0.0373162,0.044107,0.0224409,0.0207751,0.0221594,0.0359716,0.00857427,0.0168213,0.0175621,0.00210778,0.0480466,0.0077131,0.0488297,0.00343071,0.00579908,0,0,0.0136984,0,0.0086317,0.00416004,0.0866372,0.016939,0.00905943,0.00899047,0.01728,0.0211334,0.0215353,0.0420511,0,0.0428889,0.043499,0.0547386,0.00986004,0.00899614,0.00620831,0.00509644,0.0068898,0,0,0,0,0,0,0,0,0,0.0898472,0.057709,0,0,0.0235794,0.26453,0,0,0,0
226,0.00606569,0.00373881,0,0,0.015514,0.0231619,0.0213378,0.00437683,0,0,0.011885,0,0.0177919,0.0034785,0.0460129,0.0343563,0.0143138,0.0245193,0.00851227,0.0158233,0.0334774,0.0379898,0.0441143,0.0220508,0.0199513,0.0215494,0.0375632,0.0107863,0.0170042,0.0175931,0.00219597,0.0480935,0.00770003,0.0489227,0.00358101,0.00544673,0,0,0.0134132,0,0.00865098,0.00418865,0.0864931,0.0166878,0.0092016,0.00892366,0.0175923,0.0215681,0.0218717,0.0422723,0,0.0430263,0.0436772,0.0546596,0.00991415,0.00899089,0.00622305,0.0051219,0.00645738,0,0,0,0,0,0,0,0,0,0.0899365,0.0571743,0,0,0.0237918,0.264336,0,0,0,0
227,0.00530697,0.00347634,0,0,0.0169987,0.0231528,0.0203378,0.00454111,0,0,0.0118824,0,0.0177927,0.00351293,0.0469969,0.03301,0.0144768,0.0240592,0.00871473,0.0154115,0.0332286,0.0380444,0.0440943,0.0217525,0.0189296,0.0207276,0.0392689,0.0136738,0.0170858,0.0176103,0.00210607,0.0480071,0.00771019,0.049019,0.00386433,0.00520574,0,0,0.0137517,0,0.00868928,0.00409825,0.0863589,0.0165346,0.00946459,0.00886337,0.0178697,0.0219902,0.0221984,0.0424598,0,0.0431376,0.0438574,0.0545711,0.010706,0.00911231,0.00631111,0.00469458,0.00559932,0,0,0,0,0,0,0,0,0,0.089962,0.0566708,0,0,0.0236701,0.26418,0,0,0,0
228,0.00493653,0.00338539,0,0,0.0185625,0.0231171,0.0187644,0.00443253,0,0,0.0119083,0,0.0178861,0.00349791,0.047721,0.0311121,0.0145576,0.0235729,0.00889665,0.0153369,0.0324664,0.0375169,0.0438912,0.021416,0.0178682,0.0196767,0.040916,0.0167621,0.0172128,0.0176542,0.00190517,0.0479344,0.00776702,0.0491399,0.00424248,0.00498323,0,0,0.0137009,0,0.0088058,0.00407156,0.0862927,0.0163924,0.00935648,0.00882414,0.018122,0.0223699,0.0225148,0.0426056,0,0.0432659,0.044023,0.0546115,0.0109805,0.00922825,0.00640456,0.0045115,0.00518424,0,0,0,0,0,0,0,0,0,0.0899642,0.0562192,0,0,0.0232538,0.263942,0,0,0,0
