Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LFHD,LKNE,LWRB,x79,
191,0.0483898,0.0325544,0,0,0,0,0,0,0.0437028,0.0171862,0.0385426,0.0561403,0,0,0.0266808,0.0268757,0.0109978,0.0318037,0.0382393,0.019932,0.0312144,0.033764,0.0161619,0.0186695,0.017589,0.045125,0.00438643,0.011044,0.016489,0.0208525,0.0517732,0.0292897,0.0205331,0.0442166,0.00860596,0.043113,0.091169,0.0462298,0,0,0.0306681,0,0.00952053,0.0169523,0.0544768,0.0457918,0.0347936,0.0892732,0.0195569,0.0373093,0.035944,0.0274626,0.0494089,0.0497527,0.0448404,0.0147483,0.0221668,0.0360261,0.0655805,0.0289486,0.00373027,0.00726309,0.0246586,0.0407714,0,0,0,0,0,0,0,0,0,0.0113481,0.00606222,0,0
192,0.0480642,0.0323586,0,0,0,0,0,0,0.0446181,0.0171964,0.0378924,0.0561166,0,0,0.0263771,0.0268195,0.0107993,0.0317362,0.0360101,0.0196061,0.0314524,0.0333087,0.0159456,0.0184054,0.0175435,0.0448099,0.00513943,0.0112347,0.0167092,0.0201736,0.0527595,0.0289715,0.0205442,0.0453062,0.00851542,0.0438179,0.0904758,0.0458279,0,0,0.0307336,0,0.00949641,0.0167136,0.0547797,0.0444653,0.0347039,0.0876919,0.0189381,0.0372013,0.0360836,0.0281046,0.050277,0.0504091,0.0445632,0.0146204,0.0219774,0.0352984,0.0662481,0.0288861,0.003373,0.00709327,0.0244529,0.0404411,0,0,0,0,0,0,0,0,0,0.0116024,0.00602482,0,0
193,0.0477128,0.032046,0,0,0,0,0,0,0.0462527,0.0172267,0.0375398,0.0559964,0,0,0.0258605,0.0266937,0.0105845,0.0316813,0.0339996,0.0190781,0.0320035,0.0327766,0.0158403,0.0185843,0.017731,0.0449348,0.00573996,0.01121,0.0168743,0.0198171,0.05425,0.0284866,0.0205461,0.0458431,0.00849208,0.0446419,0.0899579,0.0452715,0,0,0.0305195,0,0.00951625,0.0164466,0.0551567,0.0435818,0.0345402,0.0860226,0.0182996,0.0367852,0.0360084,0.0287871,0.0511535,0.0510147,0.0440972,0.0144123,0.021628,0.0342989,0.0656834,0.0285005,0.00317203,0.00701322,0.0242526,0.0400887,0,0,0,0,0,0,0,0,0,0.0111553,0.00595814,0,0
194,0.0473571,0.0317136,0,0,0,0,0,0,0.0478176,0.0172698,0.0372365,0.0559192,0,0,0.0252744,0.0265072,0.0103165,0.031674,0.032161,0.0184322,0.0327693,0.0322262,0.0159471,0.0189674,0.0178368,0.0452673,0.00631884,0.0110196,0.0170862,0.0196559,0.0557689,0.0279272,0.020527,0.046044,0.00850636,0.0456266,0.0896107,0.04462,0,0,0.0301062,0,0.00953714,0.0162604,0.0556638,0.0431769,0.034344,0.0842767,0.0177486,0.0361388,0.0358744,0.0295666,0.0519873,0.0515187,0.0434106,0.0141131,0.0211487,0.0330687,0.0635712,0.0278584,0.00307976,0.0069202,0.0240302,0.0398265,0,0,0,0,0,0,0,0,0,0.0107608,0.00594308,0,0
195,0.0470253,0.0314519,0,0,0,0,0,0,0.049209,0.0173031,0.0369758,0.0557708,0,0,0.0246364,0.0263594,0.0100386,0.0316921,0.0306418,0.0177276,0.0337436,0.0316208,0.0160634,0.0192825,0.0175771,0.0455794,0.00694314,0.0108307,0.0172657,0.0196078,0.0572325,0.0273076,0.0204987,0.0460508,0.00852379,0.0465204,0.0894347,0.0439429,0,0,0.0293956,0,0.00953793,0.0159898,0.0562124,0.0432237,0.0340651,0.0824038,0.0171999,0.0353339,0.0357575,0.0303721,0.0527337,0.0518243,0.0424794,0.0137458,0.0205309,0.0316462,0.0598197,0.0269671,0.0029729,0.00679165,0.0238094,0.0396641,0,0,0,0,0,0,0,0,0,0.0111784,0.00588603,0,0
196,0.0466833,0.0311984,0,0,0,0,0,0,0.0505073,0.0173692,0.0369697,0.0555247,0,0,0.0239531,0.0262023,0.0097559,0.0316587,0.0293799,0.0170357,0.0349472,0.0309566,0.0161915,0.0189004,0.0171066,0.0455113,0.00753223,0.010654,0.0173665,0.0195744,0.0585681,0.026636,0.0204927,0.0463109,0.00854603,0.0473982,0.0894934,0.0432607,0,0,0.0285312,0,0.00951288,0.0156465,0.0567315,0.0434816,0.0336608,0.080443,0.0167531,0.0344268,0.035612,0.0311508,0.0533104,0.0519612,0.0413456,0.0132755,0.0196811,0.0301083,0.0555455,0.0258532,0.00278144,0.00669138,0.0235641,0.0395136,0,0,0,0,0,0,0,0,0,0.0123115,0.00581258,0,0
197,0.0462869,0.0308999,0,0,0,0,0,0,0.0517808,0.0174368,0.0368363,0.0550267,0,0,0.0232348,0.0259238,0.00948433,0.0314391,0.0284257,0.0164748,0.0362849,0.0302635,0.0164338,0.0185662,0.0168475,0.0448203,0.00797327,0.010514,0.01741,0.0194234,0.0597435,0.0259106,0.0204376,0.0473465,0.00862888,0.0481928,0.0896491,0.0426219,0,0,0.0276132,0,0.00953451,0.0154275,0.0571066,0.0441369,0.0330501,0.0784047,0.0164126,0.0334924,0.0353388,0.0317965,0.0537231,0.0519026,0.0402007,0.0128685,0.0185631,0.0285956,0.0519735,0.0246761,0.0025784,0.00663813,0.0232679,0.0393331,0,0,0,0,0,0,0,0,0,0.0134679,0.00571123,0,0
198,0.0458338,0.0305499,0,0,0,0,0,0,0.0528635,0.0174638,0.0365207,0.0542989,0,0,0.0224504,0.0259024,0.00924884,0.0310058,0.0275987,0.0161471,0.0377113,0.0295647,0.0170862,0.018776,0.0169547,0.0434889,0.00829609,0.0104468,0.0175162,0.0190277,0.0607342,0.0250964,0.020417,0.0499401,0.00874989,0.0490921,0.0899147,0.0420607,0,0,0.0267196,0,0.00963089,0.0152942,0.0572796,0.044909,0.0321806,0.076403,0.0161284,0.0326306,0.0348337,0.0322244,0.0540709,0.0516661,0.0391747,0.012634,0.0172787,0.0274351,0.0501244,0.0235976,0.0024618,0.0065451,0.0229555,0.0390857,0,0,0,0,0,0,0,0,0,0.0141014,0.00564842,0,0
199,0.0454713,0.0302216,0,0,0,0,0,0,0.0532464,0.0175328,0.0362528,0.0537323,0,0,0.0218773,0.0258514,0.00894383,0.0308299,0.0263328,0.016034,0.0389807,0.0289268,0.0180003,0.0190009,0.0171337,0.042563,0.00870478,0.0106707,0.0176763,0.0185209,0.0614962,0.0243573,0.0203858,0.0531356,0.00887061,0.0501272,0.0904501,0.0416568,0,0,0.0260832,0,0.00979159,0.0150604,0.0575065,0.045131,0.0313698,0.0746825,0.0156194,0.0319522,0.034284,0.0323942,0.0544245,0.0514325,0.0384419,0.012477,0.0163038,0.0268538,0.0504993,0.0227455,0.00232134,0.00636073,0.0227054,0.038863,0,0,0,0,0,0,0,0,0,0.0142852,0.00549126,0,0
200,0.045102,0.0298477,0,0,0,0,0,0,0.0537895,0.0176801,0.0355869,0.0533806,0,0,0.0214345,0.0256711,0.00842823,0.0306111,0.0247976,0.0160934,0.0402879,0.0282865,0.0175647,0.0190644,0.0172324,0.0420331,0.00921075,0.0111137,0.0178944,0.0179437,0.0625563,0.0237013,0.0203647,0.0558392,0.00900036,0.0511633,0.0913114,0.0413287,0,0,0.0256265,0,0.00989088,0.0146516,0.0576616,0.0444017,0.0305106,0.0730907,0.0153875,0.0313928,0.0338144,0.0326187,0.0546266,0.0511287,0.0378818,0.0123218,0.0156403,0.0265332,0.0527074,0.0219923,0.00217718,0.00613849,0.0224609,0.0386102,0,0,0,0,0,0,0,0,0,0.0146686,0.00529721,0,0
201,0.0447119,0.0293984,0,0,0,0,0,0,0.0548021,0.0178601,0.03471,0.0532678,0,0,0.020647,0.0253399,0.00784449,0.0299975,0.0233948,0.0162833,0.0416321,0.0277412,0.0169771,0.0189493,0.0170812,0.0416862,0.00978622,0.0117804,0.0181883,0.0173604,0.0641985,0.0232054,0.0203571,0.0567347,0.00912378,0.050922,0.0924258,0.041028,0,0,0.0249918,0,0.0100004,0.014157,0.0576405,0.0433339,0.0295866,0.0716217,0.0151826,0.030961,0.0332225,0.032929,0.0547412,0.0507136,0.0371753,0.0121641,0.0151197,0.0261742,0.0548918,0.0214008,0.00209646,0.00596693,0.022264,0.0382933,0,0,0,0,0,0,0,0,0,0.0152791,0.00505402,0,0
202,0.0442089,0.0288939,0,0,0,0,0,0,0.0563752,0.0179693,0.0343633,0.0534784,0,0,0.0198764,0.0249417,0.0074654,0.0291822,0.0223339,0.0165361,0.0430373,0.0271819,0.0165358,0.0188241,0.0168029,0.0414581,0.0103237,0.012441,0.0185074,0.0168443,0.0664347,0.0227377,0.0202796,0.0553345,0.00921981,0.0493741,0.0938638,0.0406298,0,0,0.0243842,0,0.0101283,0.0138837,0.0571867,0.0422605,0.0286746,0.0703601,0.0149879,0.0306221,0.032712,0.032936,0.0549266,0.0503113,0.0364424,0.0120153,0.0147566,0.0259128,0.0548912,0.0209377,0.00206444,0.00585267,0.0220631,0.0378045,0,0,0,0,0,0,0,0,0,0.0159446,0.00491607,0,0
203,0.0435775,0.0283869,0,0,0,0,0,0,0.0581349,0.0180556,0.034427,0.0540959,0,0,0.0191483,0.0246636,0.00734881,0.0285702,0.021642,0.0167591,0.044634,0.0265894,0.0164558,0.0187817,0.0166062,0.0410838,0.0107544,0.0129103,0.0187746,0.0164428,0.0684646,0.0222137,0.0202057,0.0522595,0.00934367,0.0476612,0.095766,0.040095,0,0,0.0236992,0,0.0102721,0.0137308,0.0564814,0.0412763,0.0278047,0.069115,0.0146142,0.0303294,0.0321081,0.0328102,0.0550329,0.049921,0.0356889,0.0117279,0.0143638,0.0255831,0.0519824,0.020444,0.00206192,0.00576817,0.0219286,0.0370985,0,0,0,0,0,0,0,0,0,0.0166532,0.00479677,0,0
204,0.043055,0.0280118,0,0,0,0,0,0,0.0600272,0.0181062,0.0347541,0.0549425,0,0,0.0185316,0.0246215,0.00753235,0.0282538,0.021297,0.0169731,0.04604,0.0261125,0.0163504,0.0186174,0.0163174,0.041104,0.0111438,0.0130982,0.018986,0.016276,0.0703908,0.0217581,0.0201655,0.0495979,0.0094895,0.0462333,0.0977091,0.0396573,0,0,0.0232041,0,0.0104532,0.0133936,0.0561401,0.0403836,0.0271161,0.0677188,0.0144445,0.0301963,0.0313534,0.0329049,0.0549394,0.0494415,0.0350824,0.0114154,0.0140438,0.0252983,0.047948,0.0201426,0.00203129,0.0056645,0.0219515,0.0364842,0,0,0,0,0,0,0,0,0,0.0174367,0.004737,0,0
205,0.0427009,0.0277703,0,0,0,0,0,0,0.0619286,0.0181324,0.0351939,0.0559789,0,0,0.0180349,0.0247578,0.00758167,0.0282816,0.0213378,0.0171176,0.0472738,0.0258566,0.016389,0.0184659,0.0161465,0.0410752,0.0115558,0.0127446,0.019194,0.0162894,0.0723776,0.0214573,0.0201832,0.0469402,0.00965283,0.0450389,0.099667,0.0393251,0,0,0.0229419,0,0.0106822,0.0131338,0.0561254,0.0397731,0.0266006,0.0663264,0.0143712,0.0301698,0.0306002,0.0332954,0.054892,0.0489173,0.0347767,0.0112464,0.0139295,0.0251582,0.0447245,0.0200057,0.00200035,0.00551628,0.0220911,0.0360004,0,0,0,0,0,0,0,0,0,0.0182692,0.00481109,0,0
206,0.0425421,0.0276981,0,0,0,0,0,0,0.0636886,0.0180995,0.0358003,0.0571177,0,0,0.0176811,0.0247934,0.00735614,0.028496,0.0215592,0.0172384,0.0482949,0.0257855,0.0169133,0.0183809,0.0162165,0.0409627,0.0120745,0.0127871,0.0194692,0.0163847,0.0743185,0.0213355,0.0201718,0.0446245,0.00982118,0.0441719,0.101514,0.0391815,0,0,0.0229461,0,0.0109038,0.0129654,0.0561949,0.039324,0.0261485,0.0652203,0.0143641,0.0302533,0.0298445,0.0338112,0.055131,0.0483967,0.0347195,0.0112302,0.0139305,0.0249712,0.043248,0.0200688,0.00200308,0.00538674,0.022334,0.0357684,0,0,0,0,0,0,0,0,0,0.0191741,0.00485841,0,0
207,0.0426904,0.0279006,0,0,0,0,0,0,0.0649905,0.0179735,0.0365031,0.0582207,0,0,0.0177405,0.0247217,0.00710732,0.0287255,0.0211505,0.0173966,0.0490887,0.0259223,0.0181296,0.0182674,0.0163831,0.0408332,0.0126743,0.0131688,0.019765,0.0164682,0.0760979,0.0215566,0.0201036,0.0435646,0.00988113,0.0434284,0.10314,0.0392773,0,0,0.0229774,0,0.0110095,0.012728,0.0563693,0.0391374,0.0258088,0.0645911,0.0144149,0.0304034,0.0290347,0.034302,0.0555741,0.0478953,0.0349446,0.0114422,0.0141649,0.0247632,0.0424201,0.0200709,0.00207289,0.00525029,0.0227077,0.0358798,0,0,0,0,0,0,0,0,0,0.0201649,0.00498138,0,0
208,0.043139,0.0283633,0,0,0,0,0,0,0.0662449,0.0179365,0.0369048,0.0589927,0,0,0.018221,0.0246143,0.00703944,0.0290084,0.0210771,0.0177397,0.0494991,0.0261201,0.0187912,0.0181261,0.0164644,0.0406189,0.0132833,0.0134898,0.0200549,0.0164687,0.0777655,0.0217481,0.0200815,0.0433662,0.00995017,0.0431249,0.104373,0.0396618,0,0,0.0231523,0,0.0111267,0.0126723,0.056642,0.0390643,0.0255006,0.0644127,0.0144646,0.0306797,0.0281241,0.034866,0.0560733,0.0474189,0.0354039,0.0117576,0.0145212,0.0247059,0.0420242,0.0202649,0.00212458,0.00521816,0.0231588,0.0363546,0,0,0,0,0,0,0,0,0,0.0212248,0.00516584,0,0
209,0.0437968,0.0288721,0,0,0,0,0,0,0.0676318,0.0179527,0.0370941,0.0593382,0,0,0.0186556,0.024522,0.00721174,0.0294317,0.0210126,0.0183713,0.0495962,0.0264586,0.0192264,0.0179585,0.0164953,0.0403122,0.013872,0.0139084,0.0203721,0.0163628,0.0795724,0.0219553,0.0200875,0.043498,0.0100104,0.0431601,0.105148,0.0402187,0,0,0.0233424,0,0.0112397,0.0127975,0.056932,0.0390897,0.0251358,0.0644002,0.0146447,0.0310211,0.0273366,0.0358166,0.0564862,0.0469326,0.0359893,0.0121185,0.0149672,0.0248234,0.0418946,0.0205218,0.00210509,0.00521614,0.0235752,0.0370559,0,0,0,0,0,0,0,0,0,0.0222754,0.00525907,0,0
210,0.0445579,0.0293015,0,0,0,0,0,0,0.0687056,0.0179394,0.0371288,0.0593818,0,0,0.0190784,0.0245519,0.00737883,0.0297091,0.0208825,0.019024,0.0495805,0.0268721,0.019904,0.0179113,0.0167067,0.0400228,0.0144399,0.0142694,0.0206741,0.0162573,0.0810574,0.0222593,0.0201252,0.0440623,0.0099917,0.0431965,0.105611,0.0407916,0,0,0.0234239,0,0.0112278,0.0128712,0.0571174,0.0391988,0.0247506,0.0644473,0.0149368,0.0313096,0.0266258,0.036695,0.0568489,0.0464476,0.0367346,0.0125465,0.0154766,0.0252268,0.0418682,0.020701,0.00207736,0.00511632,0.0239046,0.0378761,0,0,0,0,0,0,0,0,0,0.023315,0.00528883,0,0
211,0.0452149,0.0296637,0,0,0,0,0,0,0.0694905,0.0179135,0.037193,0.0592169,0,0,0.0194497,0.024619,0.00756235,0.0299312,0.0212297,0.0195868,0.0496599,0.0271328,0.0205619,0.0180377,0.0170856,0.0397565,0.0150426,0.0146494,0.020951,0.0162611,0.0819743,0.0225312,0.020133,0.0448221,0.0099676,0.0431266,0.105862,0.0412299,0,0,0.0234901,0,0.0112109,0.0129229,0.057183,0.0395512,0.0243155,0.0646078,0.0153207,0.031411,0.0259479,0.0371211,0.057243,0.0459356,0.037492,0.0131054,0.0159683,0.025902,0.0419241,0.02075,0.00210152,0.00504468,0.0240905,0.0387072,0,0,0,0,0,0,0,0,0,0.0241729,0.00536084,0,0
212,0.0461384,0.0302639,0,0,0,0,0,0,0.0704087,0.0179871,0.037444,0.0588499,0,0,0.0199863,0.0245945,0.00779403,0.0299139,0.021388,0.0201946,0.0497129,0.0276908,0.0207769,0.0182057,0.0175313,0.0394499,0.0156226,0.0149505,0.0212595,0.0162775,0.0831365,0.0229299,0.0201781,0.0460326,0.00994793,0.0432746,0.106109,0.0419477,0,0,0.0237105,0,0.0112286,0.0130487,0.0572497,0.0396824,0.0238073,0.0649401,0.0156198,0.0318203,0.0252917,0.0373819,0.0574199,0.0453887,0.0379942,0.0137056,0.016371,0.0265423,0.0427435,0.0208949,0.0021064,0.00502215,0.0244781,0.0397792,0,0,0,0,0,0,0,0,0,0.0250123,0.00548324,0,0
213,0.0471873,0.0308759,0,0,0,0,0,0,0.0712273,0.0181575,0.0378292,0.0583589,0,0,0.020682,0.0246254,0.00807319,0.0297146,0.0214911,0.0208511,0.0497768,0.0284225,0.0205891,0.0180874,0.0176822,0.0391012,0.0161519,0.0152382,0.0215221,0.016314,0.0842626,0.0234733,0.0203245,0.04674,0.00993077,0.0431765,0.106406,0.042785,0,0,0.0239643,0,0.0112547,0.0130986,0.0572375,0.0397553,0.0231985,0.0653134,0.0159214,0.0323053,0.0246413,0.0375175,0.0572991,0.0447674,0.0381475,0.0141431,0.0164731,0.0268916,0.0435014,0.0211516,0.00209771,0.00505356,0.0249311,0.0409402,0,0,0,0,0,0,0,0,0,0.0258495,0.00560106,0,0
214,0.048278,0.0313655,0,0,0,0,0,0,0.0718243,0.0181942,0.038017,0.0577532,0,0,0.0213712,0.024731,0.00826229,0.0295357,0.0215657,0.0215174,0.0499439,0.0291403,0.0202018,0.0178349,0.0176768,0.0387932,0.0166822,0.0154258,0.0217724,0.016402,0.0851571,0.0240328,0.0204241,0.0465008,0.00991471,0.0426235,0.106637,0.0436761,0,0,0.0241151,0,0.011264,0.0130553,0.0570047,0.0395481,0.022581,0.065589,0.0163896,0.032704,0.0239068,0.0374553,0.0568746,0.0440313,0.0378456,0.0142965,0.016165,0.0266584,0.0434961,0.0213082,0.00209241,0.00503601,0.0253355,0.0418139,0,0,0,0,0,0,0,0,0,0.0267287,0.00566221,0,0
215,0.0493426,0.0318027,0,0,0,0,0,0,0.0723247,0.0181348,0.038151,0.057139,0,0,0.0220694,0.0248429,0.00839745,0.0294627,0.0218277,0.0221168,0.0502422,0.0299319,0.0202034,0.0175485,0.0175913,0.0385461,0.017253,0.0156247,0.0220779,0.0165496,0.0859885,0.0245548,0.0204503,0.0454549,0.00989239,0.0414468,0.106847,0.0445157,0,0,0.0241319,0,0.0112447,0.0130037,0.0566767,0.0390219,0.0220544,0.0658307,0.0169486,0.0330276,0.0230066,0.0371343,0.0564255,0.0432533,0.0370663,0.0141248,0.0156418,0.0259737,0.0422764,0.0214012,0.00209624,0.00500778,0.0256358,0.0427049,0,0,0,0,0,0,0,0,0,0.027568,0.00563661,0,0
216,0.0504025,0.0322894,0,0,0,0,0,0,0.0727826,0.018061,0.0382108,0.0564954,0,0,0.0225957,0.0249487,0.00853863,0.0294901,0.0222761,0.0226271,0.0505767,0.0306182,0.0210451,0.0172571,0.0174801,0.0383285,0.0177963,0.0158924,0.0223966,0.0167126,0.0868107,0.0250356,0.0204702,0.0436419,0.0098577,0.0397398,0.107013,0.0453561,0,0,0.023996,0,0.0111999,0.012945,0.0564698,0.0380103,0.0216613,0.0660624,0.0175639,0.0333375,0.0222744,0.0366188,0.0562773,0.0424808,0.0359444,0.0137612,0.0150159,0.0251042,0.0403791,0.0215163,0.0021021,0.00502117,0.0259163,0.0436218,0,0,0,0,0,0,0,0,0,0.0282612,0.00560117,0,0
217,0.0513586,0.0327141,0,0,0,0,0,0,0.0731134,0.0180247,0.0381665,0.0558471,0,0,0.022908,0.0250328,0.00864249,0.0296215,0.0228259,0.0229863,0.0509343,0.0311629,0.0213867,0.0169966,0.0173738,0.0381277,0.0182657,0.0161838,0.0226856,0.0168913,0.0872607,0.025388,0.0204854,0.0412823,0.00984078,0.0375966,0.107132,0.0461344,0,0,0.023771,0,0.011167,0.0129309,0.0564093,0.0366628,0.0212904,0.0663503,0.0182854,0.0335458,0.021822,0.0359898,0.0560082,0.0417427,0.0345812,0.0133377,0.0143056,0.0242457,0.0381633,0.0214291,0.0021064,0.00509193,0.026144,0.044441,0,0,0,0,0,0,0,0,0,0.0287958,0.00566895,0,0
218,0.0523802,0.0331592,0,0,0,0,0,0,0.0733264,0.0179701,0.0382809,0.0552306,0,0,0.0232345,0.0251751,0.00868827,0.0298501,0.0232964,0.0231945,0.0512064,0.031786,0.0213847,0.0168149,0.0172839,0.038021,0.0186768,0.0164688,0.0229408,0.0171048,0.0876455,0.0257129,0.0204999,0.0392548,0.00985853,0.0356196,0.10728,0.0469693,0,0,0.0236218,0,0.0111642,0.0129874,0.0564712,0.0358592,0.0210221,0.066811,0.0192177,0.0337582,0.0215486,0.0354722,0.0556103,0.0411009,0.0330876,0.0129882,0.0132956,0.023339,0.0354795,0.02135,0.00216497,0.00518401,0.0263632,0.0453284,0,0,0,0,0,0,0,0,0,0.0292249,0.00573098,0,0
219,0.0533317,0.0335687,0,0,0,0,0,0,0.0736151,0.0179589,0.0386313,0.0547228,0,0,0.0232629,0.0252621,0.00864557,0.0300379,0.0237316,0.0233339,0.0513712,0.0323815,0.0212986,0.0165792,0.0171458,0.0379995,0.0190741,0.0168169,0.0232254,0.0173252,0.0880078,0.0259415,0.0205352,0.0376542,0.00985315,0.0334394,0.107388,0.0477241,0,0,0.0235173,0,0.0111185,0.0130728,0.0566201,0.0343904,0.0209778,0.0672637,0.0201229,0.0339195,0.0213777,0.0350529,0.0550891,0.0405341,0.0318201,0.012909,0.0125237,0.0226758,0.0332985,0.0212941,0.00228758,0.00523184,0.0265325,0.046112,0,0,0,0,0,0,0,0,0,0.0295523,0.00573205,0,0
220,0.0543706,0.0339621,0,0,0,0,0,0,0.0739371,0.0179784,0.0389476,0.0543424,0,0,0.0234538,0.025272,0.0086838,0.0301782,0.0242088,0.0234195,0.0513573,0.0329743,0.0211827,0.0164407,0.0170167,0.0380043,0.0194313,0.0172381,0.0234636,0.0174985,0.0879415,0.0262414,0.0205523,0.0367824,0.00985496,0.0315337,0.107593,0.0485517,0,0,0.0236505,0,0.011097,0.0131877,0.0568256,0.0328164,0.0210806,0.0678252,0.0209691,0.0341695,0.0213463,0.0346702,0.054527,0.0400339,0.0307025,0.0130275,0.0118749,0.0224081,0.032263,0.0212527,0.00243688,0.00528122,0.0267346,0.0467773,0,0,0,0,0,0,0,0,0,0.0297985,0.00582863,0,0
221,0.0553266,0.0343053,0,0,0,0,0,0,0.0740082,0.0179707,0.0389858,0.0541441,0,0,0.0237838,0.0253171,0.00870938,0.0302902,0.0247213,0.023472,0.0513665,0.0334935,0.0211823,0.0163812,0.0168985,0.0379086,0.0197705,0.0176536,0.0236294,0.0175907,0.0880111,0.0264575,0.0205663,0.036786,0.00985084,0.029965,0.107935,0.0492956,0,0,0.0238574,0,0.0110695,0.0132259,0.0569942,0.0313176,0.0211712,0.0684281,0.0217887,0.034341,0.021448,0.0342737,0.0539321,0.0396189,0.0297054,0.0133775,0.011416,0.0224808,0.0328076,0.0211445,0.00257908,0.0053178,0.026986,0.0476137,0,0,0,0,0,0,0,0,0,0.0299785,0.00590321,0,0
222,0.056272,0.0346526,0,0,0,0,0,0,0.0740579,0.0179666,0.0389891,0.0541747,0,0,0.0241546,0.0253768,0.00871947,0.0303405,0.0253599,0.0234918,0.0513051,0.0339114,0.0212209,0.0163328,0.0167161,0.0379065,0.020105,0.0180318,0.0237828,0.0177011,0.0884502,0.0266228,0.0206007,0.0375998,0.00987087,0.0286799,0.108378,0.0499865,0,0,0.0239116,0,0.0110799,0.0133474,0.0571492,0.0302406,0.0212963,0.0691519,0.0225843,0.0344601,0.021716,0.0337809,0.0532846,0.0393662,0.0290899,0.0140093,0.0111356,0.0228257,0.0345864,0.0211373,0.00276878,0.00544468,0.0271979,0.0484052,0,0,0,0,0,0,0,0,0,0.0300821,0.00588014,0,0
223,0.0572995,0.0349911,0,0,0,0,0,0,0.0739486,0.0179597,0.0389221,0.0543749,0,0,0.0243441,0.0254512,0.00876245,0.0303852,0.0261082,0.0235234,0.0511652,0.0345247,0.0212383,0.0162444,0.0165758,0.037988,0.020436,0.0183622,0.0239398,0.0177978,0.0887602,0.0268485,0.0206539,0.0391628,0.00987695,0.0276593,0.108927,0.0506967,0,0,0.0239718,0,0.0110594,0.013439,0.0573374,0.0292152,0.0215634,0.0699425,0.0233682,0.0345799,0.0221627,0.0332854,0.0525125,0.0392506,0.0286916,0.0149269,0.0110912,0.0233519,0.0368022,0.0212249,0.00302506,0.00554228,0.0274671,0.0491269,0,0,0,0,0,0,0,0,0,0.0301879,0.00595575,0,0
224,0.0582637,0.0352961,0,0,0,0,0,0,0.0736896,0.0179752,0.0388983,0.0546682,0,0,0.0245686,0.0254917,0.00885633,0.0304711,0.0268315,0.0235455,0.0510288,0.0351364,0.0213802,0.016271,0.0164846,0.0379568,0.0207813,0.018735,0.0242461,0.0178781,0.088843,0.0270682,0.0207024,0.0413504,0.00986799,0.0269187,0.109512,0.0513788,0,0,0.0240649,0,0.0110266,0.013529,0.0575176,0.0280144,0.021862,0.0707292,0.0242073,0.034678,0.0227724,0.0328873,0.0515973,0.0392235,0.0285971,0.016102,0.0113591,0.0241583,0.0399026,0.0212925,0.00328903,0.00565779,0.0276881,0.0499653,0,0,0,0,0,0,0,0,0,0.0302922,0.00614038,0,0
225,0.0590704,0.0356798,0,0,0,0,0,0,0.0735283,0.0179236,0.038799,0.0549665,0,0,0.0249358,0.0256363,0.00896513,0.0305669,0.0275211,0.0235539,0.0508029,0.0356411,0.0214643,0.0164396,0.016338,0.037764,0.0211256,0.0191763,0.0245561,0.0179017,0.0888898,0.0272596,0.0207245,0.0441147,0.00982659,0.0262739,0.110009,0.0520639,0,0,0.0241369,0,0.0109609,0.0136527,0.0576805,0.0266043,0.0221625,0.0718701,0.0251074,0.034805,0.0234846,0.0324769,0.0506306,0.0392648,0.0290306,0.0175562,0.0120739,0.0254173,0.0436921,0.0213286,0.00351905,0.00574607,0.0279272,0.050916,0,0,0,0,0,0,0,0,0,0.0303182,0.00616103,0,0
226,0.0597227,0.0361563,0,0,0,0,0,0,0.0732443,0.0178863,0.0385885,0.0550994,0,0,0.0253907,0.0257986,0.00915897,0.0306457,0.0281925,0.0235349,0.0503423,0.0363573,0.021382,0.0166066,0.016137,0.0373525,0.0213372,0.0194574,0.0247723,0.0178535,0.0887807,0.0276058,0.0207634,0.047059,0.00983134,0.0260993,0.110258,0.0528625,0,0,0.0242505,0,0.0109396,0.0138348,0.0577371,0.025627,0.0225384,0.0734873,0.0261171,0.0350009,0.0242531,0.0315437,0.0497858,0.0394572,0.0302996,0.0193915,0.0134531,0.0273809,0.0476561,0.021467,0.00376589,0.00596097,0.0281918,0.0517489,0,0,0,0,0,0,0,0,0,0.0302458,0.00619863,0,0
