Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,RTHII,IMUR_M,IMUR_B
180,0.0427096,0.0250777,0,0,0,0.0347171,0.0185145,0.0214882,0.0277732,0,0,0.037612,0,0.026769,0.0147856,0.0353497,0.0380573,0.0357485,0.0319927,0.0394195,0.0347225,0.0483643,0.0439792,0.0468523,0.0407257,0.0268954,0.0242777,0.0234348,0.00994351,0.0501599,0.035284,0.0198569,0.00486301,0.0368517,0.0111898,0.0247957,0.0835203,0.0349047,0,0,0.0234101,0,0.0116125,0.00858577,0.0476963,0.0357028,0.0239766,0.0583116,0.0408875,0.0222743,0.0697395,0.0462475,0.0747816,0.0254272,0.0340666,0.0195498,0.0267209,0.0382122,0.0171027,0.00556957,0.00240094,0.0207812,0.040863,0,0,0,0,0,0,0,0,0,0.031331,0,0
181,0.0421491,0.0247137,0,0,0,0.0345481,0.0184751,0.021448,0.0279984,0,0,0.0376352,0,0.0269802,0.0148305,0.0353388,0.038132,0.0362394,0.0318678,0.0396935,0.0349744,0.048647,0.0442,0.0471652,0.0410235,0.0273932,0.0247312,0.0237145,0.00963585,0.0507022,0.0352511,0.0199088,0.00490591,0.0382581,0.0111605,0.025823,0.0837731,0.0343867,0,0,0.0234607,0,0.0115336,0.00868412,0.0474824,0.0387147,0.024353,0.0554768,0.0411493,0.022067,0.0695003,0.0457644,0.0740101,0.024762,0.0341515,0.0196399,0.0256775,0.0395943,0.0169746,0.00587983,0.00250966,0.0208719,0.0404901,0,0,0,0,0,0,0,0,0,0.0309776,0,0
182,0.0414513,0.0243716,0,0,0,0.0341394,0.0184139,0.0213004,0.0282924,0,0,0.0377068,0,0.0272046,0.0149281,0.0352619,0.0378918,0.0365957,0.0316565,0.0397329,0.0353064,0.0490313,0.0445876,0.0475368,0.0413901,0.0279072,0.0252105,0.0239781,0.00933622,0.0508155,0.0352471,0.0199487,0.00486138,0.0405382,0.0111213,0.0261357,0.0839015,0.0337988,0,0,0.0236973,0,0.0114528,0.00850046,0.0471077,0.0409537,0.0249891,0.0530283,0.0414322,0.021974,0.0693206,0.0454212,0.0734998,0.024884,0.0341868,0.0200051,0.0254294,0.0424593,0.0169155,0.00612617,0.00262788,0.0210711,0.0399896,0,0,0,0,0,0,0,0,0,0.0301678,0,0
183,0.0406136,0.0240505,0,0,0,0.0335443,0.0183326,0.0209654,0.0286295,0,0,0.037902,0,0.0274035,0.0149998,0.0352333,0.0372899,0.0368268,0.0313648,0.0395601,0.0356996,0.0495339,0.0450967,0.0479642,0.0418289,0.0284105,0.0257009,0.0242623,0.00903085,0.0506726,0.0352838,0.0200031,0.00488513,0.0426011,0.0110841,0.0258358,0.0838756,0.0331034,0,0,0.0238259,0,0.0113855,0.0084279,0.0465921,0.0428204,0.0256873,0.0521643,0.0416607,0.021881,0.0691474,0.0451617,0.0730624,0.0254245,0.0340894,0.0204315,0.025766,0.0454181,0.0168309,0.00647562,0.00277382,0.0212806,0.039378,0,0,0,0,0,0,0,0,0,0.0288961,0,0
184,0.0396975,0.0238393,0,0,0,0.0328336,0.0182602,0.0206488,0.0289814,0,0,0.0381742,0,0.0275599,0.0150502,0.0353492,0.0363556,0.0370271,0.0309681,0.0391505,0.036078,0.0501112,0.0456367,0.0484194,0.042361,0.0288378,0.0261448,0.0245028,0.00876213,0.0504117,0.035341,0.0200657,0.00495396,0.0430375,0.0110613,0.0249822,0.0836948,0.0323747,0,0,0.0236445,0,0.0113722,0.00848452,0.0461109,0.0445941,0.0263414,0.0525629,0.0417699,0.021835,0.0690208,0.0450621,0.0726683,0.0261197,0.0339913,0.0208379,0.0264034,0.0466602,0.0167868,0.00679178,0.00287624,0.0215639,0.0386804,0,0,0,0,0,0,0,0,0,0.0276394,0,0
185,0.0387578,0.0237447,0,0,0,0.032072,0.0181555,0.0204498,0.0293407,0,0,0.0385416,0,0.0277362,0.0151052,0.0355835,0.035177,0.0372122,0.0303264,0.0384934,0.0364389,0.050698,0.0461108,0.0488281,0.0429466,0.029174,0.0265087,0.0246582,0.00858176,0.0498799,0.0354593,0.0201342,0.0049625,0.0416364,0.0110132,0.0238673,0.0833986,0.0316561,0,0,0.0234031,0,0.0113464,0.00859608,0.0458842,0.0458566,0.0269003,0.0528982,0.0416885,0.0217937,0.0687512,0.0450471,0.0721991,0.0266531,0.0338767,0.021149,0.026848,0.0453612,0.0166691,0.00707786,0.00292401,0.0218861,0.0380428,0,0,0,0,0,0,0,0,0,0.0265327,0,0
186,0.0378551,0.0237292,0,0,0,0.0313917,0.0179896,0.0203437,0.0297447,0,0,0.0389576,0,0.0279605,0.0151809,0.0358858,0.033803,0.037447,0.0294606,0.0379207,0.0366412,0.0512697,0.0465119,0.0492799,0.0436971,0.0293035,0.026747,0.0247859,0.00849989,0.0490895,0.0356056,0.0201909,0.00500176,0.0395407,0.0109451,0.0223015,0.0833171,0.0309693,0,0,0.0231064,0,0.0112881,0.00852757,0.0460013,0.0458277,0.0272725,0.0525053,0.0414033,0.02181,0.0682084,0.0448164,0.0715131,0.0264947,0.033543,0.0208062,0.0265277,0.0428271,0.0165274,0.00728749,0.00299826,0.0222745,0.0374941,0,0,0,0,0,0,0,0,0,0.0254685,0,0
187,0.0371107,0.0237151,0,0,0,0.0308283,0.0178174,0.0203868,0.0301777,0,0,0.0393618,0,0.0281917,0.0153882,0.036143,0.0322258,0.0377131,0.0284898,0.0377395,0.0367255,0.0517686,0.0468458,0.0498206,0.0445754,0.0292198,0.0268678,0.0249073,0.00854272,0.0478473,0.0357084,0.0202557,0.00505943,0.0387684,0.0108531,0.0208728,0.0835176,0.0303106,0,0,0.0227138,0,0.0111698,0.00832715,0.0461969,0.0442363,0.0273842,0.051534,0.0412579,0.0218441,0.067153,0.0439804,0.0703053,0.0253582,0.0326269,0.0196248,0.0251574,0.0418629,0.016316,0.00746746,0.0031112,0.0226875,0.0370315,0,0,0,0,0,0,0,0,0,0.0242091,0,0
188,0.0364735,0.0236005,0,0,0,0.0304344,0.0176465,0.0206706,0.030666,0,0,0.0396277,0,0.0284162,0.0157216,0.0362967,0.03039,0.0379339,0.0274351,0.0381188,0.0367032,0.0521745,0.0470967,0.0504214,0.0455521,0.0289779,0.0269683,0.0250053,0.00870174,0.046072,0.0356703,0.020301,0.00514291,0.0395346,0.0108616,0.019895,0.0840547,0.0296592,0,0,0.0224226,0,0.0111524,0.00834319,0.0464665,0.0416152,0.027122,0.0507011,0.0408514,0.0218056,0.0656336,0.0425933,0.0687397,0.0238483,0.0310316,0.0181193,0.0233262,0.0434166,0.016069,0.00752929,0.00326369,0.0229879,0.0365955,0,0,0,0,0,0,0,0,0,0.0229261,0,0
189,0.0361002,0.0235332,0,0,0,0.0300172,0.0174851,0.0212947,0.0311044,0,0,0.0397484,0,0.0286404,0.0157738,0.0362795,0.0284414,0.0379879,0.026232,0.0387014,0.036645,0.0523849,0.0472743,0.0509642,0.0464243,0.0285844,0.0270949,0.0250433,0.00899445,0.0435637,0.0355713,0.0203462,0.00519117,0.0406482,0.0108914,0.0192384,0.0846005,0.029218,0,0,0.0221998,0,0.011134,0.00835185,0.0467422,0.0388531,0.0266974,0.0503894,0.0402411,0.0217718,0.0639804,0.0413256,0.067117,0.0226091,0.0292693,0.0167944,0.0217598,0.0449908,0.0157173,0.00769475,0.00337094,0.0232025,0.036278,0,0,0,0,0,0,0,0,0,0.0219722,0,0
190,0.0360808,0.0238711,0,0,0,0.030074,0.017388,0.0221001,0.0315149,0,0,0.039963,0,0.0288353,0.0156232,0.0363226,0.0265589,0.0379366,0.0248785,0.0389685,0.0365931,0.0523345,0.0473334,0.0512823,0.047035,0.0280671,0.0271684,0.0249422,0.00946039,0.0401369,0.0355673,0.020415,0.00519111,0.0407087,0.0108509,0.0185756,0.0848274,0.0291123,0,0,0.0219413,0,0.0110492,0.00827432,0.0470993,0.036539,0.0266477,0.0505945,0.0401446,0.0218628,0.0626076,0.0404161,0.065793,0.0218075,0.0277608,0.0158678,0.0207163,0.045016,0.0154453,0.00793507,0.00343182,0.0235527,0.0361964,0,0,0,0,0,0,0,0,0,0.0214906,0,0
191,0.0360933,0.0243195,0,0,0,0.0303821,0.0173525,0.0231034,0.0317436,0,0,0.0400932,0,0.0289906,0.0153579,0.0363448,0.0247622,0.0377215,0.0235868,0.0392052,0.0364164,0.0521313,0.0473107,0.0514681,0.0474546,0.0274904,0.0272124,0.0247498,0.0100572,0.0361121,0.0354316,0.0204672,0.00519761,0.0400108,0.0107716,0.0178976,0.0847291,0.0290327,0,0,0.0217125,0,0.0110033,0.00809216,0.0474578,0.0349597,0.0266143,0.0511614,0.0405361,0.0217883,0.0617872,0.0398175,0.0650864,0.0214629,0.0265837,0.0151919,0.0201294,0.0440958,0.0151329,0.0081311,0.00347218,0.0237999,0.0361141,0,0,0,0,0,0,0,0,0,0.0213639,0,0
192,0.0359236,0.0244423,0,0,0,0.030311,0.0173544,0.0241952,0.0318308,0,0,0.0400549,0,0.0291465,0.0150612,0.036297,0.0230581,0.0373271,0.022515,0.0396849,0.036046,0.0518986,0.0472649,0.0516092,0.0478439,0.0268545,0.0272091,0.0244597,0.0107154,0.0318453,0.0350751,0.0205265,0.00515947,0.0386846,0.010729,0.0176001,0.0845628,0.0288096,0,0,0.0217198,0,0.0109631,0.0081439,0.0477378,0.0342819,0.0264281,0.0520609,0.0406301,0.0214323,0.0616022,0.039573,0.0650199,0.0215935,0.025825,0.0150153,0.0200509,0.0422483,0.0148066,0.00828994,0.00357448,0.0237786,0.0358755,0,0,0,0,0,0,0,0,0,0.0214137,0,0
193,0.0356849,0.0242086,0,0,0,0.0299422,0.0173978,0.0249691,0.0319081,0,0,0.0396374,0,0.0292022,0.0148123,0.0362497,0.0211769,0.0368031,0.0215841,0.0404563,0.0354451,0.0517538,0.0472404,0.0517571,0.048286,0.0262581,0.0271962,0.0241207,0.01141,0.0272098,0.0344555,0.0205534,0.00505611,0.0373025,0.01073,0.0180002,0.0845184,0.0284986,0,0,0.0219699,0,0.0108928,0.0083194,0.0480234,0.0343692,0.0261559,0.0530991,0.0399327,0.0208549,0.0618423,0.0398075,0.0653154,0.022296,0.0255181,0.0152742,0.0205709,0.0395722,0.0144089,0.00845773,0.00377319,0.0235365,0.0354654,0,0,0,0,0,0,0,0,0,0.0214302,0,0
194,0.0354417,0.0238256,0,0,0,0.029194,0.0174974,0.0251149,0.0318846,0,0,0.0388291,0,0.0291518,0.0146912,0.036311,0.0189964,0.0362231,0.020716,0.0412084,0.0347952,0.0516662,0.0472569,0.0519572,0.0488066,0.0258113,0.0272583,0.0238986,0.0119757,0.0225406,0.0336641,0.0205345,0.00486306,0.0361431,0.0107126,0.018879,0.0843549,0.0281955,0,0,0.0222401,0,0.0107983,0.00863927,0.0482918,0.0350003,0.0259283,0.0540303,0.0384739,0.0202198,0.0622463,0.0403419,0.0658102,0.0234852,0.0255491,0.0159069,0.0216013,0.0370913,0.0138915,0.0088654,0.00386359,0.0231721,0.0350443,0,0,0,0,0,0,0,0,0,0.0214031,0,0
195,0.0351808,0.0234263,0,0,0,0.0272823,0.0175727,0.0244096,0.0316788,0,0,0.0380008,0,0.0291031,0.0146135,0.0364833,0.0171282,0.0356077,0.0199782,0.0417503,0.0341985,0.0517066,0.0473362,0.0522255,0.0493904,0.0255298,0.0273698,0.0238273,0.0123617,0.0194253,0.032909,0.0204855,0.00460157,0.0352147,0.0106733,0.0200032,0.08389,0.0279125,0,0,0.0225725,0,0.0106734,0.00903448,0.0484292,0.0359455,0.0259386,0.0547524,0.0366989,0.019666,0.0627874,0.0407219,0.0664791,0.0248778,0.0257103,0.0166939,0.0229709,0.0349602,0.0133874,0.00927308,0.00393109,0.0227024,0.0346621,0,0,0,0,0,0,0,0,0,0.021448,0,0
196,0.0350493,0.023145,0,0,0,0.0245356,0.0175974,0.0231206,0.0312472,0,0,0.0372912,0,0.0291081,0.0144688,0.0367119,0.0169098,0.0350278,0.0195365,0.0419137,0.0337745,0.0518173,0.0474772,0.0525213,0.0500507,0.0253433,0.0273352,0.023772,0.0126367,0.0199386,0.032336,0.0204547,0.00450468,0.0343154,0.0106752,0.021179,0.0830243,0.0277225,0,0,0.0229169,0,0.0105897,0.00932649,0.048384,0.0369169,0.026212,0.0552347,0.0361584,0.0192754,0.0633166,0.0407216,0.0672633,0.0261173,0.0258138,0.0173308,0.024303,0.0329446,0.01311,0.00960199,0.00400609,0.0221075,0.0344448,0,0,0,0,0,0,0,0,0,0.0215394,0,0
197,0.0349654,0.022926,0,0,0,0.0226751,0.0176137,0.0218097,0.0307423,0,0,0.0367212,0,0.0291385,0.0142456,0.0368783,0.0174503,0.03446,0.0194242,0.0419187,0.0335408,0.0518623,0.0475949,0.0527654,0.0507796,0.0251755,0.0271088,0.023641,0.0128902,0.0225438,0.0319366,0.0204394,0.00447673,0.0332123,0.0106912,0.0221114,0.0820682,0.0275766,0,0,0.0232603,0,0.0105833,0.00944348,0.0483452,0.0378218,0.0267936,0.0556762,0.0356578,0.0190189,0.0635922,0.0404449,0.0678715,0.0271143,0.0258012,0.0179869,0.0254282,0.0308601,0.0129701,0.00970814,0.00406587,0.0215561,0.0343417,0,0,0,0,0,0,0,0,0,0.0215861,0,0
198,0.0349021,0.0227351,0,0,0,0.0227027,0.0176526,0.0208993,0.0302932,0,0,0.0363469,0,0.0291099,0.0140789,0.0369502,0.0179293,0.0339043,0.0189583,0.0418949,0.0334364,0.0518606,0.0476652,0.0529336,0.0515857,0.0249368,0.0267351,0.0234152,0.0132194,0.0243476,0.0317494,0.020401,0.00448754,0.0321091,0.0106895,0.0228079,0.0812876,0.0274921,0,0,0.0236541,0,0.0106011,0.00950103,0.0484544,0.0387409,0.0275384,0.0562328,0.0351273,0.0188545,0.0634494,0.0401143,0.0680161,0.0279266,0.0256447,0.0186925,0.0263484,0.0289597,0.0128096,0.00974235,0.00408501,0.021111,0.0343611,0,0,0,0,0,0,0,0,0,0.0215484,0,0
199,0.0348063,0.0225431,0,0,0,0.0240308,0.0177138,0.0207843,0.0301205,0,0,0.0361198,0,0.0290453,0.0139673,0.0369371,0.0188241,0.0333821,0.0182046,0.0421157,0.033471,0.0517509,0.0474355,0.053032,0.052412,0.0245684,0.0262355,0.0230881,0.0136196,0.0256312,0.0317316,0.0203499,0.00440277,0.031139,0.0107345,0.023058,0.081115,0.0273801,0,0,0.0240024,0,0.0106229,0.00954009,0.048656,0.0391572,0.0282267,0.0569018,0.0345985,0.0187872,0.0630283,0.0397736,0.0677935,0.0284271,0.0253061,0.0189745,0.0268714,0.0275328,0.0127462,0.00987346,0.00405457,0.0207561,0.0344008,0,0,0,0,0,0,0,0,0,0.02132,0,0
200,0.0346891,0.0223514,0,0,0,0.0255318,0.0177912,0.0216943,0.0301881,0,0,0.0359831,0,0.0290218,0.0138365,0.0369126,0.0199569,0.0327469,0.0174176,0.042477,0.0335907,0.0513917,0.04667,0.0530063,0.0530688,0.02393,0.0256549,0.0227014,0.0142217,0.0271713,0.031809,0.0203179,0.00430549,0.0301153,0.0107992,0.0228623,0.0814388,0.0272602,0,0,0.0243579,0,0.0106893,0.00944307,0.0488827,0.039166,0.0287317,0.0577558,0.0342706,0.0188311,0.0625653,0.0395762,0.0674472,0.0286601,0.0249173,0.0187994,0.0270883,0.0261188,0.0128285,0.00986771,0.00398205,0.0205312,0.0344622,0,0,0,0,0,0,0,0,0,0.0210709,0,0
201,0.0346573,0.022206,0,0,0,0.026874,0.0178727,0.0230638,0.0304772,0,0,0.0359402,0,0.0289793,0.0137473,0.0369095,0.0207972,0.0319624,0.0168051,0.0428823,0.0337679,0.0507306,0.0457295,0.0526019,0.0534459,0.0231497,0.0252289,0.0224711,0.014929,0.0285564,0.0319779,0.0202849,0.004127,0.0293356,0.0107994,0.0228767,0.0821078,0.0272426,0,0,0.024571,0,0.0107156,0.00926226,0.0490704,0.0393286,0.0291052,0.0587263,0.0341213,0.0189311,0.062218,0.039513,0.06713,0.0289438,0.0245105,0.018838,0.0273292,0.0248352,0.0129162,0.00995495,0.00393851,0.020425,0.0345374,0,0,0,0,0,0,0,0,0,0.0209596,0,0
202,0.0347061,0.0221056,0,0,0,0.027675,0.017921,0.0241704,0.0309226,0,0,0.0359997,0,0.0289378,0.0137142,0.0368887,0.0214247,0.0310203,0.0163771,0.0432839,0.0339511,0.0498156,0.0448691,0.0517858,0.0534896,0.0224808,0.0250214,0.022434,0.0155298,0.0288696,0.0321851,0.0202438,0.00390861,0.0287549,0.0107894,0.0231895,0.0829738,0.0272987,0,0,0.0246116,0,0.0107349,0.00919836,0.0491504,0.0396251,0.0293318,0.0597203,0.0339783,0.0190298,0.0620563,0.0395111,0.0670715,0.0293373,0.0240675,0.0191722,0.0277245,0.0237887,0.0130593,0.00998808,0.00392725,0.0204025,0.0346176,0,0,0,0,0,0,0,0,0,0.0210903,0,0
203,0.0348008,0.0220598,0,0,0,0.0278773,0.0179461,0.0248212,0.0314717,0,0,0.0361011,0,0.0289113,0.013781,0.0368488,0.0220163,0.0299689,0.0163741,0.0436592,0.0341109,0.0487319,0.0441905,0.0507835,0.0531956,0.0219793,0.0248253,0.0224378,0.0158947,0.0284242,0.0323836,0.0202076,0.00380819,0.0281879,0.0108266,0.0236007,0.0839388,0.0274214,0,0,0.0246926,0,0.0107785,0.00911267,0.0490879,0.039972,0.0294089,0.0606081,0.0337423,0.0191348,0.0621053,0.0395397,0.0673511,0.029768,0.023646,0.0193072,0.0281301,0.0228066,0.0132798,0.00990219,0.00392514,0.0204264,0.0346679,0,0,0,0,0,0,0,0,0,0.0214382,0,0
204,0.0349514,0.0220105,0,0,0,0.0279157,0.0179739,0.025182,0.0321793,0,0,0.0361419,0,0.0288502,0.0138518,0.0368562,0.022673,0.0288294,0.0166189,0.0440534,0.0342074,0.0476196,0.0434989,0.0497748,0.0526365,0.0215948,0.0243668,0.0223729,0.0160353,0.0278965,0.0325309,0.0201817,0.00377084,0.0276636,0.0109082,0.0240333,0.0850211,0.0275694,0,0,0.0248237,0,0.0108767,0.00908552,0.0489885,0.0405102,0.029363,0.0614878,0.0334339,0.0191879,0.0623822,0.0395375,0.0677696,0.0303403,0.0232279,0.0195745,0.0286843,0.0220154,0.0135525,0.00983647,0.00383552,0.0204971,0.0347169,0,0,0,0,0,0,0,0,0,0.0219183,0,0
205,0.0351358,0.0219225,0,0,0,0.0281184,0.0180242,0.0253898,0.0331193,0,0,0.0361285,0,0.0287578,0.0138355,0.0369516,0.0235526,0.02766,0.0168151,0.044435,0.0342701,0.0465738,0.0427699,0.0488106,0.0519999,0.0212478,0.0237031,0.0222412,0.0160499,0.0277358,0.0326525,0.0201447,0.00375754,0.0272196,0.0109543,0.0244348,0.0862681,0.0277504,0,0,0.0249133,0,0.0109339,0.00913228,0.0489752,0.0412327,0.0292543,0.06244,0.0328855,0.0191745,0.0626973,0.0395087,0.0682568,0.0310481,0.0228272,0.0200265,0.0293751,0.0214436,0.0137741,0.00994431,0.0038328,0.0206542,0.0347856,0,0,0,0,0,0,0,0,0,0.0223735,0,0
206,0.0353479,0.0218029,0,0,0,0.0280272,0.0180957,0.0254177,0.0342534,0,0,0.0361263,0,0.0286552,0.0137541,0.0370936,0.0245145,0.0265406,0.0168626,0.0447503,0.0343171,0.0456391,0.0420555,0.0478912,0.0513928,0.0209585,0.0229701,0.0220541,0.0159448,0.0277984,0.0327803,0.0200946,0.00369048,0.0268725,0.0109874,0.0247569,0.0875402,0.0279846,0,0,0.0251088,0,0.0109413,0.00920423,0.0490731,0.0420906,0.0291669,0.0634491,0.0325578,0.0191286,0.0629018,0.0394828,0.0686989,0.0317245,0.0224812,0.0204153,0.0300983,0.0211115,0.0139534,0.0100407,0.00388286,0.0209162,0.0348506,0,0,0,0,0,0,0,0,0,0.0227211,0,0
207,0.035601,0.0217084,0,0,0,0.0279126,0.018179,0.0252552,0.0355641,0,0,0.0361353,0,0.0285394,0.0135594,0.037182,0.0252658,0.0254751,0.0167038,0.0449801,0.0343749,0.0448093,0.04142,0.0470397,0.0508919,0.0207951,0.0222316,0.0218533,0.0157311,0.0280701,0.0329011,0.0200462,0.00366968,0.0266471,0.011077,0.0253075,0.0887323,0.0282289,0,0,0.0253748,0,0.0109819,0.00940123,0.0492155,0.0432036,0.0291315,0.0644685,0.0320732,0.0191008,0.0631313,0.0394622,0.0690407,0.0322249,0.0221647,0.0207586,0.0307228,0.0208644,0.0140572,0.010143,0.00393378,0.0212472,0.0349587,0,0,0,0,0,0,0,0,0,0.0229646,0,0
208,0.0359487,0.0217297,0,0,0,0.0277896,0.0182328,0.0248016,0.0369804,0,0,0.0361654,0,0.0284309,0.0133736,0.0372303,0.025622,0.0245096,0.016375,0.0450529,0.0344294,0.0441702,0.040888,0.0462595,0.0505201,0.0207412,0.0215328,0.0216806,0.0154104,0.0284205,0.0330166,0.0200053,0.00364188,0.026421,0.0111745,0.0259741,0.0897992,0.0285187,0,0,0.0255899,0,0.011041,0.00937552,0.0493177,0.0441924,0.0291593,0.0653448,0.0318605,0.0191106,0.0632455,0.0394315,0.0693177,0.0326379,0.021887,0.020948,0.0313111,0.0208218,0.0141365,0.0102987,0.00401861,0.0215747,0.0351491,0,0,0,0,0,0,0,0,0,0.0231905,0,0
209,0.0363679,0.0218871,0,0,0,0.0276112,0.0182501,0.0242365,0.0384592,0,0,0.0362486,0,0.0283918,0.0133251,0.0373658,0.0256411,0.0236392,0.0160545,0.0449668,0.0344957,0.0437511,0.0404814,0.0455761,0.0502603,0.0206977,0.0208568,0.021549,0.0150044,0.028859,0.0331345,0.019968,0.0036047,0.0262113,0.0112261,0.0263602,0.0907133,0.0288665,0,0,0.0256632,0,0.0110458,0.00945517,0.0493801,0.0449898,0.0292174,0.0658648,0.0320711,0.0191189,0.0634498,0.0393873,0.069683,0.0330074,0.0216458,0.0209825,0.0317626,0.0210132,0.0141632,0.010386,0.00412207,0.021812,0.035504,0,0,0,0,0,0,0,0,0,0.0234478,0,0
210,0.0368402,0.02219,0,0,0,0.0273169,0.018263,0.0237761,0.03993,0,0,0.0363668,0,0.0283947,0.0134333,0.0376545,0.0255454,0.022821,0.0159123,0.0448026,0.0345875,0.0434932,0.0401618,0.0450024,0.0500987,0.0205823,0.0201922,0.0215879,0.0145872,0.0292603,0.0332396,0.0199519,0.00366733,0.0261238,0.0112679,0.0265502,0.0914581,0.029286,0,0,0.0257068,0,0.0110889,0.00965854,0.0494162,0.0458047,0.0293626,0.0664924,0.0319582,0.0192111,0.0637839,0.0393163,0.0700158,0.0333983,0.0213941,0.0211511,0.032128,0.0212755,0.0142436,0.0102933,0.00402191,0.0219307,0.0359637,0,0,0,0,0,0,0,0,0,0.0236904,0,0
211,0.0372298,0.0225345,0,0,0,0.0268347,0.0182808,0.0233091,0.0412754,0,0,0.0365117,0,0.0283803,0.0135694,0.0380158,0.0256736,0.022006,0.0158284,0.0446005,0.0347526,0.0431608,0.0399507,0.0444531,0.0502241,0.0203885,0.0195297,0.0218495,0.0142513,0.0295105,0.0332809,0.0199528,0.00373352,0.026113,0.0112655,0.0269854,0.0920456,0.0297799,0,0,0.0255164,0,0.0110576,0.00992246,0.0493629,0.0467952,0.0295384,0.0671898,0.0315971,0.0193993,0.0639946,0.0392033,0.0702327,0.0338641,0.0210025,0.0214348,0.0325658,0.0216123,0.0142336,0.0103463,0.00393806,0.0219123,0.0364312,0,0,0,0,0,0,0,0,0,0.0240067,0,0
212,0.0375246,0.0228748,0,0,0,0.0265075,0.0182856,0.022701,0.0423365,0,0,0.0366362,0,0.0283895,0.0136531,0.0384039,0.0259848,0.021245,0.0157718,0.0443774,0.0349671,0.0428219,0.0397303,0.0438564,0.0504601,0.0202777,0.0189484,0.0214685,0.0139936,0.029766,0.0332995,0.019981,0.00373323,0.0261936,0.0112339,0.0276779,0.0924852,0.0303957,0,0,0.0253867,0,0.0110626,0.00960303,0.0493627,0.0478318,0.0297168,0.0679252,0.0312015,0.019707,0.0640723,0.0390845,0.0703824,0.0344031,0.0204257,0.0218991,0.033271,0.0222393,0.0143943,0.0103925,0.00388471,0.0218844,0.0369815,0,0,0,0,0,0,0,0,0,0.0243928,0,0
213,0.038072,0.0231406,0,0,0,0.0263453,0.0182356,0.0225092,0.0429944,0,0,0.0367228,0,0.0283861,0.0137439,0.0388268,0.0266109,0.0205457,0.0158407,0.0441099,0.0352674,0.0424285,0.0392629,0.0432777,0.0505997,0.0200338,0.0183842,0.0211028,0.013865,0.0301229,0.0334041,0.020011,0.00371104,0.0262791,0.0111974,0.02801,0.092788,0.0310812,0,0,0.0254458,0,0.0111564,0.00903021,0.0497694,0.0482881,0.0298938,0.0686125,0.0309991,0.0199547,0.064282,0.0392158,0.0707047,0.0346242,0.0200153,0.0218843,0.033546,0.022589,0.0147966,0.0102751,0.00384393,0.0219089,0.0376176,0,0,0,0,0,0,0,0,0,0.0249038,0,0
214,0.0388164,0.0233587,0,0,0,0.0264354,0.0181731,0.0229452,0.0432165,0,0,0.0367784,0,0.0284403,0.013891,0.0392701,0.0277805,0.0199402,0.0160685,0.0437106,0.035549,0.0419409,0.0387879,0.0429025,0.0507381,0.0196333,0.0178334,0.0208803,0.0139619,0.0303261,0.0335951,0.0200583,0.00363524,0.0263445,0.0111938,0.0281268,0.0928832,0.0318213,0,0,0.0254245,0,0.0112851,0.00882241,0.0504186,0.0483996,0.030101,0.0692554,0.0308164,0.0203087,0.0645179,0.0394785,0.0710232,0.0346774,0.0196772,0.0218194,0.0334454,0.0228529,0.0151704,0.0100594,0.00386188,0.0220382,0.0382158,0,0,0,0,0,0,0,0,0,0.0254898,0,0
215,0.0394818,0.0235381,0,0,0,0.0268183,0.0181404,0.023383,0.0433675,0,0,0.0369027,0,0.0285193,0.0139306,0.0395529,0.0288472,0.0193498,0.0164833,0.0433326,0.0357871,0.0416665,0.0384078,0.042636,0.0508595,0.0191468,0.0177643,0.0205379,0.0143734,0.0306368,0.0337766,0.0201006,0.00374885,0.0265087,0.0112291,0.0281857,0.0929565,0.0324692,0,0,0.0252828,0,0.0113739,0.00891016,0.0501998,0.0484669,0.0303327,0.0699436,0.0300287,0.0206441,0.0647159,0.0395554,0.0713054,0.0347756,0.0193443,0.0219024,0.0333499,0.0232628,0.015419,0.00977854,0.00370926,0.0221703,0.0386767,0,0,0,0,0,0,0,0,0,0.0259956,0,0
216,0.0401613,0.0237853,0,0,0,0.0274133,0.0181282,0.0239591,0.0433499,0,0,0.0369704,0,0.0285422,0.0138095,0.0399683,0.0297126,0.018813,0.0170418,0.0430074,0.0359565,0.0416426,0.0381559,0.0423871,0.051141,0.01862,0.0184888,0.0198522,0.0150494,0.0311126,0.0339035,0.0200841,0.00391254,0.026722,0.0112492,0.0284823,0.0930334,0.033126,0,0,0.0250909,0,0.0113613,0.00827418,0.0509903,0.0489786,0.0304722,0.0708049,0.028953,0.0209752,0.0649722,0.0398687,0.0716523,0.0350112,0.0189381,0.0220222,0.033615,0.0241047,0.0156004,0.00974987,0.00376893,0.02223,0.0390967,0,0,0,0,0,0,0,0,0,0.0266607,0,0
