Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUL_M,RTHIA,RASI,,x74
38,0.0466568,0,0,0,0,0.0476982,0,0,0,0,0,0.0386076,0,0.0335588,0.0309588,0,0,0.0155535,0,0,0.0478607,0.0509054,0.0337363,0.0235968,0.0231607,0.0283761,0.0390587,0.0363958,0.0322211,0.0446301,0.0436418,0.0389586,0.042203,0.0258952,0.0319736,0.021571,0.0574912,0.0167689,0.0172084,0.0329086,0,0.028534,0.0405037,0,0,0.0109245,0,0,0.0261957,0.0407064,0.0448438,0.0348401,0.0206697,0.0246376,0.0510391,0.045256,0,0.0372004,0.0549426,0.0349198,0.0420417,0.063695,0.010512,0.0496376,0.0223005,0.0184757,0.0606724,0.0612332,0,0,0,0,0,0,0,0
39,0.0457251,0,0,0,0,0.0477473,0,0,0,0,0,0.0386009,0,0.0335922,0.030972,0,0,0.0157921,0,0,0.0478256,0.0507903,0.0337935,0.0233937,0.0227264,0.028728,0.0386312,0.0363962,0.0323122,0.0446959,0.0435798,0.0387862,0.0421369,0.0258415,0.0319282,0.0215447,0.0569617,0.0166847,0.0167993,0.0327068,0,0.0284433,0.0416017,0,0,0.010978,0,0,0.0225089,0.04073,0.044888,0.0346021,0.0206837,0.0249677,0.0485421,0.0451381,0,0.0372028,0.0550041,0.0350322,0.0421074,0.0636977,0.0105243,0.0510468,0,0.0234065,0.0602634,0.0608832,0,0,0,0,0,0,0,0
40,0.0465058,0,0,0,0,0.0477071,0,0,0,0,0,0.0386844,0,0.0335095,0.0313157,0,0,0.0157324,0,0,0.0477867,0.0506857,0.0335881,0.0236007,0.0226932,0.0282852,0.0389875,0.0363859,0.032201,0.0447152,0.0436829,0.0390324,0.0422676,0.0260203,0.0319991,0.0214508,0.057536,0.0167135,0.0170061,0.0327841,0,0.0286414,0.0406526,0,0,0.0102787,0,0,0.024523,0.0407383,0.0449932,0.0350453,0.0206364,0.0246297,0.0515566,0.0451233,0,0.0372306,0.0548899,0.0349452,0.0419701,0.0636906,0.0105438,0.0490895,0.0202663,0.0199614,0.0600201,0.0613328,0,0,0,0,0,0,0,0
41,0.0465243,0,0,0,0,0.0476611,0,0,0,0,0,0.0387669,0,0.0335715,0.0311958,0,0,0.0157638,0,0,0.0477226,0.0506435,0.0336943,0.0237757,0.0227717,0.0282404,0.0387974,0.0363565,0.0322502,0.0448131,0.0436295,0.0392058,0.0422902,0.0260062,0.0319453,0.0213961,0.0574862,0.0167118,0.0171561,0.0327669,0,0.0286646,0.0406723,0,0,0.0103199,0,0,0.0246036,0.0407453,0.045015,0.035067,0.0206425,0.0245744,0.0516325,0.0450524,0,0.0372576,0.0548819,0.0349531,0.0419722,0.0637687,0.0105707,0.0490916,0.0203233,0.0198632,0.0599287,0.0613546,0,0,0,0,0,0,0,0
42,0.0465435,0,0,0,0,0.0475959,0,0,0,0,0,0.0387458,0,0.0336856,0.0311435,0,0,0.0158593,0,0,0.0476714,0.0506503,0.0338619,0.0239236,0.0229645,0.0282375,0.0387391,0.0362243,0.0322852,0.0448936,0.0436078,0.0390069,0.0423656,0.0259991,0.0319797,0.0214489,0.057362,0.0167488,0.017139,0.0327083,0,0.028612,0.0407368,0,0,0.0102453,0,0,0.0245717,0.0408226,0.0450136,0.0349774,0.0207091,0.0246081,0.0517444,0.0449202,0,0.0373365,0.0549812,0.0350561,0.0420281,0.0637604,0.0105965,0.0490051,0.0200746,0.0197389,0.0601246,0.0614437,0,0,0,0,0,0,0,0
43,0.0464452,0,0,0,0,0.047248,0,0,0,0,0,0.0386914,0,0.0337473,0.0308651,0,0,0.0160617,0,0,0.0476563,0.0505594,0.0337419,0.024077,0.0230273,0.0283257,0.0375521,0.0364096,0.0323811,0.0447399,0.0435158,0.0389815,0.0424131,0.02606,0.0320943,0.0213994,0.0562503,0.016482,0.0167637,0.0326586,0,0.028512,0.0416881,0,0,0.00899219,0,0,0.0190664,0.0407629,0.0449158,0.0350071,0.0207222,0.0248175,0.0460235,0.0451316,0,0.0374857,0.0550627,0.0351789,0.0420977,0.0637071,0.0106922,0.0521482,0,0.0211973,0.0599337,0.0611477,0,0,0,0,0,0,0,0
44,0.0464328,0,0,0,0,0.0472109,0,0,0,0,0,0.0386598,0,0.0338121,0.0309939,0,0,0.0161887,0,0,0.0475407,0.0504179,0.0337507,0.0239205,0.0228594,0.0283661,0.0375171,0.0365633,0.0323153,0.0447737,0.0436123,0.0391176,0.0424697,0.0260773,0.0321567,0.0214713,0.0561967,0.0163873,0.0167309,0.0327815,0,0.0285126,0.0416772,0,0,0.0090458,0,0,0.0191159,0.0407562,0.0449707,0.0350049,0.0206917,0.0248032,0.046018,0.045169,0,0.0374862,0.0550949,0.0353598,0.0421506,0.063712,0.0106903,0.0521753,0,0.0212488,0.0598507,0.0611589,0,0,0,0,0,0,0,0
45,0.046466,0,0,0,0,0.047263,0,0,0,0,0,0.0389641,0,0.033228,0.0298085,0,0,0.0159976,0,0,0.0477353,0.0523348,0.0329306,0.0249122,0.0242199,0.0288889,0.0378409,0,0.0324618,0.0444317,0.0447359,0.0398358,0.0428293,0.0265708,0.0327303,0.0210485,0.0560173,0.0160088,0.016541,0.0326226,0,0.0282429,0.041345,0,0,0.00919072,0,0,0.0194292,0.0388411,0.0452599,0.0359366,0.0199993,0.0233941,0.0455796,0.0457126,0,0.0368601,0.0547522,0.0350381,0.0419645,0.0635925,0.0110318,0.0523605,0,0.0215087,0.0599856,0.06091,0,0,0,0,0,0,0,0
46,0.0463723,0,0,0,0,0.0472132,0,0,0,0,0,0.0385268,0,0.0338818,0.0310881,0,0,0.0163388,0,0,0.0475711,0.0503472,0.0340562,0.0237691,0.0227995,0.0284109,0.0375286,0.0363206,0.0323644,0.0448343,0.0435894,0.0392771,0.0424646,0.0262194,0.0321305,0.0217159,0.0560911,0.0159751,0.0167086,0.032833,0,0.0286297,0.0416884,0,0,0.00908706,0,0,0.0192714,0.040761,0.0451279,0.0349638,0.0207071,0.0245881,0.0459881,0.0452175,0,0.0374552,0.0549931,0.0354825,0.0421343,0.0637795,0.0106121,0.0523575,0,0.0213828,0.0598744,0.0611503,0,0,0,0,0,0,0,0
47,0.0463493,0,0,0,0,0.0472347,0,0,0,0,0,0.0384673,0,0.0339345,0.0307189,0,0,0.0165266,0,0,0.0475131,0.050325,0.0341345,0.0241428,0.0228843,0.0283445,0.0376184,0.0361899,0.0324481,0.0448524,0.0434651,0.0393192,0.0425143,0.0262732,0.0321391,0.0218325,0.0561421,0.0160786,0.0167455,0.0327317,0,0.0287096,0.0416642,0,0,0.0091379,0,0,0.0193214,0.0408016,0.0452878,0.0349135,0.0207416,0.0243658,0.0459607,0.0452675,0,0.0374379,0.0550014,0.0355232,0.0421191,0.0637427,0.0106308,0.0524071,0,0.0214574,0.0599712,0.0610171,0,0,0,0,0,0,0,0
48,0.0462849,0,0,0,0,0.0472639,0,0,0,0,0,0.0384816,0,0.0338787,0.0306059,0,0,0.0166939,0,0,0.0474982,0.0503194,0.0340841,0.0240725,0.0227506,0.0283459,0.0376807,0.0361622,0.0324914,0.0448795,0.0434811,0.0392221,0.0425321,0.0263405,0.0322231,0.0218187,0.0563765,0.0162794,0.0163783,0.0327704,0,0.0287307,0.0416589,0,0,0.00925567,0,0,0.0193806,0.0408297,0.0453628,0.0348587,0.020731,0.0242671,0.0459731,0.0453093,0,0.0373757,0.0550562,0.0355405,0.0421916,0.063763,0.0105931,0.0524455,0,0.0215465,0.0600279,0.0609719,0,0,0,0,0,0,0,0
49,0.0462308,0,0,0,0,0.047257,0,0,0,0,0,0.0386558,0,0.0337544,0.0307429,0,0,0.016862,0,0,0.0473867,0.0503743,0.0341365,0.0237161,0.0227483,0.0284447,0.0377076,0.0361332,0.0324788,0.0449757,0.0435922,0.0391617,0.0425495,0.0263548,0.0322796,0.0216759,0.0564764,0.0167856,0.0159639,0.0328037,0,0.0287112,0.0416819,0,0,0.0094583,0,0,0.0194853,0.0408195,0.0453112,0.0348381,0.0206696,0.0243599,0.0459929,0.04537,0,0.0372508,0.055119,0.0355843,0.0422724,0.0638835,0.010568,0.0524337,0,0.0216545,0.0599933,0.0609908,0,0,0,0,0,0,0,0
50,0.0461834,0,0,0,0,0.0472623,0,0,0,0,0,0.0387024,0,0.0337661,0.0308519,0,0,0.0171138,0,0,0.0473085,0.0504917,0.0341909,0.0236509,0.0228148,0.0285101,0.0378162,0.0360624,0.0324499,0.0450496,0.0436159,0.0391909,0.0425776,0.0264294,0.0323449,0.0216762,0.0563907,0.0172474,0.0154596,0.0328156,0,0.0287201,0.0416416,0,0,0.00969985,0,0,0.0196014,0.0408338,0.0452724,0.0348093,0.0206353,0.0244681,0.0460605,0.0454821,0,0.0372017,0.0551744,0.0356552,0.0422969,0.0640148,0.0105621,0.0523729,0,0.0217792,0.0599648,0.0610324,0,0,0,0,0,0,0,0
51,0.0461381,0,0,0,0,0.0472857,0,0,0,0,0,0.0386719,0,0.0337524,0.0309442,0,0,0.0175469,0,0,0.0472772,0.0505365,0.0341414,0.0235297,0.0226393,0.0285323,0.0380262,0.0360425,0.032407,0.0450793,0.0436076,0.0391607,0.042561,0.0265712,0.0324622,0.0217195,0.0562453,0.0176773,0.0149014,0.0328532,0,0.0287528,0.041613,0,0,0.00990073,0,0,0.0197484,0.0408537,0.0452981,0.0347545,0.0206345,0.0244722,0.0461494,0.0455424,0,0.0371528,0.0552908,0.0357209,0.0423213,0.0640505,0.0105323,0.0522894,0,0.0219394,0.0599628,0.061055,0,0,0,0,0,0,0,0
52,0.0460437,0,0,0,0,0.0473517,0,0,0,0,0,0.0387102,0,0.0337666,0.0310881,0,0,0.0180642,0,0,0.0472511,0.0504467,0.0341704,0.0235362,0.0227657,0.0285037,0.0382749,0.0360226,0.0323943,0.0451239,0.043587,0.0391801,0.0425861,0.026711,0.0325322,0.021715,0.0562706,0.0181337,0.0141818,0.032831,0,0.0288076,0.0416094,0,0,0.0100886,0,0,0.0199857,0.0408789,0.0453921,0.0347116,0.0206205,0.0243777,0.0462545,0.0455682,0,0.0370366,0.0554252,0.0358088,0.0423666,0.0640436,0.0105022,0.0522223,0,0.0221559,0.0600038,0.0610288,0,0,0,0,0,0,0,0
53,0.0459608,0,0,0,0,0.0473728,0,0,0,0,0,0.0388596,0,0.0337123,0.0312141,0,0,0.0187178,0,0,0.0471425,0.0503532,0.0342188,0.0236371,0.0228555,0.0284938,0.0385968,0.0359792,0.0323844,0.0451367,0.0435808,0.0392637,0.0426943,0.0267524,0.03257,0.0216097,0.0561646,0.0186224,0.0132972,0.0328349,0,0.0288258,0.0415966,0,0,0.0102713,0,0,0.0202981,0.0408658,0.0454521,0.0346885,0.0205468,0.0243171,0.0463935,0.0455791,0,0.0369124,0.0555057,0.0358664,0.0424503,0.0640084,0.010454,0.0521669,0,0.0224016,0.0600268,0.0609655,0,0,0,0,0,0,0,0
54,0.0458489,0,0,0,0,0.0474065,0,0,0,0,0,0.039166,0,0.0336043,0.0312698,0,0,0.0195256,0,0,0.0469446,0.0502862,0.0341236,0.023657,0.0228754,0.0285139,0.0389439,0.0359627,0.0323689,0.0450193,0.0435874,0.0392827,0.0428263,0.0270093,0.0326274,0.0212904,0.0561643,0.0194312,0.0123215,0.0328343,0,0.028821,0.0415663,0,0,0.0104846,0,0,0.020728,0.0408198,0.0454661,0.0346959,0.0204675,0.0243197,0.0465295,0.0456161,0,0.036791,0.055527,0.0359614,0.0425407,0.0641167,0.0104405,0.0521071,0,0.0226666,0.0600581,0.0608676,0,0,0,0,0,0,0,0
55,0.0460453,0,0,0,0,0.0471986,0,0,0,0,0,0.0420412,0,0.0336512,0.0274661,0,0,0.0203971,0,0,0.0465834,0,0.0312654,0.024616,0.0253197,0.0301102,0.0401574,0.0397561,0.0324001,0.0447654,0.0463155,0.0403421,0.0436008,0.0279647,0.0338332,0.0169665,0.05616,0.0207865,0.011522,0.0327163,0,0.028061,0.0409911,0,0,0.010994,0,0,0.0214319,0.0366034,0.0454264,0.0367352,0.0189274,0.0224932,0.0456195,0.0467731,0,0.0354478,0.0550265,0.0354143,0.0423155,0.0639654,0.0116622,0.0522943,0,0.0235667,0.0598261,0.0605539,0,0,0,0,0,0,0,0
56,0.0459775,0,0,0,0,0.0473796,0,0,0,0,0,0.0407286,0,0.0339259,0.0284815,0,0,0.0190991,0,0,0.0472068,0,0.033548,0.0244709,0.0247247,0.0301062,0.0398062,0.0393018,0.0325959,0.045631,0.0460717,0.03976,0.0431972,0.0275251,0.0333217,0.0195008,0.0558932,0.019099,0.0119278,0.0324693,0,0.0284125,0.0410173,0,0,0.0106394,0,0,0.0211318,0.0371183,0.0464637,0.0365195,0.0191112,0.0225017,0.0457082,0.0460927,0,0.0352103,0.0549445,0.0353936,0.0421416,0.0638152,0.0110709,0.0522992,0,0.0228169,0.060106,0.0607341,0,0,0,0,0,0,0,0
57,0.0457124,0,0,0,0,0.0476724,0,0,0,0,0,0.0409378,0,0.0336854,0.0286901,0,0,0.0154561,0,0,0.0480804,0,0.0343513,0.0241379,0.0247359,0.0300085,0.0378286,0.039238,0.0325843,0.0458891,0.0460346,0.0395536,0.0431331,0.0273733,0.0329993,0.02009,0.0560269,0.0156499,0.0169263,0.033244,0,0.0290833,0.0410011,0,0,0.00886461,0,0,0.0199326,0.0372697,0.0470078,0.0366225,0.0190619,0.0226132,0.0451785,0.0461799,0,0.035298,0.0547001,0.0348848,0.041641,0.0634549,0.0107397,0.0523359,0,0.0210266,0.0603537,0.0607995,0,0,0,0,0,0,0,0
58,0.0458327,0,0,0,0,0.0475663,0,0,0,0,0,0.0409855,0,0.0336135,0.0288639,0,0,0.015352,0,0,0.0481605,0,0.0342196,0.0244246,0.0248786,0.0299756,0.0379066,0.0391721,0.0326313,0.0459167,0.0461192,0.0396778,0.0431857,0.027743,0.0331202,0.0201499,0.0560222,0.0155815,0.0168858,0.033213,0,0.0291055,0.0409704,0,0,0.0087883,0,0,0.0199903,0.0371446,0.0470137,0.0367638,0.0188807,0.0224222,0.0451985,0.0462659,0,0.0352093,0.0548451,0.0346174,0.0416175,0.0635188,0.0108055,0.0522713,0,0.0210324,0.0603052,0.0608007,0,0,0,0,0,0,0,0
59,0.0456455,0,0,0,0,0.0475905,0,0,0,0,0,0.0411248,0,0.0340883,0.0289074,0,0,0.0154518,0,0,0.0480638,0,0.0345261,0.0240823,0.024638,0.0300372,0.03776,0.0383467,0.0324945,0.0462063,0.0461472,0.0396651,0.0432227,0.0275854,0.0330821,0.0201064,0.0558885,0.0156963,0.0170984,0.0330054,0,0.0288509,0.0412388,0,0,0.0090105,0,0,0.0199772,0.0374472,0.0469845,0.0365258,0.0191372,0.0228796,0.0451348,0.0460212,0,0.0353143,0.0550113,0.0348958,0.0417759,0.0635074,0.010794,0.052457,0,0.0209895,0.0602122,0.0610031,0,0,0,0,0,0,0,0
60,0.0461978,0,0,0,0,0.0470757,0,0,0,0,0,0.0409773,0,0.0339397,0.0289015,0,0,0.0166502,0,0,0.0477722,0,0.0339399,0.0246416,0.0248133,0.0300675,0.0386929,0.0384437,0.0325477,0.0463212,0.0462256,0.0397529,0.0433167,0.0278484,0.0334931,0.0197522,0.0558822,0.0165813,0.0153291,0.0324492,0,0.0284686,0.0412098,0,0,0.00989778,0,0,0.020154,0.03722,0.0466274,0.0365249,0.0190381,0.0225513,0.0452983,0.0460289,0,0.0350867,0.0552211,0.0353602,0.0420731,0.0637537,0.0110119,0.0525292,0,0.0218468,0.0598473,0.0609737,0,0,0,0,0,0,0,0
61,0.0461969,0,0,0,0,0.0470537,0,0,0,0,0,0.0411466,0,0.0337567,0.0291023,0,0,0.016302,0,0,0.0478341,0,0.0340314,0.0247177,0.024838,0.0300188,0.0385609,0.0384443,0.0325026,0.0463219,0.0462272,0.0397238,0.0433237,0.0278509,0.0334934,0.019609,0.0559861,0.0164156,0.015798,0.0324815,0,0.0284913,0.0412346,0,0,0.00974947,0,0,0.0200691,0.0372357,0.0466435,0.0365241,0.0190834,0.0225501,0.0453113,0.0460392,0,0.0350067,0.0551846,0.0354388,0.042067,0.0637057,0.0109923,0.0525337,0,0.0216968,0.0598357,0.0609735,0,0,0,0,0,0,0,0
62,0.0462262,0,0,0,0,0.047001,0,0,0,0,0,0.0412097,0,0.0337057,0.0292294,0,0,0.0160568,0,0,0.0478503,0,0.0340262,0.0248342,0.0248368,0.0299602,0.0384178,0.038475,0.0324507,0.0464346,0.046246,0.0397506,0.0433316,0.0278255,0.0335446,0.0195797,0.056052,0.0162483,0.0161437,0.0324669,0,0.0284761,0.041271,0,0,0.00961399,0,0,0.019984,0.0372558,0.0466419,0.0365158,0.0191056,0.0225585,0.0452683,0.0460786,0,0.0350287,0.0552071,0.0353319,0.0421132,0.0637302,0.0110082,0.0525598,0,0.0215874,0.0597843,0.0610046,0,0,0,0,0,0,0,0
63,0.046094,0,0,0,0,0.0470284,0,0,0,0,0,0.0399994,0,0.0331603,0.0321156,0,0,0.0161563,0,0,0.0477465,0.0495831,0.034526,0.0243445,0.0227383,0.0281401,0.037399,0.0356741,0.0324608,0.0456155,0.0436078,0.0390876,0.0430218,0.0274076,0.0330339,0.0210221,0.056482,0.0163593,0.016595,0.0329964,0,0.0289875,0.0417589,0,0,0.00935676,0,0,0.0196567,0.0411596,0.0458526,0.0346869,0.0204686,0.024193,0.0458739,0.0457711,0,0.0365209,0.0558435,0.0357923,0.0425544,0.0641158,0.0104346,0.0524749,0,0.0211557,0.0598025,0.0609827,0,0,0,0,0,0,0,0
64,0.0452105,0,0,0,0,0.0477852,0,0,0,0,0,0.0402974,0,0.0332007,0.0321186,0,0,0.0154457,0,0,0.0481668,0.0495504,0.0353624,0.0238702,0.0225983,0.0283202,0.0368367,0.0353934,0.0324192,0.0457913,0.0436647,0.0390535,0.0429244,0.027209,0.0326317,0.0214893,0.0566915,0.0164174,0.0168922,0.0337573,0,0.0294801,0.0416574,0,0,0.0088086,0,0,0.019675,0.0413288,0.0461671,0.0344254,0.0205138,0.0246296,0.0457395,0.0457538,0,0.0366629,0.0555696,0.0355909,0.0421622,0.0637055,0.0101399,0.052319,0,0.0207185,0.0602452,0.0610213,0,0,0,0,0,0,0,0
65,0.0454265,0,0,0,0,0.0477504,0,0,0,0,0,0.0400799,0,0.0334674,0.0317613,0,0,0.0159465,0,0,0.0479751,0.0498749,0.0349473,0.024238,0.0225221,0.0259132,0.0361057,0.036037,0.0329069,0.0450834,0.043019,0.0391556,0.0428729,0.0274118,0.0325311,0.0212301,0.0572473,0.0168681,0.0171755,0.0354081,0,0.0292625,0.041948,0,0,0.00897533,0,0,0.0198316,0.0402733,0.0462504,0.0384962,0.0210251,0.0235326,0.0460036,0,0,0.039045,0.0543859,0.0345212,0.0413416,0.0626505,0.00812188,0.0525203,0,0.0204637,0.0608252,0.0599303,0,0,0,0,0,0,0,0
66,0.0462829,0,0,0,0,0.0468955,0,0,0,0,0,0.041142,0,0.0339059,0.0288541,0,0,0.01528,0,0,0.0482973,0,0.0340841,0.0250364,0.0245871,0.0298791,0.0382402,0.0382759,0.032429,0.0464534,0.0462485,0.0400084,0.0433936,0.0280541,0.0336669,0.0196854,0.0565481,0.0159309,0.0167506,0.0323261,0,0.0283251,0.0412546,0,0,0.00931051,0,0,0.0198474,0.0374161,0.0464544,0.036262,0.0191551,0.0226635,0.0450823,0.0463685,0,0.0352377,0.0551148,0.0350107,0.0420026,0.0635785,0.0112345,0.0524252,0,0.0213315,0.0596808,0.0610846,0,0,0,0,0,0,0,0
67,0.0455552,0,0,0,0,0.0475891,0,0,0,0,0,0.0413408,0,0.0337146,0.0288933,0,0,0.0149253,0,0,0.0486592,0,0.0347506,0.0248198,0.0247488,0.0300443,0.0380073,0.0382884,0.0323959,0.0465774,0.0463388,0.0397615,0.0432809,0.0276357,0.0332875,0.0201769,0.0567134,0.0160557,0.0164112,0.0330899,0,0.0288973,0.041041,0,0,0.00890658,0,0,0.0199729,0.0373488,0.0467816,0.0360929,0.0190375,0.0228109,0.0450063,0.0465353,0,0.035283,0.0547524,0.0344613,0.0415719,0.0633397,0.010917,0.0522053,0,0.0210872,0.0600842,0.0611019,0,0,0,0,0,0,0,0
68,0.0462211,0,0,0,0,0.0470316,0,0,0,0,0,0.0396473,0,0.0333992,0.0314734,0,0,0.0161911,0,0,0.0478271,0.049951,0.0343126,0.0245751,0.0228731,0.0257661,0.0366502,0.0361321,0.0328726,0.0449207,0.0430358,0.0391968,0.0428846,0.0276033,0.0328838,0.0210985,0.0573849,0.0169768,0.0169595,0.0346403,0,0.02864,0.0419947,0,0,0.00910268,0,0,0.0196097,0.0402024,0.0457439,0.0383834,0.0209807,0.0233404,0.0460069,0,0,0.0390639,0.0545334,0.0343616,0.041618,0.0630735,0.00854308,0.0523643,0,0.0206563,0.0602623,0.0600891,0,0,0,0,0,0,0,0
69,0.04624,0,0,0,0,0.0468581,0,0,0,0,0,0.0410071,0,0.0339968,0.0288166,0,0,0.0152913,0,0,0.0483416,0,0.0340709,0.025011,0.0248442,0.0298381,0.0383324,0.0381967,0.0323426,0.0463522,0.0462905,0.0398825,0.0431054,0.0279563,0.0336335,0.0198006,0.0565096,0.0163334,0.0165676,0.0321825,0,0.0281789,0.0412744,0,0,0.00912832,0,0,0.0197667,0.0374766,0.0463323,0.036006,0.0191267,0.0228051,0.0450057,0.0466814,0,0.0352843,0.0550509,0.0348431,0.041955,0.0636043,0.0114222,0.0522534,0,0.0211985,0.0595103,0.0612738,0,0,0,0,0,0,0,0
70,0.0457061,0,0,0,0,0.0473844,0,0,0,0,0,0.0411888,0,0.0337904,0.0287695,0,0,0.0149293,0,0,0.0487593,0,0.0343505,0.0250985,0.0247385,0.0299226,0.0382117,0.0384201,0.032417,0.0463139,0.0463998,0.0398772,0.0430163,0.0277337,0.0334489,0.0201167,0.0566661,0.0161591,0.016327,0.0328595,0,0.0288266,0.0409859,0,0,0.00878731,0,0,0.0199306,0.0372459,0.0467157,0.036146,0.0189049,0.022749,0.0449299,0.0468736,0,0.0352844,0.0545766,0.0344552,0.0414064,0.0633677,0.011145,0.0520664,0,0.0210504,0.0598707,0.0611415,0,0,0,0,0,0,0,0
71,0.0462719,0,0,0,0,0.0470285,0,0,0,0,0,0.0408596,0,0.0342379,0.0284265,0,0,0.0157126,0,0,0.0482232,0,0.0339027,0.025375,0.0246031,0.0274981,0.037594,0.0390897,0.0328193,0.0456695,0.0458945,0.0403407,0.0430268,0.027873,0.0334965,0.0197885,0.0568586,0.0165849,0.0167658,0.0342265,0,0.0282679,0.0414181,0,0,0.00911535,0,0,0.0198995,0.0360528,0.0467341,0.040444,0.0196343,0.0215565,0.0452361,0,0,0.0379121,0.0533865,0.0335401,0.0407208,0.0624424,0.00926219,0.0523826,0,0.0208822,0.060203,0.0600897,0,0,0,0,0,0,0,0
72,0.0461887,0,0,0,0,0.0468173,0,0,0,0,0,0.0400647,0,0.0334416,0.0316278,0,0,0.0157505,0,0,0.0481857,0.0500602,0.0344168,0.0246622,0.0225117,0.0279684,0.0374523,0.0353208,0.0323326,0.0453165,0.0435581,0.0403876,0.042741,0.0275212,0.0332562,0.0207867,0.0568589,0.0166875,0.0166511,0.0325188,0,0.0285277,0.0417154,0,0,0.00891236,0,0,0.0192996,0.0413799,0.0454151,0.0341998,0.0203755,0.0246069,0.045703,0.0463673,0,0.0368786,0.0553444,0.0356593,0.042267,0.0640962,0.0108511,0.0522544,0,0.0207607,0.0594599,0.0612748,0,0,0,0,0,0,0,0
73,0.0459009,0,0,0,0,0.0472756,0,0,0,0,0,0.0410995,0,0.03464,0.0283066,0,0,0.0156257,0,0,0.0483042,0,0.0343938,0.0250472,0.0246385,0.0273666,0.0370377,0.0386746,0.0326632,0.0456349,0.0457061,0.0404474,0.0428855,0.0275736,0.0331425,0.0197025,0.0568288,0.0169492,0.0166078,0.0342297,0,0.0280582,0.04155,0,0,0.00916472,0,0,0.0199762,0.0363533,0.0466266,0.0404178,0.0198219,0.0220404,0.0451739,0,0,0.0382586,0.0532129,0.0336091,0.0407338,0.0622465,0.0093247,0.0527871,0,0.0208119,0.0602864,0.0601913,0,0,0,0,0,0,0,0
74,0.0462512,0,0,0,0,0.0469371,0,0,0,0,0,0.0393491,0,0.0337855,0.0310845,0,0,0.0161891,0,0,0.0478707,0.0506985,0.0341745,0.0246359,0.0227001,0.0253107,0.0363746,0.0362927,0.0327744,0.0444494,0.0429747,0.03985,0.0426855,0.0275575,0.0327845,0.0213595,0.057419,0.0172741,0.0167864,0.0342119,0,0.0282706,0.0419957,0,0,0.00882396,0,0,0.0194716,0.0400696,0.0453553,0.039121,0.0208428,0.0235616,0.045965,0,0,0.0394778,0.0540163,0.0343487,0.0413965,0.0630183,0.0090278,0.0525288,0,0.0205212,0.0601272,0.0600637,0,0,0,0,0,0,0,0
75,0.0458938,0,0,0,0,0.0473084,0,0,0,0,0,0.0393425,0,0.033907,0.0309028,0,0,0.0163079,0,0,0.047788,0.0515487,0.0350287,0.0245218,0.022801,0.0244554,0.0353194,0.0369317,0.0331591,0.0445937,0.0432347,0.0393132,0.0423675,0.0271252,0.0324319,0.021912,0.0581591,0.0178107,0.0170467,0.0353791,0,0.0289051,0.0419755,0,0,0.00873822,0,0,0.0190169,0.0394346,0.0463575,0.0419612,0.0214669,0.0236235,0.0461049,0,0,0.0405987,0.0523352,0.0327094,0.0399269,0.0613619,0.0125382,0.0524451,0,0.0209269,0.0606758,0.0592168,0,0,0,0,0.0327915,0,0,0
76,0.0459149,0,0,0,0,0.0473197,0,0,0,0,0,0.0396558,0,0.0339209,0.0310233,0,0,0.0162869,0,0,0.0479249,0.0516169,0.0350256,0.0248712,0.0227769,0.0239759,0.0352924,0.0372461,0.0333906,0.0441069,0.0428945,0.0394126,0.042307,0.0269114,0.0321393,0.0215334,0.0579639,0.01777,0.0169711,0.0352507,0,0.0289378,0.0420307,0,0,0.00888719,0,0,0.0193099,0.0394084,0.046356,0.0424789,0.0215733,0.0233051,0.0461075,0,0,0.040844,0.0521537,0.0325924,0.0397423,0.0611567,0.0125668,0.0525068,0,0.0208147,0.0608192,0.0588671,0,0,0,0,0.0330618,0,0,0
77,0.0455923,0,0,0,0,0.0474955,0,0,0,0,0,0.0392325,0,0.0336307,0.0308069,0,0,0.0158141,0,0,0.0482098,0.0512075,0.0348218,0.0241958,0.0226022,0.0250207,0.0359707,0.0366917,0.0329149,0.0440953,0.0429282,0.0400174,0.0425674,0.0271888,0.0323437,0.0220339,0.0574314,0.0173429,0.0167254,0.0347176,0,0.0286085,0.0417074,0,0,0.00880294,0,0,0.0195107,0.0397166,0.045297,0.039858,0.0207555,0.0235569,0.0459627,0,0,0.039702,0.0536396,0.033791,0.0409266,0.062597,0.00917973,0.0523311,0,0.0206737,0.060417,0.0596291,0,0,0,0,0,0,0,0
