Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,x74,RWRA,RTHII,,x76,x79
469,0.0461887,0,0,0,0,0.0429292,0,0,0,0,0,0,0.0317823,0,0.0323474,0.0345656,0,0,0.0168043,0,0,0.0538002,0.0352179,0.0274058,0.0218175,0.0233617,0.044969,0.0275583,0.0284553,0.0305818,0.037257,0.0305746,0.0356525,0.0375766,0.0230217,0.0259781,0.0197966,0.0420838,0.0389651,0.0167255,0.0272765,0,0.0228265,0.0291501,0.0458591,0,0,0.0270785,0,0,0.0298575,0.0507423,0.0632711,0.0214568,0.0239219,0.0497998,0.0484764,0.0468223,0.0764893,0.0297641,0.0648317,0.0429411,0.048,0.0784676,0.0616424,0.0325701,0.0178021,0.0443957,0.064003,0,0,0,0,0.0265208,0.0580017,0,0,0
470,0.0462701,0,0,0,0,0.042773,0,0,0,0,0,0,0.0319914,0,0.0321671,0.0343588,0,0,0.0164793,0,0,0.0539792,0.0360651,0.0271888,0.0218555,0.0237673,0.04489,0.0275595,0.0285347,0.0302621,0.0374097,0.030724,0.0357358,0.0374065,0.0231369,0.0262626,0.019567,0.0419659,0.0389465,0.0167761,0.0263606,0,0.0225154,0.029894,0.0460128,0,0,0.0273329,0,0,0.0297019,0.0500293,0.0630272,0.0211167,0.0229942,0.0496489,0.0482058,0.0472153,0.0771586,0.0299936,0.0650892,0.0435194,0.048535,0.0782366,0.0600991,0.0326954,0.0176025,0.0441064,0.063857,0,0,0,0,0.0267062,0.05791,0,0,0
471,0.0463567,0,0,0,0,0.0428383,0,0,0,0,0,0,0.0344881,0,0.0313424,0.0343606,0,0,0.01599,0,0,0.0537496,0.0368434,0.0280696,0.0228801,0.0242582,0.044992,0.0279278,0.0290607,0.0306046,0.0373002,0.0306394,0.0357875,0.0377162,0.022494,0.0254954,0.0166516,0.0425896,0.0394059,0.016386,0.0314741,0,0.0185326,0.0306253,0.0451997,0,0,0.028133,0,0,0.0292342,0.0498614,0.0613151,0.0198213,0.0210435,0.049151,0.0478579,0.0474016,0.0754782,0.0311594,0.0653552,0.0467409,0.0494407,0.0763712,0.0667905,0.0323458,0.0169134,0.0438927,0.0637249,0,0,0,0,0.0272568,0.0558199,0,0,0
472,0.0463622,0,0,0,0,0.0428528,0,0,0,0,0,0,0.0356395,0,0.0304097,0.0345521,0,0,0.0161926,0,0,0.0536957,0.037122,0.0292738,0.0228925,0.0244316,0.0447849,0.027702,0.0288256,0.0303656,0.0374367,0.031019,0.0359799,0.0382351,0.0223404,0.0250425,0.0157351,0.0426814,0.0394285,0.0164514,0.0295602,0,0.0185465,0.0310535,0.0453279,0,0,0.0282586,0,0,0.0292688,0.0496752,0.0603839,0.0197148,0.0201026,0.0492356,0.0478256,0.0480238,0.0762855,0.0317945,0.0656017,0.0467336,0.0495968,0.0761821,0.0627307,0.0323972,0.016961,0.0437034,0.0636362,0,0,0,0,0.0272785,0.0559354,0,0,0
473,0.0461187,0,0,0,0,0.0429847,0,0,0,0,0,0,0.0328514,0,0.031409,0.0351424,0,0,0.0164675,0,0,0.0537681,0.0368385,0.0279772,0.022348,0.0222664,0.0439815,0.0269972,0.0270116,0.0295571,0.0387518,0.0321009,0.0354975,0.0376165,0.0229596,0.0263366,0.0185979,0.0426711,0.0387229,0.0173956,0.0236613,0,0.0214712,0.0311386,0.0458472,0,0,0.0275237,0,0,0.029994,0.0495891,0.0594446,0.0207623,0.0193256,0.0493025,0.0482874,0.0497807,0.0797765,0.0327867,0.0652464,0.0438142,0.0485923,0.0765461,0.0499755,0.0328213,0.0180989,0.043826,0.0632889,0,0,0,0,0.0266013,0.0583219,0,0,0
474,0.0461101,0,0,0,0,0.0430054,0,0,0,0,0,0,0.0328782,0,0.0313718,0.0350209,0,0,0.016281,0,0,0.0538846,0.0374308,0.0279548,0.0225195,0.0218823,0.0437685,0.027016,0.0268068,0.0292804,0.0391321,0.0325316,0.0355427,0.0377353,0.0230071,0.0264636,0.0181349,0.0426308,0.038657,0.0175037,0.0229685,0,0.0216015,0.0317136,0.0457049,0,0,0.0276088,0,0,0.0300029,0.0492367,0.0582941,0.0204409,0.0182419,0.0490645,0.0480689,0.0502441,0.0803193,0.0336334,0.0651316,0.0437953,0.04856,0.0757828,0.0456792,0.0328538,0.0182464,0.0438227,0.0631836,0,0,0,0,0.0267292,0.0583096,0,0,0
475,0.046099,0,0,0,0,0.0430778,0,0,0,0,0,0,0.0328905,0,0.0314025,0.0347968,0,0,0.0161253,0,0,0.0540292,0.0380336,0.0280257,0.0227247,0.0216003,0.0435652,0.0270552,0.0268022,0.0290265,0.0393582,0.0330963,0.0356371,0.0378371,0.0231255,0.0266541,0.0176483,0.0427152,0.0386586,0.0175982,0.0227997,0,0.0218289,0.032317,0.0455647,0,0,0.0276319,0,0,0.0300514,0.0489581,0.0570787,0.0201401,0.0171385,0.0486651,0.0478384,0.0506298,0.0804454,0.0345456,0.0649203,0.0436821,0.0484576,0.0749217,0.0409961,0.032951,0.0183135,0.0438845,0.0630737,0,0,0,0,0.0267996,0.0581089,0,0,0
476,0.0463093,0,0,0,0,0.0429469,0,0,0,0,0,0,0.0328612,0,0.031439,0.0344934,0,0,0.0160116,0,0,0.0541296,0.0387234,0.0279805,0.0228271,0.021277,0.043571,0.0270457,0.0268124,0.028686,0.039669,0.033721,0.0356644,0.0378694,0.0232895,0.0269842,0.0173489,0.042787,0.0386665,0.0175603,0.0229657,0,0.021669,0.032989,0.0455454,0,0,0.0276727,0,0,0.0301099,0.0487369,0.0556054,0.0198055,0.0164923,0.0483149,0.0474476,0.0504863,0.0798704,0.0352636,0.064933,0.0437855,0.0484665,0.0743268,0.0362101,0.0328531,0.0182976,0.0437396,0.0631221,0,0,0,0,0.0268225,0.0575198,0,0,0
477,0.0463647,0,0,0,0,0.0429903,0,0,0,0,0,0,0.0330175,0,0.031434,0.0341061,0,0,0.0159142,0,0,0.0541619,0.0393828,0.0279061,0.0229842,0.0214278,0.0433773,0.0270288,0.0270254,0.02835,0.0397504,0.0340653,0.0357996,0.0379193,0.0233564,0.0271125,0.0168376,0.0428958,0.0386618,0.0176005,0.0239113,0,0.0216987,0.0335961,0.0454977,0,0,0.0275935,0,0,0.030155,0.048504,0.0541738,0.0196195,0.0160192,0.0478637,0.0470755,0.0504313,0.0792809,0.0362091,0.0649543,0.0438222,0.048367,0.0737222,0.0312974,0.0328592,0.0183682,0.0437489,0.0631006,0,0,0,0,0.026921,0.0569818,0,0,0
478,0.0464106,0,0,0,0,0.0430443,0,0,0,0,0,0,0.0332404,0,0.0313985,0.0336518,0,0,0.0158319,0,0,0.0541987,0.0400532,0.0276963,0.0231451,0.0218199,0.0431898,0.0270148,0.0273343,0.0280299,0.0397522,0.0344738,0.0359986,0.0380839,0.0233622,0.0271258,0.0164255,0.0429889,0.03867,0.0176116,0.0250026,0,0.0218947,0.0342142,0.045446,0,0,0.0275127,0,0,0.0301889,0.0482141,0.0528258,0.0195801,0.0159694,0.0474387,0.0466636,0.0502113,0.0783657,0.0371708,0.0650467,0.0439785,0.0485184,0.0733963,0.0265399,0.0329091,0.0184962,0.0437265,0.0629887,0,0,0,0,0.0271083,0.056329,0,0,0
479,0.0464292,0,0,0,0,0.0430907,0,0,0,0,0,0,0.0336761,0,0.0313318,0.0331549,0,0,0.0157487,0,0,0.0542022,0.0407883,0.027338,0.0232141,0.0222401,0.0430491,0.0269658,0.0277711,0.0277548,0.0396776,0.0348611,0.036091,0.0382491,0.0232936,0.0271138,0.016318,0.0430634,0.0386877,0.0176096,0.0260965,0,0.0221375,0.034684,0.0454436,0,0,0.0274924,0,0,0.030285,0.047764,0.0513649,0.0196452,0.01629,0.0469969,0.0462223,0.0499014,0.077132,0.0380918,0.0651317,0.0442487,0.048803,0.0733201,0.0224393,0.0330234,0.0185771,0.0437508,0.0628493,0,0,0,0,0.0273176,0.0557792,0,0,0
480,0.0464695,0,0,0,0,0.0431586,0,0,0,0,0,0,0.033994,0,0.0314828,0.0325994,0,0,0.0156575,0,0,0.0541688,0.0415698,0.0269711,0.0231922,0.0226091,0.042961,0.0268517,0.0282921,0.027487,0.0395473,0.0352872,0.0362225,0.0384179,0.0232832,0.0270898,0.0164481,0.0431023,0.0387179,0.0176241,0.0276429,0,0.0222929,0.0352954,0.0454625,0,0,0.0275488,0,0,0.0304293,0.0473173,0.049938,0.0197563,0.0168902,0.0465156,0.0457615,0.049486,0.0757556,0.0388831,0.0652917,0.0445996,0.0491745,0.0733753,0.0190814,0.0331579,0.0186593,0.0438509,0.0627238,0,0,0,0,0.0275317,0.0555252,0,0,0
481,0.0464996,0,0,0,0,0.043205,0,0,0,0,0,0,0.0341549,0,0.0317567,0.0319737,0,0,0.0155476,0,0,0.0541611,0.0423658,0.0265728,0.0231788,0.0230095,0.0429038,0.0267385,0.0288065,0.0272092,0.0393682,0.0355926,0.0364202,0.0385809,0.023298,0.0271504,0.0165382,0.0430964,0.0387686,0.0176152,0.0293875,0,0.0225522,0.036041,0.0454637,0,0,0.0276099,0,0,0.0305161,0.0469181,0.048597,0.0199607,0.0175701,0.0460896,0.0453046,0.0490238,0.0743539,0.0396083,0.0655902,0.0449459,0.0496232,0.0735388,0.0164184,0.0332887,0.018725,0.04395,0.0625947,0,0,0,0,0.0276997,0.0551417,0,0,0
482,0.0466017,0,0,0,0,0.0431172,0,0,0,0,0,0,0.0390957,0,0.0309275,0.0313224,0,0,0.0159723,0,0,0.0537639,0.0430179,0.0307122,0.0227503,0.0254428,0.0432681,0.0264459,0.0301244,0.0273989,0.0378627,0.0346466,0.0370941,0.0401778,0.0224841,0.0246417,0.0128834,0.0429423,0.0396846,0.0164203,0.0319407,0,0.023895,0.0365614,0.0456267,0,0,0.0279584,0,0,0.0301783,0.0466261,0.0473921,0.0201351,0.0175605,0.0462422,0.0447375,0.0488473,0.0733297,0.0402928,0.0658592,0.044815,0.0498599,0.0740033,0.0130705,0.0333545,0.0177528,0.0437265,0.0625999,0,0,0,0,0.0286279,0.0547473,0,0,0
483,0.0465612,0,0,0,0,0.0431623,0,0,0,0,0,0,0.0388407,0,0.0314162,0.030929,0,0,0.0158408,0,0,0.053721,0.043794,0.0300195,0.022737,0.0256602,0.0431963,0.0264131,0.0303983,0.0271914,0.0379363,0.0351558,0.0370811,0.0399924,0.0224243,0.024803,0.0124793,0.0429325,0.0396839,0.0164002,0.0327235,0,0.0247519,0.0374696,0.045636,0,0,0.027929,0,0,0.0303884,0.0461741,0.0470301,0.0206421,0.0178439,0.045926,0.0444167,0.0488903,0.071994,0.0412211,0.0658824,0.0449886,0.0500144,0.0742214,0.011746,0.0333748,0.0177265,0.0437723,0.0624561,0,0,0,0,0.0288192,0.0548957,0,0,0
484,0.0465009,0,0,0,0,0.0432166,0,0,0,0,0,0,0.0384168,0,0.0318476,0.0306534,0,0,0.0157498,0,0,0.0536593,0.0443337,0.029108,0.0227421,0.0258018,0.0432707,0.0263772,0.0306207,0.0270376,0.0379618,0.0354499,0.037053,0.0398338,0.0223959,0.0249378,0.0124301,0.042897,0.0395998,0.0162924,0.0341745,0,0.0255406,0.0380476,0.045637,0,0,0.0278764,0,0,0.0305166,0.04585,0.0471456,0.0208386,0.0186572,0.0455758,0.0441447,0.048867,0.0711874,0.0420467,0.0659772,0.0452712,0.0500809,0.0741987,0.010398,0.033391,0.0177888,0.0438304,0.0623991,0,0,0,0,0.0290011,0.0549461,0,0,0
485,0.0464469,0,0,0,0,0.0432822,0,0,0,0,0,0,0.0380273,0,0.0323543,0.0305002,0,0,0.0156045,0,0,0.0535921,0.0447992,0.0282469,0.022674,0.0258564,0.0432703,0.0263025,0.0307996,0.0268917,0.0380192,0.035844,0.0370373,0.0396307,0.0222884,0.0251013,0.0126918,0.0428549,0.0395846,0.0162544,0.034337,0,0.0259298,0.0384109,0.0456632,0,0,0.0277859,0,0,0.0305454,0.0456339,0.0469862,0.0209962,0.0193639,0.0454121,0.0439552,0.0489424,0.070625,0.0428702,0.0661054,0.045463,0.0502459,0.0744603,0.0101557,0.0333991,0.0178456,0.0438974,0.0623194,0,0,0,0,0.0291529,0.0548888,0,0,0
486,0.0464223,0,0,0,0,0.0433459,0,0,0,0,0,0,0.0376526,0,0.0329726,0.030462,0,0,0.0154469,0,0,0.0535787,0.0451015,0.0274379,0.02256,0.0257862,0.0432228,0.0262565,0.0308661,0.0267512,0.0380556,0.0360824,0.0368902,0.0395397,0.0222518,0.025352,0.0133474,0.0428811,0.0396157,0.0162575,0.0342225,0,0.0264492,0.0384924,0.0457052,0,0,0.0275767,0,0,0.0305744,0.0455349,0.0469121,0.0210546,0.0198991,0.0453656,0.0438739,0.0490927,0.070455,0.0436048,0.0662155,0.0456369,0.0503777,0.0747055,0.0102995,0.0334152,0.0178623,0.0439331,0.062222,0,0,0,0,0.0292549,0.0547958,0,0,0
487,0.0463454,0,0,0,0,0.0434078,0,0,0,0,0,0,0.0372451,0,0.0337197,0.0305746,0,0,0.0153693,0,0,0.053657,0.0452395,0.0266048,0.0224377,0.0256389,0.0431063,0.0261836,0.0308977,0.0266119,0.0380841,0.0361051,0.0366689,0.0392635,0.0222498,0.0256471,0.0145707,0.0429733,0.0396749,0.016273,0.0338521,0,0.0264419,0.038581,0.0457302,0,0,0.0273381,0,0,0.0307111,0.0455049,0.0469958,0.0211176,0.0200558,0.0454032,0.0438649,0.0493634,0.0706919,0.0440941,0.0663161,0.0458461,0.0505438,0.0748674,0.01072,0.0334325,0.0178917,0.0440226,0.0620814,0,0,0,0,0.0293534,0.0547572,0,0,0
488,0.0462809,0,0,0,0,0.0434755,0,0,0,0,0,0,0.0370713,0,0.034097,0.0308153,0,0,0.0153417,0,0,0.0537265,0.0452033,0.0262163,0.0223211,0.0254501,0.0428912,0.0260562,0.0308908,0.0265668,0.0381795,0.036145,0.0365529,0.0389512,0.022255,0.0258337,0.0156527,0.0430603,0.0397265,0.0162887,0.0328028,0,0.0261074,0.0384484,0.0457635,0,0,0.0271245,0,0,0.0308744,0.0455433,0.0471946,0.0211223,0.0197076,0.0455253,0.0439673,0.0496905,0.0712222,0.0442171,0.0663685,0.0459891,0.0505945,0.0749032,0.0117985,0.0334056,0.017894,0.0441194,0.062014,0,0,0,0,0.029533,0.0546998,0,0,0
489,0.0461694,0,0,0,0,0.0435686,0,0,0,0,0,0,0.037162,0,0.0338254,0.0310903,0,0,0.0153051,0,0,0.0537156,0.0450613,0.0262677,0.0221499,0.0251708,0.0427006,0.0258995,0.0304816,0.026567,0.0382797,0.0361263,0.0365472,0.0388247,0.0221758,0.0257197,0.0157915,0.0431459,0.0397609,0.016281,0.0314655,0,0.02545,0.0381845,0.0458538,0,0,0.0269429,0,0,0.0310742,0.0456359,0.0472576,0.0211195,0.0189712,0.045795,0.0441397,0.0500348,0.0719597,0.0439343,0.0663658,0.045971,0.0505065,0.0748199,0.0133022,0.03327,0.0179123,0.0442525,0.0619727,0,0,0,0,0.0297412,0.0547176,0,0,0
490,0.046039,0,0,0,0,0.0436958,0,0,0,0,0,0,0.0374078,0,0.0333622,0.0314359,0,0,0.0152796,0,0,0.0536923,0.0448117,0.0264592,0.0219769,0.0247543,0.0424702,0.0256658,0.0301996,0.0266054,0.0383329,0.0360163,0.0364307,0.0387268,0.0220408,0.025499,0.0158155,0.0432003,0.0397858,0.016247,0.0298203,0,0.024526,0.0377051,0.0459667,0,0,0.0268321,0,0,0.0312286,0.0457608,0.0469122,0.0212,0.0179983,0.0460467,0.0443877,0.0504039,0.0729304,0.0433978,0.0662539,0.0458387,0.0503954,0.0747181,0.0151994,0.033213,0.0179428,0.0443878,0.0619279,0,0,0,0,0.0299417,0.0547991,0,0,0
491,0.0458887,0,0,0,0,0.0438458,0,0,0,0,0,0,0.0377109,0,0.0327883,0.0317985,0,0,0.0152495,0,0,0.0536842,0.0445211,0.026841,0.0218938,0.0242811,0.0421989,0.0253755,0.0298014,0.0267103,0.0383359,0.0357758,0.0363324,0.0386741,0.0218849,0.0254122,0.0158483,0.0432494,0.0398634,0.0162841,0.0278792,0,0.0231541,0.0373246,0.0460567,0,0,0.0267866,0,0,0.0313543,0.0457105,0.0462209,0.0213721,0.0168276,0.0462382,0.0446116,0.0508149,0.074154,0.0427799,0.0661829,0.0457006,0.0505249,0.0749341,0.017196,0.0331694,0.0180013,0.044484,0.0618355,0,0,0,0,0.0301424,0.0549739,0,0,0
492,0.0462356,0,0,0,0,0.0440604,0,0,0,0,0,0,0.0378636,0,0.0325045,0.0317669,0,0,0.0151655,0,0,0.0534579,0.0447593,0.027059,0.0218204,0.0236858,0.0408991,0.023849,0.0299709,0.0272155,0.0384148,0.0355369,0.0362139,0.0386191,0.0217528,0.0251835,0.0160287,0.0438997,0.0400594,0.0165017,0.0276389,0,0.0231522,0.0391809,0.0463695,0,0,0.0266312,0,0,0.031433,0.0446763,0.0470839,0.0250774,0.0148056,0.0464306,0.0445088,0.0536805,0.078652,0.0441546,0.0632411,0.042506,0.0482132,0.072884,0.0173261,0.0335879,0.0179825,0.045063,0.0603993,0,0,0,0,0.0302897,0,0,0,0
493,0.0461175,0,0,0,0,0.0442471,0,0,0,0,0,0,0.0383303,0,0.031961,0.0319851,0,0,0.0150687,0,0,0.0535012,0.0446679,0.0268978,0.0218106,0.0230345,0.0406274,0.0235281,0.029652,0.0273668,0.0385525,0.0354148,0.0360357,0.0387525,0.0217234,0.0250722,0.0160483,0.0440005,0.0401476,0.0165539,0.0260777,0,0.0224232,0.0394133,0.0463442,0,0,0.0267025,0,0,0.0317052,0.0444059,0.0455263,0.0254268,0.0138309,0.046327,0.0445616,0.0543273,0.0798131,0.0438575,0.0633903,0.0424573,0.0483343,0.0730859,0.0188951,0.0338003,0.0179888,0.0453243,0.0601714,0,0,0,0,0.0304668,0,0,0,0
494,0.0455337,0,0,0,0,0.0443543,0,0,0,0,0,0,0.0387919,0,0.0311033,0.0324815,0,0,0.0150393,0,0,0.0537752,0.0439776,0.0265663,0.0219342,0.0225757,0.0414463,0.0243899,0.0288295,0.0272515,0.0385949,0.0352185,0.0358289,0.0388699,0.021745,0.0250584,0.0162053,0.043532,0.0401735,0.0164597,0.0235094,0,0.0213339,0.0373288,0.0460261,0,0,0.0269582,0,0,0.0321302,0.0452733,0.0422066,0.0221022,0.0150131,0.0462193,0.0447724,0.0522593,0.0770875,0.0413775,0.0666007,0.0457548,0.0506794,0.0753204,0.0224331,0.0336137,0.0179935,0.0451584,0.0612304,0,0,0,0,0.0308218,0.055675,0,0,0
495,0.0453934,0,0,0,0,0.0445162,0,0,0,0,0,0,0.0391622,0,0.0306016,0.0323726,0,0,0.0150116,0,0,0.0537654,0.0440774,0.0265117,0.0219383,0.0224122,0.0411894,0.0239755,0.0287865,0.0274136,0.0386294,0.0351301,0.0357433,0.0389077,0.021664,0.0250047,0.0166084,0.0436878,0.0401914,0.0165071,0.0216127,0,0.0215919,0.0375388,0.0460374,0,0,0.0268724,0,0,0.0322913,0.0451186,0.0405599,0.0222411,0.015706,0.0460706,0.0446611,0.0521505,0.0771132,0.0407503,0.0664898,0.0458131,0.0501119,0.074853,0.023874,0.0336801,0.0181157,0.0454219,0.0610357,0,0,0,0,0.0310523,0.0552873,0,0,0
496,0.0452707,0,0,0,0,0.0446341,0,0,0,0,0,0,0.0398794,0,0.030048,0.0321289,0,0,0.0150116,0,0,0.0537147,0.0442895,0.0265749,0.0219478,0.02226,0.0407894,0.0235778,0.0287786,0.0275864,0.0387049,0.0351585,0.035767,0.0390924,0.0216932,0.0247755,0.0169351,0.0438589,0.0402251,0.0164656,0.0204629,0,0.0213247,0.0379223,0.0460789,0,0,0.0267984,0,0,0.0323113,0.0451459,0.0390099,0.022178,0.0165364,0.0458022,0.0444037,0.0515758,0.07688,0.0402623,0.0662144,0.0455909,0.0494571,0.0743066,0.0251442,0.0338006,0.0182468,0.0456879,0.06082,0,0,0,0,0.0313016,0.0549847,0,0,0
497,0.0457012,0,0,0,0,0.0447407,0,0,0,0,0,0,0.0407819,0,0.0295296,0.0314849,0,0,0.014951,0,0,0.0533564,0.0451339,0.0266027,0.0219057,0.021858,0.0393758,0.0220208,0.0293548,0.0281198,0.0387776,0.0353162,0.0357912,0.0391531,0.0216515,0.0246026,0.0173197,0.0446915,0.040338,0.0165618,0.0204194,0,0.0218255,0.0403112,0.0464542,0,0,0.0264971,0,0,0.0322603,0.044422,0.0392522,0.0256034,0.0156475,0.0453105,0.0438408,0.0529972,0.0797861,0.0417463,0.0629171,0.0419378,0.0463163,0.071615,0.0240323,0.0342003,0.0183387,0.0463946,0.0593048,0,0,0,0,0.0315781,0,0,0,0
498,0.0451397,0,0,0,0,0.0447258,0,0,0,0,0,0,0.0419402,0,0.0285567,0.0314914,0,0,0.0148685,0,0,0.0534812,0.0447893,0.0263342,0.0218971,0.0209926,0.0401002,0.0228713,0.0287445,0.0281073,0.0387662,0.0353317,0.0358641,0.0393793,0.0217154,0.0245433,0.0178232,0.0443668,0.0404,0.0164854,0.0191308,0,0.0204713,0.0378422,0.0461763,0,0,0.0266572,0,0,0.0324179,0.0453858,0.0372549,0.0217719,0.01707,0.0447041,0.043845,0.0498949,0.0761659,0.0400248,0.0655431,0.0443864,0.0483188,0.0737218,0.0275436,0.0340638,0.0184814,0.0462516,0.0604221,0,0,0,0,0.0318683,0.0546395,0,0,0
499,0.0450612,0,0,0,0,0.0447613,0,0,0,0,0,0,0.0425235,0,0.0278053,0.0312592,0,0,0.0148368,0,0,0.0533406,0.0448893,0.0265075,0.0218861,0.0199811,0.0397498,0.0225382,0.0286949,0.0284461,0.0387174,0.0350978,0.0355656,0.039462,0.0216839,0.0244523,0.018849,0.04469,0.0404899,0.016529,0.0188914,0,0.0201036,0.0375065,0.0462567,0,0,0.0266017,0,0,0.0324032,0.0452999,0.0373219,0.0214574,0.0167362,0.0442357,0.0437067,0.0494623,0.0762226,0.0398472,0.0655189,0.0441421,0.0480829,0.0736286,0.0290604,0.0342049,0.0186565,0.0464852,0.0602899,0,0,0,0,0.0321568,0.0545477,0,0,0
500,0.0449495,0,0,0,0,0.0447923,0,0,0,0,0,0,0.0430581,0,0.0268932,0.0311027,0,0,0.0148597,0,0,0.0531961,0.0448513,0.0269893,0.0218874,0.0192238,0.0393444,0.022108,0.028568,0.0289232,0.0386786,0.0347892,0.0347589,0.0395337,0.0216236,0.0244765,0.0199996,0.0449349,0.0405745,0.0165447,0.0188528,0,0.0197969,0.0374549,0.0463405,0,0,0.0265972,0,0,0.0323472,0.0451728,0.03802,0.0211627,0.0162858,0.0439682,0.043764,0.0494757,0.0767549,0.0391574,0.0656179,0.0441731,0.0479821,0.0735216,0.0310176,0.0343641,0.0188491,0.0467412,0.0601336,0,0,0,0,0.0324282,0.0540791,0,0,0
501,0.0448111,0,0,0,0,0.0448499,0,0,0,0,0,0,0.0434988,0,0.0259071,0.0309811,0,0,0.0149048,0,0,0.0530406,0.0447745,0.0276144,0.0218471,0.018508,0.0391098,0.0216344,0.02833,0.0294896,0.0386926,0.0344595,0.0343778,0.0396016,0.0214571,0.0242102,0.0213098,0.045149,0.0406819,0.0165696,0.0190988,0,0.0195961,0.0375624,0.0464114,0,0,0.0267038,0,0,0.0323393,0.0449765,0.0391388,0.020833,0.0159859,0.043821,0.0440219,0.0497408,0.0775802,0.0380567,0.0658094,0.0444119,0.0479325,0.0733616,0.0330975,0.0344986,0.0189989,0.0470165,0.0600386,0,0,0,0,0.0327194,0.0536743,0,0,0
502,0.0446298,0,0,0,0,0.0449482,0,0,0,0,0,0,0.0437676,0,0.0249059,0.0307265,0,0,0.0150919,0,0,0.0529568,0.0446762,0.0282855,0.0217005,0.0177151,0.0390898,0.0212841,0.0280692,0.0301338,0.0386679,0.034152,0.0341244,0.039626,0.0212476,0.0237437,0.0228007,0.0454261,0.0407969,0.0165955,0.0194223,0,0.0195318,0.0374052,0.0464651,0,0,0.0268866,0,0,0.0323735,0.0445269,0.0404198,0.0205455,0.0159591,0.0437545,0.0443877,0.0500942,0.0782019,0.0369733,0.0659054,0.0446769,0.0477734,0.0729956,0.0349171,0.0345846,0.0191238,0.0473135,0.0599293,0,0,0,0,0.0330032,0.0535838,0,0,0
503,0.0444359,0,0,0,0,0.0451121,0,0,0,0,0,0,0.0440772,0,0.0239177,0.0302044,0,0,0.0153279,0,0,0.05299,0.0447289,0.0289213,0.0214828,0.0170116,0.039295,0.0210716,0.0278919,0.0308094,0.0386278,0.0338124,0.0338319,0.0392827,0.02098,0.0233146,0.0244008,0.0457358,0.0409904,0.0166808,0.0196745,0,0.0194912,0.0371565,0.0464855,0,0,0.0270184,0,0,0.032434,0.0438739,0.0415509,0.0204119,0.0162162,0.0436114,0.044674,0.0503019,0.0783178,0.0361927,0.0657556,0.0447751,0.0474925,0.0725184,0.0361511,0.0346293,0.0192484,0.0476294,0.0598611,0,0,0,0,0.0333218,0.0533524,0,0,0
504,0.0442205,0,0,0,0,0.0452841,0,0,0,0,0,0,0.0445637,0,0.0229358,0.0293121,0,0,0.0154302,0,0,0.0531052,0.044966,0.0295903,0.0212182,0.0165541,0.0396382,0.0209632,0.0278647,0.0315038,0.03862,0.0334257,0.0334742,0.0387634,0.0207151,0.0226308,0.0260773,0.045824,0.0411742,0.0167499,0.0199385,0,0.0194667,0.0371034,0.0464993,0,0,0.0272352,0,0,0.0326161,0.0432604,0.0423067,0.0203229,0.0165939,0.0433311,0.0449153,0.0501955,0.0779805,0.0357191,0.0654247,0.0445931,0.0471577,0.0720564,0.0367177,0.0347137,0.0193799,0.0479741,0.0598829,0,0,0,0,0.0336922,0.0529835,0,0,0
505,0.0440096,0,0,0,0,0.0454537,0,0,0,0,0,0,0.0453182,0,0.0220797,0.0280717,0,0,0.0155486,0,0,0.0532179,0.0452595,0.0304462,0.0208424,0.0162077,0.0400974,0.0210253,0.0279085,0.0323357,0.0385971,0.0330007,0.0330257,0.0388759,0.0204588,0.0219519,0.0278729,0.0459345,0.0412852,0.0167627,0.0199508,0,0.0193264,0.0371292,0.0464923,0,0,0.0274445,0,0,0.0328474,0.0427417,0.0426449,0.0202858,0.0169877,0.0429834,0.0451061,0.049766,0.0773704,0.0352735,0.0650735,0.0442589,0.0468131,0.0716946,0.0366777,0.0348773,0.0195322,0.0482709,0.0600325,0,0,0,0,0.0340851,0.0528345,0,0,0
506,0.0438957,0,0,0,0,0.0456154,0,0,0,0,0,0,0.0461857,0,0.0211673,0.0267882,0,0,0.0157204,0,0,0.0532464,0.0457817,0.03157,0.0204699,0.0154907,0.040593,0.0211862,0.0281058,0.03329,0.0384577,0.0326268,0.0325975,0.0389373,0.0202261,0.0214488,0.0297134,0.0459491,0.0413887,0.0168104,0.0195748,0,0.019178,0.0371875,0.0464063,0,0,0.027563,0,0,0.0330121,0.0422119,0.0425706,0.0204561,0.0173161,0.0426421,0.0452015,0.0491756,0.0766319,0.0346397,0.064734,0.0438259,0.0465368,0.0713936,0.0365797,0.0349986,0.0195956,0.0484785,0.0602786,0,0,0,0,0.0344761,0.0527959,0,0,0
