Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LWRA,IMUL_M,x78,x81,x80
924,0,0.0409097,0,0,0,0,0.0456929,0,0,0,0,0,0.037807,0,0.0349443,0,0,0,0.0134901,0,0,0.0367777,0.116519,0.0454956,0.028803,0.0166335,0.0340042,0.0278382,0.0272383,0.0381272,0.0549866,0.0442423,0.0317244,0.0345085,0.0212752,0.0315314,0.0206833,0.0525439,0.0199591,0.0220241,0,0.0212762,0,0.0428419,0,0,0.0194152,0,0,0.0196729,0.0431024,0.0455833,0.0255612,0.0137841,0.0276866,0.0343736,0.0411342,0.0679268,0.0547128,0.0313677,0.058391,0.0384929,0.0443391,0.0681665,0.0228196,0.0490001,0.0107461,0.00579528,0.0528711,0.0587749,0,0,0,0,0,0,0,0,0
925,0,0.040261,0,0,0,0,0.0463065,0,0,0,0,0,0.0378547,0,0.0350479,0,0,0,0.0134446,0,0,0.0367201,0.116483,0.0455629,0.0288092,0.016653,0.0340708,0.0284128,0.0272277,0.0381974,0.0550382,0.0443312,0.031776,0.0345353,0.0213212,0.0316187,0.0207273,0.052396,0.0201583,0.0219949,0,0.0212753,0,0.0425199,0,0,0.0191595,0,0,0.0198223,0.0430889,0.0454833,0.0255586,0.0137666,0.0277274,0.0345816,0.0409362,0.0678616,0.0546025,0.0314406,0.0582051,0.0384981,0.0442898,0.0679938,0.0227726,0.0488516,0.0100918,0.00595068,0.0535762,0.0585896,0,0,0,0,0,0,0,0,0
926,0,0.0395424,0,0,0,0,0.0468934,0,0,0,0,0,0.0378975,0,0.0350617,0,0,0,0.0134233,0,0,0.036632,0.116646,0.0456757,0.0288396,0.0167008,0.0340726,0.0289298,0.0272234,0.0382701,0.0552176,0.0443797,0.0318311,0.0345335,0.0213405,0.0316691,0.0207702,0.0523215,0.0203394,0.0219496,0,0.0212865,0,0.0422605,0,0,0.0186802,0,0,0.0198629,0.0430764,0.0453714,0.0255737,0.013729,0.0277319,0.0347874,0.0409402,0.0677878,0.0544963,0.0314662,0.0578436,0.0384192,0.0442677,0.0679031,0.0227538,0.048659,0.00951789,0.00617603,0.0542257,0.0584069,0,0,0,0,0,0,0,0,0
927,0,0.0388667,0,0,0,0,0.0478032,0,0,0,0,0,0.0379393,0,0.0350661,0,0,0,0.0150797,0,0,0.0475616,0.116676,0.0457606,0.0289501,0.0167587,0.0342977,0.0316924,0.0273551,0.038367,0.0553458,0.0443693,0.0318375,0.0344857,0.0213525,0.0317157,0.020786,0.0525207,0.0129982,0.0219531,0,0.0212112,0,0.0414304,0,0,0.0163517,0,0,0.0166144,0.042964,0.0453454,0.0253131,0.0136958,0.0277358,0.0345093,0.0409746,0.0677789,0.0544315,0.0313985,0.0577245,0.0383388,0.0442475,0.0679023,0.0226899,0.0483615,0,0.0112659,0.0551078,0.0581562,0,0,0,0,0.0235031,0,0,0,0
928,0,0.038695,0,0,0,0,0.0480064,0,0,0,0,0,0.0378637,0,0.0352365,0,0,0,0.0148511,0,0,0.0471021,0.116633,0.0456821,0.0287556,0.0167843,0.0344202,0.0322281,0.0273436,0.0383068,0.0554109,0.0444558,0.0319295,0.034576,0.0214905,0.0318609,0.0207698,0.0522332,0.0125584,0.0217412,0,0.0210116,0,0.0413139,0,0,0.0162009,0,0,0.00199792,0.0430442,0.0452034,0.0250941,0.0138166,0.0279451,0.0338658,0.0409085,0.067649,0.0544063,0.0314176,0.057779,0.0382376,0.0443029,0.0679222,0.0227692,0.0479591,0,0,0.0554538,0.0579483,0,0,0,0,0.0219852,0,0,0,0
929,0,0.0374558,0,0,0,0,0.0493425,0,0,0,0,0,0.0382393,0,0.0349953,0,0,0,0.0149754,0,0,0.0465695,0.116641,0.0459357,0.0292634,0.0170335,0.0343443,0.0324898,0.0278837,0.0383363,0.0551409,0.0442377,0.0317306,0.0344118,0.0211937,0.0315588,0.0209407,0.0521942,0.0132083,0.0224007,0,0.0216564,0,0.0410042,0,0,0.0169259,0,0,0.0195357,0.0425694,0.0454308,0.0255525,0.0133945,0.0275605,0.0350054,0.0413781,0.0681474,0.0547792,0.0314435,0.0573809,0.0376012,0.0438378,0.0675659,0.0224574,0.0479588,0.00872886,0.00734045,0.0567317,0.0573235,0,0,0,0,0.0205849,0,0,0,0
930,0,0.0370553,0,0,0,0,0.0498403,0,0,0,0,0,0.0382622,0,0.0349149,0,0,0,0.0149923,0,0,0.0461914,0.116484,0.0460431,0.0292308,0.0170871,0.034315,0.0329642,0.0279075,0.038388,0.0551311,0.0442344,0.0317277,0.0343794,0.0211503,0.0315347,0.0209857,0.0520837,0.0134651,0.0224639,0,0.021689,0,0.0406868,0,0,0.0162029,0,0,0.0197993,0.0425529,0.0454716,0.0256934,0.013449,0.0273848,0.0353708,0.0414319,0.0681348,0.0547524,0.0315434,0.0573107,0.037616,0.0438296,0.0673789,0.0224025,0.0477818,0.00787126,0.00839907,0.057332,0.0573615,0,0,0,0,0.0191762,0,0,0,0
931,0,0.0366223,0,0,0,0,0.0502857,0,0,0,0,0,0.0382128,0,0.0349972,0,0,0,0.0150128,0,0,0.0459062,0.116507,0.0460981,0.0291565,0.0171202,0.0343943,0.0334078,0.0279107,0.0384531,0.0551272,0.0442193,0.0317994,0.034378,0.0211579,0.0315146,0.0210955,0.0519891,0.0139227,0.0224866,0,0.0216827,0,0.0403623,0,0,0.0154705,0,0,0.0200958,0.0425785,0.0455628,0.0257115,0.013505,0.0272707,0.0357195,0.0414846,0.0680974,0.0547458,0.0315615,0.05735,0.0376818,0.0437956,0.067285,0.0223386,0.0476069,0.00701355,0.00944562,0.0578746,0.0574772,0,0,0,0,0.0176143,0,0,0,0
932,0,0.0360468,0,0,0,0,0.0507253,0,0,0,0,0,0.0381877,0,0.0350642,0,0,0,0.0149969,0,0,0.0456809,0.116392,0.0461517,0.0291424,0.0170857,0.034291,0.0338371,0.0279926,0.0384445,0.055093,0.0441962,0.0318607,0.034416,0.0211523,0.0314195,0.0212283,0.0517943,0.0146254,0.0225318,0,0.0217472,0,0.0400536,0,0,0.0146199,0,0,0.0203545,0.0425477,0.045701,0.025731,0.0135119,0.0272104,0.0360295,0.0414853,0.0680717,0.0546538,0.0314916,0.0573422,0.0376458,0.0437523,0.0672889,0.0223012,0.047417,0.00678727,0.010155,0.0583642,0.0572605,0,0,0,0,0.0159867,0,0,0,0
933,0,0.0354195,0,0,0,0,0.0512835,0,0,0,0,0,0.0380884,0,0.0350208,0,0,0,0.0150123,0,0,0.0454251,0.116409,0.0459238,0.029081,0.0169112,0.0342948,0.0341412,0.0280997,0.0382258,0.0548447,0.0441297,0.0320243,0.0346364,0.0212869,0.0312954,0.0213547,0.0516547,0.0154197,0.0228169,0,0.0217562,0,0.039861,0,0,0.0141351,0,0,0.0207385,0.042457,0.0456471,0.0256686,0.013537,0.0273524,0.0361027,0.0414356,0.0680657,0.0544392,0.031387,0.0575379,0.0377173,0.043899,0.0672941,0.0221041,0.0473565,0.00791756,0.00877189,0.0588425,0.0569606,0,0,0,0,0.014263,0,0,0,0
934,0,0.0352718,0,0,0,0,0.0513526,0,0,0,0,0,0.037446,0,0.031965,0,0,0,0.0154937,0,0,0.0448547,0,0.0355323,0.0273455,0.0188162,0.0323066,0.0338423,0.0297292,0.0325314,0.0463756,0.0417502,0.0380585,0.0411196,0.0263143,0.0323188,0.0185337,0.0517423,0.0161808,0.0223239,0,0.0211444,0,0.0403816,0,0,0.0132791,0,0,0.0210442,0.0428998,0.0442431,0.0247587,0.0137279,0.027073,0.0376067,0.0420816,0.0673956,0.0530576,0.0312427,0.0592628,0.0393383,0.045486,0.0687738,0.0221159,0.0469987,0.00783204,0.00857736,0.0590085,0.0570842,0,0,0,0,0.0125859,0,0,0,0
935,0,0.0345912,0,0,0,0,0.0519618,0,0,0,0,0,0.037668,0,0.0324844,0.0338258,0,0,0.0157447,0,0,0.0446593,0,0.0339604,0.0252821,0.0207417,0.0331818,0.0338158,0.0313604,0.0301867,0.04503,0.0432519,0.040119,0.0434417,0.0278373,0.0325848,0.0187903,0.0518283,0.0169646,0.0220438,0,0.0211314,0,0.0402696,0,0,0.01241,0,0,0.0213968,0.0409373,0.044247,0.0257459,0.012681,0.0277455,0.0376947,0.0425451,0.0682802,0.0531846,0.0300733,0.0593009,0.0392715,0.0456523,0.0691628,0.0227424,0.0470378,0.00826527,0.00884448,0.059217,0.0573994,0,0,0,0,0.0113411,0,0,0,0
936,0,0.0344282,0,0,0,0,0.0522379,0,0,0,0,0,0.0376246,0,0.0325092,0.0337811,0,0,0.0154486,0,0,0.0445012,0,0.034252,0.0251355,0.0207007,0.0331174,0.0341378,0.0312173,0.0302219,0.0451531,0.0432547,0.040065,0.0434217,0.0277828,0.032552,0.0190813,0.0516888,0.0185899,0.0221508,0,0.0211393,0,0.0398539,0,0,0.0109621,0,0,0.0215806,0.0410874,0.0442479,0.0255236,0.0127089,0.0270412,0.0380982,0.0425839,0.0681907,0.0532009,0.0298932,0.0592635,0.0392082,0.0456068,0.0689444,0.0225478,0.0469484,0.00736756,0.0112869,0.059559,0.0574816,0,0,0,0,0.00963507,0,0,0,0
937,0,0.0345843,0,0,0,0,0.0523266,0,0,0,0,0,0.0371662,0,0.0320801,0,0,0,0.0153566,0,0,0.0444644,0,0.0363283,0.0270483,0.0186459,0.0322239,0.0349654,0.0295218,0.0325615,0.046642,0.0417447,0.0379587,0.041086,0.0261717,0.0322468,0.0194401,0.0511766,0.0192998,0.0225245,0,0.0212098,0,0.0393054,0,0,0.0101508,0,0,0.0219215,0.0435051,0.0443356,0.0244275,0.0138661,0.0258185,0.0388599,0.0420964,0.0671356,0.0530711,0.0306997,0.0592411,0.0392182,0.0453499,0.0685328,0.0217025,0.0467305,0.00737492,0.0114944,0.0602141,0.0572188,0,0,0,0,0.00886627,0,0,0,0
938,0,0.034407,0,0,0,0,0.052526,0,0,0,0,0,0.0369954,0,0.0321337,0,0,0,0.0154157,0,0,0.0443315,0,0.0366208,0.0271683,0.0185393,0.032258,0.0353953,0.0293775,0.0325787,0.046744,0.0417771,0.0379397,0.0410403,0.0261193,0.0322118,0.0198291,0.0509334,0.0197264,0.0226636,0,0.0212542,0,0.0388305,0,0,0.00935995,0,0,0.0222731,0.0441924,0.0443424,0.0250475,0.0138981,0.0256938,0.0393918,0.0419763,0.0670401,0.0530701,0.0305901,0.0590976,0.0391473,0.0452103,0.068579,0.0215448,0.0466027,0.00767654,0.0118016,0.0605412,0.057269,0,0,0,0,0.00857028,0,0,0,0
939,0,0.0342696,0,0,0,0,0.0527438,0,0,0,0,0,0.0369255,0,0.0321609,0,0,0,0.0154865,0,0,0.0442225,0,0.0367097,0.0274243,0.018508,0.0324665,0.0357105,0.029179,0.0325363,0.0466753,0.0418147,0.0379786,0.0410728,0.026142,0.0322166,0.0200256,0.0506787,0.0199558,0.0228424,0,0.0210714,0,0.0385038,0,0,0.00866924,0,0,0.0225742,0.0444542,0.0442659,0.0266127,0.0139643,0.0258524,0.0397953,0.0417377,0.0668384,0.0528201,0.0305993,0.0583481,0.0391466,0.0451962,0.0686822,0.0212891,0.0465794,0.00797159,0.0120085,0.0608168,0.0574802,0,0,0,0,0.00845557,0,0,0,0
940,0,0.0341941,0,0,0,0,0.0529712,0,0,0,0,0,0.0368362,0,0.0321672,0,0,0,0.0156985,0,0,0.0441782,0,0.0367878,0.0274099,0.0184238,0.0322993,0.0360472,0.0291077,0.0325328,0.04648,0.0417446,0.0379564,0.041086,0.0261375,0.032193,0.0202152,0.0505751,0.0201116,0.0230892,0,0.0208667,0,0.0381578,0,0,0.00801856,0,0,0.0228585,0.0445588,0.0443477,0.0276549,0.014107,0.0258883,0.0401763,0.04149,0.0666607,0.0526436,0.0306748,0.0573443,0.0391439,0.0451724,0.0692339,0.0210473,0.046631,0.00822296,0.012269,0.0611138,0.0577113,0,0,0,0,0.00847491,0,0,0,0
941,0,0.034322,0,0,0,0,0.0531748,0,0,0,0,0,0.0366349,0,0.0321434,0,0,0,0.0160566,0,0,0.0441147,0,0.0367143,0.0270624,0.0182888,0.0317431,0.0363516,0.029134,0.0325481,0.0461634,0.0414024,0.0379786,0.0411783,0.0261796,0.0321638,0.0204648,0.0504189,0.0200697,0.0232586,0,0.0213363,0,0.0378274,0,0,0.00734745,0,0,0.0231426,0.0447682,0.044569,0.0274739,0.0142884,0.0256631,0.0406263,0.0415267,0.0666225,0.0527317,0.0311121,0.0582194,0.0390563,0.045014,0.0693455,0.0209299,0.0466553,0.00853172,0.0125598,0.0614705,0.0576831,0,0,0,0,0.00865701,0,0,0,0
942,0,0.0342006,0,0,0,0,0.0534755,0,0,0,0,0,0.0368613,0,0.0321674,0,0,0,0.0168543,0,0,0.0441781,0,0.0363877,0.0267873,0.0184448,0.0313863,0.0366763,0.0293175,0.0323482,0.046096,0.0415754,0.0381307,0.0414107,0.026323,0.0323276,0.0201268,0.0505496,0.0188155,0.0228169,0,0.0215397,0,0.0376446,0,0,0.0080208,0,0,0.0236023,0.0445224,0.0447137,0.0275364,0.0141454,0.0254656,0.0410864,0.0416799,0.0668025,0.0528951,0.0311762,0.0586987,0.0390281,0.0449865,0.0693429,0.0213394,0.0465778,0.0104202,0.00918218,0.0618042,0.0575722,0,0,0,0,0.00971736,0,0,0,0
943,0,0.0346291,0,0,0,0,0.0532826,0,0,0,0,0,0.0385732,0,0.0329547,0,0,0,0.016283,0,0,0.0443893,0,0.036769,0.031905,0.0197073,0.0322009,0.0354485,0.0306751,0.0320782,0.0482786,0.0446209,0.0380733,0.0411608,0.0261797,0.0328949,0.018392,0.0526888,0.0196688,0.0225198,0,0.0218886,0,0.0370706,0,0,0.00801226,0,0,0.02374,0.0408139,0.0466842,0.0327587,0.0131238,0.0263551,0.0408067,0.0434433,0.0707543,0,0.0313101,0.056146,0.0366319,0.0430041,0.0675619,0.0216436,0.0468202,0.0105904,0.00944566,0.0614005,0.0568587,0,0,0,0,0.00964049,0,0,0,0
944,0,0.0352134,0,0,0,0,0.052911,0,0,0,0,0,0.0410171,0,0.0336953,0,0,0,0.0101407,0,0,0.0492456,0,0.0384217,0.0623232,0.021719,0.0380796,0.0346076,0.0320343,0.031389,0.0519401,0.0496871,0.0383347,0.0413219,0.0259823,0.0335333,0.0177178,0.0560366,0.0189009,0.0199938,0,0.019928,0,0.0355895,0,0,0.00828383,0,0,0.0240613,0.0372455,0.0436395,0.0359136,0.011155,0.0304712,0.0394864,0.0428393,0.0696922,0.0523532,0.0262783,0.0600059,0.0406328,0.0467789,0.0717576,0.0254138,0.0464345,0.0110644,0.0101948,0.0592259,0.058808,0,0,0,0,0.0105524,0,0,0,0
945,0,0.0351316,0,0,0,0,0.0530679,0,0,0,0,0,0.0417591,0,0.0344966,0,0,0,0.010596,0,0,0.049521,0,0.0389404,0.0767661,0.0227845,0.0388056,0.0341765,0.0336171,0.0314596,0.0531876,0.0516987,0.0385578,0.0414475,0.025978,0.0337594,0.0175513,0.0565785,0.0189063,0.0198801,0,0.0184578,0,0.0354681,0,0,0.00844979,0,0,0.0244621,0.0341304,0.0415145,0.0416567,0.00779733,0.0311668,0.0393142,0,0.073529,0.0534447,0.0273237,0.0591965,0.0405007,0.0472737,0.0723095,0.0239261,0.0470638,0.0116059,0.0110013,0.0591157,0.0587885,0,0,0,0,0.0108486,0,0,0,0
946,0,0.0354221,0,0,0,0,0.0528984,0,0,0,0,0,0.0421111,0,0.0343384,0,0,0,0.00973036,0,0,0.0499,0,0.0393031,0.0765622,0.0228151,0.0386518,0.0348974,0.0333103,0.0314961,0.0537647,0.0522404,0.0385038,0.0414297,0.025913,0.0338726,0.0176504,0.0562663,0.0197524,0.0194201,0,0.0194675,0,0.0351381,0,0,0.00705344,0,0,0.0246964,0.0353017,0.0432792,0.0384912,0.0105166,0.0314156,0.03976,0.0434527,0.0704062,0.0519471,0.0248577,0.060019,0.0412602,0.0473311,0.0724107,0.0263261,0.0471566,0.0108661,0.0148116,0.0586541,0.0599224,0,0,0,0,0.0101831,0,0,0,0
947,0,0.0356745,0,0,0,0,0.0528539,0,0,0,0,0,0.0419914,0,0.0342486,0,0,0,0.00959197,0,0,0.0500603,0,0.0391587,0.0744709,0.0227097,0.0375647,0.0350724,0.0332024,0.0313575,0.0536093,0.0521,0.0385393,0.0415826,0.0260453,0.0338309,0.0177797,0.0563309,0.0200162,0.0194824,0,0.0195024,0,0.0349784,0,0,0.007271,0,0,0.025071,0.0354605,0.0433296,0.0383097,0.0107296,0.0310185,0.0402513,0.0433937,0.070254,0.0518803,0.025057,0.0591181,0.0412971,0.0472659,0.0723288,0.0261885,0.0473922,0.0116218,0.0156049,0.0586638,0.0602926,0,0,0,0,0.0101545,0,0,0,0
948,0,0.0360061,0,0,0,0,0.0527661,0,0,0,0,0,0.0420292,0,0.0341603,0,0,0,0.009692,0,0,0.0501783,0,0.0390645,0.0743251,0.0226734,0.0368737,0.0351202,0.0332814,0.031238,0.0536687,0.0521118,0.0385364,0.0416666,0.0261192,0.0338176,0.0178567,0.0565926,0.0205361,0.0195354,0,0.019504,0,0.0348663,0,0,0.00773776,0,0,0.0253632,0.0357071,0.0432748,0.0383501,0.0107971,0.0307441,0.0406999,0.0433548,0.0702032,0.0518456,0.0251375,0.0591775,0.0412999,0.0472044,0.0722594,0.026064,0.0476442,0.0124838,0.0166223,0.0586658,0.0605724,0,0,0,0,0.0102583,0,0,0,0
949,0,0.0364164,0,0,0,0,0.0525657,0,0,0,0,0,0.0421125,0,0.0341421,0,0,0,0.0100762,0,0,0.0502708,0,0.0389487,0.0747325,0.0227345,0.0363842,0.0351536,0.0333828,0.0310999,0.0537334,0.0520355,0.0386518,0.0417628,0.0262023,0.0338649,0.0178448,0.0569754,0.0205324,0.0197413,0,0.0195261,0,0.0349035,0,0,0.00833207,0,0,0.025586,0.0363649,0.0432104,0.038645,0.0107469,0.0305087,0.041196,0.0438665,0.0702644,0.0518535,0.0251864,0.0605177,0.0412298,0.0471394,0.0721855,0.0258886,0.0478341,0.0133924,0.0177684,0.0585686,0.0608431,0,0,0,0,0.0105842,0,0,0,0
950,0,0.0368197,0,0,0,0,0.0522998,0,0,0,0,0,0.0421772,0,0.0340698,0,0,0,0.0104026,0,0,0.0503793,0,0.0388515,0.0747756,0.0229319,0.0364247,0.0352219,0.0329776,0.0308767,0.0537631,0.0518173,0.0389561,0.0419836,0.0263338,0.0339147,0.0178406,0.0572712,0.0199996,0.0199791,0,0.0195689,0,0.0349675,0,0,0.00868641,0,0,0.0260739,0.0374505,0.0432495,0.0390961,0.0107159,0.0302152,0.0418363,0.0447142,0.0703858,0.0519022,0.0251811,0.0612388,0.0411293,0.0470941,0.0721207,0.0257412,0.0479464,0.0145247,0.0184593,0.0584389,0.0612943,0,0,0,0,0.0110904,0,0,0,0
951,0,0.0374927,0,0,0,0,0.0518925,0,0,0,0,0,0.0418045,0,0.0342944,0,0,0,0.0113339,0,0,0.0501953,0,0.0383132,0.0744661,0.0231815,0.0353595,0.0346787,0.0326399,0.03051,0.0533192,0.0516391,0.0394561,0.0424116,0.0267043,0.0339031,0.0178539,0.0577865,0.0195942,0.0204427,0,0.0184123,0,0.0349553,0,0,0.0092579,0,0,0.0263894,0.0363582,0.0414532,0.0429566,0.00775247,0.0295466,0.0425532,0,0.0735503,0.0533053,0.0276108,0.0606626,0.0404239,0.047081,0.071942,0.0232634,0.048153,0.015692,0.0195902,0.0584869,0.0611005,0,0,0,0,0.0118293,0,0,0,0
952,0,0.0380945,0,0,0,0,0.051621,0,0,0,0,0,0.0424623,0,0.0340728,0,0,0,0.0111817,0,0,0.0505549,0,0.03889,0.0748219,0.0230874,0.0359982,0.0352749,0.0334365,0.0308084,0.0541526,0.0522044,0.0390799,0.0420239,0.026379,0.0339073,0.0176093,0.0577488,0.0190435,0.0200458,0,0.0194903,0,0.0349228,0,0,0.00929253,0,0,0.0265694,0.038152,0.0432982,0.039872,0.0105691,0.029818,0.0430179,0.0444187,0.0703678,0.051832,0.0248567,0.061129,0.0410114,0.047026,0.0719908,0.0255333,0.0478994,0.0170582,0.0210388,0.0580693,0.0623767,0,0,0,0,0.0122405,0,0,0,0
953,0,0.0383704,0,0,0,0,0.0508384,0,0,0,0,0,0.0419042,0,0.0339861,0,0,0,0.0116112,0,0,0.0505543,0,0.0381345,0.0729373,0.0246855,0.0353693,0.0348365,0,0.0306124,0.0540905,0.0535136,0.0399698,0.0426508,0.0273342,0.0345213,0.0184618,0.0577314,0.0190202,0.0193517,0,0.0178615,0,0.0353904,0,0,0.0127642,0,0,0.0262248,0.0341735,0.0418589,0.0441199,0.00680198,0.0281457,0.0409136,0,0.074703,0.0539153,0.0263375,0.0603619,0.0402519,0.0469755,0.0719735,0.0246549,0.0504577,0,0.0241963,0.0577297,0.0617544,0,0,0,0,0.0127575,0,0,0,0
954,0,0.0394051,0,0,0,0,0.0506914,0,0,0,0,0,0.042467,0,0.0336369,0,0,0,0.011578,0,0,0.0509482,0,0.0383781,0.0735477,0.0246662,0.0357924,0.0355479,0,0.0304068,0.0546931,0.0538063,0.0399671,0.0427563,0.0273606,0.034651,0.0184716,0.0580436,0.0192006,0.0190232,0,0.0190362,0,0.0352244,0,0,0.00956089,0,0,0.0274635,0.0362993,0.0437275,0.0414834,0.00980985,0.0286811,0.043532,0.0442085,0.0712992,0.0523999,0.0240275,0.061113,0.040945,0.0469384,0.0720678,0.0271487,0.0477563,0.0207081,0.0226003,0.0574683,0.0635961,0,0,0,0,0.0131449,0,0,0,0
955,0,0.0403856,0,0,0,0,0.0491686,0,0,0,0,0,0.0470176,0,0.0345632,0,0,0,0.0123631,0,0,0.0506752,0,0.0416544,0.0788424,0.0200449,0.0335584,0.0344113,0.113298,0.0362385,0.0564483,0.0488844,0.0339667,0.0363105,0.022595,0.0340829,0.00994882,0.0577736,0.0198256,0.0203929,0,0.0196144,0,0.0355806,0,0,0.0114191,0,0,0.0217543,0.0398014,0.0436981,0.0406332,0.0114863,0.0283554,0.0392792,0.043284,0.0694746,0.0519186,0.0271288,0.060876,0.0408514,0.0466341,0.0713734,0.0245698,0.0510959,0,0.0251251,0.0571956,0.0618419,0,0,0,0,0.0133569,0,0,0,0
956,0,0.0410016,0,0,0,0,0.0485447,0,0,0,0,0,0.0475072,0,0.0345063,0,0,0,0.0126133,0,0,0.0507337,0,0.0414707,0.0798095,0.0198322,0.0328523,0.0343584,0.120373,0.0364146,0.0563038,0.0483474,0.0337964,0.036092,0.0224754,0.034188,0.00912234,0.0581426,0.0201414,0.0203019,0,0.019681,0,0.0359109,0,0,0.0107328,0,0,0.022539,0.0389091,0.0437036,0.0408241,0.0115608,0.0281669,0.0393398,0.0430802,0.0692958,0.0518908,0.0275514,0.0608727,0.0408239,0.046601,0.0713281,0.0246922,0.0506755,0,0.0264219,0.0568058,0.0622143,0,0,0,0,0.0140053,0,0,0,0
957,0,0.0415687,0,0,0,0,0.0487904,0,0,0,0,0,0.047835,0,0.0341371,0,0,0,0.0132888,0,0,0.0507779,0,0.0407933,0.0808704,0.0199677,0.0317249,0.0352057,0.119235,0.0359102,0.0557144,0.0486735,0.0341623,0.0364919,0.0227176,0.0342472,0.00868939,0.0600527,0.0207469,0.0205821,0,0.0199457,0,0.0356076,0,0,0.0103999,0,0,0.0263766,0.0391321,0.0437318,0.0417885,0.0112417,0.0277643,0.0439873,0.0434139,0.0695958,0.0519895,0.0276037,0.0608394,0.0406583,0.0465098,0.0712847,0.0245119,0.0475667,0.0265566,0.0245397,0.0569953,0.0629548,0,0,0,0,0.0151866,0,0,0,0
958,0,0.0422523,0,0,0,0,0.0480591,0,0,0,0,0,0.048071,0,0.0340156,0,0,0,0.0132248,0,0,0.0509288,0,0.0402775,0.0811593,0.0201141,0.0314889,0.0350815,0.118453,0.0356811,0.0556176,0.0481822,0.0344071,0.0367124,0.0228666,0.0344252,0.00824405,0.0604441,0.0209717,0.0204498,0,0.0198699,0,0.0359595,0,0,0.0102074,0,0,0.0261172,0.0389582,0.0436242,0.0419732,0.0111493,0.0277332,0.0441891,0.0433735,0.0695652,0.0519065,0.0275953,0.0609827,0.0407297,0.0466262,0.0713014,0.0245776,0.0477772,0.0284506,0.0241776,0.0563376,0.063548,0,0,0,0,0.0159636,0,0,0,0
959,0,0.0431838,0,0,0,0,0.0470636,0,0,0,0,0,0.0481514,0,0.0340379,0,0,0,0.0132988,0,0,0.0509949,0,0.0396847,0.0813514,0.020192,0.031339,0.0349434,0.11869,0.0356506,0.0556825,0.0480901,0.0346213,0.036846,0.0230872,0.034747,0.00782025,0.0605437,0.0212,0.0200068,0,0.0194636,0,0.0361301,0,0,0.0102329,0,0,0.0258509,0.0394663,0.0434218,0.0420537,0.0113217,0.0277537,0.0442953,0.0431915,0.0694283,0.0517462,0.0276857,0.061265,0.0409344,0.0467689,0.0714458,0.0247826,0.0481569,0.0299143,0.0234296,0.0554181,0.0640557,0,0,0,0,0.0166837,0,0,0,0
960,0,0.0439735,0,0,0,0,0.0462628,0,0,0,0,0,0.0481103,0,0.0338692,0,0,0,0.0132683,0,0,0.0512937,0,0.0394854,0.081549,0.0203111,0.0313602,0.03479,0.118941,0.0356682,0.0557708,0.049044,0.0347399,0.0368538,0.02325,0.0350335,0.00778671,0.0606513,0.0210022,0.0197148,0,0.0194624,0,0.0359967,0,0,0.0102342,0,0,0.0256437,0.0383677,0.0434072,0.0417154,0.0113747,0.0277386,0.0442424,0.042913,0.069204,0.051601,0.0277107,0.0614732,0.0409583,0.046786,0.0716366,0.0249148,0.0484399,0.0312406,0.0223921,0.0546017,0.0643356,0,0,0,0,0.0171353,0,0,0,0
961,0,0.0439746,0,0,0,0,0.0460072,0,0,0,0,0,0.0485844,0,0.0340287,0,0,0,0.0129288,0,0,0.0516552,0,0.0397863,0.0821052,0.020039,0.0309856,0.0342121,0.118827,0.0355596,0.0555149,0.0498218,0.0344758,0.0367209,0.0229273,0.0346854,0.00765311,0.0605661,0.0207682,0.0200573,0,0.0196998,0,0.036316,0,0,0.0105479,0,0,0.025882,0.0378774,0.0436312,0.0418507,0.0111073,0.0275836,0.044098,0.0432561,0.0693468,0.0516733,0.0277891,0.0612057,0.0407378,0.0465416,0.071459,0.0250184,0.0489357,0.032433,0.0209084,0.0543849,0.0643027,0,0,0,0,0.017597,0,0,0,0
962,0,0.0445335,0,0,0,0,0.0452431,0,0,0,0,0,0.0482606,0,0.0338322,0,0,0,0.0134499,0,0,0.0515564,0,0.0393945,0.0820221,0.0202406,0.0313944,0.0347159,0.118845,0.0351181,0.0556674,0.0505678,0.0346915,0.0367792,0.0232692,0.035108,0.0075906,0.0605336,0.0195921,0.0196829,0,0.0194461,0,0.0366217,0,0,0.0110371,0,0,0.0253595,0.0383596,0.0434437,0.0416258,0.0111497,0.0274717,0.0442446,0.0431138,0.0693875,0.0515688,0.0271629,0.0614105,0.040854,0.0467313,0.0716691,0.0249556,0.0489658,0.0332185,0.0193248,0.0537482,0.0645534,0,0,0,0,0.0181983,0,0,0,0
