Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LTIBI,,RTHI,RTHII,x74,x80,x78,x82
38,0.0475472,0,0,0,0,0.0443353,0,0,0,0,0,0,0.0442237,0.0189729,0.0577957,0,0,0.0137608,0,0,0.0495274,0.141548,0.0528302,0.0280309,0.0379947,0.0456251,0.0436181,0,0.0465468,0.0706166,0.0648395,0.043152,0.0339414,0.0617421,0.0131117,0.0592182,0.0170379,0.0189878,0.0282477,0,0.0241105,0.0725809,0.040801,0,0,0.0116931,0,0,0.0228441,0.0505124,0.0476406,0.0192801,0.0206012,0.0402122,0.0458736,0.0674222,0.0363061,0.0492867,0.0315229,0.0384912,0.0607472,0.0152293,0.0487421,0.0253786,0.0173528,0.052047,0.0693711,0,0,0,0,0,0,0,0,0,0,0
39,0.0470935,0,0,0,0,0.0447214,0,0,0,0,0,0,0.0446613,0.0187985,0.0576554,0,0,0.0133225,0,0,0.049569,0.141552,0.0529328,0.0279364,0.0378257,0.0450719,0.044258,0,0.0464651,0.0703018,0.0645215,0.0430884,0.0338363,0.0616334,0.012692,0.0582831,0.0173601,0.0192636,0.0287811,0,0.0244357,0.0727864,0.0410919,0,0,0.0113974,0,0,0.0233173,0.0501014,0.0477624,0.0198194,0.0208533,0.0396286,0.0458399,0.0679733,0.0365096,0.0490306,0.0312634,0.0381413,0.0605595,0.0148328,0.0489907,0.0256345,0.017391,0.0524364,0.0691344,0,0,0,0,0,0,0,0,0,0,0
40,0.0475326,0,0,0,0,0.0444496,0,0,0,0,0,0,0.0443196,0.0191095,0.0576978,0,0,0.0136958,0,0,0.0496441,0.141595,0.0529056,0.0280188,0.0379092,0.0455274,0.0438077,0,0.0465108,0.0706005,0.0647853,0.0435773,0.0339626,0.0617,0.0130926,0.0592324,0.0169277,0.0188844,0.0281963,0,0.0241445,0.0725667,0.0408102,0,0,0.0115033,0,0,0.0225905,0.0504774,0.0476935,0.0193635,0.0206839,0.0401412,0.0460195,0.0674832,0.0363853,0.0492355,0.0314579,0.0384313,0.0607086,0.0151444,0.0485889,0.0254901,0.0173255,0.052169,0.0693745,0,0,0,0,0,0,0,0,0,0,0
41,0.0475821,0,0,0,0,0.0444224,0,0,0,0,0,0,0.0443754,0.019217,0.0576516,0,0,0.0136654,0,0,0.0497329,0.141634,0.052899,0.0280128,0.0377836,0.0456475,0.0438084,0,0.0465108,0.0705686,0.0648352,0.0437696,0.0341105,0.061811,0.0129282,0.0593557,0.0168093,0.0188901,0.028104,0,0.0241586,0.0725593,0.0408052,0,0,0.011404,0,0,0.0224555,0.0505834,0.0476568,0.0191796,0.0206551,0.0402435,0.0460469,0.0674391,0.0363963,0.0491775,0.0314272,0.0384268,0.0607181,0.0152149,0.0484881,0.0255019,0.017272,0.0523242,0.0694108,0,0,0,0,0,0,0,0,0,0,0
42,0.0476107,0,0,0,0,0.044199,0,0,0,0,0,0,0.0477716,0.020162,0.0572365,0,0,0.0137525,0,0,0.0489598,0.141585,0.0509454,0.0279033,0.0356027,0.0452001,0.0450507,0,0.046481,0.0697614,0.0636098,0.0407153,0.032875,0.0587151,0.00977524,0.0578923,0.0177389,0.0199082,0.027975,0,0.0239268,0.0724918,0.0413333,0,0,0.0116287,0,0,0.0226137,0.05011,0.0472041,0.0194937,0.0204786,0.0396271,0.0459509,0.0677763,0.0362446,0.0493638,0.0315628,0.0386167,0.0610054,0.015299,0.0488526,0.0257997,0.017542,0.052441,0.069365,0,0,0,0.0375867,0,0,0,0,0,0,0
43,0.0472535,0,0,0,0,0.0446741,0,0,0,0,0,0,0.0481292,0.0202085,0.0573302,0,0,0.0144065,0,0,0.048564,0.142096,0.0508876,0.0278764,0.0357415,0.0428712,0.0445194,0,0.0467109,0.0695164,0.0633273,0.040091,0.0325478,0.0585473,0.00941127,0.0576001,0.0183252,0.0200417,0.0273964,0,0.0237495,0.0750276,0.0417472,0,0,0.0110598,0,0,0.022813,0.0475776,0.0471934,0,0.0203629,0.0374958,0.0466679,0.0698032,0.0364589,0.0492615,0.0314674,0.038524,0.0611354,0.0159627,0.0488267,0.0255674,0.0171867,0.0535726,0.0682292,0,0,0,0.0373765,0,0,0,0,0,0,0
44,0.0464591,0,0,0,0,0.0447215,0,0,0,0,0,0,0.0475039,0.0204994,0.0577107,0,0,0.015491,0,0,0.0481365,0.142714,0.0509481,0.0287329,0.0363495,0.044003,0.0448323,0,0.047056,0.0701775,0.0638401,0.0399121,0.0323572,0.0585362,0.0100206,0.0558045,0.0186419,0.0190186,0.0268927,0,0.0234578,0.0748148,0.0428337,0,0,0.0100924,0,0,0.0199344,0.0477706,0.0471724,0,0.0198443,0.0378532,0.0440655,0.0693769,0.0357712,0.0494253,0.0315355,0.0387553,0.0613452,0.0162553,0.0504126,0,0.0204525,0.0533051,0.0682625,0,0,0,0.0374519,0,0,0,0,0,0,0
45,0.0465346,0,0,0,0,0.044964,0,0,0,0,0,0,0.0444545,0.0192106,0.0582357,0,0,0.0147457,0,0,0.0489356,0.142813,0.053153,0.0289109,0.0384294,0.044671,0.0432199,0,0.0471009,0.0709719,0.0651005,0.0425188,0.0336407,0.0618553,0.0129035,0.0582233,0.0173246,0.0179342,0.027113,0,0.0239068,0.0748598,0.0418365,0,0,0.00964074,0,0,0.0192812,0.0483359,0.0478364,0,0.020135,0.0387253,0.0442794,0.0692737,0.0360757,0.0489277,0.0311168,0.0382635,0.0607833,0.016195,0.0495434,0,0.019901,0.0530915,0.0682272,0,0,0,0,0,0,0,0,0,0,0
46,0.0476778,0,0,0,0,0.0442654,0,0,0,0,0,0,0.0475315,0.0196886,0.0571208,0,0,0.0147782,0,0,0.048523,0.141581,0.050977,0.0278916,0.0360668,0.0450743,0.0461358,0,0.046511,0.0696895,0.0635757,0.0407137,0.0327872,0.0589109,0.00996432,0.0566762,0.0185794,0.0190546,0.0278218,0,0.0235701,0.0723972,0.0415592,0,0,0.0120833,0,0,0.0228893,0.0499276,0.0468319,0.0195427,0.0201823,0.0393956,0.0464063,0.0678185,0.0359929,0.0495514,0.031682,0.0388408,0.0611961,0.0152404,0.0487754,0.0286516,0.0159344,0.0525595,0.0695243,0,0,0,0.0378175,0,0,0,0,0,0,0
47,0.0476039,0,0,0,0,0.0443629,0,0,0,0,0,0,0.0475495,0.0198087,0.0571052,0,0,0.0148958,0,0,0.0484505,0.141426,0.0509698,0.027749,0.0359943,0.0449799,0.0462167,0,0.0464709,0.0695802,0.0635283,0.0410019,0.032825,0.0588332,0.00985023,0.0570527,0.0185905,0.0188836,0.0279424,0,0.0236265,0.0724288,0.0415014,0,0,0.0128192,0,0,0.0220779,0.0499669,0.0469101,0.0195864,0.0202725,0.039374,0.0465776,0.067904,0.0361286,0.0494648,0.0316233,0.0387951,0.0610966,0.0151981,0.0484975,0.0268946,0.0162546,0.0527185,0.0694437,0,0,0,0.037772,0,0,0,0,0,0,0
48,0.0476644,0,0,0,0,0.0442835,0,0,0,0,0,0,0.0473127,0.0197749,0.0570143,0,0,0.0150901,0,0,0.0483272,0.141267,0.0508502,0.0276887,0.0360266,0.0449137,0.0465238,0,0.0463933,0.0695332,0.0635918,0.040837,0.0330928,0.0589443,0.00991684,0.0566199,0.0188812,0.0189979,0.0278817,0,0.0235269,0.072475,0.0416865,0,0,0.0125918,0,0,0.0220661,0.0499118,0.0468096,0.0195775,0.0201786,0.0393061,0.0465861,0.0679176,0.0360397,0.0495736,0.0316556,0.0389002,0.0611981,0.0152227,0.0485329,0.026633,0.0166289,0.0527424,0.0695263,0,0,0,0.0378031,0,0,0,0,0,0,0
49,0.0477,0,0,0,0,0.0442828,0,0,0,0,0,0,0.0472025,0.0197467,0.0569868,0,0,0.0151207,0,0,0.0483098,0.141209,0.0507959,0.0276452,0.0360248,0.0449093,0.0465584,0,0.0463487,0.0695314,0.0635966,0.040745,0.0329764,0.0589617,0.00995115,0.0565953,0.0188797,0.0189667,0.0278881,0,0.0235475,0.072503,0.0416598,0,0,0.0122487,0,0,0.0221745,0.0498772,0.046806,0.0196161,0.0201791,0.0393207,0.0465558,0.0679025,0.0360773,0.0496184,0.0316059,0.0388413,0.0612251,0.0152291,0.0484867,0.0265744,0.0169032,0.0528052,0.0695497,0,0,0,0.0375324,0,0,0,0,0,0,0
50,0.0477423,0,0,0,0,0.0442701,0,0,0,0,0,0,0.0473076,0.0197201,0.0569797,0,0,0.0151429,0,0,0.0482968,0.141081,0.0508253,0.027627,0.0360303,0.0448958,0.0465953,0,0.0463335,0.069546,0.0636271,0.0410005,0.0328706,0.0589493,0.00996492,0.0565353,0.018878,0.018928,0.0278879,0,0.0235334,0.072494,0.0416491,0,0,0.0119941,0,0,0.0222832,0.0498412,0.0468255,0.0196158,0.0201923,0.039328,0.0465536,0.0679234,0.0361178,0.0495936,0.0315647,0.0387989,0.0612454,0.0152602,0.0484644,0.0264841,0.0170985,0.0528393,0.0695804,0,0,0,0.037107,0,0,0,0,0,0,0
51,0.047749,0,0,0,0,0.0442756,0,0,0,0,0,0,0.0474974,0.0195465,0.0570759,0,0,0.0151721,0,0,0.0482664,0.141163,0.0509392,0.0276939,0.0360023,0.0448931,0.0465957,0,0.0463715,0.0695577,0.0636158,0.0409118,0.032747,0.0589896,0.00981213,0.0565191,0.0188102,0.0188945,0.0278639,0,0.0235105,0.0724533,0.041651,0,0,0.0117914,0,0,0.0222738,0.0498662,0.0468276,0.0195698,0.0202038,0.0393471,0.0465082,0.067953,0.0361621,0.0495417,0.0315324,0.0387586,0.0612645,0.0152971,0.0484114,0.0263325,0.0172613,0.0527635,0.0695832,0,0,0,0.0374826,0,0,0,0,0,0,0
52,0.0478223,0,0,0,0,0.0442791,0,0,0,0,0,0,0.0437165,0.0187307,0.0573826,0,0,0.0150622,0,0,0.048233,0.141255,0.0529292,0.0278152,0.0380705,0.0453204,0.0465352,0,0.0463183,0.0703373,0.0649282,0.0436443,0.0344342,0.0624697,0.0132674,0.0566662,0.018692,0.0188052,0.0277132,0,0.0234726,0.0723726,0.0416557,0,0,0.0115937,0,0,0.0220553,0.0502953,0.04697,0.0192124,0.0200513,0.0399265,0.0466785,0.0675896,0.0361164,0.0495859,0.0316237,0.0387917,0.0612234,0.0153614,0.0481761,0.025741,0.01726,0.052536,0.0698539,0,0,0,0,0,0,0,0,0,0,0
53,0.0478895,0,0,0,0,0.0442392,0,0,0,0,0,0,0.0435187,0.0187757,0.0573103,0,0,0.0151328,0,0,0.0481804,0.141178,0.0529517,0.0277823,0.038018,0.0452946,0.046736,0,0.0463179,0.0702924,0.0649556,0.0439208,0.0344976,0.062568,0.0134633,0.0564435,0.0188653,0.0188965,0.0276743,0,0.0233952,0.0723323,0.0417505,0,0,0.0115171,0,0,0.0220271,0.0502599,0.046892,0.0192801,0.01998,0.0398913,0.0466954,0.0675343,0.0360485,0.0496914,0.0316796,0.0388312,0.0612329,0.0154001,0.0481872,0.0259263,0.0173538,0.0526088,0.0699056,0,0,0,0,0,0,0,0,0,0,0
54,0.0479558,0,0,0,0,0.0442648,0,0,0,0,0,0,0.0470947,0.0197115,0.0569623,0,0,0.0151268,0,0,0.0482514,0.140877,0.0509905,0.0275845,0.0358288,0.0447322,0.0466724,0,0.0463747,0.0694436,0.0635528,0.0408977,0.0328064,0.0590668,0.0100767,0.0566542,0.0190267,0.0188941,0.0277871,0,0.0234535,0.0724379,0.0415492,0,0,0.0114413,0,0,0.0220329,0.0497647,0.0467625,0.0198522,0.020166,0.0392631,0.0465765,0.0679821,0.0361736,0.0495981,0.031539,0.0387239,0.0612196,0.0154354,0.0482856,0.0286904,0.0173454,0.052758,0.0696137,0,0,0,0.0379427,0,0,0,0,0,0,0
55,0.0480968,0,0,0,0,0.0441801,0,0,0,0,0,0,0.043311,0.0187266,0.0572424,0,0,0.0151001,0,0,0.0482451,0.140637,0.0528817,0.0275347,0.0380446,0.0451071,0.0468347,0,0.0462033,0.0702019,0.0649937,0.043426,0.034695,0.0626554,0.0135258,0.0565621,0.0189013,0.0189029,0.0276641,0,0.02337,0.0724389,0.0416168,0,0,0.0113504,0,0,0.0216661,0.0500628,0.0468811,0.0194804,0.0200094,0.0397466,0.0468499,0.0677501,0.0360558,0.0497143,0.0316211,0.0388231,0.0612373,0.0153687,0.0481007,0.0306269,0.0170869,0.0526607,0.0699752,0,0,0,0,0,0,0,0,0,0,0
56,0.0472692,0,0,0,0,0.044651,0,0,0,0,0,0,0.0435659,0.0187988,0.0574598,0,0,0.0149103,0,0,0.0484352,0.140759,0.0529959,0.0279946,0.0380318,0.0454082,0.046424,0,0.04638,0.0703177,0.0649523,0.0430952,0.0344228,0.0623233,0.0131831,0.056343,0.0187574,0.0186549,0.0278393,0,0.0235499,0.072479,0.0417885,0,0,0.0113462,0,0,0.0236642,0.0500237,0.0471171,0.019106,0.0201116,0.0397502,0.0465744,0.067872,0.0360553,0.0494944,0.0313876,0.0385528,0.0610054,0.0153395,0.0482327,0.0162903,0.0180878,0.0527295,0.0696197,0,0,0,0,0,0,0,0,0,0,0
57,0.0465035,0,0,0,0,0.0450871,0,0,0,0,0,0,0.0439921,0.0190703,0.0577044,0,0,0.0151213,0,0,0.048377,0.141518,0.0530701,0.0283578,0.0381691,0.0437567,0.0452611,0,0.0467717,0.070402,0.0649544,0.0428831,0.0342772,0.0620784,0.0128004,0.0561146,0.0188866,0.0185245,0.0270642,0,0.0234856,0.074937,0.0425597,0,0,0.0111402,0,0,0.0220224,0.0477438,0.0472826,0,0.0200186,0.0379683,0.0459255,0.069542,0.036166,0.0492208,0.0311519,0.0383435,0.0609966,0.0162113,0.0485636,0,0.0205041,0.0535976,0.0683128,0,0,0,0,0,0,0,0,0,0,0
58,0.0451322,0,0,0,0,0.0457319,0,0,0,0,0,0,0.0441187,0.0198219,0.0582858,0,0,0.0149729,0,0,0.0485852,0.142227,0.0531912,0.0295773,0.0382877,0.0451419,0.0447884,0,0.0473009,0.0709085,0.0651701,0.0425247,0.0336226,0.0614663,0.0127311,0.0558854,0.0187052,0.0182373,0.0270602,0,0.0235999,0.074719,0.0428304,0,0,0.0252021,0,0,0.0331626,0.0480275,0.047737,0,0.0200781,0.0383732,0.0490177,0.0692987,0.0359031,0.0488655,0.0308874,0.0380686,0.0606655,0.0163833,0.0481358,0.0576478,0.0297165,0.0538387,0.0678935,0,0,0,0,0,0,0,0,0,0,0
59,0.0468542,0,0,0,0,0.0447671,0,0,0,0,0,0,0.0436017,0.0192767,0.0577145,0,0,0.0152589,0,0,0.0481391,0.141418,0.0529434,0.0285536,0.0382911,0.0440585,0.0453153,0,0.0468331,0.0704261,0.065254,0.0435008,0.0344579,0.0622461,0.0131156,0.0561605,0.0189375,0.018807,0.0266753,0,0.0232234,0.0750075,0.0424504,0,0,0.010519,0,0,0.0236448,0.0476441,0.0471266,0,0.0196472,0.0380349,0.0461049,0.0694337,0.0358061,0.0494452,0.0312696,0.0385855,0.0612743,0.0163639,0.0485782,0,0.0223252,0.0534752,0.068492,0,0,0,0,0,0,0,0,0,0,0
60,0.0471333,0,0,0,0,0.0448856,0,0,0,0,0,0,0.0436466,0.0189156,0.0574288,0,0,0.0150964,0,0,0.0483766,0.140738,0.0528761,0.0280437,0.037955,0.043233,0.0453701,0,0.0466494,0.0700415,0.0648292,0.0432409,0.0342324,0.0620574,0.0129037,0.0565327,0.0190359,0.0186627,0.0270811,0,0.0233813,0.0751617,0.0420469,0,0,0.00980601,0,0,0.0240687,0.047391,0.0471285,0,0.0200255,0.0376097,0.0469967,0.0698442,0.0362018,0.0492794,0.0312029,0.0383781,0.0611415,0.0161758,0.0482848,0.0150266,0.0195721,0.053816,0.0683976,0,0,0,0,0,0,0,0,0,0,0
61,0.0464249,0,0,0,0,0.0450841,0,0,0,0,0,0,0.0435912,0.0191566,0.0577302,0,0,0.0150466,0,0,0.0485044,0.141001,0.0529654,0.0284153,0.0380402,0.0435611,0.0448289,0,0.0468576,0.070326,0.0649002,0.0429883,0.0338771,0.0618663,0.0129869,0.0559496,0.0188079,0.0182512,0.0270215,0,0.0234886,0.0751914,0.0426821,0,0,0.0106868,0,0,0.0188371,0.0474945,0.0474007,0,0.0200536,0.0377368,0.0448159,0.069721,0.0361448,0.0491038,0.0310617,0.0382399,0.0609889,0.016297,0.049202,0,0.0194715,0.053726,0.0681386,0,0,0,0,0,0,0,0,0,0,0
62,0.0473798,0,0,0,0,0.0449285,0,0,0,0,0,0,0.043532,0.0187539,0.0574149,0,0,0.0152043,0,0,0.0482732,0.140563,0.0527927,0.0277232,0.0378903,0.0427482,0.0454766,0,0.046472,0.069931,0.064712,0.0435938,0.0344458,0.0621254,0.0129991,0.0568333,0.0191712,0.0186718,0.0270871,0,0.0233519,0.0752221,0.0417725,0,0,0.0117624,0,0,0.0221358,0.0473158,0.0469456,0,0.0200059,0.0374398,0.0477748,0.0698097,0.0362695,0.0493819,0.0312671,0.0384701,0.0612566,0.0160579,0.0479031,0.0313742,0.0159992,0.0537133,0.0684883,0,0,0,0,0,0,0,0,0,0,0
63,0.0472691,0,0,0,0,0.0446709,0,0,0,0,0,0,0.0433522,0.0187413,0.0572824,0,0,0.0147921,0,0,0.0484509,0.139962,0.0526509,0.0278015,0.0377102,0.0448898,0.046224,0,0.0461629,0.0699532,0.0645808,0.043477,0.0346325,0.0618437,0.013185,0.0564927,0.0189709,0.0187117,0.0279572,0,0.0235785,0.0726088,0.0416828,0,0,0.0115314,0,0,0.0223107,0.0496603,0.0470765,0.0198315,0.0201149,0.0392578,0.0466331,0.0680173,0.0360755,0.0494043,0.0313101,0.0384014,0.0610117,0.0151912,0.0483805,0.0263078,0.0170197,0.052818,0.0694099,0,0,0,0,0,0,0,0,0,0,0
64,0.0475414,0,0,0,0,0.0443609,0,0,0,0,0,0,0.0431925,0.0187992,0.057351,0,0,0.0148824,0,0,0.0484204,0.139997,0.0528347,0.0278365,0.037982,0.0451926,0.0464068,0,0.0461824,0.0701661,0.0649304,0.0437509,0.0347706,0.0623152,0.0133183,0.0565455,0.0189522,0.0186351,0.0277589,0,0.023397,0.0725096,0.0417273,0,0,0.0114254,0,0,0.0222384,0.0498911,0.0470017,0.0194439,0.0200831,0.0395637,0.0467042,0.0678371,0.0360475,0.0494726,0.0313726,0.0385474,0.0610843,0.0152962,0.0483892,0.026055,0.0170381,0.0525462,0.0696024,0,0,0,0,0,0,0,0,0,0,0
65,0.047579,0,0,0,0,0.0443201,0,0,0,0,0,0,0.0431203,0.0186912,0.0573163,0,0,0.0149022,0,0,0.0484415,0.140026,0.0528398,0.0278081,0.0380147,0.0451795,0.0463846,0,0.0461932,0.0701868,0.0649927,0.0436801,0.0349272,0.0623581,0.0132963,0.0565679,0.0191274,0.018591,0.0277013,0,0.0234219,0.072555,0.041723,0,0,0.0113566,0,0,0.0221863,0.0499526,0.0470046,0.0194067,0.0200381,0.0395583,0.0466564,0.0677997,0.0360289,0.0494242,0.0313548,0.0385791,0.0610733,0.015342,0.0484767,0.0266359,0.0171,0.0525842,0.0695986,0,0,0,0,0,0,0,0,0,0,0
66,0.0472148,0,0,0,0,0.0447643,0,0,0,0,0,0,0.043573,0.0186637,0.0574435,0,0,0.0151662,0,0,0.0483269,0.140622,0.0528062,0.02782,0.0379292,0.0429365,0.0453782,0,0.0464877,0.0700077,0.0647908,0.0433229,0.0346808,0.0620892,0.0128079,0.0567201,0.0194949,0.0187532,0.0270158,0,0.0233793,0.0751571,0.0420093,0,0,0.0106633,0,0,0.0224098,0.0475291,0.046997,0,0.0200147,0.037536,0.0473182,0.0696633,0.036248,0.0492793,0.0312224,0.0384181,0.0611578,0.0159904,0.0484092,0.0263203,0.0167116,0.0535469,0.0683983,0,0,0,0,0,0,0,0,0,0,0
67,0.047499,0,0,0,0,0.0442726,0,0,0,0,0,0,0.0432488,0.0185825,0.0573667,0,0,0.0149198,0,0,0.0485517,0.140254,0.0528432,0.0278876,0.0379351,0.0450857,0.0462856,0,0.0462831,0.0701884,0.064911,0.0434597,0.0348105,0.0622274,0.0131597,0.0565156,0.0191191,0.0185845,0.027676,0,0.0234641,0.0725827,0.0417657,0,0,0.0112252,0,0,0.0224153,0.0499346,0.0470473,0.0196048,0.0200374,0.0395035,0.0466783,0.0677733,0.0360075,0.0494209,0.0313612,0.0385357,0.0610382,0.0153055,0.0484804,0.02636,0.0172016,0.0525458,0.0695532,0,0,0,0,0,0,0,0,0,0,0
68,0.0474317,0,0,0,0,0.0442738,0,0,0,0,0,0,0.0433179,0.0186147,0.057301,0,0,0.014903,0,0,0.0485545,0.140566,0.0528953,0.0279131,0.0379499,0.045191,0.0462846,0,0.046241,0.0701779,0.0649422,0.0434442,0.0346201,0.0623027,0.0130953,0.0565855,0.018979,0.0184747,0.0276881,0,0.0234294,0.0724728,0.0417879,0,0,0.0112099,0,0,0.0224519,0.0500628,0.0470939,0.0193385,0.0200865,0.0396218,0.0465988,0.067698,0.0360785,0.0494255,0.0313558,0.0385543,0.0610389,0.0152599,0.0485436,0.0263435,0.0172404,0.0525713,0.0696019,0,0,0,0,0,0,0,0,0,0,0
69,0.0471001,0,0,0,0,0.0447168,0,0,0,0,0,0,0.0437532,0.0187704,0.0574165,0,0,0.0151396,0,0,0.0484505,0.141136,0.0528591,0.0278923,0.0378738,0.0429879,0.0453126,0,0.0464677,0.0700085,0.0647666,0.043167,0.0344064,0.0620855,0.0127386,0.0568177,0.0192362,0.0185118,0.0271051,0,0.0233563,0.0750091,0.0420648,0,0,0.0105606,0,0,0.0225214,0.0476608,0.0471251,0,0.02006,0.0376092,0.0472007,0.0695704,0.0363522,0.0493186,0.0312397,0.0384267,0.0611293,0.015901,0.0485225,0.0261584,0.0168398,0.0536496,0.0684557,0,0,0,0,0,0,0,0,0,0,0
70,0.0470715,0,0,0,0,0.044574,0,0,0,0,0,0,0.0435615,0.0187618,0.0573201,0,0,0.01483,0,0,0.0486197,0.140809,0.0527061,0.0278525,0.0376899,0.04496,0.0459886,0,0.0462057,0.0699917,0.0646825,0.0428827,0.0344414,0.0619013,0.0130472,0.056597,0.019032,0.0183858,0.0278171,0,0.0236073,0.0724989,0.0417715,0,0,0.0111898,0,0,0.0226672,0.0499562,0.0472251,0.0196684,0.0201537,0.0393871,0.0463761,0.0677995,0.0361397,0.0493118,0.0313175,0.038403,0.0609371,0.0151161,0.0488048,0.0265213,0.0173569,0.0527871,0.0694499,0,0,0,0,0,0,0,0,0,0,0
71,0.0473152,0,0,0,0,0.0442955,0,0,0,0,0,0,0.0434993,0.0187585,0.0574443,0,0,0.0149477,0,0,0.0485779,0.141014,0.0528826,0.0278828,0.0379205,0.045233,0.046177,0,0.0462564,0.0701715,0.064955,0.0431064,0.034754,0.062371,0.0133914,0.0565567,0.0189472,0.0183528,0.027676,0,0.0234428,0.0723772,0.0418322,0,0,0.0112133,0,0,0.0225402,0.0501906,0.047066,0.0192998,0.0201219,0.0397084,0.046488,0.0675773,0.0360705,0.0494108,0.031376,0.0385619,0.0610689,0.0152057,0.0487778,0.0263745,0.0172888,0.0522892,0.0696893,0,0,0,0,0,0,0,0,0,0,0
72,0.0472622,0,0,0,0,0.0442944,0,0,0,0,0,0,0.0435891,0.0187388,0.0573897,0,0,0.0149443,0,0,0.0485746,0.141118,0.0529159,0.0279176,0.0379324,0.0452329,0.0461591,0,0.0462524,0.0701,0.0649426,0.0432668,0.0348017,0.0623858,0.0133783,0.0565013,0.0189408,0.0184062,0.0277184,0,0.0234432,0.0724087,0.0418652,0,0,0.0112071,0,0,0.0225918,0.0502088,0.0470423,0.0192111,0.0201001,0.0397049,0.0464394,0.067559,0.0360573,0.0493805,0.0313735,0.038573,0.0611109,0.0151679,0.0488473,0.0263856,0.0172995,0.0523382,0.0696717,0,0,0,0,0,0,0,0,0,0,0
73,0.046902,0,0,0,0,0.0447274,0,0,0,0,0,0,0.0439834,0.0187905,0.0575506,0,0,0.0151601,0,0,0.0484414,0.141725,0.0529445,0.0279439,0.0379043,0.0430223,0.0451522,0,0.0465272,0.069849,0.0647173,0.0432028,0.0344582,0.0621996,0.0129031,0.0566434,0.0192323,0.0186543,0.027121,0,0.0233898,0.0749742,0.0421766,0,0,0.0105907,0,0,0.0227315,0.0477787,0.0470471,0,0.0200215,0.037695,0.0470724,0.0694728,0.0362396,0.0492996,0.0312397,0.0384338,0.0612707,0.0158176,0.0487555,0.0260748,0.0168866,0.0534166,0.0685098,0,0,0,0,0,0,0,0,0,0,0
74,0.0468849,0,0,0,0,0.0445841,0,0,0,0,0,0,0.043592,0.0186824,0.0573401,0,0,0.0147618,0,0,0.0486067,0.141211,0.0528604,0.0279122,0.0377283,0.0449357,0.0457476,0,0.0463012,0.0699448,0.064586,0.0431051,0.0343759,0.0620148,0.0128583,0.0564597,0.0190207,0.0185294,0.0279039,0,0.0236162,0.0725427,0.0418883,0,0,0.0112081,0,0,0.0229108,0.0500252,0.0472011,0.0195041,0.0201505,0.0393839,0.0462271,0.0677054,0.0360611,0.04928,0.0312996,0.0384021,0.0610553,0.0150295,0.0490254,0.0263975,0.0173811,0.0525471,0.069373,0,0,0,0,0,0,0,0,0,0,0
75,0.0471649,0,0,0,0,0.0442691,0,0,0,0,0,0,0.0434284,0.0187352,0.0574411,0,0,0.0148561,0,0,0.0485539,0.141259,0.053025,0.027957,0.0379385,0.0452156,0.0460114,0,0.0463479,0.0702097,0.0648645,0.0435076,0.0346782,0.0624405,0.0129823,0.0564288,0.0188928,0.018386,0.0277291,0,0.0234281,0.0724004,0.0419128,0,0,0.0112463,0,0,0.0228252,0.0502392,0.0471026,0.019166,0.0201271,0.0396838,0.046295,0.0675249,0.0360356,0.0493901,0.0313745,0.0385571,0.0611711,0.0151699,0.0489513,0.0260904,0.0172519,0.052169,0.069563,0,0,0,0,0,0,0,0,0,0,0
76,0.0469105,0,0,0,0,0.044383,0,0,0,0,0,0,0.0472951,0.0198573,0.0571316,0,0,0.0149843,0,0,0.0484268,0.141107,0.0509719,0.0279073,0.0356566,0.0448036,0.0458187,0,0.046403,0.0693692,0.0633705,0.0403308,0.0328722,0.0586684,0.00934186,0.0564334,0.0190956,0.0186702,0.0276273,0,0.0234446,0.0723389,0.0418761,0,0,0.0114036,0,0,0.0230955,0.0499036,0.0469963,0.0196399,0.0202597,0.0391781,0.0459627,0.0678257,0.0361119,0.0493492,0.0313648,0.0385045,0.0611135,0.0152412,0.0493292,0.0263169,0.017479,0.0523929,0.0692268,0,0,0,0.0376694,0,0,0,0,0,0,0
77,0.0470769,0,0,0,0,0.0442518,0,0,0,0,0,0,0.0434521,0.0187183,0.0574415,0,0,0.01484,0,0,0.0486246,0.141178,0.0529992,0.027956,0.0379566,0.0452258,0.0460894,0,0.0463233,0.0702143,0.0648818,0.0433509,0.0347551,0.0624437,0.0129811,0.0564588,0.0188392,0.0185813,0.027713,0,0.0234107,0.0723315,0.0419165,0,0,0.011289,0,0,0.0229311,0.0502547,0.0470748,0.0192362,0.0201165,0.0396938,0.0461762,0.0675214,0.0360293,0.0493823,0.0313644,0.0385286,0.0610617,0.0151774,0.0491542,0.0260678,0.0172803,0.0523639,0.0695746,0,0,0,0,0,0,0,0,0,0,0
