Timestep,C7,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,CBL,IMUL_M,R5HD
230,0.0423211,0,0,0,0.0499916,0,0,0,0,0,0.0408004,0,0.0277797,0.0362756,0,0,0.0200494,0,0,0.0480341,0.0412181,0.0352477,0.0245378,0.0143145,0.0305535,0.0388486,0.0317969,0.0380053,0.0387754,0.0304516,0.0318715,0.0352001,0.0204017,0.0241332,0.0148631,0.0606239,0.0232899,0.0128947,0.0319334,0.0249714,0.0532204,0.0376022,0,0,0.00962425,0,0,0.0287456,0.0460239,0.0485689,0.0281033,0.0130549,0.0298957,0.0526849,0.0489603,0,0,0.0365259,0.0501152,0.0283181,0.0371892,0.0634544,0.0162276,0.0409511,0.0288374,0.0130922,0.0604855,0.0639683,0,0,0,0,0,0,0
231,0.0420607,0,0,0,0.0502825,0,0,0,0,0,0.0401794,0,0.0271587,0.0369811,0,0,0.0193563,0,0,0.0483364,0.0397513,0.0353147,0.0239379,0.0142297,0.0321868,0.0400332,0.0312276,0.0387213,0.0386807,0.0296754,0.0316606,0.0348886,0.020285,0.0237516,0.0158396,0.0599119,0.0224089,0.0130683,0.021803,0.0235398,0.0503936,0.0375867,0,0,0.0101783,0,0,0.0287763,0.0489855,0.0468864,0.0248328,0.014479,0.0315957,0.0532363,0.0431996,0.0695464,0,0.0344102,0.0539276,0.0339357,0.0401556,0.0649462,0.0228677,0.0403408,0.0277576,0.0139879,0.0606875,0.0649212,0,0,0,0,0,0,0
232,0.0419675,0,0,0,0.0506266,0,0,0,0,0,0.0397506,0,0.0269667,0.0364254,0,0,0.0191857,0,0,0.0482857,0.0401492,0.0354502,0.023256,0.0141005,0.0324929,0.0403757,0.0316733,0.0392203,0.0386405,0.0294822,0.0314432,0.034593,0.0201351,0.0235355,0.0165645,0.0599671,0.0218303,0.0135073,0.0221348,0.023732,0.050823,0.0373614,0,0,0.0105568,0,0,0.0287165,0.0487433,0.0463165,0.0250239,0.0144732,0.0318586,0.053622,0.0430609,0.0692512,0,0.0344605,0.0540212,0.0340258,0.039903,0.064099,0.0223126,0.0399248,0.0269414,0.014846,0.0612673,0.064757,0,0,0,0,0,0,0
233,0.0419668,0,0,0,0.0509341,0,0,0,0,0,0.0394267,0,0.026705,0.0359007,0,0,0.0190245,0,0,0.0480812,0.0406703,0.0356092,0.0227012,0.0138282,0.0327829,0.0405588,0.0320964,0.0396637,0.0385498,0.0290675,0.0313306,0.0343266,0.0203539,0.0234034,0.0171415,0.0597436,0.0211548,0.0142539,0.0224823,0.0239908,0.0513729,0.0371893,0,0,0.0108397,0,0,0.0284869,0.0485482,0.0459131,0.0251219,0.0146246,0.0321593,0.053962,0.0428699,0.0690462,0,0.0346275,0.0539163,0.0340658,0.0398225,0.0638819,0.0219079,0.0395726,0.0262122,0.0155946,0.0615864,0.0647171,0,0,0,0,0,0,0
234,0.0420281,0,0,0,0.0512051,0,0,0,0,0,0.0391592,0,0.0263622,0.035523,0,0,0.0188475,0,0,0.0480495,0.0412901,0.0356395,0.0223777,0.0136132,0.0330399,0.0407037,0.0325616,0.0402259,0.0383982,0.0287985,0.0312924,0.0340635,0.0204214,0.0233591,0.0177649,0.059403,0.0203268,0.0150981,0.0227894,0.024276,0.0519386,0.0370354,0,0,0.0111188,0,0,0.0281132,0.0483333,0.0457105,0.0251844,0.0148729,0.0324426,0.0542496,0.042674,0.0688555,0,0.0349019,0.0537502,0.0339828,0.0397641,0.0636656,0.0216012,0.0393606,0.0255701,0.0162071,0.0614929,0.0647617,0,0,0,0,0,0,0
235,0.0421137,0,0,0,0.0514881,0,0,0,0,0,0.0388852,0,0.0260758,0.0351274,0,0,0.0186945,0,0,0.0479844,0.0419649,0.0357366,0.0220846,0.0136337,0.0332143,0.0407001,0.0330434,0.0408322,0.0382288,0.0287312,0.0312121,0.0338477,0.0204053,0.0232893,0.0184854,0.0593621,0.0194654,0.0160451,0.0230998,0.024614,0.0524812,0.0369788,0,0,0.0112857,0,0,0.0278719,0.0481836,0.0455999,0.0251779,0.0152706,0.0326327,0.0545223,0.0425237,0.0686525,0,0.0352569,0.0536406,0.0338721,0.0396476,0.0633468,0.0212048,0.0392173,0.0250652,0.0167798,0.0611448,0.0648544,0,0,0,0,0,0,0
236,0.042258,0,0,0,0.0516438,0,0,0,0,0,0.0386009,0,0.0257618,0.0346061,0,0,0.0183975,0,0,0.0477987,0.0427328,0.0359771,0.0216102,0.0135911,0.0333178,0.0405107,0.0334785,0.0414615,0.0381442,0.0286824,0.0311189,0.0336073,0.0205,0.0231136,0.0194097,0.0593755,0.0186038,0.0171066,0.0234514,0.0250318,0.0529072,0.037005,0,0,0.0113087,0,0,0.0277668,0.0482105,0.0455951,0.025052,0.0157809,0.0327136,0.054757,0.0424585,0.0684817,0,0.0357631,0.0535389,0.0338124,0.0394457,0.0630199,0.0207787,0.0391159,0.0246025,0.017255,0.0606867,0.0649566,0,0,0,0,0,0,0
237,0.0424385,0,0,0,0.0516242,0,0,0,0,0,0.0384033,0,0.0255046,0.0340364,0,0,0.0181452,0,0,0.047541,0.0437355,0.0362242,0.0209909,0.0134719,0.0333973,0.0401302,0.0337797,0.042005,0.0381375,0.0286506,0.0310452,0.0334243,0.0203248,0.0227697,0.0205745,0.0593278,0.0178917,0.0181455,0.0236526,0.0254175,0.0531648,0.0371219,0,0,0.0112723,0,0,0.0276165,0.048349,0.0456629,0.0249385,0.0162588,0.0327395,0.0549734,0.0424914,0.0683527,0,0.0363037,0.0534927,0.0337635,0.0392607,0.062592,0.0204701,0.0390195,0.0241148,0.0174814,0.0604375,0.0651434,0,0,0,0,0,0,0
238,0.0425838,0,0,0,0.0515638,0,0,0,0,0,0.0379065,0,0.0253539,0.0334158,0,0,0.0179462,0,0,0.047285,0.0447047,0.0365373,0.0206129,0.013324,0.0335242,0.0396669,0.0339411,0.0424308,0.0382447,0.0286862,0.0308463,0.0332948,0.0199534,0.0224652,0.0224699,0.0592947,0.0171776,0.0190613,0.0238222,0.025731,0.0533373,0.0373274,0,0,0.0111371,0,0,0.0275407,0.048394,0.0457506,0.0249178,0.0166773,0.0327605,0.055248,0.0424085,0.0682308,0,0.0367968,0.0534554,0.0337394,0.0391855,0.0623577,0.0202608,0.0389087,0.023976,0.0169202,0.0602726,0.0653396,0,0,0,0,0,0,0
239,0.0428131,0,0,0,0.0514019,0,0,0,0,0,0.0371975,0,0.0253509,0.0328251,0,0,0.0178805,0,0,0.0470213,0.0447056,0.0369619,0.0204577,0.0132074,0.0336903,0.0392611,0.0342199,0.0428834,0.0383079,0.0287798,0.0306909,0.0331585,0.0196637,0.022227,0.0249414,0.0592069,0.0162657,0.0199701,0.0241159,0.0259888,0.0534888,0.037538,0,0,0.0111372,0,0,0.0277612,0.0481722,0.0457576,0.0248395,0.0169025,0.0327039,0.055403,0.04197,0.0679344,0,0.0371828,0.053432,0.0337753,0.0392039,0.0623046,0.0199965,0.0388963,0.024089,0.0170088,0.060118,0.0654739,0,0,0,0,0,0,0
240,0.0430203,0,0,0,0.0511551,0,0,0,0,0,0.0367339,0,0.0254389,0.0321879,0,0,0.0177804,0,0,0.0468606,0.0433628,0.0374804,0.0202092,0.0133216,0.0339016,0.0390366,0.0349408,0.0434343,0.0382239,0.0289382,0.0305157,0.0329861,0.0193913,0.022031,0.0273056,0.0592323,0.0155079,0.0207439,0.0241232,0.0261387,0.0537209,0.0377839,0,0,0.0112831,0,0,0.0279822,0.0477214,0.0456646,0.0244987,0.0170164,0.0325789,0.0555923,0.0419615,0.0674572,0,0.0374246,0.0533873,0.0338657,0.0391881,0.0623083,0.0199127,0.038854,0.0242919,0.0168362,0.0599808,0.0654864,0,0,0,0,0,0,0
241,0.0432598,0,0,0,0.050856,0,0,0,0,0,0.0359528,0,0.0257466,0.0319833,0,0,0.017725,0,0,0.0467954,0.0427796,0.0382746,0.0198807,0.0135428,0.0340905,0.0385909,0.0360973,0.0439452,0.0381875,0.0289569,0.0303523,0.0327568,0.0191515,0.0218035,0.0297177,0.0593352,0.0150667,0.0214388,0.0240019,0.0262659,0.0539013,0.0380594,0,0,0.0116407,0,0,0.0280423,0.0475439,0.0456277,0.024259,0.0172863,0.0325417,0.0557848,0.0420111,0.0675522,0,0.0376304,0.0533219,0.0339873,0.0391892,0.0623459,0.0200033,0.0388154,0.0242231,0.0164962,0.059811,0.065538,0,0,0,0,0,0,0
242,0.0429655,0,0,0,0.050543,0,0,0,0,0,0.0354046,0,0.0264801,0.0297544,0,0,0.0182886,0,0,0.0465011,0.0455402,0.039469,0.0199847,0.0133387,0.0336688,0.036767,0.0389441,0.0447201,0.038445,0.029656,0.0298712,0.0323461,0.0186899,0.0215207,0.0312429,0.0595447,0.0150629,0.0221732,0.0359495,0.0283353,0.0568746,0.0384671,0,0,0.0171277,0,0,0.0273296,0.0434489,0.0458616,0.0276196,0.0145518,0.031114,0.0549285,0.0470426,0,0,0.0392574,0.0501257,0.0289348,0.0358887,0.0590178,0.0164341,0.0395168,0,0.0205898,0.0599398,0.0641936,0,0,0,0,0,0,0
