Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LASI,,RASI
357,0.0467807,0,0,0,0,0.0427587,0,0,0,0,0,0,0.0169292,0,0.0296301,0,0,0.0224965,0,0,0.0354768,0.0467986,0.0392,0,0.0125223,0.0420007,0.0393539,0.0421808,0.049324,0.0346867,0.025986,0.0332135,0.0391423,0.0210835,0.0241338,0.0592918,0.0322096,0.0190376,0.0261109,0,0.0236817,0.0494026,0,0,0.0233986,0,0,0.0300796,0.0579509,0.0497525,0.0220312,0.0166193,0.0420743,0.0491308,0.0432557,0.0671051,0.0554793,0.0390089,0.059653,0.0394013,0.0443953,0.067014,0.0204689,0.033109,0.0206977,0.00952319,0.0441106,0.0728523,0,0,0,0,0.0660384,0,0.0351271
358,0.0467176,0,0,0,0,0.0428236,0,0,0,0,0,0,0.0171834,0,0.0296379,0,0,0.0224162,0,0,0.0354844,0.0471985,0.0396353,0,0.0123973,0.0421116,0.0385318,0.0422941,0.0498805,0.0349202,0.0260295,0.0332945,0.0392427,0.0211963,0.0241248,0.0595547,0.0323336,0.0191037,0.0264469,0,0.0242842,0.049565,0,0,0.0236996,0,0,0.0304289,0.0577266,0.0492462,0.0220742,0.0160593,0.0419935,0.0488003,0.0440748,0.0671485,0.0550514,0.040182,0.0605575,0.0405841,0.0451396,0.0678445,0.0205893,0.0332677,0.021237,0.00985695,0.0443027,0.0725537,0,0,0,0,0.0660285,0,0.0360921
359,0.0466104,0,0,0,0,0.0429637,0,0,0,0,0,0,0.0174342,0,0.0295978,0,0,0.0223062,0,0,0.0353467,0.0475511,0.0399127,0,0.0122424,0.0423292,0.0378192,0.0423246,0.0500573,0.0352092,0.0259652,0.0333808,0.0391567,0.0212875,0.0242047,0.0599421,0.0323549,0.0190729,0.0269755,0,0.0245878,0.0496472,0,0,0.0239665,0,0,0.0307823,0.0572533,0.0488564,0.0223025,0.0158115,0.0419606,0.0486869,0.0448294,0.0672196,0.0548349,0.04086,0.0610279,0.0415568,0.0456549,0.0682819,0.020273,0.0333781,0.0217489,0.0101392,0.0444988,0.0723468,0,0,0,0,0.0660955,0,0.036811
360,0.0464398,0,0,0,0,0.0432278,0,0,0,0,0,0,0.0176627,0,0.0294627,0,0,0.0222636,0,0,0.0351341,0.0479501,0.0402163,0,0.0120423,0.0425647,0.0372798,0.0422529,0.0500847,0.0355093,0.0259285,0.0333946,0.0390612,0.0214066,0.0241974,0.0603405,0.0323644,0.0190301,0.0275179,0,0.0248032,0.0496972,0,0,0.0242103,0,0,0.0310932,0.056439,0.0485219,0.0225104,0.0160466,0.0418438,0.0487917,0.0451768,0.067145,0.0546266,0.0407824,0.0609897,0.0419751,0.0459025,0.06836,0.0194551,0.0334004,0.0222641,0.0103677,0.044778,0.072044,0,0,0,0,0.0661565,0,0.0372022
361,0.0462575,0,0,0,0,0.0435367,0,0,0,0,0,0,0.0179226,0,0.0292818,0,0,0.0221414,0,0,0.0351027,0.0483945,0.0406018,0,0.012106,0.0428274,0.0368596,0.0421001,0.0504432,0.0357525,0.0260988,0.033224,0.0390059,0.0215086,0.0241041,0.0607402,0.0323059,0.0192404,0.0280341,0,0.0252003,0.0497068,0,0,0.0243994,0,0,0.0313782,0.0554498,0.0483035,0.0224744,0.0165906,0.0416167,0.0490083,0.0450401,0.0666156,0.0542554,0.0400901,0.0607073,0.041784,0.0458191,0.0681702,0.0184547,0.0333978,0.0227655,0.010533,0.0450698,0.0716742,0,0,0,0,0.0660664,0,0.0372075
362,0.0461051,0,0,0,0,0.0438724,0,0,0,0,0,0,0.0182672,0,0.029181,0,0,0.0218971,0,0,0.0350819,0.0488901,0.0410875,0,0.0120827,0.0430455,0.0365126,0.0422005,0.050577,0.0359151,0.0260416,0.0331658,0.0389803,0.0214612,0.0239914,0.0609138,0.0322213,0.0193443,0.0287672,0,0.0256998,0.049712,0,0,0.0245922,0,0,0.031617,0.0544611,0.0480329,0.0221975,0.0173388,0.0413106,0.0492279,0.0446638,0.065795,0.0537217,0.0393136,0.0604107,0.0412398,0.0454684,0.0677079,0.0173148,0.0334143,0.0232176,0.0106732,0.0453432,0.0713153,0,0,0,0,0.0660572,0,0.0369538
363,0.0460209,0,0,0,0,0.0441913,0,0,0,0,0,0,0.0185639,0,0.0291735,0,0,0.021797,0,0,0.0350811,0.0494577,0.0417019,0,0.0119343,0.0432159,0.0362625,0.0425719,0.0507953,0.0360601,0.0258547,0.0332158,0.0389966,0.0213865,0.0239266,0.0609764,0.0321833,0.0193122,0.0296632,0,0.0261324,0.0496738,0,0,0.0247763,0,0,0.0318157,0.0535335,0.0478192,0.0220825,0.0182096,0.0409602,0.0494069,0.0443139,0.0653796,0.053172,0.0387138,0.0602243,0.0406779,0.0450692,0.0672243,0.0162672,0.0334309,0.0236364,0.0108499,0.0456937,0.0710422,0,0,0,0,0.0660752,0,0.036676
364,0.0459345,0,0,0,0,0.0444405,0,0,0,0,0,0,0.0188038,0,0.0290757,0,0,0.0218165,0,0,0.0351669,0.0500915,0.0421447,0,0.0117016,0.0434082,0.0361757,0.0430087,0.0512185,0.0362707,0.0259901,0.0331952,0.0388816,0.0215533,0.0239511,0.061043,0.032193,0.0192628,0.0305171,0,0.0265761,0.0496175,0,0,0.0249217,0,0,0.0318997,0.0528549,0.0476912,0.0221309,0.0189799,0.040601,0.0495068,0.0441979,0.0651681,0.0527226,0.0384757,0.0602405,0.0402867,0.044801,0.0668505,0.0155366,0.0333958,0.0240317,0.0110658,0.0459937,0.0707788,0,0,0,0,0.0660096,0,0.0365707
365,0.0458427,0,0,0,0,0.0446645,0,0,0,0,0,0,0.0190227,0,0.0289417,0,0,0.0218696,0,0,0.0353334,0.0507423,0.0423929,0,0.011485,0.043569,0.0361206,0.0431212,0.0516439,0.0364503,0.0264191,0.0331103,0.0386813,0.021695,0.024001,0.0607947,0.0322059,0.0192511,0.0314079,0,0.0270695,0.0495475,0,0,0.0250624,0,0,0.0319321,0.0524377,0.0476259,0.0218474,0.0195746,0.0403363,0.0496446,0.0446128,0.0648414,0.0525325,0.038745,0.0603612,0.0402578,0.0447743,0.066736,0.015078,0.0333857,0.0244082,0.0112335,0.0462458,0.0705406,0,0,0,0,0.0658402,0,0.0366812
366,0.0457688,0,0,0,0,0.0448734,0,0,0,0,0,0,0.0193939,0,0.0289551,0,0,0.0219697,0,0,0.0354954,0.0514119,0.042692,0,0.0113386,0.0436909,0.0361556,0.0432026,0.0519295,0.0366387,0.0266773,0.0330494,0.0385298,0.02201,0.0240344,0.0603035,0.0321869,0.0192722,0.0324011,0,0.0275958,0.0494281,0,0,0.025101,0,0,0.0320446,0.0521372,0.0475046,0.0216437,0.0200497,0.0402106,0.0497125,0.045603,0.0645641,0.0524823,0.0393852,0.0605483,0.0405674,0.0448849,0.0667551,0.0148225,0.0334639,0.0247683,0.0113908,0.0464947,0.0703643,0,0,0,0,0.0657593,0,0.0369807
367,0.0456958,0,0,0,0,0.0450019,0,0,0,0,0,0,0.019947,0,0.0288465,0,0,0.0221401,0,0,0.0356474,0.0520536,0.0429692,0,0.0110651,0.0437917,0.0362468,0.0434922,0.0518653,0.0368202,0.0267071,0.0329032,0.0382764,0.0220507,0.024147,0.059921,0.0320959,0.0192249,0.033217,0,0.0280284,0.0493369,0,0,0.0250446,0,0,0.0322344,0.0519712,0.0473352,0.0217,0.020466,0.0402361,0.0497769,0.0465027,0.0644871,0.0523563,0.0402007,0.0606373,0.0410527,0.0450801,0.0669237,0.0147647,0.0335247,0.0251283,0.0115688,0.0467032,0.0702711,0,0,0,0,0.0656921,0,0.0374326
368,0.0455885,0,0,0,0,0.0451091,0,0,0,0,0,0,0.0202942,0,0.0286823,0,0,0.022259,0,0,0.0356939,0.0526584,0.0432067,0,0.0106896,0.0437461,0.0363518,0.0437587,0.0515628,0.0370069,0.0267328,0.0327476,0.0381174,0.0216435,0.024228,0.0595462,0.0320147,0.0191493,0.0337728,0,0.028303,0.049223,0,0,0.0249523,0,0,0.0323743,0.0518753,0.0470807,0.0218387,0.020882,0.0403979,0.0498495,0.0469384,0.0644793,0.0521091,0.0409067,0.0606597,0.0415289,0.0453349,0.0671442,0.0147604,0.0335856,0.0254755,0.0117933,0.0467488,0.070136,0,0,0,0,0.0655519,0,0.0380104
369,0.0454302,0,0,0,0,0.0452062,0,0,0,0,0,0,0.0204076,0,0.0285511,0,0,0.0223239,0,0,0.0356382,0.0532312,0.0434818,0,0.0104734,0.0437018,0.0364495,0.0439476,0.0514891,0.0371511,0.0267754,0.032657,0.0381102,0.0211696,0.0241541,0.0592194,0.0319526,0.0190646,0.0341008,0,0.0285298,0.0491422,0,0,0.0249434,0,0,0.0326005,0.0518565,0.0466495,0.0220128,0.0212565,0.0406735,0.0498638,0.0470151,0.0642442,0.0518939,0.041311,0.0606183,0.0418247,0.0455178,0.0672536,0.0147679,0.0337526,0.0257879,0.0119574,0.0468215,0.0700071,0,0,0,0,0.0654472,0,0.0385478
370,0.0452657,0,0,0,0,0.0453103,0,0,0,0,0,0,0.0203954,0,0.0285183,0,0,0.0224004,0,0,0.0355987,0.0537433,0.0437315,0,0.0103474,0.0437571,0.0365305,0.0442069,0.0515341,0.0372711,0.0268937,0.0325795,0.0380963,0.0208268,0.0239914,0.0591498,0.0319141,0.0189915,0.0342988,0,0.0287369,0.0491208,0,0,0.0250767,0,0,0.0328882,0.0518839,0.0462683,0.0221572,0.0215383,0.0410619,0.0498144,0.0471371,0.0637844,0.0517989,0.0413877,0.0608655,0.0418753,0.0455778,0.0673638,0.014765,0.0338285,0.0260952,0.0120878,0.0470332,0.0699785,0,0,0,0,0.0654461,0,0.0390476
371,0.0450864,0,0,0,0,0.0454851,0,0,0,0,0,0,0.0204551,0,0.028391,0,0,0.0223859,0,0,0.0356329,0.0541033,0.0437001,0,0.0102484,0.0438969,0.0365365,0.0443797,0.0515957,0.0374018,0.0269137,0.0324396,0.0378969,0.0207789,0.0238622,0.0594183,0.0318337,0.0189499,0.0342321,0,0.0288444,0.0491279,0,0,0.0253592,0,0,0.0331962,0.0519932,0.0459788,0.0223091,0.0218003,0.0415225,0.0497216,0.0464564,0.0632561,0.0516693,0.0413478,0.0609815,0.0418319,0.0455685,0.0673986,0.0147233,0.0338029,0.0263405,0.0121515,0.0472829,0.069935,0,0,0,0,0.0654151,0,0.0394356
372,0.0449302,0,0,0,0,0.0456745,0,0,0,0,0,0,0.0205641,0,0.028298,0,0,0.022331,0,0,0.0356943,0.054382,0.0437539,0,0.0102537,0.0441195,0.0364601,0.0443987,0.0517329,0.0374747,0.026646,0.03236,0.0377778,0.0210264,0.0238099,0.0597581,0.0318016,0.0189289,0.0341139,0,0.028952,0.0492267,0,0,0.0257087,0,0,0.0333645,0.051979,0.0457655,0.0224042,0.0220395,0.0419907,0.0495384,0.0458193,0.062781,0.0514031,0.0412461,0.0608604,0.0417778,0.0455758,0.067381,0.0146705,0.0337597,0.0265158,0.0122289,0.0475277,0.0698692,0,0,0,0,0.0653054,0,0.0397718
373,0.0447963,0,0,0,0,0.0458328,0,0,0,0,0,0,0.0205184,0,0.0281835,0,0,0.0222513,0,0,0.0357454,0.0544863,0.0439447,0,0.0102755,0.0443514,0.036294,0.0443997,0.0523203,0.0375644,0.0264281,0.0323322,0.0376684,0.0212113,0.0236879,0.0602135,0.0318785,0.018944,0.0341287,0,0.0291099,0.0493953,0,0,0.0260947,0,0,0.0334241,0.051802,0.0456506,0.0224215,0.0222225,0.0423642,0.0492794,0.045502,0.0625651,0.0511701,0.0411869,0.0606133,0.0417987,0.0456106,0.067346,0.0146935,0.0338058,0.0266996,0.0123747,0.0477143,0.0698106,0,0,0,0,0.0653029,0,0.040081
374,0.0446855,0,0,0,0,0.0460021,0,0,0,0,0,0,0.0203987,0,0.0280745,0,0,0.0221095,0,0,0.0358008,0.0545356,0.0438113,0,0.0103817,0.0446065,0.0360342,0.044366,0.0532455,0.0375957,0.0264086,0.0322175,0.0374423,0.0208925,0.0235616,0.0608393,0.0320131,0.0189859,0.0342429,0,0.0292219,0.0495468,0,0,0.0263852,0,0,0.0334189,0.051413,0.0454505,0.0224068,0.0223662,0.0425174,0.0489828,0.0454488,0.0625169,0.0512797,0.0411623,0.0604075,0.0419295,0.0457147,0.0674373,0.0146801,0.0337897,0.0268799,0.0125076,0.0478718,0.0697585,0,0,0,0,0.0652957,0,0.0404462
375,0.0445668,0,0,0,0,0.0461822,0,0,0,0,0,0,0.0205345,0,0.0280164,0,0,0.021952,0,0,0.0358543,0.0546259,0.0437533,0,0.0104794,0.0447493,0.0356249,0.0443481,0.0527004,0.0376372,0.0263579,0.0320256,0.0369315,0.0207729,0.023432,0.0610518,0.0322092,0.0190931,0.0343047,0,0.0293366,0.0496648,0,0,0.0264574,0,0,0.0332171,0.0509733,0.0452068,0.0224042,0.0225573,0.0423551,0.0486388,0.0455235,0.0624217,0.0515484,0.041208,0.0607877,0.0420645,0.0457596,0.0675725,0.0146666,0.0337534,0.0270347,0.0127032,0.0480164,0.0696959,0,0,0,0,0.0651868,0,0.0407983
376,0.0444938,0,0,0,0,0.0463119,0,0,0,0,0,0,0.020948,0,0.0279384,0,0,0.0217301,0,0,0.0359278,0.0546547,0.0438606,0,0.0105629,0.0446959,0.0351118,0.044391,0.0519936,0.0376176,0.0262773,0.031832,0.0367998,0.0209727,0.0233276,0.0608555,0.0324774,0.0192404,0.0344022,0,0.0294801,0.0498188,0,0,0.026489,0,0,0.0332354,0.0506348,0.0450984,0.022464,0.0227537,0.0419979,0.0482446,0.0455768,0.0624094,0.0513699,0.0413134,0.0609998,0.0421493,0.0457388,0.0675231,0.0146596,0.0338643,0.0272233,0.0127978,0.0480917,0.0696831,0,0,0,0,0.0651362,0,0.0409073
377,0.0444351,0,0,0,0,0.0463913,0,0,0,0,0,0,0.0212724,0,0.0277715,0,0,0.021477,0,0,0.0359151,0.0545614,0.0438851,0,0.0107071,0.044515,0.0345786,0.0443295,0.0517828,0.0375642,0.026269,0.0316875,0.0365829,0.0209545,0.0232355,0.0605427,0.0327848,0.0193655,0.0345291,0,0.0295893,0.0499507,0,0,0.0264737,0,0,0.0333273,0.0504787,0.0451106,0.0225242,0.0229174,0.0415267,0.0478502,0.0455626,0.0624624,0.0511392,0.0413451,0.0608481,0.0422357,0.0457689,0.0674687,0.0146928,0.0340968,0.0274266,0.012826,0.048128,0.069652,0,0,0,0,0.0650977,0,0.0408955
378,0.0444031,0,0,0,0,0.046494,0,0,0,0,0,0,0.0215068,0,0.0277197,0,0,0.0212176,0,0,0.0358245,0.0544525,0.0437601,0,0.0107555,0.0441956,0.0340754,0.0442872,0.0517279,0.0375303,0.0260444,0.0315956,0.0362768,0.0209824,0.0232167,0.0598774,0.0331127,0.0194877,0.0344782,0,0.0296667,0.0500656,0,0,0.0263844,0,0,0.0332662,0.0503373,0.0451767,0.0224524,0.022953,0.0410445,0.0474675,0.0455501,0.0625125,0.051046,0.0411878,0.0608695,0.0422339,0.0457604,0.0675105,0.0147959,0.0341964,0.0276377,0.0128484,0.0481176,0.0695677,0,0,0,0,0.0648868,0,0.0409281
379,0.044384,0,0,0,0,0.0465551,0,0,0,0,0,0,0.0219313,0,0.0276922,0,0,0.0209927,0,0,0.0357549,0.0543842,0.0436541,0,0.0108061,0.0438226,0.033578,0.0442472,0.0515829,0.0375783,0.0258616,0.0315242,0.0362366,0.0208918,0.0232459,0.058808,0.0334579,0.0195847,0.0343865,0,0.0297545,0.0501574,0,0,0.0262999,0,0,0.0332262,0.0503051,0.0451965,0.0223857,0.0229108,0.0406811,0.0470775,0.0455446,0.0624675,0.0509947,0.0409655,0.0609272,0.0421662,0.0457337,0.0676787,0.0148826,0.0342864,0.0279955,0.012959,0.0481474,0.069459,0,0,0,0,0.0646339,0,0.04095
380,0.0443383,0,0,0,0,0.0465868,0,0,0,0,0,0,0.0227986,0,0.0276285,0,0,0.0208008,0,0,0.0357636,0.0542199,0.0437361,0,0.0109934,0.0434937,0.0331217,0.0441738,0.0514905,0.0375529,0.0258331,0.0314995,0.0360502,0.0208674,0.0233619,0.0574339,0.0338006,0.0196505,0.0342463,0,0.0298059,0.0501969,0,0,0.0262242,0,0,0.0332112,0.0503772,0.0451281,0.0223921,0.022899,0.0404496,0.046754,0.0455474,0.0623629,0.0509544,0.0407749,0.0609734,0.0421102,0.0457617,0.0681022,0.0149988,0.0344256,0.0283574,0.0131531,0.0483072,0.0694435,0,0,0,0,0.0643465,0,0.0409469
381,0.0442939,0,0,0,0,0.0466338,0,0,0,0,0,0,0.0234032,0,0.0275676,0,0,0.020683,0,0,0.0358007,0.0539074,0.0438493,0,0.011147,0.0432743,0.0327466,0.0441272,0.0515522,0.0374379,0.0258979,0.0314914,0.035731,0.0208736,0.0234989,0.0558429,0.0341249,0.0197385,0.0341804,0,0.0297501,0.0501894,0,0,0.0261454,0,0,0.0333303,0.050441,0.0450027,0.0223783,0.0228756,0.0403205,0.0464714,0.0456286,0.062294,0.0508405,0.0406448,0.0609665,0.0420883,0.0458051,0.0682808,0.0150472,0.0346217,0.02861,0.0132233,0.0484976,0.0694283,0,0,0,0,0.063963,0,0.0408929
382,0.0442062,0,0,0,0,0.0467373,0,0,0,0,0,0,0.0240298,0,0.0275032,0,0,0.0206086,0,0,0.0358008,0.0535711,0.0434766,0,0.0112269,0.0431929,0.0324311,0.0439838,0.051339,0.0373119,0.0259299,0.0314172,0.0357007,0.0208162,0.0237013,0.0540021,0.0341986,0.0197858,0.0340388,0,0.029695,0.0501256,0,0,0.026085,0,0,0.0335214,0.0505036,0.0449326,0.0223186,0.0228561,0.0402464,0.0462039,0.045718,0.0623165,0.0507582,0.0405583,0.0607797,0.0420651,0.0457927,0.0680783,0.0151051,0.0348239,0.0287513,0.0131691,0.0485297,0.0693694,0,0,0,0,0.063618,0,0.0406919
383,0.0440736,0,0,0,0,0.0468493,0,0,0,0,0,0,0.0249889,0,0.0274592,0,0,0.0205569,0,0,0.0358092,0.0532544,0.0430459,0,0.0112738,0.0431224,0.0321939,0.0438943,0.0507968,0.0372068,0.0258622,0.0313629,0.0355931,0.0209136,0.0239141,0.0519295,0.0342804,0.0198192,0.0338548,0,0.0297001,0.050065,0,0,0.0260104,0,0,0.0335766,0.0506883,0.0449547,0.0222279,0.0228107,0.0402002,0.0460087,0.0457546,0.0622629,0.0507375,0.0404694,0.0605138,0.0419965,0.0457224,0.0676612,0.0152324,0.0349691,0.0287696,0.0131118,0.0484946,0.0692871,0,0,0,0,0.0633245,0,0.0403987
384,0.0439691,0,0,0,0,0.046933,0,0,0,0,0,0,0.0261597,0,0.0274001,0,0,0.0205106,0,0,0.0358361,0.0528938,0.0428632,0,0.0112811,0.0430924,0.03196,0.0439279,0.0499376,0.0372141,0.0257859,0.0313196,0.0354969,0.0213273,0.0240445,0.0495803,0.034415,0.0198558,0.0337055,0,0.0297407,0.0500316,0,0,0.0259725,0,0,0.0336343,0.0508755,0.0450926,0.0221559,0.022718,0.0401433,0.045907,0.0457232,0.0621672,0.0507655,0.0404128,0.0607324,0.0418374,0.0455959,0.0674488,0.0154366,0.035056,0.0287254,0.0130907,0.0489238,0.0692362,0,0,0,0,0.0630612,0,0.0400779
385,0.0447593,0,0,0,0,0.0465814,0,0,0,0,0,0,0.0272705,0,0.0273065,0,0,0.0203306,0,0,0.035789,0.0524633,0.0429753,0,0.0113957,0.0434371,0.0315254,0.0438666,0.0493668,0.0372792,0.0256878,0.0312621,0.0352682,0.0215266,0.0240975,0.0471722,0.0347641,0.0199523,0.0336647,0,0.0297144,0.0496795,0,0,0.026598,0,0,0.0206013,0.0509625,0.0451231,0.0221074,0.0226179,0.0403484,0.0450939,0.0455842,0.0621285,0.0507115,0.0403147,0.0609252,0.0416885,0.0455023,0.0674414,0.0155217,0.0354364,0,0.00866588,0.0488481,0.0692342,0,0,0,0,0.0630363,0,0.0397368
386,0.0437862,0,0,0,0,0.047159,0,0,0,0,0,0,0.02812,0,0.0270697,0,0,0.0203881,0,0,0.0358869,0.0518454,0.0425538,0,0.01161,0.0431158,0.0313813,0.0434138,0.0490095,0.0372327,0.0255309,0.0313847,0.0352788,0.0218023,0.0241831,0.0450754,0.0345685,0.0200818,0.0336849,0,0.0296743,0.0498934,0,0,0.0259655,0,0,0.0336825,0.0510773,0.0450825,0.02205,0.022528,0.0400226,0.0457703,0.0455689,0.062307,0.0507311,0.040296,0.060816,0.0415947,0.0454719,0.0674771,0.0155333,0.0353198,0.0287188,0.0130448,0.0494524,0.06902,0,0,0,0,0.0626858,0,0.0395999
387,0.0436943,0,0,0,0,0.0473158,0,0,0,0,0,0,0.0284529,0,0.0267173,0,0,0.02028,0,0,0.035933,0.0513741,0.0416666,0,0.01169,0.0431819,0.0311322,0.0429431,0.0489144,0.0373163,0.0253617,0.0313937,0.0353198,0.021576,0.0241607,0.0435057,0.0346301,0.0200877,0.0334999,0,0.0296132,0.0497676,0,0,0.0258235,0,0,0.0336501,0.0510974,0.0450144,0.0219629,0.0224039,0.0398713,0.0456416,0.0455252,0.0623047,0.0506907,0.0401443,0.0604627,0.0416151,0.0455093,0.0675131,0.0155675,0.0355063,0.0287028,0.0129646,0.0496804,0.0688103,0,0,0,0,0.0624675,0,0.0394513
388,0.0436229,0,0,0,0,0.047434,0,0,0,0,0,0,0.0280582,0,0.0265577,0,0,0.0201859,0,0,0.0359056,0.050925,0.0408951,0,0.0116769,0.0432366,0.0308969,0.0423849,0.0484544,0.0374676,0.0251159,0.0315284,0.0354421,0.0213543,0.0240428,0.0429788,0.0347593,0.0201289,0.0333961,0,0.0295886,0.0496986,0,0,0.0256788,0,0,0.0335071,0.05107,0.0449787,0.0218714,0.0223032,0.0396577,0.045533,0.0454639,0.0622005,0.0506554,0.0400184,0.0603691,0.0416127,0.0454889,0.0674724,0.0156177,0.0355623,0.0285872,0.0128751,0.0499169,0.0685144,0,0,0,0,0.0622165,0,0.039375
389,0.043597,0,0,0,0,0.0475281,0,0,0,0,0,0,0.0272448,0,0.0265772,0,0,0.020057,0,0,0.0358606,0.0505965,0.0404912,0,0.0116259,0.043261,0.0306756,0.0419072,0.0481823,0.0376074,0.0248418,0.0318034,0.0356467,0.0213337,0.0238142,0.0436935,0.0348978,0.0201616,0.0333399,0,0.0295286,0.0496406,0,0,0.0255624,0,0,0.0334792,0.0509331,0.0449646,0.0217886,0.0222073,0.039431,0.0453775,0.0453119,0.0621864,0.050607,0.0398612,0.0604756,0.0415329,0.0454966,0.0674594,0.0156281,0.0356017,0.0284139,0.0128063,0.050183,0.068268,0,0,0,0,0.0621286,0,0.0394261
390,0.0435522,0,0,0,0,0.0476171,0,0,0,0,0,0,0.0264017,0,0.0266406,0,0,0.0199139,0,0,0.0358093,0.0503912,0.0404142,0,0.0116825,0.0432333,0.0305298,0.0415859,0.0482854,0.0377202,0.0246758,0.0318372,0.0360548,0.0213591,0.0235691,0.0452564,0.0350516,0.0202573,0.0330833,0,0.0294501,0.0495568,0,0,0.0255204,0,0,0.0333971,0.0507279,0.044983,0.021729,0.0220839,0.0392141,0.0451993,0.0451181,0.062003,0.0505675,0.0396672,0.0606403,0.0414739,0.0454709,0.0674792,0.0155591,0.0357725,0.0282722,0.0127127,0.050435,0.0681058,0,0,0,0,0.0622356,0,0.0396962
391,0.0434575,0,0,0,0,0.0477623,0,0,0,0,0,0,0.0258773,0,0.0266456,0,0,0.0197533,0,0,0.0357477,0.0502521,0.0403263,0,0.011845,0.0432348,0.0304382,0.0414304,0.0485603,0.0378067,0.0246774,0.0318631,0.0364223,0.0210909,0.0233826,0.0464601,0.0352013,0.0202838,0.0328271,0,0.0293813,0.0494464,0,0,0.0253942,0,0,0.03332,0.050495,0.0448865,0.0216423,0.0219893,0.0389857,0.0449666,0.0449129,0.0618423,0.0505534,0.0394387,0.0606634,0.0414756,0.0454501,0.0675556,0.015484,0.0359661,0.0284533,0.0127451,0.0506715,0.0679459,0,0,0,0,0.0623317,0,0.0399992
392,0.0435242,0,0,0,0,0.0478466,0,0,0,0,0,0,0.0255352,0,0.0257486,0,0,0.0195967,0,0,0.0356635,0.0539675,0.0381518,0,0.0142787,0.0445762,0.0306749,0,0.0506344,0.0365511,0.0249936,0.0327528,0.0372645,0.0213173,0.0231791,0.0448004,0.0353557,0.0202317,0.0315962,0,0.0289511,0.0489917,0,0,0.0250526,0,0,0.0331745,0.0490195,0.0449442,0.0217268,0.0214473,0.038245,0.044059,0.0450925,0.062479,0.0505649,0.0384503,0.0608018,0.0417063,0.0456242,0.0678831,0.0157858,0.0363407,0.0286072,0.0127716,0.0510339,0.067155,0,0,0,0,0.0587739,0,0.0395525
393,0.0435151,0,0,0,0,0.0478829,0,0,0,0,0,0,0.025052,0,0.0258505,0,0,0.0194016,0,0,0.0355522,0.0538475,0.0380526,0,0.0142353,0.0445896,0.0306072,0,0.0503996,0.0365718,0.0252229,0.0328801,0.0375017,0.0212843,0.023347,0.045175,0.0355939,0.0203244,0.0316472,0,0.0290092,0.0488121,0,0,0.0248207,0,0,0.0331594,0.0491108,0.0448653,0.0216235,0.0214294,0.0380243,0.0435896,0.0450578,0.0624219,0.0504922,0.0383977,0.0608611,0.041732,0.0457083,0.0679492,0.0158109,0.0366874,0.0286693,0.0126945,0.0510686,0.0670007,0,0,0,0,0.0586091,0,0.0396476
394,0.0435427,0,0,0,0,0.0478826,0,0,0,0,0,0,0.0245541,0,0.0261204,0,0,0.0191997,0,0,0.0355602,0.053681,0.0373714,0,0.014048,0.0444344,0.0305933,0,0.0502264,0.0365461,0.025461,0.032968,0.037588,0.0213117,0.0233699,0.0454552,0.0358514,0.0205375,0.0315706,0,0.0290335,0.0486118,0,0,0.0245649,0,0,0.033196,0.0492799,0.044689,0.0214961,0.0214246,0.0376975,0.0431213,0.0450819,0.062296,0.0504333,0.0383845,0.0609592,0.0417464,0.0458355,0.0678923,0.0157784,0.0370528,0.0287492,0.0126457,0.0514401,0.0669647,0,0,0,0,0.0583978,0,0.0398721
395,0.0435061,0,0,0,0,0.0478757,0,0,0,0,0,0,0.0243747,0,0.0263125,0,0,0.0190255,0,0,0.0355959,0.0535582,0.0370211,0,0.0140672,0.0441996,0.0305763,0,0.0500507,0.0364387,0.0256957,0.0330536,0.0377043,0.0214181,0.0233041,0.0453769,0.0361427,0.0207561,0.0315356,0,0.0290788,0.0484005,0,0,0.0242291,0,0,0.0332014,0.0495066,0.0444665,0.0212716,0.021399,0.0373376,0.0426507,0.0450964,0.0622584,0.050371,0.0383721,0.061063,0.0417688,0.0459026,0.0679133,0.0157435,0.0373624,0.0289142,0.0126438,0.0517049,0.0669521,0,0,0,0,0.0581887,0,0.0401099
