Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x74,,x77
1130,0.0415324,0,0,0,0,0.0484822,0,0,0,0,0,0,0.034134,0,0.027735,0.0292997,0,0,0.0174811,0,0,0.0566874,0.0436486,0.0284106,0.0225453,0.0167066,0.0501044,0.0325434,0.0387882,0.0395819,0.0346171,0.0326346,0.0352358,0.0399801,0.0236717,0.0266465,0.0169857,0.0406562,0.0353747,0.012002,0.0231021,0,0.0248596,0.0421035,0.0450676,0,0,0.0273757,0,0,0.0342513,0.0501819,0.0536057,0.015081,0.0160595,0.0411578,0.0401053,0.0261661,0.0586641,0.0405856,0.0420292,0.0673206,0.0318149,0.0338515,0.0349211,0.0198139,0.0469279,0.0676579,0,0,0,0.0659677,0.0399375,0.0513624,0,0,0
1131,0.0415976,0,0,0,0,0.0485529,0,0,0,0,0,0,0.0347971,0,0.0276818,0.0294429,0,0,0.0173861,0,0,0.0564991,0.0443838,0.0285419,0.0223706,0.0166438,0.0502389,0.0320257,0.0393828,0.0399207,0.0346878,0.0330479,0.0353788,0.0400273,0.023805,0.0268327,0.0164311,0.0408037,0.0353293,0.0120136,0.0228838,0,0.0234044,0.0429173,0.0452152,0,0,0.0274112,0,0,0.0342263,0.0500293,0.0527575,0.0150653,0.0153609,0.0410612,0.040265,0.0265984,0.0585157,0.0402509,0.0420408,0.0670486,0.0282536,0.0338938,0.0349655,0.0198838,0.0470642,0.0673529,0,0,0,0.0656941,0.0400577,0.0508864,0,0,0
1132,0.0416924,0,0,0,0,0.0485497,0,0,0,0,0,0,0.0354427,0,0.0275409,0.0295043,0,0,0.0173016,0,0,0.0562786,0.0451523,0.0287473,0.0221502,0.0165287,0.0503575,0.0314343,0.0400276,0.0403111,0.0348607,0.0334361,0.0355922,0.0401242,0.0239497,0.0269995,0.0159355,0.0410741,0.0353279,0.0121058,0.0230214,0,0.0224823,0.0435893,0.045451,0,0,0.0273732,0,0,0.0341999,0.0498182,0.0522977,0.0150317,0.0148524,0.0410399,0.0405355,0.0269247,0.0586934,0.0401265,0.0422889,0.0672076,0.0253695,0.0338937,0.0350195,0.019961,0.0471643,0.0670755,0,0,0,0.0655823,0.0401685,0.0503851,0,0,0
1133,0.0417832,0,0,0,0,0.0485043,0,0,0,0,0,0,0.0361735,0,0.0273603,0.0294388,0,0,0.0172506,0,0,0.0561226,0.04592,0.0290135,0.0219515,0.0164259,0.0504929,0.0308372,0.0406367,0.0406788,0.0351022,0.0338352,0.0357785,0.0402972,0.0241605,0.0272025,0.0154597,0.0414909,0.0353156,0.0121886,0.0229356,0,0.0228724,0.044185,0.0457257,0,0,0.0273414,0,0,0.0341632,0.0494304,0.0516592,0.0150416,0.0145564,0.0409696,0.0408198,0.027206,0.0590003,0.0401862,0.0425441,0.0673961,0.0234813,0.0338943,0.0350844,0.0200395,0.0471524,0.0668385,0,0,0,0.0654796,0.0403468,0.0498421,0,0,0
1134,0.0418621,0,0,0,0,0.0484475,0,0,0,0,0,0,0.0370322,0,0.0272602,0.0299272,0,0,0.017234,0,0,0.0560487,0.0467141,0.0290574,0.0218403,0.0163776,0.0506416,0.0303144,0.0412181,0.0409761,0.0353524,0.0341745,0.03597,0.0404318,0.0246034,0.0274418,0.0149894,0.0417556,0.035291,0.0122057,0.0224676,0,0.0231892,0.0447011,0.0459503,0,0,0.0273158,0,0,0.0341327,0.0488603,0.0509361,0.0150667,0.0143321,0.0407516,0.041076,0.0275497,0.0589463,0.0401472,0.0427115,0.0671404,0.022486,0.0338774,0.0351668,0.0201364,0.0471563,0.0666474,0,0,0,0.0653129,0.0406492,0.0493026,0,0,0
1135,0.0418952,0,0,0,0,0.0484245,0,0,0,0,0,0,0.0378883,0,0.0270997,0.0300998,0,0,0.0172595,0,0,0.0559751,0.0473672,0.0292008,0.0217756,0.0165784,0.050804,0.0298501,0.0417696,0.0415631,0.0354611,0.0343726,0.0362844,0.0403144,0.0251601,0.0276991,0.0146825,0.041845,0.0353396,0.0122572,0.0221077,0,0.0227282,0.0450486,0.046139,0,0,0.0273598,0,0,0.0341907,0.0483528,0.0504603,0.015081,0.0142496,0.0404661,0.0413142,0.0280242,0.0585438,0.0399584,0.0426474,0.0668078,0.0218535,0.0337832,0.0352827,0.0202269,0.0472115,0.0664354,0,0,0,0.0652349,0.0409749,0.0488763,0,0,0
1136,0.0419161,0,0,0,0,0.0484424,0,0,0,0,0,0,0.0393766,0,0.0267861,0.0300774,0,0,0.0173843,0,0,0.0559297,0.0478676,0.0294977,0.0217189,0.0168711,0.050913,0.0294641,0.0422079,0.0419857,0.0354637,0.0344352,0.0366964,0.0404136,0.0253607,0.0279986,0.0140651,0.0419486,0.0353969,0.0123471,0.0219135,0,0.0221964,0.0452233,0.0462586,0,0,0.0275346,0,0,0.0342234,0.0480059,0.0501964,0.0151203,0.0142585,0.0402512,0.041563,0.028613,0.0584199,0.0398407,0.0428454,0.0664863,0.0214053,0.0336539,0.0354097,0.0203243,0.0472819,0.066308,0,0,0,0.065355,0.0413496,0.0486457,0,0,0
1137,0.0419176,0,0,0,0,0.0484926,0,0,0,0,0,0,0.0416407,0,0.0264242,0.0302018,0,0,0.0175473,0,0,0.0559253,0.0482826,0.029952,0.0216914,0.0171483,0.0509879,0.0291301,0.0425109,0.042409,0.0355141,0.0344945,0.0371234,0.0408182,0.0257409,0.0285013,0.0131416,0.0418665,0.0354274,0.0124266,0.0218133,0,0.022179,0.0452575,0.0462886,0,0,0.0277356,0,0,0.0342134,0.0477588,0.0500556,0.0151846,0.0142106,0.0401586,0.0417853,0.0293266,0.0588616,0.0400133,0.0431324,0.0664506,0.0210698,0.0335262,0.0354621,0.0203817,0.0473395,0.0661172,0,0,0,0.0656518,0.0418449,0.0486022,0,0,0
1138,0.0418542,0,0,0,0,0.0485793,0,0,0,0,0,0,0.0447419,0,0.0260383,0.030154,0,0,0.0177123,0,0,0.0559869,0.0486814,0.0303629,0.0217104,0.0173991,0.0510403,0.0288485,0.0426697,0.0427046,0.0357827,0.0345423,0.0375494,0.0412982,0.0263182,0.0290424,0.0119091,0.0416547,0.0354347,0.0124783,0.0217847,0,0.0224198,0.0452608,0.0462594,0,0,0.0279481,0,0,0.0342954,0.0475494,0.0498717,0.0152727,0.0142228,0.040191,0.042018,0.0301091,0.0596959,0.0404029,0.0431966,0.0666547,0.0207782,0.0333629,0.0355567,0.020435,0.0473719,0.0658505,0,0,0,0.0659862,0.0424216,0.0486423,0,0,0
1139,0.0417662,0,0,0,0,0.0486835,0,0,0,0,0,0,0.0485066,0,0.0257479,0.0298704,0,0,0.0178907,0,0,0.0561163,0.0490228,0.0304421,0.0216873,0.0177182,0.0511628,0.0286572,0.0427763,0.0428627,0.0361109,0.0346421,0.0379551,0.0415551,0.0268837,0.0295343,0.0102883,0.0415704,0.0354693,0.0125099,0.0218151,0,0.0225772,0.0452329,0.0462163,0,0,0.0281963,0,0,0.034426,0.047275,0.0496368,0.0153869,0.0145132,0.0403466,0.0422781,0.0308218,0.0603301,0.0408143,0.0430273,0.06685,0.0204394,0.0332044,0.0357169,0.0205225,0.047449,0.0655463,0,0,0,0.0662232,0.0429721,0.0486128,0,0,0
1140,0.0417252,0,0,0,0,0.0488144,0,0,0,0,0,0,0.0523177,0,0.0251915,0.0295528,0,0,0.01807,0,0,0.0562779,0.0493571,0.0307814,0.0215594,0.0180228,0.0513498,0.0285327,0.0428153,0.0430385,0.0364581,0.0347882,0.0383071,0.0416489,0.0273211,0.0299133,0.00831088,0.0413276,0.0354944,0.0125565,0.0219908,0,0.0227446,0.04516,0.0461211,0,0,0.0284623,0,0,0.0345242,0.0469807,0.0494274,0.0155694,0.0150794,0.0406303,0.0424894,0.0315168,0.060336,0.0411296,0.0432386,0.0668032,0.0199622,0.0330767,0.0357305,0.0205315,0.0476177,0.0652551,0,0,0,0.0663141,0.0434317,0.0484688,0,0,0
1141,0.0416983,0,0,0,0,0.0489494,0,0,0,0,0,0,0.0561312,0,0.0247143,0.0293681,0,0,0.0182385,0,0,0.0564242,0.0497286,0.0313155,0.0213757,0.0182092,0.0514441,0.0284656,0.0428144,0.0432496,0.0368672,0.0350329,0.0386329,0.0419016,0.0276039,0.0302721,0.00610813,0.0408485,0.0354847,0.0126013,0.0222371,0,0.0230184,0.0451821,0.0459901,0,0,0.0288423,0,0,0.0346128,0.0466988,0.0492629,0.0159204,0.0157017,0.0408867,0.0427605,0.0321808,0.0602734,0.0413415,0.0436933,0.0667298,0.0195047,0.0329584,0.0357263,0.0205717,0.0478501,0.0649726,0,0,0,0.066339,0.0438002,0.0482733,0,0,0
1142,0.0416683,0,0,0,0,0.049063,0,0,0,0,0,0,0.0603174,0,0.0244827,0.0290849,0,0,0.018362,0,0,0.0565364,0.0500967,0.0318392,0.0212076,0.0182479,0.0515104,0.0284462,0.0427079,0.0432646,0.0372818,0.0353048,0.0389501,0.0421989,0.0278209,0.0307108,0.00402204,0.0404907,0.0354456,0.012629,0.0224787,0,0.0233132,0.0451606,0.0458849,0,0,0.0292549,0,0,0.0346185,0.0465192,0.0490708,0.0162826,0.0163338,0.0411259,0.0430394,0.0327826,0.0604044,0.0414563,0.0437113,0.0664989,0.0191167,0.032868,0.0357033,0.0206176,0.0480802,0.0647677,0,0,0,0.0661411,0.0440789,0.0480137,0,0,0
1143,0.0416947,0,0,0,0,0.0491256,0,0,0,0,0,0,0.0649976,0,0.0242615,0.0287152,0,0,0.0184248,0,0,0.0565698,0.0504419,0.0324153,0.0210001,0.0182477,0.0515319,0.0285187,0.0425102,0.0431805,0.0377537,0.0356201,0.0393058,0.0425582,0.0281528,0.0312571,0.003435,0.040345,0.0353838,0.0126405,0.0226651,0,0.0236291,0.0450454,0.0458032,0,0,0.0293485,0,0,0.034626,0.0463908,0.0488241,0.0166069,0.016915,0.0414357,0.0432509,0.0332556,0.0604036,0.0415421,0.0433906,0.0665367,0.0188619,0.0325939,0.0356775,0.0206149,0.0483078,0.0646126,0,0,0,0.0659029,0.0443053,0.047737,0,0,0
1144,0.0417783,0,0,0,0,0.0492296,0,0,0,0,0,0,0.06954,0,0.0240508,0.0287635,0,0,0.0184286,0,0,0.0565112,0.0507296,0.0325122,0.0208228,0.0181243,0.0515955,0.0285648,0.0421968,0.0428075,0.0383862,0.0359185,0.0395975,0.0429284,0.0284242,0.0318872,0.0051469,0.0402057,0.0353283,0.0126646,0.0227459,0,0.0238715,0.0449989,0.0457508,0,0,0.0293803,0,0,0.0346681,0.046247,0.04864,0.0169092,0.0173649,0.0418187,0.0433736,0.0336476,0.0605214,0.0416783,0.0434743,0.0666947,0.0188146,0.0323968,0.0357138,0.020651,0.0484704,0.064479,0,0,0,0.0657225,0.0445359,0.047531,0,0,0
1145,0.0418414,0,0,0,0,0.0493596,0,0,0,0,0,0,0.0725856,0,0.0239228,0.0294383,0,0,0.018436,0,0,0.0565496,0.0509865,0.0321804,0.0207128,0.0180021,0.0517335,0.0285672,0.0417935,0.042204,0.0391491,0.0361945,0.0397628,0.0430892,0.0285752,0.0323666,0.00704871,0.0400828,0.0352518,0.0126645,0.0225517,0,0.0239658,0.0449803,0.0456858,0,0,0.0293527,0,0,0.0346983,0.0460214,0.0484219,0.0172171,0.0176593,0.0422155,0.043483,0.0339949,0.0607149,0.0419186,0.0439622,0.0667049,0.0190412,0.0323298,0.035723,0.0206968,0.0485479,0.0645084,0,0,0,0.065665,0.0448259,0.0474122,0,0,0
1146,0.0419014,0,0,0,0,0.0494326,0,0,0,0,0,0,0.0730624,0,0.0239806,0.0282944,0,0,0.0184542,0,0,0.0566523,0.0509203,0.0319156,0.0207752,0.0177835,0.0517735,0.0286037,0.0413063,0.042039,0.0400317,0.036207,0.0397156,0.0429835,0.0284575,0.0324573,0.00801582,0.0400562,0.0352057,0.0126612,0.0225311,0,0.0240959,0.0448893,0.0456508,0,0,0.0293701,0,0,0.0347069,0.0459914,0.0480494,0.0174591,0.0178927,0.0424723,0.043719,0.0344691,0.0608723,0.0421334,0.0442115,0.0668908,0.019246,0.0323553,0.0356845,0.020691,0.0486252,0.0646393,0,0,0,0.0656378,0.0451419,0.0473679,0,0,0
1147,0.0419697,0,0,0,0,0.0494559,0,0,0,0,0,0,0.0717214,0,0.0240981,0.0283733,0,0,0.0184399,0,0,0.056667,0.0509081,0.0315451,0.0207574,0.0175329,0.0518568,0.0286463,0.0409829,0.0421687,0.0408673,0.0362334,0.0395841,0.0428892,0.0281692,0.0323028,0.00844278,0.04003,0.0351797,0.012689,0.0225225,0,0.0241713,0.0448741,0.0456084,0,0,0.0293422,0,0,0.0346532,0.0457785,0.0476991,0.0176954,0.0180148,0.0427241,0.0437984,0.0346539,0.0611829,0.0423729,0.0443154,0.0671928,0.0196856,0.0324637,0.0356375,0.0206777,0.0486045,0.0647264,0,0,0,0.0657306,0.0454609,0.0473275,0,0,0
1148,0.0420101,0,0,0,0,0.0494317,0,0,0,0,0,0,0.069058,0,0.0242928,0.0286401,0,0,0.0185088,0,0,0.0566375,0.0507896,0.0313623,0.0207224,0.017325,0.051872,0.0287386,0.0407718,0.0419915,0.0414839,0.0360761,0.0393609,0.0428191,0.0277883,0.0318967,0.00827416,0.0399715,0.0351599,0.0126992,0.0222467,0,0.0242657,0.0450793,0.045568,0,0,0.0292025,0,0,0.0345594,0.0457768,0.0474531,0.0179339,0.0180621,0.0429687,0.0438564,0.0348225,0.061464,0.0424401,0.0445895,0.0673524,0.0203608,0.0323879,0.0356089,0.0206808,0.048458,0.0649026,0,0,0,0.0658144,0.0456389,0.0473901,0,0,0
1149,0.0420164,0,0,0,0,0.0494844,0,0,0,0,0,0,0.0658235,0,0.0241156,0,0,0,0.0185092,0,0,0.0565048,0.0484489,0.0319657,0.0211985,0.0166974,0.0517038,0.0283719,0.0390166,0.0417504,0.0422701,0.0347517,0.0383724,0.041927,0.026849,0.0310268,0.0077433,0.0401272,0.0351918,0.0127557,0.0232391,0,0.0250252,0.0451882,0.0456667,0,0,0.029028,0,0,0.0345044,0.0477439,0.0476032,0.0177309,0.0188727,0.0433521,0.0441652,0.036122,0.0611624,0.0421487,0.0442775,0.0670351,0.0195369,0.0323649,0.0356041,0.0206641,0.0482235,0.0650118,0,0,0,0.0652318,0.045457,0.0476613,0,0,0
1150,0.0420054,0,0,0,0,0.0494475,0,0,0,0,0,0,0.063296,0,0.0241225,0.0293141,0,0,0.0185118,0,0,0.0565277,0.0509697,0.0315907,0.0203511,0.0161223,0.0518301,0.0288101,0.0406041,0.0419207,0.0416314,0.0352633,0.0387323,0.0426483,0.0271788,0.031074,0.00729694,0.039968,0.0351307,0.0126702,0.0214195,0,0.0242723,0.0455024,0.0455354,0,0,0.0287914,0,0,0.0344649,0.0453119,0.0474346,0.0183261,0.0179393,0.0432086,0.0440309,0.0344854,0.0616291,0.0427897,0.0451128,0.0679761,0.0217977,0.0324794,0.0357109,0.0207391,0.0478192,0.0652107,0,0,0,0.0662703,0.0457945,0.047546,0,0,0
1151,0.0419459,0,0,0,0,0.049444,0,0,0,0,0,0,0.0602456,0,0.0238163,0.0267835,0,0,0.018455,0,0,0.0565215,0.0510172,0.0318967,0.0201604,0.0151905,0.0516435,0.0288141,0.0405646,0.0425506,0.0413099,0.034524,0.0383478,0.0424045,0.0268734,0.0307615,0.00684126,0.0398889,0.0350519,0.0126308,0.0209197,0,0.0242783,0.0457111,0.0455595,0,0,0.0287537,0,0,0.0345106,0.0451225,0.0472777,0.0183395,0.017923,0.0433161,0.0441889,0.0344312,0.0616102,0.0428255,0.0447752,0.0679206,0.0223773,0.0325574,0.0357056,0.0207232,0.0474068,0.0653639,0,0,0,0.0664365,0.0457428,0.0477251,0,0,0
1152,0.041889,0,0,0,0,0.0494434,0,0,0,0,0,0,0.056891,0,0.0237837,0.025709,0,0,0.0184714,0,0,0.056542,0.0511246,0.0324878,0.0199363,0.0146383,0.0515263,0.0288574,0.0405754,0.043123,0.0408292,0.0338941,0.0379983,0.0419843,0.0266086,0.0304703,0.00756839,0.0398957,0.035013,0.0125968,0.0205271,0,0.0242781,0.0460968,0.0455975,0,0,0.0288123,0,0,0.0345468,0.0447602,0.0470799,0.0184194,0.0178086,0.0434019,0.0442771,0.0343843,0.0615466,0.042747,0.0445503,0.067789,0.0229947,0.0326241,0.0356799,0.0207163,0.0469822,0.0656142,0,0,0,0.0666419,0.0456811,0.0478862,0,0,0
1153,0.0418309,0,0,0,0,0.0493674,0,0,0,0,0,0,0.0537069,0,0.0238796,0.0265265,0,0,0.0185246,0,0,0.0565296,0.051526,0.0333011,0.0195817,0.0141709,0.0514585,0.0289415,0.0406331,0.0435889,0.0402357,0.0335775,0.0376247,0.0415655,0.0263108,0.0303124,0.0094637,0.0400248,0.0349834,0.0125511,0.0200405,0,0.0241884,0.0466167,0.0456208,0,0,0.0287565,0,0,0.0345997,0.0440373,0.046926,0.0185904,0.0175555,0.0434514,0.0443294,0.0341723,0.0615559,0.0425999,0.0446366,0.0677827,0.0238398,0.0326511,0.0357738,0.0207795,0.046569,0.0659175,0,0,0,0.066958,0.0456976,0.0480128,0,0,0
1154,0.0417306,0,0,0,0,0.0493089,0,0,0,0,0,0,0.0512685,0,0.0240052,0.0286513,0,0,0.0185584,0,0,0.0564778,0.0521158,0.0341962,0.0192008,0.0137899,0.0515107,0.0289956,0.0407532,0.0440073,0.0397084,0.0334349,0.0372118,0.0411701,0.0259708,0.0302298,0.0119075,0.0401136,0.0349689,0.0125416,0.019473,0,0.0239866,0.0471142,0.0456459,0,0,0.0287249,0,0,0.0345797,0.0431481,0.0468015,0.0188396,0.0172708,0.043539,0.044344,0.0338045,0.0616862,0.0424886,0.0448509,0.0680383,0.0247617,0.0327189,0.0358061,0.0208027,0.0462566,0.0661854,0,0,0,0.0672355,0.0457689,0.0481248,0,0,0
1155,0.041642,0,0,0,0,0.0492079,0,0,0,0,0,0,0.0485904,0,0.024048,0.0284636,0,0,0.0185264,0,0,0.0564479,0.0523829,0.0349134,0.0189403,0.0134683,0.0514808,0.0290515,0.0406382,0.044603,0.0393131,0.0330648,0.036712,0.0405445,0.0256188,0.0299641,0.0150165,0.0401116,0.034957,0.0125272,0.0191556,0,0.0239367,0.0474727,0.045633,0,0,0.0287985,0,0,0.0345639,0.0426544,0.0466947,0.0189373,0.0170568,0.0435275,0.044478,0.0336704,0.061573,0.0426203,0.0446488,0.0682976,0.0253282,0.0327547,0.0358213,0.0208109,0.0460352,0.0664093,0,0,0,0.0673811,0.0458124,0.0483133,0,0,0
1156,0.0426297,0,0,0,0,0.0484868,0,0,0,0,0,0,0.0456204,0,0.023992,0.0265475,0,0,0.0184599,0,0,0.0563578,0.052471,0.0357536,0.0189144,0.0132162,0.0515124,0.0290415,0.0405184,0.0454671,0.0391212,0.0324756,0.036205,0.0396839,0.025208,0.0294739,0.0185621,0.0403824,0.0348993,0.0125,0.019014,0,0.0239757,0.047669,0.0451312,0,0,0.0299835,0,0,0.018029,0.0425069,0.0465727,0.0188312,0.01693,0.0435564,0.0445729,0.0337521,0.0614311,0.0425749,0.0444979,0.0681721,0.0255583,0.0329632,0,0.00848649,0.0453621,0.0667957,0,0,0,0.0673939,0.0457585,0.0485253,0,0,0
1157,0.0415143,0,0,0,0,0.0489781,0,0,0,0,0,0,0.0427875,0,0.0239597,0.026825,0,0,0.0186411,0,0,0.0565578,0.0525835,0.0364371,0.0186342,0.0133349,0.0511819,0.0291573,0.0406913,0.046176,0.0388284,0.0318643,0.0359303,0.0392449,0.0250388,0.0289597,0.0219252,0.0400051,0.0349266,0.012516,0.0187606,0,0.0239357,0.0478948,0.0456192,0,0,0.0289369,0,0,0.0345634,0.0422672,0.0465782,0.019033,0.0169056,0.0432686,0.0451114,0.033728,0.0612744,0.0425356,0.0446032,0.0678577,0.0259056,0.0327243,0.0357042,0.0209391,0.0457787,0.0667587,0,0,0,0.0675285,0.0457504,0.0487097,0,0,0
1158,0.0414549,0,0,0,0,0.0489396,0,0,0,0,0,0,0.0404438,0,0.0239134,0.0281936,0,0,0.0185988,0,0,0.0565757,0.0530579,0.0368012,0.0183395,0.0135913,0.0515509,0.0291224,0.0408907,0.0464643,0.0387285,0.0315733,0.0357301,0.0389797,0.0249805,0.0284615,0.0247544,0.0400588,0.0349711,0.0125135,0.0182636,0,0.0236942,0.0482924,0.0455663,0,0,0.0287226,0,0,0.034547,0.0415377,0.0464796,0.019202,0.0165849,0.0433366,0.0451057,0.0333554,0.0613471,0.0426003,0.044714,0.0678431,0.0264953,0.0328486,0.0356946,0.0208015,0.045658,0.0669326,0,0,0,0.0676666,0.0458241,0.0487598,0,0,0
1159,0.0413763,0,0,0,0,0.0489095,0,0,0,0,0,0,0.0380353,0,0.0239361,0.0283067,0,0,0.0185105,0,0,0.0565575,0.0532942,0.0372326,0.0181812,0.0139058,0.0516265,0.0292141,0.0410379,0.0471173,0.0387244,0.0309181,0.0354586,0.0387917,0.0248837,0.0278458,0.0279576,0.040058,0.0349449,0.0125117,0.017967,0,0.0236273,0.0485287,0.0455054,0,0,0.0287356,0,0,0.034544,0.0411732,0.0464156,0.0193388,0.0164374,0.0434065,0.0452702,0.0332119,0.0614457,0.0425047,0.0445936,0.0678851,0.0269722,0.0328743,0.0356183,0.0207898,0.0456222,0.0670885,0,0,0,0.0677164,0.0458881,0.0488685,0,0,0
1160,0.0413129,0,0,0,0,0.0488339,0,0,0,0,0,0,0.0352027,0,0.0240078,0.0274399,0,0,0.0185306,0,0,0.0565633,0.0531539,0.0379312,0.0181791,0.0142373,0.0512998,0.029453,0.0411683,0.0478682,0.0387281,0.0297997,0.0351248,0.0383871,0.0246192,0.0271415,0.0318113,0.0399489,0.0349532,0.0124874,0.0180076,0,0.023787,0.0484788,0.0454984,0,0,0.0288907,0,0,0.0345058,0.0413357,0.0462124,0.0194357,0.0165603,0.0433239,0.0456753,0.033418,0.0612325,0.0423261,0.0445773,0.0677833,0.0270871,0.0328048,0.0355208,0.0207999,0.0456612,0.0671625,0,0,0,0.0676969,0.0458439,0.0490573,0,0,0
1161,0.041218,0,0,0,0,0.0487597,0,0,0,0,0,0,0.0331474,0,0.0239688,0.027399,0,0,0.0185333,0,0,0.0565059,0.0531491,0.0386945,0.0180285,0.0144949,0.0511529,0.0296611,0.0412464,0.0483432,0.0388592,0.02887,0.0348827,0.038083,0.0244037,0.0266926,0.0348896,0.0398859,0.0349489,0.0124431,0.0180549,0,0.0238974,0.04844,0.0455114,0,0,0.0290529,0,0,0.0344998,0.0412899,0.0456928,0.0196499,0.0165533,0.0434307,0.0459595,0.0335025,0.0611307,0.0422535,0.0445324,0.0676723,0.0273495,0.0327353,0.035448,0.0207678,0.0456344,0.0672473,0,0,0,0.0677934,0.0458266,0.0491687,0,0,0
1162,0.0411255,0,0,0,0,0.0487042,0,0,0,0,0,0,0.0318503,0,0.0238245,0.027377,0,0,0.0184617,0,0,0.0564438,0.0533264,0.0394577,0.0177853,0.0146926,0.0511613,0.0298243,0.0411869,0.0486589,0.0390407,0.028148,0.0347749,0.0378817,0.0242858,0.0261884,0.0372575,0.0398529,0.0349355,0.0123868,0.0179947,0,0.0239158,0.0484628,0.0454802,0,0,0.0291651,0,0,0.034504,0.0410887,0.0454325,0.0198334,0.0165037,0.0435903,0.0461067,0.0334133,0.0611656,0.0422577,0.0444288,0.0676517,0.0277553,0.032684,0.035364,0.0206943,0.0455688,0.0674042,0,0,0,0.0679175,0.0458776,0.0492183,0,0,0
1163,0.041081,0,0,0,0,0.0486759,0,0,0,0,0,0,0.0310064,0,0.0237486,0.0271236,0,0,0.018414,0,0,0.0564957,0.0535509,0.0398519,0.0175612,0.0149009,0.0511815,0.0299572,0.0410612,0.0488758,0.0392926,0.0275383,0.0346533,0.037493,0.0242185,0.0257405,0.0391245,0.039787,0.0349675,0.0123121,0.0178754,0,0.023871,0.0485396,0.0454375,0,0,0.0291431,0,0,0.0344703,0.0408731,0.0453986,0.020049,0.0165158,0.0438166,0.046243,0.0333268,0.061234,0.0422971,0.0444992,0.0677297,0.0280949,0.0326853,0.0353356,0.0206415,0.0454745,0.0675761,0,0,0,0.0678953,0.0459299,0.049247,0,0,0
1164,0.0410139,0,0,0,0,0.0488407,0,0,0,0,0,0,0.030417,0,0.0235145,0,0,0,0.0182749,0,0,0.056468,0.0520367,0.0398276,0.0171122,0.015364,0.0521783,0.0292542,0.0393306,0.0484255,0.0402238,0.026939,0.0344478,0.0369486,0.023917,0.0250851,0.0395587,0.0401215,0.0350906,0.0123657,0.0185092,0,0.0241955,0.0489464,0.0455208,0,0,0.0287443,0,0,0.0344545,0.0418516,0.0450386,0.0196925,0.0169733,0.045164,0.0459778,0.034016,0.06125,0.0422252,0.0443458,0.0676353,0.0269787,0.0328712,0.0354533,0.0206638,0.045221,0.0678243,0,0,0,0.0673548,0.0457109,0.049134,0,0,0
1165,0.0409579,0,0,0,0,0.0487002,0,0,0,0,0,0,0.0297989,0,0.0234472,0.0252276,0,0,0.0182794,0,0,0.0566569,0.0541458,0.0407322,0.0169434,0.0149764,0.0511278,0.0300148,0.0407424,0.048881,0.0398626,0.0267477,0.0343625,0.036949,0.0239876,0.0251382,0.0409861,0.0398962,0.0351018,0.012333,0.0176776,0,0.0237818,0.0485767,0.0453527,0,0,0.0285612,0,0,0.034627,0.0402938,0.0445825,0.0207304,0.0164628,0.0444149,0.0462776,0.0332463,0.0614816,0.0424308,0.0444786,0.0679228,0.02852,0.0327014,0.0357211,0.0206889,0.0452051,0.0678546,0,0,0,0.0680056,0.0460225,0.0492619,0,0,0
1166,0.0409245,0,0,0,0,0.0487312,0,0,0,0,0,0,0.0295031,0,0.0232801,0.0241067,0,0,0.0181598,0,0,0.0566628,0.0542418,0.0406442,0.0167099,0.0148826,0.0509251,0.0300205,0.0403692,0.0488438,0.0402358,0.0264261,0.0341636,0.0366911,0.023875,0.0249232,0.0416298,0.0399974,0.0352196,0.0123959,0.0176245,0,0.0238873,0.0485504,0.0453649,0,0,0.028645,0,0,0.0345729,0.04013,0.0437741,0.0210659,0.0165059,0.0445361,0.0462906,0.0332815,0.0616418,0.0424448,0.0445023,0.0679013,0.0287343,0.0326674,0.0355354,0.0205,0.0451265,0.0679045,0,0,0,0.0680931,0.0460188,0.0492374,0,0,0
1167,0.0408617,0,0,0,0,0.0487395,0,0,0,0,0,0,0.0294317,0,0.0230619,0.0229017,0,0,0.0180699,0,0,0.0566628,0.0541792,0.0402653,0.0166041,0.0147433,0.050647,0.0300219,0.0399541,0.0487981,0.0406285,0.0260417,0.0338149,0.0363655,0.0238018,0.0246557,0.0419284,0.0400251,0.0353187,0.0124325,0.0176259,0,0.0239849,0.0484235,0.0454789,0,0,0.0286406,0,0,0.0345436,0.0400642,0.0432062,0.0213055,0.0166426,0.044664,0.0463448,0.0333725,0.0616385,0.0424268,0.0446281,0.0679648,0.0288149,0.0327005,0.035395,0.0203046,0.0450912,0.0678881,0,0,0,0.0682175,0.0460477,0.049198,0,0,0
