Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
29,0.0437385,0,0,0,0,0.0476033,0,0,0,0,0,0,0.0373297,0,0.0319121,0.0432418,0,0,0.0219756,0,0,0.0436606,0.0409719,0.0317326,0.0274475,0.0167922,0.0247267,0.0354434,0.0287301,0.0343006,0.0415915,0.0344855,0.0383998,0.0425315,0.026352,0.0308372,0.0206147,0.0549031,0.0119429,0.0153439,0.0280624,0,0.0263037,0.0552515,0.040622,0,0,0.0158922,0,0,0.0186562,0.0563053,0.04162,0.0261243,0.0248612,0.0296206,0.0442866,0.0630789,0.0430089,0.0553936,0.0377524,0.0436437,0.0655772,0.0140561,0.0486378,0.015051,0.0109355,0.0612754,0.0639237,0,0,0,0,0,0,0
30,0.0439808,0,0,0,0,0.0474602,0,0,0,0,0,0,0.0369819,0,0.0320222,0.0427657,0,0,0.0145417,0,0,0.0481742,0.0407626,0.0319483,0.0270677,0.0166272,0.0250172,0.0325162,0.0287453,0.034614,0.0415701,0.0341907,0.0383426,0.0423795,0.0264002,0.0307491,0.0210726,0.057863,0.0136522,0.0125402,0.0279347,0,0.0263036,0.0548198,0.0392258,0,0,0.0155759,0,0,0.0185367,0.0561031,0.0418214,0.0265459,0.0250246,0.0301558,0.0432958,0.0634426,0.0432825,0.0551745,0.037603,0.0435127,0.065436,0.0142884,0.0482528,0.0134963,0.0101021,0.0609157,0.0633065,0,0,0,0,0,0,0
31,0.0428183,0,0,0,0,0.0479707,0,0,0,0,0,0,0.0370183,0,0.0321068,0.0429055,0,0,0.0219547,0,0,0.0435677,0.0408774,0.0319062,0.0275027,0.0166612,0.0251685,0.0349111,0.0289075,0.034713,0.041566,0.0343863,0.0384515,0.0423802,0.0265171,0.0308072,0.0210555,0.0544597,0.0124505,0.0140321,0.0279724,0,0.026222,0.0548609,0.0405838,0,0,0.0156167,0,0,0.0186127,0.0559479,0.0416405,0.0259038,0.0248156,0.0297202,0.0427916,0.0632122,0.0429859,0.0554023,0.0378285,0.0436721,0.0656543,0.0142321,0.0495076,0.0123875,0.00964296,0.0615906,0.0635143,0,0,0,0,0,0,0
32,0.0423376,0,0,0,0,0.0482299,0,0,0,0,0,0,0.0368825,0,0.0320995,0.0428252,0,0,0.0223437,0,0,0.0436107,0.0405771,0.0320162,0.0275418,0.0165228,0.0254538,0.0347597,0.029039,0.0348903,0.0415829,0.03434,0.0382586,0.0422678,0.0264344,0.0307823,0.0212783,0.0541098,0.0127297,0.0133032,0.0279085,0,0.026195,0.0547193,0.0405924,0,0,0.0153771,0,0,0.0186299,0.055819,0.0416331,0.0257746,0.0247623,0.0297476,0.0421287,0.0632784,0.0429443,0.0554147,0.0378466,0.0436306,0.0656243,0.0142821,0.0499189,0.0114048,0.00857781,0.0617674,0.0632805,0,0,0,0,0,0,0
33,0.0418689,0,0,0,0,0.0484946,0,0,0,0,0,0,0.0367568,0,0.0322072,0.0424757,0,0,0.0222655,0,0,0.0438303,0.0402023,0.032117,0.0276946,0.016555,0.025761,0.0345386,0.02916,0.0349666,0.0416015,0.0342614,0.0381481,0.0421466,0.0263408,0.0307289,0.021447,0.0539042,0.0134839,0.0127006,0.0278645,0,0.0261135,0.0545166,0.0406113,0,0,0.0150726,0,0,0.0186947,0.0556604,0.0415499,0.0257048,0.0247304,0.0297934,0.041422,0.0633612,0.0428895,0.0554179,0.0378364,0.0436697,0.065534,0.014215,0.0502678,0.0105421,0.00760383,0.061908,0.0630127,0,0,0,0,0,0,0
34,0.0418053,0,0,0,0,0.0488973,0,0,0,0,0,0,0.0358079,0,0.0315901,0,0,0,0.0218117,0,0,0.0444002,0.0380077,0.0343373,0.0335923,0.0142035,0.0245801,0.0349012,0.0285689,0.0380084,0.0426667,0.0313481,0.03603,0.0397539,0.0246478,0.029967,0.0227364,0.0529066,0.014412,0.0117119,0.0284898,0,0.0267043,0.0547954,0.0404707,0,0,0.0145751,0,0,0.0188473,0.0584488,0.0425259,0.0246771,0.0261675,0.0287711,0.041451,0.0625374,0.0446823,0.0548586,0.0376049,0.0431026,0.0646947,0.013706,0.0501177,0.00953207,0.00648425,0.0629709,0.0621887,0,0,0,0,0,0,0
35,0.0412273,0,0,0,0,0.0488928,0,0,0,0,0,0,0.0364024,0,0.0323731,0.0411271,0,0,0.0218298,0,0,0.0443265,0.0402552,0.032308,0.0292762,0.0163123,0.0263096,0.0340078,0.0294886,0.0350663,0.0414753,0.0339246,0.0382073,0.041965,0.026173,0.030579,0.0217877,0.0534111,0.0155818,0.0111623,0.0277443,0,0.0259126,0.0540867,0.0405683,0,0,0.0141366,0,0,0.0191581,0.0555106,0.0415734,0.0253484,0.024753,0.0297963,0.0403775,0.0634651,0.0428767,0.0553399,0.0378312,0.0436251,0.065574,0.0143166,0.0509282,0.00933188,0.00602173,0.0620692,0.0623708,0,0,0,0,0,0,0
36,0.0408301,0,0,0,0,0.0491675,0,0,0,0,0,0,0.036177,0,0.0323874,0.0408739,0,0,0.0216101,0,0,0.0446377,0.0404975,0.0321538,0.030143,0.0164729,0.0264651,0.0336819,0.0299471,0.0352155,0.0411357,0.0336176,0.0381738,0.0419075,0.026156,0.0304938,0.02201,0.053282,0.0166753,0.010611,0.0276883,0,0.0259738,0.0538674,0.0405425,0,0,0.0143085,0,0,0.0195775,0.055412,0.0416205,0.0252876,0.0247574,0.0295832,0.0399605,0.0636648,0.0429864,0.0552224,0.0377012,0.0435199,0.0655102,0.0144168,0.0511969,0.0101787,0.00412182,0.0621902,0.0619081,0,0,0,0,0,0,0
37,0.0404972,0,0,0,0,0.0493663,0,0,0,0,0,0,0.0361653,0,0.0323655,0.0406872,0,0,0.0214471,0,0,0.0451791,0.0406994,0.0322015,0.0299819,0.0165072,0.0267769,0.0333252,0.0300665,0.0353386,0.0411277,0.0335182,0.038003,0.0417344,0.0260482,0.0304274,0.0220582,0.0531905,0.0179029,0.0104611,0.0275942,0,0.0259268,0.0536453,0.0406061,0,0,0.0143885,0,0,0.0201259,0.0553033,0.041544,0.0252759,0.024749,0.0297445,0.0396077,0.0637488,0.0429922,0.055219,0.0376408,0.0435666,0.0654968,0.0144363,0.051385,0.0113998,0.00285507,0.062106,0.061647,0,0,0,0,0,0,0
38,0.0402075,0,0,0,0,0.0495448,0,0,0,0,0,0,0.0361754,0,0.0323284,0.0404732,0,0,0.0212474,0,0,0.0455914,0.0406387,0.0322846,0.0295558,0.0165038,0.0271424,0.0329391,0.030127,0.0353957,0.0411666,0.0334497,0.0378728,0.0415931,0.0259569,0.0303485,0.0220455,0.0530102,0.0192275,0.0103505,0.0275469,0,0.025871,0.0535715,0.0406798,0,0,0.0144175,0,0,0.0207584,0.0551168,0.0415138,0.0252393,0.0247405,0.0300289,0.0392985,0.0637997,0.0429538,0.05527,0.0376728,0.0435843,0.0654436,0.0144988,0.0515139,0.0127445,0.00270496,0.0619393,0.0614362,0,0,0,0,0,0,0
39,0.0399792,0,0,0,0,0.0497123,0,0,0,0,0,0,0.0361077,0,0.0323287,0.0403198,0,0,0.0210101,0,0,0.0458741,0.0405286,0.0323268,0.0294698,0.0166179,0.0275908,0.0325364,0.0302287,0.0354685,0.0411724,0.0333689,0.0377721,0.0415655,0.0259425,0.0302628,0.0221099,0.0527885,0.020618,0.0103293,0.0275356,0,0.0258397,0.0535407,0.0407181,0,0,0.0143721,0,0,0.0213537,0.0550213,0.0415125,0.0250405,0.0247884,0.030385,0.0390492,0.0637814,0.0429713,0.0552403,0.0376465,0.0435284,0.0653798,0.0144092,0.0516163,0.0140312,0.00333346,0.0617312,0.0611382,0,0,0,0,0,0,0
40,0.0399197,0,0,0,0,0.0497248,0,0,0,0,0,0,0.0359389,0,0.0324667,0.0402506,0,0,0.020871,0,0,0.0461178,0.0404369,0.0323273,0.0296405,0.0168329,0.0280284,0.032227,0.0302794,0.0355322,0.0410776,0.0333288,0.037717,0.0415905,0.0259461,0.0301933,0.0222394,0.0527524,0.021992,0.0103848,0.027419,0,0.0257458,0.0536193,0.0407756,0,0,0.0136093,0,0,0.0233731,0.0551156,0.0414595,0.0247591,0.0248912,0.0308255,0.0388747,0.0637336,0.0430558,0.0552051,0.0376091,0.0435535,0.0653792,0.0143803,0.0516965,0.0133709,0,0.0613999,0.06091,0,0,0,0,0,0,0
41,0.0390227,0,0,0,0,0.051106,0,0,0,0,0,0,0.0373806,0,0.0331136,0.0405181,0,0,0.0204488,0,0,0.0462535,0.0431877,0.0344631,0.0288163,0.0172247,0.0254756,0.0316205,0.0310499,0.0360132,0.0429228,0.0348886,0.0363545,0.0401652,0.0245181,0.0296659,0.0214073,0.0519211,0.0237555,0.0108879,0.0275526,0,0.0268555,0,0.0411109,0,0,0.0134382,0,0,0.024457,0.0519012,0.0460961,0.0309217,0.025168,0.0285075,0.0404113,0.0679892,0.0436359,0.051436,0.034632,0.0402848,0.0617707,0.0159325,0.0503351,0.0141675,0,0.0633125,0.0597401,0,0,0,0,0,0,0
42,0.0390632,0,0,0,0,0.050599,0,0,0,0,0,0,0.0355676,0,0.0323492,0.0398659,0,0,0.0200341,0,0,0.0458585,0.0406368,0.0330291,0.0289939,0.0169296,0.0286806,0.0314675,0.0300307,0.0354652,0.0413847,0.0334779,0.0373632,0.0412431,0.0255471,0.0298766,0.0230309,0.0525147,0.0251676,0.0111892,0.0274425,0,0.0257233,0.052944,0.0406799,0,0,0.0133077,0,0,0.0250702,0.0547477,0.0412101,0.0247317,0.0247477,0.0314705,0.0385687,0.0640417,0.0430714,0.0551224,0.0374331,0.0434693,0.0654043,0.0141553,0.0514171,0.0151706,0,0.0610946,0.0604321,0,0,0,0,0,0,0
43,0.038727,0,0,0,0,0.0509603,0,0,0,0,0,0,0.0357939,0,0.0323936,0.0397988,0,0,0.0195353,0,0,0.0457077,0.040717,0.0331879,0.0289625,0.0169719,0.0288037,0.0309792,0.0303342,0.0356599,0.0410745,0.0330791,0.037058,0.0410755,0.0252254,0.0294627,0.0229335,0.0524011,0.0264112,0.0116648,0.0276063,0,0.0258028,0.0524873,0.0407493,0,0,0.0130676,0,0,0.0263912,0.0546501,0.0412627,0.0249691,0.0249468,0.0315696,0.038307,0.0643951,0.0433469,0.0548367,0.0372159,0.0431584,0.0651421,0.0142544,0.0514285,0.0157031,0,0.0610968,0.0599275,0,0,0,0,0,0,0
44,0.0388403,0,0,0,0,0.0509221,0,0,0,0,0,0,0.0357533,0,0.0324522,0.0396545,0,0,0.0191777,0,0,0.0463095,0.0407316,0.0332446,0.028746,0.0170561,0.0290861,0.030819,0.0305357,0.0356634,0.040918,0.0329206,0.0369649,0.0409712,0.0251236,0.0293217,0.022949,0.0523768,0.028055,0.0116064,0.0275787,0,0.0257691,0.0520442,0.040791,0,0,0.0130214,0,0,0.0275475,0.0546629,0.0412759,0.0249505,0.0250527,0.031783,0.0381166,0.0645326,0.0434921,0.054681,0.0370714,0.0430596,0.0650497,0.0143695,0.0513757,0.0163109,0,0.0609138,0.059648,0,0,0,0,0,0,0
45,0.0410112,0,0,0,0,0.0488272,0,0,0,0,0,0,0.0351489,0,0.0323939,0.0391384,0,0,0.00944655,0,0,0.0378058,0.040669,0.0327876,0.0281217,0.0170027,0.0297218,0.0264138,0.0307867,0.0358375,0.0407787,0.0326408,0.0368242,0.0407603,0.0252811,0.0295066,0.0233693,0.0561615,0,0.0189522,0.0270639,0,0.0254287,0.0515688,0.0404521,0,0,0.0133469,0,0,0.025721,0.0544174,0.0412175,0.0260394,0.0253025,0.0328122,0.037387,0.0653821,0.0440691,0.0544491,0.0368156,0.0429679,0.0649125,0.0145753,0.0505587,0.0228541,0.00975875,0.0587596,0.0589304,0,0,0,0,0,0,0
46,0.0414317,0,0,0,0,0.0486309,0,0,0,0,0,0,0.0351631,0,0.0323994,0.0390479,0,0,0.00953111,0,0,0.0377577,0.0407667,0.0322468,0.0285175,0.017131,0.0300694,0.0259527,0.0312054,0.0360198,0.0403627,0.0324639,0.0367796,0.0406862,0.0253067,0.0295506,0.0229766,0.0559386,0,0.0190779,0.0265975,0,0.0253878,0.0511347,0.0403274,0,0,0.0132756,0,0,0.0300759,0.0544915,0.0412119,0.0259727,0.0253548,0.0330936,0.0373663,0.0652532,0.044077,0.0544099,0.0368175,0.0429132,0.0648167,0.0155228,0.0508479,0.0167262,0,0.058356,0.0586802,0,0,0,0,0,0,0
47,0.0414797,0,0,0,0,0.0485917,0,0,0,0,0,0,0.0350872,0,0.0323818,0.0388756,0,0,0.00978899,0,0,0.037545,0.0408452,0.0321398,0.0282183,0.0172771,0.030392,0.0257688,0.0313745,0.0360246,0.0402154,0.0324628,0.0367125,0.0405429,0.025159,0.0293985,0.0230391,0.0557948,0,0.0191066,0.0265212,0,0.0253393,0.0509188,0.0405163,0,0,0.0137127,0,0,0.0270279,0.0544036,0.0411375,0.0259914,0.0253761,0.0334255,0.0368636,0.0651777,0.0441572,0.0543269,0.0367388,0.04289,0.0647237,0.0155475,0.0508528,0.0253884,0.0126266,0.0580538,0.0585508,0,0,0,0,0,0,0
48,0.0417162,0,0,0,0,0.0484219,0,0,0,0,0,0,0.0350558,0,0.0323212,0.0386718,0,0,0.00987435,0,0,0.0373535,0.0408694,0.0320175,0.0281503,0.0175678,0.0307022,0.0255605,0.0315181,0.0360292,0.0400677,0.0322595,0.0365808,0.0403194,0.0249569,0.0292064,0.0230679,0.0558059,0,0.0192316,0.0264653,0,0.0252775,0.0507243,0.0405737,0,0,0.0137642,0,0,0.027911,0.0543335,0.0411054,0.0260221,0.0254095,0.0337476,0.036482,0.06531,0.0442673,0.0542371,0.0366378,0.0427711,0.0646729,0.0156424,0.050881,0.0270362,0.0135703,0.0576703,0.0584614,0,0,0,0,0,0,0
49,0.0412103,0,0,0,0,0.0484417,0,0,0,0,0,0,0.035163,0,0.032489,0.0388141,0,0,0.0130527,0,0,0.0356219,0.0412107,0.0317848,0.0288818,0.0180332,0.0303328,0.0283601,0.0316821,0.035785,0.040013,0.0324738,0.0365016,0.0402326,0.0248626,0.0291558,0.0228435,0.0510219,0,0.0191997,0.0264568,0,0.0250987,0.0509028,0.0423943,0,0,0.013414,0,0,0.0282765,0.0541642,0.0406264,0.024886,0.0251465,0.0326699,0.0365614,0.0651022,0.0438687,0.0545218,0.0367983,0.0429707,0.0651128,0.0155196,0.0519347,0.0281612,0.0144144,0.0577715,0.0590605,0,0,0,0,0,0,0
50,0.0415155,0,0,0,0,0.048203,0,0,0,0,0,0,0.0348464,0,0.0326126,0.0387853,0,0,0.0129698,0,0,0.035654,0.0412762,0.0316484,0.0288887,0.0181489,0.0305568,0.0285291,0.0318319,0.035829,0.0399321,0.0323865,0.0362381,0.0399597,0.0246978,0.0289955,0.0230239,0.050732,0,0.0192702,0.0263595,0,0.0250659,0.0508193,0.0426122,0,0,0.0135654,0,0,0.028836,0.0541323,0.0406645,0.0248465,0.0251698,0.0328417,0.0361795,0.065275,0.0439558,0.0543999,0.0366771,0.0428882,0.0651138,0.015602,0.0519598,0.0292265,0.0150959,0.0574214,0.0590409,0,0,0,0,0,0,0
51,0.0418213,0,0,0,0,0.047951,0,0,0,0,0,0,0.0345024,0,0.0327303,0.0387304,0,0,0.0127922,0,0,0.0357011,0.0413364,0.0314717,0.0287691,0.0183601,0.0308028,0.0285238,0.0320797,0.0358707,0.0397923,0.032272,0.0360643,0.0396727,0.0245451,0.0288069,0.0231286,0.0504963,0,0.0192035,0.0263567,0,0.024997,0.0506251,0.0428873,0,0,0.0137174,0,0,0.0295693,0.0540717,0.0407065,0.0248453,0.0250945,0.033037,0.0357762,0.0653258,0.0439872,0.0543225,0.0366427,0.0428709,0.0650264,0.0155621,0.0519722,0.0302719,0.0156916,0.0570201,0.0590418,0,0,0,0,0,0,0
52,0.0422495,0,0,0,0,0.0474843,0,0,0,0,0,0,0.0377722,0,0.0314838,0.0383895,0,0,0.012555,0,0,0.0357135,0.041443,0.0350141,0.0280826,0.0205021,0.0313454,0.0284664,0.0333898,0.0360498,0.0386791,0.0315365,0.0356688,0.0399639,0.0226322,0.0256269,0.0235494,0.0504984,0,0.0191266,0.0276038,0,0.0256745,0.0502717,0.0433146,0,0,0.0139239,0,0,0.0298796,0.0539191,0.040675,0.0248381,0.024763,0.0337057,0.0353295,0.0656556,0.0440112,0.0540255,0.036021,0.0424833,0.0649349,0.0144325,0.0519492,0.0321213,0.0155924,0.0562494,0.0592005,0,0,0,0,0,0,0
53,0.042673,0,0,0,0,0.0471324,0,0,0,0,0,0,0.0369491,0,0.0317067,0.0380796,0,0,0.0121507,0,0,0.0359267,0.0413309,0.0339699,0.0280621,0.0204613,0.031528,0.0283064,0.0333815,0.0360329,0.038625,0.0316383,0.0355213,0.0396752,0.0226799,0.0259411,0.0231629,0.0503699,0,0.0192431,0.0277829,0,0.0256612,0.0501229,0.0435675,0,0,0.0138893,0,0,0.0304859,0.0538516,0.0406757,0.0248557,0.0246062,0.0338437,0.034967,0.0657103,0.0440042,0.0540212,0.0359358,0.0423975,0.0648741,0.0142952,0.0519354,0.0331724,0.0161856,0.0556993,0.059166,0,0,0,0,0,0,0
54,0.0431595,0,0,0,0,0.0467106,0,0,0,0,0,0,0.0361139,0,0.0320934,0.037787,0,0,0.0117759,0,0,0.036074,0.0411045,0.0328984,0.0277987,0.0204605,0.0316947,0.0280878,0.0333802,0.0360378,0.0385714,0.0315985,0.035336,0.0393748,0.0228074,0.0262916,0.0229195,0.0502246,0,0.0192086,0.0278384,0,0.02559,0.0499501,0.0438254,0,0,0.0139264,0,0,0.0310037,0.0538122,0.040655,0.0248586,0.0244939,0.0340081,0.0345816,0.0657828,0.0440055,0.0539126,0.0358057,0.0423796,0.0648939,0.0142355,0.0518377,0.0338545,0.016686,0.0551069,0.0591351,0,0,0,0,0,0,0
55,0.0446767,0,0,0,0,0.0456679,0,0,0,0,0,0,0.0357202,0,0.0324878,0.0377908,0,0,0.0115213,0,0,0.0358851,0.0411049,0.0319459,0.027769,0.0204925,0.0317772,0.028016,0.0334951,0.0361769,0.0384437,0.0314025,0.0352371,0.0391217,0.0229502,0.0265564,0.0224883,0.0505196,0,0.0191094,0.0274107,0,0.0255853,0.0497709,0.0433144,0,0,0.0164596,0,0,0.0137566,0.0539375,0.0410138,0.0246435,0.0242302,0.0340218,0.0338257,0.0654088,0.0436756,0.0539327,0.0360586,0.0424041,0.0649657,0.0147604,0.050938,0,0.00501755,0.0541538,0.059431,0,0,0,0,0,0,0
56,0.0451361,0,0,0,0,0.0452391,0,0,0,0,0,0,0.0349615,0,0.0330193,0.0376376,0,0,0.0112062,0,0,0.0360629,0.0409392,0.0311347,0.0273811,0.0201897,0.0319626,0.0278769,0.033302,0.0360567,0.0385452,0.0314512,0.0351681,0.0387987,0.0232126,0.0269975,0.0229393,0.0504735,0,0.0189803,0.0280132,0,0.0254662,0.0497253,0.0436906,0,0,0.0166967,0,0,0.013924,0.0537134,0.0406219,0.0248149,0.0242321,0.0342315,0.0335829,0.0659408,0.0439785,0.0538582,0.0357832,0.0423457,0.0648192,0.0141016,0.050732,0,0.00522569,0.0536152,0.0595158,0,0,0,0,0,0,0
57,0.0445985,0,0,0,0,0.0454563,0,0,0,0,0,0,0.0346617,0,0.0334475,0.0374665,0,0,0.0108608,0,0,0.0362547,0.0409999,0.0306789,0.0273818,0.0200673,0.0323359,0.0274992,0.0333636,0.0361804,0.0385778,0.0313546,0.035062,0.0384619,0.0232523,0.0272665,0.0232168,0.049994,0,0.0189252,0.0280138,0,0.0254353,0.0495901,0.0447398,0,0,0.0142426,0,0,0.0322595,0.0536404,0.0407215,0.0248884,0.0240607,0.0345235,0.033832,0.0661426,0.0440069,0.0538942,0.0356318,0.0423265,0.0646618,0.0141263,0.0511993,0.0341895,0.0172707,0.053547,0.0592652,0,0,0,0,0,0,0
58,0.0461603,0,0,0,0,0.0443554,0,0,0,0,0,0,0.0351147,0,0.0333929,0.0375182,0,0,0.0108482,0,0,0.036071,0.0413393,0.0304561,0.0277487,0.0200567,0.0325103,0.0273183,0.0335837,0.0364652,0.0384575,0.0313716,0.0349592,0.0383217,0.023009,0.0272491,0.0225801,0.0503918,0,0.0188001,0.0275211,0,0.0254744,0.0495212,0.0442521,0,0,0.0170537,0,0,0.0148604,0.0537666,0.0412285,0.0246541,0.023758,0.0345592,0.0333599,0.0660227,0.043678,0.0540081,0.0358297,0.0423243,0.0646244,0.0147597,0.0502713,0,0.00568584,0.052624,0.0596107,0,0,0,0,0,0,0
59,0.046563,0,0,0,0,0.0439427,0,0,0,0,0,0,0.0347985,0,0.0333117,0.0374055,0,0,0.0106979,0,0,0.0362396,0.0414638,0.0307661,0.0274711,0.0197797,0.0327532,0.027209,0.0333916,0.0364326,0.0387051,0.0313399,0.0348354,0.0381916,0.0227593,0.0271042,0.0230778,0.0503083,0,0.0186851,0.0280141,0,0.0253513,0.0495111,0.0446716,0,0,0.0173062,0,0,0.0151854,0.0535495,0.0409009,0.0247568,0.0237328,0.0348342,0.0333949,0.0667526,0.0439496,0.053864,0.0355273,0.0421962,0.0645697,0.0141896,0.0500093,0,0.0059069,0.0519467,0.0596487,0,0,0,0,0,0,0
60,0.0458228,0,0,0,0,0.0443968,0,0,0,0,0,0,0.0349317,0,0.0331985,0.0372935,0,0,0.010282,0,0,0.036542,0.041562,0.0307703,0.0273513,0.0195534,0.0332113,0.0270457,0.0333715,0.0367102,0.0388223,0.0313028,0.0347525,0.0381613,0.0226973,0.0271275,0.0229003,0.0497703,0,0.0187667,0.0283921,0,0.0253024,0.0492951,0.0457387,0,0,0.013476,0,0,0.0339566,0.053427,0.0409282,0.0248422,0.0235247,0.0351991,0.033703,0.0670047,0.0439038,0.0538222,0.0356429,0.0421447,0.0644568,0.0139293,0.0505738,0.0354843,0.0172678,0.0516986,0.059295,0,0,0,0,0,0,0
61,0.0463081,0,0,0,0,0.0440285,0,0,0,0,0,0,0.0349965,0,0.0331456,0.0371108,0,0,0.010011,0,0,0.036698,0.0416227,0.0307954,0.0276166,0.0193583,0.0335314,0.0271383,0.0333194,0.036871,0.0388357,0.031352,0.0346428,0.0381458,0.0226141,0.0270385,0.0227886,0.0497708,0,0.0189232,0.0287145,0,0.0251969,0.0491829,0.0459744,0,0,0.0139258,0,0,0.034051,0.0533131,0.0409288,0.0249256,0.0233887,0.0354157,0.0339286,0.0671583,0.0438509,0.0537633,0.0356922,0.0421436,0.0643891,0.0137566,0.050035,0.0352658,0.017049,0.0511992,0.0593949,0,0,0,0,0,0,0
62,0.046811,0,0,0,0,0.0436345,0,0,0,0,0,0,0.0351017,0,0.0330767,0.0369406,0,0,0.0099295,0,0,0.0368133,0.0415655,0.0307425,0.0276285,0.0190486,0.0338103,0.0272497,0.0332993,0.0368122,0.0387715,0.0313874,0.034697,0.0380551,0.0225504,0.0269508,0.0225981,0.0497986,0,0.0188885,0.028715,0,0.0251313,0.0490246,0.0461951,0,0,0.0142492,0,0,0.0342264,0.0531373,0.040963,0.0249907,0.0231985,0.0356122,0.0341949,0.067314,0.043828,0.0537281,0.0356488,0.042069,0.0643292,0.0136673,0.0495776,0.035228,0.017173,0.0509741,0.0594731,0,0,0,0,0,0,0
63,0.0472921,0,0,0,0,0.0432527,0,0,0,0,0,0,0.0351705,0,0.0330102,0.0368206,0,0,0.00987116,0,0,0.0369267,0.0413223,0.0307321,0.0275248,0.0188405,0.0340696,0.0272709,0.0333478,0.0367529,0.0387467,0.031371,0.0346873,0.0379742,0.0224765,0.0269541,0.0225165,0.0498853,0,0.0188713,0.0286827,0,0.0250404,0.0488569,0.0463807,0,0,0.0143486,0,0,0.0343876,0.052995,0.0409895,0.0250338,0.0229722,0.0358127,0.0345047,0.0673792,0.0438039,0.0536685,0.0355646,0.0419532,0.0642172,0.0136252,0.0492152,0.0354251,0.0174263,0.050649,0.0595133,0,0,0,0,0,0,0
64,0.0477304,0,0,0,0,0.0428832,0,0,0,0,0,0,0.0352269,0,0.0329179,0.0367114,0,0,0.00954407,0,0,0.0372161,0.041344,0.0307631,0.0275548,0.0187574,0.0343436,0.0272699,0.0333557,0.0367741,0.0388074,0.0313323,0.0345261,0.0379455,0.022351,0.0269415,0.0224617,0.0499292,0,0.0190558,0.0286601,0,0.0249409,0.0487084,0.0465822,0,0,0.0144254,0,0,0.0345404,0.0529101,0.0410175,0.0250609,0.0227707,0.0360273,0.0348055,0.0674968,0.0437756,0.053624,0.0354884,0.0419212,0.0641099,0.0135812,0.0486601,0.0357639,0.0177861,0.0502105,0.0595604,0,0,0,0,0,0,0
65,0.0481409,0,0,0,0,0.0425284,0,0,0,0,0,0,0.0352625,0,0.032744,0.0367475,0,0,0.00959226,0,0,0.0373931,0.0416588,0.0307666,0.0277289,0.018572,0.0346498,0.027306,0.0332887,0.0368294,0.0388642,0.0313521,0.0342702,0.0379192,0.0222621,0.0269064,0.022391,0.0498203,0,0.0190532,0.0287281,0,0.024852,0.0486204,0.0467195,0,0,0.0145703,0,0,0.0346798,0.0528583,0.0410807,0.025076,0.0225853,0.0362269,0.0351049,0.0677302,0.04373,0.0536116,0.0354448,0.0419312,0.064104,0.0135387,0.0481456,0.0360212,0.0181128,0.0497577,0.0596685,0,0,0,0,0,0,0
66,0.0485462,0,0,0,0,0.042167,0,0,0,0,0,0,0.0353317,0,0.0324808,0.0365324,0,0,0.00977657,0,0,0.0375353,0.0418037,0.030762,0.0276647,0.0182438,0.0348855,0.0273575,0.0331501,0.0369257,0.038835,0.031376,0.0341103,0.0378795,0.0221462,0.0268185,0.0222618,0.0497252,0,0.0190278,0.0288427,0,0.0247811,0.0485298,0.046787,0,0,0.0147364,0,0,0.0346662,0.052813,0.0411784,0.0251106,0.0223842,0.036409,0.0354551,0.0678843,0.0436907,0.0535918,0.0353987,0.0418901,0.0641362,0.013484,0.0477561,0.0359286,0.0182061,0.0493288,0.0598132,0,0,0,0,0,0,0
67,0.0489455,0,0,0,0,0.0417893,0,0,0,0,0,0,0.035368,0,0.0323346,0.0362951,0,0,0.0100223,0,0,0.0376685,0.0418258,0.0307573,0.0275495,0.0180828,0.0350387,0.0274819,0.0330818,0.0370042,0.0388701,0.03136,0.034039,0.0377802,0.022076,0.0267548,0.0222088,0.0496971,0,0.0190114,0.0289817,0,0.0247093,0.048448,0.0468239,0,0,0.0147832,0,0,0.0344305,0.0527698,0.0412707,0.0251446,0.0221631,0.0365395,0.0358406,0.0680177,0.0436413,0.0536007,0.0353726,0.041866,0.06408,0.0133992,0.0473893,0.0355924,0.0181094,0.0489395,0.0599301,0,0,0,0,0,0,0
