Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x73
113,0,0,0,0,0,0,0.00893863,0.00383991,0,0,0,0.0198125,0.020161,0.035099,0,0,0.0390386,0,0.0185334,0.0230741,0.0116046,0.0701,0.0214003,0.0531543,0.00559299,0.0187104,0.0249821,0.0484613,0.0342091,0.0302637,0.0347069,0.0351123,0.00564493,0.0193602,0.0481996,0.0315471,0.00881194,0.00771067,0.0260106,0.0150057,0.018298,0.00776669,0,0,0.00628746,0,0.0122252,0.00255229,0.0891316,0.02326,0.0489946,0.0265093,0.00597573,0.00514548,0.0202661,0.0197725,0.0293838,0.0391159,0.0175829,0.0384063,0.00662997,0.0213888,0.0265043,0.00313863,0.00451744,0.00314531,0.0025153,0.00674041,0,0,0,0,0
114,0,0,0,0,0,0,0.0098537,0.00394598,0,0,0,0.0190716,0.0208477,0.0351638,0,0,0.0444749,0,0.0183181,0.0265842,0.0116726,0.0694648,0.021201,0.0521383,0.00584858,0.0211638,0.0247331,0.0475291,0.0336798,0.0302584,0.0338776,0.033404,0.00597939,0.0192498,0.0454503,0.0356649,0.00844488,0.00943658,0.0267966,0.0150434,0.0185011,0.00862,0,0,0.00607647,0,0.012239,0.0024585,0.0889531,0.0240936,0.0491668,0.0268775,0.00598532,0.0053448,0.0205408,0.0199486,0.0292841,0.039287,0.0178212,0.0383442,0.00681592,0.0218209,0.0270766,0.00311868,0.0044564,0.00306641,0.0023488,0.00753454,0,0,0,0,0
115,0,0,0,0,0,0,0.00976959,0.00469303,0,0,0,0.0169879,0.0202943,0.0119419,0,0,0.0359446,0,0.0181763,0.0213459,0.0208551,0.0289135,0.0166253,0.0341566,0.00842331,0.0190828,0.027652,0.0385562,0.0308862,0.0478442,0.0228531,0.0185639,0.0116258,0.0167705,0.0163953,0.0294912,0.00866173,0.00748108,0.025196,0.0151001,0.0165463,0.00936861,0,0,0.00553037,0,0.0122908,0.00241541,0.0825077,0.0232433,0.044616,0.0239587,0.00970674,0.00566469,0.0218324,0.0219547,0.0303024,0.0392678,0.015625,0.0390089,0.00616877,0.0203971,0.0260371,0.0037065,0.00406428,0.00285542,0.00327816,0.00734347,0,0,0,0,0
116,0,0,0,0,0,0,0.00979633,0.00395298,0,0,0,0.0172489,0.0206492,0.0335868,0,0,0.0416224,0,0.018434,0.0246548,0.0116274,0.066876,0.0205857,0.0487502,0.00665549,0.0200517,0.0239281,0.0442381,0.0321064,0.0297771,0.031789,0.0305058,0.00681721,0.0187849,0.0417472,0.0331726,0.00860641,0.00859369,0.0275897,0.0150259,0.0189107,0.0086973,0,0,0.00569647,0,0.0122502,0.00226853,0.0883421,0.0250351,0.0492753,0.0269184,0.00595355,0.00527774,0.0208233,0.0201102,0.0290372,0.0394181,0.0178137,0.0382818,0.00687773,0.0224526,0.0282581,0.00313806,0.00434457,0.00309835,0.00212832,0.00743698,0,0,0,0,0
117,0,0,0,0,0,0,0.00982086,0.0039835,0,0,0,0.0180991,0.020877,0.0327049,0,0,0.0424063,0,0.0184687,0.0251297,0.0118598,0.0661066,0.0202229,0.0472463,0.00729694,0.0204938,0.0237701,0.0428028,0.0316913,0.0291862,0.0311204,0.0298348,0.00739324,0.0181589,0.0414552,0.0338396,0.00869107,0.00852608,0.0283883,0.0150104,0.0199179,0.00875837,0,0,0.00577991,0,0.0122248,0.00233285,0.0882517,0.0263559,0.049553,0.0273397,0.00605222,0.00536349,0.0208023,0.0207302,0.0290678,0.0395453,0.0182025,0.0380843,0.00714009,0.0232975,0.0291715,0.00325816,0.00448651,0.00312885,0.00193821,0.00735197,0,0,0,0,0
118,0,0,0,0,0,0,0.00942836,0.00389153,0,0,0,0.0185041,0.0199229,0.0313852,0,0,0.0356014,0,0.0185122,0.0208939,0.0121787,0.0646975,0.0199021,0.0454734,0.00729389,0.0177287,0.0234414,0.0409743,0.0309796,0.0285546,0.0304229,0.0293663,0.00802812,0.017426,0.0423891,0.0285947,0.00882327,0.00731048,0.0287446,0.014963,0.0197239,0.00849334,0,0,0.00557756,0,0.0121945,0.00227613,0.0878939,0.0264173,0.0496496,0.0272032,0.00592894,0.00519034,0.0209636,0.0208429,0.0289963,0.0396229,0.01819,0.0381997,0.00710241,0.0234589,0.0292965,0.0033166,0.00443886,0.00315741,0.00192079,0.00712396,0,0,0,0,0
119,0,0,0,0,0,0,0.0102192,0.00473673,0,0,0,0.010331,0.0201571,0.0130088,0,0,0.0345766,0,0.0180541,0.0203795,0.0256201,0.0310046,0.0160628,0.034932,0.00923827,0.0190444,0.0305011,0.0443489,0.0298463,0.0408728,0.0265713,0.0241656,0.0157274,0.0127846,0.006508,0.0283961,0.00863491,0.00727037,0.0271614,0.0150628,0.0180223,0.0101183,0,0,0.00538557,0,0.0122672,0.00247642,0.0819052,0.0259786,0.045914,0.0247555,0.0107339,0.00595795,0.0222156,0.0226053,0.0301616,0.0397323,0.0167192,0.0385848,0.0069753,0.0227832,0.0286403,0.00421199,0.0041435,0.00297149,0.00296807,0.00780246,0,0,0,0,0
120,0,0,0,0,0,0,0.0107521,0.00397505,0,0,0,0.0224377,0.0214868,0.0285582,0,0,0.0487184,0,0.0181106,0.0291263,0.01295,0.0626368,0.019355,0.0419992,0.00744571,0.0236481,0.0228005,0.037322,0.0291594,0.027423,0.0295827,0.029648,0.00905069,0.0160062,0.0477193,0.038749,0.00818675,0.0104597,0.0291755,0.0150791,0.0197621,0.00974911,0,0,0.00575997,0,0.0122837,0.00242582,0.0871568,0.0266382,0.0498027,0.0276327,0.00580084,0.00543389,0.0215235,0.0207461,0.0288771,0.0399667,0.0185099,0.0382849,0.00733023,0.0239175,0.0307192,0.00347789,0.00443409,0.00324798,0.00157161,0.00846367,0,0,0,0,0
121,0,0,0,0,0,0,0.0105136,0.00388916,0,0,0,0.0260023,0.0209894,0.0270147,0,0,0.0452712,0,0.0182422,0.0269452,0.0134099,0.0620933,0.0191302,0.0404586,0.00714809,0.0220366,0.0224508,0.0357781,0.0280043,0.0270852,0.0295906,0.0304689,0.0094814,0.0153745,0.0519895,0.0361272,0.00829865,0.00982232,0.0294622,0.0150632,0.0199449,0.00952024,0,0,0.00566757,0,0.0122802,0.00238249,0.0869108,0.0271497,0.0499945,0.027908,0.0057056,0.00529925,0.0217922,0.0209158,0.0287726,0.0401487,0.0186828,0.0383674,0.00739561,0.0241218,0.0313578,0.00350769,0.00442589,0.00322154,0.00150219,0.00822203,0,0,0,0,0
122,0,0,0,0,0,0,0.00937304,0.00373053,0,0,0,0.0300911,0.0199025,0.0252474,0,0,0.036785,0,0.0183586,0.0214984,0.0138331,0.0610507,0.0189534,0.0390115,0.00677672,0.0182222,0.0219375,0.0342306,0.0265989,0.0270809,0.0297496,0.0317032,0.00978398,0.0150469,0.0566834,0.0296421,0.00877906,0.00748361,0.0299221,0.0150324,0.0200803,0.00850076,0,0,0.00573432,0,0.0122662,0.00247418,0.0866971,0.0276421,0.0502327,0.0280917,0.00557489,0.00494582,0.0218919,0.0212441,0.0286284,0.0403148,0.0188068,0.0384949,0.00739357,0.0244005,0.0319814,0.00353505,0.00448587,0.00327088,0.00155104,0.00732094,0,0,0,0,0
123,0,0,0,0,0,0,0.010817,0.00373979,0,0,0,0.0344149,0.0213774,0.0230519,0,0,0.0498624,0,0.018337,0.0298348,0.0141695,0.0596725,0.018894,0.0377004,0.00696521,0.0239539,0.0212356,0.0328206,0.0249614,0.0275108,0.0297482,0.0329919,0.00985303,0.0150334,0.0615703,0.0397522,0.00816507,0.0110154,0.0301733,0.0150138,0.0196848,0.00964539,0,0,0.00550554,0,0.0122673,0.00235598,0.0863911,0.0273182,0.0501724,0.0278474,0.00525983,0.00506313,0.0219628,0.0212672,0.028431,0.0403456,0.0186789,0.0386652,0.00736794,0.024265,0.0322351,0.00328396,0.0043203,0.00325314,0.00130665,0.00879829,0,0,0,0,0
124,0,0,0,0,0,0,0.0101527,0.00363524,0,0,0,0.0381765,0.0209269,0.020152,0,0,0.0462946,0,0.01829,0.0273677,0.0143787,0.0571998,0.0189132,0.0361938,0.00653863,0.0221698,0.0201551,0.0312185,0.0228382,0.0284125,0.0292437,0.0339036,0.00975045,0.0154795,0.066062,0.0370695,0.00848423,0.00968079,0.0301539,0.015002,0.0186366,0.00895466,0,0,0.00571311,0,0.0122528,0.00246526,0.086008,0.0262178,0.0499802,0.0272485,0.00487497,0.00484171,0.0220757,0.0211246,0.0282504,0.0402168,0.0182888,0.0389892,0.00720763,0.0237374,0.0325238,0.00326157,0.00440664,0.00327844,0.00137226,0.00811885,0,0,0,0,0
125,0,0,0,0,0,0,0.010025,0.00423199,0,0,0,0.0159458,0.0200394,0.0150309,0,0,0.0371029,0,0.018156,0.0217169,0.0315304,0.0315234,0.0161357,0.0369163,0.0105195,0.0198641,0.0333843,0.0531336,0.0313854,0.0375243,0.0306182,0.028881,0.0182555,0.0104267,0.0139159,0.030822,0.00866723,0.00793453,0.0295072,0.0150612,0.0168735,0.00963511,0,0,0.00537757,0,0.0122914,0.00251976,0.0811854,0.0261187,0.0476589,0.0249629,0.0117677,0.00532471,0.0230498,0.0223819,0.029445,0.0402588,0.0175079,0.0388409,0.00772865,0.0239153,0.0333163,0.00390541,0.00415265,0.00303942,0.00236629,0.00778404,0,0,0,0,0
126,0,0,0,0,0,0,0.0102183,0.00374751,0,0,0,0.0441715,0.0214567,0.0149081,0,0,0.0524563,0,0.0179935,0.0311014,0.0148341,0.0496238,0.0192429,0.0330567,0.00630387,0.0246842,0.0172012,0.0281635,0.0178655,0.0318442,0.0280375,0.0350753,0.00917943,0.0174431,0.0710209,0.0423421,0.00845219,0.0105307,0.0297426,0.0150071,0.0165427,0.00891345,0,0,0.00620486,0,0.0122612,0.00281341,0.0852505,0.0236658,0.0494664,0.0262565,0.00378145,0.00493935,0.0226043,0.0202412,0.0277627,0.0399897,0.0175624,0.039566,0.00706535,0.0224261,0.0325085,0.00300971,0.00464645,0.00342534,0.00157439,0.00824864,0,0,0,0,0
127,0,0,0,0,0,0,0.00922075,0.00360155,0,0,0,0.0443909,0.0197051,0.013208,0,0,0.040115,0,0.0183889,0.0233323,0.0151104,0.0444068,0.0194566,0.030585,0.00555964,0.0188965,0.0150584,0.0259669,0.0148796,0.0345101,0.026368,0.0340384,0.0089885,0.0192333,0.069103,0.0329878,0.00886661,0.00811988,0.0288717,0.0149952,0.0149584,0.00813126,0,0,0.00649151,0,0.0122643,0.00300289,0.0846969,0.0219617,0.0491294,0.0251476,0.0031998,0.00454735,0.022738,0.01965,0.0274865,0.039571,0.0170696,0.0400497,0.00732771,0.0216101,0.0319253,0.00302245,0.00474995,0.00350375,0.0016475,0.0077691,0,0,0,0,0
128,0,0,0,0,0,0,0.0111675,0.00405057,0,0,0,0.0427505,0.0227751,0.0118818,0,0,0.0667212,0,0.0183336,0.0404357,0.0154527,0.0387264,0.0197232,0.0275187,0.0059925,0.0311529,0.0127947,0.0234864,0.0120343,0.0375843,0.023855,0.0315852,0.0086021,0.0213967,0.0644428,0.053803,0.00783209,0.0144445,0.0279475,0.0149793,0.0138335,0.00989122,0,0,0.00649239,0,0.0122762,0.00293467,0.0841324,0.0206608,0.0484363,0.0242297,0.00306101,0.00496311,0.0227423,0.0191307,0.0274838,0.0390908,0.0167217,0.0403598,0.0076527,0.0209241,0.0312467,0.00276403,0.00465609,0.00350664,0.00199112,0.00982624,0,0,0,0,0
129,0,0,0,0,0,0,0.0100363,0.00404978,0,0,0,0.0383464,0.0210901,0.0103892,0,0,0.0530567,0,0.0179286,0.0313649,0.0157166,0.0318101,0.0199902,0.0232275,0.00539187,0.0242469,0.0106194,0.0201753,0.00950059,0.0403188,0.0201278,0.0270488,0.00802529,0.0241198,0.0561082,0.0432055,0.00849979,0.010437,0.0272151,0.0149119,0.0127943,0.00886122,0,0,0.00671318,0,0.0121871,0.00307681,0.0835193,0.0194109,0.0479553,0.0234105,0.00272375,0.00466759,0.0228463,0.0186772,0.027549,0.0387293,0.016401,0.0407111,0.00788777,0.0202388,0.0304691,0.00313164,0.00496399,0.00347308,0.00217885,0.00881909,0,0,0,0,0
130,0,0,0,0,0,0,0.00802607,0.00390671,0,0,0,0.0388841,0.028525,0.0102054,0,0,0.131551,0,0.0248853,0.0844462,0.0157177,0.0266297,0.0206889,0.0219073,0.00531881,0.065393,0.0111106,0.0213217,0.0100187,0.0424298,0.0197739,0.0271428,0.00955682,0.0277838,0.0543533,0.10568,0.0111834,0.0275369,0.0267741,0.0148064,0.012625,0.00707044,0,0,0.00742647,0,0.0121395,0.00351064,0.0833984,0.0191745,0.0478259,0.0230443,0.00256292,0.00378497,0.0228835,0.01864,0.02742,0.0384247,0.0162524,0.0408616,0.0080228,0.0199381,0.0298765,0.00331783,0.00534466,0.0035641,0.00228158,0.00699379,0,0,0,0,0
131,0,0,0,0,0,0,0.00935211,0.00389932,0,0,0,0.0266426,0.0194712,0.00908451,0,0,0.0430247,0,0.0183078,0.0250108,0.0162294,0.0184361,0.0204895,0.0129538,0.00482173,0.0197762,0.00928326,0.0147387,0.00854626,0.0443656,0.0124006,0.0172901,0.00744697,0.0302571,0.0349268,0.0355424,0.00888713,0.00854039,0.0259335,0.0148039,0.0122868,0.00816363,0,0,0.00682687,0,0.012104,0.00321795,0.082783,0.0192036,0.0473011,0.022335,0.00253295,0.00414875,0.0230591,0.018698,0.0275073,0.0381585,0.016072,0.040705,0.00820529,0.0199024,0.0292871,0.00326665,0.00523407,0.0034355,0.00223491,0.00798379,0,0,0,0,0
132,0,0,0,0,0,0,0.0100351,0.00407111,0,0,0,0.0222107,0.0200539,0.0104366,0,0,0.0489617,0,0.0182098,0.0287802,0.0165792,0.0133111,0.0207186,0.00886005,0.00516943,0.0224884,0.0101048,0.0137925,0.00998335,0.045804,0.010196,0.0139629,0.00834056,0.0331344,0.0255366,0.0401119,0.00860506,0.0101169,0.0250427,0.0148041,0.0126662,0.0087299,0,0,0.00681926,0,0.012126,0.00309678,0.0825463,0.0200088,0.0469804,0.0217793,0.00298864,0.00435031,0.0231369,0.0188836,0.027525,0.0379083,0.0160715,0.0404276,0.00825963,0.0201341,0.0285705,0.00306703,0.00514787,0.00348019,0.00227394,0.00858951,0,0,0,0,0
133,0,0,0,0,0,0,0.00940731,0.00406642,0,0,0,0.0156129,0.0194104,0.010973,0,0,0.0438451,0,0.0183067,0.0255214,0.0170124,0.00830439,0.0206473,0.00677121,0.00487163,0.0202911,0.0110634,0.0128368,0.0109832,0.0465119,0.00931018,0.0109595,0.00960464,0.0363064,0.0149518,0.0362812,0.0088843,0.00874435,0.0240794,0.014806,0.0129058,0.00820334,0,0,0.00709139,0,0.0121181,0.00319762,0.0821941,0.0207299,0.0467644,0.0209723,0.00245931,0.00438123,0.0232065,0.0189131,0.0277171,0.037663,0.0160282,0.0399269,0.00838274,0.020555,0.0277581,0.00308872,0.00527811,0.00358716,0.00226627,0.00807507,0,0,0,0,0
134,0,0,0,0,0,0,0.00947658,0.00422976,0,0,0,0.0129228,0.019344,0.0113241,0,0,0.0439158,0,0.0183733,0.0255993,0.017604,0.0078157,0.0207551,0.00680309,0.0051396,0.0203131,0.0117597,0.0125921,0.0121816,0.0475273,0.0100798,0.010144,0.0108391,0.038463,0.00961692,0.0363816,0.00892131,0.00878982,0.0229062,0.0147392,0.0136912,0.00830392,0,0,0.00728424,0,0.0120612,0.0032501,0.0820631,0.0219841,0.0467951,0.0204622,0.00260035,0.00463175,0.0232477,0.0190966,0.027877,0.0374105,0.0159433,0.0393042,0.00849984,0.020864,0.0266851,0.00309736,0.0053448,0.00365212,0.00239172,0.00800138,0,0,0,0,0
135,0,0,0,0,0,0,0.0102824,0.004595,0,0,0,0.00839187,0.0202505,0.00835328,0,0,0.0516833,0,0.0181559,0.0306611,0.018348,0.00719492,0.0206912,0.00538794,0.00514475,0.0237319,0.0114876,0.0118128,0.0124267,0.0478564,0.0108355,0.00912004,0.0114314,0.0403267,0.00937282,0.0423733,0.00854132,0.0108061,0.0216354,0.0146494,0.0145377,0.00918336,0,0,0.00730306,0,0.0119884,0.00323845,0.0819885,0.0232304,0.0469361,0.0200873,0.00216737,0.00501736,0.0233007,0.0190815,0.0282496,0.0371368,0.0158147,0.0383916,0.00850793,0.0210779,0.0253405,0.00296999,0.0053228,0.00362293,0.00263725,0.00886685,0,0,0,0,0
136,0,0,0,0,0,0,0.00949025,0.00472453,0,0,0,0.00766111,0.0194039,0.00531644,0,0,0.044723,0,0.0181902,0.0262035,0.0189185,0.00526102,0.0208776,0.00456236,0.0051738,0.020279,0.0105423,0.0111028,0.012377,0.0483311,0.0111025,0.00907078,0.0110196,0.040684,0.0102083,0.0369517,0.00891727,0.00885586,0.0203308,0.0146219,0.0155664,0.00861089,0,0,0.00772555,0,0.0119744,0.00349652,0.0822063,0.0245694,0.0472819,0.0197614,0.00205934,0.00490344,0.0232789,0.0191621,0.0285,0.0367712,0.0156928,0.0375989,0.00858415,0.0212277,0.0237178,0.0031622,0.005396,0.00364311,0.00287111,0.00842818,0,0,0,0,0
137,0,0,0,0,0,0,0.00993141,0.00498468,0,0,0,0.00669752,0.0196435,0.00353199,0,0,0.0484202,0,0.0181041,0.0285953,0.0191056,0.00369482,0.0210317,0.00549195,0.00540532,0.0216964,0.00959865,0.0101718,0.0118466,0.0483339,0.0108634,0.00882898,0.0102192,0.0402007,0.00843714,0.0397514,0.0087299,0.0098349,0.0190527,0.0145759,0.0165011,0.00906871,0,0,0.00782884,0,0.0119259,0.00353817,0.0823581,0.0257799,0.0474747,0.0191631,0.00216833,0.00495425,0.0231233,0.019087,0.0289599,0.036284,0.0154542,0.0367225,0.00870359,0.0212766,0.0220373,0.0031591,0.00550067,0.00363288,0.00313773,0.00904035,0,0,0,0,0
138,0,0,0,0,0,0,0.00955924,0.00498279,0,0,0,0.00634938,0.019325,0.00409006,0,0,0.0458061,0,0.0181997,0.0268548,0.018772,0.00283529,0.0211266,0.00655078,0.00526978,0.0203811,0.0088897,0.00913448,0.0106994,0.0475419,0.0104595,0.00823021,0.009876,0.0394501,0.00671871,0.0376469,0.00894856,0.00891292,0.0180213,0.0145315,0.0179695,0.00871668,0,0,0.00796218,0,0.011895,0.003603,0.082424,0.0274775,0.0477306,0.0185564,0.00177164,0.00469649,0.0229521,0.0190802,0.0294411,0.0358017,0.015313,0.0356463,0.00895976,0.0215011,0.0203473,0.00321552,0.00563307,0.00363608,0.00322506,0.00860598,0,0,0,0,0
139,0,0,0,0,0,0,0.00962783,0.00501112,0,0,0,0.00924743,0.0192361,0.00646474,0,0,0.0457722,0,0.0181561,0.0267748,0.0180986,0.00220815,0.0211636,0.00654142,0.00529507,0.0202888,0.00853873,0.00852291,0.00965898,0.0465255,0.00982882,0.00831167,0.00984197,0.0382683,0.00776785,0.0375172,0.00894991,0.00911919,0.0171131,0.0145084,0.0193121,0.00876289,0,0,0.00790993,0,0.0118871,0.00358239,0.0824236,0.0289283,0.0479037,0.0177222,0.0014924,0.00455027,0.0227573,0.0190113,0.030004,0.0352109,0.0151115,0.0345131,0.009291,0.021547,0.0184308,0.00321812,0.0057324,0.00363082,0.00329439,0.00853577,0,0,0,0,0
140,0,0,0,0,0,0,0.0104292,0.00518366,0,0,0,0.0149753,0.0198992,0.00945815,0,0,0.0519421,0,0.0179832,0.0307472,0.0175999,0.00801392,0.0208252,0.00621993,0.00558695,0.0230737,0.00823374,0.00868259,0.00841117,0.0455348,0.00952714,0.00981375,0.0101557,0.0369263,0.0129374,0.0422513,0.00861368,0.0113406,0.0164683,0.0145102,0.0205509,0.00943739,0,0,0.00775971,0,0.0119091,0.00353032,0.0823959,0.0301478,0.0480384,0.0168172,0.00127822,0.00465045,0.0225264,0.0188315,0.0306537,0.0345835,0.014878,0.0331894,0.00974938,0.0214955,0.0162301,0.0029634,0.00579733,0.00366605,0.0034118,0.00885411,0,0,0,0,0
141,0,0,0,0,0,0,0.0104852,0.00534623,0,0,0,0.0198482,0.0200445,0.0125029,0,0,0.0526279,0,0.017923,0.0311883,0.0176437,0.0139598,0.0200309,0.00596909,0.00599408,0.023426,0.00764781,0.00925791,0.00741272,0.0448176,0.0098861,0.0119494,0.0105533,0.0358778,0.0172054,0.0428568,0.00863791,0.0114801,0.015814,0.0145071,0.0215837,0.0094489,0,0,0.00780265,0,0.0119242,0.0036459,0.0824062,0.0309738,0.0482745,0.015871,0.00118958,0.00474242,0.022372,0.0184923,0.0313477,0.0339581,0.0145869,0.0317637,0.0103128,0.0212366,0.013725,0.00296888,0.00591493,0.00378227,0.00359918,0.00867176,0,0,0,0,0
142,0,0,0,0,0,0,0.0104904,0.00566077,0,0,0,0.0203239,0.0200615,0.0154845,0,0,0.0519691,0,0.0178461,0.0307435,0.0180933,0.017391,0.0195149,0.00684309,0.00661428,0.0232939,0.00678373,0.00931013,0.00721596,0.0451055,0.010494,0.0130049,0.0108786,0.0356537,0.0167768,0.0424992,0.00869514,0.0111064,0.014959,0.0145019,0.0225496,0.00943773,0,0,0.00801727,0,0.0119282,0.00378644,0.0823035,0.0315246,0.0486373,0.0149002,0.00151775,0.00499185,0.0222744,0.0181479,0.0321511,0.0332808,0.0142862,0.0301987,0.0109261,0.0207529,0.0109199,0.00311115,0.00605354,0.00392499,0.00395935,0.00878437,0,0,0,0,0
143,0,0,0,0,0,0,0.0106235,0.00613867,0,0,0,0.0151957,0.0200075,0.0152432,0,0,0.0512199,0,0.0178207,0.0302667,0.0187607,0.0189058,0.0194767,0.00763756,0.00757817,0.0230864,0.00616749,0.0087752,0.00821508,0.0464836,0.01054,0.0119177,0.0113387,0.0369169,0.0103059,0.0419664,0.0086723,0.0110013,0.0124746,0.0145905,0.023124,0.00968439,0,0,0.00893647,0,0.0119849,0.0042063,0.0820807,0.0318518,0.0489921,0.0139101,0.00228757,0.00537409,0.02214,0.0179008,0.033175,0.0325013,0.0140273,0.0285132,0.0115698,0.0200207,0.00899203,0.0032306,0.00646602,0.00405848,0.00450277,0.00927609,0,0,0,0,0
144,0,0,0,0,0,0,0.0108756,0.00655586,0,0,0,0.0109986,0.0199129,0.0138513,0,0,0.0504091,0,0.0178783,0.0298331,0.0192663,0.0213803,0.0191366,0.0067829,0.00859077,0.0228393,0.00640172,0.00883506,0.0103573,0.0487487,0.0106912,0.0105895,0.0116932,0.0387057,0.00504585,0.041269,0.00860588,0.0111561,0.0126374,0.0145965,0.0232474,0.0102383,0,0,0.00908868,0,0.0120158,0.00421054,0.0820588,0.0308934,0.0492576,0.0127929,0.00347507,0.00581569,0.0218738,0.0176434,0.0343855,0.0315741,0.0139655,0.0266196,0.0123165,0.0191203,0.00798296,0.00337161,0.0064628,0.00416503,0.00499723,0.00967595,0,0,0,0,0
145,0,0,0,0,0,0,0.0102451,0.00670811,0,0,0,0.00893488,0.0193467,0.0134517,0,0,0.0439008,0,0.0179507,0.0257087,0.0192917,0.0238731,0.0188223,0.00521226,0.00913868,0.0200835,0.00746549,0.00919813,0.0121761,0.0507589,0.0111599,0.00937058,0.0117351,0.0404123,0.00365701,0.0360926,0.00891141,0.00928862,0.0153424,0.0145474,0.0228285,0.00997428,0,0,0.00934631,0,0.0119775,0.00439334,0.0821236,0.0285205,0.0494853,0.0114285,0.00436687,0.00583711,0.0213432,0.0174733,0.0359772,0.0303513,0.0139898,0.0246189,0.0130176,0.0179241,0.00824729,0.00356276,0.00652162,0.0042372,0.00537252,0.00919475,0,0,0,0,0
146,0,0,0,0,0,0,0.0108205,0.00710328,0,0,0,0.0108519,0.0205069,0.0140022,0,0,0.0510614,0,0.0175501,0.0302712,0.0186982,0.0248582,0.0187457,0.00387359,0.0102338,0.0232078,0.00851852,0.00949525,0.0130354,0.052136,0.0110563,0.00873198,0.0117004,0.0411216,0.00745566,0.04161,0.00862388,0.0103621,0.0169679,0.0144583,0.0224211,0.0105937,0,0,0.00928875,0,0.011913,0.00444428,0.0821578,0.0267369,0.049603,0.0101198,0.00600444,0.00619324,0.0204652,0.0175041,0.0378227,0.0289125,0.0143391,0.0225812,0.0138539,0.0170036,0.0107313,0.00345134,0.00649049,0.0042372,0.00575846,0.00967099,0,0,0,0,0
147,0,0,0,0,0,0,0.0114124,0.00723977,0,0,0,0.0155126,0.0208437,0.014754,0,0,0.055301,0,0.0175089,0.0331063,0.0175561,0.0235281,0.0186034,0.00164872,0.0113384,0.0252,0.00882757,0.00990765,0.0135163,0.0529408,0.0102763,0.00923884,0.0117967,0.0404412,0.0150891,0.0448026,0.00829551,0.0116336,0.0172947,0.0144688,0.0219343,0.0111596,0,0,0.00949496,0,0.0119415,0.00456446,0.0821607,0.0260466,0.0497564,0.0086699,0.00762301,0.00628747,0.0193317,0.0177014,0.0397531,0.0274525,0.0149815,0.020728,0.0148442,0.0167158,0.0142972,0.00314985,0.00640118,0.00422329,0.00590021,0.0102785,0,0,0,0,0
148,0,0,0,0,0,0,0.0104536,0.00689781,0,0,0,0.019902,0.0194538,0.0151035,0,0,0.0444538,0,0.0177812,0.0262163,0.0166337,0.0218964,0.018135,0.00304659,0.0115314,0.0206037,0.00798938,0.00976374,0.0133202,0.0528404,0.0097407,0.00992239,0.0117172,0.0393366,0.0212337,0.0363655,0.00876294,0.00944394,0.0200527,0.0144961,0.0214177,0.0103543,0,0,0.00959076,0,0.011966,0.00458915,0.0821146,0.0248235,0.050049,0.00701721,0.00801717,0.0058477,0.0180456,0.0179508,0.0418004,0.0262466,0.0157827,0.0189747,0.0159231,0.0170404,0.0173378,0.00309082,0.00637825,0.00421377,0.0059125,0.00956749,0,0,0,0,0
149,0,0,0,0,0,0,0.0108869,0.00686436,0,0,0,0.0231163,0.0200197,0.0151075,0,0,0.0484447,0,0.0177014,0.0287278,0.0163052,0.0204541,0.0174584,0.00535039,0.011829,0.0225091,0.00680617,0.0092774,0.0124525,0.0521373,0.00959435,0.0107838,0.0113388,0.0379005,0.0260625,0.0395221,0.00856771,0.0104494,0.0239268,0.01454,0.0209862,0.0108004,0,0,0.00952483,0,0.0119977,0.00447245,0.0820563,0.0233611,0.0502145,0.00523417,0.00849172,0.00577493,0.0166067,0.0183375,0.0440678,0.0253256,0.0166614,0.0170979,0.0171276,0.0177007,0.0216995,0.00290587,0.00621038,0.00417673,0.00601376,0.0100937,0,0,0,0,0
150,0,0,0,0,0,0,0.0109413,0.00673381,0,0,0,0.0262048,0.019995,0.0153968,0,0,0.0467508,0,0.0178528,0.0275771,0.0163319,0.0191267,0.0168391,0.00796369,0.0119076,0.0221545,0.00580527,0.00929493,0.0116661,0.0514045,0.00995565,0.0125,0.0109187,0.0360651,0.0317746,0.0383004,0.00867342,0.00973805,0.0241146,0.0145337,0.020879,0.0107911,0,0,0.00932233,0,0.0120038,0.0043428,0.0820083,0.025354,0.05043,0.00362512,0.00890427,0.00565761,0.0151114,0.019116,0.046353,0.024616,0.0174522,0.0154585,0.018269,0.0182331,0.0272939,0.00299848,0.00599961,0.00414644,0.00608292,0.0101094,0,0,0,0,0
