Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
36,0,0,0,0,0,0,0.0176759,0.0137967,0,0,0,0.0308368,0.0222246,0.0195559,0.0270126,0,0,0.0120452,0,0.0181737,0.00627109,0.0380176,0.016301,0.0180173,0.0253512,0.011734,0.00922769,0.10052,0.0961705,0.0655348,0.0822603,0.0174306,0.0193605,0.0109396,0.0183298,0.0325949,0.0115616,0.00899892,0.00561786,0.0402382,0.0132146,0.0266188,0.0364534,0.015286,0,0,0.0469108,0,0.0107069,0.0303895,0.04568,0.0463355,0.00203806,0.0302583,0.0190069,0.0153915,0.078768,0.0776386,0.0280087,0.0538655,0.0178182,0.0251619,0.00549289,0.0304675,0.0509999,0.0259335,0.0118416,0.0118814,0.0145037,0,0,0,0,0.0103533
37,0,0,0,0,0,0,0.0179318,0.0138068,0,0,0,0.0314699,0.0222414,0.0196699,0.0266922,0,0,0.0119816,0,0.0181866,0.00631927,0.0381002,0.0165765,0.018373,0.0253254,0.0121724,0.00936851,0.100713,0.0961464,0.0653577,0.0826289,0.017179,0.0192325,0.0108794,0.0182624,0.0332696,0.0118503,0.00897489,0.0056269,0.037055,0.0132305,0.0261654,0.0360972,0.0153917,0,0,0.0467101,0,0.0106978,0.0302233,0.0454407,0.0453741,0.00162957,0.0294358,0.0186589,0.015199,0.0788434,0.0774375,0.0278929,0.0541986,0.0180773,0.0250795,0.00540826,0.0314732,0.0475668,0.0256931,0.0117778,0.0118311,0.0148715,0,0,0,0,0.0104813
38,0,0,0,0,0,0,0.0182125,0.0138563,0,0,0,0.0322065,0.0222644,0.019876,0.0263885,0,0,0.0118922,0,0.0181998,0.00632805,0.038099,0.0167282,0.0186812,0.0250515,0.0126356,0.00950694,0.100892,0.0961415,0.0651811,0.082927,0.0168986,0.0188621,0.0107659,0.018241,0.0340552,0.0119457,0.00895815,0.0055594,0.0341475,0.0132499,0.0259942,0.0358643,0.0155612,0,0,0.0464743,0,0.010705,0.0300774,0.0452681,0.0445828,0.00146272,0.0289376,0.0183687,0.0150501,0.0789624,0.0771334,0.0279326,0.0546217,0.0180435,0.0249284,0.00539021,0.0318699,0.0440602,0.0255369,0.0117397,0.0118363,0.0152126,0,0,0,0,0.0106398
39,0,0,0,0,0,0,0.0184569,0.0139166,0,0,0,0.0329352,0.022298,0.0200827,0.0261185,0,0,0.0118274,0,0.0182082,0.00632408,0.0380128,0.0167885,0.0189199,0.0247605,0.0130746,0.00964637,0.101107,0.0959676,0.0650394,0.0831443,0.016618,0.01859,0.0106405,0.0182807,0.0349565,0.0119652,0.00896082,0.00548003,0.031939,0.0132787,0.025701,0.0357224,0.0157445,0,0,0.0462775,0,0.0107459,0.0300184,0.0452113,0.0436709,0.0015052,0.0287619,0.0181885,0.0149303,0.0792111,0.0768799,0.0280599,0.0551814,0.0177063,0.024637,0.00545779,0.0313735,0.0412171,0.0254035,0.0118035,0.0119916,0.0154625,0,0,0,0,0.0107959
40,0,0,0,0,0,0,0.0186534,0.0139718,0,0,0,0.0336994,0.0223383,0.0202937,0.0259596,0,0,0.0118325,0,0.0182304,0.00632824,0.0379336,0.0167472,0.0191569,0.0242857,0.0133968,0.00982924,0.101338,0.0958242,0.0649427,0.0833188,0.0163051,0.0186288,0.0105905,0.0183338,0.0360375,0.0117607,0.00898132,0.00544709,0.0305896,0.0133453,0.0254878,0.0357097,0.0159252,0,0,0.046286,0,0.01083,0.0300908,0.045264,0.0428888,0.00178147,0.0286158,0.0181603,0.0148483,0.0793716,0.0766818,0.0282805,0.0557943,0.0171023,0.0242628,0.00564572,0.0301943,0.0391941,0.0252312,0.0119732,0.0121363,0.0158273,0,0,0,0,0.0109116
41,0,0,0,0,0,0,0.0188455,0.014008,0,0,0,0.0345575,0.0223751,0.0205428,0.0258691,0,0,0.0118575,0,0.018221,0.00634079,0.0378851,0.0168912,0.0194128,0.0239413,0.0135673,0.00999218,0.101532,0.0958173,0.0648974,0.0835062,0.0160543,0.0187931,0.0105765,0.0183644,0.0371341,0.0117584,0.00897363,0.00543062,0.0300306,0.0133598,0.0253409,0.035732,0.0160867,0,0,0.0465233,0,0.0108321,0.0302553,0.0454436,0.0423452,0.00216307,0.0283845,0.0183753,0.014837,0.0795629,0.0764598,0.0286349,0.0564082,0.0163146,0.0238682,0.00587011,0.0286737,0.0378717,0.0252651,0.0120034,0.012142,0.0162399,0,0,0,0,0.0110099
42,0,0,0,0,0,0,0.0190452,0.0140316,0,0,0,0.0354321,0.0223972,0.0208488,0.0258504,0,0,0.0118443,0,0.0181843,0.00631638,0.0378856,0.0173317,0.0196261,0.0237562,0.0136048,0.0101159,0.101689,0.0958573,0.0648841,0.0836675,0.0158892,0.0189872,0.0106032,0.0183688,0.0381655,0.0120507,0.0089706,0.00541486,0.0299898,0.0133401,0.0251321,0.0357879,0.0162602,0,0,0.046898,0,0.0107708,0.0304684,0.0457085,0.0420407,0.00258377,0.0281905,0.0187823,0.0149124,0.0797614,0.0762095,0.0291041,0.0569494,0.0155461,0.0235129,0.00601592,0.0271091,0.0373327,0.0254177,0.0118647,0.0120696,0.0166193,0,0,0,0,0.0111332
43,0,0,0,0,0,0,0.0191933,0.0140129,0,0,0,0.0362589,0.0224131,0.0211797,0.0257662,0,0,0.0118376,0,0.018158,0.00629492,0.0379405,0.017892,0.0198191,0.0237543,0.0135526,0.0102207,0.101777,0.0958639,0.0648633,0.0838277,0.0158596,0.0192043,0.010695,0.0183496,0.0392501,0.0120135,0.00898137,0.00545663,0.0303765,0.0133637,0.025202,0.0359022,0.0163909,0,0,0.047208,0,0.0107808,0.0307037,0.0460114,0.0420701,0.00299137,0.028254,0.0193025,0.0150157,0.0799741,0.0759211,0.0295985,0.057472,0.0149839,0.0232041,0.00608074,0.0257133,0.037375,0.0255773,0.0118626,0.012018,0.0168065,0,0,0,0,0.0111951
44,0,0,0,0,0,0,0.019285,0.0139583,0,0,0,0.0370441,0.0224067,0.0215339,0.0254695,0,0,0.011788,0,0.0181988,0.00627162,0.0379897,0.0183165,0.0200313,0.0238972,0.0134252,0.0103056,0.101792,0.0958396,0.0648644,0.0839915,0.0158713,0.0192776,0.010781,0.0182648,0.0402308,0.0116238,0.008955,0.0054688,0.0305426,0.0134226,0.0252706,0.0360403,0.0164666,0,0,0.047429,0,0.0108588,0.0308703,0.0462665,0.0423425,0.00337536,0.0284296,0.0198251,0.0150792,0.0802825,0.0756953,0.0301361,0.0579365,0.0146065,0.0230185,0.00642154,0.0246224,0.0378103,0.0259133,0.0120251,0.0119444,0.0167986,0,0,0,0,0.0112368
45,0,0,0,0,0,0,0.01936,0.0139224,0,0,0,0.0378344,0.0223889,0.0219099,0.0251726,0,0,0.0117793,0,0.0182195,0.00626333,0.0379833,0.0186204,0.0202221,0.02415,0.0133394,0.0103372,0.101754,0.0958011,0.0648715,0.0841494,0.0158884,0.0192473,0.0107866,0.0182003,0.0411724,0.0114346,0.00891791,0.00548226,0.0309071,0.0134638,0.0252908,0.0361447,0.0163703,0,0,0.0475979,0,0.010911,0.0309711,0.0464616,0.0427773,0.00374971,0.0286052,0.0203182,0.0150881,0.0805299,0.0755212,0.0305898,0.0584485,0.0141885,0.0226511,0.00657125,0.0239543,0.0385352,0.0260708,0.0120932,0.011929,0.0167732,0,0,0,0,0.011246
46,0,0,0,0,0,0,0.0194624,0.0139119,0,0,0,0.0385487,0.0223806,0.0221302,0.0249761,0,0,0.0118213,0,0.0182073,0.00631098,0.0378981,0.018372,0.0204025,0.0242268,0.0132799,0.0103585,0.101787,0.0956023,0.0648583,0.0842975,0.0158167,0.0190554,0.0106285,0.0181543,0.0419901,0.0114261,0.00890322,0.00551731,0.0309673,0.0134745,0.0252466,0.0362041,0.0163545,0,0,0.0477089,0,0.0109269,0.0310126,0.0466025,0.0433653,0.00412191,0.0284896,0.0206822,0.0151084,0.080849,0.0753765,0.0309132,0.0589327,0.013774,0.0223225,0.00665275,0.023853,0.0391516,0.0261358,0.0121181,0.0119655,0.0167881,0,0,0,0,0.0112796
47,0,0,0,0,0,0,0.0195669,0.0139248,0,0,0,0.0391569,0.022394,0.0221665,0.0248773,0,0,0.0118635,0,0.0182193,0.00638604,0.0377626,0.0173129,0.0205199,0.0242875,0.0131503,0.0104337,0.102048,0.095434,0.0647883,0.0844322,0.0155332,0.0189043,0.0103889,0.0181588,0.0426578,0.0114159,0.00896234,0.00553609,0.0307712,0.0134643,0.0252246,0.0362361,0.016531,0,0,0.047799,0,0.0109308,0.0310278,0.0467378,0.0441359,0.00449446,0.0280545,0.0209633,0.0151887,0.0812483,0.0751967,0.0311004,0.0593576,0.0135386,0.0221261,0.00681339,0.0243321,0.0398921,0.0262092,0.0121472,0.0119637,0.0168515,0,0,0,0,0.0113351
48,0,0,0,0,0,0,0.0196833,0.0139338,0,0,0,0.0396009,0.0224062,0.0220977,0.0248515,0,0,0.0118436,0,0.0182653,0.00639985,0.0376409,0.0172867,0.0205631,0.0243837,0.0130236,0.0105381,0.102292,0.0954394,0.0646573,0.0845519,0.015204,0.0189926,0.0102166,0.0183092,0.0432058,0.0114727,0.00900399,0.00550797,0.0307721,0.0134714,0.0251633,0.0362959,0.0169049,0,0,0.0479167,0,0.0109554,0.0310848,0.0468574,0.045122,0.00482659,0.027328,0.0210832,0.0152771,0.0815654,0.075134,0.0311451,0.0596442,0.0135838,0.0220831,0.00705862,0.0253367,0.0409516,0.0262886,0.0122145,0.0119901,0.0169578,0,0,0,0,0.0113738
