Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
103,0,0,0,0,0,0,0.00584035,0.00334938,0,0,0,0.00986817,0.013684,0.0303716,0.00910403,0,0,0.0398819,0,0.0234476,0.0228401,0.0093334,0.0618697,0.0263031,0.0431697,0.00833052,0.0193832,0.0231156,0.0452273,0.0323789,0.0307246,0.0307336,0.0319269,0.00281317,0.022289,0.0299068,0.0334307,0.0114282,0.00884288,0.017341,0.0178423,0.0143706,0.00909446,0.0056633,0,0,0.0108114,0,0.0143866,0.00577037,0.0878493,0.0126445,0.0481059,0.0212822,0.00559512,0.00608714,0.0249134,0.0219918,0.0246962,0.0345847,0.0148537,0.0381432,0.00493019,0.0165404,0.0189683,0.00679983,0.00903866,0.0029816,0.00545052,0,0,0,0.00632282,0
104,0,0,0,0,0,0,0.00581352,0.00318556,0,0,0,0.0105176,0.0137077,0.0313789,0.00873353,0,0,0.0396607,0,0.0234261,0.0226868,0.00899796,0.0620286,0.0259633,0.0460509,0.00824877,0.0193912,0.0238729,0.0470045,0.0325635,0.0302404,0.0320662,0.03284,0.00340204,0.0220816,0.0307514,0.0332276,0.0114271,0.00882335,0.0170049,0.0179173,0.0139167,0.00907006,0.00552443,0,0,0.0107238,0,0.0144427,0.00561215,0.0875367,0.0120631,0.0481337,0.0207176,0.00608087,0.0061479,0.0250746,0.0219374,0.0246211,0.0346524,0.0143907,0.038153,0.00464541,0.0163837,0.018508,0.00679492,0.0088737,0.00276002,0.00526362,0,0,0,0.00604644,0
105,0,0,0,0,0,0,0.00583294,0.00307575,0,0,0,0.0109619,0.0137311,0.0318616,0.00856116,0,0,0.0393418,0,0.0234135,0.0227249,0.00886102,0.0622297,0.025624,0.0478839,0.00808696,0.0193092,0.0245279,0.0482174,0.032932,0.0298408,0.0332151,0.0336583,0.00371719,0.0217999,0.0320195,0.0328842,0.011413,0.00880454,0.0170151,0.0178958,0.0136288,0.00902066,0.00545038,0,0,0.0106392,0,0.014412,0.00551797,0.0873009,0.0119164,0.0482126,0.020138,0.00662163,0.00624369,0.0250562,0.021934,0.0245201,0.0346206,0.0138797,0.0381974,0.00435758,0.0162416,0.0183399,0.00677166,0.00880408,0.00256456,0.0051812,0,0,0,0.00613216,0
106,0,0,0,0,0,0,0.00597791,0.00309513,0,0,0,0.0115862,0.0137122,0.032305,0.00850456,0,0,0.0391324,0,0.0234595,0.0230061,0.00899139,0.0629643,0.0252624,0.0488442,0.00786035,0.0192926,0.0252019,0.0490679,0.0334556,0.0295221,0.0342111,0.0344153,0.00367234,0.0214714,0.0335525,0.0325781,0.0114137,0.00881284,0.0173937,0.0178049,0.0136084,0.00899239,0.00552543,0,0,0.0106065,0,0.0143216,0.00547856,0.0871092,0.0122667,0.0483451,0.0198695,0.00713639,0.00629377,0.0249257,0.0217702,0.0244836,0.0346053,0.0135097,0.0382559,0.00414511,0.0162008,0.018611,0.00663785,0.00881368,0.00246379,0.00525301,0,0,0,0.00620239,0
107,0,0,0,0,0,0,0.00608967,0.00310366,0,0,0,0.0120079,0.0137104,0.0326652,0.008476,0,0,0.0388737,0,0.0234653,0.0229895,0.00923808,0.0638987,0.0248897,0.0491167,0.00764829,0.0192934,0.0254368,0.0494264,0.0337403,0.0292541,0.0343226,0.0348598,0.00355061,0.0211689,0.0351354,0.0322436,0.0114096,0.0087503,0.0180717,0.0177569,0.0138692,0.00891951,0.005576,0,0,0.0106736,0,0.0142954,0.00543001,0.0869744,0.0130855,0.0485351,0.019854,0.00758375,0.00627623,0.024834,0.0214366,0.0244188,0.0347245,0.01341,0.0382361,0.00405833,0.016391,0.0192511,0.00645873,0.00876505,0.00242599,0.00531999,0,0,0,0.00610034,0
108,0,0,0,0,0,0,0.00609587,0.00311118,0,0,0,0.0124775,0.0137146,0.0324855,0.00848612,0,0,0.038628,0,0.0235633,0.0228711,0.00943802,0.0646556,0.0245278,0.0490749,0.00731871,0.019424,0.0254555,0.0494303,0.0338475,0.0289735,0.0337436,0.0351208,0.00381738,0.0209205,0.0367214,0.0319045,0.0114493,0.00869419,0.0187375,0.0178455,0.0141579,0.00881943,0.00555768,0,0,0.00983279,0,0.0144048,0.00510259,0.0869011,0.0141597,0.0487558,0.0198914,0.00779047,0.00619831,0.0249211,0.0210969,0.0242944,0.0349691,0.0133237,0.0382166,0.00405061,0.0166308,0.0201197,0.00628706,0.00841899,0.00241775,0.0053113,0,0,0,0.00605585,0
109,0,0,0,0,0,0,0.0061787,0.0031055,0,0,0,0.0130998,0.0137218,0.0321421,0.00854595,0,0,0.0384274,0,0.0235604,0.022764,0.00948728,0.0648355,0.0241578,0.0485953,0.0066499,0.0194919,0.0253803,0.0489348,0.0337452,0.0286116,0.0337997,0.0354142,0.00445528,0.0205894,0.0384967,0.0315893,0.0114304,0.00856938,0.0195033,0.0178588,0.0145122,0.00873193,0.0056137,0,0,0.00969952,0,0.0143909,0.0049223,0.0868151,0.0153876,0.0489941,0.0197128,0.0078613,0.00619306,0.0250229,0.0207809,0.024091,0.0351842,0.0130379,0.0383066,0.00405157,0.0169079,0.0207553,0.0062513,0.00844602,0.00242692,0.0053944,0,0,0,0.00607421,0
110,0,0,0,0,0,0,0.00627709,0.00312816,0,0,0,0.0142485,0.0136998,0.0316459,0.00852573,0,0,0.038362,0,0.0235034,0.0227278,0.00949056,0.0643898,0.0237149,0.0478314,0.0056907,0.0194555,0.0254182,0.0481513,0.0336513,0.0282143,0.0334799,0.0358067,0.00500924,0.0201959,0.0405155,0.0314489,0.0114175,0.00849552,0.0200271,0.0178763,0.0145942,0.00860811,0.00570583,0,0,0.00975039,0,0.0143894,0.00479917,0.0866506,0.016144,0.0493254,0.0196077,0.00779242,0.00628461,0.0251538,0.0205365,0.0238241,0.0354211,0.0127905,0.0384066,0.00399281,0.0172314,0.021327,0.00623018,0.00856565,0.00245998,0.00546737,0,0,0,0.00608325,0
111,0,0,0,0,0,0,0.00634084,0.00327426,0,0,0,0.0163301,0.0136352,0.030641,0.00839096,0,0,0.0385151,0,0.0235463,0.0228218,0.00951578,0.0630601,0.0231821,0.0465306,0.00541791,0.0195333,0.0254565,0.0469743,0.0334822,0.0279333,0.0326435,0.0353053,0.00502516,0.0198903,0.0423847,0.0315181,0.0114496,0.0084231,0.0203063,0.0178614,0.0145403,0.00838396,0.00580711,0,0,0.00986423,0,0.0143768,0.00487501,0.0865191,0.0164808,0.0496057,0.0196711,0.00768784,0.00637069,0.0253878,0.0203172,0.0235827,0.0357464,0.0126727,0.0385032,0.00388838,0.0176045,0.0221464,0.00628577,0.0086726,0.00259089,0.00554017,0,0,0,0.00614155,0
112,0,0,0,0,0,0,0.00647563,0.00345203,0,0,0,0.0180255,0.0136339,0.0294983,0.00831206,0,0,0.0385811,0,0.023556,0.0228732,0.00968769,0.0613554,0.0227302,0.0446688,0.00526159,0.0194697,0.0253476,0.0454604,0.033057,0.0276669,0.0316859,0.0346724,0.00493231,0.0195381,0.0438834,0.0315405,0.0114506,0.00842713,0.0206192,0.0178117,0.0145063,0.00828522,0.00600337,0,0,0.0101406,0,0.014347,0.00503587,0.0864534,0.0174004,0.0498146,0.0195469,0.00757837,0.00637916,0.0255362,0.0202307,0.0235259,0.0358932,0.0125721,0.0385911,0.00392637,0.0180577,0.0227214,0.00632563,0.00877032,0.00282858,0.00577406,0,0,0,0.00630595,0
113,0,0,0,0,0,0,0.00658024,0.00361419,0,0,0,0.0194418,0.013622,0.028369,0.00824476,0,0,0.0386809,0,0.0235878,0.0229325,0.0101321,0.0595042,0.0223194,0.0428599,0.00503136,0.0194088,0.0253049,0.0438853,0.032529,0.0274298,0.0309481,0.0346434,0.00514925,0.0191255,0.0451602,0.0316051,0.011439,0.00843803,0.0208916,0.017803,0.0145556,0.00822821,0.00613506,0,0,0.0102132,0,0.0143354,0.00509637,0.0863871,0.0182352,0.050029,0.019463,0.00748281,0.00632908,0.0255941,0.0201884,0.0235528,0.0359444,0.0125596,0.0386577,0.00408462,0.0184921,0.0232428,0.00634032,0.00885409,0.00308698,0.00599637,0,0,0,0.00625462,0
114,0,0,0,0,0,0,0.00662925,0.00373882,0,0,0,0.0203555,0.0136208,0.0270992,0.00821704,0,0,0.038878,0,0.0236118,0.0230356,0.0106989,0.0578908,0.0220457,0.0411909,0.00473934,0.0194438,0.0253183,0.0423492,0.0320843,0.0271184,0.0304465,0.0344295,0.00569902,0.0186762,0.0461056,0.0317739,0.0114505,0.00845751,0.0212334,0.0178282,0.0146496,0.00827335,0.00618888,0,0,0.0102499,0,0.0143477,0.00509768,0.0863089,0.0191514,0.0502219,0.0194256,0.00742309,0.00618786,0.0255746,0.0201534,0.0235415,0.0359858,0.012659,0.0386664,0.00430455,0.0189112,0.0238789,0.00637169,0.00890951,0.00327786,0.00611865,0,0,0,0.00603982,0
115,0,0,0,0,0,0,0.00615615,0.00509878,0,0,0,0.0240819,0.0137591,0.0179151,0.00825466,0,0,0.0396832,0,0.0235267,0.0234134,0.0247568,0.0292498,0.0150102,0.0432635,0.00701245,0.0184745,0.026966,0.0443096,0.0318121,0.0406921,0.0274094,0.0202641,0.0143883,0.0154906,0.0235897,0.0317717,0.0114163,0.00852244,0.018968,0.0177806,0.012471,0.00781351,0.00595696,0,0,0.0115236,0,0.0143378,0.0058488,0.0801724,0.0196992,0.0462296,0.0168761,0.0132429,0.00707318,0.0261661,0.0217301,0.0252103,0.035325,0.0116249,0.0389101,0.00514956,0.0184909,0.0228245,0.00723738,0.00922466,0.00479264,0.00605194,0,0,0,0.00643073,0
116,0,0,0,0,0,0,0.00618888,0.0051236,0,0,0,0.0213767,0.0137499,0.0174855,0.00864297,0,0,0.0398642,0,0.0235111,0.0235066,0.0255649,0.0293997,0.0149804,0.0438678,0.00663713,0.0184391,0.027827,0.0457559,0.0319601,0.0389977,0.0287328,0.0218753,0.0156495,0.014361,0.0205907,0.032049,0.0114293,0.00857158,0.0196069,0.0177634,0.0126606,0.00772045,0.00600997,0,0,0.0115576,0,0.0143355,0.00590643,0.0801447,0.0207457,0.0464644,0.0172197,0.0132705,0.00710577,0.026236,0.021657,0.0251951,0.0354142,0.0120324,0.038782,0.00546117,0.0191048,0.023428,0.00731715,0.00927335,0.00480054,0.00603575,0,0,0,0.00671229,0
117,0,0,0,0,0,0,0.00673569,0.00387918,0,0,0,0.0221672,0.0136054,0.0241284,0.00803032,0,0,0.0394529,0,0.0235568,0.0233339,0.0118106,0.0546622,0.0214462,0.0352974,0.00427412,0.0194595,0.0243281,0.0372679,0.0300056,0.0255796,0.0269687,0.0314507,0.00654114,0.0169847,0.0470837,0.0325607,0.0114602,0.00859411,0.0223288,0.0177943,0.0145961,0.00778994,0.00627715,0,0,0.0103925,0,0.0143324,0.00523016,0.0857024,0.0213291,0.050491,0.0195697,0.00752605,0.00603413,0.0258356,0.0201818,0.0235904,0.0361656,0.0130893,0.0386181,0.00493814,0.0199941,0.0255164,0.00649506,0.00898837,0.00346816,0.00627499,0,0,0,0.00648845,0
118,0,0,0,0,0,0,0.00629446,0.00518022,0,0,0,0.0158662,0.0137112,0.0163405,0.0093132,0,0,0.0401637,0,0.0234845,0.0236379,0.0271452,0.0299836,0.0146232,0.0449855,0.00647597,0.0182665,0.0293068,0.0487718,0.031894,0.0358029,0.0309682,0.0262846,0.0179085,0.0118387,0.0131117,0.032519,0.0114101,0.00869168,0.0202133,0.0178163,0.0125569,0.00771721,0.00615535,0,0,0.0117143,0,0.0143649,0.00588537,0.0799063,0.0216649,0.0469813,0.0176695,0.0135907,0.00738456,0.026299,0.0215005,0.0253116,0.0355638,0.0128888,0.0386677,0.00605595,0.0201996,0.0247911,0.00741432,0.0093337,0.00490811,0.00594565,0,0,0,0.00660257,0
119,0,0,0,0,0,0,0.00646514,0.00527332,0,0,0,0.0125782,0.0136446,0.0157965,0.00944277,0,0,0.0402326,0,0.023519,0.023626,0.0278228,0.0291866,0.0145067,0.0452604,0.00664725,0.0180998,0.0297898,0.0499643,0.0316069,0.0347595,0.0321947,0.0288319,0.0194799,0.010517,0.0085204,0.0326211,0.0113994,0.00865082,0.0204685,0.0177669,0.0122345,0.00786122,0.00631029,0,0,0.0120053,0,0.0142968,0.00607206,0.079719,0.0217429,0.0471827,0.0180116,0.0137855,0.00737724,0.0263778,0.0213371,0.025288,0.0357046,0.0132557,0.0386087,0.00630397,0.0206681,0.0255226,0.0074151,0.00947584,0.00499551,0.00633761,0,0,0,0.00659064,0
120,0,0,0,0,0,0,0.00656581,0.0052874,0,0,0,0.00887352,0.0136153,0.0156517,0.00951802,0,0,0.0402323,0,0.0235446,0.0236064,0.0286572,0.0275934,0.014425,0.0455485,0.00679064,0.0179863,0.030393,0.0509469,0.0314084,0.0337516,0.0334595,0.0313148,0.0210672,0.00938139,0.00543903,0.0326224,0.0114077,0.00865196,0.0210105,0.0177321,0.0119414,0.00781714,0.00642091,0,0,0.0121272,0,0.0142895,0.00621824,0.0796744,0.0219125,0.0473995,0.0184142,0.0136202,0.00735627,0.0263434,0.0214304,0.0252202,0.0358509,0.0136512,0.0385269,0.00648292,0.0212279,0.0261585,0.00742896,0.00953669,0.00498213,0.00671464,0,0,0,0.00681316,0
121,0,0,0,0,0,0,0.00654942,0.00529766,0,0,0,0.00626289,0.0135833,0.0159735,0.00968455,0,0,0.0401903,0,0.0235811,0.0236315,0.0295492,0.0264057,0.0142646,0.0462878,0.00693144,0.0180106,0.0309327,0.0520384,0.0312748,0.0333083,0.0351159,0.0342192,0.0224841,0.00845822,0.00242991,0.0325501,0.0114714,0.00871919,0.0213748,0.0177383,0.0113079,0.00788576,0.00645579,0,0,0.0122294,0,0.0143171,0.00630701,0.079552,0.0217125,0.0475129,0.0187255,0.0134982,0.00756214,0.02636,0.0214693,0.0252486,0.0359758,0.014013,0.0385201,0.00655062,0.021543,0.0269606,0.00764064,0.00955479,0.0050374,0.00628645,0,0,0,0.0069099,0
122,0,0,0,0,0,0,0.0064962,0.00524512,0,0,0,0.00475042,0.0135567,0.016212,0.0098688,0,0,0.0401423,0,0.0236304,0.0236428,0.0305909,0.0261604,0.0142048,0.0469015,0.00703079,0.0179206,0.0314099,0.0533981,0.0310328,0.032879,0.0363231,0.036508,0.0231446,0.00787216,0.00687154,0.0324337,0.0115247,0.00872164,0.0221099,0.017743,0.0114875,0.00783393,0.00647816,0,0,0.0123766,0,0.0143221,0.00639617,0.079539,0.0218787,0.0477771,0.0192135,0.013304,0.00760331,0.0263152,0.0215963,0.025225,0.0360914,0.0143651,0.0383807,0.00660038,0.0219762,0.0279904,0.00774002,0.00961807,0.00501548,0.00619559,0,0,0,0.00682384,0
123,0,0,0,0,0,0,0.00656717,0.00529878,0,0,0,0.00762133,0.0135155,0.0161999,0.00991142,0,0,0.04019,0,0.0236318,0.0236515,0.0318779,0.0264444,0.014228,0.0480674,0.00733978,0.0176971,0.0320153,0.0557797,0.0312287,0.0326166,0.0376125,0.0389296,0.0234467,0.0076563,0.0128062,0.0323298,0.0115082,0.00869714,0.0226511,0.0177615,0.0113988,0.00799615,0.00652864,0,0,0.0124193,0,0.0143367,0.00638533,0.079407,0.0218596,0.0480687,0.0197466,0.0133574,0.007468,0.0263759,0.0215148,0.0251392,0.0361803,0.0147544,0.0382397,0.00687677,0.0222783,0.0287955,0.00765491,0.00962331,0.00505468,0.0066423,0,0,0,0.00679425,0
124,0,0,0,0,0,0,0.00659044,0.00531303,0,0,0,0.0135837,0.0135111,0.0155022,0.00984297,0,0,0.0402245,0,0.0236506,0.0236445,0.0333038,0.0269029,0.0143408,0.0491102,0.00763702,0.0174931,0.0325659,0.0578615,0.0315921,0.0325844,0.0388601,0.0414407,0.0235837,0.00803335,0.0213321,0.0322017,0.0115099,0.0086484,0.023335,0.0177657,0.0113664,0.00811612,0.00648171,0,0,0.0124562,0,0.0143379,0.00641542,0.0793344,0.021777,0.0483139,0.0203022,0.0134434,0.00726251,0.0264311,0.0214614,0.0250124,0.0363436,0.0151299,0.0381368,0.00705655,0.0226227,0.0295057,0.00759524,0.00964217,0.0050565,0.0069104,0,0,0,0.00684621,0
125,0,0,0,0,0,0,0.0065263,0.00521862,0,0,0,0.0227387,0.0134961,0.0143305,0.0095897,0,0,0.0401129,0,0.0236601,0.0235748,0.0346656,0.0266679,0.0145516,0.0492538,0.00777286,0.0173238,0.032666,0.0592015,0.0316,0.0327428,0.0398649,0.0435642,0.0235504,0.00921536,0.0323492,0.0320223,0.0115205,0.00867914,0.0238539,0.0177767,0.0113474,0.00823032,0.00632385,0,0,0.0124564,0,0.0143492,0.00644345,0.0794268,0.0217969,0.0485376,0.0207554,0.0134608,0.00701983,0.0263427,0.021518,0.0249702,0.0363845,0.015476,0.0380716,0.00716788,0.0229698,0.0302968,0.00752031,0.00962865,0.00494196,0.00683589,0,0,0,0.00689205,0
126,0,0,0,0,0,0,0.00687147,0.00346125,0,0,0,0.0385213,0.0133246,0.00983818,0.00651546,0,0,0.0391294,0,0.0237678,0.0231094,0.0137122,0.0387861,0.0209418,0.0248927,0.00463239,0.0184676,0.0189959,0.0293405,0.020723,0.0296321,0.0231321,0.0320291,0.005079,0.0222662,0.0618292,0.0320275,0.0115871,0.00853624,0.0251289,0.0178458,0.0132773,0.00700304,0.00639763,0,0,0.0101925,0,0.0143874,0.00533593,0.0835408,0.021191,0.0503715,0.0215281,0.00557466,0.00509414,0.026178,0.0213835,0.0234192,0.0367515,0.0148279,0.0387509,0.00613885,0.0219758,0.0300472,0.00610929,0.0090186,0.00269011,0.0059012,0,0,0,0.00650855,0
127,0,0,0,0,0,0,0.00667273,0.00332869,0,0,0,0.0371247,0.0133483,0.00704445,0.00612309,0,0,0.0388344,0,0.0237567,0.0230174,0.0139789,0.0319771,0.0209086,0.0220113,0.00467908,0.0183187,0.0167686,0.0262374,0.0173935,0.0314179,0.0206727,0.0298215,0.0051058,0.024527,0.0573272,0.031786,0.0116253,0.00850462,0.0252831,0.0178517,0.0132945,0.00687145,0.00628274,0,0,0.00998349,0,0.0143963,0.00525455,0.0832044,0.0213999,0.0501885,0.0218806,0.00546238,0.0050788,0.0262629,0.0218213,0.0234593,0.0367725,0.0149622,0.0387786,0.00624164,0.0221398,0.0303975,0.00601126,0.00895204,0.00241691,0.00559108,0,0,0,0.00652412,0
128,0,0,0,0,0,0,0.00646753,0.00325744,0,0,0,0.032523,0.0133849,0.00361626,0.00533346,0,0,0.0384911,0,0.0237366,0.0228544,0.0142858,0.0237666,0.0207665,0.018499,0.00436823,0.0181883,0.0141977,0.0220006,0.0137412,0.0331138,0.0169525,0.0252872,0.00531593,0.0270635,0.0480952,0.0314924,0.0116367,0.0084452,0.0254223,0.0179516,0.0128169,0.00676112,0.00618105,0,0,0.00921761,0,0.0145294,0.00499963,0.082719,0.0209195,0.0498368,0.0220587,0.00548995,0.00511613,0.0263498,0.0220522,0.0236607,0.036702,0.0151658,0.0387786,0.00643661,0.0221015,0.0307467,0.00585502,0.00859953,0.00223193,0.00526698,0,0,0,0.00653768,0
129,0,0,0,0,0,0,0.00614791,0.00316575,0,0,0,0.0261385,0.0133719,0.00159786,0.00476247,0,0,0.0381299,0,0.0236757,0.0226267,0.0146353,0.0160042,0.0206187,0.0157596,0.00412064,0.0180704,0.0118885,0.0177261,0.0103611,0.0346515,0.013221,0.0198105,0.00534963,0.0295027,0.0365788,0.0312018,0.0116611,0.00839482,0.0257997,0.0179054,0.0128358,0.00674717,0.00595424,0,0,0.00963931,0,0.0144637,0.00521777,0.0824463,0.0208256,0.0495832,0.0223528,0.00543629,0.00511709,0.0263684,0.022286,0.0237701,0.0366612,0.0154907,0.0386701,0.00680552,0.0223586,0.0311469,0.00601876,0.00873908,0.00203853,0.00484195,0,0,0,0.00654404,0
130,0,0,0,0,0,0,0.00582821,0.00311819,0,0,0,0.0184452,0.0133703,0.00321302,0.00412508,0,0,0.037623,0,0.0236416,0.022332,0.0150083,0.00931731,0.0203873,0.014569,0.00386367,0.0179268,0.00982871,0.0137605,0.0074266,0.0359288,0.0103883,0.0140466,0.00518584,0.0319657,0.0234993,0.0308098,0.0116692,0.00834502,0.0260946,0.0179205,0.0126757,0.00685961,0.00572827,0,0,0.00975358,0,0.0144825,0.00530673,0.0822501,0.0207294,0.0493522,0.0225576,0.00555636,0.00507429,0.0262985,0.0224228,0.0239141,0.0365123,0.0157684,0.0385168,0.0071279,0.0226018,0.0315788,0.00619278,0.00875187,0.00192969,0.00449327,0,0,0,0.00649653,0
131,0,0,0,0,0,0,0.0054838,0.00310041,0,0,0,0.0108709,0.0134194,0.00507479,0.00341512,0,0,0.0370839,0,0.0236352,0.0220813,0.0154599,0.00675761,0.0201101,0.0148813,0.00379734,0.0178496,0.00832011,0.01049,0.00489715,0.0370533,0.00974982,0.00933033,0.00543795,0.0344517,0.0104975,0.030388,0.0116964,0.0082186,0.0264292,0.0179537,0.0125399,0.00695544,0.00551277,0,0,0.00984125,0,0.0145201,0.00529716,0.0821396,0.0205833,0.0492654,0.022815,0.00559788,0.00505355,0.0262191,0.022427,0.0240345,0.0364534,0.0160086,0.0383026,0.00722921,0.0228061,0.0321504,0.00636556,0.00881528,0.00190581,0.00409815,0,0,0,0.00647374,0
132,0,0,0,0,0,0,0.00514681,0.00311023,0,0,0,0.00498532,0.0134945,0.00606951,0.00265089,0,0,0.0365668,0,0.0236377,0.0218794,0.0159719,0.00964483,0.0200236,0.0162232,0.00394751,0.0176015,0.00748649,0.00791175,0.00265804,0.0382687,0.0113958,0.00739577,0.00633959,0.0368819,0.00379737,0.0300123,0.011719,0.00802089,0.0268248,0.017995,0.0125188,0.0069319,0.00531892,0,0,0.00982228,0,0.014544,0.00521382,0.082022,0.0206298,0.0493507,0.0231376,0.0055618,0.00508888,0.0262016,0.0223675,0.0241531,0.0364619,0.0161712,0.0380001,0.00715236,0.0229327,0.0327002,0.00652582,0.0089192,0.0019862,0.00370566,0,0,0,0.00638765,0
133,0,0,0,0,0,0,0.00474068,0.00306903,0,0,0,0.0105925,0.0136253,0.00811122,0.00182257,0,0,0.0361381,0,0.0235495,0.0217012,0.0164739,0.0153268,0.0200189,0.0196794,0.00389814,0.0174903,0.00720395,0.00632754,0.00143837,0.0389708,0.0142957,0.00894217,0.00700824,0.0392169,0.0162755,0.0296942,0.0117211,0.00784872,0.0270109,0.0180112,0.0124648,0.00697817,0.00511552,0,0,0.00971136,0,0.0145401,0.00520841,0.0819602,0.0205352,0.0496047,0.0233621,0.00576631,0.00529751,0.0261884,0.022146,0.0243896,0.0364269,0.0162831,0.0375331,0.00707967,0.0230136,0.0329241,0.00677039,0.00888171,0.00207344,0.00313382,0,0,0,0.00625816,0
134,0,0,0,0,0,0,0.00446971,0.00315104,0,0,0,0.0161694,0.0137493,0.00988537,0.00161626,0,0,0.0358044,0,0.0234754,0.0215813,0.0167807,0.0180714,0.0201175,0.0222541,0.00426798,0.0175533,0.00687713,0.00493869,0.00111326,0.0399219,0.0161926,0.0112201,0.00744528,0.0403794,0.0229802,0.0294669,0.0117068,0.00789766,0.0270705,0.0180145,0.0129605,0.00682198,0.00497546,0,0,0.00957547,0,0.0145311,0.00524382,0.0821407,0.0210958,0.0499292,0.023461,0.0053202,0.00548394,0.0261716,0.0221758,0.0245756,0.0363757,0.0163446,0.0370546,0.0069975,0.0231711,0.0326737,0.00688721,0.00887722,0.00228096,0.00274593,0,0,0,0.00626601,0
135,0,0,0,0,0,0,0.00401017,0.00325146,0,0,0,0.0198889,0.0137971,0.0128784,0.00160234,0,0,0.0352837,0,0.023394,0.0213371,0.0167948,0.0202279,0.0201071,0.0245418,0.00436697,0.0175686,0.00649532,0.00484238,0.00123436,0.039949,0.0172014,0.0127257,0.00720278,0.0405757,0.0266416,0.0290997,0.0116947,0.00782445,0.0269082,0.0180213,0.0132629,0.00671996,0.00459128,0,0,0.00965231,0,0.0145454,0.00538156,0.0822901,0.0217982,0.0501551,0.0233626,0.00507588,0.00562733,0.0261474,0.0221764,0.024905,0.0362241,0.0162356,0.0364207,0.00685289,0.0232047,0.0320511,0.00708415,0.00899265,0.00245153,0.00224472,0,0,0,0.00638673,0
136,0,0,0,0,0,0,0.00348492,0.00329026,0,0,0,0.0190889,0.0138665,0.0137822,0.00169022,0,0,0.0347188,0,0.0232906,0.0210683,0.0164929,0.0207243,0.020056,0.0249403,0.00440207,0.0174011,0.0063452,0.00583697,0.00175257,0.0392718,0.0170035,0.0125228,0.00676438,0.0400479,0.0254432,0.0287076,0.0116409,0.00759026,0.0264515,0.0180267,0.0139425,0.00651402,0.00409291,0,0,0.00987471,0,0.0145547,0.00548382,0.0823658,0.0227665,0.0502376,0.0231136,0.00491695,0.00581084,0.0260753,0.0221287,0.0253715,0.0359176,0.0158532,0.0356856,0.00688908,0.0230935,0.0313136,0.00729067,0.00892195,0.00258797,0.00175657,0,0,0,0.00638503,0
137,0,0,0,0,0,0,0.00301684,0.00330567,0,0,0,0.0149331,0.0140232,0.0120009,0.00173873,0,0,0.0340527,0,0.0231353,0.0207567,0.0160333,0.0193717,0.0199147,0.0238164,0.004587,0.0172185,0.00730209,0.00750805,0.00304838,0.0381523,0.0159681,0.01088,0.00621228,0.0393417,0.0209686,0.0282799,0.011582,0.00737452,0.025783,0.0181047,0.0151257,0.00614724,0.00369073,0,0,0.0096153,0,0.0146966,0.00541941,0.0824597,0.0241975,0.050373,0.0227694,0.00484461,0.00601018,0.0259484,0.022102,0.025922,0.0355039,0.0157024,0.034817,0.00710522,0.0230571,0.0304457,0.00723817,0.00858625,0.0027584,0.00131564,0,0,0,0.00645995,0
138,0,0,0,0,0,0,0.00268946,0.0033573,0,0,0,0.00919007,0.0141484,0.0087235,0.00169436,0,0,0.0336291,0,0.0230553,0.0205553,0.0157519,0.0171549,0.0197267,0.0217878,0.00490231,0.0172226,0.00858769,0.00921661,0.00451922,0.0369386,0.014266,0.00879942,0.00578995,0.0386012,0.0140085,0.0280429,0.0116012,0.0071623,0.0244271,0.0180747,0.0161624,0.00570838,0.00341332,0,0,0.0102219,0,0.0146673,0.00560362,0.0825603,0.0254651,0.0505714,0.0222423,0.00469134,0.00629207,0.0257747,0.0220375,0.0265964,0.0349953,0.0158153,0.0339011,0.00742315,0.0229832,0.0291289,0.00751865,0.00883873,0.00290043,0.00108291,0,0,0,0.006462,0
139,0,0,0,0,0,0,0.00248855,0.00338558,0,0,0,0.0052703,0.0142817,0.00614738,0.00147817,0,0,0.0331128,0,0.0228652,0.020271,0.0158311,0.0174939,0.0194181,0.019606,0.00530261,0.0172926,0.00960857,0.0109782,0.00607948,0.0357302,0.0127688,0.00777899,0.00583369,0.0378362,0.00839538,0.02772,0.0115709,0.00698009,0.0227541,0.0181059,0.0168779,0.00530764,0.00328829,0,0,0.0102543,0,0.0146834,0.00570054,0.0826458,0.0262944,0.0508311,0.0216459,0.00461676,0.00648082,0.0255822,0.0218174,0.0275039,0.0343935,0.0155689,0.0328709,0.00775175,0.0227157,0.0272276,0.00769855,0.00894038,0.00291358,0.00108813,0,0,0,0.00645253,0
