Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTIBI,RTHI,
669,0.0296871,0,0,0,0,0.0463799,0,0,0,0,0,0,0.0221011,0,0.0229167,0.0673008,0,0,0.021818,0,0,0.0265444,0.0736669,0.0208159,0.00975323,0.0142177,0.0347216,0.0350589,0.0497537,0.0521028,0.0282534,0.0122642,0.0159413,0.0273223,0.0277512,0.0255311,0.0117396,0,0.0213243,0.0491528,0,0.0104091,0.0699157,0.0344995,0,0,0.0129049,0,0,0.047912,0.0571963,0.0315532,0.0373337,0.00495892,0.0571865,0.0335856,0.124038,0.0528903,0.0202461,0.0616009,0.0378333,0.0777313,0.0176486,0,0.0294759,0.0229696,0.0276762,0.0248069,0.0464985,0.0453408,0
670,0.0295621,0,0,0,0,0.0472209,0,0,0,0,0,0,0.0220104,0,0.0229739,0.0671756,0,0,0.0213058,0,0,0.0264988,0.073717,0.0206883,0.0100459,0.0142188,0.0343406,0.034731,0.0496232,0.0519138,0.0280199,0.0123565,0.015922,0.0271582,0.027654,0.0253209,0.0116037,0,0.0210924,0.0488376,0,0.010443,0.0704599,0.034122,0,0,0.0131362,0,0,0.0481193,0.0574306,0.0315585,0.0373425,0.00496082,0.0570337,0.0335328,0.123984,0.0527661,0.0201672,0.0616116,0.0379702,0.0778491,0.0174605,0.0189507,0.0298407,0.0211974,0.0283444,0.0244339,0.0464597,0.0451993,0
671,0.0294783,0,0,0,0,0.0473002,0,0,0,0,0,0,0.0219635,0,0.0230568,0.0674439,0,0,0.0211823,0,0,0.0264819,0.0737127,0.0206375,0.0102134,0.0142467,0.0341949,0.0344601,0.0494948,0.0517969,0.0278839,0.0124065,0.0158811,0.027089,0.0275604,0.0252189,0.0114314,0,0.0210088,0.0483602,0,0.0104944,0.0706835,0.0341944,0,0,0.0130705,0,0,0.0481397,0.0575876,0.0315657,0.0373358,0.00491504,0.0568757,0.0334152,0.123914,0.0527433,0.0201124,0.0616515,0.0380221,0.0779685,0.0171622,0.0188497,0.0297565,0.0212241,0.0284002,0.0244012,0.0464931,0.0450799,0
672,0.0294283,0,0,0,0,0.0473736,0,0,0,0,0,0,0.022097,0,0.023087,0.0676404,0,0,0.0210887,0,0,0.0264865,0.0736843,0.020611,0.0102916,0.014293,0.034138,0.0342456,0.0493806,0.051729,0.0278185,0.0123935,0.0157906,0.0269563,0.0275028,0.0252443,0.0112561,0,0.0209263,0.0479263,0,0.0105721,0.0706976,0.0341966,0,0,0.0129459,0,0,0.048171,0.0577028,0.0316323,0.0373002,0.00493496,0.0568865,0.0333073,0.123874,0.0526949,0.0201003,0.0617106,0.038148,0.0779884,0.0169343,0.0187475,0.0297573,0.0212464,0.0284397,0.024251,0.0465292,0.0450197,0
673,0.0295054,0,0,0,0,0.0467168,0,0,0,0,0,0,0.022216,0,0.0230619,0.067657,0,0,0.0214238,0,0,0.0265518,0.0736215,0.0205444,0.0102965,0.0143516,0.0343517,0.0340164,0.0493089,0.0517326,0.0278077,0.0123337,0.0157345,0.0268506,0.0275367,0.0253474,0.0109661,0,0.0210373,0.0475265,0,0.0106549,0.0705719,0.0346188,0,0,0.0125695,0,0,0.048088,0.0577502,0.0317095,0.0371502,0.0047656,0.0570159,0.0332909,0.123855,0.0527134,0.0201128,0.0616288,0.0382417,0.0779569,0.0167229,0,0.0294673,0.0229429,0.0279311,0.0245191,0.0465147,0.045083,0
674,0.0293698,0,0,0,0,0.0475734,0,0,0,0,0,0,0.0223851,0,0.0230925,0.0676406,0,0,0.0210952,0,0,0.0265984,0.0736444,0.0205069,0.0103793,0.0143551,0.0342614,0.0340401,0.0491276,0.0516827,0.0277539,0.012333,0.0157032,0.0268985,0.0274803,0.0251213,0.0109157,0,0.0208814,0.047214,0,0.0107514,0.0705916,0.0342426,0,0,0.0127505,0,0,0.0484315,0.0577972,0.0317388,0.0372596,0.0046703,0.0569725,0.0333046,0.123892,0.0526496,0.0201084,0.0616062,0.038362,0.0779479,0.0165425,0.0185224,0.0298955,0.0211737,0.0285786,0.0240543,0.0465533,0.0451043,0
675,0.02937,0,0,0,0,0.0477119,0,0,0,0,0,0,0.0224824,0,0.0230137,0.0680143,0,0,0.0211626,0,0,0.0268005,0.0736107,0.0205643,0.0103884,0.0143643,0.0343269,0.0341168,0.0490584,0.0517128,0.0277617,0.0123035,0.0156537,0.0269001,0.0274801,0.0248983,0.0108601,0,0.0209792,0.0469146,0,0.0107873,0.0706083,0.0344056,0,0,0.0127276,0,0,0.0485925,0.0577323,0.0317965,0.0373276,0.0046706,0.0570556,0.0333511,0.123875,0.0526687,0.0200637,0.0616147,0.0383931,0.0779248,0.0164249,0.0183615,0.0296277,0.0211488,0.0286658,0.0239572,0.0466157,0.0451014,0
676,0.0293926,0,0,0,0,0.0479041,0,0,0,0,0,0,0.0226668,0,0.0228273,0.0689259,0,0,0.0212944,0,0,0.027003,0.0735832,0.0207302,0.0103293,0.0143701,0.0344972,0.0343128,0.0490312,0.0517611,0.0278037,0.0121794,0.0155544,0.0267965,0.0274748,0.0246231,0.0108343,0,0.0211082,0.0466371,0,0.0108157,0.0708007,0.0344812,0,0,0.0126016,0,0,0.0486913,0.0576528,0.0318919,0.0374294,0.00464693,0.0571107,0.0333945,0.123759,0.052698,0.0200102,0.061768,0.0384,0.0779155,0.0162948,0.0183064,0.0291297,0.0210913,0.0288144,0.0238411,0.0466399,0.0450646,0
677,0.0294102,0,0,0,0,0.0480995,0,0,0,0,0,0,0.0227795,0,0.0227976,0.0691607,0,0,0.0214336,0,0,0.0271799,0.0735475,0.0207659,0.0102558,0.0144143,0.0347094,0.0344567,0.0490145,0.0517925,0.027825,0.0121225,0.0155046,0.026792,0.0274378,0.0244896,0.0108421,0,0.0213065,0.0464785,0,0.0108553,0.0707862,0.0344706,0,0,0.0124924,0,0,0.0487876,0.0576651,0.0319855,0.0374575,0.00463664,0.0571502,0.0334231,0.12373,0.0527041,0.0199702,0.0620054,0.0384332,0.077876,0.0162117,0.0182826,0.0286544,0.0210696,0.0289733,0.0236743,0.0466393,0.0450088,0
678,0.029428,0,0,0,0,0.0482231,0,0,0,0,0,0,0.0228361,0,0.022831,0.0683619,0,0,0.0215419,0,0,0.0273737,0.0734444,0.0206974,0.0101858,0.0145076,0.0348492,0.0346127,0.0489586,0.051838,0.0277902,0.0120769,0.015454,0.0268648,0.02739,0.0244046,0.0108708,0,0.0215415,0.0464247,0,0.0109141,0.0703277,0.0344968,0,0,0.0125414,0,0,0.0488619,0.0576747,0.0320614,0.0374,0.00466242,0.0572179,0.033489,0.123794,0.0526751,0.0200544,0.0621298,0.0384612,0.0777667,0.0161798,0.0182962,0.0286047,0.0210964,0.0291082,0.0235214,0.0466213,0.0449605,0
679,0.0297087,0,0,0,0,0.0491695,0,0,0,0,0,0,0.0227858,0,0.022851,0.0672678,0,0,0.0250575,0,0,0.0433175,0.0732956,0.0205933,0.0101732,0.0146495,0.0348958,0.0366449,0.0489184,0.0519004,0.0277664,0.0120474,0.0154097,0.0268891,0.0273838,0.0244373,0.00740793,0.0345471,0.0214137,0.046268,0,0.0109955,0.0698396,0.0335984,0,0,0.0129184,0,0,0.0490014,0.0576716,0.0321193,0.03727,0.0045854,0.0572642,0.0338101,0.123847,0.0526785,0.0201528,0.0621618,0.038479,0.077745,0.016166,0.0186393,0.0290804,0.0211968,0.0298723,0.0236041,0.0465686,0.0448945,0
680,0.0296922,0,0,0,0,0.0491458,0,0,0,0,0,0,0.0228272,0,0.0227732,0.0683513,0,0,0.0247531,0,0,0.0433423,0.0733293,0.0205788,0.0101309,0.0147107,0.034958,0.0368078,0.0488936,0.0518572,0.0277273,0.0120597,0.0153858,0.0268585,0.0274014,0.0243763,0.00784556,0.0341505,0.0210768,0.0458073,0,0.0110689,0.0699803,0.0336758,0,0,0.0128778,0,0,0.0490815,0.0576514,0.0322265,0.0374083,0.00432224,0.0574096,0.0338356,0.123772,0.0527755,0.0200284,0.0621682,0.0384581,0.0778151,0.0159657,0.018783,0.0296416,0.0212498,0.0298737,0.0235057,0.0464356,0.0449476,0
681,0.029692,0,0,0,0,0.0483816,0,0,0,0,0,0,0.0228087,0,0.0227109,0.0690413,0,0,0.0251372,0,0,0.0434809,0.0733348,0.0205908,0.0102162,0.014695,0.0348692,0.0366776,0.0488635,0.051806,0.0276295,0.0120744,0.0153496,0.0268185,0.0273759,0.0243609,0.00757579,0.0339187,0.0210175,0.0455689,0,0.0111487,0.0702567,0.0337597,0,0,0.0124697,0,0,0.0491427,0.0576329,0.0323355,0.0375282,0.00417499,0.0575138,0.0344396,0.123716,0.0528385,0.0199541,0.0622172,0.0384708,0.0778276,0.0158675,0,0.0298179,0.0228691,0.0292559,0.0238734,0.0463548,0.0449766,0
682,0.0295767,0,0,0,0,0.0491943,0,0,0,0,0,0,0.022835,0,0.0226101,0.0684362,0,0,0.0248809,0,0,0.0434999,0.0732538,0.0206054,0.010272,0.0147399,0.034827,0.037222,0.0488703,0.0518405,0.0276378,0.0120555,0.0152827,0.0268077,0.0273589,0.0242502,0.00806921,0.0339479,0.0206495,0.0455098,0,0.011194,0.0703717,0.0337452,0,0,0.0127036,0,0,0.0492195,0.0575856,0.0324426,0.0374576,0.00419929,0.0574071,0.0337983,0.12367,0.0528091,0.0200229,0.0622531,0.0385798,0.0777938,0.0158357,0.019128,0.0301563,0.0211627,0.0299017,0.0234004,0.0463407,0.0449706,0
683,0.0294746,0,0,0,0,0.0491022,0,0,0,0,0,0,0.0228983,0,0.0225672,0.0681846,0,0,0.0247966,0,0,0.0436545,0.0731955,0.0206065,0.0103714,0.0146942,0.0348207,0.0374911,0.0488684,0.0518354,0.0276432,0.0120659,0.0152215,0.026757,0.0273644,0.0241712,0.00827943,0.0344865,0.020513,0.0454549,0,0.0112815,0.0701936,0.0338774,0,0,0.0127642,0,0,0.049209,0.0575726,0.0325696,0.0374106,0.00436004,0.0574018,0.0337545,0.123729,0.0528065,0.0200897,0.0620577,0.038685,0.0777536,0.0158646,0.0193092,0.0302323,0.0211309,0.0298739,0.0233989,0.0462965,0.0449957,0
684,0.0293844,0,0,0,0,0.0490752,0,0,0,0,0,0,0.0229998,0,0.022506,0.0681848,0,0,0.0246884,0,0,0.0437367,0.0731422,0.020576,0.0104127,0.0146214,0.0347915,0.0377682,0.0488955,0.0518326,0.0276865,0.0120636,0.0151616,0.0267071,0.0273938,0.0239898,0.00850532,0.0351491,0.0206969,0.0453411,0,0.0112985,0.0700388,0.0338242,0,0,0.0127931,0,0,0.0492163,0.0576587,0.0326329,0.0373919,0.0044009,0.0573118,0.0337264,0.123652,0.0528011,0.0200796,0.0617623,0.0386887,0.0777817,0.015839,0.0195492,0.0305316,0.0210098,0.0298976,0.0232489,0.0463356,0.0449768,0
685,0.0293746,0,0,0,0,0.0481911,0,0,0,0,0,0,0.0230108,0,0.0225116,0.0683418,0,0,0.0249032,0,0,0.0438879,0.0731599,0.0205723,0.0105369,0.0146233,0.0346331,0.0374914,0.04881,0.051755,0.0276304,0.0120618,0.0151368,0.0267037,0.0273774,0.023933,0.00811852,0.0358111,0.0210001,0.0452278,0,0.0112573,0.0698918,0.0337639,0,0,0.0122962,0,0,0.0491844,0.0577334,0.0326964,0.0374493,0.00435808,0.0573279,0.0345814,0.123585,0.0528239,0.0200942,0.0616234,0.038588,0.0777834,0.0158177,0,0.0307837,0.0225815,0.0292098,0.0237021,0.046422,0.0450041,0
686,0.029223,0,0,0,0,0.0492998,0,0,0,0,0,0,0.0230844,0,0.0224646,0.0682554,0,0,0.0245252,0,0,0.0437334,0.0731091,0.0205997,0.010502,0.0146862,0.0344683,0.0381989,0.0488779,0.0517622,0.0276517,0.0120496,0.0151222,0.0267395,0.0274125,0.0237902,0.00892022,0.0359554,0.021021,0.0451927,0,0.0112133,0.0700864,0.0336113,0,0,0.0121326,0,0,0.0492692,0.0577461,0.032757,0.0374491,0.0045312,0.0570488,0.0336456,0.123592,0.052779,0.0200463,0.0616193,0.0386164,0.0777419,0.015766,0.0199235,0.0315796,0.0206906,0.0301411,0.0231038,0.0464485,0.0449695,0
687,0.0291342,0,0,0,0,0.0494223,0,0,0,0,0,0,0.0231684,0,0.02243,0.0682647,0,0,0.0243082,0,0,0.0437052,0.0731061,0.020639,0.010533,0.0146257,0.0344128,0.038347,0.0489132,0.0517393,0.0275834,0.01207,0.0151299,0.0267185,0.027436,0.0236513,0.00924507,0.0361364,0.0208839,0.0453027,0,0.0112297,0.0700775,0.0335146,0,0,0.0121286,0,0,0.0493075,0.0577467,0.0328686,0.0373795,0.00494634,0.0569666,0.0336183,0.12373,0.052711,0.0200402,0.0616115,0.038724,0.0775803,0.0158127,0.020068,0.0320727,0.020688,0.0302664,0.0227123,0.0463675,0.0449445,0
688,0.0290785,0,0,0,0,0.0495514,0,0,0,0,0,0,0.0232755,0,0.0223913,0.0682246,0,0,0.0241336,0,0,0.0436478,0.0731427,0.0206451,0.0105132,0.0145587,0.0344651,0.0384102,0.0489079,0.0517093,0.0275184,0.0120737,0.0151712,0.0266825,0.0274518,0.0234918,0.0095324,0.0362498,0.0207349,0.0452342,0,0.0112412,0.0699776,0.0333087,0,0,0.0121134,0,0,0.0493376,0.0577962,0.0329552,0.0372447,0.00504248,0.0568443,0.0337753,0.123804,0.0526678,0.0200856,0.0616345,0.0387622,0.0775454,0.0158252,0.0203883,0.0326381,0.020719,0.0303818,0.0217806,0.0463504,0.0449194,0
689,0.0290454,0,0,0,0,0.0497828,0,0,0,0,0,0,0.0234152,0,0.0223576,0.068222,0,0,0.0239885,0,0,0.043601,0.0731616,0.0206624,0.0104757,0.0145714,0.0343954,0.0384549,0.0489173,0.0516825,0.0274131,0.0120652,0.0151971,0.0266772,0.0274712,0.0233719,0.00977633,0.0363451,0.0206285,0.0450377,0,0.0112239,0.06995,0.0331657,0,0,0.0121001,0,0,0.0493952,0.0578395,0.0329856,0.0371381,0.00494028,0.0567039,0.0340047,0.123899,0.052673,0.0200889,0.0616803,0.0387093,0.0775661,0.0157528,0.0207379,0.0332258,0.0207456,0.030588,0.0213954,0.0463845,0.0448723,0
690,0.0290014,0,0,0,0,0.0500963,0,0,0,0,0,0,0.0235169,0,0.0224123,0.0682073,0,0,0.0238611,0,0,0.0435241,0.0731242,0.0206277,0.0104691,0.0145629,0.0342423,0.0384758,0.0489521,0.0516664,0.0273119,0.0120448,0.015198,0.0266835,0.0274935,0.0232936,0.00999435,0.0365112,0.0206625,0.0449229,0,0.0112184,0.0699849,0.0329959,0,0,0.0120859,0,0,0.0494473,0.0577975,0.0330256,0.0370769,0.00504495,0.0566343,0.0343015,0.123923,0.0526525,0.0201185,0.0616277,0.0386991,0.0776071,0.0156956,0.0210679,0.0337968,0.0207722,0.0308803,0.0212201,0.0463618,0.0448211,0
691,0.0295978,0,0,0,0,0.0507331,0,0,0,0,0,0,0.0266362,0,0,0.0700983,0,0,0.0234699,0,0,0.0432873,0.0728061,0.0171181,0.0122336,0.0170196,0.0352849,0.0381365,0,0.0542514,0.0283244,0.00925599,0.0111524,0.0264627,0.0259975,0.0164774,0.0103263,0.0366004,0.0207276,0.0447868,0,0.011385,0.0691983,0.0331148,0,0,0.0115487,0,0,0.0491914,0.058151,0.0331716,0.0365202,0.00504076,0.0566893,0.0339622,0.123636,0.0527781,0.0198815,0.0615612,0.0387185,0.0775251,0.0155078,0.0212974,0.0342156,0.0207979,0.0316388,0.0206622,0.0462827,0.0452755,0
692,0.0288573,0,0,0,0,0.0509518,0,0,0,0,0,0,0.0234241,0,0.0225222,0.0681777,0,0,0.0235799,0,0,0.0433,0.0730592,0.0203703,0.0105472,0.0145407,0.0342417,0.0383211,0.0489693,0.0516727,0.0272758,0.0121374,0.0153053,0.0266972,0.0275829,0.0233234,0.0103645,0.0366428,0.0208112,0.0448509,0,0.0111616,0.0700286,0.0323168,0,0,0.0119011,0,0,0.0493473,0.0578348,0.033069,0.0370642,0.00504905,0.0565363,0.0347787,0.123701,0.052593,0.0200874,0.0614642,0.0388613,0.0776497,0.0156408,0.0215301,0.0344439,0.0208195,0.03164,0.0211717,0.0463558,0.0447381,0
693,0.0288205,0,0,0,0,0.0511164,0,0,0,0,0,0,0.0234124,0,0.0225505,0.068179,0,0,0.0234383,0,0,0.0431729,0.073013,0.0203337,0.0105831,0.0146147,0.0342532,0.0385233,0.0489764,0.0517045,0.0273233,0.0121205,0.0153049,0.0266637,0.0276108,0.0232737,0.0107313,0.0365593,0.0207943,0.0448629,0,0.0111398,0.0700293,0.0322558,0,0,0.011918,0,0,0.0493132,0.0578285,0.0330631,0.0371221,0.00505359,0.0564412,0.0351062,0.123636,0.0525778,0.02005,0.0615453,0.0390389,0.0776804,0.0156524,0.021759,0.0345553,0.0207636,0.0318068,0.0211325,0.0464062,0.0447134,0
694,0.0287813,0,0,0,0,0.051184,0,0,0,0,0,0,0.0234209,0,0.022591,0.0682026,0,0,0.0232087,0,0,0.043037,0.0729807,0.0203213,0.0105947,0.0146023,0.0342517,0.0387136,0.0489738,0.0516873,0.0273641,0.0121144,0.0152663,0.0265635,0.0276126,0.0232443,0.0110869,0.0364018,0.0206175,0.0450189,0,0.0111093,0.0700667,0.0324044,0,0,0.0119119,0,0,0.0492461,0.0577766,0.0330303,0.0371905,0.00510004,0.0563,0.0355178,0.123572,0.0525879,0.0200154,0.0616883,0.0391532,0.077753,0.0156627,0.0220876,0.0345485,0.0207176,0.0318639,0.021119,0.0465041,0.0446867,0
695,0.0286939,0,0,0,0,0.0513689,0,0,0,0,0,0,0.0234849,0,0.0226294,0.0682471,0,0,0.0229669,0,0,0.0428908,0.0729828,0.0203083,0.0106311,0.0145827,0.0342619,0.0388807,0.0489628,0.0516761,0.0273914,0.0121206,0.015259,0.0265726,0.027606,0.0231877,0.0113915,0.0361199,0.0203495,0.0451788,0,0.011112,0.0703162,0.0322651,0,0,0.0118403,0,0,0.0491871,0.0576796,0.0329135,0.0372062,0.0051749,0.0562686,0.0357393,0.123496,0.0526013,0.0199989,0.0617829,0.0391964,0.0778055,0.0156643,0.0222036,0.0345845,0.0206767,0.0320022,0.0210662,0.0466067,0.0446486,0
696,0.028608,0,0,0,0,0.0516148,0,0,0,0,0,0,0.0235456,0,0.0227099,0.06835,0,0,0.0227843,0,0,0.042659,0.0730332,0.020341,0.0106715,0.014567,0.0341776,0.0390933,0.0489379,0.0516319,0.0273767,0.0121366,0.0152632,0.0266551,0.0276134,0.0231425,0.0116869,0.035803,0.0200844,0.0453668,0,0.0110637,0.0709287,0.0320509,0,0,0.0117797,0,0,0.0490827,0.0576012,0.0327669,0.0372229,0.00525785,0.0562458,0.0358786,0.123449,0.0525712,0.0200113,0.0618524,0.03924,0.0778395,0.0156871,0.0223108,0.0346014,0.020698,0.0321506,0.020995,0.0467013,0.0446208,0
697,0.028597,0,0,0,0,0.051833,0,0,0,0,0,0,0.0235601,0,0.0227985,0.0684336,0,0,0.022564,0,0,0.0423994,0.0731174,0.0204079,0.0107273,0.0146214,0.0340787,0.0392994,0.0488713,0.0515523,0.0273293,0.0121587,0.0152732,0.0267178,0.0276201,0.0231016,0.0119632,0.0354761,0.0198582,0.0455885,0,0.0110681,0.0712458,0.0318264,0,0,0.0117364,0,0,0.0489767,0.0574884,0.0326484,0.0372374,0.00533937,0.0561608,0.036056,0.123424,0.0525439,0.0200413,0.0619131,0.0392982,0.0780085,0.0157387,0.0224552,0.0344097,0.0207105,0.0322611,0.0209671,0.0467902,0.0445943,0
698,0.0286208,0,0,0,0,0.0519539,0,0,0,0,0,0,0.0237121,0,0.0228088,0.0683938,0,0,0.0223598,0,0,0.0421177,0.0731794,0.0203842,0.0107664,0.0146556,0.0339437,0.0394378,0.0487374,0.0514493,0.0272691,0.0121922,0.0152565,0.0267123,0.0276441,0.0229337,0.0121674,0.0350569,0.0196757,0.0458216,0,0.0110982,0.0712854,0.0318385,0,0,0.0116923,0,0,0.0488466,0.0575505,0.0325502,0.0372513,0.00539572,0.0559738,0.0363719,0.123418,0.0524952,0.0201225,0.0619349,0.0393733,0.0781593,0.0158228,0.0226803,0.0340285,0.0206665,0.0323211,0.0209695,0.0468859,0.0445272,0
699,0.0289074,0,0,0,0,0.0506967,0,0,0,0,0,0,0.0206824,0,0.0230405,0,0,0,0.0167796,0,0,0.0269253,0.0731579,0.0210273,0.0272138,0.0125907,0.0294987,0.0377063,0.0513405,0.0515887,0.0239111,0.0122822,0.0160517,0.0273551,0.0281375,0.0283233,0.0118338,0,0.0198244,0.0508465,0,0.0110252,0.0590267,0.0336076,0,0,0.0136986,0,0,0.0478341,0.0587053,0.0319167,0.0334715,0.0056301,0.0533696,0.0380628,0.124218,0.0517648,0.0234038,0.0614594,0.0393399,0.0780604,0.0194584,0.0255664,0.0285811,0,0.0312895,0.0187466,0.0464736,0.0441971,0
700,0.0288624,0,0,0,0,0.0507595,0,0,0,0,0,0,0.0207953,0,0.0230029,0,0,0,0.0168175,0,0,0.0269328,0.0731278,0.0209742,0.0270581,0.0126241,0.0294299,0.037709,0.051235,0.0514901,0.0238915,0.0123102,0.0160038,0.0273134,0.0281297,0.0280716,0.0115808,0,0.0200101,0.0510226,0,0.0109947,0.0585741,0.0337006,0,0,0.0125414,0,0,0.0489078,0.0587052,0.0317716,0.0335329,0.00566072,0.0533649,0.0384384,0.124197,0.0517413,0.0234434,0.0615345,0.0393977,0.077967,0.0195856,0.0231159,0.0326642,0.0203664,0.031356,0.0188418,0.0465441,0.0441534,0
701,0.0297293,0,0,0,0,0.0500412,0,0,0,0,0,0,0.0233208,0,0.022366,0,0,0,0.0180569,0,0,0.0273018,0.0726182,0.0206205,0.0191963,0.0150558,0.0249397,0.0394109,0.0496664,0.0522333,0.0276019,0.012093,0.0153343,0.0270815,0.028053,0.0235723,0.0112744,0,0.0204747,0.0447336,0,0.0117554,0,0.0341924,0,0,0.0127197,0,0,0.048734,0.0562083,0.0336148,0.0455099,0.00451823,0.0518213,0.0384782,0.123898,0.0541751,0.0199088,0.0605553,0.0378068,0.0768768,0.015525,0.0228122,0.0318905,0.0202678,0.0310386,0.0174705,0.0456632,0.0465198,0
702,0.0301731,0,0,0,0,0.0511007,0,0,0,0,0,0,0.023288,0,0.0224577,0,0,0,0.0225941,0,0,0.0414315,0.0726767,0.0206457,0.0194894,0.0150787,0.0250097,0.0403062,0.0497219,0.0522233,0.027529,0.0122016,0.0154392,0.0270549,0.0280745,0.0236833,0.0119609,0.0316533,0.0185754,0.0448024,0,0.0118076,0,0.0328861,0,0,0.0140038,0,0,0.0467362,0.0561373,0.0336282,0.0459464,0.00453933,0.0520408,0.0389864,0.123812,0.0542812,0.0198167,0.0606666,0.037799,0.0770267,0.0155037,0.0253495,0.0278667,0,0.0319759,0.0177495,0.0456106,0.0466571,0
703,0.029145,0,0,0,0,0.0509554,0,0,0,0,0,0,0.0264498,0,0.022914,0.0540979,0,0,0.017834,0,0,0.0269681,0.074324,0.0204655,0.00657771,0.016735,0.0299125,0.040458,0.047443,0.0517799,0.0306318,0.0128352,0.0151391,0.0266938,0.027824,0.0191111,0.01188,0,0.020431,0.0405374,0,0.0117998,0,0.0329729,0,0,0.0116204,0,0,0.0476401,0.0573768,0.0340423,0.0531557,0.00466519,0.0548253,0.0368415,0.12225,0.0545328,0.0160634,0.0619537,0.0387149,0.0776397,0.0146704,0.02251,0.030692,0.0198826,0.031621,0.0194801,0.0466415,0.0472459,0
704,0.0295713,0,0,0,0,0.051948,0,0,0,0,0,0,0.0263492,0,0.0228712,0.054496,0,0,0.0226257,0,0,0.0411821,0.0743053,0.0205905,0.00663389,0.0167677,0.03004,0.0408259,0.0474284,0.0517935,0.0306514,0.0128324,0.0151457,0.0267461,0.0278387,0.0193472,0.011913,0.0302189,0.0177349,0.0406022,0,0.0118783,0,0.0318014,0,0,0.011743,0,0,0.0473795,0.0573712,0.033977,0.0533034,0.0046951,0.0551318,0.0376798,0.122121,0.0546812,0.015935,0.0619461,0.0386423,0.0777048,0.0146508,0.0227129,0.0303916,0.0199752,0.0325038,0.0198494,0.0466625,0.0473509,0
705,0.0285566,0,0,0,0,0.0530367,0,0,0,0,0,0,0.0246378,0,0.0229986,0.0673663,0,0,0.0217146,0,0,0.0405034,0.0736865,0.0203426,0.0118669,0.0147282,0.0327079,0.038419,0.0481577,0.0508321,0.0271703,0.01269,0.0152573,0.0267203,0.0276014,0.0220261,0.012067,0.0293512,0.0172099,0.0464654,0,0.0113618,0.072067,0.0307944,0,0,0.0117857,0,0,0.0471775,0.0576391,0.0315241,0.0382804,0.00602248,0.0557806,0.038712,0.122747,0.0524237,0.0198912,0.0626739,0.0398191,0.0789996,0.0157983,0.0232292,0.0299664,0.0199601,0.0333358,0.0213088,0.0474998,0.0441965,0
706,0.0285181,0,0,0,0,0.053345,0,0,0,0,0,0,0.0243731,0,0.0232581,0.0676326,0,0,0.0216441,0,0,0.0403043,0.0738635,0.020477,0.012419,0.0148046,0.0325165,0.0377782,0.0479699,0.0506685,0.0270779,0.0126687,0.0152927,0.0267978,0.0275365,0.0224624,0.0116352,0.0281693,0.0169313,0.0471135,0,0.0111327,0.0716447,0.0305774,0,0,0.0117742,0,0,0.046969,0.057667,0.031326,0.0378706,0.00598717,0.0556031,0.0388981,0.122764,0.0523222,0.0199533,0.0627521,0.0399475,0.079173,0.0161514,0.0234037,0.0293812,0.0199139,0.0336233,0.0214427,0.0476385,0.0440686,0
707,0.0285471,0,0,0,0,0.0537021,0,0,0,0,0,0,0.0243388,0,0.0234491,0.0681466,0,0,0.02169,0,0,0.0401556,0.0739878,0.0204379,0.0124661,0.0149071,0.0322244,0.0369273,0.0477002,0.0504988,0.027078,0.0126489,0.0152776,0.0267967,0.0274405,0.0222496,0.0111435,0.0268575,0.0168493,0.0471947,0,0.0111776,0.0718158,0.030302,0,0,0.0116232,0,0,0.0468411,0.057748,0.0310029,0.0378695,0.00573649,0.0553641,0.0391565,0.122735,0.0522691,0.0199618,0.0629147,0.0400642,0.0794238,0.0161518,0.0236488,0.0287965,0.0197717,0.0339404,0.0215931,0.0478415,0.0439766,0
708,0.0284647,0,0,0,0,0.0539618,0,0,0,0,0,0,0.0244159,0,0.02363,0.0683063,0,0,0.0216312,0,0,0.0399926,0.0741386,0.0203534,0.0128297,0.0149559,0.0320185,0.0363152,0.04744,0.0502765,0.0270126,0.0126735,0.0152798,0.0267214,0.0273517,0.0219479,0.010699,0.0257669,0.0166846,0.0472213,0,0.0112228,0.0720658,0.0301101,0,0,0.0114925,0,0,0.0466803,0.0579672,0.0306188,0.0380365,0.00522882,0.0549277,0.0393519,0.122565,0.0521877,0.0199323,0.063126,0.0402742,0.0797366,0.0161081,0.0238163,0.0282199,0.0197035,0.0341721,0.0217414,0.0481129,0.0438368,0
