Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,LWRA
40,0.0262268,0,0,0,0,0.0508002,0,0,0,0,0,0,0.0200003,0,0.0178588,0,0,0,0.0227833,0,0,0.027615,0.0691343,0.0213158,0.00489656,0.0190709,0.0413137,0.0363149,0.0511461,0.0573376,0.0391616,0.010448,0.014161,0.0280566,0.0282862,0.0294381,0.0106955,0.0207601,0.0577274,0,0.0143102,0.058993,0.0348865,0,0,0.0322405,0,0,0.0520926,0.0519639,0.0315367,0.0211744,0.0145828,0.0501804,0.0504746,0.0446595,0.124115,0.0569745,0.0281297,0.0592679,0.0324891,0.0458148,0.0789076,0.0236052,0.0284653,0.031435,0,0.0283926,0.0292321,0,0
41,0.0262365,0,0,0,0,0.0507887,0,0,0,0,0,0,0.0196086,0,0.0179847,0,0,0,0.022719,0,0,0.0275741,0.0691208,0.0214601,0.00484911,0.0191734,0.0412759,0.0362044,0.0513507,0.0577984,0.039131,0.0108794,0.0140504,0.0280246,0.0283274,0.0301414,0.0106799,0.0207486,0.057675,0,0.0142164,0.0584725,0.0348203,0,0,0.0320884,0,0,0.0520076,0.0519575,0.0313574,0.0211163,0.0145941,0.0501288,0.0503747,0.0445946,0.124319,0.0567641,0.0282638,0.0591087,0.0324533,0.0456411,0.0787265,0.0237765,0.028404,0.0313615,0,0.0283559,0.029149,0,0
42,0.0270275,0,0,0,0,0.0506173,0,0,0,0,0,0,0.0223151,0,0.0179673,0,0,0,0.023477,0,0,0.0278111,0.0701833,0.0212254,0.00362463,0.0214184,0.0395079,0.0369137,0.0498315,0.0588175,0.0435409,0.0116772,0.0136149,0.0279226,0.0284974,0.025294,0.0112028,0.0208936,0.0512721,0,0.0145962,0,0.0348099,0,0,0.0317315,0,0,0.0518309,0.047833,0.0330352,0.0241786,0.0143417,0.0463917,0.0499577,0.0456532,0.12469,0.0586072,0.0255803,0.0578717,0.0310021,0.0447175,0.0775483,0.0185234,0.0279631,0.0310955,0,0.028137,0.027864,0,0
43,0.0270009,0,0,0,0,0.0506431,0,0,0,0,0,0,0.0216786,0,0.0180811,0,0,0,0.0234005,0,0,0.0277751,0.0700535,0.0211283,0.00342556,0.0210004,0.0393777,0.0367458,0.050114,0.0586936,0.0433682,0.0113402,0.0132863,0.0278089,0.0284152,0.0263675,0.0111902,0.0208666,0.050649,0,0.0144948,0,0.0347358,0,0,0.0315317,0,0,0.0517343,0.0479976,0.0329139,0.0241136,0.013924,0.0464011,0.0499154,0.0455372,0.12492,0.0583967,0.0258174,0.0577853,0.0310426,0.0446379,0.0774176,0.0182341,0.0278506,0.0310389,0,0.0278716,0.0278171,0,0
44,0.0269601,0,0,0,0,0.0506517,0,0,0,0,0,0,0.0211082,0,0.0182548,0,0,0,0.0233158,0,0,0.0277534,0.0699045,0.0211111,0.00327902,0.0207228,0.0392535,0.0365883,0.0503082,0.05872,0.0432078,0.0111448,0.013014,0.0276711,0.028304,0.0272462,0.0112386,0.0208726,0.050193,0,0.0143364,0,0.0346778,0,0,0.0313775,0,0,0.0516286,0.0481196,0.0328578,0.024008,0.013569,0.0463889,0.0497346,0.0454595,0.125149,0.0582531,0.0260591,0.0577707,0.0310828,0.0445486,0.0772697,0.0180526,0.0276245,0.0309639,0,0.0276769,0.0277507,0,0
45,0.0268713,0,0,0,0,0.0506022,0,0,0,0,0,0,0.020638,0,0.0185593,0,0,0,0.023202,0,0,0.027726,0.0697018,0.0211429,0.00314559,0.0206122,0.0391019,0.0364577,0.0503822,0.0587479,0.0430697,0.0111441,0.0127982,0.0275209,0.0282361,0.0279568,0.0112465,0.0209034,0.0497958,0,0.0141635,0,0.034535,0,0,0.0311651,0,0,0.0515677,0.0482395,0.0328371,0.023904,0.0132677,0.0463612,0.0494713,0.0454731,0.125365,0.0582644,0.026307,0.0576162,0.0310825,0.0444142,0.0770931,0.0179148,0.0273933,0.0308961,0,0.0276402,0.0277429,0,0
46,0.0267289,0,0,0,0,0.0505268,0,0,0,0,0,0,0.0202287,0,0.0188343,0,0,0,0.0231232,0,0,0.0277131,0.069424,0.0211572,0.00302817,0.0204471,0.0388758,0.0363272,0.0504308,0.0587628,0.0430101,0.0110449,0.012636,0.0273935,0.0281772,0.0287088,0.0112616,0.0209454,0.0494494,0,0.0140332,0,0.0342981,0,0,0.0308408,0,0,0.0515725,0.0483594,0.0328748,0.0237939,0.012933,0.0463628,0.0491646,0.045564,0.125549,0.0583597,0.0264951,0.0574441,0.031062,0.0442414,0.0769294,0.017765,0.0270997,0.0308339,0,0.0275708,0.027775,0,0
47,0.0265395,0,0,0,0,0.0504861,0,0,0,0,0,0,0.0198791,0,0.0189197,0,0,0,0.0231422,0,0,0.0277155,0.0690754,0.0210878,0.00289331,0.020199,0.0385801,0.0361862,0.0505152,0.0586417,0.0429061,0.0108973,0.0125525,0.0273436,0.0281427,0.0294597,0.0113643,0.0210096,0.0489006,0,0.0139585,0,0.0340185,0,0,0.0305037,0,0,0.0516648,0.0485395,0.032943,0.023628,0.0125431,0.0463601,0.0487867,0.0455799,0.125695,0.0582873,0.0264339,0.0573098,0.0309803,0.0440821,0.0768276,0.0174421,0.0266018,0.030839,0,0.0273523,0.0278495,0,0
48,0.0263873,0,0,0,0,0.0504603,0,0,0,0,0,0,0.0196888,0,0.0189671,0,0,0,0.0231829,0,0,0.0277085,0.0688728,0.0210723,0.00279408,0.019955,0.0383497,0.0361141,0.050645,0.0586442,0.0427029,0.0107299,0.0126496,0.0274497,0.0281506,0.030065,0.0115017,0.0210796,0.0483437,0,0.013902,0,0.0337293,0,0,0.0301066,0,0,0.0518207,0.0486522,0.0330442,0.0235304,0.0122571,0.0463371,0.0482844,0.0456012,0.125908,0.058229,0.0264611,0.0571667,0.0308373,0.0439224,0.0767224,0.0171731,0.0262048,0.030862,0,0.0271842,0.0279159,0,0
49,0.0262882,0,0,0,0,0.0504752,0,0,0,0,0,0,0.0196084,0,0.0189821,0,0,0,0.0232002,0,0,0.0276836,0.0688666,0.0210738,0.00280906,0.019746,0.0378874,0.0361036,0.0506681,0.0587588,0.0425096,0.0109886,0.0127845,0.0275415,0.0281748,0.0303948,0.011622,0.0211617,0.0478212,0,0.0138389,0,0.0334769,0,0,0.0296791,0,0,0.052025,0.0487614,0.033138,0.0234449,0.0120511,0.0463485,0.0477083,0.0455733,0.126124,0.0582903,0.0266125,0.0570128,0.0307946,0.0437856,0.0764935,0.0170101,0.0258115,0.0308953,0,0.0270882,0.0279611,0,0
50,0.0262549,0,0,0,0,0.0504491,0,0,0,0,0,0,0.0195343,0,0.0190461,0,0,0,0.0232086,0,0,0.0276414,0.0689255,0.0210823,0.00274645,0.0195569,0.0374892,0.0360668,0.0507046,0.0586044,0.0423057,0.010942,0.0128954,0.0275744,0.0282139,0.0305845,0.0117103,0.0212261,0.0474376,0,0.0138339,0,0.0332329,0,0,0.0293221,0,0,0.0522819,0.0488925,0.0332183,0.0233383,0.0118225,0.0463442,0.0470868,0.0455127,0.126324,0.0583132,0.0267044,0.056843,0.0308299,0.0436173,0.0762815,0.0168487,0.0252056,0.0309433,0,0.026977,0.0280025,0,0
51,0.0262386,0,0,0,0,0.0504511,0,0,0,0,0,0,0.0194316,0,0.0190372,0,0,0,0.0232182,0,0,0.0275969,0.0689466,0.0210358,0.00264449,0.0193988,0.0371983,0.03601,0.0508289,0.0582733,0.0421002,0.0108171,0.0129504,0.0276191,0.0282763,0.0308202,0.0117751,0.02132,0.047107,0,0.0139127,0,0.0330529,0,0,0.0290016,0,0,0.0524586,0.0490332,0.0332978,0.0232248,0.011561,0.0463227,0.0465427,0.0455197,0.126505,0.0581907,0.0267424,0.0567118,0.0307897,0.0434992,0.0761373,0.0166932,0.0247955,0.0309535,0,0.0269001,0.0280127,0,0
52,0.0262023,0,0,0,0,0.0504762,0,0,0,0,0,0,0.0192845,0,0.0189707,0,0,0,0.0232508,0,0,0.0275873,0.0689499,0.0209516,0.00253415,0.0194219,0.0369405,0.035955,0.0508829,0.0580746,0.0418645,0.0108743,0.013022,0.0276686,0.0283469,0.0311652,0.0118659,0.0214525,0.046705,0,0.0140092,0,0.0329406,0,0,0.0287138,0,0,0.0524888,0.0491439,0.0334705,0.0231766,0.0113979,0.0462843,0.0461208,0.0455858,0.126644,0.0581385,0.0267893,0.0566072,0.0307411,0.0434197,0.0760587,0.0165797,0.0244652,0.0308872,0,0.0268896,0.0279831,0,0
53,0.0261704,0,0,0,0,0.0504929,0,0,0,0,0,0,0.0191351,0,0.0189868,0,0,0,0.0232874,0,0,0.0275877,0.0689763,0.0209455,0.00244695,0.0195642,0.03667,0.0359116,0.0508877,0.0579729,0.0415963,0.0109449,0.0130141,0.0277049,0.0283919,0.0315344,0.0119821,0.0215598,0.0462908,0,0.0140813,0,0.0328575,0,0,0.0284435,0,0,0.0524427,0.0491781,0.0337715,0.0232053,0.0112697,0.0462151,0.0458137,0.0456252,0.126723,0.058229,0.0268195,0.0565155,0.0307576,0.0433415,0.0759693,0.0165888,0.0240705,0.0307817,0,0.026896,0.0279136,0,0
54,0.0261596,0,0,0,0,0.0505179,0,0,0,0,0,0,0.0190518,0,0.019114,0,0,0,0.023296,0,0,0.0275861,0.0689856,0.0209391,0.00233306,0.0190543,0.0364158,0.0358666,0.0509822,0.0578089,0.0413508,0.0108748,0.0127981,0.0276464,0.0282683,0.0317449,0.0120913,0.0216616,0.0458789,0,0.0141014,0,0.0327854,0,0,0.028183,0,0,0.0524092,0.0491933,0.0339919,0.0232347,0.0110015,0.0461796,0.0454412,0.0456751,0.126775,0.0582701,0.0268203,0.0564345,0.0307805,0.0432345,0.075892,0.0165554,0.023816,0.0306997,0,0.0269448,0.0278248,0,0
55,0.0261698,0,0,0,0,0.0505687,0,0,0,0,0,0,0.0189558,0,0.0192364,0,0,0,0.0232852,0,0,0.0275904,0.068991,0.0209124,0.00219662,0.0187062,0.0361728,0.0358395,0.0509989,0.0576413,0.0411429,0.0109103,0.0125343,0.0275514,0.028154,0.0317964,0.0121158,0.0217657,0.0455373,0,0.0141142,0,0.0327274,0,0,0.0279454,0,0,0.0523759,0.0491408,0.0338527,0.0232963,0.0107458,0.0461747,0.0450672,0.0457634,0.126839,0.0583107,0.026849,0.0563477,0.0307519,0.043116,0.0758214,0.0163724,0.0236231,0.0306269,0,0.0270211,0.0277337,0,0
56,0.0261891,0,0,0,0,0.0505792,0,0,0,0,0,0,0.0188391,0,0.0193377,0,0,0,0.0232988,0,0,0.0276195,0.0690176,0.0208826,0.00207535,0.0185322,0.0359417,0.0358408,0.0509187,0.0575072,0.0409344,0.0110313,0.012307,0.027458,0.0280831,0.0317973,0.0121947,0.0218462,0.0451655,0,0.0141121,0,0.0326522,0,0,0.0277657,0,0,0.052275,0.0490887,0.0338051,0.0233196,0.0108213,0.0461565,0.044708,0.0458035,0.126899,0.0583281,0.0269154,0.0563036,0.0307181,0.0430825,0.0758022,0.0162031,0.0232321,0.0305346,0,0.0270855,0.0276553,0,0
57,0.0257834,0,0,0,0,0.0511923,0,0,0,0,0,0,0.0190672,0,0.0205756,0.0648495,0,0,0.0226502,0,0,0.0274689,0.0708236,0.0208157,0.0059629,0.0165776,0.0413294,0.035453,0.0497374,0.0553843,0.0389935,0.0111632,0.0120004,0.0268939,0.0275485,0.0317327,0.0122273,0.0218366,0.0469364,0,0.0129514,0.065768,0.0320837,0,0,0.0263191,0,0,0.0517408,0.0513212,0.0315994,0.0195569,0.00992623,0.0499386,0.0424472,0.0434501,0.125541,0.0563533,0.026109,0.0585603,0.0332137,0.0452383,0.0777779,0.016346,0.0221256,0.0302704,0,0.0280359,0.029448,0,0
58,0.0256454,0,0,0,0,0.0509386,0,0,0,0,0,0,0.016708,0,0.0196668,0,0,0,0.0225012,0,0,0.0274075,0.0685836,0.0209629,0.00662558,0.0164308,0.0375818,0.0347538,0.0526457,0.056313,0.0359656,0.0104304,0.0125304,0.0274119,0.0279748,0.037263,0.0117695,0.0218197,0.0510509,0,0.0130265,0.0570699,0.0325989,0,0,0.0274951,0,0,0.0522032,0.053431,0.032088,0.019292,0.0100887,0.0496605,0.0441735,0.0447864,0.126747,0.0563771,0.0293744,0.0571226,0.0321342,0.0437739,0.0765698,0.019539,0.0231779,0.030582,0,0.0275077,0.0285843,0,0
59,0.0256551,0,0,0,0,0.0512856,0,0,0,0,0,0,0.0224827,0,0,0.0683311,0,0,0.0232847,0,0,0.0276361,0.0691052,0.0159464,0.00464547,0.0188206,0.0420141,0.0359804,0,0.0578344,0.0382089,0.00814903,0.00777118,0.0265693,0.0264906,0.0224058,0.0125892,0.0220608,0.0461084,0,0.0132098,0.0610369,0.0317602,0,0,0.025983,0,0,0.0516049,0,0.0297211,0.0148849,0.010228,0.0496336,0.041844,0.041197,0.124304,0.0535886,0.0266585,0.0609527,0.0352285,0.0475874,0.0797822,0.0140489,0.0216788,0.0301603,0,0.0280536,0.029635,0,0
60,0.0261692,0,0,0,0,0.0514447,0,0,0,0,0,0,0.0191276,0,0.0205443,0.0649396,0,0,0.0229328,0,0,0.0274982,0.0709638,0.0208647,0.00609744,0.016404,0.0414272,0.0353709,0.0497408,0.0551613,0.0383009,0.0116119,0.0123167,0.0268533,0.0275709,0.031868,0.0123537,0.0220203,0.0473066,0,0.0125887,0.0654045,0.0319928,0,0,0.0258291,0,0,0.0514332,0.0511868,0.0318836,0.0195198,0.00927601,0.0501783,0.0415811,0.0434311,0.125548,0.0562782,0.0259373,0.0585715,0.0334007,0.0452702,0.0777249,0.0164261,0.0213058,0.0299622,0,0.0283364,0.0289769,0,0
61,0.0263057,0,0,0,0,0.0514438,0,0,0,0,0,0,0.0192603,0,0.0205079,0.0650171,0,0,0.0230892,0,0,0.0275262,0.0709787,0.0207675,0.00596695,0.0160812,0.0412697,0.0353687,0.0494212,0.0550824,0.0381175,0.0114402,0.0122312,0.0268711,0.0275632,0.031668,0.0123728,0.0220631,0.0471364,0,0.0126924,0.0653605,0.031968,0,0,0.0257716,0,0,0.0513983,0.0511608,0.0318767,0.0195653,0.00927285,0.0501402,0.0414543,0.0435108,0.125582,0.05623,0.0259914,0.0585696,0.0334454,0.0452309,0.0777165,0.016397,0.0210815,0.0298649,0,0.0283991,0.0287817,0,0
62,0.0264125,0,0,0,0,0.0514137,0,0,0,0,0,0,0.0193023,0,0.0204843,0.0651268,0,0,0.023211,0,0,0.0275539,0.0710253,0.0206952,0.00607286,0.0160081,0.0411764,0.0353563,0.0493215,0.0549658,0.0379623,0.0112732,0.0122027,0.0268898,0.0275712,0.0315967,0.0123641,0.0220907,0.0467886,0,0.0127763,0.0654111,0.0319686,0,0,0.0256991,0,0,0.0514016,0.0511421,0.0318454,0.019645,0.00927955,0.0501669,0.0413311,0.0436402,0.12563,0.0562548,0.0260581,0.0585743,0.0335255,0.0452001,0.0777036,0.0163438,0.020995,0.0298219,0,0.0284699,0.0286081,0,0
63,0.0265062,0,0,0,0,0.0513451,0,0,0,0,0,0,0.0191856,0,0.0204897,0.0651078,0,0,0.0233391,0,0,0.0275716,0.0710618,0.0207059,0.00593836,0.0159791,0.0410156,0.0353707,0.0494932,0.0548849,0.0377603,0.0111997,0.0122688,0.0268891,0.0275743,0.0317841,0.0123639,0.0221492,0.0461763,0,0.0128436,0.065337,0.0319956,0,0,0.0256324,0,0,0.0513836,0.0511778,0.0318703,0.0197001,0.00932211,0.0501272,0.0412727,0.0436928,0.125719,0.0562216,0.0261535,0.0586172,0.0336206,0.0451925,0.0776931,0.016102,0.0209007,0.0297698,0,0.0284611,0.0284026,0,0
64,0.0265916,0,0,0,0,0.0512962,0,0,0,0,0,0,0.0191029,0,0.0205238,0.0651883,0,0,0.0234212,0,0,0.0275698,0.0710784,0.0207213,0.00602895,0.01592,0.0409429,0.0353574,0.0496219,0.0548426,0.0375825,0.0112197,0.0122759,0.0268699,0.0275318,0.0318953,0.012338,0.0222197,0.0456145,0,0.0129783,0.0653171,0.0320044,0,0,0.0255767,0,0,0.0513307,0.051239,0.0318289,0.0197306,0.00934617,0.0501853,0.0411935,0.0437134,0.125795,0.0562378,0.026163,0.058656,0.0337134,0.0451876,0.0776776,0.01583,0.0208159,0.029697,0,0.0284639,0.0282271,0,0
65,0.0266727,0,0,0,0,0.0512656,0,0,0,0,0,0,0.0191171,0,0.0205525,0.0653972,0,0,0.0234821,0,0,0.027498,0.0711505,0.0206984,0.00638907,0.0158611,0.0409687,0.0352925,0.0495855,0.0548462,0.0373845,0.011154,0.0122432,0.0268565,0.0274772,0.031921,0.012261,0.0222425,0.0449648,0,0.013094,0.065367,0.0320211,0,0,0.0255128,0,0,0.0512471,0.0513117,0.0318205,0.0197398,0.009381,0.0503287,0.0410989,0.043662,0.125866,0.0562707,0.0261711,0.0586797,0.0338697,0.0452151,0.0777838,0.0155378,0.0207812,0.0296072,0,0.0285309,0.0280737,0,0
66,0.0267737,0,0,0,0,0.0511927,0,0,0,0,0,0,0.0190594,0,0.020489,0.0654734,0,0,0.0235568,0,0,0.027404,0.0711891,0.0206414,0.0064214,0.0158328,0.0408802,0.0352165,0.0495633,0.0547812,0.0371195,0.0111657,0.0122217,0.0268526,0.0274513,0.0320886,0.0121704,0.0222292,0.0443962,0,0.0131497,0.0653283,0.0320549,0,0,0.0254395,0,0,0.0511309,0.0513353,0.0319021,0.0197355,0.00952791,0.0503703,0.0410423,0.0436589,0.125959,0.0562856,0.0262083,0.0587144,0.0341086,0.0452502,0.0778734,0.0152898,0.020671,0.0294957,0,0.0285406,0.0278889,0,0
67,0.0268742,0,0,0,0,0.0510965,0,0,0,0,0,0,0.0189538,0,0.0204817,0.0653997,0,0,0.0236584,0,0,0.0273041,0.0713217,0.0206167,0.00608862,0.0157752,0.0406981,0.0351527,0.0496078,0.0546573,0.036883,0.0110286,0.0122015,0.0268304,0.0274547,0.0323588,0.0120741,0.0222095,0.0439103,0,0.0132606,0.0651725,0.0320859,0,0,0.0253644,0,0,0.0511034,0.0513549,0.0318983,0.0196865,0.00960401,0.0503135,0.0410175,0.0437036,0.12607,0.0562859,0.0262244,0.0587649,0.0342273,0.0452435,0.0779012,0.0151161,0.0204147,0.0294863,0,0.0284571,0.0276815,0,0
68,0.0269413,0,0,0,0,0.0510652,0,0,0,0,0,0,0.0188417,0,0.0205636,0.0654313,0,0,0.0236544,0,0,0.0272341,0.0714726,0.020646,0.00587151,0.0157226,0.040647,0.035055,0.0496229,0.0545421,0.0367971,0.0106828,0.0121661,0.0267788,0.027431,0.0325874,0.0120497,0.0221719,0.0434317,0,0.0133724,0.0650639,0.0321127,0,0,0.0252785,0,0,0.0511277,0.0514186,0.0318257,0.0196598,0.00961951,0.050268,0.0409786,0.043737,0.126144,0.056271,0.0261858,0.0587969,0.0342503,0.045202,0.0779007,0.0150111,0.0202348,0.0294634,0,0.0283841,0.0274953,0,0
69,0.0270012,0,0,0,0,0.0510838,0,0,0,0,0,0,0.0188074,0,0.020714,0.0655609,0,0,0.0235691,0,0,0.0271744,0.071582,0.0206841,0.00589681,0.0156915,0.0407239,0.0349304,0.0495995,0.054466,0.0366601,0.0103145,0.0121055,0.0267015,0.0273419,0.0326482,0.0121738,0.0221161,0.0432035,0,0.0134278,0.0650487,0.0321674,0,0,0.0251611,0,0,0.0510101,0.0514439,0.031751,0.0196649,0.0096333,0.0502589,0.0409262,0.0437314,0.126187,0.0563084,0.0262489,0.0588344,0.0342602,0.0452134,0.0778905,0.0149538,0.0202029,0.0293531,0,0.0283491,0.0273208,0,0
70,0.0270472,0,0,0,0,0.0510739,0,0,0,0,0,0,0.0187761,0,0.0207453,0.0657241,0,0,0.023455,0,0,0.0271235,0.071662,0.0206722,0.00622826,0.0156688,0.0406525,0.0347978,0.0495027,0.0543927,0.036596,0.0106193,0.0119724,0.0265949,0.0272299,0.0325492,0.0124747,0.0220765,0.0432555,0,0.0134152,0.0651118,0.032255,0,0,0.0250011,0,0,0.0509432,0.0514711,0.0317156,0.0196422,0.00965393,0.0503456,0.0408421,0.0437419,0.126221,0.0563492,0.0263471,0.0588483,0.0342761,0.0452733,0.0778865,0.0149514,0.0200593,0.0292677,0,0.028365,0.0271629,0,0
71,0.0271172,0,0,0,0,0.0510072,0,0,0,0,0,0,0.0187052,0,0.020658,0.0657999,0,0,0.0233262,0,0,0.0270761,0.0717407,0.0206296,0.00637006,0.0156406,0.0405732,0.0346916,0.0494573,0.0542414,0.0365561,0.0109486,0.0118917,0.0265129,0.0271748,0.0325464,0.0126434,0.0220927,0.0433696,0,0.0133509,0.0651022,0.0323183,0,0,0.0248631,0,0,0.0509879,0.0514717,0.0316979,0.0196299,0.00967201,0.0503871,0.0407569,0.0437998,0.126273,0.056365,0.0263942,0.0588489,0.0342889,0.0453976,0.0778678,0.0149524,0.0200419,0.0292602,0,0.028356,0.0270109,0,0
72,0.0272182,0,0,0,0,0.0510596,0,0,0,0,0,0,0.0186658,0,0.0206157,0.0657822,0,0,0.0231816,0,0,0.0270228,0.0718206,0.0206319,0.00638233,0.0156079,0.040553,0.0346108,0.0494373,0.0541307,0.0364829,0.0111335,0.011938,0.0264544,0.0271256,0.0325864,0.0127637,0.0221237,0.043457,0,0.0132697,0.065092,0.0323587,0,0,0.0247551,0,0,0.0509334,0.0514466,0.0316964,0.019623,0.00967249,0.0503978,0.0407183,0.0438094,0.126323,0.0563313,0.0264104,0.0588444,0.0342965,0.0455556,0.0778386,0.0149503,0.0200285,0.0291855,0,0.0283162,0.0268689,0,0
73,0.0272907,0,0,0,0,0.0511613,0,0,0,0,0,0,0.0186223,0,0.020628,0.0657003,0,0,0.0230616,0,0,0.0269687,0.0719548,0.0206206,0.00627257,0.0155374,0.0404957,0.0345387,0.049414,0.0540787,0.0363746,0.0108013,0.01204,0.026439,0.027103,0.032703,0.012861,0.0221539,0.0436365,0,0.0132688,0.065044,0.0324029,0,0,0.0246636,0,0,0.0507967,0.0514177,0.031661,0.0196314,0.00971529,0.0503834,0.0407184,0.0438315,0.126404,0.0562848,0.0264553,0.0588284,0.0343273,0.0455723,0.0778231,0.01503,0.0197939,0.029056,0,0.0282229,0.0267454,0,0
74,0.0273087,0,0,0,0,0.050675,0,0,0,0,0,0,0.0185225,0,0.0206417,0.0655619,0,0,0.0231445,0,0,0.026968,0.0720714,0.0206369,0.00599003,0.0154377,0.0403562,0.0344651,0.049382,0.0541121,0.0362758,0.010325,0.0121535,0.0264894,0.027112,0.0329002,0.012874,0.0221821,0.0436238,0,0.0132907,0.06492,0.032684,0,0,0.0243721,0,0,0.0521246,0.0513917,0.0316581,0.0196688,0.00970513,0.0503413,0.0406944,0.0438888,0.126482,0.0562865,0.0265538,0.0587933,0.0343596,0.0453993,0.0777896,0.0150822,0.0172206,0.0340539,0.022102,0.0279689,0.0265744,0,0
75,0.0273686,0,0,0,0,0.0504181,0,0,0,0,0,0,0.0185111,0,0.0206427,0.0655375,0,0,0.0229982,0,0,0.0268914,0.0721617,0.020667,0.00586866,0.015416,0.0402471,0.0342383,0.0493021,0.0540634,0.036226,0.010315,0.0122278,0.0265038,0.0270633,0.0329199,0.0128957,0.0221685,0.0434626,0,0.0132881,0.0648477,0.0326935,0,0,0.024143,0,0,0.0520642,0.051405,0.0316394,0.0196686,0.00967675,0.0502974,0.0406336,0.0438795,0.126531,0.0562699,0.0266491,0.0588037,0.0344647,0.0452841,0.0778032,0.0150863,0.0169832,0.0341097,0.0219376,0.0277852,0.0265108,0,0
76,0.0273583,0,0,0,0,0.0504038,0,0,0,0,0,0,0.0185782,0,0.0205932,0.065673,0,0,0.0227717,0,0,0.0268457,0.0722178,0.0206526,0.00597194,0.0154725,0.0402765,0.0339979,0.0491387,0.0539104,0.0362065,0.0106587,0.0122207,0.0264859,0.0269432,0.032751,0.0129083,0.0221228,0.0433234,0,0.0133137,0.0648485,0.0328155,0,0,0.0240269,0,0,0.0519779,0.0514299,0.0316249,0.0196543,0.00966416,0.0503316,0.0405056,0.0438763,0.126604,0.0562632,0.026673,0.0588178,0.0346086,0.0452533,0.0778479,0.0151092,0.0166613,0.033928,0.0218682,0.0276489,0.0264611,0,0
77,0.027289,0,0,0,0,0.0504873,0,0,0,0,0,0,0.018638,0,0.0204858,0.065854,0,0,0.0224793,0,0,0.0267613,0.0722742,0.0206434,0.00630029,0.0154955,0.0404441,0.0337586,0.0491616,0.0537268,0.0361921,0.0105881,0.0122317,0.0264825,0.0269751,0.0326286,0.0128647,0.0220913,0.0430414,0,0.0133364,0.0648717,0.0329627,0,0,0.0238787,0,0,0.0518587,0.051505,0.031585,0.0196072,0.0096798,0.0503951,0.0403865,0.0438544,0.126706,0.0561939,0.0266714,0.0588646,0.0347671,0.0452563,0.077901,0.0150902,0.0164392,0.033616,0.02181,0.0274954,0.0264663,0,0
78,0.0271865,0,0,0,0,0.0502585,0,0,0,0,0,0,0.0186573,0,0.020436,0.0658935,0,0,0.0221777,0,0,0.0266493,0.0723632,0.0207353,0.0063504,0.0155326,0.0403254,0.0335258,0.049226,0.0536549,0.0361058,0.0103835,0.0122627,0.0264597,0.0272269,0.0326634,0.0128188,0.0220436,0.0425813,0,0.0133784,0.0647865,0.0330886,0,0,0.0237563,0,0,0.0517591,0.0516181,0.0314679,0.0195311,0.00971421,0.0503289,0.0403269,0.0438209,0.126835,0.0560977,0.0266679,0.0589461,0.0349403,0.0452744,0.0779498,0.0150138,0.0161935,0.0333782,0.0217901,0.0274791,0.0264283,0,0
79,0.027828,0,0,0,0,0.0501406,0,0,0,0,0,0,0.0227438,0,0,0.0676275,0,0,0.0215792,0,0,0.0263647,0.0715337,0.0165092,0.00312641,0.0172317,0.0401635,0.0329107,0,0.056468,0.0365905,0.00748648,0.00782359,0.0262611,0.0263458,0.0224882,0.0127024,0.0219402,0.0416527,0,0.0135299,0.0630487,0.0335258,0,0,0.0233665,0,0,0.0515586,0.0517893,0.0313482,0.0192092,0.00920364,0.049935,0.0397846,0.0441243,0.126641,0.056051,0.0262231,0.0591806,0.0352957,0.0454187,0.0780185,0.0145994,0.0158184,0.033229,0.0216142,0.0278754,0.0255753,0,0
80,0.0271624,0,0,0,0,0.0499176,0,0,0,0,0,0,0.0186741,0,0.0206811,0.0658455,0,0,0.0216805,0,0,0.0263699,0.0725079,0.0209013,0.00590723,0.0154,0.0400958,0.0331418,0.0493559,0.0535795,0.0357553,0.0104251,0.0122098,0.0263799,0.0270643,0.0328398,0.0128589,0.0219612,0.0411712,0,0.0135195,0.0644413,0.0333763,0,0,0.0235934,0,0,0.051668,0.0519098,0.0313473,0.0193158,0.00961806,0.049997,0.0401446,0.043822,0.127064,0.0560465,0.0268296,0.0590382,0.035262,0.0452912,0.0779573,0.0148176,0.0157849,0.0330401,0.0215551,0.0274751,0.0260703,0,0
