Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,RTIBA,
334,0.0274627,0,0,0,0,0.0513499,0,0,0,0,0,0,0.0209087,0,0.0193028,0.0648167,0,0,0.026408,0,0,0.0439465,0.0698817,0.0220429,0.00923293,0.0141219,0.0483665,0.0384416,0.0489192,0.0591246,0.0390515,0.0111357,0.0143743,0.0279731,0.0281977,0.0292008,0.00811022,0.0243794,0.0429383,0,0.0152132,0.0684158,0.0362738,0,0,0.0151193,0,0,0.0516342,0.0574295,0.0252793,0.0190238,0.0145427,0.0498131,0.0360817,0.0464238,0.0795715,0.0745574,0.0309569,0.0618953,0.0480815,0.0809089,0.0143477,0.0202219,0.0330797,0.0203249,0.0289921,0.025567,0.0346747,0.0378956,0
335,0.027456,0,0,0,0,0.0512969,0,0,0,0,0,0,0.0218646,0,0.0187878,0.065334,0,0,0.0264096,0,0,0.0439158,0.0700916,0.0216796,0.00867646,0.0144045,0.048221,0.038368,0.0484602,0.0586602,0.0388884,0.0108687,0.0140962,0.0276299,0.0278605,0.0271531,0.00803665,0.0243539,0.0429423,0,0.0153922,0.0676737,0.03627,0,0,0.0152367,0,0,0.0517151,0.057539,0.0253276,0.0187086,0.0144016,0.049979,0.0363185,0.0463829,0.0795448,0.0744008,0.0307701,0.0620411,0.0480875,0.0809188,0.0143269,0.0202937,0.0331284,0.0203392,0.028959,0.025552,0.034631,0.0380309,0
336,0.0275287,0,0,0,0,0.0513722,0,0,0,0,0,0,0.022985,0,0.0182886,0.0656324,0,0,0.0263869,0,0,0.0438956,0.0702361,0.0212773,0.00897373,0.0148248,0.0482179,0.0382589,0.0477559,0.0581153,0.0390694,0.0106002,0.0137045,0.0271996,0.0273892,0.0248384,0.00800595,0.0243506,0.0433637,0,0.015227,0.0673906,0.0362783,0,0,0.0152597,0,0,0.0517403,0.0577207,0.0252645,0.0182447,0.0142439,0.0501046,0.0363566,0.0463554,0.079516,0.0743691,0.0308511,0.0621934,0.0480245,0.0808638,0.0144049,0.020388,0.0331173,0.0203943,0.0289404,0.0255232,0.0345544,0.038103,0
337,0.0275081,0,0,0,0,0.0514202,0,0,0,0,0,0,0.024485,0,0.0179744,0.0655343,0,0,0.0264282,0,0,0.0439059,0.0707013,0.0208771,0.00941676,0.0149751,0.0481943,0.038311,0.0468022,0.0574417,0.0393654,0.0105535,0.0136319,0.026769,0.0270579,0.0219161,0.00806063,0.0243616,0.0435362,0,0.0150952,0.0674566,0.0362187,0,0,0.0153093,0,0,0.0517504,0.0578057,0.0253418,0.0179844,0.0142137,0.0501067,0.0364402,0.0462998,0.0794982,0.0743242,0.030856,0.0621817,0.0479442,0.0808251,0.0144616,0.0205168,0.0331119,0.0205045,0.0288789,0.0255695,0.0344688,0.0381063,0
338,0.0274149,0,0,0,0,0.05143,0,0,0,0,0,0,0.025902,0,0.0178035,0.0655208,0,0,0.0264996,0,0,0.0439176,0.0712023,0.0206472,0.00928628,0.0150326,0.0480634,0.038393,0.0460391,0.0567853,0.0395022,0.0106575,0.0136872,0.0264249,0.0267515,0.0197634,0.00807562,0.0244109,0.043565,0,0.0151213,0.0671671,0.0361181,0,0,0.015456,0,0,0.0518578,0.0578432,0.0255094,0.0178831,0.0141528,0.0501646,0.0366712,0.0462396,0.0794013,0.0741873,0.0307715,0.0621653,0.047939,0.0808245,0.0144642,0.0206121,0.0331152,0.0204487,0.0288139,0.0256105,0.0344343,0.0381619,0
339,0.0274767,0,0,0,0,0.0514322,0,0,0,0,0,0,0.0269066,0,0.0173506,0.0659175,0,0,0.0265144,0,0,0.0439021,0.0712088,0.0205253,0.00866824,0.0155776,0.0479758,0.0383585,0.0455954,0.0565568,0.0398049,0.0106404,0.0137071,0.0262771,0.0265569,0.0185267,0.00802399,0.0244584,0.0436528,0,0.0152028,0.0665369,0.0361038,0,0,0.0155659,0,0,0.0519995,0.0578915,0.0257575,0.0176943,0.0140361,0.0502034,0.0368095,0.0462413,0.0793144,0.0740005,0.0306411,0.0621276,0.047966,0.0808057,0.0144616,0.0206158,0.033201,0.0203753,0.0288063,0.0254819,0.0344313,0.0382596,0
340,0.0274458,0,0,0,0,0.051453,0,0,0,0,0,0,0.0278312,0,0.0171849,0.0660914,0,0,0.0265936,0,0,0.0439135,0.0714123,0.0205099,0.00776992,0.0159838,0.0478737,0.0384244,0.0450814,0.0562812,0.0400497,0.0107689,0.0137445,0.0261625,0.0264915,0.0174525,0.00805181,0.0244749,0.0435797,0,0.015244,0.0659496,0.0360402,0,0,0.0157201,0,0,0.0521298,0.0578322,0.0260483,0.0177328,0.0138486,0.0502183,0.0370145,0.0462132,0.0792589,0.0737872,0.0303923,0.0621436,0.0480278,0.0808124,0.0144008,0.0205637,0.0332984,0.0204061,0.0287833,0.0254464,0.0343912,0.0383537,0
341,0.0273441,0,0,0,0,0.0514593,0,0,0,0,0,0,0.0288484,0,0.0172219,0.0660506,0,0,0.0266743,0,0,0.0439532,0.0717663,0.020479,0.00744681,0.0163334,0.047807,0.0385007,0.0443063,0.0558729,0.0403036,0.0110251,0.0137399,0.0259517,0.0263738,0.0161213,0.00809651,0.0244862,0.0436008,0,0.0152488,0.0656498,0.0359576,0,0,0.0158871,0,0,0.0521756,0.0578212,0.0262623,0.0177713,0.0136953,0.0502765,0.0372558,0.0461361,0.0791726,0.0736245,0.0302405,0.0621405,0.0480509,0.0808037,0.0144115,0.0205682,0.0333125,0.0204578,0.0287588,0.0254787,0.0343233,0.0384138,0
342,0.0272377,0,0,0,0,0.0514135,0,0,0,0,0,0,0.0296125,0,0.0172573,0.0661962,0,0,0.026694,0,0,0.0439577,0.0720073,0.0204256,0.00733902,0.0166554,0.0477392,0.038545,0.0434682,0.0554826,0.0403593,0.0112394,0.0139034,0.0257397,0.0262147,0.0148733,0.00805952,0.0245672,0.0438602,0,0.0151955,0.0652481,0.0358762,0,0,0.0160939,0,0,0.0522416,0.0579019,0.0263645,0.0177317,0.0135735,0.0504169,0.0375615,0.0460166,0.0790218,0.0734529,0.0301433,0.0621655,0.0480964,0.080789,0.0144735,0.0206737,0.0333481,0.0205025,0.0287563,0.0255273,0.0343036,0.0384858,0
343,0.0271336,0,0,0,0,0.0513355,0,0,0,0,0,0,0.0302356,0,0.0172913,0.0663986,0,0,0.0267087,0,0,0.0439595,0.0721527,0.0204214,0.00709299,0.0170169,0.0477085,0.0385688,0.0427755,0.0551926,0.0401309,0.0114303,0.0139469,0.0255347,0.0260242,0.0140887,0.00806157,0.0245872,0.044284,0,0.0150743,0.064788,0.0357898,0,0,0.0162906,0,0,0.0522606,0.0579307,0.0263909,0.0177264,0.0135071,0.0505624,0.0378595,0.0458645,0.0788686,0.0732965,0.0300767,0.0621948,0.0481368,0.0807924,0.0145429,0.0207986,0.0333396,0.020547,0.0287772,0.0255713,0.0342745,0.0385568,0
344,0.0270617,0,0,0,0,0.051332,0,0,0,0,0,0,0.0307008,0,0.0173387,0.0663577,0,0,0.0267729,0,0,0.0439986,0.0723324,0.0201776,0.00718395,0.0175186,0.0476484,0.038635,0.0419644,0.0549396,0.0400378,0.0116703,0.0138971,0.0252636,0.025762,0.0135083,0.00815085,0.0245002,0.0448619,0,0.0149008,0.0646583,0.0357041,0,0,0.0164331,0,0,0.0523131,0.0579091,0.0264632,0.0177116,0.0135944,0.0505742,0.0380147,0.0457877,0.0787414,0.0732058,0.0300703,0.0621405,0.0481426,0.0807778,0.0147711,0.0208501,0.0334004,0.0205363,0.0287906,0.0256234,0.0341883,0.0385492,0
345,0.0270472,0,0,0,0,0.0513312,0,0,0,0,0,0,0.0312595,0,0.0172611,0.0663937,0,0,0.0268087,0,0,0.0440246,0.0724223,0.0199256,0.00735063,0.0179465,0.0475863,0.0386451,0.0411954,0.054761,0.0401817,0.0119288,0.0139257,0.0250384,0.0256075,0.0125144,0.00820524,0.0244661,0.0453859,0,0.0147659,0.064597,0.0356363,0,0,0.016475,0,0,0.0524397,0.0578638,0.0265472,0.0176777,0.0137149,0.0505818,0.0380555,0.0457344,0.0785875,0.0731095,0.0300254,0.0620793,0.0481659,0.0807795,0.0150084,0.0208546,0.0335606,0.0204643,0.0288572,0.0256199,0.0341582,0.0384716,0
346,0.0270233,0,0,0,0,0.0514322,0,0,0,0,0,0,0.0317774,0,0.0173052,0.0664692,0,0,0.0268127,0,0,0.0440419,0.0724607,0.0197957,0.00720182,0.0182797,0.047483,0.0386024,0.0405625,0.054667,0.0403125,0.0121035,0.0139625,0.0248836,0.0255371,0.0119394,0.00821639,0.0245162,0.0459094,0,0.0146032,0.0643539,0.0355659,0,0,0.0164956,0,0,0.0524521,0.0577945,0.0264813,0.0176964,0.0137251,0.0506235,0.038095,0.0456805,0.0783826,0.0730142,0.0299408,0.0620482,0.0482017,0.0807974,0.0152537,0.0209234,0.0336176,0.0204528,0.0289247,0.0256297,0.0341846,0.038388,0
347,0.0270098,0,0,0,0,0.0514859,0,0,0,0,0,0,0.0321674,0,0.0174314,0.0665596,0,0,0.0268283,0,0,0.044067,0.0724698,0.0198029,0.00686521,0.018546,0.0472312,0.0385805,0.0401195,0.0546589,0.0404068,0.0122216,0.013958,0.024856,0.0254799,0.0116814,0.00824647,0.0245442,0.0464201,0,0.0143916,0.0641659,0.0355125,0,0,0.0165511,0,0,0.0524383,0.0576442,0.0263166,0.0177678,0.013654,0.0505261,0.0381872,0.0456259,0.0782598,0.072953,0.02992,0.062048,0.0481754,0.0807466,0.0155036,0.0209645,0.033665,0.0204836,0.0289902,0.0255955,0.0342336,0.0382967,0
348,0.0270279,0,0,0,0,0.0515066,0,0,0,0,0,0,0.0323495,0,0.0176041,0.0666915,0,0,0.0268311,0,0,0.0440977,0.072457,0.0198454,0.00658741,0.0186949,0.0469947,0.0385188,0.0398399,0.0545761,0.040547,0.0122982,0.0139371,0.0248433,0.0254512,0.0114246,0.00824044,0.0245564,0.0469512,0,0.0140944,0.064009,0.0354487,0,0,0.0165989,0,0,0.0524286,0.0575112,0.0262638,0.0178008,0.0135869,0.0504012,0.038212,0.0455223,0.0781647,0.072886,0.0299198,0.0620474,0.0481516,0.0806685,0.0158395,0.0210362,0.0337608,0.0205372,0.0290413,0.0255447,0.0342976,0.0382511,0
349,0.026376,0,0,0,0,0.05141,0,0,0,0,0,0,0.037285,0,0,0.0699661,0,0,0.0273616,0,0,0.0442871,0.070532,0.0181366,0.00399426,0.0190253,0.0471457,0.0396695,0,0.0558605,0.0398207,0.0098051,0.0103891,0.0250061,0.0252124,0.00937815,0.00888954,0.0247017,0.0430089,0,0.0166297,0.0595209,0.034888,0,0,0.0167273,0,0,0.0524618,0,0.0246089,0.0143019,0.0163497,0.0493516,0.0382309,0.0426381,0.0743179,0.071556,0.0305406,0.0645413,0.0505879,0.0828708,0.0124687,0.0210549,0.0338846,0.0205924,0.0287118,0.0262692,0.0342654,0.0396788,0
350,0.0270033,0,0,0,0,0.0515158,0,0,0,0,0,0,0.0330511,0,0.0174749,0.067065,0,0,0.0268507,0,0,0.0441608,0.0723884,0.0208338,0.00604313,0.0187724,0.0465737,0.0383199,0.0394727,0.0544982,0.0409453,0.012529,0.0140484,0.0242966,0.0252324,0.0107876,0.00815928,0.0246307,0.0475226,0,0.0138653,0.0636748,0.0353188,0,0,0.0165921,0,0,0.05239,0.0574325,0.0262894,0.0176715,0.0138157,0.049964,0.0381438,0.0453356,0.0776687,0.0726467,0.0299152,0.0620283,0.048055,0.0805374,0.0163181,0.0210362,0.0339514,0.0206261,0.0290948,0.0254168,0.0343632,0.0381481,0
351,0.0270269,0,0,0,0,0.0515304,0,0,0,0,0,0,0.0337174,0,0.0170749,0.0671938,0,0,0.0267436,0,0,0.0441716,0.0723243,0.022299,0.00579927,0.0185891,0.04641,0.0381339,0.0396765,0.0544445,0.0410011,0.0125746,0.014409,0.0235174,0.0247569,0.0105634,0.00811445,0.0245957,0.0482069,0,0.0134038,0.0635142,0.0352541,0,0,0.0165906,0,0,0.0523708,0.057223,0.02661,0.0175472,0.0131802,0.0497284,0.0380615,0.0452847,0.0776357,0.0726691,0.0299716,0.0619867,0.0478779,0.0802802,0.0167314,0.0210426,0.0339225,0.0205503,0.0291224,0.0253501,0.0344718,0.0382148,0
352,0.0270693,0,0,0,0,0.0515107,0,0,0,0,0,0,0.0334768,0,0.0172013,0.0673178,0,0,0.0266927,0,0,0.0441823,0.0722052,0.0223847,0.00550956,0.0184513,0.0464431,0.0379492,0.0400296,0.0545538,0.0408995,0.0125592,0.0144333,0.0234429,0.0247298,0.0110373,0.00803855,0.0245837,0.0485287,0,0.0131704,0.0635119,0.0352308,0,0,0.0165421,0,0,0.0523428,0.0571269,0.026758,0.0173239,0.0127354,0.0493896,0.0379262,0.045252,0.0775675,0.0726376,0.030049,0.0619975,0.04773,0.0800391,0.0171026,0.0209942,0.0338856,0.0204574,0.0291341,0.0252552,0.0345921,0.0382263,0
353,0.0271103,0,0,0,0,0.0515662,0,0,0,0,0,0,0.0322934,0,0.0177885,0.0673483,0,0,0.0266499,0,0,0.0441991,0.0721228,0.0211104,0.00532202,0.018371,0.0464976,0.0378024,0.0403961,0.0546725,0.0406801,0.0124747,0.0141908,0.0240349,0.0251438,0.0119817,0.00797756,0.0246237,0.0485582,0,0.0128638,0.0636369,0.0352157,0,0,0.0165041,0,0,0.0523203,0.0570879,0.0269709,0.0170251,0.0123925,0.0489964,0.0377614,0.0452113,0.0774868,0.0726075,0.0301455,0.061951,0.0476231,0.0798215,0.0173189,0.0209318,0.0338647,0.0203996,0.0291489,0.0251765,0.0346986,0.0380534,0
354,0.0271829,0,0,0,0,0.0515943,0,0,0,0,0,0,0.0308137,0,0.0184439,0.0673198,0,0,0.0266294,0,0,0.0442463,0.0720653,0.0196236,0.00523013,0.0182052,0.0465031,0.0377143,0.0408169,0.0547231,0.0403461,0.0123486,0.0141319,0.0247158,0.0255747,0.012958,0.00793249,0.0246748,0.0484553,0,0.0124748,0.063598,0.0351594,0,0,0.0164654,0,0,0.052306,0.0570754,0.0271808,0.0166524,0.0119901,0.0485976,0.0375586,0.0452007,0.0774655,0.0726138,0.0302807,0.0617781,0.0474711,0.0795541,0.0173894,0.0209088,0.0338227,0.0203089,0.029213,0.0250873,0.0347966,0.0378469,0
355,0.0272948,0,0,0,0,0.0517032,0,0,0,0,0,0,0.029812,0,0.0185413,0.0672501,0,0,0.026658,0,0,0.044299,0.0720356,0.0194644,0.00523321,0.0178831,0.0465077,0.0376548,0.0413471,0.0547073,0.0398596,0.0121307,0.0140477,0.0247531,0.0254883,0.0134687,0.00792664,0.024756,0.0482994,0,0.0120423,0.0637366,0.0350737,0,0,0.0164076,0,0,0.0522422,0.0570746,0.0274585,0.0162214,0.011562,0.0481961,0.0372964,0.0452014,0.0774666,0.0726324,0.0304214,0.0615989,0.0472909,0.0792478,0.0172657,0.0208435,0.0337571,0.0202359,0.0293221,0.0249786,0.0349035,0.0376964,0
356,0.027394,0,0,0,0,0.051891,0,0,0,0,0,0,0.0289679,0,0.0186198,0.0671452,0,0,0.0267358,0,0,0.0442906,0.0720234,0.0195215,0.0053381,0.017479,0.0465354,0.0376234,0.0419027,0.05461,0.0393111,0.0118391,0.0138837,0.024903,0.0255429,0.0142651,0.00795507,0.0248173,0.0479526,0,0.0116476,0.0640857,0.0349512,0,0,0.0163777,0,0,0.052202,0.0571135,0.027788,0.0157542,0.0111526,0.047829,0.0370115,0.0451478,0.077443,0.0726458,0.0304991,0.0614134,0.047115,0.0789398,0.0170693,0.0208228,0.0337987,0.0202285,0.0294586,0.0248648,0.0350034,0.0375143,0
357,0.0274756,0,0,0,0,0.0520711,0,0,0,0,0,0,0.0281551,0,0.0187105,0.0670414,0,0,0.0268373,0,0,0.0443065,0.0719949,0.0197953,0.00554547,0.0171593,0.0465723,0.0376042,0.0425151,0.0545416,0.038831,0.0114631,0.0135362,0.0252325,0.0257971,0.0154806,0.00799138,0.0248438,0.0474009,0,0.011334,0.0643358,0.0347973,0,0,0.0163552,0,0,0.0521583,0.0571749,0.0282475,0.0152541,0.0107468,0.0475072,0.0366998,0.0450313,0.0774278,0.0727113,0.0305209,0.061228,0.0468954,0.0786437,0.0170068,0.0208829,0.0338338,0.0202341,0.0296389,0.0247214,0.0350863,0.0372763,0
358,0.027528,0,0,0,0,0.0522257,0,0,0,0,0,0,0.0270042,0,0.0189662,0.0670534,0,0,0.0269616,0,0,0.0443535,0.0718075,0.0200448,0.00586767,0.0168834,0.0466233,0.0375769,0.0432022,0.0547002,0.0383312,0.0110264,0.0130883,0.0254838,0.0260484,0.0169265,0.00802485,0.0248923,0.0467096,0,0.0110054,0.0644683,0.0346236,0,0,0.0162752,0,0,0.0520461,0.0572411,0.0286951,0.01467,0.0103005,0.0472144,0.0363379,0.0448885,0.0774103,0.0728451,0.0305147,0.0610686,0.0466501,0.0783127,0.0170284,0.0208785,0.0338114,0.0202781,0.0298569,0.0245446,0.0351571,0.0370184,0
359,0.0275613,0,0,0,0,0.0523462,0,0,0,0,0,0,0.025834,0,0.0193193,0.0672731,0,0,0.0270745,0,0,0.0443939,0.0713951,0.0197521,0.00629324,0.0165475,0.0467351,0.0375161,0.0439222,0.0549991,0.0378818,0.0105374,0.0126863,0.0253776,0.0260405,0.0185572,0.0080196,0.0249477,0.0461174,0,0.010688,0.0644846,0.0344304,0,0,0.0161364,0,0,0.0519493,0.0573215,0.0292431,0.0139952,0.00982438,0.0469566,0.035938,0.0447625,0.0774002,0.073026,0.0306565,0.0609838,0.0464115,0.0779467,0.0170645,0.0208137,0.0337424,0.0202258,0.0300913,0.0243792,0.0352489,0.0367713,0
360,0.0275436,0,0,0,0,0.0523911,0,0,0,0,0,0,0.0248885,0,0.0196245,0.0675612,0,0,0.0271476,0,0,0.0444368,0.0709498,0.0192218,0.0067298,0.0161254,0.046868,0.0374644,0.0445455,0.0550938,0.0374391,0.0103119,0.0124611,0.0249289,0.0256898,0.0198699,0.00797901,0.0250043,0.0453068,0,0.0102635,0.0643584,0.034199,0,0,0.0159318,0,0,0.0519131,0.0574196,0.0297054,0.0133192,0.00926153,0.0467206,0.0355167,0.0445994,0.0773643,0.073253,0.0306969,0.0608018,0.0461625,0.0775464,0.0169331,0.0207199,0.0337385,0.0200713,0.0302424,0.0243352,0.0353955,0.036515,0
