Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
39,0.0266339,0,0,0,0,0.0460714,0,0,0,0,0,0,0.0227496,0,0.0266261,0.0720036,0,0,0.0134681,0,0,0.0366795,0.0750263,0.0239324,0.01575,0.0148603,0.0241834,0.0299288,0.0357155,0.0433506,0.0447507,0.0253205,0.015592,0.0178997,0.0292258,0.029622,0.027494,0.01474,0.0130304,0.0346034,0,0.0132426,0.0736658,0.0345488,0,0,0.0209134,0,0,0.0414292,0.0542446,0.0378078,0.0421029,0.0205305,0.0541448,0.036717,0,0.055059,0.0486174,0.0204622,0.0562377,0.0352557,0.0421074,0.0737527,0.0183051,0.0161606,0.00743578,0.0222528,0.0281056,0.0221492,0.0101628,0
40,0.0267166,0,0,0,0,0.0461676,0,0,0,0,0,0,0.0227273,0,0.0264776,0.072072,0,0,0.0135498,0,0,0.0367279,0.0751303,0.0238216,0.0157572,0.0147673,0.0240207,0.0296435,0.0356323,0.0432959,0.0447153,0.0252608,0.0155308,0.017968,0.0292608,0.0296515,0.027408,0.0149,0.0129131,0.034652,0,0.013201,0.0737652,0.0346606,0,0,0.0209002,0,0,0.0415401,0.0539283,0.0375053,0.0420308,0.0205536,0.0539877,0.0367652,0,0.0549396,0.0485159,0.0202591,0.0563543,0.0353882,0.0422281,0.0737982,0.0181569,0.0164465,0.00742087,0.0225278,0.028291,0.0219541,0.0102466,0
41,0.0267996,0,0,0,0,0.0462487,0,0,0,0,0,0,0.0227482,0,0.0263793,0.0721325,0,0,0.0136007,0,0,0.0365174,0.0752254,0.0237312,0.0157872,0.0146332,0.0238327,0.0293489,0.0355273,0.0432082,0.0446526,0.0251114,0.0154494,0.0179231,0.0292821,0.0296378,0.0272564,0.0150423,0.0126453,0.0346097,0,0.0132233,0.0738636,0.0347689,0,0,0.0208813,0,0,0.0415903,0.0536771,0.0372076,0.0420495,0.020661,0.0538265,0.0368333,0,0.0547664,0.048523,0.0198106,0.0564518,0.0355639,0.0423275,0.0738581,0.0181186,0.0166196,0.00749235,0.0227169,0.0283492,0.0217535,0.010268,0
42,0.0269009,0,0,0,0,0.0463255,0,0,0,0,0,0,0.0228196,0,0.0262967,0.0721945,0,0,0.013687,0,0,0.0364666,0.0752902,0.0235137,0.0158658,0.0144438,0.0236395,0.0290652,0.0353492,0.0430066,0.0445885,0.024916,0.0153862,0.0178773,0.0292782,0.0295946,0.0270666,0.0152191,0.0123668,0.0345179,0,0.013262,0.0741224,0.0348961,0,0,0.0208555,0,0,0.0416117,0.0534037,0.0369375,0.042061,0.020838,0.053628,0.0368861,0,0.0545284,0.048559,0.0197856,0.0565301,0.035703,0.0424086,0.0739217,0.0181558,0.0167053,0.00751923,0.0227753,0.0284753,0.0215407,0.0103994,0
43,0.0270072,0,0,0,0,0.0463986,0,0,0,0,0,0,0.0232798,0,0.0260297,0.0722121,0,0,0.0138377,0,0,0.0366503,0.075329,0.0238754,0.0159756,0.0143287,0.0234156,0.0287819,0.03514,0.0427519,0.0445071,0.0247261,0.0153653,0.0178,0.0289701,0.0293201,0.0269527,0.0154446,0.0121565,0.0344304,0,0.0133204,0.074395,0.0350248,0,0,0.02081,0,0,0.0415984,0.0532176,0.0366994,0.0420446,0.0210403,0.0533922,0.0370714,0,0.0543399,0.0485416,0.0199977,0.056604,0.035815,0.0425092,0.0740059,0.0181588,0.0167435,0.00750717,0.0226781,0.0286544,0.0213024,0.0106151,0
44,0.0271354,0,0,0,0,0.0464557,0,0,0,0,0,0,0.0245659,0,0.0254383,0.0722419,0,0,0.0139821,0,0,0.0367784,0.07533,0.0250432,0.0160862,0.0142577,0.0231606,0.0285258,0.0348768,0.0425003,0.0444255,0.0246169,0.0152753,0.0175972,0.0281759,0.0286936,0.0269153,0.0156703,0.01195,0.0344468,0,0.0133923,0.0746631,0.0351416,0,0,0.0207997,0,0,0.0416777,0.0531391,0.036466,0.0420098,0.021213,0.053123,0.0372731,0,0.0542206,0.048487,0.0201353,0.0566858,0.0359161,0.0425703,0.0740856,0.0180951,0.0168089,0.00750366,0.0226315,0.0288022,0.0210501,0.0106987,0
45,0.027312,0,0,0,0,0.0465042,0,0,0,0,0,0,0.0254652,0,0.025054,0.0722653,0,0,0.0141485,0,0,0.0368719,0.0754016,0.0256975,0.0162537,0.0142137,0.0228875,0.0282784,0.034642,0.0422892,0.0443086,0.0245503,0.0149362,0.0174736,0.0276872,0.0282901,0.02677,0.0159074,0.0117704,0.0345642,0,0.0134449,0.0748519,0.0352677,0,0,0.0207698,0,0,0.0416318,0.0531878,0.0362098,0.0420142,0.0213262,0.0528669,0.0374613,0,0.0541076,0.0483919,0.0201466,0.0567708,0.0360102,0.0426132,0.0741518,0.0179613,0.0168129,0.00744648,0.0223454,0.028899,0.0207827,0.0108066,0
46,0.0275129,0,0,0,0,0.0465673,0,0,0,0,0,0,0.0261287,0,0.024819,0.0722595,0,0,0.0143175,0,0,0.036949,0.0754261,0.0260924,0.016442,0.0142508,0.0226682,0.028079,0.0344713,0.0421083,0.0441853,0.0245473,0.014674,0.0173715,0.0273373,0.0280029,0.0265822,0.0161143,0.0116542,0.0348144,0,0.0134693,0.0749813,0.035384,0,0,0.0207676,0,0,0.0416332,0.0532302,0.0359348,0.0420301,0.0213971,0.0526282,0.0376548,0,0.0539426,0.0482656,0.0201789,0.056812,0.0360352,0.0426207,0.074226,0.0177369,0.0166543,0.00744237,0.0222742,0.0289891,0.0205065,0.0109867,0
47,0.0276991,0,0,0,0,0.0466286,0,0,0,0,0,0,0.0265824,0,0.0247181,0.0722863,0,0,0.0144432,0,0,0.0369753,0.0754555,0.0262793,0.0166407,0.0142992,0.0225081,0.0279358,0.0343487,0.0419211,0.0441274,0.0246211,0.0145792,0.0172809,0.027124,0.0278119,0.0263131,0.0162498,0.0115648,0.0351686,0,0.0135139,0.0750855,0.0354765,0,0,0.0207974,0,0,0.0417289,0.0531919,0.0358143,0.0420252,0.0214656,0.0523913,0.0378509,0,0.0538038,0.0481229,0.0203088,0.0568459,0.0360235,0.0426231,0.0743198,0.0174744,0.0166375,0.00744646,0.0222856,0.0290472,0.0202213,0.0112035,0
48,0.0279137,0,0,0,0,0.0466715,0,0,0,0,0,0,0.0267537,0,0.0248031,0.0723714,0,0,0.0145434,0,0,0.0369879,0.0754994,0.0262158,0.0167192,0.0142977,0.0223658,0.0278288,0.0343427,0.0417668,0.0440804,0.0247104,0.0146213,0.0171683,0.0270781,0.0277614,0.0259445,0.0163646,0.0114831,0.0355782,0,0.0135495,0.0751695,0.0355838,0,0,0.0208212,0,0,0.0419328,0.0531413,0.0356547,0.0419788,0.0215143,0.0521468,0.0380373,0,0.0537059,0.0479724,0.020459,0.0568452,0.0360416,0.0425904,0.0743618,0.0171686,0.016817,0.00748552,0.0224648,0.0291279,0.0199152,0.0113117,0
49,0.0281131,0,0,0,0,0.0467358,0,0,0,0,0,0,0.0266961,0,0.0248388,0.0723852,0,0,0.0146139,0,0,0.0369985,0.0755485,0.0259792,0.0168777,0.0142818,0.0222578,0.0277804,0.0344088,0.0416608,0.0440642,0.0248304,0.0146687,0.0170645,0.0271461,0.0278005,0.0256108,0.0164436,0.0114034,0.0360687,0,0.0136083,0.07528,0.0357319,0,0,0.0207734,0,0,0.0420838,0.0531011,0.0355614,0.041893,0.0215353,0.0519218,0.0380831,0,0.0536392,0.047832,0.0205201,0.0568553,0.0360444,0.0426676,0.0744174,0.0168624,0.017117,0.00755886,0.0226872,0.0292536,0.0196134,0.01138,0
50,0.0282793,0,0,0,0,0.0467819,0,0,0,0,0,0,0.0266043,0,0.0248609,0.0723109,0,0,0.0146276,0,0,0.0369965,0.0756119,0.0257664,0.0171587,0.0143192,0.0221588,0.0278092,0.0345029,0.0415723,0.0440893,0.0249425,0.0147017,0.0169226,0.0271979,0.0278052,0.0253285,0.0165075,0.0113463,0.0366043,0,0.0136575,0.0752922,0.0358294,0,0,0.0207058,0,0,0.0420376,0.053072,0.0353743,0.0419072,0.0215295,0.0517635,0.0380971,0,0.053651,0.0477106,0.0205913,0.0568626,0.0359952,0.0427911,0.0744647,0.0165898,0.0172858,0.00751211,0.0225027,0.0293397,0.0193626,0.0114629,0
51,0.0284389,0,0,0,0,0.0467829,0,0,0,0,0,0,0.0265072,0,0.0248779,0.0723727,0,0,0.0146371,0,0,0.0369933,0.0756554,0.0254996,0.0173786,0.0143658,0.0220722,0.0278481,0.0345772,0.0414758,0.0441235,0.0250398,0.014705,0.0168748,0.0272927,0.0278516,0.0249812,0.0165144,0.0112101,0.0370748,0,0.0137529,0.0754164,0.0359324,0,0,0.0206805,0,0,0.0419859,0.0529846,0.0352145,0.041875,0.0215311,0.0516055,0.0380675,0,0.0536434,0.0475944,0.0206448,0.0568897,0.035925,0.0429053,0.0745373,0.0162932,0.017367,0.00749493,0.022316,0.0293767,0.0191482,0.0114819,0
52,0.0286428,0,0,0,0,0.0467257,0,0,0,0,0,0,0.0263276,0,0.0249325,0.0724258,0,0,0.0146019,0,0,0.03704,0.075652,0.0250954,0.0174602,0.0144311,0.0219771,0.0279309,0.0346431,0.0414238,0.0441217,0.0250869,0.0146876,0.0167685,0.0274748,0.0279801,0.0246739,0.0165223,0.0109269,0.0374034,0,0.0138028,0.0754913,0.0360552,0,0,0.0206754,0,0,0.0420177,0.0529052,0.0350329,0.0419762,0.0215318,0.051543,0.0380399,0,0.0535517,0.0474965,0.0206928,0.0568992,0.0358639,0.0428569,0.0746021,0.0160275,0.0174195,0.00757785,0.0223808,0.0293426,0.0189064,0.0115133,0
53,0.0288206,0,0,0,0,0.0467186,0,0,0,0,0,0,0.0261077,0,0.0251213,0.0724961,0,0,0.0151373,0,0,0.0369062,0.075639,0.0245701,0.0176401,0.0144816,0.0218034,0.0279865,0.0346928,0.0413513,0.0440856,0.0251834,0.0146434,0.0166969,0.0276918,0.0281207,0.0243391,0.0164785,0.0102336,0.0376238,0,0.0138961,0.0755337,0.036163,0,0,0.0208367,0,0,0.0421095,0.0527765,0.034942,0.0421586,0.0216046,0.0515064,0.0380368,0,0.0534369,0.0473857,0.0206845,0.0569132,0.0357851,0.0428935,0.0746819,0.0158689,0.0175061,0.0076631,0.0224851,0.0293085,0.0186419,0.011672,0
54,0.0289787,0,0,0,0,0.0466186,0,0,0,0,0,0,0.0257199,0,0.0253854,0.0724968,0,0,0.0150737,0,0,0.0369108,0.0756474,0.0237601,0.0177741,0.0144519,0.0217752,0.0279742,0.0347666,0.0412546,0.0440552,0.0252555,0.0146724,0.0165742,0.0280059,0.0283539,0.0239988,0.0165206,0.0103479,0.0378838,0,0.0139902,0.075587,0.0362531,0,0,0.0207444,0,0,0.0420115,0.0527066,0.0348429,0.0423674,0.021698,0.0516322,0.0380392,0,0.0533749,0.0473318,0.0207052,0.0569332,0.0357912,0.0429595,0.0747534,0.0157227,0.0175633,0.00757679,0.0222474,0.029251,0.0184493,0.0116478,0
55,0.0291278,0,0,0,0,0.0465087,0,0,0,0,0,0,0.0252191,0,0.025691,0.0725284,0,0,0.0150073,0,0,0.0368865,0.0756454,0.0229553,0.0178642,0.0143191,0.0217561,0.0280619,0.0347927,0.0411276,0.0440518,0.0253477,0.0146819,0.0165975,0.0284125,0.0286642,0.0236026,0.0165579,0.0105757,0.0381039,0,0.0140903,0.0756294,0.0363222,0,0,0.0206745,0,0,0.0419679,0.0526517,0.0346808,0.0425589,0.021795,0.0517542,0.0377812,0,0.0533692,0.0473266,0.0207579,0.056967,0.0357785,0.0430013,0.0748444,0.0156019,0.0176477,0.00752288,0.0220623,0.0292641,0.0183345,0.0116802,0
56,0.0292876,0,0,0,0,0.0464162,0,0,0,0,0,0,0.0247787,0,0.0259484,0.0725384,0,0,0.0148703,0,0,0.0368963,0.0756433,0.022215,0.0178969,0.0142429,0.0217517,0.0281342,0.0347918,0.040989,0.0440965,0.0254281,0.0145623,0.0166411,0.0287029,0.0288425,0.0234088,0.0166004,0.0107426,0.0382581,0,0.0141842,0.0756798,0.0364026,0,0,0.0206132,0,0,0.0420233,0.0525969,0.0345256,0.0427086,0.0218663,0.0518832,0.037486,0,0.0533926,0.0473555,0.020799,0.0570001,0.0357599,0.0430108,0.0749243,0.0155389,0.0177442,0.00756271,0.0220349,0.0292424,0.0182517,0.0116808,0
57,0.0294382,0,0,0,0,0.0463193,0,0,0,0,0,0,0.0246075,0,0.0260571,0.0725117,0,0,0.014689,0,0,0.0368729,0.0756722,0.0219485,0.0179065,0.0142663,0.0217614,0.0282149,0.0348293,0.0408799,0.0440986,0.0255195,0.0144723,0.0164407,0.0287046,0.0287876,0.0234329,0.0166567,0.0108316,0.0383843,0,0.0142553,0.0757158,0.0365041,0,0,0.020529,0,0,0.042032,0.0525436,0.0343682,0.0428414,0.0219279,0.0520252,0.0374088,0,0.0533409,0.0473913,0.0208012,0.0570231,0.0357018,0.0429803,0.0749499,0.0155148,0.017789,0.00761713,0.0219804,0.0291894,0.0181437,0.011652,0
58,0.0295321,0,0,0,0,0.046235,0,0,0,0,0,0,0.0245744,0,0.0261165,0.0724406,0,0,0.0145133,0,0,0.0369288,0.0756892,0.0218658,0.0179817,0.0142483,0.0217887,0.0282887,0.0348631,0.0408441,0.0440865,0.0256026,0.0144267,0.0161801,0.0286371,0.0287094,0.0234596,0.0167531,0.0109224,0.0384855,0,0.0142806,0.0757872,0.0365959,0,0,0.0204444,0,0,0.0420502,0.0525036,0.0342126,0.0429196,0.0219615,0.052135,0.0374615,0,0.0532084,0.0474266,0.020785,0.0570123,0.0356895,0.042946,0.0749474,0.0154559,0.0177759,0.00764123,0.0219092,0.0291345,0.018065,0.0116394,0
59,0.0295964,0,0,0,0,0.0461598,0,0,0,0,0,0,0.024569,0,0.0261736,0.0723649,0,0,0.0143594,0,0,0.0370886,0.075686,0.0217936,0.0180314,0.0141382,0.0217825,0.0283636,0.0348875,0.040833,0.0440608,0.025605,0.0143247,0.0160278,0.0286037,0.0286623,0.0235341,0.0168204,0.0110398,0.0385538,0,0.0142841,0.0759275,0.036654,0,0,0.0203831,0,0,0.0421492,0.0524762,0.0341021,0.0429073,0.0219892,0.0522418,0.0374192,0,0.053095,0.0474656,0.0207832,0.0569779,0.0357264,0.0429141,0.074932,0.0154517,0.0178126,0.00766762,0.0219777,0.0290576,0.0179972,0.011649,0
60,0.0296613,0,0,0,0,0.0460988,0,0,0,0,0,0,0.0245475,0,0.0262287,0.0723321,0,0,0.0141987,0,0,0.0371257,0.0756643,0.021731,0.0179814,0.0139607,0.021744,0.0284377,0.0349107,0.0408397,0.044024,0.0255299,0.0141972,0.0160128,0.0285748,0.0286232,0.0237043,0.0168706,0.0110928,0.0385225,0,0.0143222,0.0760897,0.0366787,0,0,0.0202935,0,0,0.0421909,0.0523671,0.0340969,0.0427504,0.022019,0.0523338,0.0373083,0,0.0530693,0.0474866,0.020847,0.0569564,0.0357675,0.0428967,0.0749008,0.0154835,0.0178655,0.00773865,0.0221213,0.0289841,0.0179246,0.0116608,0
61,0.0296983,0,0,0,0,0.0460836,0,0,0,0,0,0,0.0244595,0,0.0262759,0.0723597,0,0,0.0140081,0,0,0.0369419,0.0756648,0.0216988,0.0179328,0.0138344,0.021712,0.028539,0.0348994,0.0408444,0.0439667,0.0254342,0.0141475,0.0159622,0.0285248,0.0285977,0.0238979,0.016924,0.011095,0.0384356,0,0.0143476,0.0761563,0.0366536,0,0,0.0201952,0,0,0.0421321,0.0521285,0.0341069,0.0428215,0.0220301,0.0523906,0.0371693,0,0.0530214,0.0474998,0.0209442,0.056937,0.0357804,0.0428623,0.0748787,0.0155337,0.0179378,0.0078181,0.0220056,0.0289038,0.0179081,0.0116753,0
62,0.0297328,0,0,0,0,0.0460332,0,0,0,0,0,0,0.0243293,0,0.0262991,0.072386,0,0,0.0138394,0,0,0.0369546,0.0756812,0.021755,0.017898,0.0137149,0.0217091,0.028617,0.0348812,0.0409383,0.0439302,0.025406,0.0141323,0.0159359,0.0285024,0.0285906,0.0240892,0.0169801,0.0112216,0.038375,0,0.0143675,0.0761323,0.0366014,0,0,0.0201539,0,0,0.042249,0.0520464,0.0340884,0.0430044,0.022037,0.0524479,0.0369698,0,0.0530584,0.0475415,0.0209754,0.0569144,0.0357519,0.0428323,0.0748553,0.0155936,0.0180113,0.00791112,0.0221642,0.0288564,0.0179281,0.0116741,0
63,0.0297446,0,0,0,0,0.0459836,0,0,0,0,0,0,0.0242009,0,0.0263368,0.0723544,0,0,0.0137165,0,0,0.0372209,0.0757077,0.0218834,0.0179341,0.0136119,0.0217334,0.0287075,0.034951,0.0410691,0.0438897,0.0254464,0.0141318,0.0159398,0.0284974,0.0285997,0.0242738,0.0170255,0.0114156,0.0383553,0,0.01437,0.076076,0.0365264,0,0,0.0200988,0,0,0.0423136,0.0520833,0.0340874,0.0431536,0.0220469,0.0525209,0.0368982,0,0.0531716,0.0475973,0.0209747,0.05689,0.0356062,0.0428093,0.0748202,0.0156403,0.0181297,0.00798721,0.0221977,0.0288518,0.0179781,0.0116405,0
64,0.0297409,0,0,0,0,0.0459952,0,0,0,0,0,0,0.024117,0,0.0263517,0.0723276,0,0,0.0136505,0,0,0.0373565,0.0757051,0.0218535,0.0179433,0.0135291,0.0217865,0.0288299,0.0350219,0.0411367,0.0438622,0.0255324,0.0141393,0.0159328,0.028467,0.0286012,0.0244878,0.0170315,0.0113577,0.0383869,0,0.0143768,0.0760151,0.036425,0,0,0.0199988,0,0,0.0422029,0.0521346,0.0341085,0.0432737,0.0220474,0.0525769,0.0369968,0,0.0532253,0.0476663,0.0209561,0.0568515,0.0353706,0.0427456,0.0747695,0.0156557,0.0181702,0.0080148,0.0219916,0.0288032,0.0179954,0.0115979,0
65,0.0297669,0,0,0,0,0.0460275,0,0,0,0,0,0,0.0240375,0,0.0263193,0.0722914,0,0,0.0136504,0,0,0.0373117,0.0756859,0.0218595,0.0179219,0.0134823,0.0218801,0.0289515,0.0350921,0.0411684,0.0438428,0.0256317,0.0141579,0.0159017,0.0284514,0.0286086,0.0246605,0.0169808,0.0114137,0.0383664,0,0.0143548,0.0759623,0.0363424,0,0,0.0199163,0,0,0.0421139,0.0521619,0.0340906,0.0433764,0.0220378,0.0526451,0.0370949,0,0.0532071,0.0477237,0.020939,0.0567835,0.0352586,0.042672,0.0747373,0.0156551,0.0180772,0.00797832,0.0218492,0.0287936,0.0179779,0.01161,0
66,0.0298328,0,0,0,0,0.0460463,0,0,0,0,0,0,0.0239465,0,0.0262923,0.0722813,0,0,0.0135817,0,0,0.0372416,0.0756915,0.0219217,0.0178739,0.013461,0.0220146,0.0290218,0.0351845,0.0411944,0.0438706,0.0257482,0.0141441,0.0158722,0.0284501,0.0286189,0.0248129,0.0169402,0.0115096,0.0383346,0,0.014333,0.075929,0.0362853,0,0,0.0198607,0,0,0.0421327,0.0521642,0.0340058,0.0434793,0.0220171,0.0527685,0.0371615,0,0.0531817,0.0477696,0.0209321,0.0567039,0.0352317,0.0426158,0.074689,0.0156296,0.0178741,0.00793705,0.0218601,0.028764,0.0179686,0.011627,0
67,0.0298987,0,0,0,0,0.0461098,0,0,0,0,0,0,0.0238382,0,0.0263189,0.0722634,0,0,0.0135161,0,0,0.0371965,0.0757214,0.0220396,0.0178359,0.013488,0.0221482,0.0290793,0.035286,0.0411897,0.0439023,0.0258897,0.0141244,0.015789,0.0284582,0.0286328,0.0249604,0.0169167,0.0115681,0.0383302,0,0.0143036,0.0758714,0.0362382,0,0,0.0198141,0,0,0.0421301,0.0521632,0.0338975,0.0435474,0.0219843,0.0529179,0.0372751,0,0.0531813,0.0478164,0.0209291,0.0566674,0.0352526,0.0425741,0.0746331,0.015635,0.0179143,0.00794994,0.0219008,0.0287077,0.0179724,0.0116228,0
68,0.0299376,0,0,0,0,0.0461807,0,0,0,0,0,0,0.023739,0,0.02634,0.0722281,0,0,0.0134684,0,0,0.0371661,0.0757488,0.0221542,0.0178044,0.0135153,0.0222996,0.0291431,0.0353961,0.0411771,0.0439482,0.0259998,0.014072,0.0156894,0.0284371,0.0286213,0.0251013,0.0168754,0.0115535,0.0381899,0,0.0143204,0.0758221,0.0362208,0,0,0.0197127,0,0,0.0420834,0.0521515,0.0340018,0.0435473,0.0219875,0.0530456,0.0372754,0,0.0532265,0.047856,0.0209556,0.0566655,0.0353818,0.0425378,0.0746428,0.0156799,0.0179658,0.00800726,0.0220065,0.0288105,0.017954,0.0115783,0
69,0.0299584,0,0,0,0,0.0462383,0,0,0,0,0,0,0.0236998,0,0.0263192,0.0721937,0,0,0.0134097,0,0,0.0371042,0.0757353,0.0220739,0.0177638,0.0134634,0.0224217,0.0291935,0.0354654,0.0411958,0.0440222,0.0260515,0.0139802,0.0155852,0.0283944,0.028603,0.0251649,0.0168445,0.0114622,0.0380511,0,0.0143019,0.0758224,0.0362092,0,0,0.0196398,0,0,0.0421311,0.0521412,0.0340013,0.0435585,0.0220064,0.0531349,0.0372895,0,0.0532494,0.0479061,0.0210075,0.0566885,0.0355873,0.0425209,0.074666,0.0157334,0.0179619,0.00805177,0.0222027,0.0289328,0.0179016,0.0114973,0
70,0.0299771,0,0,0,0,0.0462817,0,0,0,0,0,0,0.0237169,0,0.0262906,0.0721723,0,0,0.0134869,0,0,0.0371151,0.0757349,0.0219926,0.0177529,0.0134091,0.0224837,0.0291956,0.0355287,0.0412007,0.043989,0.0260726,0.0138784,0.0155137,0.0283548,0.0285969,0.0252097,0.0168746,0.0114498,0.0379755,0,0.014275,0.0758624,0.0361868,0,0,0.0195662,0,0,0.0421021,0.0521218,0.0338179,0.0435791,0.0220073,0.0531909,0.0372991,0,0.0532527,0.0479664,0.0209925,0.0566639,0.0356778,0.0425299,0.0746484,0.0157555,0.0179736,0.00802002,0.0220208,0.0289847,0.0178395,0.0115043,0
71,0.0299991,0,0,0,0,0.0463571,0,0,0,0,0,0,0.0237323,0,0.0262932,0.0721458,0,0,0.0135806,0,0,0.0371767,0.0757494,0.0219543,0.017754,0.0133982,0.0225227,0.02916,0.0355682,0.041204,0.0439511,0.026094,0.013878,0.0154663,0.0283421,0.0285775,0.0252348,0.0169259,0.0115233,0.0378781,0,0.0142864,0.0758939,0.0361461,0,0,0.0195262,0,0,0.042038,0.0521217,0.0336998,0.0435731,0.022013,0.053223,0.0372401,0,0.0533286,0.0480031,0.0209739,0.0566664,0.0356965,0.0425223,0.0746453,0.0157627,0.0180554,0.00801312,0.021836,0.0290084,0.0178101,0.0115416,0
72,0.0300009,0,0,0,0,0.0464638,0,0,0,0,0,0,0.0237335,0,0.0263332,0.0721151,0,0,0.0136731,0,0,0.0372565,0.0757607,0.0220187,0.0177573,0.0134392,0.0225413,0.0291328,0.0356117,0.0412325,0.0439738,0.0260811,0.013975,0.0154456,0.0283642,0.0286105,0.0252427,0.0170147,0.011597,0.0377881,0,0.01429,0.0759188,0.0361096,0,0,0.0194788,0,0,0.0419479,0.0521494,0.0336624,0.0435667,0.0220403,0.0532483,0.0372334,0,0.0533819,0.0480221,0.0209666,0.0566868,0.0357234,0.042484,0.0746664,0.015803,0.0181247,0.0080434,0.0217618,0.0290549,0.0177934,0.0115807,0
73,0.0299921,0,0,0,0,0.0465625,0,0,0,0,0,0,0.0236737,0,0.0263315,0.0720748,0,0,0.0137053,0,0,0.0372842,0.0757715,0.0221996,0.0177677,0.0134535,0.02252,0.0291361,0.0356217,0.0412538,0.044041,0.0260486,0.0140006,0.015451,0.0284139,0.0286536,0.0252668,0.0170969,0.011527,0.0376671,0,0.0143124,0.0759114,0.0360829,0,0,0.0193997,0,0,0.0420497,0.0521764,0.0336775,0.0435429,0.0220863,0.0532521,0.0373014,0,0.053393,0.0480331,0.0210027,0.0566864,0.0357478,0.0424567,0.0746864,0.0158848,0.018209,0.00808194,0.0218563,0.0291041,0.0177534,0.0116048,0
74,0.0299862,0,0,0,0,0.0466525,0,0,0,0,0,0,0.0236186,0,0.0263226,0.0720273,0,0,0.0138189,0,0,0.0372991,0.0757823,0.0222649,0.0177806,0.0134352,0.0225007,0.0291797,0.0355523,0.0412379,0.0441121,0.0260233,0.0139408,0.0154927,0.0284576,0.0286462,0.0253015,0.0171596,0.0113038,0.0375215,0,0.0143976,0.0759337,0.0360385,0,0,0.0193641,0,0,0.0421569,0.0521794,0.0338015,0.043505,0.0221278,0.0532355,0.0373284,0,0.0533567,0.0480607,0.0210229,0.0566751,0.0357889,0.042451,0.0747118,0.0159674,0.018287,0.00819393,0.0219196,0.0291929,0.0176981,0.0116526,0
75,0.0300038,0,0,0,0,0.0467066,0,0,0,0,0,0,0.0236378,0,0.0262941,0.0719876,0,0,0.0138519,0,0,0.0373415,0.0757992,0.0221981,0.0178033,0.0134822,0.0225022,0.0291896,0.0354613,0.0411701,0.0441175,0.0260435,0.0139507,0.0154693,0.028456,0.0285853,0.0253236,0.0172335,0.0111651,0.0374353,0,0.014453,0.0759559,0.0360068,0,0,0.0192881,0,0,0.0421949,0.0521809,0.0338354,0.0435005,0.0221512,0.0532385,0.0373266,0,0.0533319,0.0481024,0.0210684,0.056658,0.0358453,0.0424394,0.0746958,0.0160028,0.0183646,0.00818463,0.0218607,0.0292721,0.0176466,0.0116555,0
76,0.0300199,0,0,0,0,0.0467539,0,0,0,0,0,0,0.0236538,0,0.0262808,0.0719611,0,0,0.0139033,0,0,0.0372931,0.075815,0.0220327,0.0178215,0.0135541,0.0225046,0.0291816,0.035412,0.0411019,0.0440794,0.0260235,0.0139984,0.0153172,0.0284101,0.0285087,0.0253974,0.0173196,0.0112083,0.0373917,0,0.0144465,0.0759762,0.0359898,0,0,0.0192043,0,0,0.0421897,0.0522104,0.0337559,0.0435072,0.0221457,0.0532522,0.03731,0,0.0533321,0.0481378,0.0211178,0.0566495,0.035866,0.0424084,0.0746808,0.016038,0.0184768,0.00820948,0.0218119,0.0293498,0.0175918,0.0117242,0
77,0.0300043,0,0,0,0,0.0467929,0,0,0,0,0,0,0.023652,0,0.026312,0.0719504,0,0,0.013917,0,0,0.037265,0.0758138,0.0219836,0.0178083,0.0135946,0.0225081,0.0291667,0.0354067,0.0410657,0.0440587,0.0260276,0.0140055,0.0152534,0.0283924,0.0284606,0.0254322,0.0173755,0.0112929,0.037383,0,0.0144292,0.075964,0.0359756,0,0,0.0191713,0,0,0.0422628,0.0522455,0.0336109,0.0435051,0.0221295,0.0532615,0.037295,0,0.0533358,0.048157,0.021153,0.056606,0.0358935,0.042383,0.0746636,0.0160936,0.0185731,0.0082695,0.0219598,0.0293996,0.01754,0.0117577,0
