Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
1050,0,0.0249888,0,0,0,0,0.0459712,0,0,0,0,0,0,0.0369543,0,0.0731287,0,0,0.0194397,0,0,0.0385732,0.069778,0.0237666,0.00741348,0.0175393,0.0318717,0.0451266,0.0378658,0.0522606,0.0351228,0.013723,0.0179953,0.0296887,0.0302423,0.00998685,0.0139882,0.0156035,0.0181892,0.0164163,0,0.0179618,0.0621681,0.0339694,0,0,0.0183234,0,0,0.0492733,0.0642673,0.0363611,0.0245314,0.018481,0.0488409,0.040862,0.0321374,0.0659874,0.0665867,0.0252471,0.0365803,0.0401682,0.0706948,0.035865,0.0161809,0.0203619,0.0227287,0.0250208,0.0269057,0.01499,0.0268269,0.05578
1051,0,0.024828,0,0,0,0,0.0458055,0,0,0,0,0,0,0.0361601,0,0.0732031,0,0,0.0195444,0,0,0.0383877,0.0696527,0.0228844,0.00763283,0.0180041,0.0321974,0.0452759,0.038125,0.0523838,0.0351734,0.0133378,0.0177021,0.0292309,0.029608,0.0101935,0.0139937,0.0155673,0.0183015,0.0158082,0,0.0180472,0.0619787,0.0339492,0,0,0.0183696,0,0,0.0492353,0.0644015,0.0363786,0.0246829,0.0188441,0.0493715,0.0409355,0.0321404,0.066074,0.0667934,0.0252411,0.0368148,0.0401843,0.0706127,0.0368473,0.0162986,0.0205482,0.0227832,0.0248303,0.0271589,0.0154726,0.0271664,0.0559067
1052,0,0.0247435,0,0,0,0,0.0455088,0,0,0,0,0,0,0.0413027,0,0.073031,0,0,0.0195887,0,0,0.0381523,0.069555,0.0273407,0.00741054,0.0199926,0.0328357,0.0455819,0.03974,0.052825,0.034908,0.0112332,0.0149723,0.024614,0.0249826,0.00823792,0.0141111,0.0159744,0.0183318,0.0142118,0,0.0181584,0.0615811,0.0337537,0,0,0.0190266,0,0,0.0488528,0.0652673,0.0371355,0.0240368,0.0177507,0.0494215,0.0407686,0.0313523,0.065403,0.0670099,0.0260251,0.0358174,0.0404704,0.071065,0.0408282,0.0164787,0.0213765,0.0226495,0.0244647,0.0276751,0.0149818,0.0285706,0.0559626
1053,0,0.0246405,0,0,0,0,0.0454485,0,0,0,0,0,0,0.0379057,0,0.0730616,0,0,0.0195346,0,0,0.0381394,0.0694422,0.0217761,0.00746433,0.0202059,0.0329501,0.0457237,0.0399636,0.0529947,0.0351552,0.0112575,0.0152678,0.0272393,0.0267057,0.00767812,0.0141861,0.0159022,0.0183101,0.0140038,0,0.0182065,0.0615648,0.0337951,0,0,0.0190254,0,0,0.0488553,0.0653491,0.037273,0.0240065,0.0178122,0.0495334,0.0408119,0.0314219,0.0655221,0.0671379,0.0260887,0.0359048,0.0405866,0.0711723,0.0415911,0.0164348,0.021472,0.0226335,0.024352,0.0278006,0.0166126,0.0286973,0.0560886
1054,0,0.0246215,0,0,0,0,0.045429,0,0,0,0,0,0,0.036617,0,0.0730282,0,0,0.0195168,0,0,0.0381202,0.0693742,0.0198358,0.00746384,0.0202641,0.0330587,0.0458217,0.0401992,0.0532368,0.0353498,0.0112292,0.0155444,0.0281555,0.0273208,0.008583,0.0142058,0.0158427,0.0182788,0.0139034,0,0.0182032,0.0616036,0.033876,0,0,0.0189953,0,0,0.0488569,0.0653675,0.0373841,0.0239174,0.0177518,0.0495422,0.0408316,0.0314993,0.0655961,0.0672921,0.0261029,0.0359668,0.0406547,0.0711892,0.0420837,0.0163854,0.0215886,0.0226147,0.0242821,0.0279049,0.0174924,0.0287808,0.0561737
1055,0,0.024684,0,0,0,0,0.045413,0,0,0,0,0,0,0.0364422,0,0.0729574,0,0,0.0195394,0,0,0.0381192,0.0693297,0.0197748,0.00738243,0.020203,0.0331668,0.0458728,0.0404253,0.0534304,0.0353952,0.0111036,0.0155633,0.0281263,0.0272825,0.00870093,0.0141797,0.0158381,0.0182175,0.0138819,0,0.0182051,0.0617111,0.0339896,0,0,0.0190343,0,0,0.0488556,0.0652954,0.0374193,0.0237882,0.0176193,0.0494935,0.0408251,0.0315915,0.065743,0.0674813,0.0261776,0.0360326,0.0406689,0.0711678,0.0423149,0.0163344,0.0216537,0.0226165,0.0242604,0.0279572,0.0175045,0.0288552,0.0562243
1056,0,0.0247663,0,0,0,0,0.0454018,0,0,0,0,0,0,0.0364032,0,0.0728605,0,0,0.0195836,0,0,0.038147,0.0692951,0.0196773,0.00725718,0.0200842,0.0332124,0.045869,0.0406434,0.0535414,0.0353351,0.0110166,0.015495,0.0280432,0.0271926,0.00870268,0.0141343,0.015856,0.0181515,0.0139048,0,0.0181638,0.0619007,0.0341183,0,0,0.0191314,0,0,0.0488317,0.0651898,0.0373745,0.0236142,0.0174881,0.049424,0.0407778,0.0316877,0.0659192,0.0676336,0.0262507,0.0360345,0.0407039,0.0711883,0.0425032,0.0162875,0.0216561,0.0226101,0.024258,0.0279844,0.017532,0.0288217,0.0562386
1057,0,0.0248677,0,0,0,0,0.04539,0,0,0,0,0,0,0.0364659,0,0.072754,0,0,0.0196261,0,0,0.0381449,0.0692891,0.0195442,0.00713496,0.0198863,0.0332457,0.045825,0.0409134,0.0536202,0.0352177,0.010925,0.0153062,0.0279694,0.0270662,0.00860766,0.014072,0.0158034,0.0181047,0.0138809,0,0.0180808,0.0621045,0.0342518,0,0,0.0192594,0,0,0.0488043,0.0650892,0.0373358,0.0234533,0.0174284,0.049345,0.0406679,0.0317703,0.0660407,0.0677537,0.0263185,0.0360089,0.0407057,0.0712345,0.0426637,0.0162902,0.0216824,0.0225582,0.0242572,0.0280123,0.0175337,0.0287193,0.0562811
1058,0,0.0249964,0,0,0,0,0.0453428,0,0,0,0,0,0,0.036609,0,0.0726604,0,0,0.019667,0,0,0.0381425,0.0692603,0.0194866,0.00703895,0.0195861,0.0333144,0.0457456,0.041232,0.0537039,0.0350727,0.0108305,0.0150497,0.0279261,0.027067,0.00861474,0.0140128,0.0157488,0.0180416,0.0138614,0,0.017983,0.0622967,0.0343739,0,0,0.0192988,0,0,0.0487679,0.065028,0.0373138,0.0233045,0.017423,0.0492463,0.040544,0.031826,0.0662163,0.0678558,0.0263288,0.0360441,0.0407638,0.0713062,0.0427856,0.0163337,0.021727,0.022509,0.0242314,0.027982,0.01749,0.0286824,0.056306
1059,0,0.025127,0,0,0,0,0.0452878,0,0,0,0,0,0,0.0367265,0,0.0725913,0,0,0.0197033,0,0,0.0381555,0.069179,0.019433,0.00691909,0.0192714,0.0333871,0.0456484,0.0414465,0.0538071,0.0349273,0.0107426,0.0147886,0.0278563,0.0270313,0.00868327,0.0139621,0.0157599,0.0179668,0.0138602,0,0.0179214,0.0624794,0.0345,0,0,0.019264,0,0,0.0487687,0.0649387,0.0373442,0.0231777,0.0174205,0.049123,0.0404303,0.0318895,0.0664154,0.0679379,0.0263368,0.0361341,0.0408493,0.0713969,0.0428548,0.016346,0.0217555,0.0224836,0.0242254,0.0278608,0.0174657,0.0286278,0.0563511
1060,0,0.0252481,0,0,0,0,0.0452149,0,0,0,0,0,0,0.0367795,0,0.0725495,0,0,0.0197325,0,0,0.0381764,0.0690621,0.0193648,0.00678432,0.0189751,0.0334664,0.0455303,0.0414769,0.0539804,0.0348728,0.0106487,0.0145756,0.0277661,0.0269662,0.00848218,0.0138908,0.0158289,0.0178597,0.0138909,0,0.0178926,0.0626387,0.0346225,0,0,0.0191539,0,0,0.0487374,0.0648226,0.0374227,0.0230261,0.0174274,0.0490355,0.0402893,0.0320008,0.0663662,0.0679706,0.0263586,0.0362389,0.0409108,0.0714299,0.0428464,0.0163465,0.0216858,0.0225194,0.0242184,0.0277379,0.0175097,0.0286653,0.0563927
1061,0,0.0253665,0,0,0,0,0.0451335,0,0,0,0,0,0,0.0368408,0,0.0725516,0,0,0.0197449,0,0,0.0381618,0.0689179,0.0193089,0.00669763,0.0186277,0.0335031,0.0454171,0.041517,0.0542022,0.0349476,0.0105457,0.0143527,0.0277115,0.026943,0.00830218,0.0138258,0.0158445,0.0177645,0.013939,0,0.0179167,0.0627445,0.0347319,0,0,0.019054,0,0,0.0486827,0.0647152,0.0374484,0.0228728,0.0174184,0.0489453,0.0401515,0.0321362,0.0663615,0.0679413,0.0262458,0.0363306,0.0408744,0.0714644,0.0428672,0.0163506,0.0216856,0.0225059,0.0242104,0.027664,0.0175585,0.0287498,0.0564629
1062,0,0.0254936,0,0,0,0,0.0450794,0,0,0,0,0,0,0.0369011,0,0.0725581,0,0,0.019706,0,0,0.0381546,0.0687629,0.0192585,0.00661847,0.0182922,0.0335117,0.0453348,0.0417209,0.0544457,0.0350504,0.0104635,0.0141244,0.0277351,0.0269626,0.00822309,0.0137832,0.0158501,0.0177002,0.0139758,0,0.0179179,0.0628533,0.0348438,0,0,0.0189511,0,0,0.0486319,0.0646292,0.037425,0.02275,0.0173717,0.0488147,0.0400276,0.0322577,0.0664456,0.0679041,0.0260828,0.0363861,0.0408582,0.0714921,0.0428569,0.0163559,0.0216953,0.0224748,0.0242005,0.0276004,0.0176043,0.0287846,0.0565038
1063,0,0.0256324,0,0,0,0,0.0450339,0,0,0,0,0,0,0.0368546,0,0.0725437,0,0,0.0196269,0,0,0.0381103,0.0686042,0.0191767,0.00648281,0.0180023,0.0335199,0.0452747,0.0419291,0.0547311,0.0350974,0.0103963,0.0139641,0.0277387,0.0269911,0.00824152,0.013778,0.0158021,0.017685,0.014007,0,0.0178343,0.0630126,0.0349405,0,0,0.0188315,0,0,0.0485971,0.0645399,0.0373176,0.0226519,0.0172966,0.0486665,0.0399098,0.0323661,0.0665703,0.0678803,0.0260649,0.0364013,0.0408824,0.0715325,0.0427594,0.0163826,0.0216937,0.0224623,0.0241839,0.0274983,0.0176898,0.0289583,0.0564594
1064,0,0.0257728,0,0,0,0,0.0450136,0,0,0,0,0,0,0.0366972,0,0.0724912,0,0,0.0195637,0,0,0.0380646,0.0684275,0.0191384,0.00630492,0.01774,0.0335403,0.04526,0.042233,0.0550269,0.035111,0.0103482,0.0138136,0.0277443,0.0270507,0.00831687,0.0138103,0.0157699,0.0176975,0.0141221,0,0.0176494,0.0632122,0.0350269,0,0,0.0186996,0,0,0.0485914,0.0644278,0.0370607,0.022578,0.0172393,0.0485236,0.0398182,0.0325238,0.0667062,0.0678675,0.0260295,0.0363998,0.0408977,0.0715341,0.04257,0.0164045,0.0216622,0.0224349,0.0241895,0.0273533,0.0177938,0.0290212,0.0563425
1065,0,0.0259179,0,0,0,0,0.0450004,0,0,0,0,0,0,0.036323,0,0.0724079,0,0,0.0195468,0,0,0.0380427,0.0682661,0.019175,0.00610925,0.0175435,0.0335983,0.0453079,0.0425106,0.0553188,0.0351204,0.0103412,0.0136932,0.0278151,0.027113,0.00850666,0.0138652,0.015754,0.0177206,0.0142245,0,0.0175173,0.0634371,0.0351188,0,0,0.0186031,0,0,0.0485864,0.064233,0.0368795,0.02254,0.017158,0.0483887,0.0397484,0.0326814,0.06684,0.0678827,0.0260147,0.0363733,0.0408686,0.0715163,0.0424205,0.0164159,0.0216616,0.0224188,0.0242281,0.0272105,0.0179253,0.0290132,0.0562308
1066,0,0.0260435,0,0,0,0,0.0450192,0,0,0,0,0,0,0.0359777,0,0.0723293,0,0,0.0195777,0,0,0.0380506,0.068087,0.0192451,0.00599443,0.0173014,0.0336755,0.0453616,0.0428916,0.0556302,0.0350971,0.0103492,0.0136541,0.0279345,0.0272118,0.00878194,0.0138884,0.0157706,0.0177434,0.0143542,0,0.0174255,0.0636562,0.0351623,0,0,0.0185267,0,0,0.048542,0.0639197,0.0366992,0.0225345,0.0170677,0.0483024,0.0396769,0.0328211,0.066961,0.0679063,0.0259856,0.0363798,0.0408585,0.0715177,0.0423641,0.0164283,0.0216885,0.0224628,0.0243066,0.027101,0.0180958,0.0291342,0.0562542
1067,0,0.026153,0,0,0,0,0.0450731,0,0,0,0,0,0,0.0355808,0,0.0722436,0,0,0.0196182,0,0,0.0380782,0.0679357,0.0193687,0.00586186,0.0170594,0.0337097,0.0454063,0.0432112,0.055965,0.0350756,0.01033,0.0136686,0.0280722,0.0273317,0.00927227,0.0138895,0.0157873,0.0177964,0.014504,0,0.017311,0.0638734,0.0351537,0,0,0.0184736,0,0,0.048486,0.063464,0.0364832,0.0225258,0.0169999,0.0482148,0.0395881,0.0329265,0.0670622,0.0679252,0.0259345,0.0364141,0.0408653,0.071539,0.0424104,0.0164471,0.0216661,0.0224474,0.0243753,0.0270375,0.0183306,0.0292624,0.0562022
1068,0,0.0262774,0,0,0,0,0.0451338,0,0,0,0,0,0,0.0349505,0,0.0721216,0,0,0.0196616,0,0,0.0380836,0.0677881,0.0195214,0.00563297,0.0168796,0.0337162,0.0454223,0.0435018,0.0562851,0.0351042,0.0103376,0.0136248,0.0281945,0.027469,0.00999711,0.0138925,0.0157617,0.0178964,0.0146596,0,0.0171768,0.0641192,0.035121,0,0,0.018393,0,0,0.0484643,0.0631745,0.0363241,0.022536,0.016899,0.0481103,0.0394966,0.0330203,0.0671559,0.0679374,0.025903,0.0364376,0.040854,0.0715488,0.0424139,0.0164941,0.0215376,0.0224145,0.0244469,0.0269455,0.018606,0.0292754,0.0562134
1069,0,0.0264096,0,0,0,0,0.0451905,0,0,0,0,0,0,0.0342675,0,0.0719841,0,0,0.0197231,0,0,0.0380775,0.0676388,0.0196957,0.00535267,0.0167117,0.0337183,0.0453834,0.0439606,0.0566269,0.0351567,0.0103699,0.0136416,0.0284395,0.027681,0.010759,0.0138944,0.0157311,0.0179797,0.014767,0,0.0170711,0.0643834,0.035086,0,0,0.0182756,0,0,0.0484539,0.0629574,0.0362034,0.0225589,0.0167387,0.0479792,0.0393934,0.0331159,0.0672237,0.0679424,0.0258747,0.0364369,0.0408674,0.0715537,0.0420328,0.0165578,0.0213538,0.0223775,0.0245145,0.0267985,0.0188792,0.0291949,0.0562314
1070,0,0.0264944,0,0,0,0,0.045247,0,0,0,0,0,0,0.0333993,0,0.0718267,0,0,0.0198186,0,0,0.0380991,0.0675174,0.019927,0.00509034,0.0165793,0.0336757,0.0453039,0.0444436,0.0570193,0.0351598,0.010463,0.0136364,0.0287056,0.0278815,0.0118358,0.0138539,0.0157499,0.0180094,0.0148608,0,0.017009,0.0646624,0.0350546,0,0,0.0181378,0,0,0.0484385,0.0627501,0.0361159,0.022578,0.0165613,0.0478183,0.0393067,0.0332207,0.0672734,0.067959,0.0258508,0.0364322,0.0409531,0.0715552,0.0415284,0.0166769,0.0213305,0.0223511,0.024569,0.0266358,0.0191885,0.0292101,0.0562303
1071,0,0.0265214,0,0,0,0,0.0453169,0,0,0,0,0,0,0.0323619,0,0.0716505,0,0,0.0199296,0,0,0.0381531,0.0673998,0.0201921,0.00487245,0.0164476,0.0335879,0.0451897,0.0449529,0.0574406,0.0351181,0.0106041,0.0136682,0.0289529,0.0280895,0.0132176,0.0137482,0.0158457,0.0180115,0.014986,0,0.0169252,0.0649509,0.0350228,0,0,0.0179942,0,0,0.0484154,0.0625537,0.0359975,0.0226272,0.0163974,0.0476475,0.0391713,0.0333348,0.0673433,0.068004,0.0257664,0.0364173,0.0409529,0.0715456,0.0410357,0.0168245,0.0214862,0.0223191,0.0246252,0.0265594,0.0195643,0.029331,0.0562155
1072,0,0.0265145,0,0,0,0,0.0453682,0,0,0,0,0,0,0.031314,0,0.0714951,0,0,0.0200408,0,0,0.0382072,0.0672616,0.0205211,0.00469665,0.0162673,0.0334668,0.0450194,0.0454953,0.0578339,0.0351596,0.010711,0.0138605,0.0292189,0.0283711,0.0147095,0.0135896,0.0160189,0.0179682,0.0151135,0,0.016787,0.0652203,0.0349598,0,0,0.017887,0,0,0.0484203,0.062353,0.0358387,0.0226784,0.0162498,0.0474535,0.0389611,0.0334152,0.0674006,0.0680619,0.0256566,0.0364131,0.0408639,0.0715278,0.040713,0.0169628,0.0216258,0.022281,0.0246894,0.0265553,0.0199714,0.0294763,0.0562374
1073,0,0.0264849,0,0,0,0,0.0453838,0,0,0,0,0,0,0.0301602,0,0.0713159,0,0,0.0201417,0,0,0.0382248,0.0671381,0.02086,0.00450198,0.0160628,0.033329,0.0447844,0.0460688,0.0582055,0.0352624,0.0108392,0.0140468,0.0295346,0.0286977,0.0163766,0.0134361,0.0162064,0.0178847,0.0152076,0,0.0166133,0.065492,0.0349025,0,0,0.0178374,0,0,0.0484173,0.0621499,0.0356376,0.0227508,0.016129,0.0472688,0.0387134,0.0334985,0.0674925,0.0681025,0.0256669,0.0364421,0.040872,0.0716436,0.0404712,0.0171074,0.0217982,0.0222153,0.0247133,0.0265643,0.0203844,0.0296642,0.0562807
1074,0,0.026417,0,0,0,0,0.0453527,0,0,0,0,0,0,0.0288993,0,0.071123,0,0,0.0202005,0,0,0.038215,0.0670473,0.0211295,0.00426542,0.0158831,0.0331553,0.0445326,0.0465799,0.0585783,0.0353644,0.010995,0.0141131,0.0298262,0.0290043,0.018302,0.0132898,0.0163193,0.0178134,0.0153515,0,0.0165254,0.0657795,0.034907,0,0,0.0176959,0,0,0.0483632,0.0619646,0.0354887,0.0228415,0.0160451,0.0470916,0.0384584,0.0336155,0.067598,0.068116,0.0256721,0.0364878,0.0409769,0.0717592,0.0402728,0.0172496,0.0220049,0.022157,0.024686,0.0265997,0.020783,0.0298729,0.0563572
1075,0,0.0263242,0,0,0,0,0.0452781,0,0,0,0,0,0,0.0276607,0,0.0709284,0,0,0.0201884,0,0,0.0381965,0.0669836,0.0212852,0.00400211,0.0157381,0.0329259,0.0442572,0.047052,0.0589378,0.0354667,0.0111217,0.0141268,0.0300802,0.0293034,0.0204162,0.0131794,0.0164318,0.0177099,0.0154843,0,0.0164524,0.0660996,0.0349176,0,0,0.017594,0,0,0.0483077,0.0617139,0.0353172,0.0229623,0.0159938,0.0469096,0.0381963,0.0337358,0.0677231,0.0681452,0.025745,0.0365428,0.0411045,0.0718454,0.0401223,0.0173739,0.0221283,0.0220807,0.0246196,0.0266573,0.0211688,0.0300464,0.0564397
1076,0,0.0262055,0,0,0,0,0.0452091,0,0,0,0,0,0,0.0265332,0,0.0707122,0,0,0.020139,0,0,0.0381869,0.0669164,0.0215773,0.00372266,0.0156495,0.0326802,0.0440046,0.0475436,0.0592931,0.0355453,0.0112339,0.0142815,0.0303254,0.0296916,0.0225597,0.0131052,0.0165602,0.0176151,0.0156124,0,0.0163621,0.0664316,0.0349067,0,0,0.0175503,0,0,0.0482654,0.0614197,0.0350767,0.0231095,0.0159578,0.0467245,0.0379188,0.0338382,0.0678557,0.0681699,0.0257649,0.0366055,0.0411504,0.0719256,0.0400309,0.0174436,0.0222108,0.0220244,0.0245495,0.0267506,0.0215931,0.0302584,0.0564854
1077,0,0.0260939,0,0,0,0,0.0451615,0,0,0,0,0,0,0.0254372,0,0.0705184,0,0,0.0200461,0,0,0.0382059,0.0668646,0.0219565,0.00345262,0.0156319,0.0323849,0.0438161,0.0480376,0.0596729,0.0356189,0.0113871,0.0144265,0.0305816,0.0300737,0.0249221,0.0130479,0.0167458,0.0175148,0.015711,0,0.0162857,0.0667095,0.0348915,0,0,0.0175232,0,0,0.0482103,0.0611516,0.0347814,0.0232544,0.0159522,0.0465809,0.0376828,0.0339353,0.0679601,0.0681521,0.0256555,0.0366219,0.04114,0.072022,0.0399804,0.017479,0.0223369,0.0220013,0.0244913,0.0268428,0.0220012,0.0304874,0.0565186
1078,0,0.0259883,0,0,0,0,0.0451363,0,0,0,0,0,0,0.0243424,0,0.070326,0,0,0.0199888,0,0,0.0382337,0.0667831,0.0223502,0.00324535,0.0156401,0.0321139,0.0436811,0.048588,0.0600374,0.0356943,0.0115683,0.0145253,0.0308921,0.0304143,0.0274643,0.0130191,0.016949,0.0174083,0.0157809,0,0.0162183,0.0669483,0.0348843,0,0,0.0175426,0,0,0.0481634,0.0609249,0.034509,0.0234044,0.0159432,0.046476,0.037509,0.0340435,0.068055,0.0680941,0.0254672,0.036629,0.0411603,0.0721064,0.0399498,0.017484,0.0225355,0.0219869,0.0244616,0.0269071,0.0223589,0.0306821,0.056567
1079,0,0.0258927,0,0,0,0,0.0451379,0,0,0,0,0,0,0.0233765,0,0.0701051,0,0,0.0199636,0,0,0.0382703,0.0666768,0.0226957,0.00305291,0.0156575,0.0318663,0.0435922,0.0491235,0.0603863,0.0357742,0.011777,0.0147445,0.0312651,0.0308368,0.0298836,0.0130059,0.0171394,0.0173283,0.0157896,0,0.0162514,0.0672234,0.0348534,0,0,0.0176369,0,0,0.0481592,0.0607054,0.0343842,0.0235367,0.015948,0.0463857,0.0373589,0.0341748,0.0681696,0.068018,0.0253837,0.0366421,0.0412004,0.0721989,0.0399297,0.017457,0.0227238,0.0219497,0.0244333,0.0269643,0.0226615,0.0309234,0.0566146
1080,0,0.0257956,0,0,0,0,0.0451317,0,0,0,0,0,0,0.0225545,0,0.0699205,0,0,0.0199253,0,0,0.0382807,0.0665682,0.0231907,0.00282667,0.0156729,0.0315713,0.0435361,0.0496056,0.0607221,0.0358641,0.0120376,0.0150036,0.0316515,0.0312951,0.0322302,0.0130062,0.0172529,0.0172972,0.0157218,0,0.0163358,0.0674752,0.0348233,0,0,0.0177611,0,0,0.0482026,0.0604863,0.0344075,0.0236872,0.0159752,0.0463032,0.0372487,0.0343336,0.0683034,0.0679545,0.0252971,0.0366715,0.0413868,0.0723196,0.0399167,0.0174288,0.0229415,0.0218623,0.0244048,0.0270476,0.0229107,0.0311857,0.056605
1081,0,0.0256875,0,0,0,0,0.0451412,0,0,0,0,0,0,0.0218966,0,0.0697213,0,0,0.0198912,0,0,0.0382841,0.0664299,0.0236283,0.00262533,0.0157551,0.0313295,0.0434855,0.0501633,0.0610465,0.0359446,0.0123331,0.0153471,0.03203,0.0317712,0.0345373,0.0130223,0.0173371,0.0172607,0.0157697,0,0.016223,0.0677018,0.0348021,0,0,0.0179226,0,0,0.0481943,0.0602811,0.0341967,0.0238189,0.0159841,0.0462567,0.037139,0.0344784,0.0684496,0.0679111,0.0251393,0.0367078,0.0416009,0.0723793,0.0399633,0.0174059,0.0231001,0.0218548,0.0243995,0.0271314,0.0231544,0.031445,0.0566177
1082,0,0.0255924,0,0,0,0,0.045147,0,0,0,0,0,0,0.0213499,0,0.0695081,0,0,0.0198436,0,0,0.0382772,0.0663174,0.0242321,0.00242883,0.0158181,0.0311073,0.0434546,0.0506588,0.0613289,0.0360132,0.0126269,0.0156459,0.0323835,0.0321611,0.0367108,0.0130236,0.0174069,0.0172341,0.0157835,0,0.0161363,0.0678849,0.034781,0,0,0.0180997,0,0,0.0481388,0.0600864,0.0339616,0.0239337,0.0160271,0.046221,0.0370681,0.0346458,0.0686028,0.0678133,0.0249111,0.0367779,0.0415984,0.0724491,0.0401556,0.0173846,0.0231843,0.0218616,0.0244036,0.027201,0.0234076,0.0316863,0.0566437
1083,0,0.0255102,0,0,0,0,0.0451641,0,0,0,0,0,0,0.0209647,0,0.0692988,0,0,0.0197789,0,0,0.0382538,0.0662383,0.0247727,0.00228289,0.0159506,0.0307445,0.0434477,0.0511278,0.0615533,0.0360399,0.0129008,0.0159146,0.0326934,0.0325654,0.0387381,0.0130524,0.017433,0.0172179,0.0157864,0,0.0160801,0.0680513,0.0347505,0,0,0.0182324,0,0,0.0480888,0.0598805,0.0337667,0.0240233,0.0160469,0.0461895,0.0370207,0.0347838,0.0687123,0.0677008,0.024815,0.036845,0.0414119,0.0725515,0.0403906,0.0173411,0.023256,0.0218766,0.0243908,0.0272395,0.0236542,0.0318789,0.056669
1084,0,0.025438,0,0,0,0,0.045207,0,0,0,0,0,0,0.0207841,0,0.0691238,0,0,0.0197188,0,0,0.0382283,0.066162,0.0249464,0.00218628,0.016067,0.0303297,0.0434376,0.051574,0.061703,0.0360306,0.0131525,0.0161999,0.0329181,0.0330065,0.0408156,0.0130789,0.0174185,0.0172295,0.0158227,0,0.0160309,0.0682033,0.0347428,0,0,0.0184567,0,0,0.0480575,0.0596956,0.0336111,0.0241032,0.0160056,0.0461712,0.0370004,0.0348862,0.0688327,0.067656,0.0247516,0.0369384,0.041318,0.0726291,0.0405322,0.0172506,0.0233427,0.0218713,0.0243937,0.027245,0.0237584,0.0320612,0.0567168
1085,0,0.025419,0,0,0,0,0.0452817,0,0,0,0,0,0,0.0207169,0,0.0689962,0,0,0.019673,0,0,0.0382337,0.0660444,0.0252254,0.00208923,0.0162315,0.0302811,0.0434188,0.0519427,0.0618699,0.0359934,0.0133759,0.0165291,0.0330972,0.0334037,0.0427735,0.0130907,0.0174684,0.0172444,0.0158197,0,0.016053,0.0683372,0.0347656,0,0,0.0188017,0,0,0.0480361,0.0594765,0.0336097,0.0242104,0.0159538,0.0461657,0.037018,0.0350221,0.0689461,0.0676071,0.0245766,0.03702,0.0412781,0.0727279,0.0405944,0.0171328,0.0233683,0.0218529,0.0244267,0.0271979,0.0238722,0.0322658,0.0567597
1086,0,0.0254497,0,0,0,0,0.045318,0,0,0,0,0,0,0.0207887,0,0.0688812,0,0,0.0196382,0,0,0.0382625,0.0659714,0.0254057,0.00198521,0.0163108,0.0301572,0.0433927,0.0522186,0.0620066,0.0359719,0.0135711,0.0167759,0.0332758,0.0337671,0.0443741,0.0130995,0.0175586,0.017244,0.0158014,0,0.0161184,0.0684434,0.0347671,0,0,0.019144,0,0,0.0480838,0.059217,0.0337102,0.0243168,0.0159456,0.0461783,0.0370428,0.0351581,0.0690819,0.0675256,0.0244077,0.0371149,0.0413637,0.0728516,0.0405468,0.0170007,0.0234963,0.0217991,0.0244749,0.0271617,0.0239482,0.0324556,0.0568233
1087,0,0.0254802,0,0,0,0,0.0453337,0,0,0,0,0,0,0.020815,0,0.0687388,0,0,0.0196155,0,0,0.0382956,0.065941,0.0256644,0.00191749,0.0163067,0.0297965,0.043385,0.0524028,0.0621214,0.0359737,0.0137825,0.0169636,0.0333839,0.0340862,0.0455809,0.0131068,0.0176182,0.0172576,0.0158253,0,0.0160416,0.0685586,0.0347666,0,0,0.0194596,0,0,0.0481179,0.0590611,0.0336169,0.0243959,0.0159251,0.0461959,0.0370276,0.0352571,0.0692542,0.0674291,0.0243701,0.0371778,0.0413445,0.0729808,0.0404173,0.0168586,0.0237581,0.0217722,0.0245193,0.0271363,0.0239817,0.0326006,0.0568942
1088,0,0.0254673,0,0,0,0,0.0453454,0,0,0,0,0,0,0.0208363,0,0.0685989,0,0,0.0196166,0,0,0.038284,0.0659348,0.0259332,0.00190171,0.016267,0.0293125,0.043374,0.0525834,0.0622157,0.0359979,0.0139844,0.0170647,0.0335368,0.0343585,0.0464631,0.013112,0.0176035,0.0173103,0.0158575,0,0.0158886,0.0686445,0.0347773,0,0,0.019729,0,0,0.0481416,0.0589184,0.0334074,0.0244788,0.0158284,0.0461973,0.0369936,0.0353235,0.069274,0.0674165,0.0243274,0.0372269,0.041382,0.073103,0.0402298,0.0167108,0.0240801,0.0217428,0.024554,0.0271228,0.0239473,0.0326815,0.0569378
