Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
250,0.02426,0,0,0,0,0.0454744,0,0,0,0,0,0,0.0262756,0,0.0205272,0.0668388,0,0,0.0221656,0,0,0.0424086,0.0700927,0.0206388,0.0116912,0.0143411,0.030743,0.0366217,0.0354955,0.0465585,0.0544139,0.0355012,0.0106529,0.0126763,0.0303988,0.0311011,0.0230667,0.009458,0.0204618,0.0427639,0,0.0116009,0.0679023,0.0292876,0,0,0.017703,0,0,0.0430873,0.056579,0.0324417,0.0312266,0.0143653,0.0518652,0.0355785,0.0315966,0.0601156,0.0592472,0.0222665,0.0586227,0.0351329,0.0443946,0.076546,0.0147324,0.0202516,0.0253306,0,0.0238608,0.0278349,0.0325418
251,0.0240818,0,0,0,0,0.0448597,0,0,0,0,0,0,0.0257694,0,0.0203908,0.0665468,0,0,0.0225977,0,0,0.0426035,0.0696306,0.0209258,0.011387,0.0143699,0.0314064,0.037434,0.0354958,0.0472961,0.055562,0.0358096,0.01097,0.0131585,0.0307805,0.0315261,0.0235268,0.00988021,0.0204264,0.041953,0,0.0118374,0.068038,0.0298594,0,0,0.0177422,0,0,0.0470841,0.0564637,0.0325448,0.0312,0.0141289,0.0520523,0.0351858,0.0319305,0.0603464,0.0593614,0.0222435,0.058478,0.0349034,0.0439229,0.0763547,0.0146964,0.0179992,0.0254587,0.0190627,0.0232951,0.0278041,0.0328546
252,0.0236432,0,0,0,0,0.0433756,0,0,0,0,0,0,0.0257326,0,0.0204734,0.0665263,0,0,0.0189888,0,0,0.0274085,0.0694636,0.021289,0.0114335,0.0139506,0.03154,0.0368412,0.0351648,0.0476235,0.0561736,0.0356097,0.011258,0.0134772,0.0310348,0.0317248,0.0237009,0.0127991,0.0219042,0.0415391,0,0.012007,0.0683985,0.0305744,0,0,0.0180731,0,0,0.0433753,0.0562616,0.0324878,0.0311441,0.0140253,0.0520444,0.0351884,0.0318817,0.0603746,0.0594829,0.0223773,0.0583242,0.0349151,0.0436617,0.0762519,0.0147358,0.019638,0.025465,0,0.0218548,0.027995,0
253,0.0238782,0,0,0,0,0.0443716,0,0,0,0,0,0,0.025527,0,0.0205418,0.0663183,0,0,0.0226575,0,0,0.0426485,0.069184,0.0215283,0.0111681,0.0137884,0.0318551,0.0391206,0.0348632,0.0476815,0.0566453,0.0351118,0.0114582,0.0137541,0.0309549,0.0317846,0.0240989,0.0110233,0.0202312,0.0412597,0,0.012225,0.0688858,0.0295167,0,0,0.0180501,0,0,0.0436377,0.0559465,0.0325419,0.0312115,0.0139594,0.0521882,0.0350556,0.0317871,0.0604021,0.0595654,0.0225336,0.0580874,0.0349233,0.0433904,0.0761123,0.014726,0.0202953,0.0256684,0,0.0226293,0.0282399,0.0327283
254,0.0234835,0,0,0,0,0.0434447,0,0,0,0,0,0,0.0254995,0,0.0205383,0.0659515,0,0,0.0189293,0,0,0.0275764,0.0690575,0.0216452,0.0110454,0.0135568,0.0319942,0.03814,0.0344802,0.0473494,0.0566351,0.034285,0.0115346,0.0137741,0.0307162,0.0317545,0.0242634,0.0132437,0.0218338,0.0411563,0,0.0124064,0.0691758,0.0304842,0,0,0.0179897,0,0,0.0436653,0.0557633,0.032627,0.031233,0.0140028,0.052253,0.0347879,0.0315468,0.0602923,0.0595761,0.0226518,0.0580088,0.0349351,0.0432852,0.0760725,0.0146552,0.0201971,0.025684,0,0.021765,0.0281374,0
255,0.0230285,0,0,0,0,0.043572,0,0,0,0,0,0,0.025311,0,0.0206626,0.065497,0,0,0.0196231,0,0,0.0277859,0.0689988,0.0217453,0.0101442,0.0130713,0.0325855,0.0394815,0.0339091,0.0468731,0.0562194,0.033066,0.0116051,0.0137468,0.0306729,0.031749,0.0246108,0.0135683,0.022016,0.0384777,0,0.0128189,0.0684919,0.0299394,0,0,0.0179013,0,0,0.0436027,0.0576946,0.0292553,0.0285886,0.0165561,0.0513215,0.0348553,0.0305418,0.0577333,0.0572663,0.0224945,0.0605364,0.036213,0,0.0789845,0.0149059,0.0203022,0.0256843,0,0.0216671,0.0287466,0
256,0.0241594,0,0,0,0,0.044254,0,0,0,0,0,0,0.0249896,0,0.0205533,0.066055,0,0,0.0179942,0,0,0.0273806,0.0687029,0.021831,0.0110896,0.0132261,0.0319363,0.0380054,0.0343877,0.047315,0.0565109,0.0327401,0.011333,0.0136059,0.0308924,0.0317737,0.0251793,0.0130904,0.0216047,0.0418839,0,0.0128313,0.0707079,0.030732,0,0,0.0177623,0,0,0.0433316,0.0537844,0.0329165,0.033533,0.0141613,0.0533439,0.0352506,0,0.0618057,0.0584287,0.0205036,0.057038,0.0340116,0.0425368,0.0757402,0.0153023,0.0207426,0.0255893,0,0.0227598,0.0270795,0
257,0.0236859,0,0,0,0,0.0445763,0,0,0,0,0,0,0.0251791,0,0.0206657,0.0658181,0,0,0.0185307,0,0,0.0275096,0.0688676,0.0217062,0.0105928,0.0128174,0.0322989,0.039056,0.0338248,0.0469925,0.0562309,0.0322959,0.0114455,0.0135466,0.0308757,0.0317571,0.0252094,0.0133585,0.0217314,0.0412406,0,0.0128474,0.0699811,0.0301559,0,0,0.0177688,0,0,0.0431613,0.0553598,0.032869,0.0312263,0.0140142,0.0519996,0.0354514,0.0314375,0.0602129,0.0594363,0.0226941,0.057521,0.0345049,0.0432885,0.0761774,0.0146763,0.0210035,0.0255497,0,0.0228443,0.027582,0
258,0.0237016,0,0,0,0,0.044925,0,0,0,0,0,0,0.0248924,0,0.020611,0.0658703,0,0,0.0183179,0,0,0.0274146,0.0688745,0.0216362,0.0103559,0.0125924,0.0322464,0.0391922,0.0338078,0.0469558,0.0562966,0.0322093,0.0117519,0.0137887,0.0310313,0.0319547,0.025982,0.0135153,0.0216665,0.0416728,0,0.0129088,0.0700908,0.0300327,0,0,0.0176396,0,0,0.0430115,0.0552833,0.0330029,0.0310391,0.0139717,0.0515651,0.0356588,0.0313503,0.0602553,0.0594025,0.0227322,0.0573622,0.0343972,0.0433098,0.076193,0.0148071,0.0212748,0.0255037,0,0.0231943,0.027417,0
259,0.0242131,0,0,0,0,0.045401,0,0,0,0,0,0,0.0244944,0,0.0205916,0.0661273,0,0,0.0171295,0,0,0.0272754,0.0688485,0.0218075,0.0105801,0.012561,0.031806,0.0382008,0.0342729,0.047182,0.0566436,0.0324005,0.0120027,0.0142056,0.0313869,0.03226,0.0270103,0.0133592,0.0214518,0.0426995,0,0.0131579,0.0712209,0.0303351,0,0,0.017382,0,0,0.0428449,0.0534718,0.032979,0.0331494,0.0141474,0.052241,0.0360134,0,0.0618472,0.0583506,0.020637,0.0565057,0.0336044,0.0425433,0.0758232,0.01553,0.0214473,0.0253982,0,0.0238956,0.0265601,0
260,0.0245377,0,0,0,0,0.0466265,0,0,0,0,0,0,0.0243383,0,0.0208303,0.0662151,0,0,0.0206298,0,0,0.0412857,0.0689888,0.0221297,0.0104441,0.0125145,0.0317158,0.0392125,0.0344444,0.0472055,0.0568035,0.0327403,0.0121969,0.0144879,0.0315234,0.032474,0.0277497,0.0122014,0.0179486,0.0429554,0,0.0133474,0.0713116,0.0293042,0,0,0.0171954,0,0,0.0426611,0.053268,0.0329188,0.0330154,0.0140564,0.0518827,0.0366282,0,0.0619389,0.0583553,0.020621,0.0564368,0.0335298,0.0424264,0.0757971,0.0155244,0.0215337,0.0253398,0,0.0250477,0.0265649,0.0276056
261,0.0239106,0,0,0,0,0.0466024,0,0,0,0,0,0,0.0243949,0,0.0210379,0.0663526,0,0,0.0208188,0,0,0.0415241,0.0694487,0.0223365,0.0100925,0.012339,0.0322084,0.0398669,0.0342846,0.0469046,0.0566566,0.0331653,0.012382,0.0146319,0.031578,0.0325638,0.0280361,0.0117129,0.0174579,0.0423778,0,0.0132692,0.070636,0.0291421,0,0,0.0168128,0,0,0.0463426,0.0547998,0.0327319,0.0305177,0.0136662,0.0504397,0.0366644,0.031943,0.0604551,0.0593854,0.0226403,0.0572794,0.0342138,0.0431742,0.0761856,0.0147447,0.019387,0.0251032,0.0188397,0.0249301,0.0271863,0.0275147
262,0.023935,0,0,0,0,0.0468312,0,0,0,0,0,0,0.0241014,0,0.0210587,0.0667179,0,0,0.0204347,0,0,0.0415482,0.0697011,0.0225114,0.0100722,0.0123292,0.0322165,0.0396259,0.0342585,0.047017,0.056702,0.0336309,0.0125256,0.014779,0.0318346,0.0326988,0.0288447,0.0115221,0.0168883,0.0427083,0,0.0132779,0.0710672,0.0291035,0,0,0.0163022,0,0,0.0464468,0.0547008,0.0326229,0.0302623,0.0137248,0.0499691,0.0370785,0.0320662,0.060404,0.0593612,0.0226141,0.0573374,0.0342237,0.0432621,0.0762853,0.0148652,0.0197557,0.0248878,0.0184273,0.0252468,0.0271198,0.027066
263,0.0239939,0,0,0,0,0.0470563,0,0,0,0,0,0,0.0237385,0,0.0210193,0.0660676,0,0,0.0201342,0,0,0.0414338,0.0699676,0.0226588,0.00993674,0.0122349,0.0320108,0.0394804,0.0342546,0.0471472,0.0567121,0.0338457,0.0126671,0.0150072,0.0320438,0.0328969,0.0296178,0.0112965,0.0164296,0.04298,0,0.0133445,0.0711878,0.0291638,0,0,0.016298,0,0,0.0466548,0.0545862,0.0324847,0.0300823,0.0137736,0.0494165,0.037579,0.0321643,0.0603986,0.0593652,0.022562,0.0573545,0.0341597,0.0432583,0.0763204,0.0149895,0.019967,0.0246635,0.0186779,0.0255082,0.0269367,0.0266425
264,0.024067,0,0,0,0,0.0472536,0,0,0,0,0,0,0.0235727,0,0.0211354,0.0656119,0,0,0.0198791,0,0,0.04146,0.0702016,0.0227726,0.00982273,0.0120757,0.0318829,0.0392907,0.0342344,0.0471898,0.0566508,0.0339711,0.012727,0.0151983,0.0319579,0.0329911,0.030103,0.0110612,0.0162585,0.0433243,0,0.0134074,0.0713283,0.0292067,0,0,0.0162146,0,0,0.0466456,0.0544931,0.0322782,0.0299636,0.0138628,0.0489619,0.0379627,0.0322609,0.0604028,0.0593765,0.022525,0.0573729,0.0340629,0.0432647,0.0763865,0.0150998,0.0201381,0.0241941,0.0187943,0.0256273,0.0267282,0.0264072
265,0.0241739,0,0,0,0,0.0473892,0,0,0,0,0,0,0.0234972,0,0.0211759,0.0654204,0,0,0.0195749,0,0,0.0412512,0.0704596,0.0227703,0.00968213,0.0119397,0.0318558,0.0390054,0.0342004,0.0472412,0.0564105,0.0340646,0.0127381,0.0152871,0.031964,0.0329906,0.0304061,0.0109695,0.0164556,0.0437234,0,0.0134732,0.0715986,0.0292576,0,0,0.0158799,0,0,0.0463914,0.0543931,0.0320035,0.0298876,0.0139785,0.0486405,0.038294,0.0322723,0.0604172,0.0594038,0.0224677,0.0573885,0.0340172,0.043305,0.0764947,0.0151898,0.0202397,0.0234538,0.0185433,0.0257523,0.0265279,0.0256831
266,0.0242936,0,0,0,0,0.0474444,0,0,0,0,0,0,0.0235387,0,0.0212845,0.0653124,0,0,0.0192672,0,0,0.0408409,0.0707922,0.0228278,0.00966345,0.011839,0.0318513,0.03874,0.034118,0.0472636,0.0561527,0.0341163,0.012731,0.0153014,0.0319656,0.0329372,0.0305379,0.0109723,0.0164881,0.0441842,0,0.0135419,0.0719668,0.0293209,0,0,0.0154961,0,0,0.046133,0.0542742,0.0316519,0.0298813,0.0140978,0.0483909,0.0386522,0.0320513,0.0604385,0.059421,0.0223828,0.0573912,0.0340019,0.0433817,0.0766385,0.0152845,0.0201952,0.0226926,0.0183616,0.0261729,0.0263488,0.0246125
267,0.0243984,0,0,0,0,0.0474558,0,0,0,0,0,0,0.0234779,0,0.0213638,0.0651276,0,0,0.0190126,0,0,0.0406789,0.0711617,0.022868,0.00972395,0.0117259,0.0318264,0.0385117,0.0340117,0.0472962,0.0559023,0.0341284,0.0127145,0.0153417,0.0318332,0.0328763,0.0305523,0.0109264,0.0163136,0.0446249,0,0.0136237,0.0723064,0.0293489,0,0,0.0152247,0,0,0.045926,0.0541776,0.0315189,0.0299063,0.0142277,0.048159,0.0389588,0.0317126,0.0604264,0.0594111,0.0223281,0.057403,0.0339977,0.0434528,0.0767917,0.0155066,0.020072,0.0220329,0.0183873,0.0265294,0.0262231,0.0237221
268,0.024451,0,0,0,0,0.0474965,0,0,0,0,0,0,0.0234123,0,0.021403,0.0649257,0,0,0.018744,0,0,0.0406909,0.0714073,0.0229528,0.00972139,0.011646,0.0317622,0.0383126,0.0338765,0.047305,0.055642,0.0341015,0.0126804,0.0153643,0.031797,0.0327836,0.030448,0.0108643,0.0161063,0.0448408,0,0.0137588,0.0724951,0.0294133,0,0,0.0150404,0,0,0.0457672,0.0540613,0.03138,0.0298872,0.0143736,0.0479262,0.0395359,0.0320449,0.0603328,0.059443,0.0224508,0.0574877,0.0340119,0.0435747,0.0769365,0.0156373,0.019845,0.0214332,0.018539,0.0267538,0.0260645,0.0229254
269,0.0245212,0,0,0,0,0.0475585,0,0,0,0,0,0,0.0233463,0,0.0214146,0.0647685,0,0,0.0184613,0,0,0.0405725,0.0715708,0.0229869,0.00974264,0.0116047,0.0317106,0.0381181,0.033753,0.0472665,0.0553823,0.0340505,0.0127345,0.0154618,0.031645,0.0326552,0.0301326,0.0108068,0.0158084,0.0449855,0,0.0139046,0.0726995,0.0295199,0,0,0.0148286,0,0,0.0457287,0.0539337,0.0311621,0.0298869,0.0145347,0.0477118,0.0400823,0.0323327,0.0602292,0.059486,0.0225737,0.057576,0.0340597,0.0436841,0.0770646,0.0157271,0.0196607,0.0208462,0.0187386,0.0269595,0.0258929,0.0219708
270,0.02412,0,0,0,0,0.0473951,0,0,0,0,0,0,0.023363,0,0.0214549,0.0640194,0,0,0.0186284,0,0,0.0404936,0.0716612,0.0227036,0.00914366,0.0113228,0.0322861,0.0388747,0.0333657,0.0470728,0.054956,0.0335152,0.0129012,0.0156815,0.0315536,0.0325475,0.0301827,0.010554,0.0158991,0.0426896,0,0.0138612,0.0719619,0.0292326,0,0,0.0146325,0,0,0.0457001,0.0559358,0.02778,0.0271437,0.0172873,0.0467452,0.0404135,0.0313308,0.0577193,0.0574372,0.0225749,0.0602093,0.0355509,0,0.0800366,0.0151152,0.0194097,0.0202988,0.0189566,0.0267707,0.0264452,0.0207608
271,0.0247497,0,0,0,0,0.0476008,0,0,0,0,0,0,0.0235804,0,0.0212509,0.0645665,0,0,0.0176972,0,0,0.0398661,0.0720111,0.0223851,0.00994652,0.0117021,0.0315733,0.0376005,0.0335208,0.0468516,0.0550746,0.033952,0.0126161,0.0154659,0.0312607,0.0322093,0.0292614,0.0107004,0.0156792,0.0453109,0,0.0141687,0.0731302,0.0298873,0,0,0.0143422,0,0,0.0457308,0.0537867,0.0306999,0.0297475,0.0149006,0.0473566,0.0407938,0.0322982,0.0601068,0.0594657,0.0227258,0.057806,0.0342337,0.0438114,0.0773639,0.0157635,0.019387,0.0197078,0.0193379,0.0274657,0.0254902,0.0193204
272,0.0243695,0,0,0,0,0.0473874,0,0,0,0,0,0,0.0236268,0,0.0215283,0.0638819,0,0,0.0177659,0,0,0.0397513,0.0723607,0.02266,0.00935686,0.0115183,0.032079,0.0383455,0.0331711,0.0465809,0.0545288,0.0334636,0.0126638,0.0155306,0.0310159,0.0319722,0.0288488,0.0104175,0.0160928,0.0431313,0,0.014094,0.0722352,0.0296415,0,0,0.0141577,0,0,0.0457161,0.0558346,0.027356,0.0269993,0.0176387,0.0464569,0.041046,0.0311382,0.057529,0.0573979,0.0226645,0.0605478,0.0357345,0,0.0802823,0.0151084,0.0192838,0.0191644,0.0194827,0.0272039,0.0259874,0.0182088
273,0.0249742,0,0,0,0,0.0475764,0,0,0,0,0,0,0.0240519,0,0.0212793,0.064571,0,0,0.0169281,0,0,0.039468,0.0727198,0.0224267,0.0101132,0.0120096,0.0312704,0.0370974,0.0333724,0.0462652,0.0543778,0.0339483,0.0123384,0.0151683,0.0307688,0.0315648,0.0273113,0.0105356,0.0158087,0.0456165,0,0.0144821,0.0732693,0.0303001,0,0,0.0139118,0,0,0.045661,0.0537645,0.0302984,0.0297366,0.0153296,0.0471086,0.0413011,0.0321492,0.059914,0.0593547,0.0227315,0.0583834,0.0343804,0.0439854,0.0776019,0.0158504,0.0195143,0.0186002,0.0195159,0.0278466,0.0249921,0.0172149
274,0.0250598,0,0,0,0,0.0474966,0,0,0,0,0,0,0.0245175,0,0.0211072,0.0646433,0,0,0.0165274,0,0,0.039264,0.0729809,0.0219921,0.0101976,0.0122124,0.0310261,0.0368212,0.033313,0.045875,0.0540801,0.0340088,0.0121967,0.014976,0.0305618,0.031171,0.0261209,0.0105072,0.0160772,0.0457548,0,0.0146263,0.0732395,0.0304737,0,0,0.0137265,0,0,0.0455583,0.0538091,0.0301206,0.0297894,0.015551,0.0470386,0.0413042,0.0320645,0.0598058,0.0592645,0.0227751,0.0586246,0.0343954,0.0441304,0.0777593,0.0159119,0.019676,0.0178748,0.0195156,0.0280013,0.0248034,0.0160134
275,0.0251269,0,0,0,0,0.0475133,0,0,0,0,0,0,0.0250646,0,0.0209912,0.0647772,0,0,0.016057,0,0,0.0392234,0.0732425,0.0217473,0.0103328,0.0124132,0.0308008,0.0366052,0.0333386,0.0454362,0.0538067,0.0341342,0.0120889,0.0145662,0.0302708,0.0308111,0.0248498,0.0106296,0.0164514,0.0460445,0,0.0147451,0.0731372,0.0306867,0,0,0.0135645,0,0,0.0454146,0.0538579,0.0299631,0.0298431,0.0157722,0.0470055,0.0417514,0.0318569,0.0596984,0.059151,0.0227812,0.0587749,0.0344361,0.0443037,0.0778993,0.0160277,0.0196659,0.0170091,0.0196626,0.028182,0.0246014,0.0147942
276,0.0246475,0,0,0,0,0.0473086,0,0,0,0,0,0,0.0254352,0,0.0209917,0.0643197,0,0,0.0160211,0,0,0.0393616,0.0733726,0.0216975,0.00975869,0.0123673,0.031219,0.0374322,0.0331535,0.0450084,0.0531184,0.0338075,0.0121729,0.0143956,0.0300865,0.0305512,0.0239499,0.0105049,0.0173114,0.0439297,0,0.0145596,0.0719159,0.0304335,0,0,0.0134926,0,0,0.045343,0.0559982,0.0266607,0.0269738,0.0184852,0.0462435,0.0421211,0.0306537,0.057362,0.0570579,0.0228461,0.0614512,0.0359617,0,0.0808641,0.0152765,0.0194704,0.0160749,0.0198778,0.0278781,0.0251672,0.0136045
277,0.0251987,0,0,0,0,0.0474749,0,0,0,0,0,0,0.0262101,0,0.0206334,0.065248,0,0,0.0151293,0,0,0.038858,0.0735058,0.0213448,0.0106586,0.0130407,0.0303409,0.0362791,0.0334359,0.0445178,0.0528316,0.034517,0.0119837,0.0140809,0.0297692,0.0302574,0.0220424,0.0107865,0.0172384,0.0464234,0,0.0149611,0.0725599,0.0310658,0,0,0.0132934,0,0,0.0452346,0.0539909,0.0295855,0.0295383,0.0162934,0.0470366,0.0425601,0.0319992,0.0600929,0.0588844,0.0229002,0.0591281,0.0345836,0.0445748,0.0782591,0.0161012,0.0194958,0.0151416,0.020252,0.0285074,0.0242858,0.0122837
278,0.0247348,0,0,0,0,0.0471938,0,0,0,0,0,0,0.0266266,0,0.0206952,0.0648708,0,0,0.015114,0,0,0.0385485,0.0736826,0.0212668,0.00987777,0.0131635,0.0308254,0.037156,0.0333209,0.0441725,0.0522261,0.0342194,0.0120323,0.0140073,0.0294461,0.0299845,0.0210904,0.0105693,0.0180943,0.0443655,0,0.0147004,0.0712644,0.0307355,0,0,0.0132407,0,0,0.0451595,0.056098,0.0263535,0.026746,0.0188444,0.046353,0.0427215,0.0304586,0.0572418,0.0568829,0.0232421,0.0618093,0.0361787,0,0.0811769,0.0153381,0.0193753,0.0140165,0.020799,0.0280816,0.0249152,0.0108669
279,0.0253182,0,0,0,0,0.0473061,0,0,0,0,0,0,0.0276869,0,0.0203805,0.0658008,0,0,0.0142958,0,0,0.0382417,0.0740182,0.0212736,0.0108381,0.0138248,0.029996,0.036096,0.0339343,0.0438613,0.0520653,0.0349715,0.011952,0.0137463,0.0292156,0.0297998,0.0192698,0.0108282,0.0183828,0.0469454,0,0.0150158,0.0719106,0.0313525,0,0,0.013008,0,0,0.0450885,0.054176,0.0293505,0.0295387,0.01647,0.0472026,0.0430685,0.0310846,0.0593183,0.0586977,0.0236227,0.0594628,0.0349295,0.0448949,0.0785708,0.0163314,0.0194052,0.0128126,0.0214999,0.0285874,0.0240687,0.00957439
280,0.0248334,0,0,0,0,0.0470563,0,0,0,0,0,0,0.0277643,0,0.0202373,0.0655505,0,0,0.0144571,0,0,0.0382918,0.074163,0.0214058,0.0099717,0.0138218,0.0305397,0.0369436,0.0340536,0.0435999,0.0515231,0.0346145,0.0120808,0.0138726,0.0290842,0.0296968,0.0188061,0.01079,0.0197565,0.0447663,0,0.0147525,0.0704954,0.0310172,0,0,0.0129731,0,0,0.0450736,0.0565091,0.0261364,0.0267621,0.0189721,0.0465394,0.0430902,0.0300561,0.0566685,0.0566986,0.0240188,0.0620933,0.0365828,0,0.0814704,0.015448,0.0193651,0.0111812,0.0222443,0.0282157,0.0247157,0.00820394
281,0.0248586,0,0,0,0,0.0470379,0,0,0,0,0,0,0.0280096,0,0.0201746,0.0659829,0,0,0.0143271,0,0,0.0381018,0.074225,0.0215229,0.00995681,0.0141502,0.0304846,0.0368908,0.0344479,0.0433201,0.0512141,0.0347154,0.0121961,0.0140331,0.0288976,0.0296006,0.0182341,0.0108628,0.0200177,0.0448847,0,0.0147927,0.0701104,0.0311169,0,0,0.0128668,0,0,0.04508,0.0567598,0.0259741,0.0266755,0.0190407,0.0466174,0.0431224,0.0302236,0.0564387,0.0566151,0.0241267,0.0621243,0.0368134,0,0.0815257,0.0154378,0.019463,0.0096117,0.0229756,0.0282651,0.0246579,0.00784011
282,0.0249062,0,0,0,0,0.0470345,0,0,0,0,0,0,0.027794,0,0.0205512,0.0665118,0,0,0.0142993,0,0,0.0378552,0.0742823,0.0210735,0.00986112,0.0145785,0.0304132,0.0368609,0.0348654,0.0430842,0.0509403,0.0347803,0.0122065,0.0144452,0.0286141,0.0294804,0.0184052,0.010915,0.0199618,0.0449421,0,0.0148438,0.0696781,0.0311962,0,0,0.0128077,0,0,0.0451121,0.0570051,0.0258098,0.0265654,0.019125,0.0466196,0.0430454,0.0306244,0.0562283,0.0565487,0.024216,0.0619624,0.0370369,0,0.0816021,0.0153794,0.0195022,0.00830326,0.0238116,0.0283245,0.0245709,0.00773513
283,0.0249637,0,0,0,0,0.0471069,0,0,0,0,0,0,0.0275991,0,0.0212408,0.0669129,0,0,0.0145255,0,0,0.0375177,0.0742233,0.0201518,0.00972083,0.0149968,0.0303671,0.0368379,0.0352555,0.0428722,0.0507606,0.0348773,0.0118957,0.0148775,0.0283883,0.029218,0.0187542,0.0109118,0.0193813,0.0450896,0,0.0148565,0.0694095,0.0312494,0,0,0.0128073,0,0,0.045114,0.0571473,0.0256946,0.0265617,0.0191494,0.046632,0.0430375,0.0307444,0.056052,0.056453,0.0242069,0.0619851,0.0372476,0,0.0816787,0.0153866,0.0195302,0.00725898,0.0246317,0.0284385,0.0244762,0.00811217
284,0.0249508,0,0,0,0,0.0471586,0,0,0,0,0,0,0.0279477,0,0.0218382,0.0671287,0,0,0.0146886,0,0,0.0372698,0.0741336,0.0196872,0.00960124,0.0152815,0.0303429,0.0368334,0.035374,0.042645,0.0506334,0.0349597,0.011372,0.0148507,0.0282913,0.0288866,0.0182926,0.0110232,0.0192338,0.0451654,0,0.0148431,0.0692773,0.0312755,0,0,0.012979,0,0,0.0450717,0.0572114,0.0256319,0.0266584,0.0191721,0.0467344,0.0429371,0.0308006,0.0558899,0.0563531,0.0240105,0.0621379,0.037391,0,0.0817802,0.0154095,0.019518,0.00696765,0.0248754,0.0285076,0.0244674,0.00819606
285,0.0254463,0,0,0,0,0.0473427,0,0,0,0,0,0,0.0289794,0,0.0219814,0.0678901,0,0,0.0142621,0,0,0.0370241,0.074056,0.0196724,0.0105681,0.0157845,0.0297547,0.0358261,0.0356266,0.0423575,0.0508143,0.0354546,0.0109638,0.0145411,0.0286003,0.0288136,0.0168968,0.0113772,0.0191081,0.047706,0,0.015019,0.0702773,0.0317344,0,0,0.0130712,0,0,0.0450374,0.0550689,0.0287801,0.029615,0.0166409,0.0476571,0.0428018,0.0315967,0.0583185,0.0582176,0.0232857,0.0597204,0.0360292,0.0459594,0.0790479,0.0165065,0.0195524,0.00658846,0.0251844,0.0289492,0.0237724,0.00780502
286,0.0253399,0,0,0,0,0.047365,0,0,0,0,0,0,0.029547,0,0.021878,0.0681007,0,0,0.0147714,0,0,0.0366303,0.074002,0.0197272,0.0105539,0.0158438,0.029919,0.0360014,0.0357418,0.0421139,0.0508029,0.0352509,0.0109122,0.0144142,0.0289493,0.0290478,0.0163755,0.0113508,0.0186328,0.0477194,0,0.0150227,0.0704082,0.0316287,0,0,0.0134945,0,0,0.0448475,0.0550077,0.028854,0.0298242,0.0167366,0.0476048,0.0424998,0.0313363,0.0584252,0.0581834,0.0230468,0.0596991,0.0359794,0.0459581,0.0790804,0.0165598,0.0195252,0.00690323,0.0250126,0.0288916,0.0238567,0.00819769
287,0.0252209,0,0,0,0,0.0473398,0,0,0,0,0,0,0.0295797,0,0.0217945,0.0682278,0,0,0.0149705,0,0,0.0364783,0.0740459,0.019591,0.0105827,0.0155268,0.0302632,0.0362465,0.0357999,0.0419958,0.050731,0.0347551,0.0112855,0.0146444,0.0288904,0.029258,0.0164154,0.0114043,0.0186003,0.0475177,0,0.0150859,0.0705237,0.0314835,0,0,0.0137896,0,0,0.0447033,0.0549946,0.028927,0.0299344,0.0168233,0.0475231,0.0421764,0.0314207,0.0584072,0.0581563,0.0229976,0.0597117,0.0359658,0.0459788,0.0791164,0.0164647,0.0194822,0.00695241,0.0250797,0.028726,0.0239834,0.00819335
288,0.0245849,0,0,0,0,0.0470833,0,0,0,0,0,0,0.028941,0,0.0219894,0.0675928,0,0,0.0154046,0,0,0.0362777,0.0741193,0.0192735,0.00957747,0.0146455,0.0312367,0.0375941,0.0349109,0.0418394,0.0502665,0.0335139,0.0116784,0.0149278,0.0284085,0.0290734,0.0172518,0.0112472,0.0191672,0.0447786,0,0.014895,0.0695908,0.0308159,0,0,0.0141298,0,0,0.0446736,0.0571015,0.0258585,0.0272505,0.0194105,0.0467382,0.0417311,0.0303336,0.0559132,0.0561763,0.0231064,0.0622791,0.0374395,0,0.0819867,0.0152957,0.0192882,0.00698286,0.0250975,0.0280115,0.024907,0.00809027
289,0.0258948,0,0,0,0,0.0476968,0,0,0,0,0,0,0.0291145,0,0.0222682,0.0682873,0,0,0.0145648,0,0,0.0361673,0.0745866,0.0192035,0.0122654,0.0150223,0.0295457,0.0355261,0.0351505,0.041731,0.0504062,0.0339298,0.011786,0.0145078,0.0280705,0.0288721,0.0169676,0.0118848,0.0183094,0.0512024,0,0.0144639,0.0727692,0.0318521,0,0,0.0141847,0,0,0.0446416,0.051083,0.0324068,0.0343009,0.0127975,0.0487265,0.0414176,0.0338941,0,0.0604444,0.0223777,0.0564495,0.0342789,0.0425747,0.0759455,0.0202979,0.0196501,0.00691346,0.0250421,0.0290944,0.0231224,0.00788457
