Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
1253,0.0249459,0,0,0,0,0.0471244,0,0,0,0,0,0,0.0302181,0,0.0182892,0.0701073,0,0,0.0228315,0,0,0.0404657,0.0715999,0.0163229,0.00715779,0.0147226,0.037562,0.0372238,0.0381383,0.0500084,0.0291442,0.00701871,0.0100248,0.0259794,0.0270992,0.0148593,0.00899076,0.0288038,0.0231215,0.0189694,0,0.0251249,0.061544,0.0372584,0,0,0.016337,0,0,0.049105,0.054891,0.0562251,0.0168489,0.0185113,0.0497262,0.0367487,0.0322685,0.0644911,0.0220712,0.0528221,0.0320055,0.0374708,0.0669681,0.0630675,0.0183697,0.0277304,0.0211148,0.0257589,0.0261688,0.0632831,0.0261114,0
1254,0.0248143,0,0,0,0,0.0470895,0,0,0,0,0,0,0.030232,0,0.0181953,0.0699379,0,0,0.022908,0,0,0.0404835,0.0716107,0.016186,0.0070492,0.0146953,0.037875,0.0371587,0.0380907,0.0499308,0.0288995,0.00707054,0.010056,0.0259976,0.0270838,0.0148122,0.00887412,0.0288525,0.0231535,0.0189712,0,0.0255704,0.0615874,0.037216,0,0,0.016393,0,0,0.0491126,0.055197,0.056644,0.0167005,0.0181921,0.0496243,0.0368185,0.03218,0.0647135,0.0222658,0.0525907,0.0318338,0.0372998,0.0667661,0.063643,0.0184506,0.0277232,0.0211122,0.0256774,0.0263563,0.0631423,0.0260732,0
1255,0.0246094,0,0,0,0,0.0470637,0,0,0,0,0,0,0.0302731,0,0.0180617,0.0698107,0,0,0.0229087,0,0,0.0405111,0.0715904,0.0161151,0.0069248,0.0147004,0.0382331,0.0370961,0.0380755,0.0498665,0.028599,0.00716701,0.0101351,0.0259782,0.0270669,0.0147287,0.00879551,0.0289048,0.0231904,0.0190355,0,0.0260132,0.0616173,0.0371622,0,0,0.01642,0,0,0.0490971,0.055495,0.0569865,0.016596,0.017921,0.0495568,0.0368639,0.0321034,0.0646797,0.0224143,0.0524438,0.0316999,0.0371473,0.0666275,0.0642948,0.0184188,0.0277174,0.0211202,0.0255912,0.0266172,0.0631509,0.0260227,0
1256,0.0243317,0,0,0,0,0.0470149,0,0,0,0,0,0,0.0302693,0,0.0179357,0.0697297,0,0,0.0229142,0,0,0.0405369,0.0715614,0.0165445,0.00679818,0.0146896,0.0385257,0.0370284,0.0380938,0.0497802,0.0283066,0.00734614,0.0103094,0.026003,0.0270989,0.0146717,0.00871786,0.0289575,0.0232035,0.0191133,0,0.0264262,0.0616153,0.0370893,0,0,0.0164374,0,0,0.0490849,0.0558071,0.0573314,0.0165388,0.0176797,0.0495706,0.0369065,0.0319934,0.0646628,0.0225047,0.0522954,0.0315194,0.0369862,0.0664663,0.0650349,0.0183579,0.0276943,0.0211511,0.0254968,0.0269414,0.0631135,0.0260029,0
1257,0.0240523,0,0,0,0,0.0469379,0,0,0,0,0,0,0.0303209,0,0.0177935,0.0696606,0,0,0.022956,0,0,0.0405435,0.0714775,0.0167901,0.00665646,0.0146654,0.038691,0.0369948,0.0380998,0.0497119,0.0282016,0.0075021,0.010509,0.0260239,0.0271133,0.0145747,0.0086979,0.0290135,0.023227,0.0191679,0,0.026842,0.0616166,0.0369901,0,0,0.0165272,0,0,0.0490682,0.0560557,0.0577478,0.0165234,0.0175443,0.0496401,0.0369257,0.031865,0.0647772,0.0225529,0.0521291,0.0313749,0.036862,0.0662579,0.0657476,0.0183296,0.0277076,0.0211337,0.0253664,0.0272782,0.0630293,0.0260181,0
1258,0.0238001,0,0,0,0,0.0468594,0,0,0,0,0,0,0.0303202,0,0.0176444,0.0696059,0,0,0.0229914,0,0,0.0405446,0.0713748,0.0166702,0.0065238,0.0146062,0.0389141,0.0370007,0.0380836,0.0496807,0.0282419,0.00758292,0.0106383,0.0260472,0.027136,0.014423,0.00866814,0.0290402,0.0232243,0.0192151,0,0.0272754,0.0616035,0.0368942,0,0,0.0165996,0,0,0.0490338,0.0563139,0.0581822,0.0165344,0.0174907,0.0497615,0.0369089,0.0316922,0.0646823,0.0225594,0.0519401,0.0312513,0.0367263,0.0661439,0.0665145,0.0182948,0.0277084,0.0211541,0.0252097,0.027618,0.0629211,0.026028,0
1259,0.023593,0,0,0,0,0.0467812,0,0,0,0,0,0,0.0303136,0,0.0174831,0.0695527,0,0,0.0230438,0,0,0.0405345,0.071271,0.0163569,0.00640992,0.0145834,0.0391607,0.0370362,0.0381411,0.049711,0.0279961,0.00756923,0.0107383,0.0260422,0.0271963,0.014204,0.00863507,0.0290437,0.0232028,0.0192476,0,0.0275624,0.0616149,0.0367918,0,0,0.0165736,0,0,0.0489982,0.0565941,0.058609,0.0165918,0.0174379,0.0499067,0.036876,0.0314891,0.0644266,0.0225558,0.0517599,0.0311406,0.0366492,0.066048,0.0672341,0.0182342,0.027717,0.021153,0.0250421,0.0279058,0.0628146,0.0260442,0
1260,0.0234149,0,0,0,0,0.0467265,0,0,0,0,0,0,0.0303611,0,0.0173425,0.0695005,0,0,0.0231008,0,0,0.0405234,0.0711534,0.0163484,0.00627373,0.0145938,0.0393074,0.0370721,0.0382518,0.049717,0.027916,0.00755404,0.0108466,0.0260486,0.0272527,0.0141574,0.00864447,0.0290461,0.0231869,0.0192804,0,0.0278738,0.0616376,0.0366894,0,0,0.016563,0,0,0.0489717,0.0568908,0.0588805,0.0167038,0.0174081,0.0500595,0.03692,0.031276,0.064304,0.0225777,0.0516146,0.0310308,0.0365652,0.0659812,0.0678178,0.0182045,0.027705,0.0211726,0.0248918,0.028179,0.0626961,0.0260895,0
1261,0.0232328,0,0,0,0,0.0467324,0,0,0,0,0,0,0.0304218,0,0.0172667,0.0694566,0,0,0.0231548,0,0,0.040505,0.0710123,0.0163275,0.006175,0.014585,0.0394163,0.0371199,0.0383473,0.0497562,0.0280563,0.00753029,0.0108102,0.0260184,0.0272377,0.0142558,0.00864095,0.0290384,0.0231691,0.0192779,0,0.0280775,0.0616708,0.0366283,0,0,0.0165141,0,0,0.0489441,0.0571809,0.0590165,0.0168413,0.0173867,0.0501893,0.0369525,0.031032,0.0643617,0.0226523,0.0515074,0.0309121,0.036432,0.0659231,0.068228,0.0181112,0.0277222,0.021175,0.02478,0.0284438,0.0625243,0.0261248,0
1262,0.0230686,0,0,0,0,0.0467294,0,0,0,0,0,0,0.0303221,0,0.0172276,0.0694277,0,0,0.0231762,0,0,0.0404721,0.0708795,0.0161035,0.00609024,0.0145363,0.0395518,0.0371724,0.0384203,0.0498177,0.0280845,0.00749975,0.0108867,0.0259717,0.0272228,0.0142862,0.00866399,0.0290164,0.0231493,0.0191748,0,0.0281144,0.0617188,0.0366068,0,0,0.0164415,0,0,0.0488764,0.0574816,0.0590816,0.016992,0.0173691,0.0502736,0.0369014,0.0307303,0.0643611,0.0227763,0.0514269,0.0308166,0.0363356,0.065855,0.0683811,0.0180223,0.0277476,0.0212211,0.024691,0.0286825,0.0623512,0.0261315,0
